Physical Time (s),ea_left Monitor (kg-m/s^3)
1.9925,-7.1056538600435548e-08
1.995,-7.082102248324472e-08
1.9975,-7.0591045088976461e-08
2.0,-7.0368339356338685e-08
2.0025,-7.0154719908138587e-08
2.005,-6.9952131842718865e-08
2.0075,-6.9762519036518412e-08
2.01,-6.9587627131249738e-08
2.0125,-6.9428788089586484e-08
2.015,-6.9287059343358549e-08
2.0175,-6.916326736545988e-08
2.02,-6.9058087196256746e-08
2.0225,-6.8972108532134167e-08
2.025,-6.890584376774371e-08
2.0275,-6.8859617335439972e-08
2.03,-6.8833504329653371e-08
2.0325,-6.8827388576904852e-08
2.035,-6.8841112883211918e-08
2.0375,-6.8874492746028804e-08
2.04,-6.8927172710672694e-08
2.0425,-6.8998442521430434e-08
2.045,-6.9087159042027256e-08
2.0475,-6.9191832727576699e-08
2.05,-6.9310786359628824e-08
2.0525,-6.9442264327264307e-08
2.055,-6.9584471041712744e-08
2.0575,-6.9735582391725424e-08
2.06,-6.989372369572788e-08
2.0625,-7.0056958732055858e-08
2.065,-7.0223299127177423e-08
2.0675,-7.0390678295932753e-08
2.07,-7.0556950840513128e-08
2.0725,-7.0719965791158438e-08
2.075,-7.087761711546427e-08
2.0775,-7.1027834349493178e-08
2.08,-7.1168574651574983e-08
2.0825,-7.1297853001078621e-08
2.085,-7.1413814519928921e-08
2.0875,-7.1514782334406588e-08
2.09,-7.1599283395380394e-08
2.0925,-7.1666085196960828e-08
2.095,-7.1714133103762696e-08
2.0975,-7.1742550601914839e-08
2.1,-7.1750621216623879e-08
2.1025,-7.1737775336794257e-08
2.105,-7.1703597667726884e-08
2.1075,-7.1647895481222562e-08
2.11,-7.1570767760526254e-08
2.1125,-7.1472593599530622e-08
2.115,-7.1353958757483987e-08
2.1175,-7.1215648281193565e-08
2.12,-7.105865443961901e-08
2.1225,-7.0884163137281366e-08
2.125,-7.0693560757703254e-08
2.1275,-7.048842141184045e-08
2.13,-7.0270443121230623e-08
2.1325,-7.0041430177634704e-08
2.135,-6.9803239291939328e-08
2.1375,-6.9557731670134189e-08
2.14,-6.9306713559294443e-08
2.1425,-6.9051936531118174e-08
2.145,-6.879511139284293e-08
2.1475,-6.8537964207223781e-08
2.15,-6.8282272658924833e-08
2.1525,-6.8029819017268685e-08
2.155,-6.7782301687678122e-08
2.1575,-6.7541250259145061e-08
2.16,-6.7308036539089521e-08
2.1625,-6.7083754408254093e-08
2.165,-6.6869291131000645e-08
2.1675,-6.6665356392202727e-08
2.17,-6.6472524156763282e-08
2.1725,-6.6291295245859776e-08
2.175,-6.6122024552601538e-08
2.1775,-6.5964810952346361e-08
2.18,-6.5819598625428099e-08
2.1825,-6.5686551155049246e-08
2.185,-6.5566147082938856e-08
2.1875,-6.5458866511160767e-08
2.19,-6.5364835567667267e-08
2.1925,-6.5283629876966107e-08
2.195,-6.5214395989940992e-08
2.1975,-6.5156097913039193e-08
2.2,-6.5107652348879806e-08
2.2025,-6.506806666835169e-08
2.205,-6.5036390072864526e-08
2.2075,-6.5011665373048453e-08
2.21,-6.4992913901890381e-08
2.2125,-6.4979209478349952e-08
2.215,-6.4969892458299958e-08
2.2175,-6.4964609216150643e-08
2.22,-6.496301013800915e-08
2.2225,-6.4964458508422519e-08
2.225,-6.496804232836153e-08
2.2275,-6.4972823586936369e-08
2.23,-6.4978091587462957e-08
2.2325,-6.4983438490957112e-08
2.235,-6.4988716203303408e-08
2.2375,-6.4993977021126327e-08
2.24,-6.4999413779525031e-08
2.2425,-6.5005277334200268e-08
2.245,-6.5011818003454996e-08
2.2475,-6.5019249061078379e-08
2.25,-6.5027737681065051e-08
2.2525,-6.5037447604469375e-08
2.255,-6.5048581197838446e-08
2.2575,-6.5061379296701243e-08
2.26,-6.5076136138307785e-08
2.2625,-6.5093181236815636e-08
2.265,-6.5112857324531045e-08
2.2675,-6.5135493000601005e-08
2.27,-6.5161434885374327e-08
2.2725,-6.5191105645613543e-08
2.275,-6.5225000606126603e-08
2.2775,-6.5263619770234259e-08
2.28,-6.530735234068852e-08
2.2825,-6.5356380916134975e-08
2.285,-6.541066854099092e-08
2.2875,-6.5469953576291695e-08
2.29,-6.5533845612260074e-08
2.2925,-6.5601907379713608e-08
2.295,-6.5673645105088114e-08
2.2975,-6.5748554794364821e-08
2.3,-6.5826101093033975e-08
2.3025,-6.5905670447866688e-08
2.305,-6.5986494362495371e-08
2.3075,-6.6067736284138329e-08
2.31,-6.6148644808524101e-08
2.3125,-6.6228573862242142e-08
2.315,-6.6306869347119145e-08
2.3175,-6.6382728917586886e-08
2.32,-6.6455100606191477e-08
2.3225,-6.6522710871936999e-08
2.325,-6.658419967958445e-08
2.3275,-6.6638196972882959e-08
2.33,-6.6683529300808877e-08
2.3325,-6.6719233235842231e-08
2.335,-6.6744431095545959e-08
2.3375,-6.6758302765550447e-08
2.34,-6.676025717469229e-08
2.3425,-6.6750115866951939e-08
2.345,-6.6727943735079748e-08
2.3475,-6.6693625344356061e-08
2.35,-6.664665885787725e-08
2.3525,-6.6586375127549658e-08
2.355,-6.6512299705362484e-08
2.3575,-6.642447040497807e-08
2.36,-6.6323407317951232e-08
2.3625,-6.6210038821872973e-08
2.365,-6.6085588919600313e-08
2.3675,-6.5951435201968504e-08
2.37,-6.58089019529113e-08
2.3725,-6.565907821692904e-08
2.375,-6.5502860954877853e-08
2.3775,-6.5341222412672189e-08
2.38,-6.517540586301806e-08
2.3825,-6.5006878895217424e-08
2.385,-6.4837167339172702e-08
2.3875,-6.4667748642296315e-08
2.39,-6.4500025334323957e-08
2.3925,-6.4335342961920059e-08
2.395,-6.4175013800806493e-08
2.3975,-6.4020325085698666e-08
2.4,-6.3872540333783025e-08
2.4025,-6.3732874462750959e-08
2.405,-6.3602452817185969e-08
2.4075,-6.3482294475021748e-08
2.41,-6.3373332005441109e-08
2.4125,-6.3276418824571312e-08
2.415,-6.3192284920604904e-08
2.4175,-6.3121494019644195e-08
2.42,-6.3064433001630681e-08
2.4225,-6.3021237162302384e-08
2.425,-6.2991778625963728e-08
2.4275,-6.2975730116624189e-08
2.43,-6.2972647749837975e-08
2.4325,-6.2982027549388713e-08
2.435,-6.300323870141655e-08
2.4375,-6.3035412538096732e-08
2.44,-6.3077505675416616e-08
2.4425,-6.312855148625285e-08
2.445,-6.3187790506975003e-08
2.4475,-6.3254545191006774e-08
2.45,-6.3327975195875984e-08
2.4525,-6.3406944854199867e-08
2.455,-6.3490014885210488e-08
2.4575,-6.3575541889429e-08
2.46,-6.3661794211724685e-08
2.4625,-6.3747033785212495e-08
2.465,-6.3829556621266454e-08
2.4675,-6.3907713911089744e-08
2.47,-6.3979933142647511e-08
2.4725,-6.4044731586722086e-08
2.475,-6.4100741168763228e-08
2.4775,-6.4146724512545939e-08
2.48,-6.418158858773218e-08
2.4825,-6.4204417591578082e-08
2.485,-6.4214485854163305e-08
2.4875,-6.4211282446977164e-08
2.49,-6.4194400137754114e-08
2.4925,-6.4163565276119216e-08
2.495,-6.4118614428187155e-08
2.4975,-6.4059471378068847e-08
2.5,-6.3986138312012129e-08
2.5025,-6.3898740800774617e-08
2.505,-6.3797647472556548e-08
2.5075,-6.36835614459242e-08
2.51,-6.3557445113076375e-08
2.5125,-6.3420345209401939e-08
2.515,-6.3273265481291025e-08
2.5175,-6.3117152543600934e-08
2.52,-6.2952937218783347e-08
2.5225,-6.2781680855649539e-08
2.525,-6.2604630737361866e-08
2.5275,-6.2423237050701687e-08
2.53,-6.2239133715754155e-08
2.5325,-6.2054074965968415e-08
2.535,-6.1869843601501651e-08
2.5375,-6.1688114771563205e-08
2.54,-6.1510363871588875e-08
2.5425,-6.1337872334749964e-08
2.545,-6.1171824136082735e-08
2.5475,-6.1013395658976554e-08
2.55,-6.0863777108971404e-08
2.5525,-6.0724158874988025e-08
2.555,-6.0595684527284495e-08
2.5575,-6.0479400862038814e-08
2.56,-6.0376209636012001e-08
2.5625,-6.028685493935381e-08
2.565,-6.0211947941003262e-08
2.5675,-6.015197468625677e-08
2.57,-6.0107347896614032e-08
2.5725,-6.007844386173729e-08
2.575,-6.006557792368271e-08
2.5775,-6.0068949210148789e-08
2.58,-6.008858602956952e-08
2.5825,-6.0124321168797695e-08
2.585,-6.017577889818684e-08
2.5875,-6.0242379626271693e-08
2.59,-6.0323384241472993e-08
2.5925,-6.0417916059418824e-08
2.595,-6.0524989083378754e-08
2.5975,-6.0643499410442195e-08
2.6,-6.0772222918561195e-08
2.6025,-6.090983698317308e-08
2.605,-6.1054934500548309e-08
2.6075,-6.1206054497245778e-08
2.61,-6.1361715619873245e-08
2.6125,-6.1520410103312519e-08
2.615,-6.1680630174691575e-08
2.6175,-6.1840862388578356e-08
2.62,-6.1999599914534684e-08
2.6225,-6.2155379327183312e-08
2.625,-6.2306818528298941e-08
2.6275,-6.2452612404947214e-08
2.63,-6.2591537347222069e-08
2.6325,-6.2722423231217426e-08
2.635,-6.284418262911579e-08
2.6375,-6.2955811406415011e-08
2.64,-6.3056410556125395e-08
2.6425,-6.3145217085634284e-08
2.645,-6.3221598348072446e-08
2.6475,-6.3285045134862381e-08
2.65,-6.3335190137675258e-08
2.6525,-6.3371793472867985e-08
2.655,-6.3394745719417131e-08
2.6575,-6.3404057400698039e-08
2.66,-6.3399879135415617e-08
2.6625,-6.3382506694954442e-08
2.665,-6.335236080896589e-08
2.6675,-6.3309973224574425e-08
2.67,-6.3255970968126608e-08
2.6725,-6.3191065239298716e-08
2.675,-6.3116038102486023e-08
2.6775,-6.3031737750999161e-08
2.68,-6.2939066460054384e-08
2.6825,-6.2839004988470336e-08
2.685,-6.2732577936012141e-08
2.6875,-6.2620831887803089e-08
2.69,-6.2504821497830395e-08
2.6925,-6.2385594869679323e-08
2.695,-6.2264162111104041e-08
2.6975,-6.2141478908652239e-08
2.7,-6.201845434953455e-08
2.7025,-6.1895970765172147e-08
2.705,-6.1774884828213925e-08
2.7075,-6.1656028139276452e-08
2.71,-6.1540179152265496e-08
2.7125,-6.1428044462260277e-08
2.715,-6.1320255884159031e-08
2.7175,-6.1217367788626313e-08
2.72,-6.1119855512572073e-08
2.7225,-6.102808924058036e-08
2.725,-6.0942315198988469e-08
2.7275,-6.0862645664084858e-08
2.73,-6.0789039947713598e-08
2.7325,-6.0721335824181496e-08
2.735,-6.0659275028362441e-08
2.7375,-6.0602521398690573e-08
2.74,-6.055068634485432e-08
2.7425,-6.0503343429661111e-08
2.745,-6.0460043764877247e-08
2.7475,-6.0420320924380082e-08
2.75,-6.0383691502440711e-08
2.7525,-6.0349663259649787e-08
2.755,-6.0317750017032235e-08
2.7575,-6.0287477628942979e-08
2.76,-6.0258388010753468e-08
2.7625,-6.0230026786531163e-08
2.765,-6.0201943553645395e-08
2.7675,-6.0173693237648743e-08
2.77,-6.0144852800476237e-08
2.7725,-6.0115046592738067e-08
2.775,-6.0083960466745446e-08
2.7775,-6.0051353962393405e-08
2.78,-6.0017056506121527e-08
2.7825,-5.9980960223398389e-08
2.785,-5.9943024430590513e-08
2.7875,-5.9903274266460966e-08
2.79,-5.9861792517989404e-08
2.7925,-5.9818721802371118e-08
2.795,-5.9774264479748511e-08
2.7975,-5.9728680992527078e-08
2.8,-5.9682280371845268e-08
2.8025,-5.9635409463223279e-08
2.805,-5.9588446724496814e-08
2.8075,-5.954179901905804e-08
2.81,-5.9495922058900011e-08
2.8125,-5.9451306891475911e-08
2.815,-5.9408460757153579e-08
2.8175,-5.9367874225614914e-08
2.82,-5.9330021185157008e-08
2.8225,-5.9295365185527946e-08
2.825,-5.926435095824511e-08
2.8275,-5.9237377857744242e-08
2.83,-5.9214792769836963e-08
2.8325,-5.919688511396789e-08
2.835,-5.9183909154538934e-08
2.8375,-5.9176085070615374e-08
2.84,-5.9173564467960283e-08
2.8425,-5.917648330969282e-08
2.845,-5.918489144569554e-08
2.8475,-5.9198747516724437e-08
2.85,-5.9217952868723945e-08
2.8525,-5.9242343230057042e-08
2.855,-5.927159546303603e-08
2.8575,-5.9305091989224659e-08
2.86,-5.9341986254029745e-08
2.8625,-5.9381453072183046e-08
2.865,-5.9422855204706144e-08
2.8675,-5.9465670844610193e-08
2.87,-5.9509368262176316e-08
2.8725,-5.955330992327603e-08
2.875,-5.9596868157494208e-08
2.8775,-5.9639407572528273e-08
2.88,-5.9680206185532358e-08
2.8825,-5.9718404870862779e-08
2.885,-5.9753065086005452e-08
2.8875,-5.9783369162264674e-08
2.89,-5.9808712415136741e-08
2.8925,-5.9828590101007376e-08
2.895,-5.9842456454483191e-08
2.8975,-5.9849730234181895e-08
2.9,-5.9849927388309546e-08
2.9025,-5.9842700728847948e-08
2.905,-5.982781972762035e-08
2.9075,-5.9805211233387722e-08
2.91,-5.977500052601923e-08
2.9125,-5.9737544181553415e-08
2.915,-5.9693389384170641e-08
2.9175,-5.9643184770415858e-08
2.92,-5.9587591543814881e-08
2.9225,-5.9527258696325878e-08
2.925,-5.9462811181686923e-08
2.9275,-5.9394888898742867e-08
2.93,-5.9324184759852539e-08
2.9325,-5.9251481867442229e-08
2.935,-5.9177655915788863e-08
2.9375,-5.9103653988688252e-08
2.94,-5.9030452426165634e-08
2.9425,-5.8959021805474323e-08
2.945,-5.8890322126743059e-08
2.9475,-5.882530867568757e-08
2.95,-5.8764932033357251e-08
2.9525,-5.8710114643359783e-08
2.955,-5.8661712158759935e-08
2.9575,-5.8620481470156215e-08
2.96,-5.8587067698756387e-08
2.9625,-5.8562001943727478e-08
2.965,-5.8545722943219598e-08
2.9675,-5.8538620572598054e-08
2.97,-5.8541036792309563e-08
2.9725,-5.8553242886377918e-08
2.975,-5.8575405415970343e-08
2.9775,-5.8607574536131927e-08
2.98,-5.8649679395794461e-08
2.9825,-5.8701516916572244e-08
2.985,-5.8762748201760979e-08
2.9875,-5.8832857916931091e-08
2.99,-5.8911156736853748e-08
2.9925,-5.8996785448083344e-08
2.995,-5.9088736519373077e-08
2.9975,-5.9185881184523345e-08
3.0,-5.9287006696063084e-08
3.0025,-5.9390843701725291e-08
3.005,-5.9496096736431425e-08
3.0075,-5.9601455729215212e-08
3.01,-5.970560080709505e-08
3.0125,-5.9807207681591594e-08
3.015,-5.9904956422070673e-08
3.0175,-5.9997563660249327e-08
3.02,-6.0083792167492133e-08
3.0225,-6.0162454242930729e-08
3.025,-6.0232421102359192e-08
3.0275,-6.0292641769968822e-08
3.03,-6.0342151998121143e-08
3.0325,-6.038010034487241e-08
3.035,-6.0405746566136305e-08
3.0375,-6.0418472239811145e-08
3.04,-6.0417777454822842e-08
3.0425,-6.0403291657359412e-08
3.045,-6.0374780933887394e-08
3.0475,-6.0332147290851729e-08
3.05,-6.027545199846478e-08
3.0525,-6.0204921708368512e-08
3.055,-6.0120940671655682e-08
3.0575,-6.0024040096320479e-08
3.06,-5.9914881401910049e-08
3.0625,-5.9794250937231533e-08
3.065,-5.9663052961503521e-08
3.0675,-5.9522293592826878e-08
3.07,-5.9373072882008402e-08
3.0725,-5.9216587592121192e-08
3.075,-5.9054117469732141e-08
3.0775,-5.8887007211295448e-08
3.08,-5.8716648604620776e-08
3.0825,-5.8544460906509072e-08
3.085,-5.8371880773177269e-08
3.0875,-5.8200345691523772e-08
3.09,-5.8031260042390851e-08
3.0925,-5.7865976545979791e-08
3.095,-5.7705771235389997e-08
3.0975,-5.7551872262322402e-08
3.1,-5.7405465655386756e-08
3.1025,-5.7267673389196352e-08
3.105,-5.7139516514637716e-08
3.1075,-5.7021891673672065e-08
3.11,-5.6915563165143825e-08
3.1125,-5.6821169520303508e-08
3.115,-5.6739230726751698e-08
3.1175,-5.6670133588082968e-08
3.12,-5.6614114688308664e-08
3.1225,-5.6571255506241903e-08
3.125,-5.6541483196001593e-08
3.1275,-5.6524573712179754e-08
3.13,-5.6520164564530729e-08
3.1325,-5.6527791363870589e-08
3.135,-5.6546912688189608e-08
3.1375,-5.657693163264309e-08
3.14,-5.6617188934098157e-08
3.1425,-5.6666962772946769e-08
3.145,-5.6725470188048293e-08
3.1475,-5.6791862770422217e-08
3.15,-5.6865235262861527e-08
3.1525,-5.6944636633216428e-08
3.155,-5.7029061163197305e-08
3.1575,-5.7117459470651507e-08
3.16,-5.7208773779494487e-08
3.1625,-5.7301913023246112e-08
3.165,-5.7395784716039557e-08
3.1675,-5.7489335656032401e-08
3.17,-5.7581563427597864e-08
3.1725,-5.7671547815585922e-08
3.175,-5.7758460934616327e-08
3.1775,-5.7841531848855552e-08
3.18,-5.7920062532628159e-08
3.1825,-5.7993446229883708e-08
3.185,-5.8061164615466513e-08
3.1875,-5.812277035587408e-08
3.19,-5.8177921551161332e-08
3.1925,-5.8226359621942101e-08
3.195,-5.8267927309592457e-08
3.1975,-5.8302583851238994e-08
3.2,-5.8330377772286232e-08
3.2025,-5.8351436574866846e-08
3.205,-5.836595951411865e-08
3.2075,-5.8374202918376622e-08
3.21,-5.8376488945892442e-08
3.2125,-5.8373201103367934e-08
3.215,-5.8364784364263281e-08
3.2175,-5.8351739348604269e-08
3.22,-5.833459370766141e-08
3.2225,-5.831388473249005e-08
3.225,-5.8290151422405576e-08
3.2275,-5.8263949935739808e-08
3.23,-5.823587408973641e-08
3.2325,-5.8206556519176342e-08
3.235,-5.8176649864106778e-08
3.2375,-5.8146801598262385e-08
3.24,-5.8117636190938969e-08
3.2425,-5.8089742759801269e-08
3.245,-5.8063657747390694e-08
3.2475,-5.8039834052578315e-08
3.25,-5.8018624748104969e-08
3.2525,-5.8000279381969385e-08
3.255,-5.7984948871503355e-08
3.2575,-5.7972695766699963e-08
3.26,-5.7963497604242193e-08
3.2625,-5.7957265291223105e-08
3.265,-5.7953869326647237e-08
3.2675,-5.7953154152476981e-08
3.27,-5.79549344867646e-08
3.2725,-5.7958993104523764e-08
3.275,-5.7965091522534919e-08
3.2775,-5.7972979864746553e-08
3.28,-5.7982399225521087e-08
3.2825,-5.7993078046076323e-08
3.285,-5.8004720096152406e-08
3.2875,-5.8016998270740756e-08
3.29,-5.8029551347180511e-08
3.2925,-5.8041991818922615e-08
3.295,-5.8053924232563828e-08
3.2975,-5.8064965329423603e-08
3.3,-5.8074757247268016e-08
3.3025,-5.8082976776248201e-08
3.305,-5.8089340689777126e-08
3.3075,-5.8093599772792639e-08
3.31,-5.8095538099576106e-08
3.3125,-5.8094980217861227e-08
3.315,-5.8091790195243021e-08
3.3175,-5.8085873043388777e-08
3.32,-5.8077172257963566e-08
3.3225,-5.8065672941740019e-08
3.325,-5.8051404587559549e-08
3.3275,-5.8034445953593009e-08
3.33,-5.8014926569869781e-08
3.3325,-5.7993023159887209e-08
3.335,-5.7968961021862554e-08
3.3375,-5.7943009974070649e-08
3.34,-5.7915474844621655e-08
3.3425,-5.7886687672407983e-08
3.345,-5.785698828178825e-08
3.3475,-5.7826704362265771e-08
3.35,-5.77961499911957e-08
3.3525,-5.7765627145714363e-08
3.355,-5.7735440539275611e-08
3.3575,-5.7705914540358375e-08
3.36,-5.7677395910006337e-08
3.3625,-5.7650245251793003e-08
3.365,-5.7624814320514291e-08
3.3675,-5.7601419233982964e-08
3.37,-5.758032451318587e-08
3.3725,-5.7561739824727224e-08
3.375,-5.7545819412090618e-08
3.3775,-5.7532651413411649e-08
3.38,-5.7522249402304248e-08
3.3825,-5.7514537903399215e-08
3.385,-5.7509358527199868e-08
3.3875,-5.7506489715493872e-08
3.39,-5.7505663218211656e-08
3.3925,-5.7506589055631977e-08
3.395,-5.7508968375323269e-08
3.3975,-5.7512502735320465e-08
3.4,-5.7516888583392965e-08
3.4025,-5.7521815713885742e-08
3.405,-5.752696153093252e-08
3.4075,-5.7531990960963106e-08
3.41,-5.7536552552958047e-08
3.4125,-5.7540276154268913e-08
3.415,-5.7542767530519025e-08
3.4175,-5.7543616454369661e-08
3.42,-5.7542398525768863e-08
3.4225,-5.7538702397990912e-08
3.425,-5.753214054186225e-08
3.4275,-5.7522362573944039e-08
3.43,-5.7509072919402753e-08
3.4325,-5.7492050796840335e-08
3.435,-5.747114292835417e-08
3.4375,-5.7446254475067665e-08
3.44,-5.7417330295525365e-08
3.4425,-5.7384346662433992e-08
3.445,-5.7347316682580335e-08
3.4475,-5.7306321565907454e-08
3.45,-5.7261523326861177e-08
3.4525,-5.721316292157449e-08
3.455,-5.7161551192538098e-08
3.4575,-5.7107049922587289e-08
3.46,-5.705004617389859e-08
3.4625,-5.6990940075702436e-08
3.465,-5.6930149022314559e-08
3.4675,-5.6868129282656332e-08
3.47,-5.6805398232297197e-08
3.4725,-5.6742543127627851e-08
3.475,-5.6680207566331329e-08
3.4775,-5.6619059384983054e-08
3.48,-5.6559757833867021e-08
3.4825,-5.6502933716242916e-08
3.485,-5.6449157496018085e-08
3.4875,-5.6398964635916559e-08
3.49,-5.6352871136011234e-08
3.4925,-5.6311403309666563e-08
3.495,-5.627510271918401e-08
3.4975,-5.624450862108806e-08
3.5,-5.6220128071367956e-08
3.5025,-5.620243393286556e-08
3.505,-5.6191841097101888e-08
3.5075,-5.6188697649005525e-08
3.51,-5.6193257040883208e-08
3.5125,-5.6205661166764027e-08
3.515,-5.6225942505701564e-08
3.5175,-5.6254014370210486e-08
3.52,-5.6289682274481147e-08
3.5225,-5.6332680719465593e-08
3.525,-5.6382690891557059e-08
3.5275,-5.6439354416807245e-08
3.53,-5.6502268812066651e-08
3.5325,-5.6570994005207256e-08
3.535,-5.6645038245524399e-08
3.5375,-5.672385575706874e-08
3.54,-5.6806846477680992e-08
3.5425,-5.6893372303919264e-08
3.545,-5.6982770883087117e-08
3.5475,-5.7074367089144824e-08
3.55,-5.7167477757189077e-08
3.5525,-5.7261406020784729e-08
3.555,-5.7355434294675006e-08
3.5575,-5.7448834759250801e-08
3.56,-5.7540897602911225e-08
3.5625,-5.7630915712508099e-08
3.565,-5.7718198163167124e-08
3.5675,-5.7802093045991497e-08
3.57,-5.7881956486557901e-08
3.5725,-5.7957177972361637e-08
3.575,-5.8027180955195744e-08
3.5775,-5.8091442933914522e-08
3.58,-5.8149484537013259e-08
3.5825,-5.8200886664911046e-08
3.585,-5.824529156147134e-08
3.5875,-5.828241163743536e-08
3.59,-5.8312054965858114e-08
3.5925,-5.8334107147641921e-08
3.595,-5.8348525030517763e-08
3.5975,-5.8355333836444915e-08
3.6,-5.8354617455827759e-08
3.6025,-5.8346521043035238e-08
3.605,-5.8331262989928106e-08
3.6075,-5.8309131254527427e-08
3.61,-5.8280466640435483e-08
3.6125,-5.8245654717612639e-08
3.615,-5.8205113027540803e-08
3.6175,-5.8159286573588348e-08
3.62,-5.8108654041617174e-08
3.6225,-5.8053721258913877e-08
3.625,-5.7995026807143399e-08
3.6275,-5.7933140918082949e-08
3.63,-5.7868663760495861e-08
3.6325,-5.7802214171411264e-08
3.635,-5.7734408530020362e-08
3.6375,-5.7665836042474569e-08
3.64,-5.7597035116485351e-08
3.6425,-5.7528480194726844e-08
3.645,-5.7460582057328427e-08
3.6475,-5.7393700698869198e-08
3.65,-5.7328162353454429e-08
3.6525,-5.7264263660184385e-08
3.655,-5.7202277426527733e-08
3.6575,-5.7142451905713555e-08
3.66,-5.7085018361585524e-08
3.6625,-5.7030194827100929e-08
3.665,-5.6978193402578621e-08
3.6675,-5.6929214099024499e-08
3.67,-5.6883436282612265e-08
3.6725,-5.6841005199401367e-08
3.675,-5.6802020483784987e-08
3.6775,-5.6766521142804161e-08
3.68,-5.6734481078437946e-08
3.6825,-5.6705813194843004e-08
3.685,-5.6680383420054585e-08
3.6875,-5.6658028224866402e-08
3.69,-5.6638594800284793e-08
3.6925,-5.6621950894708746e-08
3.695,-5.6607971161232874e-08
3.6975,-5.6596532014822094e-08
3.7,-5.6587491284035886e-08
3.7025,-5.6580673426841873e-08
3.705,-5.6575870554435992e-08
3.7075,-5.6572863625008194e-08
3.71,-5.6571445669676309e-08
3.7125,-5.6571433348697239e-08
3.715,-5.6572681381946771e-08
3.7175,-5.6575070901438659e-08
3.72,-5.6578498478304231e-08
3.7225,-5.6582847522581773e-08
3.725,-5.6587968079822472e-08
3.7275,-5.6593676473406939e-08
3.73,-5.6599796312277468e-08
3.7325,-5.6606169280809013e-08
3.735,-5.6612679972097282e-08
3.7375,-5.6619261917903499e-08
3.74,-5.6625869525714613e-08
3.7425,-5.6632460359789462e-08
3.745,-5.6638985322189072e-08
3.7475,-5.6645381919374922e-08
3.75,-5.6651582316538802e-08
3.7525,-5.6657523863475736e-08
3.755,-5.6663175643525852e-08
3.7575,-5.6668541890935087e-08
3.76,-5.6673661735056736e-08
3.7625,-5.6678591035164546e-08
3.765,-5.6683397452310766e-08
3.7675,-5.6688139387299356e-08
3.77,-5.6692839446920763e-08
3.7725,-5.6697459227151729e-08
3.775,-5.6701905819979721e-08
3.7775,-5.6706035179528567e-08
3.78,-5.6709680483081743e-08
3.7825,-5.6712680220671952e-08
3.785,-5.6714889821587908e-08
3.7875,-5.671619484239055e-08
3.79,-5.6716509175084241e-08
3.7925,-5.6715770414172181e-08
3.795,-5.6713924002347409e-08
3.7975,-5.6710918802110943e-08
3.8,-5.6706704298197252e-08
3.8025,-5.6701241802382876e-08
3.805,-5.6694507386322123e-08
3.8075,-5.6686500513877038e-08
3.81,-5.667725028463304e-08
3.8125,-5.6666805481600336e-08
3.815,-5.6655232489480602e-08
3.8175,-5.6642609716150499e-08
3.82,-5.6629019213364582e-08
3.8225,-5.6614553952495154e-08
3.825,-5.6599323812539274e-08
3.8275,-5.6583456338905649e-08
3.83,-5.6567093205663133e-08
3.8325,-5.655038747918164e-08
3.835,-5.6533502275137982e-08
3.8375,-5.651661708219072e-08
3.84,-5.6499930575925197e-08
3.8425,-5.6483655682169946e-08
3.845,-5.646801244765276e-08
3.8475,-5.6453226945547824e-08
3.85,-5.6439531384536594e-08
3.8525,-5.6427161209410468e-08
3.855,-5.6416348065621309e-08
3.8575,-5.6407313762776271e-08
3.86,-5.6400275013523947e-08
3.8625,-5.6395438942077247e-08
3.865,-5.6393004769376142e-08
3.8675,-5.6393153749434707e-08
3.87,-5.6396048862005928e-08
3.8725,-5.6401825856222174e-08
3.875,-5.6410587906323307e-08
3.8775,-5.6422412443598625e-08
3.88,-5.643735378331825e-08
3.8825,-5.6455447763431303e-08
3.885,-5.6476707177875826e-08
3.8875,-5.6501113293547788e-08
3.89,-5.6528619957229191e-08
3.8925,-5.6559151328914443e-08
3.895,-5.6592611702989854e-08
3.8975,-5.6628874832084096e-08
3.9,-5.6667766956960956e-08
3.9025,-5.6709058120487863e-08
3.905,-5.675245561703027e-08
3.9075,-5.6797597296395434e-08
3.91,-5.68440596425626e-08
3.9125,-5.6891385425011285e-08
3.915,-5.6939099395455589e-08
3.9175,-5.6986722033414163e-08
3.92,-5.703377940736628e-08
3.9225,-5.7079822619410758e-08
3.925,-5.7124417940858754e-08
3.9275,-5.7167158892148207e-08
3.93,-5.7207662025323158e-08
3.9325,-5.7245551896065806e-08
3.935,-5.7280462045048192e-08
3.9375,-5.7312033739705745e-08
3.94,-5.7339921971847726e-08
3.9425,-5.7363782079288405e-08
3.945,-5.7383288159876017e-08
3.9475,-5.7398146652256711e-08
3.95,-5.7408089746393964e-08
3.9525,-5.7412913933958348e-08
3.955,-5.7412491785051072e-08
3.9575,-5.7406770267467281e-08
3.96,-5.7395749997866952e-08
3.9625,-5.7379468521554731e-08
3.965,-5.7357984693630646e-08
3.9675,-5.7331393362583896e-08
3.97,-5.7299830842169134e-08
3.9725,-5.7263481898221947e-08
3.975,-5.7222580047839932e-08
3.9775,-5.7177406764306469e-08
3.98,-5.7128291550915692e-08
3.9825,-5.7075600875614558e-08
3.985,-5.7019720071364472e-08
3.9875,-5.6961041230173785e-08
3.99,-5.6899962161875058e-08
3.9925,-5.6836892758179879e-08
3.995,-5.67722679153969e-08
3.9975,-5.6706544056827222e-08
