Physical Time (s),enth_flux_enthalpy_bot Monitor (kg-m/s^3): bot_cv1,enth_flux_enthalpy_bot Monitor (kg-m/s^3): bot_cv2,enth_flux_enthalpy_bot Monitor (kg-m/s^3): bot_cv3,enth_flux_enthalpy_bot Monitor (kg-m/s^3): bot_cv4,enth_flux_enthalpy_bot Monitor (kg-m/s^3): bot_cv5,enth_flux_enthalpy_bot Monitor (kg-m/s^3): bot_cv6,enth_flux_enthalpy_bot Monitor (kg-m/s^3): bot_cv7
1.2675,-1.5831390182163443e-07,-1.8273924544943472e-07,-1.0401587205632791e-07,1.4232039687921964e-08,1.1545431447523702e-07,2.5410428930575965e-07,3.0221875062504783e-07
1.27,-1.6802363013391988e-07,-1.9351990455766772e-07,-1.1240577951271873e-07,1.1138503597410857e-08,1.1748918357633972e-07,2.6263785360086757e-07,3.1232004936701435e-07
1.2725,-1.7710572793484442e-07,-2.0363039915366416e-07,-1.2037614448298762e-07,8.0281477986114102e-09,1.1909851975632702e-07,2.701887480564274e-07,3.2127191990166789e-07
1.275,-1.854174015007924e-07,-2.1291288082046259e-07,-1.2781309362769152e-07,4.9298284330113588e-09,1.2022755613968649e-07,2.7659079292814702e-07,3.2887786434512569e-07
1.2775,-1.9282695372961552e-07,-2.2122098150922846e-07,-1.3461113876424605e-07,1.8693432535339301e-09,1.2082608583101303e-07,2.8168983440776998e-07,3.3495433856170231e-07
1.28,-1.9921582704062546e-07,-2.2842290313200005e-07,-1.4067274988663748e-07,-1.1272136209113999e-09,1.2085160256937858e-07,2.853481265723521e-07,3.3933496217217555e-07
1.2825,-2.044782666144498e-07,-2.3440061585203363e-07,-1.4590800558799625e-07,-4.0334186610744619e-09,1.2026772316017155e-07,2.8744269606530081e-07,3.4186910849107532e-07
1.285,-2.0852122714737089e-07,-2.3904962963682276e-07,-1.5023618093624798e-07,-6.8235801969701207e-09,1.190446237605543e-07,2.8786692114660319e-07,3.4242392477376741e-07
1.2875,-2.1126637619849843e-07,-2.4228169030933592e-07,-1.53587392306891e-07,-9.4749735332724405e-09,1.1715643295700667e-07,2.8652802150259164e-07,3.4088248211258785e-07
1.29,-2.1265153770642853e-07,-2.4402547099692419e-07,-1.5590215616548493e-07,-1.1962614265080803e-08,1.1458955754339776e-07,2.8335692361532849e-07,3.3715434496680193e-07
1.2925,-2.1262505163642695e-07,-2.4422124235955522e-07,-1.5712471200236061e-07,-1.4250656143093388e-08,1.1135225140520721e-07,2.7831804902644181e-07,3.3118568812396461e-07
1.295,-2.1115100320377974e-07,-2.4282740262391643e-07,-1.5721079613818198e-07,-1.6302001144274314e-08,1.074663873903384e-07,2.7140299896071941e-07,3.2295370734218036e-07
1.2975,-2.0821477185181093e-07,-2.3982581851411419e-07,-1.5613361260719319e-07,-1.8087477371939478e-08,1.029567815339204e-07,2.6262064767321816e-07,3.1245703492663993e-07
1.3,-2.0381997659102539e-07,-2.3521783914310551e-07,-1.538800537557655e-07,-1.9580631169791017e-08,9.7855719417887449e-08,2.5200169833411818e-07,2.9972055382781963e-07
1.3025,-1.9798679889100674e-07,-2.2902286675172227e-07,-1.5044826639474383e-07,-2.0754833859165641e-08,9.2205051886407933e-08,2.3960035655434666e-07,2.8479747641456298e-07
1.305,-1.907520915466631e-07,-2.2127828527495354e-07,-1.4585074875589799e-07,-2.1585733513167688e-08,8.6055352003114082e-08,2.2549334077745815e-07,2.6776829240046031e-07
1.3075,-1.8217113028582096e-07,-2.1204128418733146e-07,-1.4011819622987173e-07,-2.2061962805591804e-08,7.9453384302088775e-08,2.0976721371929123e-07,2.4872840064712279e-07
1.31,-1.7231553386264699e-07,-2.01387354935818e-07,-1.332937103581275e-07,-2.2177790663196021e-08,7.2448054590556293e-08,1.9252401185681072e-07,2.2779373819773506e-07
1.3125,-1.6127202644497521e-07,-1.8940927095251152e-07,-1.2543326266826649e-07,-2.1933666923890569e-08,6.5086516977515802e-08,1.7387457196270267e-07,2.0509354536724732e-07
1.315,-1.491418596388315e-07,-1.7621540179839329e-07,-1.1660632543483729e-07,-2.133546566724919e-08,5.7417685990027343e-08,1.5394165104485049e-07,1.8077346376937505e-07
1.3175,-1.3603196109292799e-07,-1.6191958862903255e-07,-1.0688828197455289e-07,-2.0389261354533057e-08,4.949758909971648e-08,1.3286391938049749e-07,1.5499891655391342e-07
1.32,-1.220523444052957e-07,-1.466395589899708e-07,-9.6358195624666431e-08,-1.9104248870342271e-08,4.1383024793802275e-08,1.1078928434004156e-07,1.2794834066917606e-07
1.3225,-1.0732094589685688e-07,-1.305032862433362e-07,-8.5102109330039547e-08,-1.7489801163718246e-08,3.31369926460885e-08,8.7880591812704995e-08,9.9818419374918288e-08
1.325,-9.1969040454478712e-08,-1.1365448405729364e-07,-7.3219654413013085e-08,-1.556496259691267e-08,2.4817352979321054e-08,6.430388602727568e-08,7.0812393712974772e-08
1.3275,-7.6140763891773195e-08,-9.6250564489701338e-08,-6.0822800807956224e-08,-1.3354894665296379e-08,1.6482074210561199e-08,4.0235382008862504e-08,4.1147292156655797e-08
1.33,-5.9988481625880273e-08,-7.8457927998667886e-08,-4.8034725680511572e-08,-1.089634682547738e-08,8.1819870362884723e-09,1.585386049575671e-08,1.1046229643255536e-08
1.3325,-4.3665257212880059e-08,-6.0444378658331321e-08,-3.4979705640269215e-08,-8.2220243063194732e-09,-2.3662399130711592e-11,-8.6470718167051219e-09,-1.9250539184710986e-08
1.335,-2.7342941409428982e-08,-4.2398635415975658e-08,-2.1801990847112898e-08,-5.378055866614494e-09,-8.0783822687737523e-09,-3.3059063295327006e-08,-4.9482260347341182e-08
1.3375,-1.1157997596853235e-08,-2.4472495657865196e-08,-8.6155551092252836e-09,-2.3947555433241164e-09,-1.5920552143611392e-08,-5.7179207600456549e-08,-7.9396822150481804e-08
1.34,4.7418922487649382e-09,-6.8306782596625442e-09,4.4537261096942012e-09,6.903533522299673e-10,-2.3490696980547198e-08,-8.0796096963419002e-08,-1.0873003392427307e-07
1.3425,2.0207955469374778e-08,1.0360639053356948e-08,1.7277395194484221e-08,3.841556671413303e-09,-3.0723873788335708e-08,-1.0368855910816677e-07,-1.372063988039334e-07
1.345,3.5099897599512238e-08,2.6943568664618262e-08,2.9734368682616856e-08,7.0307168062478251e-09,-3.754672247637842e-08,-1.2562785847705412e-07,-1.645430695064374e-07
1.3475,4.9277194142543046e-08,4.2759040594224356e-08,4.1700466900700425e-08,1.0226296023413483e-08,-4.3886180090703561e-08,-1.463827888758909e-07,-1.9045391247313277e-07
1.35,6.2618347774843876e-08,5.766778494156518e-08,5.3064995643029397e-08,1.339937446260222e-08,-4.9675022190172343e-08,-1.6573780571661635e-07,-2.1467178540517381e-07
1.3525,7.4985984868595298e-08,7.1513125768866064e-08,6.3701561449878382e-08,1.6509195683796746e-08,-5.4852437301985329e-08,-1.8347564918425179e-07,-2.3692548943399643e-07
1.355,8.6267097620426748e-08,8.4164247756550037e-08,7.3504023811155224e-08,1.9526574179118699e-08,-5.9356065025092044e-08,-1.9939092066922068e-07,-2.5695988300760402e-07
1.3575,9.636208330528548e-08,9.5504777938271464e-08,8.2375696970996078e-08,2.2424390587868422e-08,-6.3129438892937457e-08,-2.1329664677889512e-07,-2.7454194523250253e-07
1.36,1.0518380972213838e-07,1.0543216188581496e-07,9.022989548273678e-08,2.5178520955904272e-08,-6.6119274343259162e-08,-2.2502075711874145e-07,-2.8945697672308274e-07
1.3625,1.1266056288705196e-07,1.1386046786793631e-07,9.6990421611745196e-08,2.7761004887351604e-08,-6.828735204704973e-08,-2.3442081949639586e-07,-3.0152411023056798e-07
1.365,1.1873361203930339e-07,1.2071782482058094e-07,1.0259047744165528e-07,3.0143075199339663e-08,-6.9607608724882873e-08,-2.4138142271953234e-07,-3.1059398936525426e-07
1.3675,1.2335577968405034e-07,1.259449540514617e-07,1.0697192490291848e-07,3.2294585752569016e-08,-7.006766224744091e-08,-2.4581799632392668e-07,-3.1655297061045568e-07
1.37,1.2649294289147123e-07,1.2949773016598303e-07,1.1008772298603963e-07,3.418819723757571e-08,-6.9662591953556478e-08,-2.4767177521655173e-07,-3.1931869301104775e-07
1.3725,1.2812700771432945e-07,1.3135057143209083e-07,1.1190435262750005e-07,3.5800785869961817e-08,-6.8395061673598406e-08,-2.4691147062539684e-07,-3.1884221821970485e-07
1.375,1.2825401378301065e-07,1.3149326040360439e-07,1.1239878714854445e-07,3.710657405594317e-08,-6.6281509404281311e-08,-2.4353811599819091e-07,-3.1511287599209292e-07
1.3775,1.2688092617819057e-07,1.299284524151589e-07,1.1155657228106536e-07,3.8076250997237601e-08,-6.3353718478985494e-08,-2.3758492144157868e-07,-3.081577216643611e-07
1.38,1.2402376895217446e-07,1.2666979263949756e-07,1.0936999188803106e-07,3.8676350323861109e-08,-5.9659808777783118e-08,-2.2911595099418348e-07,-2.9803931242817455e-07
1.3825,1.1970453228330753e-07,1.2173748101831028e-07,1.0583654936087409e-07,3.8870377317387356e-08,-5.5262765477924766e-08,-2.1822498651869133e-07,-2.8485451618823273e-07
1.385,1.1395359570266435e-07,1.151628797732045e-07,1.0096363793368411e-07,3.8626884201015472e-08,-5.0228992944853305e-08,-2.050248530025705e-07,-2.6872407317435066e-07
1.3875,1.0681309135360606e-07,1.0699086987043042e-07,9.4769216028073513e-08,3.7918180100671653e-08,-4.4630134665601315e-08,-1.8965064636536864e-07,-2.4979674118471116e-07
1.39,9.833241164228083e-08,9.7274648868714525e-08,8.7277755413266045e-08,3.6716334186850707e-08,-3.854688666369042e-08,-1.7226259606980618e-07,-2.2825224370058871e-07
1.3925,8.8569327328531998e-08,8.6078190411526152e-08,7.8522068584372598e-08,3.499270014246235e-08,-3.2069005485801174e-08,-1.5304301627926759e-07,-2.0429887722491043e-07
1.395,7.7593476665865668e-08,7.3480233073564591e-08,6.8546770550209492e-08,3.2719377571734833e-08,-2.5297268522765558e-08,-1.3220277418418949e-07,-1.7817967818048003e-07
1.3975,6.5487796903094602e-08,5.9575453259181776e-08,5.7410743477309145e-08,2.9873006272123695e-08,-1.8340458029833067e-08,-1.099709670151777e-07,-1.50161172161683e-07
1.4,5.2356625005696363e-08,4.4483579043408134e-08,4.5194453041490794e-08,2.6437473160155043e-08,-1.1313045532828346e-08,-8.6599646963825246e-08,-1.2054052073827312e-07
1.4025,3.8309104322465346e-08,2.8329859299093843e-08,3.1987736483088926e-08,2.2415733551922272e-08,-4.3116071540588252e-09,-6.2331913026025042e-08,-8.9607856314521159e-08
1.405,2.3466933459471136e-08,1.1252926337754842e-08,1.7895224967180552e-08,1.7826541454295398e-08,2.5814017610339772e-09,-3.7406549615196142e-08,-5.7653844113618529e-08
1.4075,7.9634785475601012e-09,-6.5944345405367491e-09,3.0355010854167492e-09,1.2696108246310823e-08,9.2871908955920707e-09,-1.2068255046850085e-08,-2.4981155834105501e-08
1.41,-8.0626054136855286e-09,-2.5052336462854295e-08,-1.2467311851256062e-08,7.0479926376006948e-09,1.5719744575018387e-08,1.3430624408397636e-08,8.0978420275496573e-09
1.4125,-2.4465140396571948e-08,-4.3951922443390769e-08,-2.8478151412423919e-08,9.167648976834579e-10,2.1798852696105885e-08,3.8838476459860758e-08,4.1267902651233649e-08
1.415,-4.1091691254529509e-08,-6.3116954698684378e-08,-4.4850476803043562e-08,-5.6433347568648807e-09,2.7465217031555095e-08,6.392134036113473e-08,7.4228917796992516e-08
1.4175,-5.7784411337841571e-08,-8.236611904914e-08,-6.1430324257835518e-08,-1.2570322997184892e-08,3.2668448538804033e-08,8.8451794988429438e-08,1.0668516208180972e-07
1.42,-7.4385269150046391e-08,-1.015191162701086e-07,-7.8061196418774197e-08,-1.9795183322683622e-08,3.736767180261158e-08,1.1221353334795522e-07,1.3835067844153561e-07
1.4225,-9.0736323207808648e-08,-1.2039517754740086e-07,-9.4583286166235972e-08,-2.7239040383632507e-08,4.1535217402513604e-08,1.3500711357250946e-07,1.6895659767555646e-07
1.425,-1.0667670363269865e-07,-1.3880820201496331e-07,-1.1083100702395337e-07,-3.4816812298733082e-08,4.5151277642229173e-08,1.5664148298082281e-07,1.9824017072222419e-07
1.4275,-1.2205083579414826e-07,-1.5657745640866161e-07,-1.2664325521891474e-07,-4.24457965208596e-08,4.8201456340057691e-08,1.7694255556135504e-07,2.2595807710708059e-07
1.43,-1.367026089253528e-07,-1.7352122807445691e-07,-1.4185528673840823e-07,-5.0036508649539488e-08,5.0677559722745699e-08,1.9574469463313506e-07,2.5187600288830934e-07
1.4325,-1.5048112445218775e-07,-1.8946438750066628e-07,-1.5630533025963458e-07,-5.749673883578761e-08,5.2579013837788964e-08,2.1289907508792611e-07,2.757785896046548e-07
1.435,-1.6324620456217204e-07,-2.0424461975156133e-07,-1.6984050172235945e-07,-6.4732247201691114e-08,5.3918284917288101e-08,2.2828244250583224e-07,2.974794949054103e-07
1.4375,-1.7487373204514279e-07,-2.17718399026397e-07,-1.8232285998297118e-07,-7.1655179133979572e-08,5.4710535457668286e-08,2.417884033856338e-07,3.1681356279032414e-07
1.44,-1.8525290792227335e-07,-2.2975795631286976e-07,-1.9362697830366734e-07,-7.818185501715944e-08,5.4973356135024642e-08,2.5332465049228314e-07,3.3363416647272906e-07
1.4425,-1.9429160166359778e-07,-2.4025617750784608e-07,-2.0364381650046737e-07,-8.4229559130191024e-08,5.473921779199189e-08,2.6283035843304031e-07,3.4783163742421911e-07
1.445,-2.0191419431581383e-07,-2.4912415864832647e-07,-2.122821425147756e-07,-8.973223468175898e-08,5.4030653134396072e-08,2.7024986319394292e-07,3.5930669780198968e-07
1.4475,-2.0805960257913878e-07,-2.5628936112538622e-07,-2.1946488811373146e-07,-9.4631859937659029e-08,5.2870558198634979e-08,2.7554193647060237e-07,3.6797976413145754e-07
1.45,-2.1268054656548059e-07,-2.6169513693637158e-07,-2.2512928329814011e-07,-9.8880397155471369e-08,5.1276697361928869e-08,2.786742127297152e-07,3.7378513674286727e-07
1.4525,-2.1574225437147778e-07,-2.6529872186643476e-07,-2.2922460375374662e-07,-1.0242996081172955e-07,4.927759183370422e-08,2.7963540880356062e-07,3.7668360397166956e-07
1.455,-2.172242279104239e-07,-2.6707479668145945e-07,-2.3171356866807805e-07,-1.0523803445368545e-07,4.690663674376911e-08,2.7843610248779901e-07,3.7666400111735112e-07
1.4575,-2.1712100508145124e-07,-2.6701501895989056e-07,-2.3257532783588655e-07,-1.0727402859474284e-07,4.4192426747285487e-08,2.7509620215662402e-07,3.7373195059516916e-07
1.46,-2.1544106296286157e-07,-2.6512645472842032e-07,-2.3180416007494309e-07,-1.0851453764162153e-07,4.1168501710898612e-08,2.6966168927198888e-07,3.6792778518645339e-07
1.4625,-2.1220910100472569e-07,-2.6143631484388295e-07,-2.2941206619113107e-07,-1.0894918705250953e-07,3.7863771795394607e-08,2.6219196940658375e-07,3.5931380493371013e-07
1.465,-2.0747098252525247e-07,-2.5599670345387198e-07,-2.2543174506652227e-07,-1.0857016387390415e-07,3.432306355190311e-08,2.5278352736065805e-07,3.4799899978455491e-07
1.4675,-2.0129321048690016e-07,-2.4888193940760357e-07,-2.1991761984647686e-07,-1.0738295544160663e-07,3.0587197813997399e-08,2.4154783192492251e-07,3.3411697743766412e-07
1.47,-1.937553409113481e-07,-2.4018128237640457e-07,-2.1293977645463189e-07,-1.054053869539099e-07,2.6699339346919316e-08,2.2861910761232021e-07,3.1783367681858294e-07
1.4725,-1.8495131450628173e-07,-2.3000169774005577e-07,-2.0458377291161923e-07,-1.0266507556650517e-07,2.2700858420697363e-08,2.1414863243649988e-07,2.9934133471302254e-07
1.475,-1.7499163668857649e-07,-2.1847121915065158e-07,-1.9495457413347805e-07,-9.9198173983817947e-08,1.8635138175189659e-08,1.9830763190940852e-07,2.7886097356513052e-07
1.4775,-1.6400444819148533e-07,-2.0573868821619282e-07,-1.8417624324314197e-07,-9.5048914611596618e-08,1.4550611509797342e-08,1.8128829473394937e-07,2.5664269547018024e-07
1.48,-1.521321628863226e-07,-1.9196776027278973e-07,-1.7238815360465489e-07,-9.0273301907041642e-08,1.0493085192122773e-08,1.6329532628019286e-07,2.3295697057679631e-07
1.4825,-1.3952576335732102e-07,-1.7733193810922231e-07,-1.5974125367925506e-07,-8.4937035550443417e-08,6.5061999869858183e-09,1.445451259912608e-07,2.0809275429037003e-07
1.485,-1.2634370197540302e-07,-1.6201369353940155e-07,-1.4639592501870826e-07,-7.9115198324959169e-08,2.6283583299714424e-09,1.2525978569936812e-07,1.8235096171998889e-07
1.4875,-1.1274569014233236e-07,-1.4619795267024429e-07,-1.325152143697604e-07,-7.2881191399108499e-08,-1.0972854659605813e-09,1.056712873197835e-07,1.5604625315963711e-07
1.49,-9.8898389247295476e-08,-1.3007915657549017e-07,-1.1827179878788438e-07,-6.6312461626416714e-08,-4.6211330159601967e-09,8.6028867303981837e-08,1.2951547037222338e-07
1.4925,-8.497179817627642e-08,-1.1385535693604134e-07,-1.0384424183589096e-07,-5.9493928795540498e-08,-7.8992630002946992e-09,6.6582924749772704e-08,1.0310040433529127e-07
1.495,-7.1128116519205121e-08,-9.771556520860195e-08,-8.9403682360833437e-08,-5.2504654588780968e-08,-1.0888258232264766e-08,4.7579786809417866e-08,7.7139241064558523e-08
1.4975,-5.7523507011741681e-08,-8.1842910779390304e-08,-7.511856929647573e-08,-4.542764520522804e-08,-1.3547797036696777e-08,2.9258390180406485e-08,5.1962301605784563e-08
1.5,-4.4312247810247672e-08,-6.6420039342350843e-08,-6.1158637588250623e-08,-3.835143399673884e-08,-1.5846008618170797e-08,1.1844513609441428e-08,2.7884867730904434e-08
1.5025,-3.1647967127127965e-08,-5.1628771243714853e-08,-4.7695127716734566e-08,-3.1369597017135519e-08,-1.7761651146305945e-08,-4.450903142395407e-09,5.2041483045452027e-09
1.505,-1.9678922787252467e-08,-3.7642738881590374e-08,-3.489490001272672e-08,-2.4579064473071016e-08,-1.9284525492067433e-08,-1.9440784081965634e-08,-1.5810633447367423e-08
1.5075,-8.5474635466245787e-09,-2.4629310397669949e-08,-2.2920947845792779e-08,-1.8082264941962346e-08,-2.0420062785044522e-08,-3.2967651586490747e-08,-3.4925000720734945e-08
1.51,1.6137809909747267e-09,-1.2745821815082384e-08,-1.1928696148413238e-08,-1.198029679174134e-08,-2.1181911031458971e-08,-4.4898284253631371e-08,-5.1935745400469009e-08
1.5125,1.0677966720032839e-08,-2.1426127234756459e-09,-2.0689986275379119e-09,-6.375365001242937e-09,-2.1590984512111057e-08,-5.511822191624283e-08,-6.6663565240824494e-08
1.515,1.8533947567570158e-08,7.0482340764964502e-09,6.522418317541593e-09,-1.3647517368907254e-09,-2.1678226656416345e-08,-6.3544277619860989e-08,-7.8968567475163581e-08
1.5175,2.5085155881474646e-08,1.4712386348046239e-08,1.3724698102630246e-08,2.9585198346803274e-09,-2.1481030499018673e-08,-7.0115836382509443e-08,-8.8741555592677928e-08
1.52,3.0249472133630393e-08,2.075193057036466e-08,1.9430981018846021e-08,6.5096105444269426e-09,-2.1035677107033624e-08,-7.4789817328653384e-08,-9.589950203775137e-08
1.5225,3.3957141638377345e-08,2.5082817102131538e-08,2.3545717253609341e-08,9.1989617805976214e-09,-2.040314461524974e-08,-7.7571970776048991e-08,-1.0041731462363443e-07
1.525,3.6153007507168917e-08,2.7638556777688826e-08,2.5988921456451057e-08,1.0943135887035862e-08,-1.9654094875990458e-08,-7.8499561526023597e-08,-1.0231072853739451e-07
1.5275,3.68008266137391e-08,2.8375968886279926e-08,2.6701904363955468e-08,1.1667417001580148e-08,-1.8865161157436924e-08,-7.7639485127541083e-08,-1.0163491382610661e-07
1.53,3.5886390352777536e-08,2.7278223860313321e-08,2.5651834831441523e-08,1.1315236519680069e-08,-1.8109346229809483e-08,-7.507878417826055e-08,-9.8475452273664406e-08
1.5325,3.34147437666835e-08,2.4349854499674923e-08,2.2826673863513182e-08,9.8466390701950558e-09,-1.7455175736769486e-08,-7.0925238071104046e-08,-9.2949234202874181e-08
1.535,2.9410032055986827e-08,1.961878794819216e-08,1.8237101075477907e-08,7.231562185776134e-09,-1.6973647977625291e-08,-6.5311702256811284e-08,-8.5209235314200702e-08
1.5375,2.3918171783760537e-08,1.3137394898719209e-08,1.1918348083190087e-08,3.4566438128778982e-09,-1.6733468714946708e-08,-5.8388154280661564e-08,-7.5435629725519208e-08
1.54,1.7007141784207035e-08,4.9849539535191182e-09,3.9327911316436421e-09,-1.4743102944536259e-09,-1.6807071713001639e-08,-5.0336637435241821e-08,-6.3850756880107356e-08
1.5425,8.7672257632288134e-09,-4.7318666472451199e-09,-5.6284145514827525e-09,-7.5329527654921774e-09,-1.7248476399712435e-08,-4.1335746081329905e-08,-5.0681191848473744e-08
1.545,-6.8703570272770873e-10,-1.5878283771627473e-08,-1.6644725207303846e-08,-1.4666551380925924e-08,-1.8093339687562498e-08,-3.1561532501444006e-08,-3.6157942099997666e-08
1.5475,-1.1225385252517598e-08,-2.830286331213864e-08,-2.897727266092156e-08,-2.2808095034561037e-08,-1.9371457294159397e-08,-2.1193982892680557e-08,-2.0521340419472558e-08
1.55,-2.2701742121895004e-08,-4.1834919014270468e-08,-4.2465390976218656e-08,-3.1867146841479671e-08,-2.1095890184904318e-08,-1.0407386991304852e-08,-4.0109764620316913e-09
1.5525,-3.4963191283199733e-08,-5.6294318516896036e-08,-5.6936511540670205e-08,-4.1736326901321693e-08,-2.3255681099573488e-08,6.5186470301448408e-10,1.3161520379695702e-08
1.555,-4.7836600398412209e-08,-7.1476959986796608e-08,-7.2191986225668468e-08,-5.2285009903417384e-08,-2.582199803579786e-08,1.1847272688759144e-08,3.0789743211806684e-08
1.5575,-6.1135870816520799e-08,-8.7164163120803159e-08,-8.8016590149849308e-08,-6.33693214408858e-08,-2.8756440341861734e-08,2.3051709176575522e-08,4.8674483338466777e-08
1.56,-7.4666739474352753e-08,-1.0312933801042429e-07,-1.0418479314138438e-07,-7.4828779050183215e-08,-3.2003035542138455e-08,3.4153310088804854e-08,6.663081501865966e-08
1.5625,-8.8233035018923472e-08,-1.1914257810742244e-07,-1.2046574391767458e-07,-8.6495287794299009e-08,-3.5496492607246602e-08,4.5048863014116732e-08,8.4482000697038925e-08
1.565,-1.0164206330833492e-07,-1.3497777243478707e-07,-1.3663078195387451e-07,-9.8204781094850297e-08,-3.9173145093223969e-08,5.5637122557735332e-08,1.0205414591705109e-07
1.5675,-1.1470444585382278e-07,-1.5041194065111285e-07,-1.5245224044623741e-07,-1.0978842739096372e-07,-4.2967581658227113e-08,6.5820340837830866e-08,1.1917595653124454e-07
1.57,-1.2723890443263779e-07,-1.6523058202479085e-07,-1.6770905949914525e-07,-1.210763827873946e-07,-4.6805671143390925e-08,7.5513081608017215e-08,1.3569001479357926e-07
1.5725,-1.3906853210254394e-07,-1.7922345643956833e-07,-1.8218342975813412e-07,-1.3189853774956812e-07,-5.0601988627707584e-08,8.4648073746955427e-08,1.5145797000941234e-07
1.575,-1.5002313632363738e-07,-1.9218892907285064e-07,-1.9566507595780019e-07,-1.4208669009005049e-07,-5.4267545500434778e-08,9.3174499721657772e-08,1.6635961031653714e-07
1.5775,-1.5994525755909265e-07,-2.0394245766944842e-07,-2.0796007165539302e-07,-1.514802295296562e-07,-5.7717035768198513e-08,1.0103852876672604e-07,1.802732433761556e-07
1.58,-1.6869682551189477e-07,-2.1432200751155316e-07,-2.1889689352180616e-07,-1.5993861400367622e-07,-6.0871958942448347e-08,1.0820137353759448e-07,1.9309679652845186e-07
1.5825,-1.7615445605675406e-07,-2.2318155436513834e-07,-2.2831983123361541e-07,-1.6733230301870216e-07,-6.3654524331236963e-08,1.1464210208548908e-07,2.0475032643224813e-07
1.585,-1.8220748669890131e-07,-2.3039108386815181e-07,-2.3608911742332242e-07,-1.7354250946427612e-07,-6.6003299044610828e-08,1.2032591064609477e-07,2.1514538547729873e-07
1.5875,-1.8677002496763366e-07,-2.3585139451995423e-07,-2.4209642558201887e-07,-1.7847401022675485e-07,-6.7860157998349521e-08,1.2523314299051856e-07,2.2421472108735482e-07
1.59,-1.8977938941160516e-07,-2.3948900299170746e-07,-2.4625898411237179e-07,-1.820484870490397e-07,-6.9176479964725238e-08,1.2934652665312305e-07,2.3189994925245222e-07
1.5925,-1.9119004589945818e-07,-2.4124881923979045e-07,-2.485125622746684e-07,-1.841957095497604e-07,-6.9895406587954495e-08,1.3267467669281816e-07,2.3817456675565531e-07
1.595,-1.9097771494088425e-07,-2.4110214355711517e-07,-2.4882023505746905e-07,-1.8486451289325777e-07,-6.9964512935125176e-08,1.3523784418514986e-07,2.4303063259889839e-07
1.5975,-1.8914568724933489e-07,-2.3905408202143528e-07,-2.4718032358023861e-07,-1.8404040076113816e-07,-6.935864271878319e-08,1.3705291289223375e-07,2.4646361161612771e-07
1.6,-1.8572390548198343e-07,-2.3513978193171139e-07,-2.4362175927407226e-07,-1.817338624860552e-07,-6.8072261554367284e-08,1.3813384703834392e-07,2.4847281030000502e-07
1.6025,-1.8076965559710509e-07,-2.2942617066433788e-07,-2.3820626145629411e-07,-1.7798453161949434e-07,-6.6126921035952735e-08,1.3848081144299271e-07,2.4905208579530657e-07
1.605,-1.743617522604993e-07,-2.220050648857287e-07,-2.3102129649066096e-07,-1.728529920871929e-07,-6.3555044216415267e-08,1.3809288396476544e-07,2.4820046137139366e-07
1.6075,-1.6659931066722904e-07,-2.1299216928907295e-07,-2.2217917769437167e-07,-1.6641449545128528e-07,-6.038973030116365e-08,1.3698084437593876e-07,2.4593560125325377e-07
1.61,-1.5759962984571066e-07,-2.0252310075584354e-07,-2.1181267302984727e-07,-1.5876107090596406e-07,-5.6669447781004449e-08,1.3516139895976415e-07,2.4228863873461523e-07
1.6125,-1.4749343878142891e-07,-1.9074909042343907e-07,-2.0007125567206417e-07,-1.4999480342685499e-07,-5.2432706607215178e-08,1.3267617534751442e-07,2.3732142823349453e-07
1.615,-1.3642324149441557e-07,-1.7783700815985646e-07,-1.8712152676793524e-07,-1.4023957705160624e-07,-4.7733063788421693e-08,1.2956334485346112e-07,2.3109665453941034e-07
1.6175,-1.2455003516287409e-07,-1.6397544741965148e-07,-1.7315292163780225e-07,-1.2963372871001396e-07,-4.2630443964259102e-08,1.2587279302280752e-07,2.2369576851248775e-07
1.62,-1.120452861899006e-07,-1.493639420277949e-07,-1.5836693719381267e-07,-1.1833242401910988e-07,-3.7206623308495996e-08,1.2163610846400876e-07,2.1518709099459545e-07
1.6225,-9.9085474879891991e-08,-1.3420837830481627e-07,-1.4297278946667214e-07,-1.0649965173695217e-07,-3.1547700366414207e-08,1.1689018448562169e-07,2.0564999438335618e-07
1.625,-8.5846964091104842e-08,-1.187150238655496e-07,-1.27180933810315e-07,-9.4296899020320934e-08,-2.5735080723327356e-08,1.1167720883573947e-07,1.9517249864118504e-07
1.6275,-7.2506809897922843e-08,-1.0309079359786391e-07,-1.1120372643137926e-07,-8.1890179204272214e-08,-1.9853095312640363e-08,1.0604080785644611e-07,1.8384803639609645e-07
1.63,-5.9244378123366966e-08,-8.7545521159188928e-08,-9.5257771119850578e-08,-6.94508731209041e-08,-1.3990234550376674e-08,1.0002465046761069e-07,1.7177410379141127e-07
1.6325,-4.6229346944101237e-08,-7.2277292540548693e-08,-7.9548845674438404e-08,-5.7144206296007639e-08,-8.2330079375464551e-09,9.367423807127712e-08,1.5905078632254578e-07
1.635,-3.3619608254123754e-08,-5.7470387280709285e-08,-6.4269600456994998e-08,-4.5128053419651448e-08,-2.6629974668329754e-09,8.7038701392053504e-08,1.4578300045889887e-07
1.6375,-2.1559812840679722e-08,-4.3295058042502079e-08,-4.9599384680823884e-08,-3.3552740357869679e-08,2.6359965492493395e-09,8.0160438862941204e-08,1.3206884988623273e-07
