Physical Time (s),ea_right Monitor (kg-m/s^3): right_cv1,ea_right Monitor (kg-m/s^3): right_cv2,ea_right Monitor (kg-m/s^3): right_cv3,ea_right Monitor (kg-m/s^3): right_cv4,ea_right Monitor (kg-m/s^3): right_cv5,ea_right Monitor (kg-m/s^3): right_cv6,ea_right Monitor (kg-m/s^3): right_cv7
3.6825,1.1729505733077584e-05,1.2307842043443665e-05,9.9141385981214765e-06,8.7166745298931388e-06,7.9868783084466576e-06,7.1794983324171035e-06,5.997220045618576e-06
3.685,1.1499664045451992e-05,1.2943099441612891e-05,1.0253536360266209e-05,8.8963713549773245e-06,8.0957668848192259e-06,7.2029221997440421e-06,5.9656108572633434e-06
3.6875,1.1249427260247924e-05,1.354054649947959e-05,1.0539156697529479e-05,9.0517437556724049e-06,8.1955888272297036e-06,7.2260211581512172e-06,5.9331084971811759e-06
3.69,1.0982569096110779e-05,1.4080117067763768e-05,1.0764616695190325e-05,9.1795832538825519e-06,8.2847139850493167e-06,7.2484521747061261e-06,5.8998404219548982e-06
3.6925,1.0702503920781324e-05,1.4540837134327925e-05,1.0925194863053146e-05,9.2770386544812317e-06,8.3617150967589208e-06,7.2698951229938495e-06,5.8659552289442351e-06
3.695,1.0412603120557287e-05,1.4902320411586949e-05,1.1017043356573528e-05,9.342075557628213e-06,8.4250673511688957e-06,7.2900040274638733e-06,5.8315849530649659e-06
3.6975,1.011602676415149e-05,1.5146456377612768e-05,1.103806157612498e-05,9.3733596569512732e-06,8.4736542074475107e-06,7.3084714450351494e-06,5.7968620488406259e-06
3.7,9.8158686933105123e-06,1.5259521423513718e-05,1.098810199638564e-05,9.3705048736187827e-06,8.5064563374752042e-06,7.325045706784254e-06,5.7619307600449085e-06
3.7025,9.5154368709433716e-06,1.5232872162540174e-05,1.0868595012366978e-05,9.3336334951448036e-06,8.5228308825322856e-06,7.3394843725659716e-06,5.7269325196184773e-06
3.705,9.2182380250137485e-06,1.5064903953040683e-05,1.0683763785768821e-05,9.2637083797969165e-06,8.5229166508995136e-06,7.3514812568992623e-06,5.6920044651676222e-06
3.7075,8.9281889901873811e-06,1.4760650668012026e-05,1.0439183237903208e-05,9.1624043239688908e-06,8.5064507230766335e-06,7.3608929582829117e-06,5.6572882984617809e-06
3.71,8.6492726493956107e-06,1.4332478358058879e-05,1.0141367577887797e-05,9.0321923550071862e-06,8.4737003715761574e-06,7.3675640998423818e-06,5.6229049789913945e-06
3.7125,8.3856245178555309e-06,1.3797679273225599e-05,9.7980679380949488e-06,8.8759087464729359e-06,8.4253102358995782e-06,7.3713119916729567e-06,5.5889708253790563e-06
3.715,8.1413188190418613e-06,1.3177224453831687e-05,9.4177830182591301e-06,8.6964943081814817e-06,8.3622176926616e-06,7.3720025349881918e-06,5.5556260435146212e-06
3.7175,7.920340181696274e-06,1.2494532932513896e-05,9.0091478406427055e-06,8.4975109762286129e-06,8.2857273630797714e-06,7.3696388029676696e-06,5.5229985837987283e-06
3.72,7.7264122259585516e-06,1.1773380815904964e-05,8.5809186296014891e-06,8.2827561815058395e-06,8.1968067638637569e-06,7.364262287175302e-06,5.491179138936214e-06
3.7225,7.562718080300767e-06,1.1036326567134028e-05,8.14165002514129e-06,8.0562072182922236e-06,8.0971979160612869e-06,7.3559779206528006e-06,5.4602772184992431e-06
3.725,7.4321147975926738e-06,1.0303512438793602e-05,7.6989953161946616e-06,7.8216170786887218e-06,7.9884939129025786e-06,7.3449876975151923e-06,5.4303812394198682e-06
3.7275,7.336873046028644e-06,9.5918110928608949e-06,7.2600328053627955e-06,7.5826127586082399e-06,7.872606140639507e-06,7.3314516729277417e-06,5.4015323009008243e-06
3.73,7.2785605887974365e-06,8.91433296073991e-06,6.831137543006584e-06,7.3427824280079414e-06,7.7514866886603903e-06,7.3155310691287689e-06,5.3737888656393437e-06
3.7325,7.2582166271370979e-06,8.2807577939942643e-06,6.4178930504649838e-06,7.105508750532371e-06,7.6268924170614807e-06,7.2974198195284205e-06,5.3472510853218462e-06
3.735,7.2761680601176932e-06,7.6972730697078837e-06,6.0250594706478437e-06,6.8739359830194429e-06,7.5005327287613485e-06,7.2774751301932781e-06,5.3219584422763181e-06
3.7375,7.3321435584994516e-06,7.1671998768215116e-06,5.6565491248149701e-06,6.6510135361740664e-06,7.374192714297639e-06,7.2560342900035357e-06,5.2979550815568513e-06
3.74,7.4252031824900335e-06,6.6920074779572645e-06,5.3154481316575451e-06,6.4394309927503758e-06,7.2496382265589761e-06,7.2334133694598074e-06,5.2753039123070087e-06
3.7425,7.5539768959697483e-06,6.2715979967629947e-06,5.0041145286001307e-06,6.2416349889298643e-06,7.128541202750443e-06,7.2099530386252803e-06,5.2540374105144166e-06
3.745,7.7164374407536169e-06,5.9048839325840764e-06,4.7245199004693088e-06,6.0597923902826063e-06,7.0124812862375905e-06,7.1860086814917339e-06,5.2341908351245813e-06
3.7475,7.9102632654568848e-06,5.5901471649631726e-06,4.4780696522272742e-06,5.8958260909524004e-06,6.9029260538672541e-06,7.1619556428964269e-06,5.2157910228406861e-06
3.75,8.1325905692854754e-06,5.3254476798170384e-06,4.2656546342682139e-06,5.7513134683940597e-06,6.8012654682644667e-06,7.1381384513756533e-06,5.1988403362037748e-06
3.7525,8.3802836357662422e-06,5.1088471269429562e-06,4.0879418404004497e-06,5.6277319864491072e-06,6.7087512893745925e-06,7.1149062123628735e-06,5.1833278881271188e-06
3.755,8.6499001690950981e-06,4.9385194225140657e-06,3.9453270535069923e-06,5.5264022630497187e-06,6.6264755065838097e-06,7.092611264999104e-06,5.1692471534917465e-06
3.7575,8.9376894773859199e-06,4.8128864741990476e-06,3.8380136571701268e-06,5.4482638093960772e-06,6.5553106645444561e-06,7.0715867272437219e-06,5.1565808139435867e-06
3.76,9.2399531948338064e-06,4.7306249882885423e-06,3.7661988031453547e-06,5.3939620461258184e-06,6.4961367438081062e-06,7.0521364968638762e-06,5.1453604342573838e-06
3.7625,9.5526900194915751e-06,4.6906157127551924e-06,3.7301131471455821e-06,5.3641516144305082e-06,6.4499444388178598e-06,7.0345109778855455e-06,5.1355825587008038e-06
3.765,9.8717788386647131e-06,4.6921042908071246e-06,3.7299623783832743e-06,5.359298154794142e-06,6.4172802388453262e-06,7.0189420065202747e-06,5.1272588558959063e-06
3.7675,1.0192833808275635e-05,4.7344700221809009e-06,3.7662717416699689e-06,5.3796925118335338e-06,6.3984777653105625e-06,7.0056413809035581e-06,5.1203911464870228e-06
3.77,1.0511375736680217e-05,4.8173700870011056e-06,3.8396957672454747e-06,5.4247921836113785e-06,6.3938729413798569e-06,6.9948113465016127e-06,5.1149357351526723e-06
3.7725,1.0823070026072788e-05,4.940671853857029e-06,3.9507658710323667e-06,5.4941197782435381e-06,6.4036346909799759e-06,6.9865453400280271e-06,5.1108596943471439e-06
3.775,1.1123039348921882e-05,5.1044164503326586e-06,4.1004730890615387e-06,5.5873636863794935e-06,6.4275111497094574e-06,6.9809716951138286e-06,5.1081302008479652e-06
3.7775,1.1406670503171384e-05,5.3088202796865298e-06,4.289638290266071e-06,5.7038591093749979e-06,6.4651484382094186e-06,6.9781486462426959e-06,5.1066979063378844e-06
3.78,1.1669230295125253e-05,5.5542502532551714e-06,4.5190361160206333e-06,5.8426841458813619e-06,6.5162558297584387e-06,6.9781697620325758e-06,5.1064889703313353e-06
3.7825,1.1905772040024488e-05,5.8411419950377428e-06,4.7890579648284474e-06,6.0023812660810508e-06,6.5805258269702612e-06,6.9809914543728134e-06,5.1074438003360214e-06
3.785,1.2111466315332908e-05,6.1699279029520758e-06,5.0995883661907711e-06,6.181722961048708e-06,6.6572594481213756e-06,6.9865567356560012e-06,5.1094970008112103e-06
3.7875,1.2282329636998357e-05,6.5409446992598908e-06,5.4492820065065899e-06,6.379018239087468e-06,6.745762559291631e-06,6.9947007478701607e-06,5.1125696898360753e-06
3.79,1.2415245997917124e-05,6.9543078408769994e-06,5.8357113571210439e-06,6.5922061735890119e-06,6.8450611889009044e-06,7.0053958071901576e-06,5.1165783362486876e-06
3.7925,1.2507614307623256e-05,7.4097683225654697e-06,6.2551595889820197e-06,6.8187614622985588e-06,6.9538256141798287e-06,7.0184138358440403e-06,5.1214293149980556e-06
3.795,1.2558298698752462e-05,7.9065759457576999e-06,6.7023625230805665e-06,7.0558658300975439e-06,7.0705600972894711e-06,7.0336281268409577e-06,5.1270486525298649e-06
3.7975,1.256687978618264e-05,8.4431596040507046e-06,7.1706944175276729e-06,7.3004134019529445e-06,7.1936367829326119e-06,7.0509234443578482e-06,5.1333442241442497e-06
3.8,1.2534487773724376e-05,9.016926393181838e-06,7.6515880542022907e-06,7.5489734982252831e-06,7.3213076880768806e-06,7.0701789160490049e-06,5.140240646554465e-06
3.8025,1.2462437362817023e-05,9.6239336711511498e-06,8.1355838122337326e-06,7.7977960258867033e-06,7.4517015619702697e-06,7.0911063277653471e-06,5.1476302572114554e-06
3.805,1.2353095156423311e-05,1.0258588793342115e-05,8.6126677083643969e-06,8.0428561650960644e-06,7.5828717568902557e-06,7.1134465865740594e-06,5.1553937468574292e-06
3.8075,1.2208938079992241e-05,1.0913303544914272e-05,9.0725864665884228e-06,8.2799219420406867e-06,7.7127947578237645e-06,7.1368764025325948e-06,5.1634457488080609e-06
3.81,1.2032670328274356e-05,1.1578106515974182e-05,9.505358849311602e-06,8.5047046141234856e-06,7.8394466822996985e-06,7.1610687370632203e-06,5.1716145814916467e-06
3.8125,1.1827989105719743e-05,1.2240361712110233e-05,9.9015777415883066e-06,8.7129447517493364e-06,7.9608056209674587e-06,7.1857194800509118e-06,5.1799121493055562e-06
3.815,1.1598713379947764e-05,1.2884584731610971e-05,1.0252690101062561e-05,8.9005543851506109e-06,8.0748783889439017e-06,7.2105141741825701e-06,5.1882936760415337e-06
3.8175,1.1348540918498234e-05,1.3492690913718086e-05,1.0550702413739048e-05,9.063820555606665e-06,8.179799076411628e-06,7.2350945665101607e-06,5.1965993114269106e-06
3.82,1.1081216449993264e-05,1.4044497033299365e-05,1.0788964562491539e-05,9.1993837385028026e-06,8.2738303230308162e-06,7.2591151789351899e-06,5.2047403511544783e-06
3.8225,1.0800234382604447e-05,1.451875311910304e-05,1.0962539755674246e-05,9.304244448694994e-06,8.3554759921129858e-06,7.282255087201914e-06,5.2126616897613932e-06
3.825,1.0509048753624785e-05,1.4894702869698728e-05,1.1067251958674167e-05,9.3761640309571111e-06,8.4231349495823135e-06,7.304166716363114e-06,5.2203489779374536e-06
3.8275,1.0210817683118752e-05,1.5153651776699715e-05,1.1100653844896686e-05,9.4136556287186428e-06,8.4755902677065332e-06,7.3245035280206363e-06,5.2277204492739414e-06
3.83,9.9086057993799653e-06,1.5281286923433673e-05,1.1062309622447422e-05,9.4161898341399077e-06,8.5117683599211531e-06,7.343008530336683e-06,5.234729279703433e-06
3.8325,9.6057541834250639e-06,1.5268356147461288e-05,1.0953199772177711e-05,9.3837461721978176e-06,8.5309457892575123e-06,7.3594381342658793e-06,5.2413069778252323e-06
3.835,9.3057591673123795e-06,1.5112470957517432e-05,1.0777082851732648e-05,9.3171942873466741e-06,8.5331857833946171e-06,7.3734860490016326e-06,5.2473325971107658e-06
3.8375,9.0124998129960356e-06,1.4818352138186262e-05,1.0539490320152356e-05,9.2181460050897023e-06,8.5182139675257792e-06,7.3849240170960633e-06,5.2527838267037373e-06
3.84,8.7300145922862258e-06,1.4397677598441286e-05,1.0246731319913525e-05,9.0890126639847482e-06,8.4862684240317741e-06,7.3936601763730151e-06,5.2577044235057567e-06
3.8425,8.462491141519569e-06,1.3867688607283734e-05,9.9064699622545131e-06,8.9327302603997446e-06,8.4379631239321332e-06,7.3994756020006051e-06,5.2620802280669315e-06
3.845,8.2140281632965134e-06,1.3249314810548916e-05,9.5272772508312261e-06,8.752271639006895e-06,8.3742377587870674e-06,7.4022590887630497e-06,5.2659024679021236e-06
3.8475,7.9886216404207397e-06,1.2566098314245943e-05,9.1178853736970333e-06,8.5512211186088186e-06,8.2964144290218717e-06,7.4019199374556699e-06,5.2691882112719103e-06
3.85,7.7900952865228144e-06,1.1842095407521828e-05,8.6871377865797854e-06,8.3335060668798721e-06,8.2055514118852179e-06,7.3985422824382644e-06,5.2719204860365489e-06
3.8525,7.6216829466898372e-06,1.1100265150037132e-05,8.2438394525994572e-06,8.1032013643708768e-06,8.103393395005765e-06,7.3920994058408761e-06,5.2741164331396061e-06
3.855,7.4862976559632953e-06,1.0361214791069118e-05,7.7959191605665331e-06,7.8642071307406933e-06,7.9915986206050292e-06,7.3828472850961393e-06,5.275876564633434e-06
3.8575,7.3863013581239361e-06,9.642294198210156e-06,7.3506687090867282e-06,7.6202628416190107e-06,7.8722478763322802e-06,7.3709552860493118e-06,5.2771870709966723e-06
3.86,7.3232977731847871e-06,8.9570767983281415e-06,6.9146864432729065e-06,7.3750705682355013e-06,7.7472946265411839e-06,7.3565871817799073e-06,5.2780090873455739e-06
3.8625,7.2984329300889047e-06,8.3155537214407347e-06,6.4937791012824947e-06,7.1321363424408381e-06,7.6185694949809115e-06,7.3399136988174293e-06,5.2784239816568772e-06
3.865,7.312050815394436e-06,7.7242528308973121e-06,6.0929250243060346e-06,6.8947187817901298e-06,7.4878791812148335e-06,7.3212759823195169e-06,5.2784612264413771e-06
3.8675,7.3639989316825101e-06,7.1866765928325647e-06,5.7162250159353694e-06,6.66586879564789e-06,7.3571043335354999e-06,7.3010125122808081e-06,5.2780786605253989e-06
3.87,7.453335878029366e-06,6.7043999331342583e-06,5.3669293276390969e-06,6.4483611459139053e-06,7.228078310835984e-06,7.2794363223648751e-06,5.2773660843049487e-06
3.8725,7.5787433570003723e-06,6.2773896824527839e-06,5.0475011883398051e-06,6.2447108948631829e-06,7.1025596644344735e-06,7.256891329651465e-06,5.2763981024429433e-06
3.875,7.738250217975069e-06,5.9045502535096437e-06,4.7600278656523898e-06,6.057162260714076e-06,6.9821753659082092e-06,7.2337209189955294e-06,5.2751510486422799e-06
3.8775,7.9294999688788618e-06,5.584159680759781e-06,4.5060085382737051e-06,5.8876860852308019e-06,6.8684523181220664e-06,7.210319062447419e-06,5.2736448851950749e-06
3.88,8.1497119921604665e-06,5.3142201573779521e-06,4.2863933735493684e-06,5.7379127457883671e-06,6.7628341585375054e-06,7.1870394041305534e-06,5.2720628836960155e-06
3.8825,8.395730241860338e-06,5.0927601188095366e-06,4.1018714685826485e-06,5.6093524432326007e-06,6.6666145319253404e-06,7.1642326607923344e-06,5.2704530264534043e-06
3.885,8.6640988363114754e-06,4.9179094393873372e-06,3.9528685893897378e-06,5.5033588422313926e-06,6.5809187740994159e-06,7.1422571671530321e-06,5.2688320352255417e-06
3.8875,8.9510458981421743e-06,4.7880446506034717e-06,3.8395952742715029e-06,5.4209009146721086e-06,6.5066550669050269e-06,7.121458770261073e-06,5.2672666016650545e-06
3.89,9.2529470603396721e-06,4.7018094692102547e-06,3.7622328197919316e-06,5.3626640647037459e-06,6.4447451132288276e-06,7.1021593220911416e-06,5.2657788873798289e-06
3.8925,9.5657393163659814e-06,4.6580682673425339e-06,3.7210064892707183e-06,5.3292928489497512e-06,6.3961992732966971e-06,7.0846327077612684e-06,5.2643897952231892e-06
3.895,9.8852635491121072e-06,4.6560282163635599e-06,3.7161139456076635e-06,5.3212889082766911e-06,6.3615710326211582e-06,7.0691232899708818e-06,5.263161195654907e-06
3.8975,1.0207153493521122e-05,4.6950657457840881e-06,3.7480069731628731e-06,5.3389540214161524e-06,6.3412012606921295e-06,7.0558587158550746e-06,5.2621025929526487e-06
3.9,1.0526898445988934e-05,4.7748452525349748e-06,3.8173383829855393e-06,5.3818346223403974e-06,6.3354874605631892e-06,7.0450524317872396e-06,5.2612276864770671e-06
3.9025,1.0840147977556144e-05,4.8952158810570473e-06,3.9247037118104685e-06,5.4494077573414415e-06,6.3445763755905613e-06,7.0368290674409643e-06,5.260572374643557e-06
3.905,1.1142073702584933e-05,5.0562103747567669e-06,4.0710282671266177e-06,5.5413469221634964e-06,6.3682433289128854e-06,7.0312959593402796e-06,5.2601444671104297e-06
3.9075,1.1427929804882799e-05,5.2580481979468623e-06,4.2571325668513851e-06,5.6570606135046222e-06,6.4061358876727456e-06,7.0285366285640587e-06,5.2599361172843581e-06
3.91,1.1692969557403924e-05,5.5011126177157954e-06,4.4838588870928763e-06,5.7956274580133936e-06,6.4579648832981764e-06,7.0286594483966744e-06,5.2599481096399386e-06
3.9125,1.1932269100228537e-05,5.7858639017892799e-06,4.7516647212291216e-06,5.9556476053144669e-06,6.5234301792068094e-06,7.0316572578293573e-06,5.2602112257415752e-06
3.915,1.2140915606333667e-05,6.1127705637966084e-06,5.0604969301076881e-06,6.1358533558800904e-06,6.6018283715216162e-06,7.0374743733871848e-06,5.260741752612715e-06
3.9175,1.2314768713362521e-05,6.4822220659635765e-06,5.4091976423014043e-06,6.3346224878801005e-06,6.6924314477847082e-06,7.0459518534734665e-06,5.2615560155698939e-06
3.92,1.2450658999179063e-05,6.8944019602788965e-06,5.7953878525342991e-06,6.5499466413760935e-06,6.7942776372446659e-06,7.0570528543755414e-06,5.2627230226474384e-06
3.9225,1.2545948495929592e-05,7.3491049837504734e-06,6.2154375410088951e-06,6.7793205493562446e-06,6.9060327156059689e-06,7.0705647396261232e-06,5.2642332571118466e-06
3.925,1.2599381322410875e-05,7.8456596818878479e-06,6.6641801653468791e-06,7.0199416730168231e-06,7.0261766271290622e-06,7.0863399839076823e-06,5.2660571995307683e-06
3.9275,1.2610490926299149e-05,8.3826190741380007e-06,7.1351150455243523e-06,7.2687152992297976e-06,7.153040448718611e-06,7.1042589834497202e-06,5.2681956201953584e-06
3.93,1.2580257262625956e-05,8.9574666265689775e-06,7.6197105576364328e-06,7.5222033118346345e-06,7.2848273712830966e-06,7.1242176258872732e-06,5.2706622026308694e-06
3.9325,1.2510082396323667e-05,9.5663773632107559e-06,8.1084708397935023e-06,7.7766208145808356e-06,7.4196121618211582e-06,7.1459251304965264e-06,5.2734405442367447e-06
3.935,1.2402198311604772e-05,1.0203842833960664e-05,8.5913381264441526e-06,8.0278983942639801e-06,7.5553978001445235e-06,7.1691248800610822e-06,5.2764841773440477e-06
3.9375,1.225924900437357e-05,1.0862312535058463e-05,9.0580004225564367e-06,8.2717436216636025e-06,7.6901110498219964e-06,7.1934808457400464e-06,5.2798072324330801e-06
3.94,1.208384355549099e-05,1.1531878739681029e-05,9.4983955356263885e-06,8.5037754198586039e-06,7.8216558683820097e-06,7.2186641664151824e-06,5.2833839859874921e-06
3.9425,1.1879625994109177e-05,1.2199907328756259e-05,9.9030425647175721e-06,8.7196231187144051e-06,7.9479432488205258e-06,7.2443561182848359e-06,5.2871909309873718e-06
3.945,1.1650476353511226e-05,1.2850884313616949e-05,1.026332790565413e-05,8.9150667944524816e-06,8.0668876576873192e-06,7.2702232410402063e-06,5.2912296314781567e-06
3.9475,1.1400169730166695e-05,1.3466589099222736e-05,1.0571163419226098e-05,9.0862527498799827e-06,8.1765635341307089e-06,7.295905300063331e-06,5.2954896718528011e-06
3.95,1.1132422356371873e-05,1.4026690410429877e-05,1.0819708363945457e-05,9.2296742933884177e-06,8.2751456520169921e-06,7.3210399261761745e-06,5.2999455750536397e-06
3.9525,1.0850793481694944e-05,1.4509659812329776e-05,1.1003845890493748e-05,9.3421742963691294e-06,8.361070974819292e-06,7.3452885732157467e-06,5.3045699031007061e-06
3.955,1.0558750705883432e-05,1.4894470789195944e-05,1.1119154922840363e-05,9.4213214718397048e-06,8.4326736708484773e-06,7.3683000626489008e-06,5.3093403904638313e-06
3.9575,1.0259463582748116e-05,1.5162118580996705e-05,1.1162832561931662e-05,9.4654851502436515e-06,8.4886317593829911e-06,7.3896983522933492e-06,5.3142276720184622e-06
3.96,9.9560054588896905e-06,1.5297754133277092e-05,1.1134112813617704e-05,9.4739303018928284e-06,8.5278249063244782e-06,7.4091887420154263e-06,5.3192006869933562e-06
3.9625,9.6517138303088153e-06,1.5291881951096864e-05,1.1033700679813394e-05,9.4465656384004666e-06,8.5494805097631339e-06,7.4265347914991994e-06,5.3242226042845015e-06
3.965,9.3500866121788533e-06,1.5141755706410521e-05,1.0864855662147827e-05,9.3841029189317526e-06,8.5535640675877747e-06,7.4414366856268683e-06,5.3292567590107382e-06
3.9675,9.0549863711431989e-06,1.4851877810457038e-05,1.0633018375211352e-05,9.2880951890369978e-06,8.5398101364982073e-06,7.4535849922914156e-06,5.3342682579342734e-06
3.97,8.7704747001330674e-06,1.4433733923378018e-05,1.0344386475175887e-05,9.1608887861624334e-06,8.5084067998086187e-06,7.4628973311378427e-06,5.3392200460364763e-06
3.9725,8.5007684419600426e-06,1.3904675654971773e-05,1.000653320465045e-05,9.005459428019028e-06,8.4599344537811673e-06,7.4691591273528537e-06,5.344149179103986e-06
3.975,8.2500080936039415e-06,1.3285649139432534e-05,9.6280228096713236e-06,8.8247828060644434e-06,8.3953439910277521e-06,7.4722435216028461e-06,5.3490424418548935e-06
3.9775,8.0222062737690943e-06,1.2600366359184215e-05,9.217706061778456e-06,8.622473499244384e-06,8.3159873591382909e-06,7.4720257454497714e-06,5.3538526667084521e-06
3.98,7.8212445422841531e-06,1.1873127045255663e-05,8.7844808703368995e-06,8.4025309421008692e-06,8.2229728094060251e-06,7.4686166520331162e-06,5.3585455636278604e-06
3.9825,7.6504185416625956e-06,1.1127128733323071e-05,8.3373752638821447e-06,8.1691071822500741e-06,8.1180734238563987e-06,7.4619231831867034e-06,5.3631129417417931e-06
3.985,7.5126843134483721e-06,1.0383246848902186e-05,7.8845554066019415e-06,7.9262446368469908e-06,8.0029961348662242e-06,7.452190020706712e-06,5.367541991170358e-06
3.9875,7.4104643535345458e-06,9.6590927117603323e-06,7.4334826610476699e-06,7.6777755046839813e-06,7.879957775977054e-06,7.4396066422718036e-06,5.3718251534595561e-06
3.99,7.3454225858433366e-06,8.9684880790474434e-06,6.9909583532557325e-06,7.4275265811456585e-06,7.7509340803226676e-06,7.4243571985486025e-06,5.3759755493913428e-06
3.9925,7.3187716048978177e-06,8.3215949838975375e-06,6.5629849941571984e-06,7.1791283956010751e-06,7.6178131143680418e-06,7.4066264144004253e-06,5.3799586614414778e-06
3.995,7.3308660195355714e-06,7.7251038701447899e-06,6.1547138848715178e-06,6.9359360867311849e-06,7.4824912067098683e-06,7.386750958124759e-06,5.3837016616750283e-06
3.9975,7.3815751204476223e-06,7.1825898162178272e-06,5.7704241765911708e-06,6.7010843218022413e-06,7.3469540607502687e-06,7.3650769040811814e-06,5.3872134698890215e-06
4.0,7.4700271955065995e-06,6.6956625809907781e-06,5.4135325226039827e-06,6.4774524703076424e-06,7.2130963337466584e-06,7.3419295813187372e-06,5.3905138086588819e-06
4.0025,7.5948891041962069e-06,6.2643068005393393e-06,5.0865960055957119e-06,6.2676386010281364e-06,7.0827383423605772e-06,7.3176688143902298e-06,5.3936006507069175e-06
4.005,7.7542466013858965e-06,5.8874436771910429e-06,4.7918014361648827e-06,6.0739651197366069e-06,6.9575779356491383e-06,7.2926598538907869e-06,5.396492875275226e-06
4.0075,7.9457104297556064e-06,5.5633137114406427e-06,4.5307333993076375e-06,5.8984768880440901e-06,6.8392065321467324e-06,7.2673275999891529e-06,5.3992200007456283e-06
4.01,8.1665162954351284e-06,5.2898916138205106e-06,4.3044062294624151e-06,5.7428704385069833e-06,6.7291252551800643e-06,7.2420382860302421e-06,5.4017816204527056e-06
4.0125,8.4135174808188571e-06,5.0651694086185638e-06,4.1135447947361074e-06,5.6086891671764839e-06,6.6286740965716547e-06,7.2171822169730164e-06,5.4041766997304449e-06
4.015,8.6831525434626787e-06,4.8872534196109838e-06,3.958606334668137e-06,5.4973441852267206e-06,6.5390168750040275e-06,7.193126001658001e-06,5.4064192034199783e-06
4.0175,8.9717282262577899e-06,4.7544915978799417e-06,3.8398087021454394e-06,5.4098542026843698e-06,6.46110557540213e-06,7.1702423438967067e-06,5.4085242894110832e-06
4.02,9.2755233982463611e-06,4.6655196414366023e-06,3.7573444600393272e-06,5.3469566890846462e-06,6.3959141440379324e-06,7.148887385135525e-06,5.4104884292961129e-06
4.0225,9.5904748367965537e-06,4.6191957404775792e-06,3.7114354361275483e-06,5.3092885429273963e-06,6.3444678725256597e-06,7.1293549495680803e-06,5.4123240844107351e-06
4.025,9.9124114304219303e-06,4.6147321961222865e-06,3.7022945445710042e-06,5.2974074608810877e-06,6.3073432619637522e-06,7.1119264309645511e-06,5.4140613723655155e-06
4.0275,1.0236921766936556e-05,4.651491999470585e-06,3.7303296006919686e-06,5.3116373006982773e-06,6.2849074894910692e-06,7.0968283348277791e-06,5.4157396888287528e-06
4.03,1.0559464624286812e-05,4.7291291273019669e-06,3.796191213602492e-06,5.3516292660058003e-06,6.2776115075740158e-06,7.0843050861703867e-06,5.4173462302471777e-06
4.0325,1.0875653393840869e-05,4.8475317580938843e-06,3.9005349648944756e-06,5.41684331245156e-06,6.2855951879051123e-06,7.0745252486120659e-06,5.4188780471845994e-06
4.035,1.1180661579912313e-05,5.0067499779768926e-06,4.0442457606440984e-06,5.506953521040596e-06,6.308666972670631e-06,7.0675896168452333e-06,5.4203575602739906e-06
4.0375,1.1469664557202213e-05,5.2070343829544789e-06,4.22818217416707e-06,5.6214268021210814e-06,6.3464668707102901e-06,7.0635693579252811e-06,5.421776290668628e-06
4.04,1.1737906123389476e-05,5.4487844009260522e-06,4.4532374218206802e-06,5.7593590417358576e-06,6.3987399331113579e-06,7.0626039036983738e-06,5.4231292572588223e-06
4.0425,1.198042988841417e-05,5.7325076188644099e-06,4.7199305125589639e-06,5.9194328784818055e-06,6.4651780645538236e-06,7.064718793989028e-06,5.4244482211119426e-06
4.045,1.2192224665116554e-05,6.0586847359076122e-06,5.0282986724354089e-06,6.1003397251611521e-06,6.5450929815502327e-06,7.0698504394312738e-06,5.4257402645243735e-06
4.0475,1.2369064371538927e-05,6.4277590839524246e-06,5.3773122205122966e-06,6.3005274052267256e-06,6.6376991896151046e-06,7.0778555555269861e-06,5.4269799623194303e-06
4.05,1.2507749221616822e-05,6.8399841582745912e-06,5.7646475147739222e-06,6.5180371677763437e-06,6.742065526711605e-06,7.0887159654240922e-06,5.4281660211287052e-06
4.0525,1.2605573894619614e-05,7.2952182133653253e-06,6.1867229694417524e-06,6.7503837156893629e-06,6.8568437217651882e-06,7.1021725174764794e-06,5.4293345904875744e-06
4.055,1.266124524742408e-05,7.7928511237547989e-06,6.6384439829517062e-06,6.9947701972382819e-06,6.9804867197827865e-06,7.1180659934893566e-06,5.4305063220845862e-06
4.0575,1.2674244942334971e-05,8.3315078854517196e-06,7.1133556245790786e-06,7.2480861367742387e-06,7.1112746407567641e-06,7.1362711507703336e-06,5.431679257840812e-06
4.06,1.2645455424968791e-05,8.9087371081241618e-06,7.6029070347008278e-06,7.5068563335156838e-06,7.2473668146934866e-06,7.1567067880141277e-06,5.4328608509065279e-06
4.0625,1.2576397737625109e-05,9.5207602715915034e-06,8.0975256771069759e-06,7.7672560081235023e-06,7.386778162631106e-06,7.1790724554013218e-06,5.4340617475465713e-06
4.065,1.2469229795108395e-05,1.0162098080886032e-05,8.5870643263110448e-06,8.0251625974166441e-06,7.5274428812336864e-06,7.2031048046059239e-06,5.4352588219056179e-06
4.0675,1.2326615009109208e-05,1.082521789729837e-05,9.0610897149106512e-06,8.2761797948641149e-06,7.6672234665332278e-06,7.2284392506580048e-06,5.436444851491902e-06
4.07,1.2151188069598451e-05,1.1500164400911801e-05,9.5094345558878456e-06,8.515816654901434e-06,7.8039437183890688e-06,7.2547282772286787e-06,5.4376324181730691e-06
4.0725,1.1946591508026661e-05,1.2174205518675753e-05,9.9225012757001963e-06,8.7395647243991851e-06,7.9354410816565875e-06,7.281622808922139e-06,5.4388135645317639e-06
