Physical Time (s),ea_right Monitor (kg-m/s^3): right_cv1,ea_right Monitor (kg-m/s^3): right_cv2,ea_right Monitor (kg-m/s^3): right_cv3,ea_right Monitor (kg-m/s^3): right_cv4,ea_right Monitor (kg-m/s^3): right_cv5,ea_right Monitor (kg-m/s^3): right_cv6,ea_right Monitor (kg-m/s^3): right_cv7
1.44,3.9587790602322911e-06,1.8187833748808045e-05,1.2366024587366194e-05,3.5530564137759479e-06,7.8557399885057361e-07,2.0992123504536654e-08,7.4196879361190571e-10
1.4425,3.9120943598038408e-06,1.7975140485497472e-05,1.2027088741882986e-05,3.6366743563731506e-06,7.950172962896089e-07,2.1288849328194563e-08,7.6932983611046398e-10
1.445,3.8729504767354028e-06,1.7741090113601577e-05,1.170315748374326e-05,3.7231931838820147e-06,8.046622242641742e-07,2.1600758093940684e-08,7.9696215918332976e-10
1.4475,3.8419638664410067e-06,1.7488278124402861e-05,1.1397735616412862e-05,3.8125910179019161e-06,8.1451613361820389e-07,2.1928857948034216e-08,8.2460889368463254e-10
1.45,3.8195290757950422e-06,1.7219408722381446e-05,1.1113477125971568e-05,3.9048181709608182e-06,8.2458209255696033e-07,2.2274162253574655e-08,8.5199481904088794e-10
1.4525,3.8059015368563324e-06,1.6937526548437112e-05,1.0851948778341474e-05,3.9997920132546164e-06,8.348649362073956e-07,2.2637605014693921e-08,8.7882953043405334e-10
1.455,3.8013151132013148e-06,1.6645856440063807e-05,1.0614609839496724e-05,4.0974123162547521e-06,8.4536617864148337e-07,2.3020058571697598e-08,9.048117036518615e-10
1.4575,3.8059077501839343e-06,1.6347391226240244e-05,1.0402839379651048e-05,4.1975517760094409e-06,8.56089013528659e-07,2.3422311875145375e-08,9.2963453922794207e-10
1.46,3.8196832836351566e-06,1.6045442203475067e-05,1.0217709645580183e-05,4.3000499812651809e-06,8.6703331250848462e-07,2.3845064794891961e-08,9.529920650226257e-10
1.4625,3.8424112515758089e-06,1.5743203289620402e-05,1.0059964710728732e-05,4.4047039519144872e-06,8.781988476949366e-07,2.4288992756629231e-08,9.7458540177470466e-10
1.465,3.8739793244203346e-06,1.5443831006129355e-05,9.9300919784604839e-06,4.5112526869987823e-06,8.8958506235714895e-07,2.4754631088811246e-08,9.9412887508827238e-10
1.4675,3.9139790043384733e-06,1.5150354875434711e-05,9.8285210354292282e-06,4.619410159213434e-06,9.0119113739809212e-07,2.5242374201392448e-08,1.0113555531398411e-09
1.47,3.9620036458820085e-06,1.4865643877437762e-05,9.7557343216534892e-06,4.728849541025901e-06,9.1301502158345805e-07,2.5752573197916625e-08,1.0260224936229914e-09
1.4725,4.0174897698002417e-06,1.4592419457503831e-05,9.7115643198676863e-06,4.839213389354764e-06,9.250521043678438e-07,2.6285451606822584e-08,1.0379159106491226e-09
1.475,4.079830429969688e-06,1.4333221280776751e-05,9.6965124791810739e-06,4.9500789507795756e-06,9.3730042938981153e-07,2.6841094846641101e-08,1.0468563003905268e-09
1.4775,4.1482502635200073e-06,1.4090293583933915e-05,9.7105653161188817e-06,5.0610175386969432e-06,9.4975476743659532e-07,2.7419515638473124e-08,1.0527032930162222e-09
1.48,4.2220291787008056e-06,1.386568161892929e-05,9.7539476405560915e-06,5.1715399768461179e-06,9.6240911360933624e-07,2.8020697355911819e-08,1.0553601670541117e-09
1.4825,4.3003034597190633e-06,1.3661283751033856e-05,9.8270234031823081e-06,5.281133477200416e-06,9.7525527290004214e-07,2.8644516884650058e-08,1.0547767055489262e-09
1.485,4.3821792413185519e-06,1.3478711780438419e-05,9.9300168976883096e-06,5.3892706776525064e-06,9.8828355135743189e-07,2.9290826843369343e-08,1.0509520132271557e-09
1.4875,4.4666487339664081e-06,1.331941108378209e-05,1.0063201146464826e-05,5.495384042528094e-06,1.0014849663004296e-06,2.9959473363333227e-08,1.0439351379587382e-09
1.49,4.5527935112486251e-06,1.3184622192470232e-05,1.0226876594511e-05,5.5988875152159498e-06,1.0148497568508995e-06,3.0650275532613568e-08,1.0338244211489937e-09
1.4925,4.6396424940092706e-06,1.3075372164672714e-05,1.0421215562270937e-05,5.6992110531992067e-06,1.0283672188186544e-06,3.1363007930016752e-08,1.0207651638707924e-09
1.495,4.7262070715593862e-06,1.2992523892116755e-05,1.0646176489662809e-05,5.7957611074382016e-06,1.0420257562542716e-06,3.209745441016542e-08,1.0049461853414411e-09
1.4975,4.8114014852514964e-06,1.2936721809084155e-05,1.0901654631355714e-05,5.8879601849801727e-06,1.0558124341286437e-06,3.2853433636973315e-08,9.8659594137318516e-10
1.5,4.894231477148552e-06,1.2908435922803686e-05,1.1187029555275511e-05,5.9752198209568807e-06,1.0697136879653477e-06,3.3630923290695186e-08,9.6597773233685392e-10
1.5025,4.9738419822063615e-06,1.2907985363648056e-05,1.1501183338656088e-05,6.0569507108694318e-06,1.0837158092492117e-06,3.4429961986993054e-08,9.4338399753797542e-10
1.505,5.0493203437593802e-06,1.2935462816621928e-05,1.1842813500772572e-05,6.1326793363343139e-06,1.0978057146798124e-06,3.5250604818171585e-08,9.1912980410903856e-10
1.5075,5.1196683735070202e-06,1.2990739588192934e-05,1.2209837224779128e-05,6.2020080621516527e-06,1.1119706316678861e-06,3.6093090404778007e-08,8.9354564003467696e-10
1.51,5.1840210098134211e-06,1.3073440167706159e-05,1.2599232340126404e-05,6.264536773966126e-06,1.1261962817358223e-06,3.6957785823660489e-08,8.6697019989344633e-10
1.5125,5.2415090213318185e-06,1.318297415835896e-05,1.3007155064454955e-05,6.3199520809538822e-06,1.1404691117953065e-06,3.7845096599029598e-08,8.3974343352799833e-10
1.515,5.2914343188478682e-06,1.3318485857122048e-05,1.342896010144968e-05,6.3680334340483865e-06,1.15477550958116e-06,3.8755570666908607e-08,8.1220003275235795e-10
1.5175,5.3331467047953121e-06,1.3478819934926309e-05,1.3859249987336948e-05,6.4087307725522167e-06,1.1691009996220649e-06,3.9689801284637527e-08,7.8466393287649089e-10
1.52,5.3660144211457096e-06,1.3662628922233813e-05,1.4291903022415762e-05,6.4420878858737845e-06,1.1834325345824197e-06,4.0648476007154861e-08,7.574435850191006e-10
1.5225,5.3892788445271435e-06,1.38681835321661e-05,1.4719913531252903e-05,6.4682506823791896e-06,1.1977591734715003e-06,4.1632428348186673e-08,7.3082784135875401e-10
1.525,5.4025690171712018e-06,1.409350229538506e-05,1.5135428559665172e-05,6.4874926006603185e-06,1.2120702788175346e-06,4.2642520423966367e-08,7.0508238336723686e-10
1.5275,5.4055519742541455e-06,1.4336224823336004e-05,1.5530057572632597e-05,6.5003642609459376e-06,1.2263545023453147e-06,4.367961024844684e-08,6.804469768337423e-10
1.53,5.3979553787864747e-06,1.4593676171045422e-05,1.5895176327228246e-05,6.5075949848780968e-06,1.2406019974406972e-06,4.4744511413920379e-08,6.5713351376551858e-10
1.5325,5.3796499901958539e-06,1.4862836105234416e-05,1.6222115829598593e-05,6.5099673531844287e-06,1.2548065027127737e-06,4.5838016271794399e-08,6.35325102940874e-10
1.535,5.350643304994695e-06,1.5140398298511166e-05,1.6502555572670834e-05,6.5083158317937643e-06,1.268961526947749e-06,4.6960908593613193e-08,6.1517528349663949e-10
1.5375,5.3110561357630899e-06,1.5422722971949528e-05,1.6728940702959952e-05,6.5036378415038163e-06,1.2830634550518151e-06,4.8113967733377348e-08,5.9680806857047082e-10
1.54,5.2609863890838442e-06,1.5706020047469359e-05,1.6894760538284929e-05,6.4969414728608363e-06,1.2971062965760053e-06,4.9297918300389597e-08,5.8031895829241553e-10
1.5425,5.2008929274800922e-06,1.5986302893763235e-05,1.6995032078115818e-05,6.4892583970377163e-06,1.3110877220497869e-06,5.0513539890471748e-08,5.6577601767925539e-10
1.545,5.1311972409280553e-06,1.6259559753551976e-05,1.7026778753887777e-05,6.4816596823212739e-06,1.3250086191131353e-06,5.1761553321226112e-08,5.5322177948530418e-10
1.5475,5.0524478175316405e-06,1.6521736119472049e-05,1.6988207810217995e-05,6.4751681133226477e-06,1.3388712648105357e-06,5.3042671960900577e-08,5.4267553651512201e-10
1.55,4.965511754750413e-06,1.676889313752745e-05,1.6878890249666191e-05,6.4708096771308219e-06,1.3526809805045576e-06,5.4357539726081736e-08,5.3413630884835912e-10
1.5525,4.8710597944893473e-06,1.6997254816834415e-05,1.6701760621909351e-05,6.4695639240814184e-06,1.3664430282471993e-06,5.5706711702821996e-08,5.2758603238237915e-10
1.555,4.7702523112478488e-06,1.7203163037575839e-05,1.646078868984572e-05,6.4722910884936319e-06,1.3801661990619287e-06,5.7090920988703396e-08,5.2299225075555335e-10
1.5575,4.663917104251189e-06,1.7383199305128014e-05,1.6160283367934157e-05,6.4799834351010916e-06,1.3938583864296172e-06,5.8510633777438357e-08,5.2030993907612071e-10
1.56,4.5533870481203921e-06,1.7534127793709119e-05,1.5806476756848749e-05,6.4936368756519994e-06,1.4075308963608105e-06,5.996625402609914e-08,5.1948312324644153e-10
1.5625,4.4397491678261868e-06,1.7653211865863813e-05,1.540631087046489e-05,6.5140069383508421e-06,1.4211971832282986e-06,6.145773011204935e-08,5.2044555913395045e-10
1.565,4.3244132055736327e-06,1.7737942498709984e-05,1.4966992573012077e-05,6.5417498647443209e-06,1.4348729219034823e-06,6.2985470047200278e-08,5.2312086846994179e-10
1.5675,4.2086321254865275e-06,1.7786178329740808e-05,1.449630414456213e-05,6.5776221718413743e-06,1.4485765382397912e-06,6.45498399397901e-08,5.2742141065916431e-10
1.57,4.0937816803516357e-06,1.7796245086930433e-05,1.4002197419218144e-05,6.6222898941016415e-06,1.4623266496506517e-06,6.615120484147929e-08,5.332489371869212e-10
1.5725,3.9812418559515602e-06,1.7766818470804063e-05,1.3492595941575993e-05,6.6763461953429e-06,1.4761474207297034e-06,6.778956983392118e-08,5.4049514563569774e-10
1.575,3.8723193191158263e-06,1.7697394737849334e-05,1.2975083401075248e-05,6.7406183361593734e-06,1.4900658809539362e-06,6.9464944335092642e-08,5.4904233890191844e-10
1.5775,3.7684516214217298e-06,1.7587868812747948e-05,1.2456868605871802e-05,6.8158089911207591e-06,1.504108884403759e-06,7.1176888625069069e-08,5.5876427279091198e-10
1.58,3.6708561149166389e-06,1.7439112049070841e-05,1.1944582914665961e-05,6.9024670127526461e-06,1.5183070244937262e-06,7.2924665392632344e-08,5.6952648527045699e-10
1.5825,3.5807717631029461e-06,1.7252501787295448e-05,1.1443997240886078e-05,7.0011151343004975e-06,1.5326945847565707e-06,7.4707112845686421e-08,5.8118618551360223e-10
1.585,3.4993533076002465e-06,1.7030162193854804e-05,1.096004915181126e-05,7.1125449813453164e-06,1.5473087281438354e-06,7.6522748760611594e-08,5.9359232647862849e-10
1.5875,3.4276707788992965e-06,1.6774896694253692e-05,1.0496886096338842e-05,7.2374480375773614e-06,1.5621902412241678e-06,7.8370661328903855e-08,6.0658656689337193e-10
1.59,3.366685159698911e-06,1.6490188546316458e-05,1.0057610651306895e-05,7.3764217340215473e-06,1.5773787847579065e-06,8.0248397850228117e-08,6.2000500233685592e-10
1.5925,3.3172504365210745e-06,1.6180032418974817e-05,9.6444999061463817e-06,7.5301406678708883e-06,1.5929196190056691e-06,8.2154699330422143e-08,6.3368022524347451e-10
1.595,3.2800207034204093e-06,1.5848804954985962e-05,9.25963611553595e-06,7.6992472176511697e-06,1.6088581132336813e-06,8.4087785441397927e-08,6.47444854441431e-10
1.5975,3.2555420680778687e-06,1.550114010966525e-05,8.9042955378244898e-06,7.8842843693498987e-06,1.6252434032466991e-06,8.6047256762269995e-08,6.6113516827169818e-10
1.6,3.2441793247272428e-06,1.514180344103367e-05,8.5790191016429718e-06,8.0856868807929764e-06,1.6421248773098462e-06,8.8029089728080026e-08,6.7459434856816761e-10
1.6025,3.2461671024959694e-06,1.4775890658401832e-05,8.2840915562497785e-06,8.3037062686761687e-06,1.6595546498720934e-06,9.0029800318515618e-08,6.8767539244912337e-10
1.605,3.261485792601042e-06,1.44080280961316e-05,8.0196309534627123e-06,8.5384429689399866e-06,1.6775882300624114e-06,9.204657834067478e-08,7.0024407360771411e-10
1.6075,3.2900632655311448e-06,1.4042664627092828e-05,7.785541376628354e-06,8.789777750518109e-06,1.6962804512919027e-06,9.4077630140941516e-08,7.1218068514547849e-10
1.61,3.331635775296278e-06,1.3684107307386297e-05,7.5815544294390122e-06,9.0573936701426929e-06,1.7156884829364257e-06,9.6120981581804857e-08,7.2338094558930385e-10
1.6125,3.3857317193808476e-06,1.3336417266987997e-05,7.4073227044970275e-06,9.3405136725899036e-06,1.735870264784727e-06,9.8174755081127441e-08,7.3375820470559166e-10
1.615,3.4515800545402367e-06,1.3003151012185172e-05,7.2624227373033283e-06,9.6377564058728577e-06,1.7568855346132145e-06,1.0023732845235808e-07,7.4324517006989685e-10
1.6175,3.5284636315164835e-06,1.2687393757885839e-05,7.1464393854296947e-06,9.9479246218015951e-06,1.7787941524626811e-06,1.0230756017949095e-07,7.5179515787116051e-10
1.62,3.6154233318180612e-06,1.2391979247560324e-05,7.0590164426710735e-06,1.0269877415832626e-05,1.8016510780325106e-06,1.0438489240714261e-07,7.5938377542737866e-10
1.6225,3.7114910252999711e-06,1.211924533284168e-05,6.9998313858285982e-06,1.0601518906286672e-05,1.8255228536218329e-06,1.0646919367510663e-07,7.6601024232991535e-10
1.625,3.8155029306298948e-06,1.187118827524641e-05,6.9687673202898582e-06,1.0940166949740704e-05,1.8504732650052319e-06,1.085606353616167e-07,7.716988131630636e-10
1.6275,3.9261704185575152e-06,1.164949330641454e-05,6.9659312830744362e-06,1.12829536149643e-05,1.8765620833965393e-06,1.1065981636196657e-07,7.7649464792246021e-10
1.63,4.0422916505869975e-06,1.1455545941218458e-05,6.991313195597702e-06,1.1626757824951551e-05,1.9038511111461525e-06,1.1276770685060485e-07,7.8046986223744445e-10
1.6325,4.1624312745532013e-06,1.1290485137853505e-05,7.0448880932838035e-06,1.1968249837058906e-05,1.9323965715684377e-06,1.14885645681282e-07,7.8371594815246171e-10
1.635,4.2851919770584835e-06,1.1155201637220574e-05,7.1270998573190254e-06,1.2303881403747792e-05,1.9622605248088481e-06,1.1701545896194015e-07,7.8634587971755001e-10
1.6375,4.4091813715757659e-06,1.1050371827460771e-05,7.2382073655066637e-06,1.2630029567349555e-05,1.9935086908997892e-06,1.1915917965154532e-07,7.8849193840081378e-10
1.64,4.5329541056826327e-06,1.0976515236488663e-05,7.378677533674582e-06,1.2942998265233826e-05,2.026210592490732e-06,1.2131910002813147e-07,7.9030235358040555e-10
1.6425,4.6551409028823119e-06,1.0934010538311139e-05,7.5489172234990915e-06,1.3239007523434249e-05,2.0604282120668805e-06,1.2349783308645137e-07,7.919389873782372e-10
1.645,4.7742955033748388e-06,1.0923048166434696e-05,7.74932602501075e-06,1.3514315507247818e-05,2.0962383378881454e-06,1.2569838647588173e-07,7.9357526734262075e-10
1.6475,4.8890330201624322e-06,1.094368446703327e-05,7.9800565300668857e-06,1.3765298919360055e-05,2.1337091241203804e-06,1.2792374676103073e-07,7.9539170519951754e-10
1.65,4.9980951897948683e-06,1.0995794796351913e-05,8.2409305245030278e-06,1.3988510908598116e-05,2.1729100850010533e-06,1.3017713412166712e-07,7.9757517440479181e-10
1.6525,5.1001009502348347e-06,1.1079104254600385e-05,8.5314450967617345e-06,1.4180907262014446e-05,2.2139027636432945e-06,1.324618633189409e-07,8.0031686691201555e-10
1.655,5.1938106046004592e-06,1.1193190526976297e-05,8.8506294330263249e-06,1.4339925543081506e-05,2.2567605317478727e-06,1.347812211571207e-07,8.0380698327872033e-10
1.6575,5.277855165958947e-06,1.1337348277204441e-05,9.1967370453973753e-06,1.4463528837667719e-05,2.3015456654999538e-06,1.3713837138830689e-07,8.0823541283164098e-10
1.66,5.3512387510306518e-06,1.1510676476769776e-05,9.5669078868083259e-06,1.4550283342193581e-05,2.3483219020143289e-06,1.3953656082409231e-07,8.1378843436151458e-10
1.6625,5.4129660508830742e-06,1.1712003630289709e-05,9.9574736302620375e-06,1.4599187893257812e-05,2.3971532556879801e-06,1.4197887317811975e-07,8.2064569165073061e-10
1.665,5.4623546681018759e-06,1.1939881268248238e-05,1.0363675515526178e-05,1.4609954508505715e-05,2.4481067412242174e-06,1.4446821841197935e-07,8.2898452714368949e-10
1.6675,5.4984039075493945e-06,1.219252758911228e-05,1.0779694704133327e-05,1.4583132508118633e-05,2.5012466960101469e-06,1.4700726973621188e-07,8.3897980984564842e-10
1.67,5.520224619816758e-06,1.2467852088449747e-05,1.1198731312705687e-05,1.451998818700724e-05,2.5566352327457394e-06,1.4959824439538008e-07,8.5077501346288145e-10
1.6725,5.5275703823124117e-06,1.2763382956418016e-05,1.1612899286971804e-05,1.4421976593960959e-05,2.6143337953606226e-06,1.522434936311156e-07,8.6451567650575502e-10
1.675,5.5200966536186004e-06,1.3076249128333744e-05,1.2013487539859907e-05,1.4291291234297337e-05,2.6743974471785125e-06,1.5494489258200528e-07,8.8033749162766735e-10
1.6775,5.497549941909157e-06,1.340316496916974e-05,1.239127936186843e-05,1.4130516797534226e-05,2.7368936488568101e-06,1.5770385078968279e-07,8.9834441095943875e-10
1.68,5.460222122077851e-06,1.3740378900895538e-05,1.2736819934955398e-05,1.3942603671132391e-05,2.8018649530622362e-06,1.6052125638136667e-07,9.1863102256638002e-10
1.6825,5.4081386103365474e-06,1.4083709895069424e-05,1.3040831356686106e-05,1.3730654210523007e-05,2.8693528916082733e-06,1.6339811261460049e-07,9.4127256437519796e-10
1.685,5.3419764749691766e-06,1.4428594915083338e-05,1.3294668694090573e-05,1.3498273072334839e-05,2.9393940379048862e-06,1.6633438963430138e-07,9.6631685999790651e-10
1.6875,5.2621943404356346e-06,1.4770128563419849e-05,1.3490824999585121e-05,1.3248994567573808e-05,3.012014212489361e-06,1.6932962542023921e-07,9.9377529451734992e-10
1.69,5.1697817866284762e-06,1.5103203036557654e-05,1.3623423068923832e-05,1.2986645119365037e-05,3.0872139255727335e-06,1.723833444005345e-07,1.0236480610585719e-09
1.6925,5.0656352276948985e-06,1.5422503668375608e-05,1.3689018540045218e-05,1.2714779821153056e-05,3.1649885526755788e-06,1.7549477435104174e-07,1.0559004048018304e-09
1.695,4.9509284348649959e-06,1.5722730624990829e-05,1.3684788485157948e-05,1.2436966106415273e-05,3.2453111785646366e-06,1.7866228761737018e-07,1.0904557368193448e-09
1.6975,4.8271202766926724e-06,1.5998719498654451e-05,1.3610665116228712e-05,1.2156675851430525e-05,3.328167168115662e-06,1.8188401682348243e-07,1.1272109196306507e-09
1.7,4.6955321031863213e-06,1.6245366926456159e-05,1.3471231375478723e-05,1.1877237681745613e-05,3.4134895346682209e-06,1.8515810841369589e-07,1.1660371514413903e-09
1.7025,4.5577742574059777e-06,1.6457895714638279e-05,1.3269834723322406e-05,1.1601800163826558e-05,3.501217680299985e-06,1.8848208707534861e-07,1.2067528989707089e-09
1.705,4.41556170570856e-06,1.6631922351870957e-05,1.3011872687395782e-05,1.133329815042202e-05,3.5912416378506296e-06,1.9185296634047995e-07,1.2491416193714973e-09
1.7075,4.2706195359350037e-06,1.6763444813060543e-05,1.2704059760824706e-05,1.1074390787934347e-05,3.6834822764862232e-06,1.9526787286903824e-07,1.292956045851906e-09
1.71,4.1248595479275782e-06,1.6849148442564014e-05,1.2353863330665546e-05,1.0827525083614892e-05,3.7778262851502764e-06,1.9872361428124136e-07,1.3379179151881834e-09
1.7125,3.9799488577456349e-06,1.6885963709816533e-05,1.1969425866735287e-05,1.0594997764408471e-05,3.8741007196498111e-06,2.0221676075917792e-07,1.3837152600713619e-09
1.715,3.8378390830939143e-06,1.6872033711253705e-05,1.1558651614285201e-05,1.0378445343573953e-05,3.9721403105422565e-06,2.0574337984920857e-07,1.4300341043102106e-09
1.7175,3.700532927630689e-06,1.6806487018524374e-05,1.1129560652886646e-05,1.0179318138040992e-05,4.0717314983329162e-06,2.0930009446501362e-07,1.4765186766718414e-09
1.72,3.5696796135140875e-06,1.6688907449148071e-05,1.0689868599086402e-05,9.9991124440922524e-06,4.1726136662665705e-06,2.1288398002246278e-07,1.5227772394168146e-09
1.7225,3.4470589786969506e-06,1.6520114534743124e-05,1.0246768579453776e-05,9.8392846560898035e-06,4.2744869315081872e-06,2.1649141272813503e-07,1.5684130594477673e-09
1.725,3.3343776944327987e-06,1.6302463764796081e-05,9.8068178558910015e-06,9.7012367663956509e-06,4.3770258036451573e-06,2.2011901480300636e-07,1.6130487487670087e-09
1.7275,3.2330475856868255e-06,1.6039073719696336e-05,9.3758260511274851e-06,9.5860224171166141e-06,4.4798849691634817e-06,2.2376456483417522e-07,1.6563243569614109e-09
1.73,3.1447046983775497e-06,1.5734409457002282e-05,8.9588248810415203e-06,9.4940960149649209e-06,4.5827046633063988e-06,2.2742463538330796e-07,1.6978921957625821e-09
1.7325,3.0704762479494426e-06,1.5393550963889078e-05,8.5598835991975419e-06,9.4260930698558205e-06,4.6850717689041326e-06,2.3109709823646233e-07,1.7373870061170432e-09
1.735,3.0114339903997182e-06,1.5022360895107547e-05,8.1822076444020327e-06,9.3827302174467571e-06,4.786568707883486e-06,2.3477987762810422e-07,1.7744840643168035e-09
1.7375,2.9684789449709038e-06,1.4627458256221531e-05,7.8281151572783582e-06,9.3647516646559827e-06,4.8867926179716384e-06,2.3846911802285996e-07,1.8089203956500955e-09
1.74,2.9422880432595276e-06,1.4215757750256759e-05,7.4995012067154594e-06,9.3727208127186013e-06,4.9853324225966623e-06,2.4216089876038563e-07,1.8404757334593908e-09
1.7425,2.9333503658454464e-06,1.3794123692795243e-05,7.197610151862767e-06,9.4068842636318348e-06,5.0817681083082998e-06,2.458523597633727e-07,1.8689580347851102e-09
1.745,2.9418854473183425e-06,1.3369127776472275e-05,6.9231260082449519e-06,9.4674983092900487e-06,5.175666869851708e-06,2.4954161048893459e-07,1.8942093687425495e-09
1.7475,2.9680170348022765e-06,1.2947310144599708e-05,6.6764909304795302e-06,9.5544217440745394e-06,5.2665898177541841e-06,2.532274963936643e-07,1.9161115692944167e-09
1.75,3.0115119021462827e-06,1.2534155533267898e-05,6.4577915705998221e-06,9.6673522305687332e-06,5.3541242323417616e-06,2.5690870533466563e-07,1.9345860195461166e-09
1.7525,3.0718685230766705e-06,1.2134745871575641e-05,6.266926022576803e-06,9.8054623878270527e-06,5.4378775068882796e-06,2.6058498507579627e-07,1.9495918618710136e-09
1.755,3.1485036431836153e-06,1.1753518688996189e-05,6.1037193271806281e-06,9.9679553931475341e-06,5.5174538875377035e-06,2.6425567926204765e-07,1.9611221607446677e-09
1.7575,3.240495361611004e-06,1.1394286792980724e-05,5.9679371930716063e-06,1.01534708143382e-05,5.5925258296237557e-06,2.6792039622206026e-07,1.9692075346098226e-09
1.76,3.3466679384734466e-06,1.1060238053966085e-05,5.8592982253091482e-06,1.0359889983133226e-05,5.6627441074330736e-06,2.7157991892055575e-07,1.9739220985062979e-09
1.7625,3.4658722206946773e-06,1.0753886210913651e-05,5.7775499547112103e-06,1.0584737584490164e-05,5.7278370120370234e-06,2.7523545110892223e-07,1.9753901595046102e-09
1.765,3.5967088709729855e-06,1.0477149879033466e-05,5.7224419993009381e-06,1.0825967614360668e-05,5.787611997501815e-06,2.7888724516970812e-07,1.9737892732340937e-09
1.7675,3.7376068935203729e-06,1.0231512656433754e-05,5.6937954011976045e-06,1.1081599417768611e-05,5.8419872150644974e-06,2.8253588528308925e-07,1.9693464606133068e-09
1.77,3.8868800424413959e-06,1.001822375907404e-05,5.691557753129232e-06,1.1348553371336908e-05,5.8909385038431478e-06,2.8618234894842621e-07,1.9623303494006778e-09
1.7725,4.0428084767929341e-06,9.8380388006613394e-06,5.7159233511728289e-06,1.1623282027888287e-05,5.934537772227291e-06,2.8982776103743301e-07,1.9530401548051912e-09
1.775,4.203620848074096e-06,9.6915409419676069e-06,5.7671265114783173e-06,1.190228877201377e-05,5.9729407164577136e-06,2.9347353074458933e-07,1.941796159652345e-09
1.7775,4.3674689263377343e-06,9.5790943907922381e-06,5.8453149975323372e-06,1.2182099361862833e-05,6.0065005383496019e-06,2.9712125842832001e-07,1.9289282436388476e-09
1.78,4.532431319702058e-06,9.500957723824104e-06,5.951104474242622e-06,1.2459172746823523e-05,6.0356690622270517e-06,3.0077278807255807e-07,1.9147676192066206e-09
1.7825,4.6966013794805812e-06,9.4572268940766889e-06,6.0849537516058257e-06,1.2729960181879442e-05,6.0609642196111614e-06,3.044296897314e-07,1.8996385739637849e-09
1.785,4.8582721659318111e-06,9.4478883438493813e-06,6.2475472902398849e-06,1.2991084130872914e-05,6.0829356562129055e-06,3.080942088223509e-07,1.8838531402094705e-09
1.7875,5.0155241948214508e-06,9.4728734872888455e-06,6.4394835360103892e-06,1.3239238741575957e-05,6.1022479120703477e-06,3.1176878072957162e-07,1.8677091525932866e-09
1.79,5.1665364650734564e-06,9.5319832989063597e-06,6.6613371112850305e-06,1.3471204318372129e-05,6.1195701815894451e-06,3.1545612530677328e-07,1.8514880558416405e-09
1.7925,5.3095160534592522e-06,9.624951042468351e-06,6.9134400878530774e-06,1.3683945970463326e-05,6.1356169659278083e-06,3.191588825531937e-07,1.8354552516616118e-09
1.795,5.442744572326177e-06,9.7513309937824605e-06,7.1956247106842148e-06,1.3874647149664697e-05,6.1511729366637229e-06,3.2287867818720313e-07,1.8198602117874344e-09
1.7975,5.5647804635936791e-06,9.9105863933807656e-06,7.5073074444233068e-06,1.4040741827265961e-05,6.1669843203651909e-06,3.2661765651931083e-07,1.8049370335500499e-09
1.8,5.6738522494068637e-06,1.0101986124816811e-05,7.8473976381035893e-06,1.4179867912131427e-05,6.183900528624816e-06,3.3037802204503393e-07,1.7909042421842247e-09
1.8025,5.768499132954029e-06,1.0324572782229404e-05,8.2137400417347771e-06,1.4289923415641252e-05,6.2027200720124767e-06,3.3416185647416743e-07,1.7779643807035992e-09
1.805,5.8475197463031986e-06,1.0577067145977476e-05,8.6028860781641465e-06,1.4369084012946096e-05,6.2241863367960433e-06,3.3797171223692847e-07,1.7663024498960436e-09
1.8075,5.9099810287820117e-06,1.0857976670681565e-05,9.0104445662609813e-06,1.4416036040460378e-05,6.2490678982909662e-06,3.4181032762380915e-07,1.7560839420835465e-09
1.81,5.954950546366798e-06,1.1165388305649026e-05,9.4307772519318372e-06,1.442983497723285e-05,6.2781582872795398e-06,3.4567927606360109e-07,1.7474509636298e-09
1.8125,5.9812288064734373e-06,1.1497016609122706e-05,9.8570840826825168e-06,1.4409361391806858e-05,6.3121042030655318e-06,3.4958031585643582e-07,1.7405174905347618e-09
1.815,5.9886133624495226e-06,1.1850122485500512e-05,1.0281345950323192e-05,1.4354405296859965e-05,6.3515283844797829e-06,3.5351514954891619e-07,1.7353676355002994e-09
1.8175,5.976800092739132e-06,1.2221503075790998e-05,1.0694611401965359e-05,1.4265481265819844e-05,6.3972180157279547e-06,3.5748542769158143e-07,1.7320547193240679e-09
1.82,5.9459338553700295e-06,1.2607387489250725e-05,1.1087292382201294e-05,1.4143924770035478e-05,6.4500570604860715e-06,3.6149319320815494e-07,1.7306034301619082e-09
1.8225,5.8964393455631701e-06,1.300344455069201e-05,1.1449463961692406e-05,1.399106554497255e-05,6.5107626446211716e-06,3.6554024012182806e-07,1.7310127689574901e-09
1.825,5.8288865731781468e-06,1.3404745828411442e-05,1.1771296911141475e-05,1.3808505263950576e-05,6.5797541897629393e-06,3.6962843546010459e-07,1.7332592025672969e-09
1.8275,5.7441824779023076e-06,1.3805765869947537e-05,1.2043535539167369e-05,1.3598547809712378e-05,6.6574433189682728e-06,3.7375922800528267e-07,1.7372975510151514e-09
1.83,5.6436526601199294e-06,1.4200505132827598e-05,1.2258139189790675e-05,1.3363858051743262e-05,6.7444068514068686e-06,3.7793404482659113e-07,1.7430618798836747e-09
