Physical Time (s),etp_right Monitor (kg-m/s^3): right_cv1,etp_right Monitor (kg-m/s^3): right_cv2,etp_right Monitor (kg-m/s^3): right_cv3,etp_right Monitor (kg-m/s^3): right_cv4,etp_right Monitor (kg-m/s^3): right_cv5,etp_right Monitor (kg-m/s^3): right_cv6,etp_right Monitor (kg-m/s^3): right_cv7
2.0775,4.1064962217908723e-05,3.4202883970039883e-05,2.9221745924316103e-05,1.9018107267478123e-05,1.5819360072755309e-05,1.679523553283706e-06,-2.6435687973672653e-08
2.08,4.1338160452611785e-05,3.388578855144712e-05,2.8903047761559367e-05,1.8082735450252965e-05,1.5722744794584496e-05,1.7214080742138053e-06,-2.5770836654399967e-08
2.0825,4.1621333338728033e-05,3.3511091314828784e-05,2.8431141463483545e-05,1.7179373827708503e-05,1.5692904233016752e-05,1.7658522128682858e-06,-2.4945982994008216e-08
2.085,4.1913792838807427e-05,3.307257757107377e-05,2.7794034483678813e-05,1.6326448503891008e-05,1.5728802318592507e-05,1.8128114893918276e-06,-2.3965817433135349e-08
2.0875,4.2210668970810093e-05,3.2567521084981901e-05,2.6991280840411236e-05,1.5542143776987367e-05,1.5828767823825549e-05,1.8621723542523364e-06,-2.2835947088855417e-08
2.09,4.2507335870947704e-05,3.1992431728754649e-05,2.6027925566017892e-05,1.4841745550443875e-05,1.5989670402558627e-05,1.9138587053010859e-06,-2.1562733765367467e-08
2.0925,4.280208596342264e-05,3.1348233483401313e-05,2.491701954004422e-05,1.4241267452827542e-05,1.6208567185950463e-05,1.9677260931939218e-06,-2.0153242848713156e-08
2.095,4.3093474187317784e-05,3.0641443819287155e-05,2.3684078063631618e-05,1.3754143327768359e-05,1.6480364436238218e-05,2.0236613844629902e-06,-1.8615615078653586e-08
2.0975,4.337905354985626e-05,2.9880550256202286e-05,2.2364606681496189e-05,1.3393198292388001e-05,1.6800153124242837e-05,2.0815295828312005e-06,-1.6958219123310758e-08
2.1,4.3655577058636438e-05,2.908162999158949e-05,2.1005906083691715e-05,1.3168107149833746e-05,1.7162937210464905e-05,2.1411012173169735e-06,-1.5190237984447577e-08
2.1025,4.3922297830904481e-05,2.8266275808897039e-05,1.9665270260167583e-05,1.3082399890353976e-05,1.7562096207778952e-05,2.2022580899116747e-06,-1.3321048977782064e-08
2.105,4.4176720752151388e-05,2.7463242391691447e-05,1.840595921996806e-05,1.313705322493296e-05,1.7991301779826085e-05,2.2648257883009028e-06,-1.1360377743391561e-08
2.1075,4.4415585520416224e-05,2.6710220448199395e-05,1.7292879008564778e-05,1.332560348052692e-05,1.8443772219689794e-05,2.328641992096842e-06,-9.3184556423393033e-09
2.11,4.4636557181561154e-05,2.6043562773867382e-05,1.6387939304246441e-05,1.3643246859997802e-05,1.8915489328515259e-05,2.3935828025769742e-06,-7.2063651224631937e-09
2.1125,4.4838325707499322e-05,2.5504997786548963e-05,1.5742446370423543e-05,1.4079188411270918e-05,1.9398360632074431e-05,2.4594103939534512e-06,-5.0353174057973949e-09
2.115,4.5014435989911633e-05,2.5136173193600006e-05,1.5386694994277143e-05,1.462003299594684e-05,1.9886711472153004e-05,2.5259931309940812e-06,-2.817493114716049e-09
2.1175,4.5164378721737832e-05,2.4973959187054236e-05,1.5346878644424137e-05,1.5251451899332336e-05,2.0376186464465521e-05,2.593265727897797e-06,-5.654566503266927e-10
2.12,4.5284362432768038e-05,2.5047451730617474e-05,1.562139604511876e-05,1.5953822100628073e-05,2.0861279738916346e-05,2.661147706117197e-06,1.7073839895589077e-09
2.1225,4.5372242877650892e-05,2.5375800465117557e-05,1.619068777764196e-05,1.670770718663204e-05,2.1337213868549192e-05,2.7294452396739807e-06,3.9870611664266622e-09
2.125,4.5425209776262211e-05,2.5968631224901083e-05,1.7024159707239507e-05,1.7497429186427028e-05,2.1799397346841938e-05,2.7979589879815398e-06,6.2602064758212087e-09
2.1275,4.5440022685604831e-05,2.681032790525972e-05,1.8076693207872439e-05,1.8302857216290222e-05,2.2243134791571558e-05,2.8665771646071337e-06,8.5127164581053654e-09
2.13,4.5413444867459772e-05,2.7879346291139727e-05,1.9294728010245843e-05,1.9106709483442411e-05,2.2664479564390256e-05,2.9352119736672049e-06,1.0731126440799187e-08
2.1325,4.5342598002408572e-05,2.9132446474257039e-05,2.0622303566085707e-05,1.9896561020745648e-05,2.3059744016407807e-05,3.003761948712356e-06,1.2901931512074508e-08
2.135,4.5229010636164336e-05,3.0513876263170894e-05,2.1997910560781604e-05,2.0659409014594695e-05,2.3425433984856265e-05,3.0721773081609238e-06,1.5012532850242659e-08
2.1375,4.506971034405407e-05,3.1960635759686608e-05,2.3367493057484511e-05,2.1384122575951204e-05,2.3757752101174064e-05,3.1402990432366007e-06,1.7050070362620419e-08
2.14,4.4867954906983397e-05,3.340079749925904e-05,2.4682133323505419e-05,2.2062843725988364e-05,2.4054673620547496e-05,3.2080337128890516e-06,1.9002224829928932e-08
2.1425,4.4623170475564352e-05,3.4763698981645776e-05,2.5900040097182986e-05,2.2690893679935265e-05,2.4311500106206255e-05,3.2751863134961676e-06,2.0857508963666439e-08
2.145,4.4339828357896277e-05,3.5986812613632651e-05,2.6991884837452501e-05,2.3265501101777906e-05,2.4525716123909077e-05,3.3416593952015505e-06,2.2604093383255474e-08
2.1475,4.4021374867889169e-05,3.7021658960663315e-05,2.7939262902152964e-05,2.3785849277067736e-05,2.4694518565584971e-05,3.4072869345364804e-06,2.4230600849290117e-08
2.15,4.3672504096969108e-05,3.7838457928495822e-05,2.8732448967067186e-05,2.4252297320457484e-05,2.4816406470648258e-05,3.4719324153927943e-06,2.5726767608496513e-08
2.1525,4.3298918850641608e-05,3.8426984277862937e-05,2.9370364392877866e-05,2.4666285167594346e-05,2.4889604370958646e-05,3.535631781484295e-06,2.7082839566681757e-08
2.155,4.2907648172443257e-05,3.8793957959053926e-05,2.9858594365553168e-05,2.5031247127579286e-05,2.4914096866308644e-05,3.5982165411254976e-06,2.8290481520027158e-08
2.1575,4.2505090318580245e-05,3.896550685188455e-05,3.0207628286600298e-05,2.5350695559199579e-05,2.4888001195540563e-05,3.6597637518898466e-06,2.9342613232237071e-08
2.16,4.2100643251288294e-05,3.8967702367662676e-05,3.042578374709012e-05,2.5626865281846172e-05,2.4810572873998237e-05,3.7196644114498866e-06,3.0222755134116844e-08
2.1625,4.1699710734092214e-05,3.8843731486197515e-05,3.0546855154515616e-05,2.5865428646354672e-05,2.4686987206401415e-05,3.7779252366171579e-06,3.0947910029561216e-08
2.165,4.1306847293653459e-05,3.8616418295302283e-05,3.0575892413120253e-05,2.6067190776016454e-05,2.4514514728147576e-05,3.8349983344242693e-06,3.1506725867541409e-08
2.1675,4.0931766939783963e-05,3.8318652126442088e-05,3.0532425239694929e-05,2.6234315596343614e-05,2.4293379916082476e-05,3.8910730835749031e-06,3.1893821705392131e-08
2.17,4.0581280219975611e-05,3.7983222415070945e-05,3.0438274569295803e-05,2.6368472457947272e-05,2.4018761366292992e-05,3.9458010353650645e-06,3.21069308947752e-08
2.1725,4.0260587491505704e-05,3.7634422541744574e-05,3.0311059316873311e-05,2.6470263723569125e-05,2.3692127036188429e-05,3.9992145263343291e-06,3.2145220148614622e-08
2.175,3.9974972324484261e-05,3.7289450368168216e-05,3.0165597307231765e-05,2.6533601957976471e-05,2.3322777188190199e-05,4.051443060559975e-06,3.2009331208705651e-08
2.1775,3.9729715929652752e-05,3.6959516877780244e-05,3.0015787312994679e-05,2.6551550701862903e-05,2.2907185278836963e-05,4.1023911336870274e-06,3.1700499304090092e-08
2.18,3.9527798921035382e-05,3.6653236981939012e-05,2.987415509637203e-05,2.651860537076494e-05,2.24464760681534e-05,4.1523549109013815e-06,3.1223116498514238e-08
2.1825,3.9371900538318042e-05,3.6375895064710368e-05,2.9751090550302466e-05,2.6429732048302006e-05,2.1944226282416485e-05,4.2017349692327698e-06,3.0581461553642061e-08
2.185,3.9266005549272935e-05,3.612951861843969e-05,2.9654216815824888e-05,2.627498685911737e-05,2.1404888371866508e-05,4.2508611248746617e-06,2.9780617149782769e-08
2.1875,3.9209794781932294e-05,3.5913789376851719e-05,2.9589080037596421e-05,2.6050568186234292e-05,2.0832864755315881e-05,4.2997762435665916e-06,2.8828044972464156e-08
2.19,3.9206034695950137e-05,3.5727094287856723e-05,2.9556176133741909e-05,2.5752487420284222e-05,2.0234430994890767e-05,4.3484668421102953e-06,2.7727383697840038e-08
2.1925,3.9251611163806155e-05,3.5567180875242322e-05,2.9559608281889576e-05,2.5374722856595492e-05,1.9615398332030383e-05,4.3971228926018587e-06,2.648685582296098e-08
2.195,3.9346476054645051e-05,3.5429179299633303e-05,2.959385198788542e-05,2.492080846300794e-05,1.8982286462975261e-05,4.4456790280615549e-06,2.5115293446465992e-08
2.1975,3.9489870018168288e-05,3.5302178956515712e-05,2.9656250251767651e-05,2.4392479561999391e-05,1.8343093136495014e-05,4.4952755551500734e-06,2.3629062410294282e-08
2.2,3.9671273487340081e-05,3.5184509995424859e-05,2.9733192861854503e-05,2.3782405664290571e-05,1.7696982400121787e-05,4.5450537186181866e-06,2.2013000154412531e-08
2.2025,3.9899490683533903e-05,3.5068957053555828e-05,2.9814674498175848e-05,2.3096888677758735e-05,1.7059953730464555e-05,4.5946043348106553e-06,2.0285070533387376e-08
2.205,4.0165678825203967e-05,3.4943007147729546e-05,2.9880719649580733e-05,2.2346356797442607e-05,1.6439731034935118e-05,4.644448506746045e-06,1.8460462243430092e-08
2.2075,4.0463153175035307e-05,3.4795360519077226e-05,2.9904874624951027e-05,2.1542027132305474e-05,1.5841518340403575e-05,4.6949703906121053e-06,1.6552599665039856e-08
2.21,4.0789161226394796e-05,3.4616619036917818e-05,2.986022123161688e-05,2.0696440109954722e-05,1.5270520454630389e-05,4.7468565726681165e-06,1.4574045821053755e-08
2.2125,4.1138772373393594e-05,3.4395325089949242e-05,2.9719471402579726e-05,1.9822307016153224e-05,1.4734747761376637e-05,4.8002830872296397e-06,1.253660120986529e-08
2.215,4.1505754311074435e-05,3.4121403460342427e-05,2.9448735034760637e-05,1.8933797624127211e-05,1.4242451392856988e-05,4.8553327509645667e-06,1.0451699983790839e-08
2.2175,4.1885618714367049e-05,3.3784492986638261e-05,2.9021071379959966e-05,1.8046248282731075e-05,1.3799855526893853e-05,4.9124904493734089e-06,8.3289156872407565e-09
2.22,4.2271088941807657e-05,3.3375710161862826e-05,2.8420541810944575e-05,1.717639227397288e-05,1.3413742006580951e-05,4.972020167488622e-06,6.1777570296734644e-09
2.2225,4.2659512287509139e-05,3.2889156133870091e-05,2.7643013112817767e-05,1.6341902510563372e-05,1.3088525413202655e-05,5.0341631285990328e-06,4.0075337797569818e-09
2.225,4.3046688032259558e-05,3.2322436915613288e-05,2.6693577368256852e-05,1.5559454245628882e-05,1.2829471009024117e-05,5.0991901438675622e-06,1.8285029831717836e-09
2.2275,4.3428563788659263e-05,3.1674962946494592e-05,2.5584689748636781e-05,1.4845111901824417e-05,1.2641025129965171e-05,5.1674029107468582e-06,-3.479023591987614e-10
2.23,4.380306355062055e-05,3.0952313599479607e-05,2.4341514436274564e-05,1.4215395228880546e-05,1.2525814458086934e-05,5.239015430424159e-06,-2.5078859089120547e-09
2.2325,4.4169161690818988e-05,3.0162459485949669e-05,2.3001115868888349e-05,1.3685505688011339e-05,1.2483558079671274e-05,5.3143176110061509e-06,-4.6353169674577344e-09
2.235,4.4521140645385254e-05,2.9322770436044058e-05,2.1610951414645168e-05,1.3269361334218088e-05,1.2513880556507635e-05,5.3938371435079255e-06,-6.7123918658261877e-09
2.2375,4.4858484806009272e-05,2.8457045258267459e-05,2.0227840917634284e-05,1.297728006501325e-05,1.2616567299962715e-05,5.4778241864114003e-06,-8.7218521763182785e-09
2.24,4.517815251415241e-05,2.7599111292999249e-05,1.8915413995851951e-05,1.2817090207426736e-05,1.2788206898140717e-05,5.566612588333585e-06,-1.0648010573020889e-08
2.2425,4.5477475585484302e-05,2.6789433243928252e-05,1.7737574952699725e-05,1.2791246890031443e-05,1.3024536996112066e-05,5.6603011297515351e-06,-1.2477551841903418e-08
2.245,4.5752771703720327e-05,2.6073907253002779e-05,1.675576880285472e-05,1.2898447206028545e-05,1.3321574058247434e-05,5.7596870042331136e-06,-1.4197837246479454e-08
2.2475,4.5997099686765855e-05,2.5504299287900888e-05,1.6026106587969847e-05,1.3127887802812221e-05,1.3672708029211697e-05,5.863649977830933e-06,-1.5816620679078139e-08
2.25,4.6218927768092268e-05,2.5124167733952875e-05,1.5569034201564232e-05,1.3487601948207056e-05,1.4075525023376809e-05,5.9750293890061522e-06,-1.7286230962959737e-08
2.2525,4.6401519993022143e-05,2.4981509845438539e-05,1.5425058139321928e-05,1.3955371995553133e-05,1.4513371860464126e-05,6.0932111989984932e-06,-1.8604868482947023e-08
2.255,4.6543179080788825e-05,2.5113793095606656e-05,1.5597204475578013e-05,1.4515948058005666e-05,1.4980832312453664e-05,6.2179701305820237e-06,-1.9765306341448904e-08
2.2575,4.6643981509274864e-05,2.5541920506460218e-05,1.6066241886247877e-05,1.5155061965178056e-05,1.5474369705369991e-05,6.3490543478894325e-06,-2.0757152039769859e-08
2.26,4.6699698673469809e-05,2.6269904853391629e-05,1.6804883397866259e-05,1.5855057600158573e-05,1.5984726256161507e-05,6.4868382986489493e-06,-2.1569163465363311e-08
2.2625,4.6705672799729517e-05,2.7278817144785575e-05,1.7775345575171576e-05,1.660023779103555e-05,1.650349925848631e-05,6.6316340924946136e-06,-2.2188870961985098e-08
2.265,4.6660121325746193e-05,2.8531578245537575e-05,1.8928515923119072e-05,1.7374287845383075e-05,1.7022807299030825e-05,6.7834539433205425e-06,-2.2603021822240131e-08
2.2675,4.656086179481299e-05,2.9965180569130102e-05,2.0209466201877778e-05,1.8156192864105414e-05,1.7537025813951228e-05,6.9425654914486603e-06,-2.2797930105316656e-08
2.27,4.6407551040042444e-05,3.1513048625717393e-05,2.1562851429289978e-05,1.8932590492771844e-05,1.8040426501810882e-05,7.1086506172531698e-06,-2.276090345678857e-08
2.2725,4.6200297574972514e-05,3.3091931300890564e-05,2.2931731706222692e-05,1.9691623195152297e-05,1.8526676806124181e-05,7.2816698779572954e-06,-2.2481333443649975e-08
2.275,4.5941432034772425e-05,3.4618152993263687e-05,2.426901695849049e-05,2.0421978090159192e-05,1.8990216777603097e-05,7.4615718820899898e-06,-2.1953208087494597e-08
2.2775,4.563206474306599e-05,3.6012845943477269e-05,2.5531372067316389e-05,2.1115212039439735e-05,1.9425908600755982e-05,7.6484135600839109e-06,-2.1175862227228489e-08
2.28,4.5277331662796911e-05,3.7212586515589631e-05,2.6684877002221882e-05,2.1765589976353567e-05,1.9829763613169834e-05,7.8423382582571507e-06,-2.0154556517686753e-08
2.2825,4.4882751906969089e-05,3.8174559772152294e-05,2.7706631209624274e-05,2.2368930513498533e-05,2.0197449382141226e-05,8.0430368477432361e-06,-1.8898351414415847e-08
2.285,4.4453827319638852e-05,3.8878675016995963e-05,2.8583040775499463e-05,2.2923235511342728e-05,2.0526192155902321e-05,8.2500485708141634e-06,-1.7417334744106649e-08
2.2875,4.3996809798491227e-05,3.9331858032576556e-05,2.9307446659429755e-05,2.3428772468746551e-05,2.0811767768254312e-05,8.4637350034984789e-06,-1.5698336927937389e-08
2.29,4.3526343356140344e-05,3.9549984295226167e-05,2.9889129305985357e-05,2.3882838164273111e-05,2.1053599503086103e-05,8.6819344013787275e-06,-1.3785247886011046e-08
2.2925,4.3043097185839096e-05,3.9575763504665429e-05,3.0324422314410543e-05,2.4291516245958493e-05,2.1249145207026053e-05,8.9049323808614979e-06,-1.1673093937108232e-08
2.295,4.2556023604817398e-05,3.9445451191578171e-05,3.0630602174944758e-05,2.4656939870673858e-05,2.1395507745600499e-05,9.1321420743603009e-06,-9.3630992713693511e-09
2.2975,4.2075225456043855e-05,3.9199015102508222e-05,3.082402697236398e-05,2.4981632509654533e-05,2.1490881485709142e-05,9.3628700801552692e-06,-6.8610149409744123e-09
2.3,4.1610372637876342e-05,3.8875649033568185e-05,3.0918926153057001e-05,2.5267206706251773e-05,2.1536411526647745e-05,9.5963423541464351e-06,-4.1768550403458287e-09
2.3025,4.1171597594035687e-05,3.850896604323883e-05,3.0933856016204592e-05,2.5514239860665811e-05,2.1532993747554938e-05,9.8319703828072635e-06,-1.3242011771153382e-09
2.305,4.0765566972961791e-05,3.8126004070056467e-05,3.0889770381554375e-05,2.5723750968874079e-05,2.1479366601078337e-05,1.0068244535669457e-05,1.6785877042103574e-09
2.3075,4.0399304288942239e-05,3.774809007445231e-05,3.0804649047950095e-05,2.5896727307327815e-05,2.137902253724136e-05,1.0304236379149549e-05,4.8104251729607823e-09
2.31,4.0077767418063581e-05,3.7389008239317015e-05,3.0694091454774859e-05,2.6033448747823666e-05,2.1232866609025744e-05,1.0538950556127823e-05,8.0463447583096509e-09
2.3125,3.9805025720737534e-05,3.7058121218813656e-05,3.0572780805891715e-05,2.6130008701456211e-05,2.1039074568568279e-05,1.077158401109726e-05,1.1361452256622548e-08
2.315,3.9585778204390239e-05,3.6760782110766444e-05,3.0454430338857895e-05,2.6179973067718979e-05,2.0792113722685311e-05,1.1000901690957189e-05,1.4732872493544032e-08
2.3175,3.9421933284173739e-05,3.6498826754430069e-05,3.0350307085874456e-05,2.617746855693445e-05,2.0499214657958571e-05,1.1225557273564932e-05,1.8141827305986777e-08
2.32,3.9316824656274306e-05,3.6272313982148645e-05,3.0269558365021202e-05,2.6113829160740785e-05,2.0158512250549408e-05,1.1444485373880029e-05,2.1573545335153804e-08
2.3225,3.927104932932924e-05,3.6078741768847012e-05,3.0219096465706466e-05,2.5982304211092951e-05,1.977269310170211e-05,1.1657038975355697e-05,2.5015402179732542e-08
2.325,3.9292463122923965e-05,3.5917695997095977e-05,3.020417637011525e-05,2.5782455997320322e-05,1.9346478553142759e-05,1.1862809720746739e-05,2.8430757935470215e-08
2.3275,3.9353648408580891e-05,3.5777420048155187e-05,3.0217220384012416e-05,2.550439015745742e-05,1.8879142342568135e-05,1.2060482736977126e-05,3.1838856550784423e-08
2.33,3.9477835411225184e-05,3.565933105708913e-05,3.0259381766405302e-05,2.5148405914700914e-05,1.8381201732568444e-05,1.2248488249693421e-05,3.5210410058860069e-08
2.3325,3.9661772290151628e-05,3.5556888645639621e-05,3.032515582924722e-05,2.4718026407848747e-05,1.7859725062795949e-05,1.2426557080169915e-05,3.8518689597387641e-08
2.335,3.989577287667259e-05,3.5458219419550392e-05,3.0402198604307697e-05,2.4210892135369052e-05,1.7319730792613498e-05,1.2594290701561832e-05,4.1740717033672765e-08
2.3375,4.0174755095294158e-05,3.5352534327229485e-05,3.0472223492824171e-05,2.3627068726837819e-05,1.6766404960585734e-05,1.2751319850076191e-05,4.4857268559459824e-08
2.34,4.0493177296581401e-05,3.5229441996201132e-05,3.0512593284690437e-05,2.2971567981190317e-05,1.6206339086459839e-05,1.2896128753331417e-05,4.7853609962992311e-08
2.3425,4.0843662023818979e-05,3.5079174495033502e-05,3.0496202232481633e-05,2.2251530859839964e-05,1.5647553298851798e-05,1.3027965923205723e-05,5.0718447085425336e-08
2.345,4.1221969262036149e-05,3.4889982463077192e-05,3.0396387145224148e-05,2.1477676391218623e-05,1.5097259222257239e-05,1.3147777451706647e-05,5.3442465386848863e-08
2.3475,4.1621849067645734e-05,3.4649314154663743e-05,3.0175517503761454e-05,2.0662059713709349e-05,1.4563407524776592e-05,1.3255952075301758e-05,5.601696389455124e-08
2.35,4.203553508271685e-05,3.4344681548188297e-05,2.9804139325361033e-05,1.9816667202351163e-05,1.4053821653362816e-05,1.3351152604893718e-05,5.8431809526346457e-08
2.3525,4.2458470489848035e-05,3.3966687047902131e-05,2.9258991012353916e-05,1.8955925173947571e-05,1.357588603408825e-05,1.3433846322907698e-05,6.0672809283428949e-08
2.355,4.2876993509414082e-05,3.3499560313795679e-05,2.8527020248718666e-05,1.8093082787115113e-05,1.3136118018685806e-05,1.3503915163369588e-05,6.2738649937482051e-08
2.3575,4.3307466414004828e-05,3.2958258778459075e-05,2.7619991936861227e-05,1.7249698965976498e-05,1.2745769035513682e-05,1.3561261364373526e-05,6.4584674821474894e-08
2.36,4.372883111014611e-05,3.2321090148405279e-05,2.6539472170381008e-05,1.6434974624082092e-05,1.2405006453417621e-05,1.360527100645491e-05,6.6204314384972454e-08
2.3625,4.4137429237091794e-05,3.1588903201601743e-05,2.5303408594332429e-05,1.566603013211484e-05,1.2120707185992126e-05,1.3635717946920773e-05,6.7597245869875118e-08
2.365,4.4535208039213257e-05,3.0771720238501822e-05,2.3947062948798232e-05,1.496190157975121e-05,1.1899807457884713e-05,1.3652355637423177e-05,6.8768541624768247e-08
2.3675,4.4919941830597556e-05,2.9885153397402598e-05,2.2516332027493491e-05,1.433865653695208e-05,1.1746555351548965e-05,1.3654283500593881e-05,6.9725100352633649e-08
2.37,4.5286703921858614e-05,2.8951191209454545e-05,2.1066181190373416e-05,1.3811137269611119e-05,1.1663619161044773e-05,1.3641088580476535e-05,7.0470785588263598e-08
2.3725,4.5634706456577479e-05,2.800086474243934e-05,1.9657006142671676e-05,1.3392483839620128e-05,1.1650888682122733e-05,1.3612808599170451e-05,7.1003495320687944e-08
2.375,4.595926764940102e-05,2.7075987640201455e-05,1.8352987666477195e-05,1.3093860845323346e-05,1.1707998821663262e-05,1.357048744361235e-05,7.1316105543818616e-08
2.3775,4.6257651750447612e-05,2.6224917200232632e-05,1.7216158305773813e-05,1.2922614391656702e-05,1.1833356511479865e-05,1.351522687527637e-05,7.1401299066582803e-08
2.38,4.6526433775836866e-05,2.5505734363420328e-05,1.6303343720047765e-05,1.2881923349945137e-05,1.2023082810980127e-05,1.3448098725177067e-05,7.1257269313699218e-08
2.3825,4.6761317193202383e-05,2.4977687630424753e-05,1.5657979356317509e-05,1.297067353409351e-05,1.2272859877032828e-05,1.3370175771331588e-05,7.0891241103052751e-08
2.385,4.6958563315333087e-05,2.4696687666979094e-05,1.5306684708441498e-05,1.3183945611563699e-05,1.2578692970620016e-05,1.3282138088933543e-05,7.0319146842264386e-08
2.3875,4.7113983743145308e-05,2.4707881764854399e-05,1.5266665850876293e-05,1.3515357107232264e-05,1.2933940915001843e-05,1.3185205683153481e-05,6.956118705513262e-08
2.39,4.7223084637959684e-05,2.5041077314949076e-05,1.553351370094475e-05,1.3953356088831126e-05,1.3329833049885605e-05,1.3080672728407464e-05,6.8635920413386205e-08
2.3925,4.7281438085721667e-05,2.5709614366560447e-05,1.6085128271995814e-05,1.4485376043099081e-05,1.3759322289040536e-05,1.2970450886957636e-05,6.7557108004123709e-08
2.395,4.7284525401552516e-05,2.6698151294432272e-05,1.6890117714540016e-05,1.5095662985656445e-05,1.4215270301576197e-05,1.2856152914968187e-05,6.6334363900090426e-08
2.3975,4.7231221307074766e-05,2.7968726429034527e-05,1.7907549924258335e-05,1.5766319098199251e-05,1.4690659471896232e-05,1.2738315097227365e-05,6.4976861449204533e-08
2.4,4.711692152255967e-05,2.9451041106076177e-05,1.9084544704533766e-05,1.6481356790495027e-05,1.5175382132542292e-05,1.2619383572420139e-05,6.3496692131899015e-08
2.4025,4.6942633061416181e-05,3.1071888517807087e-05,2.0369239032270344e-05,1.7224736425108316e-05,1.566419043231157e-05,1.2500902859524453e-05,6.1911233954980642e-08
2.405,4.6708016711114989e-05,3.2735846296598051e-05,2.1706700770162532e-05,1.7977931238011539e-05,1.614898225047069e-05,1.238516211448753e-05,6.0241501135124579e-08
2.4075,4.6414268930781527e-05,3.4348913441544101e-05,2.3044539840942536e-05,1.8728226014516521e-05,1.6624692581728738e-05,1.2274275153996704e-05,5.8511080381842492e-08
2.41,4.6064622793924327e-05,3.5819898849249294e-05,2.4339764421968082e-05,1.9464455126436805e-05,1.708509826754912e-05,1.2169759468988e-05,5.6743694524281019e-08
2.4125,4.5662561461933909e-05,3.7079357757950043e-05,2.5552545941343736e-05,2.0174698460542513e-05,1.7524762133404075e-05,1.2073882072016741e-05,5.496318609739564e-08
2.415,4.5214034730651377e-05,3.8078654500055915e-05,2.6652792674381108e-05,2.0851411570340882e-05,1.7939311070976831e-05,1.1988632097624984e-05,5.3192316008227031e-08
2.4175,4.4726096015650093e-05,3.87963157933917e-05,2.7621143664435371e-05,2.1488430969799122e-05,1.832436367889755e-05,1.1915749323499466e-05,5.1452601718374955e-08
2.42,4.4209180174747846e-05,3.9235858932767332e-05,2.8439151249376772e-05,2.2080057456064641e-05,1.8675498101353715e-05,1.1855875492397265e-05,4.9747180789805714e-08
2.4225,4.3667574746247598e-05,3.9435402051734161e-05,2.9123901803582515e-05,2.2626405096445927e-05,1.8991753362917004e-05,1.1815577704777197e-05,4.812164138629966e-08
2.425,4.3112636019420734e-05,3.9427128040760896e-05,2.9664125795804718e-05,2.3126979453003144e-05,1.9270967265731107e-05,1.1790891707004193e-05,4.6600008481234208e-08
2.4275,4.2555502201814221e-05,3.9252493059792569e-05,3.0066745491268252e-05,2.3581595522988815e-05,1.9509214839799575e-05,1.1781862310510438e-05,4.5201942487259155e-08
2.43,4.2005001322673879e-05,3.8959360963892773e-05,3.034753538329405e-05,2.3991308564759669e-05,1.9704175676444403e-05,1.1791277760256989e-05,4.3947341631300448e-08
2.4325,4.1470796270782778e-05,3.8592306400926657e-05,3.0520314787308368e-05,2.4357898215558962e-05,1.9854442137206069e-05,1.1820933714555884e-05,4.2859991391213372e-08
2.435,4.0963000752974832e-05,3.8187489559937814e-05,3.0601604409183788e-05,2.4682986599601009e-05,1.9958167465137302e-05,1.1872051949252525e-05,4.1968758128999702e-08
2.4375,4.0491510465180938e-05,3.7773141027451286e-05,3.0609973401732344e-05,2.4967926998781688e-05,2.0015483549813404e-05,1.1944565539022765e-05,4.1305629077813863e-08
2.44,4.006402959779496e-05,3.7370117703148134e-05,3.0565627249520651e-05,2.521294994042589e-05,2.0025499108432629e-05,1.2037532159497004e-05,4.0900280985687687e-08
2.4425,3.9687659281995839e-05,3.6993401488900485e-05,3.0486174591162487e-05,2.5416693892277091e-05,1.998816041640425e-05,1.2150319457787237e-05,4.077363927062293e-08
2.445,3.9366894599006204e-05,3.6651534282123113e-05,3.0386737128311925e-05,2.5578739245835944e-05,1.9906752889749252e-05,1.2282207497525444e-05,4.0932879920962881e-08
2.4475,3.9107020606133401e-05,3.634878452555384e-05,3.028178337198787e-05,2.5696345029563892e-05,1.9785800156810098e-05,1.2433997864644707e-05,4.1373269919356411e-08
2.45,3.8910959945498361e-05,3.6086747179220994e-05,3.018442563937184e-05,2.5764970556742897e-05,1.9620168375191585e-05,1.2603819424943106e-05,4.2086945529341895e-08
2.4525,3.8781171497054419e-05,3.5864621917834276e-05,3.0105700149617025e-05,2.5780353604676498e-05,1.9404090080156068e-05,1.2790617822235286e-05,4.3069895581670155e-08
2.455,3.8717323703556265e-05,3.5680483659399393e-05,3.0053436568744468e-05,2.5736184907292398e-05,1.9143971728850627e-05,1.2993337875207538e-05,4.4326489437565703e-08
2.4575,3.8724535043154066e-05,3.5531034668880955e-05,3.00323899389107e-05,2.5623239429320766e-05,1.884028855078268e-05,1.3211074744954412e-05,4.5866564884574218e-08
2.46,3.8797812656970954e-05,3.5411496018480613e-05,3.004393812895895e-05,2.5439815820568905e-05,1.8493293820218363e-05,1.3442633371620443e-05,4.7698985205000324e-08
2.4625,3.8935755846095083e-05,3.5314643705052749e-05,3.0086438645148212e-05,2.5182284243371858e-05,1.810565779957436e-05,1.3686019979142568e-05,4.982730240584027e-08
2.465,3.9135740208578788e-05,3.5232812666222921e-05,3.0153458022386915e-05,2.4848127456096119e-05,1.7681488411804624e-05,1.3939536446800951e-05,5.2248023493714577e-08
