Physical Time (s),enth_flux_enthalpy_top Monitor (kg-m/s^3): top_cv1,enth_flux_enthalpy_top Monitor (kg-m/s^3): top_cv2,enth_flux_enthalpy_top Monitor (kg-m/s^3): top_cv3,enth_flux_enthalpy_top Monitor (kg-m/s^3): top_cv4,enth_flux_enthalpy_top Monitor (kg-m/s^3): top_cv5,enth_flux_enthalpy_top Monitor (kg-m/s^3): top_cv6,enth_flux_enthalpy_top Monitor (kg-m/s^3): top_cv7
3.3575,-1.7615986055685596e-08,-3.3081179379196723e-08,-4.9134204053774225e-08,-6.6122674215264475e-08,-8.6341069587560502e-08,-1.2133437472419446e-07,-7.022635562566274e-08
3.36,-1.613612912978676e-08,-3.1430136549793596e-08,-4.740389597754499e-08,-6.4420595793979176e-08,-8.4750326817693108e-08,-1.2002249472415328e-07,-6.8758708429536972e-08
3.3625,-1.4660405302835435e-08,-2.9787410244774879e-08,-4.5682165139053086e-08,-6.2721677525241442e-08,-8.3154392894587505e-08,-1.1869512706362404e-07,-6.7278461003182309e-08
3.365,-1.3204471567684394e-08,-2.8171401237483938e-08,-4.398990604598869e-08,-6.1048593567211589e-08,-8.1576904776844686e-08,-1.173763757515176e-07,-6.5811553923474045e-08
3.3675,-1.1784077912806175e-08,-2.6600298113299851e-08,-4.2347003751400637e-08,-5.9421995934212526e-08,-8.0040100294976298e-08,-1.1609044842362192e-07,-6.4381048190256135e-08
3.37,-1.0415085436231171e-08,-2.509202058578967e-08,-4.0772180413915263e-08,-5.7860803465423248e-08,-7.856453181261532e-08,-1.14859973823616e-07,-6.301227269153529e-08
3.3725,-9.1132552878174301e-09,-2.3664128580161635e-08,-3.9284043517989678e-08,-5.6384820790971741e-08,-7.7171486837698379e-08,-1.1370795179461427e-07,-6.1728296836137692e-08
3.375,-7.8932164662123465e-09,-2.2332624194744698e-08,-3.7900052171012834e-08,-5.5013773878889813e-08,-7.5882366726351764e-08,-1.1265708113508445e-07,-6.0553847664662573e-08
3.3775,-6.7686078881444091e-09,-2.1112176373919644e-08,-3.6636970593307546e-08,-5.3767339398916989e-08,-7.4717961159664637e-08,-1.1172945135811195e-07,-5.9510751923712378e-08
3.38,-5.7507849656090204e-09,-2.0015136281818199e-08,-3.550966442087568e-08,-5.2663382145891078e-08,-7.3698282067268359e-08,-1.1094754183639037e-07,-5.862412589407721e-08
3.3825,-4.8491882432888328e-09,-1.9052697415959065e-08,-3.4531960545976594e-08,-5.1717785271959331e-08,-7.2841577689212629e-08,-1.1033164712306026e-07,-5.791702959293309e-08
3.385,-4.0720196401010457e-09,-1.8235177594360231e-08,-3.3715628848182208e-08,-5.0943146271900576e-08,-7.2161897898510175e-08,-1.0989573973677705e-07,-5.740428973733891e-08
3.3875,-3.4264774855873659e-09,-1.7571054615770949e-08,-3.3069170823704189e-08,-5.0348697517927404e-08,-7.166973550301504e-08,-1.0965200820964616e-07,-5.7100057797055942e-08
3.39,-2.9195158518004357e-09,-1.7067298274060444e-08,-3.2598953752191953e-08,-4.9941683053318044e-08,-7.1373568427366724e-08,-1.0961153408990187e-07,-5.7018397115331383e-08
3.3925,-2.5573286452936342e-09,-1.6729723936885348e-08,-3.2311149264059036e-08,-4.9729725974571569e-08,-7.1282352409372528e-08,-1.0978357869430788e-07,-5.7174194356785314e-08
3.395,-2.3458673520267016e-09,-1.6564507652659769e-08,-3.2212682629341248e-08,-4.971949695548959e-08,-7.1402567814954485e-08,-1.1017493096072016e-07,-5.7573408656103786e-08
3.3975,-2.291854385689858e-09,-1.6579733152860229e-08,-3.2312641235217325e-08,-4.9919361945012489e-08,-7.1742739438783834e-08,-1.1079537002193103e-07,-5.8229264420913835e-08
3.4,-2.4035190440070956e-09,-1.6785812272792918e-08,-3.2622497132330537e-08,-5.0340106507412705e-08,-7.2312927259195358e-08,-1.1165508469559173e-07,-5.9154968770839428e-08
3.4025,-2.6905516384317709e-09,-1.7194560179430789e-08,-3.3155106986983564e-08,-5.0994901239124415e-08,-7.3125660263735381e-08,-1.1276581634311535e-07,-6.0366037941461134e-08
3.405,-3.1628026253912435e-09,-1.7816912591502253e-08,-3.3921865445042656e-08,-5.189619510165602e-08,-7.4193358514134874e-08,-1.1413879342971955e-07,-6.1877381112814701e-08
3.4075,-3.8288346746303799e-09,-1.8661379727579702e-08,-3.4931176804889015e-08,-5.3052822352442668e-08,-7.5524476090441905e-08,-1.1577941345434647e-07,-6.3698234394490925e-08
3.41,-4.6942832498731889e-09,-1.9733248862480547e-08,-3.6188610362418421e-08,-5.4470110533192205e-08,-7.7123147406733269e-08,-1.1769023615236581e-07,-6.5833748175862071e-08
3.4125,-5.7621266616574452e-09,-2.1035657235796764e-08,-3.7697927655540805e-08,-5.6151098880050029e-08,-7.8991628251470818e-08,-1.1987093695722821e-07,-6.8286265786521352e-08
3.415,-7.0332300631226477e-09,-2.2569756903244017e-08,-3.9460203383086611e-08,-5.8096347914537292e-08,-8.1129837551111456e-08,-1.2231859820219393e-07,-7.1055759052237472e-08
3.4175,-8.5061580486405404e-09,-2.4333504682513948e-08,-4.1472451823922782e-08,-6.0302770980856801e-08,-8.3533528272394792e-08,-1.2502517074011389e-07,-7.4137508109583948e-08
3.42,-1.0176461623218519e-08,-2.6320760553107777e-08,-4.3727220765129072e-08,-6.2763067344718741e-08,-8.6194058067645437e-08,-1.2797875952180563e-07,-7.7522350815721948e-08
3.4225,-1.203619502672996e-08,-2.852159057145818e-08,-4.6213123626721796e-08,-6.5464146274395235e-08,-8.9096927650682352e-08,-1.3116116584234897e-07,-8.1194532722186581e-08
3.425,-1.4074159499167647e-08,-3.0922797598017103e-08,-4.8914686774392213e-08,-6.8387153587137631e-08,-9.2221227141870745e-08,-1.3454840326415519e-07,-8.5133170223639389e-08
3.4275,-1.6277108649791703e-08,-3.3508964589668598e-08,-5.1813484608959201e-08,-7.1510294574417793e-08,-9.5542861813056864e-08,-1.3811427036223035e-07,-8.9315252352664011e-08
3.43,-1.862929504326043e-08,-3.6261476951463767e-08,-5.4887685288857926e-08,-7.4809356786159693e-08,-9.9034742715738781e-08,-1.418272048322093e-07,-9.3709841123905319e-08
3.4325,-2.1112837323064702e-08,-3.9158779803893155e-08,-5.8112409226056953e-08,-7.8257572529109369e-08,-1.0266731428044798e-07,-1.4565340096481958e-07,-9.8287666458502262e-08
3.435,-2.3706989817704287e-08,-4.2175792992111605e-08,-6.1459038200895767e-08,-8.1823910129426882e-08,-1.0640672321796898e-07,-1.4955451387134483e-07,-1.030110360760396e-07
3.4375,-2.6388092549462544e-08,-4.5284464186305128e-08,-6.4895858124908708e-08,-8.5472782103833485e-08,-1.1021416121579905e-07,-1.5348661733070267e-07,-1.0783659547072179e-07
3.44,-2.9129555357054322e-08,-4.8454218395959383e-08,-6.8389254032099028e-08,-8.9166228430385089e-08,-1.1404719093097548e-07,-1.5740004738848116e-07,-1.1271569249700031e-07
3.4425,-3.1904947379659662e-08,-5.1655698716678454e-08,-7.1906992805168682e-08,-9.2867708341690293e-08,-1.1786495595762766e-07,-1.6124984780490917e-07,-1.1760530137961561e-07
3.445,-3.468827875512466e-08,-5.4860209439522246e-08,-7.5416412182940195e-08,-9.6540215044862917e-08,-1.216258270923373e-07,-1.6498856253108634e-07,-1.2245876223526439e-07
3.4475,-3.7455396751335807e-08,-5.8039917326563745e-08,-7.8884491996641546e-08,-1.0014770192043501e-07,-1.252902751819558e-07,-1.6857207870057979e-07,-1.2723104322539574e-07
3.45,-4.0182832395948558e-08,-6.1165991193046022e-08,-8.2276701271349959e-08,-1.0365181916392257e-07,-1.2881570599930866e-07,-1.7195137732666749e-07,-1.318717315785908e-07
3.4525,-4.2847465454907673e-08,-6.4209352300950842e-08,-8.5559361482493079e-08,-1.0701498312039185e-07,-1.3216075700063237e-07,-1.7508022064808344e-07,-1.3633252471836232e-07
3.455,-4.5424832046866436e-08,-6.7140442325114108e-08,-8.8699573840836722e-08,-1.1020062452335026e-07,-1.3528562575570186e-07,-1.779144119913281e-07,-1.4056622743682957e-07
3.4575,-4.7890570358867918e-08,-6.9931454362299389e-08,-9.1667026160084129e-08,-1.1317518998837875e-07,-1.3815448249369544e-07,-1.8041533485523189e-07,-1.4453077774785095e-07
3.46,-5.0222131353704835e-08,-7.2557774492833899e-08,-9.4434885514757134e-08,-1.1590925051513983e-07,-1.4073601194706368e-07,-1.8254975755269606e-07,-1.4818878453287146e-07
3.4625,-5.2400576697279776e-08,-7.4998937922749281e-08,-9.6980599310145866e-08,-1.1837791968266864e-07,-1.4300304380460104e-07,-1.8428795895444453e-07,-1.5150670634550326e-07
3.465,-5.4410104224597022e-08,-7.7237371184946284e-08,-9.9284830084604308e-08,-1.2056109396401197e-07,-1.4493348114937679e-07,-1.8560578432920747e-07,-1.5445404342144004e-07
3.4675,-5.6237511102479701e-08,-7.9257684895846039e-08,-1.0133041600499754e-07,-1.2244020245879711e-07,-1.4650605593918663e-07,-1.8647994079909285e-07,-1.5700204380774403e-07
3.47,-5.7871279850233927e-08,-8.1046137923337716e-08,-1.0310198918960542e-07,-1.2399821477261888e-07,-1.4770142891368546e-07,-1.8688890512820339e-07,-1.5912261384505599e-07
3.4725,-5.930117320134332e-08,-8.2590582776078619e-08,-1.0458571011802704e-07,-1.2521952281444451e-07,-1.4850335471545067e-07,-1.8681594949331786e-07,-1.6079491417681695e-07
3.475,-6.0517731681918939e-08,-8.3879906547875386e-08,-1.0576861379441403e-07,-1.2609039792502181e-07,-1.488991540225249e-07,-1.8625018163962617e-07,-1.6199817670661558e-07
3.4775,-6.1512760997151702e-08,-8.490439940141914e-08,-1.0663954595176114e-07,-1.2659973528983014e-07,-1.4887961742324196e-07,-1.8518493256898238e-07,-1.6271924648753748e-07
3.48,-6.2278905046288469e-08,-8.5655236417435999e-08,-1.0718927207793366e-07,-1.2673939829887202e-07,-1.4843785943991684e-07,-1.8361612957960997e-07,-1.6294595663055542e-07
3.4825,-6.2810146395563597e-08,-8.6125617009526474e-08,-1.0741177393347706e-07,-1.265052422961673e-07,-1.4757147178577564e-07,-1.8154493792925559e-07,-1.6267491370114383e-07
3.485,-6.3102646858469565e-08,-8.6311623667637478e-08,-1.0730430378352021e-07,-1.2589655126744029e-07,-1.4628266032522875e-07,-1.7897792194286057e-07,-1.6190391444300445e-07
3.4875,-6.3153842558526796e-08,-8.6211033619125237e-08,-1.0686539495356817e-07,-1.2491297917457379e-07,-1.4457333578741517e-07,-1.7592222564737217e-07,-1.6063233365888384e-07
3.49,-6.2962519109704169e-08,-8.5823278306010203e-08,-1.0609510944680276e-07,-1.2355547803704219e-07,-1.4244693573819076e-07,-1.7238808592856091e-07,-1.5886351946621174e-07
3.4925,-6.2529578264600039e-08,-8.5150128355289299e-08,-1.0499722111020272e-07,-1.2183033385302239e-07,-1.3991255518384346e-07,-1.683899657782055e-07,-1.5660215976807564e-07
3.495,-6.1858140421696824e-08,-8.4196368696992529e-08,-1.0357966309943643e-07,-1.1974913413689443e-07,-1.369852262579433e-07,-1.6395057417468096e-07,-1.5386299582075768e-07
3.4975,-6.0953795354237929e-08,-8.2970037333889571e-08,-1.0185376599930802e-07,-1.1732733763473323e-07,-1.3368471793739959e-07,-1.5909834079942777e-07,-1.5066793059028955e-07
3.5,-5.9824953450297494e-08,-8.1482560333727918e-08,-9.9834308049651812e-08,-1.1458421336190209e-07,-1.3003662638701431e-07,-1.5386740462520984e-07,-1.4704377699846704e-07
3.5025,-5.8482635665581967e-08,-7.974833996993533e-08,-9.753954375359875e-08,-1.1154247950716025e-07,-1.2606891032522011e-07,-1.4829322043428856e-07,-1.4301877631495541e-07
3.505,-5.6941120109617636e-08,-7.7785381060014359e-08,-9.499172525542521e-08,-1.0822935152657003e-07,-1.2181464468624274e-07,-1.4241853121440155e-07,-1.3862918202795634e-07
3.5075,-5.5217124448889296e-08,-7.5613949694954764e-08,-9.2214984381231706e-08,-1.0467346566937154e-07,-1.1730798333699887e-07,-1.3628723199612904e-07,-1.339099899364769e-07
3.51,-5.3329432905769771e-08,-7.3255839134413808e-08,-8.9234508954020521e-08,-1.0090489091969308e-07,-1.1258580052041923e-07,-1.2994730397362229e-07,-1.2890347919184739e-07
3.5125,-5.1298137499329093e-08,-7.0733870353515059e-08,-8.6077060787874462e-08,-9.6955611946325607e-08,-1.0768672938706726e-07,-1.2344882617245378e-07,-1.2365399999254926e-07
3.515,-4.914435463783948e-08,-6.8072410018230102e-08,-8.2771887962104618e-08,-9.2860753455342417e-08,-1.0265201153139954e-07,-1.1684298021054234e-07,-1.1820819912122307e-07
3.5175,-4.6890800962791562e-08,-6.5298572882846497e-08,-7.9351519899119952e-08,-8.8659100861654224e-08,-9.7526677810009948e-08,-1.1018502349850073e-07,-1.1261710542358031e-07
3.52,-4.4560997744083412e-08,-6.2440712134374482e-08,-7.5849226061926756e-08,-8.4389209036613998e-08,-9.2355897494748709e-08,-1.035309820394973e-07,-1.0693429084190888e-07
3.5225,-4.2179266353809701e-08,-5.9527927834087731e-08,-7.2298949752747888e-08,-8.0090770924417796e-08,-8.7187073970433894e-08,-9.6941072169997809e-08,-1.0121678852489763e-07
3.525,-3.9769227474366171e-08,-5.6588051950534077e-08,-6.8733202140664421e-08,-7.5802002797219456e-08,-8.2066326541991878e-08,-9.0473911812120514e-08,-9.552131711594413e-08
3.5275,-3.735355572135256e-08,-5.364771170097972e-08,-6.5183720358643689e-08,-7.1561181007249381e-08,-7.7039017496960836e-08,-8.4186140415645872e-08,-8.9903302429760924e-08
3.53,-3.495459618449189e-08,-5.0733564158344229e-08,-6.1682818394399887e-08,-6.7406997074900971e-08,-7.2150450064414472e-08,-7.8133756634241971e-08,-8.4417470876281675e-08
3.5325,-3.2593123217452239e-08,-4.7870851742133774e-08,-5.8260841557590348e-08,-6.3375009972496847e-08,-6.744128576346689e-08,-7.2364807400437672e-08,-7.9111965909902941e-08
3.535,-3.0289376350314796e-08,-4.5084273589287472e-08,-5.494720948381559e-08,-5.9499465472957775e-08,-6.2951395096877814e-08,-6.6929263238468208e-08,-7.4037754324531117e-08
3.5375,-2.8062706599751102e-08,-4.2397143915254796e-08,-5.1769540843794196e-08,-5.5813228816674835e-08,-5.8720442751451276e-08,-6.1877042225946845e-08,-6.9246710650404444e-08
3.54,-2.5931169900498924e-08,-3.9830724412819618e-08,-4.8753082125787469e-08,-5.2346851551149656e-08,-5.4785167683954873e-08,-5.7254449752873097e-08,-6.4787442683161002e-08
3.5425,-2.391145829173992e-08,-3.7404704046850803e-08,-4.5921737029684228e-08,-4.9129382859045759e-08,-5.117915633474686e-08,-5.3102263260120154e-08,-6.0703758753968016e-08
3.545,-2.2018293610138448e-08,-3.5137010664045735e-08,-4.3297349082765683e-08,-4.6186494707023397e-08,-4.7931960286079875e-08,-4.9456363162823121e-08,-5.703520423142881e-08
3.5475,-2.0265486069090558e-08,-3.3044806057787228e-08,-4.0900287244887983e-08,-4.3541052927727635e-08,-4.5069677479807734e-08,-4.6348211247954314e-08,-5.3817726195263618e-08
3.55,-1.8665343607646655e-08,-3.1143292536204629e-08,-3.8748484886845738e-08,-4.1213501688528046e-08,-4.2615122614408796e-08,-4.3803578971066686e-08,-5.1081806204355974e-08
3.5525,-1.7229890885663838e-08,-2.9446952961271656e-08,-3.6858833333375925e-08,-3.9223476529767267e-08,-4.0589582970767223e-08,-4.1844630653135938e-08,-4.8854572585166285e-08
3.555,-1.5968275942541384e-08,-2.7966682448785117e-08,-3.5243954101659425e-08,-3.7584619625239702e-08,-3.9006779685431554e-08,-4.048546723963134e-08,-4.7155674892903425e-08
3.5575,-1.488842361912475e-08,-2.6711815640887526e-08,-3.3914083121769548e-08,-3.6307072539864878e-08,-3.7876456554759227e-08,-3.9734862996384609e-08,-4.5999583691517722e-08
3.56,-1.39954724348027e-08,-2.5688062995360501e-08,-3.2874757394947694e-08,-3.5396050256912628e-08,-3.7204625753607838e-08,-3.9598780305258411e-08,-4.5398103771487492e-08
3.5625,-1.3291511025522114e-08,-2.4897195267666667e-08,-3.2127087187828668e-08,-3.4852644386681962e-08,-3.6992819470133909e-08,-4.0077686287915878e-08,-4.5357917447456872e-08
3.565,-1.277557723549146e-08,-2.4337323943190859e-08,-3.1668637234984063e-08,-3.4674310932009585e-08,-3.7237578515379252e-08,-4.1164515621657126e-08,-4.5878087466241616e-08
3.5675,-1.2442933195910438e-08,-2.4002658169361465e-08,-3.1493275324724852e-08,-3.4854853965524392e-08,-3.7930965682146029e-08,-4.2847640982582894e-08,-4.6953465962662258e-08
3.57,-1.2285849745065665e-08,-2.3884406427527361e-08,-3.1591217034077884e-08,-3.5382187808924825e-08,-3.9057756032896595e-08,-4.5106967426123576e-08,-4.857049349816994e-08
3.5725,-1.2294230888512695e-08,-2.3971224914525765e-08,-3.1949155614138204e-08,-3.6240118562905483e-08,-4.0597716361394726e-08,-4.7915696736874955e-08,-5.0708758778338605e-08
3.575,-1.2456022646049204e-08,-2.4249263266637821e-08,-3.2550365276435003e-08,-3.7407679235108904e-08,-4.2524656641798321e-08,-5.1238665770954329e-08,-5.3339235976457124e-08
3.5775,-1.2757100716158133e-08,-2.4701830729743055e-08,-3.3374222291822322e-08,-3.8858440248500002e-08,-4.4805868607369477e-08,-5.5033877567487622e-08,-5.64257448286042e-08
3.58,-1.3181711682035005e-08,-2.5309812998768788e-08,-3.4396623016178577e-08,-4.0561931553214692e-08,-4.7404633547753237e-08,-5.9254448735661038e-08,-5.9926714786166363e-08
3.5825,-1.3712622253440408e-08,-2.6052152249525662e-08,-3.5591050366460421e-08,-4.2486023977750928e-08,-5.0282860919724517e-08,-6.3851758109845711e-08,-6.3798560221681353e-08
3.585,-1.433181372503129e-08,-2.6906971980132579e-08,-3.6930636391262417e-08,-4.4599025835055014e-08,-5.3403284428289904e-08,-6.8776950565441924e-08,-6.7996800176128152e-08
3.5875,-1.5020883959517459e-08,-2.7852118550220481e-08,-3.8388708308147886e-08,-4.6868402223997945e-08,-5.6725928214369426e-08,-7.3979460659872419e-08,-7.2475422114550884e-08
3.59,-1.5761528830365325e-08,-2.886580689984513e-08,-3.9939167955795758e-08,-4.9261524463558185e-08,-6.0209766362771168e-08,-7.9406350728418572e-08,-7.7185157325432017e-08
3.5925,-1.6536295789097308e-08,-2.9927499528833517e-08,-4.1557054650391314e-08,-5.1746118542766011e-08,-6.3813270446592897e-08,-8.5000420414894759e-08,-8.2072841960847708e-08
3.595,-1.7329235011268402e-08,-3.1018411367162474e-08,-4.3218483610209161e-08,-5.4289853356884886e-08,-6.749461223296403e-08,-9.0704705429361126e-08,-8.7084212941279857e-08
3.5975,-1.8126635269825257e-08,-3.2121971263009761e-08,-4.4901592933069859e-08,-5.6863173983782185e-08,-7.1215588716965832e-08,-9.6467300567198357e-08,-9.2170099291493497e-08
3.6,-1.8916439065383065e-08,-3.3222846455542461e-08,-4.6585894823726078e-08,-5.9438979060118683e-08,-7.4939809755518293e-08,-1.022379180951882e-07,-9.728250069901317e-08
3.6025,-1.9687790761474619e-08,-3.4306900262043352e-08,-4.825283564458249e-08,-6.1993764131781899e-08,-7.8636935209884567e-08,-1.0797231198721632e-07,-1.0237877918446147e-07
3.605,-2.0430799869685426e-08,-3.5361354145098109e-08,-4.9885786106456946e-08,-6.4505146443453083e-08,-8.2277740031450625e-08,-1.1362758447031175e-07,-1.0741751279762074e-07
3.6075,-2.1136838465215225e-08,-3.6375077456005158e-08,-5.1469475095747703e-08,-6.6952040026050408e-08,-8.5834244541255441e-08,-1.1916177919656417e-07,-1.123579186475677e-07
3.61,-2.1798371002110591e-08,-3.7338140230690467e-08,-5.2989764794936911e-08,-6.9315024775969282e-08,-8.928052935323757e-08,-1.245359527582103e-07,-1.1716180660578459e-07
3.6125,-2.2408956700749323e-08,-3.8241760865743345e-08,-5.4434429670401038e-08,-7.1577143099980244e-08,-9.2592002047903902e-08,-1.2971657046018442e-07,-1.2179724442124338e-07
3.615,-2.2963067842014734e-08,-3.9078376591689904e-08,-5.5793020480909463e-08,-7.3722861244290896e-08,-9.5746477624166322e-08,-1.3467085893962441e-07,-1.2623223163810529e-07
3.6175,-2.345636231157582e-08,-3.9842236602781027e-08,-5.7056978898050005e-08,-7.5737681951302975e-08,-9.8723198995160951e-08,-1.3936764497738958e-07,-1.3043616835573048e-07
3.62,-2.3886256146321344e-08,-4.052978518708436e-08,-5.8219716480380697e-08,-7.7609835818261146e-08,-1.0150528654305351e-07,-1.4378159122384485e-07,-1.3438449309536443e-07
3.6225,-2.4252339369916e-08,-4.1139781847266016e-08,-5.9277197333437724e-08,-7.9331657361084082e-08,-1.0408112871927975e-07,-1.478929786923198e-07,-1.3805806892613173e-07
3.625,-2.4555694639509425e-08,-4.1672365601204443e-08,-6.0227363447834453e-08,-8.0899591502372728e-08,-1.0644441113273407e-07,-1.5168751694080303e-07,-1.4144298698935683e-07
3.6275,-2.4798691785689339e-08,-4.2128803611901809e-08,-6.106977122390373e-08,-8.2311496778714778e-08,-1.0859017299926307e-07,-1.5515537853353868e-07,-1.4453056154302269e-07
3.63,-2.4982490239667449e-08,-4.2508814139454287e-08,-6.1802321415106971e-08,-8.3562443592323506e-08,-1.1050989245784487e-07,-1.5828267732313553e-07,-1.4730770982173042e-07
3.6325,-2.510821307675227e-08,-4.2812331243935539e-08,-6.2423244296362019e-08,-8.4647390371525474e-08,-1.1219447602587983e-07,-1.6105537960969644e-07,-1.4976106914651706e-07
3.635,-2.5176095511905494e-08,-4.3038697143969335e-08,-6.2930510850791648e-08,-8.5561932237288763e-08,-1.1363632764882739e-07,-1.6346129044333186e-07,-1.5187880564966078e-07
3.6375,-2.5185545617341569e-08,-4.3186855927693425e-08,-6.3322246014827453e-08,-8.630247495657854e-08,-1.1482951553190332e-07,-1.6549087945229055e-07,-1.5365197473049939e-07
3.64,-2.5137829278275924e-08,-4.3258201298637053e-08,-6.3599421742071011e-08,-8.6868999855541173e-08,-1.157730920918683e-07,-1.6714260947581979e-07,-1.5507945555817877e-07
3.6425,-2.5033322830574369e-08,-4.3252806488875986e-08,-6.3761066161703618e-08,-8.7260069573431578e-08,-1.1646596054734303e-07,-1.6841518527379411e-07,-1.5616038049093894e-07
3.645,-2.4873492780703331e-08,-4.3171696351081836e-08,-6.3807313589782669e-08,-8.7475946923559341e-08,-1.1690933267903516e-07,-1.6930984800433607e-07,-1.5689601030415197e-07
3.6475,-2.4661684743451377e-08,-4.3018043678633816e-08,-6.3741903450627121e-08,-8.7522154273818353e-08,-1.1711013634814695e-07,-1.6983567923092181e-07,-1.5729576587827745e-07
3.65,-2.4402381691533538e-08,-4.279652201006734e-08,-6.3571054542553989e-08,-8.7407304809023258e-08,-1.1707851376079442e-07,-1.7000485531529425e-07,-1.5737187671238461e-07
3.6525,-2.4101042077589242e-08,-4.2513179406205018e-08,-6.3302245698068263e-08,-8.7140706339655134e-08,-1.1682547752782151e-07,-1.698298610812968e-07,-1.5713640591126576e-07
3.655,-2.3764145324845073e-08,-4.2175373156321646e-08,-6.2943541278410307e-08,-8.6731388304767221e-08,-1.1636239963305579e-07,-1.6932701345932986e-07,-1.5660523968206792e-07
3.6575,-2.3399635266860566e-08,-4.179185971648132e-08,-6.250371626708765e-08,-8.6188972706911989e-08,-1.1570135889028651e-07,-1.6851241117503171e-07,-1.5579393693497572e-07
3.66,-2.30151396285786e-08,-4.1371049566027755e-08,-6.1991970340392486e-08,-8.5523672699269644e-08,-1.1485483924996427e-07,-1.6740347782737786e-07,-1.5471939651679813e-07
3.6625,-2.2618518448482833e-08,-4.0922045472275686e-08,-6.1419301299414019e-08,-8.4748344642758077e-08,-1.1383788620189632e-07,-1.6602104704605153e-07,-1.5340121028621892e-07
3.665,-2.2218805944457224e-08,-4.0455828842833576e-08,-6.0799666095184687e-08,-8.3880502099868217e-08,-1.1267147433297973e-07,-1.6439293205165154e-07,-1.5186631922669099e-07
3.6675,-2.1823423230500348e-08,-3.998183781666246e-08,-6.014552078069434e-08,-8.2936411159052807e-08,-1.1137575400758546e-07,-1.6254494001665259e-07,-1.5013987787034771e-07
3.67,-2.1439630333933442e-08,-3.9509361226586071e-08,-5.9469135037815615e-08,-8.1932704973031158e-08,-1.0997215434155092e-07,-1.6050457374463382e-07,-1.4824872337032285e-07
3.6725,-2.1076840127873794e-08,-3.9049824402206044e-08,-5.8785042846341246e-08,-8.0888325192584115e-08,-1.0848426560695561e-07,-1.5830138160142189e-07,-1.4622103995544121e-07
3.675,-2.0744108305327321e-08,-3.8614011985633522e-08,-5.8106891033693932e-08,-7.982036757379742e-08,-1.0693330254231306e-07,-1.5596408581095837e-07,-1.4408470230228738e-07
3.6775,-2.0449552730438694e-08,-3.8211754308078905e-08,-5.7447167006189841e-08,-7.8744670715634131e-08,-1.0533896366727645e-07,-1.5352111615709416e-07,-1.4186672258545682e-07
3.68,-2.0201519901701059e-08,-3.7853150098677548e-08,-5.6818256305404805e-08,-7.7677491321851353e-08,-1.0372229591641383e-07,-1.510024207763304e-07,-1.3959530150019062e-07
3.6825,-2.0007683360201592e-08,-3.7547473764084427e-08,-5.6231980209577991e-08,-7.6634776006666856e-08,-1.021048662799308e-07,-1.4843695937286052e-07,-1.3729750394893883e-07
3.685,-1.9874607679994789e-08,-3.730283219215344e-08,-5.5699446850289125e-08,-7.5631487175370857e-08,-1.0050653092724679e-07,-1.4585171572784649e-07,-1.3499775216765247e-07
3.6875,-1.9808106001136151e-08,-3.7127192581350926e-08,-5.5232317338531494e-08,-7.4683820141277821e-08,-9.8948849604468774e-08,-1.432739390572949e-07,-1.3272176973066698e-07
3.69,-1.981453608294541e-08,-3.7029570266947247e-08,-5.4843333065227658e-08,-7.3808953691258557e-08,-9.7453324572679244e-08,-1.4073226203425239e-07,-1.3049588507667089e-07
3.6925,-1.9900209868946302e-08,-3.7018736749708402e-08,-5.4544358052069475e-08,-7.3023012300321747e-08,-9.6040383005560392e-08,-1.3825467872605116e-07,-1.283459366200502e-07
3.695,-2.0071027388021456e-08,-3.7102166164899643e-08,-5.4344995526951984e-08,-7.2339302913696499e-08,-9.4728425655818018e-08,-1.3586895852710415e-07,-1.2629834398403739e-07
3.6975,-2.0331197121811919e-08,-3.7284798575255724e-08,-5.4252065052567142e-08,-7.1768794105550661e-08,-9.3534161104608302e-08,-1.3360021667362907e-07,-1.2437608305617068e-07
3.7,-2.068300739477821e-08,-3.7569592399504493e-08,-5.4270706919061998e-08,-7.1319629489556718e-08,-9.2470315587980108e-08,-1.3146839003545151e-07,-1.2259744674499316e-07
3.7025,-2.1127266525195215e-08,-3.7958621900674542e-08,-5.4405446425598474e-08,-7.0998729550029522e-08,-9.1547364245680533e-08,-1.2949119154263094e-07,-1.2097861515197668e-07
3.705,-2.1663827977864828e-08,-3.8453596546603899e-08,-5.4660775195463487e-08,-7.0812655033657469e-08,-9.0774614457476943e-08,-1.276836568002813e-07,-1.1953382020084729e-07
3.7075,-2.2292610788372906e-08,-3.9056386324125786e-08,-5.5041055985000808e-08,-7.0768129037628426e-08,-9.0160904823685654e-08,-1.260602808776343e-07,-1.1827589692698365e-07
3.71,-2.30137335878829e-08,-3.9768536555352303e-08,-5.55496672270287e-08,-7.087173912771713e-08,-8.9715944228099795e-08,-1.2463650801193059e-07,-1.1721900764282282e-07
3.7125,-2.3827366770799833e-08,-4.0590724891147191e-08,-5.6188150307959482e-08,-7.1128262413183728e-08,-8.9448103401169082e-08,-1.2342545906158309e-07,-1.1637496294952817e-07
3.715,-2.4732494074476138e-08,-4.152161923708883e-08,-5.6955775918106365e-08,-7.1539726012731596e-08,-8.9362291595733452e-08,-1.2243526932575513e-07,-1.1575075378223248e-07
3.7175,-2.572641316861115e-08,-4.255797645208873e-08,-5.7850242161488191e-08,-7.210451139134412e-08,-8.9458216552429854e-08,-1.216684102978043e-07,-1.1534756465366055e-07
