Physical Time (s),enth_flux_enthalpy_top Monitor (kg-m/s^3): top_cv1,enth_flux_enthalpy_top Monitor (kg-m/s^3): top_cv2,enth_flux_enthalpy_top Monitor (kg-m/s^3): top_cv3,enth_flux_enthalpy_top Monitor (kg-m/s^3): top_cv4,enth_flux_enthalpy_top Monitor (kg-m/s^3): top_cv5,enth_flux_enthalpy_top Monitor (kg-m/s^3): top_cv6,enth_flux_enthalpy_top Monitor (kg-m/s^3): top_cv7
0.83,1.0989488743488762e-07,1.1005362538576432e-07,8.2919710246597441e-08,1.0283050870863054e-08,-5.6972092965636001e-08,-1.1111738682020806e-07,-1.427124182064517e-07
0.8325,1.085660797983825e-07,1.0860900668634516e-07,7.9888468866036407e-08,4.4154208302334964e-09,-6.5597670189521872e-08,-1.2194170678634932e-07,-1.5425075253393624e-07
0.835,1.0506531572802061e-07,1.0508511522201328e-07,7.5565615676963352e-08,-1.8402578828920849e-09,-7.3929451881285723e-08,-1.3191730492852947e-07,-1.6451294291069273e-07
0.8375,9.9624379525600399e-08,9.9708120492782812e-08,7.0179324362047657e-08,-8.2110191018987875e-09,-8.1634355223135457e-08,-1.4065541698809473e-07,-1.7309100933622664e-07
0.84,9.2513820468386257e-08,9.2742914339423841e-08,6.3995540747992917e-08,-1.4385873120299384e-08,-8.8342036973429992e-08,-1.4773371201202475e-07,-1.7955485421281064e-07
0.8425,8.4036359818781835e-08,8.4486313254924799e-08,5.7308763284217076e-08,-2.0028403210245987e-08,-9.3659838886424004e-08,-1.527133043564319e-07,-1.8346946775179517e-07
0.845,7.4513361111551181e-08,7.5253526490628344e-08,5.0427970025257309e-08,-2.4792973497246483e-08,-9.719117860091246e-08,-1.5515879243176393e-07,-1.8441434704629992e-07
0.8475,6.4262397862057718e-08,6.5356204029681972e-08,4.3658158751229739e-08,-2.8341446792155786e-08,-9.8552103793335318e-08,-1.546549726373545e-07,-1.8199853176045078e-07
0.85,5.3612016123970421e-08,5.5115663005467284e-08,3.7298491131374951e-08,-3.0363751279002902e-08,-9.740617001767051e-08,-1.5085095590862217e-07,-1.7590590541079577e-07
0.8525,4.286037401378897e-08,4.4823041628371776e-08,3.1614762927127158e-08,-3.0593740435993506e-08,-9.3473207724722094e-08,-1.4346371598323544e-07,-1.658937809097711e-07
0.855,3.2259378341336608e-08,3.4723443040953505e-08,2.6822449852344613e-08,-2.8829199486025874e-08,-8.6551647865784599e-08,-1.3230227778788682e-07,-1.518155680746774e-07
0.8575,2.201333376512775e-08,2.5014548761392924e-08,2.3084363165708086e-08,-2.4935870702999813e-08,-7.6524227960742694e-08,-1.1727254523546489e-07,-1.3362218938466644e-07
0.86,1.2272998708176088e-08,1.5840565560171928e-08,2.0502630655420591e-08,-1.885893419969422e-08,-6.3371510125323027e-08,-9.8392233390951918e-08,-1.1137623849719793e-07
0.8625,3.125153436843742e-09,7.2822760850732245e-09,1.911413602287777e-08,-1.0620684851666801e-08,-4.7165070452892776e-08,-7.5779076486270277e-08,-8.5236422570225325e-08
0.865,-5.4091624757866578e-09,-6.4454936647727775e-10,1.8891025799325926e-08,-3.1689757286762481e-10,-2.806027276568002e-08,-4.9641211187858599e-08,-5.544669848280247e-08
0.8675,-1.3368985411299587e-08,-7.9835377202738217e-09,1.9746756026736945e-08,1.1890338628290053e-08,-6.2887289832258432e-09,-2.0268381291698691e-08,-2.2327155383881504e-08
0.87,-2.0849946747018507e-08,-1.4834157653429678e-08,2.1541361378474517e-08,2.5781424003251489e-08,1.7854559440722315e-08,1.1983648412432257e-08,1.3742054258061937e-08
0.8725,-2.799395842977189e-08,-2.1341906180454642e-08,2.4086824275729817e-08,4.1080586277372204e-08,4.4009209437718388e-08,4.6688787575805702e-08,5.2314336979268107e-08
0.875,-3.4990945419747526e-08,-2.7699790756826939e-08,2.714947614780182e-08,5.7463747894308734e-08,7.1762303664332035e-08,8.3366658150894325e-08,9.2892890030286637e-08
0.8775,-4.2048038190612336e-08,-3.4118365479246525e-08,3.0470861560580924e-08,7.4568807787733652e-08,1.0065027353191999e-07,1.2147827034756139e-07,1.349226637464432e-07
0.88,-4.9393641444745416e-08,-4.0829321753983533e-08,3.3769693577441811e-08,9.200564731703763e-08,1.3017515343004835e-07,1.6044615204622672e-07,1.7781090236402392e-07
0.8825,-5.7262412037032207e-08,-4.8070724994646549e-08,3.6754196545660288e-08,1.0936723768678465e-07,1.598156607631879e-07,1.9966472175261172e-07,2.2093600114055476e-07
0.885,-6.5882618346443979e-08,-5.6074405958911577e-08,3.9135600891687643e-08,1.2624582956114947e-07,1.8904595267298771e-07,2.385207323257954e-07,2.6366737609838789e-07
0.8875,-7.5461798905649215e-08,-6.5051675933010899e-08,4.0641516375453606e-08,1.422465383762378e-07,2.1735023933512725e-07,2.7640783330053814e-07,3.0537874782980224e-07
0.89,-8.6163647633662747e-08,-7.5170448817584406e-08,4.1036151213334555e-08,1.5700773665629653e-07,2.442442984754371e-07,3.1274870426785617e-07,3.4546965577409102e-07
0.8925,-9.8097728059370685e-08,-8.6544947578234643e-08,4.0129418353566583e-08,1.7020877582841687e-07,2.6928357854349027e-07,3.4700496162045737e-07,3.8337474380525688e-07
0.895,-1.1133406182950322e-07,-9.9249498334713193e-08,3.7774042760365567e-08,1.8158381832176169e-07,2.9209087395839375e-07,3.787126958582436e-07,4.1860212791531533e-07
0.8975,-1.2588217661315843e-07,-1.1329797023562805e-07,3.3880672263522259e-08,1.9093062945462557e-07,3.123608509586858e-07,4.0748452428194566e-07,4.5073411876262492e-07
0.9,-1.4166983880699377e-07,-1.2862288395307464e-07,2.8431891407659237e-08,1.9811566856276963e-07,3.2985766682409749e-07,4.3300278596578074e-07,4.7941872404386706e-07
0.9025,-1.5855928814228605e-07,-1.4509098491694724e-07,2.1474182928961186e-08,2.0307557034432023e-07,3.4442496224418569e-07,4.5503572250352109e-07,5.043884156667441e-07
0.905,-1.7635263745247174e-07,-1.6250873609334765e-07,1.3110963659766736e-08,2.0580869447866762e-07,3.5597622474716152e-07,4.7342706509337471e-07,5.2545003620544414e-07
0.9075,-1.9478310860869715e-07,-1.8061381168775331e-07,3.5066941872587432e-09,2.0637313388599704e-07,3.644883698203006e-07,4.88086908168215e-07,5.4247534397092615e-07
0.91,-2.135281794077391e-07,-1.9908794641530653e-07,-7.1224784779568588e-09,2.0487932617454356e-07,3.6999475577236973e-07,4.9898504204880748e-07,5.5539548915955438e-07
0.9125,-2.3220495232116558e-07,-2.1755242181475563e-07,-1.8507753287555774e-08,2.0148591833599388e-07,3.7257650873679368e-07,5.0613940681115212e-07,5.6418949682223399e-07
0.915,-2.503584842015421e-07,-2.3555675119083879e-07,-3.0321234273379221e-08,1.9639965949718533e-07,3.7235761845501606e-07,5.0960829460343853e-07,5.6887691989615397e-07
0.9175,-2.6747568945393008e-07,-2.5259193300784743e-07,-4.2179258313246793e-08,1.8988222716302471e-07,3.6951910969747238e-07,5.0951064980255455e-07,5.6954243620008305e-07
0.92,-2.8298452343590905e-07,-2.6808985358515255e-07,-5.3642280482549516e-08,1.8225111215426108e-07,3.6430027338330018e-07,5.0602850146421286e-07,5.6634072449440033e-07
0.9225,-2.9632542434805783e-07,-2.8149404332959689e-07,-6.4267828859119566e-08,1.738487718597975e-07,3.5698394038374987e-07,4.9940252243764051e-07,5.5949721544170339e-07
0.925,-3.0701966126974176e-07,-2.9232757139284112e-07,-7.3666322667177805e-08,1.649981938550726e-07,3.47859054936553e-07,4.8989869360368058e-07,5.492758536431923e-07
0.9275,-3.1469014086143235e-07,-3.0021425144092896e-07,-8.1526921804881349e-08,1.5596939812149579e-07,3.371801972073799e-07,4.7776093902784322e-07,5.3592830339537581e-07
0.93,-3.1904907289059126e-07,-3.0486664537757109e-07,-8.761320954428333e-08,1.4697130264129612e-07,3.2515046904386548e-07,4.6318862830304272e-07,5.1966807872680605e-07
0.9325,-3.1987965499866767e-07,-3.0606779465069741e-07,-9.1748760349153876e-08,1.3815889669839199e-07,3.1192340042476415e-07,4.4633493032335365e-07,5.006671776117475e-07
0.935,-3.1702928367803475e-07,-3.0366422329225329e-07,-9.3807589593033925e-08,1.2964251941639345e-07,2.9761090095677629e-07,4.2731534483915002e-07,4.7906424783757011e-07
0.9375,-3.1041224560740434e-07,-2.9756820428612755e-07,-9.3709664211787786e-08,1.2149856427735469e-07,2.822953174637491e-07,4.0621963082420036e-07,4.5497642891583121e-07
0.94,-3.0001821563525247e-07,-2.8776623017673795e-07,-9.1426163241440915e-08,1.1377135267599338e-07,2.6603522611480892e-07,3.8311956429456668e-07,4.285070766355501e-07
0.9425,-2.8591377698247567e-07,-2.7432068440584226e-07,-8.6981199361032293e-08,1.0647556909654638e-07,2.4887238498664436e-07,3.5807678345752481e-07,3.9975322670229658e-07
0.945,-2.6824774476161572e-07,-2.573752812251786e-07,-8.0457176692665236e-08,9.9594032795707497e-08,2.3083464758801711e-07,3.3114960689564443e-07,3.6881222185644268e-07
0.9475,-2.4724615811246923e-07,-2.3714989143307366e-07,-7.1987846215226645e-08,9.3086769758518773e-08,2.1194824829432903e-07,3.0240762424692602e-07,3.3579557351500663e-07
0.95,-2.2320678510638526e-07,-2.1393505411499131e-07,-6.175476391983703e-08,8.6892775485955256e-08,1.9223936515675775e-07,2.7193487231917405e-07,3.0083112247830931e-07
0.9525,-1.9649250600707444e-07,-1.8808515689342588e-07,-4.9979744184346754e-08,8.0937442852820691e-08,1.7174200857351056e-07,2.3983883357287841e-07,2.6407118909015563e-07
0.955,-1.6752526914173911e-07,-1.60012323129015e-07,-3.691889683328475e-08,7.5139248780891686e-08,1.505053673790299e-07,2.0625986905866944e-07,2.2570179196954885e-07
0.9575,-1.3677732008849573e-07,-1.301777689380573e-07,-2.2855750091760319e-08,6.9415790108839257e-08,1.2859961371389366e-07,1.7137715007591295e-07,1.8594837059423523e-07
0.96,-1.0475884573273881e-07,-9.9079579314493506e-08,-8.0909459610432661e-09,6.3692927343781848e-08,1.0612429006818517e-07,1.3541747924624163e-07,1.4508462154166889e-07
0.9625,-7.2004283471627093e-08,-6.7239192188382317e-08,7.0685305167672616e-09,5.7913046342575744e-08,8.321511027775552e-08,9.866102019459259e-08,1.034383363429066e-07
0.965,-3.9055197569033526e-08,-3.5184545900160221e-08,2.2322309801538446e-08,5.2043644450689104e-08,6.0049390563517754e-08,6.1445104787086691e-08,6.1395014467210681e-08
0.9675,-6.4311950069352567e-09,-3.4215252992292116e-09,3.7398530473518091e-08,4.6092413134202844e-08,3.6855922653000037e-08,2.4169978026152083e-08,1.9402915638326293e-08
0.97,2.5363433670043781e-08,2.7559260967612778e-08,5.2047454730107886e-08,4.0101641553069473e-08,1.3909981933385151e-08,-1.2705233343684973e-08,-2.2030008379715773e-08
0.9725,5.5841723058765563e-08,5.7283967681347067e-08,6.6038101068289922e-08,3.4140617906724241e-08,-8.4770507358721613e-09,-4.8674972599868576e-08,-6.23484826558777e-08
0.975,8.454171058655238e-08,8.5302480363995997e-08,7.915902464015576e-08,2.8300078895060238e-08,-2.9967183194051121e-08,-8.3199154136290386e-08,-1.0096199946371811e-07
0.9775,1.1104263500371953e-07,1.112042058808069e-07,9.1227948029591782e-08,2.2691126488215059e-08,-5.0206300087913281e-08,-1.1572086112035145e-07,-1.3726423311051017e-07
0.98,1.3497459379657841e-07,1.3462722030074988e-07,1.0209497636806436e-07,1.7441019261017643e-08,-6.8834913577237902e-08,-1.4568246445221115e-07,-1.7065037373996728e-07
0.9825,1.5600660117365251e-07,1.5524595763337787e-07,1.1162862774729765e-07,1.2676012741216798e-08,-8.5508520100526129e-08,-1.7254916333203911e-07,-2.0054109611298284e-07
0.985,1.7386648630293706e-07,1.7279061892766238e-07,1.1972687997198495e-07,8.5211075119780254e-09,-9.9908091478464993e-08,-1.9582839832935154e-07,-2.2640461583502067e-07
0.9875,1.8834043289464129e-07,1.8704648837884355e-07,1.263127393236675e-07,5.0904042665785245e-09,-1.1175459089304556e-07,-2.1508935706194577e-07,-2.4777757072560711e-07
0.99,1.9927251782971658e-07,1.9785344514522151e-07,1.3133150037907471e-07,2.4804602770407146e-09,-1.2081946888411443e-07,-2.299777012907251e-07,-2.6428100081326541e-07
0.9925,2.0656263461151712e-07,2.0510398713356173e-07,1.347466709982485e-07,7.6386143434166532e-10,-1.2693309485003302e-07,-2.402265784257392e-07,-2.7563219696194844e-07
0.995,2.1016154280530512e-07,2.0873864645465487e-07,1.3653634673473905e-07,-1.5131777167362796e-11,-1.2998941976520488e-07,-2.4566211178491803e-07,-2.8165043203036969e-07
0.9975,2.1006704612041921e-07,2.0874268645562104e-07,1.3669279170273525e-07,1.6014906760969402e-10,-1.2994599097863448e-07,-2.4620423338153241e-07,-2.8225797854834135e-07
1.0,2.0632251790798463e-07,2.0514505637569569e-07,1.3522066698280444e-07,1.2765909254321005e-09,-1.268275001169674e-07,-2.4187218623795768e-07,-2.7748584036485974e-07
1.0025,1.9901674410507048e-07,1.9801878724634351e-07,1.3213546546622052e-07,3.2882015931101752e-09,-1.207297366056416e-07,-2.3278963937084436e-07,-2.6747884399742385e-07
1.005,1.8828517835867852e-07,1.874829874575332e-07,1.2746505192735849e-07,6.1156352851875489e-09,-1.1182086456804588e-07,-2.1918713061089476e-07,-2.5249777594157495e-07
1.0075,1.7430768311870094e-07,1.737013938040362e-07,1.2125050346803131e-07,9.648661255710522e-09,-1.0033684826538745e-07,-2.013950633854137e-07,-2.3291122488538364e-07
1.01,1.5730601830719342e-07,1.5688070881654062e-07,1.1354814394845648e-07,1.3753262109292391e-08,-8.6570363488399469e-08,-1.7982886465843952e-07,-2.0917900895321543e-07
1.0125,1.3754432930011659e-07,1.3727184525125637e-07,1.0443369436589693e-07,1.8279598081028955e-08,-7.0859889974967449e-08,-1.5497513229693635e-07,-1.818368517627527e-07
1.015,1.1532011261771719e-07,1.1516153534598975e-07,9.400199636343899e-08,2.3071095767894099e-08,-5.3572782603269904e-08,-1.2736845301245197e-07,-1.5147084597827045e-07
1.0175,9.0969479180662972e-08,9.0878013035881569e-08,8.2375658073669234e-08,2.7977476213915023e-08,-3.5088405747319927e-08,-9.7571338462047568e-08,-1.1869619457714583e-07
1.02,6.4836684749917184e-08,6.4760846557785229e-08,6.9684203306783831e-08,3.2847222698671064e-08,-1.5794222932811994e-08,-6.6160883146489245e-08,-8.414059694971698e-08
1.0225,3.7294747244244848e-08,3.7181509903755145e-08,5.6080976173602384e-08,3.754149975347906e-08,3.9268685484318273e-09,-3.3717018492595686e-08,-4.8432923789530017e-08
1.025,8.7407040679794732e-09,8.538504311834351e-09,4.1742538083075764e-08,4.1939584016672583e-08,2.3707580371334663e-08,-8.0738945813888923e-10,-1.2187087354354447e-08
1.0275,-2.0416666694692129e-08,-2.0755179594209253e-08,2.6863051942364044e-08,4.5941547207575211e-08,4.3204561531944788e-08,3.2025919337566752e-08,2.4012466684022889e-08
1.03,-4.9757283752923313e-08,-5.0272977878699141e-08,1.1655810304274419e-08,4.9473644355727615e-08,6.2106795541354902e-08,6.4276548903941162e-08,5.9620786606953125e-08
1.0325,-7.8864350315914262e-08,-7.9590018757152189e-08,-3.65703225546981e-09,5.248609094696602e-08,8.0140575795921109e-08,9.5484365696249155e-08,9.4143680493738976e-08
1.035,-1.0732719652219176e-07,-1.0828665433451288e-07,-1.8847559090289979e-08,5.4951766447237862e-08,9.7070653867188184e-08,1.2523809842340076e-07,1.271397113248758e-07
1.0375,-1.3473455277799361e-07,-1.3594231704725369e-07,-3.3678318550675225e-08,5.6867268209274678e-08,1.1269891855915311e-07,1.5317206531500034e-07,1.5821528002426956e-07
1.04,-1.6070058372588712e-07,-1.621622495670785e-07,-4.7919601852557617e-08,5.8248014906079605e-08,1.2686934005561903e-07,1.7897889438357126e-07,1.8703862320694663e-07
1.0425,-1.8483787528479482e-07,-1.8655089386494864e-07,-6.1331002180858993e-08,5.9135459984356983e-08,1.3946554712503176e-07,2.0239910535519463e-07,2.1332595173166592e-07
1.045,-2.0679261155249726e-07,-2.087475605317967e-07,-7.3685456495448749e-08,5.9588345579411867e-08,1.5041265664603386e-07,2.232333143704992e-07,2.3685573707955319e-07
1.0475,-2.2624498315971607e-07,-2.2842717671042603e-07,-8.4773971685492742e-08,5.9674374120627354e-08,1.5967068216462282e-07,2.4133466177895593e-07,2.5746016443872203e-07
1.05,-2.4291229517877282e-07,-2.4530355665668494e-07,-9.4408618696058482e-08,5.9467695907368115e-08,1.6722889319880883e-07,2.566032898445473e-07,2.7501932032705743e-07
1.0525,-2.5655684570072411e-07,-2.5913710552257434e-07,-1.0242616088463854e-07,5.9046831225599452e-08,1.7310484888586445e-07,2.6898650405797416e-07,2.8946152780493682e-07
1.055,-2.6699021966414089e-07,-2.6973897308223182e-07,-1.086906780908765e-07,5.8492806300249613e-08,1.7734217143915163e-07,2.7847601219436116e-07,3.0076063903358342e-07
1.0575,-2.7407643450028467e-07,-2.7697396422655072e-07,-1.1309808831307154e-07,5.788395775200356e-08,1.8000471259383099e-07,2.8510238193919711e-07,3.0893088560803411e-07
1.06,-2.7773468195754886e-07,-2.807628930831673e-07,-1.1557879733909266e-07,5.7291936748297295e-08,1.8117131475829942e-07,2.8892887433866339e-07,3.1402103647246598e-07
1.0625,-2.7793646750868347e-07,-2.8107927083454644e-07,-1.1609384784809659e-07,5.678469575339777e-08,1.8093763202212727e-07,2.9005288212716136e-07,3.1611631172412816e-07
1.065,-2.7470885121996288e-07,-2.7795216982225835e-07,-1.1463854903927607e-07,5.6420307072872137e-08,1.7940815271141298e-07,2.885967781960851e-07,3.1532963926750838e-07
1.0675,-2.6813455574612762e-07,-2.7146592652815329e-07,-1.1124150793623404e-07,5.6247059819415997e-08,1.766945565308916e-07,2.8470572943912992e-07,3.1179997426856724e-07
1.07,-2.5835039181263523e-07,-2.6175819310190796e-07,-1.0596322075724483e-07,5.6304346129742508e-08,1.7291487186354315e-07,2.7854529352947409e-07,3.0569028522602397e-07
1.0725,-2.455454211016873e-07,-2.4901795412264638e-07,-9.8897012065453789e-08,5.6618951125656127e-08,1.6818925996093319e-07,2.7029663923114541e-07,2.9718314529274924e-07
1.075,-2.2995900949052258e-07,-2.3348354464232e-07,-9.0167971559083162e-08,5.7204369740758492e-08,1.6263590583877665e-07,2.6015134775268668e-07,2.8647595342917295e-07
1.0775,-2.1187782425363881e-07,-2.1543962163883736e-07,-7.9931338767517952e-08,5.805939109097648e-08,1.5637047497286265e-07,2.4830947768621012e-07,2.7377909458297816e-07
1.08,-1.9163700471299078e-07,-1.952185500692612e-07,-6.837333781484562e-08,5.9167580787624157e-08,1.4950338541150396e-07,2.349769575421751e-07,2.5931358406188898e-07
1.0825,-1.696080385692194e-07,-1.731884817024687e-07,-5.5702773823335417e-08,6.0502306654009815e-08,1.4214080302761034e-07,2.2036267452812542e-07,2.4330761658230779e-07
1.085,-1.4620616424146606e-07,-1.4976135038461491e-07,-4.2159258575650748e-08,6.2021429927609978e-08,1.3438395793251874e-07,2.0468157689560989e-07,2.2600029640863387e-07
1.0875,-1.2187626673151018e-07,-1.253791550671518e-07,-2.8006601907401418e-08,6.366611577326759e-08,1.2632384178499296e-07,1.8814627477920809e-07,2.0763252520269426e-07
1.09,-9.7083510710399446e-08,-1.0050509735363242e-07,-1.3526507946609033e-08,6.5363317488698027e-08,1.1804087921590949e-07,1.709652856280866e-07,1.8844461548868033e-07
1.0925,-7.2303369660079538e-08,-7.5614042568459029e-08,9.8940717596761781e-10,6.7031706001961152e-08,1.0960848492588774e-07,1.5334475199111968e-07,1.6867727855333001e-07
1.095,-4.8014125285098809e-08,-5.1185505285224009e-08,1.5242931280632955e-08,6.8583742588956769e-08,1.0109445508619664e-07,1.3548956860938909e-07,1.4857232058394394e-07
1.0975,-2.4680802321519344e-08,-2.7687754924802765e-08,2.8938342846189707e-08,6.9928873311297015e-08,9.2561191353291839e-08,1.1760038797232402e-07,1.2836852361606439e-07
1.1,-2.7339057157945452e-09,-5.5565367582638339e-09,4.1797281017712108e-08,7.0979530851097746e-08,8.4065774871244862e-08,9.9868577442074416e-08,1.0829466246875998e-07
1.1025,1.7441522416426038e-08,1.4815889581107694e-08,5.356601479800657e-08,7.1653689013632067e-08,7.5658975838933874e-08,8.247204128034783e-08,8.8564248967486695e-08
1.105,3.5514671325374387e-08,3.3089889008330842e-08,6.4021924657702281e-08,7.1879249024689774e-08,6.7387358155544612e-08,6.5575646631903669e-08,6.9375082010479244e-08
1.1075,5.1214731969733507e-08,4.8984548985188282e-08,7.2978431672784382e-08,7.1597671226704134e-08,5.9296288397169424e-08,4.9332692927810208e-08,5.0910142574626724e-08
1.11,6.4330001024439228e-08,6.2277097394562244e-08,8.0286094307484135e-08,7.0765536646905185e-08,5.1431955788658827e-08,3.3887519737612987e-08,3.3340130807660918e-08
1.1125,7.4699362914097776e-08,7.2794676687839709e-08,8.5829179296709985e-08,6.9356448640412375e-08,4.3846795338444971e-08,1.9383883967536118e-08,1.6832857967062532e-08
1.115,8.2214871384925607e-08,8.0417442469949549e-08,8.9527772319082433e-08,6.7362979217005072e-08,3.6601207132670097e-08,5.966639739855437e-09,1.5549372156970586e-09
1.1175,8.6822181084637758e-08,8.5079468560839368e-08,9.1338991549088051e-08,6.4796638930106092e-08,2.9762852446274104e-08,-6.2200707999290757e-09,-1.2330016242861919e-08
1.12,8.8520048510426412e-08,8.6768816510255157e-08,9.1255116951063035e-08,6.1684174652115268e-08,2.3401956611297344e-08,-1.7038942329175452e-08,-2.4667507525297294e-08
1.1225,8.7367156180488574e-08,8.5535209086209857e-08,8.930988482005418e-08,5.807043690190708e-08,1.7590708795760734e-08,-2.6363744394351907e-08,-3.5317039931176228e-08
1.125,8.3482291623835745e-08,8.1490681080218685e-08,8.5579916399063601e-08,5.4018788423738079e-08,1.2401702681313332e-08,-3.408276018339615e-08,-4.4155834838924931e-08
1.1275,7.7037014562995418e-08,7.4802402502443678e-08,8.0179482462548726e-08,4.9607559579023204e-08,7.9051865613083227e-09,-4.010171745227124e-08,-5.108146142236315e-08
1.13,6.825200949219249e-08,6.5689201854992001e-08,7.3258381095661677e-08,4.4926314697379711e-08,4.1638561411037285e-09,-4.4350632999809381e-08,-5.6018953856439402e-08
1.1325,5.739016768276795e-08,5.4414856869379504e-08,6.499736076113018e-08,4.0073917072362973e-08,1.231199997826868e-09,-4.6786332095892169e-08,-5.892327145060478e-08
1.135,4.4749116514250798e-08,4.1280556333215352e-08,5.5604500316544147e-08,3.5158933341266311e-08,-8.4653733260855889e-10,-4.7390405189612186e-08,-5.9777054760767595e-08
1.1375,3.0653889828656447e-08,2.6617573430589212e-08,4.5307210361661235e-08,3.0292960460074547e-08,-2.0349268382069377e-09,-4.6172846292005486e-08,-5.8594110303779821e-08
1.14,1.5449220449284942e-08,1.0779316938148852e-08,3.4346062973626483e-08,2.5585821328586663e-08,-2.3144367433706101e-09,-4.3174666769167399e-08,-5.5421760451730222e-08
1.1425,-5.0279329337043845e-10,-5.8612805487714792e-09,2.297282176278024e-08,2.1143443283683161e-08,-1.6834615737420688e-09,-3.8472434945066954e-08,-5.034600740409404e-08
1.145,-1.6842079175810822e-08,-2.2931895479017751e-08,1.1435753085288806e-08,1.7058747225776304e-08,-1.6277701442166031e-10,-3.217769324972235e-08,-4.3489955023697815e-08
1.1475,-3.3217226638313942e-08,-4.0067833011209781e-08,-2.4397122580631076e-11,1.3410700389825744e-08,2.204718383527216e-09,-2.4436203352558393e-08,-3.5013084679263538e-08
1.15,-4.9291455254610253e-08,-5.6918350518402236e-08,-1.1179564292815347e-08,1.0263007170208364e-08,5.3553897172238351e-09,-1.5422899067116005e-08,-2.510610915856674e-08
1.1525,-6.4748787410044826e-08,-7.3153346302229116e-08,-2.1818301797490212e-08,7.6636210715771973e-09,9.2080936560802967e-09,-5.3372741455502024e-09,-1.3986128955521408e-08
1.155,-7.930399807572051e-08,-8.8474044741868913e-08,-3.175112599028762e-08,5.6457775931001358e-09,1.3668260208985616e-08,5.6022181124459335e-09,-1.8904763531318054e-09
1.1575,-9.270513336847724e-08,-1.026158270067651e-07,-4.081350665442089e-08,4.2256986310116381e-09,1.8627207465190215e-08,1.7160371896655994e-08,1.0925342321779413e-08
1.16,-1.0473406622956539e-07,-1.1534863905817786e-07,-4.88660232699584e-08,3.4038603183814524e-09,2.3965024061461439e-08,2.9089611767122241e-08,2.4192000404302937e-08
1.1625,-1.1521203673732012e-07,-1.2648297375657064e-07,-5.5797896252316783e-08,3.1667125824987282e-09,2.9556853472439079e-08,4.1141062733352157e-08,3.7638181421044213e-08
1.165,-1.2400181611079373e-07,-1.3587230543466712e-07,-6.1529114523470661e-08,3.4855357134234984e-09,3.5274952040620254e-08,5.3069990547671534e-08,5.0996454199965905e-08
1.1675,-1.310081853326343e-07,-1.4341370399944448e-07,-6.600921033373605e-08,4.3188776335213698e-09,4.0991352999486059e-08,6.4640267778967395e-08,6.4008176714697142e-08
1.17,-1.361780762924386e-07,-1.4904819146520461e-07,-6.9215698108401522e-08,5.6168282589556551e-09,4.6583713258349714e-08,7.5633179835097579e-08,7.6432752564096938e-08
1.1725,-1.3950037107044166e-07,-1.5276053113023504e-07,-7.1153857251730476e-08,7.3239829170180362e-09,5.1940567484715854e-08,8.5855220527533867e-08,8.8056023644624851e-08
1.175,-1.4100441184568782e-07,-1.5457786609480158e-07,-7.1853494529439155e-08,9.3840349335345036e-09,5.6967929988417971e-08,9.5146757433406156e-08,9.8699482015568059e-08
1.1775,-1.4076073140862913e-07,-1.5457060803621555e-07,-7.1371431274787784e-08,1.1737670968728371e-08,6.1588760988531918e-08,1.0338439568017918e-07,1.0822348517450404e-07
1.18,-1.3887454487728596e-07,-1.5284529992781971e-07,-6.9787939043170708e-08,1.4324475482648379e-08,6.5745134828640574e-08,1.1048572224618502e-07,1.1653322359895565e-07
1.1825,-1.3547127267002274e-07,-1.4952989248570184e-07,-6.7194688605918819e-08,1.7090259685964576e-08,6.9403682681042496e-08,1.1641572247299054e-07,1.2358648112288146e-07
1.185,-1.3068319405410317e-07,-1.4475997110485374e-07,-6.3683399923595164e-08,1.9992058661008273e-08,7.2553531499016724e-08,1.2117940851402589e-07,1.2938575358270001e-07
1.1875,-1.2465531113626692e-07,-1.3868476321954963e-07,-5.9350334259357041e-08,2.2993541197882461e-08,7.5198622778879488e-08,1.2480712202671071e-07,1.3396069711178959e-07
1.19,-1.1756211621257334e-07,-1.3148464091964181e-07,-5.4311366395750442e-08,2.6055080562540269e-08,7.7351059438780647e-08,1.2734889086611777e-07,1.3736165212127076e-07
1.1925,-1.0960797261971468e-07,-1.2337160133858243e-07,-4.8705732584863306e-08,2.9129662528238001e-08,7.9029349640596242e-08,1.2887619239597724e-07,1.3966279874346875e-07
1.195,-1.0101497936031054e-07,-1.1457664330994803e-07,-4.2688072602449876e-08,3.216415570375503e-08,8.025733994019429e-08,1.2947926247360697e-07,1.4096043662304499e-07
1.1975,-9.2011766444846658e-08,-1.0533792775460889e-07,-3.6416868488510488e-08,3.5110423279491121e-08,8.1074025048443389e-08,1.2927699346894632e-07,1.4138322176926516e-07
1.2,-8.2818452829587238e-08,-9.588523986482033e-08,-3.0044863377899165e-08,3.7929016722429689e-08,8.1533360570792688e-08,1.2841407751708621e-07,1.4108833442500057e-07
1.2025,-7.3638488766181996e-08,-8.6431622132997402e-08,-2.3711913442055493e-08,4.0592516212199438e-08,8.1704368882525454e-08,1.2705878666062748e-07,1.4025865534358854e-07
1.205,-6.4658856682649214e-08,-7.7173810691430294e-08,-1.7543970114676679e-08,4.3085383188171305e-08,8.1667702604843667e-08,1.2539668918816454e-07,1.3909613284942253e-07
