Physical Time (s),ev_bot Monitor (kg-m/s^3): bot_cv1,ev_bot Monitor (kg-m/s^3): bot_cv2,ev_bot Monitor (kg-m/s^3): bot_cv3,ev_bot Monitor (kg-m/s^3): bot_cv4,ev_bot Monitor (kg-m/s^3): bot_cv5,ev_bot Monitor (kg-m/s^3): bot_cv6,ev_bot Monitor (kg-m/s^3): bot_cv7
1.09,9.8023512486938034e-10,9.8283728307129222e-10,7.5836923070746692e-10,3.2672381858132698e-10,8.8587108085265014e-11,-2.0906567492721994e-12,-2.8139994886013215e-12
1.0925,9.8491999359025617e-10,9.8764635714598795e-10,7.647803126160853e-10,3.331176065131658e-10,9.4324299346598729e-11,2.4992843330640843e-12,1.765191970302821e-12
1.095,9.9003032465185896e-10,9.9288956247919676e-10,7.7176921385000236e-10,3.4029896181720835e-10,1.0095491971439495e-10,8.0259235585827398e-12,7.2821851974506109e-12
1.0975,9.9552866294330053e-10,9.9852875652306946e-10,7.7928092538488084e-10,3.4819251433286007e-10,1.0839269872614631e-10,1.4399286858035314e-11,1.3646914084545628e-11
1.1,1.0013691074477725e-09,1.0045172132921887e-09,7.8725019844676089e-10,3.5671003673382966e-10,1.1653723592508983e-10,2.151464049319574e-11,2.075452815068913e-11
1.1025,1.0074992418286228e-09,1.010801588750429e-09,7.9560382873876176e-10,3.6575331816537059e-10,1.2527723793522496e-10,2.9255741628211158e-11,2.84886481338077e-11
1.105,1.013861906139786e-09,1.0173237232710886e-09,8.0426296246864012e-10,3.7521704597440371e-10,1.3449354706052944e-10,3.7498131859235942e-11,3.6724664505545604e-11
1.1075,1.0203966122699539e-09,1.0240220645749555e-09,8.1314517892038296e-10,3.8499154227023335e-10,1.4406228653755563e-10,4.6112278882267422e-11,4.5332883907536172e-11
1.11,1.0270407338378128e-09,1.0308328850974478e-09,8.2216636145716538e-10,3.949653615127253e-10,1.53857790661127e-10,5.4966758724851981e-11,5.4181715486977358e-11
1.1125,1.0337304435229213e-09,1.0376912164691008e-09,8.3124143586330193e-10,4.0502640653464307e-10,1.6375392895672208e-10,6.3929510905192734e-11,6.3138929280697224e-11
1.115,1.0404022939946404e-09,1.0445324683748858e-09,8.4028681818960863e-10,4.1506487685744742e-10,1.7362730218705615e-10,7.2871296637298823e-11,7.207511723280788e-11
1.1175,1.0469942098426196e-09,1.0512934273156254e-09,8.4922148689832387e-10,4.2497455310367423e-10,1.8335861519713545e-10,8.1667014074777214e-11,8.0865010587322484e-11
1.12,1.0534468342357287e-09,1.0579136421877521e-09,8.57969050972993e-10,4.3465546346327615e-10,1.9283544175254269e-10,9.0198661840292387e-11,8.9390445414089154e-11
1.1225,1.0597055032463177e-09,1.0643374356136159e-09,8.6646012519237632e-10,4.440168763864756e-10,2.0195532512970177e-10,9.8358348700720271e-11,9.7543373407848027e-11
1.125,1.0657217296005228e-09,1.07051539888805e-09,8.7463373800652721e-10,4.5297908992106122e-10,2.1062788227328401e-10,1.0605064839522232e-10,1.0522822113829584e-10
1.1275,1.0714540930840932e-09,1.0764052874356879e-09,8.8243800615856241e-10,4.6147418477261197e-10,2.1877572703988429e-10,1.1319340521078223e-10,1.1236269528067306e-10
1.13,1.0768685755758616e-09,1.081972374277165e-09,8.8983066094523093e-10,4.6944629676443808e-10,2.2633470441007645e-10,1.1971810765644257e-10,1.1887815561193897e-10
1.1325,1.0819387856279752e-09,1.0871897021488152e-09,8.9677938557453425e-10,4.7685208621835634e-10,2.332543461974642e-10,1.2557027943639265e-10,1.247200069887135e-10
1.135,1.0866460791333812e-09,1.0920382275808396e-09,9.0326189068798688e-10,4.8366098348910282e-10,2.3949816360767713e-10,1.3070993577984052e-10,1.298481565015128e-10
1.1375,1.090979893049925e-09,1.0965071559411378e-09,9.0926623588238249e-10,4.8985556675790252e-10,2.4504418353555049e-10,1.3511206082531577e-10,1.3423749103012806e-10
1.14,1.0949374508602982e-09,1.100593647548181e-09,9.1479063130245483e-10,4.9543151291299348e-10,2.4988482920907934e-10,1.3876662302620942e-10,1.3787789246030382e-10
1.1425,1.0985233058221834e-09,1.1043023396104276e-09,9.1984242566511809e-10,5.0039646250719126e-10,2.540259682767479e-10,1.4167760864149499e-10,1.407732711314921e-10
1.145,1.1017489501528145e-09,1.1076449474846881e-09,9.2443755362293777e-10,5.0476909739562849e-10,2.5748599780228148e-10,1.4386221743181071e-10,1.4294076260859326e-10
1.1475,1.1046319785290149e-09,1.110639430356102e-09,9.2859946407375962e-10,5.0857807005018557e-10,2.6029458963852477e-10,1.453495570840645e-10,1.4440942297779005e-10
1.15,1.107195521759343e-09,1.1133094065991683e-09,9.3235849337294451e-10,5.1186095051833001e-10,2.6249146412232436e-10,1.4617943888631876e-10,1.4521902590180238e-10
1.1525,1.1094673073321557e-09,1.1156831983626907e-09,9.3575081904947697e-10,5.1466293923461177e-10,2.6412543810694997e-10,1.4640137049894287e-10,1.4541905562169316e-10
1.155,1.1114786344796318e-09,1.1177928073773935e-09,9.3881741713388344e-10,5.170365087976733e-10,2.6525342412658024e-10,1.460735476012672e-10,1.450676990550668e-10
1.1575,1.1132636531531375e-09,1.1196731743725394e-09,9.4160322503829467e-10,5.1904025809905119e-10,2.659399380835512e-10,1.4526254907805753e-10,1.4423154071626506e-10
1.16,1.1148584442393779e-09,1.1213612354914917e-09,9.4415579901358927e-10,5.2073697717715289e-10,2.6625474074059218e-10,1.4404052223033132e-10,1.4298274788752082e-10
1.1625,1.1162998781597536e-09,1.1228947205365854e-09,9.4652346502615771e-10,5.2219115263612927e-10,2.6626967917975537e-10,1.4248266248608447e-10,1.4139655049919035e-10
1.165,1.1176247343707782e-09,1.1243112722756906e-09,9.4875441036875304e-10,5.23467776827037e-10,2.6605901033042168e-10,1.4066707009923259e-10,1.395510991744954e-10
1.1675,1.1188689196733055e-09,1.1256476851456362e-09,9.5089623277393225e-10,5.2463191479552026e-10,2.6569709008593516e-10,1.3867251830809321e-10,1.3752523315044091e-10
1.17,1.1200672541461041e-09,1.1269396731751353e-09,9.5299531621603101e-10,5.2574773677575175e-10,2.6525769148365236e-10,1.365776398028266e-10,1.3539766804223713e-10
1.1725,1.1212530357650095e-09,1.128221390753866e-09,9.5509618999018212e-10,5.2687798430577912e-10,2.6481363103551978e-10,1.3446053714564403e-10,1.3324660503566514e-10
1.175,1.1224571466112689e-09,1.1295245153059203e-09,9.572404075451317e-10,5.2808207720072616e-10,2.644346352476844e-10,1.3239649647282411e-10,1.3114744360308406e-10
1.1775,1.1237077437319719e-09,1.130877952131366e-09,9.5946598167272203e-10,5.2941529071985003e-10,2.6418610658150617e-10,1.3045668355703802e-10,1.2917147720449624e-10
1.18,1.1250305928154667e-09,1.1323081779184543e-09,9.6180781672210845e-10,5.3092913829668648e-10,2.6412996585463758e-10,1.2870882971707902e-10,1.2738657219665022e-10
1.1825,1.1264499718122841e-09,1.1338401891502102e-09,9.6429864929613077e-10,5.3267160480041558e-10,2.643226678010188e-10,1.272151649924139e-10,1.2585510131121911e-10
1.185,1.1279891297889467e-09,1.1354979654848852e-09,9.6696969652918771e-10,5.3468854204622227e-10,2.6482001611537849e-10,1.2603697375432491e-10,1.2463849327847079e-10
1.1875,1.1296694438490822e-09,1.137303559735372e-09,9.698488852039294e-10,5.3702056811450004e-10,2.6567092203747627e-10,1.252286669417721e-10,1.2379130088118128e-10
1.19,1.1315088152453851e-09,1.1392753960367932e-09,9.7295859890568026e-10,5.3970040678422802e-10,2.6691513187683286e-10,1.2483489628498544e-10,1.2335830889127109e-10
1.1925,1.1335209585839116e-09,1.1414275770408141e-09,9.7631523544177521e-10,5.427522522121133e-10,2.6858363739188826e-10,1.2489127678473106e-10,1.2337524961557627e-10
1.195,1.1357163460196048e-09,1.1437709171561095e-09,9.7993143572335583e-10,5.4619563360102741e-10,2.7070172843257428e-10,1.2542743645760856e-10,1.2387185658052791e-10
1.1975,1.1381033398243958e-09,1.1463141324984158e-09,9.8381781072785668e-10,5.500479354637195e-10,2.7329162084060614e-10,1.2646945705155808e-10,1.2487430488813649e-10
1.2,1.140687699747756e-09,1.149063332385667e-09,9.8798193824666485e-10,5.543222034763693e-10,2.7637026133694232e-10,1.2803749015039993e-10,1.264028322173938e-10
1.2025,1.1434713965416675e-09,1.1520207678829758e-09,9.9242639426985369e-10,5.590245992046276e-10,2.7994635298068746e-10,1.301425512117674e-10,1.2846852886778758e-10
1.205,1.1464510535898791e-09,1.1551831945369218e-09,9.9714660954868386e-10,5.6415118062908765e-10,2.8401678358358107e-10,1.3278283657545889e-10,1.3106964075630911e-10
1.2075,1.1496173368195951e-09,1.1585412425377975e-09,1.0021302446273271e-09,5.6968758966465513e-10,2.8856650476425043e-10,1.3594359548776032e-10,1.34191437185947e-10
1.21,1.1529558321636542e-09,1.1620803430105497e-09,1.0073587351400133e-09,5.7561077839957106e-10,2.9357020578496714e-10,1.3959882628063446e-10,1.3780789728068046e-10
1.2125,1.156449276142962e-09,1.1657830597735801e-09,1.0128099359401625e-09,5.81892238068434e-10,2.9899579956582676e-10,1.4371494251649125e-10,1.4188539113450856e-10
1.215,1.1600785916896753e-09,1.1696301157906714e-09,1.0184592669112187e-09,5.8849975779025622e-10,3.0480655808961095e-10,1.4825292428938514e-10,1.4638480527644962e-10
1.2175,1.1638225293165388e-09,1.1735999581544835e-09,1.0242792654596796e-09,5.9539687338882408e-10,3.1096058753763621e-10,1.5316781287475348e-10,1.5126107192484408e-10
1.22,1.1676578901956086e-09,1.1776690101417819e-09,1.0302399835235694e-09,6.0254359130134095e-10,3.17411675688962e-10,1.5840966697079951e-10,1.564640988463659e-10
1.2225,1.1715598973174026e-09,1.1818120772721708e-09,1.0363095180339214e-09,6.0989679585443107e-10,3.2410977862768398e-10,1.6392418458809582e-10,1.6193941649978592e-10
1.225,1.1755034913368597e-09,1.1860036149566443e-09,1.0424555287298913e-09,6.1741221862122786e-10,3.310029903428135e-10,1.696547638025276e-10,1.6763023391619124e-10
1.2275,1.1794630830730542e-09,1.1902174309944264e-09,1.048644547026056e-09,6.2504347700670006e-10,3.3803655079030194e-10,1.7554151142639118e-10,1.7347645255106369e-10
1.23,1.183412139321886e-09,1.1944263065807996e-09,1.0548417880462221e-09,6.3274201565646998e-10,3.4515290333350735e-10,1.815212731949426e-10,1.7941469862947438e-10
1.2325,1.1873233253945172e-09,1.1986021452575991e-09,1.061011796869372e-09,6.4045834241999456e-10,3.5229312930375827e-10,1.8752910046690933e-10,1.8537978785417058e-10
1.235,1.1911686569231964e-09,1.2027161479256651e-09,1.067118414483331e-09,6.4814188312221814e-10,3.5939691938473867e-10,1.9349834940249011e-10,1.9130483672084306e-10
1.2375,1.1949204957390944e-09,1.2067398693944008e-09,1.0731262519986849e-09,6.5574285808723425e-10,3.6640462351849504e-10,1.9936284664566278e-10,1.971234119337503e-10
1.24,1.1985527498538661e-09,1.2106464181023756e-09,1.0790020829154153e-09,6.6321423397319772e-10,3.7325943740642192e-10,2.0505923263429418e-10,2.0277189938022758e-10
1.2425,1.2020415918767551e-09,1.2144111768966831e-09,1.0847156601866786e-09,6.7051340578564577e-10,3.7990950595287334e-10,2.1052919533916279e-10,2.0819171008147672e-10
1.245,1.2053653379753078e-09,1.2180116394721612e-09,1.0902394703631508e-09,6.7760151733485929e-10,3.8630747916036538e-10,2.1571923628802192e-10,2.1332908405507238e-10
1.2475,1.208505400553852e-09,1.2214284926002262e-09,1.0955499304426422e-09,6.8444458620625972e-10,3.9241160629155723e-10,2.2058191289855947e-10,2.1813630577114183e-10
1.25,1.2114471165237561e-09,1.2246464441498973e-09,1.1006284823301225e-09,6.910151269244586e-10,3.9818745552879628e-10,2.2507769516941753e-10,2.2257358810347592e-10
1.2525,1.2141796758154929e-09,1.227654112770996e-09,1.105461244530042e-09,6.9729221008631495e-10,4.0360819995362025e-10,2.2917530339412118e-10,2.2660940332273274e-10
1.255,1.2166955867145699e-09,1.2304434672198845e-09,1.110038489461198e-09,7.032615275025582e-10,4.0865506317576643e-10,2.3285224496528535e-10,2.3022102451973787e-10
1.2575,1.2189908848812258e-09,1.2330101207056911e-09,1.1143548184936325e-09,7.0891399836908843e-10,4.1331561601735324e-10,2.360931417953954e-10,2.3339286401121291e-10
1.26,1.2210654128904216e-09,1.2353536315886059e-09,1.1184094174438816e-09,7.1424626937590259e-10,4.1758405858709074e-10,2.3888999015241707e-10,2.3611671860271708e-10
1.2625,1.2229224751186954e-09,1.2374771293615729e-09,1.1222058565577577e-09,7.1926127921007867e-10,4.2146197365753934e-10,2.4124290272020452e-10,2.3839253577806848e-10
1.265,1.2245691497641087e-09,1.2393877161310082e-09,1.1257527172444185e-09,7.2396907791088895e-10,4.2495928834411065e-10,2.4316103031223365e-10,2.4022930391300673e-10
1.2675,1.2260156912294982e-09,1.2410957214453287e-09,1.1290623288079453e-09,7.2838544359770612e-10,4.2809299403524511e-10,2.4466135982119449e-10,2.4164388041549336e-10
1.27,1.2272739945105466e-09,1.2426131248007434e-09,1.1321487740388332e-09,7.3252924304557632e-10,4.3088451088443795e-10,2.4576612261342333e-10,2.4265837684018814e-10
1.2725,1.2283578054733021e-09,1.2439538615430708e-09,1.1350282505493774e-09,7.3642208797944078e-10,4.3335905531948411e-10,2.465021477540183e-10,2.4329952820816172e-10
1.275,1.229282730036377e-09,1.2451338947779472e-09,1.1377197058853193e-09,7.4008943254102121e-10,4.3554647920217173e-10,2.4690163265078534e-10,2.4359946931329056e-10
1.2775,1.2300662318263778e-09,1.2461711904834207e-09,1.1402447116359224e-09,7.4356064555647174e-10,4.3748123324808776e-10,2.4700198864877467e-10,2.4359556864382723e-10
1.28,1.230726665288968e-09,1.2470846355467911e-09,1.1426258726555991e-09,7.4686691126682795e-10,4.3920006763715092e-10,2.4684340924942855e-10,2.4332801995384962e-10
1.2825,1.2312824213540731e-09,1.2478932111139825e-09,1.1448858962549544e-09,7.5004013621757337e-10,4.4074101283294555e-10,2.4646771083019425e-10,2.4283865169640841e-10
1.285,1.2317516330408365e-09,1.2486156714216002e-09,1.1470473539344222e-09,7.5311274867837605e-10,4.4214316313130679e-10,2.4591804329144727e-10,2.4217066143261442e-10
1.2875,1.2321515231163575e-09,1.2492698702435238e-09,1.1491319671125348e-09,7.5611670670174004e-10,4.4344573678215151e-10,2.4523788780472261e-10,2.4136759004904352e-10
1.29,1.2324988178361743e-09,1.2498732037549859e-09,1.1511608008896934e-09,7.5908331990632958e-10,4.4468739936628043e-10,2.44470330132227e-10,2.4047259763939124e-10
1.2925,1.2328102475060208e-09,1.2504431506735904e-09,1.1531544386905088e-09,7.620423700637659e-10,4.459049170041801e-10,2.4365659027029644e-10,2.3952699737727143e-10
1.295,1.2331018312592449e-09,1.2509963614657e-09,1.1551321523429208e-09,7.6502115834677171e-10,4.4713201567080301e-10,2.428346968719178e-10,2.38568906899231e-10
1.2975,1.2333876662494897e-09,1.2515474743235835e-09,1.1571108645518513e-09,7.6804412801043237e-10,4.4839914622047701e-10,2.4203915933701112e-10,2.3763294131288122e-10
1.3,1.2336799868253461e-09,1.2521092103727004e-09,1.1591051020797885e-09,7.7113247216209941e-10,4.4973304234040875e-10,2.4130048042737016e-10,2.36749698507087e-10
1.3025,1.2339893993380223e-09,1.2526926221270524e-09,1.1611270832151854e-09,7.7430389819837633e-10,4.5115651019211185e-10,2.4064494969971073e-10,2.3594557062339382e-10
1.305,1.2343247616672791e-09,1.2533069735669428e-09,1.1631869414007601e-09,7.7757259536714423e-10,4.5268794699782757e-10,2.400940694916124e-10,2.3524215207084684e-10
1.3075,1.2346927632574291e-09,1.2539593142298492e-09,1.1652924927714479e-09,7.8094980977778099e-10,4.5434206874959927e-10,2.3966521386456593e-10,2.3465689405101458e-10
1.31,1.2350979241422277e-09,1.2546544036026778e-09,1.1674486867448494e-09,7.8444338716572006e-10,4.561296658249491e-10,2.3937137033717564e-10,2.3420284604440221e-10
1.3125,1.2355425531558374e-09,1.255394599903123e-09,1.1696574779339043e-09,7.8805722778829072e-10,4.5805729190665482e-10,2.3922087418124835e-10,2.3388838142566908e-10
1.315,1.2360270366181579e-09,1.256180285511788e-09,1.1719185475239055e-09,7.9179195973434087e-10,4.6012766707425732e-10,2.3921788391891042e-10,2.3371768281177043e-10
1.3175,1.2365514466650219e-09,1.2570115885839094e-09,1.1742312730353863e-09,7.9564698676870297e-10,4.6234148789632233e-10,2.3936414218452519e-10,2.3369248463410912e-10
1.32,1.2371163615760958e-09,1.257889200351163e-09,1.1765955016858777e-09,7.9962189956027788e-10,4.6469930269923803e-10,2.3966087507161921e-10,2.3381398226434529e-10
1.3225,1.2377219821637166e-09,1.2588132577381135e-09,1.1790101187834938e-09,8.0371436788062589e-10,4.6719921320210983e-10,2.4010647810557622e-10,2.3408051512009794e-10
1.325,1.2383664517679524e-09,1.2597816709772268e-09,1.1814714082715721e-09,8.0791850976559151e-10,4.6983522824246201e-10,2.4069494750675402e-10,2.3448599268873384e-10
1.3275,1.2390464358860632e-09,1.2607908384312674e-09,1.1839740555994232e-09,8.1222634103302019e-10,4.7259889742574152e-10,2.4141751598463834e-10,2.3502153937232265e-10
1.33,1.2397578528515182e-09,1.2618364440277462e-09,1.1865122754575857e-09,8.166299631104873e-10,4.7548186534554491e-10,2.422653451958719e-10,2.3567817767993221e-10
1.3325,1.2404962963189196e-09,1.262913864311073e-09,1.189079996698091e-09,8.2112095451141561e-10,4.7847513075871136e-10,2.4322884221939445e-10,2.3644615863652325e-10
1.335,1.2412580649014694e-09,1.2640192645538478e-09,1.1916722606900535e-09,8.2569238766827067e-10,4.8157120727590299e-10,2.442996678444836e-10,2.3731696181619112e-10
1.3375,1.2420400457632256e-09,1.2651493314303684e-09,1.194284757120569e-09,8.3033888301344071e-10,4.8476484666591969e-10,2.4547194505063551e-10,2.3828451699895379e-10
1.34,1.2428396677184737e-09,1.2663013151622118e-09,1.1969138474040725e-09,8.3505645112376572e-10,4.8805259158279598e-10,2.4674155024763512e-10,2.3934449322187869e-10
1.3425,1.2436551400941361e-09,1.267473296676506e-09,1.1995568522251789e-09,8.3984193598533114e-10,4.9143205166038358e-10,2.4810556663094424e-10,2.4049375802616887e-10
1.345,1.2444855074322944e-09,1.2686642588324896e-09,1.202211895939003e-09,8.4469249330736405e-10,4.9490106829429053e-10,2.4956141102942213e-10,2.4172951347278901e-10
1.3475,1.2453308278870573e-09,1.2698742158189638e-09,1.2048782271406375e-09,8.4960633253906802e-10,4.9845828370308426e-10,2.5110735426523746e-10,2.4304981671997154e-10
1.35,1.2461913502592843e-09,1.2711033240124081e-09,1.2075554315860897e-09,8.5458252929761919e-10,5.0210328056615166e-10,2.527425969986406e-10,2.4445366390566363e-10
1.3525,1.2470678614498194e-09,1.272352349327649e-09,1.2102437094031376e-09,8.5962105600710224e-10,5.058366278246534e-10,2.5446722800507127e-10,2.4594094411959016e-10
1.355,1.2479620684654123e-09,1.2736229941602009e-09,1.2129441637355184e-09,8.6472247932643393e-10,5.09659508320771e-10,2.5628192444437871e-10,2.4751214885130728e-10
1.3575,1.2488756706039368e-09,1.2749169350665312e-09,1.2156578705909001e-09,8.6988679197840473e-10,5.1357236291113135e-10,2.5818659030091013e-10,2.4916700105849583e-10
1.36,1.2498102668108639e-09,1.276235798484887e-09,1.2183858069859138e-09,8.751133580574029e-10,5.1757449250286805e-10,2.6017992178751423e-10,2.5090402767978009e-10
1.3625,1.2507677197942082e-09,1.2775814825352958e-09,1.2211293086361282e-09,8.8040239321744015e-10,5.216660001691881e-10,2.6226131563725565e-10,2.5272246561606225e-10
1.365,1.2517500364927274e-09,1.2789559998806954e-09,1.2238898425698253e-09,8.8575429646859483e-10,5.2584721591353817e-10,2.6443024530552189e-10,2.5462163801958647e-10
1.3675,1.2527590810369428e-09,1.2803611114329943e-09,1.2266684956472981e-09,8.9116886139820037e-10,5.3011782179926779e-10,2.6668541954603884e-10,2.5660011129096175e-10
1.37,1.2537966110621267e-09,1.2817984694898894e-09,1.2294660625707617e-09,8.9664477593650741e-10,5.3447592769016262e-10,2.6902380467233376e-10,2.5865471064519904e-10
1.3725,1.2548646554456234e-09,1.2832700388965622e-09,1.2322835989243272e-09,9.0218005907019196e-10,5.3891838045116566e-10,2.714409505855005e-10,2.6078085676998514e-10
1.375,1.2559650859795103e-09,1.284777555674799e-09,1.2351219222745075e-09,9.0777222862675493e-10,5.4344096053164787e-10,2.7393106692805998e-10,2.6297263020677996e-10
1.3775,1.2570990270835526e-09,1.2863220339456702e-09,1.2379812242972593e-09,9.1341826537057853e-10,5.4803849408127119e-10,2.7648710681051863e-10,2.6522286231693554e-10
1.38,1.2582663193693194e-09,1.2879031668041343e-09,1.2408605183009177e-09,9.1911424788826937e-10,5.5270491617926739e-10,2.7910084938352655e-10,2.6752319751360852e-10
1.3825,1.2594648737059705e-09,1.2895185852855979e-09,1.2437566687270515e-09,9.2485413062294585e-10,5.5743230565904234e-10,2.8176202293813144e-10,2.6986321020165481e-10
1.385,1.2606912527617692e-09,1.2911645901423221e-09,1.2466650401434511e-09,9.3062963408164997e-10,5.6221011190319984e-10,2.8445763454518175e-10,2.7222972246265585e-10
1.3875,1.2619413138272312e-09,1.292836696232961e-09,1.2495802066952468e-09,9.3643123134290223e-10,5.6702606207577137e-10,2.8717287494828491e-10,2.7460770994486932e-10
1.39,1.2632094604627026e-09,1.2945287723575094e-09,1.2524950155575983e-09,9.4224692527741671e-10,5.7186492590379889e-10,2.8988990447937129e-10,2.7697910803802558e-10
1.3925,1.2644885024820294e-09,1.2962329853819374e-09,1.2554006542601398e-09,9.480627271301985e-10,5.7670904961017157e-10,2.9258816106411677e-10,2.793231125001801e-10
1.395,1.2657702328890882e-09,1.2979404774055609e-09,1.2582875009009889e-09,9.5386479338600334e-10,5.8154108414743592e-10,2.9524731178531612e-10,2.816191442084681e-10
1.3975,1.2670459820205613e-09,1.2996419634432807e-09,1.2611457056195568e-09,9.5964000169960822e-10,5.8634524952340602e-10,2.9784846970835738e-10,2.838480297205204e-10
1.4,1.2683072703819107e-09,1.3013284043593016e-09,1.2639659365600098e-09,9.6537729831240948e-10,5.9110879904600419e-10,3.0037574442188897e-10,2.859935855017627e-10
1.4025,1.2695461289339532e-09,1.3029912444562817e-09,1.2667391630169034e-09,9.7106474693093392e-10,5.9581802269965425e-10,3.0281268300755267e-10,2.8803905756715627e-10
1.405,1.2707541796993748e-09,1.304621378338411e-09,1.2694557491860797e-09,9.766886064625047e-10,6.0045656622022759e-10,3.0514022258416599e-10,2.8996504197041206e-10
1.4075,1.2719221744904261e-09,1.306208808345797e-09,1.2721052801479447e-09,9.8223462265674296e-10,6.0500709067669601e-10,3.0733806957110394e-10,2.9175087906373158e-10
1.41,1.2730403792438329e-09,1.3077431520000183e-09,1.2746774154208165e-09,9.8769069144662567e-10,6.094553152439915e-10,3.0938890385567553e-10,2.9337884316418802e-10
1.4125,1.2740984113502399e-09,1.3092134309388519e-09,1.2771613459445371e-09,9.9304495395036319e-10,6.1378817617463115e-10,3.1127676994837883e-10,2.9483255665114206e-10
1.415,1.2750858639626569e-09,1.3106086820179731e-09,1.2795461702309731e-09,9.9828467516603483e-10,6.1799173745537525e-10,3.1298515652245549e-10,2.9609507584631694e-10
1.4175,1.275992320084503e-09,1.3119178257853665e-09,1.2818208730723485e-09,1.0033972596058748e-09,6.2205216163514814e-10,3.1449785632568076e-10,2.9714974517683421e-10
1.42,1.2768071761380285e-09,1.3131294172008255e-09,1.2839740196105646e-09,1.0083699365142341e-09,6.2595572851480184e-10,3.1579902685076056e-10,2.9798029503383377e-10
1.4225,1.2775201635308172e-09,1.3142323921950203e-09,1.2859945976627117e-09,1.0131905658838799e-09,6.2969003003179553e-10,3.1687455650170927e-10,2.9857218350227933e-10
1.425,1.2781218773962094e-09,1.315216720615331e-09,1.2878727850227501e-09,1.0178485249626285e-09,6.3324464197872384e-10,3.1771262541735702e-10,2.9891318788218757e-10
1.4275,1.2786043082949612e-09,1.3160739679942573e-09,1.2896007331445948e-09,1.0223356283150761e-09,6.3661196503245971e-10,3.1830455754650131e-10,2.9899426283512781e-10
1.43,1.278960743855125e-09,1.3167972096665015e-09,1.2911722371406195e-09,1.0266477116072371e-09,6.3978940340009937e-10,3.1864724136107156e-10,2.9881195158585881e-10
1.4325,1.2791862777788486e-09,1.3173814097140816e-09,1.2925829733804294e-09,1.0307822063569518e-09,6.4277685766963741e-10,3.187411871107669e-10,2.9836647904958469e-10
1.435,1.2792777428474766e-09,1.3178233192038558e-09,1.2938303695373784e-09,1.0347378333707996e-09,6.4557525146097549e-10,3.1858693582343217e-10,2.9765816494465291e-10
1.4375,1.2792333172001616e-09,1.3181210363086468e-09,1.2949131940744479e-09,1.038515051601458e-09,6.4818778066838773e-10,3.1818944404846914e-10,2.9669181071230708e-10
1.44,1.2790520964947943e-09,1.3182736138517473e-09,1.2958311343896495e-09,1.0421154605168617e-09,6.5061923891397183e-10,3.1755490642333096e-10,2.9547350926521105e-10
1.4425,1.2787341889998405e-09,1.3182812057854152e-09,1.2965848992003118e-09,1.0455409913653863e-09,6.5287454381576349e-10,3.1669007080360842e-10,2.9400998615259898e-10
1.445,1.2782808398086312e-09,1.3181452689023723e-09,1.2971766824759236e-09,1.0487959947195849e-09,6.5496155106549689e-10,3.1560496690092259e-10,2.9231132314391838e-10
1.4475,1.2776946231884821e-09,1.3178687334164729e-09,1.2976102101331605e-09,1.0518871223562643e-09,6.5689113363340424e-10,3.1431310159059209e-10,2.903911574229929e-10
1.45,1.2769792860159566e-09,1.31745578356656e-09,1.2978905093387857e-09,1.0548230864581603e-09,6.5867734258662013e-10,3.128316937727374e-10,2.8826689557362577e-10
1.4525,1.2761396132288177e-09,1.3169117607204525e-09,1.2980237887135465e-09,1.0576132535984752e-09,6.603348396210822e-10,3.1117933186469699e-10,2.8595739806586635e-10
1.455,1.2751811571777269e-09,1.3162427744918653e-09,1.2980168516203861e-09,1.0602674738800149e-09,6.6187893995609824e-10,3.0937574492478011e-10,2.8348276521750275e-10
1.4575,1.2741105327912651e-09,1.3154561653338275e-09,1.2978778053891989e-09,1.0627976457567295e-09,6.633280120151999e-10,3.0744447128608468e-10,2.8086699183152399e-10
1.46,1.2729363103441374e-09,1.3145614712969441e-09,1.297617112483181e-09,1.0652188086712181e-09,6.6470442376341147e-10,3.0541365725082641e-10,2.781387997499291e-10
1.4625,1.2716684105070582e-09,1.313569554548828e-09,1.2972464880557373e-09,1.0675476758159506e-09,6.6603305412897518e-10,3.0331458325268344e-10,2.7533017129859917e-10
1.465,1.2703171443475272e-09,1.3124916100181628e-09,1.2967777662503549e-09,1.0698001633705745e-09,6.6733753966538e-10,3.0117768662575103e-10,2.7247234215139821e-10
1.4675,1.268893113608101e-09,1.3113393003797312e-09,1.2962232573654078e-09,1.0719923261763675e-09,6.6864213174243244e-10,2.9903443392229094e-10,2.6959767286926304e-10
1.47,1.2674075364916041e-09,1.310125132204497e-09,1.2955962425192594e-09,1.0741417381865412e-09,6.6997261582648131e-10,2.9691812825235243e-10,2.6674041513391552e-10
1.4725,1.2658720967602011e-09,1.3088620586031406e-09,1.2949103220833505e-09,1.0762665855191365e-09,6.7135580640906223e-10,2.9486325259177664e-10,2.6393607056820452e-10
1.475,1.2642978511697217e-09,1.3075621646232168e-09,1.2941780756897278e-09,1.0783832984864844e-09,6.7281678941678114e-10,2.9290261776374987e-10,2.6121846240784172e-10
1.4775,1.2626944866415709e-09,1.3062359817811212e-09,1.2934103336798867e-09,1.0805052321321479e-09,6.7437652024609989e-10,2.9106478964599116e-10,2.5861731675874875e-10
1.48,1.261070827529171e-09,1.3048932651583197e-09,1.2926170934990496e-09,1.0826444940928994e-09,6.7605416170829028e-10,2.8937632097823582e-10,2.5616024364443381e-10
