Physical Time (s),ev_bot Monitor (kg-m/s^3): bot_cv1,ev_bot Monitor (kg-m/s^3): bot_cv2,ev_bot Monitor (kg-m/s^3): bot_cv3,ev_bot Monitor (kg-m/s^3): bot_cv4,ev_bot Monitor (kg-m/s^3): bot_cv5,ev_bot Monitor (kg-m/s^3): bot_cv6,ev_bot Monitor (kg-m/s^3): bot_cv7
3.0,6.5428937953639241e-10,6.9869589576687211e-10,7.2034398926943626e-10,7.4294472736676844e-10,7.6711176062279642e-10,7.8141896129411403e-10,-9.377106195523943e-11
3.0025,6.5684534656424414e-10,7.0140482229056366e-10,7.2308479254373495e-10,7.4562145288718242e-10,7.6977159531722479e-10,7.8411239706920379e-10,-8.5011611939928618e-11
3.005,6.5944632921472397e-10,7.0416330422095873e-10,7.2587685925802494e-10,7.4835219122740134e-10,7.7248637136183692e-10,7.8686183203559077e-10,-7.6164356689789098e-11
3.0075,6.6207627968836811e-10,7.0695410092740532e-10,7.2870251793123218e-10,7.5111906481110241e-10,7.7523802267570426e-10,7.8964907805113848e-10,-6.724965899142735e-11
3.01,6.6471862931288097e-10,7.0975930191726251e-10,7.3154335421461899e-10,7.5390339356316802e-10,7.7800755707018518e-10,7.9245495158066689e-10,-5.828866515943561e-11
3.0125,6.6735659693181899e-10,7.1256075991032095e-10,7.3438068106371356e-10,7.5668627227238563e-10,7.8077578885763455e-10,7.9526004989395795e-10,-4.9302728605518334e-11
3.015,6.6997362530430117e-10,7.1534063552404598e-10,7.3719617259132721e-10,7.5944923575893356e-10,7.8352408866679932e-10,7.9804557340925143e-10,-4.0312697185138983e-11
3.0175,6.7255367806247249e-10,7.1808172338620671e-10,7.3997224146349905e-10,7.6217466105603248e-10,7.8623473847698193e-10,8.007936295995226e-10,-3.1339253400657874e-11
3.02,6.7508126581049148e-10,7.2076742727117946e-10,7.4269191583972377e-10,7.6484541080936824e-10,7.8889045884804981e-10,8.0348675408397358e-10,-2.240209909929295e-11
3.0225,6.7754122357275527e-10,7.2338145674084958e-10,7.4533850759848997e-10,7.67444537915377e-10,7.9147403936741948e-10,8.0610747451800779e-10,-1.3520838286968808e-11
3.025,6.799185702637361e-10,7.259076979146138e-10,7.4789554002752398e-10,7.6995537567585668e-10,7.9396855363795528e-10,8.08638679903561e-10,-4.7153122835323294e-12
3.0275,6.8219854754785651e-10,7.2833027501457047e-10,7.5034677841683755e-10,7.7236160532689746e-10,7.9635770985414662e-10,8.1106412889012181e-10,3.9966544504733913e-12
3.03,6.8436693509343851e-10,7.3063389344018631e-10,7.5267653147386843e-10,7.7464746165027998e-10,7.9862577518463918e-10,8.1336810175486757e-10,1.2597186370822747e-11
3.0325,6.8641044380664755e-10,7.3280429412504205e-10,7.5487018446664056e-10,7.7679824655397943e-10,8.0075793334866971e-10,8.1553560737103012e-10,2.1068588504519218e-11
3.035,6.8831696746847816e-10,7.3482853924510251e-10,7.5691460370660723e-10,7.7880070575609372e-10,8.0274079486553981e-10,8.1755307838142716e-10,2.939490316749537e-11
3.0375,6.9007556841008842e-10,7.3669495914506607e-10,7.587980035384398e-10,7.8064296540817029e-10,8.045623526280595e-10,8.1940846758980536e-10,3.756206118643001e-11
3.04,6.9167627821670728e-10,7.383929082170824e-10,7.6050955856328591e-10,7.8231410921512695e-10,8.0621152938196822e-10,8.2109070352788501e-10,4.555733743221821e-11
3.0425,6.9311004599921349e-10,7.3991269977893775e-10,7.6203939638603436e-10,7.8380421453389405e-10,8.0767842452065696e-10,8.2258991020244073e-10,5.3369761066339578e-11
3.045,6.9436868362398473e-10,7.4124557021294546e-10,7.6337865485418565e-10,7.8510455122620821e-10,8.0895447488110536e-10,8.2389756668227364e-10,6.0990266202291671e-11
3.0475,6.9544502293799474e-10,7.4238387693268886e-10,7.6451975731454504e-10,7.8620792668105494e-10,8.1003282172775261e-10,8.2500692657718515e-10,6.8411801077976428e-11
3.05,6.9633307093381488e-10,7.4332132609609422e-10,7.6545657923297209e-10,7.8710842060428157e-10,8.1090779556917145e-10,8.2591243552604374e-10,7.5628833376282153e-11
3.0525,6.9702832417354028e-10,7.4405328042432986e-10,7.6618460700070534e-10,7.8780145096962355e-10,8.1157477641666508e-10,8.2660949848858298e-10,8.2636787788467809e-11
3.055,6.9752786082294405e-10,7.4457679466294749e-10,7.6670100802801445e-10,7.8828424435750626e-10,8.1203099238842085e-10,8.2709543697293164e-10,8.9433229454799454e-11
3.0575,6.9783030291240735e-10,7.4489053633047959e-10,7.6700462211960115e-10,7.8855595471167874e-10,8.1227589599564186e-10,8.2736991822309658e-10,9.6018250830700272e-11
3.06,6.9793553696786871e-10,7.4499448058361721e-10,7.6709561773714393e-10,7.886169865967445e-10,8.1231027115418033e-10,8.2743398239332318e-10,1.0239354858387205e-10
3.0625,6.9784450427556561e-10,7.4488968842980778e-10,7.6697524266852608e-10,7.8846877218369516e-10,8.1213586356760508e-10,8.2728961263221016e-10,1.0856212657407191e-10
3.065,6.9755922841213707e-10,7.4457836255860236e-10,7.6664595486036696e-10,7.8811407545674291e-10,8.1175574079147086e-10,8.2694011837799328e-10,1.1452857387465405e-10
3.0675,6.9708271563594631e-10,7.4406375478199871e-10,7.661113482472361e-10,7.8755684926455563e-10,8.1117417625851931e-10,8.2639007549612804e-10,1.2029897141523112e-10
3.07,6.9641900189513163e-10,7.4335022948933541e-10,7.6537617493364618e-10,7.868022964899475e-10,8.103967832884394e-10,8.2564546787800351e-10,1.2588029701555962e-10
3.0725,6.9557317055584517e-10,7.4244328681436073e-10,7.6444630649459477e-10,7.8585664373737493e-10,8.0943011890682569e-10,8.2471310048809684e-10,1.3128015459772816e-10
3.075,6.9455137527330861e-10,7.4134958008866944e-10,7.6332872757227331e-10,7.8472709361257629e-10,8.0828173135488842e-10,8.2360072807155638e-10,1.3650722489707683e-10
3.0775,6.933607866606584e-10,7.4007681656120401e-10,7.6203138074497525e-10,7.8342168588603485e-10,8.0695992390558737e-10,8.2231688380046485e-10,1.4157058937772722e-10
3.08,6.920095905036434e-10,7.3863379365523967e-10,7.6056331313424097e-10,7.819497179509369e-10,8.0547428245897051e-10,8.2087137608445488e-10,1.4648006848929792e-10
3.0825,6.9050693035690331e-10,7.3703037364746251e-10,7.5893478194317896e-10,7.803218694574966e-10,8.0383587921952473e-10,8.1927565003091272e-10,1.5124707243871192e-10
3.085,6.8886295365815792e-10,7.3527752112046989e-10,7.5715724041959285e-10,7.7854998237442275e-10,8.0205703596820306e-10,8.1754248546649415e-10,1.5588456624430334e-10
3.0875,6.8708861511694202e-10,7.3338707851538203e-10,7.5524303264577247e-10,7.7664675329403596e-10,8.0015085927763059e-10,8.1568535413704402e-10,1.6040596179992057e-10
3.09,6.851953406825549e-10,7.3137139078361478e-10,7.5320496112779729e-10,7.7462524246567603e-10,7.9813063885466801e-10,8.1371775757948642e-10,1.6482445483368195e-10
3.0925,6.8319464578621884e-10,7.2924289019914529e-10,7.5105578425796815e-10,7.7249841735772618e-10,7.9600962630415809e-10,8.1165314648350152e-10,1.69153312099073e-10
3.095,6.8109797381275432e-10,7.2701385429563644e-10,7.4880797821243976e-10,7.7027885069373053e-10,7.938005596389977e-10,8.0950451096888459e-10,1.7340520283598361e-10
3.0975,6.7891650598999541e-10,7.2469614839398573e-10,7.4647355757704627e-10,7.6797860114215293e-10,7.915156043209988e-10,8.0728421900311368e-10,1.7759191125754225e-10
3.1,6.7666086096070268e-10,7.2230091003454596e-10,7.4406378470677804e-10,7.6560886164309409e-10,7.8916597473545413e-10,8.0500362013805842e-10,1.8172395085098634e-10
3.1025,6.7434081815992577e-10,7.1983831925187173e-10,7.4158889028623803e-10,7.6317972938248763e-10,7.8676178854217161e-10,8.0267296138585109e-10,1.8581068988301906e-10
3.105,6.7196539524782555e-10,7.173177764322358e-10,7.3905831508315158e-10,7.6070067440544478e-10,7.8431255813702939e-10,8.0030186401149482e-10,1.8986030485408681e-10
3.1075,6.6954333973334006e-10,7.1474845555836912e-10,7.3648126904121329e-10,7.581809282549115e-10,7.8182747957680294e-10,7.9789951965637081e-10,1.938803970160791e-10
3.11,6.6708365250415826e-10,7.1213978097826395e-10,7.338671602637961e-10,7.5562987272829544e-10,7.7931592866386872e-10,7.9547523094483752e-10,1.9787829626411592e-10
3.1125,6.6459569567773587e-10,7.095014713568069e-10,7.3122564131379234e-10,7.5305704734079173e-10,7.767875065280369e-10,7.9303863089660638e-10,2.0186185830730431e-10
3.115,6.6208894322366581e-10,7.0684329917398285e-10,7.285663641087852e-10,7.5047189210412594e-10,7.7425156905987155e-10,7.9059907824305067e-10,2.0583842166047727e-10
3.1175,6.5957270031157842e-10,7.0417487423276182e-10,7.2589882390045165e-10,7.478836933263443e-10,7.717171651524441e-10,7.8816552925970015e-10,2.0981493451903189e-10
3.12,6.5705594566252363e-10,7.015055558817694e-10,7.232322844818296e-10,7.453014767626292e-10,7.691931471993969e-10,7.8574677727364768e-10,2.1379844443692836e-10
3.1225,6.5454709908867453e-10,6.9884422077624409e-10,7.205755414285558e-10,7.4273376082504284e-10,7.6668782054100928e-10,7.8335101649195678e-10,2.1779525267276743e-10
3.125,6.520538787071606e-10,6.9619906752111613e-10,7.1793670987893967e-10,7.401882429311442e-10,7.6420850722365365e-10,7.8098532678896912e-10,2.2181002230036051e-10
3.1275,6.4958282563195039e-10,6.9357706485354638e-10,7.1532264762289425e-10,7.3767132811373572e-10,7.6176120362571402e-10,7.7865538480066901e-10,2.2584559965489678e-10
3.13,6.4713939560162055e-10,6.9098397511895824e-10,7.12738951891762e-10,7.3518814230549207e-10,7.5935067235613346e-10,7.763657045698066e-10,2.2990331528708687e-10
3.1325,6.4472782389759968e-10,6.8842422882836237e-10,7.1018987386295512e-10,7.3274251496080594e-10,7.5698037166902341e-10,7.7411949254237768e-10,2.3398284857732036e-10
3.135,6.4235168672269329e-10,6.8590154536473571e-10,7.0767892638163135e-10,7.3033757377593393e-10,7.5465302499664445e-10,7.7191912729022694e-10,2.3808312794568837e-10
3.1375,6.4001435110062304e-10,6.8341946316676955e-10,7.0520947529459792e-10,7.279762995258224e-10,7.5237105194503961e-10,7.697666103270694e-10,2.4220283856377647e-10
3.14,6.3771916135623182e-10,6.8098153475641265e-10,7.0278486827930035e-10,7.2566150919528578e-10,7.5013674109669075e-10,7.6766379969301692e-10,2.46340774009197e-10
3.1425,6.354698976005259e-10,6.7859173734318658e-10,7.0040879871178251e-10,7.2339635197181554e-10,7.4795279915497271e-10,7.6561297558884219e-10,2.5049589186419943e-10
3.145,6.3327026633283826e-10,6.7625389810118087e-10,6.980847494524907e-10,7.2118372338048173e-10,7.4582167274812851e-10,7.6361618761614962e-10,2.5466689002602229e-10
3.1475,6.3112383090185464e-10,6.7397159235388941e-10,6.958159228098764e-10,7.19026220228974e-10,7.4374543581320506e-10,7.6167506582511322e-10,2.588522922028541e-10
3.15,6.2903349043093068e-10,6.7174761058308942e-10,6.9360471377863306e-10,7.1692554875349522e-10,7.4172506409832704e-10,7.5978995195221935e-10,2.63049363299613e-10
3.1525,6.2700136551787533e-10,6.6958388707602369e-10,6.9145264271407989e-10,7.1488254418018603e-10,7.3976071531065731e-10,7.5796033315850207e-10,2.6725390375324516e-10
3.155,6.2502909850110777e-10,6.6748191963819247e-10,6.8936082392340121e-10,7.1289774435659945e-10,7.3785243154032844e-10,7.5618571791796635e-10,2.7146267814839695e-10
3.1575,6.2311790564090139e-10,6.6544295231923477e-10,6.8733021229699438e-10,7.1097162198432756e-10,7.3600036576393833e-10,7.5446585942657787e-10,2.7567276639159635e-10
3.16,6.2126916696404603e-10,6.6346853554842041e-10,6.8536214100911446e-10,7.0910489546872102e-10,7.3420460505890679e-10,7.5280032362495877e-10,2.7988057559212731e-10
3.1625,6.1948414259157997e-10,6.6156008236411464e-10,6.8345775924456302e-10,7.0729790996095607e-10,7.3246475086059906e-10,7.5118815383598185e-10,2.8408217554238392e-10
3.165,6.177639443987055e-10,6.5971871172318329e-10,6.8161786237160504e-10,7.0555075634469082e-10,7.3078030929607361e-10,7.4962832707032493e-10,2.8827386411667577e-10
3.1675,6.1610945464820382e-10,6.5794521551211493e-10,6.7984289843913758e-10,7.0386329801179685e-10,7.2915070386707104e-10,7.4811969908008552e-10,2.9245226001565377e-10
3.17,6.1452150569696527e-10,6.5624034043576057e-10,6.7813330645304827e-10,7.0223555786556416e-10,7.2757559719160491e-10,7.4666144531111649e-10,2.9661459919568337e-10
3.1725,6.1300155692295303e-10,6.5460552537805504e-10,6.7649033664151372e-10,7.0066849843320583e-10,7.2605559511011945e-10,7.4525380426980402e-10,3.007589078712064e-10
3.175,6.1155163116404914e-10,6.5304287442322685e-10,6.7491603575133601e-10,6.9916386437502653e-10,7.2459201727121179e-10,7.4389768721792818e-10,3.0488383670554066e-10
3.1775,6.101744203913221e-10,6.5155533208129411e-10,6.7341334225748213e-10,6.9772416985528859e-10,7.2318704475108205e-10,7.4259484645352631e-10,3.0898948185938677e-10
3.18,6.0887328448232901e-10,6.5014662839798055e-10,6.7198598087156232e-10,6.9635272256632878e-10,7.2184368482958512e-10,7.4134793718245652e-10,3.1307651649930555e-10
3.1825,6.0765176621471656e-10,6.4882063175887638e-10,6.7063775056540119e-10,6.9505307793887184e-10,7.2056538819149466e-10,7.4016013300228783e-10,3.171467275843007e-10
3.185,6.0651352473549876e-10,6.4758121171065455e-10,6.693724423815464e-10,6.9382881214643416e-10,7.1935554086809397e-10,7.3903449745634069e-10,3.2120232345615631e-10
3.1875,6.0546199405005554e-10,6.4643200685439257e-10,6.6819372494754237e-10,6.9268330070766072e-10,7.1821716887024978e-10,7.3797367137342442e-10,3.2524554104936812e-10
3.19,6.045007341357407e-10,6.4537686330006546e-10,6.6710555789128155e-10,6.9162021353598034e-10,7.1715362643527072e-10,7.3698069346637785e-10,3.292794656344507e-10
3.1925,6.0363331576285853e-10,6.4441970195865775e-10,6.6611201605886353e-10,6.9064355571464375e-10,7.1616884970602121e-10,7.360593381465852e-10,3.3330774151500665e-10
3.195,6.0286355931368304e-10,6.4356470252295789e-10,6.6521745526659425e-10,6.8975779281905498e-10,7.1526741583583852e-10,7.3521412397226806e-10,3.3733501897290037e-10
3.1975,6.0219529552185882e-10,6.4281603494349692e-10,6.6442620816626737e-10,6.8896739020941122e-10,7.1445397287091587e-10,7.3444967577289252e-10,3.413662931615636e-10
3.2,6.0163242394781103e-10,6.4217792495181023e-10,6.6374270722180762e-10,6.8827693769001061e-10,7.1373326967016955e-10,7.3377065684960156e-10,3.4540653972759944e-10
3.2025,6.0117865870781527e-10,6.4165435878446836e-10,6.6317110372362873e-10,6.876907391218412e-10,7.1310977260486034e-10,7.3318146379490099e-10,3.4946040588628639e-10
3.205,6.008374252545737e-10,6.4124898268301226e-10,6.627151851661591e-10,6.8721272389116086e-10,7.125876264187323e-10,7.3268632588923482e-10,3.535327190912818e-10
3.2075,6.006119066710812e-10,6.409652425999788e-10,6.6237857667033781e-10,6.8684677119594284e-10,7.1217105382103424e-10,7.3228967959959948e-10,3.5762878594668153e-10
3.21,6.0050525861485247e-10,6.408066539590611e-10,6.6216506871148852e-10,6.8659694619730798e-10,7.1186442949499832e-10,7.319962318465763e-10,3.6175409197172513e-10
3.2125,6.0052059366300406e-10,6.4077675269896702e-10,6.6207853425947539e-10,6.8646741765144905e-10,7.1167221004129793e-10,7.3181069064621154e-10,3.6591454268525558e-10
3.215,6.0066090218884113e-10,6.4087894404488631e-10,6.6212272511552531e-10,6.8646226975614085e-10,7.1159878548642425e-10,7.3173764976220219e-10,3.7011616666736651e-10
3.2175,6.0092889349093548e-10,6.4111628749597722e-10,6.6230110132664066e-10,6.8658525279047998e-10,7.1164823261216502e-10,7.3178141304317266e-10,3.7436435202943353e-10
3.22,6.0132684154074571e-10,6.4149129952944283e-10,6.6261651544834856e-10,6.8683959749575459e-10,7.1182420864829554e-10,7.3194593322427693e-10,3.7866435464416838e-10
3.2225,6.0185638707868239e-10,6.4200578178425501e-10,6.6307104057334819e-10,6.8722787757048222e-10,7.1212970377172688e-10,7.3223448369349592e-10,3.8302095773160805e-10
3.225,6.025182783975763e-10,6.4266059886530385e-10,6.6366577733318704e-10,6.877517032375767e-10,7.1256679252306819e-10,7.3264949045654792e-10,3.8743830233545226e-10
3.2275,6.0331230464169409e-10,6.4345566269910851e-10,6.644008864943661e-10,6.8841169675907361e-10,7.1313658507727714e-10,7.3319247372542003e-10,3.9191966128712949e-10
3.23,6.0423724962311152e-10,6.4438986142443343e-10,6.6527552926636508e-10,6.8920745495595126e-10,7.1383917447675039e-10,7.3386395369839308e-10,3.9646761209473195e-10
3.2325,6.0529093608409982e-10,6.4546102185451273e-10,6.6628778741518783e-10,6.9013752379772348e-10,7.1467360817291698e-10,7.3466339347248594e-10,4.0108370735551228e-10
3.235,6.0647035273420734e-10,6.4666603678182233e-10,6.6743479338329307e-10,6.9119956022423301e-10,7.1563805368087868e-10,7.3558935872462283e-10,4.0576851180139032e-10
3.2375,6.0777207188393608e-10,6.4800135901580292e-10,6.6871320910975647e-10,6.9239070622232062e-10,7.1673002835607345e-10,7.3663971371851817e-10,4.1052173818805988e-10
3.24,6.0919249989225374e-10,6.4946327200811787e-10,6.701194803365764e-10,6.9370779686960838e-10,7.1794677592207414e-10,7.3781207861687101e-10,4.1534326315077808e-10
3.2425,6.1072791063034566e-10,6.5104785527523091e-10,6.7164980800607745e-10,6.95147363037661e-10,7.1928531727633479e-10,7.3910396339055618e-10,4.2023283237750681e-10
3.245,6.1237418100677314e-10,6.5275070142148048e-10,6.7329987647206903e-10,6.967055392989223e-10,7.207422889508129e-10,7.4051252099737118e-10,4.2518968184060355e-10
3.2475,6.141263847740688e-10,6.545665555932376e-10,6.7506449719902234e-10,6.9837757699589042e-10,7.223133869544929e-10,7.4203385417025304e-10,4.3021193654233051e-10
3.25,6.1597864357779398e-10,6.5648923414439847e-10,6.7693755503590781e-10,7.0015767286682194e-10,7.2399313180133507e-10,7.4366276414351993e-10,4.3529655534648103e-10
3.2525,6.1792401049119634e-10,6.5851146579819315e-10,6.7891186629612535e-10,7.0203896606438843e-10,7.2577502445023965e-10,7.4539309574937712e-10,4.4043936973280491e-10
3.255,6.1995448628135533e-10,6.6062484146259025e-10,6.8097908839104979e-10,7.0401348613395662e-10,7.2765145643780424e-10,7.4721762521668358e-10,4.4563500736888894e-10
3.2575,6.2206116308189952e-10,6.6281995749613527e-10,6.8312985551717707e-10,7.0607220847435567e-10,7.296137037531253e-10,7.4912799796344707e-10,4.5087694660213908e-10
3.26,6.2423417453086112e-10,6.6508639062685957e-10,6.8535375676501896e-10,7.0820502889849462e-10,7.3165191772104051e-10,7.511146811156532e-10,4.5615736353402239e-10
3.2625,6.2646271968588896e-10,6.6741277304473418e-10,6.8763947381226827e-10,7.1040095369395849e-10,7.3375546436666712e-10,7.5316736331204981e-10,4.6146741524341798e-10
3.265,6.2873518655056195e-10,6.6978697150616403e-10,6.8997494128133196e-10,7.1264821583194261e-10,7.3591292381849057e-10,7.552749250123334e-10,4.667974679868775e-10
3.2675,6.3103939226732429e-10,6.721962784544705e-10,6.9234750552926587e-10,7.1493444832634324e-10,7.3811214703642622e-10,7.5742543533212271e-10,4.7213739962014789e-10
3.27,6.3336276203923209e-10,6.7462752411639265e-10,6.9474399780993723e-10,7.172467389923647e-10,7.4034038204547402e-10,7.596063684488466e-10,4.774763174458518e-10
3.2725,6.3569254298350683e-10,6.7706727031828572e-10,6.9715089320191715e-10,7.195717648949968e-10,7.4258450936365168e-10,7.6180482457592051e-10,4.8280265734933156e-10
3.275,6.3801596799617862e-10,6.795019968827041e-10,6.9955451856634121e-10,7.2189599716764334e-10,7.4483115280189923e-10,7.6400757468323417e-10,4.8810449825265787e-10
3.2775,6.4032032961776629e-10,6.8191819774361394e-10,7.0194121756191256e-10,7.2420597395602412e-10,7.4706695495276537e-10,7.6620136094906553e-10,4.9337006126820114e-10
3.28,6.4259296168000869e-10,6.843024119103185e-10,7.0429744654036595e-10,7.2648830867767906e-10,7.4927865648892317e-10,7.6837304476684045e-10,4.9858748515230897e-10
3.2825,6.4482119607926814e-10,6.8664122432690038e-10,7.066097419851863e-10,7.2872969892523506e-10,7.5145315296396463e-10,7.7050972752370197e-10,5.0374497641535286e-10
3.285,6.4699239185974309e-10,6.8892128484032371e-10,7.0886466211616587e-10,7.3091686397996904e-10,7.53577350614465e-10,7.7259849500106956e-10,5.08830695002067e-10
3.2875,6.4909395864631059e-10,6.9112926030534378e-10,7.1104876263551603e-10,7.3303648289583671e-10,7.5563803150875469e-10,7.7462625185405553e-10,5.1383246874985383e-10
3.29,6.5111331196681123e-10,6.932517567442399e-10,7.1314850836960121e-10,7.3507508892521347e-10,7.5762184174787538e-10,7.7657978707857625e-10,5.1873772191198868e-10
3.2925,6.530379472989444e-10,6.9527548688927799e-10,7.1515047361081768e-10,7.3701936606421508e-10,7.5951558959943301e-10,7.7844599796761703e-10,5.2353399694423123e-10
3.295,6.5485576501451806e-10,6.9718767586426718e-10,7.1704177247783272e-10,7.3885656925878671e-10,7.6130661689964442e-10,7.8021230869386009e-10,5.2820947577466841e-10
3.2975,6.5655551023206781e-10,6.9897647381991841e-10,7.1881045879075232e-10,7.4057479134262001e-10,7.6298300547168375e-10,7.8186687404774962e-10,5.3275295272233014e-10
3.3,6.5812682819980593e-10,7.0063093401767176e-10,7.2044544926265536e-10,7.4216284671361518e-10,7.6453350357688781e-10,7.8339853018855321e-10,5.3715365006598386e-10
3.3025,6.595601865267547e-10,7.0214089391134922e-10,7.2193643394548279e-10,7.4361032415063686e-10,7.6594768710023913e-10,7.847969329800536e-10,5.4140186796512997e-10
3.305,6.6084670992354553e-10,7.0349684040901815e-10,7.2327377279134741e-10,7.4490767758042885e-10,7.6721615713751907e-10,7.8605280211921693e-10,5.4548895425941728e-10
3.3075,6.6197830624534297e-10,7.0469008582588725e-10,7.2444867546473086e-10,7.4604629951086637e-10,7.6833045668451396e-10,7.8715776971687913e-10,5.4940698292037631e-10
3.31,6.629479021002633e-10,7.0571306035142533e-10,7.2545352501218023e-10,7.4701874731681819e-10,7.6928323810059429e-10,7.8810452103356452e-10,5.531488932691365e-10
3.3125,6.6374956690492657e-10,7.0655947472969105e-10,7.2628204302128286e-10,7.4781877608814972e-10,7.700682664401556e-10,7.8888687337810798e-10,5.5670897706463611e-10
3.315,6.6437871980720345e-10,7.0722451148728521e-10,7.269294354092731e-10,7.4844155722225944e-10,7.70680616295439e-10,7.894999220229902e-10,5.6008270848958844e-10
3.3175,6.648320477788602e-10,7.0770471053803202e-10,7.2739228358495324e-10,7.4888360127535298e-10,7.7111662514940338e-10,7.8993997621631879e-10,5.6326690438810992e-10
3.32,6.6510744220283043e-10,7.0799785258165465e-10,7.2766837347853737e-10,7.4914266189809456e-10,7.7137392880382593e-10,7.9020457492884089e-10,5.6625948537723877e-10
3.3225,6.6520377220019856e-10,7.0810266884207967e-10,7.2775635092312741e-10,7.4921736987979007e-10,7.7145121828111932e-10,7.9029237035534023e-10,5.690596255762171e-10
3.325,6.6512074419165789e-10,7.0801868002510608e-10,7.2765564783718347e-10,7.4910721019963052e-10,7.7134814128196236e-10,7.9020311674454815e-10,5.7166737292614648e-10
3.3275,6.6485878283268628e-10,7.0774616047556735e-10,7.2736654146609413e-10,7.4881248861947304e-10,7.7106505507981466e-10,7.8993726820704384e-10,5.7408323831891433e-10
3.33,6.6441917890779241e-10,7.0728636894481274e-10,7.2689035467581436e-10,7.4833449329425567e-10,7.7060319823801171e-10,7.8949615057418393e-10,5.7630863121853863e-10
3.3325,6.6380412928639306e-10,7.0664156077551747e-10,7.2622940870867815e-10,7.4767553998911754e-10,7.6996489402873837e-10,7.8888219041402551e-10,5.7834642733592586e-10
3.335,6.630167814269219e-10,7.0581497459047694e-10,7.2538694731466523e-10,7.4683890160541906e-10,7.6915344744862214e-10,7.8809870100223157e-10,5.8020010645355618e-10
3.3375,6.6206122616592262e-10,7.048107904165187e-10,7.2436714312415998e-10,7.4582887806433344e-10,7.6817316159711997e-10,7.8714991056250477e-10,5.8187376643072602e-10
3.34,6.6094250216395408e-10,7.0363414404138136e-10,7.2317514106222847e-10,7.446507273082222e-10,7.6702934488659547e-10,7.8604109596348056e-10,5.833726476145037e-10
3.3425,6.5966651807120916e-10,7.0229108651426561e-10,7.218170065562941e-10,7.4331051722943539e-10,7.6572809206334101e-10,7.8477836468072287e-10,5.8470294376494009e-10
3.345,6.5824007078435488e-10,7.0078861761677279e-10,7.2029972033911363e-10,7.4181513041152261e-10,7.6427626038390968e-10,7.8336858118301555e-10,5.8587141916057513e-10
3.3475,6.5667079825251438e-10,6.9913464807951252e-10,7.1863116066512086e-10,7.4017232671059985e-10,7.6268155997689087e-10,7.8181951784172554e-10,5.8688562854470206e-10
3.35,6.5496708255527929e-10,6.9733795818189621e-10,7.1682018658626587e-10,7.3839091925237941e-10,7.6095278547011563e-10,7.8014007863676551e-10,5.8775432547095993e-10
3.3525,6.5313785526178719e-10,6.9540803132673928e-10,7.1487644513017807e-10,7.3648048359961146e-10,7.5909944352403982e-10,7.7833981907082145e-10,5.8848693387703552e-10
3.355,6.5119257931146956e-10,6.9335498090716499e-10,7.1281023205281644e-10,7.3445126002637105e-10,7.5713169739344798e-10,7.7642881795194557e-10,5.8909331447116199e-10
3.3575,6.4914133821448243e-10,6.9118954454187109e-10,7.1063239184729351e-10,7.3231402351677941e-10,7.550602374390205e-10,7.7441768922256525e-10,5.8958368193520352e-10
3.36,6.4699490530693921e-10,6.8892309357073537e-10,7.0835430643481486e-10,7.3008008211849141e-10,7.5289623188018806e-10,7.7231748739208188e-10,5.8996888405397409e-10
3.3625,6.4476469079579052e-10,6.8656757756498864e-10,7.0598790873887812e-10,7.2776131258361419e-10,7.5065142423299587e-10,7.7013982458192372e-10,5.9026036713954035e-10
3.365,6.4246263918333786e-10,6.8413545239092655e-10,7.0354565398827642e-10,7.2537005150011413e-10,7.4833805645376832e-10,7.6789688612019392e-10,5.9047003797246048e-10
3.3675,6.4010093665676607e-10,6.8163945074217702e-10,7.0104031930619292e-10,7.2291891659228292e-10,7.459686739746464e-10,7.6560120798837568e-10,5.9060999808618809e-10
3.37,6.3769193328584254e-10,6.7909253288079946e-10,6.9848491939644327e-10,7.2042078393708942e-10,7.4355605977748634e-10,7.6326550886571023e-10,5.9069258138924598e-10
3.3725,6.3524787645733435e-10,6.7650758608157481e-10,6.9589240488213113e-10,7.1788854150554027e-10,7.4111292818960062e-10,7.6090232119984928e-10,5.9072995421208295e-10
3.375,6.3278048438976224e-10,6.7389692968768358e-10,6.9327512576809035e-10,7.1533445001228097e-10,7.3865136198466343e-10,7.5852352783566444e-10,5.9073354181291969e-10
3.3775,6.3030045871236213e-10,6.7127178637906651e-10,6.9064427673408244e-10,7.1276948673819225e-10,7.3618226680931707e-10,7.5613991373064231e-10,5.9071377711776309e-10
3.38,6.2781712386524512e-10,6.6864190647113347e-10,6.880095355354647e-10,7.102029950905682e-10,7.3371477494921154e-10,7.5376053701509675e-10,5.9067938028564191e-10
3.3825,6.2533827079690454e-10,6.660154233268707e-10,6.8537892616572024e-10,7.076426811963356e-10,7.3125622281205005e-10,7.5139254526316719e-10,5.9063714099614054e-10
3.385,6.2287047718136212e-10,6.633992523514841e-10,6.8275927009407048e-10,7.0509511716733028e-10,7.2881291948521652e-10,7.4904206629190787e-10,5.905927765961038e-10
3.3875,6.2041956198697677e-10,6.6079959969871167e-10,6.8015675198909791e-10,7.025662181601397e-10,7.2639053279476835e-10,7.4671454353465211e-10,5.905512820431871e-10
3.39,6.1799083146755275e-10,6.582221827290618e-10,6.7757710859887019e-10,7.0006145157092352e-10,7.23994162764516e-10,7.4441475238337533e-10,5.9051681061558337e-10
