Physical Time (s),ep_bot Monitor (kg-m/s^3): bot_cv1,ep_bot Monitor (kg-m/s^3): bot_cv2,ep_bot Monitor (kg-m/s^3): bot_cv3,ep_bot Monitor (kg-m/s^3): bot_cv4,ep_bot Monitor (kg-m/s^3): bot_cv5,ep_bot Monitor (kg-m/s^3): bot_cv6,ep_bot Monitor (kg-m/s^3): bot_cv7
1.0625,-1.2681086601853308e-07,-1.3052712494057017e-07,-1.9855457621007795e-08,8.9076397308673398e-08,1.6142746066083145e-07,2.2068875693378311e-07,2.3244553453386916e-07
1.065,-1.2294830941232569e-07,-1.2668714281240678e-07,-1.7927435883171848e-08,8.8864032481002262e-08,1.5977846905946608e-07,2.1859195762488612e-07,2.3083643010706045e-07
1.0675,-1.1728004814237665e-07,-1.2102287667161566e-07,-1.5029018353132e-08,8.8540492418275294e-08,1.5718834137676164e-07,2.1483139933227273e-07,2.2740968416654591e-07
1.07,-1.0989351619676239e-07,-1.1362359227460925e-07,-1.1187055015171863e-08,8.8163164123169132e-08,1.5378141735528413e-07,2.095760023275428e-07,2.2233331529765483e-07
1.0725,-1.0091328665613536e-07,-1.0461544794674047e-07,-6.4523088301145918e-09,8.7778304012248412e-08,1.4967987961086284e-07,2.0299964088419739e-07,2.1578217421458488e-07
1.075,-9.0504110569685485e-08,-9.4164397527148274e-08,-9.0021929103300503e-10,8.7420848311444052e-08,1.449998395459925e-07,1.9527619522741522e-07,2.0793305528641795e-07
1.0775,-7.8866306946879826e-08,-8.2471676737246666e-08,5.3667635215103885e-09,8.7107639763974632e-08,1.3984550670290021e-07,1.8657149772362198e-07,1.9895658993734952e-07
1.08,-6.6232166232844792e-08,-6.9770249953461021e-08,1.2221235433821397e-08,8.6837259592048725e-08,1.3430695909413585e-07,1.7704132400372982e-07,1.8901521282367268e-07
1.0825,-5.2855640262814244e-08,-5.6314544649621515e-08,1.9517737844494524e-08,8.659296672864516e-08,1.2845874476696602e-07,1.6682666163528909e-07,1.782580657756915e-07
1.085,-3.9014813218590635e-08,-4.2383352306304613e-08,2.7092603144021693e-08,8.6343479220774517e-08,1.2236248739809033e-07,1.5605790763910371e-07,1.6682538709169424e-07
1.0875,-2.5004249149051815e-08,-2.8272270181205186e-08,3.4770965199260206e-08,8.6050329781072502e-08,1.1607217212517073e-07,1.4485777719172548e-07,1.5485105657442657e-07
1.09,-1.1125549128446017e-08,-1.4284479002871747e-08,4.2368689735118306e-08,8.5664943551817545e-08,1.0963048556408442e-07,1.3333707644179664e-07,1.4245809443292128e-07
1.0925,2.321452497519244e-09,-7.2212867653573345e-10,4.9695654983106725e-08,8.5127611702300611e-08,1.0306670107952749e-07,1.2159248796981171e-07,1.2975619060927944e-07
1.095,1.5048616603273274e-08,1.2123514251576839e-08,5.6566282071379118e-08,8.4376443566759519e-08,9.640420665304623e-08,1.0971288601960954e-07,1.1684770030542501e-07
1.0975,2.6789642771051215e-08,2.3982091384994767e-08,6.2807017043580305e-08,8.33518259427067e-08,8.9662660341309687e-08,9.7780781185158775e-08,1.0382868790567641e-07
1.1,3.730886835318364e-08,3.4613092687214827e-08,6.826046266840684e-08,8.1998506916172025e-08,8.2858529728677536e-08,8.5871776674287325e-08,9.0788120681544471e-08
1.1025,4.6412226085408885e-08,4.3817137421305528e-08,7.2795749015372564e-08,8.0272629052534609e-08,7.6010606067922386e-08,7.405899615249608e-08,7.7811841247011895e-08
1.105,5.3952353288928559e-08,5.1441257061565587e-08,7.6313049741151561e-08,7.8146696842044824e-08,6.9145630530760662e-08,6.2417842997194689e-08,6.4986959515200546e-08
1.1075,5.9826870128815965e-08,5.7377201068842801e-08,7.8741960465084329e-08,7.560668125369107e-08,6.2294286285711486e-08,5.1022525947321917e-08,5.2398327870532552e-08
1.11,6.3974894488914062e-08,6.1558230185691144e-08,8.0039493208926984e-08,7.265266231567924e-08,5.5493728270571261e-08,3.9949607518748713e-08,4.013228499497775e-08
1.1125,6.6373486150438012e-08,6.3955794148754908e-08,8.0191951731061116e-08,6.9302639081661979e-08,4.8792747812110931e-08,2.9284850988860196e-08,2.8283824642263732e-08
1.115,6.7037868572898058e-08,6.457999976714032e-08,7.921277906059167e-08,6.559165163992479e-08,4.225130823761015e-08,1.9122784048745121e-08,1.6956482025407188e-08
1.1175,6.6019260491511667e-08,6.347780182480503e-08,7.7142548249066722e-08,6.1572005141406296e-08,3.5941373391149115e-08,9.5678780859336407e-09,6.2636539955273463e-09
1.12,6.3404496648053078e-08,6.0732861698344721e-08,7.4046773293218757e-08,5.7309034525405847e-08,2.9941951257726158e-08,7.2863584273289737e-10,-3.6772961681067798e-09
1.1225,5.9317080943551041e-08,5.6467057740926447e-08,7.0017770057868905e-08,5.2882485320296895e-08,2.4339976701066887e-08,-7.2818143520149936e-09,-1.2744458098269605e-08
1.125,5.3915066330063472e-08,5.0838432479548378e-08,6.5174332081411829e-08,4.8384322536843541e-08,1.9225387569746623e-08,-1.435290878891842e-08,-2.081885043929476e-08
1.1275,4.7384798569568603e-08,4.4034884144241895e-08,5.9657213456349556e-08,4.3916041760452115e-08,1.4688211611145227e-08,-2.0379359338616481e-08,-2.7787063829367936e-08
1.13,3.9933401945678619e-08,3.6266612662845605e-08,5.3622250628217294e-08,3.9583881044714178e-08,1.0814336085113995e-08,-2.5266733534191944e-08,-3.354701894288773e-08
1.1325,3.1782011735312782e-08,2.7759395319093548e-08,4.7233854712995262e-08,3.5492593167158271e-08,7.6797871665219409e-09,-2.8938000103458931e-08,-3.8014639861500211e-08
1.135,2.3160603856180053e-08,1.8749336138838245e-08,4.0661183728691305e-08,3.174190707544903e-08,5.3476402914815671e-09,-3.1337100353121402e-08,-4.112755647782773e-08
1.1375,1.4302420685832115e-08,9.4769474370436302e-09,3.4074037384358319e-08,2.8422681582392634e-08,3.8634638841420413e-09,-3.2433812937194857e-08,-4.2850108580408758e-08
1.14,5.438409797343447e-09,1.8132820769774741e-10,2.7637116757310025e-08,2.5612353723297641e-08,3.2523163454882946e-09,-3.2226667715294903e-08,-4.3176374176298972e-08
1.1425,-3.2086973705273946e-09,-8.9061822643342921e-09,2.1507761044769764e-08,2.3375537903602365e-08,3.5188961173467806e-09,-3.0743075996678298e-08,-4.2130431382338194e-08
1.145,-1.1429775902072954e-08,-1.7567672374558125e-08,1.5830626560676503e-08,2.1761111852319781e-08,4.6457648575430528e-09,-2.8041116474670491e-08,-3.9768299232142431e-08
1.1475,-1.9032288246165827e-08,-2.5601738780137474e-08,1.0736466869997543e-08,2.0803167076361117e-08,6.5970011605105198e-09,-2.4205116475849701e-08,-3.6173641794421135e-08
1.15,-2.5844889935810816e-08,-3.2828522554235841e-08,6.3374344269661561e-09,2.0518222572348219e-08,9.3171298807363036e-09,-1.9345568418353981e-08,-3.1457796045701356e-08
1.1525,-3.1719423606295523e-08,-3.9091898472507983e-08,2.7259617004397028e-09,2.0905396225623079e-08,1.2732593630117843e-08,-1.3596325121167212e-08,-2.5757034839689007e-08
1.155,-3.6532160473528982e-08,-4.4260839285277004e-08,-2.6694737366833122e-11,2.194527102033557e-08,1.6751412432809416e-08,-7.1135716777492758e-09,-1.9231561115323773e-08
1.1575,-4.0184107736080858e-08,-4.8229786263407289e-08,-1.8698029175870919e-09,2.3602077502229058e-08,2.126642285181275e-08,-7.1350697017847197e-11,-1.2061008784971108e-08
1.16,-4.2601429858151241e-08,-5.0919273468691082e-08,-2.7718415224444415e-09,2.5827208764658984e-08,2.6160007223449313e-08,7.3439011497090576e-09,-4.4389438849235526e-09
1.1625,-4.3736355165593015e-08,-5.2277214188848551e-08,-2.7181299421036305e-09,2.856583540974478e-08,3.1312641255024288e-08,1.4944106664110616e-08,3.4380507131860948e-09
1.165,-4.3567459191569332e-08,-5.2279026261535004e-08,-1.7123937877939497e-09,3.1756391916352091e-08,3.6605063185958314e-08,2.2542569542529814e-08,1.1373512124615867e-08
1.1675,-4.2098864846366791e-08,-5.0926582398781969e-08,2.2199337433333484e-10,3.5328546961678518e-08,4.1916818734398786e-08,2.9954622886121848e-08,1.9171909879462181e-08
1.17,-3.9356346363174809e-08,-4.8244278413482397e-08,3.0481013312084685e-09,3.9210828365261264e-08,4.7135091778994759e-08,3.7008192588658105e-08,2.6649437828986063e-08
1.1725,-3.538759169528645e-08,-4.4279679811667949e-08,6.7150510530719583e-09,4.3328670372578524e-08,5.215323079963674e-08,4.3544605499656094e-08,3.3635192497199008e-08
1.175,-3.0262386778970469e-08,-3.9103545224141641e-08,1.1158639154433748e-08,4.7609407392260879e-08,5.6876865915580101e-08,4.9425235409033752e-08,3.9977984486966114e-08
1.1775,-2.4069393495542714e-08,-3.2806407312748205e-08,1.6304523460372356e-08,5.1984122070452756e-08,6.1226938862308587e-08,5.4537475494131628e-08,4.5553035323309815e-08
1.18,-1.690689817608707e-08,-2.5488920583353439e-08,2.2075228779511515e-08,5.6392797710111473e-08,6.514419532672272e-08,5.879999798930199e-08,5.0267953198861113e-08
1.1825,-8.8664884882619828e-09,-1.7244907772591834e-08,2.8402771254351913e-08,6.0794760653226527e-08,6.8597955171880758e-08,6.2170956867758302e-08,5.4071941826519563e-08
1.185,-2.4452982241325167e-11,-8.1523508503799201e-09,3.5232641225472597e-08,6.5161337588898348e-08,7.157338882474164e-08,6.4632783897821533e-08,5.6940680250556095e-08
1.1875,9.5374975766338627e-09,1.7048888727101837e-09,4.2511727364808348e-08,6.9476080812618295e-08,7.4074897448552812e-08,6.6194906454217389e-08,5.8877933546683251e-08
1.19,1.9709840908928141e-08,1.2213502400148454e-08,5.0170713006112598e-08,7.3722338449785068e-08,7.6118341780078593e-08,6.68896649180482e-08,5.9911164456338933e-08
1.1925,3.0358947602658959e-08,2.3234595652508991e-08,5.8125302442236401e-08,7.788371301713974e-08,7.7731570316534372e-08,6.6773918624584605e-08,6.0093954959860886e-08
1.195,4.1343889326094182e-08,3.4621664433302632e-08,6.6283215161688317e-08,8.1941612557624833e-08,7.8949090394788223e-08,6.5922076795498084e-08,5.9499744388486177e-08
1.1975,5.2527932134670341e-08,4.6232683466264019e-08,7.4551824471488385e-08,8.58753698508513e-08,7.980837256500157e-08,6.4420611608156074e-08,5.8216375836884904e-08
1.2,6.3780388321147364e-08,5.793204792092477e-08,8.2842911415497537e-08,8.9670415082217205e-08,8.0356905681188696e-08,6.2374449529035379e-08,5.6352386629785075e-08
1.2025,7.4975008829116782e-08,6.9588324455941489e-08,9.1073385430025966e-08,9.3318494453861569e-08,8.0650927739137717e-08,5.9904530313100417e-08,5.4034406840025175e-08
1.205,8.5986463312713578e-08,8.1070026068270127e-08,9.916321939803264e-08,9.6819445484425132e-08,8.075767611423354e-08,5.7148927519031725e-08,5.1408024895422147e-08
1.2075,9.6688013628181755e-08,9.2243296900323207e-08,1.0703203224631424e-07,1.0017424008639909e-07,8.0746637717443148e-08,5.4252345094210507e-08,4.862727642268851e-08
1.21,1.0695647943993806e-07,1.0297761498206915e-07,1.146002747505638e-07,1.033846243748499e-07,8.0688726629757244e-08,5.1362554479300526e-08,4.5850496829778346e-08
1.2125,1.1668378418602074e-07,1.1315827221195899e-07,1.2179847830794119e-07,1.0645707081638666e-07,8.0657356810836304e-08,4.8628984588404592e-08,4.3238634391395294e-08
1.215,1.2577536270281459e-07,1.2268425352182725e-07,1.2856622837068173e-07,1.0940137711328968e-07,8.0724923662869762e-08,4.619819026044781e-08,4.0950134243634617e-08
1.2175,1.3414833833583472e-07,1.3146593623702684e-07,1.34849633972459e-07,1.1222762238067982e-07,8.095976258425179e-08,4.4209249526525605e-08,3.9135938447783862e-08
1.22,1.4173025086106859e-07,1.3942423959343839e-07,1.4059876951007192e-07,1.1494054605010436e-07,8.1418811590469234e-08,4.2784371758805351e-08,3.7929596345263268e-08
1.2225,1.4846076143987059e-07,1.4649264821913685e-07,1.4577111071282957e-07,1.1754553682858769e-07,8.2153435385104692e-08,4.2033890481161118e-08,3.7451966249649587e-08
1.225,1.5429477797182888e-07,1.5262025295055068e-07,1.5033303084162094e-07,1.2004730878736617e-07,8.3207079480609281e-08,4.2050868562012682e-08,3.7805084700220671e-08
1.2275,1.591989467459459e-07,1.5776778269135204e-07,1.5425918235087051e-07,1.2245142864709006e-07,8.4616861935730553e-08,4.2913522986144526e-08,3.907480038126201e-08
1.23,1.6314731864561236e-07,1.6190365428080255e-07,1.5752819856221535e-07,1.2476054517099407e-07,8.6409337157116242e-08,4.4680656961659783e-08,4.13257472814215e-08
1.2325,1.6612157236219999e-07,1.6500455249916454e-07,1.6012015217551264e-07,1.269695437333014e-07,8.8595366101860911e-08,4.7385953928620497e-08,4.4595594576125626e-08
1.235,1.681100544761241e-07,1.6705432081418126e-07,1.6201844370944304e-07,1.2906923537338182e-07,9.1174315190646335e-08,5.1041806095944771e-08,4.8898706408280229e-08
1.2375,1.6911027700348624e-07,1.6804713479923163e-07,1.6321086155861674e-07,1.3104648021381644e-07,9.4134035260909291e-08,5.5639172859559401e-08,5.4226217520894192e-08
1.24,1.6913083410409563e-07,1.6798918463254281e-07,1.6369161344894414e-07,1.3288505649001098e-07,9.7451840496953403e-08,6.1148874628696977e-08,6.0547282358451595e-08
1.2425,1.6818986057284292e-07,1.6689685660275155e-07,1.634604484961151e-07,1.3456329200648799e-07,1.0109112005934728e-07,6.7518861308862831e-08,6.7806633847344654e-08
1.245,1.6631325819012552e-07,1.6479518997653747e-07,1.6252192748788868e-07,1.3605700665626377e-07,1.0500369681263932e-07,7.4674915253296066e-08,7.5924859861922891e-08
1.2475,1.6353569577633812e-07,1.6171950687312678e-07,1.608874480005653e-07,1.3734310506703519e-07,1.0913580808789498e-07,8.2528076632061842e-08,8.4806255417983096e-08
1.25,1.5990209248135267e-07,1.5771684123245958e-07,1.5857507953067376e-07,1.383969653117956e-07,1.1342592206821919e-07,9.0973279726087558e-08,9.433770864789306e-08
1.2525,1.5546442836519697e-07,1.5284181657371752e-07,1.5560963029214985e-07,1.3919508100255462e-07,1.1780833239201191e-07,9.989410077040185e-08,1.0439332613716243e-07
1.255,1.5027853756338965e-07,1.4715358120812551e-07,1.5201719478780617e-07,1.3970555862620294e-07,1.2220127668313442e-07,1.0915076599142696e-07,1.1482251091732239e-07
1.2575,1.4440163577493009e-07,1.4071375677887418e-07,1.4782678898657127e-07,1.3990224105911237e-07,1.2652669120538172e-07,1.1860344773328082e-07,1.254738063101668e-07
1.26,1.3789441519715176e-07,1.3358847770698738e-07,1.4307100706266471e-07,1.3976136249591004e-07,1.3070815895683589e-07,1.2811064906502884e-07,1.3619327644641072e-07
1.2625,1.308159132056322e-07,1.2584239686760418e-07,1.3778201004794259e-07,1.3925798288242376e-07,1.3466881430148575e-07,1.3753079270908268e-07,1.4682664585283587e-07
1.265,1.2322862905432705e-07,1.175447976661538e-07,1.3199370100547433e-07,1.3836498187122195e-07,1.3832762584552688e-07,1.4671627793967546e-07,1.5721282145029744e-07
1.2675,1.1519546931793628e-07,1.0876508396499083e-07,1.2574255150143853e-07,1.3705775957203593e-07,1.4160571119619066e-07,1.5552257267408064e-07,1.6719356385359699e-07
1.27,1.0677734893387478e-07,9.9570543189048419e-08,1.1906536699636419e-07,1.3531144822942268e-07,1.4442056990222849e-07,1.6379801997480134e-07,1.7660250058304321e-07
1.2725,9.803493508456992e-08,9.0028849726738426e-08,1.1200179527804407e-07,1.3310996042017786e-07,1.4670025184843677e-07,1.7140162603370671e-07,1.8528345277957826e-07
1.275,8.9028639337505529e-08,8.0207929651841305e-08,1.045907292448741e-07,1.3043916402427335e-07,1.4837873506907652e-07,1.7820028415975681e-07,1.9308789881881917e-07
1.2775,7.9820612054653205e-08,7.0177846703275593e-08,9.6873266476864245e-08,1.2728759213119227e-07,1.4939616179495032e-07,1.8406962042117578e-07,1.9987604343721628e-07
1.28,7.0469923519547769e-08,6.0004681789995821e-08,8.8890639622003225e-08,1.2364831630565285e-07,1.4970140630419911e-07,1.8889889098090767e-07,2.0552188164526345e-07
1.2825,6.1032744353292942e-08,4.9751247008035976e-08,8.0684522275019234e-08,1.1951893645433863e-07,1.4925044163337389e-07,1.9258915868238025e-07,2.0991145949502025e-07
1.285,5.1562301705831836e-08,3.9477136614293089e-08,7.2295328874478653e-08,1.1490042923721897e-07,1.4800665112030704e-07,1.9505464028650917e-07,2.1294461239476714e-07
1.2875,4.2109269073822144e-08,2.9238648293011068e-08,6.3762655943485362e-08,1.0979597063395896e-07,1.4593833014951068e-07,1.9621896169744284e-07,2.145313502371295e-07
1.29,3.2720801230110673e-08,1.908860323431879e-08,5.5126134921463582e-08,1.0421632426380981e-07,1.4302688327954573e-07,1.9602448952945828e-07,2.146016720979041e-07
1.2925,2.3446818669159985e-08,9.0824466820926151e-09,4.643271849785309e-08,9.8188710914268107e-08,1.3927627651674074e-07,1.9444147810832625e-07,2.1311477972499959e-07
1.295,1.4335674690225158e-08,-7.2742099469618477e-10,3.7729614396318957e-08,9.1747496741061906e-08,1.3470466229698887e-07,1.9146092699685502e-07,2.1005229459339331e-07
1.2975,5.4288839181210122e-09,-1.0296573595319217e-08,2.9058759516044502e-08,8.4925363374202845e-08,1.2933388102701625e-07,1.8708448347600844e-07,2.0540828912023969e-07
1.3,-3.2371340301408808e-09,-1.9585947125139328e-08,2.045956384545012e-08,7.7757983231506061e-08,1.2319383143831719e-07,1.8132927898408012e-07,1.9919436184862666e-07
1.3025,-1.1629102329235024e-08,-2.8560046737059394e-08,1.1971737328153721e-08,7.0287180193062516e-08,1.1632472489930669e-07,1.7422949162116457e-07,1.9144145450439148e-07
1.305,-1.9718760950530718e-08,-3.7188721478341353e-08,3.6308864135657403e-09,6.255790462215546e-08,1.0877620501604727e-07,1.6583601361462727e-07,1.8219958527883881e-07
1.3075,-2.7484944600742557e-08,-4.5449295000555426e-08,-4.5354534595020491e-09,5.4607616643880557e-08,1.0059500206948304e-07,1.5620401050093203e-07,1.7152565547043179e-07
1.31,-3.4911918141100332e-08,-5.3325482552623006e-08,-1.2502323520605172e-08,4.6473568551113283e-08,9.1830985528096848e-08,1.4539878821349253e-07,1.5948933289934519e-07
1.3125,-4.1991734005007749e-08,-6.0810215530712582e-08,-2.0250779606091646e-08,3.8190724860167258e-08,8.2533056873626744e-08,1.3349062274244541e-07,1.4616782706918292e-07
1.315,-4.8723072772704895e-08,-6.7903207436709547e-08,-2.7767704266831749e-08,2.9793204860365073e-08,7.2753146642689786e-08,1.2055809078954741e-07,1.3164912788289937e-07
1.3175,-5.5104934544569223e-08,-7.4603545835177981e-08,-3.50402687793016e-08,2.1318545751191723e-08,6.2551571883517815e-08,1.0669334022213684e-07,1.1603707681042179e-07
1.32,-6.1133716341087567e-08,-8.0907715591979267e-08,-4.2053309291768858e-08,1.2805142492339277e-08,5.1990968429550996e-08,9.1995535711097506e-08,9.9444718188204644e-08
1.3225,-6.6809050624532065e-08,-8.6817054960769262e-08,-4.8793458240213567e-08,4.2947833441883375e-09,4.1141691192922583e-08,7.6577029747334798e-08,8.2000199660153233e-08
1.325,-7.2139011210108702e-08,-9.2342951813991108e-08,-5.5255372045517552e-08,-4.1764538012783575e-09,3.0070808827811583e-08,6.0551873704076458e-08,6.3835353043234996e-08
1.3275,-7.7136540594160773e-08,-9.7501399046650577e-08,-6.1437521258120804e-08,-1.257276226176321e-08,1.8848134266975528e-08,4.4042059434393046e-08,4.5091751418627453e-08
1.33,-8.1815918805976059e-08,-1.0230944253070468e-07,-6.7341897300714661e-08,-2.0864407005553149e-08,7.5390725790789931e-09,2.7170567179005289e-08,2.5913868005322279e-08
1.3325,-8.6189522928193996e-08,-1.0678223597576623e-07,-7.296765792632146e-08,-2.9014149645666159e-08,-3.780266995275264e-09,1.0075354149481929e-08,6.4625924435797315e-09
1.335,-9.0265457152504098e-08,-1.1093033009943867e-07,-7.8311522435750362e-08,-3.6983974975440608e-08,-1.5031117243563727e-08,-7.0979707939873886e-09,-1.3092024617272087e-08
1.3375,-9.4047787244806568e-08,-1.1476088858401821e-07,-8.3366414718045274e-08,-4.4734025824835331e-08,-2.6132125186909402e-08,-2.4196768281006099e-08,-3.2571350729141995e-08
1.34,-9.7538212163795087e-08,-1.1827877744435423e-07,-8.8123282334299703e-08,-5.2222385742332842e-08,-3.7000081687343629e-08,-4.106354787404381e-08,-5.1790960374329949e-08
1.3425,-1.0073503265042177e-07,-1.2148496191339888e-07,-9.2569881654398365e-08,-5.9400650292468993e-08,-4.7543538067147502e-08,-5.7531394178407559e-08,-7.0556655659219227e-08
1.345,-1.0363273823147863e-07,-1.24376729115476e-07,-9.66890904546525e-08,-6.6212912250234745e-08,-5.7661175832199351e-08,-7.3422812432228976e-08,-8.8663577032183791e-08
1.3475,-1.0622215329305567e-07,-1.2694784587432853e-07,-1.0046162134585347e-07,-7.2602199636083161e-08,-6.7249163159813033e-08,-8.8557840840239736e-08,-1.0590479455715808e-07
1.35,-1.0849412122006687e-07,-1.2919257948073629e-07,-1.0387043395853176e-07,-7.8516841716610606e-08,-7.6210475647766482e-08,-1.0276411015861017e-07,-1.2208163279048893e-07
1.3525,-1.104384928424008e-07,-1.3110379699879235e-07,-1.0689709799478218e-07,-8.3905581479311896e-08,-8.4449561713461636e-08,-1.158720052631524e-07,-1.3699939198388799e-07
1.355,-1.1204188317531715e-07,-1.3267113994075096e-07,-1.0952069423321691e-07,-8.87147303614203e-08,-9.1870697833552076e-08,-1.2771495046267132e-07,-1.504676952469524e-07
1.3575,-1.1329368331352908e-07,-1.3388711747786382e-07,-1.1172430519683805e-07,-9.2895234105185095e-08,-9.8384763542466479e-08,-1.3813767446271599e-07,-1.6230906083827553e-07
1.36,-1.1418470852703491e-07,-1.3474530897888645e-07,-1.1349256117397222e-07,-9.6400727048110247e-08,-1.0390629862554836e-07,-1.4699353787018134e-07,-1.7235633467729425e-07
1.3625,-1.1470610076648933e-07,-1.3523963184562981e-07,-1.1481308105690112e-07,-9.919574209694263e-08,-1.0836606509705714e-07,-1.5415884982803612e-07,-1.8046741692135021e-07
1.365,-1.1485179957223945e-07,-1.3536699357021895e-07,-1.1567776838548911e-07,-1.0125290949491217e-07,-1.1170830873025494e-07,-1.5953027030919723e-07,-1.8652289538739213e-07
1.3675,-1.1462030740736261e-07,-1.3512915457259297e-07,-1.1608401290521516e-07,-1.0255390669906436e-07,-1.1389249832252336e-07,-1.6302855113030679e-07,-1.9043002543379943e-07
1.37,-1.1401446465499114e-07,-1.345316829895484e-07,-1.1603371997826901e-07,-1.0308629525319642e-07,-1.1488757688399502e-07,-1.6459316555784392e-07,-1.921176228946424e-07
1.3725,-1.1303918296819449e-07,-1.3358142163260923e-07,-1.1553188032875246e-07,-1.0284293794415651e-07,-1.1467260690027434e-07,-1.6418403645545471e-07,-1.9153802430801245e-07
1.375,-1.1170279276654912e-07,-1.3228909492861127e-07,-1.1458927870472034e-07,-1.0182890689475766e-07,-1.1324317215491578e-07,-1.6178672380102338e-07,-1.886722041623551e-07
1.3775,-1.1001844024816302e-07,-1.3066994204976003e-07,-1.1322308408666385e-07,-1.0006182897549785e-07,-1.1061308223783615e-07,-1.5741325424371518e-07,-1.8353040271409677e-07
1.38,-1.080032010360024e-07,-1.2874259532044497e-07,-1.1145627694849979e-07,-9.7571205086735469e-08,-1.0681511348719798e-07,-1.5110189601844898e-07,-1.7615134205537046e-07
1.3825,-1.0568034279352818e-07,-1.2653264751022954e-07,-1.0931848970200799e-07,-9.4396977231090484e-08,-1.018995649917944e-07,-1.4291644079187389e-07,-1.6660147984652344e-07
1.385,-1.0307706954109323e-07,-1.2406830417481462e-07,-1.0684173260086562e-07,-9.058184729729137e-08,-9.59231067919639e-08,-1.3293572326282566e-07,-1.5496459299752422e-07
1.3875,-1.0022266485731702e-07,-1.2137971687210115e-07,-1.0406139797764964e-07,-8.617386751185556e-08,-8.8951358170042515e-08,-1.2125677152209068e-07,-1.4134545063531705e-07
1.39,-9.7152465280647984e-08,-1.1850364476537268e-07,-1.0102001316755535e-07,-8.123043156511412e-08,-8.1062887115997367e-08,-1.0799808804134425e-07,-1.2587318013944565e-07
1.3925,-9.3907887581662246e-08,-1.1548234474338983e-07,-9.7766835091346483e-08,-7.581994871200414e-08,-7.2350024433269413e-08,-9.3296714711902591e-08,-1.0869865662336022e-07
1.395,-9.0531698772714934e-08,-1.1235830290685167e-07,-9.4353523599633168e-08,-7.0020227725476298e-08,-6.2921222870565332e-08,-7.7315759696986224e-08,-9.0001901470243111e-08
1.3975,-8.7064615343883993e-08,-1.0917092258600472e-07,-9.0829965245183989e-08,-6.3913770784498608e-08,-5.2897933123909158e-08,-6.0235020361634062e-08,-6.9982054899974394e-08
1.4,-8.3543245914468216e-08,-1.0595413028127377e-07,-8.7243035782336323e-08,-5.7589172741687541e-08,-4.2414112737621286e-08,-4.2254208667733161e-08,-4.8861772232838648e-08
1.4025,-7.9997255025904435e-08,-1.0273443057613463e-07,-8.3629913770431394e-08,-5.1117135691213151e-08,-3.1587782355386895e-08,-2.3566726330774109e-08,-2.6859044472722659e-08
1.405,-7.6453764175890529e-08,-9.9536476196945568e-08,-8.0024591621754002e-08,-4.4561493438567335e-08,-2.0527917185149359e-08,-4.3607517635425956e-09,-4.1887408704277939e-09
1.4075,-7.2941331770031261e-08,-9.638577258907721e-08,-7.6461965372527398e-08,-3.7989920958225291e-08,-9.3461229585823844e-09,1.517109761284351e-08,1.8927169062068813e-08
1.41,-6.948156442081999e-08,-9.3299398883654359e-08,-7.2971871743506471e-08,-3.147490751039151e-08,1.8359422224511993e-09,3.4825450411403916e-08,4.2254393282647085e-08
1.4125,-6.6093141784352301e-08,-9.0291035690100551e-08,-6.9579727096240275e-08,-2.5083885069320073e-08,1.2898210325259667e-08,5.4398610340073707e-08,6.5556447840090614e-08
1.415,-6.2789684557002964e-08,-8.7368768402429984e-08,-6.6302599952088587e-08,-1.8868331239712683e-08,2.3738313296780421e-08,7.3702665596247241e-08,8.8611210178852363e-08
1.4175,-5.957981018241419e-08,-8.45364923265351e-08,-6.3152467516910229e-08,-1.2875209523192298e-08,3.4259770757887259e-08,9.2554190542222315e-08,1.1119983858360547e-07
1.42,-5.6470172445598746e-08,-8.1797571515178231e-08,-6.0138917168844845e-08,-7.1462254921076388e-09,4.4373233699135589e-08,1.1077829986957391e-07,1.3311121167000166e-07
1.4225,-5.3461782553968139e-08,-7.914894463993871e-08,-5.7264367746213743e-08,-1.7122936493880923e-09,5.4001402961363506e-08,1.2821348804767661e-07,1.5414753742108795e-07
1.425,-5.0554118121507189e-08,-7.6584133976609214e-08,-5.4528569300906916e-08,3.3982988639985117e-09,6.3071949701109748e-08,1.4470545075979013e-07,1.7411726186413543e-07
1.4275,-4.7740106001214205e-08,-7.4089171758302204e-08,-5.1925424187417375e-08,8.1603679927229545e-09,7.1519100311312387e-08,1.6011237004881831e-07,1.9284229728057066e-07
1.43,-4.5007272237996864e-08,-7.1643952724440056e-08,-4.9441633931278532e-08,1.2556739315473812e-08,7.9282903735018837e-08,1.7429883479028886e-07,2.1015159276263322e-07
1.4325,-4.2338523689559116e-08,-6.9224235911023524e-08,-4.7058183581776949e-08,1.6577709623626705e-08,8.6312319628524432e-08,1.8714317528422068e-07,2.2588902181476138e-07
1.435,-3.971382642945989e-08,-6.6803573432509879e-08,-4.47522273156737e-08,2.0223183321178546e-08,9.257198429421897e-08,1.985453114188115e-07,2.3992168700914438e-07
1.4375,-3.7114063414229724e-08,-6.4357594419006416e-08,-4.250144242961386e-08,2.3495599433476088e-08,9.8032670511610715e-08,2.0841810333109966e-07,2.5213180537448751e-07
1.44,-3.4519250235073044e-08,-6.1861984100115717e-08,-4.028235173024763e-08,2.6401816868665899e-08,1.0267105512850668e-07,2.166849881262151e-07,2.6241460560137482e-07
