Physical Time (s),ep_bot Monitor (kg-m/s^3): bot_cv1,ep_bot Monitor (kg-m/s^3): bot_cv2,ep_bot Monitor (kg-m/s^3): bot_cv3,ep_bot Monitor (kg-m/s^3): bot_cv4,ep_bot Monitor (kg-m/s^3): bot_cv5,ep_bot Monitor (kg-m/s^3): bot_cv6,ep_bot Monitor (kg-m/s^3): bot_cv7
4.105,4.8308351303947861e-08,4.4016877188942339e-08,4.2765754586450112e-08,4.4102447759802973e-08,4.4671428247398942e-08,4.2502808405643462e-08,4.1258266314392217e-08
4.1075,4.2872067128645749e-08,3.7847598525599435e-08,3.600495852096865e-08,3.6908849229910065e-08,3.7135075890772573e-08,3.4611107353395707e-08,3.3292349495016245e-08
4.11,3.7530775048523485e-08,3.1785308462584487e-08,2.936046577109671e-08,2.9835640789343341e-08,2.9717726530102408e-08,2.6824248611848528e-08,2.5424670125879616e-08
4.1125,3.2302952854811349e-08,2.5850938691905425e-08,2.2854582462459555e-08,2.2906358106926867e-08,2.2443917147391617e-08,1.9168061798708506e-08,1.7680896157849832e-08
4.115,2.7206229780999925e-08,2.0064255421362272e-08,1.6508543552689609e-08,1.6143067069484276e-08,1.5336547046693265e-08,1.1667018801961317e-08,1.0085517075203494e-08
4.1175,2.225595277947649e-08,1.4442208103674478e-08,1.0339957949899867e-08,9.5638634285521356e-09,8.4144532576701115e-09,4.3409299794365909e-09,2.6585830363570615e-09
4.12,1.7467313479916732e-08,9.0014350621376558e-09,4.3661498460086002e-09,3.1863154278057148e-09,1.6957602160998187e-09,-2.7911030786347401e-09,-4.5804215379338154e-09
4.1225,1.2852254846219638e-08,3.7549482361384055e-09,-1.3993941168030489e-09,-2.9763717800837886e-09,-4.8064517720794683e-09,-9.7156257711259908e-09,-1.1617858185653892e-08
4.125,8.4217571066992096e-09,-1.2849719274726771e-09,-6.9438042964791137e-09,-8.9111112206078569e-09,-1.1078276846718566e-08,-1.6417627851698959e-08,-1.8438606130998857e-08
4.1275,4.1860134813509794e-09,-6.1066406866488939e-09,-1.2254325056411661e-08,-1.4604335839521857e-08,-1.7106265431509258e-08,-2.2883215833371652e-08,-2.5028790036784544e-08
4.13,1.5480782632755616e-10,-1.0698685093636709e-08,-1.7318261923105185e-08,-2.0042391493940458e-08,-2.2875888572026304e-08,-2.9096837999779348e-08,-3.1372757115264162e-08
4.1325,-3.6625546723090104e-09,-1.5050180284421461e-08,-2.2123196244991722e-08,-2.5211868688842687e-08,-2.8372727522342085e-08,-3.5042579772504622e-08,-3.7454376484387669e-08
4.135,-7.2579922105800854e-09,-1.9151537512096294e-08,-2.6658517996458743e-08,-3.0101598628884096e-08,-3.3585226296039158e-08,-4.0708173864795905e-08,-4.3261472277743603e-08
4.1375,-1.0623358175313865e-08,-2.2993204890221617e-08,-3.0913521793401102e-08,-3.4700360490734562e-08,-3.8502147924071639e-08,-4.6081104693539759e-08,-4.8781105090420405e-08
4.14,-1.375178147040214e-08,-2.6567376941164552e-08,-3.4879826663902369e-08,-3.8999049202543845e-08,-4.3113343799949189e-08,-5.1150037014594212e-08,-5.4002128065445654e-08
4.1425,-1.6636799010347048e-08,-2.9867064798712609e-08,-3.8550382275913737e-08,-4.2990842514194693e-08,-4.7411668083743092e-08,-5.5905954960749301e-08,-5.8915097246661298e-08
4.145,-1.9273693620334309e-08,-3.2887400914895755e-08,-4.1920071903376415e-08,-4.6669668336756676e-08,-5.1389654587083831e-08,-6.0339393903078832e-08,-6.3510145162361817e-08
4.1475,-2.1657949907023766e-08,-3.5623442698014556e-08,-4.4983239631963434e-08,-5.0028595389583339e-08,-5.5039043098516739e-08,-6.444115157439245e-08,-6.7777651516091501e-08
4.15,-2.3785805638516411e-08,-3.8070674785928512e-08,-4.7734026131951439e-08,-5.3059872241378872e-08,-5.835098638517067e-08,-6.8201946204879846e-08,-7.170774314689116e-08
4.1525,-2.565345004045154e-08,-4.0224231701778828e-08,-5.0166422035006558e-08,-5.5756778996014875e-08,-6.1318536066688365e-08,-7.161360736213676e-08,-7.5291638078158318e-08
4.155,-2.7257316300700957e-08,-4.2079532208118755e-08,-5.2275128212494723e-08,-5.811485246055837e-08,-6.3937119005192451e-08,-7.4669495694858291e-08,-7.852175865424559e-08
4.1575,-2.8595211737730734e-08,-4.3633773940244115e-08,-5.4056910333172049e-08,-6.0130737052543555e-08,-6.620241047004282e-08,-7.7361623707503338e-08,-8.1389701478087964e-08
4.16,-2.9667020801811873e-08,-4.4886637531052809e-08,-5.5511116125088678e-08,-6.1802648734289918e-08,-6.8111730563120031e-08,-7.9685933527301434e-08,-8.3890618016300167e-08
4.1625,-3.0474744125354389e-08,-4.5840223907763887e-08,-5.6639827497523176e-08,-6.313219554746956e-08,-6.9665969117773688e-08,-8.1642142300479905e-08,-8.6023459478883682e-08
4.165,-3.1022597344981815e-08,-4.6498981536801296e-08,-5.7446670129158938e-08,-6.4121906965404968e-08,-7.0867009835325021e-08,-8.3231841828086984e-08,-8.7789322313827397e-08
4.1675,-3.1316655923901598e-08,-4.686922262355317e-08,-5.7937349928811272e-08,-6.4775892753838467e-08,-7.1717620526387995e-08,-8.4457241202010026e-08,-8.9189650831868775e-08
4.17,-3.1364195592827687e-08,-4.6958436745149187e-08,-5.8118793739034588e-08,-6.5100804850256026e-08,-7.2224660547366624e-08,-8.5323821306643982e-08,-9.022896521994154e-08
4.1725,-3.1173214376394958e-08,-4.6774789473523879e-08,-5.7998574896168262e-08,-6.5103420855912962e-08,-7.2393321714541964e-08,-8.5834245233635021e-08,-9.0909077356033185e-08
4.175,-3.0751810021972718e-08,-4.632642654532321e-08,-5.7584500132332747e-08,-6.4790722349903274e-08,-7.2229078893253109e-08,-8.5990593067207946e-08,-9.1231663307662154e-08
4.1775,-3.0107768962379749e-08,-4.5621224799266927e-08,-5.688399251154107e-08,-6.4169129531090335e-08,-7.173674629284136e-08,-8.5795030079849106e-08,-9.1198158785217394e-08
4.18,-2.9248223878067311e-08,-4.4666598796427212e-08,-5.5904010279793265e-08,-6.3244559594379943e-08,-7.092170825188783e-08,-8.5251499384812637e-08,-9.0811492028580814e-08
4.1825,-2.8179713681492371e-08,-4.3469799527980958e-08,-5.4652422515343184e-08,-6.2025075418179751e-08,-6.9792029000938717e-08,-8.4367466135426764e-08,-9.0078166827326581e-08
4.185,-2.6909040189342032e-08,-4.2038905551015707e-08,-5.3138597858198738e-08,-6.052015356592328e-08,-6.8356844302323699e-08,-8.3151383642738819e-08,-8.9005306291108224e-08
4.1875,-2.5443009887783402e-08,-4.0382312556149555e-08,-5.1371602317758127e-08,-5.8738395670542419e-08,-6.6624475704764067e-08,-8.1610635900953001e-08,-8.7599479885459318e-08
4.19,-2.3788699295514147e-08,-3.8508402220486884e-08,-4.9360008618598117e-08,-5.6687900791305544e-08,-6.4601831206453025e-08,-7.9750371221935793e-08,-8.5865078196663792e-08
4.1925,-2.1953743408880184e-08,-3.6425648503100789e-08,-4.7112514460235084e-08,-5.4377247135005538e-08,-6.2296409925089381e-08,-7.7576819316937811e-08,-8.3807728821340371e-08
4.195,-1.9945405020518527e-08,-3.4141662600054029e-08,-4.4636967980438278e-08,-5.1814820953581142e-08,-5.9716345267804671e-08,-7.5096723299814169e-08,-8.1433769552901625e-08
4.1975,-1.7770403192262714e-08,-3.1663518053891257e-08,-4.1941065297420527e-08,-4.9008663489455779e-08,-5.6869423848640421e-08,-7.2316962361744418e-08,-7.8749559659744303e-08
4.2,-1.543496576499523e-08,-2.8997975584427331e-08,-3.9031963613977576e-08,-4.5966246430731562e-08,-5.3763541133888394e-08,-6.9245028795562505e-08,-7.5761718858775044e-08
4.2025,-1.294542169105398e-08,-2.6152213562765547e-08,-3.5917272477778189e-08,-4.2694951662631155e-08,-5.0406494826285425e-08,-6.5888281354911901e-08,-7.2477084729136716e-08
4.205,-1.0308572687850546e-08,-2.3134122013189977e-08,-3.2605369397697184e-08,-3.9202846925255753e-08,-4.6806552546419783e-08,-6.2255311154973585e-08,-6.8903986720687734e-08
4.2075,-7.5310869982100715e-09,-1.9951601388975619e-08,-2.9105195361729719e-08,-3.5499218592427909e-08,-4.2972673979853128e-08,-5.8354397608293937e-08,-6.505032892037781e-08
4.21,-4.6199716190537251e-09,-1.6613018110430237e-08,-2.5426312184250576e-08,-3.1594330427002429e-08,-3.891486886257927e-08,-5.4195002996654909e-08,-6.0925419510085209e-08
4.2125,-1.5820660819101937e-09,-1.3126514872593331e-08,-2.157763783116711e-08,-2.7497812206351502e-08,-3.4642700327919745e-08,-4.9786195399379349e-08,-5.6538112729549725e-08
4.215,1.5757302391899666e-09,-9.4999563282201318e-09,-1.7567304694748932e-08,-2.3217978981613611e-08,-3.0164783832029756e-08,-4.5136441188676383e-08,-5.1896306369260157e-08
4.2175,4.845455398280673e-09,-5.7419126005970801e-09,-1.3403928619675579e-08,-1.8763101646078433e-08,-2.5489850456583194e-08,-4.0255643765529348e-08,-4.7009598618462569e-08
4.22,8.2209159860579892e-09,-1.8587601461804877e-09,-9.0939587314766942e-09,-1.4139619076196631e-08,-2.0625057634482936e-08,-3.515228611986771e-08,-4.1886358103299907e-08
4.2225,1.1696640144617728e-08,2.1434873606111114e-09,-4.6444487586448671e-09,-9.3553674977030797e-09,-1.5578776884392793e-08,-2.9835131783167551e-08,-3.6535392321178021e-08
4.225,1.5266977412786187e-08,6.2578817183202862e-09,-6.4395653531766082e-11,-4.4210002720145298e-09,-1.0362314277715476e-08,-2.4316006968750423e-08,-3.0968803826961699e-08
4.2275,1.8926214168443697e-08,1.0476882862862185e-08,4.6365127864955914e-09,6.521422074579254e-10,-4.9878182684427731e-09,-1.8608075307611156e-08,-2.5199854779636065e-08
4.23,2.2667584177267229e-08,1.4791699931884103e-08,9.4476279193924208e-09,5.8510967945604429e-09,5.3067471347037038e-10,-1.2726006356167749e-08,-1.9243487135271392e-08
4.2325,2.6484244991395723e-08,1.9193772258745947e-08,1.4359236808875915e-08,1.1165264126311112e-08,6.1817592607109125e-09,-6.6815056262902329e-09,-1.3111581714262433e-08
4.235,3.036819352861966e-08,2.3673538282880042e-08,1.9360916545277854e-08,1.6583738809771029e-08,1.1953034775155881e-08,-4.8882728443268072e-10,-6.8190142292062098e-09
4.2375,3.4311505180340568e-08,2.8221790771907314e-08,2.4442245795364838e-08,2.2095127391758255e-08,1.7830998572235063e-08,5.8342401549640341e-09,-3.8461374609361798e-10
4.24,3.8305836814834472e-08,3.2828875384507713e-08,2.9591880283404458e-08,2.7686701141297469e-08,2.3801653048782059e-08,1.2270891812004816e-08,6.1738597417230062e-09
4.2425,4.2342613996539308e-08,3.7484839466127498e-08,3.4798045915275126e-08,3.3344784129063683e-08,2.9850090416903848e-08,1.8804266490051414e-08,1.2838678643103214e-08
4.245,4.6412547832659775e-08,4.2178778703908181e-08,4.0047901187138934e-08,3.9054515187916306e-08,3.5960527151442428e-08,2.5416839840664696e-08,1.9591513427962389e-08
4.2475,5.0505638051812065e-08,4.6898671109076032e-08,4.532724574129144e-08,4.4800245507481512e-08,4.211604996243096e-08,3.2090440400017602e-08,2.6413578199952059e-08
4.25,5.4610680990785393e-08,5.1630904843105299e-08,5.062013709612296e-08,5.0564050710093989e-08,4.8296586565071554e-08,3.880190286679602e-08,3.3280365191346256e-08
4.2525,5.8716231178781072e-08,5.6361731143224916e-08,5.5910804984853255e-08,5.6327769395348772e-08,5.4481360226396447e-08,4.5527988358900094e-08,4.0167085043581429e-08
4.255,6.2809509224421972e-08,6.1076214396994753e-08,6.1182273151232474e-08,6.2071858978115957e-08,6.0648747314837658e-08,5.2244745689227245e-08,4.7048474310496852e-08
4.2575,6.6877116890879523e-08,6.5758985426647821e-08,6.6417436896125361e-08,6.7776870545264374e-08,6.6777755763850449e-08,5.8928454895840762e-08,5.3899385779089462e-08
4.26,7.0905811245326486e-08,7.0395097827511588e-08,7.1599444055241928e-08,7.3424035501368599e-08,7.284792295191708e-08,6.5555353832627223e-08,6.0694907063812917e-08
4.2625,7.4882099593665193e-08,7.4968874004957691e-08,7.6709935061179581e-08,7.8993386570229643e-08,7.8836042388701685e-08,7.2097584699476858e-08,6.7405939367618287e-08
4.265,7.8791475039338933e-08,7.9462685163815031e-08,8.1728137530963433e-08,8.4461128096947201e-08,8.4714888746339873e-08,7.852360367788981e-08,7.3999617546515664e-08
4.2675,8.2618861161419617e-08,8.3858143264025382e-08,8.6632280819063828e-08,8.9801930908620683e-08,9.0457095353285585e-08,8.4803686508597157e-08,8.0445078707311086e-08
4.27,8.6347473167789664e-08,8.8135603873817894e-08,9.1400073411349373e-08,9.4991623087005679e-08,9.6036619536093289e-08,9.0908515812154325e-08,8.6711687902731391e-08
4.2725,8.9959960537318268e-08,9.2275345660349008e-08,9.6010194789370729e-08,1.0000768304729785e-07,1.0142945590158713e-07,9.6811060888816803e-08,9.2771186190732434e-08
4.275,9.3439405655249012e-08,9.6258332746178972e-08,1.0044225099320128e-07,1.048287038015404e-07,1.0661358496533409e-07,1.0248641274777002e-07,9.8597284976204073e-08
4.2775,9.6768870259288977e-08,1.0006527987869756e-07,1.0467491308602512e-07,1.0943203509779358e-07,1.1156345153915504e-07,1.0790457549074612e-07,1.0415838999505059e-07
4.28,9.9931836064670355e-08,1.0367718516010751e-07,1.086868965934428e-07,1.1379357844621304e-07,1.1625232607334921e-07,1.1303481488156475e-07,1.094226051837312e-07
4.2825,1.0291353690506177e-07,1.0707688442576491e-07,1.1245834502474011e-07,1.1788949813558506e-07,1.2065350311921217e-07,1.1784706983117989e-07,1.143587561870874e-07
4.285,1.0569959798554321e-07,1.1024761613321277e-07,1.1596964783033117e-07,1.2169722486261324e-07,1.2474097322510687e-07,1.2231212193864383e-07,1.1893656657699525e-07
4.2875,1.0827674192000051e-07,1.1317383948997161e-07,1.1920275858274261e-07,1.2519645978577404e-07,1.2849256226073639e-07,1.2640552227195648e-07,1.2313017751985734e-07
4.29,1.1063292168376785e-07,1.1584133537331097e-07,1.2214125669904436e-07,1.2836925163126389e-07,1.318885126623668e-07,1.3010389159129143e-07,1.2691469474601566e-07
4.2925,1.1275644431642809e-07,1.1823633452367473e-07,1.2476934474270419e-07,1.3119886764763827e-07,1.3491101079939994e-07,1.3338701824937533e-07,1.302690193651049e-07
4.295,1.1463613992900237e-07,1.203457828380781e-07,1.2707239524813602e-07,1.3366913638138333e-07,1.3754240560097791e-07,1.3623457377013415e-07,1.3317165431236318e-07
4.2975,1.1626191404456359e-07,1.2215806699382339e-07,1.2903750813157038e-07,1.3576538531915724e-07,1.3976635953530565e-07,1.386279063693797e-07,1.3560329295707952e-07
4.3,1.1762338078715691e-07,1.2366173433547005e-07,1.3065304755258615e-07,1.374750748751823e-07,1.4156927084028486e-07,1.405519850890613e-07,1.3754786002688078e-07
4.3025,1.1871085914106253e-07,1.2484634622257817e-07,1.3190849656936008e-07,1.3878733692736758e-07,1.4293869068400459e-07,1.4199201887273071e-07,1.3899002542818549e-07
4.305,1.1951562127678035e-07,1.2570253876816199e-07,1.3279426202035316e-07,1.3969334527460584e-07,1.4386625578756115e-07,1.4293894776193398e-07,1.3992011159405349e-07
4.3075,1.2002995099068317e-07,1.2622215243545209e-07,1.3330199662169862e-07,1.4018499039742939e-07,1.4434419165754561e-07,1.4338417065985613e-07,1.403291497401967e-07
4.31,1.202477454602941e-07,1.2639896596428393e-07,1.3342542336700274e-07,1.4025542209602114e-07,1.4436453691824327e-07,1.4331904451245921e-07,1.4020841419734878e-07
4.3125,1.20164892740591e-07,1.2622903109601946e-07,1.3316087965347914e-07,1.3990138836127436e-07,1.4392386977235954e-07,1.4273969144223649e-07,1.3955382856288375e-07
4.315,1.1977944083949887e-07,1.2571087920856489e-07,1.3250777286022835e-07,1.3912314569703936e-07,1.430235237885347e-07,1.4164849259249146e-07,1.3836821508161213e-07
4.3175,1.1909161012664256e-07,1.2484548466982573e-07,1.3146801349089444e-07,1.3792340865211985e-07,1.4166737250790898e-07,1.4005051495053627e-07,1.3665661699857446e-07
4.32,1.1810442643579815e-07,1.2363667672378179e-07,1.300461564952188e-07,1.363083530932716e-07,1.3986343656917147e-07,1.3795481863876091e-07,1.344282797549395e-07
4.3225,1.1682375873937777e-07,1.2209137582521392e-07,1.2825003530748076e-07,1.3428690908241226e-07,1.3762204086026048e-07,1.353739635235715e-07,1.3169645969075057e-07
4.325,1.1525717678475367e-07,1.2021836421196086e-07,1.260896341731111e-07,1.3187020264154735e-07,1.3495412750312501e-07,1.3231909005890544e-07,1.2847295406778157e-07
4.3275,1.1341357358295395e-07,1.1802791288971459e-07,1.2357658807846049e-07,1.2907075982145152e-07,1.3187468746668938e-07,1.2880923281392081e-07,1.2477776068520594e-07
4.33,1.1130247193770164e-07,1.1553114578215971e-07,1.2072387359361793e-07,1.2590296358252564e-07,1.2839954721864349e-07,1.2486280798534333e-07,1.2063010802198128e-07
4.3325,1.0893292256548675e-07,1.1273900186918705e-07,1.175443510862457e-07,1.2238152583743327e-07,1.2454537704518172e-07,1.2049966642236155e-07,1.1605092784413718e-07
4.335,1.0631554650714865e-07,1.0966441437826635e-07,1.1405315877072235e-07,1.1852359917390828e-07,1.2033066104889083e-07,1.1574148163205679e-07,1.1106330695933875e-07
4.3375,1.0346121005152406e-07,1.0632061357197975e-07,1.1026607897901638e-07,1.1434708844465542e-07,1.1577490773140605e-07,1.1061101108054294e-07,1.0569152745889296e-07
4.34,1.0038121434057694e-07,1.0272114049056924e-07,1.061986627969012e-07,1.0987001602542194e-07,1.1089838846015096e-07,1.0513154160291848e-07,9.9960089160842168e-08
4.3425,9.708808911058442e-08,9.8880632618419429e-08,1.0186761978590114e-07,1.0511134979444161e-07,1.0572280472525399e-07,9.9327966145811054e-08,9.389526203067754e-08
4.345,9.3593768525804268e-08,9.4813073404692917e-08,9.7288918013378659e-08,1.0008900244729556e-07,1.002687417285289e-07,9.3224709150042377e-08,8.7523586026700163e-08
4.3475,8.9910233711824189e-08,9.0532322022508613e-08,9.247815198504006e-08,9.4820527424248645e-08,9.4556149766471327e-08,8.6846099139343032e-08,8.0871192166091943e-08
4.35,8.6049220253195905e-08,8.6051957474343398e-08,8.7450677166433067e-08,8.9322943552422173e-08,8.8604249425459548e-08,8.0215276928930329e-08,7.3962490611384611e-08
4.3525,8.2022879684228295e-08,8.1386252739816469e-08,8.2222739247599166e-08,8.3614443517247713e-08,8.2432454999945753e-08,7.3354476912891548e-08,6.6821695130639314e-08
4.355,7.7844949452598271e-08,7.6551446632954143e-08,7.6812735926214083e-08,7.7715054082809781e-08,7.6062787121909884e-08,6.6289375345495014e-08,5.94757006553805e-08
4.3575,7.3529194288223195e-08,7.1563916124281814e-08,7.1239148846911505e-08,7.1644431114413562e-08,6.9516719005783223e-08,5.9045030748681927e-08,5.195135274627759e-08
4.36,6.9090710684519446e-08,6.6441611816458379e-08,6.5522264649195062e-08,6.5425311669967375e-08,6.2819595915979314e-08,5.1650666702331738e-08,4.4279628886527457e-08
4.3625,6.4546512971115669e-08,6.1204437265074018e-08,5.9684427058400203e-08,5.9082039268528617e-08,5.5997689175350663e-08,4.4136213786316339e-08,3.6491877487551573e-08
4.365,5.9913626777038905e-08,5.5871791418688857e-08,5.3747018847074879e-08,5.2638111974288395e-08,4.9076626113098608e-08,3.6530858935724072e-08,2.8618944762430137e-08
4.3675,5.5208490699840291e-08,5.0462125269292125e-08,4.7730467387719039e-08,4.611597733735027e-08,4.2081401641873246e-08,2.8863276756177894e-08,2.0691174083332354e-08
4.37,5.044788401897938e-08,4.4994532050085492e-08,4.1655933844105695e-08,3.9538589620904524e-08,3.5036388858678209e-08,2.1160718766158602e-08,1.2737137114363832e-08
4.3725,4.564778240247815e-08,3.9487448542052989e-08,3.5543872305811355e-08,3.2928598346028339e-08,2.7966114888147867e-08,1.3450651912276951e-08,4.785363739068903e-09
4.375,4.0825701694916072e-08,3.3961323289290388e-08,2.9417272111129954e-08,2.6310461885481705e-08,2.0897357949166185e-08,5.7634303249997604e-09,-3.1324955852863201e-09
4.3775,3.5998633293339695e-08,2.8436061127460433e-08,2.3298343888886498e-08,1.9708706085343606e-08,1.3856962013655568e-08,-1.8710418982610802e-09,-1.0985344055179358e-08
4.38,3.118443530024446e-08,2.2932196645982417e-08,1.7209472649257114e-08,1.3147471936149234e-08,6.8710862939050406e-09,-9.4237049421576065e-09,-1.8742955656816221e-08
4.3825,2.6399442264089238e-08,1.7467906261515279e-08,1.1169719123054338e-08,6.6466779312612421e-09,-3.8681493737467464e-11,-1.6870694060326025e-08,-2.6380404626939905e-08
4.385,2.1659943023155315e-08,1.2061413963159841e-08,5.1993322918616934e-09,2.2752204110875253e-10,-6.8509865444642504e-09,-2.418907089940223e-08,-3.3874001930387712e-08
4.3875,1.6981480377296816e-08,6.7305595630026707e-09,-6.8150437077640206e-10,-6.0879401257469731e-09,-1.3542382865440167e-08,-3.1353092849296979e-08,-4.1197348554268794e-08
4.39,1.2378773606525507e-08,1.4924679080199012e-09,-6.4539132409768185e-09,-1.2279689975095971e-08,-2.0091997044918681e-08,-3.8340038958308708e-08,-4.8326736165893231e-08
4.3925,7.8663638737390663e-09,-3.6359944205526044e-09,-1.2099496225173999e-08,-1.8328180281037662e-08,-2.6479191012365165e-08,-4.5127705928063012e-08,-5.5239090888410564e-08
4.395,3.4582855186424708e-09,-8.6388947502761021e-09,-1.7601082381019632e-08,-2.4215774451567916e-08,-3.2685992865524937e-08,-5.169788639779256e-08,-6.1915926286401089e-08
4.3975,-8.3173905503660263e-10,-1.3500919755059443e-08,-2.2942359655039496e-08,-2.9925290021392881e-08,-3.8694129345065507e-08,-5.8031439307123515e-08,-6.8337890401765578e-08
4.4,-4.9912021474455146e-09,-1.820821212480349e-08,-2.8108584334458229e-08,-3.5441079745992625e-08,-4.4486795424587723e-08,-6.4110985123554826e-08,-7.4487586788098465e-08
4.4025,-9.0079072159426942e-09,-2.274741728618764e-08,-3.3085496281652425e-08,-4.0748316874644703e-08,-5.0049021722890505e-08,-6.992135956995456e-08,-8.0349743658745354e-08
4.405,-1.2871414453770986e-08,-2.7107155967711944e-08,-3.7861024195173019e-08,-4.5834651704671132e-08,-5.5368424319440026e-08,-7.5450139211361804e-08,-8.5912197162489224e-08
4.4075,-1.6571128242212672e-08,-3.1275666391858089e-08,-4.2422501069511804e-08,-5.0686431148331877e-08,-6.0431075745785869e-08,-8.0683014222666519e-08,-9.1160423462160131e-08
4.41,-2.0097478558663867e-08,-3.5242289826219119e-08,-4.6758441248534044e-08,-5.5292335442880719e-08,-6.5225718097451922e-08,-8.5608510013614207e-08,-9.608280504945498e-08
4.4125,-2.3440577812472387e-08,-3.8995919964510373e-08,-5.0856619718827679e-08,-5.963970938394009e-08,-6.9739733293810251e-08,-9.0214604510520532e-08,-1.0066793408427329e-07
4.415,-2.6591849615810303e-08,-4.2526997012806294e-08,-5.4706770612667832e-08,-6.3718001170818771e-08,-7.3963180573470041e-08,-9.4493050542510912e-08,-1.0490769777884216e-07
4.4175,-2.9543361603888098e-08,-4.5826916193592587e-08,-5.8300117880794364e-08,-6.7518636051359949e-08,-7.7888293209356283e-08,-9.8438329657334572e-08,-1.087975848754347e-07
4.42,-3.2289883537144824e-08,-4.8890283877815134e-08,-6.1631282361408717e-08,-7.1036616343153733e-08,-8.1510928215759698e-08,-1.0204931982860599e-07,-1.1233742157510554e-07
4.4225,-3.482776745552176e-08,-5.1713234888699719e-08,-6.4696035922466241e-08,-7.4267757599669686e-08,-8.4827083802374583e-08,-1.053232075609575e-07,-1.1552550235867855e-07
4.425,-3.7155210052286455e-08,-5.4293667727100367e-08,-6.749166508142076e-08,-7.7208971150111166e-08,-8.7833536225099299e-08,-1.0825818774425343e-07,-1.1836105519918962e-07
4.4275,-3.9271371279542304e-08,-5.6630206458746788e-08,-7.0016404939602061e-08,-7.9858544337597595e-08,-9.0529052074337947e-08,-1.1085411850792148e-07,-1.208446429881467e-07
4.43,-4.1175634706522218e-08,-5.8721710940935736e-08,-7.2268948656263677e-08,-8.2215425849664498e-08,-9.2913435064224774e-08,-1.1311225771269295e-07,-1.2297884550780427e-07
4.4325,-4.2867382675994971e-08,-6.0567385206569481e-08,-7.424835958017258e-08,-8.4278228391737798e-08,-9.4985678541305257e-08,-1.1503444160718602e-07,-1.2476668545226209e-07
4.435,-4.4346608125948943e-08,-6.2167719725980363e-08,-7.5955388580636611e-08,-8.6048146618572151e-08,-9.6747775906505531e-08,-1.166251986551833e-07,-1.2621379349269944e-07
4.4375,-4.561383880215543e-08,-6.352414913443177e-08,-7.7391922951358466e-08,-8.7528201899599153e-08,-9.8204764459610509e-08,-1.1789193637948075e-07,-1.2732898401758039e-07
4.44,-4.6670181464381011e-08,-6.4638654619577088e-08,-7.8560389462287638e-08,-8.8721426854979851e-08,-9.9360544105972701e-08,-1.1884026436795965e-07,-1.2811948796830096e-07
4.4425,-4.7516922926263373e-08,-6.5513240587692035e-08,-7.9463694775503494e-08,-8.9631809380183896e-08,-1.0022106091603932e-07,-1.194792794895435e-07,-1.2859557855226233e-07
4.445,-4.8154584294942851e-08,-6.6148887599707631e-08,-8.0103706965965816e-08,-9.0261793506409773e-08,-1.0078888687631234e-07,-1.1981380411418067e-07,-1.2876341189882039e-07
4.4475,-4.8583514479923446e-08,-6.6546267512554891e-08,-8.0481433351211796e-08,-9.0612454877719492e-08,-1.0106526861411125e-07,-1.1984762256012863e-07,-1.2862831673313797e-07
4.45,-4.8803752519293115e-08,-6.6705700009175973e-08,-8.059719887981624e-08,-9.0684243593222491e-08,-1.0105126215285895e-07,-1.1958312571048668e-07,-1.2819384259309093e-07
4.4525,-4.8815291593944308e-08,-6.6627533625235325e-08,-8.0451576670344675e-08,-9.0478123184796471e-08,-1.0074910286823815e-07,-1.1902466840417229e-07,-1.2746515346346372e-07
4.455,-4.8618179003007437e-08,-6.6312278375550554e-08,-8.004550536776837e-08,-8.9995965132013711e-08,-1.001618837860103e-07,-1.1817747169264129e-07,-1.2644879826069687e-07
4.4575,-4.8212393242195298e-08,-6.576040523933505e-08,-7.9380174710448047e-08,-8.9240173033615683e-08,-9.929292016668526e-08,-1.1704707871843126e-07,-1.2515163044823159e-07
4.46,-4.7598064472875301e-08,-6.4972600801106239e-08,-7.8457025024528721e-08,-8.821306816040507e-08,-9.8144951648820412e-08,-1.1563795766184552e-07,-1.2357949977163641e-07
4.4625,-4.677593313082804e-08,-6.3950420437204104e-08,-7.7278381649610602e-08,-8.6917298521576134e-08,-9.6721646378724495e-08,-1.1395579414300672e-07,-1.217398843247814e-07
4.465,-4.5747982125218093e-08,-6.2696927595853263e-08,-7.5847883246131632e-08,-8.5356208269836507e-08,-9.5026298817311874e-08,-1.1200457895308836e-07,-1.1963782083575466e-07
4.4675,-4.4516865690856464e-08,-6.1215857106703805e-08,-7.4169819639109798e-08,-8.3533951822872702e-08,-9.3063150908039257e-08,-1.097893084459551e-07,-1.1727937826843186e-07
4.47,-4.3086229185664278e-08,-5.951172975102353e-08,-7.2249011788485131e-08,-8.1456099136555714e-08,-9.0838276243600142e-08,-1.0731611239439992e-07,-1.1467132630703081e-07
4.4725,-4.145985735728031e-08,-5.7588921921311958e-08,-7.0090406975847764e-08,-7.9128218111806141e-08,-8.8357802823323833e-08,-1.0459147160674163e-07,-1.1182095652116158e-07
4.475,-3.9641651364032013e-08,-5.5451780654193431e-08,-6.7699091861720368e-08,-7.6556054258620412e-08,-8.5627973134937628e-08,-1.0162315461103469e-07,-1.0873654237980911e-07
4.4775,-3.7634884619909799e-08,-5.310412963021367e-08,-6.5079788067036579e-08,-7.3744906254779695e-08,-8.2655040706703709e-08,-9.8419029610381367e-08,-1.0542674530898847e-07
