Physical Time (s),phi_alt_flux_left Monitor (kg-m/s^3)
2.0,-1.5486831993964914e-08
2.0025,-1.5311449683187084e-08
2.005,-1.5136394659004756e-08
2.0075,-1.4964932999986964e-08
2.01,-1.4787844814194148e-08
2.0125,-1.4607916756886421e-08
2.015,-1.4430827829815472e-08
2.0175,-1.4251518201138432e-08
2.02,-1.4072202163114875e-08
2.0225,-1.389430154038901e-08
2.025,-1.3717426171428897e-08
2.0275,-1.3541511740566666e-08
2.03,-1.3369729096441482e-08
2.0325,-1.3199489100323482e-08
2.035,-1.3031093291261212e-08
2.0375,-1.2870809438140918e-08
2.04,-1.2709713198470681e-08
2.0425,-1.2549814317262037e-08
2.045,-1.2387842003355446e-08
2.0475,-1.2230214650883731e-08
2.05,-1.2074173567642806e-08
2.0525,-1.1917230670696507e-08
2.055,-1.1765742050647569e-08
2.0575,-1.1619795235746132e-08
2.06,-1.1473925132256333e-08
2.0625,-1.1335805046524094e-08
2.065,-1.1206648575317368e-08
2.0675,-1.1082743046750129e-08
2.07,-1.0965684645278979e-08
2.0725,-1.0848640771611039e-08
2.075,-1.0733704065170106e-08
2.0775,-1.0616893871880941e-08
2.08,-1.0503968061592096e-08
2.0825,-1.0393993169068049e-08
2.085,-1.0285123624053901e-08
2.0875,-1.0174356571075306e-08
2.09,-1.0064334729444022e-08
2.0925,-9.9614312268185396e-09
2.095,-9.8569230989782653e-09
2.0975,-9.7546819060331459e-09
2.1,-9.6512929312156231e-09
2.1025,-9.5503486127158354e-09
2.105,-9.4541218776742735e-09
2.1075,-9.3591315510450081e-09
2.11,-9.2660711829069955e-09
2.1125,-9.1746233959750683e-09
2.115,-9.0817651106116911e-09
2.1175,-8.9938367666010891e-09
2.12,-8.9042713280499712e-09
2.1225,-8.8159899006227506e-09
2.125,-8.7288538001031971e-09
2.1275,-8.6459388044047041e-09
2.13,-8.5585778385574296e-09
2.1325,-8.4748840415516124e-09
2.135,-8.3926008007935702e-09
2.1375,-8.3089346476971854e-09
2.14,-8.2235824018969871e-09
2.1425,-8.1393159186432919e-09
2.145,-8.0589406920310236e-09
2.1475,-7.9769972682074422e-09
2.15,-7.8963459586073423e-09
2.1525,-7.817160174957669e-09
2.155,-7.7387685070103305e-09
2.1575,-7.6556547160466553e-09
2.16,-7.5737197485950053e-09
2.1625,-7.4932054993716379e-09
2.165,-7.4137682524231354e-09
2.1675,-7.3359789158180791e-09
2.17,-7.2595805530177704e-09
2.1725,-7.1852588102109533e-09
2.175,-7.1157067466644064e-09
2.1775,-7.0544670413881058e-09
2.18,-6.9869549590102829e-09
2.1825,-6.9191310527832553e-09
2.185,-6.856463554880273e-09
2.1875,-6.7954736515710048e-09
2.19,-6.7293822144491823e-09
2.1925,-6.6643799859622757e-09
2.195,-6.60285370034632e-09
2.1975,-6.5389513758924936e-09
2.2,-6.4793095330262421e-09
2.2025,-6.4219457940816208e-09
2.205,-6.3607075242742786e-09
2.2075,-6.3046030646029722e-09
2.21,-6.2485178142610441e-09
2.2125,-6.2016088224587561e-09
2.215,-6.1577934815841422e-09
2.2175,-6.1139620196845945e-09
2.22,-6.0760812769525838e-09
2.2225,-6.0345592863073452e-09
2.225,-5.9952046334615609e-09
2.2275,-5.9604377179508705e-09
2.23,-5.9243988278825184e-09
2.2325,-5.8927542868360853e-09
2.235,-5.8623745294264524e-09
2.2375,-5.8330130126170231e-09
2.24,-5.802048212096562e-09
2.2425,-5.77226634111343e-09
2.245,-5.7437974389615816e-09
2.2475,-5.7167093010814931e-09
2.25,-5.692913725720889e-09
2.2525,-5.6673759267129172e-09
2.255,-5.6427489871627217e-09
2.2575,-5.6163382444075162e-09
2.26,-5.5965824022769102e-09
2.2625,-5.5777568442494865e-09
2.265,-5.5625947362519743e-09
2.2675,-5.5451154210126736e-09
2.27,-5.528972830407232e-09
2.2725,-5.5135724480554514e-09
2.275,-5.4964904033397095e-09
2.2775,-5.4862957940135883e-09
2.28,-5.4742474518781121e-09
2.2825,-5.4658674532896219e-09
2.285,-5.4584636437792458e-09
2.2875,-5.4528612109384293e-09
2.29,-5.4427089370024781e-09
2.2925,-5.4372148860261641e-09
2.295,-5.4330711114699429e-09
2.2975,-5.4300854647222958e-09
2.3,-5.4309412568673224e-09
2.3025,-5.4324269303777248e-09
2.305,-5.4352155746351687e-09
2.3075,-5.4388716312622667e-09
2.31,-5.4466000131490109e-09
2.3125,-5.4527539178905992e-09
2.315,-5.4604304306521186e-09
2.3175,-5.4685560852564626e-09
2.32,-5.4796957734091318e-09
2.3225,-5.4876673005137907e-09
2.325,-5.4990657708363988e-09
2.3275,-5.5141428882832346e-09
2.33,-5.5300066768245824e-09
2.3325,-5.5466871001539213e-09
2.335,-5.564195340516053e-09
2.3375,-5.582649420665929e-09
2.34,-5.6051677413589654e-09
2.3425,-5.6284743809640064e-09
2.345,-5.6489597921453744e-09
2.3475,-5.6752096385363431e-09
2.35,-5.6980952533237446e-09
2.3525,-5.7212600508558769e-09
2.355,-5.7479137558034886e-09
2.3575,-5.772138417466059e-09
2.36,-5.7967161834334271e-09
2.3625,-5.8211555354415803e-09
2.365,-5.8482902176250007e-09
2.3675,-5.8745269033701251e-09
2.37,-5.8999341186975082e-09
2.3725,-5.9267088179544744e-09
2.375,-5.9495327854585283e-09
2.3775,-5.9711976131997076e-09
2.38,-5.9922162777478153e-09
2.3825,-6.0179650257862407e-09
2.385,-6.0401886853731923e-09
2.3875,-6.061637728275966e-09
2.39,-6.0816407188627909e-09
2.3925,-6.1007035244988722e-09
2.395,-6.1183830055792119e-09
2.3975,-6.1347469175790327e-09
2.4,-6.1445023280673763e-09
2.4025,-6.1562811264280567e-09
2.405,-6.1667180610377436e-09
2.4075,-6.173055567851276e-09
2.41,-6.1758047832346744e-09
2.4125,-6.1805092686112469e-09
2.415,-6.1875124455687833e-09
2.4175,-6.1936087326807844e-09
2.42,-6.2019680370285867e-09
2.4225,-6.2093131593751105e-09
2.425,-6.2131896334760441e-09
2.4275,-6.2135594019836846e-09
2.43,-6.2161163648614908e-09
2.4325,-6.22146287557763e-09
2.435,-6.2232942821813236e-09
2.4375,-6.2251020386611883e-09
2.44,-6.2268364701284485e-09
2.4425,-6.2261536815141453e-09
2.445,-6.2280022647768143e-09
2.4475,-6.2334135868388101e-09
2.45,-6.2353468765410774e-09
2.4525,-6.2369682070898259e-09
2.455,-6.2386519542917194e-09
2.4575,-6.2400500856087467e-09
2.46,-6.2411187667811629e-09
2.4625,-6.2450465117540485e-09
2.465,-6.2490800489278227e-09
2.4675,-6.2504960373538807e-09
2.47,-6.252663576610881e-09
2.4725,-6.2548025181296628e-09
2.475,-6.2573239022769876e-09
2.4775,-6.2600025514768378e-09
2.48,-6.2628493017333093e-09
2.4825,-6.2655622571806787e-09
2.485,-6.2655393233766229e-09
2.4875,-6.2682315680602963e-09
2.49,-6.271454412012515e-09
2.4925,-6.2742233331718853e-09
2.495,-6.2767088545722387e-09
2.4975,-6.2758557903238387e-09
2.5,-6.2716993068706184e-09
2.5025,-6.2672059408792612e-09
2.505,-6.2627913936596317e-09
2.5075,-6.2584281710883962e-09
2.51,-6.2595275178831107e-09
2.5125,-6.2600042722059415e-09
2.515,-6.2542808476353912e-09
2.5175,-6.2419253414504324e-09
2.52,-6.2293038832568999e-09
2.5225,-6.2165977315166471e-09
2.525,-6.2006985150707355e-09
2.5275,-6.1873439890309927e-09
2.53,-6.1707049987463347e-09
2.5325,-6.1542988962225269e-09
2.535,-6.1372451766869015e-09
2.5375,-6.1222068765182316e-09
2.54,-6.1060834919172778e-09
2.5425,-6.0890003793512112e-09
2.545,-6.0712770286095428e-09
2.5475,-6.0479146993023789e-09
2.55,-6.0243161902992234e-09
2.5525,-5.9975857785840165e-09
2.555,-5.9730689573559116e-09
2.5575,-5.9483485610777227e-09
2.56,-5.9205362947680983e-09
2.5625,-5.8928746153126426e-09
2.565,-5.8647379237279628e-09
2.5675,-5.8366738762650034e-09
2.57,-5.8116753602872607e-09
2.5725,-5.7872362460195879e-09
2.575,-5.7596863867262287e-09
2.5775,-5.7356686398745602e-09
2.58,-5.7115100674292062e-09
2.5825,-5.6878512071593954e-09
2.585,-5.6643220085792265e-09
2.5875,-5.6409149511762699e-09
2.59,-5.6180392313682128e-09
2.5925,-5.5954955261181019e-09
2.595,-5.570592355652761e-09
2.5975,-5.5468123667738511e-09
2.6,-5.5231098004517228e-09
2.6025,-5.4997955703707534e-09
2.605,-5.4809264941238141e-09
2.6075,-5.4604317346178536e-09
2.61,-5.4459321488230894e-09
2.6125,-5.4316961284774695e-09
2.615,-5.424165380906779e-09
2.6175,-5.4138870668888362e-09
2.62,-5.4074560505377863e-09
2.6225,-5.3983588946514667e-09
2.625,-5.3900692729904581e-09
2.6275,-5.3855127247311489e-09
2.63,-5.3791029549103959e-09
2.6325,-5.3788820055162038e-09
2.635,-5.3793020951259161e-09
2.6375,-5.3769144943017943e-09
2.64,-5.3775630886210569e-09
2.6425,-5.3761012510793678e-09
2.645,-5.3751445726518976e-09
2.6475,-5.3771716610363058e-09
2.65,-5.3850333717229977e-09
2.6525,-5.3899299304439571e-09
2.655,-5.3977448113954886e-09
2.6575,-5.3998715752503979e-09
2.66,-5.4019115343893955e-09
2.6625,-5.4093908259732491e-09
2.665,-5.4166128045351373e-09
2.6675,-5.4206883902265262e-09
2.67,-5.4242900820104414e-09
2.6725,-5.4301501270707606e-09
2.675,-5.4357738914883981e-09
2.6775,-5.4437635765234923e-09
2.68,-5.4517277743272022e-09
2.6825,-5.4560266417944581e-09
2.685,-5.4625176134680744e-09
2.6875,-5.4715841039873471e-09
2.69,-5.4826863009404856e-09
2.6925,-5.4901995315263775e-09
2.695,-5.4883287124523023e-09
2.6975,-5.486360973894593e-09
2.7,-5.4949211889056711e-09
2.7025,-5.520651242259903e-09
2.705,-5.5372964000971238e-09
2.7075,-5.5418691746668399e-09
2.71,-5.5459859598720418e-09
2.7125,-5.5496681185713663e-09
2.715,-5.5506340420895042e-09
2.7175,-5.5538685046344555e-09
2.72,-5.5569640637047307e-09
2.7225,-5.5566439886563871e-09
2.725,-5.558921021698424e-09
2.7275,-5.5609293576008104e-09
2.73,-5.5628448046226526e-09
2.7325,-5.5643935987119904e-09
2.735,-5.5634743987997979e-09
2.7375,-5.5650456505164066e-09
2.74,-5.5642231485070451e-09
2.7425,-5.5609501425258697e-09
2.745,-5.5640476735151836e-09
2.7475,-5.5699730838278689e-09
2.75,-5.5731822361054137e-09
2.7525,-5.5740092169198119e-09
2.755,-5.5753135823987614e-09
2.7575,-5.5770437494828334e-09
2.76,-5.5792562255378933e-09
2.7625,-5.5817694364409796e-09
2.765,-5.5844557993261128e-09
2.7675,-5.5873966369509071e-09
2.77,-5.5934117405053998e-09
2.7725,-5.5972174394812068e-09
2.775,-5.5983988557181007e-09
2.7775,-5.6001926753628712e-09
2.78,-5.6048789141726296e-09
2.7825,-5.6070749545636101e-09
2.785,-5.6067868391578782e-09
2.7875,-5.6090956866764363e-09
2.79,-5.6118773677861557e-09
2.7925,-5.6118305562508887e-09
2.795,-5.6119602094562045e-09
2.7975,-5.6064699629359674e-09
2.8,-5.6039830076278887e-09
2.8025,-5.6041184178719351e-09
2.805,-5.5955324993690986e-09
2.8075,-5.5930158602004796e-09
2.81,-5.5873698373205697e-09
2.8125,-5.5819802200288355e-09
2.815,-5.5735711382172288e-09
2.8175,-5.5711178482745114e-09
2.82,-5.565841727642098e-09
2.8225,-5.5605525517676847e-09
2.825,-5.5522578038456207e-09
2.8275,-5.538197926106739e-09
2.83,-5.5272467666474529e-09
2.8325,-5.5135444526877482e-09
2.835,-5.5031968878572446e-09
2.8375,-5.4897537018709377e-09
2.84,-5.4771092680033553e-09
2.8425,-5.4646564809137943e-09
2.845,-5.4525616276332556e-09
2.8475,-5.4378761482255444e-09
2.85,-5.4294550282991247e-09
2.8525,-5.415494864794556e-09
2.855,-5.4019551684720589e-09
2.8575,-5.3883637815434442e-09
2.86,-5.3781114281386729e-09
2.8625,-5.3657265328349778e-09
2.865,-5.3511049060967791e-09
2.8675,-5.3372256231154407e-09
2.87,-5.3268142580186374e-09
2.8725,-5.3141439631039852e-09
2.875,-5.2991182473824635e-09
2.8775,-5.2878765635253091e-09
2.88,-5.2769438839961266e-09
2.8825,-5.2666226896110422e-09
2.885,-5.2569014292274347e-09
2.8875,-5.2511359516423006e-09
2.89,-5.2487275313471694e-09
2.8925,-5.2468088936894466e-09
2.895,-5.2454925605162224e-09
2.8975,-5.2474276467322697e-09
2.9,-5.2496762387440787e-09
2.9025,-5.246487997879034e-09
2.905,-5.2435038323507702e-09
2.9075,-5.2408574064722768e-09
2.91,-5.2416056047628033e-09
2.9125,-5.2427121551622459e-09
2.915,-5.2436677012398565e-09
2.9175,-5.2447265175857114e-09
2.92,-5.2482629763309336e-09
2.9225,-5.2511311293957132e-09
2.925,-5.2534179465540111e-09
2.9275,-5.251903175200946e-09
2.93,-5.2564073875612203e-09
2.9325,-5.2575465954386582e-09
2.935,-5.2553938249498364e-09
2.9375,-5.2558380624686357e-09
2.94,-5.2586025005018257e-09
2.9425,-5.2606456255641189e-09
2.945,-5.2647146640705626e-09
2.9475,-5.2712851003490963e-09
2.95,-5.2741790015199714e-09
2.9525,-5.2793520133604974e-09
2.955,-5.2808823957085498e-09
2.9575,-5.2847494200430761e-09
2.96,-5.2911568269737596e-09
2.9625,-5.2967249744679035e-09
2.965,-5.3018578470180837e-09
2.9675,-5.3066024229727269e-09
2.97,-5.3132458618856018e-09
2.9725,-5.3197274347710861e-09
2.975,-5.3285824925778823e-09
2.9775,-5.3372020270352402e-09
2.98,-5.3455504742519042e-09
2.9825,-5.3534958136893909e-09
2.985,-5.361602731738242e-09
2.9875,-5.3688977136937488e-09
2.99,-5.3761125758081914e-09
2.9925,-5.3865703316348724e-09
2.995,-5.4002726511581823e-09
2.9975,-5.4163981985253155e-09
3.0,-5.4326721832319119e-09
3.0025,-5.4458380775405104e-09
3.005,-5.4595207120486748e-09
3.0075,-5.4792460661430555e-09
3.01,-5.4935952947192478e-09
3.0125,-5.5111575338415109e-09
3.015,-5.5284704309899934e-09
3.0175,-5.5455579961472494e-09
3.02,-5.5629017406058372e-09
3.0225,-5.5803308244533091e-09
3.025,-5.5980775793734778e-09
3.0275,-5.6192166146334852e-09
3.03,-5.6343437783748797e-09
3.0325,-5.6497008709875399e-09
3.035,-5.6653019492568933e-09
3.0375,-5.6837411233555786e-09
3.04,-5.7021917001785753e-09
3.0425,-5.7206944308310801e-09
3.045,-5.7360609828269551e-09
3.0475,-5.7512999089254667e-09
3.05,-5.7718080082509251e-09
3.0525,-5.7889361912659795e-09
3.055,-5.802443181011353e-09
3.0575,-5.8128953705633984e-09
3.06,-5.8228005158408772e-09
3.0625,-5.8321231121208505e-09
3.065,-5.8409863750921349e-09
3.0675,-5.8489969374046075e-09
3.07,-5.8559755835420929e-09
3.0725,-5.8569459071532909e-09
3.075,-5.8567415363654623e-09
3.0775,-5.8558028500414687e-09
3.08,-5.854128061107934e-09
3.0825,-5.8489696182219967e-09
3.085,-5.842932089606395e-09
3.0875,-5.8363799425582792e-09
3.09,-5.8263278467836503e-09
3.0925,-5.8187014299618762e-09
3.095,-5.8016807518446223e-09
3.0975,-5.7869937296651903e-09
3.1,-5.7719214930518236e-09
3.1025,-5.7531826385238093e-09
3.105,-5.7283446410665428e-09
3.1075,-5.706228727741813e-09
3.11,-5.6805900911685844e-09
3.1125,-5.6550704595186404e-09
3.115,-5.6287242869622672e-09
3.1175,-5.6025577916749477e-09
3.12,-5.5738100007460646e-09
3.1225,-5.5452025879993673e-09
3.125,-5.5163722691138493e-09
3.1275,-5.487962421968006e-09
3.13,-5.4567497130860752e-09
3.1325,-5.4291009310430785e-09
3.135,-5.4049345483500353e-09
3.1375,-5.3784910744472655e-09
3.14,-5.3497702983325903e-09
3.1425,-5.324916027245461e-09
3.145,-5.2978545932430293e-09
3.1475,-5.271788884539061e-09
3.15,-5.2463056206736218e-09
3.1525,-5.2182589688313968e-09
3.155,-5.1937115918938243e-09
3.1575,-5.1723332406075282e-09
3.16,-5.148940516448132e-09
3.1625,-5.1293904728464162e-09
3.165,-5.1104854600400321e-09
3.1675,-5.0893830952334129e-09
3.17,-5.0750252509871703e-09
3.1725,-5.0582468014157914e-09
3.175,-5.0366370108784516e-09
3.1775,-5.0246069817998799e-09
3.18,-5.0125725354647138e-09
3.1825,-5.0006245000266359e-09
3.185,-4.9869010442029621e-09
3.1875,-4.9762411837300705e-09
3.19,-4.9688199878122946e-09
3.1925,-4.9622487700096329e-09
3.195,-4.9525390891400351e-09
3.1975,-4.9489699131122244e-09
3.2,-4.9457456511611383e-09
3.2025,-4.9393403125841416e-09
3.205,-4.9335270868044231e-09
3.2075,-4.9277166993576746e-09
3.21,-4.9248935294632753e-09
3.2125,-4.9246443808387592e-09
3.215,-4.9183433488583857e-09
3.2175,-4.9206394215406408e-09
3.22,-4.9202379595800313e-09
3.2225,-4.9222662578722207e-09
3.225,-4.9270879459886049e-09
3.2275,-4.9289260622552237e-09
3.23,-4.933564489973311e-09
3.2325,-4.9411610814019204e-09
3.235,-4.9485184707672582e-09
3.2375,-4.9560057320086033e-09
3.24,-4.966053071266888e-09
3.2425,-4.9729481385466208e-09
3.245,-4.9797220159901048e-09
3.2475,-4.9860260006971263e-09
3.25,-4.9945882005422083e-09
3.2525,-5.0066350017026058e-09
3.255,-5.0215750953482816e-09
3.2575,-5.0332729793399611e-09
3.26,-5.047756778414871e-09
3.2625,-5.0653220624204323e-09
3.265,-5.0827121569127517e-09
3.2675,-5.1032838003631966e-09
3.27,-5.1211085573831832e-09
3.2725,-5.1360733398445562e-09
3.275,-5.1540280362936471e-09
3.2775,-5.1717080566297495e-09
3.28,-5.1897846045447483e-09
3.2825,-5.2077858593763021e-09
3.285,-5.2261513996975334e-09
3.2875,-5.2502438586943067e-09
3.29,-5.2710617065667498e-09
3.2925,-5.2922716061643047e-09
3.295,-5.316328071155297e-09
3.2975,-5.3346393723321042e-09
3.3,-5.3559153649978272e-09
3.3025,-5.3740779429727408e-09
3.305,-5.3947282974824625e-09
3.3075,-5.4153791545237103e-09
3.31,-5.4330128001905664e-09
3.3125,-5.4505696881169273e-09
3.315,-5.4682798494399206e-09
3.3175,-5.4890203914459047e-09
3.32,-5.5035256005950036e-09
3.3225,-5.5178289488069014e-09
3.325,-5.5290417420713079e-09
3.3275,-5.5456084748628007e-09
3.33,-5.5535350925235656e-09
3.3325,-5.5637625405961383e-09
3.335,-5.5708757930847221e-09
3.3375,-5.5774595597111262e-09
3.34,-5.5837032323645733e-09
3.3425,-5.5899171687766707e-09
3.345,-5.5925856003655537e-09
3.3475,-5.5926018449032444e-09
3.35,-5.5951954679112959e-09
3.3525,-5.5972493445025019e-09
3.355,-5.5958960476192998e-09
3.3575,-5.5915139399818083e-09
3.36,-5.5872061033729317e-09
3.3625,-5.5824706259046757e-09
3.365,-5.5748308394485918e-09
3.3675,-5.5666371442295902e-09
3.37,-5.5612517592875121e-09
3.3725,-5.5526239890512946e-09
3.375,-5.5439033923827772e-09
3.3775,-5.5319188586932821e-09
3.38,-5.5195668549592233e-09
3.3825,-5.507309433855482e-09
3.385,-5.4949786322135195e-09
3.3875,-5.4773108717103104e-09
3.39,-5.4629606996104523e-09
3.3925,-5.4454532011351787e-09
3.395,-5.4251423547016206e-09
3.3975,-5.4051368389674017e-09
3.4,-5.3853266768692291e-09
3.4025,-5.3630333864862416e-09
3.405,-5.3466780389377983e-09
3.4075,-5.3275007614845114e-09
3.41,-5.3086631919869425e-09
3.4125,-5.2872448686810047e-09
3.415,-5.2659983695961264e-09
3.4175,-5.2452051249029548e-09
3.42,-5.2215170653957299e-09
3.4225,-5.2009162884980374e-09
3.425,-5.1807209831432575e-09
3.4275,-5.1611278268689473e-09
3.43,-5.1389809328715325e-09
3.4325,-5.1165939632580269e-09
3.435,-5.0949392281708641e-09
3.4375,-5.073650506081804e-09
3.44,-5.0553088202043766e-09
3.4425,-5.0342707676352624e-09
3.445,-5.0163077841510794e-09
3.4475,-4.9982877483711617e-09
3.45,-4.9803579654269214e-09
3.4525,-4.9626701109957444e-09
3.455,-4.9455115740017364e-09
3.4575,-4.9283305233770876e-09
3.46,-4.9109384156596146e-09
3.4625,-4.8937797231668598e-09
3.465,-4.8791236091544193e-09
3.4675,-4.8643356995257617e-09
3.47,-4.8467745185276161e-09
3.4725,-4.8266164695187974e-09
3.475,-4.8090803832868945e-09
3.4775,-4.7915228053071504e-09
3.48,-4.7738230301101966e-09
3.4825,-4.762034541996854e-09
3.485,-4.7502142800581677e-09
3.4875,-4.7416481360605209e-09
3.49,-4.7327644999188224e-09
3.4925,-4.7210642390582719e-09
3.495,-4.7151433813463631e-09
3.4975,-4.7065512645247808e-09
3.5,-4.7005316332277722e-09
3.5025,-4.6946029469941249e-09
3.505,-4.694072555973635e-09
3.5075,-4.6935916428863777e-09
3.51,-4.6903596150383286e-09
3.5125,-4.6899230584269128e-09
3.515,-4.6923686169906504e-09
3.5175,-4.6948134949136947e-09
3.52,-4.6940801595102804e-09
3.5225,-4.6996933727348471e-09
3.525,-4.7027656683305777e-09
3.5275,-4.7089801069047641e-09
3.53,-4.7154902324930022e-09
3.5325,-4.7195836117501881e-09
3.535,-4.7270459717899735e-09
3.5375,-4.7343571552161762e-09
3.54,-4.7446854289462941e-09
3.5425,-4.7584813652746551e-09
3.545,-4.7724861050758589e-09
3.5475,-4.7837577132683299e-09
3.55,-4.8009358718223196e-09
3.5525,-4.8159062678280631e-09
3.555,-4.8310602946007239e-09
3.5575,-4.8520908217423971e-09
3.56,-4.8736303382347884e-09
3.5625,-4.8953298243770162e-09
3.565,-4.916928782647429e-09
3.5675,-4.9356069307864331e-09
3.57,-4.9551520234348854e-09
3.5725,-4.9779009814323726e-09
3.575,-4.998077567214633e-09
3.5775,-5.0245336270819368e-09
3.58,-5.0479192776648271e-09
3.5825,-5.0680881166645537e-09
3.585,-5.0912279717759115e-09
3.5875,-5.1176644326768731e-09
3.59,-5.1409543305220885e-09
3.5925,-5.1672154689914722e-09
3.595,-5.1904253343507077e-09
3.5975,-5.2133547562729348e-09
3.6,-5.2333846971925852e-09
3.6025,-5.253326502683023e-09
3.605,-5.2728704187103659e-09
3.6075,-5.2895321126032773e-09
3.61,-5.3064169545267039e-09
3.6125,-5.3202534768158831e-09
3.615,-5.3334382097766739e-09
3.6175,-5.3462027677913394e-09
3.62,-5.3584333990694962e-09
3.6225,-5.3701354034657507e-09
3.625,-5.3844446141125589e-09
3.6275,-5.3957994820005496e-09
3.63,-5.4068899378237208e-09
3.6325,-5.4147409334780418e-09
3.635,-5.4218469955467091e-09
3.6375,-5.425769062121054e-09
3.64,-5.4292239294109572e-09
3.6425,-5.4318024853105629e-09
3.645,-5.4312106882630385e-09
3.6475,-5.4302419522332518e-09
3.65,-5.4266155865110486e-09
3.6525,-5.4221862351639362e-09
3.655,-5.4176679747966572e-09
3.6575,-5.4128967175369267e-09
3.66,-5.4107784242904682e-09
3.6625,-5.4056696094830693e-09
3.665,-5.3974001735526126e-09
3.6675,-5.3892741211150168e-09
3.67,-5.3808211781778087e-09
3.6725,-5.3721311552059303e-09
3.675,-5.3607901744921224e-09
3.6775,-5.3489780575486394e-09
3.68,-5.3368330583187641e-09
3.6825,-5.3213768019829218e-09
3.685,-5.3089450150363374e-09
3.6875,-5.2937293765537102e-09
3.69,-5.2783797158496603e-09
3.6925,-5.2630767600868184e-09
3.695,-5.2508011522648119e-09
3.6975,-5.2327850626131649e-09
3.7,-5.2177136475456746e-09
3.7025,-5.2027580503185093e-09
3.705,-5.1875668738278705e-09
3.7075,-5.1724731110629048e-09
3.71,-5.1547848243080975e-09
3.7125,-5.139833350213022e-09
3.715,-5.1280167072574916e-09
3.7175,-5.11639770425725e-09
3.72,-5.1048628682254261e-09
3.7225,-5.0907003000962792e-09
3.725,-5.079285572765915e-09
3.7275,-5.0680006776632793e-09
3.73,-5.0567879215598311e-09
3.7325,-5.0454687822177861e-09
3.735,-5.0318368355906933e-09
3.7375,-5.0187263341964809e-09
3.74,-5.0060864912268841e-09
3.7425,-4.9967529972889898e-09
3.745,-4.9900860743527519e-09
3.7475,-4.9806482505394934e-09
3.75,-4.9739267729354612e-09
3.7525,-4.9703686381104914e-09
3.755,-4.9674220310454429e-09
3.7575,-4.9648490773773564e-09
3.76,-4.9626176727947576e-09
3.7625,-4.9635456152973775e-09
3.765,-4.9619073822941008e-09
3.7675,-4.9632783760842304e-09
3.77,-4.9679322309269878e-09
3.7725,-4.9750819137244181e-09
3.775,-4.9797990410948583e-09
3.7775,-4.9817486850381983e-09
3.78,-4.9872097632361423e-09
3.7825,-4.9957193969168948e-09
3.785,-5.0044419673703767e-09
3.7875,-5.0136845625938246e-09
3.79,-5.0236679061597171e-09
3.7925,-5.0311177725562227e-09
3.795,-5.0387122372158192e-09
3.7975,-5.0495155003629759e-09
3.8,-5.0635535069498605e-09
3.8025,-5.0782939728586931e-09
3.805,-5.0933787298841583e-09
3.8075,-5.1084967558847966e-09
3.81,-5.1240214330879974e-09
3.8125,-5.1398203596339962e-09
3.815,-5.1556300664278404e-09
3.8175,-5.171610977231627e-09
3.82,-5.187530093810223e-09
3.8225,-5.2037029962425398e-09
3.825,-5.2197046740556645e-09
3.8275,-5.2384448927058501e-09
3.83,-5.2572694937078888e-09
3.8325,-5.2785195501743924e-09
3.835,-5.2967868587529176e-09
3.8375,-5.3117435640073863e-09
3.84,-5.3234038451987613e-09
3.8425,-5.334758512446079e-09
3.845,-5.3486363857973473e-09
3.8475,-5.3649275843488077e-09
3.85,-5.3803237188245717e-09
3.8525,-5.389594573680474e-09
3.855,-5.3981630584717312e-09
3.8575,-5.4088574210890473e-09
3.86,-5.4160337803701218e-09
3.8625,-5.41967191013548e-09
3.865,-5.4261079453326356e-09
3.8675,-5.4341630741088266e-09
3.87,-5.438203683760964e-09
3.8725,-5.4411525426361433e-09
3.875,-5.4400255227350154e-09
3.8775,-5.4408551455955129e-09
3.88,-5.4408987348456075e-09
3.8825,-5.4370016495480242e-09
3.885,-5.4318647856920801e-09
3.8875,-5.4258770832662783e-09
3.89,-5.4158459330688024e-09
3.8925,-5.404692403236894e-09
3.895,-5.3923523789198441e-09
3.8975,-5.3753850022826906e-09
3.9,-5.3630511886681612e-09
3.9025,-5.3464444302904058e-09
3.905,-5.3254629066401634e-09
3.9075,-5.298543477042158e-09
3.91,-5.274755462455851e-09
3.9125,-5.2547579363860501e-09
3.915,-5.2339324588544514e-09
3.9175,-5.2195520440771305e-09
3.92,-5.2073012613836521e-09
3.9225,-5.1973354690463187e-09
3.925,-5.1917721410993286e-09
3.9275,-5.1893812528618639e-09
3.93,-5.192029476225292e-09
3.9325,-5.1924283996746322e-09
3.935,-5.1938240552034799e-09
3.9375,-5.1954746935237436e-09
3.94,-5.1998682737048949e-09
3.9425,-5.1998040037837514e-09
3.945,-5.1997873424768968e-09
3.9475,-5.2042863820924713e-09
3.95,-5.2096397507509825e-09
3.9525,-5.2194657764156529e-09
3.955,-5.2310289643236075e-09
3.9575,-5.2439565529402878e-09
3.96,-5.259061029835191e-09
3.9625,-5.2668904789608828e-09
3.965,-5.2679244335032338e-09
3.9675,-5.2638680741403879e-09
3.97,-5.2517586158689096e-09
3.9725,-5.2342128911850207e-09
3.975,-5.2073928844163551e-09
3.9775,-5.1765121742523166e-09
3.98,-5.1477765457037487e-09
3.9825,-5.1220079434354148e-09
3.985,-5.1022003866164089e-09
3.9875,-5.0890535875993969e-09
3.99,-5.0802700200107595e-09
3.9925,-5.0741482129398896e-09
3.995,-5.069034175999902e-09
3.9975,-5.0628607190203348e-09
4.0,-5.0580596520388179e-09
