Physical Time (s),drag Monitor (N)
0.9975,0.00030084527302888812
1.0,0.00030081605010032154
1.0025,0.00030080295321284511
1.005,0.00030080745872969919
1.0075,0.00030082979190372485
1.01,0.00030086955249458019
1.0125,0.00030092592581529315
1.015,0.00030099816929712929
1.0175,0.00030108415574621168
1.02,0.00030118239964822032
1.0225,0.00030129095364427928
1.025,0.00030140778379263448
1.0275,0.00030153061685768943
1.03,0.00030165640292819631
1.0325,0.00030178303200754751
1.035,0.00030190895379411393
1.0375,0.00030203130229506357
1.04,0.00030214788321094471
1.0425,0.00030225703497608019
1.045,0.00030235793613781126
1.0475,0.00030244960151662751
1.05,0.00030253083161384958
1.0525,0.00030260119536660711
1.055,0.00030266069500087955
1.0575,0.00030270977013583636
1.06,0.00030274832584671423
1.0625,0.00030277738149357821
1.065,0.00030279763753511459
1.0675,0.00030281010923181888
1.07,0.00030281531226366746
1.0725,0.00030281380008407541
1.075,0.00030280753222223817
1.0775,0.00030279788019820539
1.08,0.0003027854518842836
1.0825,0.00030277092311418487
1.085,0.00030275527174254029
1.0875,0.00030273952691318767
1.09,0.00030272482063702609
1.0925,0.00030271197123623423
1.095,0.00030270147532657682
1.0975,0.00030269406861050199
1.1,0.00030269014500040252
1.1025,0.00030268974138762526
1.105,0.00030269365033771135
1.1075,0.00030270234564785752
1.11,0.00030271506918673116
1.1125,0.00030273194519592108
1.115,0.0003027546868658123
1.1175,0.00030278440970225558
1.12,0.00030282027013379357
1.1225,0.00030286323861843019
1.125,0.00030291367277545734
1.1275,0.00030297118958965726
1.13,0.00030303635919965528
1.1325,0.00030310897299134229
1.135,0.00030318839948431826
1.1375,0.00030327414902621853
1.14,0.00030336526645664217
1.1425,0.00030346159512165073
1.145,0.00030356275959310581
1.1475,0.00030366767869036918
1.15,0.0003037758782913543
1.1525,0.00030388713109980709
1.155,0.0003040006207445479
1.1575,0.00030411572730345161
1.16,0.00030423110222692194
1.1625,0.00030434595204821969
1.165,0.00030445924521322698
1.1675,0.00030457153241413872
1.17,0.00030468170093160611
1.1725,0.00030478927786586083
1.175,0.00030489427425511184
1.1775,0.00030499758790591958
1.18,0.00030509965131860666
1.1825,0.00030520024505820798
1.185,0.00030529783199372305
1.1875,0.00030539023314387492
1.19,0.0003054772140499483
1.1925,0.00030556185760347769
1.195,0.00030564702477023928
1.1975,0.00030573425468537034
1.2,0.00030582339491263611
1.2025,0.00030591453654728058
1.205,0.00030600819134487904
1.2075,0.00030610303963417827
1.21,0.0003061972045714477
1.2125,0.00030629158287115026
1.215,0.00030638785471662097
1.2175,0.00030648755004664791
1.22,0.00030658915206847415
1.2225,0.00030669442722702604
1.225,0.00030680385535940751
1.2275,0.000306918542241807
1.23,0.0003070385071030047
1.2325,0.00030716407766277775
1.235,0.00030729404805810345
1.2375,0.00030742671289813481
1.24,0.00030756432211990228
1.2425,0.00030770854469290679
1.245,0.00030785775582923332
1.2475,0.00030801054712328862
1.25,0.00030816600703693908
1.2525,0.00030832379768299772
1.255,0.0003084849615219875
1.2575,0.00030865040546077259
1.26,0.00030881933525292498
1.2625,0.00030898942651468248
1.265,0.0003091575588231792
1.2675,0.00030932274463760256
1.27,0.00030948624399333122
1.2725,0.00030964922829214572
1.275,0.00030981162379327068
1.2775,0.0003099718341786176
1.28,0.00031012804687404936
1.2825,0.0003102794813487149
1.285,0.00031042592774892529
1.2875,0.00031056694206778155
1.29,0.00031070208336381883
1.2925,0.00031083228236265201
1.295,0.00031095733601555631
1.2975,0.00031107778757255588
1.3,0.00031119406820214341
1.3025,0.00031130587314517352
1.305,0.00031141321850508411
1.3075,0.00031151574712344476
1.31,0.00031161568283042513
1.3125,0.0003117127954210924
1.315,0.0003118060819037161
1.3175,0.00031189755650526689
1.32,0.00031198780584169785
1.3225,0.0003120768206631035
1.325,0.00031216445961894113
1.3275,0.00031225111240413818
1.33,0.00031233650781321013
1.3325,0.00031242071276257389
1.335,0.00031250504297198408
1.3375,0.00031259049087193768
1.34,0.0003126769004018598
1.3425,0.00031276394119530439
1.345,0.00031285435578647526
1.3475,0.00031294711852940515
1.35,0.00031304188683005071
1.3525,0.00031313845992145956
1.355,0.00031323908596772495
1.3575,0.00031334456641079296
1.36,0.00031345554712016084
1.3625,0.00031357113691717271
1.365,0.00031369040406647471
1.3675,0.00031381451250318192
1.37,0.00031394381139257163
1.3725,0.00031407884411563402
1.375,0.00031421958419364682
1.3775,0.0003143661463641278
1.38,0.00031451817151578363
1.3825,0.00031467665885004836
1.385,0.00031484121587291335
1.3875,0.00031501008987375526
1.39,0.00031518344507081318
1.3925,0.00031536112523749361
1.395,0.0003155416703865879
1.3975,0.00031572554400698875
1.4,0.00031591310182422767
1.4025,0.00031610325603185975
1.405,0.00031629543278788893
1.4075,0.00031648841476201799
1.41,0.00031668135708192444
1.4125,0.00031687481606731391
1.415,0.00031706777094308788
1.4175,0.00031725841644345942
1.42,0.00031744589448164649
1.4225,0.00031763125131389935
1.425,0.00031781405256611696
1.4275,0.00031799394262777713
1.43,0.00031816993535582994
1.4325,0.0003183407028524264
1.435,0.00031850720487885237
1.4375,0.00031866953387624426
1.44,0.00031882683014355711
1.4425,0.00031897796597558638
1.445,0.00031912228152529448
1.4475,0.00031926279220546465
1.45,0.00031939861422984069
1.4525,0.0003195285281112016
1.455,0.0003196512311055956
1.4575,0.00031976875686899576
1.46,0.00031988128130095599
1.4625,0.00031999037763646629
1.465,0.00032009386781431783
1.4675,0.00032019371041090445
1.47,0.00032029012493388787
1.4725,0.0003203843270102527
1.475,0.0003204750084265879
1.4775,0.00032056491948136227
1.48,0.00032065321737950134
1.4825,0.00032073968751096001
1.485,0.00032082374279779617
1.4875,0.00032090586835282445
1.49,0.00032098939312916078
1.4925,0.00032107478949709278
1.495,0.00032116322880767069
1.4975,0.00032125225561675059
1.5,0.0003213447088539013
1.5025,0.00032144026607966664
1.505,0.00032154015422140739
1.5075,0.00032164513746463431
1.51,0.00032175333430724512
1.5125,0.00032186499033316578
1.515,0.00032198138756151781
1.5175,0.0003221046672096284
1.52,0.00032223524835525144
1.5225,0.0003223724278135382
1.525,0.00032251382776462211
1.5275,0.00032265937392926823
1.53,0.00032281112025078676
1.5325,0.00032297011549583209
1.535,0.00032313560766267967
1.5375,0.00032330571611525934
1.54,0.00032348201100034657
1.5425,0.00032366115889018523
1.545,0.00032383889426540783
1.5475,0.00032401772359534761
1.55,0.00032419733116688241
1.5525,0.00032437707563673032
1.555,0.00032455521514559223
1.5575,0.0003247300477295393
1.56,0.00032490313918032127
1.5625,0.00032507439954005931
1.565,0.00032524221052413339
1.5675,0.00032540568072607302
1.57,0.00032556420554773831
1.5725,0.0003257156508625433
1.575,0.00032586001686316465
1.5775,0.00032599493299033323
1.58,0.0003261234110246729
1.5825,0.00032624607423567526
1.585,0.00032636236974086484
1.5875,0.00032647010813569802
1.59,0.00032657281256572994
1.5925,0.00032666873578525641
1.595,0.00032675906884449091
1.5975,0.00032684262166678905
1.6,0.00032692173342766141
1.6025,0.00032699468056767464
1.605,0.00032706345486425634
1.6075,0.00032712955249026285
1.61,0.0003271941752600318
1.6125,0.00032725782440802347
1.615,0.00032732098707020349
1.6175,0.00032738382892029421
1.62,0.00032744661669576244
1.6225,0.00032751211598953261
1.625,0.00032758297969260155
1.6275,0.00032765848204379381
1.63,0.00032773717905850114
1.6325,0.00032781919969353973
1.635,0.00032790685553210988
1.6375,0.00032800109788690292
1.64,0.00032810233121884769
1.6425,0.00032821115957027932
1.645,0.00032832672377853026
1.6475,0.00032844911504558523
1.65,0.00032857860989444853
1.6525,0.00032871400994083345
1.655,0.00032885549823507805
1.6575,0.00032900351678670796
1.66,0.00032915778251125084
1.6625,0.00032931726550636774
1.665,0.00032947888794095093
1.6675,0.00032964374833157944
1.67,0.00032981425802457902
