Physical Time (s),enth_flux_viscous_bot Monitor (kg-m/s^3): bot_cv1,enth_flux_viscous_bot Monitor (kg-m/s^3): bot_cv2,enth_flux_viscous_bot Monitor (kg-m/s^3): bot_cv3,enth_flux_viscous_bot Monitor (kg-m/s^3): bot_cv4,enth_flux_viscous_bot Monitor (kg-m/s^3): bot_cv5,enth_flux_viscous_bot Monitor (kg-m/s^3): bot_cv6,enth_flux_viscous_bot Monitor (kg-m/s^3): bot_cv7
1.0075,3.5434449923173492e-08,3.8644018204831464e-08,3.1379891442293509e-08,1.9483092672485575e-08,9.705735068805048e-09,1.3987317286030589e-09,-1.3612044855654886e-09
1.01,3.5512501900252462e-08,3.8749689458429322e-08,3.152549253571243e-08,1.9642008871722873e-08,9.8614530224267162e-09,1.5222520450390112e-09,-1.2251247143978704e-09
1.0125,3.5588558110296395e-08,3.8853068750165094e-08,3.1668331332440433e-08,1.9797479282795084e-08,1.0013273519421074e-08,1.6409902737280851e-09,-1.0934490229635358e-09
1.015,3.566192379720954e-08,3.8953291709114181e-08,3.1807208417271619e-08,1.9947927271064897e-08,1.0159266241227831e-08,1.7524930560224181e-09,-9.6915120709229504e-10
1.0175,3.5731946847015882e-08,3.9049540095053933e-08,3.1940983233278967e-08,2.0091856500916881e-08,1.0297598100442737e-08,1.8544162364319276e-09,-8.5511477755431536e-10
1.02,3.5798029716343929e-08,3.9141059107289622e-08,3.2068601762426376e-08,2.0227889550832979e-08,1.0426583093132124e-08,1.9445985848322369e-09,-7.5404025733166086e-10
1.0225,3.5859641635556911e-08,3.9227170418372283e-08,3.2189116082768177e-08,2.0354798413662299e-08,1.0544722921741406e-08,2.0211138830203282e-09,-6.6837545084853296e-10
1.025,3.591633118535152e-08,3.9307289894187316e-08,3.2301709687459375e-08,2.047153453874267e-08,1.0650745500506093e-08,2.0823276652436891e-09,-6.0024265138658384e-10
1.0275,3.5967740159143797e-08,3.9380948793521095e-08,3.2405730687115852e-08,2.0577269995903394e-08,1.0743652290493021e-08,2.1269530619821898e-09,-5.513669583731984e-10
1.03,3.6013615567197601e-08,3.9447811238258946e-08,3.2500701751249358e-08,2.0671424502111268e-08,1.0822751260869578e-08,2.1540972176615818e-09,-5.2301772168913703e-10
1.0325,3.6053816495255208e-08,3.9507674391969202e-08,3.2586334189858999e-08,2.0753665459038571e-08,1.0887659373568551e-08,2.1632678277407925e-09,-5.159889513431743e-10
1.035,3.6088311689026669e-08,3.9560474620939065e-08,3.2662550507898155e-08,2.082392258073855e-08,1.0938316363154103e-08,2.1543898738930657e-09,-5.3057240390727293e-10
1.0375,3.6117192797248943e-08,3.960630699011169e-08,3.2729478547788596e-08,2.0882415211631309e-08,1.0975006607905077e-08,2.1278288141501049e-09,-5.6652695503682348e-10
1.04,3.6140666571158047e-08,3.9645414064782312e-08,3.2787455928993229e-08,2.0929616364764951e-08,1.0998354246790551e-08,2.0843833043370986e-09,-6.2308168860612267e-10
1.0425,3.6159052956649734e-08,3.9678184058732866e-08,3.2837025628874122e-08,2.0966287888768381e-08,1.1009281641938944e-08,2.0252343655412259e-09,-6.9898571233041304e-10
1.045,3.6172787927156776e-08,3.9705153796111427e-08,3.28789323867455e-08,2.0993438081323225e-08,1.1009029879744194e-08,1.9519557296519143e-09,-7.9250107835730632e-10
1.0475,3.6182399989809996e-08,3.9726982941963387e-08,3.2914092585856799e-08,2.101227684303317e-08,1.0999105825388643e-08,1.8664556606310928e-09,-9.0146708151482042e-10
1.05,3.6188513887801332e-08,3.9744454395916217e-08,3.2943586589126457e-08,2.1024229422177712e-08,1.0981209815062947e-08,1.7708789649813494e-09,-1.0234075068571862e-09
1.0525,3.6191816251066129e-08,3.9758435557035952e-08,3.2968611011927819e-08,2.1030855070707867e-08,1.0957237436991659e-08,1.66761185158932e-09,-1.1555370531468062e-09
1.055,3.6193136055623008e-08,3.9769958648393508e-08,3.2990553383708758e-08,2.1033920687385821e-08,1.0929293212506801e-08,1.559262189054384e-09,-1.2947958652665658e-09
1.0575,3.6193290083346234e-08,3.9780060287162296e-08,3.301082702628527e-08,2.1035226172404986e-08,1.0899517836490335e-08,1.4484896942933005e-09,-1.4380342885742257e-09
1.06,3.6193051490488641e-08,3.9789745334333423e-08,3.3030823006062036e-08,2.1036545830996088e-08,1.0870020872002546e-08,1.3379071148921597e-09,-1.5821266621674252e-09
1.0625,3.6193310122058591e-08,3.9800136704098165e-08,3.3052045625918413e-08,2.1039755028513147e-08,1.0842999815415364e-08,1.2302018382841818e-09,-1.7238642005018165e-09
1.065,3.6194907625211523e-08,3.9812306255711131e-08,3.3075934976617451e-08,2.1046644085913905e-08,1.0820545917719609e-08,1.1279178648423297e-09,-1.8601867968153064e-09
1.0675,3.6198620524370519e-08,3.9827256051600922e-08,3.3103845756673349e-08,2.1058887779219851e-08,1.0804604251015225e-08,1.0334130729460698e-09,-1.9882384001646694e-09
1.07,3.6205343432559052e-08,3.9846095226950804e-08,3.3137214666010753e-08,2.1078210527714343e-08,1.0797144113685202e-08,9.4901862189835609e-10,-2.1052192084154461e-09
1.0725,3.6215786290630202e-08,3.9869728875804418e-08,3.3177238676744824e-08,2.1106057959799303e-08,1.0799816635836239e-08,8.7668960844709777e-10,-2.2087451345508444e-09
1.075,3.6230536146331162e-08,3.9898913478556742e-08,3.3224915007957415e-08,2.1143636930163034e-08,1.0813941102544582e-08,8.179844453268401e-10,-2.2968772174548985e-09
1.0775,3.6250111952422801e-08,3.9934312864193675e-08,3.3281110835002493e-08,2.1191955469092032e-08,1.0840704326979962e-08,7.7427343470222713e-10,-2.3679204011865074e-09
1.08,3.6274937189127649e-08,3.9976453337249141e-08,3.3346500880290459e-08,2.1251798504387029e-08,1.0880941786815093e-08,7.4650572573761517e-10,-2.420662291530619e-09
1.0825,3.6305317545780232e-08,4.002571703230359e-08,3.3421567284279786e-08,2.1323716929859788e-08,1.0935232564532497e-08,7.3531392321348595e-10,-2.4542712524345063e-09
1.085,3.6341412853111494e-08,4.0082297788117544e-08,3.3506545937537333e-08,2.1407957357238609e-08,1.1003820736887697e-08,7.4094208840485636e-10,-2.4683701125660844e-09
1.0875,3.6383239846133983e-08,4.0146201513281077e-08,3.3601417181413931e-08,2.1504467019070178e-08,1.1086609129827621e-08,7.6323108547352144e-10,-2.4630563323591236e-09
1.09,3.6430677531057573e-08,4.0217255623659904e-08,3.3705923989086556e-08,2.1612904032778033e-08,1.1183176483209941e-08,8.0165789312751014e-10,-2.4388559573355592e-09
1.0925,3.6483464243468105e-08,4.02951095917462e-08,3.381958587483968e-08,2.1732659103792209e-08,1.1292802070363206e-08,8.5535023230099844e-10,-2.3967064061122664e-09
1.095,3.6541208340719635e-08,4.0379246503414695e-08,3.3941699733497128e-08,2.1862872738851687e-08,1.1414487578691095e-08,9.2313246207899532e-10,-2.337905057126043e-09
1.0975,3.660340002229105e-08,4.0468995029389514e-08,3.4071354003877652e-08,2.2002449848587632e-08,1.1546977317550462e-08,1.0035375858717006e-09,-2.264090168492742e-09
1.1,3.666942836866121e-08,4.0563555172004425e-08,3.4207480481559099e-08,2.2150108700034678e-08,1.1688812740511751e-08,1.0948836964881371e-09,-2.17715740383393e-09
1.1025,3.6738611357888064e-08,4.0662038680272194e-08,3.4348897335397395e-08,2.2304434894314963e-08,1.1838392136358986e-08,1.1953254509413485e-09,-2.0792001427162827e-09
1.105,3.6810216863089409e-08,4.0763498161935381e-08,3.4494345578221653e-08,2.2463922842436004e-08,1.1994014136459598e-08,1.3029167323686892e-09,-1.9724386774694119e-09
1.1075,3.6883482286558765e-08,4.086694946102503e-08,3.4642514837269409e-08,2.2627009046942805e-08,1.215391578803746e-08,1.4156409629100739e-09,-1.8591821310932995e-09
1.11,3.695763124860872e-08,4.0971393551287158e-08,3.4792078609041342e-08,2.2792114225084027e-08,1.2316318770738868e-08,1.5314743531901614e-09,-1.7417583268329887e-09
1.1125,3.7031886554565329e-08,4.1075832480359124e-08,3.494171038471215e-08,2.2957658126503394e-08,1.2479447164546806e-08,1.6483937231233483e-09,-1.6225002646930184e-09
1.115,3.7105488103037029e-08,4.1179294986289408e-08,3.5090116032394328e-08,2.31221019975997e-08,1.2641573117180862e-08,1.7644380834151652e-09,-1.5036793282572144e-09
1.1175,3.7177705125381515e-08,4.1280850583337895e-08,3.5236059921823191e-08,2.3283972756271305e-08,1.280104226817393e-08,1.8777249545102547e-09,-1.3874844956828931e-09
1.12,3.7247849639104191e-08,4.1379630514999875e-08,3.5378393099121844e-08,2.3441896526454461e-08,1.2956308712510641e-08,1.98649966500366e-09,-1.2759688547154905e-09
1.1225,3.731530109734683e-08,4.1474857212510941e-08,3.5516090603573272e-08,2.3594645510917449e-08,1.3105983129712183e-08,2.0891725536597458e-09,-1.1710084551441614e-09
1.125,3.7379519244409322e-08,4.1565860450106993e-08,3.5648272085976097e-08,2.3741157298950043e-08,1.3248856170189869e-08,2.1843605101278926e-09,-1.0742549590550018e-09
1.1275,3.7440054575974894e-08,4.1652086598125356e-08,3.5774206732935901e-08,2.3880545073369959e-08,1.338391116491588e-08,2.2708855268425494e-09,-9.8713367125486369e-10
1.13,3.749654902577825e-08,4.1733101114151404e-08,3.5893318439722468e-08,2.4012102470350626e-08,1.3510329089429919e-08,2.3477894161466694e-09,-9.1082612442634554e-10
1.1325,3.7548736452981503e-08,4.1808589880636477e-08,3.6005191923539241e-08,2.4135310041476838e-08,1.3627494783280379e-08,2.414330821284208e-09,-8.4626974405495258e-10
1.135,3.759644153454757e-08,4.1878360811968002e-08,3.6109578045802269e-08,2.4249841380248007e-08,1.3735002916478549e-08,2.4700029753474296e-09,-7.9413685271720408e-10
1.1375,3.7639579182285513e-08,4.1942342180381505e-08,3.6206394791231343e-08,2.4355558294877641e-08,1.3832655245200055e-08,2.5145225565670122e-09,-7.5484397467749911e-10
1.14,3.7678154645705218e-08,4.2000578676026251e-08,3.6295719308840596e-08,2.445250984040504e-08,1.392045908580089e-08,2.5478360879433262e-09,-7.2854466886059879e-10
1.1425,3.7712253030621212e-08,4.2053217614645341e-08,3.6377760887729194e-08,2.4540909497394372e-08,1.3998606241488218e-08,2.5700934751597108e-09,-7.1515608992912426e-10
1.145,3.7742036326716615e-08,4.210050154827921e-08,3.6452853576030597e-08,2.4621119785829987e-08,1.4067458383344556e-08,2.5816398793010945e-09,-7.1436704734267336e-10
1.1475,3.776773453728481e-08,4.2142759339473754e-08,3.6521445133236138e-08,2.4693644059278266e-08,1.4127535306702636e-08,2.5830008931776452e-09,-7.2565307521092198e-10
1.15,3.7789636566404492e-08,4.2180392779201428e-08,3.6584081044888605e-08,2.4759096479860286e-08,1.417948699770475e-08,2.5748557254033356e-09,-7.4830411661146138e-10
1.1525,3.7808079795618748e-08,4.2213862232802465e-08,3.6641387433316941e-08,2.4818188694245774e-08,1.4224082174646608e-08,2.558021940115918e-09,-7.8144121553099151e-10
1.155,3.7823435503391353e-08,4.224367236904068e-08,3.6694054032070456e-08,2.4871727870964971e-08,1.4262182953296748e-08,2.5334306212962101e-09,-8.2404302938762789e-10
1.1575,3.7836104181926109e-08,4.2270362071992821e-08,3.6742821696499694e-08,2.492058687810542e-08,1.4294757739362323e-08,2.5021416029923659e-09,-8.7493377410951315e-10
1.16,3.7846502634665649e-08,4.2294488128688887e-08,3.6788460302494801e-08,2.4965675276275041e-08,1.4322789255451857e-08,2.4652364480548246e-09,-9.3289339552457065e-10
1.1625,3.7855051336361684e-08,4.2316605474381005e-08,3.6831735385382945e-08,2.5007914750234505e-08,1.4347308727426444e-08,2.4238769439292176e-09,-9.9660234892572438e-10
1.165,3.7862165772411642e-08,4.2337257844513775e-08,3.6873397207092342e-08,2.504821476759821e-08,1.4369374671729587e-08,2.3792615636965004e-09,-1.0646883040081813e-09
1.1675,3.7868252135094409e-08,4.2356976868987967e-08,3.6914184941686889e-08,2.5087477405361138e-08,1.4389997762959618e-08,2.3325598185380708e-09,-1.1357950568877272e-09
1.17,3.7873694223150202e-08,4.2376265009739738e-08,3.6954806189308608e-08,2.5126575348455561e-08,1.4410174905659049e-08,2.2849372609270502e-09,-1.2085603758233635e-09
1.1725,3.7878862311837152e-08,4.239560042842977e-08,3.6995934143244397e-08,2.5166349298363095e-08,1.4430880831232216e-08,2.2375492756623812e-09,-1.2816256508702289e-09
1.175,3.7884089913919793e-08,4.2415408879012773e-08,3.7038176032791021e-08,2.5207570374222582e-08,1.4453020942686247e-08,2.1914851991156963e-09,-1.3536949284419804e-09
1.1775,3.7889680112282225e-08,4.2436075602251772e-08,3.7082083012470261e-08,2.5250947263852747e-08,1.4477434600599799e-08,2.1477737089001022e-09,-1.4235333071112901e-09
1.18,3.7895908662099338e-08,4.2457947881675544e-08,3.7128154284226858e-08,2.5297128912553867e-08,1.4504925032108341e-08,2.1074031099290142e-09,-1.4899514115722665e-09
1.1825,3.7903032780288183e-08,4.2481351501585566e-08,3.7176858495592542e-08,2.5346722291088305e-08,1.4536189378833827e-08,2.0712508712282708e-09,-1.5518789258280949e-09
1.185,3.7911297706988742e-08,4.2506597889281871e-08,3.722864187723483e-08,2.5400305912493887e-08,1.4571918220995177e-08,2.0401764548520342e-09,-1.6082735916972554e-09
1.1875,3.7920922224093069e-08,4.2533963060948653e-08,3.7283895037716386e-08,2.54583868592554e-08,1.4612744535820814e-08,2.014965402220888e-09,-1.6581812806256505e-09
1.19,3.7932088965007961e-08,4.2563662309366907e-08,3.7342916524411953e-08,2.5521362810071424e-08,1.4659150947518167e-08,1.9962464076576139e-09,-1.7008231482626383e-09
1.1925,3.7944933830315166e-08,4.2595846813850726e-08,3.7405907368937659e-08,2.5589505447542362e-08,1.4711480768673032e-08,1.9844780847781446e-09,-1.7356149214437651e-09
1.195,3.7959567104025262e-08,4.2630635990489755e-08,3.7473024655210804e-08,2.56630248292505e-08,1.4770017575217455e-08,1.9800581134037096e-09,-1.7620605231499272e-09
1.1975,3.7976070913203788e-08,4.2668121742220056e-08,3.7544398577131884e-08,2.5742104046514599e-08,1.4835002022004547e-08,1.9833258503159804e-09,-1.7797493106668195e-09
1.2,3.7994495136779375e-08,4.27083574862629e-08,3.7620120879383055e-08,2.5826889824896222e-08,1.4906619510986549e-08,1.9945497293329588e-09,-1.7883655936647891e-09
1.2025,3.8014841518585479e-08,4.2751337708450398e-08,3.7700210904611687e-08,2.5917436439455033e-08,1.4984953495910467e-08,2.0138681092897214e-09,-1.7877466231303037e-09
1.205,3.8037049505384429e-08,4.2796976350886768e-08,3.7784578447224537e-08,2.6013665647227089e-08,1.506993443610079e-08,2.0412359009421048e-09,-1.7779373872408724e-09
1.2075,3.806099461318076e-08,4.2845101041107085e-08,3.7873013799217956e-08,2.6115353758044069e-08,1.5161326101570927e-08,2.0764113628509484e-09,-1.7592043675820854e-09
1.21,3.8086503782323017e-08,4.2895477256519717e-08,3.7965222314509799e-08,2.6222169709161943e-08,1.5258765182950758e-08,2.1189924332315757e-09,-1.7319993621811717e-09
1.2125,3.8113379489549366e-08,4.2947849673029454e-08,3.8060881045983689e-08,2.6333737493667956e-08,1.536182587763985e-08,2.168492357012636e-09,-1.6968839462047403e-09
1.215,3.814140767461929e-08,4.3001947822925552e-08,3.8159642395221349e-08,2.644964200509354e-08,1.5470030750828125e-08,2.2243470895707517e-09,-1.6545246286346316e-09
1.2175,3.8170350577536653e-08,4.3057467247511312e-08,3.8261112963858494e-08,2.6569412122992509e-08,1.5582835540180116e-08,2.2859064077839959e-09,-1.6056943093133206e-09
1.22,3.8199956289060843e-08,4.3114085691790471e-08,3.8364873330590781e-08,2.6692540199954619e-08,1.5699649634530528e-08,2.3524556147004485e-09,-1.5512546346324345e-09
1.2225,3.8229956864702443e-08,4.3171465506214083e-08,3.847048357728191e-08,2.6818488372453588e-08,1.581984380695171e-08,2.4232274699637676e-09,-1.492134253241385e-09
1.225,3.8260090280993461e-08,4.3229270672922926e-08,3.8577498661601515e-08,2.6946707138057115e-08,1.5942769229336912e-08,2.497426289531951e-09,-1.4293032730167843e-09
1.2275,3.8290089428134933e-08,4.3287153094923047e-08,3.8685449376779233e-08,2.7076615136318347e-08,1.6067737548649194e-08,2.5742095194004288e-09,-1.363786631459518e-09
1.23,3.8319679871633287e-08,4.3344753972891084e-08,3.8793846940562597e-08,2.720760150903193e-08,1.6194023800490419e-08,2.6526890788157746e-09,-1.2966583515718626e-09
1.2325,3.8348581483989349e-08,4.3401704687611492e-08,3.8902189307246885e-08,2.7339038254715589e-08,1.6320881139066289e-08,2.731947406095038e-09,-1.22902246361605e-09
1.235,3.8376508178687426e-08,4.345763382059013e-08,3.900996944215003e-08,2.7470289679487617e-08,1.644755223435325e-08,2.8110516315894993e-09,-1.1619944539549058e-09
1.2375,3.8403178150208409e-08,4.3512178626529383e-08,3.9116695668359259e-08,2.7600734865964694e-08,1.6573293914087129e-08,2.8890813699098458e-09,-1.0966745659202236e-09
1.24,3.8428325760257313e-08,4.3564999843416133e-08,3.9221908335488432e-08,2.7729788239192631e-08,1.6697400510536406e-08,2.9651573077260713e-09,-1.0341125616812228e-09
1.2425,3.845171285833686e-08,4.3615791743579282e-08,3.9325186599436994e-08,2.7856915412248459e-08,1.6819224433272181e-08,3.0384642931965433e-09,-9.7529015248297068e-10
1.245,3.8473123404179902e-08,4.3664267535209787e-08,3.9426137144513673e-08,2.79816185671228e-08,1.693816540781542e-08,3.108247417945187e-09,-9.2111416897295032e-10
1.2475,3.8492376879767785e-08,4.371019307387213e-08,3.9524434049914808e-08,2.8103477148859281e-08,1.7053711396666498e-08,3.1738558335701486e-09,-8.7237850399479202e-10
1.25,3.8509333117553053e-08,4.3753381653226436e-08,3.9619818959903914e-08,2.8222151618930615e-08,1.7165443635017647e-08,3.2347528782603745e-09,-8.2974515192211179e-10
1.2525,3.8523890638992364e-08,4.3793695349531078e-08,3.9712091986828652e-08,2.833737658214734e-08,1.72730313175684e-08,3.2905115492467149e-09,-7.9374959268356096e-10
1.255,3.8535980880665782e-08,4.3831029490184634e-08,3.9801094009994165e-08,2.8448947800426602e-08,1.7376222911851172e-08,3.3408086755044029e-09,-7.6480315053284313e-10
1.2575,3.8545572537081221e-08,4.3865327551333406e-08,3.9886732849724618e-08,2.855674026177786e-08,1.7474863150951054e-08,3.3854414402118025e-09,-7.4317341463293203e-10
1.26,3.8552671716174416e-08,4.3896583001091007e-08,3.9968981721281062e-08,2.86607068976278e-08,1.756888729048951e-08,3.4243207625121228e-09,-7.2899273999616332e-10
1.2625,3.8557317677819075e-08,4.3924826890144703e-08,4.0047866147026284e-08,2.8760865526560174e-08,1.7658308949236013e-08,3.457458416429193e-09,-7.2226570347864365e-10
1.265,3.8559590415665343e-08,4.3950149856440305e-08,4.0123493123705592e-08,2.8857337509337342e-08,1.7743260533285375e-08,3.4850038710544232e-09,-7.2283994937969761e-10
1.2675,3.8559599220555373e-08,4.3972667215411598e-08,4.0196002798790224e-08,2.8950295258368537e-08,1.7823942093598559e-08,3.5071955087751164e-09,-7.304485232327634e-10
1.27,3.8557471611425942e-08,4.3992514391214905e-08,4.0265551888412158e-08,2.9039940113046276e-08,1.7900599666135744e-08,3.5243378415856955e-09,-7.4473908119484181e-10
1.2725,3.8553354164682741e-08,4.4009849789341093e-08,4.0332327133773199e-08,2.9126509475723223e-08,1.7973528267425495e-08,3.5368045651545016e-09,-7.6526862246833987e-10
1.275,3.8547413152604761e-08,4.4024864408666711e-08,4.0396568290970067e-08,2.9210301986458188e-08,1.8043093090477252e-08,3.5450584604857907e-09,-7.9148487835929518e-10
1.2775,3.8539833065458398e-08,4.403777260741859e-08,4.0458554247428537e-08,2.9291670260827262e-08,1.8109720227284236e-08,3.5496378472516691e-09,-8.2274346970782817e-10
1.28,3.8530804495488386e-08,4.4048792193263629e-08,4.0518570949163226e-08,2.9370983959054123e-08,1.8173858764214687e-08,3.5511158038992404e-09,-8.5834476974250499e-10
1.2825,3.8520518616834528e-08,4.4058144325368353e-08,4.0576908695248161e-08,2.9448618287897365e-08,1.8235970746469439e-08,3.550084653555841e-09,-8.9755751244408071e-10
1.285,3.8509164706720315e-08,4.4066043921637488e-08,4.0633853681337952e-08,2.9524947729545968e-08,1.8296524916909955e-08,3.5471475471306843e-09,-9.3962408306775986e-10
1.2875,3.8496923781119003e-08,4.4072698488536777e-08,4.0689682479897885e-08,2.9600342853707607e-08,1.8355983744854374e-08,3.5429022778311966e-09,-9.8378361766067128e-10
1.29,3.848397228521621e-08,4.4078307868368292e-08,4.0744662519429717e-08,2.9675170600330995e-08,1.8414807740876324e-08,3.5379443387441758e-09,-1.0292725217951947e-09
1.2925,3.8470491354409121e-08,4.4083087954700149e-08,4.0799075575931358e-08,2.9749801394407618e-08,1.8473456742405501e-08,3.5328652652225223e-09,-1.075328046389566e-09
1.295,3.8456653745664865e-08,4.4087229882287557e-08,4.085316565092132e-08,2.9824553850982024e-08,1.8532331409803887e-08,3.5281897892938554e-09,-1.1212595575604901e-09
1.2975,3.8442612920471132e-08,4.4090901700723595e-08,4.0907142373993246e-08,2.9899705847960711e-08,1.8591784572834991e-08,3.5243864712470809e-09,-1.1664380487208646e-09
1.3,3.8428508610600569e-08,4.4094248888897237e-08,4.0961181821844484e-08,2.9975494643033427e-08,1.8652121270546161e-08,3.5218647195248025e-09,-1.2103062104112961e-09
1.3025,3.8414464157878079e-08,4.4097404616813804e-08,4.1015438083440879e-08,3.0052123921920261e-08,1.8713605567375604e-08,3.5209827753859075e-09,-1.2523707988069964e-09
1.305,3.8400581459202385e-08,4.4100475107339311e-08,4.1070032632819903e-08,3.0129751913782441e-08,1.877644564079332e-08,3.5220306264504995e-09,-1.2922223156155741e-09
1.3075,3.8386939323521523e-08,4.4103541716415204e-08,4.1125059764054385e-08,3.0208504745297928e-08,1.8840807500805091e-08,3.5252420627412238e-09,-1.3295259150075829e-09
1.31,3.837359391155894e-08,4.4106653321887261e-08,4.1180567505220558e-08,3.0288456960738021e-08,1.8906797915603891e-08,3.5307787308657889e-09,-1.3640387053957411e-09
1.3125,3.8360578769914819e-08,4.4109826552745802e-08,4.1236549494172064e-08,3.0369618186681989e-08,1.8974452267408411e-08,3.5387163686424549e-09,-1.3956239081539616e-09
1.315,3.8347910865602038e-08,4.4113059345912197e-08,4.1292973830061106e-08,3.0451963342211149e-08,1.904376656707043e-08,3.5490819991617092e-09,-1.4242142318132395e-09
1.3175,3.8335606076806102e-08,4.4116356613644007e-08,4.1349819259573811e-08,3.053546739758257e-08,1.9114728571559617e-08,3.5618821755551862e-09,-1.4497839184625839e-09
1.32,3.8323685254041839e-08,4.4119735237922945e-08,4.1407081229478071e-08,3.062012182239941e-08,1.918733681639059e-08,3.5771241672855455e-09,-1.4723281079154123e-09
1.3225,3.8312156996889192e-08,4.4123186134401759e-08,4.146471572474598e-08,3.070586997283862e-08,1.9261534801486365e-08,3.594749214944579e-09,-1.4919267781050661e-09
1.325,3.830101311516532e-08,4.4126678349469348e-08,4.152263819800007e-08,3.0792607005757502e-08,1.9337213116261388e-08,3.6146375120721765e-09,-1.5087401361459684e-09
1.3275,3.8290229883724467e-08,4.4130163154322998e-08,4.1580747607740008e-08,3.0880202892022441e-08,1.9414232588435802e-08,3.6366307651740248e-09,-1.5229842743116345e-09
1.33,3.8279775075172375e-08,4.4133592912771769e-08,4.1638947182526831e-08,3.0968535244296734e-08,1.9492460011410951e-08,3.6605752530543246e-09,-1.5348859137804735e-09
1.3325,3.8269612379427502e-08,4.4136915444559878e-08,4.1697143093283873e-08,3.1057486512665289e-08,1.9571760355411241e-08,3.6863011939257422e-09,-1.544701793293457e-09
1.335,3.8259712398405084e-08,4.4140096530244347e-08,4.1755272554821139e-08,3.1146973446708278e-08,1.9652039723671769e-08,3.7136838003694763e-09,-1.5526533253296247e-09
1.3375,3.8250049430294631e-08,4.4143099560615376e-08,4.1813270495892268e-08,3.1236918668136807e-08,1.9733219780136061e-08,3.7426166958084354e-09,-1.5589522113891477e-09
1.34,3.8240605592702498e-08,4.4145903724283417e-08,4.1871092719846934e-08,3.1327273161910835e-08,1.9815241526413847e-08,3.7730060342097404e-09,-1.5638012032025682e-09
1.3425,3.8231369382429223e-08,4.4148503920118442e-08,4.1928714399141353e-08,3.1418009636759523e-08,1.9898079703492963e-08,3.8047969906997551e-09,-1.5673645517692596e-09
1.345,3.8222337898495686e-08,4.4150915764398033e-08,4.1986133204395637e-08,3.1509121062001167e-08,1.9981726603603135e-08,3.8379543571890322e-09,-1.5697844982103113e-09
1.3475,3.8213516520646667e-08,4.4153161490129051e-08,4.2043367834319131e-08,3.1600621288781803e-08,2.0066191206166165e-08,3.8724607720519009e-09,-1.5711776576368846e-09
1.35,3.8204911931286241e-08,4.4155263207656614e-08,4.2100439908328444e-08,3.169253281817889e-08,2.0151493488358412e-08,3.908311300257762e-09,-1.5716405932443005e-09
1.3525,3.8196537934768715e-08,4.4157256847131374e-08,4.2157391322553151e-08,3.1784902998212068e-08,2.0237677639360892e-08,3.9455237745988962e-09,-1.5712341588016805e-09
1.355,3.8188416830727197e-08,4.4159191958481721e-08,4.2214283151995487e-08,3.1877798209225355e-08,2.0324807073871904e-08,3.9841354638565082e-09,-1.5699885574370641e-09
1.3575,3.8180567916580739e-08,4.4161114894917782e-08,4.2271178348456741e-08,3.1971284179645094e-08,2.0412943574445315e-08,4.0241816116262106e-09,-1.5679214756249769e-09
1.36,3.8173008562239973e-08,4.4163075165047371e-08,4.2328148206643535e-08,3.2065431980089467e-08,2.0502149378919651e-08,4.0656970849533324e-09,-1.565036598400176e-09
1.3625,3.8165758414402182e-08,4.4165127725909753e-08,4.2385272136228738e-08,3.216032451604071e-08,2.059249661927207e-08,4.1087269408307811e-09,-1.5613149630252196e-09
1.365,3.8158837973684327e-08,4.4167328839784297e-08,4.2442629990587167e-08,3.2256047965333426e-08,2.0684061912169815e-08,4.1533182032695965e-09,-1.5567202372571136e-09
1.3675,3.8152266711765096e-08,4.4169726907847176e-08,4.2500289798382564e-08,3.2352675652212872e-08,2.0776909950142105e-08,4.1995046208762408e-09,-1.551219041736515e-09
1.37,3.8146064431432589e-08,4.4172374108285083e-08,4.2558318739150575e-08,3.2450273417658447e-08,2.087109348789138e-08,4.2473059339104163e-09,-1.5447795025835489e-09
1.3725,3.8140253295082338e-08,4.4175329056667966e-08,4.2616795235144937e-08,3.2548910943473048e-08,2.0966664107487075e-08,4.2967387243862405e-09,-1.5373653061124823e-09
1.375,3.8134851588189266e-08,4.4178639622943647e-08,4.2675780768154791e-08,3.2648637091293208e-08,2.1063647608221708e-08,4.3477912594436339e-09,-1.5289615254312239e-09
1.3775,3.8129867662450027e-08,4.4182348161097616e-08,4.2735331863672871e-08,3.2749496824618328e-08,2.1162061500016834e-08,4.4004385871206297e-09,-1.5195608430505574e-09
1.38,3.8125292901692975e-08,4.4186471860134413e-08,4.2795482464124764e-08,3.2851515699936911e-08,2.1261904031421327e-08,4.4546323858692913e-09,-1.5091797792228822e-09
1.3825,3.8121097040875205e-08,4.4190997339060067e-08,4.2856224722382595e-08,3.2954677175761354e-08,2.13631347894491e-08,4.5102814032914103e-09,-1.4978765439616915e-09
1.385,3.8117238069393392e-08,4.4195903291940241e-08,4.2917536521910122e-08,3.3058942941783594e-08,2.1465689902273894e-08,4.5672697188256633e-09,-1.4857431427938118e-09
1.3875,3.811366776586351e-08,4.4201156629904968e-08,4.2979375320876615e-08,3.3164246404198746e-08,2.1569473216285543e-08,4.6254476201315252e-09,-1.4729115412862645e-09
1.39,3.8110322293799226e-08,4.4206697859211567e-08,4.3041661469837341e-08,3.3270476161698496e-08,2.1674340173389585e-08,4.6846172850520165e-09,-1.4595706068082986e-09
