Physical Time (s),enthalpy_storage_vol Monitor (N): cv1,enthalpy_storage_vol Monitor (N): cv2,enthalpy_storage_vol Monitor (N): cv3,enthalpy_storage_vol Monitor (N): cv4,enthalpy_storage_vol Monitor (N): cv5,enthalpy_storage_vol Monitor (N): cv6,enthalpy_storage_vol Monitor (N): cv7
1.6975,2.5366206574278466e-05,5.0943297522682574e-05,8.4789302609297189e-05,0.00012446445927888475,0.00015325602087925996,0.00017805049858668357,0.0002189555270841611
1.7,2.5336323327867029e-05,5.0805617106681902e-05,8.4464529089571115e-05,0.00012423738210322221,0.00015329464244594356,0.00017807209195217511,0.00021911547338047558
1.7025,2.530733291496245e-05,5.0663919534869336e-05,8.4142584609613738e-05,0.00012401962274035492,0.00015333072133834181,0.00017809579125929013,0.00021927551935634469
1.705,2.5279214380799506e-05,5.0518980495193039e-05,8.3825342624852417e-05,0.00012381133994929447,0.00015336413977085395,0.00017812149302247929,0.00021943564445698623
1.7075,2.5251934921293956e-05,5.0371584744121616e-05,8.3514483372017475e-05,0.00012361263949935239,0.00015339478473726237,0.00017814909609727988,0.00021959581995657218
1.71,2.5225449402195351e-05,5.0222510859854048e-05,8.3211513864187367e-05,0.00012342356290377188,0.00015342254572184733,0.00017817849369627627,0.00021975599850623494
1.7125,2.519971147945997e-05,5.0072527427237211e-05,8.2917777586309814e-05,0.00012324410841224723,0.00015344733342112344,0.0001782095941064186,0.00021991613137783956
1.715,2.5174640149791357e-05,4.992235676703705e-05,8.263443230917531e-05,0.00012307416422274939,0.00015346905201970754,0.00017824229952281237,0.00022007627153824158
1.7175,2.515015949756245e-05,4.9772707533674116e-05,8.2362490386604759e-05,0.00012291354771028104,0.00015348762342902908,0.00017827650916538466,0.00022023640128427768
1.72,2.5126197649996362e-05,4.962428183255321e-05,8.2102857724706277e-05,0.00012276200422537304,0.00015350300086718833,0.00017831214405830968,0.0002203965058768707
1.7225,2.5102674061830988e-05,4.9477772208989069e-05,8.1856334892788587e-05,0.00012261918163639402,0.00015351516459048318,0.00017834914174542682,0.00022055660833734183
1.725,2.50794931196792e-05,4.9333844174510687e-05,8.1623602630070832e-05,0.00012248457671360237,0.00015352408900764884,0.00017838741227083071,0.00022071669026056705
1.7275,2.5056557688932912e-05,4.9193156532022277e-05,8.1405244498509557e-05,0.00012235755167458388,0.00015352977094612613,0.00017842688223206673,0.00022087676350208627
1.73,2.5033770994298785e-05,4.9056357078239629e-05,8.1201735334652717e-05,0.00012223730258674828,0.00015353221314477403,0.00017846747176795106,0.0002210367990301389
1.7325,2.5011019704175061e-05,4.8924091212766182e-05,8.1013397201992575e-05,0.00012212284687229111,0.00015353141292147511,0.0001785091231044595,0.00022119691684411197
1.735,2.498820365077309e-05,4.879699375932369e-05,8.0840448389787395e-05,0.00012201303626848804,0.00015352736654279593,0.00017855177985503547,0.00022135713254018335
1.7375,2.4965221593941088e-05,4.8675662469810065e-05,8.06829463617601e-05,0.0001219065419510029,0.00015352005390085013,0.00017859538859431334,0.00022151743475642456
1.74,2.4941972364940028e-05,4.8560643492925709e-05,8.0540768842137563e-05,0.00012180184841270628,0.00015350944365436696,0.0001786398938379555,0.00022167780142443656
1.7425,2.4918357816916644e-05,4.8452407102619318e-05,8.0413619428249149e-05,0.00012169726509944616,0.00015349550284443489,0.00017868523551989416,0.00022183819690612061
1.745,2.4894288409873094e-05,4.8351338146345362e-05,8.0301026000294652e-05,0.00012159096757184776,0.00015347821998448877,0.00017873137368196038,0.00022199861556626343
1.7475,2.486968252809352e-05,4.8257709524566625e-05,8.0202347343750349e-05,0.00012148102736559376,0.00015345760220875418,0.00017877827428161718,0.00022215906242942316
1.75,2.4844461665918664e-05,4.8171670828136079e-05,8.0116781894595446e-05,0.00012136545393410781,0.00015343367156836333,0.0001788258915717752,0.00022231951750598312
1.7525,2.4818559255727749e-05,4.8093247705970497e-05,8.0043402346980107e-05,0.00012124226479522896,0.00015340648093990216,0.0001788741891260818,0.00022247997397913132
1.755,2.4791912924199365e-05,4.8022340209426909e-05,7.9981184577192769e-05,0.00012110956152108721,0.00015337612283048324,0.00017892312733964333,0.00022264042145502113
1.7575,2.4764479361015517e-05,4.7958745734235313e-05,7.9929044936857173e-05,0.00012096560912027339,0.00015334275266579685,0.00017897269159711265,0.00022280088266364112
1.76,2.4736217274978193e-05,4.7902150610420724e-05,7.988583961946808e-05,0.0001208088873832681,0.00015330655252615883,0.00017902284099035324,0.00022296133723979461
1.7625,2.4707106754680327e-05,4.7852162432951396e-05,7.9850413548941053e-05,0.00012063818950508455,0.00015326777423459127,0.00017907356227974211,0.00022312180416317475
1.765,2.4677131631095463e-05,4.7808311845404195e-05,7.9821589889874611e-05,0.00012045267050653607,0.0001532266961891382,0.00017912482261370295,0.00022328226945687754
1.7675,2.4646296510733759e-05,4.777008037251823e-05,7.9798200965763871e-05,0.00012025190051776273,0.00015318365050137972,0.00017917661077016005,0.00022344275198687792
1.77,2.4614610326849239e-05,4.7736902387923084e-05,7.9779068572647123e-05,0.00012003578814738625,0.00015313898344037258,0.00017922889620423016,0.00022360323947434211
1.7725,2.4582101551174875e-05,4.7708190058459101e-05,7.9763022817203248e-05,0.00011980456176353458,0.00015309308116837408,0.00017928167170906765,0.00022376374992093276
1.775,2.4548807041280144e-05,4.7683335725926183e-05,7.9748883104254596e-05,0.00011955869708659917,0.00015304632347406803,0.00017933492153519615,0.0002239242888361249
1.7775,2.4514771982382143e-05,4.7661717830481691e-05,7.9735444377597052e-05,0.00011929886389020595,0.00015299907311318333,0.00017938862063995729,0.00022408484601793615
1.78,2.4480059735280107e-05,4.7642719287450662e-05,7.9721479212103719e-05,0.00011902591626127897,0.00015295169757545418,0.00017944276226813035,0.00022424543277154791
1.7825,2.4444739416665471e-05,4.7625717629915249e-05,7.9705714201173106e-05,0.0001187408852055322,0.00015290455277771795,0.00017949733694923753,0.00022440605836904367
1.785,2.4408888247468946e-05,4.7610095548067959e-05,7.9686825065547752e-05,0.00011844496868558268,0.00015285797633004372,0.00017955233995012716,0.00022456673977933346
1.7875,2.43725880346227e-05,4.7595232589521286e-05,7.9663421792622015e-05,0.00011813948391995461,0.00015281227620546597,0.00017960775962458161,0.00022472748056103384
1.79,2.4335926013861731e-05,4.7580509312949449e-05,7.9634051010893497e-05,0.0001178258109997999,0.00015276772511748694,0.00017966358160670699,0.00022488828512491756
1.7925,2.4298998629134518e-05,4.7565311767839345e-05,7.9597218330604413e-05,0.00011750534545732421,0.0001527245783240562,0.00017971980490522987,0.00022504917827026797
1.795,2.4261903925274946e-05,4.7549021072533734e-05,7.9551406038782469e-05,0.00011717942987312276,0.00015268306569779923,0.00017977642980259161,0.00022521018771332944
1.7975,2.4224738222688458e-05,4.753100912519143e-05,7.9495100018535619e-05,0.00011684933354464884,0.0001526433861816047,0.00017983345250760025,0.0002253713355292757
1.8,2.4187596622654073e-05,4.7510634203108606e-05,7.9426835448689485e-05,0.00011651625923741919,0.00015260569182714954,0.00017989085254056195,0.00022553261871770827
1.8025,2.4150582721806244e-05,4.7487264497454667e-05,7.9345263408328644e-05,0.00011618131827099545,0.00015257011267393614,0.00017994863833383282,0.00022569407159554614
1.805,2.4113794496012909e-05,4.7460262874450258e-05,7.9249169756350767e-05,0.00011584559412801972,0.00015253672365383704,0.0001800068133659999,0.00022585571932317769
1.8075,2.407732439585358e-05,4.7428986826317474e-05,7.9137500500847091e-05,0.00011551012246347255,0.00015250553988573171,0.00018006537022494746,0.00022601756389023942
1.81,2.4041263455128236e-05,4.739279976222942e-05,7.9009403646910644e-05,0.00011517587455514802,0.00015247651897516695,0.00018012430396080253,0.00022617960652532269
1.8125,2.4005702279417563e-05,4.7351083568967489e-05,7.8864276793858093e-05,0.00011484378085148804,0.00015244956087055896,0.00018018361410017337,0.00022634185218733857
1.815,2.3970725407767914e-05,4.7303245853138131e-05,7.8701804640119282e-05,0.00011451469957919223,0.00015242449087553045,0.00018024329341896736,0.00022650428399565727
1.8175,2.3936414147414417e-05,4.7248750867840424e-05,7.8522016567009176e-05,0.0001141894353575467,0.00015240106601347803,0.00018030334603968908,0.00022666690347429217
1.82,2.3902841141650986e-05,4.7187136126172462e-05,7.8325340240302058e-05,0.00011386876368340173,0.00015237898524102187,0.00018036377039605929,0.00022682969749062424
1.8225,2.3870073371443205e-05,4.7118048927925552e-05,7.811265261874553e-05,0.00011355344758177773,0.0001523578764700473,0.00018042457292472827,0.00022699266502868633
1.825,2.3838162731219319e-05,4.7041260207867628e-05,7.7885281222605848e-05,0.0001132442127110114,0.00015233725500094855,0.00018048573636131646,0.00022715576885608025
1.8275,2.3807159355105823e-05,4.6956705832057294e-05,7.764499510712141e-05,0.00011294177500745806,0.0001523165923710397,0.00018054727445305786,0.00022731902530513795
1.83,2.3777091732702004e-05,4.686447957122002e-05,7.7393883214170618e-05,0.00011264678703876277,0.00015229525961252846,0.00018060916970752885,0.00022748239703863292
1.8325,2.3747988474633405e-05,4.6764859047994931e-05,7.7134307149234104e-05,0.00011235989009375497,0.00015227258341588259,0.00018067144430121399,0.00022764590847860336
1.835,2.3719852698439108e-05,4.6658266399381619e-05,7.6868740183375363e-05,0.00011208164648720532,0.00015224779235304585,0.00018073407506534857,0.0002278095139623234
1.8375,2.3692683917002874e-05,4.6545278017886479e-05,7.6599691365223429e-05,0.00011181257781191209,0.00015222008527620242,0.00018079707389263256,0.00022797323098177084
1.84,2.3666464316023855e-05,4.6426586672475885e-05,7.6329508751626392e-05,0.00011155313974999904,0.0001521886113661259,0.0001808604396301881,0.00022813704833649399
1.8425,2.3641157863394953e-05,4.6302972206987385e-05,7.6060325521948644e-05,0.00011130371616490149,0.00015215247714655796,0.00018092414942088604,0.00022830093035524067
1.845,2.3616730364558345e-05,4.6175291840957824e-05,7.5794112225116515e-05,0.00011106465572671566,0.0001521108110833202,0.00018098821826606249,0.0002284648931856035
1.8475,2.3593131388802564e-05,4.6044433980978461e-05,7.5532648008765443e-05,0.00011083623019214689,0.00015206274388853623,0.00018105264636878409,0.00022862893631390416
1.85,2.3570300265730448e-05,4.5911293928420348e-05,7.5277528863119454e-05,0.00011061865269647349,0.00015200743593126408,0.00018111743299227014,0.00022879305990272539
1.8525,2.3548167514643394e-05,4.5776754257998571e-05,7.5030157413167738e-05,0.00011041207811979053,0.00015194409933060114,0.00018118257735383136,0.00022895726380412602
1.855,2.3526653910621948e-05,4.5641680068276702e-05,7.4791764482962987e-05,0.00011021659528879038,0.00015187201565289608,0.00018124807125055337,0.00022912153859671084
1.8575,2.3505679400403022e-05,4.5506916754097001e-05,7.4563432151639503e-05,0.00011003223805837204,0.00015179056631141259,0.00018131392898837375,0.00022928591292387869
1.86,2.3485144697134018e-05,4.5373275411673259e-05,7.4346084216652379e-05,0.0001098589481560563,0.00015169919250254297,0.00018138012740789676,0.00022945035638360941
1.8625,2.3464952274631909e-05,4.5241558320613364e-05,7.4140531777294581e-05,0.00010969661215505892,0.00015159744572141936,0.00018144666851555415,0.0002296148759878388
1.865,2.3445001652271476e-05,4.5112543913027964e-05,7.39474666358373e-05,0.00010954504331476267,0.00015148498391501903,0.00018151355820411147,0.00022977949415512919
1.8675,2.3425185568757162e-05,4.4986997819894947e-05,7.3767462159763273e-05,0.00010940396282030327,0.00015136157910326309,0.00018158078834504325,0.00022994420326834076
1.87,2.3405393892600527e-05,4.4865680064478349e-05,7.3600979742983601e-05,0.00010927300137325452,0.00015122710833341676,0.00018164834871770743,0.00023010899415217142
1.8725,2.3385521884899676e-05,4.4749345466710036e-05,7.3448377642170199e-05,0.00010915170407245207,0.00015108156807669383,0.00018171624723299857,0.00023027388914872586
1.875,2.3365461333160977e-05,4.463871695227009e-05,7.3309883396586472e-05,0.0001090394862864456,0.00015092506103599925,0.00018178447581555427,0.00023043888103724351
1.8775,2.3345106536145111e-05,4.4534473805784433e-05,7.3185585342542596e-05,0.00010893563185921371,0.00015075780938913791,0.00018185302834927605,0.00023060396830256607
1.88,2.3324357016115028e-05,4.4437226043337485e-05,7.3075416581162389e-05,0.00010883928379585976,0.00015058014997839666,0.00018192190097974316,0.00023076915251081677
1.8825,2.3303116081247252e-05,4.4347477899326023e-05,7.2979163326472742e-05,0.00010874942353719002,0.00015039252006668932,0.00018199108378207589,0.00023093442455658528
1.885,2.3281300207437688e-05,4.4265614883120329e-05,7.2896453890147121e-05,0.0001086648755653134,0.00015019547088262943,0.0001820605824838532,0.00023109980446689394
1.8875,2.3258830181833685e-05,4.4191874474438965e-05,7.2826747654256672e-05,0.00010858429469393712,0.00014998963741353605,0.00018213038641203588,0.00023126527945201069
1.89,2.3235640356632446e-05,4.4126339743613489e-05,7.2769357316542261e-05,0.0001085061798089084,0.00014977573273123359,0.00018220048555554638,0.00023143084408839973
1.8925,2.3211676763594389e-05,4.406894367308565e-05,7.2723468604408561e-05,0.00010842889160409319,0.00014955452992584101,0.00018227087894470998,0.00023159650600636825
1.895,2.3186896695803335e-05,4.4019473680422807e-05,7.2688163905814437e-05,0.00010835066349023411,0.00014932683933289466,0.00018234156184119199,0.00023176226273791914
1.8975,2.3161271254809278e-05,4.3977588767666269e-05,7.2662451465676695e-05,0.00010826965704183217,0.00014909349179803583,0.00018241253222702625,0.00023192812242768779
1.9,2.3134782029943294e-05,4.3942835709744456e-05,7.2645281641542167e-05,0.00010818398552185136,0.00014885531237708634,0.00018248377463478524,0.00023209407750181396
1.9025,2.310742621464875e-05,4.3914677688918519e-05,7.2635575685819475e-05,0.00010809179807273986,0.00014861311982794628,0.00018255527907647709,0.00023226012584428115
1.905,2.30792169829603e-05,4.389251688323169e-05,7.2632240246613963e-05,0.00010799133640447935,0.00014836772420202593,0.00018262703011208981,0.00023242625734604103
1.9075,2.3050185463078012e-05,4.3875722370187799e-05,7.2634187113732816e-05,0.00010788098342050852,0.00014811993526863966,0.00018269902795468759,0.00023259249324682777
1.91,2.3020370080948542e-05,4.3863635509139558e-05,7.2640325946804997e-05,0.00010775935524453319,0.00014787052681271615,0.00018277125819793951,0.00023275883423063667
1.9125,2.2989822413717924e-05,4.3855590472988958e-05,7.2649569995026955e-05,0.00010762537221491652,0.00014762024762171653,0.00018284371026865224,0.00023292528290193141
1.915,2.2958604748450345e-05,4.3850921149943258e-05,7.2660829368485034e-05,0.000107478305079398,0.00014736980691386085,0.00018291637070571944,0.00023309184209883608
1.9175,2.2926790316296493e-05,4.3848971420276295e-05,7.267300321852553e-05,0.00010731782179993579,0.00014711987561369833,0.00018298923248983743,0.0002332585273855639
1.92,2.2894456749381868e-05,4.3849089695611418e-05,7.26849559541613e-05,0.00010714394787828549,0.00014687108940737047,0.00018306227456767651,0.00023342533002383673
1.9225,2.2861692169295824e-05,4.3850639176179197e-05,7.2695518318880486e-05,0.00010695703597760422,0.0001466240661086854,0.00018313548065472139,0.00023359225155860448
1.925,2.2828588098787437e-05,4.3852993592431949e-05,7.2703467575383399e-05,0.00010675772404148669,0.00014637937484829176,0.00018320883582455326,0.00023375929798819678
1.9275,2.27952444279058e-05,4.3855541754509112e-05,7.2707526531033123e-05,0.00010654688073619439,0.00014613754859112827,0.00018328233640675117,0.00023392648838485195
1.93,2.2761754507947305e-05,4.3857666441832476e-05,7.2706337930448454e-05,0.00010632552191185764,0.00014589905581084559,0.00018335595108938022,0.00023409379642033663
1.9325,2.2728217796953622e-05,4.3858755359979819e-05,7.2698489103493316e-05,0.00010609478243054271,0.00014566432360948507,0.00018342966210987171,0.00023426122096435441
1.935,2.2694737687758403e-05,4.3858196513424625e-05,7.2682534758485939e-05,0.00010585588044410069,0.00014543373918479648,0.00018350346013129554,0.00023442876930912146
1.9375,2.2661410383151461e-05,4.3855365951700386e-05,7.2657023126443745e-05,0.00010561007198053603,0.00014520763886353316,0.00018357732730051729,0.00023459643694610278
1.94,2.2628333459102976e-05,4.3849633203435791e-05,7.262054532209078e-05,0.00010535861703197966,0.00014498630852026841,0.00018365124600841157,0.00023476421990050432
1.9425,2.2595600397899952e-05,4.3840362987580911e-05,7.2571798827353936e-05,0.00010510274213141251,0.00014477000278608875,0.00018372520076214934,0.00023493211967200671
1.945,2.2563297471077929e-05,4.3826914613367623e-05,7.2509621829202882e-05,0.00010484359596258192,0.00014455891068948176,0.00018379916530991567,0.00023510011933262318
1.9475,2.2531510033995898e-05,4.3808646881030321e-05,7.2433035929808204e-05,0.00010458221631230815,0.00014435317455980721,0.00018387312052326143,0.00023526821139056489
1.95,2.2500320866500655e-05,4.378492549949393e-05,7.2341270761821795e-05,0.00010431958301810248,0.00014415288736557914,0.0001839470465535735,0.000235436388847475
1.9525,2.2469808558111725e-05,4.3755129019239767e-05,7.2233800444022612e-05,0.00010405667023252488,0.00014395808009178414,0.00018402092360499648,0.00023560464351578226
1.955,2.2440044148241786e-05,4.3718667759310253e-05,7.2110389284938837e-05,0.00010379441457427183,0.0001437687256805763,0.00018409473202779276,0.00023577296538040561
1.9575,2.2411088977469719e-05,4.3675007937104998e-05,7.1971128624564605e-05,0.00010353369254476303,0.00014358472398145041,0.00018416844595798125,0.00023594133414966045
1.96,2.2382996655074744e-05,4.3623708699469537e-05,7.1816487989826667e-05,0.00010327533587728229,0.00014340591414509148,0.00018424205557942657,0.00023610975761447181
1.9625,2.2355806761037633e-05,4.3564440820915224e-05,7.1647335711429522e-05,0.00010302012631171819,0.00014323204716679082,0.00018431553394188555,0.00023627821543956113
1.965,2.2329551345999399e-05,4.3497029276339776e-05,7.1464964358023889e-05,0.00010276881142274055,0.0001430628130264147,0.00018438886822609297,0.00023644670216451186
1.9675,2.2304236507290699e-05,4.342145363125027e-05,7.1271022812765012e-05,0.00010252206458714006,0.00014289779948076475,0.00018446201149607691,0.00023661516437259607
1.97,2.227988119931896e-05,4.3337909836112011e-05,7.106750556011992e-05,0.00010228057865370598,0.00014273657487794372,0.00018453499527613552,0.00023678366131361033
1.9725,2.2256469389773132e-05,4.3246752167316657e-05,7.0856593119651863e-05,0.00010204499338572188,0.00014257858229389868,0.0001846077881734017,0.00023695215712619388
1.975,2.2233979832796363e-05,4.3148508411581783e-05,7.0640550691166334e-05,0.00010181592920238824,0.00014242320153755897,0.00018468037064652218,0.00023712063524686345
1.9775,2.2212386721222933e-05,4.3043856725990072e-05,7.0421658820689771e-05,0.00010159398335623538,0.00014226975698371919,0.00018475273491894533,0.0002372890914383302
1.98,2.2191622817050376e-05,4.2933589202343887e-05,7.0201974144284634e-05,0.00010137966426574433,0.00014211748563929325,0.00018482486189330146,0.00023745757137354776
1.9825,2.2171640375383371e-05,4.281860300812402e-05,6.9983390456084563e-05,0.0001011734688485628,0.00014196560670746576,0.00018489674760692644,0.00023762610176413201
1.985,2.2152388292028675e-05,4.2699858950246059e-05,6.9767646163040824e-05,0.00010097585215471813,0.00014181330724936025,0.00018496839384209108,0.00023779470469473745
1.9875,2.2133797681266651e-05,4.2578337620065908e-05,6.9556307149862276e-05,0.00010078720946737592,0.00014165974597255801,0.00018503980361472635,0.00023796339535601941
1.99,2.2115788835276479e-05,4.2455021109221663e-05,6.9350764500705029e-05,0.00010060787493771899,0.00014150407105691855,0.00018511096399067374,0.00023813212951466207
1.9925,2.2098288849514261e-05,4.2330901441815158e-05,6.9152260355353614e-05,0.00010043813723062785,0.00014134548136884411,0.00018518188665180441,0.00023830085512336621
1.995,2.2081217003110415e-05,4.2206943720313052e-05,6.896188382705403e-05,0.00010027821521514568,0.00014118320001074234,0.00018525257049337829,0.00023846947387247118
1.9975,2.2064484461225996e-05,4.2084095728742057e-05,6.8780587286199654e-05,0.0001001282529404291,0.00014101650481972378,0.00018532301655934652,0.0002386379045257913
2.0,2.204799352617025e-05,4.1963277954231163e-05,6.8609202085371135e-05,9.9988318043306649e-05,0.00014084474865102192,0.00018539324656853095,0.00023880613783198253
2.0025,2.2031637824320655e-05,4.1845376084444508e-05,6.844843518941019e-05,9.9858382540586778e-05,0.00014066736740665265,0.00018546326722337643,0.00023897416581948383
2.005,2.2015309693439433e-05,4.1731269724079752e-05,6.8298889210201947e-05,9.9738343634198692e-05,0.00014048391780183063,0.00018553310256292716,0.00023914202344912271
2.0075,2.1998902457425509e-05,4.1621829832063566e-05,6.8161062405840817e-05,9.9628014315529084e-05,0.00014029408462582461,0.00018560277758504132,0.0002393097376365917
2.01,2.1982304657944042e-05,4.1517895312818433e-05,6.8035338858567841e-05,9.9527102963130546e-05,0.00014009767089033552,0.00018567229642642508,0.00023947729961361122
2.0125,2.1965410546697902e-05,4.1420257370189125e-05,6.7921996008271589e-05,9.9435212512505192e-05,0.00013989461033794433,0.00018574167723448649,0.00023964475600477675
2.015,2.1948116774189419e-05,4.1329675536861168e-05,6.7821210630856086e-05,9.9351870600465029e-05,0.00013968498150430827,0.00018581096813274255,0.00023981215879978861
2.0175,2.1930332861298246e-05,4.1246794095831061e-05,6.7733038965743728e-05,9.9276478212712366e-05,0.00013946894396248529,0.00018588019272454046,0.00023997950227181331
2.02,2.1911977710817595e-05,4.1172120248231048e-05,6.765739820650017e-05,9.9208303893064768e-05,0.00013924675747078346,0.00018594938147009789,0.000240146783209736
2.0225,2.1892973327582093e-05,4.1105993821413301e-05,6.7594067182304455e-05,9.9146465028833518e-05,0.00013901877033953058,0.00018601856014416969,0.00024031400205746497
2.025,2.1873258483050311e-05,4.1048579409178464e-05,6.7542686974486301e-05,9.908994231968692e-05,0.00013878540128646569,0.00018608776376288929,0.00024048115987616061
2.0275,2.1852781915685042e-05,4.0999853415152733e-05,6.7502755645282747e-05,9.903757019238683e-05,0.00013854710670869699,0.00018615702946924849,0.00024064826071774247
2.03,2.1831508833506903e-05,4.0959619183714018e-05,6.7473641635766731e-05,9.8988047874025973e-05,0.00013830437624412896,0.00018622640169725608,0.00024081531743782412
2.0325,2.1809414788520216e-05,4.092751583922421e-05,6.7454590676749627e-05,9.8939937325707755e-05,0.00013805769739414999,0.00018629591119663348,0.0002409823289503883
2.035,2.1786493223222008e-05,4.0903054033419535e-05,6.7444754531190742e-05,9.8891691486646668e-05,0.00013780755932186109,0.00018636559499968211,0.00024114930088765221
2.0375,2.1762754923486333e-05,4.0885646746242328e-05,6.7443219415132776e-05,9.8841691806818169e-05,0.00013755444382536401,0.00018643550172216201,0.00024131625394677229
2.04,2.1738215959493101e-05,4.0874628240372663e-05,6.7449009180026338e-05,9.8788275454881591e-05,0.00013729879716528018,0.00018650565449789832,0.00024148317130476488
2.0425,2.1712912621509354e-05,4.0869300488256921e-05,6.7461126090388927e-05,9.872980445206175e-05,0.00013704105775573993,0.00018657609632837281,0.00024165006940043309
2.045,2.1686892444863685e-05,4.0868940792563864e-05,6.7478550156563135e-05,9.8664701145356729e-05,0.00013678162915596909,0.00018664685704405994,0.0002418169387981171
2.0475,2.166021948535502e-05,4.0872833133534232e-05,6.7500260159601043e-05,9.8591513632511623e-05,0.00013652090286605265,0.00018671798452745645,0.00024198379947433808
2.05,2.163296096293222e-05,4.0880266228979517e-05,6.7525221260177336e-05,9.8508969928370421e-05,0.00013625923250000814,0.00018678950694944318,0.00024215064573411993
2.0525,2.160519355884903e-05,4.0890550953303504e-05,6.7552389001277811e-05,9.8416062125217081e-05,0.00013599694974648888,0.00018686145156652611,0.00024231746917706287
2.055,2.157700606251257e-05,4.0903026291714084e-05,6.7580720494249196e-05,9.8312107889692639e-05,0.0001357343852617721,0.00018693386098187479,0.00024248428377885768
2.0575,2.1548487911562143e-05,4.0917048691810629e-05,6.7609135787050843e-05,9.8196757665039994e-05,0.00013547185399090324,0.00018700676367139154,0.0002426510874671827
2.06,2.1519730894043322e-05,4.0931994325576741e-05,6.7636516159229562e-05,9.8069994570279485e-05,0.00013520967262516885,0.00018708017988264454,0.00024281786885144331
2.0625,2.1490832004995369e-05,4.0947257625393559e-05,6.7661692362959609e-05,9.793211650109177e-05,0.00013494816912994277,0.00018715414161380454,0.00024298463595478326
2.065,2.1461883874676286e-05,4.0962238236351191e-05,6.7683424617289811e-05,9.7783672472557154e-05,0.00013468767391610362,0.00018722866843405697,0.00024315138088550173
2.0675,2.1432976229019776e-05,4.097633961047695e-05,6.7700399337714649e-05,9.7625419857790165e-05,0.00013442852139279235,0.00018730377158760256,0.00024331809003085237
2.07,2.1404202244716783e-05,4.098896570680619e-05,6.7711246115618502e-05,9.7458267327565332e-05,0.00013417105531374207,0.00018737947086263176,0.00024348477054944616
2.0725,2.1375649555717629e-05,4.0999511595014892e-05,6.771454208560932e-05,9.7283208636624074e-05,0.00013391562343331031,0.00018745576482223213,0.00024365139445359018
2.075,2.1347403974465856e-05,4.100736507211211e-05,6.7708868588162478e-05,9.7101292940359948e-05,0.00013366257835823212,0.00018753266218248692,0.0002438179571986333
2.0775,2.1319546834637986e-05,4.1011903592023434e-05,6.7692843887676388e-05,9.6913587372469956e-05,0.00013341227654986904,0.00018761015832255792,0.00024398444008948416
2.08,2.1292160548924726e-05,4.1012505704264224e-05,6.7665216599594404e-05,9.6721159607469749e-05,0.00013316510005875401,0.00018768825921558095,0.00024415084026030524
2.0825,2.1265315103033812e-05,4.1008543856083253e-05,6.7624887534614367e-05,9.6525040465982062e-05,0.00013292142338064932,0.00018776695605948746,0.00024431714254543354
2.085,2.1239078422342179e-05,4.099938552743851e-05,6.7570959442032026e-05,9.6326192697331072e-05,0.00013268160819066084,0.00018784623353084324,0.00024448332277166891
2.0875,2.1213513750655009e-05,4.0984397609728114e-05,6.7502755261564652e-05,9.6125478114568843e-05,0.00013244599374806241,0.00018792606745618247,0.00024464935332889131
2.09,2.1188684579776131e-05,4.0962975730272456e-05,6.741986972391062e-05,9.5923708923190411e-05,0.0001322149166888222,0.00018800644307862484,0.00024481522279002461
2.0925,2.1164644543795943e-05,4.093454684136742e-05,6.7322190916667163e-05,9.57216707696012e-05,0.00013198868460796172,0.00018808734409037344,0.00024498092596343223
2.095,2.1141429429122009e-05,4.0898591023141466e-05,6.7209924365519783e-05,9.5520118585311364e-05,0.00013176757223247644,0.00018816872507458569,0.00024514641391266447
2.0975,2.1119068682590206e-05,4.085469209339871e-05,6.7083642123354808e-05,9.5319786857628493e-05,0.00013155182698302865,0.00018825055920032395,0.00024531167653336683
2.1,2.1097577580666981e-05,4.0802554979347878e-05,6.6944287907254706e-05,9.5121362563229981e-05,0.00013134163252900936,0.00018833280186094078,0.00024547667924361438
2.1025,2.1076961102269215e-05,4.0742045799007542e-05,6.6793166789274336e-05,9.4925503078346075e-05,0.00013113715166754877,0.00018841541488018423,0.00024564140498789272
2.105,2.1057212464002641e-05,4.0673210126978658e-05,6.6631899304138095e-05,9.4732834832027198e-05,0.00013093850247783081,0.00018849835867166975,0.00024580584185575111
2.1075,2.1038314111846675e-05,4.0596283925021564e-05,6.6462341743016469e-05,9.4543958637267596e-05,0.00013074575435827179,0.00018858157812760704,0.00024596995969812865
2.11,2.1020240718481069e-05,4.0511702138375008e-05,6.6286504060115542e-05,9.4359439310071592e-05,0.00013055892443357699,0.0001886650207454425,0.00024613373153779149
2.1125,2.1002956733694374e-05,4.0420076575650053e-05,6.6106434427002015e-05,9.4179821578823657e-05,0.00013037797223583003,0.00018874863065186117,0.00024629713486216004
2.115,2.0986420116653595e-05,4.0322170172383425e-05,6.5924120003422524e-05,9.4005627892193268e-05,0.00013020278682725461,0.00018883234235728401,0.00024646013489754219
2.1175,2.0970581873462659e-05,4.0218874584411931e-05,6.5741317163066961e-05,9.3837351003810615e-05,0.00013003319470655811,0.00018891610379972811,0.00024662272312118614
2.12,2.0955380418658284e-05,4.0111167352291485e-05,6.5559652005202433e-05,9.3675449671042223e-05,0.00012986893683171097,0.00018899984097658565,0.00024678485777970111
2.1225,2.0940752236230994e-05,4.0000092170962421e-05,6.5380603904442716e-05,9.3520360227270741e-05,0.00012970969293307118,0.00018908349430845882,0.00024694652067554852
