Physical Time (s),ea_top Monitor (kg-m/s^3): top_cv1,ea_top Monitor (kg-m/s^3): top_cv2,ea_top Monitor (kg-m/s^3): top_cv3,ea_top Monitor (kg-m/s^3): top_cv4,ea_top Monitor (kg-m/s^3): top_cv5,ea_top Monitor (kg-m/s^3): top_cv6,ea_top Monitor (kg-m/s^3): top_cv7
0.8625,4.3256050867431284e-10,3.5837894665471455e-10,2.9167350342745954e-11,-4.2917731375068212e-12,-1.478461634259949e-11,-2.8025252132523593e-11,-2.883791332668068e-11
0.865,4.3229811081145478e-10,3.5917073883811471e-10,2.9619741537679673e-11,-4.0650019632679662e-12,-1.4513626233540034e-11,-2.7918300729906825e-11,-2.8717691855298362e-11
0.8675,4.3232597833966123e-10,3.6026837108738652e-10,3.0193762263659544e-11,-3.7817813420367464e-12,-1.4151216577500707e-11,-2.7691428704158849e-11,-2.8476009400604276e-11
0.87,4.3269336108694687e-10,3.6171723986370155e-10,3.09032480273954e-11,-3.4364363381364365e-12,-1.3690986090627632e-11,-2.7338045428201972e-11,-2.810675834407598e-11
0.8725,4.3344392326683236e-10,3.6355712534947098e-10,3.1760023690701313e-11,-3.0245955911796226e-12,-1.3128591450306518e-11,-2.6854021981003369e-11,-2.7606253729804075e-11
0.875,4.3461481701707186e-10,3.6582149632072633e-10,3.2773944978856465e-11,-2.5430238356765026e-12,-1.2461566210551069e-11,-2.6237480796635499e-11,-2.6973010656966453e-11
0.8775,4.3623575622901265e-10,3.6853650225863799e-10,3.3952506223228914e-11,-1.9898590261009511e-12,-1.1689583396023448e-11,-2.5488997784605688e-11,-2.6207938580814594e-11
0.88,4.3832829951844502e-10,3.7172030989182015e-10,3.5300720019547388e-11,-1.3645755334659105e-12,-1.0814373052263677e-11,-2.461148631449565e-11,-2.5314220983198958e-11
0.8825,4.4090523068647934e-10,3.7538254707117388e-10,3.6821036495024595e-11,-6.6791105631368072e-13,-9.8396291713084158e-12,-2.3610059035236887e-11,-2.429717589625529e-11
0.885,4.4397026294121457e-10,3.7952412823532353e-10,3.8513383182448073e-11,9.8328651775432592e-14,-8.7707302884840294e-12,-2.2491722026874009e-11,-2.3163951655832149e-11
0.8875,4.475177639008471e-10,3.8413680889009364e-10,4.0374716077183984e-11,9.3096691379046179e-13,-7.6149509419535522e-12,-2.126556693223322e-11,-2.1923723137948149e-11
0.89,4.5153308646763723e-10,3.8920354744687804e-10,4.2399158057780035e-11,1.8256745676299916e-12,-6.381136015701017e-12,-1.9942426922119901e-11,-2.0587354011640423e-11
0.8925,4.5599291624652014e-10,3.9469868734933188e-10,4.4577869256249949e-11,2.7769242810491115e-12,-5.0795586592343494e-12,-1.8534720365129203e-11,-1.9167249288303361e-11
0.895,4.6086632452614922e-10,4.0058930222699308e-10,4.6899894884724199e-11,3.7788060047914375e-12,-3.720986171617354e-12,-1.705548598526503e-11,-1.7676400396122417e-11
0.8975,4.6611575847994186e-10,4.068359337524674e-10,4.9351953601394297e-11,4.8246971222366648e-12,-2.3168167161739295e-12,-1.551851178367052e-11,-1.6128524878536513e-11
0.9,4.7169782074520799e-10,4.1339324066410161e-10,5.1918025909748751e-11,5.9067832204313472e-12,-8.7945855902719201e-13,-1.3938668014354698e-11,-1.453840999201579e-11
0.9025,4.7756489253311564e-10,4.2021155644351763e-10,5.4580040542087856e-11,7.0165065907322385e-12,5.7830941400084395e-13,-1.2331260544837029e-11,-1.2921276437000593e-11
0.905,4.8366622523502464e-10,4.2723811155904952e-10,5.731819019319172e-11,8.1446645784705388e-12,2.0434959160442532e-12,-1.0711826886751848e-11,-1.1292583991355271e-11
0.9075,4.8994924793328171e-10,4.3441830994958397e-10,6.0111303036319997e-11,9.2814810209352994e-12,3.5030895832202971e-12,-9.0959297587540563e-12,-9.6678336574403722e-12
0.91,4.9636038344480645e-10,4.4169661777960691e-10,6.293675066553824e-11,1.0416227821750716e-11,4.94370886676827e-12,-7.4994833006676856e-12,-8.0629010282573234e-12
0.9125,5.028454311927813e-10,4.4901677350573935e-10,6.5769985546710712e-11,1.1536441496987179e-11,6.3508493577460797e-12,-5.9394728068158555e-12,-6.4947613603358436e-12
0.915,5.0934958553903392e-10,4.5632189366961429e-10,6.8584252123668138e-11,1.2627330882547919e-11,7.7082878013260711e-12,-4.4345317578243772e-12,-4.9820698254313233e-12
0.9175,5.1581795390232303e-10,4.6355512019640207e-10,7.1350801583632437e-11,1.3671703244197618e-11,8.9979810409760062e-12,-3.0049760696466617e-12,-3.5451961135031864e-12
0.92,5.2219695812392048e-10,4.7066124681080586e-10,7.4040171295363771e-11,1.4650940238109237e-11,1.0201017310186855e-11,-1.6718049798168745e-12,-2.2052222737029035e-12
0.9225,5.2843789024975167e-10,4.7759116922291235e-10,7.6626225137888433e-11,1.554871943340982e-11,1.1301265993869296e-11,-4.5298005996506623e-13,-9.8021531845069104e-13
0.925,5.3450013856196022e-10,4.8430530587404725e-10,7.9088660503702338e-11,1.6353263591560348e-11,1.228755008612372e-11,6.3875705883849463e-13,1.1696360520951281e-13
0.9275,5.4035221364395861e-10,4.9077457313511321e-10,8.1413365892768e-11,1.7057515480915484e-11,1.3153722746983072e-11,1.5959435080968677e-12,1.0787272993985814e-12
0.93,5.4597034902651475e-10,4.9697863442643058e-10,8.3590546087552115e-11,1.7657151269312446e-11,1.3896598200730729e-11,2.4142879554837162e-12,1.9006639883433837e-12
0.9325,5.5133628333869891e-10,5.0290344792102924e-10,8.5613087143489218e-11,1.8148946074221503e-11,1.4514245678488834e-11,3.0909390087812153e-12,2.5798130694690716e-12
0.935,5.5643544631457618e-10,5.0853931901323273e-10,8.7475763409763208e-11,1.8530150398564673e-11,1.5005311971161101e-11,3.6238297462620728e-12,3.1140152407761564e-12
0.9375,5.6125596354774433e-10,5.1387949562694439e-10,8.9174837842377867e-11,1.879845847352162e-11,1.536894276214886e-11,4.0116292742330924e-12,3.5018686893059283e-12
0.94,5.6578823401883958e-10,5.1891980957172319e-10,9.0708728260475535e-11,1.8953103289189881e-11,1.5605835097438074e-11,4.254851326889361e-12,3.7438422613039736e-12
0.9425,5.7002488338453178e-10,5.2365893362374852e-10,9.2079192988009913e-11,1.8996397898690822e-11,1.5719735026751994e-11,4.3573598246177572e-12,3.8437860920154755e-12
0.945,5.7396046683095235e-10,5.2809856077281485e-10,9.3292136976290504e-11,1.8934759222030644e-11,1.5718428010189517e-11,4.3273644525021713e-12,3.8099327350540541e-12
0.9475,5.7759122373900725e-10,5.3224331030577856e-10,9.4357750344174529e-11,1.8778982120954358e-11,1.5613992502994474e-11,4.1776260626466965e-12,3.6551087241257087e-12
0.95,5.8091454056443297e-10,5.3610009035525528e-10,9.5290028599643574e-11,1.8543832606607787e-11,1.5422387414600076e-11,3.9250279381028037e-12,3.3963084325604566e-12
0.9525,5.839285362997898e-10,5.3967740712238049e-10,9.6106071278076207e-11,1.8247414291493364e-11,1.5162821091168883e-11,3.589897622409573e-12,3.054018066033361e-12
0.955,5.8663170097171698e-10,5.4298463077802982e-10,9.6825438257648492e-11,1.7910564806702531e-11,1.4857155237848208e-11,3.1954105206764775e-12,2.651617094177936e-12
0.9575,5.8902278350542887e-10,5.4603182110901208e-10,9.7469957544032212e-11,1.7556668544062417e-11,1.4529723861972927e-11,2.7673816252727018e-12,2.2151645820234495e-12
0.96,5.9110088101875331e-10,5.4882980475329991e-10,9.8063585387993839e-11,1.7211474737620497e-11,1.4207156420030602e-11,2.3340938683335176e-12,1.7732192067698832e-12
0.9625,5.9286570431849462e-10,5.5139016128256741e-10,9.8631951261744911e-11,1.6902560010595175e-11,1.3917842309790307e-11,1.9257363215942261e-12,1.3562666712673183e-12
0.965,5.9431760615953822e-10,5.5372479217772405e-10,9.9201248202907275e-11,1.6658101087258578e-11,1.3690702834392881e-11,1.5731548390810814e-12,9.9545757461294944e-13
0.9675,5.9545888314020591e-10,5.5584684427864133e-10,9.9798320658202522e-11,1.650680246352798e-11,1.3555116631393776e-11,1.3077288177496099e-12,7.2246975456531411e-13
0.97,5.962945665420338e-10,5.5777110971241723e-10,1.004499849770724e-10,1.6477037787312652e-11,1.3540057310820317e-11,1.1604480906029626e-12,5.6856966227730634e-13
0.9725,5.9683258962175146e-10,5.5951392047304324e-10,1.0118212668283166e-10,1.6595706763619246e-11,1.3672945786039092e-11,1.1606994106324784e-12,5.6338289348897102e-13
0.975,5.9708402034491807e-10,5.6109317461235685e-10,1.020188975442621e-10,1.6887139781567029e-11,1.397854964706044e-11,1.3350852028008644e-12,7.3369727589001366e-13
0.9775,5.9706348246100273e-10,5.6252825252515367e-10,1.0298149817325909e-10,1.7371689188211313e-11,1.4477571095782347e-11,1.7059498854738017e-12,1.1019752668739475e-12
0.98,5.9678950873617706e-10,5.638400414403009e-10,1.0408775732304827e-10,1.806509788493863e-11,1.5186014811475614e-11,2.2906825487304142e-12,1.6856456778457829e-12
0.9825,5.9628460412155649e-10,5.6505092084841536e-10,1.053516944919099e-10,1.8978009728353716e-11,1.6114697625496761e-11,3.1011881887983123e-12,2.4965687960682953e-12
0.985,5.9557512031061676e-10,5.6618428063836758e-10,1.0678268093255129e-10,2.0115074850548016e-11,1.7268356157397846e-11,4.1429576276065642e-12,3.5401058273913149e-12
0.9875,5.9469106106165789e-10,5.6726427478956678e-10,1.0838514345177738e-10,2.1474685933001248e-11,1.8645388024394224e-11,5.4147901210841907e-12,4.8148469800652838e-12
0.99,5.9366579567654323e-10,5.6831568930420295e-10,1.1015860582213977e-10,2.304912687731368e-11,2.0238005560556802e-11,6.9089345434303304e-12,6.3127634058718201e-12
0.9925,5.9253564155341905e-10,5.6936385417633149e-10,1.1209823011370438e-10,2.4825218808332141e-11,2.2032887616553949e-11,8.6117395000044743e-12,8.0198716861537644e-12
0.995,5.9133925772706707e-10,5.7043424407421352e-10,1.1419510630175268e-10,2.6784775663477944e-11,2.4011641030684666e-11,1.0504123116038251e-11,9.9167199234310667e-12
0.9975,5.9011689043196987e-10,5.7155171346856365e-10,1.164359110764962e-10,2.8904502585895087e-11,2.6150708299809694e-11,1.256149894413962e-11,1.1978330017214074e-11
1.0,5.8890957159948475e-10,5.7273992763287785e-10,1.1880306970107778e-10,3.115644434278556e-11,2.8421829559308065e-11,1.4754277985570369e-11,1.417471462016188e-11
1.0025,5.877582328645726e-10,5.7402083254286138e-10,1.2127519466613524e-10,3.3508676870335763e-11,3.0792747373441822e-11,1.7048618894773895e-11,1.6471640014801617e-11
1.005,5.8670265318624323e-10,5.7541389650294154e-10,1.2382739574861691e-10,3.5925848891593819e-11,3.3227758208916603e-11,1.9407037033714124e-11,1.8831245177008663e-11
1.0075,5.8578042882348578e-10,5.7693575848377898e-10,1.2643219259794759e-10,3.8370360557577513e-11,3.5688899125650596e-11,2.178964286288778e-11,2.1213286620977253e-11
1.01,5.8502606183641956e-10,5.786001147200327e-10,1.2906067779335628e-10,4.0803787047517945e-11,3.8137382627440759e-11,2.4155641352172021e-11,2.3576640790223126e-11
1.0125,5.8446993697334458e-10,5.8041712857923994e-10,1.3168296965563721e-10,4.3187557354154303e-11,4.0534289697884588e-11,2.6464088668886709e-11,2.588006078873945e-11
1.015,5.8413749441915462e-10,5.8239277610531032e-10,1.3426841051738952e-10,4.5483352944084889e-11,4.2840981268094841e-11,2.867438189652437e-11,2.8082663688613094e-11
1.0175,5.8404894663557825e-10,5.845290134753317e-10,1.3678654829265996e-10,4.7654277110714059e-11,4.5020277960373411e-11,3.0747494167531479e-11,3.0145162252108552e-11
1.02,5.8421893794462193e-10,5.8682389982402151e-10,1.3920807276803534e-10,4.966592719240145e-11,4.7037540777642182e-11,3.2647130513446925e-11,3.2031018365493073e-11
1.0225,5.8465639280956049e-10,5.8927191971301232e-10,1.4150587953222736e-10,5.1487517201493051e-11,4.8861799870816398e-11,3.434089119670108e-11,3.3707605673290626e-11
1.025,5.8536452793275276e-10,5.9186447660171743e-10,1.4365589195431397e-10,5.3092683136018419e-11,5.0466560762545417e-11,3.580115104388685e-11,3.514709096690454e-11
1.0275,5.8634100091891822e-10,5.9459012451451669e-10,1.4563740463128842e-10,5.4459803369154107e-11,5.1830127260119318e-11,3.7005415261884432e-11,3.6326794728236256e-11
1.03,5.8757825176346481e-10,5.9743513711407967e-10,1.4743356165786859e-10,5.5572442740245787e-11,5.2936047472419216e-11,3.7936835065787137e-11,3.7229714546703707e-11
1.0325,5.890640103301891e-10,6.0038422374020398e-10,1.4903201411201865e-10,5.6419917245946059e-11,5.3773677669230302e-11,3.8584776723801824e-11,3.7845104637329151e-11
1.035,5.9078192101913488e-10,6.0342126100303569e-10,1.5042553648972941e-10,5.6997734681262218e-11,5.4338614132588009e-11,3.8945292257405399e-11,3.816895778966679e-11
1.0375,5.9271219238402174e-10,6.0653013165532255e-10,1.5161243448538819e-10,5.7307892731148335e-11,5.4632982153695591e-11,3.9021398643351215e-11,3.8204296563715793e-11
1.04,5.9483231578386279e-10,6.0969543180405112e-10,1.5259676014704589e-10,5.7358808599653844e-11,5.4665367707575697e-11,3.8823032780456657e-11,3.7961139708871085e-11
1.0425,5.9711780419326517e-10,6.1290297448185659e-10,1.5338801495343306e-10,5.7164896341427873e-11,5.4450330088321299e-11,3.8366528749537567e-11,3.745598905907977e-11
1.045,5.9954321070966648e-10,6.1614056523365788e-10,1.540011487306886e-10,5.6746331124251187e-11,5.4008238706073623e-11,3.7674459072256191e-11,3.671167742095149e-11
1.0475,6.0208288513655334e-10,6.1939880829067068e-10,1.5445697587337872e-10,5.6129250152881813e-11,5.3365413841400824e-11,3.6775719002915713e-11,3.5757456145441454e-11
1.05,6.0471168915103461e-10,6.2267183671735474e-10,1.5478207128092462e-10,5.5345398602562607e-11,5.2553746921322723e-11,3.5705112258008135e-11,3.4628579657864523e-11
1.0525,6.0740543146289165e-10,6.2595680968985818e-10,1.5500708785682087e-10,5.4430212402552059e-11,5.1608788942045971e-11,3.4501389233000847e-11,3.3364337861649698e-11
1.055,6.101414121744653e-10,6.2925382144683353e-10,1.5516578462197498e-10,5.3421734505767101e-11,5.0568649539188986e-11,3.3206077972028143e-11,3.200687689565728e-11
1.0575,6.128989295787862e-10,6.3256629503979841e-10,1.5529493317198404e-10,5.236041323384803e-11,4.9473786398694043e-11,3.1863204981372535e-11,3.060090537617163e-11
1.06,6.1565961182159361e-10,6.3590105107003026e-10,1.5543368508849972e-10,5.128837085582096e-11,4.8366264996376405e-11,3.0518471096708436e-11,2.9192851995274947e-11
1.0625,6.1840741259350547e-10,6.3926750232041846e-10,1.5562202452252845e-10,5.0247788218241611e-11,4.7288136397521963e-11,2.9217528446463813e-11,2.7829121277447159e-11
1.065,6.2112850589383996e-10,6.4267676746056357e-10,1.5589950872726697e-10,4.9279629426579229e-11,4.628015565006786e-11,2.8004606470613821e-11,2.6554696495745731e-11
1.0675,6.2381124833693614e-10,6.4614102909184196e-10,1.56304220997602e-10,4.8422672316289513e-11,4.538080965136129e-11,2.6921429768181393e-11,2.5412033776096119e-11
1.07,6.2644601197137835e-10,6.4967286082394077e-10,1.5687174732722655e-10,4.7712622415614712e-11,4.4625437563189127e-11,2.6006253384750684e-11,2.4440074095373303e-11
1.0725,6.2902483158539874e-10,6.5328455350149218e-10,1.576345564472921e-10,4.7181619286195551e-11,4.4045734615655484e-11,2.5293277304845255e-11,2.3673635733933795e-11
1.075,6.3154093452302512e-10,6.569872595647808e-10,1.5862114970645037e-10,4.6857502625902702e-11,4.3669054769703941e-11,2.4811877077188392e-11,2.3142625700623317e-11
1.0775,6.3398825270232023e-10,6.6078971364672799e-10,1.5985476162041294e-10,4.6762680893417544e-11,4.3517283184697059e-11,2.4585415453055554e-11,2.2870836443739959e-11
1.08,6.3636084092318328e-10,6.6469710577151282e-10,1.6135223579957242e-10,4.6913283791669075e-11,4.3605946103104371e-11,2.4630294459145946e-11,2.2874987137741506e-11
1.0825,6.3865269309686263e-10,6.6871066539838427e-10,1.6312359030396889e-10,4.7318885722216111e-11,4.3944048056051092e-11,2.4955791984772074e-11,2.3164556086843864e-11
1.085,6.4085724325605452e-10,6.7282708056394327e-10,1.65171888501866e-10,4.7982614163272543e-11,4.4534177047281154e-11,2.5564129511118615e-11,2.3741846079847408e-11
1.0875,6.4296708573556234e-10,6.7703840895996764e-10,1.6749348667485372e-10,4.8901504268448268e-11,4.5372882582054534e-11,2.6450865827847228e-11,2.4602381339087908e-11
1.09,6.4497368907178185e-10,6.8133166504719803e-10,1.7007775816578928e-10,5.0066302468615555e-11,4.6450513763362921e-11,2.7604745411587075e-11,2.5734762534801651e-11
1.0925,6.4686732579879336e-10,6.8568827686718281e-10,1.7290646992473139e-10,5.1460968557395086e-11,4.7750750163362565e-11,2.9007284120697621e-11,2.7120261757848506e-11
1.095,6.4863733985781457e-10,6.9008508085451836e-10,1.7595504835430205e-10,5.3064008311048127e-11,4.925196985614938e-11,3.0634187542112029e-11,2.8734251598976576e-11
1.0975,6.5027257677521744e-10,6.9449518621237855e-10,1.7919371931333598e-10,5.4849514423901165e-11,5.0928320256535021e-11,3.2456508541154447e-11,3.0547376032946666e-11
1.1,6.5176172675503041e-10,6.9888874151365028e-10,1.8258827226873534e-10,5.6787882303945478e-11,5.2750450727735059e-11,3.4441451353056741e-11,3.2526368382590569e-11
1.1025,6.5309387374621987e-10,7.0323403306689477e-10,1.8610134919388212e-10,5.8846955104229477e-11,5.4686663899729199e-11,3.6553619135353212e-11,3.4635313369978603e-11
1.105,6.5425918860446946e-10,7.0749896689796274e-10,1.896940317180378e-10,6.0993464807429863e-11,5.6704357231466652e-11,3.875653414417771e-11,3.683717994517611e-11
1.1075,6.5524938173242352e-10,7.116525102729169e-10,1.9332735765684328e-10,6.3194330313947505e-11,5.8771313633585992e-11,4.1014023833899825e-11,3.9095217734191635e-11
1.11,6.5605798690091205e-10,7.1566493051352389e-10,1.9696251713869961e-10,6.5416632846417925e-11,6.0855657021045288e-11,4.3290244243346059e-11,4.1372988007850805e-11
1.1125,6.5668079484087772e-10,7.1950910956287113e-10,2.0056207287030266e-10,6.7628661841355127e-11,6.2926869697476487e-11,4.555078079960955e-11,4.3635470599786038e-11
1.115,6.5711621159339178e-10,7.2316102955225318e-10,2.0409048098507268e-10,6.9800231016431366e-11,6.4956075360703975e-11,4.7762980002893749e-11,4.5849400938695207e-11
1.1175,6.5736553711569644e-10,7.2660065690915919e-10,2.0751500021482323e-10,7.1903387118760287e-11,6.6916705996716402e-11,4.9896686218848251e-11,4.798401159999317e-11
1.12,6.574332601516611e-10,7.2981262268476944e-10,2.1080681023064611e-10,7.3913228180235995e-11,6.8785265033000502e-11,5.1925040812817198e-11,5.0011837389543666e-11
1.1225,6.5732712721435605e-10,7.3278716205624752e-10,2.1394205072729956e-10,7.5808767919598698e-11,7.054213145007783e-11,5.3825344658829341e-11,5.190958413269045e-11
1.125,6.5705789572859313e-10,7.3552001859549865e-10,2.1690157904277486e-10,7.7572536536393062e-11,7.217110129754151e-11,5.5578625416817052e-11,5.365770194729504e-11
1.1275,6.5663907159762254e-10,7.3801232442724622e-10,2.1967121999908186e-10,7.9190581149707703e-11,7.3659336538348244e-11,5.7169634512464578e-11,5.5240387582367481e-11
1.13,6.5608663189415823e-10,7.4027018340468568e-10,2.2224151987641136e-10,8.0652279621936544e-11,7.4997124511923334e-11,5.8586624382932477e-11,5.6645365708413438e-11
1.1325,6.5541875336220569e-10,7.4230453508963107e-10,2.2460789914713477e-10,8.1950515870632583e-11,7.6178013405362663e-11,5.9821527122057856e-11,5.7864071042905915e-11
1.135,6.5465549471827395e-10,7.4413084594323853e-10,2.2677030970898666e-10,8.3081502444737392e-11,7.7198618617150711e-11,6.0869776763490373e-11,5.8891474082932457e-11
1.1375,6.5381839334443513e-10,7.4576898229742436e-10,2.2873376389155421e-10,8.4045393423099103e-11,7.8059231590663039e-11,6.1730946317073457e-11,5.972672173221963e-11
1.14,6.5292989328856371e-10,7.4724284250583617e-10,2.305083127034508e-10,8.4846255851260059e-11,7.876378810275395e-11,6.240871579342351e-11,6.0373110910482876e-11
1.1425,6.5201260904648053e-10,7.4857903810833625e-10,2.3210799715957011e-10,8.5491170473502737e-11,7.9318973330191423e-11,6.2909996495715399e-11,6.0837219154652632e-11
1.145,6.5108861617465789e-10,7.4980602782502155e-10,2.3355022991822821e-10,8.5989805418255982e-11,7.973380315777635e-11,6.3244495324242505e-11,6.1128476261046904e-11
1.1475,6.5017888531613211e-10,7.5095291093574281e-10,2.3485485439754579e-10,8.6353683608041215e-11,8.0018910459140496e-11,6.3424008461808563e-11,6.1258465925656364e-11
1.15,6.4930281501274856e-10,7.5204931239829048e-10,2.3604442385814666e-10,8.6596722498572966e-11,8.0187118042485379e-11,6.3462965729111687e-11,6.1241476621644363e-11
1.1525,6.4847770461291363e-10,7.5312388369017317e-10,2.3714268512436773e-10,8.6733877541787045e-11,8.0252128589975219e-11,6.3377096677585693e-11,6.1093174434934089e-11
1.155,6.4771839454468288e-10,7.5420366512234108e-10,2.3817369365165304e-10,8.6780560599023905e-11,8.022793080068988e-11,6.3182849052096551e-11,6.0830027635258924e-11
1.1575,6.4703711865398261e-10,7.5531312924457931e-10,2.3916113138163249e-10,8.6752146118001097e-11,8.0128439507098443e-11,6.2896994838131547e-11,6.0468919815540632e-11
1.16,6.4644348117989589e-10,7.564745640120668e-10,2.4012880571914651e-10,8.6664708206101735e-11,7.9968252189974108e-11,6.2537344601136349e-11,6.0027871962072694e-11
1.1625,6.4594427482335957e-10,7.5770748752722033e-10,2.4109996238594907e-10,8.6534490361468109e-11,7.9762147519571694e-11,6.2122189228057771e-11,5.9525490844363785e-11
1.165,6.4554340026697262e-10,7.5902843941304204e-10,2.4209717989356013e-10,8.6377860125887243e-11,7.9525060291155349e-11,6.1670196501790095e-11,5.8980871538702413e-11
1.1675,6.4524190258535137e-10,7.6045075014620875e-10,2.4314193505623938e-10,8.6210955456230957e-11,7.9271749955305949e-11,6.1200003518550622e-11,5.8413191583999796e-11
1.17,6.4503815947256012e-10,7.6198429878094093e-10,2.4425406304024087e-10,8.6049281262323408e-11,7.9016416155765478e-11,6.0729760558548988e-11,5.7841253840934568e-11
1.1725,6.4492827236670819e-10,7.6363603055391835e-10,2.4545207446584249e-10,8.5908069315330446e-11,7.8773081214847942e-11,6.0277423276116782e-11,5.7283771631292515e-11
1.175,6.4490643294105051e-10,7.6540964607498275e-10,2.4675217029151478e-10,8.5801324583395163e-11,7.8554655640406844e-11,5.9859746478279717e-11,5.6758352650883762e-11
1.1775,6.4496536776311105e-10,7.6730634467511299e-10,2.4816907092401324e-10,8.5742654943340138e-11,7.8373774865393763e-11,5.9493026851516106e-11,5.6282226122586646e-11
1.18,6.4509680276223233e-10,7.6932563934409508e-10,2.4971684381927112e-10,8.5745952363113823e-11,7.8243478092573696e-11,5.9193715631584823e-11,5.5872838712473312e-11
1.1825,6.4529182305691698e-10,7.7146607126341643e-10,2.5140907533468366e-10,8.5825282704159293e-11,7.8177066396329704e-11,5.8978226011696188e-11,5.5547645889893636e-11
1.185,6.4554126908778439e-10,7.7372502334719288e-10,2.5325781396931414e-10,8.5993646347329653e-11,7.8186841642543091e-11,5.8861666651093735e-11,5.5322830085990706e-11
1.1875,6.458359283377336e-10,7.7609841499132216e-10,2.5527247979553659e-10,8.6261933982417978e-11,7.8283058170954859e-11,5.8856774030246663e-11,5.5212210184288918e-11
1.19,6.4616654510196487e-10,7.7858015471174222e-10,2.5745919762862467e-10,8.6638420961770811e-11,7.8473439213260981e-11,5.8973378627638621e-11,5.5226673688770747e-11
1.1925,6.4652400855623879e-10,7.8116279197508152e-10,2.5982198341858524e-10,8.7129921828444403e-11,7.8764364797345378e-11,5.9219558279343669e-11,5.5375296307629774e-11
1.195,6.4689955913643948e-10,7.8383803406447526e-10,2.6236357276559617e-10,8.7742469462541016e-11,7.9161511051833555e-11,5.9602246056476826e-11,5.5665929492361316e-11
1.1975,6.4728509772248354e-10,7.8659765008792002e-10,2.6508589524908665e-10,8.8481499693017482e-11,7.9670045523341252e-11,6.0127407413744433e-11,5.6105370121563248e-11
1.2,6.476733680620392e-10,7.8943402754978121e-10,2.6799073463219837e-10,8.9352189155893493e-11,8.0294954950146302e-11,6.080031617642642e-11,5.6699620669694209e-11
1.2025,6.4805803732164066e-10,7.9234014803661839e-10,2.7107933288389621e-10,9.0358778721297931e-11,8.1040301477868649e-11,6.1624821011318972e-11,5.7453127771445488e-11
1.205,6.4843370254151661e-10,7.9530939622203932e-10,2.7435134790033675e-10,9.1503364072445367e-11,8.190798775430242e-11,6.2602132561369249e-11,5.8367547245530199e-11
1.2075,6.4879586341175321e-10,7.9833444627932387e-10,2.778027976107883e-10,9.2783880471548285e-11,8.2895733367793237e-11,6.3728883503318068e-11,5.9439776678182382e-11
1.21,6.4914103558588609e-10,8.0140712508432852e-10,2.8142593712786662e-10,9.4194188909587486e-11,8.3997165690641042e-11,6.4997302629687391e-11,6.0662124035949074e-11
1.2125,6.4946692007503744e-10,8.0451937782179518e-10,2.8521110130040137e-10,9.5725928986730431e-11,8.5203694950964663e-11,6.6397170036927662e-11,6.2024269980853837e-11
1.215,6.4977235595574481e-10,8.0766389929492674e-10,2.8914769070048046e-10,9.7369319812809652e-11,8.6505328738823129e-11,6.7916686585282302e-11,6.3514156493913451e-11
1.2175,6.5005724823165275e-10,8.1083387630254278e-10,2.9322358011890718e-10,9.9112526091012749e-11,8.789003101004831e-11,6.9541858206424447e-11,6.5117382479399676e-11
1.22,6.5032273488107983e-10,8.1402329292566713e-10,2.9742555943438863e-10,1.0094211447022555e-10,8.9344156299360871e-11,7.1256949202225547e-11,6.6817692011447036e-11
1.2225,6.5057144043220762e-10,8.1722691696226131e-10,3.0173960645115095e-10,1.0284339581136595e-10,9.0852782357303527e-11,7.3044829849943799e-11,6.8597327653580776e-11
1.225,6.5080751930834255e-10,8.20441300876198e-10,3.0615213451324849e-10,1.048016531309759e-10,9.2400942021463191e-11,7.4888236448417947e-11,7.0438326655633067e-11
1.2275,6.5103650554384613e-10,8.2366433723868347e-10,3.1064946081435966e-10,1.068016351818954e-10,9.3973126819690047e-11,7.6769297555068446e-11,7.2322052423849967e-11
1.23,6.5126507447085437e-10,8.268958421771679e-10,3.1521931064153988e-10,1.0882893792129437e-10,9.555467469993134e-11,7.8670951607291744e-11,7.4230640352222274e-11
1.2325,6.5150063762461307e-10,8.3013689482152597e-10,3.1985021161826941e-10,1.1086934813570008e-10,9.7131098638617663e-11,8.0576298050629648e-11,7.6146355076294344e-11
1.235,6.517509984045801e-10,8.3338866371254611e-10,3.2452984663888162e-10,1.1290738689829359e-10,9.8686593876875881e-11,8.2467136415828943e-11,7.8050149300440277e-11
1.2375,6.5202448263070865e-10,8.3665213280783479e-10,3.292450143412361e-10,1.1492665967157462e-10,1.002044081031483e-10,8.4324365421154671e-11,7.992207531916054e-11
1.24,6.5232996547868581e-10,8.3992979718240813e-10,3.3398499897146833e-10,1.1691337749269777e-10,1.0167041039506893e-10,8.6131590711246911e-11,8.174490670010739e-11
1.2425,6.5267641775090971e-10,8.4322508919936334e-10,3.3874091871305361e-10,1.1885558322272278e-10,1.0307235802287332e-10,8.7874429744289121e-11,8.3503458204677741e-11
1.245,6.5307227841269967e-10,8.465416405515989e-10,3.4350462227006289e-10,1.207421189836772e-10,1.0439887873649976e-10,8.9539507389012135e-11,8.5183588905825869e-11
1.2475,6.5352539165933574e-10,8.4988267325745862e-10,3.4826798377182859e-10,1.2256219099115715e-10,1.0563903885394646e-10,9.1114033623958212e-11,8.6771797579980528e-11
1.25,6.54043100246283e-10,8.5325170203345691e-10,3.5302471896830076e-10,1.2430736672617248e-10,1.0678435572807412e-10,9.2587816273895081e-11,8.8257232092856664e-11
