Physical Time (s),phi_alt_flux_right Monitor (kg-m/s^3): right_cv1,phi_alt_flux_right Monitor (kg-m/s^3): right_cv2,phi_alt_flux_right Monitor (kg-m/s^3): right_cv3,phi_alt_flux_right Monitor (kg-m/s^3): right_cv4,phi_alt_flux_right Monitor (kg-m/s^3): right_cv5,phi_alt_flux_right Monitor (kg-m/s^3): right_cv6,phi_alt_flux_right Monitor (kg-m/s^3): right_cv7
4.0375,4.1609217680334459e-05,2.2272029047206619e-05,2.3115012750315958e-05,4.8881203523910542e-05,6.0617347858384593e-05,7.4358629193960857e-05,0.00011184113089977686
4.04,4.1403631501502678e-05,2.2981515082495928e-05,2.4850755509857052e-05,5.1124063079752353e-05,6.1349386050721337e-05,7.4322044528171959e-05,0.00011167378735257764
4.0425,4.1123167983197758e-05,2.3880454796799676e-05,2.7156097770177966e-05,5.3387833095063159e-05,6.2114663050484169e-05,7.4304516055314257e-05,0.00011150706742427261
4.045,4.0773594896415641e-05,2.498815461254121e-05,3.0067005324714121e-05,5.5623245133593199e-05,6.2909370647993963e-05,7.4304829865731958e-05,0.00011134153912478108
4.0475,4.0357774216670409e-05,2.632581333347969e-05,3.359482703130137e-05,5.7797537341793242e-05,6.3731204209945059e-05,7.4322177104486456e-05,0.00011117773208546507
4.05,3.9879998612696416e-05,2.7915189253197843e-05,3.7713237843840281e-05,5.9890137231342125e-05,6.4577669131581783e-05,7.4355844774397803e-05,0.00011101574178051983
4.0525,3.9347125345245523e-05,2.9780525449960106e-05,4.2352819395346568e-05,6.1892622217506681e-05,6.5444856706637169e-05,7.4405966519639256e-05,0.00011085560408617624
4.055,3.8764430991281479e-05,3.1948340747839321e-05,4.7397809528048383e-05,6.3802288945841846e-05,6.6325975427009996e-05,7.4473260856949407e-05,0.00011069732978925221
4.0575,3.8144783426159387e-05,3.4443997003690112e-05,5.270189821008645e-05,6.5619630435109414e-05,6.7212949336372242e-05,7.4557328755734927e-05,0.00011054080784205501
4.06,3.7495290264535016e-05,3.7287159419062902e-05,5.8095280921366558e-05,6.7346809475446947e-05,6.8095749139820142e-05,7.4657242839353878e-05,0.0001103859008686097
4.0625,3.6823171731828305e-05,4.0493499136761687e-05,6.3391057491711929e-05,6.8983973217134824e-05,6.8963047929826839e-05,7.477139166172396e-05,0.00011023253549568776
4.065,3.6136005942238734e-05,4.406504602702367e-05,6.8406200304669941e-05,7.0527753270507192e-05,6.9803377395101087e-05,7.4897644103574362e-05,0.00011008063765559302
4.0675,3.5444167986906173e-05,4.7987281085761525e-05,7.2979096873233509e-05,7.1969873962993665e-05,7.0604987850042018e-05,7.5033373001940354e-05,0.00010993007179690388
4.07,3.475308661443715e-05,5.2220602137136394e-05,7.6986526700374325e-05,7.3297021074538409e-05,7.1355323524025153e-05,7.5176408499196939e-05,0.00010978061282489894
4.0725,3.407000399185784e-05,5.6692451647558178e-05,8.0354592919112391e-05,7.4490704655530581e-05,7.2041100477504433e-05,7.5324413756887055e-05,0.00010963203831688528
4.075,3.3402301212841741e-05,6.129439622936571e-05,8.306071800238321e-05,7.5530067058211675e-05,7.2650528246969988e-05,7.5474707931048583e-05,0.00010948411831585159
4.0775,3.2757006620611928e-05,6.5882559853274882e-05,8.5122724820890051e-05,7.638999504199413e-05,7.3170960239581607e-05,7.5624324357863776e-05,0.00010933665091438562
4.08,3.2141765467990042e-05,7.0284118029880811e-05,8.6609714892567084e-05,7.7048109663416069e-05,7.3588977504977381e-05,7.5770400335793163e-05,0.00010918950735475131
4.0825,3.1564275386360618e-05,7.4309002429675272e-05,8.7555563869589365e-05,7.7486663250363292e-05,7.3892240420548517e-05,7.591020494717594e-05,0.00010904254971528865
4.085,3.1030676250823757e-05,7.7766537858766681e-05,8.79877922600442e-05,7.7690391555375522e-05,7.4074515928368518e-05,7.6040450078013931e-05,0.00010889562124963783
4.0875,3.0548931459844138e-05,8.0482875367122287e-05,8.7938051849742772e-05,7.7645811506844002e-05,7.4131389310247653e-05,7.6156847955084425e-05,0.00010874854845750319
4.09,3.0125960395391981e-05,8.2322180660241191e-05,8.7426790974412907e-05,7.7342798169068795e-05,7.4055530229915999e-05,7.6256781479513272e-05,0.00010860109642907254
4.0925,2.9769351240389207e-05,8.3193139069926e-05,8.6469051903083666e-05,7.6776372995209221e-05,7.3837289137666126e-05,7.6339423756694653e-05,0.00010845284843954899
4.095,2.9485861208902992e-05,8.3071276945981655e-05,8.5084176325041699e-05,7.5946327374490764e-05,7.3473524459150187e-05,7.6407193603558331e-05,0.00010830351803865837
4.0975,2.9283054766947864e-05,8.1986253082318988e-05,8.3298716331200141e-05,7.4868299258161832e-05,7.2967000628104808e-05,7.6450826664054445e-05,0.00010815281410206395
4.1,2.9166824636850242e-05,8.004182262658091e-05,8.1143998678831153e-05,7.3559652659831837e-05,7.2320737808043988e-05,7.6463167765170736e-05,0.00010800037625761274
4.1025,2.9143247992179806e-05,7.7361511255154958e-05,7.8654702731918496e-05,7.2042553368145901e-05,7.1546004414113222e-05,7.6447523220561897e-05,0.00010784621039325879
4.105,2.9216500995995235e-05,7.4085809457249784e-05,7.587115485786036e-05,7.0338124410615764e-05,7.0656248028697701e-05,7.6414173345630158e-05,0.0001076903165422522
4.1075,2.9388932401975054e-05,7.0350956549515963e-05,7.2838923051713958e-05,6.8466963295730175e-05,6.9663362693944567e-05,7.6372123578431362e-05,0.00010753272318132651
4.11,2.9661403006218325e-05,6.6290052579223219e-05,6.960148152688137e-05,6.6449704397427906e-05,6.8582978851585143e-05,7.6318500387270041e-05,0.00010737419022841292
4.1125,3.003320693561163e-05,6.2028584802840671e-05,6.6204047232702875e-05,6.4311733513537577e-05,6.7431673271239363e-05,7.6251653010720271e-05,0.00010721535117653418
4.115,3.0500407054733723e-05,5.7677288818736244e-05,6.2693311661120703e-05,6.2080176058007733e-05,6.622819590047495e-05,7.617145063167763e-05,0.00010705673928857122
4.1175,3.1057529967406681e-05,5.3333678269074633e-05,5.9113937453096061e-05,5.9783224121353454e-05,6.499843778467165e-05,7.6076442920169543e-05,0.00010689872556049137
4.12,3.1695692877263011e-05,4.9084141952171819e-05,5.55087508453147e-05,5.7449447854380749e-05,6.3769259118452286e-05,7.5963063485454406e-05,0.00010674121849272276
4.1225,3.2403908645399531e-05,4.4999116163202396e-05,5.1918177901512057e-05,5.5109152145909373e-05,6.2564846505181699e-05,7.5830468437464014e-05,0.00010658401344381069
4.125,3.3170790153348441e-05,4.1146689297950019e-05,4.8380162324337465e-05,5.2793567823332097e-05,6.1408480575164738e-05,7.5680183064849989e-05,0.00010642698423214309
4.1275,3.3980117589923154e-05,3.759326946699708e-05,4.4930210751985957e-05,5.0534585420900986e-05,6.0322481992215985e-05,7.5515087634057493e-05,0.00010627000677587004
4.13,3.4815931347164231e-05,3.4390315775494451e-05,4.1602217226361979e-05,4.8366040466211637e-05,5.9327818097280793e-05,7.5338007103968106e-05,0.00010611306138838715
4.1325,3.5661064583707776e-05,3.1568332932307218e-05,3.8422995299117198e-05,4.6323064570168084e-05,5.8442831352921909e-05,7.5152278657001351e-05,0.00010595618737020828
4.135,3.6498714601689456e-05,2.9137465822182896e-05,3.5430332231774113e-05,4.4443309326240438e-05,5.7683531617895399e-05,7.4960556428068823e-05,0.00010579941195660127
4.1375,3.731072344576678e-05,2.7088443900114324e-05,3.2653975313880135e-05,4.2765558234089272e-05,5.7063632190669584e-05,7.4765714722773552e-05,0.00010564275320787642
4.14,3.8079995074954292e-05,2.5398793999640209e-05,3.0119777994685071e-05,4.1330786946371923e-05,5.659153128958504e-05,7.4570706532817887e-05,0.00010548622351868396
4.1425,3.8796503651750547e-05,2.4037129261155108e-05,2.784802814292766e-05,4.0172970176157924e-05,5.6271361585265341e-05,7.4378547236934883e-05,0.00010532982364322385
4.145,3.9449459503302502e-05,2.2967258114087028e-05,2.5856811143689625e-05,3.933104490726872e-05,5.6104312699410314e-05,7.4191936911895649e-05,0.00010517350720636994
4.1475,4.0027977352430637e-05,2.2152168096589356e-05,2.4161849489880536e-05,3.884379254292504e-05,5.6086172198405882e-05,7.4013047656287863e-05,0.00010501730196898142
4.15,4.0523743509543163e-05,2.155815346767545e-05,2.2773282439939065e-05,3.8740271670085643e-05,5.6202498266891602e-05,7.3843754502023268e-05,0.00010486129537450832
4.1525,4.0934312357320122e-05,2.1156982620218542e-05,2.1698979401614464e-05,3.9039048005184297e-05,5.6438776024753488e-05,7.3685715407816358e-05,0.00010470554062054301
4.155,4.1256371270247421e-05,2.0926867512483482e-05,2.094754712569368e-05,3.9740463691081804e-05,5.6786027964449422e-05,7.3540438546051989e-05,0.0001045502508432791
4.1575,4.1486753668434596e-05,2.0853220321019443e-05,2.0530165320778878e-05,4.0835020123260905e-05,5.7233277579564564e-05,7.3409594226268507e-05,0.00010439585942963601
4.16,4.1623986903290743e-05,2.0928658507873515e-05,2.0463900886729789e-05,4.2289824383809489e-05,5.7763160622134329e-05,7.3294784938558657e-05,0.00010424263474937009
4.1625,4.167049970599172e-05,2.1151401308472501e-05,2.0777482884808726e-05,4.4048790948522744e-05,5.8359657637771539e-05,7.3197612669071547e-05,0.00010409071643296042
4.165,4.1631281706250038e-05,2.1525524738928526e-05,2.1510638335670996e-05,4.604443743143238e-05,5.9013266910527309e-05,7.3120123546528075e-05,0.00010394023627593665
4.1675,4.1508290338914013e-05,2.2059438829311857e-05,2.2711243256114535e-05,4.820192999186361e-05,5.9714207358591531e-05,7.3064274247688161e-05,0.0001037911661608233
4.17,4.13044740676648e-05,2.2766049872492324e-05,2.4433181481237168e-05,5.0447421853184953e-05,6.045472411880428e-05,7.303009868038477e-05,0.00010364349101385116
4.1725,4.1025731249196965e-05,2.366190828793648e-05,2.6728302872628553e-05,5.2715582787675919e-05,6.123013298508366e-05,7.3016003540270162e-05,0.00010349744793400381
4.175,4.0677688602203697e-05,2.4766720940364915e-05,2.9634908474284798e-05,5.4955363651666497e-05,6.2036478679755339e-05,7.3020304764634375e-05,0.00010335329521015737
4.1775,4.0263216250766464e-05,2.6102258755666093e-05,3.3166220014269689e-05,5.7133843539143697e-05,6.2871413597816736e-05,7.3042114922468605e-05,0.00010321127278803465
4.18,3.9786456311994397e-05,2.7691001180836095e-05,3.7296897447345066e-05,5.9230481378256748e-05,6.3733012325877103e-05,7.3080886745756127e-05,0.00010307148823777014
4.1825,3.925447416507425e-05,2.9557478095250799e-05,4.1956894954364973e-05,6.1237308513625993e-05,6.4617384840553096e-05,7.3136941001268835e-05,0.00010293381733360357
4.185,3.8672069317089759e-05,3.1729101248801898e-05,4.702802688131673e-05,6.3152292410409113e-05,6.5517878735519113e-05,7.3210946319288473e-05,0.00010279815641996112
4.1875,3.8052547365747733e-05,3.4231977733603876e-05,5.2360361773224517e-05,6.4976707609769413e-05,6.642650978008104e-05,7.3302564149636861e-05,0.00010266435937439787
4.19,3.7403094869005515e-05,3.7086224352542814e-05,5.7779554195164705e-05,6.6713493624164354e-05,6.733289331606916e-05,7.3410890126181019e-05,0.00010253239270458826
4.1925,3.6730808173053086e-05,4.0307490650580548e-05,6.3094523266303337e-05,6.836348941849325e-05,6.8225465874179232e-05,7.3534097037313356e-05,0.0001024022976660026
4.195,3.6043469824272755e-05,4.3897573765044011e-05,6.8119116178391861e-05,6.9923840268468061e-05,6.9092457741923747e-05,7.3670111196232118e-05,0.0001022738218068298
4.1975,3.5351414594260623e-05,4.7841295794857424e-05,7.2690653443277878e-05,7.1386478789091894e-05,6.9921754666882856e-05,7.3816511485305918e-05,0.00010214677681031091
4.2,3.4660058878486407e-05,5.2097856481417262e-05,7.6687324695698096e-05,7.2738115569073199e-05,7.0700648513276132e-05,7.3971167096637715e-05,0.00010202087746484444
4.2025,3.3976708601680121e-05,5.6593623770275766e-05,8.0038913321148875e-05,7.395969614150268e-05,7.1415447140794016e-05,7.4131245749911915e-05,0.00010189570924434748
4.205,3.3308793430283016e-05,6.1218742826130152e-05,8.2727686212089588e-05,7.5030185948957314e-05,7.2053883365166656e-05,7.4293876670077449e-05,0.00010177125739906152
4.2075,3.2663322717420985e-05,6.5827897751949757e-05,8.4777589783379664e-05,7.5923794304722146e-05,7.2603218492059863e-05,7.445603785076074e-05,0.0001016474728478488
4.21,3.204797740650301e-05,7.024699272071396e-05,8.6260696253322348e-05,7.6617517957609801e-05,7.3049675003102076e-05,7.4614841476893225e-05,0.00010152434110780796
4.2125,3.1470453370461787e-05,7.4284751236911961e-05,8.7211501868464269e-05,7.7092579672912847e-05,7.3380566685173591e-05,7.4767181665128223e-05,0.00010140202718565815
4.215,3.0937009201130525e-05,7.7749568831258765e-05,8.7657569430242967e-05,7.7333159480678676e-05,7.3589100403081007e-05,7.4909902429573015e-05,0.00010128040141020462
4.2175,3.045552060761312e-05,8.0467146663169565e-05,8.7628908251578542e-05,7.7324684078879704e-05,7.3670034307699766e-05,7.5038628448452805e-05,0.00010115910723087863
4.22,3.003300219094655e-05,8.2301355590123966e-05,8.7143269981223429e-05,7.7056710441327338e-05,7.3615869876844309e-05,7.5150667905837527e-05,0.00010103784185065913
4.2225,2.9677084127813586e-05,8.3161235498392108e-05,8.6212300231358215e-05,7.6522966439559711e-05,7.3417522136315269e-05,7.5243947047469835e-05,0.00010091629543270027
4.225,2.9394571560780022e-05,8.3023661506954392e-05,8.4852280010221654e-05,7.572266578225263e-05,7.307025074703482e-05,7.5322836980437508e-05,0.00010079416532364485
4.2275,2.9192942905984642e-05,8.1919743275207305e-05,8.3087951771365442e-05,7.4669878085060242e-05,7.2575689244193107e-05,7.5377116260334374e-05,0.00010067109785529875
4.23,2.9078239220738825e-05,7.9954055678855366e-05,8.0950162285356244e-05,7.3382343877742548e-05,7.1937341805945011e-05,7.5400363207053886e-05,0.00010054705012551151
4.2325,2.9056574231425154e-05,7.7251441133296974e-05,7.8473541398394681e-05,7.1882255269477648e-05,7.1166767134480373e-05,7.5392292374966495e-05,0.00010042191487258205
4.235,2.9132174069824986e-05,7.3953453880110459e-05,7.5698428725846958e-05,7.0190620384215412e-05,7.0277547722927849e-05,7.5364971101891628e-05,0.00010029543524152685
4.2375,2.9307290726278991e-05,7.0196882454242929e-05,7.2670723577575319e-05,6.8328015786100441e-05,6.9281260427660248e-05,7.532737473499765e-05,0.00010016785603131866
4.24,2.9582870443682863e-05,6.6115363277469223e-05,6.9434504006965394e-05,6.6314599928991687e-05,6.8192703404462891e-05,7.5277786613024762e-05,0.00010003912830251952
4.2425,2.9958134337858136e-05,6.1834790864564001e-05,6.6035017300645888e-05,6.4175989117896774e-05,6.7028172956018738e-05,7.5214610239309187e-05,9.9909171129071507e-05
4.245,3.0429100393276652e-05,5.7466054945190164e-05,6.2519196833258164e-05,6.1939661440518681e-05,6.5806631422964627e-05,7.5137410909553815e-05,9.9778660977223684e-05
4.2475,3.099021440063177e-05,5.3106707280243165e-05,5.8932001726835001e-05,5.9633933685456414e-05,6.4554121773131894e-05,7.5044296209222144e-05,9.9648051535513994e-05
4.25,3.1632515892672933e-05,4.884321683786077e-05,5.5316494427095074e-05,5.7287729672365554e-05,6.329836564507432e-05,7.4931502481340707e-05,9.9517713063414348e-05
4.2525,3.2344912414195881e-05,4.4745740758021728e-05,5.1713485056396373e-05,5.4931172271471841e-05,6.2064331096217765e-05,7.4798121054901398e-05,9.93880118141728e-05
4.255,3.3115948147711491e-05,4.0883159516818023e-05,4.8161066645747476e-05,5.2595863254353587e-05,6.0876020076371248e-05,7.464601535280074e-05,9.925890850412896e-05
4.2575,3.3929270331309008e-05,3.7322371407738128e-05,4.4695769178266034e-05,5.0314019177705634e-05,5.9756757975608069e-05,7.4478399406010544e-05,9.9130202302543296e-05
4.26,3.4768768492529897e-05,3.4115221850657956e-05,4.1351750209183408e-05,4.81193394938882e-05,5.8728308786353072e-05,7.4298368385642438e-05,9.9001727697864325e-05
4.2625,3.5617180130340956e-05,3.1292254595674815e-05,3.8156489635007702e-05,4.6046981621029273e-05,5.7809914064838057e-05,7.4109117322223325e-05,9.8873342124156059e-05
4.265,3.6457674112480938e-05,2.886342073698002e-05,3.5148394943128463e-05,4.4134905142095791e-05,5.7018518630904995e-05,7.3913383293251327e-05,9.8745024584597559e-05
4.2675,3.7272047155681878e-05,2.6818926331759105e-05,3.2357596967692342e-05,4.2422507798658694e-05,5.6368711314957341e-05,7.3714295208166512e-05,9.8616796464504611e-05
4.27,3.8043215226691648e-05,2.5135573564239932e-05,2.9810197785775748e-05,4.0951363330087067e-05,5.5869569483532234e-05,7.3515022791982728e-05,9.8488754092013249e-05
4.2725,3.8761097892899906e-05,2.3781150600622317e-05,2.7526603850400903e-05,3.9756010319215538e-05,5.5525606138642548e-05,7.331869449528114e-05,9.8361031598022012e-05
4.275,3.9414974864122898e-05,2.2718670250025476e-05,2.5525340251993732e-05,3.8876053310621202e-05,5.5338315689690214e-05,7.3127955489527661e-05,9.8233619359262478e-05
4.2775,3.9994023220856001e-05,2.1910439535224059e-05,2.3821969852746752e-05,3.8351488230070196e-05,5.5303763595914732e-05,7.2945165995208546e-05,9.8106450780027765e-05
4.28,4.0489831444190201e-05,2.1322262393693684e-05,2.242633917225408e-05,3.8212500915034149e-05,5.5407330030135185e-05,7.2772364517416984e-05,9.7979584970851196e-05
4.2825,4.0900052990350976e-05,2.0925613567475402e-05,2.134590054956235e-05,3.8479194322038578e-05,5.5634159611984006e-05,7.2611389099509218e-05,9.7853359303756249e-05
4.285,4.122144849120458e-05,2.0698748379624141e-05,2.0588642879767057e-05,3.9152865560568322e-05,5.5974978611080182e-05,7.2463929350607552e-05,9.7728144063647591e-05
4.2875,4.1450844462794367e-05,2.0627163784792089e-05,2.0165300127371988e-05,4.0224714016192701e-05,5.6418143188924416e-05,7.2331844210845377e-05,9.7604182377620001e-05
4.29,4.1586743118855477e-05,2.0703704810688008e-05,2.0092337079149796e-05,4.1663042871195415e-05,5.6946157606789856e-05,7.2216852278022246e-05,9.748180009615747e-05
4.2925,4.1631473119019665e-05,2.0926776514202513e-05,2.0398399443232868e-05,4.3411245708947798e-05,5.7543202106678006e-05,7.2120500434389383e-05,9.736123312215536e-05
4.295,4.1590120260042897e-05,2.1300749035501755e-05,2.1123421082279753e-05,4.54010066903593e-05,5.8199529518205965e-05,7.2044571534381349e-05,9.724243897932895e-05
4.2975,4.1464698934013484e-05,2.1834383366358435e-05,2.2316133224014639e-05,4.7556373163310992e-05,5.8905545233057738e-05,7.1991228561542206e-05,9.7125372346670101e-05
4.3,4.1258092308507542e-05,2.2540871037117882e-05,2.4031824226999295e-05,4.9802362647537469e-05,5.9653204652622702e-05,7.1960779042294388e-05,9.7009978037256373e-05
4.3025,4.0976346697432145e-05,2.3437273143971514e-05,2.6324265569326123e-05,5.2072237526756963e-05,6.043783789273459e-05,7.1951639490615087e-05,9.6896268565704793e-05
4.305,4.0625032313267078e-05,2.4543850086934831e-05,2.9234246346045615e-05,5.4313820871351165e-05,6.1255715679639624e-05,7.1961686502505055e-05,9.6784358618753793e-05
4.3075,4.0206958163174976e-05,2.5883014439115681e-05,3.2776890556105591e-05,5.6494067647338779e-05,6.2104176480842053e-05,7.1989688685652076e-05,9.6674494680054233e-05
4.31,3.9726546844742915e-05,2.7478066801638396e-05,3.6927887352655548e-05,5.8593290886117039e-05,6.2981912888461952e-05,7.2035299383138422e-05,9.6566903302076147e-05
4.3125,3.9190776402194152e-05,2.9353925373612107e-05,4.1616437677317013e-05,6.0604120264694814e-05,6.3885326471532455e-05,7.2099078351405295e-05,9.646157710762598e-05
4.315,3.8604645292848017e-05,3.1538762014598816e-05,4.672166223282234e-05,6.2525507203943777e-05,6.4807689890209391e-05,7.2181729113808438e-05,9.6358600680041096e-05
4.3175,3.798144220663176e-05,3.405940509535769e-05,5.2089697085232001e-05,6.4359570490809593e-05,6.574099195532912e-05,7.2282861788047781e-05,9.6257960334582347e-05
4.32,3.7328370659048741e-05,3.6936406119413089e-05,5.7541085927455855e-05,6.6110039580318571e-05,6.6674485326652448e-05,7.2401583838273612e-05,9.615962752059137e-05
4.3225,3.6652523325894481e-05,4.0185468054313273e-05,6.2880011074394244e-05,6.7778334965317921e-05,6.7596313545662952e-05,7.2535891445027058e-05,9.6063574378888925e-05
4.325,3.5961808269362305e-05,4.3808048184591609e-05,6.7916817145386924e-05,6.9361876942018773e-05,6.8494237434450517e-05,7.2683651843104052e-05,9.5969662673643636e-05
4.3275,3.5266542526367829e-05,4.7787777260050798e-05,7.2487542294365255e-05,7.0852383295422981e-05,6.9355671922589687e-05,7.2842448711387875e-05,9.5877763127737967e-05
4.33,3.4572058228360326e-05,5.2081914021638411e-05,7.6471781360631992e-05,7.2236075320387776e-05,7.0167570238629869e-05,7.3010009163475921e-05,9.578774321178447e-05
4.3325,3.3885839118700853e-05,5.6614132644397504e-05,7.9803217706403843e-05,7.3493124696143855e-05,7.0915740510063527e-05,7.3183224263255922e-05,9.569937043878317e-05
4.335,3.321528883190124e-05,6.1271554211532166e-05,8.2469082734489791e-05,7.4601620064659882e-05,7.1587345678393019e-05,7.3359000123099176e-05,9.5612448596422587e-05
4.3375,3.256750379356563e-05,6.5906125750040171e-05,8.4500696906785638e-05,7.5535048863678865e-05,7.21694511785674e-05,7.3534232941213293e-05,9.5526772847595674e-05
4.34,3.1950134466407285e-05,7.0341198096922298e-05,8.597254713614826e-05,7.6269504847728358e-05,7.2647977293298233e-05,7.3705852301986474e-05,9.5442141505992713e-05
4.3425,3.1370938321151816e-05,7.438391320937495e-05,8.6919937212412101e-05,7.6785169865433356e-05,7.300968305607926e-05,7.3870417316368171e-05,9.5358348695667912e-05
4.345,3.0836289912659242e-05,7.7842062717267934e-05,8.7369965858469603e-05,7.7065465866941576e-05,7.3247135842736919e-05,7.4024783375364829e-05,9.52752099292483e-05
4.3475,3.0354006507244844e-05,8.054163912505827e-05,8.7352013156975699e-05,7.7094873962582159e-05,7.335448175973485e-05,7.4164679735218514e-05,9.5192571809886651e-05
4.35,2.993122195245293e-05,8.2347907437840611e-05,8.6881172291368005e-05,7.6862239933769261e-05,7.332378543778205e-05,7.4287074287781942e-05,9.5110254253701998e-05
4.3525,2.9575609868667449e-05,8.3171534589205999e-05,8.5965941460563596e-05,7.6359870293282365e-05,7.3146303650830751e-05,7.438918642434903e-05,9.5028063150759428e-05
4.355,2.9294018775294827e-05,8.2992690691845536e-05,8.4619971296279067e-05,7.5587141421354126e-05,7.2815637647298976e-05,7.4476186251050562e-05,9.4945678843491463e-05
4.3575,2.9093869129714169e-05,8.184521782336228e-05,8.2866241129753645e-05,7.455654542716808e-05,7.2333247087341812e-05,7.4537713879154719e-05,9.4862701646568036e-05
4.36,2.8981304823463203e-05,7.9835481495550622e-05,8.0735277334421763e-05,7.3285987054442101e-05,7.1702646654608494e-05,7.456776999787562e-05,9.4778761185464113e-05
4.3625,2.8962437895729898e-05,7.7090161301479195e-05,7.8261856140826285e-05,7.1797807173268604e-05,7.0935467444136957e-05,7.4562977188313904e-05,9.4693371648090689e-05
4.365,2.9041480755066855e-05,7.375241649824012e-05,7.5486610780598626e-05,7.0113018284176959e-05,7.0045436227745276e-05,7.4537349864413924e-05,9.4606259419603307e-05
4.3675,2.9220585590771015e-05,6.9959206367159661e-05,7.2455775704590198e-05,6.8252208880412217e-05,6.9044369917169906e-05,7.4499172136837437e-05,9.4517238097132684e-05
4.37,2.9500735509161296e-05,6.5845091760818742e-05,6.9213981574085945e-05,6.6235193287158745e-05,6.794604895407242e-05,7.4448167161795368e-05,9.4426144388564466e-05
4.3725,2.9881070461428051e-05,6.1536487323838511e-05,6.5806722932317132e-05,6.4088142905380658e-05,6.6766595317981181e-05,7.4382690624334841e-05,9.4333107841930447e-05
4.375,3.0357404290850385e-05,5.7144384676987753e-05,6.2281267809934719e-05,6.1839161397924013e-05,6.5525361448074061e-05,7.430231440872057e-05,9.4238396728143204e-05
4.3775,3.0924006803052781e-05,5.2766605177384838e-05,5.868277947364743e-05,5.9516941402958894e-05,6.4248401026479967e-05,7.4204563561583952e-05,9.4142307610760927e-05
4.38,3.1571877242125112e-05,4.8489469817210908e-05,5.505448919747885e-05,5.7151051832318997e-05,6.2964130843411845e-05,7.4085744363527162e-05,9.404525869130877e-05
4.3825,3.2289735386672484e-05,4.4382483684715228e-05,5.1437535998113056e-05,5.4771985811276714e-05,6.1698572919522118e-05,7.3944830929590808e-05,9.3947847677130461e-05
4.385,3.3065923034622032e-05,4.0515833170550185e-05,4.7870266494320346e-05,5.241187782384135e-05,6.0476326853831505e-05,7.3784128328191102e-05,9.3850433932102657e-05
4.3875,3.3883998906299691e-05,3.6956473857293366e-05,4.4390145194299265e-05,5.01036225330226e-05,5.9321644698811165e-05,7.3607119008630968e-05,9.375315911432154e-05
4.39,3.47277109839245e-05,3.3755828693334322e-05,4.1031330794391134e-05,4.7881019973532476e-05,5.8257212923548132e-05,7.3417475488609036e-05,9.3656206665616152e-05
4.3925,3.5579558805469826e-05,3.0943712234635214e-05,3.7822309673029473e-05,4.577965833820527e-05,5.7303171140401035e-05,7.3218258651839234e-05,9.3559447358395611e-05
4.395,3.6422671223074502e-05,2.8529055528198986e-05,3.4802194125657284e-05,4.3838125905466245e-05,5.6477349366662114e-05,7.3012435847403007e-05,9.3462692409772497e-05
4.3975,3.7238589871901268e-05,2.6500982544988398e-05,3.200131218522323e-05,4.2096787400148018e-05,5.5795217728558602e-05,7.2803351264539754e-05,9.3365815397261116e-05
4.4,3.8010441188282004e-05,2.4835195762899884e-05,2.9445943770502727e-05,4.0597874580112654e-05,5.5266570036480416e-05,7.2594250689761813e-05,9.326873944135678e-05
4.4025,3.8728231430038103e-05,2.3498415879050836e-05,2.7156645145254282e-05,3.9376350127125437e-05,5.489634386871307e-05,7.2388247238168197e-05,9.3171413021778826e-05
4.405,3.9381258163677347e-05,2.2452863813502601e-05,2.5152452514895705e-05,3.8472874665175886e-05,5.4686322798704573e-05,7.2188173306176451e-05,9.3073770938539198e-05
4.4075,3.9958578527730739e-05,2.1660260316287724e-05,2.3448705839639297e-05,3.7928435692436854e-05,5.4632663194028118e-05,7.1996680124575697e-05,9.2975891226800973e-05
4.41,4.0452053444961332e-05,2.1086229319056173e-05,2.2054977171036784e-05,3.7773848336199437e-05,5.4720593223035478e-05,7.1816015524325293e-05,9.2877747726651455e-05
4.4125,4.0859323039749013e-05,2.070207034151346e-05,2.097829752928663e-05,3.8029994615527395e-05,5.4935093867600035e-05,7.1648212983335587e-05,9.2779298354495244e-05
4.415,4.1177264702568345e-05,2.0486213143548574e-05,2.0226202097158814e-05,3.8698309797442448e-05,5.52666881940314e-05,7.1495201338384366e-05,9.2680862955055572e-05
4.4175,4.1402689959821916e-05,2.0424372919088401e-05,1.9808950656130555e-05,3.9769757933433197e-05,5.5702982448046259e-05,7.135904216361237e-05,9.2582900923868374e-05
4.42,4.1534350684091709e-05,2.0509797994690888e-05,1.9743075146213871e-05,4.1212241947980637e-05,5.6226078180270153e-05,7.1241582599078861e-05,9.2485692249266109e-05
4.4225,4.1574698028505032e-05,2.0741299014244155e-05,2.0057255706632163e-05,4.2967684689611428e-05,5.6820252321357311e-05,7.1144185163053667e-05,9.2389555878781169e-05
4.425,4.1528942758736704e-05,2.1123680997296004e-05,2.0792085554958527e-05,4.4966115995697655e-05,5.7475735566960804e-05,7.1068268899804744e-05,9.2294736840171731e-05
4.4275,4.1399111402895739e-05,2.1666301373849425e-05,2.1997355649756464e-05,4.7130117820421487e-05,5.8183004521858198e-05,7.1016143354748793e-05,9.2201158800044749e-05
4.43,4.1187939815012526e-05,2.2382836492029605e-05,2.3729680688724081e-05,4.9383505957588161e-05,5.8934055708184114e-05,7.0988334657579052e-05,9.2108928669805315e-05
