Physical Time (s),phi_alt_flux_right Monitor (kg-m/s^3): right_cv1,phi_alt_flux_right Monitor (kg-m/s^3): right_cv2,phi_alt_flux_right Monitor (kg-m/s^3): right_cv3,phi_alt_flux_right Monitor (kg-m/s^3): right_cv4,phi_alt_flux_right Monitor (kg-m/s^3): right_cv5,phi_alt_flux_right Monitor (kg-m/s^3): right_cv6,phi_alt_flux_right Monitor (kg-m/s^3): right_cv7
0.7775,5.9263827912248257e-05,6.5222893244821405e-05,6.0976810573907332e-05,0.00025623393435192962,9.3693373322878808e-06,8.1926532874976407e-07,8.6886902838619651e-08
0.78,5.908858769941958e-05,6.5294549533842803e-05,6.0690584511320235e-05,0.00025676340679716363,9.7261925379837573e-06,8.2571740893715792e-07,8.7337951262748077e-08
0.7825,5.8914742719144608e-05,6.5361700834812384e-05,6.0416069845809067e-05,0.00025703206487851009,1.010179912032252e-05,8.322053675584711e-07,8.7790494155037614e-08
0.785,5.8742608997336116e-05,6.5424234052211696e-05,6.0152766673483491e-05,0.00025703588240049249,1.0497232062467825e-05,8.3873604629652782e-07,8.8255012390406931e-08
0.7875,5.8572460715386686e-05,6.5482056245052704e-05,5.9900179170562073e-05,0.00025677194863217047,1.0913661478319788e-05,8.4533375164879898e-07,8.8724332922186959e-08
0.79,5.8404572398697937e-05,6.5535249544041438e-05,5.9657849070677029e-05,0.00025623851229758233,1.1352383970717339e-05,8.5197546288664093e-07,8.9200450055132523e-08
0.7925,5.8239268614293029e-05,6.5583874951716153e-05,5.9425335200180968e-05,0.00025543503807717779,1.1814794488181885e-05,8.5860705817239069e-07,8.9684219737674321e-08
0.795,5.8076854974562418e-05,6.5628019735613591e-05,5.9202199509081348e-05,0.00025436241526378278,1.2302335023980612e-05,8.6531761885772257e-07,9.0166298598923574e-08
0.7975,5.7917640110214421e-05,6.5667919226696341e-05,5.8988040272415406e-05,0.00025302328991556102,1.2816476432185774e-05,8.7211605868289109e-07,9.0654083220446249e-08
0.8,5.7761845813985052e-05,6.570378316176255e-05,5.8782468449865203e-05,0.00025142231836142626,1.3358615999173504e-05,8.7890587593778108e-07,9.1138166811744389e-08
0.8025,5.7609718741163378e-05,6.5735924498630245e-05,5.8585140233270202e-05,0.00024956613141435715,1.3930095867877104e-05,8.8575992767909317e-07,9.1626571191197395e-08
0.805,5.7461357441002792e-05,6.5764804749163469e-05,5.8395723311174477e-05,0.00024746304452244716,1.4532193400704777e-05,8.9266626881616693e-07,9.2119338123966396e-08
0.8075,5.7316781180780664e-05,6.579085115446919e-05,5.8213850584961297e-05,0.00024512074681642769,1.5166150106468591e-05,8.9959052120568105e-07,9.2609932907455948e-08
0.81,5.7175977200845213e-05,6.5814547098404724e-05,5.8039172925312617e-05,0.00024254806396458608,1.5833211913583024e-05,9.0656208712894196e-07,9.3107277872865917e-08
0.8125,5.7038912224981146e-05,6.5836435499992538e-05,5.7871343943719631e-05,0.00023975553641860975,1.6534633187827353e-05,9.135829583429243e-07,9.3609511393275772e-08
0.815,5.6905420244283388e-05,6.5857218957511047e-05,5.7710032525233823e-05,0.00023675504822236209,1.7271651597262554e-05,9.2063856731648757e-07,9.4111494228999454e-08
0.8175,5.6775280067994754e-05,6.587759340544664e-05,5.755494624389655e-05,0.00023355962989567351,1.8045578459184579e-05,9.2773910796278922e-07,9.4616719193818945e-08
0.82,5.6648171622903067e-05,6.5898036763021431e-05,5.7405787584446238e-05,0.00023018329207555985,1.8857725786506496e-05,9.3488170388508077e-07,9.5128943231742533e-08
0.8225,5.652382348284989e-05,6.5919290208371281e-05,5.7262263636286408e-05,0.00022664084398047935,1.9709427567915586e-05,9.4205520479049802e-07,9.5644244480727029e-08
0.825,5.6401855701225905e-05,6.5942383416430509e-05,5.712407283803182e-05,0.00022294782458392209,2.0602056583187439e-05,9.4926995683678409e-07,9.6172438934089587e-08
0.8275,5.6281895548809682e-05,6.5968271481284707e-05,5.6990958150832691e-05,0.00021912028242859004,2.1537071703767951e-05,9.565279737748073e-07,9.6711975333779435e-08
0.83,5.6163579442166236e-05,6.5997920810448153e-05,5.6862655575434473e-05,0.00021517461076709507,2.2516004441688248e-05,9.6382283261811278e-07,9.7254129021393243e-08
0.8325,5.604655162108234e-05,6.6032355856738195e-05,5.6738936614468625e-05,0.00021112732235694254,2.3540523811682043e-05,9.7117550336751223e-07,9.7824372139621777e-08
0.835,5.5930428507589575e-05,6.6072564149221615e-05,5.6619540699098004e-05,0.00020699483700983916,2.4612378270535667e-05,9.7857503689704761e-07,9.8408701191304977e-08
0.8375,5.5814855760451737e-05,6.6119667094811731e-05,5.6504253266028809e-05,0.00020279340658331418,2.5733413741624368e-05,9.860216277877209e-07,9.9011171389518554e-08
0.84,5.5699556618050571e-05,6.6174766522706399e-05,5.6392859657777944e-05,0.00019853901150411094,2.690554966028929e-05,9.9351048739879193e-07,9.9627150378477493e-08
0.8425,5.5584315334015784e-05,6.623892025966178e-05,5.6285068968562788e-05,0.00019424741124797584,2.8130695372369671e-05,1.0010434356913868e-06,1.0025663175516634e-07
0.845,5.5468972748055383e-05,6.6313189036790507e-05,5.6180672287694475e-05,0.00018993395062009042,2.9410665844221432e-05,1.0086288550927003e-06,1.0090630745828045e-07
0.8475,5.535340201605264e-05,6.6398711185484198e-05,5.6079522507218573e-05,0.00018561324240751789,3.0747022342919502e-05,1.0162631042359966e-06,1.0156998845432789e-07
0.85,5.5237571579888969e-05,6.6496597922895828e-05,5.5981436037413443e-05,0.00018129937502758142,3.2141173783730702e-05,1.0239488807386558e-06,1.0224776803228713e-07
0.8525,5.5121568614240941e-05,6.6607874653808752e-05,5.5886252814281174e-05,0.00017700590386983886,3.3594381328785142e-05,1.0316875925279667e-06,1.0293932533538968e-07
0.855,5.50054107305244e-05,6.6733400397236687e-05,5.5793779395492873e-05,0.00017274550309277566,3.510759932708495e-05,1.0394773827709944e-06,1.0364151127037641e-07
0.8575,5.4889249306762737e-05,6.6874065775292057e-05,5.5703794942208121e-05,0.00016852983834695728,3.6681760580896804e-05,1.0473237058907115e-06,1.0435929795812635e-07
0.86,5.4773119249718639e-05,6.703070304183597e-05,5.5616180272009205e-05,0.0001643698196422954,3.831765023853981e-05,1.0552211618641533e-06,1.0508627063347407e-07
0.8625,5.4657135895197502e-05,6.7204013465656422e-05,5.5530819229778496e-05,0.00016027556738410897,4.0016153637133497e-05,1.0631672709148935e-06,1.0581908967439554e-07
0.865,5.4541434980220305e-05,6.7394566825343402e-05,5.5447559321298539e-05,0.00015625611595991985,4.1778306233938149e-05,1.0711659305845335e-06,1.0656011420329774e-07
0.8675,5.4426170331361127e-05,6.7602788777059979e-05,5.536622078106655e-05,0.00015231895257123112,4.360532473211699e-05,1.0792243570927572e-06,1.0731438218777818e-07
0.87,5.4311477253904259e-05,6.7828927520723991e-05,5.5286632804085329e-05,0.0001484703238017046,4.5498687449371398e-05,1.0873350859367255e-06,1.0807244020000385e-07
0.8725,5.419751137358002e-05,6.8073030601969726e-05,5.5208752956044517e-05,0.0001447154339392446,4.7459968495684476e-05,1.0955057014508551e-06,1.0883998815976026e-07
0.875,5.4084492624286123e-05,6.8335123971831541e-05,5.5132439459328113e-05,0.00014105855902730462,4.9490829683897569e-05,1.1037374911286849e-06,1.0961697548186864e-07
0.8775,5.3972285844280331e-05,6.8614964871146757e-05,5.5057508191944884e-05,0.00013750315209471885,5.1592790814012287e-05,1.1120239172855392e-06,1.1039380040198775e-07
0.88,5.386101967086075e-05,6.8912107645817275e-05,5.4983791298811983e-05,0.00013405191035949224,5.3767240831765685e-05,1.1203746375609316e-06,1.1117913903631849e-07
0.8825,5.375060055986109e-05,6.9225847285901056e-05,5.4911138631421789e-05,0.00013070678503482723,5.6015324694398577e-05,1.1287794122193402e-06,1.1196126484669956e-07
0.885,5.3641101974894874e-05,6.9555303205291909e-05,5.4839503199483026e-05,0.00012746908479519399,5.8338004466175445e-05,1.1372601337488405e-06,1.127604274140323e-07
0.8875,5.353250707438588e-05,6.9899139700092832e-05,5.4768766490791927e-05,0.00012433949099810134,6.0735882209903024e-05,1.1458115631422988e-06,1.1357039212411542e-07
0.89,5.3424687582092766e-05,7.0255716971426738e-05,5.4698719110465738e-05,0.00012131808903669934,6.320934238601823e-05,1.1544257165882652e-06,1.1438278354774523e-07
0.8925,5.331752056047439e-05,7.0623677066713992e-05,5.4629278033170063e-05,0.00011840446555280051,6.5758550933874588e-05,1.163112701256555e-06,1.1520551831072613e-07
0.895,5.3210872551256969e-05,7.1001389768664941e-05,5.4560376337062221e-05,0.00011559770059705799,6.8383605776883963e-05,1.1718654041500382e-06,1.160308119295786e-07
0.8975,5.3104647677789728e-05,7.1387065475253203e-05,5.4491948642754544e-05,0.00011289645273664063,7.1084653099139547e-05,1.1806921277508667e-06,1.1686369321329922e-07
0.9,5.2998680719704871e-05,7.177848217320714e-05,5.4423874811762239e-05,0.00011029900295904944,7.3861710745834017e-05,1.1895896678199841e-06,1.1769820117597357e-07
0.9025,5.2892835433154372e-05,7.2173308735475392e-05,5.4356069186148482e-05,0.00010780331286751115,7.671500239751727e-05,1.198566520902684e-06,1.1854032977143447e-07
0.905,5.2786997336881639e-05,7.2569222315846995e-05,5.4288517475623711e-05,0.0001054070590467765,7.9644948915293874e-05,1.2076171932841424e-06,1.1937999731294187e-07
0.9075,5.2681118840015247e-05,7.2963806699114246e-05,5.4221220242808272e-05,0.00010310772641165732,8.2652100873713063e-05,1.2167413258045642e-06,1.2021559246798777e-07
0.91,5.2575134948601763e-05,7.3354198642020614e-05,5.4154184240084178e-05,0.00010090264035147638,8.5737752182608363e-05,1.2259500620655948e-06,1.2105222565765802e-07
0.9125,5.2469002006319382e-05,7.373783252136237e-05,5.4087367544408908e-05,9.8788979095751865e-05,8.89041308109625e-05,1.2352520414203806e-06,1.2189264967458531e-07
0.915,5.2362706294595934e-05,7.4112366337009296e-05,5.4020817636889361e-05,9.6763895591247141e-05,9.2158835890382933e-05,1.244655418709515e-06,1.2274201274478495e-07
0.9175,5.2256270845365046e-05,7.4474886397083451e-05,5.3954631520754682e-05,9.4824523614435324e-05,9.5510161245511652e-05,1.2541477050261953e-06,1.2358552980725267e-07
0.92,5.2149783569638317e-05,7.4822645757162772e-05,5.388887812844028e-05,9.2968017929810355e-05,9.8965040529716111e-05,1.2637297618421722e-06,1.2442313345900682e-07
0.9225,5.2043378186703995e-05,7.5153649164102251e-05,5.3823647894088988e-05,9.119153210761001e-05,0.00010252331730497873,1.273406523190679e-06,1.2526031678537634e-07
0.925,5.1937193401358467e-05,7.5465143626369e-05,5.3759088674853205e-05,8.949217989891284e-05,0.00010617846843032698,1.283177604240229e-06,1.2609720578553261e-07
0.9275,5.1831305411798064e-05,7.5754836611666751e-05,5.3695317219181194e-05,8.7867026287325402e-05,0.00010992155233638418,1.2930412044910721e-06,1.269304377751652e-07
0.93,5.1725915479939283e-05,7.6021246585371801e-05,5.363259115520672e-05,8.6313136067026717e-05,0.00011374244432373744,1.3030006009171577e-06,1.2776081511016751e-07
0.9325,5.1621337952522506e-05,7.6262086171003353e-05,5.3571028536233624e-05,8.4827610230608387e-05,0.00011763039308472429,1.3130641023670429e-06,1.2859171770679362e-07
0.935,5.1517779432750128e-05,7.6475839506746796e-05,5.3510844748783952e-05,8.3407563881086622e-05,0.00012157443297834721,1.3232334922930237e-06,1.2942054323076702e-07
0.9375,5.1415598601220846e-05,7.6661555738068252e-05,5.3452249511848028e-05,8.2050190718556022e-05,0.00012556328787355703,1.3335073246165683e-06,1.3024165930548692e-07
0.94,5.1315065074162116e-05,7.6817508191849313e-05,5.3395478285494813e-05,8.0752761647484952e-05,0.00012958522877604931,1.3438984650160426e-06,1.3106487886040974e-07
0.9425,5.1216428063396794e-05,7.6943429678230304e-05,5.3340792234518148e-05,7.9512641701641118e-05,0.00013362793419778972,1.3544116402311273e-06,1.3189047458240453e-07
0.945,5.112008822547132e-05,7.7038424401668922e-05,5.3288422765460493e-05,7.8327320504924491e-05,0.0001376784760895958,1.3650488694651223e-06,1.3271631913721476e-07
0.9475,5.1026187427214674e-05,7.7102190906108042e-05,5.3238609566306069e-05,7.719433959564271e-05,0.00014172431809333135,1.3758114991497867e-06,1.3354032244705829e-07
0.95,5.093484181196265e-05,7.7134947571107256e-05,5.3191583889875759e-05,7.6111335914765232e-05,0.00014575364151908868,1.3866999060400973e-06,1.3435922273683103e-07
0.9525,5.0846295491169884e-05,7.7136734369866568e-05,5.3147590182605408e-05,7.5076088170128192e-05,0.0001497552635933,1.3977337011886253e-06,1.3518883820000274e-07
0.955,5.0760589157217799e-05,7.7108533320499438e-05,5.3106856916031781e-05,7.4086429764559723e-05,0.00015371913674985208,1.4089077140906351e-06,1.360204146285789e-07
0.9575,5.0677849530471099e-05,7.7051029386620759e-05,5.3069609298184263e-05,7.3140283361824898e-05,0.00015763596921157958,1.4202218755136283e-06,1.368489612975542e-07
0.96,5.0598234675278958e-05,7.6965978537595428e-05,5.3036074299830806e-05,7.2235683117603596e-05,0.0001614992712574021,1.4316871739689889e-06,1.3768007551992929e-07
0.9625,5.0521820154704187e-05,7.6854629238624618e-05,5.3006464716101159e-05,7.1370744658520572e-05,0.00016530473692508664,1.4433094506715349e-06,1.3851417356764806e-07
0.965,5.0448691026641035e-05,7.6718821432238018e-05,5.2980990026283452e-05,7.0543633608131909e-05,0.00016904860975532678,1.4550974410340604e-06,1.3935440343882831e-07
0.9675,5.0378840696935811e-05,7.6560768657809317e-05,5.2959850124743224e-05,6.9752596863116418e-05,0.00017272751709982429,1.4670505279471049e-06,1.4019472748392306e-07
0.97,5.031214576797949e-05,7.6382562434043296e-05,5.2943226724109645e-05,6.899596754252269e-05,0.0001763363521064042,1.4791730589001219e-06,1.4103511106671019e-07
0.9725,5.0248569122579647e-05,7.6187172308563381e-05,5.2931298576039786e-05,6.8272163194245674e-05,0.00017986737624505646,1.4914771999012105e-06,1.4188122023895644e-07
0.975,5.0188077189318279e-05,7.597693576222688e-05,5.2924208703002468e-05,6.7579679321535098e-05,0.00018331332175451317,1.5039659016360347e-06,1.4272965758152458e-07
0.9775,5.0130725727987873e-05,7.5755162099632039e-05,5.2922102323193198e-05,6.691707689739955e-05,0.00018666856816597507,1.5166503512559918e-06,1.4358621149709192e-07
0.98,5.0076260855822531e-05,7.552533206776534e-05,5.2925100333702086e-05,6.6283000695651235e-05,0.0001899280663849988,1.5295282131421928e-06,1.4444218529308971e-07
0.9825,5.0024518414166854e-05,7.5291334452540215e-05,5.293329960623935e-05,6.5676157348110831e-05,0.00019308726842995441,1.5426139797659942e-06,1.4530512644082961e-07
0.985,4.9975406739518512e-05,7.5057346670431141e-05,5.2946755041980447e-05,6.5095305009849611e-05,0.00019614200932232477,1.5559117103770526e-06,1.4617215345583488e-07
0.9875,4.992879234108728e-05,7.4827121168592081e-05,5.2965493300075442e-05,6.4539255900996221e-05,0.00019908850698697206,1.5694202124135907e-06,1.4703435975212306e-07
0.99,4.9884599383126958e-05,7.4604614107768997e-05,5.298956766542634e-05,6.4006897801246118e-05,0.00020192310039439561,1.5831580416806707e-06,1.4790272958720209e-07
0.9925,4.9842728858609922e-05,7.4394120385244707e-05,5.3019026215699637e-05,6.3497157739004671e-05,0.00020464245311177753,1.5971330352050379e-06,1.4877775143145358e-07
0.995,4.9803047534903833e-05,7.4199718619054642e-05,5.3053782849745215e-05,6.30090099985726e-05,0.0002072427761582441,1.6113460492732327e-06,1.4964983214138059e-07
0.9975,4.9765467921316611e-05,7.4025672266995324e-05,5.3093894385823941e-05,6.2541487428654157e-05,0.00020972348811326702,1.6258111630100862e-06,1.5052505142449054e-07
1.0,4.9729849083771816e-05,7.3876542666121263e-05,5.3139367367114702e-05,6.2093689149396867e-05,0.00021208683783084154,1.640537987480817e-06,1.514060948591106e-07
1.0025,4.9696102541490388e-05,7.3756710797902609e-05,5.3189976922767151e-05,6.1664736650024533e-05,0.00021433472474896773,1.6555297379393763e-06,1.5228704885770912e-07
1.005,4.9664067758918279e-05,7.3670437740237915e-05,5.3245571763315265e-05,6.1253811100801003e-05,0.00021646850877306398,1.670793377498669e-06,1.5316818604588338e-07
1.0075,4.9633605694184394e-05,7.3622001770237922e-05,5.3305907324433378e-05,6.0860134917442835e-05,0.00021848485055442866,1.6863419901215047e-06,1.5405523456558321e-07
1.01,4.9604538914385287e-05,7.3615689135199568e-05,5.3370728994746823e-05,6.0482945894593596e-05,0.00022037599961797271,1.702171096117385e-06,1.5493620679477182e-07
1.0125,4.9576678742427959e-05,7.3655388962027082e-05,5.3439886042433096e-05,6.0121552564879285e-05,0.0002221314396762014,1.7183001608724476e-06,1.5582317428591396e-07
1.015,4.954979732204981e-05,7.3744939206920641e-05,5.3512999396226337e-05,5.9775255192516976e-05,0.00022373770692319154,1.7347281744059861e-06,1.5670701056568069e-07
1.0175,4.9523675647112856e-05,7.3887736350322465e-05,5.3589757568978596e-05,5.9443400288840499e-05,0.00022518424766619774,1.7514696872646342e-06,1.5759368428626455e-07
1.02,4.9498019350915252e-05,7.4086796093651716e-05,5.3669865263173784e-05,5.9125378083003233e-05,0.00022646170502279919,1.7685276352085159e-06,1.5847792038413164e-07
1.0225,4.9472584710167643e-05,7.4344643160572318e-05,5.3752908453405082e-05,5.8820599784447832e-05,0.00022755994451341939,1.7859116449812076e-06,1.5935929400930489e-07
1.025,4.9446910035656221e-05,7.4663581217528844e-05,5.3838474857555826e-05,5.8528491313171671e-05,0.00022846835920941992,1.8036366411435579e-06,1.6024408643511731e-07
1.0275,4.9420600316384389e-05,7.504520273412415e-05,5.3926064347433853e-05,5.8248508798200188e-05,0.00022917610240701366,1.8217078230559626e-06,1.6112598600634193e-07
1.03,4.9393394263088905e-05,7.5490690766971642e-05,5.4015130980354645e-05,5.7980148661613805e-05,0.00022967361811045776,1.8401418511536938e-06,1.6201110393362162e-07
1.0325,4.9364957212227461e-05,7.6000631975010685e-05,5.4105116919133878e-05,5.7722905379785528e-05,0.00022995291507213339,1.8589440391626605e-06,1.628930815632218e-07
1.035,4.9334943172127339e-05,7.6574930802734113e-05,5.4195361249388237e-05,5.7476314015308646e-05,0.00023000765873971028,1.8781245707833988e-06,1.637719690528262e-07
1.0375,4.9303095493683428e-05,7.7212612928314852e-05,5.4285412242415903e-05,5.7239917890722426e-05,0.00022983320305971307,1.8977000239482682e-06,1.6465047467129813e-07
1.04,4.9269051415009889e-05,7.7912419960967012e-05,5.4374550524276148e-05,5.7013222481684332e-05,0.00022942656845875459,1.9176795111781439e-06,1.6552259051634328e-07
1.0425,4.9232349356759991e-05,7.8672217420105338e-05,5.4462273228694303e-05,5.6795836018656254e-05,0.00022878656149874323,1.9380837542698425e-06,1.6639136027923246e-07
1.045,4.9192434252849729e-05,7.9488258124725826e-05,5.454766673904616e-05,5.6587407699935056e-05,0.0002279138908135141,1.9589311267073102e-06,1.6725945820755094e-07
1.0475,4.9149075775852742e-05,8.0356108801039156e-05,5.4630122356088867e-05,5.6387517357128676e-05,0.00022681110465776205,1.9802377830833545e-06,1.6812710406193154e-07
1.05,4.9102171900925831e-05,8.1270194764417958e-05,5.4708846884090198e-05,5.6195803647349148e-05,0.0002254828244839832,2.002019971552073e-06,1.6899432446462033e-07
1.0525,4.9051486773133278e-05,8.22242079739721e-05,5.4783213153743524e-05,5.6011899894629899e-05,0.00022393435907807865,2.0242874626744651e-06,1.6985500968808908e-07
1.055,4.8996794953822574e-05,8.3211246073923499e-05,5.4852470991052152e-05,5.5835463278801596e-05,0.00022217084460210871,2.0470565344504944e-06,1.7070920515281681e-07
1.0575,4.8937955761644831e-05,8.4223133535492203e-05,5.4915964493715416e-05,5.5666149568044831e-05,0.00022019722923930459,2.0703566405799604e-06,1.7156571098573565e-07
1.06,4.8874922636405048e-05,8.5251789630389559e-05,5.4972973770148129e-05,5.5503605021281624e-05,0.00021802030536737264,2.0942029054487081e-06,1.7241857052621075e-07
1.0625,4.8807696833407988e-05,8.6288576480418453e-05,5.5022866769383565e-05,5.534752327201276e-05,0.00021564849847244234,2.118619124109165e-06,1.7326816989610052e-07
1.065,4.8736326058418393e-05,8.7324186105184546e-05,5.5065017064460714e-05,5.5197601811144545e-05,0.00021309151502799575,2.1436327028579181e-06,1.7411761559550501e-07
1.0675,4.8660883987269498e-05,8.8349769418633831e-05,5.5098687232655298e-05,5.5053522283328785e-05,0.00021036009360162695,2.1692758785603674e-06,1.7497308831385209e-07
1.07,4.8581491604015709e-05,8.9356218732848392e-05,5.5123296071166296e-05,5.4914951797597622e-05,0.00020746581707004315,2.195567193712002e-06,1.7582601291097376e-07
1.0725,4.8498367840622723e-05,9.0334049877950883e-05,5.5138112146484827e-05,5.4781601398473376e-05,0.00020442098550647539,2.2225377974286682e-06,1.7668289294373949e-07
1.075,4.8411749980967501e-05,9.127463107458077e-05,5.5142977687018131e-05,5.4653210986679828e-05,0.00020123845251162801,2.2502107778903761e-06,1.7754077893187558e-07
1.0775,4.8321988331577007e-05,9.2169186957980772e-05,5.5137043415198354e-05,5.4529485926486839e-05,0.00019793158165574469,2.2786083720723967e-06,1.7839417804236061e-07
1.08,4.8229592118262199e-05,9.3009738759817416e-05,5.5120819289851125e-05,5.4410113097271344e-05,0.0001945141185336854,2.3077735774412948e-06,1.7925543492647552e-07
1.0825,4.813503669615472e-05,9.3788684308406873e-05,5.5094342043491923e-05,5.4294795453786714e-05,0.0001910000638450005,2.3377351493986696e-06,1.8011905921851576e-07
1.085,4.8038790972570641e-05,9.4499606546991403e-05,5.5057457136253207e-05,5.4183305935000999e-05,0.00018740440773719626,2.3685338106160283e-06,1.8099138876963885e-07
1.0875,4.7941384327466391e-05,9.5136220288882749e-05,5.5010589241227944e-05,5.4075348132653713e-05,0.00018374128510701727,2.4001955525461172e-06,1.8186651872951411e-07
1.09,4.7843275999097704e-05,9.5693511148782257e-05,5.4953949497033211e-05,5.3970618318766989e-05,0.00018002475852178502,2.4327515322986814e-06,1.8274532058049421e-07
1.0925,4.774500661132972e-05,9.6166726581081624e-05,5.488782271600622e-05,5.3868885194127952e-05,0.00017626897427918116,2.466234984630013e-06,1.83627831354565e-07
1.095,4.7646847947729418e-05,9.6551704725067193e-05,5.4812776967185356e-05,5.3769843910804078e-05,0.00017248781472524682,2.500686546216719e-06,1.8452008767632813e-07
1.0975,4.7549530360596174e-05,9.6845338853540847e-05,5.4729567455178235e-05,5.3673218804516985e-05,0.00016869483278809119,2.5361303330946813e-06,1.8541334452461687e-07
1.1,4.7453880395488779e-05,9.7045396330733765e-05,5.4638952994355435e-05,5.3578803576795594e-05,0.00016490283669913164,2.5725981797155811e-06,1.8631066181170203e-07
1.1025,4.7360474651700723e-05,9.7150650460860836e-05,5.4541905889493381e-05,5.3486365798292314e-05,0.00016112399870096524,2.6101229996811597e-06,1.8721257195453006e-07
1.105,4.7269787477760318e-05,9.7159990065933435e-05,5.4439483322313695e-05,5.3395491396393431e-05,0.00015737004081652645,2.648753717937428e-06,1.8812464740434768e-07
1.1075,4.7182531770297796e-05,9.7074024499852951e-05,5.4332861291901488e-05,5.3306042335128656e-05,0.00015365174783380292,2.6885321079234712e-06,1.8903821260685276e-07
1.11,4.7099358212769679e-05,9.6894640704591633e-05,5.4223263565058869e-05,5.3217846545317368e-05,0.00014997911431548498,2.7295231978703387e-06,1.8996211147891118e-07
1.1125,4.702075544852857e-05,9.6622890706897247e-05,5.4112004082261445e-05,5.3130637655609739e-05,0.00014636096289836995,2.7717806973979552e-06,1.9089046441675718e-07
1.115,4.694719043740573e-05,9.6263065593798808e-05,5.400060976731635e-05,5.3044202596992794e-05,0.00014280482868341343,2.8153736547597849e-06,1.9182917647098676e-07
1.1175,4.6879179122142509e-05,9.5819021188897613e-05,5.389063759384993e-05,5.2958376583748983e-05,0.00013931727520664349,2.8603619109917657e-06,1.9277513595835673e-07
1.12,4.6817250914435824e-05,9.5294312913805801e-05,5.3783667937842056e-05,5.2872977708390571e-05,0.00013590403785029883,2.9068066285065441e-06,1.9372245693773576e-07
1.1225,4.6761839202588336e-05,9.4694183082464538e-05,5.3681604681049511e-05,5.2787829021302325e-05,0.0001325701160927171,2.9547875770515545e-06,1.9468292170035043e-07
1.125,4.6713415412842388e-05,9.4023529822672759e-05,5.3586158730921614e-05,5.2702808165903927e-05,0.00012931977598583304,3.004363957995243e-06,1.9564470192042309e-07
1.1275,4.6672369601660166e-05,9.3288222089590647e-05,5.3498995584020296e-05,5.2617790125731208e-05,0.00012615661569936187,3.0556167637378372e-06,1.9661661220041812e-07
1.13,4.6638938699225599e-05,9.2494517090352279e-05,5.3421872887115821e-05,5.2532647714688889e-05,0.00012308351138247086,3.1086191122537864e-06,1.9759533162541151e-07
1.1325,4.6613377212467427e-05,9.1649556564787763e-05,5.335666624673837e-05,5.2447340844168978e-05,0.00012010269300598052,3.1634531732533481e-06,1.9858421663625241e-07
1.135,4.6596179564762845e-05,9.0760405177311182e-05,5.3304975084817492e-05,5.2361774552523332e-05,0.00011721572010431824,3.2202016646416133e-06,1.9958301836633538e-07
1.1375,4.6587552153202486e-05,8.983381195371877e-05,5.3268212954344133e-05,5.2275902392526307e-05,0.00011442360913870913,3.2789470500880045e-06,2.0058601412698669e-07
1.14,4.6587251572527898e-05,8.8878125520548042e-05,5.324825648344134e-05,5.218973257600398e-05,0.00011172698106395987,3.3397855905999664e-06,2.0159614083242902e-07
1.1425,4.6595335467615841e-05,8.7901952095280583e-05,5.3246924756965344e-05,5.2103252907111241e-05,0.00010912589246502629,3.4028143679118356e-06,2.026133506982178e-07
1.145,4.6611871791662953e-05,8.6912882683575019e-05,5.3265999217734764e-05,5.2016485966980935e-05,0.00010661989725436045,3.4681383685356752e-06,2.0364074898827829e-07
1.1475,4.6636446304094815e-05,8.5919469068114485e-05,5.330723816328963e-05,5.1929483238188313e-05,0.00010420813568307826,3.5358524279808906e-06,2.0466620401924585e-07
1.15,4.6668816284298281e-05,8.4930979620236819e-05,5.3372494513247757e-05,5.1842316000030785e-05,0.00010188941431753239,3.606080907806975e-06,2.0570237076379403e-07
1.1525,4.6708681555993616e-05,8.395644798324953e-05,5.3463718865553977e-05,5.1755114123899568e-05,9.9662204019244325e-05,3.6789385455591811e-06,2.0674591405288331e-07
1.155,4.6755719302882843e-05,8.3004937218240563e-05,5.3582657166498651e-05,5.1667949923281004e-05,9.7524704100222743e-05,3.7545419821804666e-06,2.0779034950767288e-07
1.1575,4.680946382297515e-05,8.2085541932563208e-05,5.3731188351167275e-05,5.1580986623072301e-05,9.5474877836221114e-05,3.8330333590914668e-06,2.0884793221386834e-07
1.16,4.6869307683123528e-05,8.1207430293573556e-05,5.3911094237338852e-05,5.1494321068567524e-05,9.351046542663944e-05,3.9145377919738888e-06,2.0990964071846547e-07
1.1625,4.693470217184484e-05,8.0380003025743921e-05,5.4124069211451198e-05,5.1408132703297786e-05,9.1629078551937415e-05,3.9991964343726676e-06,2.1097548857950327e-07
1.165,4.7004981185956281e-05,7.9613451488626648e-05,5.4371820793849512e-05,5.1322638002485418e-05,8.9828233198268497e-05,4.0871617644302117e-06,2.1205112180508887e-07
1.1675,4.7079340557879085e-05,7.8917587986827376e-05,5.4656022068728165e-05,5.1238049709634968e-05,8.810530914618185e-05,4.1785782856529989e-06,2.1312747759880466e-07
1.17,4.7156959137431777e-05,7.8301191097423795e-05,5.4978253548131873e-05,5.115454431652455e-05,8.6457630804083287e-05,4.2736117876457116e-06,2.1421379775889106e-07
1.1725,4.7236891757408957e-05,7.77740133352317e-05,5.5340045190673735e-05,5.1072386189128523e-05,8.4882482737862709e-05,4.3724104086223137e-06,2.1530083851456664e-07
1.175,4.7318240265462836e-05,7.7345854955728811e-05,5.5742887395763292e-05,5.0991822470173761e-05,8.3377159755921665e-05,4.4751366941573822e-06,2.1639149072336796e-07
