Physical Time (s),massspec_vol Monitor (N): cv1,massspec_vol Monitor (N): cv2,massspec_vol Monitor (N): cv3,massspec_vol Monitor (N): cv4,massspec_vol Monitor (N): cv5,massspec_vol Monitor (N): cv6,massspec_vol Monitor (N): cv7
1.3925,2.0233490765752335e-12,3.6727728740213459e-12,5.0296457869791029e-12,5.4850769838033102e-12,5.635977584174142e-12,6.4359916769321635e-12,6.4640526011714077e-12
1.395,2.0242616393608593e-12,3.6636899849243216e-12,5.0103527107673178e-12,5.4764688296441237e-12,5.6286476007040007e-12,6.4221756096191075e-12,6.4446071841298916e-12
1.3975,2.0143355455086855e-12,3.6429874723127008e-12,4.9826659196789873e-12,5.461382906724816e-12,5.6150719918015409e-12,6.4060420298275472e-12,6.4210016813221668e-12
1.4,2.0023030936747646e-12,3.6168063633024409e-12,4.9505460766486137e-12,5.4425094247934234e-12,5.5966374920924688e-12,6.3796290357309113e-12,6.3945470998007105e-12
1.4025,2.0022135941467313e-12,3.605097098852835e-12,4.9292545519816328e-12,5.4359862044611385e-12,5.590812982980049e-12,6.3732999148184042e-12,6.3864459539299886e-12
1.405,1.9874694001930767e-12,3.5786012192873776e-12,4.8949508650395947e-12,5.4111465479176512e-12,5.5655998151383143e-12,6.341267938048023e-12,6.363645600175463e-12
1.4075,1.985541678941053e-12,3.565662765893649e-12,4.8740618160825945e-12,5.4019599788982535e-12,5.5554123052650096e-12,6.3325916022569024e-12,6.3521842446461326e-12
1.41,1.9883762257997377e-12,3.552237957181508e-12,4.853449299309644e-12,5.3935255708067313e-12,5.5446525688777496e-12,6.3093187712572587e-12,6.3344045311799741e-12
1.4125,1.9715505946854134e-12,3.5241778032179208e-12,4.8165142910799396e-12,5.3706815886332387e-12,5.5223710703327831e-12,6.2925847599113849e-12,6.3110129516363711e-12
1.415,1.9707972394887818e-12,3.5096427269834304e-12,4.7974548762113663e-12,5.3659828212153863e-12,5.5170135791497775e-12,6.2870622432673821e-12,6.3135987099248863e-12
1.4175,1.9626928969544608e-12,3.4886549941966258e-12,4.7663460714367692e-12,5.3483593415843526e-12,5.5001301916734243e-12,6.266877256493813e-12,6.2825971195697676e-12
1.42,1.9559378560401025e-12,3.4672969271193193e-12,4.7418952572956917e-12,5.3317231990472184e-12,5.4831623895112327e-12,6.243865289768802e-12,6.2717487130104236e-12
1.4225,1.9502449822921262e-12,3.4475544852595841e-12,4.7165076947199813e-12,5.3214344700666205e-12,5.4751670276259837e-12,6.2287198325461814e-12,6.2573111160310074e-12
1.425,1.947495588324404e-12,3.4306081418278229e-12,4.6946648970315801e-12,5.3120555774259678e-12,5.463411644369429e-12,6.2180777980498725e-12,6.262855578741439e-12
1.4275,1.9325140478020265e-12,3.4019122440793333e-12,4.6608216865552883e-12,5.2859078574330054e-12,5.4368846608496992e-12,6.1912476234355225e-12,6.2178065431783095e-12
1.43,1.9265775116764886e-12,3.3854278880140633e-12,4.6393838217186062e-12,5.2753379189583686e-12,5.4286232793374381e-12,6.176890822139771e-12,6.2135262557345043e-12
1.4325,1.9219822794960962e-12,3.3675984406550727e-12,4.6187017818001358e-12,5.2631134896302108e-12,5.4173999486507124e-12,6.1580479353876934e-12,6.1945028145003129e-12
1.435,1.9211916476493772e-12,3.3540150816079108e-12,4.6012799832465993e-12,5.2516504432716572e-12,5.4016543958147672e-12,6.1361955259012919e-12,6.1783592207411583e-12
1.4375,1.9165521360963419e-12,3.3347828724461781e-12,4.5807489318070248e-12,5.2401677075345404e-12,5.3904940128880946e-12,6.1282838807173581e-12,6.1648525465298725e-12
1.44,1.9102994272792058e-12,3.3150473617893127e-12,4.5555916459288445e-12,5.2197638258396442e-12,5.3709114499447609e-12,6.1025340888238159e-12,6.1420650542092288e-12
1.4425,1.8977645771153924e-12,3.2914402860770552e-12,4.5306360574238498e-12,5.2002882746280479e-12,5.3545378722750573e-12,6.0843605295004918e-12,6.1281577269484404e-12
1.445,1.9009747166050046e-12,3.2820103667052084e-12,4.5216924941964569e-12,5.197300606995731e-12,5.347870497390312e-12,6.0708406717637071e-12,6.1173686007600903e-12
1.4475,1.8884722156475349e-12,3.2590674243888887e-12,4.495714894867953e-12,5.1754698036422223e-12,5.3280983521180284e-12,6.0512701950327813e-12,6.0996361137053797e-12
1.45,1.8897030260469817e-12,3.2484550639924665e-12,4.4824664846246891e-12,5.1707308212635212e-12,5.322100542592487e-12,6.0371834097986283e-12,6.0962675815590536e-12
1.4525,1.8853698728282034e-12,3.2313203997860278e-12,4.4599856696166591e-12,5.1490308522653666e-12,5.3065636194320947e-12,6.0225976910601245e-12,6.0883322813526723e-12
1.455,1.8762638056496417e-12,3.2141700923825332e-12,4.4448827695570126e-12,5.1388040602999235e-12,5.2946778582352472e-12,6.0015388797253178e-12,6.0756491128192192e-12
1.4575,1.8678843567942911e-12,3.1960736291146987e-12,4.4266056587224392e-12,5.1215365283887449e-12,5.2696871122659902e-12,5.9760815961754204e-12,6.0478153729062873e-12
1.46,1.8588740882989483e-12,3.1790474330462815e-12,4.4078077904650942e-12,5.1048860100016348e-12,5.2583711478415406e-12,5.95473315837484e-12,6.0175424500103693e-12
1.4625,1.8582989376585926e-12,3.1683072045147722e-12,4.392912339601304e-12,5.0921002773900692e-12,5.2475791826730191e-12,5.9342397062051178e-12,6.0113936080104029e-12
1.465,1.8502808847352386e-12,3.1515619557567835e-12,4.3752224079644094e-12,5.0805497715260079e-12,5.2344509179007053e-12,5.9244838002241659e-12,6.0101780592947901e-12
1.4675,1.8429429716517792e-12,3.1351941328321068e-12,4.3573910952152219e-12,5.0586931740454424e-12,5.211762266862669e-12,5.8908457278233432e-12,5.9685197729246894e-12
1.47,1.8382523618615013e-12,3.1239023739739069e-12,4.3486361095509457e-12,5.0538841888675209e-12,5.2073824441663606e-12,5.879615889367353e-12,5.9685312317531511e-12
1.4725,1.8433725965652742e-12,3.1219262590930063e-12,4.3452213092645803e-12,5.051417531082371e-12,5.2040323266887192e-12,5.8686994577400755e-12,5.9509936253807765e-12
1.475,1.8276652051538676e-12,3.0981985182642285e-12,4.3179968146239108e-12,5.0207224883865242e-12,5.1774577916319384e-12,5.8442229490653109e-12,5.9432423198763295e-12
1.4775,1.8245624733656336e-12,3.0881919586988574e-12,4.3058776306907498e-12,5.0131566058006635e-12,5.1676287630743783e-12,5.8226194494499529e-12,5.9127607544934603e-12
1.48,1.8204099476875365e-12,3.0789360614331042e-12,4.297063053484815e-12,5.0003565117556836e-12,5.1600647384221283e-12,5.8097699028824952e-12,5.8990118381620666e-12
1.4825,1.8121354693319595e-12,3.0647677591082368e-12,4.2775470881781686e-12,4.9807532478359893e-12,5.1413560873224195e-12,5.787570671774436e-12,5.9006766220731045e-12
1.485,1.8134208371919976e-12,3.0593722058814522e-12,4.2731133298977801e-12,4.9745160874053822e-12,5.1365913160977445e-12,5.7753133158966543e-12,5.8823777048472938e-12
1.4875,1.797313528340477e-12,3.0402098853341531e-12,4.2496831106219534e-12,4.9496224360455445e-12,5.1105351796212596e-12,5.7433625739359591e-12,5.8653954821862288e-12
1.49,1.8009170779316685e-12,3.0393483717975854e-12,4.2490918822427142e-12,4.9493233108624308e-12,5.1114431837846929e-12,5.7310350811025183e-12,5.8592051151474942e-12
1.4925,1.7918824014358618e-12,3.0259980015728273e-12,4.2315671011158209e-12,4.9291069004006915e-12,5.0911225134532433e-12,5.7074846552247709e-12,5.8438333795773264e-12
1.495,1.7816484490416379e-12,3.0105327005201908e-12,4.2127460368239381e-12,4.9072504780699621e-12,5.0698869483270855e-12,5.6815645552755383e-12,5.8229173570620566e-12
1.4975,1.7747306479145618e-12,3.0004122063492811e-12,4.2002071528603767e-12,4.892959011939983e-12,5.0590329566330747e-12,5.668843304764857e-12,5.807661037098036e-12
1.5,1.7635255711590459e-12,2.9862019468342419e-12,4.1828339786357469e-12,4.8742391625790733e-12,5.0424728432521292e-12,5.6437899485065493e-12,5.7742133065746728e-12
1.5025,1.7678890706297662e-12,2.9883165989655557e-12,4.1800968786524424e-12,4.8701564218205276e-12,5.037175441242747e-12,5.6316394540087391e-12,5.7882099829090753e-12
1.505,1.7525587492849658e-12,2.9675297854497204e-12,4.1612519596433675e-12,4.8506962212888713e-12,5.0198569836462942e-12,5.6076124225930914e-12,5.765194504632208e-12
1.5075,1.7569957469532818e-12,2.9700284643102064e-12,4.1556699575668307e-12,4.8435735063584818e-12,5.0189602501353474e-12,5.5988025058408521e-12,5.7652388572445701e-12
1.51,1.751906551766449e-12,2.9617553629973757e-12,4.1443289688354003e-12,4.8278894932008703e-12,5.0029150913619765e-12,5.5801289245177159e-12,5.7492161499502789e-12
1.5125,1.7429283334231555e-12,2.9483699643172688e-12,4.1231503384016245e-12,4.8089565200321699e-12,4.9846102091212388e-12,5.5490111238834417e-12,5.7184190717401402e-12
1.515,1.734096720248478e-12,2.9392937857769148e-12,4.1062254583930654e-12,4.7936871348712442e-12,4.9729986274884848e-12,5.540257149396823e-12,5.7165300295522593e-12
1.5175,1.7281440824248764e-12,2.9303149300075477e-12,4.0905638994385299e-12,4.7784838418001334e-12,4.961500594215514e-12,5.5120665295968151e-12,5.6908432271143026e-12
1.52,1.7220969052707441e-12,2.9210761933671744e-12,4.0772151046769352e-12,4.7670582788509433e-12,4.9496948791183292e-12,5.4932381234100953e-12,5.6837007451814643e-12
1.5225,1.7067161185142541e-12,2.9025447518336512e-12,4.0445949173109711e-12,4.7331376244458128e-12,4.9241814357951054e-12,5.4582102386253188e-12,5.6443099145705742e-12
1.525,1.7004934653415519e-12,2.8901723201503985e-12,4.0274099753566971e-12,4.7228562971357129e-12,4.9146069203921226e-12,5.4445098281126266e-12,5.650486181196069e-12
1.5275,1.7028037839409867e-12,2.8891739768708913e-12,4.0133012748580701e-12,4.7164244432597947e-12,4.9101783742550765e-12,5.4286355369057382e-12,5.6470078978449798e-12
1.53,1.6954256536383976e-12,2.8813841195211643e-12,3.9929107410857983e-12,4.7000106030158014e-12,4.8976355536797881e-12,5.4044340286155597e-12,5.6249687089829452e-12
1.5325,1.6876176150676337e-12,2.8675505951304473e-12,3.9682630665859286e-12,4.6866210650365682e-12,4.8863665067946683e-12,5.3899714664213445e-12,5.6222670087618274e-12
1.535,1.674495514044801e-12,2.8490049498877015e-12,3.9346124579976068e-12,4.6617852070285195e-12,4.8613553321332247e-12,5.358444010915556e-12,5.5873344819778456e-12
1.5375,1.6684565896107252e-12,2.8345429676425135e-12,3.9026628405801963e-12,4.6387656561335228e-12,4.8427866714949658e-12,5.3347134033296228e-12,5.5750870589249663e-12
1.54,1.6613965334884093e-12,2.820541925691636e-12,3.8776905038596313e-12,4.6249592860344206e-12,4.8324666344716889e-12,5.3151299527476231e-12,5.5700166886873073e-12
1.5425,1.6609812042124588e-12,2.8146142682169262e-12,3.8594948171585654e-12,4.6186579268587161e-12,4.8263474139765429e-12,5.3008411155836446e-12,5.5596789954619904e-12
1.545,1.6553826321827361e-12,2.8008435002264629e-12,3.8297636229697455e-12,4.6055271210709531e-12,4.8190867085447833e-12,5.2850207824918161e-12,5.5569692683068688e-12
1.5475,1.6481400559136096e-12,2.7850956200180659e-12,3.8019560884142053e-12,4.5891168739890847e-12,4.8011099888911145e-12,5.261993464607421e-12,5.5434612445130668e-12
1.55,1.6401619623647189e-12,2.7697878068210214e-12,3.7703105825417856e-12,4.574783960555213e-12,4.7884071381158446e-12,5.2468951633293352e-12,5.5255133382406234e-12
1.5525,1.6379927050685501e-12,2.7575664874868208e-12,3.7458059259888409e-12,4.5615194613317991e-12,4.7760253682008597e-12,5.2153751983852909e-12,5.4960352423442586e-12
1.555,1.6343060580980866e-12,2.7440931702700598e-12,3.7224438365072211e-12,4.5536652389806594e-12,4.7712013674600271e-12,5.2116277185789725e-12,5.5080749363866904e-12
1.5575,1.6269705110601275e-12,2.7257739520342414e-12,3.6895597438853445e-12,4.5324233066097758e-12,4.7527147208180104e-12,5.1797944030802487e-12,5.4751042985199376e-12
1.56,1.6235780099762652e-12,2.7108064760824533e-12,3.6642908526813007e-12,4.5190292123978956e-12,4.7376586085084705e-12,5.167595111244637e-12,5.4726512335143215e-12
1.5625,1.615464863532964e-12,2.6935878145965527e-12,3.6369000697415842e-12,4.503205408425263e-12,4.7251769985781256e-12,5.1424676963313238e-12,5.4481667021646181e-12
1.565,1.6057927086924161e-12,2.6711158839871337e-12,3.6089108231214671e-12,4.4885726505117837e-12,4.7081906291870517e-12,5.1142645860052886e-12,5.4171308838911872e-12
1.5675,1.611610689665261e-12,2.6672619071777713e-12,3.5957741936312842e-12,4.4804851075170386e-12,4.7060239033773368e-12,5.0999030077780894e-12,5.4237148233771998e-12
1.57,1.6033329806662388e-12,2.6463750863639917e-12,3.5648854121985601e-12,4.4619180831463377e-12,4.690158148295035e-12,5.0783632270436341e-12,5.4009399811024226e-12
1.5725,1.603385664392215e-12,2.6361158821698932e-12,3.5499701046527251e-12,4.4564026514829452e-12,4.6859556880429721e-12,5.0700555204185953e-12,5.3949376342903844e-12
1.575,1.5927857423000096e-12,2.6138999585119736e-12,3.5230382563714799e-12,4.4384626976032167e-12,4.6701893173591335e-12,5.0436757602262208e-12,5.3850877606194408e-12
1.5775,1.5833195580969955e-12,2.5935157822381511e-12,3.498270665029014e-12,4.4210947342924949e-12,4.6509898947923779e-12,5.0260523931620381e-12,5.3792361589944585e-12
1.58,1.5831132133101513e-12,2.5810155903367134e-12,3.4833965094393823e-12,4.4120601523492044e-12,4.6426756828179115e-12,5.0056673363190649e-12,5.3639572728119309e-12
1.5825,1.575198363591333e-12,2.5634682714548723e-12,3.4637507420077887e-12,4.3987033813189249e-12,4.6301276966168245e-12,4.9897528619729909e-12,5.356418729514816e-12
1.585,1.5802594097238256e-12,2.5589906509070752e-12,3.4570652071198081e-12,4.3966431640272682e-12,4.6293578426263742e-12,4.9859645178802736e-12,5.3504789678724931e-12
1.5875,1.5670919754332123e-12,2.5367704980335891e-12,3.4312525009056858e-12,4.3710910544990345e-12,4.6096859696250995e-12,4.9605645499502466e-12,5.3278695362132892e-12
1.59,1.5604647026084734e-12,2.5207227790459817e-12,3.4175285131444062e-12,4.3612184177252694e-12,4.5918403917355656e-12,4.93570766901627e-12,5.3077488111531807e-12
1.5925,1.5542624524898983e-12,2.5038772856597106e-12,3.3953403204413371e-12,4.3477464201454994e-12,4.5760491830102418e-12,4.9062876266674951e-12,5.2924666387104266e-12
1.595,1.5551968793985663e-12,2.4952506720331498e-12,3.3869443816188491e-12,4.334364275579231e-12,4.5663132243415259e-12,4.8895629202122957e-12,5.2781124577312317e-12
1.5975,1.5479375896560077e-12,2.4799103259437903e-12,3.3741926347797827e-12,4.3260940319978261e-12,4.5578729578428749e-12,4.8883878992437149e-12,5.2715354168738667e-12
1.6,1.5369195734265791e-12,2.4622509023605037e-12,3.3526668834932808e-12,4.3095949059033784e-12,4.5431345154763599e-12,4.860455441643888e-12,5.241152783549932e-12
1.6025,1.5348748552133754e-12,2.4526070466866658e-12,3.3414352481214216e-12,4.2976886234223518e-12,4.5299974951026898e-12,4.842912233589036e-12,5.2392571992698827e-12
1.605,1.5417766731495732e-12,2.451797206744603e-12,3.3423951560998435e-12,4.2949007976525429e-12,4.5288417135767138e-12,4.8316260229588812e-12,5.2321383435766293e-12
1.6075,1.5315710159002785e-12,2.435005315527287e-12,3.3263055005350393e-12,4.281621025271156e-12,4.514281806115254e-12,4.8114152234952754e-12,5.2181100119912983e-12
1.61,1.531868392573167e-12,2.4292220073525455e-12,3.320345069247879e-12,4.27361297813727e-12,4.504053427443647e-12,4.8017254677501462e-12,5.2077688230701491e-12
1.6125,1.523305045363678e-12,2.4177792515022482e-12,3.3083744714461111e-12,4.262306261663956e-12,4.4975542672112819e-12,4.7902566814950698e-12,5.1971556634894126e-12
1.615,1.5256489467264693e-12,2.4137036732653609e-12,3.3011678913729523e-12,4.2478867905330679e-12,4.4842348218832672e-12,4.773438926000721e-12,5.1921241317921523e-12
1.6175,1.5061860238304918e-12,2.3890753817952196e-12,3.2765033070505502e-12,4.2216325378574207e-12,4.4612252090811575e-12,4.7494221654632916e-12,5.165034281385295e-12
1.62,1.5104467157561135e-12,2.3883232300451877e-12,3.2753150969138241e-12,4.2104590887547107e-12,4.4521716822244708e-12,4.7307869459243888e-12,5.1545205916282303e-12
1.6225,1.4972316420416596e-12,2.3718078888665619e-12,3.2589910947389882e-12,4.1982522684074762e-12,4.4450767982216583e-12,4.7289381865731054e-12,5.1552113411643957e-12
1.625,1.5012359844312242e-12,2.3716340537398625e-12,3.2571671116083848e-12,4.1901841813657342e-12,4.4370557800677936e-12,4.7179764076886866e-12,5.1416513518782812e-12
1.6275,1.4920587475462548e-12,2.3600708968708482e-12,3.2467272518757434e-12,4.1733927205373321e-12,4.4218609659044998e-12,4.6905857503907371e-12,5.1208668158617912e-12
1.63,1.4859809593603244e-12,2.3526990003735735e-12,3.2366145649203924e-12,4.1577614314743978e-12,4.4097980163384558e-12,4.6796889156324583e-12,5.1110509522691849e-12
1.6325,1.4841548448430892e-12,2.3474120503558657e-12,3.2290915097499132e-12,4.142556455964383e-12,4.4011479031123148e-12,4.6711036749338965e-12,5.099936115176344e-12
1.635,1.4762564351973967e-12,2.3378505782976796e-12,3.2205242732966333e-12,4.1271086402350378e-12,4.3897560910804091e-12,4.6488992314507479e-12,5.0660439327828001e-12
1.6375,1.4678550523030967e-12,2.3274940424640952e-12,3.2068064993264671e-12,4.1043077663986475e-12,4.3682500407810128e-12,4.6312305203285602e-12,5.0723633971247306e-12
1.64,1.4619270307978558e-12,2.3194645003613956e-12,3.196955479654744e-12,4.0827548833944762e-12,4.3571337318145843e-12,4.6127826791042735e-12,5.0576798196647632e-12
1.6425,1.4600624684701211e-12,2.3170056081852821e-12,3.1904630482804788e-12,4.0714241597105463e-12,4.3545046508313383e-12,4.6121474508426842e-12,5.0643564432544552e-12
1.645,1.4508422283207775e-12,2.3048630890896926e-12,3.1810475857625236e-12,4.0539440829169032e-12,4.3457039084617949e-12,4.603981926093327e-12,5.047893569292639e-12
1.6475,1.4559795005300686e-12,2.3110639134255924e-12,3.1814873935234889e-12,4.0381474777505442e-12,4.3376059544079686e-12,4.5888701422219933e-12,5.035897054814559e-12
1.65,1.4390119747169322e-12,2.2934504638114568e-12,3.1643643809539578e-12,4.0142143908240724e-12,4.3253306594547532e-12,4.574603817888726e-12,5.0183656849599267e-12
1.6525,1.4414781282638735e-12,2.2937193319205768e-12,3.1595034568137464e-12,3.9914110505145508e-12,4.3116604863573462e-12,4.5530748687135486e-12,5.0160958253722878e-12
1.655,1.4325705283576353e-12,2.2853066934945046e-12,3.1487093526139867e-12,3.9733408665274053e-12,4.3026004195136924e-12,4.5502006842739751e-12,5.0076316921609583e-12
1.6575,1.426789124670403e-12,2.2793819595945708e-12,3.1393691558136456e-12,3.9513805402822414e-12,4.2935954491193903e-12,4.5409916164530644e-12,5.0031231704445932e-12
1.66,1.4180086771745132e-12,2.2708025845678635e-12,3.1295376954239241e-12,3.9290305252572844e-12,4.2802325755111957e-12,4.5191415135131074e-12,4.9746359401520586e-12
1.6625,1.4105532092900119e-12,2.2620137675770106e-12,3.1122307785606708e-12,3.8993611146312267e-12,4.2618207805652907e-12,4.5033182349610519e-12,4.9499092931772671e-12
1.665,1.4057153229617604e-12,2.2581526445306357e-12,3.1046145088798628e-12,3.880775242477006e-12,4.2576063993859933e-12,4.4933004790577273e-12,4.9562512848308622e-12
1.6675,1.4025189813031843e-12,2.2547792624360351e-12,3.0962837704538856e-12,3.863391087440968e-12,4.252944329876686e-12,4.4872832955725393e-12,4.9335612914086632e-12
1.67,1.4032265408483624e-12,2.2524470902100409e-12,3.0839336536930923e-12,3.8418262615601559e-12,4.2409526078300726e-12,4.4750553493126734e-12,4.9298848706381894e-12
1.6725,1.3956674323901196e-12,2.2431861535601903e-12,3.070410405872817e-12,3.816617852216636e-12,4.2247820615594755e-12,4.4624113060655677e-12,4.9297481580749115e-12
1.675,1.3893412228442863e-12,2.2367047837518494e-12,3.0573983356937071e-12,3.7995286343530153e-12,4.2186609412145012e-12,4.4443207994970147e-12,4.8942421063244937e-12
1.6775,1.3902816393350391e-12,2.2331062541111557e-12,3.0450044253766065e-12,3.7890076502495295e-12,4.2214051090634223e-12,4.4456702574229998e-12,4.9075981310968473e-12
1.68,1.3716292695911123e-12,2.2119948881389531e-12,3.0163255181724837e-12,3.7569859302785588e-12,4.1956288846348359e-12,4.423304581023844e-12,4.8821116032218138e-12
1.6825,1.3686294705852002e-12,2.2066439201371217e-12,3.0008070049555465e-12,3.7377110283701584e-12,4.187781433245822e-12,4.4125995261850167e-12,4.864000436140658e-12
1.685,1.3647705017998583e-12,2.1985434450715234e-12,2.9811796583389671e-12,3.714177783121864e-12,4.17076236549943e-12,4.3920108227983736e-12,4.8478308062811092e-12
1.6875,1.3550167844295625e-12,2.1827612143402892e-12,2.9511235223198351e-12,3.6893682189233966e-12,4.1525581240428922e-12,4.3823821278670425e-12,4.8511215506823652e-12
1.69,1.3593874580368138e-12,2.1824561517449203e-12,2.9431940370209712e-12,3.68722926017149e-12,4.1573902766104206e-12,4.3802501013912266e-12,4.8308687621445414e-12
1.6925,1.3562590499985524e-12,2.1727856877299142e-12,2.9230392481582339e-12,3.6700936963989551e-12,4.148434949695219e-12,4.3773776828817286e-12,4.8322898135963997e-12
1.695,1.3429116147177432e-12,2.1535320150623446e-12,2.8930841064652691e-12,3.6503255630732549e-12,4.1381743342340038e-12,4.3648722406613747e-12,4.8268540576365808e-12
1.6975,1.3369227970392511e-12,2.1392938624653393e-12,2.8686515468509565e-12,3.628066456723956e-12,4.1238316483487661e-12,4.3419125408089122e-12,4.7917092899100218e-12
1.7,1.3365539256704352e-12,2.132672652403311e-12,2.8528549502907038e-12,3.6223263891463765e-12,4.1173479409030683e-12,4.3348169935026059e-12,4.795084471530697e-12
1.7025,1.329524520393257e-12,2.1165750403890275e-12,2.8284610085587005e-12,3.599790947261468e-12,4.1051059732747635e-12,4.327188007265868e-12,4.7883131454360746e-12
1.705,1.3233396478869414e-12,2.1042406157016869e-12,2.8053410253618027e-12,3.583282328873174e-12,4.0929159785511441e-12,4.3094797658689634e-12,4.7719779694367577e-12
1.7075,1.3245082197330657e-12,2.094212772056888e-12,2.7884959133278791e-12,3.5784540785093839e-12,4.093830752275944e-12,4.3121334651318618e-12,4.7760814274547966e-12
1.71,1.3222847029434733e-12,2.0820123318997252e-12,2.7719719587377304e-12,3.5664800293212032e-12,4.0812768941671181e-12,4.2973151292034226e-12,4.7612050462761307e-12
1.7125,1.311074943117412e-12,2.0644464388236381e-12,2.7441480762121806e-12,3.5390093264502289e-12,4.0585645959312903e-12,4.2733674731878247e-12,4.7394532558932279e-12
1.715,1.3113206276541331e-12,2.0539307245913109e-12,2.7324432209949424e-12,3.5383483257199028e-12,4.0576876441391052e-12,4.2845763041565355e-12,4.7445356236605367e-12
1.7175,1.3050690978506127e-12,2.040049473630817e-12,2.7141298643008629e-12,3.5196352532274833e-12,4.0425044485626432e-12,4.2615384907879048e-12,4.7229601173934155e-12
1.72,1.3049278605451009e-12,2.0300597620344983e-12,2.7012907918306998e-12,3.5142051801727371e-12,4.0412117090095863e-12,4.2593910569703658e-12,4.7393021182695543e-12
1.7225,1.2994190397224525e-12,2.0167151308651992e-12,2.683656074122937e-12,3.4974077191644593e-12,4.023508922881781e-12,4.2430397428818619e-12,4.7056362191913895e-12
1.725,1.2954761778148412e-12,2.0022954197878274e-12,2.6677445486033499e-12,3.4846054542924343e-12,4.0104029413981004e-12,4.2260575595589832e-12,4.6921388045797525e-12
1.7275,1.2944718156058815e-12,1.9924430789191616e-12,2.6569974030130892e-12,3.4757005279058311e-12,4.0027370295984035e-12,4.219663561429736e-12,4.6825846511974088e-12
1.73,1.2951269458374248e-12,1.9849239273121712e-12,2.6475184328047899e-12,3.4696488276678368e-12,3.998746127911426e-12,4.2182526984929913e-12,4.6825599132903268e-12
1.7325,1.2789281744778417e-12,1.9609640274710188e-12,2.6262408406635926e-12,3.4461644142031766e-12,3.9759704007687859e-12,4.1904572607414681e-12,4.6439571838774771e-12
1.735,1.2781517929397218e-12,1.9559611626942997e-12,2.6166000483372999e-12,3.4381359611438958e-12,3.9662819923105616e-12,4.1880578725551108e-12,4.6493491524269355e-12
1.7375,1.2785772163908835e-12,1.9486042875753187e-12,2.6082125004386118e-12,3.4304934735151367e-12,3.9608192736253321e-12,4.1826558009479678e-12,4.6511507131463823e-12
1.74,1.272010878519889e-12,1.9338087083174229e-12,2.5959018312486327e-12,3.4177281142485135e-12,3.9444607689228757e-12,4.1669828326334191e-12,4.6294203253222111e-12
1.7425,1.2668585019299558e-12,1.9265766766129886e-12,2.5875669435311377e-12,3.405141750230619e-12,3.9313924765633412e-12,4.1538702396058e-12,4.6059102844820508e-12
1.745,1.2647374966144605e-12,1.9213233816999583e-12,2.5805897186095668e-12,3.4021692706255436e-12,3.927813450687736e-12,4.1483343235513568e-12,4.6089007063432009e-12
1.7475,1.2628419063657578e-12,1.9127620240874247e-12,2.5748690528310492e-12,3.3919551620561857e-12,3.915956293499054e-12,4.1372321816893771e-12,4.5975184385366188e-12
1.75,1.2543188665925567e-12,1.9004635165530802e-12,2.5613199062674544e-12,3.3807959613283713e-12,3.906573272704465e-12,4.1229764674923386e-12,4.5791112852797711e-12
1.7525,1.2539078284674814e-12,1.8961386517512323e-12,2.5567052906344345e-12,3.3739874260684451e-12,3.8988785634615038e-12,4.1163893119902689e-12,4.573558203468348e-12
1.755,1.2507812176748528e-12,1.8888161636061633e-12,2.5530496521321236e-12,3.3716099069069912e-12,3.8946783325597385e-12,4.116397429702953e-12,4.5704185893646927e-12
1.7575,1.2424863295156401e-12,1.8780781012701537e-12,2.5405847590586762e-12,3.3488974990926263e-12,3.867829205041951e-12,4.0929895271626508e-12,4.5590263787610918e-12
1.76,1.2443469601438886e-12,1.8767643502303612e-12,2.5376630424741945e-12,3.340814981544915e-12,3.8619798615036597e-12,4.0877648465122635e-12,4.5585931189434341e-12
1.7625,1.2377040437513345e-12,1.8712505595034438e-12,2.5378115467258109e-12,3.3403965915354626e-12,3.8598056817233412e-12,4.0859424443602657e-12,4.5531085751354623e-12
1.765,1.2333849366150082e-12,1.8660390199679924e-12,2.5280854202020945e-12,3.3246871449947289e-12,3.844582439269849e-12,4.0768074261619553e-12,4.5349225343748903e-12
1.7675,1.2264814415225521e-12,1.8571185293101821e-12,2.5185329418122802e-12,3.3103563034993625e-12,3.8339013292752333e-12,4.060478607515579e-12,4.5385370762624918e-12
1.77,1.2288667615231239e-12,1.8572992841952286e-12,2.5173015227575039e-12,3.3014200683226297e-12,3.8267122678200061e-12,4.0624300174242321e-12,4.5266367760589212e-12
1.7725,1.2212830010512946e-12,1.8499705062306761e-12,2.5075782121613433e-12,3.2874231507416235e-12,3.8137589469722971e-12,4.0471362578376497e-12,4.5060027011607633e-12
1.775,1.2111727375570098e-12,1.8400973332686964e-12,2.4999324564458134e-12,3.2750650228340454e-12,3.8021265193251901e-12,4.0364805876679073e-12,4.491905957795084e-12
1.7775,1.2095579585949863e-12,1.8378477652702265e-12,2.4942173352136618e-12,3.2585014001335968e-12,3.7877330234260407e-12,4.0229037807318264e-12,4.4817414245906795e-12
1.78,1.2078940418292908e-12,1.836217916012652e-12,2.4908316468818158e-12,3.2457216057949795e-12,3.7750888022985547e-12,4.0090425402397509e-12,4.4772161937946033e-12
1.7825,1.2067590357633562e-12,1.8365879063720158e-12,2.4927485228142978e-12,3.2388207363782241e-12,3.7775930807949071e-12,4.0143613110236662e-12,4.4712446464074977e-12
1.785,1.2004575027195292e-12,1.831640118777811e-12,2.4833881856489533e-12,3.221767458981244e-12,3.7614469583826436e-12,4.0040940748933208e-12,4.4658330059111687e-12
