Physical Time (s),enth_flux_viscous_top Monitor (kg-m/s^3): top_cv1,enth_flux_viscous_top Monitor (kg-m/s^3): top_cv2,enth_flux_viscous_top Monitor (kg-m/s^3): top_cv3,enth_flux_viscous_top Monitor (kg-m/s^3): top_cv4,enth_flux_viscous_top Monitor (kg-m/s^3): top_cv5,enth_flux_viscous_top Monitor (kg-m/s^3): top_cv6,enth_flux_viscous_top Monitor (kg-m/s^3): top_cv7
5.4175,2.0767629469009048e-09,2.444488553303687e-09,2.6394186228952124e-09,2.8342224249062607e-09,3.1723589195798503e-09,3.9539115694892431e-09,4.7194112487786433e-09
5.42,2.0773175685801459e-09,2.445069386469008e-09,2.6402745760648456e-09,2.8347608383598694e-09,3.1725960451427776e-09,3.953566231392535e-09,4.7187443176134433e-09
5.4225,2.0780479013924792e-09,2.4458621984241018e-09,2.6413891657126132e-09,2.8355274747774132e-09,3.1730266923203559e-09,3.9533672401606249e-09,4.7181692769312486e-09
5.425,2.0789554027118825e-09,2.4468683640693899e-09,2.6427625914048565e-09,2.8365237847225717e-09,3.1736530734357843e-09,3.9533179168918267e-09,4.7176918486268585e-09
5.4275,2.0800400019218311e-09,2.4480875145629535e-09,2.6443903735819588e-09,2.8377465889682857e-09,3.1744732347665541e-09,3.9534181526260015e-09,4.7173152379584743e-09
5.43,2.0813012071718402e-09,2.4495187461322557e-09,2.6462697231158849e-09,2.8391939393134651e-09,3.1754871533184196e-09,3.9536706991608595e-09,4.7170455848510968e-09
5.4325,2.0827370374029811e-09,2.4511594373197731e-09,2.6483980194896518e-09,2.8408643083201968e-09,3.1766949333382403e-09,3.954078863341638e-09,4.7168897162228231e-09
5.435,2.0843452356703572e-09,2.4530064578837725e-09,2.650767218028149e-09,2.8427501115156991e-09,3.1780902402695512e-09,3.9546404549595351e-09,4.7168488988759244e-09
5.4375,2.0861220214332225e-09,2.4550549176993097e-09,2.6533715307885892e-09,2.844846440737611e-09,3.1796685769725371e-09,3.9553544103531763e-09,4.7169250178580099e-09
5.44,2.0880630562830051e-09,2.4572994580697875e-09,2.6562053715603564e-09,2.8471490045652153e-09,3.1814268348612801e-09,3.9562206437957558e-09,4.7171206164038888e-09
5.4425,2.0901629496571761e-09,2.4597334760328388e-09,2.659256543252071e-09,2.849648642016573e-09,3.1833576992975906e-09,3.9572344530426157e-09,4.7174333466068623e-09
5.445,2.0924152505963524e-09,2.4623487202476227e-09,2.662514417760229e-09,2.8523374317991129e-09,3.1854556022365786e-09,3.9583936294064448e-09,4.7178648357191854e-09
5.4475,2.0948125596121238e-09,2.4651356320517088e-09,2.6659653517661764e-09,2.8552034114927325e-09,3.1877109320740584e-09,3.9596914574170908e-09,4.718412584278169e-09
5.45,2.0973461491631298e-09,2.4680835014676962e-09,2.6695927882016638e-09,2.8582318831105185e-09,3.190110977193959e-09,3.9611177871792905e-09,4.7190690672000268e-09
5.4525,2.1000059443295884e-09,2.4711801589303504e-09,2.6733844233747732e-09,2.8614107332279376e-09,3.1926454889123523e-09,3.9626655106784878e-09,4.7198301037155049e-09
5.455,2.1027810544787438e-09,2.4744123903731648e-09,2.6773216180414698e-09,2.8647217067825602e-09,3.1952985694404404e-09,3.9643222126384364e-09,4.7206882912072542e-09
5.4575,2.1056591735814102e-09,2.4777654674984273e-09,2.681386325475803e-09,2.8681487453865654e-09,3.198055753881554e-09,3.9660770910588413e-09,4.7216380068416733e-09
5.46,2.1086272649088506e-09,2.4812240629871416e-09,2.6855629666508336e-09,2.8716789263529091e-09,3.2009066217543315e-09,3.967922931368156e-09,4.7226761076301783e-09
5.4625,2.1116716379319482e-09,2.4847725613242522e-09,2.6898302772713103e-09,2.8752940907104945e-09,3.2038355602702412e-09,3.969847685000492e-09,4.7237944048728569e-09
5.465,2.1147783912550448e-09,2.4883949582143157e-09,2.6941713325827266e-09,2.8789791929842383e-09,3.2068292945431953e-09,3.9718420194693592e-09,4.7249859198689459e-09
5.4675,2.1179331717140615e-09,2.4920745037198956e-09,2.6985660110870521e-09,2.8827155273565312e-09,3.2098702914260842e-09,3.9738914536398237e-09,4.7262378357212018e-09
5.47,2.121121021567433e-09,2.4957935488638129e-09,2.7029920483389128e-09,2.8864828074018117e-09,3.2129404285927817e-09,3.9759802327273941e-09,4.7275372815124132e-09
5.4725,2.1243262433296349e-09,2.4995335325703874e-09,2.7074297885109249e-09,2.8902632226993465e-09,3.2160241594864141e-09,3.9780940096281965e-09,4.7288734328815848e-09
5.475,2.127532748037189e-09,2.5032756985058206e-09,2.711855965732922e-09,2.8940361921038593e-09,3.2191029094714272e-09,3.9802154762204094e-09,4.7302325641059959e-09
5.4775,2.1307243139052692e-09,2.5070014649267002e-09,2.7162488703508012e-09,2.8977833777459015e-09,3.2221610354135983e-09,3.9823326603479251e-09,4.7316063427169609e-09
5.48,2.1338849391999999e-09,2.5106925422068938e-09,2.7205900602061519e-09,2.9014890883772147e-09,3.2251862225577688e-09,3.9844374596452675e-09,4.7329896627243582e-09
5.4825,2.136998498412654e-09,2.5143305053183562e-09,2.7248565540878118e-09,2.905132609942612e-09,3.2281611639380389e-09,3.986516190230595e-09,4.7343709773920111e-09
5.485,2.1400492424809436e-09,2.5178972143745918e-09,2.7290272243684137e-09,2.9086948638822286e-09,3.2310691025728148e-09,3.9885545031222251e-09,4.7357378191207168e-09
5.4875,2.1430212798853621e-09,2.521374195214668e-09,2.7330835995116894e-09,2.9121593264068301e-09,3.2338948727837484e-09,3.9905392668109689e-09,4.7370784321138817e-09
5.49,2.1458988463854724e-09,2.5247430495933392e-09,2.7370038302526696e-09,2.915505931335619e-09,3.2366196535384047e-09,3.992454255666209e-09,4.7383780357827841e-09
5.4925,2.1486667060162657e-09,2.5279860825897234e-09,2.7407668064771671e-09,2.9187160468805133e-09,3.2392263542180961e-09,3.9942852674918392e-09,4.7396241401888694e-09
5.495,2.1513103616895801e-09,2.5310866526386011e-09,2.7443533339181487e-09,2.9217737055200482e-09,3.2417022625551545e-09,3.9960227937363333e-09,4.7408101108399107e-09
5.4975,2.1538160455601584e-09,2.5340291774634625e-09,2.7477478062169657e-09,2.9246664965709374e-09,3.2440384930440081e-09,3.9976605583086212e-09,4.7419320295117349e-09
5.5,2.1561704929763376e-09,2.5367985612841879e-09,2.7509312233093066e-09,2.927376108035619e-09,3.24621909438036e-09,3.9991849204804437e-09,4.7429776914070213e-09
5.5025,2.1583614182065212e-09,2.5393806184016218e-09,2.7538875878072324e-09,2.9298882106334162e-09,3.2482312932802805e-09,4.0005851486758822e-09,4.7439374659648324e-09
5.505,2.1603770775690979e-09,2.5417618475409243e-09,2.7566028546093368e-09,2.9321915188572055e-09,3.2500651369249871e-09,4.0018530604372445e-09,4.7448040118272509e-09
5.5075,2.1622072181810234e-09,2.5439305475446588e-09,2.7590649643654072e-09,2.9342760802547305e-09,3.2517112941736406e-09,4.0029803413685828e-09,4.7455704356405246e-09
5.51,2.163842896819469e-09,2.5458764824914249e-09,2.761263722820341e-09,2.9361322978451074e-09,3.2531610764426269e-09,4.0039599435033056e-09,4.7462311969092728e-09
5.5125,2.1652762320816903e-09,2.5475906364721221e-09,2.7631908907109211e-09,2.9377541792403754e-09,3.2544098427004774e-09,4.0047890395140951e-09,4.7467843773508338e-09
5.515,2.1665009241116285e-09,2.5490658010143828e-09,2.7648380649391519e-09,2.9391352550480967e-09,3.2554525578184379e-09,4.00546359905497e-09,4.7472268586683712e-09
5.5175,2.1675119318297031e-09,2.5502960867581683e-09,2.7661980151467755e-09,2.9402698379037162e-09,3.2562852972397205e-09,4.0059805083552405e-09,4.7475562806645925e-09
5.52,2.1683055555655546e-09,2.5512767602157018e-09,2.7672643259195675e-09,2.9411529108881987e-09,3.2569041822691279e-09,4.0063367525124183e-09,4.7477707527414282e-09
5.5225,2.1688787444549361e-09,2.552003849165878e-09,2.7680326180927119e-09,2.9417808740930792e-09,3.2573064505885662e-09,4.0065308688721051e-09,4.7478694007033371e-09
5.525,2.1692303232631354e-09,2.5524755251999627e-09,2.7685006146245444e-09,2.9421523149039489e-09,3.2574916019293655e-09,4.0065634190107865e-09,4.7478528569489698e-09
5.5275,2.1693597413631764e-09,2.5526909282298554e-09,2.7686681594398943e-09,2.9422678196885204e-09,3.2574600872098708e-09,4.0064352479280666e-09,4.7477215972732788e-09
5.53,2.1692678074387621e-09,2.5526507378778899e-09,2.768536613648046e-09,2.9421277019383118e-09,3.2572131193742788e-09,4.0061483268995625e-09,4.7474772422904023e-09
5.5325,2.1689570201164715e-09,2.5523573843396012e-09,2.7681087151410145e-09,2.9417356848767868e-09,3.2567545988258673e-09,4.0057071284514435e-09,4.7471250764057959e-09
5.535,2.1684306678688568e-09,2.5518140692892788e-09,2.7673872122084189e-09,2.9410942864559208e-09,3.2560883197621165e-09,4.00511522768469e-09,4.7466696730975338e-09
5.5375,2.1676931669947174e-09,2.5510251917312976e-09,2.7663769459169988e-09,2.940208229779823e-09,3.2552187981388811e-09,4.0043762723387493e-09,4.7461160134760846e-09
5.54,2.166750588536644e-09,2.5499969441005267e-09,2.7650836702688128e-09,2.9390828312056883e-09,3.2541508608438397e-09,4.0034933528895987e-09,4.7454668120253602e-09
5.5425,2.1656093170843176e-09,2.5487360970908906e-09,2.7635146496064555e-09,2.9377245267487114e-09,3.2528897821831635e-09,4.0024717758238937e-09,4.7447253756922511e-09
5.545,2.1642774314796597e-09,2.5472513348075855e-09,2.7616813027689324e-09,2.9361442384160538e-09,3.2514461794278424e-09,4.0013229101461305e-09,4.7439028699820521e-09
5.5475,2.1627637711649976e-09,2.5455522522237788e-09,2.7595957453216387e-09,2.9343542248037353e-09,3.2498323554773519e-09,4.0000599740299164e-09,4.7430146448988818e-09
5.55,2.1610779967785963e-09,2.5436494153723388e-09,2.757267205943664e-09,2.9323635418031293e-09,3.2480574293813657e-09,3.9986923451041433e-09,4.7420712800296183e-09
5.5525,2.1592304375787953e-09,2.5415539033520044e-09,2.7547079274377931e-09,2.9301823930031743e-09,3.2461314960731647e-09,3.9972288497110057e-09,4.7410818196444763e-09
5.555,2.1572316738193901e-09,2.5392768646320927e-09,2.7519282974492826e-09,2.9278179327635844e-09,3.2440607324527818e-09,3.9956739918368798e-09,4.7400497342873799e-09
5.5575,2.1550927079358507e-09,2.5368299053804957e-09,2.7489400218470677e-09,2.9252794747198119e-09,3.2418531138552158e-09,3.9940338773520679e-09,4.7389794067112698e-09
5.56,2.1528245559525826e-09,2.5342248413578009e-09,2.7457568909477945e-09,2.9225784982845027e-09,3.2395191100634426e-09,3.9923183523763716e-09,4.7378789563994243e-09
5.5625,2.1504392757879078e-09,2.5314749481763931e-09,2.7423923068008821e-09,2.9197265621779213e-09,3.2370688032543352e-09,3.990536429366568e-09,4.736757045525991e-09
5.565,2.1479485042017348e-09,2.5285936507350833e-09,2.7388642346743809e-09,2.9167395785000988e-09,3.234516596403189e-09,3.9887013882630062e-09,4.735626978321193e-09
5.5675,2.1453648015163023e-09,2.5255954091677426e-09,2.7351874028214679e-09,2.9136304558470305e-09,3.23187352921035e-09,3.9868230298898821e-09,4.7344986044238112e-09
5.57,2.1427002815665205e-09,2.5224939812177819e-09,2.7313808074223421e-09,2.910416148923429e-09,3.2291543411809141e-09,3.9849134049474163e-09,4.7333838126630996e-09
5.5725,2.1399679945332491e-09,2.5193039183975773e-09,2.7274586141922471e-09,2.9071090486674162e-09,3.2263695711946484e-09,3.9829799921955313e-09,4.7322894548265933e-09
5.575,2.137179622502399e-09,2.5160384336900198e-09,2.7234380193166249e-09,2.9037234402108413e-09,3.2235316713233563e-09,3.9810330075397149e-09,4.7312246367009019e-09
5.5775,2.1343476263698808e-09,2.5127118431056244e-09,2.7193334864549897e-09,2.9002699945917628e-09,3.2206486819003858e-09,3.9790781727198685e-09,4.7301941759286619e-09
5.58,2.1314841149747276e-09,2.5093382286872579e-09,2.715162783339216e-09,2.8967628196827212e-09,3.2177322099442356e-09,3.9771246294268666e-09,4.7292060378739616e-09
5.5825,2.1285996848436964e-09,2.5059298900116305e-09,2.7109396442434616e-09,2.8932124318042493e-09,3.2147902380170029e-09,3.9751762146784506e-09,4.728262740811186e-09
5.585,2.1257044145384292e-09,2.5024983794425669e-09,2.7066780692150229e-09,2.8896303437380184e-09,3.2118329499150008e-09,3.9732379727305667e-09,4.7273684546999516e-09
5.5875,2.1228073848248932e-09,2.4990542026556126e-09,2.7023913817039236e-09,2.8860278410721478e-09,3.2088703618570547e-09,3.9713166279633986e-09,4.7265277860796305e-09
5.59,2.1199181353826624e-09,2.4956088306011624e-09,2.6980925020587956e-09,2.882414935274377e-09,3.2059101946014059e-09,3.9694178553921082e-09,4.7257433053152274e-09
5.5925,2.117045358168258e-09,2.4921731286671103e-09,2.6937982024751206e-09,2.8788054849127274e-09,3.2029628076958882e-09,3.9675487124461826e-09,4.7250194594895902e-09
5.595,2.1141973157561598e-09,2.4887574257911528e-09,2.6895201328747765e-09,2.8752077320517049e-09,3.2000335167770815e-09,3.9657102534164983e-09,4.7243554364387111e-09
5.5975,2.1113818023899191e-09,2.4853713471733899e-09,2.6852715527072168e-09,2.8716324318063215e-09,3.1971300253673659e-09,3.963906178377047e-09,4.723752388809403e-09
5.6,2.1086059996123453e-09,2.4820237055911801e-09,2.6810653419851322e-09,2.8680905754953637e-09,3.1942602244942044e-09,3.9621402950133849e-09,4.7232116599031949e-09
5.6025,2.1058768225669446e-09,2.4787229676281722e-09,2.6769107275934654e-09,2.8645896042004999e-09,3.1914290734059896e-09,3.9604126747948981e-09,4.7227295799789777e-09
5.605,2.1032001073630295e-09,2.4754764524246905e-09,2.6728173567223213e-09,2.8611368402067144e-09,3.1886417522051291e-09,3.9587245407607664e-09,4.7223024862425485e-09
5.6075,2.1005811761828267e-09,2.47229107884888e-09,2.668796324085167e-09,2.8577404612640189e-09,3.1859044193520456e-09,3.9570788811860473e-09,4.7219283585544607e-09
5.61,2.0980250868039779e-09,2.4691735511304527e-09,2.664856641308087e-09,2.8544067320131371e-09,3.1832210629095121e-09,3.9554753527168266e-09,4.7216028227293036e-09
5.6125,2.0955367615432792e-09,2.4661304107817978e-09,2.6610080546947607e-09,2.8511439387911602e-09,3.1805981390624155e-09,3.9539163710921924e-09,4.721325138885366e-09
5.615,2.0931203669312589e-09,2.4631674451509774e-09,2.6572594751333281e-09,2.8479599925661115e-09,3.1780415777646804e-09,3.9524048480301178e-09,4.7210948713066623e-09
5.6175,2.0907795539934145e-09,2.4602898320082165e-09,2.6536192552629883e-09,2.8448613724930965e-09,3.1755552615507756e-09,3.9509417041643189e-09,4.7209088641073317e-09
5.62,2.088517264060898e-09,2.4575020321876404e-09,2.6500945038304626e-09,2.8418530948131634e-09,3.1731421890043294e-09,3.9495256257367263e-09,4.720761029952624e-09
5.6225,2.0863380268087303e-09,2.4548100708198983e-09,2.6466942054252847e-09,2.8389420018585995e-09,3.1708065418269479e-09,3.9481567098928629e-09,4.7206462637113916e-09
5.625,2.0842460286710078e-09,2.4522196873651383e-09,2.643425950469278e-09,2.8361336967804428e-09,3.1685514500943096e-09,3.9468331234050426e-09,4.720557508235924e-09
5.6275,2.0822443751569999e-09,2.4497356110737925e-09,2.6402972631517098e-09,2.8334342440322421e-09,3.1663812298165635e-09,3.9455548785189614e-09,4.7204903236177512e-09
5.63,2.080337761169498e-09,2.4473641760486133e-09,2.6373173616493104e-09,2.8308524177476402e-09,3.1643039187986422e-09,3.9443271199661296e-09,4.7204457603651861e-09
5.6325,2.0785308481296484e-09,2.4451116229296535e-09,2.634495434946835e-09,2.8283969994613319e-09,3.1623278957340781e-09,3.9431573054264188e-09,4.7204274100722665e-09
5.635,2.0768269951824857e-09,2.4429827705408445e-09,2.6318385100520467e-09,2.8260736884026551e-09,3.1604568188029815e-09,3.94204778778916e-09,4.7204333386808169e-09
5.6375,2.0752313107407149e-09,2.4409840623744516e-09,2.6293548250406465e-09,2.8238898972305809e-09,3.158695984511205e-09,3.9410008402621583e-09,4.7204615162335834e-09
5.64,2.0737472339259089e-09,2.439120130648408e-09,2.6270505406280152e-09,2.8218508130658029e-09,3.1570489873727443e-09,3.9400174236859882e-09,4.7205089627789705e-09
5.6425,2.0723796499832046e-09,2.4373970480348755e-09,2.6249327701728833e-09,2.8199622063405463e-09,3.1555198938967556e-09,3.939098692372033e-09,4.7205732523844393e-09
5.645,2.0711329198070112e-09,2.4358205512793545e-09,2.6230085080787918e-09,2.8182300629525943e-09,3.1541137299059391e-09,3.9382469867057066e-09,4.7206539650369022e-09
5.6475,2.0700120155697309e-09,2.4343972343300581e-09,2.6212858606783881e-09,2.8166621981381438e-09,3.1528377903818521e-09,3.9374673827320183e-09,4.7207537495558171e-09
5.65,2.0690221152966207e-09,2.4331339096965861e-09,2.6197740187897914e-09,2.8152679285909739e-09,3.1517016099563461e-09,3.9367674454634647e-09,4.7208771119207821e-09
5.6525,2.0681684099930815e-09,2.4320371814411617e-09,2.618480288566772e-09,2.8140543534268661e-09,3.1507124636230209e-09,3.9361553547937602e-09,4.7210293378519502e-09
5.655,2.0674558459312807e-09,2.4311131066074096e-09,2.6174109367805618e-09,2.8130274099753728e-09,3.1498756644225249e-09,3.9356371966898463e-09,4.7212138113362787e-09
5.6575,2.0668898013300498e-09,2.4303680785884455e-09,2.6165728169707301e-09,2.8121935151852083e-09,3.1491953681450195e-09,3.9352170824808514e-09,4.7214322123074964e-09
5.66,2.0664747948297412e-09,2.4298077067007035e-09,2.6159718746192457e-09,2.8115586633362072e-09,3.1486753274634403e-09,3.9348969030677056e-09,4.7216843997805386e-09
5.6625,2.0662157613565572e-09,2.4294380189730794e-09,2.6156150228859751e-09,2.8111297511644477e-09,3.1483226411844117e-09,3.9346821457427336e-09,4.7219742367171851e-09
5.665,2.0661172035876546e-09,2.4292644447543933e-09,2.6155080903860268e-09,2.8109126122577423e-09,3.1481438744834694e-09,3.9345792301663621e-09,4.7223072195653538e-09
5.6675,2.0661831636208462e-09,2.4292916678502765e-09,2.6156535102091364e-09,2.8109094400338103e-09,3.1481413117202413e-09,3.9345915593163233e-09,4.7226858142545846e-09
5.67,2.0664173600875734e-09,2.4295239696055558e-09,2.6160552766037253e-09,2.8111242352403907e-09,3.1483183212010444e-09,3.9347235316508218e-09,4.7231141194022478e-09
5.6725,2.0668228503568335e-09,2.4299649360248858e-09,2.6167180902776498e-09,2.8115625903027617e-09,3.1486799639686986e-09,3.9349809179121932e-09,4.7235980913097082e-09
5.675,2.0674015234919325e-09,2.4306169163256442e-09,2.6176443267404953e-09,2.812227979049395e-09,3.1492302491723942e-09,3.9353672611662755e-09,4.7241414772893347e-09
5.6775,2.0681558434744871e-09,2.4314825905564209e-09,2.618833060584536e-09,2.8131200769117496e-09,3.1499706734324479e-09,3.935883366801507e-09,4.7247451418822678e-09
5.68,2.0690868671477388e-09,2.4325627132374195e-09,2.6202825788436303e-09,2.8142371877386206e-09,3.1508997538328256e-09,3.9365294376637109e-09,4.7254094967573329e-09
5.6825,2.0701945305349642e-09,2.4338568987574651e-09,2.6219933621894896e-09,2.815579554123364e-09,3.1520173140754472e-09,3.9373073914936918e-09,4.7261365150761071e-09
5.685,2.0714790559593512e-09,2.4353650873610174e-09,2.6239604417589061e-09,2.817142789630521e-09,3.1533193816967883e-09,3.9382158404135727e-09,4.7269258946172391e-09
5.6875,2.0729389281670621e-09,2.4370854414196771e-09,2.6261806229064984e-09,2.8189243774711104e-09,3.1548031716924667e-09,3.9392530278189816e-09,4.7277773886797566e-09
5.69,2.0745725191577571e-09,2.4390157128890141e-09,2.6286536027870928e-09,2.8209244908392407e-09,3.1564689751443137e-09,3.940420306591378e-09,4.7286940252478789e-09
5.6925,2.0763766027314025e-09,2.4411514611014823e-09,2.631368405830484e-09,2.8231342143983152e-09,3.1583098271735101e-09,3.9417123867655957e-09,4.7296729291953124e-09
5.695,2.0783471972677272e-09,2.4434872421644305e-09,2.6343171171552105e-09,2.8255481288692232e-09,3.1603226875813672e-09,3.9431289171121565e-09,4.7307165299276974e-09
5.6975,2.0804789601777555e-09,2.4460161789644217e-09,2.6374921544900468e-09,2.8281603899061305e-09,3.1625029624359073e-09,3.9446686219775505e-09,4.7318262601784126e-09
5.7,2.0827657777485389e-09,2.4487305582962438e-09,2.6408794815399095e-09,2.8309571106106943e-09,3.1648377758682134e-09,3.946321607137233e-09,4.7329944761224969e-09
5.7025,2.085200474407732e-09,2.4516213292409284e-09,2.6444693257451266e-09,2.8339280767732785e-09,3.1673176019605399e-09,3.9480808178112129e-09,4.7342163028238696e-09
5.705,2.0877749955145003e-09,2.454678222782839e-09,2.6482473058413065e-09,2.8370603196082397e-09,3.1699303398558744e-09,3.9499361593469582e-09,4.7354838514050476e-09
5.7075,2.0904795717526968e-09,2.4578892151949586e-09,2.6521960168121134e-09,2.8403391864817561e-09,3.1726628645250973e-09,3.9518765156272764e-09,4.7367895380850849e-09
5.71,2.0933035030075002e-09,2.4612412524393851e-09,2.6563015438915976e-09,2.8437542630933227e-09,3.1755063696327956e-09,3.9538953138477478e-09,4.73813093249465e-09
5.7125,2.0962351498883897e-09,2.4647199616235181e-09,2.6605407622936921e-09,2.8472834858845012e-09,3.1784413660783766e-09,3.9559762092294495e-09,4.7394963752229848e-09
5.715,2.0992613118217213e-09,2.4683090010613883e-09,2.6648965232587467e-09,2.8509096250024786e-09,3.1814529384721518e-09,3.9581072981284866e-09,4.7408788550004775e-09
5.7175,2.1023682435784682e-09,2.4719916928516015e-09,2.6693484566881432e-09,2.8546140227617638e-09,3.1845249982780337e-09,3.9602768414803393e-09,4.7422707438311871e-09
5.72,2.1055412984561974e-09,2.4757506908976802e-09,2.6738749697723409e-09,2.8583772102866991e-09,3.1876397042818147e-09,3.9624715951608701e-09,4.7436628133846056e-09
5.7225,2.1087653236102577e-09,2.4795682517077117e-09,2.6784593696628699e-09,2.862183676741705e-09,3.1907834050106406e-09,3.9646817155205045e-09,4.7450489816193896e-09
5.725,2.1120246386556511e-09,2.4834259445154202e-09,2.6830752771238561e-09,2.8660095504596638e-09,3.1939343118147552e-09,3.966888558523734e-09,4.7464141961675329e-09
5.7275,2.1153032817911865e-09,2.4873050931912661e-09,2.6877028900614616e-09,2.8698374895941375e-09,3.1970770296309621e-09,3.9690792597877348e-09,4.7477488219412618e-09
5.73,2.1185849101337205e-09,2.4911863582888035e-09,2.6923183169720554e-09,2.8736466878276234e-09,3.2001932365559734e-09,3.9712378981298317e-09,4.7490406262967084e-09
5.7325,2.1218528890865576e-09,2.495049968527578e-09,2.6968965712830736e-09,2.8774147238286868e-09,3.2032636239378433e-09,3.9733475883473431e-09,4.7502772315343974e-09
5.735,2.1250904931170908e-09,2.4988761821665687e-09,2.7014189381104459e-09,2.8811258400815518e-09,3.2062753665315991e-09,3.9753991811259684e-09,4.751454053002792e-09
5.7375,2.1282811898704376e-09,2.5026455419660361e-09,2.7058592275672822e-09,2.8847569745032025e-09,3.2092073468746063e-09,3.9773766225963103e-09,4.7525595246312845e-09
5.74,2.1314086970364197e-09,2.5063389052165789e-09,2.710196632759973e-09,2.8882905718173692e-09,3.2120441535001859e-09,3.9792682216588044e-09,4.753587181602393e-09
5.7425,2.1344571964131824e-09,2.5099377568842262e-09,2.7144118687945396e-09,2.891710685327012e-09,3.2147727854481486e-09,3.9810632209853328e-09,4.7545301559081824e-09
5.745,2.1374111238516929e-09,2.5134240420123786e-09,2.7184817473440418e-09,2.8949971381606722e-09,3.2173757125931165e-09,3.9827469835118994e-09,4.7553765044408509e-09
5.7475,2.1402555636725403e-09,2.5167805856132329e-09,2.7223875862135575e-09,2.8981342539299735e-09,3.2198402899378264e-09,3.9843099650028592e-09,4.7561193391791728e-09
5.75,2.1429762363329332e-09,2.5199909015273724e-09,2.7261125247874119e-09,2.9011085334132987e-09,3.2221562425865861e-09,3.9857460364497081e-09,4.7567560228639529e-09
5.7525,2.1455594357459687e-09,2.5230390858299194e-09,2.7296354652511027e-09,2.9038996144595089e-09,3.2243059440755455e-09,3.987041957508314e-09,4.7572776158032897e-09
5.755,2.1479922540827204e-09,2.5259100120931155e-09,2.7329391954609941e-09,2.9064917697701995e-09,3.2262757003356058e-09,3.9881877160139314e-09,4.7576781069915012e-09
5.7575,2.1502621973433679e-09,2.528589020684899e-09,2.7360082709519288e-09,2.908872622006335e-09,3.2280545775343462e-09,3.9891756582988019e-09,4.7579525726749935e-09
5.76,2.1523574924116649e-09,2.5310624962521308e-09,2.7388289058301698e-09,2.9110317689280213e-09,3.2296346004636293e-09,3.9900009446923335e-09,4.7580989991705401e-09
5.7625,2.1542676113397887e-09,2.5333185546325684e-09,2.7413867531990623e-09,2.91295760963792e-09,3.2310082062510496e-09,3.9906596658867504e-09,4.7581164826816647e-09
5.765,2.1559831401512663e-09,2.5353468720197131e-09,2.7436713593789339e-09,2.9146434706819779e-09,3.2321718683491815e-09,3.9911517714760559e-09,4.7580079975360494e-09
5.7675,2.1574961497527831e-09,2.5371385400524369e-09,2.7456739091184434e-09,2.9160834469527121e-09,3.2331218340786202e-09,3.9914765524702588e-09,4.7577762346935151e-09
5.77,2.1587997629792909e-09,2.5386856201386082e-09,2.7473859459910778e-09,2.9172706663315393e-09,3.2338528593228045e-09,3.9916314723362632e-09,4.7574215932996133e-09
5.7725,2.1598881343835264e-09,2.5399811851083755e-09,2.7488002192294391e-09,2.9182008331270999e-09,3.2343611316783154e-09,3.9916141953052402e-09,4.7569433261784955e-09
5.775,2.160757006476259e-09,2.5410199149641604e-09,2.7499106899558534e-09,2.9188698678185311e-09,3.2346435376079421e-09,3.9914235866728615e-09,4.7563418850076528e-09
5.7775,2.1614032954065852e-09,2.5417977471174771e-09,2.7507123965236923e-09,2.9192741032148177e-09,3.2346979553444542e-09,3.9910597252452917e-09,4.7556200785315283e-09
5.78,2.1618247395747054e-09,2.5423116781605903e-09,2.7512016533489105e-09,2.9194112822869413e-09,3.2345242523957299e-09,3.9905242411735301e-09,4.7547801530664003e-09
5.7825,2.1620204807123539e-09,2.5425603870063319e-09,2.7513768593006392e-09,2.9192803684405591e-09,3.2341227000501168e-09,3.9898192375766513e-09,4.7538251837943758e-09
5.785,2.1619901901863966e-09,2.5425433866637914e-09,2.7512383762691552e-09,2.9188827175651491e-09,3.2334952709277487e-09,3.9889484745392801e-09,4.7527609379563184e-09
5.7875,2.1617353295311268e-09,2.5422622235882638e-09,2.7507881967887149e-09,2.9182201749655425e-09,3.2326448002786569e-09,3.9879161461067864e-09,4.7515936288360137e-09
5.79,2.1612582980450475e-09,2.5417195096008116e-09,2.7500293271954615e-09,2.917296939289735e-09,3.2315756636763772e-09,3.9867277148856963e-09,4.7503300664436414e-09
5.7925,2.1605632083481011e-09,2.5409196388372707e-09,2.7489663281334139e-09,2.91611745978482e-09,3.2302934432246528e-09,3.9853893074157302e-09,4.7489771361882462e-09
5.795,2.1596556434742417e-09,2.5398686589661959e-09,2.7476056220131567e-09,2.9146880688255494e-09,3.2288053789337992e-09,3.9839090552275146e-09,4.7475434377835769e-09
5.7975,2.1585419375239691e-09,2.5385736397446538e-09,2.7459557066198737e-09,2.9130172066609574e-09,3.2271193801281407e-09,3.9822952735750564e-09,4.7460373080680561e-09
5.8,2.1572299274155862e-09,2.5370431937523122e-09,2.744027885724097e-09,2.9111163037803583e-09,3.2252472333296064e-09,3.9805584161595879e-09,4.7444695764939896e-09
5.8025,2.1557280602699024e-09,2.5352865527343518e-09,2.7418312377965149e-09,2.9089944271604825e-09,3.2231981754457135e-09,3.978708464377563e-09,4.7428506257346015e-09
5.805,2.154045734024535e-09,2.5333139378042337e-09,2.7393772463412677e-09,2.9066625505534094e-09,3.2209825419564053e-09,3.9767571880343164e-09,4.7411924089514038e-09
