Physical Time (s),enth_flux_viscous_left Monitor (kg-m/s^3)
2.1075,2.0377218382396311e-08
2.11,2.0327005468256882e-08
2.1125,2.0274996425157064e-08
2.115,2.0221251763656149e-08
2.1175,2.016582853508471e-08
2.12,2.0108816528111529e-08
2.1225,2.0050393234003179e-08
2.125,1.9990639267020556e-08
2.1275,1.9929788704442616e-08
2.13,1.9868025885937324e-08
2.1325,1.9805550789057087e-08
2.135,1.9742566039482013e-08
2.1375,1.967926904947046e-08
2.14,1.9615844375030976e-08
2.1425,1.9552467226150351e-08
2.145,1.948931563193132e-08
2.1475,1.9426535617157956e-08
2.15,1.9364374546042205e-08
2.1525,1.9303025346643941e-08
2.155,1.9242664119571096e-08
2.1575,1.9183486503828521e-08
2.16,1.9125628586961509e-08
2.1625,1.9069193912585891e-08
2.165,1.9014272030185069e-08
2.1675,1.8960936970418198e-08
2.17,1.8909159003785313e-08
2.1725,1.8859050306171268e-08
2.175,1.8810668248201147e-08
2.1775,1.8763995122537507e-08
2.18,1.8719005739877071e-08
2.1825,1.8675740275518332e-08
2.185,1.863429555220945e-08
2.1875,1.8594732734965733e-08
2.19,1.8556992418115933e-08
2.1925,1.8520990945698215e-08
2.195,1.8486609437708467e-08
2.1975,1.8453713213402088e-08
2.2,1.8422174954540679e-08
2.2025,1.8391880273789456e-08
2.205,1.8362710976737756e-08
2.2075,1.83345425026091e-08
2.21,1.8307248111638029e-08
2.2125,1.8280716612025561e-08
2.215,1.825489152839368e-08
2.2175,1.8229759879423012e-08
2.22,1.8205275088062338e-08
2.2225,1.8181315623287223e-08
2.225,1.8157724848677886e-08
2.2275,1.8134372650600582e-08
2.23,1.8111176147650815e-08
2.2325,1.8088083367518563e-08
2.235,1.8065122664221445e-08
2.2375,1.8042307030905425e-08
2.24,1.8019659426695133e-08
2.2425,1.7997204808480998e-08
2.245,1.7974959296048796e-08
2.2475,1.7952926642624778e-08
2.25,1.7931083502754666e-08
2.2525,1.79094661817588e-08
2.255,1.7888097024754897e-08
2.2575,1.786700307875596e-08
2.26,1.784621588441608e-08
2.2625,1.7825772065682555e-08
2.265,1.780570939513374e-08
2.2675,1.7786060598340858e-08
2.27,1.7766864581198922e-08
2.2725,1.7748175671920973e-08
2.275,1.7730059200378938e-08
2.2775,1.7712572162358895e-08
2.28,1.7695749462447863e-08
2.2825,1.7679595523971881e-08
2.285,1.7664090465285684e-08
2.2875,1.7649190829845993e-08
2.29,1.7634844271083437e-08
2.2925,1.7620979567901451e-08
2.295,1.7607572498024698e-08
2.2975,1.7594577443781797e-08
2.3,1.7581946214005945e-08
2.3025,1.7569612181448946e-08
2.305,1.75574857356647e-08
2.3075,1.7545443825973519e-08
2.31,1.7533450436945586e-08
2.3125,1.7521457161379148e-08
2.315,1.7509404161146815e-08
2.3175,1.7497195851552385e-08
2.32,1.7484695421884366e-08
2.3225,1.7471745663969018e-08
2.325,1.7458195935279665e-08
2.3275,1.7443906420142163e-08
2.33,1.7428774715615489e-08
2.3325,1.741271442447324e-08
2.335,1.7395633256856128e-08
2.3375,1.7377436793214069e-08
2.34,1.7358072695192999e-08
2.3425,1.7337558934736172e-08
2.345,1.7315924787720355e-08
2.3475,1.7293128479293417e-08
2.35,1.726905519962688e-08
2.3525,1.7243591160374413e-08
2.355,1.7216684774210811e-08
2.3575,1.7188380083984842e-08
2.36,1.7158774945477005e-08
2.3625,1.7127967999965132e-08
2.365,1.7096124843094207e-08
2.3675,1.7063383738712685e-08
2.37,1.7029857369813134e-08
2.3725,1.6995615215723127e-08
2.375,1.6960704127619487e-08
2.3775,1.6925216166476203e-08
2.38,1.6889315800601269e-08
2.3825,1.6853176378790555e-08
2.385,1.6816957692277203e-08
2.3875,1.67808006332952e-08
2.39,1.6744837124800408e-08
2.3925,1.6709201518562473e-08
2.395,1.667403249041871e-08
2.3975,1.6639470210942106e-08
2.4,1.6605651689517613e-08
2.4025,1.6572705563251265e-08
2.405,1.6540747993427419e-08
2.4075,1.6509884243150998e-08
2.41,1.6480215390052291e-08
2.4125,1.6451837159795609e-08
2.415,1.6424830322080945e-08
2.4175,1.6399252810304825e-08
2.42,1.6375134951498373e-08
2.4225,1.6352479882556341e-08
2.425,1.6331263256124979e-08
2.4275,1.6311447063092473e-08
2.43,1.6292989338362348e-08
2.4325,1.6275846645664354e-08
2.435,1.6259954295053104e-08
2.4375,1.6245187997108591e-08
2.44,1.6231541351008007e-08
2.4425,1.6218858739726633e-08
2.445,1.62070707439205e-08
2.4475,1.6196141624636768e-08
2.45,1.6185978912032029e-08
2.4525,1.6176435587535998e-08
2.455,1.6167334354888308e-08
2.4575,1.6158489224799211e-08
2.46,1.614972042094504e-08
2.4625,1.6140858779856604e-08
2.465,1.6131740086482552e-08
2.4675,1.6122201792145032e-08
2.47,1.6112085259863941e-08
2.4725,1.6101242147937025e-08
2.475,1.6089537732281581e-08
2.4775,1.607685208176303e-08
2.48,1.6063081098449778e-08
2.4825,1.6048140995736894e-08
2.485,1.6031966053682381e-08
2.4875,1.6014509519219699e-08
2.49,1.5995729857776097e-08
2.4925,1.5975601038801711e-08
2.495,1.5954102227326588e-08
2.4975,1.5931217983154995e-08
2.5,1.5906926177543563e-08
2.5025,1.5881231924084572e-08
2.505,1.585419240448886e-08
2.5075,1.5825896114043549e-08
2.51,1.5796450488562505e-08
2.5125,1.576595051178107e-08
2.515,1.5734471642347791e-08
2.5175,1.5702084265446107e-08
2.52,1.5668867131041983e-08
2.5225,1.5634931070657929e-08
2.525,1.5600402568933029e-08
2.5275,1.5565450183464248e-08
2.53,1.5530255601093929e-08
2.5325,1.5494996951345716e-08
2.535,1.545984917563772e-08
2.5375,1.5424969482818088e-08
2.54,1.5390489327229928e-08
2.5425,1.535652343374171e-08
2.545,1.5323187100560616e-08
2.5475,1.5290606780633434e-08
2.55,1.5258910380746037e-08
2.5525,1.522822596441767e-08
2.555,1.5198672608350525e-08
2.5575,1.5170355153016115e-08
2.56,1.5143361135426074e-08
2.5625,1.5117761021179172e-08
2.565,1.5093613931773751e-08
2.5675,1.507097100742206e-08
2.57,1.5049881450944288e-08
2.5725,1.5030392853021042e-08
2.575,1.5012544355370179e-08
2.5775,1.4996356307777437e-08
2.58,1.4981825857508649e-08
2.5825,1.4968926576015858e-08
2.585,1.4957596700065175e-08
2.5875,1.4947757812633769e-08
2.59,1.4939338215598943e-08
2.5925,1.4932256908632432e-08
2.595,1.4926410612002519e-08
2.5975,1.4921684874674069e-08
2.6,1.4917951878639349e-08
2.6025,1.4915071676854838e-08
2.605,1.4912898686013794e-08
2.6075,1.4911285153698292e-08
2.61,1.4910083544923882e-08
2.6125,1.4909144742558614e-08
2.615,1.4908320304755182e-08
2.6175,1.4907460421129624e-08
2.62,1.4906417181410557e-08
2.6225,1.4905049779363352e-08
2.625,1.4903228618879763e-08
2.6275,1.4900834440693972e-08
2.63,1.4897752700240297e-08
2.6325,1.4893872864770404e-08
2.635,1.4889093650933473e-08
2.6375,1.4883320390645737e-08
2.64,1.4876473373805181e-08
2.6425,1.4868478803425896e-08
2.645,1.4859277628986204e-08
2.6475,1.4848845703287947e-08
2.65,1.4837154837552394e-08
2.6525,1.4824186894115807e-08
2.655,1.480993718654256e-08
2.6575,1.4794411604735942e-08
2.66,1.4777631037305917e-08
2.6625,1.475963172502262e-08
2.665,1.4740458709809042e-08
2.6675,1.4720144189447028e-08
2.67,1.4698768776336966e-08
2.6725,1.4676401388874481e-08
2.675,1.4653116053432795e-08
2.6775,1.4628992378174538e-08
2.68,1.4604116481049878e-08
2.6825,1.4578581324707754e-08
2.685,1.4552484308529492e-08
2.6875,1.4525925412553349e-08
2.69,1.449900584552428e-08
2.6925,1.4471826125623651e-08
2.695,1.4444481195686458e-08
2.6975,1.4417061039586881e-08
2.7,1.438965067216203e-08
2.7025,1.4362335282471468e-08
2.705,1.4335201256723676e-08
2.7075,1.4308331986367749e-08
2.71,1.4281802982609264e-08
2.7125,1.4255681351225057e-08
2.715,1.4230027244241468e-08
2.7175,1.4204893516476982e-08
2.72,1.4180325162241316e-08
2.7225,1.4156354452458845e-08
2.725,1.4132974933199753e-08
2.7275,1.4110201965430905e-08
2.73,1.4088035256334972e-08
2.7325,1.4066457878475906e-08
2.735,1.4045441894422205e-08
2.7375,1.4024953006043037e-08
2.74,1.4004952081711975e-08
2.7425,1.3985397498871349e-08
2.745,1.3966245024010684e-08
2.7475,1.3947448567868725e-08
2.75,1.3928959547389679e-08
2.7525,1.3910728747795714e-08
2.755,1.3892708732159031e-08
2.7575,1.3874853890783919e-08
2.76,1.3857119964114005e-08
2.7625,1.3839461526529329e-08
2.765,1.3821832706357182e-08
2.7675,1.3804188022727422e-08
2.77,1.3786483903952662e-08
2.7725,1.3768683189655402e-08
2.775,1.3750755758910776e-08
2.7775,1.3732656907823369e-08
2.78,1.3714394721630432e-08
2.7825,1.3695959640460432e-08
2.785,1.3677349280377011e-08
2.7875,1.3658567412503253e-08
2.79,1.3639622900561971e-08
2.7925,1.362052975446004e-08
2.795,1.360130745190324e-08
2.7975,1.3581973909193008e-08
2.8,1.356255279714496e-08
2.8025,1.3543091513599784e-08
2.805,1.3523626763493339e-08
2.8075,1.3504198178048112e-08
2.81,1.3484850786228019e-08
2.8125,1.3465632552446325e-08
2.815,1.3446592435654095e-08
2.8175,1.3427777340793523e-08
2.82,1.3409233660500952e-08
2.8225,1.3391007545048737e-08
2.825,1.3373142708735766e-08
2.8275,1.3355677561297263e-08
2.83,1.3338644340041708e-08
2.8325,1.3322070610785268e-08
2.835,1.330598370880053e-08
2.8375,1.3290408993569058e-08
2.84,1.3275361705958312e-08
2.8425,1.3260860943530738e-08
2.845,1.3246909976915959e-08
2.8475,1.3233505606351449e-08
2.85,1.3220610144467754e-08
2.8525,1.3208233739483382e-08
2.855,1.3196349026513931e-08
2.8575,1.3184873803780769e-08
2.86,1.3173706708396876e-08
2.8625,1.3162779853062177e-08
2.865,1.3152065553906231e-08
2.8675,1.3141540918407844e-08
2.87,1.3131165260826005e-08
2.8725,1.3120868489772716e-08
2.875,1.3110583002629707e-08
2.8775,1.3100237117777595e-08
2.88,1.3089751222894603e-08
2.8825,1.3079034387174649e-08
2.885,1.3067999167316021e-08
2.8875,1.3056589882762584e-08
2.89,1.3044778462454842e-08
2.8925,1.3032518974352926e-08
2.895,1.3019725651869405e-08
2.8975,1.3006342539676032e-08
2.9,1.2992317078104961e-08
2.9025,1.2977622371483331e-08
2.905,1.2962248384178676e-08
2.9075,1.2946203393260783e-08
2.91,1.2929513914999823e-08
2.9125,1.291222324342233e-08
2.915,1.2894381957674391e-08
2.9175,1.2876018022150509e-08
2.92,1.2857198092295126e-08
2.9225,1.283796780178245e-08
2.925,1.2818375184878804e-08
2.9275,1.2798475257533481e-08
2.93,1.2778332109107069e-08
2.9325,1.2758020005366037e-08
2.935,1.2737621085674725e-08
2.9375,1.2717221301106096e-08
2.94,1.2696906811753071e-08
2.9425,1.2676761877590142e-08
2.945,1.265687088394961e-08
2.9475,1.2637319604350507e-08
2.95,1.2618180322810995e-08
2.9525,1.2599555059423744e-08
2.955,1.2581520648390043e-08
2.9575,1.2564142187395485e-08
2.96,1.2547472701299623e-08
2.9625,1.2531556506299237e-08
2.965,1.2516413412666847e-08
2.9675,1.2502092832080595e-08
2.97,1.2488638440214352e-08
2.9725,1.2476076905131436e-08
2.975,1.246442408022629e-08
2.9775,1.2453682705978021e-08
2.98,1.2443847003975542e-08
2.9825,1.2434896942490684e-08
2.985,1.2426802067941101e-08
2.9875,1.2419512670528723e-08
2.99,1.2412961711752701e-08
2.9925,1.2407069543145448e-08
2.995,1.2401743996392647e-08
2.9975,1.2396882450742745e-08
3.0,1.2392377896058007e-08
3.0025,1.2388121045354719e-08
3.005,1.2383979347663623e-08
3.0075,1.2379861548246649e-08
3.01,1.2375661460684169e-08
3.0125,1.2371263498516126e-08
3.015,1.2366540317155021e-08
3.0175,1.2361403301645133e-08
3.02,1.2355750463148965e-08
3.0225,1.2349481694972375e-08
3.025,1.2342504287776986e-08
3.0275,1.2334733987764897e-08
3.03,1.2326092614620653e-08
3.0325,1.2316511719695808e-08
3.035,1.2305930239594686e-08
3.0375,1.2294298563226356e-08
3.04,1.2281577090007516e-08
3.0425,1.2267737503258031e-08
3.045,1.2252744502497985e-08
3.0475,1.2236603984472356e-08
3.05,1.2219329781580204e-08
3.0525,1.2200941769849825e-08
3.055,1.2181472580232564e-08
3.0575,1.2160966913991244e-08
3.06,1.2139478372876509e-08
3.0625,1.2117050098362733e-08
3.065,1.2093778368284887e-08
3.0675,1.2069744528181449e-08
3.07,1.2045037600143786e-08
3.0725,1.2019755880413886e-08
3.075,1.1994005551467697e-08
3.0775,1.1967898504936314e-08
3.08,1.1941550372596601e-08
3.0825,1.1915079553885415e-08
3.085,1.188860716079647e-08
3.0875,1.1862255437965027e-08
3.09,1.1836141821669915e-08
3.0925,1.1810378357478871e-08
3.095,1.1785070788062768e-08
3.0975,1.1760316767777445e-08
3.1,1.1736204181745766e-08
3.1025,1.1712830498887261e-08
3.105,1.1690300426619576e-08
3.1075,1.1668687698017729e-08
3.11,1.1648053794704535e-08
3.1125,1.1628450636241462e-08
3.115,1.1609920061779004e-08
3.1175,1.1592492619703305e-08
3.12,1.1576185003472044e-08
3.1225,1.1560998858015905e-08
3.125,1.1546920882136195e-08
3.1275,1.1533924408243253e-08
3.13,1.1521972013305645e-08
3.1325,1.1511019776922444e-08
3.135,1.1500996820311713e-08
3.1375,1.1491864702970346e-08
3.14,1.1483572966422027e-08
3.1425,1.1476056753535867e-08
3.145,1.1469245417073875e-08
3.1475,1.1463063713793232e-08
3.15,1.1457423427923924e-08
3.1525,1.1452237293388286e-08
3.155,1.1447430846385756e-08
3.1575,1.1442913486465946e-08
3.16,1.1438594444979531e-08
3.1625,1.1434382606326401e-08
3.165,1.1430186632747783e-08
3.1675,1.1425907948834445e-08
3.17,1.1421463577747398e-08
3.1725,1.1416799765383796e-08
3.175,1.1411851716561946e-08
3.1775,1.1406559755514173e-08
3.18,1.1400869415745527e-08
3.1825,1.1394733651591308e-08
3.185,1.1388115843464673e-08
3.1875,1.1380984263536447e-08
3.19,1.1373299828725498e-08
3.1925,1.1365057426523999e-08
3.195,1.1356257766373049e-08
3.1975,1.1346903230229558e-08
3.2,1.1337002616375791e-08
3.2025,1.132656829315877e-08
3.205,1.131561968857694e-08
3.2075,1.1304166883226566e-08
3.21,1.1292247046086974e-08
3.2125,1.1279903794261428e-08
3.215,1.1267179156446901e-08
3.2175,1.1254116759925758e-08
3.22,1.1240760548513803e-08
3.2225,1.1227145750144298e-08
3.225,1.1213300040515623e-08
3.2275,1.1199290453276202e-08
3.23,1.1185170140760953e-08
3.2325,1.1170995643786213e-08
3.235,1.115682363722111e-08
3.2375,1.1142707350084984e-08
3.24,1.1128695255231077e-08
3.2425,1.1114833322923266e-08
3.245,1.1101162598668018e-08
3.2475,1.1087715435158518e-08
3.25,1.1074513745245837e-08
3.2525,1.106155518709038e-08
3.255,1.1048829244627086e-08
3.2575,1.1036367354060359e-08
3.26,1.1024161959700083e-08
3.2625,1.1012201904562508e-08
3.265,1.1000474685916469e-08
3.2675,1.098896661385994e-08
3.27,1.0977660534398364e-08
3.2725,1.0966536692856317e-08
3.275,1.0955573365164766e-08
3.2775,1.0944748991355049e-08
3.28,1.0934033594782315e-08
3.2825,1.0923388598933391e-08
3.285,1.0912808415413027e-08
3.2875,1.0902262712522065e-08
3.29,1.0891717163665374e-08
3.2925,1.0881114464084177e-08
3.295,1.0870443994721832e-08
3.2975,1.0859674658728981e-08
3.3,1.0848778285511578e-08
3.3025,1.0837731294233171e-08
3.305,1.0826512681434782e-08
3.3075,1.0815102904802039e-08
3.31,1.0803469213041852e-08
3.3125,1.0791603556651042e-08
3.315,1.0779507044881956e-08
3.3175,1.0767174626457467e-08
3.32,1.075460396356264e-08
3.3225,1.0741782334868579e-08
3.325,1.0728716420997937e-08
3.3275,1.0715426650326989e-08
3.33,1.0701925186554412e-08
3.3325,1.0688228198944014e-08
3.335,1.0674356095743791e-08
3.3375,1.0660332846637175e-08
3.34,1.0646184974783799e-08
3.3425,1.0631938336895245e-08
3.345,1.0617605864250612e-08
3.3475,1.0603231991124435e-08
3.35,1.0588824236604605e-08
3.3525,1.0574414494899416e-08
3.355,1.0560039499376102e-08
3.3575,1.0545729167578959e-08
3.36,1.0531516766595842e-08
3.3625,1.051743470263261e-08
3.365,1.0503511635349088e-08
3.3675,1.0489771545621979e-08
3.37,1.0476233258858421e-08
3.3725,1.0462912455865123e-08
3.375,1.0449795009454031e-08
3.3775,1.0436908531497259e-08
3.38,1.0424243889104699e-08
3.3825,1.0411793527092989e-08
3.385,1.0399549456910341e-08
3.3875,1.0387491015990864e-08
3.39,1.0375595197456962e-08
3.3925,1.0363838665357123e-08
3.395,1.0352198769708397e-08
3.3975,1.0340627205077139e-08
3.4,1.0329121611344665e-08
3.4025,1.031766128983438e-08
3.405,1.0306220686693455e-08
3.4075,1.0294772895282118e-08
3.41,1.0283289292520528e-08
3.4125,1.0271716134753416e-08
3.415,1.0260041569005477e-08
3.4175,1.0248229963604069e-08
3.42,1.0236220024963939e-08
3.4225,1.0224005716335629e-08
3.425,1.0211558205951732e-08
3.4275,1.0198851144399673e-08
3.43,1.0185862907506142e-08
3.4325,1.0172579279705849e-08
3.435,1.0158990224208574e-08
3.4375,1.014507752286348e-08
3.44,1.0130832560535715e-08
3.4425,1.011624758503001e-08
3.445,1.0101333553264214e-08
3.4475,1.0086105593709118e-08
3.45,1.0070579294257909e-08
3.4525,1.0054776145266284e-08
3.455,1.0038720840793562e-08
3.4575,1.0022439384745962e-08
3.46,1.0005955465404507e-08
3.4625,9.9892741353959855e-09
3.465,9.9724481194560892e-09
3.4675,9.9555066086964325e-09
3.47,9.9384850613299699e-09
3.4725,9.9214461913020237e-09
3.475,9.9044415887316815e-09
3.4775,9.8875216087668475e-09
3.48,9.8707337637012739e-09
3.4825,9.8541047759148502e-09
3.485,9.8376810543558936e-09
3.4875,9.8215107468363573e-09
3.49,9.8056322559630239e-09
3.4925,9.790087786204899e-09
3.495,9.7749194970624126e-09
3.4975,9.7601538620074014e-09
3.5,9.7458451611228821e-09
3.5025,9.7319999500985221e-09
3.505,9.7186701604927091e-09
3.5075,9.705879932039745e-09
3.51,9.6936431478429861e-09
3.5125,9.681965045659502e-09
3.515,9.6708423607136842e-09
3.5175,9.6602622731196454e-09
3.52,9.6501822961427532e-09
3.5225,9.6405791895958926e-09
3.525,9.6314465134946415e-09
3.5275,9.6227624890616365e-09
3.53,9.6144965561747986e-09
3.5325,9.6066145151898476e-09
3.535,9.5990777563265764e-09
3.5375,9.5918161624188555e-09
3.54,9.5848102715077739e-09
3.5425,9.5780137743672652e-09
3.545,9.571358481440036e-09
3.5475,9.564817693049613e-09
3.55,9.5583444398121905e-09
3.5525,9.5518827620770668e-09
3.555,9.5453642698422711e-09
3.5575,9.538759525958087e-09
3.56,9.5320211595359266e-09
3.5625,9.5250960919174132e-09
3.565,9.5179261159650797e-09
3.5675,9.5104867454076795e-09
3.57,9.5027320100556936e-09
3.5725,9.4946073138548903e-09
3.575,9.4860966516871191e-09
3.5775,9.4771701013835595e-09
3.58,9.4677936263129473e-09
3.5825,9.4579291254369188e-09
3.585,9.4475765929629102e-09
3.5875,9.4367225908385922e-09
3.59,9.4253458220140631e-09
3.5925,9.4134539634513245e-09
3.595,9.4010568843430716e-09
3.5975,9.3881425696608831e-09
3.6,9.3747317447268023e-09
3.6025,9.3608466696875803e-09
3.605,9.3465076740061333e-09
3.6075,9.3317397406701747e-09
3.61,9.3165568886401129e-09
3.6125,9.3009791726969402e-09
3.615,9.2850473840207966e-09
3.6175,9.2688047996891993e-09
3.62,9.2522862974646296e-09
3.6225,9.2355290795079929e-09
3.625,9.2185721529900592e-09
3.6275,9.2014340688107731e-09
3.63,9.1841618788454035e-09
3.6325,9.1668059586079381e-09
3.635,9.1494154772002916e-09
3.6375,9.1320282401041159e-09
3.64,9.1146661371389259e-09
3.6425,9.0973479997815751e-09
3.645,9.0801107250626773e-09
3.6475,9.0629703433060271e-09
3.65,9.0459294312380765e-09
3.6525,9.0290159488620479e-09
3.655,9.0122277170608827e-09
3.6575,8.9955978920007689e-09
3.66,8.9791390889970985e-09
3.6625,8.9628632983550074e-09
3.665,8.946766039380703e-09
3.6675,8.9308424612334842e-09
3.67,8.9151304794096326e-09
3.6725,8.8996357075907006e-09
3.675,8.8843600587230449e-09
3.6775,8.8692948191726763e-09
3.68,8.8544015321171187e-09
3.6825,8.83969747625289e-09
3.685,8.825175839508498e-09
3.6875,8.8108239188591989e-09
3.69,8.796624795386442e-09
3.6925,8.7825497638382465e-09
3.695,8.7686054817987664e-09
3.6975,8.754796309760876e-09
3.7,8.7411111092953257e-09
3.7025,8.7275284066233186e-09
3.705,8.714010190343842e-09
3.7075,8.7005616770208404e-09
3.71,8.687181906884039e-09
3.7125,8.6738623879705022e-09
3.715,8.6605919320584049e-09
3.7175,8.647335223509673e-09
3.72,8.6341256522204912e-09
3.7225,8.6209565860175649e-09
3.725,8.6078164091282171e-09
3.7275,8.5946738831164302e-09
3.73,8.5815181858196301e-09
3.7325,8.5683679677689364e-09
3.735,8.5552235108364197e-09
3.7375,8.5420738071101087e-09
3.74,8.5289194985186591e-09
3.7425,8.5157563304505334e-09
3.745,8.5025988356164529e-09
3.7475,8.4894325729642102e-09
3.75,8.476259195049621e-09
3.7525,8.4630839262753918e-09
3.755,8.4499021168088806e-09
3.7575,8.4367155411452078e-09
3.76,8.4235425079380648e-09
3.7625,8.4103938807593177e-09
3.765,8.3972608600986298e-09
3.7675,8.3841348116187914e-09
3.77,8.3710404397372676e-09
3.7725,8.3579724440947673e-09
3.775,8.3448995048988769e-09
3.7775,8.3318077466568458e-09
3.78,8.3187060457725707e-09
3.7825,8.3055827099419725e-09
3.785,8.2923994858930756e-09
3.7875,8.2791700027487845e-09
3.79,8.2658974575630718e-09
3.7925,8.2525609591055175e-09
3.795,8.2391442520596473e-09
3.7975,8.2256638087898734e-09
3.8,8.2121049163443326e-09
3.8025,8.1984509644538999e-09
3.805,8.1847108294619324e-09
3.8075,8.170884872118356e-09
3.81,8.1569576698210991e-09
3.8125,8.1429387099115238e-09
3.815,8.1288369107813915e-09
3.8175,8.1146347328160461e-09
3.82,8.1003447326347638e-09
3.8225,8.0859793365182857e-09
3.825,8.0715225638680108e-09
3.8275,8.0569972590136057e-09
3.83,8.0424161914609852e-09
3.8325,8.0277635291677167e-09
3.835,8.0130712440669287e-09
3.8375,7.9983477308879778e-09
3.84,7.9835842828569667e-09
3.8425,7.968824492079531e-09
3.845,7.9540630913708832e-09
3.8475,7.939315119007997e-09
3.85,7.9246141412895252e-09
3.8525,7.9099430646184307e-09
3.855,7.8953453949946191e-09
3.8575,7.8808268843144543e-09
3.86,7.8663910781045405e-09
3.8625,7.8520742891269212e-09
3.865,7.837863198198412e-09
3.8675,7.8237952601979768e-09
3.87,7.8098690818705268e-09
3.8725,7.7960951423977706e-09
3.875,7.7824888283159095e-09
3.8775,7.7690390561022354e-09
3.88,7.7557733226124153e-09
3.8825,7.7426754229138106e-09
3.885,7.7297675822598949e-09
3.8875,7.7170285130902652e-09
3.89,7.7044756743492848e-09
3.8925,7.6920848295152428e-09
3.895,7.6798711818436273e-09
3.8975,7.667806590172038e-09
3.9,7.6559013559682339e-09
3.9025,7.6441238828310097e-09
3.905,7.6324599836956327e-09
3.9075,7.6208898400633288e-09
3.91,7.609372981826025e-09
3.9125,7.5979007528024683e-09
3.915,7.5864338109552514e-09
3.9175,7.5749417939091925e-09
3.92,7.5633977406312728e-09
3.9225,7.5517616252075323e-09
3.925,7.5400166560635643e-09
3.9275,7.5281335954698536e-09
3.93,7.516046723265526e-09
3.9325,7.5035833797268522e-09
3.935,7.4905277749689413e-09
3.9375,7.476680718929966e-09
3.94,7.461678416379752e-09
3.9425,7.4450337299575542e-09
3.945,7.4278467218632533e-09
3.9475,7.4102282790656558e-09
3.95,7.3921404603938836e-09
3.9525,7.3735778481874047e-09
3.955,7.3546323783466274e-09
3.9575,7.3353935540772838e-09
3.96,7.315884332041374e-09
3.9625,7.2961118642817991e-09
3.965,7.2760824345810927e-09
3.9675,7.2558023006833459e-09
3.97,7.2352787236428115e-09
3.9725,7.2145220856755713e-09
3.975,7.1935449809386265e-09
3.9775,7.1723623290695704e-09
3.98,7.150991707731316e-09
3.9825,7.1294549725349169e-09
3.985,7.1077745480218339e-09
3.9875,7.0859733433984332e-09
3.99,7.064073019252372e-09
3.9925,7.0420963314971794e-09
3.995,7.0200671109514536e-09
3.9975,6.9980098132190665e-09
4.0,6.9759482330846287e-09
4.0025,6.9539046026967767e-09
4.005,6.9319003459730541e-09
4.0075,6.9099537616045123e-09
4.01,6.8880818257344969e-09
4.0125,6.8663012037192341e-09
4.015,6.8446284791810668e-09
4.0175,6.8230814689380979e-09
4.02,6.8016778994206512e-09
4.0225,6.7804349761513058e-09
4.025,6.7593671693514519e-09
4.0275,6.7384862449342086e-09
4.03,6.7177991520435553e-09
4.0325,6.6973078749671242e-09
4.035,6.6770107479759115e-09
4.0375,6.6569023857120621e-09
4.04,6.6369763834911319e-09
4.0425,6.6172238536176893e-09
4.045,6.5976354782473008e-09
4.0475,6.5782023729863295e-09
4.05,6.5589152032756754e-09
4.0525,6.5397644560850007e-09
4.055,6.5207393191513096e-09
4.0575,6.5018294775178591e-09
4.06,6.4830233642460801e-09
4.0625,6.4643103979059746e-09
4.065,6.4456798511426135e-09
4.0675,6.4271222129932119e-09
4.07,6.4086281908051367e-09
4.0725,6.3901882800192944e-09
4.075,6.3717932330206118e-09
4.0775,6.3534333971126681e-09
4.08,6.3350995704634305e-09
4.0825,6.3167838016167065e-09
4.085,6.2984799689934809e-09
4.0875,6.2801843933414954e-09
4.09,6.2618950068834039e-09
4.0925,6.2436107517554406e-09
4.095,6.2253319836988371e-09
4.0975,6.2070596894795106e-09
4.1,6.1887960618309016e-09
4.1025,6.1705435870683443e-09
4.105,6.1523049236286969e-09
4.1075,6.1340838906229573e-09
4.11,6.1158844439360286e-09
4.1125,6.0977121605595887e-09
4.115,6.0795727005157802e-09
4.1175,6.0614727219066839e-09
4.12,6.0434181035011288e-09
4.1225,6.025415480004943e-09
4.125,6.0074715475522148e-09
4.1275,5.9895929587326561e-09
4.13,5.9717855675849317e-09
4.1325,5.9540542524554938e-09
4.135,5.9364016702816448e-09
4.1375,5.9188298038540945e-09
4.14,5.9013396247824255e-09
4.1425,5.8839321453705189e-09
4.145,5.8666081370269349e-09
4.1475,5.8493659235427869e-09
4.15,5.8322037415097522e-09
4.1525,5.8151180933796367e-09
4.155,5.7981040641977182e-09
4.1575,5.7811555840057579e-09
4.16,5.7642636923054551e-09
4.1625,5.7474165001490899e-09
4.165,5.7305986800892676e-09
4.1675,5.7137934883317335e-09
4.17,5.6969823251861837e-09
4.1725,5.6801456541695515e-09
4.175,5.6632643763417617e-09
4.1775,5.6463208139469246e-09
4.18,5.6292990569703248e-09
4.1825,5.6121849231905315e-09
4.185,5.5949655350172308e-09
4.1875,5.5776289329251438e-09
4.19,5.5601644288996658e-09
4.1925,5.5425612396499079e-09
4.195,5.5248088989859578e-09
4.1975,5.5068979656914564e-09
4.2,5.4888204388610422e-09
4.2025,5.4705700431818042e-09
4.205,5.4521407670843907e-09
4.2075,5.4335275456804479e-09
4.21,5.4147270736305292e-09
4.2125,5.3957379234642089e-09
4.215,5.3765615668402557e-09
4.2175,5.3572021643848449e-09
4.22,5.3376668559338034e-09
4.2225,5.3179652098756106e-09
4.225,5.2981088954027507e-09
4.2275,5.2781113296457198e-09
4.23,5.2579874227712822e-09
