Physical Time (s),ep_right Monitor (kg-m/s^3): right_cv1,ep_right Monitor (kg-m/s^3): right_cv2,ep_right Monitor (kg-m/s^3): right_cv3,ep_right Monitor (kg-m/s^3): right_cv4,ep_right Monitor (kg-m/s^3): right_cv5,ep_right Monitor (kg-m/s^3): right_cv6,ep_right Monitor (kg-m/s^3): right_cv7
1.6875,3.4791194204043037e-05,5.599045319807423e-06,5.1856274634292959e-06,4.9193830680348663e-06,3.7052843260957292e-07,1.069762345373192e-08,-1.0140811415916871e-08
1.69,3.479998500733859e-05,5.8590159221291447e-06,5.2806211936778678e-06,4.9794292892883359e-06,3.9213132253787326e-07,9.9324288702082369e-09,-1.1380547834075218e-08
1.6925,3.4809392558114099e-05,6.1266143112345331e-06,5.3685835414219944e-06,5.0330238935969567e-06,4.1388882113213817e-07,9.2591905172144788e-09,-1.2570627882834926e-08
1.695,3.4817452707763579e-05,6.3994636405858966e-06,5.4548267474164086e-06,5.0760661369770207e-06,4.3569567336115239e-07,8.6319520382334166e-09,-1.3700609796805552e-08
1.6975,3.4825299817486836e-05,6.6736248980743316e-06,5.5240801176450138e-06,5.1091276327763635e-06,4.571719299807909e-07,8.0033748094924593e-09,-1.4759910760468836e-08
1.7,3.4832796521371892e-05,6.9440606351827801e-06,5.5824299130340487e-06,5.1308772936857045e-06,4.7811871192524482e-07,7.3267240073709028e-09,-1.5737947464984174e-08
1.7025,3.4837998734369558e-05,7.2080604198912897e-06,5.6279894885370876e-06,5.1442008431302055e-06,4.9832200806539979e-07,6.5546007883049829e-09,-1.662416269924724e-08
1.705,3.484207608678454e-05,7.4599934191157027e-06,5.6570643100994264e-06,5.1495993560337928e-06,5.1770651799870167e-07,5.6599715466208687e-09,-1.7408456195059385e-08
1.7075,3.484482071031646e-05,7.6961346637977288e-06,5.6710526759500213e-06,5.14663197375793e-06,5.3610393499405068e-07,4.6174103172448474e-09,-1.8081323696732865e-08
1.71,3.4845327374823948e-05,7.9126311896565359e-06,5.6661097920497155e-06,5.1371501356402635e-06,5.5332111158721585e-07,3.406011154700081e-09,-1.8634205136729189e-08
1.7125,3.4840755502068456e-05,8.106916749830752e-06,5.6477317287153778e-06,5.121128334254688e-06,5.6956362602133083e-07,2.0060732984107645e-09,-1.9061054446884834e-08
1.715,3.4840640205667198e-05,8.2697613587631443e-06,5.6047070819414251e-06,5.1001019653151741e-06,5.8437381893416836e-07,3.6642401638769346e-10,-1.9353663080703235e-08
1.7175,3.4835701541995402e-05,8.4013161843272891e-06,5.5528016263798098e-06,5.0724298819868071e-06,5.9869869392192125e-07,-1.5444127070278455e-09,-1.9507393768348672e-08
1.72,3.4827388168678404e-05,8.4976977780068298e-06,5.4865267916003712e-06,5.0392342556809537e-06,6.1253957282771926e-07,-3.71509277968695e-09,-1.9519753892995433e-08
1.7225,3.4817077702843138e-05,8.5574984587000845e-06,5.4024217011029645e-06,5.0017020454555864e-06,6.2517554145070408e-07,-6.0949028560091567e-09,-1.9389023405839508e-08
1.725,3.4804964673944703e-05,8.5779681898462287e-06,5.3038311338955901e-06,4.9614799337508039e-06,6.3663977323657983e-07,-8.625832466289318e-09,-1.9114256314510825e-08
1.7275,3.4789933520065796e-05,8.5590446938842498e-06,5.1953512136501124e-06,4.9197839239655906e-06,6.4741176112139076e-07,-1.1286187881820797e-08,-1.8695826902465538e-08
1.73,3.4772050350400049e-05,8.503853701601881e-06,5.0774346450793433e-06,4.8744868327774197e-06,6.5779007856446083e-07,-1.4055972567998915e-08,-1.8135521728259391e-08
1.7325,3.4754081682064805e-05,8.4037629057719226e-06,4.9591554257785235e-06,4.8321633555221097e-06,6.6832520147828061e-07,-1.6882630556067929e-08,-1.7437750155820062e-08
1.735,3.4731223517391705e-05,8.2676612970081833e-06,4.8307122201469382e-06,4.7901339156659987e-06,6.7796462696508278e-07,-1.9745856145275968e-08,-1.6608206914480406e-08
1.7375,3.4706045538860839e-05,8.0984494052313982e-06,4.6990798807909156e-06,4.7487156140656951e-06,6.8720742525795605e-07,-2.2627468919266966e-08,-1.5653086311164418e-08
1.74,3.4677081052098308e-05,7.8995449599720834e-06,4.5690524671403318e-06,4.7083307424880488e-06,6.9679413997598414e-07,-2.5512390764311169e-08,-1.4579801789129125e-08
1.7425,3.4645303056304909e-05,7.6743518085214066e-06,4.4419469057779659e-06,4.6705888426031084e-06,7.0713945775055998e-07,-2.8359055245529702e-08,-1.3397397778324382e-08
1.745,3.4610843043433927e-05,7.4276111396417102e-06,4.3167374841877725e-06,4.6358685334563238e-06,7.178713267619127e-07,-3.1080006763992259e-08,-1.2116096761227178e-08
1.7475,3.4574751660094177e-05,7.1634634679776088e-06,4.1937902035328038e-06,4.604621296930642e-06,7.2949812835129744e-07,-3.3565300662305239e-08,-1.0746931926342265e-08
1.75,3.4535689161011075e-05,6.8878501798968143e-06,4.0761219112116128e-06,4.5786475783011779e-06,7.4211010668639408e-07,-3.5718677967927396e-08,-9.3021424667151243e-09
1.7525,3.4494128955652518e-05,6.6046507564268616e-06,3.9640621034450033e-06,4.5582436361887428e-06,7.5607496476293494e-07,-3.7453409824893444e-08,-7.794826885152337e-09
1.755,3.4451511711139701e-05,6.3187028947458573e-06,3.8585197831394774e-06,4.5405710598665642e-06,7.7124807074115067e-07,-3.8699704991964805e-08,-6.2387146497120383e-09
1.7575,3.4407242095761411e-05,6.0324578858810573e-06,3.7603352349702664e-06,4.5273482443446958e-06,7.8769966290213512e-07,-3.9377224316863605e-08,-4.6480457075989387e-09
1.76,3.4361853978986435e-05,5.7501133233371373e-06,3.6698233139179823e-06,4.5180860166532344e-06,8.0560917740356345e-07,-3.9421320716581842e-08,-3.0368574426355695e-09
1.7625,3.4316491878552952e-05,5.474616790054428e-06,3.586622241932254e-06,4.5133228839723792e-06,8.2526992736949031e-07,-3.8792482080472765e-08,-1.4184780744651372e-09
1.765,3.4271294738322166e-05,5.2081034863171616e-06,3.5123289968765668e-06,4.5084560540396837e-06,8.4687981427149845e-07,-3.7455141580263079e-08,1.947226348772988e-10
1.7675,3.4225710227474026e-05,4.9530294285946284e-06,3.4468334999349717e-06,4.5077120880666969e-06,8.7036281106520973e-07,-3.5395280313299518e-08,1.7915323835591921e-09
1.77,3.4179945253680788e-05,4.7115107343095752e-06,3.3898160270822913e-06,4.5111263211888104e-06,8.9542257252224988e-07,-3.2604700740573376e-08,3.3616995485140163e-09
1.7725,3.4133955546134907e-05,4.4842569569805056e-06,3.3418734057626961e-06,4.5159031742345071e-06,9.2231699121807219e-07,-2.9084010049832871e-08,4.8958177797428178e-09
1.775,3.4088991460989361e-05,4.2724812884944191e-06,3.3049003036893559e-06,4.5213089351026944e-06,9.5091237129747316e-07,-2.4842754114793949e-08,6.3852671825519391e-09
1.7775,3.4045301143074463e-05,4.0774350681141426e-06,3.2753529168155232e-06,4.5280776131545012e-06,9.811280640014323e-07,-1.9903230559060225e-08,7.8219704880329177e-09
1.78,3.4002571464088409e-05,3.9000230074944623e-06,3.2564527892236826e-06,4.5359299454383342e-06,1.0134289370044937e-06,-1.4305592772846944e-08,9.1981863892393635e-09
1.7825,3.3961480308694295e-05,3.7416775764384557e-06,3.2469558396546231e-06,4.543422019071614e-06,1.0467851432097987e-06,-8.0935705704110381e-09,1.0506710772008193e-08
1.785,3.3922131420164429e-05,3.6018110920078689e-06,3.2471236629001714e-06,4.5499464071928302e-06,1.0809809709255765e-06,-1.3159703223788767e-09,1.1740610691529792e-08
1.7875,3.3884463166769548e-05,3.4831670006786221e-06,3.2578634798821424e-06,4.5554747108896537e-06,1.1155666637771676e-06,5.9780263321955171e-09,1.2893362915490452e-08
1.79,3.3848083586058592e-05,3.3871720546124967e-06,3.2785885886776382e-06,4.559967907973368e-06,1.1506075854059208e-06,1.3736151042930578e-08,1.3959051911032149e-08
1.7925,3.3813191715304483e-05,3.3131943596402318e-06,3.3098785830119836e-06,4.5624828617330227e-06,1.186947401104164e-06,2.1882120530679018e-08,1.493236207783943e-08
1.795,3.377932175113404e-05,3.2596690358436955e-06,3.3510665866408763e-06,4.5632655523462582e-06,1.2233644554255489e-06,3.032255323751938e-08,1.5808761075602716e-08
1.7975,3.3747962137853479e-05,3.2279704970277516e-06,3.4011175941900873e-06,4.5615158499339433e-06,1.2590877299020651e-06,3.8939751880111926e-08,1.6584513637952565e-08
1.8,3.3717240403918427e-05,3.218254054607324e-06,3.458751876779046e-06,4.5579277260803631e-06,1.2947289175876071e-06,4.7607536117859529e-08,1.7256645760076396e-08
1.8025,3.3686171956509594e-05,3.2305016981247682e-06,3.5232277390968192e-06,4.553145271290795e-06,1.3301292320255384e-06,5.6212791172942672e-08,1.7822948213973116e-08
1.805,3.3657220052605728e-05,3.2644314524515238e-06,3.5927617285900675e-06,4.5473979511223613e-06,1.3645905952342867e-06,6.4657577931195792e-08,1.8281985855522596e-08
1.8075,3.3627761976562334e-05,3.3198961072147759e-06,3.66607740591633e-06,4.5401916861261968e-06,1.397939943174739e-06,7.2825947260046288e-08,1.8632795894923081e-08
1.81,3.3597456241356649e-05,3.3978515541931959e-06,3.7418907073930131e-06,4.5322624797636677e-06,1.4303841985707001e-06,8.05882263901284e-08,1.8874772803365959e-08
1.8125,3.3567478307526302e-05,3.4976492079637614e-06,3.8182514940363038e-06,4.5247801287926909e-06,1.4617048617437204e-06,8.7809655008173401e-08,1.9007488382415156e-08
1.815,3.3537245612003237e-05,3.6193714511076269e-06,3.8958597803309761e-06,4.5137060993463821e-06,1.4925884400737256e-06,9.4359864202998714e-08,1.9030474354798065e-08
1.8175,3.3507614348461036e-05,3.7622160809224198e-06,3.9740598472291736e-06,4.4991943483278444e-06,1.5206978631342455e-06,1.0011426971744849e-07,1.894334360020655e-08
1.82,3.3476344842558645e-05,3.9265193052729306e-06,4.0521091245167013e-06,4.4845867088252361e-06,1.5455987436336932e-06,1.0496499796301336e-07,1.8745925679228329e-08
1.8225,3.3445498432334064e-05,4.1110978207864265e-06,4.129468991910811e-06,4.4691686001647851e-06,1.5691077118051559e-06,1.0881431510648177e-07,1.8438353318895106e-08
1.825,3.3414157023570147e-05,4.3147332207856495e-06,4.2059755650865306e-06,4.4520019120542974e-06,1.5920229272688159e-06,1.1156893020620072e-07,1.8021208195927889e-08
1.8275,3.3381592713191689e-05,4.5358869544689538e-06,4.2795530093858241e-06,4.4343781591816728e-06,1.6126419277118922e-06,1.1314037524771685e-07,1.7495444266959005e-08
1.83,3.3348686298765701e-05,4.7712054495933008e-06,4.3496769166842169e-06,4.4174776277936486e-06,1.6304730443854323e-06,1.1343507077375599e-07,1.6862562453595669e-08
1.8325,3.3316076770030163e-05,5.0189297747948745e-06,4.4144625415382092e-06,4.3992182618853851e-06,1.6466423678541992e-06,1.1237307560234162e-07,1.6124488614918407e-08
1.835,3.3283256120194009e-05,5.2766780899624364e-06,4.4738977342839586e-06,4.3792360289280755e-06,1.6605883625774626e-06,1.0989965621439082e-07,1.5283776877949492e-08
1.8375,3.3249330800750724e-05,5.5411612300219481e-06,4.5245075311916564e-06,4.3596107274604939e-06,1.6726683614417253e-06,1.0598625891345488e-07,1.434337063497641e-08
1.84,3.3215834891236948e-05,5.8077842960538199e-06,4.5626509133734844e-06,4.3379126408454953e-06,1.6836527394538808e-06,1.0062690786916205e-07,1.3307144477242927e-08
1.8425,3.3183346504479159e-05,6.0727513089155567e-06,4.589672400206494e-06,4.3142748721481866e-06,1.6932492713905487e-06,9.3837938252869771e-08,1.2179408532862435e-08
1.845,3.3150971821274312e-05,6.3319561337426977e-06,4.6053723275746797e-06,4.2903802250054729e-06,1.7015213523476398e-06,8.5650647750953173e-08,1.0965356726011213e-08
1.8475,3.3120034177995383e-05,6.5803987131793893e-06,4.6089467401124925e-06,4.2643041026203973e-06,1.7088076474085997e-06,7.611457106434083e-08,9.6706931657266903e-09
1.85,3.3090164639675093e-05,6.812891119513762e-06,4.598439247033964e-06,4.2361737696539054e-06,1.7159746423236188e-06,6.5298342624515648e-08,8.3018778369809551e-09
1.8525,3.3062403884469004e-05,7.0284417478388941e-06,4.5770600112418284e-06,4.2070909654303436e-06,1.7231804989866586e-06,5.3286709737523918e-08,6.866223507029477e-09
1.855,3.303552748363358e-05,7.2140711951023715e-06,4.5410139871106837e-06,4.1767398825736867e-06,1.7295665741259434e-06,4.0177410150949472e-08,5.3720509736505931e-09
1.8575,3.3010571370360785e-05,7.3719247821610227e-06,4.4948791398939473e-06,4.1440904181477391e-06,1.7366290257502226e-06,2.608767194310882e-08,3.8286318356824028e-09
1.86,3.2987122736669137e-05,7.4959496501730844e-06,4.4386829467113003e-06,4.109771588319743e-06,1.7444322404403922e-06,1.1135717461114811e-08,2.246446440634161e-09
1.8625,3.2965307627089106e-05,7.5827715923664069e-06,4.3724214939423883e-06,4.0739494785212871e-06,1.7535986151744581e-06,-4.5460771414865972e-09,6.369565339804511e-10
1.865,3.2944510711780763e-05,7.6307323863299693e-06,4.2962708314903876e-06,4.0370327654214953e-06,1.7632607019906029e-06,-2.0821935489480212e-08,-9.8787088933887202e-10
1.8675,3.2924360973466482e-05,7.638278099077814e-06,4.2122476864592202e-06,3.9987914412646787e-06,1.7730319217712035e-06,-3.7535412797830435e-08,-2.6150709034944721e-09
1.87,3.2906221375407155e-05,7.6043840019113061e-06,4.1224918335074077e-06,3.9608298252348851e-06,1.7853253688314367e-06,-5.4525949784345503e-08,-4.2314794967795334e-09
1.8725,3.2889294355338813e-05,7.5316192804217594e-06,4.0287985157439864e-06,3.9236687895336371e-06,1.8000957449898096e-06,-7.1628460938837487e-08,-5.8239281660710812e-09
1.875,3.2873463916120934e-05,7.4213655791284368e-06,3.933115464716062e-06,3.8874246100477019e-06,1.8166615867931249e-06,-8.8675750510394961e-08,-7.379022540987423e-09
1.8775,3.2857373666750761e-05,7.2775141726050902e-06,3.8378794566228607e-06,3.853286512654395e-06,1.8345517346325047e-06,-1.0549243204601033e-07,-8.8838558789028849e-09
1.88,3.2841810119376861e-05,7.1049274945559979e-06,3.7439142678874678e-06,3.8209699709123286e-06,1.8550601362703332e-06,-1.2191351140268054e-07,-1.032597386556539e-08
1.8825,3.2826508727597165e-05,6.9081757679891541e-06,3.6526663093063069e-06,3.7909807723669981e-06,1.8792513612170448e-06,-1.3777120860022688e-07,-1.1693433926266581e-08
1.885,3.2810847726804965e-05,6.6923966877456499e-06,3.565176150138369e-06,3.7643884967722028e-06,1.9057451833941432e-06,-1.5289674666759894e-07,-1.2975343158748093e-08
1.8875,3.27952168879218e-05,6.4613383655744565e-06,3.4821882066547235e-06,3.7411638097211916e-06,1.9350755575237849e-06,-1.6713746465283626e-07,-1.416135751746355e-08
1.89,3.2779798798589034e-05,6.2219842033144901e-06,3.4045951579433623e-06,3.7214014924198666e-06,1.967269370258411e-06,-1.8034976828846695e-07,-1.5242379895960528e-08
1.8925,3.2764854261397826e-05,5.9764956790650813e-06,3.3328657750086846e-06,3.7062726483843076e-06,2.002941107807466e-06,-1.9239489747193748e-07,-1.6210402201892794e-08
1.895,3.2750181611326553e-05,5.7293306124972787e-06,3.267318279650506e-06,3.6935114154660844e-06,2.0418713349308141e-06,-2.031062064052248e-07,-1.7058666537081013e-08
1.8975,3.2735548042190044e-05,5.4847589888646143e-06,3.2084271308430371e-06,3.6870599425919248e-06,2.084459462660312e-06,-2.1235952755189796e-07,-1.7781865822835572e-08
1.9,3.2720733570789513e-05,5.245607163335088e-06,3.1565825495765767e-06,3.6852702435968739e-06,2.13043483294031e-06,-2.2004756989580149e-07,-1.8376117565395858e-08
1.9025,3.2704761877260144e-05,5.0148882656846662e-06,3.1118387598083626e-06,3.6871628761570129e-06,2.1802116312670469e-06,-2.2607845071861533e-07,-1.8838906305880204e-08
1.905,3.2688752287520123e-05,4.7945180852899342e-06,3.074476006616219e-06,3.6936232518100187e-06,2.2337850635584461e-06,-2.3036322392323441e-07,-1.9169090106002765e-08
1.9075,3.2673535112053576e-05,4.5852024255546164e-06,3.044608825894539e-06,3.7045650270900993e-06,2.2898004324868749e-06,-2.3282435420390321e-07,-1.936685900320486e-08
1.91,3.2660261004959455e-05,4.3886748523466498e-06,3.0224099042891258e-06,3.7182347802732911e-06,2.3486519864528566e-06,-2.3340374242641278e-07,-1.9433537087805316e-08
1.9125,3.2647960817626898e-05,4.2053713528421649e-06,3.0073141832621362e-06,3.7322520865072803e-06,2.4110903290733624e-06,-2.3208035627364423e-07,-1.9371473519727562e-08
1.915,3.2636691606092793e-05,4.0366809072876483e-06,2.999631522874414e-06,3.7501240783914882e-06,2.4768293749765072e-06,-2.2884637383595758e-07,-1.9183974171687179e-08
1.9175,3.2627051247460077e-05,3.883093684935224e-06,2.9998355960143144e-06,3.768358696698005e-06,2.545253748869154e-06,-2.2370640640221491e-07,-1.88752167653148e-08
1.92,3.2618657923656939e-05,3.7455165881267826e-06,3.0078334908859452e-06,3.7875862177543775e-06,2.6171951662420767e-06,-2.1666421497491279e-07,-1.8450225911899139e-08
1.9225,3.2610840925429661e-05,3.6240216914416501e-06,3.0241221291509359e-06,3.80721100519081e-06,2.6911334329351617e-06,-2.0777311440168487e-07,-1.791470777968971e-08
1.925,3.2605478522471035e-05,3.5203635623529361e-06,3.047996395617374e-06,3.8269814387809573e-06,2.7665552254597216e-06,-1.9710097748242447e-07,-1.727500619859861e-08
1.9275,3.2600276250203783e-05,3.4360202468304605e-06,3.0798799412220377e-06,3.8458216769577249e-06,2.8429391313522231e-06,-1.8473548678105415e-07,-1.6538036041732483e-08
1.93,3.2596559771129505e-05,3.3713688480643534e-06,3.1197290140983761e-06,3.8638740652229617e-06,2.9211378468920279e-06,-1.7074923333050335e-07,-1.5711237447056909e-08
1.9325,3.2591466916127845e-05,3.3246314527341993e-06,3.1677304706375307e-06,3.881067315224657e-06,3.0009847897649833e-06,-1.5522347504459802e-07,-1.4802353745934697e-08
1.935,3.2587794526747398e-05,3.2974145112238642e-06,3.2242575980392091e-06,3.8968061347561769e-06,3.0820208813859901e-06,-1.3827923439095189e-07,-1.381956799805718e-08
1.9375,3.2583050776600789e-05,3.2894961683727361e-06,3.2889791248976375e-06,3.9105117575811555e-06,3.1629582987346174e-06,-1.20093331330364e-07,-1.2771313006361381e-08
1.94,3.2578124902211362e-05,3.3017574479025765e-06,3.3612183092881483e-06,3.9228352078925291e-06,3.2439197071536513e-06,-1.0083656242047027e-07,-1.1666349912161366e-08
1.9425,3.257051475848222e-05,3.3349326355224054e-06,3.4393651088818288e-06,3.9334117282457908e-06,3.3242197809265304e-06,-8.0623845539461137e-08,-1.0513682653452982e-08
1.945,3.2560346995089e-05,3.3889237119773291e-06,3.5222687712153569e-06,3.9421128759008222e-06,3.4032405801698137e-06,-5.9659864722607119e-08,-9.3224397862911658e-09
1.9475,3.2549779139398449e-05,3.4645491348015796e-06,3.6085865485210891e-06,3.9494144671508641e-06,3.4814824836774533e-06,-3.8124391671496791e-08,-8.1020216561719021e-09
1.95,3.2535283494230457e-05,3.561345581686849e-06,3.6963717890510786e-06,3.9548267862521289e-06,3.5588869824472359e-06,-1.621832942504808e-08,-6.8618953317658575e-09
1.9525,3.2515454169235324e-05,3.680015476491934e-06,3.7848242826935395e-06,3.9587194732221663e-06,3.6345417644141385e-06,5.8584141910931275e-09,-5.6117433296673407e-09
1.955,3.2493211223012438e-05,3.8200858848285957e-06,3.8738011400799637e-06,3.9619679362996803e-06,3.7067456914965945e-06,2.786791676857988e-08,-4.3614583001528851e-09
1.9575,3.2468783686371197e-05,3.9820853286299957e-06,3.9627063598912575e-06,3.9661850455766906e-06,3.7763277561463767e-06,4.9552642544100797e-08,-3.1213203541318059e-09
1.96,3.2441099243015786e-05,4.1648564566411922e-06,4.0510975985180403e-06,3.9699739343896239e-06,3.8429933404115719e-06,7.0740088945725572e-08,-1.9018381336017213e-09
1.9625,3.2409724889425315e-05,4.3680563555749447e-06,4.1387343944725782e-06,3.9746907314159184e-06,3.9060844305974939e-06,9.118930673045507e-08,-7.1391635277232511e-10
1.965,3.237505174413775e-05,4.590818204913656e-06,4.2249037390817312e-06,3.9786885731151741e-06,3.9664491276736943e-06,1.1071112481904841e-07,4.3123292903415113e-10
1.9675,3.2337434102476885e-05,4.8315010421195185e-06,4.308479210559855e-06,3.9806156037719541e-06,4.0220382492955204e-06,1.2908850519143429e-07,1.5223750318271047e-09
1.97,3.2296848928826294e-05,5.0869324742360793e-06,4.388569503902161e-06,3.9820284927888026e-06,4.0729217997751135e-06,1.4613143882073443e-07,2.5478758744123217e-09
1.9725,3.2254505591638366e-05,5.3550473724530685e-06,4.4622523238894443e-06,3.9841939520318264e-06,4.1191031394090955e-06,1.6168633867620294e-07,3.4960979594953764e-09
1.975,3.2209669964119375e-05,5.6332463406617823e-06,4.5330759668564555e-06,3.9862143005932524e-06,4.1611955940654163e-06,1.7559427707956877e-07,4.355427436287615e-09
1.9775,3.2157993287972019e-05,5.919240249872453e-06,4.5950387499544468e-06,3.9831775749190913e-06,4.1995953599479402e-06,1.8755718257007246e-07,5.1127313994411944e-09
1.98,3.2115094860159909e-05,6.201390060806795e-06,4.6372338034138486e-06,3.9888696601469099e-06,4.2332218373251479e-06,1.977474034542132e-07,5.7616184364314087e-09
1.9825,3.2066729974006352e-05,6.4787317749514769e-06,4.6741612955557179e-06,3.9920378460107788e-06,4.2592953749490568e-06,2.0598579078587096e-07,6.2900099394783034e-09
1.985,3.2016565533409205e-05,6.7467181430201657e-06,4.7009387966013848e-06,3.9926598108472646e-06,4.2799928437092394e-06,2.120762429917209e-07,6.686763595863099e-09
1.9875,3.1968220240847711e-05,7.002315055528817e-06,4.7151801850280264e-06,3.989335752756249e-06,4.2960320747951032e-06,2.1598952133019081e-07,6.943244499329096e-09
1.99,3.1920328447692593e-05,7.2384266199837239e-06,4.7167040643255008e-06,3.9828458865512033e-06,4.3073096805909222e-06,2.1777993372470112e-07,7.05255070309319e-09
1.9925,3.1872760647224673e-05,7.4463407278607085e-06,4.7086197781742614e-06,3.9762908630384561e-06,4.3126150159918323e-06,2.1740384936758772e-07,7.0091431237672443e-09
1.995,3.1825216522144324e-05,7.6233227695769102e-06,4.6886630383674857e-06,3.967933572471705e-06,4.3135868691656477e-06,2.1467835823902694e-07,6.809402638532725e-09
1.9975,3.1777729460257353e-05,7.7633836473730712e-06,4.6566531307630537e-06,3.9562085556304815e-06,4.3108051150329601e-06,2.0945523537231666e-07,6.4520422260974415e-09
2.0,3.1733688279532587e-05,7.8600181263011609e-06,4.6157303090562331e-06,3.9416965999552608e-06,4.3035831421595952e-06,2.0181291900406137e-07,5.9376931533761101e-09
2.0025,3.1689438902034983e-05,7.9119790119750222e-06,4.5649082466085861e-06,3.923586203053159e-06,4.292409936795077e-06,1.9192648843179439e-07,5.2688282035678737e-09
2.005,3.1647419522209144e-05,7.9179137550492449e-06,4.504811247771029e-06,3.9028237031636385e-06,4.2777669874155083e-06,1.8000764947292113e-07,4.4497658459271826e-09
2.0075,3.1605939063615341e-05,7.8780810487277333e-06,4.435939540276979e-06,3.8787754674550863e-06,4.2586039097206962e-06,1.662348115640213e-07,3.4870845936735003e-09
2.01,3.1565116677018287e-05,7.7947012725708516e-06,4.3594233009259624e-06,3.8522458950335436e-06,4.2338951122005641e-06,1.5075441826032831e-07,2.3890161719290292e-09
2.0125,3.1524141382500357e-05,7.6745727784140419e-06,4.275702067336015e-06,3.8240258518703552e-06,4.2007461523477223e-06,1.3384030664928541e-07,1.1727241097324984e-09
2.015,3.1487646949249691e-05,7.5121577209140898e-06,4.1939664242033923e-06,3.791835423521207e-06,4.1703051781067851e-06,1.1538431219140699e-07,-1.654928157189326e-10
2.0175,3.144840844535048e-05,7.3198816185823191e-06,4.1047936293940581e-06,3.7588799429669233e-06,4.1348443299155884e-06,9.567821819964838e-08,-1.6124199712445513e-09
2.02,3.1407894727014489e-05,7.103183941899721e-06,4.0139748997504133e-06,3.7260178693423736e-06,4.0941183530330193e-06,7.4908150537198499e-08,-3.1524745840529014e-09
2.0225,3.136715676013684e-05,6.8663145980031853e-06,3.9256392556518629e-06,3.6927495913919084e-06,4.0502707384828193e-06,5.3096629532745382e-08,-4.770135825693771e-09
2.025,3.132649071078689e-05,6.6157729471066182e-06,3.8390877466007772e-06,3.658944126494356e-06,4.0057955215419859e-06,3.0342127179039259e-08,-6.447999099880851e-09
2.0275,3.128613662263022e-05,6.3567384782453605e-06,3.7539534115452026e-06,3.6253621293761625e-06,3.9588185954088864e-06,6.9992661582728285e-09,-8.1671676652431364e-09
2.03,3.1248106602444045e-05,6.092688617659653e-06,3.6702544603189001e-06,3.5920829424287656e-06,3.9091236374661956e-06,-1.645203985747864e-08,-9.9076466144007793e-09
2.0325,3.1210992142056188e-05,5.8281223003306047e-06,3.5902399086949099e-06,3.5606855176834488e-06,3.8558354983869571e-06,-3.9714687322113995e-08,-1.1649881679935527e-08
2.035,3.1173935265989425e-05,5.5663900466381939e-06,3.5143731529128917e-06,3.5318474825615878e-06,3.8011179996162013e-06,-6.2578134615913088e-08,-1.3375275458450575e-08
2.0375,3.1138766223013774e-05,5.3104492637975439e-06,3.4428686441805809e-06,3.503674396829124e-06,3.7456740063794292e-06,-8.4986615127878561e-08,-1.5066469989446259e-08
2.04,3.110571690504336e-05,5.0627970398369592e-06,3.3761834146591404e-06,3.4765546681783248e-06,3.6895099108962699e-06,-1.0677165117990702e-07,-1.6707256174993858e-08
2.0425,3.1073327562771252e-05,4.8249382092535239e-06,3.3144444558700282e-06,3.4538483266559195e-06,3.6334085358113097e-06,-1.2774479994842273e-07,-1.8282322608838492e-08
2.045,3.1042201801287627e-05,4.5985777762324921e-06,3.2582147496609089e-06,3.4333457724757372e-06,3.5778563008871378e-06,-1.4770383174698211e-07,-1.9776535960329755e-08
2.0475,3.101498443192147e-05,4.3848590283091977e-06,3.2076942335451194e-06,3.413313082013258e-06,3.5226265757082935e-06,-1.6641653242164903e-07,-2.1175129481191345e-08
2.05,3.0990917201645776e-05,4.1836908212780419e-06,3.1632470688730298e-06,3.3968191571025441e-06,3.4679593724259048e-06,-1.8368553708830319e-07,-2.2463333628209467e-08
2.0525,3.0970460310684362e-05,3.9955654642323229e-06,3.1237490736563992e-06,3.3802130062801365e-06,3.4152550580577824e-06,-1.9937864363124938e-07,-2.3627093341447948e-08
2.055,3.0953081726104508e-05,3.8228274057350749e-06,3.0930544977255236e-06,3.3652444097757539e-06,3.3649834601266785e-06,-2.1337307845212152e-07,-2.4653815968885493e-08
2.0575,3.093929980976728e-05,3.6649618041858598e-06,3.0677995763610828e-06,3.3513755916974853e-06,3.3168362354726075e-06,-2.2555883215682557e-07,-2.5533246808993402e-08
2.06,3.0928009126971137e-05,3.5233304951295113e-06,3.050546030795639e-06,3.3382033230271431e-06,3.2708572260887275e-06,-2.3583516337376923e-07,-2.6257914393379182e-08
2.0625,3.0920688156196085e-05,3.4000731037053347e-06,3.0405214499019119e-06,3.3257762172039613e-06,3.2275721875092771e-06,-2.4410920771990364e-07,-2.6822650457540347e-08
2.065,3.0914022907836573e-05,3.2956332499842553e-06,3.0381912919505309e-06,3.3131976834258183e-06,3.1876320297446324e-06,-2.5032022721302525e-07,-2.7224168763800823e-08
2.0675,3.0910341810113376e-05,3.2092718467889266e-06,3.0437915383960485e-06,3.3007803263432438e-06,3.1514552983371421e-06,-2.5442306672332969e-07,-2.7460421998700517e-08
2.07,3.0907250437041013e-05,3.1422752429811934e-06,3.0578050750588705e-06,3.2886869298176077e-06,3.1205199353209641e-06,-2.5636946165668306e-07,-2.7530154484674183e-08
2.0725,3.0903541012514436e-05,3.0940810632415596e-06,3.0811458259090202e-06,3.2770264811370008e-06,3.0934429932640548e-06,-2.5620869257792556e-07,-2.7432793000723169e-08
