Physical Time (s),xth_bot Monitor (kg-m/s^3): bot_cv1,xth_bot Monitor (kg-m/s^3): bot_cv2,xth_bot Monitor (kg-m/s^3): bot_cv3,xth_bot Monitor (kg-m/s^3): bot_cv4,xth_bot Monitor (kg-m/s^3): bot_cv5,xth_bot Monitor (kg-m/s^3): bot_cv6,xth_bot Monitor (kg-m/s^3): bot_cv7
0.9375,-2.3401885325927854e-16,-1.9851148833148626e-16,-3.6706751559215235e-16,-2.7862672484236267e-16,2.8775295097330265e-16,4.0257670761440774e-16,4.7196639644565556e-16
0.94,8.4850100822222523e-16,8.5882376843010737e-16,6.9573082844444303e-16,4.5055409389693249e-16,5.9196401794751697e-16,4.3274649954882286e-16,3.977032437085952e-16
0.9425,-1.3011754830072257e-15,-1.2815577258481685e-15,-1.2667679137164885e-15,-1.0852479080432161e-15,-1.3921592312738034e-15,-1.2844058310178529e-15,-1.1496116373259413e-15
0.945,8.1177721976829327e-16,7.4020134545411511e-16,6.3203860980930231e-16,1.3042049254759561e-15,1.1439116429874381e-15,1.056684686870106e-15,1.082082906814745e-15
0.9475,7.2053505512765941e-17,7.9300998718721093e-17,4.5592051032522115e-16,6.2335028251530598e-16,8.1507454269363303e-16,9.1235438838216533e-16,8.2906921709893209e-16
0.95,7.9492079740680246e-16,7.724249833064479e-16,7.9620898629393133e-16,1.2741606406997441e-15,1.1084210671231613e-15,1.1642441107930547e-15,1.1206876672799907e-15
0.9525,1.0543249070204931e-15,1.0026990664953782e-15,5.8721724989838713e-16,4.357015795778239e-16,2.8910396820311299e-16,1.871232620009286e-16,2.2919707413132342e-16
0.955,8.7856842229353004e-17,9.4298099743662024e-17,-3.7777814837008154e-17,-2.2194138061972066e-16,-1.2350875805532094e-16,-2.0087569772108195e-17,1.5976615727331042e-17
0.9575,-7.8876599259433911e-16,-7.6825157467374806e-16,-7.0887442966455683e-16,-5.306286085200898e-16,-6.5321565542523792e-16,-6.9959497726466345e-16,-7.7086890685060067e-16
0.96,-2.1432673475514423e-16,-1.5600221787924332e-16,-1.2963555916562242e-16,-5.9220396206224019e-16,-4.6857048147589008e-16,-4.3140633981557188e-16,-3.7656003371054344e-16
0.9625,-4.1668396183626557e-16,-4.684646049855446e-16,-3.3022893021403437e-16,-6.5712953668963038e-16,-5.4323178164620966e-16,-4.759947105872043e-16,-5.1391179318241692e-16
0.965,1.0587260338271061e-16,6.7387668468024847e-17,2.7337961490488003e-16,3.831406897650874e-16,6.494513416582713e-16,7.0802715164595316e-16,7.1874854488340612e-16
0.9675,1.0450631542756889e-15,9.7902218932027414e-16,1.1507217278345362e-15,1.3761502536171492e-15,1.5092840848309806e-15,1.4052258550985785e-15,1.3747016096985833e-15
0.97,-6.4668997481461016e-16,-6.6446489733208894e-16,-8.6053467435746426e-16,-8.9490073988965993e-16,-6.8061763675950212e-16,-5.3030808088325214e-16,-5.5324387780984739e-16
0.9725,-3.5542533154329931e-16,-3.5747242018494709e-16,-5.7497033798929235e-16,-2.0976868770368546e-16,-2.1704437805232828e-16,-9.2811564423965718e-17,-4.7330192002551942e-17
0.975,1.3577097817358184e-15,1.4015710073460562e-15,1.5216934968982814e-15,1.5027803080193867e-15,1.1692290911225678e-15,1.0141580968093332e-15,9.3401232251246493e-16
0.9775,4.8639990246491698e-16,4.8580385404719035e-16,6.1378968141090999e-16,7.1941557026125572e-16,1.2864424108174057e-15,1.3490253142230759e-15,1.2755513677859299e-15
0.98,-1.2568282608533097e-15,-1.2493184230553313e-15,-1.2020545361598536e-15,-1.3115519723867222e-15,-1.2635604467213597e-15,-1.1315899206713659e-15,-1.1388171595705902e-15
0.9825,-2.627825419625177e-16,-2.3685553887587013e-16,-5.5546817747892407e-16,-8.6349586912358903e-16,-6.3255008424452169e-16,-8.2436694962685871e-16,-7.8601877118971833e-16
0.985,6.6314005419747263e-16,6.379909983430984e-16,2.068972532509919e-16,6.264457631971242e-16,5.4888922173969258e-16,3.5717975852430548e-16,3.6400475691997427e-16
0.9875,2.4079033193021193e-16,2.9872549501151332e-16,3.5879436801424557e-16,2.3328680340387936e-16,3.7332269656803009e-16,3.6359595229939984e-16,3.3858520117574297e-16
0.99,-3.7888295776795763e-16,-4.1619583712683872e-16,-4.1465386679352436e-16,-6.1211143002505416e-16,-9.628165122972288e-16,-8.2890524812911101e-16,-7.6622229221192322e-16
0.9925,5.8495582955774249e-16,5.9166048780533517e-16,5.6677531218970025e-16,1.0878517231126104e-15,5.8179539851756474e-16,4.2903061062103852e-16,4.5027466486002252e-16
0.995,-1.9811584130724676e-16,-2.0882911865602201e-16,-2.9553800424860509e-16,-4.2715468674373591e-17,-2.4982586195916058e-16,-4.6977014411948797e-16,-4.7148456940475523e-16
0.9975,-2.8825633176670558e-17,-2.27325773959282e-17,-9.8737257758300761e-17,2.8624930651221388e-17,2.9839833105942189e-16,3.9680389188957361e-16,2.9849587020137615e-16
1.0,-6.7510580648348301e-16,-6.7072943438883964e-16,-6.9565027823558836e-16,-6.7455499738938501e-16,-1.1312311607162911e-15,-8.8194745603092971e-16,-8.5890268155125703e-16
1.0025,-8.9047490790361512e-16,-8.3082533594914658e-16,-7.7659115592901659e-16,-8.3636557912226497e-16,-1.0727958968633068e-15,-1.156574520648685e-15,-1.2389709150322835e-15
1.005,-1.5093769546515123e-16,-9.7407872827650594e-17,-4.0038078261861576e-16,-8.5463862273489129e-16,-8.6200604987843624e-16,-8.5990800061194777e-16,-8.7582281567208838e-16
1.0075,3.9840658249825664e-16,4.2717975977263738e-16,5.5373366768303107e-16,1.2087175179358394e-16,5.4090043114128461e-17,2.3793579902827931e-16,1.7584584430864309e-16
1.01,9.3216388437308419e-16,8.8621080338245256e-16,1.3434123348397889e-15,1.5055823063136172e-15,1.4425930539808738e-15,1.3056887026398966e-15,1.2840245972253808e-15
1.0125,8.6652980357697138e-16,8.6339924084485152e-16,8.7106414490993431e-16,1.1103837510323837e-15,5.2040201345144244e-16,4.0092783056569549e-16,3.1842622779645247e-16
1.015,2.7448777384217056e-16,2.3908252999264655e-16,1.0780663238957813e-16,-4.6954352255052362e-17,-3.3122261328748218e-16,-8.4090418946500666e-17,-4.8337617286166504e-17
1.0175,-3.2524245192045588e-16,-3.4911626761824899e-16,-3.1115585256485814e-16,-3.5480842825776083e-16,6.6665655740833081e-17,-1.0606277521262778e-17,-4.0386645955944617e-17
1.02,1.6433781068053026e-16,1.3710197923865514e-16,2.8558262922116139e-16,-1.4888674965892438e-16,-4.5691901482729519e-16,-1.7082940282574583e-16,-1.2916485125796959e-16
1.0225,2.5212915770692331e-16,2.361264410137367e-16,1.8509354038313707e-16,-4.3578702468163444e-17,-2.129891247635029e-16,1.1952449531172087e-16,1.5222252691412634e-16
1.025,-1.0240752636034813e-16,-1.2140014851052225e-16,-7.265025126352052e-17,2.0857912029018982e-16,5.4783169812565442e-16,1.3181840689440695e-16,1.6563182464438728e-16
1.0275,-2.4991382139366134e-16,-2.1121173441063821e-16,-3.6184040457222494e-16,-3.1844836543500302e-16,7.3742710132711965e-17,8.7964869310673609e-17,1.2486534082170037e-16
1.03,-5.4358589403163347e-16,-5.7667223989149322e-16,-8.5851488282129509e-16,-9.0118227320240546e-16,-1.0059757013157839e-15,-1.0724903330323302e-15,-1.0869154537251814e-15
1.0325,6.122618188388627e-16,6.5679577863063954e-16,6.6974061255042951e-16,1.0162117343090804e-15,1.3351306158859527e-15,1.1719564089183611e-15,1.2135830205648644e-15
1.035,-3.3869804418151753e-16,-2.540795573918846e-16,-3.4517692963791993e-16,-6.4858520866067672e-16,-6.6226518299703334e-16,-7.4629446934152984e-16,-8.1084140517509095e-16
1.0375,-1.301215246403526e-17,1.7856637618838081e-17,-1.6124478815475998e-16,-2.3119690352394693e-17,-1.2441309278420698e-16,-3.0613100045955178e-16,-3.1307837986781906e-16
1.04,-9.6348194706164624e-16,-9.9759577995035999e-16,-1.0807952008610648e-15,-1.0348920484043641e-15,-8.8959221723606659e-16,-8.6909178467010869e-16,-9.0188310518862631e-16
1.0425,-4.7090827918597158e-16,-4.7590856060079798e-16,-4.000505946868206e-16,-4.4847049417632832e-16,-3.449267215401149e-16,-4.7010151934501393e-16,-3.8668173326533489e-16
1.045,-1.9436456514435709e-16,-1.5162086989319368e-16,-8.1778213516794704e-17,-1.9468248534235788e-16,1.0080588588572603e-16,6.4429405103675554e-17,9.9219959851614988e-17
1.0475,-1.065857809658821e-16,-1.149584040869018e-16,-2.8172352601903279e-16,-8.0832148452949852e-16,-6.8894342014367976e-16,-6.0425791498870101e-16,-6.9988451476031361e-16
1.05,2.8567770367313534e-17,6.0589623109304425e-17,-1.9246918003426772e-16,-1.7495473417512079e-16,-1.8389663198887577e-16,-3.3600933818464551e-16,-3.1043740404258693e-16
1.0525,-4.1179619830966312e-16,-4.4575226379761139e-16,-3.4538277905086878e-16,-1.539254501857086e-16,-1.5242155196682645e-16,-3.2769053503287874e-16,-2.5402781765724873e-16
1.055,-4.0846250628391577e-16,-4.279516433915866e-16,-4.6711104055270841e-16,-9.1539232424425079e-16,-4.4562520541621887e-16,-5.2383596339830686e-16,-5.1196193009911188e-16
1.0575,3.6628349414565824e-16,2.7954048193924135e-16,3.5530743993166366e-16,4.563517380736627e-16,8.4790098142994711e-16,8.7058274219293692e-16,8.4729287901987768e-16
1.06,5.7041899574451119e-17,7.8395386803703645e-18,1.0644415065134997e-16,4.474576923736233e-16,4.2503285155960873e-16,5.6665129825909818e-16,5.8047892217637328e-16
1.0625,2.6562713547939786e-17,7.6446779182264976e-17,1.494058001589524e-16,2.5148725598254388e-16,4.2995398781523433e-16,2.9890009521732637e-16,2.6052474689206826e-16
1.065,-1.1341000606543451e-16,-1.3750270080801578e-16,9.7711582207221585e-17,1.1317730073527989e-16,6.5476143177909084e-17,1.1228549457440054e-16,2.051920869185651e-16
1.0675,7.4383343970422141e-16,7.3470669077275825e-16,4.9113090584407958e-16,8.2939433457166338e-16,1.0825470791159089e-15,8.8507743763608555e-16,7.9231096682320928e-16
1.07,9.6649016535495252e-17,1.1016984044849235e-16,2.4035214640238624e-16,5.1959779365372722e-16,7.8912744312558399e-16,8.2323237021117327e-16,9.199362159071155e-16
1.0725,-1.7025535225659872e-16,-1.9973574583437046e-16,-1.1044697569951468e-16,-2.2915983437112629e-16,-3.0418181219673891e-16,-5.3851928988829155e-17,1.2578428679393228e-16
1.075,2.2965812329195108e-16,1.9887629447313202e-16,2.3239658171847325e-16,9.3233026862166895e-17,-2.9386610052888306e-17,-2.3167845743177761e-16,-2.0399886698085884e-16
1.0775,2.8527217265128178e-16,2.9883581114649016e-16,4.6421515517209115e-16,3.7472719669514251e-16,3.9476329362961916e-16,3.9015704399720219e-16,3.4207804601474904e-16
1.08,-2.2991758889702335e-16,-2.6743084444085799e-16,-5.514052927369733e-16,-8.4597250086654996e-16,-8.8977598729463778e-16,-8.7255676687776517e-16,-9.3585070252669001e-16
1.0825,-3.81376496151454e-17,-1.9773563766560324e-17,9.3739305109389626e-17,1.6434488207147738e-16,4.9400358974430808e-16,3.242496994320729e-16,2.959293132242623e-16
1.085,-6.6314233388125693e-16,-6.6457444903029663e-16,-7.6685417515655819e-16,-1.2363333932548956e-15,-1.417122123384876e-15,-1.1794802169633682e-15,-1.1619053034058279e-15
1.0875,8.0585913225069294e-16,7.9617632924170945e-16,8.3097669425407566e-16,1.0021512744747678e-15,1.6756749224749872e-15,1.2134649972187408e-15,1.2853464103796199e-15
1.09,1.9440637688954292e-16,1.6572787950686665e-16,2.2260458564937291e-16,1.9388657043139318e-17,1.1943830977216021e-16,1.4546693839336662e-17,-2.9071244097066598e-17
1.0925,3.3513000284651567e-16,3.6683020078668089e-16,-1.4432380390782464e-16,-1.1901962212258491e-16,-2.6481843215633045e-16,2.5657672801815152e-16,2.5860964949388542e-16
1.095,9.7431707830928644e-16,9.5776417059575549e-16,1.1352876968474097e-15,9.5627869438902611e-16,7.375655864264724e-16,9.3209408254466095e-16,8.8273632216351039e-16
1.0975,5.4765522611427331e-16,5.7154565366763807e-16,2.9884510116283576e-16,6.4451728841095731e-16,1.22702330596359e-16,2.6399315815527022e-16,3.4879833631292672e-16
1.1,8.0074842074265935e-17,1.3095070481175011e-16,3.6695882846445584e-17,2.1757365009781536e-16,1.3862131209909357e-16,1.4838358797235505e-16,1.7211438703876562e-16
1.1025,8.650936923944121e-16,8.8246750831339209e-16,9.1942431043337087e-16,5.9318693272781913e-16,7.7603217768109368e-16,1.2448233979573715e-15,1.2355426411362276e-15
1.105,-2.0185367072190687e-16,-2.6275918592132761e-16,-3.3677634017203379e-16,-7.0681846444986457e-16,-4.5969512056944028e-16,-6.0772203606029095e-16,-6.895512010268568e-16
1.1075,-6.4662579754052387e-16,-6.9851806937844191e-16,-8.3781933484996141e-16,-6.1272646038983982e-16,-7.3161432342847379e-16,-1.1035414394375023e-15,-1.0765818054854876e-15
1.11,1.2564139300528288e-15,1.2958353908323153e-15,1.502089236411275e-15,1.5828538134587513e-15,1.7445904415105151e-15,1.674987877568867e-15,1.6313430969878788e-15
1.1125,-6.341599717415374e-17,-9.2293673793177238e-17,-3.5591326562393543e-16,-4.0037150207483026e-16,-1.2157953030935001e-15,-1.3928078992558366e-15,-1.4438450936233964e-15
1.115,2.1762350961613198e-16,2.2259966695303897e-16,2.6686886746594477e-16,5.2466637498889941e-16,5.9754863390732477e-16,3.9712874685012316e-16,4.2518121930910208e-16
1.1175,-3.6557568195952221e-16,-3.8532299112424435e-16,-2.5238538483235452e-16,9.3458930937373279e-17,1.9634292526748017e-16,1.4373424755324643e-16,3.7870702913395146e-17
1.12,2.7538369147610566e-16,2.9761258644852665e-16,2.1668827470661303e-16,5.5124329089870521e-17,3.3470131628014657e-17,-5.5093253946241062e-18,-9.1115327337545133e-17
1.1225,3.8563172643853869e-16,3.3340695190715188e-16,6.8602130134322908e-16,9.5652902116909695e-16,1.3034980486874249e-15,8.8944690184725059e-16,8.2651692191634896e-16
1.125,1.0710858895307534e-16,6.3820520900492809e-17,6.4359197128164147e-17,3.617079920176918e-16,3.1245773366058875e-16,5.6815606943309109e-16,4.304712181348401e-16
1.1275,7.6954152043985119e-16,8.1546417378477139e-16,9.5124652278263492e-16,1.0572568326764713e-15,1.0671795010590811e-15,7.9984733296108334e-16,7.4400910340761021e-16
1.13,8.8974868298413227e-17,8.348736537670303e-18,-4.9694362188702232e-16,-3.5488129833393851e-16,-6.6678743513019255e-17,1.8671266374723368e-17,4.3309943989778542e-17
1.1325,6.1366267611244032e-16,6.8392858051232316e-16,6.3246790186407623e-16,1.6206433541758275e-16,4.3655189410497954e-16,1.0051748357034514e-15,9.8223024016251062e-16
1.135,-5.5605145783858242e-16,-6.219212095478368e-16,-8.0192429532896963e-16,-8.1197730605976671e-16,-4.4352275501578743e-16,-1.1983113797620268e-15,-1.1919863717640051e-15
1.1375,2.2351952875730821e-17,3.9545327719711958e-18,-2.6020045226423007e-16,-5.5215006217409109e-16,-1.0568628965142128e-15,-8.4693881117521138e-16,-8.2506209444692356e-16
1.14,-1.0850232155365609e-15,-1.0240603388840857e-15,-1.0590895439784191e-15,-2.0245787201130924e-15,-1.9064477431238297e-15,-1.8023553262944648e-15,-1.7977324494172378e-15
1.1425,5.4374070020083196e-16,5.7314355104135845e-16,5.6156505211994e-16,4.8048104841031933e-16,-3.256530096293136e-17,4.7755302212063668e-17,9.6163091373715581e-17
1.145,5.9441038465305469e-16,5.7841428665456572e-16,3.4007799951613388e-16,8.6532534206236595e-16,7.5955896888394094e-16,6.6742761411349144e-16,6.2598941689008642e-16
1.1475,5.9431793698185776e-16,6.2670729758790787e-16,5.4555020168748818e-16,5.6167685324155327e-16,5.1739788734149948e-16,6.2632896305382794e-16,6.6181439610476518e-16
1.15,-1.1159561625528629e-15,-1.1534079111374263e-15,-1.2428359743824456e-15,-1.4558923717544628e-15,-1.3593426082394619e-15,-1.330772432736656e-15,-1.283141969072325e-15
1.1525,9.680534392880972e-16,9.2143839989168696e-16,1.177747028055989e-15,1.3227094496478076e-15,1.2224332877439399e-15,1.1957221071951885e-15,1.2285928618483798e-15
1.155,8.0313751685294564e-17,6.6233489925434852e-17,1.4619887150717708e-16,-6.406177271788395e-18,-1.1530223041469246e-16,9.2557670705559654e-17,2.4263269980959966e-16
1.1575,1.8520255091688634e-16,2.3892101424655881e-16,4.1721987219460387e-16,1.8895554427270496e-16,5.88160242666314e-16,3.7686991130023773e-16,3.2916496823300738e-16
1.16,2.0267223325449697e-15,2.0142315227675092e-15,2.0149558444430282e-15,2.0490014874806375e-15,1.8951365536454403e-15,1.9677969267054659e-15,2.098423862120974e-15
1.1625,-7.67176164624657e-16,-7.7600244930468956e-16,-7.6056294532291838e-16,-6.294369794904267e-16,-7.6658629888737793e-16,-1.0443922460284772e-15,-9.4472381819396488e-16
1.165,1.1644263279848163e-15,1.1687613179527904e-15,1.0661386158823928e-15,8.5908714124160518e-16,8.7247326144213453e-16,6.1125841872808632e-16,5.7479426835454643e-16
1.1675,5.2733764100442004e-16,4.1870661920144066e-16,5.6018463950098386e-16,5.4608726950171183e-16,5.1362090118962905e-16,6.0874763533545966e-16,5.3498513921066689e-16
1.17,8.1313527269915701e-16,8.4875673966729979e-16,8.0296400211687008e-16,7.8759217113023676e-16,8.7925242829430818e-16,5.4954811226137398e-16,5.6709914331716606e-16
1.1725,4.8218722873155393e-16,4.5073557906611442e-16,4.8937649314636434e-16,5.8568370630748322e-16,1.4449815576776659e-16,5.9021150749261922e-16,6.4398708467203184e-16
1.175,4.5904065253917172e-16,4.269291258643173e-16,5.1267178122871208e-16,7.2135386690777182e-16,6.8906007056351942e-16,8.0093535775893985e-16,8.7279445072830125e-16
1.1775,-4.8979643976427558e-16,-5.6141480361293395e-16,-4.612443242699601e-16,-8.0797629420836471e-16,-5.3545507210956101e-16,-1.1328140235289736e-15,-1.0927712773041159e-15
1.18,-2.7089661772131916e-16,-3.7270737178249741e-16,-6.057019833750619e-16,-8.5887737691419795e-16,-5.3450695941482775e-16,-4.7039631549302139e-16,-4.9752525293756348e-16
1.1825,9.7927911081269138e-16,1.0265705892447358e-15,1.1531284821430662e-15,1.488186364595201e-15,1.5191316230059681e-15,1.3895829181066838e-15,1.3790945864921407e-15
1.185,-9.3710835218341447e-17,-1.8552067133964742e-16,-3.4131412091993637e-16,-4.1911496291098402e-16,-5.259464257747647e-16,-3.0764450101902585e-16,-4.1898068130366466e-16
1.1875,-6.333512248967248e-16,-5.6108753383146918e-16,-5.9740618490057668e-16,-9.7387699533502145e-16,-8.07394451973961e-16,-1.0017655921009568e-15,-9.8572743472337805e-16
1.19,-5.6220841604021813e-16,-5.9921231301477691e-16,-5.8358964619168281e-16,-3.9991862180029108e-16,-1.2030831928232174e-16,-2.3843988230021063e-16,-1.9644113657310203e-16
1.1925,-4.8020151511825727e-16,-5.0460153783702581e-16,-1.1555456242225292e-16,-6.6922209432614661e-17,2.7215032384143335e-17,-2.3199619736300042e-16,-2.8681894058691048e-16
1.195,4.6332490357364404e-16,4.7577371518935932e-16,3.5509900429578631e-16,6.2141417382438674e-16,5.3108641170005222e-16,8.7730681585799947e-16,7.53173266287249e-16
1.1975,-8.6193670957908439e-16,-9.2449198133641084e-16,-1.0529408322527319e-15,-1.1967443761918276e-15,-1.160344659211176e-15,-1.0136124214931185e-15,-1.0063864733432675e-15
1.2,6.0454550132432505e-16,5.7593973462189926e-16,2.1143896872183079e-16,2.5553654885329777e-16,7.4485609364447028e-16,4.5104399749137726e-16,4.4106358917280524e-16
1.2025,-3.3999236454952679e-16,-3.2147083645129253e-16,-7.3656174029953932e-16,-8.5458227092923206e-17,-1.6231483125168746e-16,-1.2199121138997845e-18,6.4221422622336674e-17
1.205,3.479985039504188e-16,3.819609816570201e-16,4.3641401163821526e-16,-1.0169382972679359e-16,-9.8265780802301653e-17,-1.5278156089072977e-17,8.5323325973901904e-18
1.2075,1.1194052706297427e-16,1.2331826149089718e-16,1.5076604360530514e-16,4.6302324385441125e-16,1.1320302461195991e-16,4.5363353821815036e-17,1.0026585894463908e-16
1.21,2.0758331014780181e-17,6.9260874134431351e-17,1.1470643862968843e-16,-1.2766356550887996e-16,-4.6496627440442956e-17,2.3754081790866985e-16,1.4353506640715249e-16
1.2125,1.4368972647838445e-15,1.4767902552212091e-15,1.6004492843505972e-15,1.5736200004693163e-15,1.9008933319519537e-15,1.6310510439912709e-15,1.6798194363761387e-15
1.215,7.5445029045066168e-17,5.631105667759868e-17,-9.8107667010264236e-17,2.2255019829993927e-16,1.9238498914972464e-16,2.8498901805134524e-16,1.6750908705602164e-16
1.2175,1.8506640996240673e-16,2.0562435038378111e-16,4.5787227823183067e-16,4.1038228751096355e-16,2.3424588543287476e-16,5.0216721136489191e-16,5.9799630790322263e-16
1.22,-5.4106755942690239e-16,-5.2296302734473942e-16,-5.018944691705834e-16,-7.3126024537490233e-16,-7.2579908908348705e-16,-6.4025913943381306e-16,-7.0279474629253031e-16
1.2225,2.643052176890532e-16,2.3753538158138883e-16,3.033732367516862e-16,4.7139851542793061e-16,1.1644504874368118e-15,1.1047447388365004e-15,1.120386714237352e-15
1.225,-5.1244197344506411e-17,-2.2119728978576227e-17,-6.1854325497089823e-17,-6.5029393854054761e-16,-1.2357767686760336e-15,-1.0947315935512842e-15,-1.1234995477543083e-15
1.2275,5.4575624342825588e-16,5.0723119532396461e-16,4.4852459902675854e-16,9.1243740993843253e-16,1.0942984070104212e-15,1.3191603761620247e-15,1.2881542195287687e-15
1.23,-6.5239564237622694e-16,-6.8131407910289306e-16,-4.9974249750519017e-16,-4.3947929860293505e-16,-9.7989710265433268e-16,-1.6253123721194667e-15,-1.7110976760641181e-15
1.2325,3.1990959366666126e-16,3.058458579677485e-16,3.4009042517201545e-16,6.250490670407196e-16,1.1464544641244617e-15,9.3066630336798392e-16,1.0073389944980061e-15
1.235,-1.3179912675515036e-16,-1.2251665329723844e-16,-6.8276606719443746e-17,8.752028684776973e-17,5.6146334302272847e-16,4.2995313930975622e-16,4.6574492331471153e-16
1.2375,-4.8276013425783528e-16,-5.2935543663222827e-16,-7.9538590985318178e-16,-7.7200794840411533e-16,-8.1791698368997936e-16,-3.8371552584388994e-16,-2.5808822823066623e-16
1.24,6.1059814291436284e-16,6.5881945270067845e-16,5.4292695533176431e-16,5.8338340516296664e-16,5.9225826377506655e-16,8.7830470903475308e-16,1.0282094607683918e-15
1.2425,1.9968576795945512e-16,1.8140762497199214e-16,-2.4262481768492197e-16,3.2167602039802737e-16,2.9494270745508356e-16,-1.9394351404375845e-16,-2.1947006006000538e-16
1.245,6.4538985329788582e-16,7.6739793041262551e-16,6.6466545729460659e-16,8.3558808659315152e-16,1.5371726389317058e-15,1.1653366829989564e-15,1.2885319410885982e-15
1.2475,1.4544046779850656e-16,1.1098983386009312e-16,5.2884532539898168e-17,6.7353643338379994e-17,-8.7142020374903289e-17,-1.9522768415196288e-16,-2.3939744431641112e-16
1.25,-4.0027176768885988e-16,-5.1160493625383541e-16,-4.9728959097454616e-16,-1.044710713439149e-15,-9.9552644371167189e-16,-1.4000029921515922e-15,-1.2553855230219172e-15
1.2525,-6.1838979111297478e-16,-6.3527883163521109e-16,-6.2812479318649562e-16,-2.0772846274826873e-16,-6.4146995848611159e-16,-5.4036640505329022e-16,-6.5533826309231683e-16
1.255,-1.3465338895025913e-16,-1.221758334574344e-16,-4.881881264730517e-17,-1.1528515659582166e-16,5.3172283531946993e-17,6.385631094456472e-17,-3.1502027653712788e-17
1.2575,2.2135108550463801e-16,2.1977934489212748e-16,1.5801785000077535e-16,-2.1791061547367832e-16,4.3898200688608835e-16,9.8863699514627116e-16,9.1712327782362782e-16
1.26,-7.1799697701291427e-16,-6.5482365797714369e-16,-5.8048122313707736e-16,-6.2021966935521193e-16,-2.1163092386445522e-16,-2.9137164498760772e-17,5.0010613671303025e-17
1.2625,-1.2749050069623475e-15,-1.3228560321675735e-15,-1.0977206460200207e-15,-1.4173413905333765e-15,-2.0844988599922645e-15,-1.5667435087345498e-15,-1.7344995653427147e-15
1.265,7.021583239338097e-18,7.0259585619048175e-17,1.1892692067021076e-16,8.938831153008009e-17,4.2194887561619354e-16,6.4705879732563633e-16,5.80354936066582e-16
1.2675,-2.3305136967915485e-16,-2.9595858799273168e-16,-3.8772404467488747e-16,-6.3333066938588279e-16,-6.7808036704128655e-16,-3.3524373166156616e-16,-3.7155368500228436e-16
1.27,-5.5492104327937097e-16,-5.2797562512227645e-16,-3.9212564187249243e-16,-1.9720648523016905e-16,-8.0503369196025764e-17,-2.1952730270957178e-16,-2.4143223083573246e-16
1.2725,-2.6501572668260826e-16,-2.8357055223362464e-16,-1.9978594139331557e-16,-2.4708401628208581e-16,-2.4039657800457239e-16,4.8382276889609767e-16,6.063504346746432e-16
1.275,7.9794923511992068e-16,7.5846097528002336e-16,8.1568004059101288e-16,9.1215043197710726e-16,9.8952373542372093e-16,4.8925466765920452e-16,4.6871867547021464e-16
1.2775,-2.1257789588964605e-16,-2.5443471159357295e-16,-1.8671490522997177e-16,-1.7207415377572088e-16,-1.537405383129834e-16,-4.8722680432693206e-16,-4.8941426332664726e-16
1.28,-6.6803624154777043e-16,-7.233928053194154e-16,-2.5944663523454207e-16,-7.2146153032694933e-16,-9.2991009482869742e-16,-9.4225479945988153e-16,-1.0642120082184511e-15
1.2825,1.801713443392809e-16,1.7683248327271781e-16,7.813673313217312e-17,9.6727245126278979e-17,-1.9130087338210332e-16,-2.235103940877071e-16,-2.1100205752183954e-16
1.285,2.6825014567206255e-16,2.1679178885544538e-16,1.6025536455125907e-16,1.563725338376214e-16,6.3711887372727745e-16,2.3857331250082258e-16,1.9477189409563375e-16
1.2875,-6.5744880807986659e-16,-5.8142966854518225e-16,-7.5092862487468304e-16,-8.6592002672261492e-16,-6.8976651335555634e-16,-5.2620980159285232e-16,-2.8609817644363793e-16
1.29,5.8537085261549646e-16,5.7045674790281042e-16,7.0193031564075581e-16,9.7677271543437028e-16,1.7951885620488569e-15,2.0830607922314128e-15,2.054171438447966e-15
1.2925,-9.2129069198495343e-17,-1.0635341731550111e-16,-1.3718062338833775e-16,-7.361239552908748e-16,-5.6947534348611813e-16,-5.1101126555490662e-16,-4.4053649867942135e-16
1.295,1.2300178816387615e-16,2.3234778555500587e-17,1.0036804778769528e-16,4.0215379483057555e-16,4.5041158567606392e-16,-2.6658411709127468e-16,-3.680690866411975e-16
1.2975,3.6305110792678455e-16,3.5914029295628134e-16,3.9831424610761113e-16,2.9733686005949465e-16,5.1816593754348126e-16,7.9234717286534068e-16,7.5199491174532953e-16
1.3,-1.7963372987656244e-17,9.1630875452730379e-17,2.5220881663415083e-16,-1.0935753128247239e-16,-5.1644114163021425e-16,-8.0943086962190258e-16,-7.9611428646346266e-16
1.3025,1.1298684589174793e-16,4.7772837328676586e-17,9.9226338313962712e-17,3.6603891459021025e-16,7.5465414364822993e-16,3.1248420390646059e-16,4.047267548780148e-16
1.305,3.4342713081926219e-16,3.2879956496936426e-16,2.2473508400382731e-16,8.5102709913370621e-17,4.9029748303829458e-16,6.4079271089586201e-16,5.5618512271260636e-16
1.3075,-3.5773212118754436e-16,-3.832913558684274e-16,-4.5074162026522195e-16,-3.1340030169728598e-16,-7.0229446154716588e-16,-7.5251064726302072e-16,-7.0726156985055651e-16
1.31,1.7397591178187038e-16,1.6035152069649329e-16,-4.0749571195588812e-17,-3.4088696513462622e-16,-5.3965478249635579e-17,-1.6067380982188454e-16,-1.1230983899846764e-16
1.3125,-1.1364941519783481e-15,-1.1025979685127124e-15,-1.3113069656357927e-15,-9.2046829657897655e-16,-9.6638689530681648e-16,-8.4912879506834146e-16,-8.7381467889187154e-16
