Physical Time (s),xth_bot Monitor (kg-m/s^3): bot_cv1,xth_bot Monitor (kg-m/s^3): bot_cv2,xth_bot Monitor (kg-m/s^3): bot_cv3,xth_bot Monitor (kg-m/s^3): bot_cv4,xth_bot Monitor (kg-m/s^3): bot_cv5,xth_bot Monitor (kg-m/s^3): bot_cv6,xth_bot Monitor (kg-m/s^3): bot_cv7
3.095,9.520729144000543e-16,8.740499195791852e-16,7.9236358837533137e-16,8.4569672306406416e-16,8.0718786035560114e-16,6.6751623402642054e-16,7.8892594911703807e-16
3.0975,-3.736224253089696e-16,-3.9484082800451789e-16,-4.5395666993197376e-16,-5.539605424313223e-16,-5.2373170049549726e-16,-3.9439897584762384e-16,-8.2067366925799932e-17
3.1,-2.6028365027303964e-16,-1.8266892890556028e-18,4.2188025341661913e-17,-3.363268416218256e-17,-1.7155269728904031e-16,-2.113451455324716e-16,-6.6549426938998758e-16
3.1025,7.1176086019933529e-16,6.314840853208183e-16,4.4874709188052427e-16,7.2019305774600727e-16,6.8724711573733951e-16,6.8404836168653545e-16,2.6113325065928337e-16
3.105,2.9492526680197663e-16,2.2968289960440404e-16,2.465259096306877e-16,2.6501754995468745e-16,2.2561836835160385e-16,-1.1334062170755428e-17,-2.5683122981158333e-16
3.1075,7.1167132573624718e-16,7.9717695896397243e-16,9.1797124028274666e-16,7.9115929218170108e-16,8.0471193159648818e-16,9.2157061350526891e-16,1.1812198631525368e-15
3.11,-2.6853127922614719e-16,-2.7991617213483093e-16,-3.7824619107835617e-16,-3.852801858771434e-16,-5.3892642597717701e-16,-4.818369923547218e-16,3.1862235406876046e-16
3.1125,-9.262475490397398e-16,-1.1759642356271437e-15,-1.0840018621470148e-15,-1.1165623559916176e-15,-1.0373168822572228e-15,-1.031824483851995e-15,6.6290470866950633e-16
3.115,2.1929215085855839e-16,1.5565385532291104e-16,3.0984316470202026e-16,3.5666212576696841e-16,5.2052545876512417e-16,4.7792471462144017e-16,4.9989604258596939e-16
3.1175,-2.8502438194949425e-16,-2.7378588653006461e-16,-3.0253335520278044e-16,-3.0533936465792384e-16,-5.8480999124980548e-16,-7.5869771213820443e-16,-1.6820754758795412e-15
3.12,3.1165554147231026e-16,3.2037501584560752e-16,3.5047356800176967e-16,4.8142220530237802e-16,4.2171058305849917e-16,2.8384975624425247e-16,-7.2259043320007391e-16
3.1225,-2.2539888385815034e-16,-3.1744013195538716e-16,-2.2294712880364627e-16,-2.2347721689239837e-16,-1.3670445968433713e-16,-1.644962733847005e-16,-1.17044285875894e-16
3.125,-1.0269951496167702e-15,-9.7271973345147118e-16,-1.1535093306150121e-15,-1.1413252158797316e-15,-1.2643276422082958e-15,-1.1623477187405515e-15,-1.9820802511773236e-15
3.1275,-5.8696848089038299e-16,-6.7486623371263417e-16,-6.8544487718793467e-16,-8.1591133050807685e-16,-9.2180503907920111e-16,-7.2794723534967574e-16,-9.4162602424165125e-16
3.13,4.0155790378836033e-16,4.8524424499974983e-16,4.544026291241281e-16,3.9371696609052656e-16,3.2154121997082154e-16,1.9459534551471182e-16,1.8673307394073746e-16
3.1325,1.2474067209888347e-16,8.4358559420618697e-17,-4.1776885531829602e-17,1.0073403617851336e-16,2.0538140161836978e-16,2.0962821856393033e-16,1.4733467386535066e-16
3.135,5.3004583281371634e-16,6.3960680001331305e-16,6.0438442880351994e-16,6.1190135283858669e-16,4.9459308042652068e-16,5.4668079832186092e-16,1.6819375423326348e-15
3.1375,5.6952504774231116e-16,5.3133761262760999e-16,3.5857844148582182e-16,3.7892522197848612e-16,5.0095323382758456e-16,5.709850698816779e-16,1.8264974871173974e-15
3.14,-3.2022918132141413e-16,-3.7153695317188829e-16,-5.0792225905882087e-16,-3.9949598425217442e-16,-3.9393912089361499e-16,-4.0683383735460272e-16,2.3044124040371291e-16
3.1425,5.0895693753418297e-16,4.8604985226155704e-16,6.1695046585204276e-16,4.4354864301418775e-16,5.8532582272135836e-16,7.2957496723726419e-16,1.7416834051276007e-15
3.145,6.5078534720233297e-17,1.4334415201852897e-16,9.7191156072801771e-17,1.1719912795444514e-16,1.9644439353719212e-16,1.5922021984896315e-16,-9.8230347007564582e-16
3.1475,2.5111567138566092e-16,2.3326200536538455e-16,1.9500119105085287e-16,2.8046599077775082e-16,3.3873911754680565e-16,5.0320817521030971e-16,3.4971585483177743e-16
3.15,-1.0192401449891712e-16,-4.4432583661748379e-17,-2.2154111352810538e-16,-1.0424054271979235e-16,-2.4759251644964569e-16,5.5929057692729123e-17,5.2676319801921979e-16
3.1525,5.2454352373132904e-16,3.6993434803084342e-16,3.6972640277468822e-16,3.302849447034917e-16,4.9507492066189086e-16,3.6397855809239886e-16,1.5296406467548128e-15
3.155,-1.4180678574577238e-16,-2.2371762444391015e-16,-3.5727614158990489e-16,-4.0291668302322137e-16,-2.9633446709639708e-16,-5.7213664695814562e-16,-2.6884195495470182e-16
3.1575,6.0298429562693794e-16,6.361605722437951e-16,7.0044683512100964e-16,6.6582509750412191e-16,8.6958011028346879e-16,9.8284483885788514e-16,1.6978317556299974e-15
3.16,3.7888689982700754e-17,6.1533742713530105e-17,1.4809801065020183e-16,1.1957514732260897e-16,4.9312677556745198e-17,-3.2924393858120603e-16,9.0617420730919932e-16
3.1625,-4.2951261190424956e-16,-4.9483478375309157e-16,-5.4257743302533453e-16,-8.4003056697624829e-16,-6.7019240481493817e-16,-8.1012848394514071e-16,-2.8689884553896486e-16
3.165,-2.4256307138369223e-16,-2.0582962560142677e-16,-2.4849146810795799e-16,-2.1486208300618931e-16,-1.6944688687342249e-16,-1.4655485236378334e-16,-1.5193748732271215e-15
3.1675,2.3958985894961084e-16,2.2425837786049949e-16,1.3052206274163529e-16,2.3216697908942233e-16,3.233214474445258e-16,2.070585743023794e-16,2.7455891026069749e-16
3.17,-1.0008501488673285e-16,-3.1756193850473656e-16,-2.5578475653784708e-16,-4.3620752906119857e-16,-2.0505729348430846e-16,-5.3926169965798857e-17,-9.0873864100164617e-16
3.1725,8.6296226700018806e-18,-1.1375678405624047e-16,1.0843326102987295e-16,1.1027321044886122e-16,1.7918490757744451e-16,3.0210973720933201e-16,-1.2769332488493642e-15
3.175,2.8597698904207133e-16,3.0862917021518853e-16,3.4283488885742535e-16,6.4592037496175699e-16,6.6755534286378389e-16,6.7464667736935224e-16,1.0978717488436446e-15
3.1775,1.9236699840253205e-16,2.2010030443473761e-16,1.9358253351037282e-16,2.7216054948682223e-16,1.0922694204755934e-16,-8.7776516536466904e-17,-5.4184580175555116e-16
3.18,-4.532024889033373e-16,-5.5768670048816537e-16,-4.9792820702232275e-16,-4.4392921202532286e-16,-5.5671048290833397e-16,-6.2562063560268064e-16,-9.736697960820343e-16
3.1825,-7.7615845543304431e-17,5.3677838255964603e-17,6.312391306968129e-17,1.5320351052956138e-16,9.8094699305314258e-17,1.6969656015956315e-16,-1.1349921715333267e-16
3.185,2.2295001678351299e-17,3.1794998312919481e-17,9.6252641778177213e-17,3.5398175733087972e-17,3.536842055490846e-16,2.9885158203543077e-16,1.6420933732139237e-15
3.1875,3.6743713697577189e-16,3.2348474494346043e-16,3.1534263525258003e-16,2.7957200080769472e-16,1.838475249090451e-16,2.1923185636522645e-16,1.9084874966296787e-16
3.19,7.7079955326151431e-17,2.1715738149328985e-16,1.487264042573014e-16,2.2406680658580433e-16,1.7717221869078632e-16,9.9859564539972695e-17,6.7055472276747681e-17
3.1925,-6.5206036361373485e-16,-7.8336084494570469e-16,-8.5303880664035882e-16,-9.9946837159395474e-16,-9.280236341943598e-16,-8.9174692956016499e-16,-3.5699563047887316e-16
3.195,-4.4098838263520582e-16,-3.1298904628451341e-16,-3.4305674310814031e-16,-5.2079255590444487e-16,-5.9168315916715636e-16,-5.2440723875002749e-16,-1.3915171581971175e-15
3.1975,-4.6245840547483206e-16,-6.6848910142897785e-16,-6.9999210934996883e-16,-8.5019670705910346e-16,-7.7269045764659556e-16,-8.4792665667706559e-16,-7.7470578321548174e-16
3.2,4.8296976477101447e-16,4.0609388199262606e-16,3.6013228014941955e-16,1.5123235704495211e-16,7.0595171622148963e-17,2.3286539868236555e-16,-6.3778469409157039e-17
3.2025,-4.3521635007566139e-16,-3.1712993131771e-16,-9.8042777511876059e-17,-2.1716344293025794e-16,-1.3187400179378389e-16,-1.8486011857128424e-16,-2.4444436286073661e-16
3.205,-3.8745811651692675e-16,-2.9132636119193215e-16,-2.4015195790569303e-16,-2.0581373646659138e-16,2.0137318694176857e-17,-5.3365881427610918e-17,-5.9653091676915152e-16
3.2075,9.1894856945346625e-16,9.1116245598071755e-16,8.4999359823724058e-16,9.636697947657501e-16,1.0909894358800697e-15,9.9252433447600428e-16,-4.4986759537186508e-18
3.21,-6.6268735439700795e-16,-6.6016658707554517e-16,-6.01185122246369e-16,-7.3527415771373275e-16,-7.5959074997601769e-16,-8.9486225923982454e-16,-8.1450924629809836e-16
3.2125,4.8854295125081411e-16,4.8462289832798441e-16,5.27376738359829e-16,6.0893074654511916e-16,6.8043839267842699e-16,3.5539529911380019e-16,-1.0056083846412524e-16
3.215,7.0574212509499031e-16,6.0763274216868135e-16,5.9541756790935251e-16,5.1850763192909412e-16,6.6084457480609333e-16,4.8311590262512468e-16,-2.0822477511196755e-17
3.2175,-5.7459268602446313e-16,-5.4112467716024535e-16,-5.4058652972890096e-16,-6.3198737991628866e-16,-8.0712190450622301e-16,-5.4671746887855208e-16,-8.0186872270398029e-16
3.22,-1.8728320858448137e-16,-9.9769463613813509e-17,2.1628459974296446e-17,7.0013379451386398e-17,-2.9168981072681448e-17,2.1415741315554059e-16,-4.2002616566750298e-17
3.2225,-1.5700761358695487e-16,-1.6350753417511016e-16,-1.0020658876625064e-16,-1.3214784715189045e-16,-1.6313132159754831e-16,-2.2620254748478089e-16,-1.0104025367542688e-15
3.225,1.8103709867462977e-16,2.3831339094324286e-16,1.0886059681359546e-16,7.8930071571379056e-17,1.3069400524942786e-16,3.3208626073338349e-18,-2.0799380881564213e-16
3.2275,-4.5610248508034756e-16,-4.1058322439401093e-16,-3.3897619681880296e-16,-3.5187926494721075e-16,-3.1029418541124921e-16,-2.858863877404919e-16,-5.9707610284221944e-16
3.23,-3.6873077583572377e-16,-3.9519603905860881e-16,-3.919248767523469e-16,-3.9151814062127035e-16,-4.2646588875929663e-16,-6.0338692567559773e-16,-2.4293597191626575e-16
3.2325,-5.5292160468299154e-18,1.3682347579313679e-16,8.5596572866964524e-18,-4.6642723050018945e-17,-1.8057861905059419e-16,-1.2965188679296907e-16,-4.2922563316987699e-16
3.235,-4.658641262161761e-16,-4.6220171583725918e-16,-4.181031310181032e-16,-3.0797996172447157e-16,-1.1461395858308229e-16,-7.2794207562176416e-19,1.3838493046086935e-16
3.2375,8.2110656921047297e-16,7.8380195830279779e-16,7.3622037880988558e-16,6.5993415865403389e-16,7.5989485223851847e-16,9.2664903195035757e-16,7.3644635530955359e-16
3.24,4.0183543447091787e-16,5.157046751538422e-16,3.8826143804818562e-16,3.8194607739704635e-16,2.3966888338414999e-16,2.3075037097662586e-16,8.8402519145038277e-16
3.2425,1.7149904812084919e-16,1.2712090540477034e-16,1.1735350232367172e-16,-4.5539342257482727e-17,-1.3746568468124387e-16,-5.2528049384978665e-17,-5.5443849985074167e-16
3.245,-7.9925757283649664e-16,-8.0529568070399059e-16,-7.5719146670296681e-16,-5.5430384233739275e-16,-6.8055807637007657e-16,-6.9285467042049664e-16,-6.1127083286208205e-16
3.2475,1.4535310975726315e-16,8.1331580943555389e-17,2.1069395155514272e-16,1.6786820137791407e-16,4.7072304267335769e-17,1.0745342300254414e-16,-7.9436818196219857e-16
3.25,-1.0702096113877641e-15,-1.0211730725735824e-15,-9.5226700558426129e-16,-8.1422508816031219e-16,-7.8232181708718054e-16,-9.8100329656648603e-16,-1.2526627119364741e-15
3.2525,-1.5050242469872141e-16,-2.4881053991816583e-16,-1.9053394888190279e-16,-2.3628707448237592e-16,-3.1752092292358829e-16,-2.9082563017314134e-16,-5.9215028054266976e-16
3.255,2.8797257784771337e-17,7.3592465928224836e-17,4.1255113609106949e-17,1.5547246807315514e-16,2.5264374387525358e-16,1.3344920358281254e-16,1.3368704526382289e-16
3.2575,-1.6178274727679224e-16,-1.840146434196312e-16,-2.0792071974451128e-16,-7.161953898044327e-17,-7.1115139401741717e-17,-2.6149416362400972e-16,5.203726894564368e-16
3.26,5.921040183318601e-16,7.0742040353598134e-16,7.1652665861823986e-16,4.5105300826426733e-16,3.9914164985813861e-16,4.3790232977791204e-16,1.5213706502967955e-15
3.2625,4.1083226350140873e-16,4.7322338683480794e-16,4.6084805447954965e-16,6.2052920355484468e-16,2.8360151699532593e-16,2.9737743351994053e-16,-2.2245216901301954e-16
3.265,-1.4225302343187278e-16,-1.7425647017865381e-16,-2.5293351823829049e-16,-1.7721966533349991e-16,-2.1483715094112654e-16,-2.7523458552739705e-16,-8.266717641868522e-16
3.2675,2.9858244109742946e-18,-1.3945239219913038e-17,-1.5492248069996055e-16,-2.2703232737363709e-16,7.4237776348946693e-18,1.8122224451255622e-16,-7.9398341822495431e-16
3.27,5.4111177653581437e-16,4.4622335912883099e-16,5.7543787177361996e-16,5.0707954216111327e-16,5.1416596416026463e-16,6.74903651316798e-16,3.8828550182984222e-17
3.2725,1.0046284406502289e-16,-3.1730050600882935e-17,1.0377071563000207e-16,1.5423427216313338e-16,-1.6844725429033028e-17,1.0010628211725432e-16,1.4789869484126067e-15
3.275,-7.5330345118287371e-17,-4.2373394081461065e-17,6.8813266133971189e-17,1.2042010271602436e-16,1.1870200365853707e-16,-2.8318028216823355e-17,-9.8614522809075149e-17
3.2775,-6.0064911996734852e-16,-5.3194486763129853e-16,-5.4476114478844022e-16,-4.1014594611858283e-16,-5.7978199109698343e-16,-4.4611167960748565e-16,5.8601476895848278e-16
3.28,1.0432925655325494e-16,2.0803367383884874e-16,2.5981098295653983e-16,-2.4089582004953237e-17,-1.8639790757612618e-16,-6.171722580526378e-16,-1.1095691649389859e-15
3.2825,4.2854287254426627e-16,4.1988146785574537e-16,3.4863467668676196e-16,2.4057500019407839e-16,8.1157606086122734e-17,-2.1905641499129971e-16,-6.6960307650342404e-16
3.285,-4.7507560439718802e-16,-4.4237578197497286e-16,-3.8375627893144262e-16,-4.7735825932063027e-16,-8.1616948508820461e-16,-5.8822099983540352e-16,-1.1805843763001754e-15
3.2875,7.769615597691598e-16,8.0268875467797599e-16,8.21710369177565e-16,6.8263604039898978e-16,5.5469618408140975e-16,4.1286013581074227e-16,2.7646516370943186e-16
3.29,-5.7710419637833582e-16,-6.5561122011839806e-16,-5.1095845558599823e-16,-6.9613442001732193e-16,-6.6780878857002012e-16,-8.7754305248489736e-16,-1.6077732086588817e-15
3.2925,-1.105710170281607e-16,-4.847422835539726e-17,6.7347145875442996e-18,3.2322791738391518e-18,-6.157416862809541e-17,-1.3041571147365929e-17,-7.7520550401432476e-16
3.295,5.2779784257184729e-16,3.211369403846176e-16,3.0071486353803812e-16,3.1061309708999513e-16,1.8175472478689981e-16,2.6017789180717764e-16,6.5786356931980824e-17
3.2975,-1.0682500784605282e-16,-1.8618942237577495e-16,1.0288352430574734e-17,2.2435219208869812e-17,1.1799169336697348e-16,2.7548540816344637e-17,-2.5237813476479379e-16
3.3,-2.4072852176992529e-16,-1.8498621466071368e-16,-1.3476025921603688e-16,-1.6917472066730127e-16,1.3984444646911327e-17,2.6099116822250776e-16,7.5200042949354747e-16
3.3025,3.5041088407896811e-16,2.2337770767197238e-16,2.2163805377068654e-16,2.7881304006688794e-16,1.7250406179569771e-16,1.7897603872860972e-16,5.2141954523490334e-16
3.305,-2.8058886560964733e-16,-2.5472241231977288e-16,-2.1917627789676363e-16,-2.6475391275374174e-16,-1.4662512334275346e-16,7.721002560176506e-17,1.1462775338679976e-15
3.3075,5.5173718859955099e-16,6.8933717002607263e-16,6.831990993414535e-16,6.5956377326994454e-16,6.0553878972902184e-16,3.2942453876658502e-16,6.1507101182203693e-16
3.31,2.2434029134858198e-16,2.5612957063379226e-16,2.0927470754050427e-16,1.9468631576229982e-16,2.4807343444874146e-16,2.7942796473368693e-16,3.3799334096324924e-16
3.3125,-4.9386031317100414e-16,-4.1767365996965082e-16,-4.8538173386382197e-16,-5.0136551584409795e-16,-3.9435864863424769e-16,-4.5972606690986863e-16,-1.5717721875766657e-15
3.315,-3.2897698968681189e-16,-1.7831265052608128e-16,-1.5585097813957862e-16,-2.6877489840069474e-16,-4.1319858317340081e-16,-5.4077684552322832e-16,-1.2232147401427997e-15
3.3175,1.1514905651418891e-16,9.7097766732350034e-17,6.7121576727864653e-17,4.2754938358238008e-17,1.0845149681264959e-16,-3.3949375968845465e-17,-3.2029881511881869e-16
3.32,6.5116488895892579e-16,6.6402742264408725e-16,5.9090403749143185e-16,6.3515040139479266e-16,5.4081906982468015e-16,4.6503700905281807e-16,8.9692881231620328e-16
3.3225,-2.4145101994755922e-17,-3.7539706939251161e-17,-1.1704174918807162e-16,-3.0623550179852491e-16,-3.4715266058213758e-16,-4.8673690637148789e-16,1.1024699702540882e-16
3.325,-3.6719510476832656e-16,-3.5787719611129155e-16,-2.6040187347218785e-16,-3.1106502648171971e-16,-4.0285626544994248e-16,-4.5076944310180012e-16,-8.9381491033440004e-16
3.3275,-8.1391171364070015e-17,-9.2914511299688799e-17,-1.1026608180340417e-16,-1.0454563114901432e-16,-1.3414717449742114e-16,3.719247335591972e-18,6.138570831026647e-16
3.33,-2.8316190833426054e-16,-2.6654364670209019e-16,-9.3278894817749846e-17,-9.9013178549091019e-17,3.2152134552653793e-17,-8.8008953298811896e-17,2.0449907294351391e-16
3.3325,-1.319141884086779e-16,-1.5999622994417495e-16,-1.0800378018820674e-16,3.7147534485910192e-17,-2.5722958175581083e-16,-4.3598257327475239e-16,2.9594453784630156e-16
3.335,1.1031775824636353e-16,-6.529994172662205e-17,-1.287652897082983e-16,-8.6392077826743665e-17,9.1045068405796527e-17,2.4605747758905683e-16,7.2177164673560768e-16
3.3375,3.9901193893639057e-16,3.9409228586686756e-16,3.2949210874928221e-16,3.9686434558785191e-16,3.2505913586511418e-16,3.1895513432038933e-16,-1.2060716207551742e-16
3.34,1.789036211250309e-16,7.3643113926867428e-18,-1.3857411925584266e-16,-5.3336347482836346e-17,-2.4575061317341356e-16,-2.8502880183815225e-16,-9.6778781156627011e-17
3.3425,-1.5075109391676136e-16,-2.0728424816549836e-16,-2.3577660091348893e-16,4.3684695160406182e-17,-2.4221879516348135e-16,-2.6371170775651118e-16,-7.037975296530052e-16
3.345,-3.6147406508367748e-16,-4.4960983971857254e-16,-4.0259316127441482e-16,-3.4123751061217347e-16,-5.1450322570624103e-16,-2.2694564723399296e-16,-1.1059404345333914e-15
3.3475,8.9061466747641093e-16,1.0012298276454625e-15,9.1858415347755808e-16,1.0321821647710258e-15,9.9711673593275615e-16,8.4618895558809989e-16,8.0613270109009045e-16
3.35,-5.6241071019182826e-16,-4.0601825024666947e-16,-5.9731524037395417e-16,-8.1508646963406956e-16,-9.4066371186562341e-16,-1.0665649316917016e-15,-9.1106428317281224e-16
3.3525,3.2413428556527482e-16,4.1899318452553039e-16,4.1199034575971767e-16,3.9385678472992301e-16,4.0057042678428439e-16,5.6688357023391383e-16,1.0712211902075949e-15
3.355,-2.1953470428955653e-16,-1.4872516918030014e-16,-1.8666286268159394e-16,-2.149443374560289e-16,-1.4112874162500516e-16,-2.7270575435551585e-16,-7.0525352900851201e-16
3.3575,2.8120810524977154e-16,3.1057089559954738e-16,1.9049013872563518e-16,-4.8019275804687498e-17,-4.7008370943875915e-17,-1.0145625957618311e-16,2.4702040106877897e-17
3.36,-1.4998868358301137e-16,-2.1132115799279114e-16,-7.727841872745111e-17,5.0610150753336078e-17,1.9017878326930903e-16,2.2517106168043192e-16,-2.0593747712506961e-16
3.3625,-3.2953980509652562e-16,-2.6368639282657492e-16,-2.232946403069109e-16,-4.2227336671587689e-16,-6.2308609154785292e-16,-4.5590030911979158e-16,-5.6250229494924484e-16
3.365,-6.38110036431428e-17,-1.5341308438863834e-16,-7.6830341732598671e-17,-1.2259832682964212e-16,-1.8709222390011081e-16,3.3445809721639949e-17,-4.5631914522268631e-16
3.3675,-1.4815327348305376e-16,6.672278202888282e-18,-1.4801109274363115e-16,-9.877459972341156e-17,-1.8288084413994432e-16,1.0648639965180748e-16,1.1148935222284275e-15
3.37,3.1425316616614665e-16,3.2368645513283144e-16,3.285640205890217e-16,3.7353219722657655e-16,3.0854153581868882e-16,4.8372526564098295e-16,5.9298709634011033e-16
3.3725,2.501979391877175e-16,1.999528540335758e-16,1.5051064805805158e-16,1.7969183668779555e-16,1.0296339566583376e-16,4.9473275738204937e-17,-3.3780875804321814e-16
3.375,-8.7127642035627688e-16,-7.2187865500867535e-16,-7.2438308549095428e-16,-6.9230723815083855e-16,-6.159607556821379e-16,-7.1666822091753575e-16,-4.4470774550920448e-16
3.3775,-8.2352190234364927e-17,5.8700016288981051e-17,1.5801713599361466e-16,1.8484278446450367e-16,3.7862257592699995e-17,2.3073054301005804e-16,5.55811006845438e-16
3.38,-9.9847861893427146e-16,-9.68897230526649e-16,-1.1383633294163279e-15,-1.1366948249549606e-15,-1.257847348216889e-15,-1.2290859765292246e-15,-1.7025212534511533e-15
3.3825,-1.4218882059374037e-16,-2.1084431447438859e-16,-3.3690849859469149e-16,-2.6841468874307439e-16,-4.4374295279490712e-16,-5.108158919144768e-16,1.5836311248311764e-17
3.385,2.196322714748469e-16,2.8090176422618234e-16,3.1068068228463415e-16,5.0417062706967613e-16,5.8409808578704723e-16,3.657930300452124e-16,8.2702609830916181e-16
3.3875,4.394702774874662e-16,2.7625897305268972e-16,2.4384291845968814e-16,1.5712906952439341e-16,5.9171754376384439e-17,1.7731683221237369e-16,9.1391944715494343e-17
3.39,7.0016013561978829e-16,7.1062740167690061e-16,5.6521480026239071e-16,4.8019672968020801e-16,4.9140722435403665e-16,1.7007897033926224e-16,-4.4856219001797601e-16
3.3925,7.9792242118765841e-16,9.4247738548983525e-16,8.0429267302253536e-16,6.8459789116597735e-16,6.3150423192934446e-16,6.6828385586298167e-16,7.932006568998812e-16
3.395,1.5677493114700191e-16,9.1777257064290192e-17,-7.3503518564743874e-18,1.2997020109512504e-16,1.3575122660271471e-16,2.8184626629900189e-16,1.0553970371610798e-15
3.3975,1.4543295301898688e-15,1.5750236850509096e-15,1.6692219429512771e-15,1.6492596789620117e-15,1.528040747204935e-15,1.111055570277371e-15,1.3387615861012506e-15
3.4,3.8307334166333168e-16,4.5149046686329368e-16,5.0609954850987711e-16,3.9036131927875059e-16,8.0024118336629406e-17,1.4980025093443256e-16,3.1361252990271799e-16
3.4025,7.5364860793728816e-16,8.1615412886930526e-16,8.0859047392159539e-16,7.8150755399822346e-16,7.0263695549652579e-16,7.5717031798123895e-16,2.3878272370724927e-16
3.405,3.20222991191918e-16,1.5887215004559191e-16,1.594232216735706e-16,7.5255485223999064e-17,8.7518740942665173e-17,2.0987456322383645e-16,1.0457429013012241e-15
3.4075,-5.239164920387854e-17,-1.6625770558717943e-16,-1.4924894673197622e-16,-1.4249473021214534e-16,-1.1947741455479791e-16,-2.26943862726203e-16,1.1702513172194594e-16
3.41,5.2480973830931399e-17,1.746264848938587e-16,1.7145824670863232e-16,2.8218907127295149e-16,5.1087681300516524e-16,7.3836035011530067e-16,1.0503087720007616e-15
3.4125,1.1734959661518927e-17,4.6178821706533492e-17,-3.6277004709006818e-17,-1.6383643354639031e-16,-2.1900366519615605e-16,-3.4863120673608957e-16,-3.4101917250080939e-16
3.415,1.6386311392688352e-16,2.0667962043245131e-16,2.9243545920598256e-16,1.4357660475793259e-16,5.0476819869766691e-16,5.2681083169024554e-16,7.816327244735199e-16
3.4175,6.6925207159869506e-16,6.0732210721104488e-16,6.9589163008413503e-16,8.3188657585155545e-16,7.9160709185187976e-16,5.9226525351294929e-16,3.1531605989386358e-16
3.42,5.0511982131341578e-16,5.3010226532424132e-16,5.8092638015851402e-16,5.8551555395666214e-16,6.3509161919017032e-16,2.6284675848521096e-16,4.7975104986401188e-16
3.4225,-3.2333733427138833e-16,-2.8605220992003902e-16,-3.2808904745260139e-16,-2.5813526336454531e-16,-3.849856233412118e-16,-5.0065501195785361e-16,2.6737873227524155e-16
3.425,-4.2042744559768084e-16,-2.8219663541816308e-16,-1.2688101403708985e-16,-2.6208784417803985e-16,-3.765243506540188e-16,-5.2643047253000479e-16,-4.0084412202838993e-16
3.4275,-4.6559617422439434e-16,-5.1693273338059281e-16,-3.392958245384912e-16,-2.197152403659056e-16,-2.7406843263320165e-16,-3.563713574743818e-16,2.3160048904779249e-16
3.43,-8.7285210376391505e-17,-1.1922192574170851e-16,-5.9885319257975741e-17,4.6555871083778696e-17,1.1523967564298986e-16,1.3328811951854158e-16,-2.6595806661099452e-16
3.4325,-3.6957912461991473e-16,-3.4487822783783877e-16,-1.3012761559208304e-16,-2.6606121836914052e-16,-3.8840187413395499e-16,-4.3123128354836811e-16,-1.264772721866757e-15
3.435,-2.1897208493013274e-16,-1.5758393739803664e-16,-2.3698696938213499e-16,-1.8156941642537873e-16,-1.7936433249800771e-16,-3.2194792396307647e-16,4.3212626200742871e-17
3.4375,-5.2137825429350586e-16,-5.6294121922347649e-16,-4.6114512304052779e-16,-3.4305283851092851e-16,-3.5914859380923042e-16,-2.6628110026653782e-16,1.9993346736810102e-16
3.44,1.2283554744932513e-16,-4.2346948577528057e-17,-3.9616997200771255e-17,-3.5154690751634308e-17,-4.5478270424330708e-17,-1.0620481040607626e-16,-2.9801960013542368e-16
3.4425,-2.0789542114686519e-16,-1.5480046077321477e-16,-1.9420091034260433e-16,-2.3033285955024576e-16,-8.9546230628791582e-17,-1.4910661127019414e-16,4.3361620227373327e-16
3.445,-9.0599123671022789e-17,-1.2825481259038027e-16,-1.3347773066769248e-16,-1.5105651520106324e-16,-1.1071119740902569e-16,9.520591135160523e-17,6.5314389980994604e-16
3.4475,1.9323522373714828e-16,2.5590989182415956e-16,2.2032911861187996e-16,2.4310650307018305e-17,-2.9382643631303811e-16,-5.9688426091790067e-16,2.1814761958584893e-16
3.45,-2.8404411165719666e-16,-3.8388789230118644e-16,-4.3093471770551042e-16,-6.6935655222562789e-16,-6.7125877148487693e-16,-5.4915516454734009e-16,-1.9050099288199757e-16
3.4525,-9.4079604627477767e-16,-9.1681356063145372e-16,-9.1779617289098899e-16,-8.2905304435570848e-16,-9.5405227720563535e-16,-9.3927054069817274e-16,-3.6136404531516539e-16
3.455,4.9412313917698049e-18,1.0190441711950284e-17,-2.4497431253337779e-17,4.7737203623953177e-17,-1.8463511447525725e-17,1.8693735620651778e-16,1.4920170594424915e-16
3.4575,2.3401221013531063e-16,3.2057559523439087e-16,3.9226570757305941e-16,3.2749634238191957e-16,4.5067812042539699e-16,2.4933566412867159e-16,6.331297399317195e-16
3.46,3.4983814094283035e-16,4.1075632411106555e-16,4.0769160790188689e-16,4.6499731782741943e-16,8.1114761303306528e-16,7.4646654411757123e-16,7.1364393593644591e-16
3.4625,8.6057005238306467e-16,9.2350893490558428e-16,9.2148636019515036e-16,1.0854565450427927e-15,1.0513701649054112e-15,1.4259689019978533e-15,1.3681745608663604e-15
3.465,-7.3294749041405264e-16,-7.7887721317550007e-16,-6.8853706259362219e-16,-7.5431963632886002e-16,-7.6706326766572053e-16,-4.1667041141962753e-16,3.7617064167814739e-16
3.4675,2.842075728735976e-16,2.6982631602864145e-16,3.497965297383032e-16,2.1486022048799898e-16,2.5363467648873459e-16,4.0383274073395441e-16,6.3632138353677208e-16
3.47,5.1798571291483172e-16,3.9113914464418842e-16,3.7166462426112809e-16,1.679663056319082e-16,2.9982257178848285e-16,2.9610039447648419e-16,-3.8354505582815317e-17
