Physical Time (s),phi_alt_flux_bot Monitor (kg-m/s^3): bot_cv1,phi_alt_flux_bot Monitor (kg-m/s^3): bot_cv2,phi_alt_flux_bot Monitor (kg-m/s^3): bot_cv3,phi_alt_flux_bot Monitor (kg-m/s^3): bot_cv4,phi_alt_flux_bot Monitor (kg-m/s^3): bot_cv5,phi_alt_flux_bot Monitor (kg-m/s^3): bot_cv6,phi_alt_flux_bot Monitor (kg-m/s^3): bot_cv7
1.9275,2.1952399120559012e-10,2.9039586349208871e-10,3.866959637133694e-10,4.441072354228442e-10,2.3717050989404635e-10,-2.4095905852195976e-09,-6.1750964570928446e-09
1.93,2.1915043897554093e-10,2.8951410479051543e-10,3.8583630514939328e-10,4.4421663841868334e-10,2.423113677910509e-10,-2.391899148830045e-09,-6.1797558039189242e-09
1.9325,2.1878830552848848e-10,2.886351887216353e-10,3.8495521043236213e-10,4.4426629529813543e-10,2.4732047994948708e-10,-2.3743273761964477e-09,-6.1846503466735914e-09
1.935,2.1845448370611047e-10,2.8777889052677377e-10,3.8407500212167664e-10,4.4427967648998337e-10,2.5221717912367316e-10,-2.3568748877582165e-09,-6.1898032028244045e-09
1.9375,2.1814215200641399e-10,2.8693781681987431e-10,3.8318792637224989e-10,4.4425026681857222e-10,2.5699543180383209e-10,-2.3395501375564821e-09,-6.1952273326596613e-09
1.94,2.1785583120335231e-10,2.8611691183936754e-10,3.8229951942966848e-10,4.4418381960691676e-10,2.6165961581252747e-10,-2.3223531257523908e-09,-6.2009252465709101e-09
1.9425,2.1761002527069237e-10,2.8533375266836233e-10,3.814295696354693e-10,4.4410171568028164e-10,2.6622783252013961e-10,-2.3052791582040351e-09,-6.2069052699761117e-09
1.945,2.1738471368787828e-10,2.845657221003512e-10,3.8055362973327678e-10,4.4398001643472659e-10,2.7067944725748461e-10,-2.2883355805597892e-09,-6.2131623858616698e-09
1.9475,2.1717818625853379e-10,2.8381103135815251e-10,3.7966899534880615e-10,4.4381596510844993e-10,2.7501208645535971e-10,-2.2715244530422564e-09,-6.219691648281872e-09
1.95,2.1698638356432255e-10,2.83066234132861e-10,3.7877236653796576e-10,4.4360684851044449e-10,2.7922470634962961e-10,-2.2548420458963862e-09,-6.2264913513874516e-09
1.9525,2.168080838031487e-10,2.8233063278332298e-10,3.7786414030471919e-10,4.4335416078910166e-10,2.8331864598831485e-10,-2.2382883443456812e-09,-6.2335578833050396e-09
1.955,2.1664143502347639e-10,2.8160300268037803e-10,3.7694375001204292e-10,4.4305935949323324e-10,2.8729646855340382e-10,-2.2218588725713449e-09,-6.2408854909758418e-09
1.9575,2.164680788494008e-10,2.8086199652439703e-10,3.7598684272491124e-10,4.426980668411537e-10,2.9113689958603553e-10,-2.2055508658638228e-09,-6.2484428676187201e-09
1.96,2.1631992521564075e-10,2.8014706743347444e-10,3.7504079847800755e-10,4.4232144866163255e-10,2.9488847981908242e-10,-2.1893452765756614e-09,-6.2562419566066478e-09
1.9625,2.1617497226099662e-10,2.7943398013648313e-10,3.7407955552819421e-10,4.419041000064955e-10,2.985287614752497e-10,-2.1732445340012293e-09,-6.264254147236377e-09
1.965,2.1604728115281362e-10,2.7874017996440852e-10,3.7312389664480236e-10,4.414695484517726e-10,3.020822256597503e-10,-2.1572327173194374e-09,-6.2724712068092519e-09
1.9675,2.1582241954279671e-10,2.7793374456133146e-10,3.7202572677106952e-10,4.4086122401067368e-10,3.0540395619080398e-10,-2.1413558848032806e-09,-6.2808247178445362e-09
1.97,2.1566441175113175e-10,2.7720834534759286e-10,3.7100551210324604e-10,4.4031608558655896e-10,3.0871789354207067e-10,-2.12551763591474e-09,-6.289363951523356e-09
1.9725,2.1551637666983982e-10,2.7649904150976477e-10,3.6999113970164747e-10,4.3975952372115783e-10,3.1195714730160449e-10,-2.1097303364574143e-09,-6.2980317454268821e-09
1.975,2.1535628503241588e-10,2.7578115377677656e-10,3.689551919761375e-10,4.3916399048001617e-10,3.1509908735971358e-10,-2.093997158148284e-09,-6.3067999831586803e-09
1.9775,2.1516707558210074e-10,2.7503574043480243e-10,3.6787866263340336e-10,4.3851002105073574e-10,3.1812792352520539e-10,-2.0783210613569684e-09,-6.3156458298205837e-09
1.98,2.1496050314646956e-10,2.7427798995066958e-10,3.6678203324995741e-10,4.3782412925835636e-10,3.2107355024538778e-10,-2.0626657413925357e-09,-6.3245300238747679e-09
1.9825,2.1473452516902191e-10,2.735074045665102e-10,3.6566563045159627e-10,4.3710937164837465e-10,3.2394081622104569e-10,-2.0470098064245438e-09,-6.333412208472731e-09
1.985,2.1448574545075932e-10,2.7272047299723869e-10,3.6452515364512309e-10,4.3636053450670395e-10,3.2672404947154174e-10,-2.0313649926115151e-09,-6.3422951751104328e-09
1.9875,2.1423018503945746e-10,2.7193841676422013e-10,3.6338435248036738e-10,4.356010610587796e-10,3.2944645865307832e-10,-2.0157069207416433e-09,-6.3511650388188671e-09
1.99,2.1392963484940281e-10,2.711191695443787e-10,3.6219732119196835e-10,4.3478505313193279e-10,3.3207002918527021e-10,-2.0000309348341597e-09,-6.3599638559518462e-09
1.9925,2.1362364642749509e-10,2.7030954872765496e-10,3.6101965862693813e-10,4.3397694979582788e-10,3.3466246518536821e-10,-1.9843030983609979e-09,-6.3686800034757141e-09
1.995,2.1328807421601621e-10,2.6948342480162828e-10,3.5982455626325532e-10,4.3315088097909253e-10,3.372021419072154e-10,-1.9685301712199683e-09,-6.377287169089189e-09
1.9975,2.1290225654487619e-10,2.6861698493640486e-10,3.5858598234113049e-10,4.3227876219345426e-10,3.3966414955705949e-10,-1.9527103460828474e-09,-6.3857518278688848e-09
2.0,2.1250301286899017e-10,2.6775383456978776e-10,3.5735347822727265e-10,4.3141563727481311e-10,3.4210308171873718e-10,-1.9368051272229149e-09,-6.3940583373248042e-09
2.0025,2.1205054581412311e-10,2.6684893995621609e-10,3.5607683367026771e-10,4.3050851951746798e-10,3.444703326913494e-10,-1.9208247892296777e-09,-6.4021568840691784e-09
2.005,2.1156093931869888e-10,2.6592287386908904e-10,3.5478068068045756e-10,4.295853686633812e-10,3.4679428625069885e-10,-1.9047320659146267e-09,-6.4100246315278695e-09
2.0075,2.1105579169026601e-10,2.6500100870943226e-10,3.5349339766443288e-10,4.2867805139792522e-10,3.4910739669851212e-10,-1.8885233488188463e-09,-6.4176465060669345e-09
2.01,2.1047656744536034e-10,2.6401582122219273e-10,3.5214063105424024e-10,4.2770669561870036e-10,3.5133278237303693e-10,-1.8722466359650936e-09,-6.4249777877058693e-09
2.0125,2.0984560062205587e-10,2.6299203946687158e-10,3.5074977470281612e-10,4.2670218973474315e-10,3.53503049659442e-10,-1.8559177601080109e-09,-6.4320018631644511e-09
2.015,2.0920037833524964e-10,2.6197390557850045e-10,3.4937033967514391e-10,4.2571739250353854e-10,3.556677613936334e-10,-1.839515189457708e-09,-6.4387328027800943e-09
2.0175,2.0850524184763599e-10,2.6092146209472065e-10,3.479571124120581e-10,4.2470246047502355e-10,3.5777716887172439e-10,-1.8230756456156451e-09,-6.4451617179573709e-09
2.02,2.0777963832495404e-10,2.5985656964655678e-10,3.4653587705476338e-10,4.236874472209724e-10,3.5986551667144746e-10,-1.8065522834779143e-09,-6.4512796443208624e-09
2.0225,2.0702531045225831e-10,2.5878114159304741e-10,3.4511026714326405e-10,4.2267997202926399e-10,3.6194445088195451e-10,-1.7899282014262909e-09,-6.4570693121428709e-09
2.025,2.0624135171549424e-10,2.5769333796406373e-10,3.4367795607302659e-10,4.2167754135288784e-10,3.6401267449187571e-10,-1.7732081622716609e-09,-6.4625217910951421e-09
2.0275,2.0542737681166696e-10,2.565913138990602e-10,3.4223679772753593e-10,4.2067559255136533e-10,3.6606399178870814e-10,-1.7563909064130368e-09,-6.4676338473024022e-09
2.03,2.046066940861453e-10,2.5550274668514633e-10,3.4081674473185161e-10,4.1970547855713047e-10,3.6812742454897166e-10,-1.7394628552220394e-09,-6.4724058810725942e-09
2.0325,2.0376323323802104e-10,2.5440795298068999e-10,3.3939547975407394e-10,4.187431264993724e-10,3.7017960379326762e-10,-1.7224288025082935e-09,-6.4768337963299434e-09
2.035,2.0289536964063334e-10,2.5330553789539518e-10,3.3797162982078976e-10,4.1778756185255287e-10,3.7221729458782079e-10,-1.7052968336719222e-09,-6.4809266293527506e-09
2.0375,2.0204668906893295e-10,2.5224436928633961e-10,3.3659975039743545e-10,4.1689586111315757e-10,3.7429561578275563e-10,-1.6880557517838759e-09,-6.4847118230566138e-09
2.04,2.0116455076259862e-10,2.5116285217985947e-10,3.3520874061070036e-10,4.1599073221907482e-10,3.7633815184345223e-10,-1.6707517506642103e-09,-6.4881803362342773e-09
2.0425,2.0027124949325058e-10,2.5008481105020164e-10,3.3382394733853305e-10,4.150995054669384e-10,3.7837184067025808e-10,-1.6533687235621128e-09,-6.4913420045777117e-09
2.045,1.993440781465939e-10,2.4898387940326831e-10,3.3241556256602376e-10,4.1418931793031295e-10,3.8036366061282305e-10,-1.6359249730695375e-09,-6.4942030471192884e-09
2.0475,1.9842664053172553e-10,2.4790866938896576e-10,3.3103831481498448e-10,4.1331715012395725e-10,3.8236773313247121e-10,-1.6184021405607173e-09,-6.4967964455201485e-09
2.05,1.9750556066634671e-10,2.4684246846165136e-10,3.2967176952797376e-10,4.1246017819425275e-10,3.8435991832143615e-10,-1.6008161399605369e-09,-6.4991282445769943e-09
2.0525,1.9656149475249865e-10,2.4576199400056076e-10,3.2828894596888737e-10,4.1158828285908838e-10,3.8630901090026462e-10,-1.5831951272212134e-09,-6.5012176835282289e-09
2.055,1.9563402757099249e-10,2.4471138788632199e-10,3.2693838002687048e-10,4.1075320122792288e-10,3.8826446003619973e-10,-1.565531164451747e-09,-6.5031045058399661e-09
2.0575,1.9472457426604925e-10,2.436915999183837e-10,3.2562118555602581e-10,4.0995405648258718e-10,3.9022344425897481e-10,-1.5478379181447625e-09,-6.5048162282627361e-09
2.06,1.9380228646047111e-10,2.4266427209013917e-10,3.2429200480654625e-10,4.0914012187381763e-10,3.9213402197258401e-10,-1.5301487825662936e-09,-6.5063563518424496e-09
2.0625,1.9290061827559353e-10,2.4166881979636485e-10,3.2299520059422038e-10,4.0835894973047633e-10,3.9404171051638837e-10,-1.5124523503596937e-09,-6.5077643639016714e-09
2.065,1.9202170444052783e-10,2.4070530777206226e-10,3.2173062625753252e-10,4.0760817104448708e-10,3.9594233808320136e-10,-1.4947631987221124e-09,-6.50906928988221e-09
2.0675,1.9114485746781409e-10,2.3974950675784177e-10,3.2046941391273174e-10,4.0685440695307576e-10,3.977997557374825e-10,-1.4771134648856693e-09,-6.510294419350483e-09
2.07,1.9029174576672815e-10,2.3882550625337103e-10,3.1923740121901868e-10,4.0612423320576665e-10,3.9963787474974563e-10,-1.4595037488595385e-09,-6.5114712438848705e-09
2.0725,1.8941983447167519e-10,2.3788305330363389e-10,3.179785959348781e-10,4.0535621727126227e-10,4.0139443554870928e-10,-1.4419836018121603e-09,-6.5126327699335462e-09
2.075,1.8855613965643034e-10,2.3695213626466242e-10,3.167251134026414e-10,4.0458367815099508e-10,4.0310112303069124e-10,-1.4245441007702125e-09,-6.5138025601046526e-09
2.0775,1.8767835113451658e-10,2.3600578788703346e-10,3.1544679645435146e-10,4.0377254015949592e-10,4.0472162430130719e-10,-1.407215078671617e-09,-6.515010964715554e-09
2.08,1.868318434525768e-10,2.3509459335606297e-10,3.1419919252851197e-10,4.0298116999776488e-10,4.0631312420660582e-10,-1.3899752787889729e-09,-6.5162877859420541e-09
2.0825,1.8601460487504721e-10,2.3421490854398279e-10,3.1297741657453928e-10,4.0220355537635925e-10,4.0786828324518262e-10,-1.3728420163485728e-09,-6.5176670141693679e-09
2.085,1.8521082169488119e-10,2.3334813668735874e-10,3.1176039670727976e-10,4.0141439310217915e-10,4.0936082362997717e-10,-1.3558304849201533e-09,-6.5191569850700094e-09
2.0875,1.8440091844621209e-10,2.3247085611371293e-10,3.105211722156142e-10,4.0058366773737868e-10,4.107585589387104e-10,-1.3389721004549765e-09,-6.520777091548633e-09
2.09,1.8360951419702291e-10,2.3160986813467825e-10,3.0929027527868781e-10,3.9974317413226426e-10,4.1209272813164553e-10,-1.3222489194122605e-09,-6.5225444921682832e-09
2.0925,1.8287373261689715e-10,2.3080813639043035e-10,3.0811571830804541e-10,3.9894420696478266e-10,4.1341462612134894e-10,-1.3056449888824591e-09,-6.5244899051920523e-09
2.095,1.8213387759659099e-10,2.2999608807772478e-10,3.0691958457094082e-10,3.9810132112673046e-10,4.1463755363142419e-10,-1.2892143437588467e-09,-6.5266120128102383e-09
2.0975,1.8140879858187934e-10,2.2919485692013325e-10,3.0572573184710428e-10,3.9724070751849438e-10,4.1578793639565115e-10,-1.2729464299313877e-09,-6.5289295607397003e-09
2.1,1.8067716487434804e-10,2.2838049467281564e-10,3.0450761340739912e-10,3.9633194475136005e-10,4.1683397032927191e-10,-1.256868512248225e-09,-6.5314629206692006e-09
2.1025,1.7995688651508138e-10,2.2757319624062046e-10,3.0328819578849608e-10,3.954005806273087e-10,4.1780279654605101e-10,-1.2409702746383279e-09,-6.5342195416935644e-09
2.105,1.7926212396923909e-10,2.2679030115503524e-10,3.0208822402049526e-10,3.9446896123928686e-10,4.187176148735291e-10,-1.2252429624781131e-09,-6.5372268106062508e-09
2.1075,1.7857554205761803e-10,2.2601054259462782e-10,3.0088411312902419e-10,3.9351150150016936e-10,4.1955286215623702e-10,-1.2096978852787103e-09,-6.5404670906628706e-09
2.11,1.7789891155786495e-10,2.2523677258417228e-10,2.9967913215405813e-10,3.9253171899373556e-10,4.2031240445413041e-10,-1.1943285826611323e-09,-6.5439386727441879e-09
2.1125,1.7722967614943246e-10,2.2446703659045933e-10,2.9847251126194092e-10,3.915286244489719e-10,4.2099660432326014e-10,-1.1791376378595059e-09,-6.5476432686028715e-09
2.115,1.7654412907242066e-10,2.2367370030839553e-10,2.9723419550284913e-10,3.9047016837371559e-10,4.2157367869013621e-10,-1.1641420839286048e-09,-6.5515631225492084e-09
2.1175,1.7588133846571478e-10,2.229021053020314e-10,2.9601688682506448e-10,3.8941574952492973e-10,4.2210645218217164e-10,-1.1493014279559367e-09,-6.5557016280701624e-09
2.12,1.7520208019476537e-10,2.2210868886090382e-10,2.947712326010347e-10,3.8830993817896562e-10,4.225393274708555e-10,-1.1346419909896646e-09,-6.5600297292317092e-09
2.1225,1.745243564227978e-10,2.2131449168815244e-10,2.9352183049458196e-10,3.871805555484471e-10,4.2290230677128495e-10,-1.1201505554252385e-09,-6.5645496044724025e-09
2.125,1.7384513232923953e-10,2.2051713380657564e-10,2.9226797970736564e-10,3.860286909035005e-10,4.2319862278031715e-10,-1.1058147807660467e-09,-6.5692330757660323e-09
2.1275,1.7318632817832453e-10,2.1974228557866433e-10,2.9103942761543956e-10,3.8488769252835023e-10,4.2346429244521944e-10,-1.0916106464292448e-09,-6.5740720062349785e-09
2.13,1.7249066285658075e-10,2.1892395636187315e-10,2.8976214944768344e-10,3.8367757004803127e-10,4.2361875595960242e-10,-1.0775790597408105e-09,-6.5790291506193555e-09
2.1325,1.718096112785581e-10,2.1812416455741516e-10,2.8850805313093235e-10,3.8247799843222183e-10,4.2374568998253904e-10,-1.0636682439234164e-09,-6.5841129122235573e-09
2.135,1.7112469600165459e-10,2.1732204463448677e-10,2.8725497076253032e-10,3.8126654413766223e-10,4.23825272547306e-10,-1.0498800183715026e-09,-6.5892847497943638e-09
2.1375,1.7041916495336937e-10,2.1649980285958506e-10,2.8598371901993444e-10,3.8002279471793269e-10,4.2383799593124326e-10,-1.0362110727850258e-09,-6.5945051754558563e-09
2.14,1.6969243382362726e-10,2.1565692986921507e-10,2.8469433190987445e-10,3.7874821630866029e-10,4.2378699404084515e-10,-1.0226571467484909e-09,-6.5997552333907105e-09
2.1425,1.6896098294061806e-10,2.1481442920023576e-10,2.8341228666480779e-10,3.7747222422487482e-10,4.2370504956352678e-10,-1.0091973385050418e-09,-6.6050231096314356e-09
2.145,1.6824235468382792e-10,2.1399358953407195e-10,2.8216275136029778e-10,3.7622315175940338e-10,4.2362409022405123e-10,-9.9580525224103146e-10,-6.6102956659782898e-09
2.1475,1.6750038666022658e-10,2.1315344391283339e-10,2.8089953524582735e-10,3.7495179260334154e-10,4.2349565561075797e-10,-9.8250309343073219e-10,-6.6155304054479268e-09
2.15,1.6675162482581429e-10,2.1231458987682623e-10,2.79647661106905e-10,3.7368696032966485e-10,4.2335147370715035e-10,-9.6926339051590306e-10,-6.6207072987988514e-09
2.1525,1.6599353254460425e-10,2.1147546914690158e-10,2.7840602110825139e-10,3.7242830350663188e-10,4.2319272334400158e-10,-9.5608467655697716e-10,-6.6258118551879739e-09
2.155,1.6522750511450142e-10,2.1063893698550302e-10,2.7717816691902858e-10,3.7118066310969535e-10,4.2302588558503771e-10,-9.4295598987477183e-10,-6.6308207125929719e-09
2.1575,1.6441935851120074e-10,2.0976502925767142e-10,2.7591816300893342e-10,3.6989347329826317e-10,4.227994990284082e-10,-9.298992361627662e-10,-6.6356996297647246e-09
2.16,1.6359496080607755e-10,2.088860640700122e-10,2.7466438197669519e-10,3.6861089103474356e-10,4.2256361015925216e-10,-9.1688846426641944e-10,-6.6404544545097493e-09
2.1625,1.6276108926021961e-10,2.0800903818517688e-10,2.7342419149985436e-10,3.6734005926966239e-10,4.223250136997715e-10,-9.039027689508072e-10,-6.6450600860622774e-09
2.165,1.6191705308640387e-10,2.0713506049549547e-10,2.7219882079810068e-10,3.660815947112521e-10,4.2208296548871788e-10,-8.9094590938450472e-10,-6.6495074843422272e-09
2.1675,1.610667821742895e-10,2.0626801176349928e-10,2.7099294972726493e-10,3.6484324769464764e-10,4.2184796255056846e-10,-8.780169517993301e-10,-6.6537964633081755e-09
2.17,1.602069388171066e-10,2.0540470484117714e-10,2.6980358891269224e-10,3.6362266223860162e-10,4.2161990216165642e-10,-8.6512011601061288e-10,-6.6579177992262158e-09
2.1725,1.5933761860468337e-10,2.0454526118094238e-10,2.6863127011212082e-10,3.6242078789535978e-10,4.2140061374414189e-10,-8.5224902380218129e-10,-6.6618535161035439e-09
2.175,1.5847489807967318e-10,2.0370892002570759e-10,2.6749721630936219e-10,3.6125928677568021e-10,4.2121237337445099e-10,-8.3938653349863059e-10,-6.665614455076167e-09
2.1775,1.5763688882934015e-10,2.0291653361029126e-10,2.66423861045096e-10,3.6016193634858033e-10,4.2107914615718047e-10,-8.2652160653152994e-10,-6.6692124098919815e-09
2.18,1.5673198560159723e-10,2.0206207613497831e-10,2.6529014712857735e-10,3.5899390336215286e-10,4.2085869056096648e-10,-8.1374999503523953e-10,-6.6726245910028143e-09
2.1825,1.558006138864029e-10,2.0119268837503987e-10,2.6414762727238506e-10,3.5780996115475034e-10,4.2060729407807495e-10,-8.0104033782562591e-10,-6.6758654955909675e-09
2.185,1.5487568676826198e-10,2.0034599858271078e-10,2.6304001999507123e-10,3.5665993004147684e-10,4.2037781740083547e-10,-7.883719471833937e-10,-6.6789714907166403e-09
2.1875,1.5394143620762848e-10,1.9950332370701665e-10,2.619451982593115e-10,3.5551783837723565e-10,4.2014249693239173e-10,-7.7577145123884374e-10,-6.6819505386677272e-09
2.19,1.5296051123684251e-10,1.9862017977474296e-10,2.6081126881752052e-10,3.5432525140269896e-10,4.1983910725955796e-10,-7.6327734615415305e-10,-6.6847989199888497e-09
2.1925,1.5196867515664077e-10,1.9773836295504881e-10,2.5968499640432572e-10,3.5313357895689891e-10,4.1952123709301152e-10,-7.5086298635726162e-10,-6.6875397430157342e-09
2.195,1.509855719817734e-10,1.9687917965232096e-10,2.5859038077738674e-10,3.5196868811077033e-10,4.1921543194153459e-10,-7.3851585805618079e-10,-6.6901978830065926e-09
2.1975,1.4996794698094102e-10,1.9599484761774494e-10,2.5747318334493114e-10,3.5076894430465168e-10,4.1885298390469656e-10,-7.2629690104923633e-10,-6.692790320226443e-09
2.2,1.4895399141487354e-10,1.9512843625575926e-10,2.5638121444565781e-10,3.4958730744293589e-10,4.1849058029033302e-10,-7.1418436403292145e-10,-6.6953542329219647e-09
2.2025,1.4792954484158526e-10,1.9426100723090853e-10,2.5529231608789505e-10,3.4839895099359791e-10,4.1810455463330283e-10,-7.0218062741248036e-10,-6.6978664360310828e-09
2.205,1.468537440519972e-10,1.9334436348876739e-10,2.5415098509863182e-10,3.4714079005560102e-10,4.1762738875185827e-10,-6.903209205502692e-10,-6.7003111440844852e-09
2.2075,1.4578451480225104e-10,1.9244318468507405e-10,2.5302916940548009e-10,3.4589012810980151e-10,4.1713835413543799e-10,-6.7856010362883278e-10,-6.7027290785311304e-09
2.21,1.4468440220916053e-10,1.9151427111759058e-10,2.5187735661179536e-10,3.4459070970178371e-10,4.165752734011803e-10,-6.6695873845315169e-10,-6.7051412526257433e-09
2.2125,1.4361436171411558e-10,1.9062632370263337e-10,2.5077245914723443e-10,3.4332751547485212e-10,4.1602813597889787e-10,-6.5546333812012961e-10,-6.7075739207040381e-09
2.215,1.4253222067077481e-10,1.8972946114757563e-10,2.4965813223255043e-10,3.420393105366093e-10,4.1543185209517792e-10,-6.441304115357641e-10,-6.710032572704354e-09
2.2175,1.4142368043072258e-10,1.8880477380615523e-10,2.4851166455861175e-10,3.4069993933994949e-10,4.1475956710925038e-10,-6.3297795804075285e-10,-6.7125030634036957e-09
2.22,1.4031999372906906e-10,1.878876481583507e-10,2.4737537365146203e-10,3.3935636822523185e-10,4.1406092130474391e-10,-6.2195991265230066e-10,-6.7149979061415383e-09
2.2225,1.3916740156665751e-10,1.8691447974571716e-10,2.4617552973074285e-10,3.3792747051770023e-10,4.1324956781979245e-10,-6.1115090176382719e-10,-6.7174998362707453e-09
2.225,1.3800043197572649e-10,1.8592526671089992e-10,2.4495823561677486e-10,3.3646283743320606e-10,4.1237983479368313e-10,-6.0050895647851661e-10,-6.7199993220043639e-09
2.2275,1.3684005103526837e-10,1.8494314978546655e-10,2.4374996487798911e-10,3.3499362747976714e-10,4.1148268576015487e-10,-5.9001493823395863e-10,-6.7225044298547417e-09
2.23,1.3565075060861757e-10,1.8392503845921875e-10,2.4250102508110527e-10,3.3346355307872436e-10,4.1050013881240576e-10,-5.7970386288562546e-10,-6.7249902893611455e-09
2.2325,1.3447112256802202e-10,1.8291450037121227e-10,2.4126118371515256e-10,3.3192785913473547e-10,4.0949157957925738e-10,-5.6953421787545089e-10,-6.7274761123625956e-09
2.235,1.3328486173649906e-10,1.8189155364339167e-10,2.4000739657325426e-10,3.3036159134858904e-10,4.0843038156770185e-10,-5.5951813106455652e-10,-6.729936437053013e-09
2.2375,1.3208843204915043e-10,1.8085131140855287e-10,2.3873521710943239e-10,3.287607318609484e-10,4.0731401167739065e-10,-5.4965785084919766e-10,-6.7323673328517046e-09
2.24,1.3087207631673492e-10,1.7978158431943534e-10,2.3743024479313033e-10,3.2711056694460712e-10,4.0612654368857642e-10,-5.3995598479057262e-10,-6.7347412531550743e-09
2.2425,1.2964859276643257e-10,1.7869703999928646e-10,2.3610981074773318e-10,3.2543063258111101e-10,4.0489045090643534e-10,-5.3039632387424908e-10,-6.7370559733947818e-09
2.245,1.2842267660726537e-10,1.7760185875118478e-10,2.3478044576142845e-10,3.2372988089530055e-10,4.0361541039513665e-10,-5.2096496116505184e-10,-6.7392785227075871e-09
2.2475,1.2719937181920609e-10,1.7649968294256636e-10,2.3344575256958978e-10,3.2201288176568755e-10,4.0230880030046049e-10,-5.1164495136430934e-10,-6.7413647003778464e-09
2.25,1.2599189175675084e-10,1.7540765507678636e-10,2.3212754716655911e-10,3.2030557722081248e-10,4.0099976769405973e-10,-5.0240370731300038e-10,-6.7432974505549332e-09
2.2525,1.2476280099307417e-10,1.7428161946493659e-10,2.3077537623406944e-10,3.1855314723268186e-10,3.9963110306051381e-10,-4.9329223968454993e-10,-6.7450601305644737e-09
2.255,1.2353061159301298e-10,1.7314316829944238e-10,2.2941451530964151e-10,3.1678426906534232e-10,3.9823259101862313e-10,-4.8429603385069022e-10,-6.7466590479048628e-09
2.2575,1.2227911571201629e-10,1.7197373302547466e-10,2.2802330478978228e-10,3.1497630427762505e-10,3.9678148523172115e-10,-4.7542441946502057e-10,-6.7480641035328835e-09
2.26,1.2106777306983573e-10,1.7084281062092572e-10,2.2668139345760374e-10,3.1321966973808211e-10,3.9537785787985121e-10,-4.6658207719629718e-10,-6.7492516939207583e-09
2.2625,1.1985579021860533e-10,1.6970374154024802e-10,2.2533817567717441e-10,3.114606458596198e-10,3.9396757625917268e-10,-4.577879447244353e-10,-6.7501634063538357e-09
2.265,1.1866522307798662e-10,1.6858065205162596e-10,2.2402196159851274e-10,3.0973162610191555e-10,3.925865321736667e-10,-4.4900844562535266e-10,-6.7507859561634749e-09
2.2675,1.1746067586957903e-10,1.6743325275605257e-10,2.2268621977301667e-10,3.0798184529019787e-10,3.9118095885590026e-10,-4.402879417647533e-10,-6.7511030703890741e-09
2.27,1.1625959943789657e-10,1.6628132054940711e-10,2.2135392414029933e-10,3.062388416381984e-10,3.897808659430528e-10,-4.3160515850491573e-10,-6.7511158589310675e-09
2.2725,1.1505937261295424e-10,1.6512311630813652e-10,2.2002391025211625e-10,3.0450232356674245e-10,3.8838674101808609e-10,-4.2295893357425756e-10,-6.7508172999751292e-09
2.275,1.1384559636685172e-10,1.6394211981001263e-10,2.1867786130864667e-10,3.027519346370303e-10,3.8697914109480863e-10,-4.1436104744565709e-10,-6.7501905465802306e-09
2.2775,1.126730272916281e-10,1.6280244164411753e-10,2.173898903748754e-10,3.0107117564340392e-10,3.8564658235707641e-10,-4.0573670327100469e-10,-6.7492350775219329e-09
2.28,1.114848326699297e-10,1.6163781093090132e-10,2.1608529970232368e-10,2.9937838825690113e-10,3.8430365908965023e-10,-3.9714573689728891e-10,-6.7479185366202162e-09
2.2825,1.1031957644126818e-10,1.60493756734896e-10,2.14816144356593e-10,2.977320988239659e-10,3.8301409633048062e-10,-3.8853662691336269e-10,-6.7462307158977161e-09
2.285,1.0915874141361117e-10,1.5934984362287583e-10,2.1355856903785735e-10,2.9610610159730223e-10,3.8174866756610554e-10,-3.7993018461903375e-10,-6.74415669753056e-09
2.2875,1.0800375487172179e-10,1.5820122358255562e-10,2.1230787231520795e-10,2.9449691963470143e-10,3.8050560693836824e-10,-3.713248032159545e-10,-6.7416949087021192e-09
2.29,1.0682106056665001e-10,1.5701154096367955e-10,2.1102123300928993e-10,2.9285620534394946e-10,3.7923252998357555e-10,-3.6276864799458623e-10,-6.7388415960646774e-09
2.2925,1.0566014981387498e-10,1.5584067221848653e-10,2.0976799092696778e-10,2.9126001175617344e-10,3.780122054293066e-10,-3.5419523375578273e-10,-6.7356121568147791e-09
2.295,1.0450994426854969e-10,1.5467652875110123e-10,2.0853486766050956e-10,2.8969321113652738e-10,3.7682742785118552e-10,-3.4560858554190102e-10,-6.7319913305720363e-09
2.2975,1.0337137830855281e-10,1.5352000417328473e-10,2.073228897918388e-10,2.8815647226702191e-10,3.7568005805749677e-10,-3.3700680093339052e-10,-6.7279885302903411e-09
2.3,1.0226202759623238e-10,1.5239033214279147e-10,2.061524971344748e-10,2.8667385154181874e-10,3.7459425977761311e-10,-3.2838365261633137e-10,-6.7236248253867866e-09
2.3025,1.0115900564974449e-10,1.5126141353879449e-10,2.0499388147042366e-10,2.8521038827718314e-10,3.7353149314233313e-10,-3.1977955213050269e-10,-6.7189361171778108e-09
2.305,1.0006635778786232e-10,1.5013764753437173e-10,2.0385071623572378e-10,2.8376890297367222e-10,3.7249368586579749e-10,-3.1119288412065476e-10,-6.7139235392980045e-09
2.3075,9.8981022012059917e-11,1.490160262627795e-10,2.0272005590596735e-10,2.8234509156436905e-10,3.7147455717637085e-10,-3.0263335883076438e-10,-6.7086098635470028e-09
