Physical Time (s),ev_right Monitor (kg-m/s^3): right_cv1,ev_right Monitor (kg-m/s^3): right_cv2,ev_right Monitor (kg-m/s^3): right_cv3,ev_right Monitor (kg-m/s^3): right_cv4,ev_right Monitor (kg-m/s^3): right_cv5,ev_right Monitor (kg-m/s^3): right_cv6,ev_right Monitor (kg-m/s^3): right_cv7
2.075,2.0737773471757132e-06,2.2907954383086431e-05,2.0114960065603292e-05,8.4635566545029168e-06,3.4199279637087664e-07,6.6838171277471896e-07,7.2633993063725208e-10
2.0775,2.2114488206073863e-06,2.2362531485321208e-05,1.9565966579615903e-05,7.320931469500174e-06,1.9946353982830948e-07,6.8825057681216898e-07,7.4006239994277303e-10
2.08,2.3904331733143966e-06,2.1716945503651593e-05,1.8860865218152518e-05,6.1985991014991127e-06,1.3766322400055494e-07,7.0841714647090353e-07,7.5453390851573619e-10
2.0825,2.6091454838762451e-06,2.0963638375771145e-05,1.7981531251049881e-05,5.1170393185531676e-06,1.5667339481683063e-07,7.2887152017809688e-07,7.6982763338535929e-10
2.085,2.8656819008118001e-06,2.0097033764993891e-05,1.6919446494730086e-05,4.0969524628944029e-06,2.5534405558730131e-07,7.4960560978163661e-07,7.8601169890881123e-10
2.0875,3.1577158959210412e-06,1.9114343730377627e-05,1.5676798915176436e-05,3.1587361601803746e-06,4.313880903139155e-07,7.7061041690151555e-07,8.0315163577815941e-10
2.09,3.4825711819419488e-06,1.8015675536226926e-05,1.4264065522077292e-05,2.321858206973943e-06,6.8142170879336634e-07,7.9187468753999014e-07,8.2131253740439872e-10
2.0925,3.8373832584223433e-06,1.6804974838066441e-05,1.269945514633159e-05,1.6044424158477517e-06,1.001055882827434e-06,8.1338393954541181e-07,8.4056329160606247e-10
2.095,4.2190788490052302e-06,1.5490705546832817e-05,1.1014025148901114e-05,1.0225494480661376e-06,1.3850282212871135e-06,8.3512091049617707e-07,8.6097584320337928e-10
2.0975,4.6243368584108775e-06,1.4087557145644499e-05,9.2514584688480976e-06,5.895576982742949e-07,1.8273659645089663e-06,8.5706672827916536e-07,8.8262293299982118e-10
2.1,5.0494075867518583e-06,1.2617019596064049e-05,7.4676606014472387e-06,3.154389874661855e-07,2.3215770808972741e-06,8.7920154673171405e-07,9.0557923958922688e-10
2.1025,5.4900749273022167e-06,1.1108914772403447e-05,5.728818575287756e-06,2.0621246513801241e-07,2.8607576454301646e-06,9.0150707576142482e-07,9.2992257706512384e-10
2.105,5.9419008191513575e-06,9.6013572520128389e-06,4.108226539997558e-06,2.6349765085036094e-07,3.4377139940738794e-06,9.2396725720320118e-07,9.5573357914315896e-10
2.1075,6.3997426626672433e-06,8.1403016356025647e-06,2.6807168168240691e-06,4.8426300212650533e-07,4.0451223641849664e-06,9.4656724685827175e-07,9.8309451071934293e-10
2.11,6.8581887860744301e-06,6.7780471923000939e-06,1.516204365875463e-06,8.6103115092742529e-07,4.6757225250109261e-06,9.6929377129696037e-07,1.0120894355908448e-09
2.1125,7.3115627346994249e-06,5.570516670413114e-06,6.7369279557677525e-07,1.3823216519320488e-06,5.322328264791625e-06,9.9214002687827335e-07,1.0428043949186e-09
2.115,7.7538264875705379e-06,4.5741956862812386e-06,1.9604034291544213e-07,2.0331330277489488e-06,5.9778845934778497e-06,1.0150945492184793e-06,1.0753262709172599e-09
2.1175,8.1786428198355492e-06,3.8416845626804992e-06,1.0619573895345206e-07,2.7957681079343078e-06,6.6356564999251079e-06,1.0381370735257292e-06,1.1097420678655269e-09
2.12,8.5795620864105093e-06,3.4190179741691554e-06,4.0551048400289727e-07,3.6506720330645741e-06,7.2892817456032916e-06,1.0612381411670585e-06,1.1461386925110971e-09
2.1225,8.9501697539059112e-06,3.3419275103113085e-06,1.0750727798981911e-06,4.577180093378144e-06,7.9327642442932597e-06,1.084365245940889e-06,1.18460331137114e-09
2.125,9.2840593372837162e-06,3.6321580918473492e-06,2.0788952154865338e-06,5.5544129342215011e-06,8.5604881357825808e-06,1.1074880785623017e-06,1.2252231884289561e-09
2.1275,9.5750918314141167e-06,4.2936835624420025e-06,3.3675640265772406e-06,6.562031693596615e-06,9.1672231821266802e-06,1.1305802397825926e-06,1.2680861058040938e-09
2.13,9.8175998669081446e-06,5.3106022954407028e-06,4.8821594990507383e-06,7.5806761147050758e-06,9.7480436996671476e-06,1.1536194089114294e-06,1.3132807392549518e-09
2.1325,1.0006560971157371e-05,6.6472812240489809e-06,6.5580714047934708e-06,8.592671548418433e-06,1.0298257726216237e-05,1.1765687088576555e-06,1.360897797721711e-09
2.135,1.0137720178207722e-05,8.2500466874211688e-06,8.3290207702274376e-06,9.5825803522886657e-06,1.0813338507545043e-05,1.1993672358539455e-06,1.4110290797500809e-09
2.1375,1.0207742300119635e-05,1.004900791295215e-05,1.0130570091677471e-05,1.0537384784158498e-05,1.1288977372104701e-05,1.2219190754721872e-06,1.4637674106308191e-09
2.14,1.0214376069886672e-05,1.1963325201359628e-05,1.1904441583127374e-05,1.1446603051140776e-05,1.1721161819654412e-05,1.2440957272584655e-06,1.519207455455026e-09
2.1425,1.0156569324727101e-05,1.3908250855113001e-05,1.3601322170077289e-05,1.2302088612699482e-05,1.2106368129331871e-05,1.2657557575429339e-06,1.5774440083837472e-09
2.145,1.003470414796926e-05,1.5802954244028059e-05,1.5182453528785986e-05,1.3097805876909562e-05,1.2441293775734382e-05,1.2867590155165351e-06,1.6385722844788609e-09
2.1475,9.850537888193659e-06,1.7577788027216077e-05,1.6619551962070828e-05,1.3829810594078538e-05,1.27229635900848e-05,1.3069554681485448e-06,1.7026864224186226e-09
2.15,9.6072782454446255e-06,1.9179823289284742e-05,1.7894574602312557e-05,1.4496090312404366e-05,1.2949102817109081e-05,1.326184577026143e-06,1.7698806119202639e-09
2.1525,9.3091539769352316e-06,2.0575590613155915e-05,1.8998997001737296e-05,1.5096304078474407e-05,1.3117647455173259e-05,1.3442769895783734e-06,1.8402502198569572e-09
2.155,8.9616606268511455e-06,2.1751926585904096e-05,1.9931533338433506e-05,1.5631122989132272e-05,1.3226927844632655e-05,1.3610595829979879e-06,1.9138922737810606e-09
2.1575,8.5712663457429358e-06,2.2716911044099716e-05,2.0697341794659146e-05,1.6102165270777183e-05,1.3276179130957925e-05,1.3763596572632377e-06,1.9909066009926517e-09
2.16,8.1452875752772687e-06,2.3487051249707536e-05,2.130745619270204e-05,1.6511661888300389e-05,1.3266143521432662e-05,1.3900037218944241e-06,2.0713402771949511e-09
2.1625,7.6916390760021735e-06,2.4084604584012433e-05,2.1774317309717345e-05,1.6860934183072273e-05,1.3196341491805374e-05,1.4018446161927484e-06,2.1553320388756389e-09
2.165,7.2180352382046223e-06,2.4536075724983494e-05,2.2113487620046839e-05,1.7151521471421287e-05,1.3066139405010246e-05,1.4117576998540279e-06,2.2430209408805135e-09
2.1675,6.7323657226868557e-06,2.4869211765104193e-05,2.2344304143690069e-05,1.738473339838151e-05,1.287702743586662e-05,1.4195997072306664e-06,2.3345322724910112e-09
2.17,6.2428379469659487e-06,2.5109660783826883e-05,2.2485974164510939e-05,1.7561718926098574e-05,1.2629264292647812e-05,1.4252753720729881e-06,2.4299797442656509e-09
2.1725,5.757520893342789e-06,2.5279464964019482e-05,2.2555035268393383e-05,1.768246665139271e-05,1.2323368609660128e-05,1.4287429002833606e-06,2.5294705287815378e-09
2.175,5.2833106656516715e-06,2.539607817408531e-05,2.256707232581004e-05,1.7743389046094256e-05,1.1961425138139312e-05,1.4300113565420852e-06,2.6331098178703642e-09
2.1775,4.8265675379043457e-06,2.5472238377850482e-05,2.253658017449787e-05,1.7737630211108962e-05,1.1544101827594669e-05,1.429081162680334e-06,2.7410052404562961e-09
2.18,4.3937083554975758e-06,2.5516754810439359e-05,2.2476397510128708e-05,1.7658839624905914e-05,1.1072671572869149e-05,1.4260439830351743e-06,2.8532693730663373e-09
2.1825,3.9904978324004754e-06,2.5535089921134722e-05,2.239749630413384e-05,1.7500598110636741e-05,1.0550511424187522e-05,1.4209945028842586e-06,2.9700209216870489e-09
2.185,3.6217854259257093e-06,2.5530271582977638e-05,2.2308257832625205e-05,1.725772123643993e-05,9.9824290015119933e-06,1.4141048286500631e-06,3.0913882805912755e-09
2.1875,3.2920642196177595e-06,2.5502951098225758e-05,2.2214017159144132e-05,1.6925637218487765e-05,9.3740924127277899e-06,1.4054554306588625e-06,3.2175089813674313e-09
2.19,3.0049357098271459e-06,2.5452028999964905e-05,2.2117625533502972e-05,1.6501227848256667e-05,8.7318356334143659e-06,1.3951263538085003e-06,3.3485286207019784e-09
2.1925,2.7639088224935449e-06,2.5375142330716928e-05,2.2019628896727149e-05,1.5981852675347858e-05,8.0625251762943458e-06,1.383122044889002e-06,3.484592560219437e-09
2.195,2.5715839715657571e-06,2.5268117258019686e-05,2.1918178014167794e-05,1.537087994176222e-05,7.3734977587888794e-06,1.3694159680864231e-06,3.6258372017789887e-09
2.1975,2.429996088921041e-06,2.5124471650323078e-05,2.1807684617456513e-05,1.4669383523610046e-05,6.6724455914987607e-06,1.354108398738595e-06,3.772462157824997e-09
2.2,2.3403028186569729e-06,2.4936806780195852e-05,2.1679026383616954e-05,1.3878148098302822e-05,5.9673386314679049e-06,1.337335232021863e-06,3.9245543911881481e-09
2.2025,2.3034866576870829e-06,2.469665146276427e-05,2.1518523136022067e-05,1.3002807935288242e-05,5.2664427635727674e-06,1.3193065350709103e-06,4.0822054447117052e-09
2.205,2.3198940640013325e-06,2.4394367501113739e-05,2.130723627293837e-05,1.2053039888613411e-05,4.5782940447892601e-06,1.3002913206504306e-06,4.2455352626497277e-09
2.2075,2.3891362735137292e-06,2.4020012547939508e-05,2.1021621737319182e-05,1.1041655461219218e-05,3.9115732569925866e-06,1.2806135238042596e-06,4.4146913591234161e-09
2.21,2.5103335214134553e-06,2.3563849772761114e-05,2.0636163545611007e-05,9.9835113386628038e-06,3.274989127730873e-06,1.2606485488045388e-06,4.5898284210624379e-09
2.2125,2.6820955925826907e-06,2.3013652074021025e-05,2.0124992555781115e-05,8.8947368099394855e-06,2.6772240251994019e-06,1.2407943632717303e-06,4.7710911349297125e-09
2.215,2.9025006666238773e-06,2.2358647458644145e-05,1.9457951629492587e-05,7.7924117459396533e-06,2.1267529011293943e-06,1.2214550567348296e-06,4.958608293315187e-09
2.2175,3.1693031310300141e-06,2.1589552346042154e-05,1.861243468378749e-05,6.6947062075289973e-06,1.6316199622208469e-06,1.2030575791431773e-06,5.1524916202547034e-09
2.22,3.4798263173807639e-06,2.069908642191229e-05,1.7576923609790763e-05,5.6209419277414808e-06,1.1992598877550293e-06,1.1860480300713703e-06,5.3528360943338301e-09
2.2225,3.8311054377317922e-06,1.9682792045951177e-05,1.6351577339464461e-05,4.591187794585164e-06,8.3626928087357503e-07,1.1708876696033015e-06,5.5597234897958365e-09
2.225,4.2197748795509931e-06,1.8539507093271138e-05,1.4944754412871398e-05,3.625799892808615e-06,5.4827768425109662e-07,1.1580506779972734e-06,5.7732165401416559e-09
2.2275,4.6421204924935926e-06,1.7272033591833776e-05,1.3373986857003067e-05,2.7448044319933037e-06,3.3974039264184122e-07,1.1480299753387429e-06,5.9933692851053588e-09
2.23,5.0942652450240732e-06,1.5888349908045909e-05,1.1670365515141058e-05,1.96726879209006e-06,2.1376072702895481e-07,1.141334793987238e-06,6.2202390622950833e-09
2.2325,5.5720971810446931e-06,1.4403290309933679e-05,9.8782862443018423e-06,1.3107436597437202e-06,1.7199108068791457e-07,1.1384879680743769e-06,6.4538968088323695e-09
2.235,6.071063563311788e-06,1.2839656740166901e-05,8.0541161391261121e-06,7.904861925411832e-07,2.1461550979729648e-07,1.1400195218861736e-06,6.6944174710675012e-09
2.2375,6.5861525103470764e-06,1.1230301757327102e-05,6.2642118653959721e-06,4.1881419864431685e-07,3.4031031533223061e-07,1.1464599684833337e-06,6.9418649860850869e-09
2.24,7.1119951015861974e-06,9.6183572549547301e-06,4.5814683354871262e-06,2.0438227441956144e-07,5.4625518973702543e-07,1.1583384489187939e-06,7.196279008274348e-09
2.2425,7.6425005107069824e-06,8.0571114528016717e-06,3.0801323033547894e-06,1.5172079318808211e-07,8.2820149716962321e-07,1.1761703036695741e-06,7.4576720144075533e-09
2.245,8.1714300853760657e-06,6.6082283163154955e-06,1.8298372808113207e-06,2.60860495876351e-07,1.1806062187592372e-06,1.2004523684569342e-06,7.7260287612378699e-09
2.2475,8.6916425470474722e-06,5.3384350897341575e-06,8.8980040207527816e-07,5.2716509599713314e-07,1.5968821672881652e-06,1.2316626746622268e-06,8.001232838044473e-09
2.25,9.1961627535797949e-06,4.3152378866666922e-06,3.0438666560929972e-07,9.4174387539870967e-07,2.0695197431766559e-06,1.2702301988178018e-06,8.2833005319051324e-09
2.2525,9.6774753962441083e-06,3.6014141481372312e-06,9.9486227290295421e-08,1.4919308279732552e-06,2.5903406227503973e-06,1.3165392799480432e-06,8.5722617079858081e-09
2.255,1.0128085807245524e-05,3.2508233776986729e-06,2.80519536288655e-07,2.1619806078630409e-06,3.1507126456032842e-06,1.3709298808092901e-06,8.8681053723457284e-09
2.2575,1.0540430521827599e-05,3.3028169003306027e-06,8.3339038615704044e-07,2.9338967516984521e-06,3.7417313249821908e-06,1.4336900137058347e-06,9.1707680590536981e-09
2.26,1.0907239413559491e-05,3.7772816775013192e-06,1.7271302115689016e-06,3.7882224240455221e-06,4.3544977360910084e-06,1.5050403858815405e-06,9.4801585330388249e-09
2.2625,1.122150167466547e-05,4.6697996982661472e-06,2.9171796951262108e-06,4.7048421133422708e-06,4.9802984551770295e-06,1.5851277625882269e-06,9.7961763005531411e-09
2.265,1.1476706131050471e-05,5.9501642772266026e-06,4.3490217537853865e-06,5.663793898073273e-06,5.6106397985752665e-06,1.6740207893586163e-06,1.0118718681481296e-08
2.2675,1.1667164088158092e-05,7.5643385935379958e-06,5.961836043187848e-06,6.645899224519021e-06,6.2374759323050389e-06,1.7717070636765866e-06,1.0447689324711065e-08
2.27,1.1788289774535089e-05,9.4373512688496277e-06,7.6920923794435827e-06,7.6331599220168942e-06,6.8533548005786673e-06,1.8780893876325545e-06,1.0782994939157516e-08
2.2725,1.183680981709276e-05,1.1477605309491264e-05,9.4772294906792989e-06,8.6094920664075246e-06,7.4513218260645781e-06,1.9929835725322737e-06,1.1124546303144605e-08
2.275,1.181044757762412e-05,1.3585464484040497e-05,1.1258768932028603e-05,9.5610270985221893e-06,8.0248891104140125e-06,2.1161281314753426e-06,1.1472244429085844e-08
2.2775,1.1708437347559742e-05,1.5662850563511364e-05,1.2985703207633967e-05,1.0476237633091911e-05,8.5680730959432793e-06,2.2471766394788569e-06,1.1825957040206165e-08
2.28,1.1531871666634717e-05,1.7622728321412489e-05,1.461621469123314e-05,1.1345893171109255e-05,9.0754348063327033e-06,2.3856963789602602e-06,1.2185508148621491e-08
2.2825,1.1283349573545814e-05,1.9396821787991428e-05,1.6118444817629166e-05,1.2162871773799242e-05,9.542088423025215e-06,2.5311729038822421e-06,1.2550683374531876e-08
2.285,1.0967434919083908e-05,2.0940219761999623e-05,1.7470096133276131e-05,1.292202481356419e-05,9.9636953792833514e-06,2.6830062021568919e-06,1.2921257328770035e-08
2.2875,1.0590003493410566e-05,2.2232546253730929e-05,1.8658206067267247e-05,1.3620084759403086e-05,1.0336488288192954e-05,2.8404755876434073e-06,1.3297171588666281e-08
2.29,1.0158174186622022e-05,2.3278705018136397e-05,1.9677663349171418e-05,1.4255540557301191e-05,1.0657130445744158e-05,3.0028314869596209e-06,1.367821950612117e-08
2.2925,9.6800434318437339e-06,2.4100269585531049e-05,2.0529957063679067e-05,1.4828230463634175e-05,1.0922547947585619e-05,3.1692017904187147e-06,1.4064166291213502e-08
2.295,9.1645741489303498e-06,2.4723193903939021e-05,2.1222697491367293e-05,1.5338642167332027e-05,1.1130344895267075e-05,3.3385898844755741e-06,1.4454805213636721e-08
2.2975,8.621359481964574e-06,2.5179578963704372e-05,2.1767027739822524e-05,1.5788057732558953e-05,1.1278662168928441e-05,3.5099174979564153e-06,1.4849975883956307e-08
2.3,8.0602488217362244e-06,2.5503082979196935e-05,2.2175811703322023e-05,1.6177506454852077e-05,1.1366065129799494e-05,3.6820371494081806e-06,1.5249543733697147e-08
2.3025,7.4903272552936532e-06,2.5725094715311523e-05,2.2466142033757234e-05,1.6507066120331354e-05,1.1392039353263156e-05,3.8537324558017562e-06,1.5653372088168573e-08
2.305,6.9208652828210851e-06,2.5872232830266015e-05,2.2657891769517134e-05,1.6776779448806981e-05,1.135769583608667e-05,4.0237408362414794e-06,1.6061300687032133e-08
2.3075,6.3612248798253984e-06,2.5965506205000388e-05,2.2768941384259048e-05,1.6986285691724499e-05,1.1265275870918875e-05,4.1907817325611356e-06,1.64731410476066e-08
2.31,5.8194552749531324e-06,2.6020134736020482e-05,2.2815006738845007e-05,1.7135133834158075e-05,1.1116771649150059e-05,4.3535678775246594e-06,1.6888669971278354e-08
2.3125,5.3024380075340676e-06,2.6046443207612159e-05,2.2811115496731745e-05,1.722126000278287e-05,1.0910493614283182e-05,4.5107983760779653e-06,1.7307639445553696e-08
2.315,4.8169784680163833e-06,2.6050755432332082e-05,2.2770959367684142e-05,1.7238825487479689e-05,1.0645830782403074e-05,4.6611760972312387e-06,1.7729800803632081e-08
2.3175,4.3695256480728602e-06,2.6036387782951e-05,2.2706476402075408e-05,1.7180839049789732e-05,1.0324432684856812e-05,4.8034337584163263e-06,1.8154940222357432e-08
2.32,3.9653401430134826e-06,2.6004421975744115e-05,2.2627526396801022e-05,1.7040955188604983e-05,9.9468701254972324e-06,4.9363626850788367e-06,1.8582896837854897e-08
2.3225,3.6090794617915953e-06,2.5953985446544218e-05,2.2540753619177175e-05,1.6814461879967231e-05,9.5149839401703588e-06,5.0588543441329346e-06,1.9013547809865842e-08
2.325,3.3045769779242344e-06,2.5882943048156242e-05,2.244977503927657e-05,1.6497680851967905e-05,9.0328224524806783e-06,5.1698814043948988e-06,1.9446542791822067e-08
2.3275,3.0550604025063007e-06,2.5787404031465371e-05,2.23549457135177e-05,1.6088210694485539e-05,8.5057175526987377e-06,5.2685266562143355e-06,1.9881783523601138e-08
2.33,2.8632939503257922e-06,2.566111857514129e-05,2.2253712124176622e-05,1.55846060733137e-05,7.9399047547663303e-06,5.3540990427136539e-06,2.0319232162134037e-08
2.3325,2.731115972568041e-06,2.5496704621368032e-05,2.2139367368975273e-05,1.4990564220186486e-05,7.3422822385831662e-06,5.4259586842591801e-06,2.0758791850184459e-08
2.335,2.6594892902006892e-06,2.5285863599535046e-05,2.2000903643497509e-05,1.4307701963997807e-05,6.7203066394594314e-06,5.4832809570348113e-06,2.1200268662505487e-08
2.3375,2.6488632410535991e-06,2.5018807756725741e-05,2.1821793235691128e-05,1.3537416271832342e-05,6.0819068150600919e-06,5.5254490254984331e-06,2.1643412461563158e-08
2.34,2.6990836877914027e-06,2.4684825715345819e-05,2.1580011913171919e-05,1.268559149497736e-05,5.4353691936219086e-06,5.552137788882068e-06,2.2087978278947053e-08
2.3425,2.8092221135652435e-06,2.4273156865233381e-05,2.1249276734226323e-05,1.1761795652470461e-05,4.7892663407820548e-06,5.5633211665143401e-06,2.2533752209479684e-08
2.345,2.9776071888436862e-06,2.3772337655423124e-05,2.0803793171927098e-05,1.0778354241780797e-05,4.1524056801213973e-06,5.5589567560324811e-06,2.2980555958693958e-08
2.3475,3.2021608758018036e-06,2.3169049352642457e-05,2.0212824350261767e-05,9.7493903310699522e-06,3.5337739332031928e-06,5.5392441107657131e-06,2.3428239477382571e-08
2.35,3.4801283433706239e-06,2.2451603824261021e-05,1.9447845290428512e-05,8.6901225085442381e-06,2.9424368549504875e-06,5.5042924284659825e-06,2.3876665446104333e-08
2.3525,3.8085532520175947e-06,2.1610098573554956e-05,1.8492014994099497e-05,7.6167350994783193e-06,2.3873569952498698e-06,5.4544205816192046e-06,2.432567112819757e-08
2.355,4.1840208526249078e-06,2.0636673391103783e-05,1.7340047771466809e-05,6.5466485913620989e-06,1.8772847278239104e-06,5.3898642097264459e-06,2.4775249637987203e-08
2.3575,4.6028220505084649e-06,1.952741868849428e-05,1.5996642736797044e-05,5.4985262914805893e-06,1.4205209794486776e-06,5.311061092343558e-06,2.5225082854797833e-08
2.36,5.0607874608041838e-06,1.8281600403804734e-05,1.4474057141933841e-05,4.4918377356468334e-06,1.024729562274567e-06,5.2178722695316577e-06,2.5674732847532674e-08
2.3625,5.5533670421202488e-06,1.6903808440994329e-05,1.2798587860523474e-05,3.5465230729811061e-06,6.9679372224207263e-07,5.1097477009539558e-06,2.6123838698591863e-08
2.365,6.07607739052608e-06,1.5404618839822726e-05,1.1010303385864438e-05,2.6823885785509176e-06,4.4251743074630947e-07,4.9862569582382983e-06,2.6572199915446437e-08
2.3675,6.6238199313202255e-06,1.3803409131561098e-05,9.1620223580036826e-06,1.9184765045354826e-06,2.6646389220844925e-07,4.847429801185028e-06,2.7019735336776771e-08
2.37,7.1912523356138224e-06,1.2130170178309e-05,7.3170619707440834e-06,1.2723750601656174e-06,1.7178318280213379e-07,4.6936853228815533e-06,2.7466391107985588e-08
2.3725,7.772391551725033e-06,1.0426526837187216e-05,5.5462203199257766e-06,7.5945826785145384e-07,1.6007699867015426e-07,4.5256847104410733e-06,2.7912055105379852e-08
2.375,8.3610048187568726e-06,8.7469203926723082e-06,3.9232095924264794e-06,3.9217585443422313e-07,2.3136477268973078e-07,4.3443475950262682e-06,2.8356517034180395e-08
2.3775,8.9500109801530515e-06,7.1572862577657513e-06,2.5192604698286475e-06,1.7932939266843742e-07,3.8402639668769841e-07,4.1507747687751394e-06,2.8799485382077416e-08
2.38,9.5318779671847095e-06,5.7320890261927029e-06,1.3975787668747583e-06,1.2564484111371009e-07,6.1483095230293018e-07,3.9462224665012008e-06,2.9240644531339218e-08
2.3825,1.0098753092284062e-05,4.549691847300205e-06,6.0859760093038497e-07,2.3134682419537422e-07,9.190401114136995e-07,3.7320664118039592e-06,2.9679724487926583e-08
2.385,1.0642246373563953e-05,3.685499482457381e-06,1.8648522545197923e-07,4.9198542606286221e-07,1.290615603234498e-06,3.5098033953657856e-06,3.0116538022390068e-08
2.3875,1.1153847463495329e-05,3.2062139841971116e-06,1.4649329997048076e-07,8.9894171026729171e-07,1.7224451397034593e-06,3.28106074229609e-06,3.0550971380820197e-08
2.39,1.1625136567475691e-05,3.1629285359784595e-06,4.8447054667835085e-07,1.439899317831014e-06,2.2065178236116306e-06,3.0475919091478073e-06,3.0982937138431504e-08
2.3925,1.2047769736449262e-05,3.5842909419403796e-06,1.1787296754002292e-06,2.0995076937797966e-06,2.7342248996641342e-06,2.8112713964208209e-06,3.14123163996323e-08
2.395,1.2413905247971264e-05,4.4706873299741746e-06,2.1927236101901001e-06,2.8602222062335715e-06,3.2965918580523265e-06,2.574074787564493e-06,3.1838934158059574e-08
2.3975,1.2716121854559268e-05,5.7910846431559115e-06,3.4783431281349992e-06,3.7030767420355431e-06,3.8845438555076414e-06,2.3380657812913454e-06,3.2262579120794347e-08
2.4,1.294766472016258e-05,7.4855466757837246e-06,4.9794160493304786e-06,4.6084786124947417e-06,4.4892097551143775e-06,2.1053863762713626e-06,3.2683043606997216e-08
2.4025,1.3102697571116882e-05,9.4698875112391969e-06,6.635254502816833e-06,5.5569987849990569e-06,5.1019572404110942e-06,1.8782344254732309e-06,3.3100157527883598e-08
2.405,1.3176873265907181e-05,1.1640344891725526e-05,8.384198820837523e-06,6.5299790034517078e-06,5.714537483480713e-06,1.6588501945313121e-06,3.351380064545522e-08
2.4075,1.3167451130452056e-05,1.3883868670650823e-05,1.0166707852948118e-05,7.5098723166335356e-06,6.3193170660601322e-06,1.4494912735947449e-06,3.3923887279194229e-08
2.41,1.3073082846801037e-05,1.608950909655026e-05,1.1928429480981406e-05,8.4809627373786318e-06,6.909259496112334e-06,1.252392462512629e-06,3.433034637865495e-08
2.4125,1.2894214272781293e-05,1.8159561141040962e-05,1.3622818892326373e-05,9.4296582227921325e-06,7.477857368335378e-06,1.0697303065550333e-06,3.4733112732731734e-08
2.415,1.2633282033667604e-05,2.0018344819630694e-05,1.5212322606145056e-05,1.0344549298340193e-05,8.0191090265508056e-06,9.0359041039127253e-07,3.5132115691000082e-08
2.4175,1.2294701603738182e-05,2.1617592726420147e-05,1.6668840905867102e-05,1.1216419918050782e-05,8.5275641045220845e-06,7.5593281203756194e-07,3.5527279000743328e-08
2.42,1.1884933531520786e-05,2.2937306719371128e-05,1.7973399098651898e-05,1.2038205863315256e-05,8.9983667173362013e-06,6.2855557788172732e-07,3.5918326384400951e-08
2.4225,1.1411910564984192e-05,2.3986670598642816e-05,1.9115007733884319e-05,1.2804459443954769e-05,9.4271573266620008e-06,5.2308891476850901e-07,3.6305258985017602e-08
2.425,1.0884742469207197e-05,2.4792304409565567e-05,2.0090244924588463e-05,1.3511557603714095e-05,9.81013412670285e-06,4.4093611131105147e-07,3.6688241859228784e-08
2.4275,1.0313399638192848e-05,2.5385783277860082e-05,2.0902177631170356e-05,1.4157487273467459e-05,1.0144013041045042e-05,3.8326349749985345e-07,3.7067416091283229e-08
2.43,9.708734280958481e-06,2.5804905897634558e-05,2.1559358013311066e-05,1.4741478199414079e-05,1.0425773204752621e-05,3.5097999407674676e-07,3.7442818258388322e-08
2.4325,9.0819772941949315e-06,2.6088139405801523e-05,2.2072356888261702e-05,1.5263299369802842e-05,1.0652817709403567e-05,3.4472079406887013e-07,3.7814424087337236e-08
2.435,8.4441015159647399e-06,2.6270527881060205e-05,2.2454920742514461e-05,1.5723085402676615e-05,1.0823163643943204e-05,3.6482093098156078e-07,3.818223635079483e-08
2.4375,7.8053437479837305e-06,2.6381269202826287e-05,2.2724228262775172e-05,1.6120767683544075e-05,1.0935278979821474e-05,4.1127701851065498e-07,3.8546335847057079e-08
2.44,7.1757993298207313e-06,2.6442747448370005e-05,2.2899799647779144e-05,1.6455032455947127e-05,1.0987951275428055e-05,4.8375228861517935e-07,3.8906888116292822e-08
2.4425,6.5652847480213306e-06,2.6470787083684892e-05,2.2999079725921765e-05,1.6724352992407478e-05,1.0981470424273031e-05,5.8162980888923742e-07,3.9264097904074232e-08
2.445,5.9821062478072709e-06,2.6475517001742652e-05,2.3037401486445652e-05,1.6926979206388243e-05,1.0918024486163156e-05,7.0405491985922684e-07,3.9618139372176489e-08
2.4475,5.4333739319168775e-06,2.6463037663281992e-05,2.3029401114251679e-05,1.7061334157843938e-05,1.0799706419967933e-05,8.499563978189136e-07,3.9969091565611701e-08
2.45,4.9260616980964931e-06,2.643634384401668e-05,2.2988257481039888e-05,1.7124635053138186e-05,1.0625317483267968e-05,1.0180762946582871e-06,4.0316964730865368e-08
2.4525,4.4665831555665097e-06,2.6395946209492225e-05,2.2925267105657577e-05,1.7111018060544731e-05,1.039271732185576e-05,1.2069829172731512e-06,4.0661756989812592e-08
2.455,4.0600876250884512e-06,2.6340699481304138e-05,2.2849328915089603e-05,1.7013616092324219e-05,1.0103847501919725e-05,1.4150934985200428e-06,4.1003531175883037e-08
2.4575,3.7110734699063343e-06,2.6268261322926108e-05,2.276573364192924e-05,1.6827496117888426e-05,9.7597817571417848e-06,1.6407000466637674e-06,4.1342452671724205e-08
2.46,3.4229395530694479e-06,2.617415880855763e-05,2.2676411193224995e-05,1.6549492215076518e-05,9.3615461231038748e-06,1.8820044862636148e-06,4.1678756763093822e-08
2.4625,3.1988295568094448e-06,2.6052359236592155e-05,2.2579532803306976e-05,1.6176905652809663e-05,8.9118383678228111e-06,2.1371353093503975e-06,4.2012700031228428e-08
2.465,3.0408643015256212e-06,2.5895568571012837e-05,2.2469286287656689e-05,1.5709049867403106e-05,8.4152425749470438e-06,2.4041670656932161e-06,4.2344520976616248e-08
