Physical Time (s),ev_right Monitor (kg-m/s^3): right_cv1,ev_right Monitor (kg-m/s^3): right_cv2,ev_right Monitor (kg-m/s^3): right_cv3,ev_right Monitor (kg-m/s^3): right_cv4,ev_right Monitor (kg-m/s^3): right_cv5,ev_right Monitor (kg-m/s^3): right_cv6,ev_right Monitor (kg-m/s^3): right_cv7
3.035,1.097475786394597e-05,8.2845663753501507e-06,2.9097379071960816e-06,1.387940172756156e-06,1.3988534406468856e-06,3.1116093331726009e-07,4.6694761278346466e-07
3.0375,1.1710464766951102e-05,6.4790463095725217e-06,1.6935840795749221e-06,8.2605851342447487e-07,9.8492866405243271e-07,2.2048987444035742e-07,4.7627002627460279e-07
3.04,1.2433541940556539e-05,4.9287957909702994e-06,8.1206496424112412e-07,4.178085099345071e-07,6.4001174715024708e-07,1.4772130820008989e-07,4.8562858296021347e-07
3.0425,1.3133896148638755e-05,3.7473088925329249e-06,2.9887603459249436e-07,1.7410707341090996e-07,3.7116126622727454e-07,9.4057479602869331e-08,4.9500890285944497e-07
3.045,1.380177820394078e-05,3.0386710513385857e-06,1.7051568844452969e-07,1.0134633361772013e-07,1.8408561773668103e-07,6.0461501851559814e-08,5.0439520294944871e-07
3.0475,1.4426468963661509e-05,2.8844199618028879e-06,4.2571979739540767e-07,2.0085522124901521e-07,8.3074871041279108e-08,4.7630934582538999e-08,5.1377116444651603e-07
3.05,1.4997551876338045e-05,3.3308603152053211e-06,1.0462518901636008e-06,4.685758463492771e-07,7.0651328659468235e-08,5.5970728244869467e-08,5.2311947789329264e-07
3.0525,1.5504346195967126e-05,4.3793961828251531e-06,1.9986331146293445e-06,8.9553172701685769e-07,1.4729263833650557e-07,8.5568526059376935e-08,5.3242192628886904e-07
3.055,1.5936704358101776e-05,5.9821455622624775e-06,3.2375996471636055e-06,1.4684380928668617e-06,3.1139012710764933e-07,1.3617328909670951e-07,5.4166029432780239e-07
3.0575,1.6285462711278016e-05,8.0471200210053711e-06,4.7094127944228166e-06,2.1705094850225597e-06,5.5932335823496791e-07,2.0718045123634115e-07,5.5081536149060054e-07
3.06,1.6542756081814597e-05,1.0449520212866637e-05,6.35543870237632e-06,2.9824244402466282e-06,8.8569236460603014e-07,2.9763359859692458e-07,5.5986755145192454e-07
3.0625,1.6701500683818663e-05,1.3041988481066217e-05,8.1155531043650288e-06,3.8832454970081253e-06,1.2835224566898497e-06,4.0626769876180233e-07,5.6879706710377489e-07
3.065,1.6755943586239042e-05,1.5670478405966617e-05,9.931299438918863e-06,4.8513816759624729e-06,1.7444688444341569e-06,5.3152194222699031e-07,5.7758384874189281e-07
3.0675,1.670214288477522e-05,1.8191480643218391e-05,1.1748271527361838e-05,5.8654416600188504e-06,2.25913395597962e-06,6.7157318672243661e-07,5.8620723302513229e-07
3.07,1.6538257609935326e-05,2.0486688052708016e-05,1.3518608677045456e-05,6.9047966839450536e-06,2.8174221791326759e-06,8.2437395251400252e-07,5.9464669998894017e-07
3.0725,1.6265314921530762e-05,2.2473284527207577e-05,1.5202268631782472e-05,7.9505200252228006e-06,3.4088900485598621e-06,9.8767752645962389e-07,6.0288044585106332e-07
3.075,1.5887341836380798e-05,2.4108371116109723e-05,1.6767746488953758e-05,8.9857572028948623e-06,4.0229747650755656e-06,1.1590780789267285e-06,6.1088553682901062e-07
3.0775,1.5410820919083694e-05,2.5388618496145516e-05,1.8191970663358998e-05,9.9959155791653012e-06,4.6493600733012602e-06,1.3360663687571449e-06,6.1863848157276731e-07
3.08,1.4844405512556848e-05,2.634562471390592e-05,1.9459709140005528e-05,1.0968773780992079e-05,5.2783330105289331e-06,1.5160778828774563e-06,6.2611581690410625e-07
3.0825,1.4199430647732356e-05,2.7022333075040286e-05,2.0563544430374243e-05,1.1894401080008671e-05,5.9008538275979655e-06,1.6965253043092923e-06,6.3329601424433055e-07
3.085,1.3489046144965984e-05,2.7469386809238859e-05,2.1502720883038374e-05,1.2764943070924493e-05,6.5086029124606938e-06,1.8748427375156853e-06,6.4015865637108988e-07
3.0875,1.2727755097060295e-05,2.7740489785046429e-05,2.2282457241964382e-05,1.3574404335981803e-05,7.0940211444313462e-06,2.0485217535961549e-06,6.4668382958298121e-07
3.09,1.1930503835309354e-05,2.7885987441556529e-05,2.2911849151161825e-05,1.4318408981923054e-05,7.6503245799360702e-06,2.2151577075235722e-06,6.528527567166198e-07
3.0925,1.1112153107020722e-05,2.7948025267076145e-05,2.3401327376502817e-05,1.4993858214343607e-05,8.1714637525630425e-06,2.3724714617861591e-06,6.5864688172039723e-07
3.095,1.0287283290429036e-05,2.7958885809851318e-05,2.3765579368966394e-05,1.5598542854872259e-05,8.6521028615913618e-06,2.5183713490835988e-06,6.6404785373992771e-07
3.0975,9.4700702907734925e-06,2.7940847145928504e-05,2.4021870709124866e-05,1.6130507330872235e-05,9.0875932509042762e-06,2.6509666645006616e-06,6.690363881383111e-07
3.1,8.6729892436028044e-06,2.7907796330049034e-05,2.4189378332612758e-05,1.6588035254208845e-05,9.4738629868949465e-06,2.7685710025600303e-06,6.7359414162148716e-07
3.1025,7.90750914375741e-06,2.7867216386267509e-05,2.4285371791891916e-05,1.6969131602567558e-05,9.807422644658457e-06,2.8697728002010891e-06,6.7770441308843025e-07
3.105,7.1846477652848141e-06,2.7822698286717493e-05,2.432468416727346e-05,1.7270025707644081e-05,1.0085157406937571e-05,2.9534024803696283e-06,6.813530976115336e-07
3.1075,6.5135332648106427e-06,2.777460174044518e-05,2.4321147241442786e-05,1.7487211813999805e-05,1.0304486073302136e-05,3.018491937653717e-06,6.8452649946679187e-07
3.11,5.9015579002294974e-06,2.7721715799247835e-05,2.4287044303496706e-05,1.761772190094428e-05,1.0463827538036724e-05,3.0645325590135806e-06,6.8722056413927404e-07
3.1125,5.3557947068637327e-06,2.7661461101587483e-05,2.4232373385134038e-05,1.7659165546641752e-05,1.0561995663062934e-05,3.0914371790614934e-06,6.8944086990438495e-07
3.115,4.8826655204291223e-06,2.7589692425916002e-05,2.4164007180527776e-05,1.7609488354077792e-05,1.0597623337613246e-05,3.0997578380597735e-06,6.9118828926214042e-07
3.1175,4.4868411621654323e-06,2.750161761536323e-05,2.4084188147852595e-05,1.7465196021693994e-05,1.0572714008663629e-05,3.0907240606818382e-06,6.9244322992454402e-07
3.12,4.1722531093165107e-06,2.7391177656223949e-05,2.3990084813061402e-05,1.7223140087087679e-05,1.0491210679195858e-05,3.0659066862470512e-06,6.932089819801832e-07
3.1225,3.9414286994271004e-06,2.7250972481504353e-05,2.3873122318105772e-05,1.6880121896526551e-05,1.0351625807733459e-05,3.0263487537112102e-06,6.9350134401035796e-07
3.125,3.7964699840388453e-06,2.7071902068601367e-05,2.3718685782117439e-05,1.6434983307777866e-05,1.0150053622562731e-05,2.9718713800555724e-06,6.9333099632658784e-07
3.1275,3.7379412685921188e-06,2.684293117240419e-05,2.3505190450330714e-05,1.5890516248153271e-05,9.8866978459605102e-06,2.9009547729634018e-06,6.9272157657983288e-07
3.13,3.7650495816357949e-06,2.6551235343123198e-05,2.3204858885204647e-05,1.5250650835992001e-05,9.5639549148744802e-06,2.8126671554498022e-06,6.9168570913793489e-07
3.1325,3.875934565317902e-06,2.6182455423958705e-05,2.278656356903658e-05,1.4518196170098546e-05,9.1839527289387439e-06,2.70703155681296e-06,6.902275624063323e-07
3.135,4.0679651273036783e-06,2.5721748552615919e-05,2.2219118373193417e-05,1.369695450000187e-05,8.7486343557163152e-06,2.5852361101173024e-06,6.8836449346849911e-07
3.1375,4.3374754738283447e-06,2.5153503234102794e-05,2.1467797066601076e-05,1.2794429289812994e-05,8.2618568714945753e-06,2.4490254093701974e-06,6.8612339664275469e-07
3.14,4.6800877713424767e-06,2.4459062149542258e-05,2.0509940877977474e-05,1.1820696423213726e-05,7.7291537463089275e-06,2.3003637614640777e-06,6.8350239363901965e-07
3.1425,5.0909226436914278e-06,2.3621492197435014e-05,1.933800408831928e-05,1.0787817910864825e-05,7.1571842833905971e-06,2.1413318122963022e-06,6.8051577472566025e-07
3.145,5.5646582831137199e-06,2.2626032415051779e-05,1.7950335853392605e-05,9.7094888675730012e-06,6.553574332355287e-06,1.9741163868736101e-06,6.7719483913734509e-07
3.1475,6.0958728663220157e-06,2.146098673785853e-05,1.6356671746768386e-05,8.6009060828188064e-06,5.9266988007706435e-06,1.8009732259158692e-06,6.7353871653967204e-07
3.15,6.6787139185608357e-06,2.0119283383696912e-05,1.4584411047640298e-05,7.4791567012667813e-06,5.2855524218499179e-06,1.6242474461851786e-06,6.6955995357594461e-07
3.1525,7.3068858917016339e-06,1.8599488880023201e-05,1.267678682828377e-05,6.3632884200481407e-06,4.639673252487186e-06,1.4463399788713739e-06,6.652632738985572e-07
3.155,7.9740455986999616e-06,1.6908607450983406e-05,1.0690629843733222e-05,5.2741097191588316e-06,3.9990579572696972e-06,1.2696704513651084e-06,6.60661353779593e-07
3.1575,8.6732785012570799e-06,1.506565789469337e-05,8.6929239680274082e-06,4.2338100525648342e-06,3.3740484573333754e-06,1.0966653726665535e-06,6.5578975174780518e-07
3.16,9.3973394476060862e-06,1.3104866599872456e-05,6.7568082793534341e-06,3.2652346387836399e-06,2.7751030022791228e-06,9.2971712361801878e-07,6.5069262674762305e-07
3.1625,1.0138627792829705e-05,1.1079424039800921e-05,4.957058982537478e-06,2.3912615442214433e-06,2.2126804925926024e-06,7.7115281448645828e-07,6.4542216270364512e-07
3.165,1.0888800018239426e-05,9.0645510803705642e-06,3.3653247357451796e-06,1.6336271069646384e-06,1.697030871533955e-06,6.2323083711086716e-07,6.4003785027608657e-07
3.1675,1.1639220327574883e-05,7.1560863152411981e-06,2.0456870167181544e-06,1.0120539183394566e-06,1.237892153923706e-06,4.8809125457794368e-07,6.3460446233595203e-07
3.17,1.2380495697820593e-05,5.4657849181717537e-06,1.0509225721491304e-06,5.4316315261912772e-07,8.4429629332284884e-07,3.677244829408425e-07,6.2919265485827951e-07
3.1725,1.3102661320435084e-05,4.1120864390688219e-06,4.1927457942540219e-07,2.3969637106327408e-07,5.2433414320563988e-07,2.6394020584808784e-07,6.2387805160303311e-07
3.175,1.3795702843251263e-05,3.2078121142949002e-06,1.7236804220035063e-07,1.0993313996784318e-07,2.8480892939977033e-07,1.7836227383893923e-07,6.1874093659759122e-07
3.1775,1.4449255803739485e-05,2.8470804163331583e-06,3.1416386922034446e-07,1.571242890206601e-07,1.3110539858051043e-07,1.1237625413057489e-07,6.1386625555306513e-07
3.18,1.5052407669652287e-05,3.0914445000817537e-06,8.3141273554252897e-07,3.7898037460461286e-07,6.7035414654340003e-08,6.7133165717933942e-08,6.0934317095964591e-07
3.1825,1.5594587205854647e-05,3.9583385146411485e-06,1.6948018200908581e-06,7.6787340224079671e-07,9.4419954377731021e-08,4.3515456554566171e-08,6.0526436037961417e-07
3.185,1.6065267517476476e-05,5.4146557098063993e-06,2.8619989183052554e-06,1.311494561695493e-06,2.1290017054031526e-07,4.2104146250662934e-08,6.017268390517238e-07
3.1875,1.64543886690399e-05,7.3782075440455494e-06,4.2810799563471837e-06,1.9935424941089765e-06,4.199267361432032e-07,6.31434294833617e-08,5.9883052741694114e-07
3.19,1.6753506485092074e-05,9.729304764024077e-06,5.8940853936512615e-06,2.7947564805708587e-06,7.1092289222646503e-07,1.0651691497985746e-07,5.9667811122445965e-07
3.1925,1.6955040882408539e-05,1.2321697278134044e-05,7.6405087766703093e-06,3.6938798727250062e-06,1.0795338761416763e-06,1.7172772648688041e-07,5.953743237866075e-07
3.195,1.7052672992260294e-05,1.4996974251676524e-05,9.4606253067032904e-06,4.6686343519921732e-06,1.517835166899477e-06,2.5789743084129006e-07,5.9502627649655649e-07
3.1975,1.704160808822735e-05,1.7602674855837501e-05,1.1298216573421896e-05,5.6967209408394623e-06,2.0165997309305597e-06,3.6380035115480207e-07,5.9574178335020918e-07
3.2,1.6918853488686429e-05,2.0008412483646989e-05,1.3102813422405234e-05,6.7564199803810669e-06,2.565647224928926e-06,4.878925329185232e-07,5.9762889013469728e-07
3.2025,1.6684181851525515e-05,2.211808146694912e-05,1.4831600613797572e-05,7.8275398571802453e-06,3.1542548747225543e-06,6.2833742042703482e-07,6.0079512132487082e-07
3.205,1.6340455612206209e-05,2.3875966427758367e-05,1.6450147910912929e-05,8.89198943560337e-06,3.771442971770563e-06,7.830416261714009e-07,6.0534740269985859e-07
3.2075,1.5893388147688556e-05,2.5267442307798434e-05,1.7932626341759074e-05,9.9339914805332281e-06,4.4062796022948801e-06,9.4968888814999145e-07,6.1139062321255779e-07
3.21,1.5350962802934161e-05,2.6316936000486614e-05,1.9261216528058434e-05,1.094025113883187e-05,5.0483761908709464e-06,1.1257769286643041e-06,6.19027341598179e-07
3.2125,1.4723611719434746e-05,2.7066952425142159e-05,2.0426006956399331e-05,1.189990805022502e-05,5.6880173198829652e-06,1.3086798430886569e-06,6.2835713291355396e-07
3.215,1.4024057849740738e-05,2.7567704979250909e-05,2.1424252614048684e-05,1.2804356708551255e-05,6.316238892855703e-06,1.4957087115340035e-06,6.3947528613192666e-07
3.2175,1.3266624028708212e-05,2.7874457150067941e-05,2.2259568536906482e-05,1.3646990170441727e-05,6.9248694392707051e-06,1.6841400271988775e-06,6.5247185529142748e-07
3.22,1.2466617116153421e-05,2.8040593497378405e-05,2.2940388275411938e-05,1.4422961190318887e-05,7.5065640745770515e-06,1.8712523716665585e-06,6.674299135121348e-07
3.2225,1.1639255126248754e-05,2.8112091566138875e-05,2.3476399344470659e-05,1.5128880152725297e-05,8.0547637826175722e-06,2.0543696678788432e-06,6.8442631222578681e-07
3.225,1.0799552545883682e-05,2.8125056564133154e-05,2.3881222789274107e-05,1.5762359924328181e-05,8.563685287750519e-06,2.2309159510508017e-06,7.0353136069505169e-07
3.2275,9.9621557362861519e-06,2.8105037035079494e-05,2.4171510584061927e-05,1.6321564971687165e-05,9.0282750795027678e-06,2.3984514701949145e-06,7.2480739522116524e-07
3.23,9.1407183132855656e-06,2.8068318476511513e-05,2.4366016390319423e-05,1.6804747584412375e-05,9.4441536549516059e-06,2.5546958855898116e-06,7.4830870221976387e-07
3.2325,8.3471387646011296e-06,2.8024010379064634e-05,2.4483493390495573e-05,1.7210445795107273e-05,9.8075563581165519e-06,2.6975935071983875e-06,7.7407854578893985e-07
3.235,7.5928383200194822e-06,2.7976516467913044e-05,2.4539323121464267e-05,1.7535323430641211e-05,1.0115248185262586e-05,2.825306672147952e-06,8.0214781082046101e-07
3.2375,6.8880711309968691e-06,2.7927039313185898e-05,2.4547933085023906e-05,1.7775714329813916e-05,1.0364321648348534e-05,2.9362501910425249e-06,8.3253431460853889e-07
3.24,6.2410213696303814e-06,2.787456451296808e-05,2.4522287696062167e-05,1.7928671686478612e-05,1.0552925479116626e-05,3.0291304545401733e-06,8.6523911134861366e-07
3.2425,5.6588001722903291e-06,2.7816834867808979e-05,2.4473222828619882e-05,1.799159019120121e-05,1.0679656358026751e-05,3.1029046556054117e-06,9.0025192687958567e-07
3.245,5.1482823461811198e-06,2.7749984974527364e-05,2.4408865339055729e-05,1.7962999466744368e-05,1.0743328022972192e-05,3.1569233297939185e-06,9.3754794328032648e-07
3.2475,4.7150724955334527e-06,2.7669389608288335e-05,2.4333244203106124e-05,1.7839424107475006e-05,1.0744001389472197e-05,3.1909924598242667e-06,9.7708674874642992e-07
3.25,4.363325220292576e-06,2.756953613275693e-05,2.4244657758551978e-05,1.7617827349849246e-05,1.0685455434677085e-05,3.2055407352955989e-06,1.0188122184235838e-06
3.2525,4.0961641010376972e-06,2.7443520661508809e-05,2.4136361143057439e-05,1.7295359392743223e-05,1.0569235956465209e-05,3.2017263062444627e-06,1.0626482902906935e-06
3.255,3.9158294616970792e-06,2.7282809044403141e-05,2.3995106024975671e-05,1.6869262527059791e-05,1.0391519296327569e-05,3.181137565072463e-06,1.1085002271668711e-06
3.2575,3.8235379171599801e-06,2.7076946414813536e-05,2.3800811871163958e-05,1.6342152850971115e-05,1.0150219496918159e-05,3.1452415947157287e-06,1.1562560633290717e-06
3.26,3.8190222751863369e-06,2.6813520915790147e-05,2.3526704605477268e-05,1.5717310840699953e-05,9.8475555586060253e-06,3.0939386020473277e-06,1.2057832559993696e-06
3.2625,3.900635460850288e-06,2.6478351419398003e-05,2.3141429373497383e-05,1.4997980054950136e-05,9.4858315683274096e-06,3.0257835619254168e-06,1.2569326224177818e-06
3.265,4.0659319881023469e-06,2.6056077064936896e-05,2.2613228079169512e-05,1.4187232690253293e-05,9.0667589114546609e-06,2.9396194903392269e-06,1.3095371355664622e-06
3.2675,4.3115552000134827e-06,2.5531742379622325e-05,2.1906418205818256e-05,1.3291534933964392e-05,8.5933345181560451e-06,2.8351994043859611e-06,1.3634097229322835e-06
3.27,4.6331567860750146e-06,2.488631687566263e-05,2.0995018545250711e-05,1.2320271729719906e-05,8.0705736289329169e-06,2.713536520230292e-06,1.4183515694491225e-06
3.2725,5.0259576111876503e-06,2.4101667494027003e-05,1.9867673894898663e-05,1.1284962958031913e-05,7.504759278229908e-06,2.576336858522479e-06,1.4741478367929527e-06
3.275,5.4846303292049093e-06,2.3161445333242516e-05,1.8520845760126652e-05,1.0198889285904734e-05,6.9032519068994078e-06,2.4255992621110941e-06,1.5305678033742532e-06
3.2775,6.0036632163345647e-06,2.2051920341485208e-05,1.6960013496892548e-05,9.0769413431531114e-06,6.2742686133763958e-06,2.2634506412723935e-06,1.5873663362839914e-06
3.28,6.5772506806934163e-06,2.0763675475556671e-05,1.5209035041900355e-05,7.9359479289505589e-06,5.6267314231451848e-06,2.0921432174443457e-06,1.6442830390477746e-06
3.2825,7.1991230468925739e-06,1.9292269280464562e-05,1.3308323173623327e-05,6.7948175388466251e-06,4.9701787360253545e-06,1.9140014481160342e-06,1.7010425107929403e-06
3.285,7.862808775689565e-06,1.7641494112751118e-05,1.1312906561683959e-05,5.6744052012369396e-06,4.3146752319810683e-06,1.7314339052609206e-06,1.7573573589928493e-06
3.2875,8.5615522768046699e-06,1.5825724508531458e-05,9.2888324490418326e-06,4.5971623083046276e-06,3.6707088130307811e-06,1.5469219380311849e-06,1.8129323923512991e-06
3.29,9.2880687863996413e-06,1.3873894263960362e-05,7.3092066429219162e-06,3.5864870577621063e-06,3.0490245124630538e-06,1.3629754420320049e-06,1.8674648462527111e-06
3.2925,1.0034718972684359e-05,1.1833985288729565e-05,5.4495865355869992e-06,2.6659537800904915e-06,2.460389174700014e-06,1.1821153273686036e-06,1.9206461825860002e-06
3.295,1.0793361440715834e-05,9.7756042675139732e-06,3.7832235995687833e-06,1.8583785211466279e-06,1.9154809549697132e-06,1.0068402123293781e-06,1.9721685984257922e-06
3.2975,1.1555208948233458e-05,7.7907470572427119e-06,2.376570018044466e-06,1.1847016613042344e-06,1.4245904785423805e-06,8.395862897115495e-07,2.0217285620510991e-06
3.3,1.2310960742746756e-05,5.9899628949773283e-06,1.2855038703656801e-06,6.6300774366089542e-07,9.9735035527392896e-07,6.8272737950699405e-07,2.069030537273851e-06
3.3025,1.3051033707418935e-05,4.4942658620918729e-06,5.5200303103109326e-07,3.0756833849042355e-07,6.4256663771875022e-07,5.3852413543911183e-07,2.1137945490501177e-06
3.305,1.3764792622638784e-05,3.4226112672760522e-06,2.0190389039293372e-07,1.2827593160956307e-07,3.6785450310280934e-07,4.0909221731606713e-07,2.1557619702134312e-06
3.3075,1.4442097476086593e-05,2.8790569152260237e-06,2.4359803427877988e-07,1.3002892045541397e-07,1.7939171282454953e-07,2.9636315025542515e-07,2.1947002407849441e-06
3.31,1.5072031184951479e-05,2.9380326376228036e-06,6.6808102267698937e-07,3.1211603438970761e-07,8.1845785494504655e-08,2.0208117229719309e-07,2.2304075133038649e-06
3.3125,1.564387201012935e-05,3.6315184154531684e-06,1.4499329284701144e-06,6.6816115710874054e-07,7.7987430973448201e-08,1.2775551973508468e-07,2.2627204976835192e-06
3.315,1.6146714666518687e-05,4.9407623798709339e-06,2.5496859650962049e-06,1.1867287598979937e-06,1.6835715837252371e-07,7.4640391316658093e-08,2.2914861335008463e-06
3.3175,1.6570186850274479e-05,6.7948882359682041e-06,3.9173960651833475e-06,1.851992420925093e-06,3.5117837701095106e-07,4.3723555512982187e-08,2.3166765293808566e-06
3.32,1.6904944878618211e-05,9.0807207695925762e-06,5.4960845865631367e-06,2.6447523687248362e-06,6.2245881093793584e-07,3.5679381218851222e-08,2.3383321501443379e-06
3.3225,1.7143061237977083e-05,1.1654796347590214e-05,7.2252851210761955e-06,3.543457760828688e-06,9.7624743401355547e-07,5.082855161085619e-08,2.3564188122491307e-06
3.325,1.7277756603974633e-05,1.4356514193667111e-05,9.0444494524797421e-06,4.5251956818441329e-06,1.4048498159901291e-06,8.9110143084481992e-08,2.3708406651600522e-06
3.3275,1.7303449692904107e-05,1.7026490458724824e-05,1.0895979183573539e-05,5.5667897849932562e-06,1.8990785035111348e-06,1.500592628338428e-07,2.3815697905989689e-06
3.33,1.7216463696320384e-05,1.9524053109560808e-05,1.2727287206651074e-05,6.6455013412092788e-06,2.4486049035627977e-06,2.3280339098589157e-07,2.3886655093873467e-06
3.3325,1.7015549138657976e-05,2.1740944109034043e-05,1.449314346729365e-05,7.7399437392500998e-06,3.0423910627609095e-06,3.3609816077180043e-07,2.3921676780900997e-06
3.335,1.6702372211989478e-05,2.3609361939261616e-05,1.6156509354569918e-05,8.8308695319890297e-06,3.6690308635928297e-06,4.5836095995482855e-07,2.3921652122501167e-06
3.3375,1.6281927991149919e-05,2.5103980455048082e-05,1.7689021772814281e-05,9.9014142738460497e-06,4.3170444018672168e-06,5.9770238669049637e-07,2.3885520428756201e-06
3.34,1.5761627298187648e-05,2.6240770343543583e-05,1.9070545019724046e-05,1.0937298705534175e-05,4.9753852909046622e-06,7.519543961095163e-07,2.3812824326913752e-06
3.3425,1.5151197327018431e-05,2.7061406577922802e-05,2.0288882073490448e-05,1.1926832329491031e-05,5.633711570070032e-06,9.1870905192920901e-07,2.370317140968054e-06
3.345,1.4462963948247439e-05,2.7615413102245502e-05,2.1339452117272084e-05,1.2860751439828082e-05,6.282457783119221e-06,1.095361941972022e-06,2.3555508873314967e-06
3.3475,1.3710955765392142e-05,2.7958905846655267e-05,2.2224231910236396e-05,1.3731961691086626e-05,6.9129101542760028e-06,1.2791806769349501e-06,2.3369061980415904e-06
3.35,1.291060987182052e-05,2.8147672588536874e-05,2.2950656979152611e-05,1.453526735325181e-05,7.5172325668160446e-06,1.4673684002936255e-06,2.3141700441869232e-06
3.3525,1.207757774708539e-05,2.8231135959155394e-05,2.3528263744979309e-05,1.5267071500201621e-05,8.0884431899042324e-06,1.6570923090204801e-06,2.2872157896714238e-06
3.355,1.1227218878764972e-05,2.8248828268884093e-05,2.3969500363954026e-05,1.5924892778173582e-05,8.6204016543151106e-06,1.8455212404290717e-06,2.2559864453876086e-06
3.3575,1.0374514645615169e-05,2.8229318553548439e-05,2.4290551463751823e-05,1.6507026914949527e-05,9.1077582040191555e-06,2.0298799585921118e-06,2.2204085599446982e-06
3.36,9.533951100830912e-06,2.8191203724336952e-05,2.4509903907172323e-05,1.7011890276996543e-05,9.5459241316821918e-06,2.2074953602908353e-06,2.18040821890866e-06
3.3625,8.718069006874786e-06,2.8145188246515682e-05,2.4647240438879801e-05,1.7438320273438194e-05,9.9309492034664999e-06,2.3758467488417004e-06,2.1359864162209738e-06
3.365,7.9384641680665733e-06,2.8096498899341368e-05,2.4718544843118372e-05,1.7783506838627907e-05,1.0259549059430476e-05,2.5325884197241252e-06,2.0872270802028552e-06
3.3675,7.2061758522644477e-06,2.8047048829305004e-05,2.4738714891791692e-05,1.8043672279038967e-05,1.0528808725143604e-05,2.6756127986419217e-06,2.0342714134083318e-06
3.37,6.5302568832769081e-06,2.7996045554614356e-05,2.4721454754039183e-05,1.8215927776326045e-05,1.0736554451542457e-05,2.8030351666657175e-06,1.9773039006385691e-06
3.3725,5.9180283369928363e-06,2.794156260057259e-05,2.4678377610936023e-05,1.8297557922509005e-05,1.0881419518684194e-05,2.9132581538414868e-06,1.9165396958178331e-06
3.375,5.3765270174163567e-06,2.7880066465843247e-05,2.4618508488985033e-05,1.828705104635345e-05,1.0962365333981091e-05,3.0049867500158789e-06,1.852219296347369e-06
3.3775,4.9120670843291464e-06,2.7806987062125585e-05,2.4547255686368986e-05,1.8181318983175774e-05,1.0978422324116868e-05,3.0771926190023501e-06,1.7846034586530582e-06
3.38,4.5290933910360563e-06,2.7717129869579099e-05,2.4464268414043584e-05,1.7977268423774846e-05,1.0932879792779649e-05,3.1293066159939764e-06,1.7140010455867595e-06
3.3825,4.231325844931913e-06,2.760400280442923e-05,2.4364290087895819e-05,1.7672078468016816e-05,1.0828918791797976e-05,3.1612146911286998e-06,1.6407666161205494e-06
3.385,4.0210734809003036e-06,2.7459499319949258e-05,2.4235219795115642e-05,1.7262310091680508e-05,1.0663537487823806e-05,3.1735418919568167e-06,1.5652914200592115e-06
3.3875,3.9000946554365167e-06,2.72736888632989e-05,2.4058285899070202e-05,1.674990254538446e-05,1.043349521705074e-05,3.1675110194510755e-06,1.4879946950190687e-06
3.39,3.8684967872968899e-06,2.7034547284726001e-05,2.3807588673366839e-05,1.6137662263669118e-05,1.0140427462158565e-05,3.1450432513134452e-06,1.4093187478592623e-06
3.3925,3.9249611781456678e-06,2.6728172798166308e-05,2.3451932218268684e-05,1.5429197631861235e-05,9.7866261266717849e-06,3.1070814983680946e-06,1.3297269996688688e-06
3.395,4.0671614654049852e-06,2.6339083673811359e-05,2.2958306948667461e-05,1.4627099132401162e-05,9.3737933253765046e-06,3.0534380511325792e-06,1.2496963398556717e-06
3.3975,4.2919820850695887e-06,2.5851677019959595e-05,2.2291858598958773e-05,1.3736892741373356e-05,8.9044232271760341e-06,2.9823917021827315e-06,1.1697180281050835e-06
3.4,4.5952229873705406e-06,2.5248381213339785e-05,2.1422662381605101e-05,1.2767360535472545e-05,8.3831159804940101e-06,2.8930232313952495e-06,1.0902969173646766e-06
3.4025,4.9721256299066259e-06,2.4509570756872265e-05,2.0335257592700443e-05,1.1729517209587083e-05,7.8158926677267134e-06,2.7853050149055934e-06,1.011944978831583e-06
3.405,5.4174252085941317e-06,2.3617479932031146e-05,1.9024975969906457e-05,1.0636254804796194e-05,7.2099400983323187e-06,2.660460862543687e-06,9.3517962867032214e-07
3.4075,5.9254636413847384e-06,2.2556779132558562e-05,1.7493903700840163e-05,9.5021777257668984e-06,6.5733998526497458e-06,2.5203161898049553e-06,8.605209199471527e-07
3.41,6.4904876585458906e-06,2.1315895393147351e-05,1.5762576858310234e-05,8.3438755457656386e-06,5.9152015298462508e-06,2.3669338791765652e-06,7.8848651250623341e-07
3.4125,7.1063124734132664e-06,1.9888153638764312e-05,1.3868962261424212e-05,7.1801616874704208e-06,5.2449585987764867e-06,2.2025194026309188e-06,7.1958896034878798e-07
3.415,7.7663232423721489e-06,1.8274435789130383e-05,1.1866505703863868e-05,6.0319274322749098e-06,4.5728823781519595e-06,2.029394124194767e-06,6.543335692332925e-07
3.4175,8.4638478587339269e-06,1.6485403538677824e-05,9.8205898083810927e-06,4.9218705319192139e-06,3.9096770937652238e-06,1.849948278008574e-06,5.932129283043529e-07
3.42,9.1916265352474967e-06,1.4545972320605609e-05,7.8044139200106716e-06,3.8739130636965609e-06,3.2664130508908583e-06,1.6666645384717245e-06,5.3670353458868704e-07
3.4225,9.9420059781808146e-06,1.2499348940802559e-05,5.8942361856621143e-06,2.912293575497679e-06,2.6542614098805914e-06,1.4820873545792245e-06,4.852648077841495e-07
3.425,1.0706951896266219e-05,1.0410518753698147e-05,4.1645876786386699e-06,2.0607828270458447e-06,2.0843410544121732e-06,1.2987843346092804e-06,4.3933598970310053e-07
