Physical Time (s),etp_bot Monitor (kg-m/s^3): bot_cv1,etp_bot Monitor (kg-m/s^3): bot_cv2,etp_bot Monitor (kg-m/s^3): bot_cv3,etp_bot Monitor (kg-m/s^3): bot_cv4,etp_bot Monitor (kg-m/s^3): bot_cv5,etp_bot Monitor (kg-m/s^3): bot_cv6,etp_bot Monitor (kg-m/s^3): bot_cv7
4.0725,1.2108574794429492e-07,1.2679358063656808e-07,1.3354344206033117e-07,1.405999384998503e-07,1.4558644632819805e-07,1.4747913626974162e-07,1.4773431038618917e-07
4.075,1.163518452792313e-07,1.2140659453544061e-07,1.2761656905962609e-07,1.3429516643990579e-07,1.3903085994135299e-07,1.4080589719211649e-07,1.4105758529458228e-07
4.0775,1.1143231361475508e-07,1.1581121909011593e-07,1.2146545817041311e-07,1.2775436705091843e-07,1.3222686006593972e-07,1.3386403644412241e-07,1.3410770531239953e-07
4.08,1.0634816803923893e-07,1.1003144900067182e-07,1.1511591569382821e-07,1.210043034133443e-07,1.2520249118066921e-07,1.2668212335662453e-07,1.2691288353903043e-07
4.0825,1.0112137049231883e-07,1.0409196761984025e-07,1.0859473153285342e-07,1.140736350988879e-07,1.1798742679339799e-07,1.192906124563732e-07,1.1950331308260959e-07
4.085,9.5774240887528234e-08,9.8017750896789877e-08,1.0192894562466567e-07,1.0699103827442363e-07,1.1061117768958845e-07,1.1171923966166466e-07,1.1190844160151737e-07
4.0875,9.0328778765168328e-08,9.1833643786799775e-08,9.5145897453262518e-08,9.9785419199599318e-08,1.0310361229545969e-07,1.0399704325803286e-07,1.0415716938911092e-07
4.09,8.4806778947548244e-08,8.5564211658337296e-08,8.8272238094038949e-08,9.2484252452262837e-08,9.549243723190333e-08,9.6151194040705373e-08,9.6276615595108873e-08
4.0925,7.9230418488236233e-08,7.9234415493589382e-08,8.1334858787122646e-08,8.5115661914926073e-08,8.780732170763336e-08,8.8212008989463442e-08,8.8297194722730507e-08
4.095,7.3622207227913199e-08,7.2869579331736799e-08,7.4360832101005224e-08,7.7707507113417482e-08,8.0076125485300948e-08,8.0207705970102296e-08,8.0246912973944121e-08
4.0975,6.8004452426226347e-08,6.6494775189464626e-08,6.7376544813552007e-08,7.0286853522339353e-08,7.2326302464528862e-08,7.2166652858023751e-08,7.2154082092393737e-08
4.1,6.2400166411952538e-08,6.0135740502950839e-08,6.0409355946813031e-08,6.2882037167850479e-08,6.4586805182193533e-08,6.4118024362789849e-08,6.4047857163249536e-08
4.1025,5.683118480547313e-08,5.3816827232169976e-08,5.3485583618612238e-08,5.5520745063811379e-08,5.6886747290335684e-08,5.6092237481808331e-08,5.5958464415573283e-08
4.105,5.1318275133284137e-08,4.7561208834782301e-08,4.6630635991971927e-08,4.8229762693196206e-08,4.9254605936896211e-08,4.8119106960143712e-08,4.791565582650287e-08
4.1075,4.5881277612102289e-08,4.1391093616839293e-08,3.9868771766936077e-08,4.1034887504316624e-08,4.1716546753283774e-08,4.0224926028498497e-08,3.9945724342607255e-08
4.11,4.0538852379333047e-08,3.5327467086163827e-08,3.3222648976753018e-08,3.3959886693699209e-08,3.4297018842124919e-08,3.2435184559626064e-08,3.2074106800342771e-08
4.1125,3.530948513202438e-08,2.9391270001301382e-08,2.671458400401638e-08,2.7028307026248682e-08,2.7020570749845283e-08,2.4775726829361777e-08,2.4326477211482288e-08
4.115,3.0210815076467443e-08,2.3602279883329601e-08,2.0365824392249015e-08,2.0262227818182144e-08,1.9910115556768836e-08,1.7271040271403057e-08,1.6727330465654421e-08
4.1175,2.5258199984263019e-08,1.7977458160463328e-08,1.4193992318682118e-08,1.3679757670599731e-08,1.2984503477484619e-08,9.9409475898574663e-09,9.2967159085956846e-09
4.12,2.046684347286824e-08,1.2533456381669547e-08,8.2164241732501521e-09,7.2984757468441625e-09,6.2618698602625138e-09,2.8045594474003371e-09,2.0541142199470747e-09
4.1225,1.5848701835648013e-08,7.2833014290787518e-09,2.4466221857294092e-09,1.1316012075918352e-09,-2.4469103148217463e-10,-4.1246572334124873e-09,-4.9868390800294416e-09
4.125,1.1414770394620237e-08,2.2392910914893814e-09,-3.1025230820588321e-09,-4.8077596917215395e-09,-6.5212542276304903e-09,-1.0831673774231136e-08,-1.1811023089037441e-08
4.1275,7.1752597003531828e-09,-2.586869558104207e-09,-8.4182342034875786e-09,-1.0506019406896997e-08,-1.2554350871174978e-08,-1.7302579384075001e-08,-1.8404566346785545e-08
4.13,3.1399723417598656e-09,-7.1837854714393753e-09,-1.3487793379328446e-08,-1.5949500957680067e-08,-1.8329429944335062e-08,-2.352180175539149e-08,-2.4751818475498578e-08
4.1325,-6.8176572795667862e-10,-1.1540507601398623e-08,-1.8298753220896073e-08,-2.1124768096680299e-08,-2.3832046402444901e-08,-2.9473400491707613e-08,-3.0836646439021418e-08
4.135,-4.2818514997016233e-09,-1.5647422496350124e-08,-2.2840477882465756e-08,-2.6020628593727691e-08,-2.9050622429802909e-08,-3.5145088254418353e-08,-3.6646879499579366e-08
4.1375,-7.6521159607837628e-09,-1.9494952434943856e-08,-2.7102232440999271e-08,-3.0625834331577869e-08,-3.3973896575965824e-08,-4.0524327992077249e-08,-4.2169582876951096e-08
4.14,-1.0785666170579777e-08,-2.3075266671952361e-08,-3.107560803219205e-08,-3.4931254839268314e-08,-3.8591696774042644e-08,-4.559976311050266e-08,-4.7393616232748604e-08
4.1425,-1.3676015929109131e-08,-2.6381349814177888e-08,-3.4753526974689901e-08,-3.8930044096002211e-08,-4.2896856098943974e-08,-5.0362358396746831e-08,-5.2309545421094641e-08
4.145,-1.6318425117516743e-08,-2.9408307903943165e-08,-3.813084242788974e-08,-4.2616102551532046e-08,-4.6881884056001225e-08,-5.4802626461959981e-08,-5.6907508670686754e-08
4.1475,-1.8708355016821064e-08,-3.215117112507704e-08,-4.1201871062194303e-08,-4.5982473677326703e-08,-5.0538497274699761e-08,-5.8911345823199311e-08,-6.1177895299250768e-08
4.15,-2.0842018478851e-08,-3.4605394906069375e-08,-4.3960719378297585e-08,-4.9021373963901811e-08,-5.3857816448474444e-08,-6.2679208956595046e-08,-6.5110832456085717e-08
4.1525,-2.2715578685835355e-08,-3.6766083363181195e-08,-4.6401347743746777e-08,-5.1726056760481553e-08,-5.6832868029304105e-08,-6.6098025379338781e-08,-6.8697542098996463e-08
4.155,-2.4325444409877209e-08,-3.8628626680522034e-08,-4.8518423432382385e-08,-5.4092030202793407e-08,-5.9459054925902012e-08,-6.9161135954569146e-08,-7.1930450351298154e-08
4.1575,-2.5669398596651098e-08,-4.0190194362247563e-08,-5.0308681947498451e-08,-5.6115912157516599e-08,-6.1732030164467265e-08,-7.1860532093387401e-08,-7.4801159855822599e-08
4.16,-2.6747303453813021e-08,-4.145044099889203e-08,-5.1771441158726039e-08,-5.7795892072723445e-08,-6.3649090721178607e-08,-7.4192135817693493e-08,-7.730483043745928e-08
4.1625,-2.7561140982714066e-08,-4.2411444883038615e-08,-5.2908757293697868e-08,-5.9133556525905131e-08,-6.5211108638608773e-08,-7.6155653440469847e-08,-7.9440431542380187e-08
4.165,-2.8115109424548877e-08,-4.3077632983954366e-08,-5.3724231480733525e-08,-6.0131413613499585e-08,-6.6419949606424976e-08,-7.7752665268204219e-08,-8.120907685537877e-08
4.1675,-2.8415268160169023e-08,-4.3455297423846657e-08,-5.4223544875999955e-08,-6.0793551740069793e-08,-6.7278361868427995e-08,-7.898536719804072e-08,-8.2612223215998233e-08
4.17,-2.8468878280721865e-08,-4.3551909325397434e-08,-5.4413604322690542e-08,-6.1126605837161174e-08,-6.7793190863313521e-08,-7.9859232989820039e-08,-8.3654407814151654e-08
4.1725,-2.8283924244529014e-08,-4.337561687700415e-08,-5.4301960653953527e-08,-6.1137333199375532e-08,-6.7969611046725233e-08,-8.0376912290552316e-08,-8.4337453081289591e-08
4.175,-2.7868490564175568e-08,-4.293454874273894e-08,-5.3896399518628281e-08,-6.0832697245767323e-08,-6.7813081983188242e-08,-8.0540472964629863e-08,-8.4663052267629892e-08
4.1775,-2.7230350857333975e-08,-4.2236565059355013e-08,-5.320432322735687e-08,-6.0219099337563322e-08,-6.7328401723318655e-08,-8.0352066457916564e-08,-8.463265736960382e-08
4.18,-2.6376624716661277e-08,-4.1289063670277662e-08,-5.223266783063587e-08,-5.9302436269118981e-08,-6.6520938107643836e-08,-7.9815623363745806e-08,-8.4249210797891427e-08
4.1825,-2.5313837746068756e-08,-4.0099278925576734e-08,-5.0989282959826281e-08,-5.8090753922031022e-08,-6.539874248457522e-08,-7.8938602744347754e-08,-8.3519234176729027e-08
4.185,-2.404877868990111e-08,-3.8675273204318209e-08,-4.9483518787400399e-08,-5.6593513539987035e-08,-6.397093785642524e-08,-7.7729452867147299e-08,-8.2449864700238892e-08
4.1875,-2.2588241133499199e-08,-3.7025426216708237e-08,-4.7724422929392647e-08,-5.4819298262252993e-08,-6.2245828030899932e-08,-7.6195545766288493e-08,-8.1047679938926823e-08
4.19,-2.0939289203304096e-08,-3.5158104276219637e-08,-4.5720548976855905e-08,-5.2776188250313141e-08,-6.0230302771284023e-08,-7.4342014240320296e-08,-7.9317075746592815e-08
4.1925,-1.9109545916456146e-08,-3.3081766300834898e-08,-4.3480577945351031e-08,-5.0472746641328279e-08,-5.7931847509521294e-08,-7.2175076168701203e-08,-7.7263688379969136e-08
4.195,-1.7106262156429335e-08,-3.0804008249085746e-08,-4.1012338547221168e-08,-4.7917341948453203e-08,-5.535858062426064e-08,-6.9701461891596411e-08,-7.4893862357388742e-08
4.1975,-1.4936145402020973e-08,-2.8331888757318893e-08,-3.8323507816423894e-08,-4.5117998938101668e-08,-5.2518273546192532e-08,-6.6928037424004527e-08,-7.2213960185108781e-08
4.2,-1.2605412215277066e-08,-2.5672154201371796e-08,-3.5421223748653669e-08,-4.2082172164802292e-08,-4.9418805728167995e-08,-6.3862282171752907e-08,-6.9230601104046776e-08
4.2025,-1.0120381430975265e-08,-2.283196998532209e-08,-3.2313078571237588e-08,-3.8817227101841761e-08,-4.6067959107122916e-08,-6.0511542549817013e-08,-6.59506211404449e-08
4.205,-7.4878457123239251e-09,-1.9819214232041839e-08,-2.900743448829785e-08,-3.5331216065182272e-08,-4.2473986929491395e-08,-5.688439829510116e-08,-6.2382350009692077e-08
4.2075,-4.7144643539015876e-09,-1.6641775671151736e-08,-2.5513219739795726e-08,-3.1633412840050711e-08,-3.8645836949960157e-08,-5.2989115546310475e-08,-5.8533688679987641e-08
4.21,-1.8072343640263167e-09,-1.3308008155616509e-08,-2.183998163827815e-08,-2.7734067860618145e-08,-3.4593506862146053e-08,-4.8835142326678862e-08,-5.4413940980108647e-08
4.2125,1.2270143259739523e-09,-9.8260424808829148e-09,-1.7996623477598185e-08,-2.3642796291000253e-08,-3.0326546912774859e-08,-4.4431532859467371e-08,-5.0031951853412278e-08
4.215,4.3813903568275331e-09,-6.2037330497460793e-09,-1.3991263734900241e-08,-1.936789813936992e-08,-2.5853557804173347e-08,-3.9786738954706187e-08,-4.5395604542089391e-08
4.2175,7.6479412790929715e-09,-2.4496380182776566e-09,-9.8325021966294338e-09,-1.4917626856063802e-08,-2.118325234997063e-08,-3.491064865610261e-08,-4.0514478083208614e-08
4.22,1.1020482848019522e-08,1.4298778492633048e-09,-5.5267729251437082e-09,-1.0298404498389544e-08,-1.632277043013674e-08,-2.9811729204678298e-08,-3.5396921139485197e-08
4.2225,1.4493552452609169e-08,5.4288123766717563e-09,-1.0811159145780822e-09,-5.5180529358189096e-09,-1.1280469327115061e-08,-2.44987287260446e-08,-3.005172150326144e-08
4.225,1.8061508591203714e-08,9.5402283063410521e-09,3.495484880717871e-09,-5.8721222787427144e-10,-6.0676416158623927e-09,-1.8983458745783167e-08,-2.4490958728734579e-08
4.2275,2.1718646275255913e-08,1.3756596050575239e-08,8.1933526326900215e-09,4.4827877464642633e-09,-6.9642495275014794e-10,-1.3279071138870339e-08,-1.8727871824026466e-08
4.23,2.545820805770569e-08,1.806913536053809e-08,1.3001851136717009e-08,9.6789958360729682e-09,4.8191561963436815e-09,-7.4002218277132319e-09,-1.2777376478186445e-08
4.2325,2.9273359671067059e-08,2.2469295512219483e-08,1.791127971220082e-08,1.4990825895274119e-08,1.0467709701225855e-08,-1.3586012679596613e-09,-6.651324524972679e-09
4.235,3.3156106459722847e-08,2.6947524827044417e-08,2.2911226492055863e-08,2.0407385673235285e-08,1.6236848110633961e-08,4.831550836135298e-09,-3.6456301883922369e-10
4.2375,3.7098531737379734e-08,3.1494625189953459e-08,2.7991279963698003e-08,2.5917294274605376e-08,2.2113081266949815e-08,1.1152456452361048e-08,6.0641038615111924e-09
4.24,4.1092300369136738e-08,3.6100951389016293e-08,3.3140105365302144e-08,3.1507834267985508e-08,2.8082424714503369e-08,1.7587324676292289e-08,1.2616942828218656e-08
4.2425,4.5128845298113676e-08,4.0756559298979371e-08,3.8345937708998368e-08,3.7165340067679757e-08,3.4129982792604234e-08,2.4119309051319974e-08,1.9276255456904135e-08
4.245,4.9198884010366623e-08,4.5450551900730006e-08,4.3595944491488635e-08,4.2874959617560606e-08,4.023998396194816e-08,3.0730900704951879e-08,2.6023744035242754e-08
4.2475,5.3292421183462172e-08,5.0170912801684118e-08,4.8875928093907165e-08,4.8621047532986966e-08,4.6395520064422414e-08,3.740393663059279e-08,3.2840649766308405e-08
4.25,5.7398257567356354e-08,5.490403488783071e-08,5.4169948657611172e-08,5.4385683364995122e-08,5.2576523815672603e-08,4.4115257189165804e-08,3.9702488249401086e-08
4.2525,6.150495095066102e-08,5.9636172720848299e-08,5.946223746868207e-08,6.0150707852742641e-08,5.8762221096291931e-08,5.0841627524304021e-08,4.6584489481587004e-08
4.255,6.5599723654740103e-08,6.4352392293737684e-08,6.4735821069064543e-08,6.5896582340743425e-08,6.4930992289019909e-08,5.7559105913762338e-08,5.3461417146487865e-08
4.2575,6.9669179210216148e-08,6.903732580171e-08,6.9973593445674837e-08,7.1603857809757179e-08,7.1061845971924287e-08,6.4243978905954719e-08,6.0308144239644764e-08
4.26,7.3700074549922769e-08,7.3676026234817219e-08,7.5158701765604526e-08,7.7253765411462645e-08,7.7134319395869835e-08,7.0872487854729506e-08,6.7099775504012268e-08
4.2625,7.7678916428460145e-08,7.8252814465707813e-08,8.0272785162100303e-08,8.2826336632275265e-08,8.3125204451948826e-08,7.7416774220121428e-08,7.3807226380030761e-08
4.265,8.159119500374534e-08,8.275005688431292e-08,8.5295061483886808e-08,8.8297765883708741e-08,8.9007265496511264e-08,8.3845283965163049e-08,8.0397638188573211e-08
4.2675,8.5421828812539112e-08,8.7149358542611156e-08,9.0203748257761884e-08,9.3642711805916655e-08,9.4753125115055283e-08,9.0128284904684322e-08,8.684015827401482e-08
4.27,8.9154026230239629e-08,9.1431066798438397e-08,9.4976544772706406e-08,9.8836994864535856e-08,1.0033673520188138e-07,9.6236456846239571e-08,9.3104166502328182e-08
4.2725,9.2770427217419544e-08,9.5575449030132821e-08,9.9592115527399906e-08,1.0385808070911902e-07,1.0573408013622105e-07,1.0214276190329236e-07,9.9161411830444514e-08
4.275,9.6254102545039677e-08,9.9563455175778063e-08,1.0403004768198811e-07,1.08684544935602e-07,1.1092312470045212e-07,1.0782227824492377e-07,1.0498560698430729e-07
4.2775,9.9588100649752684e-08,1.0337578350229121e-07,1.0826899352712532e-07,1.132937202384943e-07,1.1587829831043909e-07,1.1324499474804758e-07,1.1054515704180472e-07
4.28,1.027558887128606e-07,1.0699341393095986e-07,1.1228764305927139e-07,1.1766148262165028e-07,1.2057284679463687e-07,1.1838015333360594e-07,1.1580815633732675e-07
4.2825,1.0574268500314041e-07,1.1039916278627185e-07,1.1606611573862462e-07,1.2176397169166924e-07,1.2498003959743871e-07,1.2319766884365226e-07,1.2074342196383824e-07
4.285,1.0853409785348744e-07,1.1357624759482831e-07,1.1958477946834486e-07,1.2557859679730108e-07,1.2907384513292631e-07,1.2766830035000199e-07,1.2532067242184251e-07
4.2875,1.1111683153096377e-07,1.1650910526993708e-07,1.2282555828955454e-07,1.2908503052072809e-07,1.3283206134879116e-07,1.317675714411081e-07,1.2951403654727302e-07
4.29,1.1347881948500476e-07,1.1918349350496075e-07,1.2577200585180425e-07,1.3226529657444704e-07,1.3623490756483787e-07,1.3547208138656012e-07,1.3329860909116485e-07
4.2925,1.1560834780827007e-07,1.2158561835692015e-07,1.2840829467592531e-07,1.351026322090368e-07,1.3926454246812724e-07,1.3876159363038745e-07,1.3665327470118178e-07
4.295,1.1749422405414575e-07,1.2370239926181836e-07,1.3071976401286036e-07,1.3758083180052739e-07,1.4190328168515901e-07,1.41615746529983e-07,1.3955651021865299e-07
4.2975,1.1912632950863149e-07,1.2552219452899391e-07,1.3269348350222406e-07,1.3968519236797115e-07,1.4413475755135413e-07,1.4401585770704791e-07,1.4198898482569302e-07
4.3,1.2049425237618878e-07,1.2703352124092175e-07,1.3431778147392716e-07,1.4140313969689687e-07,1.4594533424116851e-07,1.4594686375086057e-07,1.4393459603988042e-07
4.3025,1.2158828364474495e-07,1.2822590778627022e-07,1.3558210438270789e-07,1.4272377098568429e-07,1.4732252820435388e-07,1.4739393995875346e-07,1.4537798502390162e-07
4.305,1.2239966588350151e-07,1.2908995535437875e-07,1.3647682213492856e-07,1.4363822453979512e-07,1.4825794209185824e-07,1.4834799285402692e-07,1.4630944573630556e-07
4.3075,1.2292065199105772e-07,1.2961746838936322e-07,1.3699354417031496e-07,1.4413834866490086e-07,1.4874376013826447e-07,1.4880038092803821e-07,1.4671997120497613e-07
4.31,1.231451074335972e-07,1.2980218920480794e-07,1.3712595481712146e-07,1.4421725464928971e-07,1.4877198252069277e-07,1.4874242161664034e-07,1.4660079858288481e-07
4.3125,1.2306888784893156e-07,1.2964013237981173e-07,1.368703518300909e-07,1.4387165345352803e-07,1.4833915191982456e-07,1.4817019937662726e-07,1.4594781663515435e-07
4.315,1.2269000902686286e-07,1.2912979253769284e-07,1.3622610054591166e-07,1.4310176215538403e-07,1.474465649689705e-07,1.470860596349369e-07,1.4476381771161957e-07
4.3175,1.2200865935422571e-07,1.2827210742647589e-07,1.3519507341141231e-07,1.4191025926493048e-07,1.4609806139838678e-07,1.4549503622491318e-07,1.4305381470200647e-07
4.32,1.2102783446957868e-07,1.2707087146223268e-07,1.3378178684194166e-07,1.4030328379787089e-07,1.4430162663728544e-07,1.4340615415969645e-07,1.4082701890226051e-07
4.3225,1.1975337492520523e-07,1.2553297241011815e-07,1.3199403592065658e-07,1.3828972857709368e-07,1.4206754914352262e-07,1.4083193752243355e-07,1.3809665226001035e-07
4.325,1.1819282333426198e-07,1.2366716118670593e-07,1.298417713071437e-07,1.3588068815245119e-07,1.3940674124106787e-07,1.3778349482898321e-07,1.3487448314016971e-07
4.3275,1.163550465821039e-07,1.2148367841611486e-07,1.2733659544145902e-07,1.330886572572757e-07,1.3633416540984229e-07,1.342798348783978e-07,1.311804869396587e-07
4.33,1.1424954195244214e-07,1.1899361828987313e-07,1.244914510214461e-07,1.2992798587959464e-07,1.3286561669174854e-07,1.3033934621396933e-07,1.2703386799331889e-07
4.3325,1.1188533539772524e-07,1.1620789126835647e-07,1.2131916827421085e-07,1.2641335698136052e-07,1.2901773814647664e-07,1.2598185512962661e-07,1.2245553601058985e-07
4.335,1.0927302415827434e-07,1.1313940329754319e-07,1.1783485777076059e-07,1.2256189754932483e-07,1.2480898894381263e-07,1.2122901147952975e-07,1.1746855582099814e-07
4.3375,1.0642345179291648e-07,1.0980135851297588e-07,1.1405427422674425e-07,1.1839148727615611e-07,1.2025885265716846e-07,1.1610354808111007e-07,1.1209718651110271e-07
4.34,1.033478976550834e-07,1.0620727277613526e-07,1.0999293999633706e-07,1.13920122490582e-07,1.1538757646452527e-07,1.1062872811298466e-07,1.063659055939958e-07
4.3425,1.0005887111033419e-07,1.0237175977499495e-07,1.0566753857256698e-07,1.0916674702552101e-07,1.1021684041767646e-07,1.0482942415190931e-07,1.0030096511389139e-07
4.345,9.6568287334265039e-08,9.8308780365315854e-08,1.0109401373589903e-07,1.0414925054968773e-07,1.0476720871584447e-07,9.8730041643778486e-08,9.3928889120450972e-08
4.3475,9.2888109876676469e-08,9.4032172582870152e-08,9.6287936324118191e-08,9.8885164169820035e-08,9.9058610463904727e-08,9.2354890924956438e-08,8.7275792423527664e-08
4.35,8.9030058414634244e-08,8.9555496210911094e-08,9.1264640422087788e-08,9.3391486288809484e-08,9.3110245878744517e-08,8.5727093772138629e-08,8.0366069739690876e-08
4.3525,8.50062709225246e-08,8.4893007944041887e-08,8.6040353878788482e-08,8.7686393862213926e-08,8.6941514511372659e-08,7.886886747264323e-08,7.3223927115395501e-08
4.355,8.0830473892469911e-08,8.0060933306810951e-08,8.0633459339228465e-08,8.1789899457342719e-08,8.0574424301241292e-08,7.1805875937095616e-08,6.5876249917079267e-08
4.3575,7.6516424072507752e-08,7.5075639479865953e-08,7.5062428782314235e-08,7.5721649817592112e-08,7.4030440168573006e-08,6.4563172156487625e-08,5.8349882385643975e-08
4.36,7.207921313913494e-08,6.9955070847002596e-08,6.9347542948765799e-08,6.9504377629204888e-08,6.7334904438804012e-08,5.7169979038573303e-08,5.0675808290312471e-08
4.3625,6.75358529529965e-08,6.4719127014100818e-08,6.3511141023901259e-08,6.3162422908337727e-08,6.0514085887913827e-08,4.9656225869973273e-08,4.2885384960502599e-08
4.365,6.2903368301061015e-08,5.9387204378659369e-08,5.7574601862646391e-08,5.6719280399309056e-08,5.3593609453139758e-08,4.2051099545305795e-08,3.5009467210314475e-08
4.3675,5.8198199554988769e-08,5.3977753983274815e-08,5.1558351715296269e-08,5.0197396494043074e-08,4.6598469141980508e-08,3.4383275600533802e-08,2.7078405213148853e-08
4.37,5.3437129163958522e-08,4.8509870973929429e-08,4.5483553222362102e-08,4.3619728206165366e-08,3.9553040419210499e-08,2.6680008275212132e-08,1.9120780474098375e-08
4.3725,4.8636138887803982e-08,4.3001997696496352e-08,3.9370665473217903e-08,3.7008931541587631e-08,3.2481857916483075e-08,1.8968773171960817e-08,1.1165141132779445e-08
4.375,4.3812752804133147e-08,3.7474590927772265e-08,3.3242686287659802e-08,3.0389473963497122e-08,2.5411709440840017e-08,1.1279936549357384e-08,3.2431604312935292e-09
4.3775,3.8983972749301695e-08,3.1947566022392762e-08,2.7121838806414774e-08,2.3785894412638292e-08,1.8369453462173343e-08,3.6434188145505068e-09,-4.6140405094631965e-09
4.38,3.4167669335962604e-08,2.6441470174614012e-08,2.1030518605343607e-08,1.7222342414869978e-08,1.1381259912219044e-08,-3.9117087457491895e-09,-1.2376218161800744e-08
4.3825,2.9380190565551792e-08,2.09744934159871e-08,1.4987798843933637e-08,1.0718747857786901e-08,4.4687275303304294e-09,-1.136156957638732e-08,-2.0018430418988033e-08
4.385,2.4637840571135358e-08,1.5564875492674838e-08,9.0139453909605997e-09,4.2963248655262721e-09,-2.346773559168355e-09,-1.8683209811844594e-08,-2.7516969298362708e-08
4.3875,1.9956178879074874e-08,1.0230473954030579e-08,3.1291611157697446e-09,-2.0228508203443282e-09,-9.0417781909078735e-09,-2.5850865461733834e-08,-3.4845412274050963e-08
4.39,1.5349943104099724e-08,4.9884334283491428e-09,-2.6476567774472086e-09,-8.2187422051748398e-09,-1.5595394813838767e-08,-3.2841796039109382e-08,-4.1980028508401885e-08
4.3925,1.0833693943346757e-08,-1.4435842960419154e-10,-8.2980863625513916e-09,-1.427177945280021e-08,-2.19869631258777e-08,-3.9633776872110771e-08,-4.8897717958089486e-08
4.395,6.4214864247898283e-09,-5.1519464265706376e-09,-1.3804933422503767e-08,-2.0164304495748001e-08,-2.8198490481996518e-08,-4.6208581535584686e-08,-5.5579972016021492e-08
4.3975,2.1270639375818629e-09,-1.0018994210608221e-08,-1.9151861823249722e-08,-2.5879112537098224e-08,-3.4211682775292466e-08,-5.2547047842166484e-08,-6.2007416744221644e-08
4.4,-2.0370441507867301e-09,-1.4731620459052952e-08,-2.4324100980821271e-08,-3.1400531364178756e-08,-4.0009711198225763e-08,-5.8631772238285441e-08,-6.8162632219194565e-08
4.4025,-6.058618931071588e-09,-1.927644594008522e-08,-2.9307367120678743e-08,-3.671371313457255e-08,-4.5577586568759681e-08,-6.4447571090966761e-08,-7.4030331909585634e-08
4.405,-9.9271982138972899e-09,-2.3642066446585636e-08,-3.408955991712195e-08,-4.1806282027746398e-08,-5.0902900368069661e-08,-6.9981996649828017e-08,-7.9598332229504407e-08
4.4075,-1.3632163001818884e-08,-2.7816693891788707e-08,-3.8657986419540405e-08,-4.6664561564551526e-08,-5.5971703173266493e-08,-7.522071768313259e-08,-8.4852090612770693e-08
4.41,-1.7163919398889498e-08,-3.178964233492011e-08,-4.3001129999715136e-08,-5.1277203556307912e-08,-6.0772710345769441e-08,-8.0152234519670824e-08,-8.9779968126710322e-08
4.4125,-2.0512555421347815e-08,-3.5549777715467418e-08,-4.7106736534511342e-08,-5.5631525691594185e-08,-6.5293279702878667e-08,-8.4764502795593336e-08,-9.4370540026812435e-08
4.415,-2.36694703001565e-08,-3.9087512668847922e-08,-5.0964509179498212e-08,-5.9716947459715893e-08,-6.9523445266008956e-08,-8.9049254229952756e-08,-9.8615679929479271e-08
4.4175,-2.6626708252065726e-08,-4.2394216036851007e-08,-5.456564378770473e-08,-6.3524869223210158e-08,-7.3455417862555007e-08,-9.3000953412654932e-08,-1.0251086791094091e-07
4.42,-2.9379017521633786e-08,-4.5464469541447332e-08,-5.7904733892706154e-08,-6.7050269240703488e-08,-7.7085032532839921e-08,-9.6618460151131297e-08,-1.0605592261893302e-07
4.4225,-3.1922730995672182e-08,-4.8294385461941967e-08,-6.0977524643117387e-08,-7.0288939043880402e-08,-8.0408265230102836e-08,-9.9898941128847381e-08,-1.0924912883588634e-07
4.425,-3.4256027797056923e-08,-5.0881840884296488e-08,-6.3781278597302326e-08,-7.3237768526877445e-08,-8.3421873017558801e-08,-1.02840574262919e-07,-1.1208970727053963e-07
4.4275,-3.6378051223636692e-08,-5.3225438994411759e-08,-6.6314203614994852e-08,-7.5895020843448356e-08,-8.6124601251241374e-08,-1.0544319925633714e-07,-1.1457821512565472e-07
4.43,-3.8288169334076243e-08,-5.532401972895076e-08,-6.8574970374661295e-08,-7.8259624962197505e-08,-8.8516237439676257e-08,-1.0770806160286226e-07,-1.1671723452093879e-07
4.4325,-3.9985749822804272e-08,-5.7176768217404706e-08,-7.0562618032731708e-08,-8.0330172140597008e-08,-9.0595754942709243e-08,-1.0963698310651525e-07,-1.1850978855045105e-07
4.435,-4.147077138458468e-08,-5.8784157057415876e-08,-7.2277876060468961e-08,-8.2107839259017535e-08,-9.2365130628695966e-08,-1.1123448174209937e-07,-1.1996151353501561e-07
4.4375,-4.2743748480382488e-08,-6.0147604466678106e-08,-7.372261262357033e-08,-8.3595631431118556e-08,-9.382938997759055e-08,-1.1250795831678259e-07,-1.2108123415963283e-07
4.44,-4.3805774527578994e-08,-6.1269075126355953e-08,-7.4899233114674523e-08,-8.4796560378232048e-08,-9.4992416917180915e-08,-1.1346300966148411e-07,-1.2187618712810083e-07
4.4425,-4.46581235985339e-08,-6.21505571999609e-08,-7.5810624872688638e-08,-8.5714595981797686e-08,-9.5860144131083648e-08,-1.1410872433761621e-07,-1.2235665630917913e-07
4.445,-4.5301304085900596e-08,-6.2793014462463376e-08,-7.6458635250393616e-08,-8.6352163575949622e-08,-9.6435126909630095e-08,-1.1444991417060692e-07,-1.225288058522047e-07
4.4475,-4.5735650800304066e-08,-6.3197100291900311e-08,-7.6844247787096253e-08,-8.6710316512219943e-08,-9.6718589915591925e-08,-1.1449034593601786e-07,-1.2239796754677387e-07
