Physical Time (s),etp_bot Monitor (kg-m/s^3): bot_cv1,etp_bot Monitor (kg-m/s^3): bot_cv2,etp_bot Monitor (kg-m/s^3): bot_cv3,etp_bot Monitor (kg-m/s^3): bot_cv4,etp_bot Monitor (kg-m/s^3): bot_cv5,etp_bot Monitor (kg-m/s^3): bot_cv6,etp_bot Monitor (kg-m/s^3): bot_cv7
1.9875,4.3264654842333793e-08,3.0375475379292653e-08,1.9762481061715621e-08,1.4408865103165518e-08,2.1601222186746483e-08,8.8054586169202968e-08,1.3279750940114645e-07
1.99,4.1337429437146679e-08,2.8194299802803964e-08,1.7395980636402021e-08,1.1904828853109789e-08,1.8964610002567909e-08,8.5695059579380293e-08,1.3097048577468069e-07
1.9925,3.9449366730978676e-08,2.6106633003242094e-08,1.5205043234495281e-08,9.6482560119893778e-09,1.6518151305849639e-08,8.2776226133126275e-08,1.2768368465686062e-07
1.995,3.7623209289856914e-08,2.4149790548700241e-08,1.3236038818786995e-08,7.6878018838812017e-09,1.4317118633701638e-08,7.9378998647026609e-08,1.2302462942169396e-07
1.9975,3.5895510696878419e-08,2.2366056438185451e-08,1.1526966144216455e-08,6.0558318984878782e-09,1.240124785595151e-08,7.5559650084399829e-08,1.1707226280106831e-07
2.0,3.4297903222305351e-08,2.0783912546551461e-08,1.0100212434257588e-08,4.7724522936794698e-09,1.07974751511336e-08,7.1354947121058358e-08,1.0988777058518872e-07
2.0025,3.2852572260889078e-08,1.9421519486294505e-08,8.9707652498109596e-09,3.8508884110417329e-09,9.5248073219216931e-09,6.6803767117368375e-08,1.015368173521292e-07
2.005,3.1571672996105685e-08,1.8289178985040819e-08,8.1464833546177126e-09,3.2959522844496893e-09,8.5946618292420588e-09,6.1963206632913093e-08,9.2107363677510234e-08
2.0075,3.0455510815260365e-08,1.7382710418809774e-08,7.6180454843132133e-09,3.0954617509514907e-09,8.002554724886848e-09,5.6889092233079568e-08,8.1693130002686362e-08
2.01,2.9487808544057227e-08,1.6677618582104741e-08,7.3548631949166126e-09,3.2165936379639665e-09,7.7228078043603675e-09,5.1622289373780532e-08,7.0382200958437591e-08
2.0125,2.8634022237017445e-08,1.6132918844793839e-08,7.3131620178384818e-09,3.6186736811656428e-09,7.7181569307129667e-09,4.6116689763813838e-08,5.8203985919832605e-08
2.015,2.7889104663823929e-08,1.5735865190508135e-08,7.4660124551602425e-09,4.2581148198680935e-09,7.955076290678856e-09,4.0512835697597996e-08,4.5334158144857515e-08
2.0175,2.7237338917201593e-08,1.5456976536712537e-08,7.7681397988617204e-09,5.0817243994050109e-09,8.3874388592135423e-09,3.4839058471439623e-08,3.1881544356835334e-08
2.02,2.6667763912989495e-08,1.5281437223824956e-08,8.2030700445665292e-09,6.0783972486499684e-09,9.0083908990275988e-09,2.9140912039082244e-08,1.7982453719302117e-08
2.0225,2.6196381271252707e-08,1.523604879577234e-08,8.8075977526339335e-09,7.2884995635509134e-09,9.8619864471528699e-09,2.3499042237972253e-08,3.8071344561964228e-09
2.025,2.5860660554070191e-08,1.5368662573660318e-08,9.6306618983160606e-09,8.7496818519141266e-09,1.0989385971902986e-08,1.7994549585171847e-08,-1.0467531443252501e-08
2.0275,2.5693265663884015e-08,1.570822652999509e-08,1.06888596090778e-08,1.0463095661681108e-08,1.2396425326985064e-08,1.2688880957231828e-08,-2.46931741231386e-08
2.03,2.5714287113404401e-08,1.6262124838771567e-08,1.1977288429985643e-08,1.2419510399311348e-08,1.407774085892125e-08,7.6523868780248689e-09,-3.872149232490035e-08
2.0325,2.592209273911131e-08,1.7016953498542914e-08,1.3475734635469699e-08,1.4598855256912899e-08,1.6017683132782929e-08,2.9690086964115526e-09,-5.2392718167775026e-08
2.035,2.6309922861730713e-08,1.7960399863738334e-08,1.5167282981796501e-08,1.6979808950862251e-08,1.8196937951747833e-08,-1.290127175045676e-09,-6.5556234741130664e-08
2.0375,2.6863861003480148e-08,1.9074437312086973e-08,1.702655966064108e-08,1.9527653923478448e-08,2.0581978703842605e-08,-5.0807957402633475e-09,-7.8080219879072943e-08
2.04,2.7571317427707895e-08,2.0342166184495245e-08,1.9029415265111427e-08,2.2211022243794373e-08,2.3141165881565294e-08,-8.3831014867980789e-09,-8.9850742292853428e-08
2.0425,2.8424002578128505e-08,2.1750345707198859e-08,2.115646757527013e-08,2.5005489948596381e-08,2.5849307286007614e-08,-1.1188744338302801e-08,-1.0077176485658519e-07
2.045,2.9413435387527771e-08,2.3286041294913242e-08,2.3389118812420401e-08,2.7887126414208002e-08,2.8681628334356597e-08,-1.3491052542257481e-08,-1.1075317167325942e-07
2.0475,3.0539456082850377e-08,2.494494961940927e-08,2.5717082409103101e-08,3.0838458001963199e-08,3.1619733555327928e-08,-1.5272131706972368e-08,-1.1971061524445303e-07
2.05,3.1798100546650159e-08,2.6719236767157252e-08,2.8127324097866327e-08,3.3842223848264435e-08,3.4644489684587264e-08,-1.6510812874017618e-08,-1.2755794823432601e-07
2.0525,3.318058994671761e-08,2.8596322674333852e-08,3.0602130556043447e-08,3.6874810525813261e-08,3.7729413590721726e-08,-1.7197291636130738e-08,-1.3422751662887783e-07
2.055,3.4676473020501037e-08,3.0563139927726721e-08,3.3126029500682605e-08,3.9916495620025722e-08,4.0851627360169736e-08,-1.7325943914228393e-08,-1.3966736312089529e-07
2.0575,3.6275884992830713e-08,3.2608767562653023e-08,3.5686804626694893e-08,4.29504759700415e-08,4.3990855383950701e-08,-1.6897346245643512e-08,-1.4383647475855828e-07
2.06,3.797000452061101e-08,3.47220134650328e-08,3.8268756585976385e-08,4.5958131894344494e-08,4.7124816195752822e-08,-1.5924059869908461e-08,-1.4671529194059663e-07
2.0625,3.9753585643223767e-08,3.6895845687648592e-08,4.0861573447534283e-08,4.8925742277819794e-08,5.0235604122965891e-08,-1.4425404410589713e-08,-1.4829543105846605e-07
2.065,4.1624628740603804e-08,3.9127430745101229e-08,4.3460581265453809e-08,5.1845467747006719e-08,5.331110187305948e-08,-1.2411044468406446e-08,-1.4856791637765379e-07
2.0675,4.3577319409658207e-08,4.1409209417187027e-08,4.6057975198404713e-08,5.4707960541117585e-08,5.633768934618772e-08,-9.8982857552981494e-09,-1.4753753545009096e-07
2.07,4.5602932136914954e-08,4.3731244299664211e-08,4.8642452096077132e-08,5.7500087740359951e-08,5.9298025296878964e-08,-6.912753664428454e-09,-1.4522374507639086e-07
2.0725,4.7694184612172419e-08,4.608563122106002e-08,5.1205716600740334e-08,6.0213606765192398e-08,6.2179758666173202e-08,-3.4849560399917014e-09,-1.4165823447026519e-07
2.075,4.9845756701148896e-08,4.8469051884286801e-08,5.3746606541846869e-08,6.2848909714460323e-08,6.4979477301299941e-08,3.6175006787957918e-10,-1.3686749797740914e-07
2.0775,5.2055721604443102e-08,5.0882619883438014e-08,5.6269838204911572e-08,6.5410979106663318e-08,6.769802590103589e-08,4.5996694086900472e-09,-1.3089473728408967e-07
2.08,5.4323524762006785e-08,5.3328774386002928e-08,5.8780822887965475e-08,6.7905879703898035e-08,7.0338160051182074e-08,9.1965608387370519e-09,-1.2380002291652439e-07
2.0825,5.6651511746114527e-08,5.5811765626900683e-08,6.1284617417715737e-08,7.0341471020250701e-08,7.290504404309532e-08,1.4123980808853475e-08,-1.1564074341622153e-07
2.085,5.9037101626846829e-08,5.8328667485361349e-08,6.3779229413386147e-08,7.2717897863370492e-08,7.5396412810178803e-08,1.9343985525147546e-08,-1.0649077254007864e-07
2.0875,6.1473997543057149e-08,6.0874149039131021e-08,6.6264480282327355e-08,7.5040310095046681e-08,7.7815108564583015e-08,2.4815296150160938e-08,-9.6434253103981546e-08
2.09,6.3961547735304218e-08,6.3454693405699248e-08,6.8753851496182329e-08,7.732535643860088e-08,8.0176326142269316e-08,3.0509827232247316e-08,-8.5546976800791087e-08
2.0925,6.6507893691501457e-08,6.6086034826757114e-08,7.1271105045752842e-08,7.9603167592994424e-08,8.2509680041870989e-08,3.6411767726354744e-08,-7.3897490764103731e-08
2.095,6.9120825127424925e-08,6.8780209404183213e-08,7.3835072110657399e-08,8.1900376065268838e-08,8.4841699324576838e-08,4.2504080572450992e-08,-6.155864668448681e-08
2.0975,7.1807320149035684e-08,7.1545546905760341e-08,7.6457295100499724e-08,8.4233952900489696e-08,8.7189753930156981e-08,4.8767805544643652e-08,-4.860243577565011e-08
2.1,7.4569140294062856e-08,7.4386214132929192e-08,7.9144081387708963e-08,8.6613747848990314e-08,8.9564103710655478e-08,5.5163079216634868e-08,-3.5131817430985052e-08
2.1025,7.7410165375328683e-08,7.7310304569770052e-08,8.1907872991829359e-08,8.9056227186116766e-08,9.1982342143512057e-08,6.1662860861621431e-08,-2.1228941625777349e-08
2.105,8.0336118021662355e-08,8.0329230594083053e-08,8.4768840269011521e-08,9.15882756767662e-08,9.4472613775395269e-08,6.8254258081036787e-08,-6.9705578285073948e-09
2.1075,8.3350174866043289e-08,8.345066676906644e-08,8.7743901133532884e-08,9.4236812836316119e-08,9.7064070242054915e-08,7.4922641387513308e-08,7.5621975486781235e-09
2.11,8.6453119836579007e-08,8.6679705980880016e-08,9.084442979272597e-08,9.7019361862249301e-08,9.9776449028216541e-08,8.164565758488148e-08,2.2278791680986584e-08
2.1125,8.9646087159404075e-08,9.0022413846906488e-08,9.4080384160855642e-08,9.9950057355104574e-08,1.0262666731339238e-07,8.8403961408102399e-08,3.7094054786530004e-08
2.115,9.2932454673667981e-08,9.348766629027556e-08,9.7466484535921626e-08,1.0304924437172358e-07,1.0563794616814896e-07,9.5187806408942997e-08,5.1935029308658509e-08
2.1175,9.6317706200024192e-08,9.7082893437339898e-08,1.0101350337246564e-07,1.0633317030588673e-07,1.0882970385635498e-07,1.0198377752482415e-07,6.672480229739518e-08
2.12,9.9796507601438975e-08,1.0080057745604393e-07,1.0471421407653593e-07,1.0979991681177432e-07,1.1220301672730295e-07,1.0876571973421048e-07,8.1373403149407747e-08
2.1225,1.0335661580384406e-07,1.0462793030832697e-07,1.0855981460525375e-07,1.1344677205378611e-07,1.1575870935499686e-07,1.1550991630925008e-07,9.5795104144324037e-08
2.125,1.0699301720345903e-07,1.0856506976326818e-07,1.1255685252401294e-07,1.1728401793450293e-07,1.1950999925683176e-07,1.2221232983518342e-07,1.0993913542141749e-07
2.1275,1.1070744533905532e-07,1.1262096439556486e-07,1.1672057201255668e-07,1.2132994392487995e-07,1.2347793598435683e-07,1.2887311415921433e-07,1.2375452802667483e-07
2.13,1.1450252777325358e-07,1.1680125386871948e-07,1.2105977160817399e-07,1.2559611554883119e-07,1.2767654784091399e-07,1.3549377512357272e-07,1.3719960496118398e-07
2.1325,1.1836848826926554e-07,1.21091506117228e-07,1.255574559577067e-07,1.3006587081473264e-07,1.3209053190536192e-07,1.4204859153630434e-07,1.5020259658017501e-07
2.135,1.2228478273713054e-07,1.2546411086804073e-07,1.3018138765351169e-07,1.347085848966521e-07,1.3669245132027902e-07,1.4849889236407397e-07,1.6268916610049088e-07
2.1375,1.2622436387556708e-07,1.2988831594455684e-07,1.3489857625055694e-07,1.3949105686228241e-07,1.4145123035520763e-07,1.5480700765682367e-07,1.7458389944281684e-07
2.14,1.3016358368542988e-07,1.3434117756307217e-07,1.3968633773567318e-07,1.4439117211627896e-07,1.4634744858424221e-07,1.6095872382422752e-07,1.8584059337343688e-07
2.1425,1.3408457813725386e-07,1.3880477801300118e-07,1.4452683058143738e-07,1.4939169017574603e-07,1.513650618918737e-07,1.6694710435423643e-07,1.9643030011146707e-07
2.145,1.3796531847241703e-07,1.4325402317440215e-07,1.4939401238241503e-07,1.5446507312122751e-07,1.5647689180655674e-07,1.7275488927108044e-07,2.063136920368219e-07
2.1475,1.4178053246956715e-07,1.476570740483256e-07,1.5425026577633037e-07,1.5957026444064229e-07,1.6164193201290024e-07,1.7834753572188643e-07,2.1544088916287959e-07
2.15,1.455014997694174e-07,1.5197736851645353e-07,1.5905051382503857e-07,1.6465655966345952e-07,1.6680939199426094e-07,1.8369085624535824e-07,2.2377224951555521e-07
2.1525,1.4909845092185268e-07,1.5617935762310696e-07,1.6375159908117998e-07,1.6967447408162882e-07,1.7192883428569152e-07,1.8874566692141826e-07,2.3125606912548862e-07
2.155,1.5254501386180768e-07,1.6023090502683085e-07,1.6831456617080398e-07,1.7457851848049126e-07,1.7695299392149713e-07,1.9348606574904345e-07,2.3787113390563747e-07
2.1575,1.5581098714861717e-07,1.6409406102433872e-07,1.7269419808661553e-07,1.7931828464213069e-07,1.8183007173793203e-07,1.9788120532250854e-07,2.4359030166387727e-07
2.16,1.5888363769302096e-07,1.6775003197761754e-07,1.7686670454900909e-07,1.8387055775652142e-07,1.8654025330917324e-07,2.0194660547907678e-07,2.4837670018846975e-07
2.1625,1.6170760094731234e-07,1.711359592759792e-07,1.8075902722623737e-07,1.8814511485773961e-07,1.9098238195225042e-07,2.0555184583428183e-07,2.5218495888814788e-07
2.165,1.6424159595921842e-07,1.7419987175526973e-07,1.8431000787394984e-07,1.9207216710770516e-07,1.9508156352128065e-07,2.086659067016016e-07,2.5500114002350972e-07
2.1675,1.6645450000569011e-07,1.7690678955382237e-07,1.8748517418518537e-07,1.9562207885840203e-07,1.9881054616069325e-07,2.1131230182185033e-07,2.5685675836111273e-07
2.17,1.6832033289044217e-07,1.7922803050891155e-07,1.9025420659902444e-07,1.9876676671919619e-07,2.0214493528100214e-07,2.1349280069962828e-07,2.577606849361029e-07
2.1725,1.698108726709254e-07,1.8112987146511335e-07,1.9257189139176522e-07,2.014508033909994e-07,2.050272247663075e-07,2.151632317330698e-07,2.5768482329948119e-07
2.175,1.7090226769509543e-07,1.8258304825616966e-07,1.9439774429272086e-07,2.036188594907628e-07,2.07394333729675e-07,2.1627206495269757e-07,2.5660356243928167e-07
2.1775,1.7157941282117779e-07,1.8356566807629869e-07,1.9570270950506644e-07,2.0523126151305218e-07,2.0919904540071739e-07,2.1678959037817643e-07,2.5452061292544562e-07
2.18,1.7182295877550983e-07,1.8404782614233919e-07,1.9644823836289642e-07,2.0624393410410133e-07,2.1039267909229617e-07,2.1669574785751356e-07,2.5144519310677435e-07
2.1825,1.7161579117726534e-07,1.8400209842761709e-07,1.9659743491844945e-07,2.0661561308357267e-07,2.1093122430263618e-07,2.1597862670998878e-07,2.473946885098906e-07
2.185,1.7093679240104565e-07,1.8340314166213937e-07,1.9611982292834533e-07,2.0631276597946054e-07,2.1077920120792393e-07,2.1462803020823885e-07,2.4238783180831487e-07
2.1875,1.6977143874837237e-07,1.822355868129305e-07,1.9499811302718224e-07,2.0531338318159827e-07,2.0991075363181901e-07,2.1263277455919725e-07,2.364467673654385e-07
2.19,1.6810827629601386e-07,1.8048677081646375e-07,1.9321771896258406e-07,2.035972814837469e-07,2.0830091328955587e-07,2.0997940094657028e-07,2.295934729715248e-07
2.1925,1.6594175574400926e-07,1.781491049340728e-07,1.9076851345984417e-07,2.0115124391386147e-07,2.0593403510570978e-07,2.0665569731528783e-07,2.2185242849232756e-07
2.195,1.6326943629115058e-07,1.7521807653410715e-07,1.8764450094607375e-07,1.97968773977158e-07,2.0280240432003385e-07,2.0266294482019844e-07,2.1324871518631972e-07
2.1975,1.6008075078014192e-07,1.7168214506886395e-07,1.8383235799023895e-07,1.9403038092083077e-07,1.9887738382781348e-07,1.9797850652887944e-07,2.0385631610979239e-07
2.2,1.5638366440539532e-07,1.6754768639866647e-07,1.7933546708647525e-07,1.8934312317164151e-07,1.9417472243847688e-07,1.9265256186585523e-07,1.936757280045732e-07
2.2025,1.5217571615559442e-07,1.6281277258262879e-07,1.741549885580986e-07,1.8391301505948052e-07,1.8870402851961635e-07,1.8666554011329144e-07,1.827160861906349e-07
2.205,1.4745425692462711e-07,1.574771355463742e-07,1.6829527052168207e-07,1.777478974513682e-07,1.8247286333410066e-07,1.7998659309094975e-07,1.7096895685595101e-07
2.2075,1.4223173545255487e-07,1.515540700607406e-07,1.6176616580960768e-07,1.7085310372823695e-07,1.7547894179374936e-07,1.7262004887367855e-07,1.5847765979468597e-07
2.21,1.3653835123443262e-07,1.4507574509359245e-07,1.545985547134875e-07,1.632554929258054e-07,1.6774254717123292e-07,1.6461564107918389e-07,1.4532679064666867e-07
2.2125,1.3041005488983431e-07,1.3808266366760329e-07,1.4684122824490956e-07,1.550091553543121e-07,1.5931929379906839e-07,1.5604150021596458e-07,1.3161486492203487e-07
2.215,1.2387359042057273e-07,1.3061120670153483e-07,1.3854428429988648e-07,1.4617323106799518e-07,1.5027317240142821e-07,1.4695287877212182e-07,1.1742681824268361e-07
2.2175,1.1696288382999899e-07,1.2270737169969121e-07,1.2976525709952338e-07,1.3681391272687467e-07,1.4067695324892863e-07,1.3740439184213947e-07,1.0283074556242776e-07
2.22,1.0972245317740084e-07,1.1442215139856598e-07,1.2055924344123304e-07,1.2699027866549677e-07,1.305921570427948e-07,1.274368183418796e-07,8.7891344644834198e-08
2.2225,1.022041208456351e-07,1.0581201784837346e-07,1.1098525867553695e-07,1.1676625138025879e-07,1.2008527063143911e-07,1.1710157335626632e-07,7.2679248780213468e-08
2.225,9.4459877014593601e-08,9.6936468340359192e-08,1.0110885541583572e-07,1.0621288216138738e-07,1.0923019369329514e-07,1.064596782044067e-07,5.7276480650411411e-08
2.2275,8.6538115619359104e-08,8.785328656225755e-08,9.0998099523161675e-08,9.540559633949617e-08,9.8106817429179264e-08,9.5584758966429998e-08,4.1770827975116669e-08
2.23,7.8488456672380068e-08,7.8621714852909949e-08,8.0722778135941591e-08,8.4421302956266815e-08,8.6794720382987238e-08,8.4563552347298958e-08,2.6279045849928792e-08
2.2325,7.036021114208492e-08,6.9300969300862476e-08,7.0351720527601811e-08,7.333438472173715e-08,7.5370089467087158e-08,7.345805320335681e-08,1.0885310288832532e-08
2.235,6.2201675958065072e-08,5.9947829434340539e-08,5.9951126036714841e-08,6.2218908838192392e-08,6.3909743315044311e-08,6.2337365015683409e-08,-4.3183716409370349e-09
2.2375,5.406178455575062e-08,5.0619997617159007e-08,4.9588597879452738e-08,5.1152348566217225e-08,5.249672844998891e-08,5.1277052167725791e-08,-1.923533445133876e-08
2.24,4.5995766365473371e-08,4.1382103978454823e-08,3.9337763074628187e-08,4.0214337352269201e-08,4.1214288090475957e-08,4.0350743645339304e-08,-3.3775561066000377e-08
2.2425,3.8055230681452584e-08,3.2294963944223636e-08,2.9266915023313575e-08,2.9477012452975271e-08,3.0137804628227964e-08,2.9636350692785012e-08,-4.7841399914665063e-08
2.245,3.0293146621528668e-08,2.3419770028825858e-08,1.944336750690457e-08,1.9011886485973055e-08,1.9341354655331711e-08,1.920488696295362e-08,-6.1347958013200354e-08
2.2475,2.2735646029014861e-08,1.4786633539418995e-08,9.8983674120541375e-09,8.8505954427104942e-09,8.8638242354640447e-09,9.0928481134430832e-09,-7.4297701327343448e-08
2.25,1.54268164440211e-08,6.4454533366712572e-09,6.9597486357050419e-10,-9.2135770191708072e-10,-1.2076351165368669e-09,-6.5271823419519038e-10,-8.65724956449978e-08
2.2525,8.4179250518342496e-09,-1.5390989384586457e-09,-8.0883222025638921e-09,-1.0225563914597349e-08,-1.0793008113748037e-08,-9.9207969331545799e-09,-9.8025337661706967e-08
2.255,1.7486592371816066e-09,-9.1225761863892383e-09,-1.641708419390541e-08,-1.9042934532937268e-08,-1.988095858970245e-08,-1.8668697074310408e-08,-1.0858843868336354e-07
2.2575,-4.5636350400313013e-09,-1.6295915986386535e-08,-2.4291933282511658e-08,-2.7384579726838156e-08,-2.8483387150198763e-08,-2.6919498626265183e-08,-1.182761568177315e-07
2.26,-1.0521069431804406e-08,-2.3065298185546264e-08,-3.1714395075761762e-08,-3.523885361926079e-08,-3.6578517884120835e-08,-3.4681960829135293e-08,-1.2708454342231841e-07
2.2625,-1.6112679311703076e-08,-2.9410329009904322e-08,-3.8651565910337316e-08,-4.2557932187690478e-08,-4.4109568907258125e-08,-4.1913878878353435e-08,-1.3495805706668715e-07
2.265,-2.1312314374244848e-08,-3.529371691425597e-08,-4.5059500551296774e-08,-4.9293550279551128e-08,-5.1029871957088973e-08,-4.8561734821046859e-08,-1.4183254148896004e-07
2.2675,-2.6093520176500832e-08,-4.0685531346921121e-08,-5.0908012768359904e-08,-5.5419195872279566e-08,-5.7318148535395198e-08,-5.4585078309642026e-08,-1.4766083268738467e-07
2.27,-3.0440353474556697e-08,-4.557158534660382e-08,-5.6185234203938659e-08,-6.0927962331166082e-08,-6.296940826533058e-08,-5.9961128265523724e-08,-1.5240478384957717e-07
2.2725,-3.4345500570081187e-08,-4.994752447700119e-08,-6.0890048067808839e-08,-6.5822621781958524e-08,-6.7987828553053048e-08,-6.4684239836614964e-08,-1.5604059808051219e-07
2.275,-3.7804832183399282e-08,-5.3810963818106338e-08,-6.5022961518772082e-08,-7.0106017980259015e-08,-7.2377070479555991e-08,-6.875634169817133e-08,-1.5856388815719977e-07
2.2775,-4.0814714015738593e-08,-5.7159577804661399e-08,-6.8584456737825307e-08,-7.3781420141061961e-08,-7.6143036418396603e-08,-7.2181254865080914e-08,-1.599688924397709e-07
2.28,-4.3382302985187847e-08,-6.0003585978198371e-08,-7.1589247976387983e-08,-7.6867812214517979e-08,-7.9306618673124868e-08,-7.4979692508068634e-08,-1.6028639939965627e-07
2.2825,-4.551885760736196e-08,-6.2358575284540777e-08,-7.405753177393008e-08,-7.9388716516297788e-08,-8.1892887622550255e-08,-7.7174762578786981e-08,-1.5955136872684592e-07
2.285,-4.7245608103910097e-08,-6.4250839938382138e-08,-7.6021117542864227e-08,-8.1380511034168375e-08,-8.394056512225394e-08,-7.8803727068157391e-08,-1.5781582951034537e-07
2.2875,-4.8580111677821342e-08,-6.5702848931700568e-08,-7.7505532981228115e-08,-8.2864756942279615e-08,-8.5472538529474742e-08,-7.9897904861045838e-08,-1.5507004902978675e-07
2.29,-4.9565085085088958e-08,-6.6762577605877745e-08,-7.8571868380511759e-08,-8.3929736901755332e-08,-8.6586497067066012e-08,-8.0516991668335306e-08,-1.5143691497527597e-07
2.2925,-5.0242670706425587e-08,-6.7486954957607956e-08,-7.928921982247994e-08,-8.4649519671278014e-08,-8.7361595334170298e-08,-8.07474136821098e-08,-1.4701171777696392e-07
2.295,-5.0656116460240538e-08,-6.7928776606432147e-08,-7.9713037006834996e-08,-8.5066410123419166e-08,-8.7832696363430867e-08,-8.0647105332113259e-08,-1.4187866530506778e-07
2.2975,-5.0833765045466034e-08,-6.8110413712252239e-08,-7.9856129604718687e-08,-8.518326339183808e-08,-8.7999215216872455e-08,-8.0206504763125095e-08,-1.3602751029263999e-07
2.3,-5.0783939798380709e-08,-6.8031014108708771e-08,-7.9714308130091251e-08,-8.5007721216433709e-08,-8.7878895679713585e-08,-7.9428564722038806e-08,-1.2947417302691289e-07
2.3025,-5.0513037959700491e-08,-6.76994244232179e-08,-7.9305577471730379e-08,-8.4576240439387594e-08,-8.7521597268881029e-08,-7.8356101249485865e-08,-1.222825012755453e-07
2.305,-5.0036159956582875e-08,-6.7142307101580024e-08,-7.8669329503638224e-08,-8.3935651031281293e-08,-8.697718612103693e-08,-7.704443156683102e-08,-1.1453941625407179e-07
2.3075,-4.9375481231345915e-08,-6.6394658979509651e-08,-7.7851707829951718e-08,-8.3133196558409386e-08,-8.6290426613112276e-08,-7.5549259058049031e-08,-1.0633871710628494e-07
2.31,-4.8557183830468382e-08,-6.5492678621283089e-08,-7.6897748437245942e-08,-8.2215112633052117e-08,-8.5506552878482158e-08,-7.3923826935358709e-08,-9.7777222155895184e-08
2.3125,-4.7606747028578514e-08,-6.4466403311054079e-08,-7.5841335510167251e-08,-8.1218016365638816e-08,-8.4664732554031153e-08,-7.2209038406288128e-08,-8.8943408083600076e-08
2.315,-4.6549611885933632e-08,-6.334191534336865e-08,-7.470671591093394e-08,-8.0167105903242599e-08,-8.3791329679662494e-08,-7.043224858681645e-08,-7.9902454636999272e-08
2.3175,-4.5410398941974761e-08,-6.2143815717344177e-08,-7.3517385951755021e-08,-7.9087867767942894e-08,-8.2911836436505044e-08,-6.8623495702053002e-08,-7.0726802501361824e-08
2.32,-4.4210838853896679e-08,-6.089398289440704e-08,-7.2296057771746749e-08,-7.8004189992619434e-08,-8.2053012690645722e-08,-6.6817401655785806e-08,-6.1487736401301377e-08
2.3225,-4.2968411878983758e-08,-5.9611481819878502e-08,-7.1065311814356055e-08,-7.6939770855247736e-08,-8.1238167118107653e-08,-6.5040503095622506e-08,-5.223454264064223e-08
2.325,-4.1710404190359515e-08,-5.8327776387850973e-08,-6.9863366185183649e-08,-7.5939933641208837e-08,-8.051433496852407e-08,-6.3325687682233552e-08,-4.3087030414944405e-08
2.3275,-4.0439072592233776e-08,-5.7049576452354486e-08,-6.8691951770992111e-08,-7.4989697773341238e-08,-7.9858470982750479e-08,-6.1705121284132158e-08,-3.4068973854496592e-08
2.33,-3.9168784966898421e-08,-5.5780769260385112e-08,-6.7539745544234772e-08,-7.406775293734217e-08,-7.9242568688663195e-08,-6.0155206007025878e-08,-2.5195218232326392e-08
2.3325,-3.7896137746830668e-08,-5.4504634995381768e-08,-6.6382186147536031e-08,-7.3153804287655127e-08,-7.8649780302778944e-08,-5.8654132280722832e-08,-1.6495486958689002e-08
2.335,-3.6612590448651713e-08,-5.321759072991066e-08,-6.5227165619688016e-08,-7.2268299532233253e-08,-7.8105176035479854e-08,-5.7229121219652866e-08,-8.0573170570096211e-09
2.3375,-3.532175737416293e-08,-5.1936484484104772e-08,-6.4101659698094017e-08,-7.1436951584785923e-08,-7.7630725173254988e-08,-5.5912847138452915e-08,2.4803837557615136e-11
2.34,-3.4028414393319125e-08,-5.0667203438200288e-08,-6.300579620233562e-08,-7.0644941874678388e-08,-7.7202121034874749e-08,-5.4693416072880778e-08,7.7038752914776399e-09
2.3425,-3.2724777330928621e-08,-4.9391044073256203e-08,-6.1905875196558702e-08,-6.9844824195874077e-08,-7.6763320189140095e-08,-5.3519004630289312e-08,1.4988249599726245e-08
2.345,-3.1395112452859131e-08,-4.8079496844559203e-08,-6.0761175213198587e-08,-6.8991727409830991e-08,-7.6264704643010517e-08,-5.2346908029713607e-08,2.1884744182311902e-08
2.3475,-3.0020881879660338e-08,-4.6704933233035607e-08,-5.9536288000550555e-08,-6.8048074858518997e-08,-7.5663705321563482e-08,-5.1142372464614746e-08,2.8399419321279325e-08
2.35,-2.8584854999844223e-08,-4.5246445511967724e-08,-5.8207034396944498e-08,-6.6985067838541686e-08,-7.4926648042054273e-08,-4.988568204119632e-08,3.450987964096392e-08
2.3525,-2.7074461262145996e-08,-4.3691219185747447e-08,-5.6758419944858095e-08,-6.5779740136142872e-08,-7.40244989353424e-08,-4.8556130980427669e-08,4.0201207623639251e-08
2.355,-2.5475888597588957e-08,-4.2021585861755261e-08,-5.5163273333536045e-08,-6.4389429611763686e-08,-7.2902756719098245e-08,-4.7136440597983689e-08,4.5465273046128125e-08
2.3575,-2.3785038606843302e-08,-4.022803548085661e-08,-5.3406526920263986e-08,-6.2800359991204161e-08,-7.1550272867227572e-08,-4.5569935336203602e-08,5.0298332704382512e-08
2.36,-2.1986673837537432e-08,-3.829455546273983e-08,-5.1474270125291964e-08,-6.1002262225807499e-08,-6.9959458283827762e-08,-4.38467396525772e-08,5.4668562239013505e-08
2.3625,-2.0067362837757486e-08,-3.6208681306459324e-08,-4.9355544997537324e-08,-5.8983471215678233e-08,-6.811471304120707e-08,-4.1966981831686555e-08,5.8534899661797739e-08
2.365,-1.8012356067833036e-08,-3.3949695509184818e-08,-4.702124659943093e-08,-5.6704116082948898e-08,-6.5964805155045281e-08,-3.9893394345684302e-08,6.1926980828588781e-08
2.3675,-1.5803392973159791e-08,-3.1492408958602393e-08,-4.4435588209919622e-08,-5.4116357365464314e-08,-6.3450633954399147e-08,-3.757474614995677e-08,6.4889890659482891e-08
