Physical Time (s),aphi_alt_vol Monitor (kg-m/s^3): cv1,aphi_alt_vol Monitor (kg-m/s^3): cv2,aphi_alt_vol Monitor (kg-m/s^3): cv3,aphi_alt_vol Monitor (kg-m/s^3): cv4,aphi_alt_vol Monitor (kg-m/s^3): cv5,aphi_alt_vol Monitor (kg-m/s^3): cv6,aphi_alt_vol Monitor (kg-m/s^3): cv7
3.9325,8.5217202018145136e-06,1.7413032540448154e-05,3.0287876941575732e-05,4.43231369187186e-05,6.0331792973721302e-05,9.7462418625725132e-05,0.00019307408369517048
3.935,8.5197468038071381e-06,1.7415912422191463e-05,3.0250085135589073e-05,4.4291402207380892e-05,6.0312383503589997e-05,9.7443207475350345e-05,0.00019296310731396543
3.9375,8.5193867246663649e-06,1.7409264705030667e-05,3.0200797281707087e-05,4.4256149943451892e-05,6.0291076611907257e-05,9.7423687721279845e-05,0.00019285245968020937
3.94,8.5206376379716792e-06,1.739235604511168e-05,3.0141278104332215e-05,4.421765925702635e-05,6.026800126701894e-05,9.7403849158305306e-05,0.00019274213961621511
3.9425,8.5234749915528849e-06,1.7364608110133943e-05,3.0072990845328745e-05,4.4176240519532315e-05,6.0243303969931148e-05,9.7383674746827191e-05,0.00019263212454394182
3.945,8.5278647868055267e-06,1.7325692031884418e-05,2.9997504611543469e-05,4.4132269003622326e-05,6.0217173040385565e-05,9.736316681222527e-05,0.00019252241582277653
3.9475,8.5337548233691019e-06,1.7275602874014114e-05,2.9916385780953924e-05,4.4086172783205228e-05,6.0189826928765388e-05,9.7342333802162063e-05,0.00019241301570317306
3.95,8.5410728523640137e-06,1.7214726668731876e-05,2.9831120502745277e-05,4.4038433502069705e-05,6.0161501998047422e-05,9.7321173737806272e-05,0.00019230390437697932
3.9525,8.5497334359896444e-06,1.7143895629232032e-05,2.9743075407311868e-05,4.3989587503424397e-05,6.0132478865613069e-05,9.7299707701066835e-05,0.00019219508869469269
3.955,8.5596300813789485e-06,1.7064390355978232e-05,2.9653557726559118e-05,4.3940198964518475e-05,6.0103047709366938e-05,9.7277951339316674e-05,0.00019208655916620407
3.9575,8.57063962233168e-06,1.6977919861908073e-05,2.956382845695729e-05,4.3890874908538143e-05,6.007351871227795e-05,9.7255937968905606e-05,0.00019197832501310154
3.96,8.5826207905111836e-06,1.6886540822731322e-05,2.9475088945121523e-05,4.3842246344816553e-05,6.0044211014617905e-05,9.7233703971308637e-05,0.00019187039506774357
3.9625,8.5954073429300232e-06,1.6792544456425017e-05,2.9388493024716559e-05,4.3794952838012018e-05,6.0015460380183385e-05,9.7211285806538905e-05,0.00019176275240651131
3.965,8.6088203522971025e-06,1.6698330660406548e-05,2.9305160552398197e-05,4.3749642312214847e-05,5.9987610485557065e-05,9.7188737742458356e-05,0.00019165540435522291
3.9675,8.6226659026642066e-06,1.6606261554787563e-05,2.9226143548746516e-05,4.3706933899260657e-05,5.9961008995951489e-05,9.7166117032526693e-05,0.00019154836195234623
3.97,8.6367345532670417e-06,1.6518505263178024e-05,2.9152410549586743e-05,4.3667406514105276e-05,5.993597717995211e-05,9.7143450098459929e-05,0.00019144161982225939
3.9725,8.6508104882728905e-06,1.643694454583997e-05,2.9084838376240065e-05,4.3631591441365246e-05,5.9912823626004311e-05,9.7120817764726288e-05,0.0001913351897428547
3.975,8.6646655621045396e-06,1.6363132524588589e-05,2.9024191751500632e-05,4.3599965574583546e-05,5.98918234250413e-05,9.709826831150024e-05,0.00019122906996011532
3.9775,8.6780725788243361e-06,1.6298286959089966e-05,2.8971121775220679e-05,4.357295241391997e-05,5.9873236260378748e-05,9.7075865165933403e-05,0.00019112327773734814
3.98,8.6908043438787552e-06,1.6243300604724049e-05,2.89261599767141e-05,4.3550916974626908e-05,5.9857275109428517e-05,9.7053635407850163e-05,0.00019101782671827457
3.9825,8.7026319955677353e-06,1.6198747925113522e-05,2.8889720468595239e-05,4.3534162910762653e-05,5.9844094344981329e-05,9.7031597892868841e-05,0.00019091271982159526
3.985,8.7133390716475254e-06,1.6164916505841444e-05,2.8862099561095017e-05,4.3522926987865836e-05,5.9833804626519609e-05,9.7009788813154734e-05,0.00019080796388954064
3.9875,8.7227242653849424e-06,1.6141840617025851e-05,2.8843477996400234e-05,4.3517372192617713e-05,5.9826459966542671e-05,9.6988244052255402e-05,0.00019070355794941263
3.99,8.7306059182842909e-06,1.6129325056975956e-05,2.8833922626451384e-05,4.3517590910715335e-05,5.982205321134608e-05,9.6966986943840028e-05,0.00019059950329559862
3.9925,8.7368289341911458e-06,1.6126978211771183e-05,2.8833393908549208e-05,4.3523597789699702e-05,5.982051667212943e-05,9.6946043975620552e-05,0.00019049579355115358
3.995,8.7412650666372929e-06,1.6134252226889773e-05,2.884175016902252e-05,4.3535328820220526e-05,5.9821728268163936e-05,9.6925449656945872e-05,0.00019039242474822423
3.9975,8.7438225970943728e-06,1.6150440036281331e-05,2.8858762394203511e-05,4.3552639460576659e-05,5.9825513213695896e-05,9.6905236770578927e-05,0.00019028940015207606
4.0,8.744448443860794e-06,1.6174706825657714e-05,2.8884118900670349e-05,4.3575304420017557e-05,5.9831651942489858e-05,9.6885436600815646e-05,0.000190186731604706
4.0025,8.7431241038854976e-06,1.6206130308070659e-05,2.891742886315592e-05,4.3602999424052923e-05,5.9839869467311239e-05,9.6866057261555107e-05,0.00019008440301103313
4.005,8.7398752564877012e-06,1.6243767283938077e-05,2.895823618976779e-05,4.3635323562292653e-05,5.9849868495711508e-05,9.6847119848361232e-05,0.00018998243307494588
4.0075,8.7347634966538319e-06,1.6286682797520516e-05,2.900599991482835e-05,4.3671768994381488e-05,5.9861309530643468e-05,9.6828623125932501e-05,0.0001898808171576681
4.01,8.7278851040305898e-06,1.633399204991406e-05,2.9060119531143955e-05,4.3711732112040373e-05,5.9873836611843978e-05,9.6810564602609419e-05,0.00018977955932435224
4.0125,8.7193654646922419e-06,1.6384880844601053e-05,2.9119944342497599e-05,4.3754518023391925e-05,5.9887080600565086e-05,9.6792932074656353e-05,0.00018967865786934871
4.015,8.709361234014124e-06,1.6438620858276093e-05,2.9184789839978723e-05,4.37993577858695e-05,5.9900684656118873e-05,9.677572215426478e-05,0.00018957813311420071
4.0175,8.6980571076405248e-06,1.6494585462825652e-05,2.9253954962562972e-05,4.3845416429954699e-05,5.9914323173452933e-05,9.6758957687099475e-05,0.0001894780359177187
4.02,8.6856160654330181e-06,1.6552174624305199e-05,2.9326638317074687e-05,4.3891703595766946e-05,5.9927604672553623e-05,9.6742545177460823e-05,0.00018937829397803579
4.0225,8.672255048318666e-06,1.6610914301230007e-05,2.9402095178748452e-05,4.3937277418131879e-05,5.9940281155790095e-05,9.6726504451505723e-05,0.0001892789557186182
4.025,8.6581601628068256e-06,1.6670331663329865e-05,2.9479487194229872e-05,4.3981101115530233e-05,5.995203667506618e-05,9.671074945756609e-05,0.00018917996928093585
4.0275,8.6435678231712866e-06,1.6730054390747054e-05,2.9558031399145068e-05,4.4022282072317536e-05,5.9962694512489707e-05,9.6695323348941476e-05,0.00018908142954726049
4.03,8.6286786067832045e-06,1.6789681135686747e-05,2.9636836459064033e-05,4.405990941115892e-05,5.9972029217424928e-05,9.6680157173875575e-05,0.00018898329861097987
4.0325,8.6136813048577964e-06,1.6848804041962573e-05,2.9714934495045735e-05,4.4093178518538222e-05,5.9979831831130388e-05,9.6665155009825895e-05,0.00018888551371147965
4.035,8.5987889684364231e-06,1.6907050375309849e-05,2.9791318830052827e-05,4.4121528355487095e-05,5.9986001348765485e-05,9.6650308863824427e-05,0.00018878811697065144
4.0375,8.5842143051094684e-06,1.6964040518006694e-05,2.9864890669198829e-05,4.4144600846316707e-05,5.9990479692481368e-05,9.6635636136754329e-05,0.00018869118143923679
4.04,8.570123001448771e-06,1.7019320636524602e-05,2.9934364507459604e-05,4.4162144261029434e-05,5.9993146674473361e-05,9.6621048427347577e-05,0.00018859466098406015
4.0425,8.5566667533631592e-06,1.7072392152313411e-05,2.9998323247677631e-05,4.4174060338899561e-05,5.9993879092657298e-05,9.6606443159354404e-05,0.0001884984980223278
4.045,8.5440151331685829e-06,1.7122748365721548e-05,3.0055308100467186e-05,4.4180439881836428e-05,5.999263457789356e-05,9.6591802607657402e-05,0.00018840272027339109
4.0475,8.532319677425433e-06,1.7169822282869915e-05,3.0103817177232125e-05,4.4181448256007815e-05,5.9989361615106109e-05,9.6577095994110183e-05,0.00018830733620808242
4.05,8.5217175062480704e-06,1.7212990791659356e-05,3.0142395380496034e-05,4.4177296637920215e-05,5.9984008981633796e-05,9.6562292686475454e-05,0.00018821234848533639
4.0525,8.5123367016450053e-06,1.7251577588700983e-05,3.0169747940008226e-05,4.416821715685565e-05,5.9976536821264182e-05,9.6547362903869305e-05,0.00018811776413807764
4.055,8.5042877765065924e-06,1.7284839436747997e-05,3.0184838128548353e-05,4.4154436813224952e-05,5.9966907089596837e-05,9.6532267349353813e-05,0.00018802357103817844
4.0575,8.4976649216090888e-06,1.7311978080371032e-05,3.0186976128654552e-05,4.413617379637879e-05,5.9955097878795317e-05,9.6516958549808072e-05,0.00018792974918084825
4.06,8.4925507659276474e-06,1.7332158096082605e-05,3.0175878466314789e-05,4.4113655918785997e-05,5.9941132262725485e-05,9.6501419684805168e-05,0.00018783631914230721
4.0625,8.4890008847563638e-06,1.734450538346903e-05,3.0151680309067665e-05,4.4087092850073834e-05,5.9925041538344778e-05,9.6485613908386931e-05,0.00018774326947669186
4.065,8.4870573050888835e-06,1.7348148626263492e-05,3.0114957640024788e-05,4.4056709140061098e-05,5.9906896997888055e-05,9.6469523195648197e-05,0.00018765061229208992
4.0675,8.4867323687992705e-06,1.734224291119653e-05,3.0066667177663176e-05,4.4022732501804797e-05,5.9886784766344548e-05,9.6453113352899502e-05,0.00018755832967171044
4.07,8.4880225249609011e-06,1.7326038309243025e-05,3.0008082271626721e-05,4.3985427490255122e-05,5.9864829054408886e-05,9.6436367971389941e-05,0.00018746641795617706
4.0725,8.4909071540649723e-06,1.7298944652573019e-05,2.9940681476599477e-05,4.3945099687620802e-05,5.9841183312158793e-05,9.6419277668574195e-05,0.00018737487455690836
4.075,8.4953488343820251e-06,1.7260614455596861e-05,2.986603331657512e-05,4.390210664890792e-05,5.9816027035015053e-05,9.64018303593134e-05,0.00018728368823493576
4.0775,8.5012983423551935e-06,1.7211033156627822e-05,2.9785704524724167e-05,4.3856873573459584e-05,5.9789586053015768e-05,9.638403813670086e-05,0.00018719287391392837
4.08,8.5086847393116185e-06,1.7150577849699761e-05,2.9701172710176495e-05,4.3809880024635337e-05,5.9762102487307745e-05,9.6365902633440299e-05,0.00018710242247749431
4.0825,8.5174215163935956e-06,1.7080072288402439e-05,2.9613785144690009e-05,4.3761654592552129e-05,5.9733855365432671e-05,9.6347437736147532e-05,0.00018701233301525536
4.085,8.5274029658208676e-06,1.7000794096712154e-05,2.9524830181400536e-05,4.3712761283495245e-05,5.9705140488052559e-05,9.6328659392033058e-05,0.00018692259778849412
4.0875,8.5385059949654168e-06,1.6914454483318002e-05,2.9435553225450194e-05,4.3663807581454961e-05,5.9676273598422221e-05,9.6309598378492063e-05,0.00018683322445106019
4.09,8.5505858178170595e-06,1.6823112131329041e-05,2.9347140254376833e-05,4.3615422951095217e-05,5.964757220782437e-05,9.6290282595615679e-05,0.00018674420704675845
4.0925,8.563482803078967e-06,1.6729076697591714e-05,2.9260749721847674e-05,4.3568263650096791e-05,5.9619395812858997e-05,9.6270768535255724e-05,0.00018665556210631273
4.095,8.5770145500394157e-06,1.6634760512703371e-05,2.9177500595858334e-05,4.352298448876151e-05,5.9592090195656453e-05,9.6251099170797683e-05,0.00018656728225113154
4.0975,8.5909864208133472e-06,1.654254154443361e-05,2.909845381012015e-05,4.3480214469786139e-05,5.9566012492792911e-05,9.6231329471808919e-05,0.00018647937562200971
4.1,8.6051869985444311e-06,1.6454605139762913e-05,2.9024589127458916e-05,4.3440542940815317e-05,5.9541490901675183e-05,9.621148557379785e-05,0.00018639183103971705
4.1025,8.6194008352694833e-06,1.6372854667549015e-05,2.8956799137290997e-05,4.3404516669003045e-05,5.9518845184435725e-05,9.6191643153469285e-05,0.00018630466095745862
4.105,8.6334010902707513e-06,1.6298861787638703e-05,2.8895866400994504e-05,4.3372629855109276e-05,5.9498363740815366e-05,9.6171860380966855e-05,0.00018621786175117944
4.1075,8.6469614577350194e-06,1.6233860481603514e-05,2.8842460904649105e-05,4.3345324288655397e-05,5.9480320864075252e-05,9.6152211692149796e-05,0.00018613145262890736
4.11,8.6598511417087976e-06,1.6178749901586083e-05,2.8797123052807112e-05,4.3322974134593414e-05,5.9464933915836604e-05,9.6132714924214237e-05,0.00018604542402302055
4.1125,8.6718412157263382e-06,1.613411198847152e-05,2.8760281272562454e-05,4.3305897430024675e-05,5.945236863887727e-05,9.61133892907303e-05,0.00018595976455320663
4.115,8.6827164198408295e-06,1.6100240641912797e-05,2.87322484702513e-05,4.329434695999554e-05,5.9442752488945684e-05,9.6094275611933333e-05,0.00018587447888720424
4.1175,8.692276079915967e-06,1.6077174050613493e-05,2.8713220925213929e-05,4.3288502166678475e-05,5.9436153558773327e-05,9.6075415480809714e-05,0.00018578957309645872
4.12,8.7003360062993676e-06,1.6064715914156158e-05,2.8703275426393877e-05,4.328846389711319e-05,5.9432567893698961e-05,9.6056828790007804e-05,0.00018570503993219873
4.1225,8.706736549572465e-06,1.6062468949115312e-05,2.8702378486023071e-05,4.3294251995875368e-05,5.9431926897962864e-05,9.603853367418368e-05,0.00018562086228502073
4.125,8.7113520693499244e-06,1.606988687354732e-05,2.8710404568137588e-05,4.3305820217529068e-05,5.9434120496185973e-05,9.6020579929236027e-05,0.00018553705660475533
4.1275,8.7140903072755447e-06,1.608625868551562e-05,2.8727132083280512e-05,4.3323033347055645e-05,5.9438975669660917e-05,9.600300212540453e-05,0.00018545362314764744
4.13,8.7148956342076199e-06,1.6110741262584727e-05,2.8752253159636929e-05,4.334567097780763e-05,5.94462678223271e-05,9.5985827622211334e-05,0.00018537056122790627
4.1325,8.7137502588177299e-06,1.6142406967949248e-05,2.8785384672256474e-05,4.3373422066686932e-05,5.9455723808983296e-05,9.596907120190562e-05,0.00018528786063280506
4.135,8.7106791662102923e-06,1.6180305108692971e-05,2.8826074081196908e-05,4.3405893234222491e-05,5.9467040379697251e-05,9.5952754941311456e-05,0.00018520553482049673
4.1375,8.7057432600502733e-06,1.622349338562527e-05,2.8873781757502404e-05,4.3442583239290328e-05,5.9479870978413047e-05,9.5936879110664606e-05,0.00018512357399848702
4.14,8.6990405541393323e-06,1.6271083409503419e-05,2.8927910937283453e-05,4.3482898346299722e-05,5.9493855241936489e-05,9.5921446611998393e-05,0.00018504198476302426
4.1425,8.6906902998653239e-06,1.6322249234850837e-05,2.8987801574854224e-05,4.3526135893224174e-05,5.9508601000841115e-05,9.5906428156926566e-05,0.00018496073454323447
4.145,8.6808524658772271e-06,1.6376263961122596e-05,2.9052773359148295e-05,4.3571537478800026e-05,5.9523750035179702e-05,9.5891831956577137e-05,0.00018487985430288271
4.1475,8.6696927341162801e-06,1.643247367244942e-05,2.9122088214280763e-05,4.3618225750929115e-05,5.9538918211925708e-05,9.5877622326636123e-05,0.00018479931960914414
4.15,8.6574044721809801e-06,1.6490320007489494e-05,2.9194997603692622e-05,4.3665272883070947e-05,5.9553780127503433e-05,9.586379641447472e-05,0.00018471916220065912
4.1525,8.6441822679828965e-06,1.6549299091661828e-05,2.9270712849522909e-05,4.3711681567163034e-05,5.9568025484744316e-05,9.5850310193290351e-05,0.00018463935620341562
4.155,8.6302321803950835e-06,1.6608967068364439e-05,2.9348430846738492e-05,4.3756447132961298e-05,5.9581378536238526e-05,9.5837132181513101e-05,0.00018455990119184079
4.1575,8.615782619808794e-06,1.666894447298584e-05,2.9427354474671293e-05,4.379864557580297e-05,5.9593636413486848e-05,9.5824282276886689e-05,0.00018448085868030128
4.16,8.6010307881492631e-06,1.6728826953119913e-05,2.950658529041709e-05,4.3837343406606754e-05,5.9604561536765065e-05,9.5811681979291e-05,0.00018440217752849582
4.1625,8.5861852824082705e-06,1.6788235057133045e-05,2.9585191493476904e-05,4.3871758626475421e-05,5.9613988414666737e-05,9.57992921582256e-05,0.0001843238630208116
4.165,8.5714425646378552e-06,1.6846776757584642e-05,2.9662137648464467e-05,4.3901280279743545e-05,5.9621771744517742e-05,9.5787056629237157e-05,0.00018424589390382846
4.1675,8.556995715823899e-06,1.6904047522019634e-05,2.973628751453781e-05,4.3925492645276594e-05,5.9627799069194578e-05,9.5774933908572907e-05,0.00018416827359143566
4.17,8.5430217296471422e-06,1.6959608512366582e-05,2.9806370329768769e-05,4.3944157084267744e-05,5.9631973323802366e-05,9.5762865719420598e-05,0.00018409099238115824
4.1725,8.5296926258373121e-06,1.7012990111050384e-05,2.9870998940205372e-05,4.3957214304323317e-05,5.9634219091606231e-05,9.5750809623444563e-05,0.00018401406478251088
4.175,8.5171668783454724e-06,1.7063669523268311e-05,2.9928680842174616e-05,4.3964729773434921e-05,5.9634464718245634e-05,9.5738713981360929e-05,0.00018393748234661058
4.1775,8.5055920192963932e-06,1.7111072053192232e-05,2.9977887573659861e-05,4.3966858424386186e-05,5.9632643356574979e-05,9.5726533630319591e-05,0.0001838612364132283
4.18,8.4951085613418221e-06,1.7154574040946009e-05,3.0017145569085619e-05,4.3963817066007713e-05,5.9628704662900343e-05,9.5714245792840317e-05,0.00018378533913393348
4.1825,8.4858411501019765e-06,1.7193489314984581e-05,3.0045131123732601e-05,4.3955829072685764e-05,5.9622595498156089e-05,9.5701808834646365e-05,0.00018370977702907192
4.185,8.4779022958156598e-06,1.7227069430717146e-05,3.0060791548648486e-05,4.3943120921971257e-05,5.9614276135490317e-05,9.5689186833262414e-05,0.00018363454625228785
4.1875,8.4713889390677208e-06,1.7254510066017853e-05,3.0063430458997684e-05,4.3925910236121709e-05,5.9603724234053756e-05,9.5676336810321234e-05,0.00018355963528653607
4.19,8.466382258495099e-06,1.7274964153324091e-05,3.0052762290207038e-05,4.3904413925697082e-05,5.9590952856970373e-05,9.5663234065794262e-05,0.00018348505619734647
4.1925,8.4629392219351479e-06,1.7287548094530129e-05,3.0028934677269638e-05,4.3878834569089606e-05,5.9575989718838228e-05,9.5649840629242612e-05,0.0001834107996483911
4.195,8.4610867475198043e-06,1.7291358655521915e-05,2.9992512546014003e-05,4.3849349927433621e-05,5.9558860147737e-05,9.5636083271040485e-05,0.00018333681400247624
4.1975,8.4608506823249093e-06,1.7285561703666996e-05,2.9944503372516565e-05,4.3816210948731521e-05,5.9539684843280989e-05,9.5621973741927068e-05,0.00018326314224466196
4.2,8.462227439116241e-06,1.7269401403384036e-05,2.9886203078273573e-05,4.3779672445856609e-05,5.9518585365702289e-05,9.5607493323952701e-05,0.00018318977413254038
4.2025,8.4651986678545006e-06,1.7242288222398082e-05,2.9819111495664467e-05,4.3740037998250913e-05,5.9495721469286886e-05,9.5592638588575535e-05,0.00018311671948933789
4.205,8.4697290396485337e-06,1.7203877807490217e-05,2.974480609459193e-05,4.3697661721546853e-05,5.9471278626534253e-05,9.5577403824739744e-05,0.00018304397698115166
4.2075,8.4757624258722015e-06,1.7154151183864956e-05,2.9664836665618557e-05,4.3652950371625209e-05,5.9445467552270986e-05,9.5561779871660308e-05,0.00018297152907836525
4.21,8.4832353903287278e-06,1.7093503505666746e-05,2.9580675973458237e-05,4.3606393169400813e-05,5.941854999830814e-05,9.5545793901407648e-05,0.00018289940415658928
4.2125,8.4920580770662166e-06,1.7022765256767691e-05,2.9493646651997588e-05,4.3558511518447064e-05,5.9390800726107509e-05,9.5529450345644416e-05,0.00018282758392871928
4.215,8.5021261204143924e-06,1.6943228305231572e-05,2.9405017881926778e-05,4.3509870354564258e-05,5.9362521638888428e-05,9.5512769363217818e-05,0.00018275606537231234
4.2175,8.5133143130642466e-06,1.6856617351736314e-05,2.9316014166064093e-05,4.3461074394107387e-05,5.9334030926022117e-05,9.5495778495567889e-05,0.00018268484934613811
4.22,8.5254770388371217e-06,1.6765006398568866e-05,2.9227809837315134e-05,4.3412755146478494e-05,5.9305649713828774e-05,9.5478506083567776e-05,0.00018261392864198501
4.2225,8.5384556106808919e-06,1.6670721497148862e-05,2.9141560725513873e-05,4.3365575311266958e-05,5.927774713649763e-05,9.5461014123843858e-05,0.00018254332487009463
4.225,8.5520655873411718e-06,1.6576185364165778e-05,2.9058385598674314e-05,4.332019535711182e-05,5.9250676664260943e-05,9.5443343492659271e-05,0.00018247302253641425
4.2275,8.5661110256897327e-06,1.648378602015514e-05,2.8979352438705703e-05,4.3277251494909702e-05,5.9224800964392455e-05,9.5425545604542342e-05,0.00018240302456473177
4.23,8.5803822445702425e-06,1.6395718635552167e-05,2.8905454541335145e-05,4.3237348256255674e-05,5.920046407154633e-05,9.5407662160704011e-05,0.00018233333092074872
4.2325,8.5946595043627094e-06,1.6313886736239416e-05,2.8837590039392344e-05,4.3201036137481024e-05,5.9177987461267464e-05,9.5389750121549624e-05,0.00018226393549672137
4.235,8.6087198770502293e-06,1.6239868689296547e-05,2.8776560108756176e-05,4.3168830139533975e-05,5.9157680776338293e-05,9.5371893052945063e-05,0.00018219485901875849
4.2375,8.6223327345902057e-06,1.6174894010146154e-05,2.8723039704925192e-05,4.3141177187846981e-05,5.9139821280030715e-05,9.5354156830298553e-05,0.00018212610182350987
4.24,8.6352668911732542e-06,1.6119860045256684e-05,2.8677577850233226e-05,4.3118463244349743e-05,5.9124637871061477e-05,9.5336564704690707e-05,0.00018205765659369183
4.2425,8.6472918439283595e-06,1.6075345369752401e-05,2.8640610923209272e-05,4.3101018094088896e-05,5.9112308019342263e-05,9.5319137483838048e-05,0.00018198951550201539
4.245,8.6581938152236739e-06,1.6041643259659187e-05,2.8612463730948027e-05,4.3089110185195732e-05,5.9102978050010654e-05,9.5301923017033669e-05,0.00018192169082056518
4.2475,8.667766615464562e-06,1.6018781915032689e-05,2.8593332303157941e-05,4.3082920247997649e-05,5.9096716205649161e-05,9.5284949079795729e-05,0.00018185416285422122
4.25,8.6758288744916725e-06,1.6006564290944435e-05,2.8583305556207893e-05,4.3082565395016326e-05,5.909353539035708e-05,9.5268246982284908e-05,0.00018178693805570551
4.2525,8.6822266148198617e-06,1.6004596025548904e-05,2.8582365431793558e-05,4.3088086073268316e-05,5.9093387125473616e-05,9.5251853731397764e-05,0.00018172002258424227
4.255,8.686829204393989e-06,1.6012319620410022e-05,2.8590383132604028e-05,4.3099435074647623e-05,5.9096154248906431e-05,9.5235804908874977e-05,0.00018165340616797549
4.2575,8.689544191385823e-06,1.6029017460794307e-05,2.8607140910032509e-05,4.3116487250413138e-05,5.9101669057312566e-05,9.5220138822194774e-05,0.00018158708987174344
4.26,8.6903167994886432e-06,1.6053839527140365e-05,2.8632332653460072e-05,4.3139030456861461e-05,5.9109708487713463e-05,9.5204884946017987e-05,0.00018152107354873858
4.2625,8.6891342344208024e-06,1.6085855435443766e-05,2.8665581611545703e-05,4.3166767951685926e-05,5.9120006026580727e-05,9.519006777422795e-05,0.00018145536454873705
4.265,8.6860166458952466e-06,1.6124099166503947e-05,2.8706424232474449e-05,4.3199302889643099e-05,5.9132241018464588e-05,9.5175689847763422e-05,0.00018138994602285842
4.2675,8.6810303426095763e-06,1.6167628071232205e-05,2.875432664018054e-05,4.3236150943799415e-05,5.914607335796134e-05,9.5161767870759293e-05,0.0001813248306071964
4.27,8.6742715502613931e-06,1.6215544791631075e-05,2.8808683718090925e-05,4.3276717393730213e-05,5.9161127615153821e-05,9.5148296013565105e-05,0.00018126000870241055
4.2725,8.6658666432618684e-06,1.6267028489426688e-05,2.8868843120370824e-05,4.3320315980494969e-05,5.9177019188075763e-05,9.5135266130289914e-05,0.00018119547869019218
4.275,8.6559723696052269e-06,1.6321346084437758e-05,2.8934113223845157e-05,4.3366180115499214e-05,5.9193368732575493e-05,9.5122668747598492e-05,0.00018113124740314356
4.2775,8.6447576478752417e-06,1.6377848021086173e-05,2.9003756956281276e-05,4.3413438110461449e-05,5.9209789847384093e-05,9.5110476992916996e-05,0.00018106730582050139
4.28,8.6324097147503992e-06,1.6435969226898292e-05,2.9077011647174395e-05,4.3461144625661147e-05,5.9225931624310875e-05,9.50986660481727e-05,0.0001810036530361812
4.2825,8.6191287572659508e-06,1.6495215287073254e-05,2.9153095179057822e-05,4.3508305853625708e-05,5.9241487771392136e-05,9.5087207242769989e-05,0.00018094028442487621
4.285,8.6051255896073154e-06,1.6555150390652497e-05,2.9231209335307408e-05,4.3553913715041218e-05,5.9256182439007257e-05,9.5076078122494865e-05,0.000180877212877626
4.2875,8.5906072993811334e-06,1.661536786292582e-05,2.9310517724618621e-05,4.3596983563682222e-05,5.9269752260765884e-05,9.5065231550578772e-05,0.00018081441954026641
4.29,8.5758001780865817e-06,1.6675504530375522e-05,2.9390174206451136e-05,4.3636627150860378e-05,5.9282019121726561e-05,9.5054662813060081e-05,0.00018075193913599902
4.2925,8.5609037863038608e-06,1.6735170423043484e-05,2.9469233070186156e-05,4.367202702131191e-05,5.9292790209263923e-05,9.5044304792834465e-05,0.00018068974530471445
4.295,8.5461181714851205e-06,1.67939777339241e-05,2.9546664712172276e-05,4.3702563470728833e-05,5.9301920575940585e-05,9.5034107728310957e-05,0.00018062783542348402
4.2975,8.5316351397416429e-06,1.6851520119487442e-05,2.9621330281255595e-05,4.3727805592772832e-05,5.9309285915525567e-05,9.5024021259440663e-05,0.00018056620383041306
4.3,8.5176331038418075e-06,1.6907359106817083e-05,2.9691957279843584e-05,4.3747508152988437e-05,5.9314784869881254e-05,9.5013985625948093e-05,0.00018050483927256847
4.3025,8.504281305889002e-06,1.6961018627654424e-05,2.9757145664837837e-05,4.3761600309117618e-05,5.9318328092372711e-05,9.5003945142269771e-05,0.00018044373799144781
4.305,8.4917385506825627e-06,1.7011973021718445e-05,2.9815388970656789e-05,4.377014388004828e-05,5.9319835814506296e-05,9.4993842197750792e-05,0.00018038288618542635
4.3075,8.4801381098264047e-06,1.705962163924806e-05,2.986511065392167e-05,4.377325908163517e-05,5.9319199012557436e-05,9.4983587272946753e-05,0.00018032223340618897
4.31,8.469647048304337e-06,1.7103372417889732e-05,2.9904865804310709e-05,4.377122020317778e-05,5.9316425912830618e-05,9.4973232880854453e-05,0.00018026186810413087
4.3125,8.4603862723668437e-06,1.7142525745210845e-05,2.9933299199766907e-05,4.3764236442032318e-05,5.9311446722303844e-05,9.4962726173653425e-05,0.00018020177394165597
4.315,8.4524651470467916e-06,1.7176318554579961e-05,2.9949332756602824e-05,4.3752518679849773e-05,5.9304204126242561e-05,9.4952016415182386e-05,0.00018014193182003821
4.3175,8.4459845050175024e-06,1.7203940077502785e-05,2.9952267880966396e-05,4.3736283889373668e-05,5.9294678730105924e-05,9.494107100344333e-05,0.00018008235092151136
4.32,8.441015468744364e-06,1.7224518959605645e-05,2.9941805589547598e-05,4.3715718949276717e-05,5.9282853867336923e-05,9.4929832765133773e-05,0.00018002299600800261
4.3225,8.4376193062310442e-06,1.7237164438730429e-05,2.9918116170025196e-05,4.3691024196240334e-05,5.9268763713169171e-05,9.4918278474381401e-05,0.00017996388089138837
4.325,8.4358349669766728e-06,1.7240979386846217e-05,2.9881814725722221e-05,4.3662395931740691e-05,5.9252464493472529e-05,9.4906374879940217e-05,0.00017990500098596227
4.3275,8.4356783593994145e-06,1.7235107104445826e-05,2.9833918221708795e-05,4.3630050771617441e-05,5.923404861284374e-05,9.4894102232231351e-05,0.00017984636200879227
4.33,8.4371440434869676e-06,1.7218782520775235e-05,2.9775745385162405e-05,4.359422703517077e-05,5.9213628978601601e-05,9.4881433309883351e-05,0.00017978794443065417
