Physical Time (s),aphi_alt_vol Monitor (kg-m/s^3): cv1,aphi_alt_vol Monitor (kg-m/s^3): cv2,aphi_alt_vol Monitor (kg-m/s^3): cv3,aphi_alt_vol Monitor (kg-m/s^3): cv4,aphi_alt_vol Monitor (kg-m/s^3): cv5,aphi_alt_vol Monitor (kg-m/s^3): cv6,aphi_alt_vol Monitor (kg-m/s^3): cv7
2.06,1.3150907768800822e-05,2.540195412566373e-05,4.492006500737755e-05,6.9752005000263271e-05,0.00010144416915905947,0.00014724241521732456,0.00020268430670307598
2.0625,1.3117297455291601e-05,2.5429381933884052e-05,4.4962160762055517e-05,6.963438747852468e-05,0.00010119816649174307,0.0001472983440398304,0.00020282897761179919
2.065,1.3083766899534e-05,2.5456044816149481e-05,4.5000850938998351e-05,6.9504215508937888e-05,0.00010095187840203612,0.00014735485540806213,0.00020297357179097393
2.0675,1.3050483926380561e-05,2.5481334072573531e-05,4.5034821265770494e-05,6.9362078009905926e-05,0.00010070575151085144,0.00014741196192582606,0.0002031180748232099
2.07,1.3017614270273189e-05,2.5504622138373596e-05,4.506265697286078e-05,6.9208746015221974e-05,0.00010046025765694916,0.00014746968630021407,0.00020326249455753607
2.0725,1.2985314408516678e-05,2.5525251892724625e-05,4.508283769704865e-05,6.9045110113280893e-05,0.00010021588479979985,0.00014752803089082276,0.00020340680466267942
2.075,1.2953734775360506e-05,2.5542541311799987e-05,4.5093788771273317e-05,6.8872154879773192e-05,9.9973136840758342e-05,0.00014758701069692668,0.00020355100481771207
2.0775,1.2923014754267616e-05,2.5555774306837389e-05,4.5093913530813181e-05,6.869092139751736e-05,9.9732530150274985e-05,0.00014764662925355126,0.00020369508252190139
2.08,1.2893290826311182e-05,2.556421285695865e-05,4.5081669729502729e-05,6.8502493831646354e-05,9.9494614586632975e-05,0.00014770690191928763,0.00020383904236504798
2.0825,1.2864677359868222e-05,2.5567092091879499e-05,4.5055607477902428e-05,6.8307961411839268e-05,9.9259934922423123e-05,0.00014776783109864898,0.00020398287842891431
2.085,1.2837279146469916e-05,2.5563626352023804e-05,4.5014437846973935e-05,6.8108388774119037e-05,9.902902097122392e-05,0.00014782941235546708,0.00020412657553273492
2.0875,1.2811189736664695e-05,2.5553022232172281e-05,4.4957078973074855e-05,6.7904786029873913e-05,9.8802379601797838e-05,0.00014789163444228548,0.00020427011710792123
2.09,1.2786495401155559e-05,2.5534507159639121e-05,4.48827283477694e-05,6.7698155317713051e-05,9.8580509674781839e-05,0.00014795449633792944,0.00020441350351022765
2.0925,1.2763268013743078e-05,2.5507343445276414e-05,4.4790902599019421e-05,6.7489515750087024e-05,9.836387672156978e-05,0.00014801799838777416,0.00020455674427496468
2.095,1.2741553887500056e-05,2.5470856797511078e-05,4.4681480191022668e-05,6.7279891257758328e-05,9.8152901669017829e-05,0.00014808211063567579,0.00020469980407862969
2.0975,1.2721387321072429e-05,2.5424495636266732e-05,4.4554779005491896e-05,6.7070319591768733e-05,9.7947967044353397e-05,0.00014814682223241924,0.00020484268692924257
2.1,1.2702782938684706e-05,2.5367864714173678e-05,4.441159078690569e-05,6.6861820153514095e-05,9.7749379345680142e-05,0.00014821210543471632,0.00020498537336013998
2.1025,1.2685739508754552e-05,2.5300779080027323e-05,4.4253199327047311e-05,6.6655401769173694e-05,9.7557412750183832e-05,0.00014827794100824793,0.00020512786353915052
2.105,1.2670238324355634e-05,2.5223297441022227e-05,4.4081353243898793e-05,6.645205087509974e-05,9.7372283469849375e-05,0.00014834430860834525,0.0002052701631675076
2.1075,1.2656238980750589e-05,2.5135751895789905e-05,4.3898194999023167e-05,6.6252723425705179e-05,9.7194139977744637e-05,0.00014841116998623268,0.00020541225742099197
2.11,1.2643685486810634e-05,2.5038761491853908e-05,4.3706179559270913e-05,6.6058329893529198e-05,9.702306481645885e-05,0.00014847848903212224,0.00020555413421343582
2.1125,1.2632505879939576e-05,2.4933221785108762e-05,4.3507942254462215e-05,6.5869741327586139e-05,9.6859067285386331e-05,0.00014854622663715988,0.00020569578625278688
2.115,1.2622609086443486e-05,2.4820281131812338e-05,4.3306166708188068e-05,6.5687775930244735e-05,9.6702070448395947e-05,0.00014861433322290669,0.00020583719306989268
2.1175,1.2613891809131201e-05,2.4701313204620946e-05,4.3103381867520844e-05,6.5513188857443702e-05,9.6551923758032826e-05,0.00014868277401086747,0.00020597836172067197
2.12,1.2606228895052856e-05,2.4577855197788804e-05,4.2902014721885986e-05,6.5346657756023524e-05,9.6408375561568921e-05,0.00014875148972651436,0.00020611926349491452
2.1225,1.2599485563197271e-05,2.4451567370649672e-05,4.2704321515699104e-05,6.5188789571862061e-05,9.6271098218398272e-05,0.00014882043219261462,0.00020625989005619821
2.125,1.259350870430804e-05,2.4324165201547584e-05,4.2512344776705933e-05,6.5040093058364888e-05,9.6139676789977978e-05,0.00014888954646424224,0.00020640023661326325
2.1275,1.2588133400052373e-05,2.419736907909439e-05,4.2327885568980488e-05,6.4900986923356615e-05,9.6013618535358258e-05,0.00014895877578771253,0.00020654029654721645
2.13,1.2583175433672334e-05,2.407283127224885e-05,4.2152483092788699e-05,6.4771785129793977e-05,9.5892338426144811e-05,0.00014902803920144951,0.00020668003520824026
2.1325,1.2578450247301682e-05,2.3952119138454114e-05,4.1987441404693724e-05,6.4652732572634733e-05,9.5775202400199272e-05,0.000149097280937193,0.00020681945873732085
2.135,1.2573757680854211e-05,2.3836644133356879e-05,4.1833808379749639e-05,6.4543964074786022e-05,9.5661496533928019e-05,0.00014916642330091735,0.00020695854943919494
2.1375,1.2568891635908491e-05,2.3727640274084919e-05,4.169240161413721e-05,6.4445524049713018e-05,9.5550457869038953e-05,0.00014923538163280403,0.00020709727978982667
2.14,1.2563647990453462e-05,2.3626166218307954e-05,4.1563823163673667e-05,6.4357369116119676e-05,9.5441287508538905e-05,0.00014930407203837267,0.00020723562730218736
2.1425,1.2557824271022462e-05,2.3533092433714857e-05,4.1448473388088684e-05,6.4279378083001876e-05,9.5333170278032197e-05,0.00014937241690379419,0.00020737358938589158
2.145,1.2551223920220028e-05,2.3449095410503397e-05,4.1346567438344054e-05,6.4211341506488885e-05,9.5225274476317296e-05,0.00014944033487827483,0.00020751115485279691
2.1475,1.2543656892174954e-05,2.3374666416059157e-05,4.125815058825535e-05,6.4152955991202154e-05,9.5116767032803431e-05,0.00014950772710720168,0.0002076482857056133
2.15,1.2534949255816264e-05,2.3310116217421068e-05,4.1183133642283013e-05,6.4103839831144575e-05,9.5006855061924468e-05,0.00014957450828124552,0.00020778497138542173
2.1525,1.2524944257826517e-05,2.3255576413590175e-05,4.1121299862598078e-05,6.4063517817350738e-05,9.4894786020344667e-05,0.00014964058737405742,0.00020792118755385739
2.155,1.2513506466403388e-05,2.3211005289686575e-05,4.1072322964949749e-05,6.4031407655177421e-05,9.4779870790500127e-05,0.00014970587292689492,0.00020805691424425371
2.1575,1.2500522240441195e-05,2.3176200523015913e-05,4.103576558063299e-05,6.400682626310451e-05,9.4661497548898736e-05,0.00014977026340710957,0.00020819211082949752
2.16,1.2485910586757083e-05,2.3150822948714806e-05,4.1011099634756816e-05,6.3988975302042278e-05,9.453914627011837e-05,0.00014983364518444332,0.00020832670489089045
2.1625,1.2469620239685646e-05,2.3134400878003643e-05,4.0997738041739039e-05,6.3976974921751197e-05,9.4412439126195113e-05,0.00014989598499941682,0.00020846077434560927
2.165,1.2451624775229053e-05,2.3126332717636088e-05,4.0994965938761751e-05,6.3969770227431636e-05,9.4281048425175884e-05,0.00014995718300909363,0.00020859429102997853
2.1675,1.2431931241300906e-05,2.3125929317059598e-05,4.1001994433809566e-05,6.3966190805989231e-05,9.4144766642816747e-05,0.00015001714806533873,0.00020872722686167538
2.17,1.2410572983172858e-05,2.3132438876817851e-05,4.1017960357224087e-05,6.3964927043683192e-05,9.4003456190037271e-05,0.00015007576020329582,0.00020885951688931389
2.1725,1.238762296548414e-05,2.3145102308728824e-05,4.1041990555048558e-05,6.3964627377768158e-05,9.3857148449876069e-05,0.00015013299024965238,0.00020899119385748389
2.175,1.2363175154860751e-05,2.3163141880611069e-05,4.107314667900195e-05,6.3963801366995207e-05,9.3705907946788308e-05,0.00015018875262625829,0.00020912222439329486
2.1775,1.2337350014881339e-05,2.3185796697067546e-05,4.1110477376385564e-05,6.3960906008865402e-05,9.3549878868581462e-05,0.0001502429729323619,0.00020925258343529156
2.18,1.2310277697602175e-05,2.3212319307515315e-05,4.1153011323609839e-05,6.3954359934994398e-05,9.3389237818670853e-05,0.00015029555097500834,0.00020938220860098727
2.1825,1.2282118512941135e-05,2.3242009983541085e-05,4.1199798343777144e-05,6.394262313304296e-05,9.3224231628631301e-05,0.00015034643212582656,0.00020951109344235987
2.185,1.2253047999557063e-05,2.3274206401018673e-05,4.1249894659183899e-05,6.3924222003425117e-05,9.3055132820496147e-05,0.00015039556244336727,0.00020963923862222746
2.1875,1.2223248382184125e-05,2.3308275928995423e-05,4.1302348248846791e-05,6.389780525073064e-05,9.2882219837035047e-05,0.00015044287832802138,0.0002097666184606841
2.19,1.2192906849994733e-05,2.3343615985555078e-05,4.1356193085294344e-05,6.3862207187163984e-05,9.2705777254082494e-05,0.00015048831302849275,0.00020989320490859959
2.1925,1.2162218005039915e-05,2.3379654809295769e-05,4.1410458861306609e-05,6.3816526290135346e-05,9.2526105357948902e-05,0.00015053182631988543,0.00021001899989048608
2.195,1.2131374262515008e-05,2.3415835168188623e-05,4.1464120472374991e-05,6.3760146993526996e-05,9.2343496537731498e-05,0.00015057337286487958,0.00021014399327865462
2.1975,1.2100562492026164e-05,2.3451597389356281e-05,4.151608562482191e-05,6.3692738813494337e-05,9.2158220137287245e-05,0.00015061289900150871,0.00021026816801339375
2.2,1.2069968304395554e-05,2.3486379758032067e-05,4.1565189235512933e-05,6.3614266259402592e-05,9.1970572835979594e-05,0.00015065038255214394,0.00021039152637283858
2.2025,1.2039768755692567e-05,2.3519600984566711e-05,4.161015947604009e-05,6.3524930614114263e-05,9.1780841847566747e-05,0.00015068579238138692,0.00021051404260327515
2.205,1.201013217607457e-05,2.3550654278279972e-05,4.1649613522154969e-05,6.3425135965266196e-05,9.1589315868288943e-05,0.00015071909460270561,0.00021063566668801261
2.2075,1.1981225099679311e-05,2.3578914178620591e-05,4.1682077144812746e-05,6.3315474770017503e-05,9.1396317493578673e-05,0.00015075028795412637,0.00021075639702882032
2.21,1.1953196453367228e-05,2.3603716238187985e-05,4.1705992250623234e-05,6.3196643275754166e-05,9.120216941501885e-05,0.0001507793474963751,0.00021087619156868675
2.2125,1.1926192890511385e-05,2.3624370064384867e-05,4.1719792759635645e-05,6.306943608441477e-05,9.1007234317232532e-05,0.00015080627339700829,0.00021099504703959787
2.215,1.1900341240209049e-05,2.3640143874064186e-05,4.1721939594803332e-05,6.2934680619932719e-05,9.081187911026578e-05,0.00015083103942834205,0.00021111292196632778
2.2175,1.1875753148494014e-05,2.3650280881611961e-05,4.1710998008124966e-05,6.279323739518346e-05,9.061649739195087e-05,0.00015085362403557519,0.00021122978165981701
2.22,1.1852531524770149e-05,2.3654005456317599e-05,4.1685707758675958e-05,6.2645986385645574e-05,9.0421522895761203e-05,0.0001508740253285757,0.0002113456137014397
2.2225,1.1830757810506424e-05,2.3650519634455323e-05,4.1645025438195914e-05,6.2493789648975385e-05,9.0227389904360414e-05,0.00015089221916211813,0.00021146036762943155
2.225,1.18105085418673e-05,2.363904362088154e-05,4.1588199612600079e-05,6.2337514200726929e-05,9.0034568903070038e-05,0.00015090821012470873,0.0002115740289474956
2.2275,1.179184287264726e-05,2.3618821900146574e-05,4.1514799997132324e-05,6.2177996867606594e-05,8.9843550051174029e-05,0.00015092200631023896,0.00021168657808674047
2.23,1.1774795708062002e-05,2.3589158373567713e-05,4.1424764534192446e-05,6.2016072231013512e-05,8.9654804896644065e-05,0.00015093361235249154,0.00021179797179244275
2.2325,1.1759388900029436e-05,2.354947391929235e-05,4.1318463102642415e-05,6.1852593871036281e-05,8.946882790366616e-05,0.00015094306640866005,0.00021190819865298199
2.235,1.1745621180852296e-05,2.3499340768644036e-05,4.1196704590655436e-05,6.1688427748470714e-05,8.9286112904456941e-05,0.00015095040322391198,0.00021201722095945893
2.2375,1.173347345168751e-05,2.3438540024487975e-05,4.1060753589509618e-05,6.1524457804387704e-05,8.9107141297144096e-05,0.00015095567536151078,0.00021212500935332472
2.24,1.1722907628633886e-05,2.3367107544783502e-05,4.0912287713924012e-05,6.1361572114640233e-05,8.8932363246183737e-05,0.00015095894495708025,0.00021223152746859434
2.2425,1.1713870942656783e-05,2.3285374606653235e-05,4.0753331004371591e-05,6.1200648460962604e-05,8.8762206155521624e-05,0.00015096029757877922,0.00021233675505335904
2.245,1.1706293181330099e-05,2.3193983477369248e-05,4.0586153168810528e-05,6.1042558398113179e-05,8.8597046932765609e-05,0.00015095982460243006,0.00021244066069880233
2.2475,1.1700085050071613e-05,2.3093884547638834e-05,4.0413175887328696e-05,6.088816471872918e-05,8.8437204713504009e-05,0.00015095763616306506,0.00021254323572516014
2.25,1.1695142764924015e-05,2.2986308739974799e-05,4.0236820958996482e-05,6.0738271341178354e-05,8.8282941514828726e-05,0.0001509538403342398,0.00021264446609197654
2.2525,1.1691342280873094e-05,2.2872734260938032e-05,4.005937108448112e-05,6.0593635613488174e-05,8.8134453120223018e-05,0.00015094854813072663,0.00021274431669231523
2.255,1.1688547076615226e-05,2.2754842965301914e-05,3.9883029514816132e-05,6.045496460070255e-05,8.7991869951923668e-05,0.00015094189402789469,0.00021284277479770804
2.2575,1.1686600336602925e-05,2.2634446345490723e-05,3.9709827443577376e-05,6.0322897684360829e-05,8.7855229297580345e-05,0.00015093400317233493,0.00021293980957267224
2.26,1.1685335887873089e-05,2.2513428849704161e-05,3.9541625553218119e-05,6.0198021778120379e-05,8.7724490804381528e-05,0.00015092502411284897,0.00021303542299457091
2.2625,1.1684565096841635e-05,2.2393658717681689e-05,3.9380070482129938e-05,6.0080827096493963e-05,8.7599512145325334e-05,0.00015091507768523195,0.00021312957170246445
2.265,1.1684092572224749e-05,2.2276930842219603e-05,3.9226606387834362e-05,5.9971732500135491e-05,8.7480079051285479e-05,0.00015090429840924631,0.00021322223541412442
2.2675,1.1683708611373316e-05,2.2164898201076636e-05,3.9082460546897788e-05,5.9871067443629765e-05,8.7365884837225057e-05,0.00015089279992185468,0.00021331337295056821
2.27,1.1683201578354767e-05,2.2059025171388083e-05,3.8948661048183966e-05,5.977909384302045e-05,8.7256554258296288e-05,0.00015088070056056157,0.00021340295868770053
2.2725,1.1682355028767067e-05,2.1960566350470888e-05,3.8826028606830586e-05,5.9695984320622369e-05,8.715163528872769e-05,0.00015086809960136293,0.00021349096257875357
2.275,1.1680950655459564e-05,2.1870552117428645e-05,3.8715187027878175e-05,5.9621820232563745e-05,8.7050604183347234e-05,0.00015085507900816891,0.00021357734531214322
2.2775,1.1678780921585576e-05,2.178979267980695e-05,3.8616582900765041e-05,5.9556612335900935e-05,8.6952895325127016e-05,0.00015084172035215258,0.00021366209816339206
2.28,1.1675637641507524e-05,2.1718867887522622e-05,3.8530471435837429e-05,5.9500271001405083e-05,8.6857870076714207e-05,0.00015082805162424618,0.00021374516672151617
2.2825,1.1671334356000608e-05,2.1658151174980823e-05,3.8456957153224395e-05,5.9452643791892964e-05,8.6764876168084792e-05,0.00015081410695463486,0.00021382653736368667
2.285,1.1665694933287094e-05,2.1607799117739196e-05,3.8395990566467421e-05,5.9413485770049601e-05,8.6673223021314864e-05,0.0001507998828464334,0.00021390617422561536
2.2875,1.1658562862362604e-05,2.1567769443055595e-05,3.8347388072237991e-05,5.9382459169537619e-05,8.6582200261057187e-05,0.00015078535326499404,0.00021398405800337588
2.29,1.1649809780282132e-05,2.1537847015594779e-05,3.8310861646588949e-05,5.9359152205051743e-05,8.6491116799133471e-05,0.00015077047892406365,0.000214060153036612
2.2925,1.1639344097703422e-05,2.1517673493836368e-05,3.8286030656108286e-05,5.9343066564775763e-05,8.6399320940491872e-05,0.00015075521829343059,0.00021413445320746471
2.295,1.1627098384516255e-05,2.1506731858350575e-05,3.8272406734133091e-05,5.9333577973176042e-05,8.6306189240497957e-05,0.00015073948428443156,0.00021420691237221103
2.2975,1.1613041452299445e-05,2.150437890936167e-05,3.8269429310381314e-05,5.9329973167298489e-05,8.6211173927855318e-05,0.00015072317764153138,0.00021427749820771859
2.3,1.1597176523030033e-05,2.1509877897403705e-05,3.8276444331545127e-05,5.9331428788313238e-05,8.6113807106136069e-05,0.00015070618785496069,0.0002143461883509724
2.3025,1.1579539733219673e-05,2.1522429872388528e-05,3.8292714589030254e-05,5.9336992512282907e-05,8.6013674827150545e-05,0.00015068837566221938,0.00021441294832238948
2.305,1.156019966819341e-05,2.1541212886115111e-05,3.8317440855437672e-05,5.9345599596885287e-05,8.591043756802944e-05,0.00015066958645925887,0.00021447774832882111
2.3075,1.1539252400440123e-05,2.1565406202873808e-05,3.8349774220590662e-05,5.9356076853877197e-05,8.5803847461633087e-05,0.00015064964715538705,0.00021454056270642035
2.31,1.151682378548378e-05,2.1594215707634159e-05,3.8388827503206317e-05,5.9367160457225783e-05,8.5693751111216715e-05,0.00015062837363767463,0.00021460136956718428
2.3125,1.1493058946930175e-05,2.1626877400543481e-05,3.843368040768865e-05,5.9377503402823127e-05,8.5580052729881853e-05,0.00015060555314238674,0.00021466012764713083
2.315,1.1468126302768731e-05,2.1662677803851257e-05,3.8483408905663592e-05,5.9385734103787946e-05,8.5462741923154168e-05,0.0001505809802347849,0.0002147168206532433
2.3175,1.1442208358116945e-05,2.1700947131447685e-05,3.8537079725583259e-05,5.939047363218554e-05,8.5341864586484012e-05,0.00015055443564659764,0.00021477142428390759
2.32,1.1415502939910718e-05,2.1741064920891885e-05,3.859376095716386e-05,5.9390371697785885e-05,8.5217525036599342e-05,0.00015052570318325705,0.00021482392176502458
2.3225,1.1388210932956123e-05,2.1782445464679412e-05,3.8652507015330526e-05,5.9384152073557441e-05,8.5089854272930889e-05,0.00015049454908670233,0.00021487427656511311
2.325,1.1360550390504912e-05,2.1824551933752709e-05,3.8712372256587261e-05,5.9370709983051343e-05,8.4959039451523331e-05,0.00015046077428730389,0.00021492247609233313
2.3275,1.1332717333709411e-05,2.1866846989189428e-05,3.8772367164702831e-05,5.934909794400137e-05,8.4825238656445831e-05,0.00015042414623506499,0.00021496851159102611
2.33,1.1304905686947614e-05,2.1908804230139018e-05,3.8831438517115647e-05,5.9318614610518922e-05,8.4688631646621373e-05,0.00015038443820279945,0.00021501235889322495
2.3325,1.1277309502679173e-05,2.1949896920322822e-05,3.8888470995454611e-05,5.9278824654608879e-05,8.4549415266694627e-05,0.00015034144778569943,0.00021505399983284525
2.335,1.1250114645999609e-05,2.1989584448821068e-05,3.8942257443358529e-05,5.9229549718361338e-05,8.440778938072472e-05,0.00015029498166793559,0.00021509341616915079
2.3375,1.1223498704816041e-05,2.2027304619421594e-05,3.8991487830625599e-05,5.9170839534687094e-05,8.4263958102771873e-05,0.00015024485840963285,0.00021513059070856386
2.34,1.1197629162135312e-05,2.2062469311422759e-05,3.9034751141289866e-05,5.9102941663948448e-05,8.4118137801863816e-05,0.00015019092088976535,0.00021516551620636614
2.3425,1.1172658044351923e-05,2.2094453384476222e-05,3.9070539099947446e-05,5.9026252652404749e-05,8.3970545673097891e-05,0.00015013301852062302,0.0002151981667569914
2.345,1.114872825526201e-05,2.2122597887537689e-05,3.9097304182689543e-05,5.8941292479085578e-05,8.3821414075864874e-05,0.00015007102298208292,0.0002152285204084978
2.3475,1.1125974275364486e-05,2.2146213287372387e-05,3.9113524513223717e-05,5.8848672647114091e-05,8.3671007790204333e-05,0.00015000485050145067,0.00021525658648901289
2.35,1.1104510887225036e-05,2.2164564666488917e-05,3.911774951136775e-05,5.8749034735480804e-05,8.3519590910622176e-05,0.0001499344181459262,0.00021528233039049346
2.3525,1.1084441042109686e-05,2.2176896412268821e-05,3.9108684453856791e-05,5.8643057922130797e-05,8.3367471507555076e-05,0.00014985968191270164,0.0002153057468257245
2.355,1.1065850501076443e-05,2.2182422095292965e-05,3.9085243301169843e-05,5.8531422421159086e-05,8.3214972592653854e-05,0.00014978060293558833,0.00021532682851160058
2.3575,1.1048807999863225e-05,2.218034890074498e-05,3.9046615999976022e-05,5.8414813465236008e-05,8.3062446335420973e-05,0.0001496971585586764,0.00021534555991924959
2.36,1.103337210023481e-05,2.2169899140105372e-05,3.899231246114092e-05,5.8293924378319317e-05,8.2910281587474113e-05,0.00014960936953556191,0.00021536194186273604
2.3625,1.1019581448574204e-05,2.2150329724752387e-05,3.8922193751513109e-05,5.8169441134991964e-05,8.2758883780130319e-05,0.00014951727610546751,0.00021537596207792795
2.365,1.1007453538350029e-05,2.2120977375643565e-05,3.8836524857421792e-05,5.8042046882883973e-05,8.2608683968535352e-05,0.00014942093943032914,0.00021538761692784154
2.3675,1.0996985245772245e-05,2.2081304273248095e-05,3.8735992683847125e-05,5.7912437452224967e-05,8.2460116551074476e-05,0.00014932042822986947,0.00021539689353751112
2.37,1.0988156446529004e-05,2.2030951651631878e-05,3.8621708321424634e-05,5.7781332601590734e-05,8.2313625008746699e-05,0.00014921582904862984,0.00021540378585002299
2.3725,1.0980929740085721e-05,2.1969801629664053e-05,3.8495176589272898e-05,5.7649481954878502e-05,8.2169644504109958e-05,0.00014910725328386962,0.00021540829730776586
2.375,1.0975247736105351e-05,2.1898015626352466e-05,3.8358220209268119e-05,5.7517636224094003e-05,8.2028612577513503e-05,0.0001489948089872182,0.00021541040881724739
2.3775,1.0971040954397089e-05,2.1816083605474397e-05,3.821290152249263e-05,5.738657861340433e-05,8.189097071489634e-05,0.00014887863665713673,0.00021541012699144281
2.38,1.0968221428298874e-05,2.1724827973850937e-05,3.8061413674140441e-05,5.7257084026528768e-05,8.1757129432725507e-05,0.00014875888041579011,0.00021540744836458996
2.3825,1.0966687532578531e-05,2.1625403824435212e-05,3.7905980620420739e-05,5.7129945535804155e-05,8.1627478229692334e-05,0.00014863570677127534,0.00021540238982125661
2.385,1.0966312936358589e-05,2.151925598916764e-05,3.7748739953897314e-05,5.7005936891469408e-05,8.1502329030985488e-05,0.00014850925660214498,0.00021539493118674538
2.3875,1.0966960088974845e-05,2.1408086485535004e-05,3.7591741815627575e-05,5.6885811754046911e-05,8.1381971796545144e-05,0.00014837970745691409,0.00021538508492246756
2.39,1.0968471354697377e-05,2.1293778679620113e-05,3.7436893488090554e-05,5.6770275875164476e-05,8.1266637592050504e-05,0.00014824723636180557,0.0002153728548439266
2.3925,1.0970672143983973e-05,2.1178319899054789e-05,3.7285937140074858e-05,5.6659967014423812e-05,8.1156490978090737e-05,0.00014811203130339759,0.00021535824807980899
2.395,1.0973373725026887e-05,2.1063721774316033e-05,3.7140452606674572e-05,5.6555468508619165e-05,8.1051617886927015e-05,0.00014797428325035074,0.00021534127208428818
2.3975,1.0976374551566968e-05,2.0951926593679331e-05,3.7001844757776101e-05,5.6457304914872788e-05,8.0952026512074769e-05,0.00014783418157775707,0.00021532193677372349
2.4,1.0979458189993568e-05,2.0844728353729413e-05,3.6871334045210424e-05,5.6365918122348608e-05,8.0857634889623461e-05,0.0001476919071738459,0.00021530023635979285
2.4025,1.0982409678904866e-05,2.0743718908256884e-05,3.67499788125815e-05,5.6281693223382572e-05,8.076831153845398e-05,0.00014754767659804825,0.00021527620814580336
2.405,1.0985003004106091e-05,2.0650251383852076e-05,3.6638644416658155e-05,5.6204932052673342e-05,8.0683838040111332e-05,0.00014740168636040178,0.00021524985800331953
2.4075,1.098701313763435e-05,2.0565426930390058e-05,3.6538020513660359e-05,5.6135862545528339e-05,8.0603922414768239e-05,0.00014725413775263223,0.00021522119325222196
2.41,1.0988219965566134e-05,2.0490093137444621e-05,3.6448621587477555e-05,5.6074635522053147e-05,8.0528205680310374e-05,0.00014710523477100821,0.00021519022768134045
2.4125,1.0988414163027821e-05,2.0424856846986209e-05,3.6370801899720731e-05,5.6021330697815145e-05,8.0456277563421889e-05,0.00014695519593299779,0.00021515699541877392
2.415,1.0987397874346395e-05,2.0370077816491606e-05,3.6304750738327268e-05,5.5975940972902751e-05,8.0387662335697723e-05,0.00014680422931260853,0.00021512151503775355
2.4175,1.0984987726968282e-05,2.0325884117010809e-05,3.6250506137122014e-05,5.5938371596455441e-05,8.0321832071314036e-05,0.00014665253559484689,0.00021508379854563573
2.42,1.098102566139181e-05,2.0292201305914878e-05,3.6207982036398734e-05,5.590846097074532e-05,8.0258233986443695e-05,0.00014650032906099049,0.00021504388325349779
2.4225,1.0975379135738254e-05,2.0268760393463466e-05,3.6176966631952528e-05,5.5885957478153706e-05,8.0196269437918268e-05,0.00014634779735698958,0.00021500177712500859
2.425,1.0967943469989056e-05,2.0255137899726033e-05,3.6157142020753081e-05,5.587052227831297e-05,8.0135324825169533e-05,0.00014619512768051661,0.00021495749228410529
2.4275,1.0958649456433718e-05,2.0250758713937394e-05,3.6148092668662464e-05,5.5861731418906208e-05,8.0074788098909069e-05,0.00014604250484614526,0.00021491105033423396
2.43,1.0947467391061752e-05,2.0254924184746787e-05,3.6149330442929627e-05,5.5859069689043817e-05,8.0014064809496592e-05,0.0001458901144197469,0.00021486248992037783
2.4325,1.0934402379871777e-05,2.0266840742201487e-05,3.6160283461437997e-05,5.5861906440485008e-05,7.99525862621025e-05,0.00014573813123856067,0.00021481183631970883
2.435,1.091948964791811e-05,2.0285660920138025e-05,3.6180285778871212e-05,5.5869506406329214e-05,7.9889825258979636e-05,0.0001455867030689159,0.00021475909991038397
2.4375,1.0902806529589794e-05,2.0310528585067718e-05,3.6208611077929539e-05,5.5881041986370634e-05,7.9825332792303483e-05,0.00014543597516298109,0.00021470431801480183
2.44,1.088445154038219e-05,2.0340588682848855e-05,3.6244455228315988e-05,5.5895545880757852e-05,7.9758681300402898e-05,0.00014528604942069007,0.00021464748119701067
2.4425,1.0864566772945132e-05,2.0375048287851843e-05,3.6287014990724509e-05,5.5912004804188747e-05,7.9689575592160823e-05,0.0001451370973105031,0.00021458867979374214
2.445,1.0843308221809035e-05,2.0413143865478872e-05,3.633541891243598e-05,5.5929276588133919e-05,7.9617743270593368e-05,0.00014498921075606304,0.00021452794358681133
2.4475,1.0820854406005403e-05,2.0454167326240697e-05,3.6388773170362916e-05,5.5946147469858952e-05,7.9542992986765694e-05,0.00014484247798829923,0.00021446530785749346
2.45,1.0797393186636202e-05,2.049745925565377e-05,3.6446165594079806e-05,5.5961362892449734e-05,7.9465190570429363e-05,0.00014469694869218084,0.00021440079335802983
2.4525,1.077313225849374e-05,2.0542421939154427e-05,3.650668490611358e-05,5.597368928078829e-05,7.9384280635423209e-05,0.00014455267095550518,0.00021433445606218774
2.455,1.074828636197189e-05,2.0588498710155109e-05,3.6569404595926906e-05,5.5981910695650664e-05,7.9300254463582275e-05,0.00014440966983580685,0.00021426634701121611
2.4575,1.0723069919685351e-05,2.0635167533223796e-05,3.6633380731368449e-05,5.5984882287671726e-05,7.9213152114796062e-05,0.00014426795173683686,0.00021419651719483288
2.46,1.0697696475450076e-05,2.0681929802254437e-05,3.6697636541182643e-05,5.5981597114804635e-05,7.9123047472697439e-05,0.00014412749606260432,0.00021412502044538918
2.4625,1.067237329513822e-05,2.0728295933944107e-05,3.6761152902689326e-05,5.5971226683210624e-05,7.9030039051682915e-05,0.00014398826355288021,0.00021405191633251831
2.465,1.0647296777895809e-05,2.0773768722099525e-05,3.6822829943505042e-05,5.5953156759119782e-05,7.8934237299395913e-05,0.00014385018526124637,0.00021397724813496889
2.4675,1.0622653928346593e-05,2.0817834497586905e-05,3.6881478807732301e-05,5.5927003995715348e-05,7.8835765544762456e-05,0.00014371317157793536,0.000213901056593218
