Physical Time (s),ea_bot Monitor (kg-m/s^3): bot_cv1,ea_bot Monitor (kg-m/s^3): bot_cv2,ea_bot Monitor (kg-m/s^3): bot_cv3,ea_bot Monitor (kg-m/s^3): bot_cv4,ea_bot Monitor (kg-m/s^3): bot_cv5,ea_bot Monitor (kg-m/s^3): bot_cv6,ea_bot Monitor (kg-m/s^3): bot_cv7
1.9275,2.7701340266830837e-10,4.658939773148072e-10,6.2936330901277364e-10,7.1765911462556146e-10,5.0990744952986773e-10,9.9283193500984077e-12,-1.5025796175154385e-11
1.93,2.758465972269688e-10,4.6413634107472035e-10,6.2728430314846019e-10,7.1686622896101057e-10,5.133270740723028e-10,9.4183282568814263e-12,-1.5640662511654938e-11
1.9325,2.7475125732269262e-10,4.6247720799046238e-10,6.2530080214443508e-10,7.1611443824882085e-10,5.1675514269965917e-10,8.9211595611745885e-12,-1.6256509449412938e-11
1.935,2.7373186329885373e-10,4.6092290670205637e-10,6.2342113154078423e-10,7.1541336319099975e-10,5.2019804815817361e-10,8.4395911308426039e-12,-1.6871298621611834e-11
1.9375,2.7279220399654208e-10,4.59478843455848e-10,6.2165271196763354e-10,7.1477233130597234e-10,5.2366236065474985e-10,7.9765910111355678e-12,-1.7482788217291307e-11
1.94,2.7193535290801803e-10,4.5814943480500911e-10,6.2000194346782763e-10,7.1419995394930989e-10,5.2715434851229967e-10,7.5349552952097193e-12,-1.8088839947342601e-11
1.9425,2.7116344445144242e-10,4.5693785415365727e-10,6.1847379756615227e-10,7.1370321624822907e-10,5.3067844897405936e-10,7.1162257762969161e-12,-1.868853141220465e-11
1.945,2.7047755879686054e-10,4.5584551304793529e-10,6.1707093994705834e-10,7.1328716000000299e-10,5.3423791153650888e-10,6.7212096353862995e-12,-1.9281616063972455e-11
1.9475,2.698779235984577e-10,4.54872315983683e-10,6.1579376634429787e-10,7.1295378284352206e-10,5.3783427859383766e-10,6.3494677726766144e-12,-1.9869020507148603e-11
1.95,2.6936417125913837e-10,4.5401725572184115e-10,6.1464124896975269e-10,7.1270349612652651e-10,5.4146797686851691e-10,6.0000278447195054e-12,-2.0452129840846773e-11
1.9525,2.6893535884236018e-10,4.5327846072500946e-10,6.1361148434364419e-10,7.1253600802032913e-10,5.451395620455932e-10,5.6725336442716179e-12,-2.1031676765854724e-11
1.955,2.6858986758063396e-10,4.5265343266113677e-10,6.1270219765754956e-10,7.1245066070294449e-10,5.4884866842134502e-10,5.365769124967019e-12,-2.1609179491348503e-11
1.9575,2.6832514206694072e-10,4.5213877382369641e-10,6.1191046871000618e-10,7.1244703496676159e-10,5.5259539432844804e-10,5.080438022735632e-12,-2.2184131955556932e-11
1.96,2.6813764015554077e-10,4.5172961945342005e-10,6.1123177423687823e-10,7.1252311779432846e-10,5.5637977732196125e-10,4.8179384359038406e-12,-2.2755217849459384e-11
1.9625,2.6802292749474733e-10,4.5141992131846849e-10,6.1066058456357088e-10,7.1267523790958923e-10,5.6019995163371911e-10,4.5784334107178881e-12,-2.3322219226990146e-11
1.965,2.6797570225670791e-10,4.5120218415246781e-10,6.101895869347449e-10,7.1289778166302979e-10,5.640524421344112e-10,4.3610926343964081e-12,-2.3885776366632761e-11
1.9675,2.6798997193907854e-10,4.5106789702682686e-10,6.0980965358596587e-10,7.1318294673225248e-10,5.6793162493493369e-10,4.1645789222428529e-12,-2.444695383796358e-11
1.97,2.6805927067253016e-10,4.510077848211139e-10,6.0951049918178411e-10,7.1352270374463429e-10,5.7183240584003649e-10,3.9885458540596761e-12,-2.5005744534908775e-11
1.9725,2.6817686923410196e-10,4.5101195364668413e-10,6.0928094732510209e-10,7.1390778687441673e-10,5.7574848683434205e-10,3.8315731913948835e-12,-2.5563102415392947e-11
1.975,2.6833574847370889e-10,4.51070056767999e-10,6.0910911339742262e-10,7.1432801668345162e-10,5.7967321735756636e-10,3.6918033514546726e-12,-2.6120311785207906e-11
1.9775,2.6852765033440377e-10,4.5117042416494673e-10,6.0898233983133837e-10,7.1477051121527297e-10,5.8359648013294774e-10,3.5628491773112002e-12,-2.6682724512776966e-11
1.98,2.6874466376579249e-10,4.5130179481912069e-10,6.0889026589630354e-10,7.1523112229990543e-10,5.8752093577563545e-10,3.4554209183929651e-12,-2.723906633182259e-11
1.9825,2.6897792034170415e-10,4.514520868804938e-10,6.08820329078661e-10,7.1570057657230863e-10,5.9144027171916952e-10,3.3703812769530364e-12,-2.7787949923021261e-11
1.985,2.6921774267224046e-10,4.5160750732522689e-10,6.0875442768943999e-10,7.1615604733556431e-10,5.9533046873935883e-10,3.290453770355339e-12,-2.834607617087819e-11
1.9875,2.6945500959387295e-10,4.5175404942294295e-10,6.0867376816691665e-10,7.1657444399391675e-10,5.9916996469998848e-10,3.2023647149357129e-12,-2.8926080483429097e-11
1.99,2.6968196625029762e-10,4.5187938845412441e-10,6.0856458308978175e-10,7.1694485543848082e-10,6.029544568764081e-10,3.1103314443692509e-12,-2.9522903267263963e-11
1.9925,2.6989098263663046e-10,4.5197222397244013e-10,6.0841629560165136e-10,7.1726273315948027e-10,6.0668665070994107e-10,3.0234728926737691e-12,-3.0126280695771031e-11
1.995,2.7007292784789267e-10,4.5202016094617483e-10,6.0821625959271827e-10,7.1751774330477358e-10,6.1035980536524606e-10,2.9410026461657727e-12,-3.0735720927250958e-11
1.9975,2.7021743224948898e-10,4.5200961808081642e-10,6.0794893682069687e-10,7.1769346790084782e-10,6.1395891946096141e-10,2.8547379939557687e-12,-3.1358266849331116e-11
2.0,2.7031457421215067e-10,4.519275832861753e-10,6.0759915440259032e-10,7.1777539915710085e-10,6.1747148713907339e-10,2.7605262323682741e-12,-3.199719146238717e-11
2.0025,2.7035602950035611e-10,4.5176297622800713e-10,6.0715438784035718e-10,7.1775125874352067e-10,6.2088803793531053e-10,2.6574333213772763e-12,-3.2652805538232436e-11
2.005,2.703348197609294e-10,4.5150639232744737e-10,6.0660456881832694e-10,7.1761083647278067e-10,6.2420002863636371e-10,2.544160310668768e-12,-3.3325821404702316e-11
2.0075,2.7024459435944931e-10,4.5114890275785346e-10,6.0594003438434739e-10,7.1734496689876809e-10,6.273986102707924e-10,2.4181360929760182e-12,-3.4018056108541417e-11
2.01,2.700794222007633e-10,4.5068161324827465e-10,6.0515080102769868e-10,7.1694389808618676e-10,6.3047437420220885e-10,2.2756441355895946e-12,-3.4732312572801464e-11
2.0125,2.6983341656602733e-10,4.5009546079055643e-10,6.0422644358235706e-10,7.163987988209577e-10,6.3342151755038425e-10,2.1195877973543301e-12,-3.546537655114579e-11
2.015,2.6950156973747171e-10,4.4938234622109938e-10,6.0315646455397179e-10,7.1569569844299627e-10,6.3622208642316144e-10,1.9328067360122206e-12,-3.6233116233638976e-11
2.0175,2.6908034340879138e-10,4.4853589827112409e-10,6.0193146592388653e-10,7.1482239420759286e-10,6.3886105263818154e-10,1.7013409576064991e-12,-3.7048335736831725e-11
2.02,2.685679126468443e-10,4.4755319562526659e-10,6.0054795603621975e-10,7.1377938450737573e-10,6.4134335504835722e-10,1.4345124106027194e-12,-3.7901170233101755e-11
2.0225,2.6796303765422675e-10,4.4643373666937907e-10,5.9900736915963894e-10,7.1257306539785656e-10,6.4367898304482392e-10,1.1475322096555316e-12,-3.8776314945656683e-11
2.025,2.6726393992618787e-10,4.4517691242896923e-10,5.9731081163266517e-10,7.1120344709080335e-10,6.4586750395113531e-10,8.4418260342129457e-13,-3.9670493138575161e-11
2.0275,2.6646887552479653e-10,4.4378177197114019e-10,5.9545779973670484e-10,7.0966621513166966e-10,6.4790037852223588e-10,5.1889732920934544e-13,-4.0590190904343101e-11
2.03,2.6557807080147661e-10,4.422493914408453e-10,5.9345008431203473e-10,7.0796266029961471e-10,6.4977681251879729e-10,1.7230899631885839e-13,-4.1535747685207261e-11
2.0325,2.6459433894913523e-10,4.4058386811211185e-10,5.9129258530769844e-10,7.0609954008784667e-10,6.5150113657172254e-10,-1.9171172389314185e-13,-4.2503986810477996e-11
2.035,2.6352233080215336e-10,4.3879146120451816e-10,5.8899234040403185e-10,7.0408437484521823e-10,6.5307735290386465e-10,-5.707821880683819e-13,-4.3492802557400592e-11
2.0375,2.6236735303588869e-10,4.3687923238320488e-10,5.8655690621279997e-10,7.0192387490278362e-10,6.5450794347666283e-10,-9.6459327884090201e-13,-4.4501977296650128e-11
2.04,2.6113485269055637e-10,4.34854656796714e-10,5.8399465365073413e-10,6.9962602763774059e-10,6.5579852381212531e-10,-1.3694330002467517e-12,-4.5528139882276724e-11
2.0425,2.5983058094666191e-10,4.3272584168618203e-10,5.8131490463144457e-10,6.9720045081482447e-10,6.5695694461946322e-10,-1.779905865500539e-12,-4.6566668399973611e-11
2.045,2.5846090516795949e-10,4.3050186940934865e-10,5.7852796300749406e-10,6.9465735485292611e-10,6.579909523797276e-10,-2.1918201752948858e-12,-4.761473257120582e-11
2.0475,2.5703299783319466e-10,4.2819290800081089e-10,5.7564532278614832e-10,6.9200810893133055e-10,6.5890765292075358e-10,-2.6019824599595599e-12,-4.8670885993589304e-11
2.05,2.5555474948350871e-10,4.258101601189954e-10,5.726795138580284e-10,6.8926557625308823e-10,6.5971652549570494e-10,-3.0052165347957394e-12,-4.9731802068442823e-11
2.0525,2.5403448430113337e-10,4.2336542083132595e-10,5.6964360609526379e-10,6.864424816419426e-10,6.6042687314020754e-10,-3.3970112938927957e-12,-5.0794720743941244e-11
2.055,2.5248074338516214e-10,4.2087074378869576e-10,5.6655141788330612e-10,6.8355287991295453e-10,6.6104867571374727e-10,-3.7725942402220533e-12,-5.1856384518071847e-11
2.0575,2.5090201811203329e-10,4.1833801693828639e-10,5.6341696334503538e-10,6.8061054599915378e-10,6.6159201389941466e-10,-4.1278406661691404e-12,-5.2914049897208049e-11
2.06,2.4930664345673191e-10,4.1577891817304964e-10,5.6025356235820315e-10,6.7762879045771569e-10,6.6206688195713055e-10,-4.4586515650607572e-12,-5.3964924392583912e-11
2.0625,2.4770302084913718e-10,4.1320553824927497e-10,5.5707491257269763e-10,6.7462092973066948e-10,6.6248322475443692e-10,-4.7605708893649985e-12,-5.5005960955676807e-11
2.065,2.4609955051680101e-10,4.1063018976936837e-10,5.5389496672949097e-10,6.7160060924174366e-10,6.6285080079390674e-10,-5.0303182903863265e-12,-5.6035384707697183e-11
2.0675,2.4450459541657956e-10,4.0806482429293451e-10,5.5072744216937741e-10,6.6858159220994446e-10,6.6317905349177988e-10,-5.2657330899505769e-12,-5.7052574039723978e-11
2.07,2.4292631964945249e-10,4.0552087905729705e-10,5.475852129976212e-10,6.6557675469558917e-10,6.6347683328775085e-10,-5.4651540138371442e-12,-5.8057444526680219e-11
2.0725,2.4137277701484614e-10,4.0300966423327015e-10,5.4448101569985264e-10,6.6259910718939458e-10,6.6375484935868791e-10,-5.6243333209001847e-12,-5.904729820828697e-11
2.075,2.3985159866450951e-10,4.0054211322555475e-10,5.414275616985626e-10,6.5966207238489684e-10,6.6402438136042551e-10,-5.7390759239707093e-12,-6.001947087129486e-11
2.0775,2.3836978563150044e-10,3.9812842642286885e-10,5.3843696974710917e-10,6.567780429762937e-10,6.6429464722427099e-10,-5.8073481103406184e-12,-6.0973410082573034e-11
2.08,2.3693377027489235e-10,3.9577802399258619e-10,5.3552047850039196e-10,6.5395833577255548e-10,6.6457414018208587e-10,-5.8276924379061654e-12,-6.1909116071933516e-11
2.0825,2.3554936694325906e-10,3.9349951844920124e-10,5.3268797501599005e-10,6.5121311764777928e-10,6.6487141699473095e-10,-5.798080423305231e-12,-6.2826009726415016e-11
2.085,2.3422206819071122e-10,3.9130087085205686e-10,5.2994829069868095e-10,6.4855122668022817e-10,6.6519355519721968e-10,-5.7182948337308148e-12,-6.3725212368063834e-11
2.0875,2.3295721764568998e-10,3.8918966859926461e-10,5.2730999250392511e-10,6.4598191300569383e-10,6.6554753576135464e-10,-5.5872539773170096e-12,-6.460689127270681e-11
2.09,2.3175954420409229e-10,3.8717304036254578e-10,5.2478183468033701e-10,6.4351436632192332e-10,6.6594125021811994e-10,-5.4028436441225139e-12,-6.5470114913366767e-11
2.0925,2.3063272475906289e-10,3.8525689237054772e-10,5.2237176253795412e-10,6.4115757138324328e-10,6.6638348411733133e-10,-5.1616106587559352e-12,-6.631256131485123e-11
2.095,2.295795845227678e-10,3.834458062498855e-10,5.2008589755999426e-10,6.3891886810663283e-10,6.6688109631354657e-10,-4.8627279862998157e-12,-6.7134443743012624e-11
2.0975,2.2860263545751051e-10,3.8174352703296479e-10,5.1792844396376426e-10,6.3680327556095742e-10,6.6743903866828635e-10,-4.5072240595543345e-12,-6.7937772938341751e-11
2.1,2.277041701914595e-10,3.8015352338864691e-10,5.1590289412219254e-10,6.3481443564042909e-10,6.6806035440523842e-10,-4.0974862246989349e-12,-6.8725921461913987e-11
2.1025,2.2688612278820306e-10,3.7867912692027266e-10,5.1401302815274814e-10,6.3295598071278819e-10,6.6874969309753503e-10,-3.6329253388264331e-12,-6.9499328878540094e-11
2.105,2.2614989146912779e-10,3.7732304965753403e-10,5.122627949578541e-10,6.3123260235294183e-10,6.6951226942295847e-10,-3.1125261328175738e-12,-7.0258005076242714e-11
2.1075,2.2549623115790045e-10,3.7608684664411297e-10,5.1065493408052966e-10,6.2964891283527704e-10,6.7035370798366955e-10,-2.533915631305337e-12,-7.1000623276283253e-11
2.11,2.249252422714435e-10,3.749709368593697e-10,5.0919050269658515e-10,6.2820737761055848e-10,6.7127772971384411e-10,-1.8950851489889682e-12,-7.1726194909093912e-11
2.1125,2.24436313489006e-10,3.7397498927980527e-10,5.0786971703624001e-10,6.2690882390111485e-10,6.7228693259296982e-10,-1.1945258454335088e-12,-7.2434110274262211e-11
2.115,2.2402811521089588e-10,3.7309821168680456e-10,5.0669271480523601e-10,6.2575415625792441e-10,6.73383990073063e-10,-4.3118677869957464e-13,-7.3124116630747887e-11
2.1175,2.2369882589919036e-10,3.7233912393566222e-10,5.0565846676961062e-10,6.2474311481145501e-10,6.7457093593281872e-10,3.9612655877587727e-13,-7.3795872583086013e-11
2.12,2.2344663595485697e-10,3.7169584988135675e-10,5.0476469504661096e-10,6.2387429989753824e-10,6.7584833083444957e-10,1.2874887968138819e-12,-7.4450135177902477e-11
2.1225,2.2326990612591328e-10,3.7116649411226819e-10,5.0400928356407021e-10,6.2314681918922286e-10,6.7721820234662331e-10,2.2451259613026906e-12,-7.5085412446073647e-11
2.125,2.2316668877021704e-10,3.7074905379770695e-10,5.0339074442198166e-10,6.2256031862733125e-10,6.786829015413737e-10,3.2716189375764689e-12,-7.5699896332467824e-11
2.1275,2.2313413656169192e-10,3.7044087182636021e-10,5.0290765944201445e-10,6.2211441663082955e-10,6.8024490617903218e-10,4.3709422384053379e-12,-7.6290504655506394e-11
2.13,2.2316842039246035e-10,3.7023805225290028e-10,5.0255736230982968e-10,6.2180765347271971e-10,6.8190500196161874e-10,5.5451057325057665e-12,-7.6856283151843206e-11
2.1325,2.2326537806913266e-10,3.7013567558387835e-10,5.0233516388556935e-10,6.2163650081398238e-10,6.8366155734508278e-10,6.795604657806736e-12,-7.7396841247251721e-11
2.135,2.2342120055342722e-10,3.701287541109201e-10,5.0223548843107049e-10,6.2159648536731582e-10,6.8551372715225053e-10,8.1263042236651795e-12,-7.7909467296050915e-11
2.1375,2.2363241963788381e-10,3.702128093086681e-10,5.0225359161631119e-10,6.2168384642872862e-10,6.8746108200268437e-10,9.5420626031418082e-12,-7.8390497283800339e-11
2.14,2.2389522650215064e-10,3.7038339833010398e-10,5.0238541869803997e-10,6.2189553949182002e-10,6.8950391424804745e-10,1.1046927902299333e-11,-7.8837013685542073e-11
2.1425,2.2420510450537133e-10,3.7063548154651528e-10,5.0262640795479033e-10,6.2222830403708673e-10,6.9164202031423899e-10,1.264491055729585e-11,-7.9246101944663992e-11
2.145,2.2455701387728987e-10,3.7096311128528469e-10,5.0297088169280947e-10,6.2267763203061782e-10,6.9387401088763261e-10,1.433967681990656e-11,-7.9615053237853393e-11
2.1475,2.2494584557267392e-10,3.7135971519834428e-10,5.0341168279910791e-10,6.2323709990718611e-10,6.9619599992283791e-10,1.6133408105822382e-11,-7.9942614012812363e-11
2.15,2.2536682781695617e-10,3.718188808187796e-10,5.0394126178924021e-10,6.2389930295632052e-10,6.986032543400852e-10,1.8026959692270761e-11,-8.0228910763540847e-11
2.1525,2.2581546745239981e-10,3.7233477577893775e-10,5.0455283511765124e-10,6.2465718223082778e-10,7.0109065783006428e-10,2.0022241468007824e-11,-8.0472977983691547e-11
2.155,2.2628740623452821e-10,3.7290184042944969e-10,5.0524000194214398e-10,6.2550387304191631e-10,7.0365285100596001e-10,2.2120530149670066e-11,-8.0674469344947866e-11
2.1575,2.2677850331721496e-10,3.7351463839055176e-10,5.0599636082621605e-10,6.264325902282202e-10,7.0628453425179384e-10,2.4324008102873571e-11,-8.0832060825949969e-11
2.16,2.2728537836053298e-10,3.7416852977542287e-10,5.0681598070042211e-10,6.2743707150455699e-10,7.08983370335762e-10,2.6636974496496185e-11,-8.0938596626687255e-11
2.1625,2.2780377095303844e-10,3.7485752683741963e-10,5.0769113055127597e-10,6.2850708662603967e-10,7.1173655836799917e-10,2.9059029964791132e-11,-8.0997796173560147e-11
2.165,2.2832979511742738e-10,3.7557572941516068e-10,5.0861426883576889e-10,6.2963413216188308e-10,7.145327151586152e-10,3.158661579164794e-11,-8.101625548246029e-11
2.1675,2.288598865597754e-10,3.763179331466701e-10,5.0957984993522655e-10,6.3081488567169492e-10,7.17371003554478e-10,3.4226615158027232e-11,-8.0987863975563124e-11
2.17,2.2939024060080553e-10,3.7707837238358668e-10,5.1058116633723158e-10,6.320438690431308e-10,7.2025029851500376e-10,3.6986955406111844e-11,-8.0903721777794126e-11
2.1725,2.2991666504532888e-10,3.7785060772008025e-10,5.1160935529413403e-10,6.3330962278610893e-10,7.2315998124289701e-10,3.9866411513074766e-11,-8.0763387881163619e-11
2.175,2.3043488639275687e-10,3.7862867433105548e-10,5.1265598276655203e-10,6.3459923867639851e-10,7.2608360580907443e-10,4.2855629387458764e-11,-8.0574704465697296e-11
2.1775,2.3094099937792439e-10,3.7940723771523072e-10,5.1371361427104962e-10,6.3590161986305304e-10,7.2900555805817761e-10,4.5945076214346182e-11,-8.0346344844956719e-11
2.18,2.3143197811795088e-10,3.8018130412702362e-10,5.1477444835715255e-10,6.3720654912155513e-10,7.3191253374359623e-10,4.9126919163499745e-11,-8.0085455997755334e-11
2.1825,2.3190625915521648e-10,3.8094695900662274e-10,5.1583114866918315e-10,6.3850456186058414e-10,7.3479308711795056e-10,5.2394994579199348e-11,-7.9797087422276016e-11
2.185,2.3236316322848896e-10,3.8170147628502104e-10,5.1687791348014558e-10,6.397877331251249e-10,7.3763772634218414e-10,5.5746051794445421e-11,-7.9482568082791683e-11
2.1875,2.3280190588461858e-10,3.8244227676122523e-10,5.1790956545729207e-10,6.4104842432718234e-10,7.4043623811123138e-10,5.9176109907824201e-11,-7.9143256621723388e-11
2.19,2.3322122849385361e-10,3.8316616181428221e-10,5.189203517624511e-10,6.4227817353755586e-10,7.4317642881735933e-10,6.2679358831142382e-11,-7.8781914881090472e-11
2.1925,2.3361966610546911e-10,3.8386957965080553e-10,5.199041944625483e-10,6.4346851684139126e-10,7.4584674302235213e-10,6.62497287912467e-11,-7.8401522116852905e-11
2.195,2.3399580661507304e-10,3.845489144138895e-10,5.2085496786608115e-10,6.446110741675658e-10,7.4843608219730341e-10,6.9881550327143106e-11,-7.8004308549925873e-11
2.1975,2.3434816905983214e-10,3.8520043156323263e-10,5.2176641907238076e-10,6.4569700552048133e-10,7.5092940063768369e-10,7.3560333347336403e-11,-7.7605392278314152e-11
2.2,2.3467550360097686e-10,3.8582075158923471e-10,5.2263207474280858e-10,6.4671728848697886e-10,7.5331665080278789e-10,7.7277077426869918e-11,-7.7206515641117212e-11
2.2025,2.349763969652366e-10,3.8640614282935271e-10,5.2344581305395613e-10,6.4766352861235636e-10,7.555906800796577e-10,8.1033440719634517e-11,-7.6798931019993491e-11
2.205,2.3524902824017579e-10,3.8695197646480224e-10,5.242002461476472e-10,6.48525166169363e-10,7.5773856067760207e-10,8.4822908022542296e-11,-7.6384959276847449e-11
2.2075,2.3549154141395981e-10,3.8745358433437586e-10,5.2488634928232064e-10,6.4928856906575169e-10,7.5973994092992414e-10,8.8622451219317788e-11,-7.5985373600807644e-11
2.21,2.3570252415554584e-10,3.8790751112222718e-10,5.2549637675614526e-10,6.499424958322661e-10,7.6157704205151402e-10,9.2407927962526999e-11,-7.5621909259681285e-11
2.2125,2.3588127000077883e-10,3.8831117923525644e-10,5.2602507987273154e-10,6.5048087295213974e-10,7.6324112391522903e-10,9.6168500346682693e-11,-7.5301524878368218e-11
2.215,2.3602692264467151e-10,3.8866158715743971e-10,5.2646851974441884e-10,6.5090031932089451e-10,7.6472894261843293e-10,9.9902154747486182e-11,-7.5021574272537872e-11
2.2175,2.3613787635272528e-10,3.8895479461044156e-10,5.2682226999325933e-10,6.5119627341274177e-10,7.6603649191317244e-10,1.036079603683524e-10,-7.4777597337519418e-11
2.22,2.362119485901316e-10,3.8918619368272644e-10,5.2708033254234636e-10,6.5136149736220889e-10,7.6715548805639764e-10,1.0727830264563089e-10,-7.4572404055577851e-11
2.2225,2.3624722969682047e-10,3.8935193608541579e-10,5.2723694226868443e-10,6.5138894691463083e-10,7.6807745529403338e-10,1.109035043774662e-10,-7.4411692302401747e-11
2.225,2.3624234728033538e-10,3.8944951361679312e-10,5.2728802535212989e-10,6.5127353111476843e-10,7.6879633028160378e-10,1.144753415407468e-10,-7.4300717840842597e-11
2.2275,2.3619626553370311e-10,3.8947700913604945e-10,5.2723084766339066e-10,6.5101188053453157e-10,7.693087378883365e-10,1.1798662111107061e-10,-7.42440900479935e-11
2.23,2.3610807633723412e-10,3.8943255396231007e-10,5.2706306567635565e-10,6.5060155931448268e-10,7.6961245982911192e-10,1.2142902356587857e-10,-7.4247613708478192e-11
2.2325,2.3597680781454933e-10,3.8931421642306336e-10,5.2678271006850161e-10,6.5004068366568872e-10,7.697058645203706e-10,1.2479589517712552e-10,-7.4315910409660513e-11
2.235,2.3580137791543196e-10,3.8911993267784327e-10,5.2638789661315306e-10,6.4932902215744218e-10,7.6958952862105632e-10,1.2808473579038497e-10,-7.4449891834188132e-11
2.2375,2.3558077141779222e-10,3.8884778837633217e-10,5.2587720896151344e-10,6.4846694391280351e-10,7.6926636916005437e-10,1.3129521589592784e-10,-7.4648495668604156e-11
2.24,2.3531419700870861e-10,3.884963462358401e-10,5.2525007482436861e-10,6.4745583336705532e-10,7.6874044607202979e-10,1.3442862505343411e-10,-7.4909627117793338e-11
2.2425,2.3500097874177003e-10,3.8806460149568262e-10,5.2450667814197386e-10,6.4629835923679154e-10,7.6801681908921893e-10,1.3748535853919823e-10,-7.5231935570819344e-11
2.245,2.346406414558785e-10,3.8755203234392402e-10,5.236480691470667e-10,6.4499798302576086e-10,7.6710150987581886e-10,1.4046626254815487e-10,-7.5613726931173659e-11
2.2475,2.3423245409306129e-10,3.8695806460429131e-10,5.2267540815645494e-10,6.4355775251440428e-10,7.6600119707187267e-10,1.4337580648934831e-10,-7.6045498988838779e-11
2.25,2.3377664977723319e-10,3.8628327059244332e-10,5.2159198874084461e-10,6.4198599958106005e-10,7.6473005233910818e-10,1.4622672033716315e-10,-7.6517937352676263e-11
2.2525,2.3327348955629029e-10,3.8552895201146273e-10,5.2040163500108064e-10,6.4029049506052884e-10,7.6329971834729938e-10,1.4901791065049655e-10,-7.7036210952065753e-11
2.255,2.3272277388337266e-10,3.8469574165583058e-10,5.1910594581467954e-10,6.3847256741151947e-10,7.6171133279938638e-10,1.5173816285080023e-10,-7.761278184766587e-11
2.2575,2.3212481766267187e-10,3.8378424573371053e-10,5.1770678352874173e-10,6.3653490127899316e-10,7.5996950627041643e-10,1.5439117547965224e-10,-7.8243252741655484e-11
2.26,2.3148129210161806e-10,3.8279675104566229e-10,5.1620982325636786e-10,6.3448774670455385e-10,7.5809119307680328e-10,1.5699762722773092e-10,-7.8907156077024036e-11
2.2625,2.3079432449262948e-10,3.8173694045017344e-10,5.1462310313067987e-10,6.3234421271900187e-10,7.5609678718954228e-10,1.5957806457971082e-10,-7.9586514376523177e-11
2.265,2.3006522781522023e-10,3.8060820507225346e-10,5.1295356543803435e-10,6.3011478445197705e-10,7.5400063031553807e-10,1.6213994496267108e-10,-8.0278123012550697e-11
2.2675,2.2929452264074476e-10,3.7941291167639269e-10,5.1120613187663982e-10,6.2780718470249901e-10,7.5181289459913802e-10,1.6468554765430495e-10,-8.0984073500856911e-11
2.27,2.2848292797655884e-10,3.7815325406592455e-10,5.0938514549211748e-10,6.2542847699754007e-10,7.4954423886302696e-10,1.6721851091060234e-10,-8.1704084119976284e-11
2.2725,2.2763200210165272e-10,3.7683211035124257e-10,5.074958134061664e-10,6.22986813101243e-10,7.4720665554383117e-10,1.697448808459466e-10,-8.2434562651603802e-11
2.275,2.2674415894561935e-10,3.7545344711784176e-10,5.0554481845977601e-10,6.2049195116676534e-10,7.448137168614814e-10,1.7227366631901906e-10,-8.316847631852348e-11
2.2775,2.2582232994606414e-10,3.7402203833868788e-10,5.0353987220892155e-10,6.1795455435319682e-10,7.4237909606557828e-10,1.7481285248366549e-10,-8.3900011540563903e-11
2.28,2.2486961934766852e-10,3.7254294783162548e-10,5.0148874809781516e-10,6.1538494514234031e-10,7.3991603705839975e-10,1.7737201247071284e-10,-8.4621942885903829e-11
2.2825,2.2388932260982332e-10,3.710213863529364e-10,4.993991548309183e-10,6.1279303112649257e-10,7.3743735008329385e-10,1.7995991773113537e-10,-8.532815096658917e-11
2.285,2.2288481315959666e-10,3.6946251591195496e-10,4.972783783580019e-10,6.1018776466749657e-10,7.3495429086301161e-10,1.8258466189406078e-10,-8.6013244301828416e-11
2.2875,2.2185976646251564e-10,3.678717228230296e-10,4.9513330788310738e-10,6.0757836384998066e-10,7.3247939522637951e-10,1.8525446457859831e-10,-8.6676608574832479e-11
2.29,2.2081704311229514e-10,3.6625350636632748e-10,4.9296958636253068e-10,6.0496944568659738e-10,7.3001501699468685e-10,1.8796259225391274e-10,-8.7324884833596501e-11
2.2925,2.197599624911314e-10,3.6461207727489768e-10,4.9079219801515116e-10,6.0236566395749588e-10,7.275651113498311e-10,1.9071121212621991e-10,-8.7955058557437069e-11
2.295,2.1869282723590292e-10,3.629529559899801e-10,4.8860774675843504e-10,5.9977653659009068e-10,7.2514352880570851e-10,1.9351542386990193e-10,-8.8553913854450015e-11
2.2975,2.1761975003259174e-10,3.6128235138686869e-10,4.8642443938427156e-10,5.9721309609459713e-10,7.2276553193205994e-10,1.9638584646661282e-10,-8.9114959670140105e-11
2.3,2.1654334001820604e-10,3.5960501842351825e-10,4.8424875107822814e-10,5.9468141354565917e-10,7.204363241359471e-10,1.9931773053644297e-10,-8.964662151177321e-11
2.3025,2.1546497317717629e-10,3.5792377430830165e-10,4.8208442920907651e-10,5.9218376551686674e-10,7.1815462214681571e-10,2.0230287543264589e-10,-9.0158933885631883e-11
2.305,2.1438642778500087e-10,3.5624149877654318e-10,4.7993468110770587e-10,5.8972294858441151e-10,7.1592121165644382e-10,2.0533905397264655e-10,-9.0654480147776844e-11
2.3075,2.1331094077721654e-10,3.5456254956061122e-10,4.7780369831959374e-10,5.8730307178697074e-10,7.1373982158233632e-10,2.0842770177875157e-10,-9.1131982501438897e-11
2.31,2.1224333455187852e-10,3.5289311468056201e-10,4.7569701999572997e-10,5.8492881552005606e-10,7.1161451314827776e-10,2.1157143054417352e-10,-9.1589457703280053e-11
2.3125,2.1118913234560486e-10,3.5124031446068028e-10,4.736212520989234e-10,5.8260539003030072e-10,7.0954912395896138e-10,2.1477084839601132e-10,-9.2026812374281843e-11
