Physical Time (s),FreestreamTemperature Monitor (K)
2.78,299.99999999999056
2.7825,299.99999999999045
2.785,299.99999999999039
2.7875,299.99999999999028
2.79,299.99999999999017
2.7925,299.99999999999011
2.795,299.99999999999005
2.7975,299.99999999999011
2.8,299.99999999999011
2.8025,299.99999999999005
2.805,299.99999999999017
2.8075,299.99999999999017
2.81,299.99999999999022
2.8125,299.99999999999028
2.815,299.99999999999039
2.8175,299.99999999999039
2.82,299.99999999999045
2.8225,299.99999999999051
2.825,299.99999999999062
2.8275,299.99999999999085
2.83,299.99999999999102
2.8325,299.99999999999125
2.835,299.99999999999142
2.8375,299.99999999999164
2.84,299.99999999999187
2.8425,299.9999999999921
2.845,299.99999999999233
2.8475,299.99999999999261
2.85,299.99999999999278
2.8525,299.99999999999307
2.855,299.99999999999335
2.8575,299.99999999999363
2.86,299.99999999999386
2.8625,299.99999999999415
2.865,299.99999999999449
2.8675,299.99999999999483
2.87,299.99999999999511
2.8725,299.99999999999545
2.875,299.99999999999585
2.8775,299.99999999999619
2.88,299.99999999999653
2.8825,299.99999999999687
2.885,299.99999999999721
2.8875,299.9999999999975
2.89,299.99999999999773
2.8925,299.99999999999795
2.895,299.99999999999818
2.8975,299.99999999999835
2.9,299.99999999999852
2.9025,299.99999999999881
2.905,299.99999999999909
2.9075,299.99999999999937
2.91,299.9999999999996
2.9125,299.99999999999983
2.915,300.00000000000006
2.9175,300.00000000000028
2.92,300.00000000000045
2.9225,300.00000000000063
2.925,300.0000000000008
2.9275,300.00000000000102
2.93,300.00000000000114
2.9325,300.00000000000131
2.935,300.00000000000153
2.9375,300.00000000000171
2.94,300.00000000000182
2.9425,300.00000000000193
2.945,300.00000000000199
2.9475,300.00000000000199
2.95,300.00000000000205
2.9525,300.00000000000205
2.955,300.0000000000021
2.9575,300.0000000000021
2.96,300.00000000000205
2.9625,300.00000000000199
2.965,300.00000000000193
2.9675,300.00000000000188
2.97,300.00000000000176
2.9725,300.00000000000165
2.975,300.00000000000148
2.9775,300.00000000000131
2.98,300.00000000000114
2.9825,300.00000000000097
2.985,300.0000000000008
2.9875,300.00000000000063
2.99,300.00000000000045
2.9925,300.00000000000023
2.995,299.99999999999994
2.9975,299.9999999999996
3.0,299.99999999999926
3.0025,299.99999999999898
3.005,299.99999999999869
3.0075,299.99999999999829
3.01,299.99999999999801
3.0125,299.99999999999767
3.015,299.99999999999733
3.0175,299.99999999999699
3.02,299.99999999999665
3.0225,299.99999999999631
3.025,299.99999999999596
3.0275,299.99999999999557
3.03,299.99999999999528
3.0325,299.999999999995
3.035,299.99999999999471
3.0375,299.99999999999437
3.04,299.99999999999403
3.0425,299.99999999999369
3.045,299.99999999999341
3.0475,299.99999999999312
3.05,299.99999999999272
3.0525,299.99999999999238
3.055,299.9999999999921
3.0575,299.99999999999187
3.06,299.99999999999164
3.0625,299.99999999999142
3.065,299.99999999999119
3.0675,299.99999999999096
3.07,299.99999999999073
3.0725,299.99999999999062
3.075,299.99999999999051
3.0775,299.99999999999039
3.08,299.99999999999028
3.0825,299.99999999999022
3.085,299.99999999999017
3.0875,299.99999999999011
3.09,299.99999999999011
3.0925,299.99999999999005
3.095,299.99999999999017
3.0975,299.99999999999022
3.1,299.99999999999028
3.1025,299.99999999999039
3.105,299.99999999999062
3.1075,299.99999999999079
3.11,299.99999999999102
3.1125,299.99999999999125
3.115,299.99999999999147
3.1175,299.9999999999917
3.12,299.99999999999199
3.1225,299.99999999999227
3.125,299.99999999999255
3.1275,299.99999999999284
3.13,299.99999999999318
3.1325,299.99999999999346
3.135,299.99999999999369
3.1375,299.99999999999397
3.14,299.99999999999432
3.1425,299.9999999999946
3.145,299.99999999999494
3.1475,299.99999999999528
3.15,299.99999999999562
3.1525,299.99999999999602
3.155,299.99999999999636
3.1575,299.99999999999665
3.16,299.99999999999699
3.1625,299.99999999999727
3.165,299.99999999999756
3.1675,299.9999999999979
3.17,299.99999999999812
3.1725,299.99999999999841
3.175,299.99999999999881
3.1775,299.99999999999903
3.18,299.99999999999926
3.1825,299.99999999999949
3.185,299.99999999999977
3.1875,300
3.19,300.00000000000017
3.1925,300.00000000000034
3.195,300.00000000000057
3.1975,300.00000000000068
3.2,300.0000000000008
3.2025,300.00000000000097
3.205,300.00000000000114
3.2075,300.00000000000131
3.21,300.00000000000142
3.2125,300.00000000000148
3.215,300.00000000000165
3.2175,300.00000000000165
3.22,300.00000000000171
3.2225,300.00000000000171
3.225,300.00000000000165
3.2275,300.00000000000165
3.23,300.00000000000159
3.2325,300.00000000000148
3.235,300.00000000000136
3.2375,300.00000000000125
3.24,300.00000000000108
3.2425,300.00000000000097
3.245,300.00000000000085
3.2475,300.00000000000074
3.25,300.00000000000057
3.2525,300.00000000000034
3.255,300.00000000000006
3.2575,299.99999999999983
3.26,299.99999999999955
3.2625,299.9999999999992
3.265,299.99999999999886
3.2675,299.99999999999847
3.27,299.99999999999812
3.2725,299.99999999999784
3.275,299.9999999999975
3.2775,299.99999999999716
3.28,299.99999999999682
3.2825,299.99999999999648
3.285,299.99999999999613
3.2875,299.99999999999568
3.29,299.99999999999528
3.2925,299.99999999999488
3.295,299.99999999999443
3.2975,299.99999999999409
3.3,299.99999999999369
3.3025,299.99999999999335
3.305,299.99999999999295
3.3075,299.99999999999255
3.31,299.99999999999221
3.3125,299.99999999999187
3.315,299.99999999999153
3.3175,299.99999999999113
3.32,299.99999999999085
3.3225,299.99999999999056
3.325,299.99999999999034
3.3275,299.99999999999
3.33,299.99999999998983
3.3325,299.9999999999896
3.335,299.99999999998943
3.3375,299.99999999998926
3.34,299.99999999998909
3.3425,299.99999999998892
3.345,299.9999999999888
3.3475,299.99999999998875
3.35,299.99999999998863
3.3525,299.99999999998852
3.355,299.99999999998846
3.3575,299.99999999998846
3.36,299.99999999998846
3.3625,299.99999999998846
3.365,299.99999999998852
3.3675,299.99999999998857
3.37,299.99999999998857
3.3725,299.99999999998863
3.375,299.99999999998869
3.3775,299.9999999999888
3.38,299.99999999998892
3.3825,299.99999999998903
3.385,299.99999999998914
3.3875,299.99999999998937
3.39,299.99999999998954
3.3925,299.99999999998977
3.395,299.99999999999005
3.3975,299.99999999999034
3.4,299.99999999999062
3.4025,299.99999999999096
3.405,299.99999999999119
3.4075,299.99999999999147
3.41,299.99999999999176
3.4125,299.9999999999921
3.415,299.99999999999244
3.4175,299.99999999999278
3.42,299.99999999999318
3.4225,299.99999999999352
3.425,299.99999999999386
3.4275,299.9999999999942
3.43,299.9999999999946
3.4325,299.999999999995
3.435,299.9999999999954
3.4375,299.99999999999579
3.44,299.99999999999613
3.4425,299.99999999999653
3.445,299.99999999999687
3.4475,299.99999999999721
3.45,299.99999999999756
3.4525,299.9999999999979
3.455,299.99999999999824
3.4575,299.99999999999858
3.46,299.99999999999892
3.4625,299.99999999999926
3.465,299.99999999999955
3.4675,299.99999999999983
3.47,300.00000000000017
3.4725,300.00000000000057
3.475,300.00000000000091
3.4775,300.00000000000125
3.48,300.00000000000159
3.4825,300.00000000000182
3.485,300.00000000000205
3.4875,300.00000000000222
3.49,300.00000000000239
3.4925,300.00000000000261
3.495,300.00000000000273
3.4975,300.0000000000029
3.5,300.00000000000301
3.5025,300.00000000000313
3.505,300.00000000000313
3.5075,300.00000000000313
3.51,300.00000000000318
3.5125,300.00000000000318
3.515,300.00000000000313
3.5175,300.00000000000307
3.52,300.00000000000307
3.5225,300.00000000000296
3.525,300.0000000000029
3.5275,300.00000000000279
3.53,300.00000000000267
3.5325,300.00000000000261
3.535,300.0000000000025
3.5375,300.00000000000239
3.54,300.00000000000222
3.5425,300.00000000000199
3.545,300.00000000000176
3.5475,300.00000000000159
3.55,300.00000000000131
3.5525,300.00000000000108
3.555,300.00000000000085
3.5575,300.00000000000051
3.56,300.00000000000017
3.5625,299.99999999999983
3.565,299.99999999999949
3.5675,299.9999999999992
3.57,299.99999999999892
3.5725,299.99999999999858
3.575,299.99999999999829
3.5775,299.9999999999979
3.58,299.99999999999756
3.5825,299.99999999999727
3.585,299.99999999999693
3.5875,299.99999999999653
3.59,299.99999999999619
3.5925,299.99999999999579
3.595,299.99999999999545
3.5975,299.99999999999511
3.6,299.99999999999483
3.6025,299.99999999999454
3.605,299.99999999999426
3.6075,299.99999999999403
3.61,299.9999999999938
3.6125,299.99999999999363
3.615,299.99999999999346
3.6175,299.99999999999329
3.62,299.99999999999312
3.6225,299.99999999999295
3.625,299.99999999999272
3.6275,299.99999999999255
3.63,299.99999999999238
3.6325,299.99999999999227
3.635,299.99999999999216
3.6375,299.9999999999921
3.64,299.99999999999204
3.6425,299.99999999999199
3.645,299.99999999999199
3.6475,299.99999999999199
3.65,299.99999999999204
3.6525,299.9999999999921
3.655,299.99999999999216
3.6575,299.99999999999221
3.66,299.99999999999221
3.6625,299.99999999999227
3.665,299.99999999999238
3.6675,299.9999999999925
3.67,299.99999999999261
3.6725,299.99999999999272
3.675,299.99999999999289
3.6775,299.99999999999307
3.68,299.99999999999324
3.6825,299.99999999999346
3.685,299.99999999999363
3.6875,299.99999999999386
3.69,299.99999999999409
3.6925,299.99999999999432
3.695,299.99999999999449
3.6975,299.99999999999477
3.7,299.999999999995
3.7025,299.99999999999523
3.705,299.99999999999545
3.7075,299.99999999999568
3.71,299.99999999999596
3.7125,299.99999999999619
3.715,299.99999999999636
3.7175,299.99999999999653
3.72,299.9999999999967
3.7225,299.99999999999693
3.725,299.9999999999971
3.7275,299.99999999999727
3.73,299.99999999999744
3.7325,299.99999999999761
3.735,299.99999999999784
3.7375,299.99999999999807
3.74,299.99999999999829
3.7425,299.99999999999847
3.745,299.99999999999858
3.7475,299.99999999999875
3.75,299.99999999999886
3.7525,299.99999999999892
3.755,299.99999999999898
3.7575,299.99999999999903
3.76,299.99999999999909
3.7625,299.99999999999909
3.765,299.99999999999915
3.7675,299.99999999999915
3.77,299.99999999999909
3.7725,299.99999999999898
3.775,299.99999999999892
3.7775,299.99999999999892
3.78,299.99999999999886
3.7825,299.99999999999875
3.785,299.99999999999864
3.7875,299.99999999999852
3.79,299.99999999999841
3.7925,299.99999999999835
3.795,299.99999999999829
3.7975,299.99999999999818
3.8,299.99999999999801
3.8025,299.99999999999784
3.805,299.99999999999767
3.8075,299.9999999999975
3.81,299.99999999999733
3.8125,299.99999999999716
3.815,299.99999999999699
3.8175,299.99999999999682
3.82,299.99999999999665
3.8225,299.99999999999648
3.825,299.99999999999631
3.8275,299.99999999999608
3.83,299.99999999999585
3.8325,299.99999999999557
3.835,299.99999999999534
3.8375,299.99999999999517
3.84,299.99999999999505
3.8425,299.99999999999494
3.845,299.99999999999477
3.8475,299.99999999999454
3.85,299.99999999999432
3.8525,299.9999999999942
3.855,299.99999999999409
3.8575,299.99999999999392
3.86,299.9999999999938
3.8625,299.99999999999375
3.865,299.99999999999363
3.8675,299.99999999999346
3.87,299.99999999999335
3.8725,299.99999999999324
3.875,299.99999999999318
3.8775,299.99999999999307
3.88,299.99999999999295
3.8825,299.99999999999289
3.885,299.99999999999284
3.8875,299.99999999999278
3.89,299.99999999999278
3.8925,299.99999999999278
3.895,299.99999999999278
3.8975,299.99999999999284
3.9,299.99999999999278
3.9025,299.99999999999278
3.905,299.99999999999284
3.9075,299.99999999999301
3.91,299.99999999999312
3.9125,299.99999999999318
3.915,299.99999999999329
3.9175,299.99999999999335
3.92,299.99999999999346
3.9225,299.99999999999363
3.925,299.9999999999938
3.9275,299.99999999999397
3.93,299.99999999999409
3.9325,299.99999999999426
3.935,299.99999999999443
3.9375,299.9999999999946
3.94,299.99999999999471
3.9425,299.99999999999488
3.945,299.99999999999505
3.9475,299.99999999999517
3.95,299.99999999999534
3.9525,299.99999999999551
3.955,299.99999999999574
3.9575,299.99999999999596
3.96,299.99999999999613
3.9625,299.99999999999636
3.965,299.99999999999659
3.9675,299.99999999999676
3.97,299.99999999999693
3.9725,299.99999999999704
3.975,299.99999999999721
3.9775,299.99999999999739
3.98,299.9999999999975
3.9825,299.99999999999761
3.985,299.99999999999773
3.9875,299.99999999999784
3.99,299.99999999999795
3.9925,299.99999999999807
3.995,299.99999999999818
3.9975,299.99999999999829
4.0,299.99999999999835
4.0025,299.99999999999847
4.005,299.99999999999852
4.0075,299.99999999999858
4.01,299.99999999999864
4.0125,299.99999999999875
4.015,299.99999999999881
4.0175,299.99999999999881
4.02,299.99999999999875
4.0225,299.99999999999881
4.025,299.99999999999886
4.0275,299.99999999999881
4.03,299.99999999999875
4.0325,299.99999999999875
4.035,299.99999999999875
4.0375,299.99999999999864
4.04,299.99999999999852
4.0425,299.99999999999841
4.045,299.99999999999829
4.0475,299.99999999999818
4.05,299.99999999999807
4.0525,299.9999999999979
4.055,299.99999999999773
4.0575,299.99999999999767
4.06,299.99999999999756
4.0625,299.99999999999744
4.065,299.99999999999721
4.0675,299.99999999999699
4.07,299.99999999999676
4.0725,299.99999999999653
4.075,299.99999999999636
4.0775,299.99999999999613
4.08,299.99999999999591
4.0825,299.99999999999568
4.085,299.99999999999551
4.0875,299.99999999999534
4.09,299.99999999999523
4.0925,299.99999999999505
4.095,299.99999999999488
4.0975,299.99999999999466
4.1,299.99999999999449
4.1025,299.99999999999432
4.105,299.9999999999942
4.1075,299.99999999999403
4.11,299.99999999999386
4.1125,299.99999999999375
4.115,299.99999999999363
4.1175,299.99999999999346
4.12,299.99999999999329
4.1225,299.99999999999324
4.125,299.99999999999318
4.1275,299.99999999999312
4.13,299.99999999999307
4.1325,299.99999999999307
4.135,299.99999999999301
4.1375,299.99999999999295
4.14,299.99999999999284
4.1425,299.99999999999289
4.145,299.99999999999289
4.1475,299.99999999999301
4.15,299.99999999999301
4.1525,299.99999999999307
4.155,299.99999999999318
4.1575,299.99999999999324
4.16,299.99999999999335
4.1625,299.99999999999341
4.165,299.99999999999352
4.1675,299.99999999999363
4.17,299.9999999999938
4.1725,299.99999999999392
4.175,299.99999999999403
4.1775,299.9999999999942
4.18,299.99999999999432
4.1825,299.99999999999443
4.185,299.99999999999454
4.1875,299.99999999999471
4.19,299.99999999999483
4.1925,299.99999999999494
4.195,299.99999999999511
4.1975,299.99999999999523
4.2,299.9999999999954
4.2025,299.99999999999557
4.205,299.99999999999574
4.2075,299.99999999999602
4.21,299.99999999999619
4.2125,299.99999999999636
4.215,299.99999999999653
4.2175,299.9999999999967
4.22,299.99999999999693
4.2225,299.99999999999704
4.225,299.99999999999716
4.2275,299.99999999999727
4.23,299.99999999999739
4.2325,299.99999999999756
4.235,299.99999999999767
4.2375,299.99999999999773
4.24,299.99999999999778
4.2425,299.9999999999979
4.245,299.99999999999795
4.2475,299.99999999999807
4.25,299.99999999999818
4.2525,299.99999999999824
4.255,299.99999999999829
4.2575,299.99999999999835
4.26,299.99999999999841
4.2625,299.99999999999841
4.265,299.99999999999847
4.2675,299.99999999999847
4.27,299.99999999999847
4.2725,299.99999999999847
4.275,299.99999999999841
4.2775,299.99999999999835
4.28,299.99999999999829
4.2825,299.99999999999824
4.285,299.99999999999807
4.2875,299.9999999999979
4.29,299.99999999999778
4.2925,299.99999999999767
4.295,299.9999999999975
4.2975,299.99999999999727
4.3,299.99999999999704
4.3025,299.99999999999682
4.305,299.99999999999665
4.3075,299.99999999999642
4.31,299.99999999999625
4.3125,299.99999999999602
4.315,299.99999999999579
4.3175,299.99999999999545
4.32,299.99999999999523
4.3225,299.999999999995
4.325,299.99999999999477
4.3275,299.99999999999449
4.33,299.99999999999426
4.3325,299.99999999999403
4.335,299.9999999999938
4.3375,299.99999999999352
4.34,299.99999999999329
4.3425,299.99999999999307
4.345,299.99999999999272
4.3475,299.99999999999255
4.35,299.99999999999238
4.3525,299.99999999999221
4.355,299.99999999999199
4.3575,299.99999999999176
4.36,299.99999999999153
4.3625,299.99999999999136
4.365,299.99999999999119
4.3675,299.99999999999108
4.37,299.99999999999091
4.3725,299.99999999999073
4.375,299.99999999999056
4.3775,299.99999999999045
4.38,299.99999999999034
4.3825,299.99999999999017
4.385,299.99999999999
4.3875,299.99999999998994
4.39,299.99999999998988
4.3925,299.99999999998977
4.395,299.99999999998977
4.3975,299.99999999998977
4.4,299.99999999998983
4.4025,299.99999999998988
4.405,299.99999999999
4.4075,299.99999999999011
4.41,299.99999999999017
4.4125,299.99999999999028
4.415,299.99999999999039
4.4175,299.99999999999056
4.42,299.99999999999068
4.4225,299.99999999999085
4.425,299.99999999999108
4.4275,299.99999999999136
4.43,299.99999999999164
4.4325,299.99999999999193
4.435,299.99999999999216
4.4375,299.99999999999238
4.44,299.99999999999261
4.4425,299.99999999999289
4.445,299.99999999999324
4.4475,299.99999999999352
4.45,299.99999999999375
4.4525,299.99999999999397
4.455,299.99999999999432
4.4575,299.99999999999466
4.46,299.99999999999494
4.4625,299.99999999999523
4.465,299.99999999999557
4.4675,299.99999999999596
4.47,299.99999999999625
4.4725,299.99999999999653
4.475,299.99999999999682
4.4775,299.9999999999971
4.48,299.99999999999744
4.4825,299.99999999999778
4.485,299.99999999999818
4.4875,299.99999999999858
4.49,299.99999999999892
4.4925,299.99999999999915
4.495,299.99999999999937
4.4975,299.99999999999966
4.5,299.99999999999989
4.5025,300.00000000000017
4.505,300.00000000000034
4.5075,300.00000000000057
4.51,300.00000000000074
4.5125,300.00000000000091
4.515,300.00000000000108
4.5175,300.00000000000125
4.52,300.00000000000136
4.5225,300.00000000000142
4.525,300.00000000000148
4.5275,300.00000000000153
4.53,300.00000000000148
4.5325,300.00000000000148
4.535,300.00000000000142
4.5375,300.00000000000136
4.54,300.00000000000125
4.5425,300.00000000000108
4.545,300.00000000000091
4.5475,300.00000000000074
4.55,300.00000000000057
4.5525,300.00000000000045
4.555,300.00000000000023
4.5575,300
4.56,299.99999999999977
4.5625,299.99999999999955
4.565,299.99999999999932
4.5675,299.99999999999903
4.57,299.99999999999869
4.5725,299.99999999999829
4.575,299.99999999999795
4.5775,299.99999999999761
4.58,299.99999999999733
4.5825,299.99999999999699
4.585,299.99999999999659
4.5875,299.99999999999619
4.59,299.99999999999579
4.5925,299.99999999999534
4.595,299.99999999999494
4.5975,299.99999999999454
4.6,299.9999999999942
4.6025,299.99999999999386
4.605,299.99999999999352
4.6075,299.99999999999324
4.61,299.99999999999295
4.6125,299.99999999999261
4.615,299.99999999999227
4.6175,299.99999999999199
4.62,299.99999999999176
4.6225,299.99999999999153
4.625,299.9999999999913
4.6275,299.99999999999108
4.63,299.99999999999079
4.6325,299.99999999999056
4.635,299.99999999999034
4.6375,299.99999999999017
4.64,299.99999999998994
4.6425,299.99999999998977
4.645,299.99999999998965
4.6475,299.99999999998948
4.65,299.99999999998937
4.6525,299.99999999998931
4.655,299.99999999998926
4.6575,299.99999999998926
4.66,299.99999999998926
4.6625,299.99999999998931
4.665,299.99999999998937
4.6675,299.99999999998948
4.67,299.99999999998954
4.6725,299.99999999998965
4.675,299.99999999998983
4.6775,299.99999999998994
4.68,299.99999999999017
4.6825,299.99999999999034
4.685,299.99999999999051
4.6875,299.99999999999068
4.69,299.99999999999085
4.6925,299.99999999999102
4.695,299.99999999999125
4.6975,299.99999999999153
4.7,299.99999999999181
4.7025,299.99999999999216
4.705,299.9999999999925
4.7075,299.99999999999278
4.71,299.99999999999318
4.7125,299.99999999999352
4.715,299.9999999999938
4.7175,299.99999999999415
4.72,299.99999999999449
4.7225,299.99999999999483
4.725,299.99999999999517
4.7275,299.99999999999551
4.73,299.99999999999591
4.7325,299.99999999999631
4.735,299.9999999999967
4.7375,299.9999999999971
4.74,299.9999999999975
4.7425,299.99999999999784
4.745,299.99999999999818
4.7475,299.99999999999852
4.75,299.99999999999892
4.7525,299.9999999999992
4.755,299.99999999999955
4.7575,299.99999999999983
4.76,300.00000000000017
4.7625,300.00000000000045
4.765,300.00000000000074
4.7675,300.00000000000102
4.77,300.00000000000131
4.7725,300.00000000000165
4.775,300.00000000000188
4.7775,300.0000000000021
4.78,300.00000000000227
4.7825,300.00000000000244
4.785,300.00000000000256
4.7875,300.00000000000261
4.79,300.00000000000267
4.7925,300.00000000000273
4.795,300.00000000000279
4.7975,300.00000000000284
4.8,300.00000000000284
4.8025,300.00000000000284
4.805,300.00000000000279
4.8075,300.00000000000267
4.81,300.00000000000261
4.8125,300.00000000000256
4.815,300.00000000000244
4.8175,300.00000000000227
4.82,300.0000000000021
4.8225,300.00000000000193
4.825,300.00000000000176
4.8275,300.00000000000153
4.83,300.00000000000125
4.8325,300.00000000000108
4.835,300.00000000000085
4.8375,300.00000000000057
4.84,300.00000000000023
4.8425,299.99999999999989
4.845,299.99999999999955
4.8475,299.9999999999992
4.85,299.99999999999886
4.8525,299.99999999999847
4.855,299.99999999999818
4.8575,299.9999999999979
4.86,299.99999999999756
4.8625,299.99999999999721
4.865,299.99999999999687
4.8675,299.99999999999653
4.87,299.99999999999619
4.8725,299.99999999999579
4.875,299.9999999999954
4.8775,299.999999999995
4.88,299.9999999999946
4.8825,299.99999999999426
4.885,299.99999999999392
4.8875,299.99999999999358
4.89,299.99999999999329
4.8925,299.99999999999295
4.895,299.99999999999267
4.8975,299.99999999999238
4.9,299.99999999999216
4.9025,299.99999999999193
4.905,299.99999999999176
4.9075,299.99999999999153
4.91,299.99999999999136
4.9125,299.99999999999119
4.915,299.99999999999102
4.9175,299.99999999999091
4.92,299.99999999999073
4.9225,299.99999999999068
4.925,299.99999999999062
4.9275,299.99999999999056
4.93,299.99999999999051
4.9325,299.99999999999051
4.935,299.99999999999045
4.9375,299.99999999999045
4.94,299.99999999999051
4.9425,299.99999999999056
4.945,299.99999999999056
4.9475,299.99999999999062
4.95,299.99999999999073
4.9525,299.99999999999085
4.955,299.99999999999096
4.9575,299.99999999999119
4.96,299.99999999999136
4.9625,299.99999999999153
4.965,299.99999999999176
4.9675,299.99999999999193
4.97,299.99999999999216
4.9725,299.99999999999233
4.975,299.99999999999255
4.9775,299.99999999999284
4.98,299.99999999999312
4.9825,299.99999999999341
4.985,299.99999999999363
4.9875,299.99999999999392
4.99,299.9999999999942
4.9925,299.9999999999946
4.995,299.999999999995
4.9975,299.99999999999528
5.0,299.99999999999557
5.0025,299.99999999999591
5.005,299.99999999999613
5.0075,299.99999999999648
5.01,299.99999999999682
5.0125,299.9999999999971
5.015,299.99999999999739
5.0175,299.99999999999767
5.02,299.99999999999801
5.0225,299.99999999999835
5.025,299.99999999999864
5.0275,299.99999999999892
5.03,299.9999999999992
5.0325,299.99999999999955
5.035,299.99999999999977
5.0375,300
5.04,300.00000000000023
5.0425,300.00000000000045
5.045,300.00000000000068
5.0475,300.0000000000008
5.05,300.00000000000091
5.0525,300.00000000000102
5.055,300.00000000000114
5.0575,300.00000000000119
5.06,300.00000000000119
5.0625,300.00000000000119
5.065,300.00000000000119
5.0675,300.00000000000114
5.07,300.00000000000114
5.0725,300.00000000000114
5.075,300.00000000000114
5.0775,300.00000000000108
5.08,300.00000000000108
5.0825,300.00000000000097
5.085,300.00000000000091
5.0875,300.0000000000008
5.09,300.00000000000063
5.0925,300.00000000000045
5.095,300.00000000000028
5.0975,300.00000000000011
5.1,299.99999999999994
5.1025,299.99999999999977
5.105,299.99999999999955
5.1075,299.99999999999932
5.11,299.99999999999909
5.1125,299.99999999999881
5.115,299.99999999999841
5.1175,299.99999999999812
5.12,299.99999999999778
5.1225,299.9999999999975
5.125,299.99999999999721
5.1275,299.99999999999693
5.13,299.99999999999665
5.1325,299.99999999999636
5.135,299.99999999999608
5.1375,299.99999999999574
5.14,299.9999999999954
5.1425,299.99999999999511
5.145,299.99999999999477
5.1475,299.99999999999449
5.15,299.9999999999942
5.1525,299.99999999999397
5.155,299.99999999999369
5.1575,299.99999999999346
5.16,299.99999999999329
5.1625,299.99999999999307
5.165,299.99999999999284
5.1675,299.99999999999267
5.17,299.99999999999244
5.1725,299.99999999999227
5.175,299.99999999999204
5.1775,299.99999999999187
5.18,299.9999999999917
5.1825,299.99999999999159
5.185,299.99999999999153
5.1875,299.99999999999147
5.19,299.99999999999142
5.1925,299.99999999999142
5.195,299.99999999999142
5.1975,299.99999999999142
5.2,299.99999999999142
5.2025,299.99999999999136
5.205,299.99999999999136
5.2075,299.99999999999147
5.21,299.99999999999147
5.2125,299.99999999999147
5.215,299.99999999999153
5.2175,299.99999999999164
5.22,299.99999999999187
5.2225,299.99999999999204
5.225,299.99999999999216
5.2275,299.99999999999233
5.23,299.9999999999925
5.2325,299.99999999999272
5.235,299.99999999999289
5.2375,299.99999999999318
5.24,299.99999999999335
5.2425,299.99999999999352
5.245,299.99999999999375
5.2475,299.99999999999397
5.25,299.9999999999942
5.2525,299.99999999999443
5.255,299.99999999999466
5.2575,299.99999999999488
5.26,299.99999999999511
5.2625,299.99999999999534
5.265,299.99999999999557
5.2675,299.99999999999585
5.27,299.99999999999602
5.2725,299.99999999999619
5.275,299.99999999999642
5.2775,299.99999999999665
5.28,299.99999999999693
5.2825,299.99999999999716
5.285,299.99999999999739
5.2875,299.99999999999767
5.29,299.9999999999979
5.2925,299.99999999999812
5.295,299.99999999999829
5.2975,299.99999999999847
5.3,299.99999999999864
5.3025,299.99999999999881
5.305,299.99999999999892
5.3075,299.99999999999903
5.31,299.99999999999909
5.3125,299.99999999999915
5.315,299.99999999999926
5.3175,299.99999999999932
5.32,299.99999999999943
5.3225,299.99999999999949
5.325,299.9999999999996
5.3275,299.99999999999966
5.33,299.9999999999996
5.3325,299.9999999999996
5.335,299.99999999999955
5.3375,299.99999999999943
5.34,299.99999999999932
5.3425,299.9999999999992
5.345,299.99999999999909
5.3475,299.99999999999898
5.35,299.99999999999881
5.3525,299.99999999999858
5.355,299.99999999999841
5.3575,299.99999999999824
5.36,299.99999999999812
5.3625,299.99999999999795
5.365,299.99999999999778
5.3675,299.99999999999761
5.37,299.99999999999744
5.3725,299.99999999999733
5.375,299.99999999999716
5.3775,299.99999999999693
5.38,299.9999999999967
5.3825,299.99999999999642
5.385,299.99999999999625
5.3875,299.99999999999602
5.39,299.99999999999579
5.3925,299.99999999999545
5.395,299.99999999999517
5.3975,299.99999999999494
5.4,299.99999999999477
5.4025,299.99999999999454
5.405,299.99999999999437
5.4075,299.9999999999942
5.41,299.99999999999397
5.4125,299.9999999999938
5.415,299.99999999999363
5.4175,299.99999999999352
5.42,299.99999999999335
5.4225,299.99999999999324
5.425,299.99999999999312
5.4275,299.99999999999307
5.43,299.99999999999289
5.4325,299.99999999999278
5.435,299.99999999999272
5.4375,299.99999999999267
5.44,299.99999999999261
5.4425,299.99999999999255
5.445,299.9999999999925
5.4475,299.9999999999925
5.45,299.99999999999244
5.4525,299.99999999999238
5.455,299.99999999999244
5.4575,299.9999999999925
5.46,299.9999999999925
5.4625,299.99999999999255
5.465,299.99999999999267
5.4675,299.99999999999272
5.47,299.99999999999278
5.4725,299.99999999999284
5.475,299.99999999999301
5.4775,299.99999999999318
5.48,299.99999999999329
5.4825,299.99999999999341
5.485,299.99999999999352
5.4875,299.99999999999363
5.49,299.99999999999386
5.4925,299.99999999999403
5.495,299.99999999999426
5.4975,299.99999999999443
5.5,299.9999999999946
5.5025,299.99999999999483
5.505,299.999999999995
5.5075,299.99999999999517
5.51,299.99999999999534
5.5125,299.99999999999557
5.515,299.99999999999585
5.5175,299.99999999999602
5.52,299.99999999999625
5.5225,299.99999999999648
5.525,299.99999999999665
5.5275,299.99999999999687
5.53,299.99999999999716
5.5325,299.99999999999739
5.535,299.99999999999761
5.5375,299.99999999999784
5.54,299.99999999999807
5.5425,299.99999999999824
5.545,299.99999999999847
5.5475,299.99999999999864
5.55,299.99999999999881
5.5525,299.99999999999898
5.555,299.99999999999909
5.5575,299.9999999999992
5.56,299.99999999999926
5.5625,299.99999999999932
5.565,299.99999999999937
5.5675,299.99999999999943
5.57,299.99999999999943
5.5725,299.99999999999937
5.575,299.99999999999932
5.5775,299.99999999999926
