Physical Time (s),FreestreamTemperature Monitor (K)
5.58,299.99999999999926
5.5825,299.99999999999926
5.585,299.99999999999926
5.5875,299.99999999999926
5.59,299.9999999999992
5.5925,299.99999999999915
5.595,299.99999999999909
5.5975,299.99999999999898
5.6,299.99999999999881
5.6025,299.99999999999875
5.605,299.99999999999858
5.6075,299.99999999999847
5.61,299.99999999999829
5.6125,299.99999999999812
5.615,299.99999999999795
5.6175,299.99999999999778
5.62,299.99999999999767
5.6225,299.9999999999975
5.625,299.99999999999733
5.6275,299.99999999999716
5.63,299.99999999999699
5.6325,299.99999999999676
5.635,299.99999999999653
5.6375,299.99999999999631
5.64,299.99999999999608
5.6425,299.99999999999579
5.645,299.99999999999545
5.6475,299.99999999999528
5.65,299.99999999999505
5.6525,299.99999999999483
5.655,299.9999999999946
5.6575,299.99999999999443
5.66,299.99999999999432
5.6625,299.99999999999409
5.665,299.99999999999392
5.6675,299.99999999999369
5.67,299.99999999999341
5.6725,299.99999999999324
5.675,299.99999999999301
5.6775,299.99999999999278
5.68,299.99999999999261
5.6825,299.99999999999255
5.685,299.9999999999925
5.6875,299.99999999999244
5.69,299.99999999999233
5.6925,299.99999999999233
5.695,299.99999999999233
5.6975,299.99999999999227
5.7,299.99999999999221
5.7025,299.99999999999216
5.705,299.99999999999221
5.7075,299.99999999999233
5.71,299.99999999999238
5.7125,299.99999999999244
5.715,299.99999999999255
5.7175,299.99999999999267
5.72,299.99999999999272
5.7225,299.99999999999289
5.725,299.99999999999312
5.7275,299.99999999999329
5.73,299.99999999999346
5.7325,299.99999999999363
5.735,299.9999999999938
5.7375,299.99999999999397
5.74,299.9999999999942
5.7425,299.99999999999437
5.745,299.99999999999454
5.7475,299.99999999999471
5.75,299.99999999999494
5.7525,299.99999999999523
5.755,299.99999999999545
5.7575,299.99999999999568
5.76,299.99999999999596
5.7625,299.99999999999613
5.765,299.99999999999636
5.7675,299.99999999999659
5.77,299.99999999999682
5.7725,299.99999999999704
5.775,299.99999999999733
5.7775,299.99999999999756
5.78,299.99999999999778
5.7825,299.99999999999801
5.785,299.99999999999829
5.7875,299.99999999999852
5.79,299.99999999999881
5.7925,299.99999999999903
5.795,299.99999999999926
5.7975,299.99999999999943
5.8,299.99999999999966
5.8025,299.99999999999989
5.805,300.00000000000011
5.8075,300.00000000000028
5.81,300.00000000000045
5.8125,300.00000000000051
5.815,300.00000000000063
5.8175,300.00000000000074
5.82,300.00000000000085
5.8225,300.00000000000097
5.825,300.00000000000108
5.8275,300.00000000000119
5.83,300.00000000000119
5.8325,300.00000000000119
5.835,300.00000000000119
5.8375,300.00000000000114
5.84,300.00000000000102
5.8425,300.00000000000085
5.845,300.00000000000074
5.8475,300.00000000000068
5.85,300.00000000000057
5.8525,300.00000000000045
5.855,300.00000000000028
5.8575,300.00000000000011
5.86,299.99999999999994
5.8625,299.99999999999972
5.865,299.99999999999949
5.8675,299.99999999999926
5.87,299.99999999999909
5.8725,299.99999999999886
5.875,299.99999999999858
5.8775,299.99999999999835
5.88,299.99999999999807
5.8825,299.99999999999773
5.885,299.99999999999744
5.8875,299.99999999999721
5.89,299.99999999999693
5.8925,299.99999999999665
5.895,299.99999999999636
5.8975,299.99999999999613
5.9,299.99999999999591
5.9025,299.99999999999557
5.905,299.99999999999528
5.9075,299.999999999995
5.91,299.99999999999466
5.9125,299.99999999999437
5.915,299.99999999999409
5.9175,299.9999999999938
5.92,299.99999999999352
5.9225,299.99999999999329
5.925,299.99999999999301
5.9275,299.99999999999272
5.93,299.99999999999244
5.9325,299.99999999999216
5.935,299.99999999999204
5.9375,299.99999999999187
5.94,299.99999999999164
5.9425,299.99999999999147
5.945,299.99999999999136
5.9475,299.99999999999125
5.95,299.99999999999113
5.9525,299.99999999999108
5.955,299.99999999999108
5.9575,299.99999999999108
5.96,299.99999999999113
5.9625,299.99999999999113
5.965,299.99999999999119
5.9675,299.99999999999125
5.97,299.99999999999125
5.9725,299.99999999999136
5.975,299.99999999999153
5.9775,299.99999999999164
5.98,299.99999999999176
5.9825,299.99999999999187
5.985,299.99999999999204
5.9875,299.99999999999221
5.99,299.99999999999238
5.9925,299.99999999999255
5.995,299.99999999999272
5.9975,299.99999999999295
6.0,299.99999999999318
6.0025,299.99999999999335
6.005,299.99999999999358
6.0075,299.99999999999386
6.01,299.99999999999415
6.0125,299.99999999999437
6.015,299.99999999999466
6.0175,299.999999999995
6.02,299.99999999999528
6.0225,299.99999999999562
6.025,299.99999999999602
6.0275,299.99999999999636
6.03,299.9999999999967
6.0325,299.99999999999704
6.035,299.99999999999739
6.0375,299.99999999999767
6.04,299.99999999999795
6.0425,299.99999999999829
6.045,299.99999999999858
6.0475,299.99999999999892
6.05,299.9999999999992
6.0525,299.99999999999949
6.055,299.99999999999977
6.0575,300
6.06,300.00000000000023
6.0625,300.0000000000004
6.065,300.00000000000057
6.0675,300.00000000000068
6.07,300.0000000000008
6.0725,300.00000000000091
6.075,300.00000000000108
6.0775,300.00000000000119
6.08,300.00000000000125
6.0825,300.00000000000131
6.085,300.00000000000142
6.0875,300.00000000000153
6.09,300.00000000000148
6.0925,300.00000000000142
6.095,300.00000000000142
6.0975,300.00000000000136
6.1,300.00000000000131
6.1025,300.00000000000119
6.105,300.00000000000114
6.1075,300.00000000000102
6.11,300.00000000000085
6.1125,300.00000000000074
6.115,300.00000000000057
6.1175,300.0000000000004
6.12,300.00000000000017
6.1225,299.99999999999989
6.125,299.9999999999996
6.1275,299.99999999999932
6.13,299.99999999999898
6.1325,299.99999999999864
6.135,299.99999999999835
6.1375,299.99999999999801
6.14,299.99999999999767
6.1425,299.99999999999739
6.145,299.9999999999971
6.1475,299.99999999999676
6.15,299.99999999999642
6.1525,299.99999999999608
6.155,299.99999999999574
6.1575,299.9999999999954
6.16,299.99999999999505
6.1625,299.99999999999471
6.165,299.99999999999443
6.1675,299.99999999999415
6.17,299.9999999999938
6.1725,299.99999999999346
6.175,299.99999999999312
6.1775,299.99999999999272
6.18,299.99999999999244
6.1825,299.99999999999216
6.185,299.99999999999187
6.1875,299.99999999999164
6.19,299.99999999999136
6.1925,299.99999999999113
6.195,299.99999999999091
6.1975,299.99999999999068
6.2,299.99999999999045
6.2025,299.99999999999034
6.205,299.99999999999022
6.2075,299.99999999999011
6.21,299.99999999999
6.2125,299.99999999998988
6.215,299.99999999998977
6.2175,299.99999999998971
6.22,299.99999999998965
6.2225,299.9999999999896
6.225,299.9999999999896
6.2275,299.99999999998965
6.23,299.99999999998971
6.2325,299.99999999998977
6.235,299.99999999998983
6.2375,299.99999999998994
6.24,299.99999999999011
6.2425,299.99999999999022
6.245,299.99999999999034
6.2475,299.99999999999045
6.25,299.99999999999062
6.2525,299.99999999999091
6.255,299.99999999999113
6.2575,299.99999999999136
6.26,299.99999999999153
6.2625,299.99999999999187
6.265,299.99999999999216
6.2675,299.99999999999244
6.27,299.99999999999272
6.2725,299.99999999999312
6.275,299.99999999999341
6.2775,299.99999999999369
6.28,299.99999999999409
6.2825,299.99999999999443
6.285,299.99999999999471
6.2875,299.99999999999505
6.29,299.9999999999954
6.2925,299.99999999999574
6.295,299.99999999999613
6.2975,299.99999999999653
6.3,299.99999999999687
6.3025,299.99999999999716
6.305,299.9999999999975
6.3075,299.99999999999784
6.31,299.99999999999818
6.3125,299.99999999999847
6.315,299.99999999999886
6.3175,299.99999999999915
6.32,299.99999999999937
6.3225,299.9999999999996
6.325,299.99999999999989
6.3275,300.00000000000011
6.33,300.00000000000034
6.3325,300.00000000000057
6.335,300.0000000000008
6.3375,300.00000000000097
6.34,300.00000000000108
6.3425,300.00000000000119
6.345,300.00000000000136
6.3475,300.00000000000148
6.35,300.00000000000165
6.3525,300.00000000000165
6.355,300.00000000000171
6.3575,300.00000000000176
6.36,300.00000000000171
6.3625,300.00000000000165
6.365,300.00000000000159
6.3675,300.00000000000153
6.37,300.00000000000142
6.3725,300.00000000000125
6.375,300.00000000000114
6.3775,300.00000000000102
6.38,300.00000000000085
6.3825,300.00000000000063
6.385,300.00000000000045
6.3875,300.00000000000023
6.39,300
6.3925,299.99999999999972
6.395,299.99999999999943
6.3975,299.99999999999915
6.4,299.99999999999886
6.4025,299.99999999999852
6.405,299.99999999999829
6.4075,299.99999999999801
6.41,299.99999999999773
6.4125,299.99999999999739
6.415,299.9999999999971
6.4175,299.99999999999676
6.42,299.99999999999648
6.4225,299.99999999999619
6.425,299.99999999999585
6.4275,299.99999999999551
6.43,299.99999999999523
6.4325,299.99999999999488
6.435,299.9999999999946
6.4375,299.99999999999437
6.44,299.99999999999409
6.4425,299.9999999999938
6.445,299.99999999999358
6.4475,299.99999999999329
6.45,299.99999999999307
6.4525,299.99999999999284
6.455,299.99999999999261
6.4575,299.99999999999244
6.46,299.99999999999227
6.4625,299.9999999999921
6.465,299.99999999999199
6.4675,299.99999999999181
6.47,299.9999999999917
6.4725,299.99999999999164
6.475,299.99999999999153
6.4775,299.99999999999147
6.48,299.99999999999142
6.4825,299.99999999999136
6.485,299.99999999999136
6.4875,299.99999999999136
6.49,299.99999999999136
6.4925,299.99999999999142
6.495,299.99999999999147
6.4975,299.99999999999153
6.5,299.99999999999153
6.5025,299.99999999999153
6.505,299.99999999999159
6.5075,299.99999999999164
6.51,299.9999999999917
6.5125,299.99999999999181
6.515,299.99999999999199
6.5175,299.99999999999216
6.52,299.99999999999227
6.5225,299.99999999999238
6.525,299.99999999999255
6.5275,299.99999999999278
6.53,299.99999999999301
6.5325,299.99999999999324
6.535,299.99999999999352
6.5375,299.9999999999938
6.54,299.99999999999409
6.5425,299.99999999999437
6.545,299.99999999999471
6.5475,299.999999999995
6.55,299.99999999999534
6.5525,299.99999999999562
6.555,299.99999999999596
6.5575,299.99999999999625
6.56,299.99999999999653
6.5625,299.99999999999682
6.565,299.9999999999971
6.5675,299.99999999999733
6.57,299.99999999999756
6.5725,299.99999999999778
6.575,299.99999999999801
6.5775,299.99999999999824
6.58,299.99999999999847
6.5825,299.99999999999875
6.585,299.99999999999898
6.5875,299.9999999999992
6.59,299.99999999999937
6.5925,299.99999999999949
6.595,299.9999999999996
6.5975,299.99999999999972
6.6,299.99999999999983
6.6025,299.99999999999989
6.605,300
6.6075,300.00000000000006
6.61,300.00000000000017
6.6125,300.00000000000023
6.615,300.00000000000028
6.6175,300.00000000000034
6.62,300.0000000000004
6.6225,300.0000000000004
6.625,300.00000000000034
6.6275,300.00000000000028
6.63,300.00000000000023
6.6325,300.00000000000011
6.635,300
6.6375,299.99999999999983
6.64,299.99999999999972
6.6425,299.99999999999955
6.645,299.99999999999937
6.6475,299.9999999999992
6.65,299.99999999999898
6.6525,299.99999999999881
6.655,299.99999999999858
6.6575,299.99999999999835
6.66,299.99999999999812
6.6625,299.9999999999979
6.665,299.99999999999761
6.6675,299.99999999999733
6.67,299.99999999999704
6.6725,299.99999999999676
6.675,299.99999999999648
6.6775,299.99999999999625
6.68,299.99999999999602
6.6825,299.99999999999574
6.685,299.99999999999551
6.6875,299.99999999999523
6.69,299.99999999999488
6.6925,299.9999999999946
6.695,299.99999999999432
6.6975,299.99999999999409
6.7,299.99999999999392
6.7025,299.99999999999363
6.705,299.99999999999352
6.7075,299.99999999999335
6.71,299.99999999999312
6.7125,299.99999999999295
6.715,299.99999999999278
6.7175,299.99999999999267
6.72,299.9999999999925
6.7225,299.99999999999244
6.725,299.99999999999233
6.7275,299.99999999999221
6.73,299.9999999999921
6.7325,299.99999999999204
6.735,299.99999999999204
6.7375,299.99999999999199
6.74,299.99999999999193
6.7425,299.99999999999193
6.745,299.99999999999193
6.7475,299.99999999999193
6.75,299.99999999999193
6.7525,299.99999999999199
6.755,299.9999999999921
6.7575,299.99999999999221
6.76,299.99999999999233
6.7625,299.99999999999238
6.765,299.99999999999244
6.7675,299.9999999999925
6.77,299.99999999999261
6.7725,299.99999999999272
6.775,299.99999999999284
6.7775,299.99999999999301
6.78,299.99999999999324
6.7825,299.99999999999346
6.785,299.99999999999369
6.7875,299.99999999999392
6.79,299.99999999999409
6.7925,299.99999999999432
6.795,299.99999999999454
6.7975,299.99999999999477
6.8,299.99999999999505
6.8025,299.99999999999534
6.805,299.99999999999557
6.8075,299.99999999999585
6.81,299.99999999999608
6.8125,299.99999999999631
6.815,299.99999999999653
6.8175,299.99999999999676
6.82,299.99999999999699
6.8225,299.99999999999721
6.825,299.99999999999744
6.8275,299.99999999999767
6.83,299.9999999999979
6.8325,299.99999999999807
6.835,299.99999999999829
6.8375,299.99999999999847
6.84,299.99999999999869
6.8425,299.99999999999886
6.845,299.99999999999903
6.8475,299.9999999999992
6.85,299.99999999999937
6.8525,299.99999999999949
6.855,299.99999999999955
6.8575,299.99999999999966
6.86,299.99999999999972
6.8625,299.99999999999977
6.865,299.99999999999983
6.8675,299.99999999999989
6.87,299.99999999999994
6.8725,300
6.875,300
6.8775,299.99999999999994
6.88,299.99999999999989
6.8825,299.99999999999983
6.885,299.99999999999972
6.8875,299.9999999999996
6.89,299.99999999999949
6.8925,299.99999999999937
6.895,299.99999999999926
6.8975,299.99999999999915
6.9,299.99999999999903
6.9025,299.99999999999892
6.905,299.99999999999881
6.9075,299.99999999999852
6.91,299.99999999999829
6.9125,299.99999999999807
6.915,299.99999999999784
6.9175,299.99999999999761
6.92,299.99999999999739
6.9225,299.99999999999716
6.925,299.99999999999687
6.9275,299.99999999999665
6.93,299.99999999999642
6.9325,299.99999999999619
6.935,299.99999999999596
6.9375,299.99999999999568
6.94,299.9999999999954
6.9425,299.99999999999517
6.945,299.999999999995
6.9475,299.99999999999483
6.95,299.99999999999466
6.9525,299.99999999999449
6.955,299.99999999999432
6.9575,299.99999999999415
6.96,299.99999999999392
6.9625,299.99999999999375
6.965,299.99999999999358
6.9675,299.99999999999341
6.97,299.99999999999329
6.9725,299.99999999999307
6.975,299.99999999999295
6.9775,299.99999999999278
6.98,299.99999999999267
6.9825,299.99999999999255
6.985,299.9999999999925
6.9875,299.9999999999925
6.99,299.99999999999244
6.9925,299.9999999999925
6.995,299.9999999999925
6.9975,299.9999999999925
7.0,299.9999999999925
