Physical Time (s),ep_left Monitor (kg-m/s^3)
2.105,3.079787160324972e-07
2.1075,3.1237590123635491e-07
2.11,3.1665059813925006e-07
2.1125,3.2079344479175833e-07
2.115,3.2479043875402956e-07
2.1175,3.2863242642174364e-07
2.12,3.3230494578662406e-07
2.1225,3.3579668715378675e-07
2.125,3.3910497450664514e-07
2.1275,3.4222916070231868e-07
2.13,3.4516187149081913e-07
2.1325,3.4789342461824311e-07
2.135,3.5041533984436301e-07
2.1375,3.5271634073389646e-07
2.14,3.5478046888280432e-07
2.1425,3.5659446414842335e-07
2.145,3.5814308602287701e-07
2.1475,3.5941544085451723e-07
2.15,3.6040588430034648e-07
2.1525,3.611093192668077e-07
2.155,3.6152001259055414e-07
2.1575,3.6162761234480235e-07
2.16,3.6142528740684758e-07
2.1625,3.6089670651150533e-07
2.165,3.6002596768670667e-07
2.1675,3.5879901750074311e-07
2.17,3.5720331984488881e-07
2.1725,3.5522902310604338e-07
2.175,3.5286573407215497e-07
2.1775,3.5009694692101966e-07
2.18,3.4691132393762366e-07
2.1825,3.4331962416938265e-07
2.185,3.3935428648891786e-07
2.1875,3.3504749899051218e-07
2.19,3.3041084084371023e-07
2.1925,3.2543698663192269e-07
2.195,3.2011205964137899e-07
2.1975,3.1442757256036483e-07
2.2,3.0838067837934115e-07
2.2025,3.0197974016160067e-07
2.205,2.9523821250596048e-07
2.2075,2.8817124468807083e-07
2.21,2.8079829756441378e-07
2.2125,2.7314906022440524e-07
2.215,2.6527063457060731e-07
2.2175,2.5722161488930873e-07
2.22,2.490508774213842e-07
2.2225,2.407906760346798e-07
2.225,2.3246451031788528e-07
2.2275,2.2410306506715198e-07
2.23,2.1574689387405533e-07
2.2325,2.0744502914430698e-07
2.235,1.9925324471116939e-07
2.2375,1.9122724009998077e-07
2.24,1.8342337713888562e-07
2.2425,1.7589375006235517e-07
2.245,1.686853600346462e-07
2.2475,1.6182303109734398e-07
2.25,1.5534603064203909e-07
2.2525,1.4928971993918158e-07
2.255,1.4368002723715574e-07
2.2575,1.3854155998303564e-07
2.26,1.3389296316298697e-07
2.2625,1.297518543275845e-07
2.265,1.2613039385330899e-07
2.2675,1.2303916150537199e-07
2.27,1.204844839258331e-07
2.2725,1.1847335461444273e-07
2.275,1.1701158179158829e-07
2.2775,1.1610100359107036e-07
2.28,1.1573423907073883e-07
2.2825,1.1589465055042036e-07
2.285,1.1655638602341535e-07
2.2875,1.1767436724160477e-07
2.29,1.1922511252447496e-07
2.2925,1.2117396714797285e-07
2.295,1.2348720868455979e-07
2.2975,1.261328744338741e-07
2.3,1.2908085564490004e-07
2.3025,1.3229727899674087e-07
2.305,1.3574219235060447e-07
2.3075,1.3938114055509476e-07
2.31,1.4318454022651847e-07
2.3125,1.4713071609727384e-07
2.315,1.5119701293242042e-07
2.3175,1.5535439635248586e-07
2.32,1.5956518252410067e-07
2.3225,1.6378787124883977e-07
2.325,1.6798762030713166e-07
2.3275,1.7212210899664841e-07
2.33,1.7616254740276214e-07
2.3325,1.800882569192624e-07
2.335,1.8387965982057416e-07
2.3375,1.8751489275704144e-07
2.34,1.9098959082934191e-07
2.3425,1.9431505132267117e-07
2.345,1.9750510487666735e-07
2.3475,2.0055397166599634e-07
2.35,2.0343504521516664e-07
2.3525,2.0611738763274459e-07
2.355,2.0858681417986107e-07
2.3575,2.1085515336423144e-07
2.36,2.1294240026350054e-07
2.3625,2.1487104537470233e-07
2.365,2.1666671761768273e-07
2.3675,2.1835528986588686e-07
2.37,2.1995414870260419e-07
2.3725,2.2146483380367445e-07
2.375,2.2288010933206436e-07
2.3775,2.2420010782758616e-07
2.38,2.2543745972473863e-07
2.3825,2.2660898773705299e-07
2.385,2.2772730707156906e-07
2.3875,2.2879858713849348e-07
2.39,2.2982837316110139e-07
2.3925,2.30822455554736e-07
2.395,2.3178674135368668e-07
2.3975,2.3272765348191326e-07
2.4,2.3365189020269202e-07
2.4025,2.3456588533616569e-07
2.405,2.3547548116520706e-07
2.4075,2.3638561030818494e-07
2.41,2.3730325450561142e-07
2.4125,2.3823751964516358e-07
2.415,2.3919652989109034e-07
2.4175,2.4018468184907288e-07
2.42,2.4120837473076265e-07
2.4225,2.4226018465292802e-07
2.425,2.4333226280485245e-07
2.4275,2.4441662498963094e-07
2.43,2.4550804298715461e-07
2.4325,2.4660398789271e-07
2.435,2.4770005893655144e-07
2.4375,2.4878346877550061e-07
2.44,2.4984121463629822e-07
2.4425,2.5087385499989087e-07
2.445,2.5189759613893007e-07
2.4475,2.5293052191345623e-07
2.45,2.5398108151701992e-07
2.4525,2.5504476661855001e-07
2.455,2.5610930039310358e-07
2.4575,2.5715942646386996e-07
2.46,2.581794121663905e-07
2.4625,2.591538850656063e-07
2.465,2.6006704438648223e-07
2.4675,2.6090267916200044e-07
2.47,2.6164490737556045e-07
2.4725,2.6227898749554426e-07
2.475,2.627916054250823e-07
2.4775,2.6317073847228325e-07
2.48,2.6340602037019381e-07
2.4825,2.6348951155974194e-07
2.485,2.6341546632523014e-07
2.4875,2.6319063295543186e-07
2.49,2.6279675882251795e-07
2.4925,2.6222828943213448e-07
2.495,2.6148083460178932e-07
2.4975,2.6054560466375125e-07
2.5,2.5940974973055073e-07
2.5025,2.5806037710915381e-07
2.505,2.564914702666866e-07
2.5075,2.5470732436014794e-07
2.51,2.527159606040705e-07
2.5125,2.5052107581357735e-07
2.515,2.4811974149261429e-07
2.5175,2.4550594043076037e-07
2.52,2.4266486768085128e-07
2.5225,2.396063733483165e-07
2.525,2.3634071993510246e-07
2.5275,2.3288316887974706e-07
2.53,2.2925467865541728e-07
2.5325,2.2547896751621363e-07
2.535,2.2158002501076705e-07
2.5375,2.1757656870372885e-07
2.54,2.134804834963484e-07
2.5425,2.0929867401631979e-07
2.545,2.0503885621391666e-07
2.5475,2.0071269350221545e-07
2.55,1.9633479289106096e-07
2.5525,1.9192118512494075e-07
2.555,1.8748872565151093e-07
2.5575,1.8305333686413623e-07
2.56,1.7862996889900958e-07
2.5625,1.742321204110859e-07
2.565,1.6987252504690339e-07
2.5675,1.6556719798892964e-07
2.57,1.6133483431841532e-07
2.5725,1.5719837452515935e-07
2.575,1.5318287943637228e-07
2.5775,1.4931252215639711e-07
2.58,1.456095056049739e-07
2.5825,1.4209292167418849e-07
2.585,1.3877905379954196e-07
2.5875,1.356813812034438e-07
2.59,1.3281292481887826e-07
2.5925,1.3018609731547486e-07
2.595,1.2781247958941049e-07
2.5975,1.2570186416862653e-07
2.6,1.2386279887916618e-07
2.6025,1.2230251190172735e-07
2.605,1.2102660833602405e-07
2.6075,1.2004056851474476e-07
2.61,1.1935042478452858e-07
2.6125,1.1896172153045507e-07
2.615,1.1887884851698007e-07
2.6175,1.1910527676148789e-07
2.62,1.1964305294984288e-07
2.6225,1.2049363575360052e-07
2.625,1.2165762843902439e-07
2.6275,1.2313627411981653e-07
2.63,1.2492873889778832e-07
2.6325,1.2703070853849113e-07
2.635,1.2943606488453077e-07
2.6375,1.3213632921077699e-07
2.64,1.3512223860492406e-07
2.6425,1.3838371113447766e-07
2.645,1.4191018877797326e-07
2.6475,1.456910556570957e-07
2.65,1.4971291425977618e-07
2.6525,1.5396144385516889e-07
2.655,1.5842172259224465e-07
2.6575,1.6307949261643782e-07
2.66,1.6792064300638826e-07
2.6625,1.7293202660341618e-07
2.665,1.7809960935391434e-07
2.6675,1.8340805907341737e-07
2.67,1.8884008490190388e-07
2.6725,1.9437739705916594e-07
2.675,2.0000115967563235e-07
2.6775,2.0569164701871271e-07
2.68,2.1142914095885372e-07
2.6825,2.171928671724004e-07
2.685,2.2296212384906559e-07
2.6875,2.2871672278430451e-07
2.69,2.3443599995363354e-07
2.6925,2.4009937734159124e-07
2.695,2.4568551093915592e-07
2.6975,2.5117208177482008e-07
2.7,2.5653824775250559e-07
2.7025,2.6176403884350057e-07
2.705,2.6683361316722547e-07
2.7075,2.7173180219684584e-07
2.71,2.7644483151673436e-07
2.7125,2.8095917704702724e-07
2.715,2.852610292730736e-07
2.7175,2.8933873006644986e-07
2.72,2.9318127827818967e-07
2.7225,2.9677779393473895e-07
2.725,3.0011608812070237e-07
2.7275,3.0318298579881742e-07
2.73,3.059638656987249e-07
2.7325,3.0844337245731105e-07
2.735,3.106087495031828e-07
2.7375,3.1244835982406184e-07
2.74,3.1395325355980452e-07
2.7425,3.1511686731240507e-07
2.745,3.1593540099640816e-07
2.7475,3.164080184113674e-07
2.75,3.1653654862628941e-07
2.7525,3.1632548751241328e-07
2.755,3.1578247616429122e-07
2.7575,3.1491794169765785e-07
2.76,3.1374455241311035e-07
2.7625,3.1227650508493259e-07
2.765,3.1052888237826065e-07
2.7675,3.085177339195316e-07
2.77,3.0625973126971749e-07
2.7725,3.0377379407909766e-07
2.775,3.0108093225393999e-07
2.7775,2.9820404147906193e-07
2.78,2.9516787204025262e-07
2.7825,2.9199716558339098e-07
2.785,2.8871865417169548e-07
2.7875,2.8535851719593611e-07
2.79,2.8194325059846105e-07
2.7925,2.784985960209017e-07
2.795,2.7504977404680147e-07
2.7975,2.7162192942144379e-07
2.8,2.6823812186419075e-07
2.8025,2.6492004647650101e-07
2.805,2.6168677144331327e-07
2.8075,2.5855622304439016e-07
2.81,2.5554539938752908e-07
2.8125,2.5266980330509875e-07
2.815,2.4994153452315543e-07
2.8175,2.4737168195655381e-07
2.82,2.449690032626289e-07
2.8225,2.4273972039005142e-07
2.825,2.4068778797748908e-07
2.8275,2.3881367743411116e-07
2.83,2.3711587490988532e-07
2.8325,2.3559082822832336e-07
2.835,2.3423489068217787e-07
2.8375,2.3304366678686609e-07
2.84,2.319975520201745e-07
2.8425,2.3110519754085312e-07
2.845,2.3035820333968258e-07
2.8475,2.2974512542472935e-07
2.85,2.2925466789832048e-07
2.8525,2.2887568870082383e-07
2.855,2.2859100612418954e-07
2.8575,2.2837035070737508e-07
2.86,2.2817900820377307e-07
2.8625,2.2799109642959666e-07
2.865,2.2779406278474505e-07
2.8675,2.2757899908969695e-07
2.87,2.2734536694944048e-07
2.8725,2.2705992602570353e-07
2.875,2.2670851282307388e-07
2.8775,2.2628192625184612e-07
2.88,2.2576936182564801e-07
2.8825,2.2515503431476107e-07
2.885,2.2442325450951138e-07
2.8875,2.2356724137487879e-07
2.89,2.2259019954512215e-07
2.8925,2.2149401342490244e-07
2.895,2.2027369213302356e-07
2.8975,2.1892361107866159e-07
2.9,2.1744579462144512e-07
2.9025,2.1584921251554321e-07
2.905,2.14146386549018e-07
2.9075,2.1235397710787414e-07
2.91,2.1049140055222988e-07
2.9125,2.0858415571327291e-07
2.915,2.0666144021336075e-07
2.9175,2.0475214609944803e-07
2.92,2.0288294271886242e-07
2.9225,2.0107511549440512e-07
2.925,1.9934763558448592e-07
2.9275,1.9771759152264942e-07
2.93,1.9620196013424206e-07
2.9325,1.9481888750750297e-07
2.935,1.935872575418081e-07
2.9375,1.9252516923404742e-07
2.94,1.9164909621776778e-07
2.9425,1.909732122853131e-07
2.945,1.9051022357465118e-07
2.9475,1.9027198859923238e-07
2.95,1.9026984976299352e-07
2.9525,1.9051379487084754e-07
2.955,1.9101104352494558e-07
2.9575,1.9176518286388051e-07
2.96,1.9277738611874306e-07
2.9625,1.9404400681466907e-07
2.965,1.9556200225251976e-07
2.9675,1.9733009428753092e-07
2.97,1.9934744894235814e-07
2.9725,2.016118448949129e-07
2.975,2.0411874754245937e-07
2.9775,2.0686153842096461e-07
2.98,2.0983141520585766e-07
2.9825,2.1301848886772605e-07
2.985,2.1641154269491284e-07
2.9875,2.1999560037589208e-07
2.99,2.2375190680189039e-07
2.9925,2.27659313809436e-07
2.995,2.3169496046243359e-07
2.9975,2.3583491476492279e-07
3.0,2.4005428072787574e-07
3.0025,2.4432976919663386e-07
3.005,2.4863928899025229e-07
3.0075,2.5296135738502556e-07
3.01,2.5727608077480714e-07
3.0125,2.615630140476627e-07
3.015,2.6580243731964759e-07
3.0175,2.6997571994840465e-07
3.02,2.7406503883435341e-07
3.0225,2.7805276550878961e-07
3.025,2.8192094291437593e-07
3.0275,2.8565412814268578e-07
3.03,2.8923841107578242e-07
3.0325,2.9266050923125399e-07
3.035,2.959073895147674e-07
3.0375,2.9896700500878598e-07
3.04,3.0182844837947413e-07
3.0425,3.044826355209906e-07
3.045,3.0692165245478402e-07
3.0475,3.0913754414993051e-07
3.05,3.1112627847244396e-07
3.0525,3.1288551155162757e-07
3.055,3.1441396281665807e-07
3.0575,3.1571038603138404e-07
3.06,3.1677469131708294e-07
3.0625,3.1760745373066213e-07
3.065,3.1820939555788826e-07
3.0675,3.1858184084095796e-07
3.07,3.1872571374829152e-07
3.0725,3.1864263174888672e-07
3.075,3.1833514128437615e-07
3.0775,3.1780615136943969e-07
3.08,3.1705901975963503e-07
3.0825,3.1609781725483775e-07
3.085,3.1492757065714166e-07
3.0875,3.1355411580611622e-07
3.09,3.1198300529985301e-07
3.0925,3.1021934802267539e-07
3.095,3.082671936012561e-07
3.0975,3.0613292218022157e-07
3.1,3.0382482248137899e-07
3.1025,3.0135181783910944e-07
3.105,2.9872189803147767e-07
3.1075,2.9594202397968632e-07
3.11,2.9301817213990904e-07
3.1125,2.899569979761575e-07
3.115,2.8676567390667285e-07
3.1175,2.8345002389391918e-07
3.12,2.8001521467488196e-07
3.1225,2.7646457535879093e-07
3.125,2.7280104431900164e-07
3.1275,2.690265046103516e-07
3.13,2.6514293552054628e-07
3.1325,2.6115348685349567e-07
3.135,2.5706437690071725e-07
3.1375,2.5288372226277495e-07
3.14,2.486205951836e-07
3.1425,2.4428667007144402e-07
3.145,2.3989330992775243e-07
3.1475,2.3545523519821179e-07
3.15,2.3098742068376787e-07
3.1525,2.2650386394340029e-07
3.155,2.2201909608868946e-07
3.1575,2.1754735404364265e-07
3.16,2.1310206793687636e-07
3.1625,2.0869945879592391e-07
3.165,2.0435533036955252e-07
3.1675,2.0008564983058979e-07
3.17,1.959074543053366e-07
3.1725,1.9183966224377322e-07
3.175,1.8790101570245709e-07
3.1775,1.841085564419545e-07
3.18,1.8047890890559458e-07
3.1825,1.7702872992768498e-07
3.185,1.7377423703257386e-07
3.1875,1.7073009040574596e-07
3.19,1.6790971414713499e-07
3.1925,1.6532509785777387e-07
3.195,1.6298687023795176e-07
3.1975,1.6090403729862141e-07
3.2,1.5908382070170928e-07
3.2025,1.5753085583977646e-07
3.205,1.5624735980920841e-07
3.2075,1.5523461521131202e-07
3.21,1.5449093275761543e-07
3.2125,1.5401402600937036e-07
3.215,1.5379927845389956e-07
3.2175,1.5383991682856627e-07
3.22,1.5412626696953067e-07
3.2225,1.5464573036508416e-07
3.225,1.553834662045807e-07
3.2275,1.5632491145570019e-07
3.23,1.5745684252969914e-07
3.2325,1.5876731170093951e-07
3.235,1.6024463484082402e-07
3.2375,1.6187638945496993e-07
3.24,1.6364947068302047e-07
3.2425,1.6555075377335334e-07
3.245,1.6756586622275338e-07
3.2475,1.6967845471296719e-07
3.25,1.7187023535047348e-07
3.2525,1.7412109872143439e-07
3.255,1.7641052926631509e-07
3.2575,1.7871770747766977e-07
3.26,1.8102139303358858e-07
3.2625,1.8330209437532216e-07
3.265,1.8554330197018835e-07
3.2675,1.8773062691205024e-07
3.27,1.898521774607876e-07
3.2725,1.9189738104836629e-07
3.275,1.9385859618802213e-07
3.2775,1.9573035477918014e-07
3.28,1.9750945006047923e-07
3.2825,1.9919443695739549e-07
3.285,2.0078481052789953e-07
3.2875,2.0228044272252964e-07
3.29,2.0368150791395564e-07
3.2925,2.0498878499322874e-07
3.295,2.0620404353881601e-07
3.2975,2.0733003291197025e-07
3.3,2.0837132405714123e-07
3.3025,2.0933391009152628e-07
3.305,2.1022491150348635e-07
3.3075,2.1105217357941529e-07
3.31,2.1182419689214187e-07
3.3125,2.1255042562359358e-07
3.315,2.1324064215225255e-07
3.3175,2.139048835358713e-07
3.32,2.1455258175399042e-07
3.3225,2.1519287021343914e-07
3.325,2.1583448116733856e-07
3.3275,2.1648591833653807e-07
3.33,2.171551530347646e-07
3.3325,2.1784959479253174e-07
3.335,2.185762232739821e-07
3.3375,2.1934150157762191e-07
3.34,2.2015123587971476e-07
3.3425,2.2101005313976202e-07
3.345,2.2192066838011721e-07
3.3475,2.2288377093593261e-07
3.35,2.2389808475544796e-07
3.3525,2.2496080542891618e-07
3.355,2.2606877910518871e-07
3.3575,2.2721924385839499e-07
3.36,2.2841035968723203e-07
3.3625,2.2964013507584735e-07
3.365,2.3090567945870449e-07
3.3675,2.3220257191466901e-07
3.37,2.3352448182232523e-07
3.3725,2.3486390493254299e-07
3.375,2.3621193688665856e-07
3.3775,2.3755808497445566e-07
3.38,2.3888933869103375e-07
3.3825,2.4019027914506142e-07
3.385,2.4144390152940675e-07
3.3875,2.4263265150566054e-07
3.39,2.4373985088703241e-07
3.3925,2.4474953592833675e-07
3.395,2.456474829069131e-07
3.3975,2.4642153249481129e-07
3.4,2.4706087423481954e-07
3.4025,2.4755619179848046e-07
3.405,2.4789917621929335e-07
3.4075,2.4808253821550247e-07
3.41,2.4809963937047052e-07
3.4125,2.4794404950794184e-07
3.415,2.4760931713818145e-07
3.4175,2.4708895341519748e-07
3.42,2.4637732743212286e-07
3.4225,2.4546966379789549e-07
3.425,2.4436260386103146e-07
3.4275,2.4305440128065021e-07
3.43,2.4154574959586727e-07
3.4325,2.3983991613137404e-07
3.435,2.37942294804135e-07
3.4375,2.3585932762003504e-07
3.44,2.3359828367573736e-07
3.4425,2.3116569266502893e-07
3.445,2.2856992771329961e-07
3.4475,2.2582045649609545e-07
3.45,2.2292907146848989e-07
3.4525,2.1990844046335534e-07
3.455,2.1677240127280599e-07
3.4575,2.1353453221241149e-07
3.46,2.1020748748585944e-07
3.4625,2.0680261939945425e-07
3.465,2.033313148557083e-07
3.4675,1.9980560448285555e-07
3.47,1.9623931154881843e-07
3.4725,1.9264789721061936e-07
3.475,1.8904796454793321e-07
3.4775,1.8545527109933671e-07
3.48,1.8188496813671478e-07
3.4825,1.7835055080483026e-07
3.485,1.7486246389802794e-07
3.4875,1.7143229869976496e-07
3.49,1.6807060155559184e-07
3.4925,1.6478988428299623e-07
3.495,1.6160365380618281e-07
3.4975,1.5852567403162615e-07
3.5,1.5556916585150083e-07
3.5025,1.5274715379707207e-07
3.505,1.500711562742806e-07
3.5075,1.4755271036946929e-07
3.51,1.4520069971858215e-07
3.5125,1.4302158524161763e-07
3.515,1.4101911971959383e-07
3.5175,1.3919490960066715e-07
3.52,1.375486802322362e-07
3.5225,1.3608050371865866e-07
3.525,1.3479086169835924e-07
3.5275,1.33681072784022e-07
3.53,1.3275323890148884e-07
3.5325,1.3200944033350208e-07
3.535,1.3145212285894577e-07
3.5375,1.3108361808425392e-07
3.54,1.3090546733257705e-07
3.5425,1.3091961739497149e-07
3.545,1.3112821576665613e-07
3.5475,1.3153337948322056e-07
3.55,1.3213700822650179e-07
3.5525,1.3293975932095942e-07
3.555,1.3394152702391028e-07
3.5575,1.3514094235355717e-07
3.56,1.3653660204194657e-07
3.5625,1.3812643060607394e-07
3.565,1.3990716401990143e-07
3.5675,1.4187511785835647e-07
3.57,1.4402551457081419e-07
3.5725,1.4635246809082347e-07
3.575,1.4884930108836435e-07
3.5775,1.515090585502536e-07
3.58,1.5432395272579343e-07
3.5825,1.5728501380883389e-07
3.585,1.6038285810453371e-07
3.5875,1.636077958090501e-07
3.59,1.6695032326937204e-07
3.5925,1.7040096811367093e-07
3.595,1.7394854122170311e-07
3.5975,1.7758145488806255e-07
3.6,1.8128691348273472e-07
3.6025,1.8505222103158156e-07
3.605,1.8886426503663912e-07
3.6075,1.9271056032634708e-07
3.61,1.9657810546964227e-07
3.6125,2.0045371938435183e-07
3.615,2.0432377715874489e-07
3.6175,2.0817435730878609e-07
3.62,2.1199189792374079e-07
3.6225,2.1576290660263353e-07
3.625,2.194752978684558e-07
3.6275,2.2311776334170483e-07
3.63,2.2668038593268151e-07
3.6325,2.3015409282685286e-07
3.635,2.3353016897764863e-07
3.6375,2.3679911985390359e-07
3.64,2.3995061354819652e-07
3.6425,2.4297297850551097e-07
3.645,2.4585287065572032e-07
3.6475,2.4857790786461677e-07
3.65,2.5113616282535024e-07
3.6525,2.535176318556858e-07
3.655,2.5571291189146462e-07
3.6575,2.5771460409342881e-07
3.66,2.595172225858836e-07
3.6625,2.6111757659146706e-07
3.665,2.6251496561445141e-07
3.6675,2.6371098152596408e-07
3.67,2.647089057733506e-07
3.6725,2.6551315024314133e-07
3.675,2.6612870918365055e-07
3.6775,2.6656050299609862e-07
3.68,2.6681301239207536e-07
3.6825,2.6689041826288706e-07
3.685,2.6679746392662857e-07
3.6875,2.6653966889181464e-07
3.69,2.6612484215818308e-07
3.6925,2.6556354650337289e-07
3.695,2.6486696954021403e-07
3.6975,2.6404717069416726e-07
3.7,2.6311552373319209e-07
3.7025,2.620823419915788e-07
3.705,2.6095750987534867e-07
3.7075,2.5975102673765494e-07
3.71,2.5847394112545676e-07
3.7125,2.5713761723730514e-07
3.715,2.5575434011636344e-07
3.7175,2.5433680415061362e-07
3.72,2.5289712454219955e-07
3.7225,2.5144553929025226e-07
3.725,2.4998943708136604e-07
3.7275,2.4853392617802702e-07
3.73,2.4708510534243944e-07
3.7325,2.4564778530287568e-07
3.735,2.4422748641785713e-07
3.7375,2.4283039728561794e-07
3.74,2.4146152410681045e-07
3.7425,2.4012462850357068e-07
3.745,2.3882213099786804e-07
3.7475,2.3755571782813241e-07
3.75,2.3632542805420567e-07
3.7525,2.3513085866144639e-07
3.755,2.3397214939140308e-07
3.7575,2.3284973503556828e-07
3.76,2.3176455729703827e-07
3.7625,2.3071769741584212e-07
3.765,2.2970900168795829e-07
3.7675,2.287378738318938e-07
3.77,2.2780149799006226e-07
3.7725,2.2689411364260581e-07
3.775,2.2600815840778348e-07
3.7775,2.2513422259777949e-07
3.78,2.2426300290978544e-07
3.7825,2.2338564660095079e-07
3.785,2.2249439778996266e-07
3.7875,2.2158307227041244e-07
3.79,2.2064709902143157e-07
3.7925,2.1968297286409134e-07
3.795,2.1868811677887809e-07
3.7975,2.1766044990492942e-07
3.8,2.1659861627017437e-07
3.8025,2.1550225848558901e-07
3.805,2.1437171878850185e-07
3.8075,2.1320887332097996e-07
3.81,2.1201657788441755e-07
3.8125,2.1079890588928587e-07
3.815,2.0956035468794104e-07
3.8175,2.0830567448474009e-07
3.82,2.0704024541645793e-07
3.8225,2.0577014569654491e-07
3.825,2.0450192728747191e-07
3.8275,2.0324282648225304e-07
3.83,2.0200006551352556e-07
3.8325,2.0078112805157617e-07
3.835,1.9959381867391642e-07
3.8375,1.984463860248988e-07
3.84,1.9734792765720342e-07
3.8425,1.9630745692413322e-07
3.845,1.9533400729607909e-07
3.8475,1.9443639258774348e-07
3.85,1.9362334989215774e-07
3.8525,1.9290342398172092e-07
3.855,1.9228441469344536e-07
3.8575,1.9177313802748818e-07
3.86,1.9137585124282682e-07
3.8625,1.9109833934491692e-07
3.865,1.9094595163136383e-07
3.8675,1.9092310454612137e-07
3.87,1.9103344967100595e-07
3.8725,1.9127977215122309e-07
3.875,1.9166416048956775e-07
3.8775,1.9218839125843549e-07
3.88,1.92854050912446e-07
3.8825,1.9366283548373116e-07
3.885,1.9461584442328268e-07
3.8875,1.9571365903258571e-07
3.89,1.9695576335112924e-07
3.8925,1.9834150481565132e-07
3.895,1.9986996185173125e-07
3.8975,2.0153973461765174e-07
3.9,2.0334739760056887e-07
3.9025,2.0528804216505898e-07
3.905,2.0735410677317925e-07
3.9075,2.0953627331468869e-07
3.91,2.1182419171321737e-07
3.9125,2.1420727146081947e-07
3.915,2.1667481151788161e-07
3.9175,2.192160744132309e-07
3.92,2.2182084945803915e-07
3.9225,2.2448035586154773e-07
3.925,2.271856383457324e-07
3.9275,2.299294103385335e-07
3.93,2.3270465644000758e-07
3.9325,2.3550382369400285e-07
3.935,2.3831950767747965e-07
3.9375,2.4114435772510385e-07
3.94,2.4397099709373886e-07
3.9425,2.4679172848156732e-07
3.945,2.495972132114035e-07
3.9475,2.5237821864547217e-07
3.95,2.5512574447708623e-07
3.9525,2.578320703689663e-07
3.955,2.6049119417983183e-07
3.9575,2.6309786654371485e-07
3.96,2.6564716611150918e-07
3.9625,2.68133209762842e-07
3.965,2.7055032940628917e-07
3.9675,2.7289271302773641e-07
3.97,2.7515486083980561e-07
3.9725,2.773322072635891e-07
3.975,2.7942002575401198e-07
3.9775,2.8141448970039461e-07
3.98,2.8331184136945763e-07
3.9825,2.8510796273364187e-07
3.985,2.8679777761144962e-07
3.9875,2.8837582129904114e-07
3.99,2.8983559168944194e-07
3.9925,2.91171321281641e-07
3.995,2.9237757809950999e-07
3.9975,2.934494678168215e-07
4.0,2.9438243229381985e-07
4.0025,2.951716346437702e-07
4.005,2.9581166987720587e-07
4.0075,2.9629635254537601e-07
4.01,2.9661878181112959e-07
4.0125,2.967725276404228e-07
4.015,2.9675273525854328e-07
4.0175,2.9655637152294731e-07
4.02,2.9618292229876865e-07
4.0225,2.9563320816515136e-07
4.025,2.9490958240235722e-07
4.0275,2.9401370794407049e-07
4.03,2.92946361690064e-07
4.0325,2.9170766208030417e-07
4.035,2.9029623392558196e-07
4.0375,2.8871006810227868e-07
4.04,2.8694811460422052e-07
4.0425,2.8501029183806534e-07
4.045,2.8289717416323859e-07
4.0475,2.806119789028738e-07
4.05,2.7816024739974099e-07
4.0525,2.7554785619525322e-07
4.055,2.7278285457578919e-07
4.0575,2.6987374639772422e-07
4.06,2.6683060173026138e-07
4.0625,2.6366504013448949e-07
4.065,2.6038885884267941e-07
4.0675,2.5701557042833951e-07
4.07,2.5355952664953343e-07
4.0725,2.5003511850574644e-07
4.075,2.4645768383760839e-07
4.0775,2.4284136982554283e-07
4.08,2.3920073001931788e-07
4.0825,2.3555089712410432e-07
4.085,2.3190755674579336e-07
4.0875,2.2828665487156842e-07
4.09,2.2470420424319761e-07
4.0925,2.2117631318068739e-07
4.095,2.1771894746758549e-07
4.0975,2.1434743196328881e-07
4.1,2.1107685944856173e-07
4.1025,2.0792091762625563e-07
4.105,2.048921076147178e-07
4.1075,2.0200166153872778e-07
4.11,1.9925979601084785e-07
4.1125,1.9667590806249024e-07
4.115,1.9425821232141498e-07
4.1175,1.9201337117854725e-07
4.12,1.8994738576082312e-07
4.1225,1.880643027876068e-07
4.125,1.8636727529277316e-07
4.1275,1.8485799174685086e-07
4.13,1.8353728845969724e-07
4.1325,1.8240426032504348e-07
4.135,1.8145615856325105e-07
4.1375,1.8068935098398238e-07
4.14,1.8009952650715077e-07
4.1425,1.7968210342408545e-07
4.145,1.7943184547857661e-07
4.1475,1.7934277091705894e-07
4.15,1.7940789493075646e-07
4.1525,1.7961981605290442e-07
4.155,1.7997076500385674e-07
4.1575,1.8045198286447346e-07
4.16,1.8105355349040277e-07
4.1625,1.8176404429041651e-07
4.165,1.8257028422518024e-07
4.1675,1.8345780560164928e-07
4.17,1.8441172049505096e-07
4.1725,1.8541697417382377e-07
4.175,1.8645918387284092e-07
4.1775,1.8752537619759219e-07
4.18,1.886045919444053e-07
4.1825,1.8968785574651576e-07
4.185,1.9076749850362566e-07
4.1875,1.9183778832193319e-07
4.19,1.92894227762885e-07
4.1925,1.9393275966356624e-07
4.195,1.9494992285049788e-07
4.1975,1.9594284757264798e-07
4.2,1.9690925286680997e-07
4.2025,1.9784828704528224e-07
4.205,1.9875885549541024e-07
4.2075,1.9963981216611045e-07
4.21,2.0049022556071677e-07
4.2125,2.0131028808791009e-07
4.215,2.0210138636279399e-07
4.2175,2.0286615337998151e-07
4.22,2.0360880436318762e-07
4.2225,2.0433464578105183e-07
4.225,2.0504968490984893e-07
4.2275,2.057606348440595e-07
4.23,2.0647438483072332e-07
4.2325,2.0719770225738325e-07
