Physical Time (s),ep_left Monitor (kg-m/s^3)
4.235,2.079365906624788e-07
4.2375,2.0869646347963211e-07
4.24,2.0948224283612578e-07
4.2425,2.1029749158783597e-07
4.245,2.1114489641488923e-07
4.2475,2.120269137101322e-07
4.25,2.1294557867222685e-07
4.2525,2.1390300785345704e-07
4.255,2.1490103304740969e-07
4.2575,2.1594100135975659e-07
4.26,2.1702378950715092e-07
4.2625,2.1814862797035163e-07
4.265,2.1931286550017477e-07
4.2675,2.2051262625301732e-07
4.27,2.2174265625712752e-07
4.2725,2.2299677284856638e-07
4.275,2.2426880127016277e-07
4.2775,2.2555276424553156e-07
4.28,2.2684330351999104e-07
4.2825,2.2813611580192169e-07
4.285,2.2942650609858406e-07
4.2875,2.3070923598680647e-07
4.29,2.3197794473304481e-07
4.2925,2.3322433212894828e-07
4.295,2.3443874333990558e-07
4.2975,2.3561052974412489e-07
4.3,2.3672745899268701e-07
4.3025,2.3777699196017838e-07
4.305,2.3874684399850232e-07
4.3075,2.396255018546236e-07
4.31,2.4040262211478047e-07
4.3125,2.4106940883620818e-07
4.315,2.4161859143561352e-07
4.3175,2.4204466683275949e-07
4.32,2.4234344877331022e-07
4.3225,2.4251209250805538e-07
4.325,2.4254929168638455e-07
4.3275,2.4245510703497029e-07
4.33,2.4223081800787785e-07
4.3325,2.4187859166914159e-07
4.335,2.4140095305674707e-07
4.3375,2.4079959931113438e-07
4.34,2.4007693412618092e-07
4.3425,2.3923478978102236e-07
4.345,2.3827528803599167e-07
4.3475,2.3720166020582408e-07
4.35,2.3601836368412375e-07
4.3525,2.3473127226400116e-07
4.355,2.3334716470157313e-07
4.3575,2.3187294569131739e-07
4.36,2.3031590897767075e-07
4.3625,2.286833854121151e-07
4.365,2.269817698585797e-07
4.3675,2.252173736531375e-07
4.37,2.2339649176059422e-07
4.3725,2.2152506663557487e-07
4.375,2.1960918766083095e-07
4.3775,2.1765407913219944e-07
4.38,2.1566477914872124e-07
4.3825,2.1364567185388791e-07
4.385,2.116015973010388e-07
4.3875,2.0953773128029457e-07
4.39,2.0745916195740204e-07
4.3925,2.0537036494086571e-07
4.395,2.0327469807792908e-07
4.3975,2.0117456064512345e-07
4.4,1.9907141675011538e-07
4.4025,1.9696710302637663e-07
4.405,1.9486320251001903e-07
4.4075,1.9276242736879905e-07
4.41,1.9066701234957517e-07
4.4125,1.8857977337304057e-07
4.415,1.8650316649112866e-07
4.4175,1.8443966086368923e-07
4.42,1.8239023931560802e-07
4.4225,1.8035495473533542e-07
4.425,1.7833247096084434e-07
4.4275,1.763205628632426e-07
4.43,1.7431702877740266e-07
4.4325,1.7231974722265736e-07
4.435,1.70328624521685e-07
4.4375,1.6834451704178698e-07
4.44,1.663677222497165e-07
4.4425,1.644028890952333e-07
4.445,1.6245548417972286e-07
4.4475,1.6053145349184996e-07
4.45,1.586374675609851e-07
4.4525,1.5678088493098485e-07
4.455,1.5496899916926216e-07
4.4575,1.5320926662751691e-07
4.46,1.5150995019038692e-07
4.4625,1.498797167386861e-07
4.465,1.4832785457256971e-07
4.4675,1.4686299747175907e-07
4.47,1.4549414189727283e-07
4.4725,1.4423025589771774e-07
4.475,1.4308084625131836e-07
4.4775,1.4205596520306055e-07
4.48,1.4116698960037552e-07
4.4825,1.4042542597117549e-07
4.485,1.3984204420391634e-07
4.4875,1.3942614966476078e-07
4.49,1.3918525613473622e-07
4.4925,1.3912505757886612e-07
4.495,1.3925061007773332e-07
4.4975,1.3956680678176695e-07
4.5,1.4007841133827486e-07
4.5025,1.4078895836628316e-07
4.505,1.4170032604320606e-07
4.5075,1.4281200667002195e-07
4.51,1.4412163763152559e-07
4.5125,1.4562490918062837e-07
4.515,1.4731621868482433e-07
4.5175,1.4919033874476016e-07
4.52,1.5124075397039538e-07
4.5225,1.5345981869542313e-07
4.525,1.5583804059318552e-07
4.5275,1.5836408228437194e-07
4.53,1.6102489786125169e-07
4.5325,1.6380642248084647e-07
4.535,1.6669474951117945e-07
4.5375,1.6967646262202571e-07
4.54,1.7273801870368009e-07
4.5425,1.7586689867262484e-07
4.545,1.7905032550539536e-07
4.5475,1.8227512428127453e-07
4.55,1.8552709150197833e-07
4.5525,1.8879123295453038e-07
4.555,1.9205029329718329e-07
4.5575,1.9528670636524231e-07
4.56,1.9848157524650259e-07
4.5625,2.0161644910917483e-07
4.565,2.0467489304828832e-07
4.5675,2.0764175339792399e-07
4.57,2.1050320976919502e-07
4.5725,2.132478647686326e-07
4.575,2.1586490948094832e-07
4.5775,2.1834540639830205e-07
4.58,2.206822480863064e-07
4.5825,2.228690274779493e-07
4.585,2.2490096510558908e-07
4.5875,2.2677390570435632e-07
4.59,2.2848517105188708e-07
4.5925,2.3003306353327878e-07
4.595,2.3141736711197082e-07
4.5975,2.3263979713070952e-07
4.6,2.3370334823566807e-07
4.6025,2.3461202626590363e-07
4.605,2.3537091467875792e-07
4.6075,2.3598563186579167e-07
4.61,2.3646241731113454e-07
4.6125,2.3680796685658816e-07
4.615,2.3702943662453573e-07
4.6175,2.3713478453995107e-07
4.62,2.3713257316414553e-07
4.6225,2.3703175012136412e-07
4.625,2.3684134197536454e-07
4.6275,2.3657016749466089e-07
4.63,2.3622670924836707e-07
4.6325,2.3581880154541769e-07
4.635,2.3535380497506514e-07
4.6375,2.3483865780438061e-07
4.64,2.3428022091989799e-07
4.6425,2.3368500668016975e-07
4.645,2.330600032979849e-07
4.6475,2.3241233010473264e-07
4.65,2.3174842599295348e-07
4.6525,2.3107350086231901e-07
4.655,2.3039111463997114e-07
4.6575,2.2970318607965489e-07
4.66,2.2901042983679132e-07
4.6625,2.2831285040492974e-07
4.665,2.276101927927871e-07
4.6675,2.2690229238262887e-07
4.67,2.2618884434537316e-07
4.6725,2.2546961373253113e-07
4.675,2.2474438989585908e-07
4.6775,2.2401220969586684e-07
4.68,2.2327131878029644e-07
4.6825,2.225188133495779e-07
4.685,2.2175098610558542e-07
4.6875,2.2096302735971246e-07
4.69,2.2014980856529302e-07
4.6925,2.1930598623148433e-07
4.695,2.1842683287850091e-07
4.6975,2.1750795274372201e-07
4.7,2.1654599940297609e-07
4.7025,2.1553833923142043e-07
4.705,2.1448403172025174e-07
4.7075,2.1338335145126122e-07
4.71,2.122381782607293e-07
4.7125,2.1105198284481543e-07
4.715,2.0982857316595464e-07
4.7175,2.0857201823144983e-07
4.72,2.0728574226271183e-07
4.7225,2.059727469674104e-07
4.725,2.0463624555548145e-07
4.7275,2.0327965123253983e-07
4.73,2.019069766178779e-07
4.7325,2.0052269284856652e-07
4.735,1.9913258559630687e-07
4.7375,1.9774334725237224e-07
4.74,1.9636332722784222e-07
4.7425,1.9500212301564474e-07
4.745,1.9367001778578846e-07
4.7475,1.9237760840777054e-07
4.75,1.9113472843261781e-07
4.7525,1.8994968187355163e-07
4.755,1.888293740244741e-07
4.7575,1.8778018168398315e-07
4.76,1.8680811392416477e-07
4.7625,1.8591921183082861e-07
4.765,1.8511932405705552e-07
4.7675,1.8441336387169298e-07
4.77,1.8380550989371687e-07
4.7725,1.8329907155702684e-07
4.775,1.8289716967978574e-07
4.7775,1.8260216464177354e-07
4.78,1.8241538840314916e-07
4.7825,1.8233703466041276e-07
4.785,1.8236605466199605e-07
4.7875,1.8249972265817461e-07
4.79,1.8273410790980541e-07
4.7925,1.8306459055821621e-07
4.795,1.8348628421253103e-07
4.7975,1.8399446127956447e-07
4.8,1.8458463024963939e-07
4.8025,1.8525304623436489e-07
4.805,1.8599577992060817e-07
4.8075,1.8680902896846236e-07
4.81,1.8768821208836532e-07
4.8125,1.8862782857097731e-07
4.815,1.8962175483355897e-07
4.8175,1.9066301279678466e-07
4.82,1.9174444940707433e-07
4.8225,1.928586127230252e-07
4.825,1.9399893854773695e-07
4.8275,1.9515970076516489e-07
4.83,1.9633610890716536e-07
4.8325,1.9752437089319546e-07
4.835,1.9872130517893221e-07
4.8375,1.9992456409890244e-07
4.84,2.0113294714903372e-07
4.8425,2.0234605959484157e-07
4.845,2.0356486527121595e-07
4.8475,2.0479152877248373e-07
4.85,2.0602903826857043e-07
4.8525,2.0728051891997489e-07
4.855,2.0854924625190219e-07
4.8575,2.0983839367817108e-07
4.86,2.1115125124477152e-07
4.8625,2.1249108503248701e-07
4.865,2.1386129649303456e-07
4.8675,2.1526561470388059e-07
4.87,2.1670785473943177e-07
4.8725,2.1819168672602706e-07
4.875,2.1972056405571991e-07
4.8775,2.2129723978476384e-07
4.88,2.2292410245889002e-07
4.8825,2.2460312365765362e-07
4.885,2.2633561495068005e-07
4.8875,2.2812259521926189e-07
4.89,2.2996431539341013e-07
4.8925,2.3185981383151469e-07
4.895,2.3380750684264072e-07
4.8975,2.3580556237369689e-07
4.9,2.3785093069610699e-07
4.9025,2.3994000718575521e-07
4.905,2.420677244358138e-07
4.9075,2.4422723607047869e-07
4.91,2.4641138081297563e-07
4.9125,2.4861169822777353e-07
4.915,2.5081929788998732e-07
4.9175,2.5302500624394742e-07
4.92,2.5521825900068881e-07
4.9225,2.5738788459098003e-07
4.925,2.5952249538861753e-07
4.9275,2.6161161085543487e-07
4.93,2.6364474345952808e-07
4.9325,2.6561075922430598e-07
4.935,2.674981551263651e-07
4.9375,2.6929478066780324e-07
4.94,2.7098802143530658e-07
4.9425,2.7256451266611132e-07
4.945,2.7401133050570404e-07
4.9475,2.7531571896047425e-07
4.95,2.7646551152362217e-07
4.9525,2.774493485129199e-07
4.955,2.7825696891663107e-07
4.9575,2.7887955831769919e-07
4.96,2.7931015404577785e-07
4.9625,2.7954424814439083e-07
4.965,2.7957971458674617e-07
4.9675,2.794171843997644e-07
4.97,2.7905891235483246e-07
4.9725,2.7850834599446454e-07
4.975,2.7776915658710288e-07
4.9775,2.768453864904742e-07
4.98,2.7574107145129701e-07
4.9825,2.744614792710857e-07
4.985,2.7301324122707184e-07
4.9875,2.7140493335223797e-07
4.99,2.6964634127424015e-07
4.9925,2.6774823453679437e-07
4.995,2.657224931217195e-07
4.9975,2.6358165963575674e-07
5.0,2.6133919735857481e-07
5.0025,2.590091444133236e-07
5.005,2.5660520673734212e-07
5.0075,2.5414139325805467e-07
5.01,2.5163094661665087e-07
5.0125,2.490871079942107e-07
5.015,2.4652361748154506e-07
5.0175,2.4395455330407282e-07
5.02,2.4139428913405484e-07
5.0225,2.3885718284487244e-07
5.025,2.363571162738719e-07
5.0275,2.3390609244401967e-07
5.03,2.3151500654931486e-07
5.0325,2.2919262460433227e-07
5.035,2.2694651964816192e-07
5.0375,2.2478251904847391e-07
5.04,2.227048079973693e-07
5.0425,2.207159133858165e-07
5.045,2.1881788092696298e-07
5.0475,2.1701211992436522e-07
5.05,2.1529985929811178e-07
5.0525,2.1368123399234602e-07
5.055,2.1215559181356533e-07
5.0575,2.1072104023914229e-07
5.06,2.0937528843853616e-07
5.0625,2.0811608225945889e-07
5.065,2.0694100284230932e-07
5.0675,2.0584740490886028e-07
5.07,2.0483180819420868e-07
5.0725,2.0389005185441506e-07
5.075,2.0301673814611639e-07
5.0775,2.0220600459412571e-07
5.08,2.0145173594944263e-07
5.0825,2.007481437646784e-07
5.085,2.0008982777869205e-07
5.0875,1.9947215963184573e-07
5.09,1.9889132485258939e-07
5.0925,1.9834403307363515e-07
5.095,1.9782765058648102e-07
5.0975,1.9734045108157212e-07
5.1,1.9688133159154495e-07
5.1025,1.9644987229544197e-07
5.105,1.9604626926740354e-07
5.1075,1.9567114926339637e-07
5.11,1.9532558050636098e-07
5.1125,1.950120092980421e-07
5.115,1.9473388340074034e-07
5.1175,1.9449639789745333e-07
5.12,1.9430597210121308e-07
5.1225,1.941695564078736e-07
5.125,1.9409388995036386e-07
5.1275,1.9408497976828515e-07
5.13,1.9414806502634169e-07
5.1325,1.9428724864097998e-07
5.135,1.9450561418281902e-07
5.1375,1.9480519865482673e-07
5.14,1.9518745303734337e-07
5.1425,1.9565374592055833e-07
5.145,1.9620565881951743e-07
5.1475,1.9684513671996424e-07
5.15,1.9757395684999173e-07
5.1525,1.9839367344231574e-07
5.155,1.9930485703085003e-07
5.1575,2.0030747266381889e-07
5.16,2.0140002016463982e-07
5.1625,2.0257988632941383e-07
5.165,2.0384285959468283e-07
5.1675,2.0518407384507719e-07
5.17,2.0659802649013116e-07
5.1725,2.0807866624921909e-07
5.175,2.0961933503290087e-07
5.1775,2.1121300300263995e-07
5.18,2.1285240611513748e-07
5.1825,2.1452997384858006e-07
5.185,2.1623771364865899e-07
5.1875,2.1796753714876749e-07
5.19,2.1970971108049032e-07
5.1925,2.2145374917538512e-07
5.195,2.231882030277164e-07
5.1975,2.2490033159102374e-07
5.2,2.2657829578823906e-07
5.2025,2.2821033228519027e-07
5.205,2.2978612693321307e-07
5.2075,2.3129617589748917e-07
5.21,2.3273167321183947e-07
5.2125,2.3408445645911209e-07
5.215,2.3534706570407061e-07
5.2175,2.3651311433879591e-07
5.22,2.3757645921892748e-07
5.2225,2.3853157681222397e-07
5.225,2.3937392913206526e-07
5.2275,2.4010033668935272e-07
5.23,2.407099184143608e-07
5.2325,2.4120309591592163e-07
5.235,2.415814129135252e-07
5.2375,2.4184740686080509e-07
5.24,2.4200431948695995e-07
5.2425,2.4205593696708183e-07
5.245,2.4200631303940074e-07
5.2475,2.4185963637823819e-07
5.25,2.41620411844767e-07
5.2525,2.4129341492364073e-07
5.255,2.4088487201997141e-07
5.2575,2.4040260690590919e-07
5.26,2.398560048565745e-07
5.2625,2.3925539089587556e-07
5.265,2.3861130044239164e-07
5.2675,2.3793367747280554e-07
5.27,2.3723177983348085e-07
5.2725,2.3651387362611136e-07
5.275,2.3578747111284565e-07
5.2775,2.3505902949903207e-07
5.28,2.3433417563750575e-07
5.2825,2.3361754305380415e-07
5.285,2.3291331674327477e-07
5.2875,2.3222490392023718e-07
5.29,2.3155565716416458e-07
5.2925,2.3090761327265312e-07
5.295,2.3028116974393011e-07
5.2975,2.2967538683324764e-07
5.3,2.290881004674159e-07
5.3025,2.2851532666351074e-07
5.305,2.2795231367799114e-07
5.3075,2.2739368510557871e-07
5.31,2.2683282780589331e-07
5.3125,2.2626290807297213e-07
5.315,2.2567602679828994e-07
5.3175,2.2506387031650595e-07
5.32,2.2441846201261881e-07
5.3225,2.2373222799456892e-07
5.325,2.2299833541460015e-07
5.3275,2.2221082737380584e-07
5.33,2.213636473182786e-07
5.3325,2.2045056373437685e-07
5.335,2.1946500292988618e-07
5.3375,2.1840025027521093e-07
5.34,2.1724962718868216e-07
5.3425,2.1600693472083158e-07
5.345,2.146667829947695e-07
5.3475,2.1322517134040355e-07
5.35,2.1167964231375021e-07
5.3525,2.1002974113955259e-07
5.355,2.0827661804015222e-07
5.3575,2.0642319406347658e-07
5.36,2.0447288693504935e-07
5.3625,2.0243061375616341e-07
5.365,2.003016956291587e-07
5.3675,1.9809264985566151e-07
5.37,1.9581118532125928e-07
5.3725,1.9346729851347597e-07
5.375,1.9107191890824415e-07
5.3775,1.8863784289812288e-07
5.38,1.8617964183749359e-07
5.3825,1.8371177501863809e-07
5.385,1.8124859952072556e-07
5.3875,1.7880416410057627e-07
5.39,1.763915655341147e-07
5.3925,1.740231642640448e-07
5.395,1.7171082607065438e-07
5.3975,1.694670746194395e-07
5.4,1.6730492138331648e-07
5.4025,1.6523744193384588e-07
5.405,1.6327778604220123e-07
5.4075,1.6143767354332809e-07
5.41,1.5972705365969805e-07
5.4125,1.5815355587556049e-07
5.415,1.567242479338995e-07
5.4175,1.5544434411465192e-07
5.42,1.5431844723540943e-07
5.4225,1.5335002687440627e-07
5.425,1.5254134310861518e-07
5.4275,1.5189318827744526e-07
5.43,1.5140517852619294e-07
5.4325,1.5107580043871305e-07
5.435,1.5090310284200627e-07
5.4375,1.5088493037059015e-07
5.44,1.5101871710749088e-07
5.4425,1.5130115717926817e-07
5.445,1.5172725685330173e-07
5.4475,1.5229039001804147e-07
5.45,1.5298195283393927e-07
5.4525,1.5379215438671282e-07
5.455,1.5471105138569422e-07
5.4575,1.5572776684996609e-07
5.46,1.568314207601338e-07
5.4625,1.5801004404163868e-07
5.465,1.5925153546952538e-07
5.4675,1.6054352085249085e-07
5.47,1.6187489733068207e-07
5.4725,1.6323637271440892e-07
5.475,1.6462053625514354e-07
5.4775,1.660215467104627e-07
5.48,1.6743400058776891e-07
5.4825,1.688526488565342e-07
5.485,1.7027209859671744e-07
5.4875,1.7168757824297323e-07
5.49,1.7309472904794415e-07
5.4925,1.7449026056603624e-07
5.495,1.7587128678378355e-07
5.4975,1.7723580310245733e-07
5.5,1.7858232296999937e-07
5.5025,1.7990987788694027e-07
5.505,1.8121835541420784e-07
5.5075,1.8250807968772286e-07
5.51,1.8377962699483987e-07
5.5125,1.8503441339179165e-07
5.515,1.8627436355342235e-07
5.5175,1.8750189113131254e-07
5.52,1.8871994534969048e-07
5.5225,1.8993200469724456e-07
5.525,1.9114177343305094e-07
5.5275,1.923538632633885e-07
5.53,1.9357238507874055e-07
5.5325,1.9480158607674262e-07
5.535,1.960447520641929e-07
5.5375,1.9730421577874721e-07
5.54,1.9858062704618531e-07
5.5425,1.9987357288034947e-07
5.545,2.0118122438012517e-07
5.5475,2.0250124079203554e-07
5.55,2.0383092096164674e-07
5.5525,2.0516734399250313e-07
5.555,2.0650760120632563e-07
5.5575,2.0784786090316849e-07
5.56,2.0918269752874305e-07
5.5625,2.1050568071010199e-07
5.565,2.1180974765998615e-07
5.5675,2.1308734608104582e-07
5.57,2.1433062958956634e-07
5.5725,2.1553055979666912e-07
5.575,2.1667757800169722e-07
5.5775,2.1776216978100161e-07
5.58,2.1877463472413701e-07
5.5825,2.1970594040307504e-07
5.585,2.2054733050134223e-07
5.5875,2.212905143621564e-07
5.59,2.2192780779902118e-07
5.5925,2.2245183638526153e-07
5.595,2.2285567759340917e-07
5.5975,2.2313277289723885e-07
5.6,2.2327717500375071e-07
5.6025,2.2328399150194127e-07
5.605,2.2314982469635646e-07
5.6075,2.2287304447803349e-07
5.61,2.2245369431035421e-07
5.6125,2.2189321074348622e-07
5.615,2.2119382273471794e-07
5.6175,2.2035864688328938e-07
5.62,2.1939138928303062e-07
5.6225,2.1829701256085183e-07
5.625,2.1708182242779058e-07
5.6275,2.1575364021874833e-07
5.63,2.1432212128155597e-07
5.6325,2.1279872670373486e-07
5.635,2.1119607257126875e-07
5.6375,2.0952776050522815e-07
5.64,2.0780793394866094e-07
5.6425,2.0605075587265967e-07
5.645,2.0426978665228054e-07
5.6475,2.024779732793719e-07
5.65,2.0068729530375471e-07
5.6525,1.9890867369064052e-07
5.655,1.971533797727131e-07
5.6575,1.9543196158923012e-07
5.66,1.937557808356911e-07
5.6625,1.921351620663033e-07
5.665,1.9058011657712397e-07
5.6675,1.8909890916683508e-07
5.67,1.8769907271343816e-07
5.6725,1.8638617069030474e-07
5.675,1.8516480600000271e-07
5.6775,1.8403802755831879e-07
5.68,1.8300791406609774e-07
5.6825,1.8207533197322694e-07
5.685,1.8123972059841972e-07
5.6875,1.8049957839668989e-07
5.69,1.7985273799623877e-07
5.6925,1.7929663001368644e-07
5.695,1.7882865629549942e-07
5.6975,1.7844594284360819e-07
5.7,1.7814498328490324e-07
5.7025,1.7792088971399919e-07
5.705,1.7776706185036305e-07
5.7075,1.7767535458103712e-07
5.71,1.776368050205901e-07
5.7125,1.7764268210015729e-07
5.715,1.7768423057863503e-07
5.7175,1.7775285044225118e-07
5.72,1.7783945771761626e-07
5.7225,1.7793430913586331e-07
5.725,1.780273547965668e-07
5.7275,1.7810944205263594e-07
5.73,1.7817319649743832e-07
5.7325,1.7821371625837921e-07
5.735,1.782285703980071e-07
5.7375,1.7821679428070908e-07
5.74,1.7817851007803293e-07
5.7425,1.7811416921222811e-07
5.745,1.7802449607956806e-07
5.7475,1.7791051705082233e-07
5.75,1.7777383132126867e-07
5.7525,1.7761711495351768e-07
5.755,1.7744378469100683e-07
5.7575,1.7725839862997591e-07
5.76,1.7706674826585701e-07
5.7625,1.7687558735911639e-07
5.765,1.7669228463449984e-07
5.7675,1.7652471706717893e-07
5.77,1.7638120743167984e-07
5.7725,1.762708470046257e-07
5.775,1.7620258765316068e-07
5.7775,1.7618560917687374e-07
5.78,1.7622930659714579e-07
5.7825,1.7634341119567312e-07
5.785,1.7653782493657308e-07
5.7875,1.7682256802192652e-07
5.79,1.7720689240357114e-07
5.7925,1.7769886418919549e-07
5.795,1.7830457211442662e-07
5.7975,1.7902816687678678e-07
5.8,1.7987196107406549e-07
5.8025,1.8083740054618433e-07
5.805,1.8192487063069275e-07
5.8075,1.831344257760981e-07
5.81,1.8446538919664557e-07
5.8125,1.8591602196652196e-07
5.815,1.8748291418239541e-07
5.8175,1.8916082763754316e-07
5.82,1.9094369983693813e-07
5.8225,1.9282471188148378e-07
5.825,1.9479579883349755e-07
5.8275,1.9684855340438016e-07
5.83,1.9897321887575971e-07
5.8325,2.0115920666208996e-07
5.835,2.033944873158788e-07
5.8375,2.0566694671402448e-07
5.84,2.0796381520264521e-07
5.8425,2.1027252508359283e-07
5.845,2.1258109780543603e-07
5.8475,2.1487691004984682e-07
5.85,2.1714869566969933e-07
5.8525,2.1938468639241623e-07
5.855,2.2157380851886529e-07
5.8575,2.237052356460705e-07
5.86,2.2576794630563863e-07
5.8625,2.277518423641248e-07
5.865,2.2964823561995315e-07
5.8675,2.3144906545721904e-07
5.87,2.331474392173757e-07
5.8725,2.347381219622369e-07
5.875,2.3621626946010025e-07
5.8775,2.3757884725649345e-07
5.88,2.3882402550996556e-07
5.8825,2.3995170710305434e-07
5.885,2.4096342972509144e-07
5.8875,2.4186217189892214e-07
5.89,2.4265264165123733e-07
5.8925,2.4334069897549301e-07
5.895,2.43933141845758e-07
5.8975,2.4443721415918924e-07
5.9,2.4486001628150324e-07
5.9025,2.452084174677365e-07
5.905,2.4548885142306238e-07
5.9075,2.4570733767372119e-07
5.91,2.4586975864489604e-07
5.9125,2.4598216162001482e-07
5.915,2.4605106228577991e-07
5.9175,2.4608342437216412e-07
5.92,2.460862532809708e-07
5.9225,2.4606590196174359e-07
5.925,2.4602767634746454e-07
5.9275,2.4597568055039463e-07
5.93,2.4591285123784079e-07
5.9325,2.45841036875697e-07
5.935,2.4576157511781974e-07
5.9375,2.4567510736345797e-07
5.94,2.4558128070921115e-07
5.9425,2.4547871934208575e-07
5.945,2.4536523374473942e-07
5.9475,2.452380567805671e-07
5.95,2.450939971427741e-07
5.9525,2.4492991549800547e-07
5.955,2.4474264802616864e-07
5.9575,2.4452896986290841e-07
5.96,2.4428507276117927e-07
5.9625,2.4400611669721814e-07
5.965,2.436862200653779e-07
5.9675,2.4331845894749868e-07
5.97,2.4289582891539691e-07
5.9725,2.4241183093996298e-07
5.975,2.4186003527257165e-07
5.9775,2.4123459480950371e-07
5.98,2.4052978364476254e-07
5.9825,2.3974002516586645e-07
5.985,2.3886054443912049e-07
5.9875,2.378874416551e-07
5.99,2.3681919513041456e-07
5.9925,2.3565604500734307e-07
5.995,2.3440015754551492e-07
5.9975,2.3305513159093652e-07
6.0,2.3162561759832171e-07
6.0025,2.3011639018041408e-07
6.005,2.2853314684619372e-07
6.0075,2.268812563021896e-07
6.01,2.2516717133467291e-07
6.0125,2.2339763315036769e-07
6.015,2.2158003286858659e-07
6.0175,2.197243011001446e-07
6.02,2.1784072907410807e-07
6.0225,2.1594137400893945e-07
6.025,2.1403877835563704e-07
6.0275,2.1214566183659177e-07
6.03,2.1027621788311755e-07
6.0325,2.0844406625869589e-07
6.035,2.0666222241221558e-07
6.0375,2.0494392882815485e-07
6.04,2.0330253363263007e-07
6.0425,2.0175046018534192e-07
6.045,2.0030044753247455e-07
6.0475,1.9896424389692058e-07
6.05,1.9775263800055237e-07
6.0525,1.9667498909154387e-07
6.055,1.9573887550266146e-07
6.0575,1.9494964265741121e-07
6.06,1.9431147317407596e-07
6.0625,1.938267390394159e-07
6.065,1.9349676991979759e-07
6.0675,1.9332197079478852e-07
6.07,1.933011291572409e-07
6.0725,1.9343128605569071e-07
6.075,1.9370751996482972e-07
6.0775,1.9412441459967986e-07
6.08,1.9467563521325006e-07
6.0825,1.9535366706138757e-07
6.085,1.9615038813497237e-07
6.0875,1.9705621794874168e-07
6.09,1.9805991719630256e-07
6.0925,1.9914961477170494e-07
6.095,2.0031311765644448e-07
6.0975,2.0153770065184615e-07
6.1,2.0281083103268284e-07
6.1025,2.0411986787029014e-07
6.105,2.054522903251022e-07
6.1075,2.067964647479504e-07
6.11,2.0814059760798887e-07
6.1125,2.0947371777951893e-07
6.115,2.1078474708576301e-07
6.1175,2.120632424661444e-07
6.12,2.132998718497724e-07
6.1225,2.1448615150933335e-07
6.125,2.1561522605242394e-07
6.1275,2.1668167936864476e-07
6.13,2.1768157352137143e-07
6.1325,2.1861228002970143e-07
6.135,2.1947236380977841e-07
6.1375,2.2026153683439929e-07
6.14,2.2098093166172406e-07
6.1425,2.216329894405845e-07
6.145,2.2222200495884895e-07
6.1475,2.2275352077121774e-07
6.15,2.2323406661758715e-07
6.1525,2.2367090137102958e-07
6.155,2.2407147801072593e-07
6.1575,2.2444337693958271e-07
6.16,2.2479421780892757e-07
6.1625,2.2513143046666277e-07
6.165,2.2546212987397919e-07
6.1675,2.257931076973976e-07
6.17,2.2613093166388025e-07
6.1725,2.2648247740668089e-07
6.175,2.2685487117453319e-07
6.1775,2.2725524406052558e-07
6.18,2.2768997655999367e-07
6.1825,2.2816435828302773e-07
6.185,2.2868203244815051e-07
6.1875,2.292448459379099e-07
6.19,2.2985401091038103e-07
6.1925,2.3050944328987549e-07
6.195,2.3121036212127236e-07
6.1975,2.3195497275332288e-07
6.2,2.3274055185200407e-07
6.2025,2.3356319932955132e-07
6.205,2.3441800926859389e-07
6.2075,2.3529897235943218e-07
6.21,2.3619980804039199e-07
6.2125,2.3711357710839448e-07
6.215,2.3803348168523747e-07
6.2175,2.3895190456263838e-07
6.22,2.398602531944785e-07
6.2225,2.4074886317166032e-07
6.225,2.4160733930481062e-07
6.2275,2.424247759416554e-07
6.23,2.4319079648868255e-07
6.2325,2.4389470023252192e-07
6.235,2.4452584355512283e-07
6.2375,2.4507322252984499e-07
6.24,2.4552577359127121e-07
6.2425,2.4587301397415479e-07
6.245,2.4610585411737306e-07
6.2475,2.4621736179588507e-07
6.25,2.4620302409730347e-07
6.2525,2.460604853778492e-07
6.255,2.4578895766551734e-07
6.2575,2.4538877716341199e-07
6.26,2.4486105608829911e-07
6.2625,2.4420714519459598e-07
6.265,2.4342918502911116e-07
6.2675,2.4252954651195003e-07
6.27,2.4151081569954936e-07
6.2725,2.4037709500329849e-07
6.275,2.3913367948290545e-07
6.2775,2.3778737341575279e-07
6.28,2.3634615278394179e-07
6.2825,2.3481943004608998e-07
6.285,2.3321744500917018e-07
6.2875,2.3155173088532157e-07
6.29,2.2983352388759286e-07
6.2925,2.2807459191406669e-07
6.295,2.2628652137703978e-07
6.2975,2.2448059380703652e-07
6.3,2.2266854976030969e-07
6.3025,2.2086181563831408e-07
6.305,2.1907136686518862e-07
6.3075,2.1730784167624425e-07
6.31,2.1558061041154267e-07
6.3125,2.138976551742163e-07
6.315,2.1226574454443477e-07
6.3175,2.1069039109986937e-07
6.32,2.0917606656688188e-07
6.3225,2.0772633607003966e-07
6.325,2.0634419332794725e-07
6.3275,2.05030888129884e-07
6.33,2.0378597944192411e-07
6.3325,2.0260733966881483e-07
6.335,2.0149215307490226e-07
6.3375,2.0043750753052839e-07
6.34,1.9943935556854147e-07
6.3425,1.9849422274879911e-07
6.345,1.9759732170612377e-07
6.3475,1.9674276972705765e-07
6.35,1.9592432308459909e-07
6.3525,1.9513469118111361e-07
6.355,1.9436613086234694e-07
6.3575,1.9361120818330093e-07
6.36,1.9286235310864432e-07
6.3625,1.9211261013731869e-07
