Physical Time (s),anabla_vol Monitor (kg-m/s^3): cv1,anabla_vol Monitor (kg-m/s^3): cv2,anabla_vol Monitor (kg-m/s^3): cv3,anabla_vol Monitor (kg-m/s^3): cv4,anabla_vol Monitor (kg-m/s^3): cv5,anabla_vol Monitor (kg-m/s^3): cv6,anabla_vol Monitor (kg-m/s^3): cv7
1.5475,9.5410852591333382e-10,1.5239366144698508e-09,1.9308873698753565e-09,2.124187170663505e-09,2.1571706484876232e-09,2.1894045741321164e-09,2.199203637723652e-09
1.55,9.5228316958088599e-10,1.5192823621765255e-09,1.925223734532685e-09,2.1188572361824936e-09,2.1521997804549302e-09,2.1841566111996001e-09,2.1941187803310809e-09
1.5525,9.5051284726808707e-10,1.5147477233516613e-09,1.9195871611883274e-09,2.1135355560321409e-09,2.1472250272551391e-09,2.1789072615293172e-09,2.1890322484875405e-09
1.555,9.4879486582870061e-10,1.5103260335220314e-09,1.9139334388680412e-09,2.1082203552514137e-09,2.1422427279821833e-09,2.1736526618864943e-09,2.1839403327241852e-09
1.5575,9.4712577924562972e-10,1.5060043384789644e-09,1.9082402871382019e-09,2.1029100275867474e-09,2.1372494372910338e-09,2.1683891231443749e-09,2.1788395232099693e-09
1.56,9.4550233920958258e-10,1.5017684596284456e-09,1.9024992759641346e-09,2.0976024912726877e-09,2.1322415508317935e-09,2.163112935326685e-09,2.1737261854034366e-09
1.5625,9.4392023453612217e-10,1.4976036946369433e-09,1.8967180924686143e-09,2.0922958837820482e-09,2.1272158846002399e-09,2.1578207896972373e-09,2.1685970575504087e-09
1.565,9.4237454249994731e-10,1.4934976015805253e-09,1.8909112026641668e-09,2.0869883637468413e-09,2.1221696961816973e-09,2.1525097157911922e-09,2.1634493615474846e-09
1.5675,9.4086074020384727e-10,1.4894389579576573e-09,1.8850953039061733e-09,2.0816779682077069e-09,2.117100681865364e-09,2.1471770097845779e-09,2.158280707048664e-09
1.57,9.3937325401013236e-10,1.4854195633616675e-09,1.8792852287962438e-09,2.0763625144031517e-09,2.1120067449212883e-09,2.141820258167313e-09,2.1530889230568222e-09
1.5725,9.3790621743109903e-10,1.481432198513634e-09,1.8734919804270953e-09,2.0710399353895509e-09,2.1068865026601807e-09,2.1364377639922442e-09,2.1478725290400042e-09
1.575,9.36453960243405e-10,1.4774706004251006e-09,1.8677217923320895e-09,2.0657076958021262e-09,2.1017387998520098e-09,2.1310280532805777e-09,2.1426302688401735e-09
1.5775,9.3501021095794294e-10,1.4735279497376441e-09,1.8619768486428992e-09,2.0603631122752795e-09,2.096563048628603e-09,2.1255902643867119e-09,2.1373614815695009e-09
1.58,9.3356881293776212e-10,1.4695979764859189e-09,1.8562563222949426e-09,2.0550031752617028e-09,2.0913590355900267e-09,2.1201238663605885e-09,2.1320658625248429e-09
1.5825,9.3212350679885715e-10,1.4656742992179852e-09,1.8505595979514429e-09,2.0496246382942462e-09,2.0861274203047811e-09,2.1146292716732321e-09,2.1267439516942132e-09
1.585,9.306686747325315e-10,1.4617491411573544e-09,1.8448861055239217e-09,2.0442236924519464e-09,2.0808692797957312e-09,2.1091073257752191e-09,2.1213967215842221e-09
1.5875,9.291981403843216e-10,1.4578182264964343e-09,1.8392371162313733e-09,2.0387955062618088e-09,2.0755860973042261e-09,2.1035593550864208e-09,2.1160255885682692e-09
1.59,9.2770718180799074e-10,1.4538823796875673e-09,1.8336197280298046e-09,2.0333346433330093e-09,2.0702801749101054e-09,2.0979876360149655e-09,2.1106327833711483e-09
1.5925,9.2619111150058759e-10,1.4499471643075977e-09,1.8280438382495727e-09,2.0278340621977956e-09,2.0649542149228669e-09,2.0923948716420499e-09,2.1052208707285909e-09
1.595,9.24645126614606e-10,1.4460235138079397e-09,1.8225247973210822e-09,2.0222851435143396e-09,2.05961118962791e-09,2.0867841572172946e-09,2.0997927311503603e-09
1.5975,9.2306529043166359e-10,1.4421256408003869e-09,1.8170828294636291e-09,2.0166777982110088e-09,2.0542546785652186e-09,2.0811593275742875e-09,2.0943518525570631e-09
1.6,9.2144817860536885e-10,1.4382712226699201e-09,1.8117413481125045e-09,2.0110005915824066e-09,2.0488886594600237e-09,2.0755247612865305e-09,2.0889021654142319e-09
1.6025,9.1979076583737756e-10,1.4344768166087833e-09,1.8065220725998059e-09,2.0052405309464217e-09,2.0435170291046347e-09,2.0698848380327403e-09,2.0834474655038271e-09
1.605,9.1809057668467249e-10,1.4307571409887962e-09,1.8014432997094753e-09,1.9993845629836146e-09,2.0381441717165755e-09,2.064244553771837e-09,2.0779920359451352e-09
1.6075,9.1634570215933547e-10,1.4271252905194158e-09,1.7965173602589846e-09,1.993421250233855e-09,2.0327746386928303e-09,2.0586091911567646e-09,2.0725403466524651e-09
1.61,9.1455470650151581e-10,1.4235904293176905e-09,1.7917497070607176e-09,1.9873423900078603e-09,2.027413096374454e-09,2.0529842610410436e-09,2.0670970170077486e-09
1.6125,9.127169154255918e-10,1.4201588106265484e-09,1.7871396635863429e-09,1.9811430202977232e-09,2.0220642679830406e-09,2.047375326372012e-09,2.0616666864565761e-09
1.615,9.1083261112055861e-10,1.4168336842125453e-09,1.7826810043750993e-09,1.9748234974928456e-09,2.0167326294609825e-09,2.0417876535723436e-09,2.0562537252703989e-09
1.6175,9.0890194103501015e-10,1.413616769514383e-09,1.7783634377243594e-09,1.9683927036212661e-09,2.0114226591584868e-09,2.0362264701430116e-09,2.0508625325531641e-09
1.62,9.069262100879578e-10,1.4105072384325145e-09,1.7741739672428689e-09,1.9618695633320693e-09,2.0061389885388129e-09,2.0306970863498555e-09,2.0454976881740553e-09
1.6225,9.0490667530659853e-10,1.4075026761957111e-09,1.7700976046202628e-09,1.9552765089848544e-09,2.0008856703022204e-09,2.0252041298195538e-09,2.0401632098357258e-09
1.625,9.0284543463458715e-10,1.4045978365818622e-09,1.7661179843732199e-09,1.9486327004836626e-09,1.9956664972983782e-09,2.0197518168713473e-09,2.0348628501940634e-09
1.6275,9.0074498757137242e-10,1.4017869925154701e-09,1.7622185633598107e-09,1.9419485547351684e-09,1.9904852744611853e-09,2.0143442534349233e-09,2.0296003795736828e-09
1.63,8.9860858795909716e-10,1.399062758344239e-09,1.7583815932277048e-09,1.9352299069736646e-09,1.9853448104308505e-09,2.0089844257710399e-09,2.0243785714735375e-09
1.6325,8.9644041939946498e-10,1.3964179097630411e-09,1.7545884481876241e-09,1.9284905744549235e-09,1.9802478297013921e-09,2.0036751673529642e-09,2.0192001414740723e-09
1.635,8.9424463911045493e-10,1.3938440849474057e-09,1.7508182541764401e-09,1.921759552873233e-09,1.9751962221574149e-09,1.9984183841915244e-09,2.0140669606872588e-09
1.6375,8.9202567312317427e-10,1.3913323843332376e-09,1.7470471190294292e-09,1.9150770210615419e-09,1.9701911397775632e-09,1.9932152112038954e-09,2.0089801916645393e-09
1.64,8.8978879690045769e-10,1.3888736319032204e-09,1.7432472630104553e-09,1.9084874643982423e-09,1.9652332461186316e-09,1.9880662255302014e-09,2.003940482988329e-09
1.6425,8.8754001405015758e-10,1.3864577519534328e-09,1.7393858844742249e-09,1.9020321960928787e-09,1.9603222425663814e-09,1.9829710503317653e-09,1.998947571391875e-09
1.645,8.8528573807732878e-10,1.3840738374539032e-09,1.7354245173293918e-09,1.8957428219191327e-09,1.9554568024130012e-09,1.9779282783008802e-09,1.9940002119600568e-09
1.6475,8.8303266087987994e-10,1.3817101141676158e-09,1.7313211010410046e-09,1.8896380943880481e-09,1.9506355159826113e-09,1.9729363954822055e-09,1.9890970681252444e-09
1.65,8.8078760995994618e-10,1.3793523174970447e-09,1.727031117931522e-09,1.8837226219403729e-09,1.9458561400490252e-09,1.9679930497532753e-09,1.9842359919350132e-09
1.6525,8.7855808386884826e-10,1.3769832159951102e-09,1.7225106463066186e-09,1.8779900775713257e-09,1.9411161395618877e-09,1.9630955998158698e-09,1.9794145624882531e-09
1.655,8.7635145601594638e-10,1.3745832820340005e-09,1.7177201774880977e-09,1.8724251176397184e-09,1.9364121571937183e-09,1.9582405806066044e-09,1.9746295422044523e-09
1.6575,8.7417488804846231e-10,1.3721304145227437e-09,1.712629872415929e-09,1.867006798615556e-09,1.9317407199844921e-09,1.9534244165159549e-09,1.9698775996807396e-09
1.66,8.7203567428760919e-10,1.3695998108572768e-09,1.7072204709710681e-09,1.8617114053994432e-09,1.9270981365860917e-09,1.9486433087829097e-09,1.9651551831310932e-09
1.6625,8.6994130889329194e-10,1.3669636469062952e-09,1.7014855442783323e-09,1.8565136438456573e-09,1.9224802388114229e-09,1.9438930048432688e-09,1.9604582898614912e-09
1.665,8.6789931507309652e-10,1.3641936816679231e-09,1.6954341950121238e-09,1.8513892672927224e-09,1.9178826744536133e-09,1.9391690922647762e-09,1.9557827607456582e-09
1.6675,8.6591614140354291e-10,1.3612617180839432e-09,1.6890955614438539e-09,1.8463172115210882e-09,1.913300856430219e-09,1.9344669343718386e-09,1.9511242121473523e-09
1.67,8.6399688024565162e-10,1.3581433593122702e-09,1.6825231578319881e-09,1.8412796706723105e-09,1.9087296069480224e-09,1.9297813180374445e-09,1.9464776809477712e-09
1.6725,8.6214555869216793e-10,1.3548223379303446e-09,1.6758004154116121e-09,1.8362623675363208e-09,1.9041637814624165e-09,1.9251071117838794e-09,1.9418382815743263e-09
1.675,8.6036484093475831e-10,1.351294699138668e-09,1.6690402226324198e-09,1.8312540244065892e-09,1.8995981554242445e-09,1.9204391031771525e-09,1.9372010465133736e-09
1.6775,8.5865637001285229e-10,1.3475712069431403e-09,1.6623756603085335e-09,1.8262469924047439e-09,1.8950276391658145e-09,1.9157722287440529e-09,1.9325611435752991e-09
1.68,8.5702065383125183e-10,1.3436781527427302e-09,1.6559405898784999e-09,1.821236900256613e-09,1.8904473742640816e-09,1.9111016981418859e-09,1.9279140132136998e-09
1.6825,8.5545739568694076e-10,1.3396549565869856e-09,1.6498420816748928e-09,1.8162214090621625e-09,1.8858526931487588e-09,1.906422918296203e-09,1.9232552846807313e-09
1.685,8.5396542090798289e-10,1.3355500447233961e-09,1.6441371828309397e-09,1.8111997271097798e-09,1.8812394840438368e-09,1.9017318782991317e-09,1.9185811574060617e-09
1.6875,8.5254294576562485e-10,1.3314127648340654e-09,1.6388295253536671e-09,1.8061715391350187e-09,1.8766038317063911e-09,1.8970247741087129e-09,1.9138880318819955e-09
1.69,8.5118856864267186e-10,1.3272879902268477e-09,1.6338734388413759e-09,1.8011368415618434e-09,1.8719421824043608e-09,1.8922981737244561e-09,1.9091726688719139e-09
1.6925,8.4990003856886039e-10,1.3232067755460234e-09,1.6291836350771742e-09,1.796095716321563e-09,1.8672512717017345e-09,1.8875489406081974e-09,1.9044321196998279e-09
1.695,8.4867435057749725e-10,1.3191891001872737e-09,1.6246606459506236e-09,1.7910483152630248e-09,1.8625285889399948e-09,1.8827747027725443e-09,1.899664185373618e-09
1.6975,8.4750741058571278e-10,1.3152406764639764e-09,1.620204943406764e-09,1.7859949776393545e-09,1.8577723604711599e-09,1.8779737833587654e-09,1.8948673559202231e-09
1.7,8.4639507624901437e-10,1.3113563047376728e-09,1.6157266827591648e-09,1.7809358604522292e-09,1.852981233506557e-09,1.8731449704581952e-09,1.8900405766760325e-09
1.7025,8.453319800845409e-10,1.3075236841247464e-09,1.6111676135629852e-09,1.7758712339641546e-09,1.8481545680500565e-09,1.868287761031112e-09,1.8851834881669569e-09
1.705,8.4431162893358611e-10,1.3037259094982744e-09,1.6064916884581345e-09,1.7708025261279333e-09,1.8432929964793227e-09,1.8634029139331114e-09,1.8802969912368036e-09
1.7075,8.4332673847284424e-10,1.2999472344001851e-09,1.6016868035009455e-09,1.7657314003395288e-09,1.8383974395697105e-09,1.8584914574040965e-09,1.8753822364693316e-09
1.71,8.4236895813158519e-10,1.2961721920825681e-09,1.5967582019188338e-09,1.7606601311764315e-09,1.8334696992590372e-09,1.8535551883951139e-09,1.8704411366847322e-09
1.7125,8.4143024453025159e-10,1.2923917603259215e-09,1.5917246210353827e-09,1.7555916338444674e-09,1.8285124614236253e-09,1.8485967216141581e-09,1.8654764264492959e-09
1.715,8.4050073379114896e-10,1.2885980021879869e-09,1.586611664812212e-09,1.7505279807921057e-09,1.8235269810913105e-09,1.8436171714886944e-09,1.860489326346915e-09
1.7175,8.3957126481942697e-10,1.2847912122520473e-09,1.5814494422852084e-09,1.7454731293162114e-09,1.8185167733864778e-09,1.8386197936858168e-09,1.8554831956488644e-09
1.72,8.3863405920499756e-10,1.2809719700260711e-09,1.576267746536677e-09,1.7404323081491581e-09,1.8134868370976597e-09,1.8336092483500574e-09,1.8504627987956092e-09
1.7225,8.3768041903423081e-10,1.2771435308506587e-09,1.571092270872594e-09,1.7354102159376381e-09,1.8084416360702962e-09,1.8285896884324399e-09,1.8454323779383451e-09
1.725,8.367029534817091e-10,1.2733097523028627e-09,1.5659439198491015e-09,1.7304118667573247e-09,1.8033857693792062e-09,1.8235654845427013e-09,1.8403963754521159e-09
1.7275,8.3569416296733566e-10,1.2694758528721557e-09,1.5608405128996047e-09,1.7254420855851842e-09,1.798324094569035e-09,1.8185415672777624e-09,1.8353597998762169e-09
1.73,8.3464798647213998e-10,1.265649061761934e-09,1.5557992245641309e-09,1.7205055035602587e-09,1.7932622861245316e-09,1.8135240242938394e-09,1.8303288111306687e-09
1.7325,8.3355728726453242e-10,1.2618356637967796e-09,1.5508328104685664e-09,1.7156000391589256e-09,1.7882015348869116e-09,1.8085150314676395e-09,1.8253056664805768e-09
1.735,8.3241731689275441e-10,1.2580487360076785e-09,1.5459580140178709e-09,1.7107229750236791e-09,1.7831464629232649e-09,1.803520569924342e-09,1.8202964219961487e-09
1.7375,8.3122394114385092e-10,1.2543054308432561e-09,1.541192537275915e-09,1.7058665907323596e-09,1.7781021343308194e-09,1.798547108618558e-09,1.8153076077909539e-09
1.74,8.2997376718097067e-10,1.2506272944230174e-09,1.5365539136671992e-09,1.7010161895315326e-09,1.7730732309297734e-09,1.7936004816478494e-09,1.8103451075307912e-09
1.7425,8.2866480454365171e-10,1.2470384128227032e-09,1.5320600144548209e-09,1.6961502256212629e-09,1.7680646084763787e-09,1.7886863393942387e-09,1.8054146259591396e-09
1.745,8.2729505182776982e-10,1.2435611983693865e-09,1.5277283590206647e-09,1.6912413269049064e-09,1.7630814879257105e-09,1.783810332292576e-09,1.8005218569189635e-09
1.7475,8.2586320452861933e-10,1.2402151682163549e-09,1.5235726947661189e-09,1.6862580679870581e-09,1.7581288033703718e-09,1.7789773795349701e-09,1.795671758478952e-09
1.75,8.2436831454161493e-10,1.237018238769892e-09,1.5196023512456198e-09,1.6811691661749125e-09,1.753211917040006e-09,1.7741922999837831e-09,1.7908691918142903e-09
1.7525,8.2281089887925842e-10,1.2339834860918817e-09,1.5158198859545204e-09,1.6759474023528815e-09,1.7483359470155226e-09,1.7694589686232635e-09,1.7861180664474618e-09
1.755,8.2119125540084918e-10,1.2311195380524334e-09,1.5122222292522945e-09,1.6705757120376306e-09,1.7435062601111991e-09,1.7647809466160902e-09,1.7814219779497162e-09
1.7575,8.1951072509889856e-10,1.228429467461099e-09,1.5088015707340483e-09,1.6650523331924105e-09,1.7387282022869756e-09,1.7601612314803933e-09,1.7767839582065417e-09
1.76,8.1777161266236062e-10,1.2259129300115877e-09,1.5055465182298007e-09,1.6593954182017825e-09,1.7340066488322404e-09,1.7556021282649492e-09,1.7722063428148752e-09
1.7625,8.1597656495139984e-10,1.2235653466914609e-09,1.502442922302005e-09,1.6536450020646224e-09,1.7293453986681902e-09,1.7511049640387094e-09,1.7676904874140446e-09
1.765,8.1412949492141317e-10,1.2213783739824658e-09,1.4994748571950007e-09,1.647856051457154e-09,1.7247476710699168e-09,1.746670643036679e-09,1.7632373216148465e-09
1.7675,8.1223419641490978e-10,1.219340569970221e-09,1.4966254753563476e-09,1.6420848185752258e-09,1.7202151584609308e-09,1.7422992726077395e-09,1.7588469793699588e-09
1.77,8.1029456701572942e-10,1.2174394524927856e-09,1.4938770540372298e-09,1.6363790721149229e-09,1.7157477060615221e-09,1.7379897003509161e-09,1.7545183317458657e-09
1.7725,8.0831586201829063e-10,1.2156613911019817e-09,1.4912118646175559e-09,1.6307767985376684e-09,1.7113442470527833e-09,1.7337406950895162e-09,1.7502501673335919e-09
1.775,8.0630389692723671e-10,1.213992324407901e-09,1.4886109455920486e-09,1.6253046247045981e-09,1.7070018034059852e-09,1.7295496066486788e-09,1.7460398572903585e-09
1.7775,8.0426566523582059e-10,1.2124175519916407e-09,1.486054256827966e-09,1.6199814942414627e-09,1.7027166221076743e-09,1.7254132495197203e-09,1.7418842338765284e-09
1.78,8.0220827071607848e-10,1.2109233136363962e-09,1.4835199463903263e-09,1.6148222107166008e-09,1.6984847709805871e-09,1.7213282869740698e-09,1.7377799752528134e-09
1.7825,8.0013907064828159e-10,1.2094949888677265e-09,1.4809820710786536e-09,1.6098356374478417e-09,1.6943009868243425e-09,1.7172899169674527e-09,1.7337222966546078e-09
1.785,7.9806645335350965e-10,1.2081177123216864e-09,1.4784103477892721e-09,1.6050222524484821e-09,1.6901595729468872e-09,1.7132930146584278e-09,1.7297060886005398e-09
1.7875,7.9599919895875383e-10,1.2067756491162511e-09,1.4757687826517815e-09,1.6003726104878237e-09,1.6860543114444583e-09,1.7093317876275654e-09,1.7257255711233794e-09
1.79,7.9394676418769736e-10,1.2054512296683044e-09,1.4730157431563949e-09,1.5958696665755734e-09,1.6819784562916986e-09,1.7053997788722163e-09,1.7217742998715321e-09
1.7925,7.919185899093435e-10,1.204124888817828e-09,1.4701058303008396e-09,1.5914927856979632e-09,1.6779252540819611e-09,1.7014902719264745e-09,1.7178455700883974e-09
1.795,7.8992453818759605e-10,1.202774459220228e-09,1.4669919491105403e-09,1.5872212147489891e-09,1.6738878932832035e-09,1.6975962699797839e-09,1.7139323933833563e-09
1.7975,7.8797458402829684e-10,1.2013749428398534e-09,1.4636292621484019e-09,1.583035858472548e-09,1.6698596484423918e-09,1.6937106824387198e-09,1.7100276870977334e-09
1.8,7.8607830565952758e-10,1.1998991210727385e-09,1.4599803465549715e-09,1.578920413807193e-09,1.665833978368733e-09,1.6898265672160818e-09,1.7061245195251389e-09
1.8025,7.842441554262205e-10,1.1983173353407906e-09,1.4560198917473736e-09,1.5748600378506645e-09,1.6618047332130579e-09,1.6859373388351434e-09,1.7022163129748073e-09
1.805,7.8248063681382945e-10,1.1965973584491067e-09,1.4517353406731086e-09,1.5708402646328664e-09,1.6577659077286284e-09,1.6820364755224785e-09,1.6982965499947844e-09
1.8075,7.8079495744794796e-10,1.1947055670751291e-09,1.4471300968426028e-09,1.5668477708629663e-09,1.6537124921853878e-09,1.6781183684078342e-09,1.6943596305815166e-09
1.81,7.7919216146900027e-10,1.1926090348371122e-09,1.4422264414564435e-09,1.562869498145932e-09,1.6496394619662641e-09,1.6741774454444692e-09,1.6903999878892543e-09
1.8125,7.7767487158669614e-10,1.1902768581953953e-09,1.4370683598835222e-09,1.5588937998888341e-09,1.645542501134518e-09,1.670208932580174e-09,1.6864128484458983e-09
1.815,7.7624387694838153e-10,1.1876864683294126e-09,1.4317227731752633e-09,1.5549100905954922e-09,1.6414176716901751e-09,1.6662089970055742e-09,1.6823943858443283e-09
1.8175,7.748983996580886e-10,1.1848270319360941e-09,1.426281131649242e-09,1.5509083680764131e-09,1.6372612094684728e-09,1.6621742489449923e-09,1.6783412132873932e-09
1.82,7.7363731967075511e-10,1.1817060357931509e-09,1.4208557641514207e-09,1.5468785230462822e-09,1.633069639594194e-09,1.6581019250322465e-09,1.6742505644415683e-09
1.8225,7.7245920121753727e-10,1.1783486976734681e-09,1.4155659019879948e-09,1.5428113829373501e-09,1.6288398563627368e-09,1.6539904136463777e-09,1.6701208307516466e-09
1.825,7.713623901317554e-10,1.1747991338965101e-09,1.4105150424312882e-09,1.5386993788245877e-09,1.6245684377831497e-09,1.649838446706688e-09,1.6659507465926568e-09
1.8275,7.7034565060306139e-10,1.171113715467446e-09,1.4057680153518939e-09,1.5345373696819332e-09,1.6202522005148361e-09,1.6456459378843742e-09,1.6617402193044948e-09
1.83,7.6940698083494528e-10,1.1673543897347211e-09,1.4013425767068529e-09,1.530322999178788e-09,1.6158877295363739e-09,1.6414136136380904e-09,1.6574899766670262e-09
1.8325,7.6854375387167032e-10,1.1635780826481329e-09,1.3972105690117293e-09,1.5260565590951835e-09,1.6114713941668256e-09,1.637143077781951e-09,1.6532016242214749e-09
1.835,7.6775186883247129e-10,1.159827428961256e-09,1.3933086442427578e-09,1.5217409702491163e-09,1.6069995634598345e-09,1.6328368803602674e-09,1.6488777065687869e-09
1.8375,7.6702454481921708e-10,1.1561297800448763e-09,1.3895501252353691e-09,1.5173816804920879e-09,1.6024685217946101e-09,1.6284982459547305e-09,1.6445214452409248e-09
1.84,7.6635326416959298e-10,1.1524935229438506e-09,1.3858476327107113e-09,1.5129853749439063e-09,1.5978744730773975e-09,1.6241308054800537e-09,1.6401364724972416e-09
1.8425,7.6572900397414375e-10,1.1489143463984821e-09,1.3821279955214943e-09,1.5085602653882458e-09,1.593214599287363e-09,1.6197391090448887e-09,1.6357273340840843e-09
1.845,7.6514096981296938e-10,1.1453776288434907e-09,1.3783414786395058e-09,1.5041159722955114e-09,1.5884874819391425e-09,1.6153285745095278e-09,1.6312994425030933e-09
1.8475,7.6457803749579963e-10,1.1418642670988497e-09,1.374460175694375e-09,1.4996622108273906e-09,1.583693025883788e-09,1.6109047395566849e-09,1.6268583347221817e-09
1.85,7.6402866440708774e-10,1.1383566976311561e-09,1.3704748447830114e-09,1.4952085728979397e-09,1.5788329978560444e-09,1.6064731528157273e-09,1.6224095574963037e-09
1.8525,7.6348258050356972e-10,1.1348399965488486e-09,1.3663927518622428e-09,1.4907653518311314e-09,1.5739124201715565e-09,1.6020402828788009e-09,1.6179595712468321e-09
1.855,7.629285999763526e-10,1.1313076133547704e-09,1.3622324883091455e-09,1.4863427943033994e-09,1.5689384214907118e-09,1.5976125727809915e-09,1.6135148178657498e-09
1.8575,7.6235682742948588e-10,1.1277588723315305e-09,1.3580211790684659e-09,1.4819513198357245e-09,1.563920083807811e-09,1.5931965414605182e-09,1.6090818157956709e-09
1.86,7.6175794999452348e-10,1.1242004862608051e-09,1.3537895826416337e-09,1.4776012062015448e-09,1.5588686387551945e-09,1.5887988407002085e-09,1.6046672085357935e-09
1.8625,7.6112308291246315e-10,1.1206407046675012e-09,1.3495686640650322e-09,1.4733026468039032e-09,1.5537973000585827e-09,1.584426379935966e-09,1.6002779037907414e-09
1.865,7.6044399178143302e-10,1.1170926321498818e-09,1.3453867174388171e-09,1.4690657637989904e-09,1.5487206441452396e-09,1.5800856301120255e-09,1.5959203720914364e-09
1.8675,7.5971337287066991e-10,1.1135728422381513e-09,1.3412674726544602e-09,1.4649001022520482e-09,1.5436531256589566e-09,1.5757826320663177e-09,1.5916006492785533e-09
1.87,7.5892500783108051e-10,1.1100991089355028e-09,1.3372309507354337e-09,1.4608147757799444e-09,1.5386100541967626e-09,1.571523501279307e-09,1.5873248478275273e-09
1.8725,7.5807362590255989e-10,1.1066871110023847e-09,1.3332940461398749e-09,1.4568186383208667e-09,1.533606780977002e-09,1.5673138533306699e-09,1.5830985837233297e-09
1.875,7.5715552953188943e-10,1.1033568753545851e-09,1.3294725213483609e-09,1.452919996979673e-09,1.5286591576428365e-09,1.563158889475764e-09,1.5789270568515283e-09
1.8775,7.5616722342450872e-10,1.1001294315877754e-09,1.325781720145913e-09,1.4491253018339766e-09,1.5237827940125213e-09,1.559063421569608e-09,1.5748150758096899e-09
1.88,7.5510617207542014e-10,1.0970285181152317e-09,1.3222351473572463e-09,1.4454382343172466e-09,1.5189920929182747e-09,1.5550316343500454e-09,1.5707668275048666e-09
1.8825,7.5397134662408189e-10,1.0940781010669007e-09,1.3188459768325421e-09,1.4418587062299412e-09,1.5142998777302548e-09,1.5510668798946745e-09,1.5667856666235061e-09
1.885,7.5276303965088283e-10,1.0912981802735597e-09,1.3156261915283714e-09,1.4383817178285324e-09,1.5097165924976333e-09,1.5471718511454352e-09,1.5628742827420546e-09
1.8875,7.514812369157778e-10,1.0887059685872798e-09,1.312585395335533e-09,1.434996658642569e-09,1.5052498579713643e-09,1.5433484658782292e-09,1.5590345913876754e-09
1.89,7.5012650593201791e-10,1.0863160896703305e-09,1.3097292084441237e-09,1.4316863711543345e-09,1.5009038866048746e-09,1.5395978390159299e-09,1.5552677128765236e-09
1.8925,7.4870077787098059e-10,1.0841367447279422e-09,1.3070585541618625e-09,1.4284261987487742e-09,1.496679453704953e-09,1.5359200931568508e-09,1.5515737814342699e-09
1.895,7.4720598592175346e-10,1.0821699417577358e-09,1.3045690338965722e-09,1.4251852214979622e-09,1.492574646029774e-09,1.5323143749629673e-09,1.5479519451778952e-09
1.8975,7.4564504113013255e-10,1.0804114061346486e-09,1.3022511043511907e-09,1.4219287616871444e-09,1.4885852946636162e-09,1.5287791251191063e-09,1.5444006395350487e-09
1.9,7.4402096836044496e-10,1.0788512947245343e-09,1.3000911984149327e-09,1.4186209265018509e-09,1.4847057934695197e-09,1.5253117047617716e-09,1.5409172315376929e-09
1.9025,7.423381847491695e-10,1.0774752170719855e-09,1.2980726483723597e-09,1.415229268320723e-09,1.4809291686519979e-09,1.5219084596625437e-09,1.5374980716138724e-09
1.905,7.406017971086593e-10,1.0762648412922408e-09,1.2961767677299439e-09,1.4117293293331092e-09,1.4772472593228425e-09,1.5185646813858718e-09,1.5341384569610205e-09
1.9075,7.3881776603098593e-10,1.0751995938332102e-09,1.2943836993298457e-09,1.4081099271817083e-09,1.4736511863138928e-09,1.5152749857381643e-09,1.5308330089430205e-09
1.91,7.3699220785779234e-10,1.0742582026944724e-09,1.2926730063655853e-09,1.40437784697532e-09,1.4701309500114083e-09,1.5120330696618037e-09,1.5275754264074209e-09
1.9125,7.3513088432684645e-10,1.0734202568571989e-09,1.2910240882781044e-09,1.4005581339073588e-09,1.4666762503540066e-09,1.5088321070386793e-09,1.524358889025054e-09
1.915,7.3324100238142936e-10,1.0726652913241583e-09,1.2894162674932283e-09,1.3966890099078031e-09,1.4632766212620503e-09,1.5056649434863395e-09,1.5211762515753191e-09
1.9175,7.3133072256880133e-10,1.0719736955501849e-09,1.287828231641813e-09,1.3928124202384082e-09,1.4599210398757607e-09,1.5025236106059504e-09,1.5180195580954379e-09
1.92,7.294093063923019e-10,1.0713267873832623e-09,1.2862374786241563e-09,1.3889660007446395e-09,1.4565987531318375e-09,1.4994002258435117e-09,1.5148809333339583e-09
1.9225,7.2748633034678361e-10,1.0707066301038211e-09,1.2846196940485906e-09,1.3851798255682689e-09,1.4532990957625449e-09,1.4962868237364004e-09,1.5117524186229448e-09
1.925,7.2557174451250672e-10,1.07009490910951e-09,1.2829469720794218e-09,1.381473379827642e-09,1.4500113378821128e-09,1.4931749077636697e-09,1.5086255310452816e-09
1.9275,7.2367633389581587e-10,1.0694726285583149e-09,1.2811869539645305e-09,1.3778545974568226e-09,1.44672551194412e-09,1.4900562760894066e-09,1.5054920829659197e-09
1.93,7.2181114047859515e-10,1.0688197465857586e-09,1.279302639902479e-09,1.374322254071173e-09,1.4434325643589086e-09,1.4869230714165628e-09,1.502344224377794e-09
1.9325,7.1998831496470395e-10,1.0681145321070169e-09,1.2772522578412055e-09,1.3708679849854351e-09,1.4401240876269299e-09,1.4837677678085656e-09,1.4991744395696401e-09
1.935,7.1821993881306672e-10,1.0673337873880145e-09,1.27499257059371e-09,1.3674792437380834e-09,1.4367928449400308e-09,1.4805835144546048e-09,1.4959758945593667e-09
1.9375,7.1651799800308561e-10,1.0664520769578699e-09,1.2724823175928638e-09,1.3641408895309115e-09,1.4334325200870088e-09,1.4773641008327697e-09,1.49274239204898e-09
