Physical Time (s),enth_flux_enthalpy_left Monitor (kg-m/s^3)
2.0125,-1.4743771394811606e-05
2.015,-1.5253104035730478e-05
2.0175,-1.5803983312110845e-05
2.02,-1.6389326344298138e-05
2.0225,-1.7002368010623105e-05
2.025,-1.7636614157529241e-05
2.0275,-1.8285685672351981e-05
2.03,-1.8942607987592315e-05
2.0325,-1.9600061892278224e-05
2.035,-2.0251699064693421e-05
2.0375,-2.089147169913277e-05
2.04,-2.1513186392222707e-05
2.0425,-2.210978608197792e-05
2.045,-2.2672506713929736e-05
2.0475,-2.3193145463798297e-05
2.05,-2.3663325106466098e-05
2.0525,-2.4075541678205372e-05
2.055,-2.442348078681913e-05
2.0575,-2.4702335051168554e-05
2.06,-2.4908602173638914e-05
2.0625,-2.5039578682007141e-05
2.065,-2.5093276743705072e-05
2.0675,-2.5068507667017793e-05
2.07,-2.4965258335226379e-05
2.0725,-2.4783648176994333e-05
2.075,-2.4524613056245794e-05
2.0775,-2.4189688067280746e-05
2.08,-2.3781567094236745e-05
2.0825,-2.330336431520512e-05
2.085,-2.2759047959378849e-05
2.0875,-2.2153698679602898e-05
2.09,-2.1493786147131716e-05
2.0925,-2.078674427327437e-05
2.095,-2.0040405638219924e-05
2.0975,-1.9263066621668463e-05
2.1,-1.8463961183609921e-05
2.1025,-1.7652521894135265e-05
2.105,-1.6837108040789472e-05
2.1075,-1.6026035487848708e-05
2.11,-1.5229601754862034e-05
2.1125,-1.4456697765037571e-05
2.115,-1.371568461228864e-05
2.1175,-1.3015302573229011e-05
2.12,-1.2362526870120267e-05
2.1225,-1.1765170348048547e-05
2.125,-1.1231046514534386e-05
2.1275,-1.0767601721719337e-05
2.13,-1.0380287034261765e-05
2.1325,-1.0073637407986779e-05
2.135,-9.8512004218447252e-06
2.1375,-9.7153061494874134e-06
2.14,-9.6665209555979828e-06
2.1425,-9.7045044645562983e-06
2.145,-9.8275752488251496e-06
2.1475,-1.0033278579020922e-05
2.15,-1.0318678048959378e-05
2.1525,-1.0679991579682352e-05
2.155,-1.1112803313836997e-05
2.1575,-1.161131228103297e-05
2.16,-1.2172358928403776e-05
2.1625,-1.2785730301002201e-05
2.165,-1.3442745328826665e-05
2.1675,-1.4134348590812717e-05
2.17,-1.4851205616276542e-05
2.1725,-1.5583893836121522e-05
2.175,-1.6323271620448023e-05
2.1775,-1.7059548279132646e-05
2.18,-1.7782831377216453e-05
2.1825,-1.8487206773105997e-05
2.185,-1.9169031904001765e-05
2.1875,-1.9825466440420072e-05
2.19,-2.0452312199140739e-05
2.1925,-2.1043350034751264e-05
2.195,-2.1591474088294457e-05
2.1975,-2.2085870201191348e-05
2.2,-2.2525592671288252e-05
2.2025,-2.2906748374296192e-05
2.205,-2.3226160662775849e-05
2.2075,-2.3482141990364653e-05
2.21,-2.3674011174235349e-05
2.2125,-2.3802778092713839e-05
2.215,-2.3872435002438026e-05
2.2175,-2.3888163308321204e-05
2.22,-2.3854596034072919e-05
2.2225,-2.377569334001018e-05
2.225,-2.3654277536012178e-05
2.2275,-2.349395048086206e-05
2.23,-2.3298954495238374e-05
2.2325,-2.3074519889989121e-05
2.235,-2.2827712862590958e-05
2.2375,-2.2565953663705776e-05
2.24,-2.2297214670537443e-05
2.2425,-2.2029263161346249e-05
2.245,-2.1769275586081517e-05
2.2475,-2.1522338087815774e-05
2.25,-2.1293945074123104e-05
2.2525,-2.1088834929236899e-05
2.255,-2.0909484331241189e-05
2.2575,-2.0758069647391749e-05
2.26,-2.0635649470913392e-05
2.2625,-2.0542878128608173e-05
2.265,-2.0479670676736063e-05
2.2675,-2.0446012403821917e-05
2.27,-2.0441117254600319e-05
2.2725,-2.0464359053903653e-05
2.275,-2.0514868982652936e-05
2.2775,-2.0591350598027776e-05
2.28,-2.0691189216856175e-05
2.2825,-2.0810473097333884e-05
2.285,-2.0943803210199157e-05
2.2875,-2.1082387501579448e-05
2.29,-2.1221941788184018e-05
2.2925,-2.1355183904066029e-05
2.295,-2.1475611675421668e-05
2.2975,-2.157722287534599e-05
2.3,-2.1654914735444691e-05
2.3025,-2.1703392647983438e-05
2.305,-2.1717277034659436e-05
2.3075,-2.1692519774525516e-05
2.31,-2.1625835120145811e-05
2.3125,-2.1515424266818688e-05
2.315,-2.1360301708777172e-05
2.3175,-2.1159567241249183e-05
2.32,-2.0912197375221987e-05
2.3225,-2.061721608712606e-05
2.325,-2.0272726526900502e-05
2.3275,-1.9880036909333601e-05
2.33,-1.9440875188171117e-05
2.3325,-1.8958774282166117e-05
2.335,-1.8438184741610056e-05
2.3375,-1.7883402510813096e-05
2.34,-1.7301349770944002e-05
2.3425,-1.6700635793948277e-05
2.345,-1.6090486143216737e-05
2.3475,-1.5478280965979517e-05
2.35,-1.4869059045311884e-05
2.3525,-1.426662046780301e-05
2.355,-1.3679936523875608e-05
2.3575,-1.3111312020264625e-05
2.36,-1.2568827529676973e-05
2.3625,-1.206207879369228e-05
2.365,-1.160013201692587e-05
2.3675,-1.119300315955734e-05
2.37,-1.0848560709119019e-05
2.3725,-1.0572049741239361e-05
2.375,-1.0366481974561783e-05
2.3775,-1.0234110860784549e-05
2.38,-1.0177461184506956e-05
2.3825,-1.0198826335247408e-05
2.385,-1.0299476817242441e-05
2.3875,-1.0479255522865669e-05
2.39,-1.0737197111163228e-05
2.3925,-1.1071295748864244e-05
2.395,-1.147849887503997e-05
2.3975,-1.1954952876703676e-05
2.4,-1.2496118294528209e-05
2.4025,-1.3096792994580884e-05
2.405,-1.375116150228114e-05
2.4075,-1.4452684837325734e-05
2.41,-1.5194733340447896e-05
2.4125,-1.5969985638730947e-05
2.415,-1.6771712810500105e-05
2.4175,-1.7592219353801091e-05
2.42,-1.8429077108109397e-05
2.4225,-1.9269092094191849e-05
2.425,-2.0103513064631698e-05
2.4275,-2.0923551374367397e-05
2.43,-2.1720664665182382e-05
2.4325,-2.248664458637977e-05
2.435,-2.3213581867569639e-05
2.4375,-2.3892997811456393e-05
2.44,-2.4516922831883501e-05
2.4425,-2.5079249696408628e-05
2.445,-2.5576543969563428e-05
2.4475,-2.6006633739389913e-05
2.45,-2.6367754156211174e-05
2.4525,-2.6657780117741973e-05
2.455,-2.6874613022763327e-05
2.4575,-2.7016471844886771e-05
2.46,-2.708208781670559e-05
2.4625,-2.7070963936752762e-05
2.465,-2.698340481727765e-05
2.4675,-2.6820581138948552e-05
2.47,-2.6584526357707069e-05
2.4725,-2.6278045534374995e-05
2.475,-2.5904623635808286e-05
2.4775,-2.5468381182241222e-05
2.48,-2.4973993731122397e-05
2.4825,-2.4426925252781286e-05
2.485,-2.3833313132590851e-05
2.4875,-2.3204874187780409e-05
2.49,-2.2543246552188629e-05
2.4925,-2.1855510784196904e-05
2.495,-2.1149239017128189e-05
2.4975,-2.0431478988359282e-05
2.5,-1.9708810748699843e-05
2.5025,-1.8987741758039864e-05
2.505,-1.8275149470220737e-05
2.5075,-1.7578812678566833e-05
2.51,-1.6906220085922364e-05
2.5125,-1.6265535139727766e-05
2.515,-1.5660688834650031e-05
2.5175,-1.5095995458783431e-05
2.52,-1.4571169455794562e-05
2.5225,-1.4092505086386008e-05
2.525,-1.3663015657024144e-05
2.5275,-1.3286006476406725e-05
2.53,-1.2965334400523667e-05
2.5325,-1.2704972704290648e-05
2.535,-1.2508510983777924e-05
2.5375,-1.2378346406886888e-05
2.54,-1.2315239646344971e-05
2.5425,-1.2318432854764901e-05
2.545,-1.2386113375006882e-05
2.5475,-1.2515827290043489e-05
2.55,-1.2704597313874954e-05
2.5525,-1.2948799154746151e-05
2.555,-1.3244258369576002e-05
2.5575,-1.3586137669218102e-05
2.56,-1.3969068844789917e-05
2.5625,-1.4386607343497682e-05
2.565,-1.4832654087368674e-05
2.5675,-1.5301004591024217e-05
2.57,-1.5785890008781241e-05
2.5725,-1.6282103540242821e-05
2.575,-1.6784857333631731e-05
2.5775,-1.7289552776898158e-05
2.58,-1.7791530364883426e-05
2.5825,-1.82861191650467e-05
2.585,-1.8768493226770895e-05
2.5875,-1.9233817232449997e-05
2.59,-1.9677308054388708e-05
2.5925,-2.0094665877300213e-05
2.595,-2.0481560697809792e-05
2.5975,-2.0833812778666414e-05
2.6,-2.1147507145664093e-05
2.6025,-2.1419078073488896e-05
2.605,-2.1645454843098366e-05
2.6075,-2.1824293505224726e-05
2.61,-2.1953975437935561e-05
2.6125,-2.2033523206704399e-05
2.615,-2.2062787367669937e-05
2.6175,-2.2042336485710968e-05
2.62,-2.1973459760924561e-05
2.6225,-2.1858185098456182e-05
2.625,-2.1699114196715787e-05
2.6275,-2.1499753267646933e-05
2.63,-2.1263784665646562e-05
2.6325,-2.0995188326397308e-05
2.635,-2.0697944540972104e-05
2.6375,-2.037615269372314e-05
2.64,-2.0033991728511175e-05
2.6425,-1.9675941821368111e-05
2.645,-1.9306694583239281e-05
2.6475,-1.8931589316403703e-05
2.65,-1.8555126597154544e-05
2.6525,-1.8182169386355572e-05
2.655,-1.7817578051458282e-05
2.6575,-1.7466075921506747e-05
2.66,-1.7132400270225681e-05
2.6625,-1.6821229138773104e-05
2.665,-1.6536820061784666e-05
2.6675,-1.6283012480191807e-05
2.67,-1.6063125900107029e-05
2.6725,-1.588002912790023e-05
2.675,-1.5736045293458942e-05
2.6775,-1.5632950430933169e-05
2.68,-1.5572083944030959e-05
2.6825,-1.5554189356330394e-05
2.685,-1.5579818732134902e-05
2.6875,-1.5648832487871448e-05
2.69,-1.5760220849565637e-05
2.6925,-1.5912126773889176e-05
2.695,-1.6102277533361895e-05
2.6975,-1.6327956533826896e-05
2.7,-1.658599161799441e-05
2.7025,-1.6872836805406825e-05
2.705,-1.7184854218467185e-05
2.7075,-1.7518243959801861e-05
2.71,-1.7869148352719813e-05
2.7125,-1.823331997396391e-05
2.715,-1.8606423919208843e-05
2.7175,-1.8984369501050264e-05
2.72,-1.9363206114728771e-05
2.7225,-1.9739055602366995e-05
2.725,-2.0107881523118545e-05
2.7275,-2.0465468965785437e-05
2.73,-2.0807330917747712e-05
2.7325,-2.1128768033533796e-05
2.735,-2.1425388074338156e-05
2.7375,-2.1692868703934411e-05
2.74,-2.1927304718802405e-05
2.7425,-2.212533314924814e-05
2.745,-2.2283879802732847e-05
2.7475,-2.2400695649201169e-05
2.75,-2.2474246017455335e-05
2.7525,-2.250371757452941e-05
2.755,-2.248907627314538e-05
2.7575,-2.2431046745432208e-05
2.76,-2.2330859587143647e-05
2.7625,-2.2190533153628081e-05
2.765,-2.2012470392167016e-05
2.7675,-2.1799369537729263e-05
2.77,-2.1554158586048777e-05
2.7725,-2.1280154222411581e-05
2.775,-2.0980964674460721e-05
2.7775,-2.0660465845854525e-05
2.78,-2.032277762947566e-05
2.7825,-1.9971999771604286e-05
2.785,-1.9612501478523703e-05
2.7875,-1.9248512730755391e-05
2.79,-1.8884343275783905e-05
2.7925,-1.8524202682342437e-05
2.795,-1.8172211544129244e-05
2.7975,-1.7832395020074283e-05
2.8,-1.7508464888896187e-05
2.8025,-1.720383784829275e-05
2.805,-1.692146033446122e-05
2.8075,-1.6663950693482599e-05
2.81,-1.6433654682061286e-05
2.8125,-1.6232459180404437e-05
2.815,-1.6061507819165791e-05
2.8175,-1.5921665309241292e-05
2.82,-1.5813160740703966e-05
2.8225,-1.5735613459671626e-05
2.825,-1.5688063899474578e-05
2.8275,-1.566897231288966e-05
2.83,-1.5676388045036594e-05
2.8325,-1.5707949700562065e-05
2.835,-1.5761147225200374e-05
2.8375,-1.5833355762650685e-05
2.84,-1.5919227664205435e-05
2.8425,-1.6018750972224586e-05
2.845,-1.612904416822972e-05
2.8475,-1.6247005453239994e-05
2.85,-1.6369685451771168e-05
2.8525,-1.649421676810479e-05
2.855,-1.6617234761269791e-05
2.8575,-1.6734056375401471e-05
2.86,-1.683963959082621e-05
2.8625,-1.6929604915482553e-05
2.865,-1.7001248306280626e-05
2.8675,-1.7052900830524733e-05
2.87,-1.7084531840829648e-05
2.8725,-1.709321197552209e-05
2.875,-1.7078646418245925e-05
2.8775,-1.7041250153814006e-05
2.88,-1.6981283728553576e-05
2.8825,-1.6898434393485355e-05
2.885,-1.6792457966585171e-05
2.8875,-1.6664223782080552e-05
2.89,-1.6516203363649016e-05
2.8925,-1.6351417685726792e-05
2.895,-1.6172725045159877e-05
2.8975,-1.5983072318999333e-05
2.9,-1.5785867410654048e-05
2.9025,-1.5584875320996646e-05
2.905,-1.5383946953563335e-05
2.9075,-1.518741960748105e-05
2.91,-1.4999899334055523e-05
2.9125,-1.4827130673157572e-05
2.915,-1.4675556644812542e-05
2.9175,-1.4551614748194438e-05
2.92,-1.4461291413872426e-05
2.9225,-1.4409300310205538e-05
2.925,-1.4399853595464262e-05
2.9275,-1.4435849900404779e-05
2.93,-1.4519888474328017e-05
2.9325,-1.465408651363181e-05
2.935,-1.4839933509967218e-05
2.9375,-1.5078002417046933e-05
2.94,-1.5368182960073221e-05
2.9425,-1.5709269683314818e-05
2.945,-1.6099070899934323e-05
2.9475,-1.6534769074536468e-05
2.95,-1.7013081134116289e-05
2.9525,-1.7530305742545136e-05
2.955,-1.8082298210460619e-05
2.9575,-1.8664509904092477e-05
2.96,-1.92720313016417e-05
2.9625,-1.9899214743153398e-05
2.965,-2.0540791089638753e-05
2.9675,-2.1191551473872916e-05
2.97,-2.1846164143128984e-05
2.9725,-2.2499064476504745e-05
2.975,-2.3144300093395098e-05
2.9775,-2.3775580821856094e-05
2.98,-2.4386216575901734e-05
2.9825,-2.4969721576226251e-05
2.985,-2.551963426853339e-05
2.9875,-2.6029269670979297e-05
2.99,-2.649195046782865e-05
2.9925,-2.6901258766410689e-05
2.995,-2.7251268145515294e-05
2.9975,-2.7536664989325597e-05
3.0,-2.7752870192505125e-05
3.0025,-2.7896370425819791e-05
3.005,-2.7964661574943949e-05
3.0075,-2.7956277535855667e-05
3.01,-2.787065838373575e-05
3.0125,-2.770797970375856e-05
3.015,-2.746914918613411e-05
3.0175,-2.7155831278087195e-05
3.02,-2.6770407521875142e-05
3.0225,-2.6315860590172856e-05
3.025,-2.579554074889118e-05
3.0275,-2.5214031804757707e-05
3.03,-2.4576336588994208e-05
3.0325,-2.3887865939131757e-05
3.035,-2.3154494000174252e-05
3.0375,-2.2382638305804619e-05
3.04,-2.1578837642753959e-05
3.0425,-2.0749884021796027e-05
3.045,-1.9902843089736527e-05
3.0475,-1.9044622392493178e-05
3.05,-1.8182954343405432e-05
3.0525,-1.7325532442493437e-05
3.055,-1.647978048438709e-05
3.0575,-1.5653018755513612e-05
3.06,-1.4853425015802153e-05
3.0625,-1.4087103563091983e-05
3.065,-1.3360901798111211e-05
3.0675,-1.2681118118065251e-05
3.07,-1.2053140531183392e-05
3.0725,-1.1481865841057628e-05
3.075,-1.0971481325185284e-05
3.0775,-1.052549730713479e-05
3.08,-1.0146731086731002e-05
3.0825,-9.8371267308655182e-06
3.085,-9.5978543917268316e-06
3.0875,-9.4292329440554149e-06
3.09,-9.3306350403004647e-06
3.0925,-9.3006251676990426e-06
3.095,-9.336909945193112e-06
3.0975,-9.4369237670969799e-06
3.1,-9.5977884875259423e-06
3.1025,-9.8162412291563018e-06
3.105,-1.0088537256419951e-05
3.1075,-1.0410427174864878e-05
3.11,-1.0777260557720816e-05
3.1125,-1.1183978582749836e-05
3.115,-1.1625561962940664e-05
3.1175,-1.2096365852519353e-05
3.12,-1.2590345433960105e-05
3.1225,-1.310141143776455e-05
3.125,-1.3623254439677208e-05
3.1275,-1.4149645247954923e-05
3.13,-1.467441192863302e-05
3.1325,-1.5191761432556666e-05
3.135,-1.5696309453708504e-05
3.1375,-1.6183240125645263e-05
3.14,-1.664827593652253e-05
3.1425,-1.7087817588821275e-05
3.145,-1.749800782728906e-05
3.1475,-1.7876882298856401e-05
3.15,-1.822271875553386e-05
3.1525,-1.8534081203847048e-05
3.155,-1.8809955519433365e-05
3.1575,-1.904987722688432e-05
3.16,-1.925372597662001e-05
3.1625,-1.9422260799499155e-05
3.165,-1.9556705816954444e-05
3.1675,-1.9658163859977901e-05
3.17,-1.9728381773526741e-05
3.1725,-1.9769665633916374e-05
3.175,-1.9784735145704781e-05
3.1775,-1.977659780417069e-05
3.18,-1.9748319911823989e-05
3.1825,-1.9703489673154256e-05
3.185,-1.9645838992801502e-05
3.1875,-1.957906793674491e-05
3.19,-1.9506856700742443e-05
3.1925,-1.9433074474419977e-05
3.195,-1.9361284892005985e-05
3.1975,-1.9294916238914558e-05
3.2,-1.9237262917228156e-05
3.2025,-1.9191284013478161e-05
3.205,-1.9159628461377906e-05
3.2075,-1.914462539382736e-05
3.21,-1.9148151386874662e-05
3.2125,-1.9171278640453026e-05
3.215,-1.9215503846840922e-05
3.2175,-1.9281684900019691e-05
3.22,-1.9369801901798908e-05
3.2225,-1.9479208064761947e-05
3.225,-1.9608717356976554e-05
3.2275,-1.9756898740115548e-05
3.23,-1.9922284503875116e-05
3.2325,-2.0103434485906245e-05
3.235,-2.0298833458788172e-05
3.2375,-2.0506768308168642e-05
3.24,-2.072537742756378e-05
3.2425,-2.0952610695501593e-05
3.245,-2.1186090233972323e-05
3.2475,-2.1423023724827493e-05
3.25,-2.1660233649448238e-05
3.2525,-2.1894160430103634e-05
3.255,-2.2121077577586486e-05
3.2575,-2.2337104794916244e-05
3.26,-2.2538286973979638e-05
3.2625,-2.2720807893972627e-05
3.265,-2.2881261377932508e-05
3.2675,-2.3016578951099092e-05
3.27,-2.3124108485690813e-05
3.2725,-2.3201613931084129e-05
3.275,-2.3247408936804622e-05
3.2775,-2.3260320501137187e-05
3.28,-2.3239718294290155e-05
3.2825,-2.3185445116480522e-05
3.285,-2.3097722030657654e-05
3.2875,-2.2977060433870446e-05
3.29,-2.2824173953691922e-05
3.2925,-2.2640015716169428e-05
3.295,-2.2425753952177765e-05
3.2975,-2.2182852382160594e-05
3.3,-2.191305393502152e-05
3.3025,-2.1618354133107054e-05
3.305,-2.1301008917518015e-05
3.3075,-2.09634765227385e-05
3.31,-2.060833841168107e-05
3.3125,-2.0238315282632052e-05
3.315,-1.9856295949407966e-05
3.3175,-1.9465284335407271e-05
3.32,-1.9068344078056992e-05
3.3225,-1.8668622191736993e-05
3.325,-1.8269364054975569e-05
3.3275,-1.787382801234841e-05
3.33,-1.748522808392688e-05
3.3325,-1.7106709846841695e-05
3.335,-1.6741191722611942e-05
3.3375,-1.6391384002395833e-05
3.34,-1.6059702797149836e-05
3.3425,-1.5748241544869859e-05
3.345,-1.5458622214322231e-05
3.3475,-1.5191945872811969e-05
3.35,-1.494889457464096e-05
3.3525,-1.4729771543370338e-05
3.355,-1.4534676452558649e-05
3.3575,-1.4363657820103e-05
3.36,-1.4216719096616186e-05
3.3625,-1.4093833146087661e-05
3.365,-1.3994790840437593e-05
3.3675,-1.3919188040225633e-05
3.37,-1.3866337934672938e-05
3.3725,-1.3835264350358481e-05
3.375,-1.3824739201088385e-05
3.3775,-1.3833231517874746e-05
3.38,-1.3858861858055997e-05
3.3825,-1.3899410908141553e-05
3.385,-1.3952439163991573e-05
3.3875,-1.4015410122703685e-05
3.39,-1.4085889275073059e-05
3.3925,-1.4161546745656796e-05
3.395,-1.4240321941984504e-05
3.3975,-1.4320498451271628e-05
3.4,-1.4400645475134636e-05
3.4025,-1.4479637201978305e-05
3.405,-1.4556594547347651e-05
3.4075,-1.4630841635320387e-05
3.41,-1.4701861235060122e-05
3.4125,-1.4769239634110758e-05
3.415,-1.4832629990371525e-05
3.4175,-1.4891731549365198e-05
3.42,-1.4946412427409961e-05
3.4225,-1.4996626872720806e-05
3.425,-1.5042562523476651e-05
3.4275,-1.5084715798438207e-05
3.43,-1.5123910587607101e-05
3.4325,-1.5161444232219518e-05
3.435,-1.5198952032028206e-05
3.4375,-1.523827304527147e-05
3.44,-1.5281310858490297e-05
3.4425,-1.5329944820326016e-05
3.445,-1.5386103455902673e-05
3.4475,-1.5451647269474623e-05
3.45,-1.5528489968124857e-05
3.4525,-1.5618584764718214e-05
3.455,-1.5723763753602491e-05
3.4575,-1.5845618000685021e-05
3.46,-1.5985399092351753e-05
3.4625,-1.6143954052985625e-05
3.465,-1.6321750835276831e-05
3.4675,-1.6519090275418965e-05
3.47,-1.6736220333999913e-05
3.4725,-1.6973412133046869e-05
3.475,-1.7230896233103796e-05
3.4775,-1.7508802818422949e-05
3.48,-1.7806940693972759e-05
3.4825,-1.8124686175531777e-05
3.485,-1.8460870193399525e-05
3.4875,-1.8814141973171622e-05
3.49,-1.9182823766021739e-05
3.4925,-1.9565082619719002e-05
3.495,-1.9959094146697345e-05
3.4975,-2.0362903960176643e-05
3.5,-2.0774352084032666e-05
3.5025,-2.1191332684089466e-05
3.505,-2.1611319123662036e-05
3.5075,-2.2031793424680028e-05
3.51,-2.2449761052725731e-05
3.5125,-2.2861846533374544e-05
3.515,-2.3264320863704143e-05
3.5175,-2.3653059199011753e-05
3.52,-2.4023906633756247e-05
3.5225,-2.4372608893121819e-05
3.525,-2.4695164528849068e-05
3.5275,-2.4987913215446151e-05
3.53,-2.5247462819758078e-05
3.5325,-2.5470850575842885e-05
3.535,-2.5655428735628753e-05
3.5375,-2.5798900927383182e-05
3.54,-2.5899278736856605e-05
3.5425,-2.595500652341883e-05
3.545,-2.5965042433389908e-05
3.5475,-2.5928828146932913e-05
3.55,-2.5846306191180896e-05
3.5525,-2.5717838723537438e-05
3.555,-2.5544073580029708e-05
3.5575,-2.5326084411759349e-05
3.56,-2.5065196884428626e-05
3.5625,-2.4763029016495031e-05
3.565,-2.4421515601471473e-05
3.5675,-2.4042838998969598e-05
3.57,-2.3629335944622273e-05
3.5725,-2.3183574996627255e-05
3.575,-2.2708392887424288e-05
3.5775,-2.2206879893829344e-05
3.58,-2.1682301275717732e-05
3.5825,-2.1138152321327636e-05
3.585,-2.0578063978322425e-05
3.5875,-2.0005962021237834e-05
3.59,-1.9425906951652402e-05
3.5925,-1.8841938131593396e-05
3.595,-1.8258177669516828e-05
3.5975,-1.7678442319814967e-05
3.6,-1.7106377099523234e-05
3.6025,-1.6545416454127109e-05
3.605,-1.5998853483106382e-05
3.6075,-1.5469755813313395e-05
3.61,-1.4960951430343001e-05
3.6125,-1.4474977605150248e-05
3.615,-1.4014100639607864e-05
3.6175,-1.3580382327891726e-05
3.62,-1.3175698541834164e-05
3.6225,-1.2801726498381902e-05
3.625,-1.2460065792664895e-05
3.6275,-1.2152171355810953e-05
3.63,-1.1879544493051908e-05
3.6325,-1.1643396469182642e-05
3.635,-1.1444699656243549e-05
3.6375,-1.128414655507182e-05
3.64,-1.1161659598242638e-05
3.6425,-1.1076903848543003e-05
3.645,-1.1029051928533541e-05
3.6475,-1.1016730864655493e-05
3.65,-1.1038307764845549e-05
3.6525,-1.1091943126080758e-05
3.655,-1.1175655806354219e-05
3.6575,-1.1287459637022239e-05
3.66,-1.1425519682585446e-05
3.6625,-1.1588060852687304e-05
3.665,-1.1773263703437112e-05
3.6675,-1.1979786306740048e-05
3.67,-1.2206486160656928e-05
3.6725,-1.2451910438755297e-05
3.675,-1.2714582010386641e-05
3.6775,-1.2992964554348113e-05
3.68,-1.3285240653266401e-05
3.6825,-1.3589409308937844e-05
3.685,-1.3903587839784503e-05
3.6875,-1.4225854854162274e-05
3.69,-1.4554541732387131e-05
3.6925,-1.4888308491267471e-05
3.695,-1.5226005462798745e-05
3.6975,-1.5566625947494818e-05
3.7,-1.5909163456209969e-05
3.7025,-1.6252525659156973e-05
3.705,-1.6595446286096006e-05
3.7075,-1.6936709344310261e-05
3.71,-1.7275117746915631e-05
3.7125,-1.7609681352577874e-05
3.715,-1.7939521782807972e-05
3.7175,-1.8264039339997382e-05
3.72,-1.858264191124153e-05
3.7225,-1.889461652616611e-05
3.725,-1.919907915371303e-05
3.7275,-1.949494596615886e-05
3.73,-1.9781207287280262e-05
3.7325,-2.0056918770154425e-05
3.735,-2.0321289976281421e-05
3.7375,-2.0573836176227683e-05
3.74,-2.0814089814734467e-05
3.7425,-2.1041622218838828e-05
3.745,-2.1255935647821067e-05
3.7475,-2.1456533125927003e-05
3.75,-2.1642826616020608e-05
3.7525,-2.1814270485759982e-05
3.755,-2.1970522050330758e-05
3.7575,-2.2111486228113398e-05
3.76,-2.2237223610024601e-05
3.7625,-2.2348028875250393e-05
3.765,-2.244416549019125e-05
3.7675,-2.252592299688278e-05
3.77,-2.2593383780077052e-05
3.7725,-2.2646304333433223e-05
3.775,-2.2684166670360274e-05
3.7775,-2.270623536048498e-05
3.78,-2.2711701374775349e-05
3.7825,-2.2699805493324426e-05
3.785,-2.2669946082324816e-05
3.7875,-2.2621753634399341e-05
3.79,-2.255512542174061e-05
3.7925,-2.2470162660049004e-05
3.795,-2.2367136576147226e-05
3.7975,-2.224643398100444e-05
3.8,-2.2108570664965531e-05
3.8025,-2.1954216960060838e-05
3.805,-2.1784217589245314e-05
3.8075,-2.1599666830798046e-05
3.81,-2.1401818213288437e-05
3.8125,-2.119212107241196e-05
3.815,-2.0972076340075966e-05
3.8175,-2.074315800474805e-05
3.82,-2.0506833893632873e-05
3.8225,-2.0264534449118304e-05
3.825,-2.0017615681548544e-05
3.8275,-1.9767439827345574e-05
3.83,-1.9515280275070132e-05
3.8325,-1.9262425752946657e-05
3.835,-1.9010173280629628e-05
3.8375,-1.8759833677278037e-05
3.84,-1.8512831843534296e-05
3.8425,-1.8270573921291632e-05
3.845,-1.8034497316560549e-05
3.8475,-1.7805997059775851e-05
3.85,-1.7586409535782179e-05
3.8525,-1.7376990260735273e-05
3.855,-1.7178796645555893e-05
3.8575,-1.69926212087405e-05
3.86,-1.6819063302410988e-05
3.8625,-1.6658492733049534e-05
3.865,-1.6511092526625506e-05
3.8675,-1.6376807501724335e-05
3.87,-1.6255379163249591e-05
3.8725,-1.6146380324514538e-05
3.875,-1.6049213426874588e-05
3.8775,-1.5963286147600341e-05
3.88,-1.588792927213357e-05
3.8825,-1.5822523296458004e-05
3.885,-1.5766409070729298e-05
3.8875,-1.5718943810380453e-05
3.89,-1.5679373713846094e-05
3.8925,-1.5647004278046736e-05
3.895,-1.5621178953047925e-05
3.8975,-1.5601229364834554e-05
3.9,-1.5586400601741344e-05
3.9025,-1.5575824071653217e-05
3.905,-1.5568455814115328e-05
3.9075,-1.5563161069303308e-05
3.91,-1.5558793201376942e-05
3.9125,-1.5554259727226533e-05
3.915,-1.5548580073177413e-05
3.9175,-1.5540993596435539e-05
3.92,-1.5530989414613094e-05
3.9225,-1.5518383540114774e-05
3.925,-1.550328973076943e-05
3.9275,-1.5486075023447023e-05
3.93,-1.5467271970842744e-05
3.9325,-1.544749294189078e-05
3.935,-1.5427402526495778e-05
3.9375,-1.540773230248593e-05
3.94,-1.5389284307664208e-05
3.9425,-1.5372871974874448e-05
3.945,-1.5359239549214906e-05
3.9475,-1.534922255756832e-05
3.95,-1.534369554869726e-05
3.9525,-1.5343795812740378e-05
3.955,-1.5350828335213139e-05
3.9575,-1.5366206353665761e-05
3.96,-1.5391352483461837e-05
3.9625,-1.5427583042722785e-05
3.965,-1.5476102516579582e-05
3.9675,-1.5537942839909641e-05
3.97,-1.5613969132462924e-05
3.9725,-1.5704909490090747e-05
3.975,-1.5811314075928373e-05
3.9775,-1.5933643045810957e-05
3.98,-1.607223073386505e-05
3.9825,-1.6227198309261054e-05
3.985,-1.6398401230152799e-05
3.9875,-1.6585454989453761e-05
3.99,-1.6787643802613353e-05
3.9925,-1.7004114475242167e-05
3.995,-1.7233861415808058e-05
3.9975,-1.747577231989877e-05
4.0,-1.7728624932982536e-05
4.0025,-1.7990982438933522e-05
4.005,-1.8261177817077228e-05
4.0075,-1.8537245921643932e-05
4.01,-1.8816957699810193e-05
4.0125,-1.9097945680194035e-05
4.015,-1.9377996402480033e-05
4.0175,-1.965499641935167e-05
