Physical Time (s),xth_top Monitor (kg-m/s^3): top_cv1,xth_top Monitor (kg-m/s^3): top_cv2,xth_top Monitor (kg-m/s^3): top_cv3,xth_top Monitor (kg-m/s^3): top_cv4,xth_top Monitor (kg-m/s^3): top_cv5,xth_top Monitor (kg-m/s^3): top_cv6,xth_top Monitor (kg-m/s^3): top_cv7
1.8575,-9.6752993961822838e-16,-9.4998870898950736e-16,-9.9233148807745547e-16,-9.866392034659187e-16,-9.0440865360751958e-16,1.8408362324582969e-16,1.7221695870450661e-16
1.86,4.9677387129758535e-16,4.4323163138760131e-16,5.1529666000004982e-16,5.7677687960765307e-16,4.008765538506339e-16,4.9019628803421348e-16,1.5545188080791709e-15
1.8625,3.8278573512589415e-17,-4.3725805236682444e-17,-5.4161064079634436e-17,-1.0590756755901498e-16,-3.5133650511327174e-16,-1.6092703392978153e-15,-1.9030702188641633e-15
1.865,8.4157694463258613e-17,2.3825635256674126e-17,1.3914666502813306e-16,1.241880892101209e-16,9.0620149524498784e-17,1.1823075960469156e-16,1.6452301335702648e-16
1.8675,-1.9254572524585183e-16,7.4289610462491292e-18,-1.0644526508925707e-16,-1.456994598518641e-16,-5.0512874949741801e-16,-2.8444625450489872e-16,-4.4167046765191765e-16
1.87,-5.8772837719230143e-16,-6.0953061982167597e-16,-6.214505453532014e-16,-5.8709283183288264e-16,-8.1202154008820771e-16,-5.141267221549577e-16,-6.0107677484183988e-16
1.8725,-4.4504007113327247e-16,-4.1182181220316912e-16,-4.354449037142602e-16,-5.1097283941424404e-16,-3.4321255965190531e-16,-6.3624240773401442e-16,-1.4654501887284485e-15
1.875,6.0654185560448651e-16,5.2470417964417636e-16,6.6400847912545321e-16,6.786195859994311e-16,8.0056393856789621e-16,1.992342994430854e-16,3.3096185318367421e-16
1.8775,-2.7237377872481186e-16,-1.9984029064088456e-16,-4.4988968700850249e-17,-6.1301057507442311e-17,-2.325647308154477e-16,-3.3917914237623845e-16,-4.3451715093050633e-16
1.88,-6.7750797001255355e-16,-5.2618665091014944e-16,-5.2686122597351187e-16,-5.8626464711939822e-16,-5.6852649044669942e-16,-3.3644111898057901e-16,-1.5101266122966916e-16
1.8825,-7.1001203480000572e-17,-1.2130969095171135e-16,-5.729128271498139e-17,-1.0892656415914989e-16,1.4325817719490831e-16,8.7936389899999785e-16,1.5227128163570121e-15
1.885,-4.7201025011537241e-17,-1.2066414423783734e-17,6.4726662321732377e-17,1.231473793865108e-16,1.1030706737591057e-16,2.7296248382968402e-16,4.9726142166464113e-16
1.8875,-8.2654914528326432e-17,-1.9862029447249848e-16,-1.5655829637025769e-16,-1.7147631317085e-16,1.8479266215660506e-17,3.713277296059822e-16,-2.0232266031469712e-16
1.89,-6.152047431311227e-16,-7.1331998616718156e-16,-6.5597949045266146e-16,-6.9958021430643239e-16,-7.4774372876618656e-16,-2.9257072851181884e-17,1.0086572365942932e-15
1.8925,-2.9846055146582014e-16,-3.1022503777631492e-16,-2.1466061320643745e-16,-2.5645489458065132e-16,-2.5977620832175157e-16,8.7569193840308321e-16,5.5572368935475784e-16
1.895,-1.7278378204487803e-15,-1.7793782758059615e-15,-1.8478384304510067e-15,-1.8222499714854259e-15,-1.8380443068200025e-15,-7.370326051235289e-16,-6.3819127246611348e-16
1.8975,-1.2487030760618734e-15,-1.1888833815656634e-15,-1.2037523046803055e-15,-1.1694082347295052e-15,-1.1690824375738112e-15,-1.2005135218099867e-15,-1.7105292644415929e-15
1.9,-1.0621285845967995e-16,-5.1032269495309594e-17,-3.7840123250376343e-17,-4.2503695949228821e-17,-2.456160315449234e-16,-1.756311089278587e-15,-1.7746422622459138e-15
1.9025,-2.6860493547530715e-16,-3.1078003341622816e-16,-2.8565012478344456e-16,-2.2335542813273333e-16,-7.3668849628316285e-17,1.009657720049449e-16,-4.5556292148222016e-16
1.905,1.7649938505011194e-16,8.9607121191814375e-18,1.0859935714333539e-16,1.1362535132474374e-16,-6.4581381778080726e-17,-7.9981980724319716e-16,-1.195843949116676e-15
1.9075,7.2676987357490976e-16,7.0803776674811801e-16,7.4609621034072108e-16,7.0815037906041687e-16,7.5222690831215593e-16,1.1638241754195092e-16,3.3407241673522014e-16
1.91,7.4533228650088893e-16,8.4780806658467574e-16,8.0127513758013877e-16,7.9115539559793474e-16,7.747011326089863e-16,1.5871302230186934e-15,1.8063463572100413e-15
1.9125,-8.2258608305607558e-16,-8.6542072960539061e-16,-8.3642697234742535e-16,-9.3546544219915471e-16,-8.1453097178008176e-16,-1.371108504404818e-15,-1.6419467885853337e-15
1.915,-1.0241015689871635e-15,-9.2058024403701739e-16,-9.7609014633950655e-16,-9.8394007159635782e-16,-1.0080369094488468e-15,5.9612267121664462e-17,8.1230337914312941e-16
1.9175,-5.8652287005473234e-16,-5.5593601972674099e-16,-6.7842663311332582e-16,-7.1422077761694504e-16,-6.7856450239248398e-16,-1.0502012064358199e-15,-2.8519930111778431e-16
1.92,3.8292379888514634e-16,4.0286249805938481e-16,3.7575806816015649e-16,4.2308013884974327e-16,4.3216168995860339e-16,1.5934906020707063e-15,8.2227930822413403e-16
1.9225,-1.0161826274910876e-15,-1.1969205438142384e-15,-1.1340460754503637e-15,-1.0835666812530832e-15,-1.0583024609875245e-15,-8.5832742917067068e-16,-1.816676547872084e-16
1.925,1.0961352584355749e-16,-3.780076127202505e-17,-8.3113183754520471e-17,-4.6112538708353498e-17,2.6440227186264358e-16,3.5208030222189018e-16,-2.3774225351684938e-16
1.9275,-5.2119247336230942e-16,-5.8513591027261251e-16,-6.0412178177479023e-16,-5.6828924480458914e-16,-3.6767798916607468e-16,-1.6676550600733718e-16,4.5034082407339421e-16
1.93,4.3504394460133647e-16,4.420384093605295e-16,4.8242403528657988e-16,4.5865045253649279e-16,4.581409871048295e-16,8.9030555719710431e-16,1.4025439356819598e-15
1.9325,-6.119478808789928e-16,-4.0986671517872215e-16,-4.7322298832772787e-16,-4.6652471317283482e-16,-4.0996806874641876e-16,-4.5401417231819684e-16,-1.4587390660630779e-16
1.935,-4.0054687742792663e-17,-2.0466800369353035e-16,-2.5155722388957197e-16,-2.9819433418314782e-16,-1.9294201803286252e-16,2.5644332673989788e-16,2.0014402162277949e-15
1.9375,-4.1965490385753449e-16,-4.0208794289953657e-16,-4.1143674540856475e-16,-3.6053475330160352e-16,-2.6408349505837616e-16,1.4580261824232782e-16,3.5722026103758457e-16
1.94,-8.2739947661615589e-16,-8.9626062398328094e-16,-1.0276832078402172e-15,-9.3914832447016373e-16,-1.0541307889812874e-15,-1.3674690106223214e-15,-1.4455524932294346e-15
1.9425,6.7643032573327162e-16,8.0201654070820421e-16,7.2705953913990358e-16,8.1049344855538294e-16,8.5495155303157849e-16,1.997585885063296e-15,2.0992447430187566e-15
1.945,4.6568828376384312e-16,4.313098031690945e-16,5.6289121202868849e-16,5.4575596412097639e-16,5.2778402049501893e-16,1.1622279370046308e-15,1.3796557196399166e-16
1.9475,-4.363590106676287e-16,-5.9933558694768357e-16,-5.613325770781317e-16,-5.807279455929504e-16,-6.7922836215963274e-16,-6.4403102790328053e-16,7.2587149911889051e-17
1.95,-4.8298782659988474e-18,-2.6011211784988043e-17,-2.9273573363041517e-17,4.2993130364169761e-17,-2.8574796998315206e-17,2.8160978707105988e-16,4.7624395821193208e-16
1.9525,5.1767416508575631e-16,6.2927050094233111e-16,5.7534270694260292e-16,6.3155522448017145e-16,6.232143917586602e-16,4.74375536533768e-16,1.8653450184736391e-16
1.955,-1.6356113762098097e-16,-2.0815548690833067e-16,-2.2449475078098665e-16,-2.5043121751727106e-16,-5.4176797059613429e-17,-1.0265887062177498e-15,-2.97248971109002e-16
1.9575,1.8680578921120086e-16,1.0976074279482007e-16,1.2588048293121745e-16,1.2232846690676384e-16,-6.6994982651914588e-17,4.8110737204961921e-16,9.722627426055236e-16
1.96,-2.5550821221675368e-16,-1.4570414272722675e-16,-2.3438350628306731e-16,-2.1542393384641393e-16,-8.4160042048893639e-17,-1.1342501524474985e-16,-8.4841829596514292e-16
1.9625,1.8858454675818598e-15,1.8522056270554471e-15,1.9286293320118478e-15,1.9703424383332725e-15,2.0073479236574674e-15,2.3390601954876101e-15,2.6956848494708995e-15
1.965,-3.8966818962806284e-16,-3.5998470767993648e-16,-2.6128178156117777e-16,-7.4932376770320064e-17,1.7595817170538227e-17,3.0263660479432842e-16,-4.1031077156867398e-18
1.9675,3.5950034188380338e-17,7.7136424005798636e-17,9.8495948896707717e-17,7.7217860983102931e-17,9.9219783617711505e-18,-8.3859757030734721e-16,-8.8710171227214053e-16
1.97,5.425215272379759e-17,-4.9435596684293276e-17,-7.8103342525487817e-21,-3.742257134575278e-17,3.2370959852875699e-18,-6.5473582924086922e-16,4.7066076891854307e-18
1.9725,-2.1579999289477575e-16,-3.9752882585140898e-17,-1.3472156670045862e-16,-2.4058692511192377e-16,-1.733560118803574e-16,3.9794663144537063e-16,4.4656990447505556e-16
1.975,1.7191876305770498e-16,9.1861311907115157e-17,1.6484859615690932e-16,2.5331416598994713e-16,2.0505208007963701e-16,-8.6972167104203926e-16,-1.2281261090242724e-15
1.9775,-2.8187558023085902e-16,-3.1878414660947905e-16,-4.0942502747598543e-16,-5.1561663303145963e-16,-5.2271625051325877e-16,-7.8175680886004155e-16,-1.7194392148975575e-15
1.98,6.4773389961074552e-16,6.1067280915447739e-16,4.9800492325455907e-16,3.3743059139106587e-16,3.9963195178315721e-16,-1.4518398333909902e-16,-2.4493335333854258e-16
1.9825,-7.4189142472118959e-16,-7.5287801609592391e-16,-7.5519473963726843e-16,-6.646997384251656e-16,-7.3378640729427976e-16,-7.1472586296225862e-16,-1.2075051017012747e-15
1.985,-3.4545510093119349e-16,-2.6659464004217059e-16,-2.9106327175340157e-16,-3.4142860488985048e-16,-4.2043722306074959e-16,-4.5550243931463623e-16,-5.0234047361143955e-16
1.9875,5.0370531520986699e-16,5.4572051602915023e-16,5.3880560255862171e-16,5.6860852178390989e-16,6.3264936090248079e-16,-1.0472697784341263e-16,-6.8189667297051087e-16
1.99,-9.3849149911446687e-16,-9.2136836177600922e-16,-9.8346520924420919e-16,-8.8144744840540014e-16,-8.1271616209740338e-16,-9.368627089565304e-16,-1.1144270405658521e-15
1.9925,-1.5388308406018586e-16,-7.8548809860396623e-17,-1.1032621552691668e-16,-1.4123330118210504e-16,-1.369688974593045e-16,-1.3721927898632815e-15,-1.6179302732965982e-15
1.995,3.6540012525492899e-16,4.5220347212775912e-16,4.3817561461305895e-16,3.1754446956429976e-16,2.8677496413134228e-16,6.0069070291064349e-16,2.4994705668240285e-16
1.9975,-3.6890342756906449e-16,-2.5621410394191307e-16,-2.8749221429922242e-16,-3.4071384240283365e-16,-3.4977800854612763e-16,-9.3704678184718713e-16,-9.857428970602976e-16
2.0,7.0025069586794624e-16,6.4373610706112186e-16,6.4603378344401671e-16,7.0016316521255073e-16,7.2519260774281304e-16,1.800214340512314e-15,1.7717281748905233e-15
2.0025,4.3242317318223487e-16,5.5007289551811551e-16,4.0364369024204576e-16,3.0978077907272461e-16,3.393774656215452e-16,9.3759813981336836e-16,1.1747776586845588e-15
2.005,7.0640344837874586e-16,7.1666075618995896e-16,8.465182038128258e-16,7.2687914206089532e-16,6.9954683893880496e-16,1.0340751430909425e-15,1.3272109956046784e-15
2.0075,-8.5326409514613741e-17,-9.1653498764071954e-17,-2.7432085699969664e-17,-8.9654254174431065e-17,-3.0266813717472816e-17,-1.6150333554125778e-16,5.5978412381572162e-16
2.01,9.3907128612769625e-16,1.0274127857670995e-15,9.8068572263004801e-16,1.0935482075817752e-15,1.0697295011795995e-15,1.4748244507592389e-15,1.5099022863991035e-15
2.0125,-2.1081070851491964e-16,-1.8299331121386409e-16,-1.7056311655372928e-16,-2.0678203832221583e-16,-2.1505544670474167e-16,7.9192827961789012e-16,1.2247335050911778e-15
2.015,-8.2118112069027741e-16,-8.0298350230173031e-16,-7.5694164531023743e-16,-7.8527277732186479e-16,-8.0920030621402001e-16,-1.124223778020981e-15,-1.031996568237934e-15
2.0175,4.5690032735167081e-16,4.504676040511186e-16,5.4368341736067826e-16,5.7581458930048848e-16,5.9021911071512156e-16,-4.5098068245658944e-16,-4.4230291215722463e-16
2.02,6.7909694550317225e-16,6.0044574968063045e-16,5.6546906890024168e-16,5.4536096544931119e-16,5.0967291872331168e-16,1.1086538211008957e-15,1.4259005588148277e-15
2.0225,1.0327161910454969e-16,-6.4848513589412478e-17,-4.189875303862819e-17,-3.5609083705005265e-18,-6.5641733060812374e-17,-2.397575117996579e-16,4.4319153319467651e-17
2.025,7.1700828779955277e-16,7.5027640070420735e-16,7.1311382968065369e-16,7.7362927691565064e-16,6.5829396503250853e-16,1.6944653393408511e-15,1.5049375611811695e-15
2.0275,-1.2771814188207699e-16,-2.1820379459274428e-16,-2.8395334834505142e-16,-2.3380010474673069e-16,-2.5339743190612141e-16,-8.8805708878237516e-16,-8.5096749876873767e-16
2.03,-2.2420626352624452e-16,-1.5343468672016465e-16,-4.3306683287884666e-17,1.1563619732972225e-17,-2.8629689287310237e-17,-6.0944976741166919e-16,-7.928021006037687e-16
2.0325,-5.3169545897742541e-16,-6.2691854252048889e-16,-7.0814728840199044e-16,-6.9625850186024186e-16,-7.145056648297817e-16,-5.704103649747506e-16,-1.4623330399806945e-15
2.035,3.2727346344995164e-16,3.0280526926464955e-16,5.4726800895802585e-16,5.2465112431917907e-16,5.1133415591186938e-16,5.4659870060744211e-16,1.0376467084263515e-15
2.0375,-3.7783574718159037e-16,-2.6861173939855304e-16,-3.356546623713915e-17,-1.5643230916404002e-17,3.6125779843714369e-17,1.7349791144972978e-16,7.4761674476083885e-17
2.04,1.0944532005432863e-16,-5.7873098276976951e-17,-8.3967227631598595e-17,-7.493258685931458e-17,-1.6359499359776459e-16,5.4238557635536986e-18,3.3526673041333331e-16
2.0425,-4.3511040350645903e-16,-4.3694259580620607e-16,-5.6236221908703365e-16,-5.8083350531984166e-16,-6.3227095719464618e-16,-1.1080303289105566e-15,-7.0047961745592325e-16
2.045,-2.3299565657729956e-16,-2.2463818298709283e-16,-2.7404197284730341e-16,-3.3941128082041819e-16,-4.2906657258220326e-16,-2.3171134135703238e-16,-2.0140010115779716e-16
2.0475,6.4929586789213455e-16,8.3667524479044905e-16,7.9941570556274198e-16,8.6836489734605446e-16,7.6031900243086717e-16,1.0467562404286701e-15,9.5523875380038784e-16
2.05,2.1468086620793881e-16,2.1351250838754041e-16,2.2288336290495669e-16,2.2311688708752572e-16,2.4622566782505497e-16,1.1651950511339822e-15,9.8393778011693973e-16
2.0525,4.8948295605262954e-16,4.2231275382224955e-16,5.1237433237415538e-16,6.2238166508168661e-16,6.1998968692035023e-16,1.1171092111650277e-16,3.0785297083177471e-16
2.055,-5.9904498409651737e-16,-5.7160312825648121e-16,-6.0279053993718871e-16,-7.4589749046491785e-16,-7.9615661519572775e-16,-1.1644770894063034e-15,-1.2964418503257643e-15
2.0575,4.4998902857685766e-17,1.1123124306437935e-16,2.0069088308515954e-16,2.0287400266283085e-16,2.1481732215307043e-16,3.8706167017025809e-16,5.3941752911865112e-16
2.06,1.1003411637489785e-15,1.1426075655081588e-15,1.0782260971405345e-15,9.7096993137186391e-16,1.0189702072459004e-15,7.158072216346819e-16,6.1792096759430824e-16
2.0625,3.3112791038497586e-16,2.9796119591954375e-16,3.5572217928734108e-16,3.2535235961159982e-16,3.5638057175669767e-16,8.4031319550483396e-16,1.0667932219492581e-15
2.065,-6.9463290878066734e-16,-5.8501130942955769e-16,-4.975287670830697e-16,-6.0960898812601698e-16,-7.3984336744721928e-16,5.1926370293733936e-16,1.8411934677607832e-15
2.0675,-1.1028169303650788e-16,-2.6400291801526744e-17,3.1984321422341816e-17,1.7069560156006287e-17,-5.6443472614706171e-17,-1.4008746677615308e-15,-4.5803529326586808e-16
2.07,2.459905986860873e-16,2.4929135685559837e-16,2.1421816536744709e-16,8.9391211795224407e-17,5.9019243322437718e-17,2.2864053407492511e-16,1.7261817177703434e-17
2.0725,4.2749396722978595e-16,3.5470903224129107e-16,2.0670773233137898e-16,3.8170272089092814e-16,3.5074371455493121e-16,1.2998790953135713e-15,1.8949198711944798e-15
2.075,-1.1808669891211288e-16,-2.5807096857678645e-16,-2.7444698068249514e-16,-1.377131888778066e-16,-1.7194835235995393e-16,1.0628144747981845e-15,8.7088005979937202e-16
2.0775,-8.5755731371375763e-16,-7.43678991269799e-16,-6.9645703723266541e-16,-6.7024652267965314e-16,-6.9089476450433532e-16,-5.0607262100357472e-16,-9.7071034131440999e-17
2.08,-7.7358706066093017e-17,-4.3664463548227796e-17,-1.0527923085373796e-16,-7.1252165212208863e-17,-9.6181016528933679e-17,-6.0034009860983716e-16,-7.1217853661329821e-17
2.0825,-1.3723289720295382e-16,-9.2930345573664088e-17,-2.0021955557567591e-16,-2.5267435696059479e-16,-2.5790854903922397e-16,-1.0583230314712073e-15,2.0934661603630365e-16
2.085,4.8826102803957409e-17,4.6163329855734152e-17,3.3620913322227737e-17,7.1695450504715899e-17,1.8974243449410344e-16,4.7060474917950314e-16,5.6240542387776701e-17
2.0875,1.2144340404407814e-16,2.3758133178500484e-16,4.2305931924811886e-16,4.0304201097632968e-16,4.2939273481068898e-16,2.1042615904923249e-16,1.1373714471002447e-17
2.09,3.3449515001251606e-16,4.373608532655558e-16,3.8234315926413757e-16,4.3531011811856614e-16,5.3100562217565079e-16,-7.5160002077529262e-16,-1.3437871407990694e-15
2.0925,-5.1661630485671375e-18,-7.929481876518398e-17,-2.4471136327920055e-16,-3.9979144703955182e-16,-4.1047786454857204e-16,-2.9944488678537662e-16,-6.4287997970783561e-16
2.095,-1.3455928499796081e-16,2.3751567286073007e-17,5.7428996174913864e-17,-4.8222102874138511e-17,-6.532535468741127e-17,-7.7913381047238293e-17,1.9449895234590982e-17
2.0975,-1.4607118772245232e-16,-3.7212116934900763e-16,-2.2181277744686908e-16,-3.1133955937814605e-16,-2.2650119889142493e-16,-1.2173968740865586e-16,5.5566288774126158e-16
2.1,-1.1112791647592136e-15,-1.0181133147669816e-15,-1.1128171968397231e-15,-1.2653563359204348e-15,-1.2303929048652227e-15,-1.4583588537569695e-15,-1.3595994863110852e-15
2.1025,6.0422132620246752e-16,5.2544589373388223e-16,3.6733474207594943e-16,3.3391828988244481e-16,2.3177874406202759e-16,-7.5801770423916028e-16,-5.5552609755271296e-17
2.105,2.1147401838427362e-17,7.890052773446752e-17,1.6155797481478584e-16,1.9787396640862676e-16,7.0399808934098447e-17,2.4943632968184425e-16,-2.6222379575677355e-16
2.1075,2.0942886408639557e-16,3.4538953690978646e-16,4.3944604257052046e-16,4.9328171511843345e-16,4.2847249341808533e-16,1.1601137440692403e-15,5.3694124821647017e-16
2.11,-1.4085207312452127e-15,-1.4943612100064565e-15,-1.4512666902651324e-15,-1.4588711074145715e-15,-1.3959021748786153e-15,-1.3681263452063572e-15,-1.4470482892439932e-15
2.1125,1.1892155484122827e-16,8.5342790806249976e-18,-1.2381886855814673e-16,-1.3552853708739744e-16,-1.4398332555340093e-16,2.6711898615191834e-16,1.0196713900376064e-15
2.115,-3.0486978408579097e-16,-6.013451492365618e-16,-5.6129114719024764e-16,-5.5937011356396888e-16,-5.2612880214204209e-16,-4.1997229214094166e-16,-8.7604463329849417e-16
2.1175,3.639724341427295e-16,4.1245992855488414e-16,3.3003826992650346e-16,2.7951800991532882e-16,2.9507370963191775e-16,1.6102885022642984e-16,2.3280984144926977e-16
2.12,1.3843916405776342e-17,-9.1314413122075883e-17,4.7407829954018418e-17,-1.0494800557396203e-16,-6.7646965177381393e-17,-2.9138849274163935e-16,-3.3385830431146803e-16
2.1225,-5.4103000912808282e-16,-5.7505137083302449e-16,-6.8855637544487747e-16,-6.3743682619574081e-16,-5.4438946163008566e-16,3.1622989089367067e-16,1.6202591018639645e-15
2.125,4.6690978016867579e-16,3.0539988957080308e-16,3.4790184773550343e-16,2.5471740524589741e-16,2.4922334410283739e-16,1.1326755151953256e-15,4.0557201138371077e-16
2.1275,-2.8733517342577514e-16,-3.1319686457769062e-16,-3.891723855475409e-16,-4.4001724120741216e-16,-4.8656238340250108e-16,-4.3820319463281273e-16,1.6696961922754202e-15
2.13,3.1958786486217843e-17,-2.9622653165528608e-17,-1.5845548923089359e-18,-3.3274857808373151e-17,-2.096808916205412e-17,3.1096042882013994e-16,-1.0180319439383127e-15
2.1325,-3.3683878084288174e-16,-4.9917164862934568e-16,-3.988429688321038e-16,-5.8896832658190473e-16,-6.6913151178984208e-16,-1.8978740347929582e-16,-6.6308363045158713e-16
2.135,1.772819741924871e-15,1.7005153209831022e-15,1.7311660779343354e-15,1.7311756193231182e-15,1.8355811115117769e-15,1.9798059512734133e-15,2.6412942933897385e-15
2.1375,2.6459542865841225e-16,4.3044201174583219e-16,3.5081980861257489e-16,4.8871159367529696e-16,3.6238102404079035e-16,-3.4132080681609817e-16,-5.4496482939186417e-16
2.14,-7.1020047730390032e-16,-9.9623179048152927e-16,-1.1417846859123276e-15,-1.1004955914840551e-15,-1.1486731543319863e-15,2.04204424837487e-16,1.046610353278088e-16
2.1425,-5.2373399582103539e-16,-3.6170629583022571e-16,-3.2655146412515206e-16,-2.9455239873182345e-16,-2.6412971437153854e-16,9.5921629696357075e-17,1.2547482498677593e-15
2.145,2.1961541144736456e-16,1.5448597198352846e-16,2.2740550423994721e-16,1.9168371325160551e-16,2.271756960155646e-16,8.3708734694937296e-17,3.2410108332322914e-16
2.1475,2.6448024720853465e-16,1.7058642757995187e-16,1.5013908999015021e-16,2.0715731370364268e-16,2.8943944031581881e-16,1.4838047033805107e-15,7.1078955481861074e-16
2.15,-4.9860550946821826e-16,-3.8084847442591949e-16,-4.0641948611398174e-16,-3.9330240616609391e-16,-5.1254234108361505e-16,6.3456881680082863e-16,6.5855303135856666e-16
2.1525,2.2699683599726742e-16,3.0679271568505904e-16,2.8515115525950166e-16,3.2854320899476645e-16,3.604492849570909e-16,5.4631975257439019e-16,-7.3042655753906079e-16
2.155,-7.5667676034907696e-16,-7.6804493711220668e-16,-8.901797667757924e-16,-1.0173748322044112e-15,-9.6986586645425667e-16,-1.6280956361741963e-15,-1.3436857572773569e-15
2.1575,-3.4883874779781283e-16,-4.0599339367952119e-16,-4.4276722439529355e-16,-4.7064724298961103e-16,-4.4595348088661945e-16,5.2589817338150952e-19,-8.4375327987189486e-16
2.16,-6.7929939681106206e-16,-7.3036570108069236e-16,-8.5677290607278347e-16,-7.9388395489570556e-16,-9.0224022635973055e-16,-5.9252974418339785e-16,-2.5605613707053009e-16
2.1625,-6.761357243601956e-16,-7.2859915346255358e-16,-8.0513167976393172e-16,-7.8685680381927443e-16,-7.8637502510291122e-16,-2.0759436986406841e-16,9.7465781376902352e-16
2.165,-1.780436764639559e-16,-1.2928086092589948e-16,-1.5606903182759271e-16,-2.3488757952836467e-16,-2.2869558999063736e-16,-2.6283081151431191e-16,-8.741245841882753e-16
2.1675,-1.2565891932766573e-15,-1.3582479694516467e-15,-1.3175703603681081e-15,-1.3061362338307265e-15,-1.3847641209069691e-15,-2.643749019352031e-16,-2.4623963778722061e-16
2.17,-1.2564280930466124e-16,-3.0958131844802508e-16,-2.5098054340726408e-16,-2.0967421262951143e-16,-2.0294252131789298e-16,-1.7424308988725756e-16,7.5353144619071304e-16
2.1725,-7.7049688072294573e-16,-7.9518132619839271e-16,-9.6214019255871221e-16,-8.8529519988935988e-16,-8.383319533229675e-16,-1.6491677763702206e-15,-1.4103469795779368e-15
2.175,-1.2994763368405101e-16,-1.7173042486287744e-16,-1.5498704941673613e-16,-1.465380975918315e-16,-1.9104250759375773e-16,7.2347798324303326e-17,1.4590336976987938e-15
2.1775,4.2935550230291154e-17,-1.0371100675672044e-17,3.7713500848310485e-17,5.2421616248074596e-17,8.613105152124249e-17,-5.5282070928733714e-17,1.6050791318048526e-15
2.18,-4.8118774331806133e-16,-6.6578530553511608e-16,-6.7692347961375026e-16,-6.5487613688766182e-16,-8.6731766461417571e-16,-9.2351090922032787e-16,-1.7836489381796387e-15
2.1825,-3.4905061238570097e-16,-3.0199329968193626e-16,-3.5633863846241557e-16,-3.939892831002094e-16,-3.9628381152505372e-16,4.4352030472910241e-16,3.1911745144960677e-17
2.185,-1.136897395337472e-15,-1.1892113142352711e-15,-1.1402597113053106e-15,-1.1803385979857401e-15,-1.0722447724854116e-15,-9.2036177646877667e-16,-1.7862988197447057e-15
2.1875,1.1957057292693839e-15,1.1920502630110305e-15,1.1674941556311266e-15,1.0528347163972917e-15,1.0946123528333011e-15,1.4906988642601135e-15,1.3764062343471081e-15
2.19,-6.0241063693721277e-16,-6.2478022093960062e-16,-4.7666604913053263e-16,-4.6990405342156216e-16,-4.9627494840280306e-16,7.6135764922007851e-17,7.3966163129659947e-16
2.1925,-7.2583374259544223e-16,-6.5702654694612871e-16,-7.7717559767881105e-16,-7.0915250856174351e-16,-6.9502963424054107e-16,-6.0830275076847234e-16,-7.0185651279882797e-16
2.195,-8.2266067608639579e-16,-7.7287751650418745e-16,-7.2058816474733069e-16,-5.8906890702328704e-16,-4.8653758357281736e-16,-3.4256482782607586e-16,1.4734385615777461e-16
2.1975,-6.3352352183180301e-16,-6.7239756119478071e-16,-7.1637044128857467e-16,-5.9874453226119969e-16,-5.67153711111738e-16,-8.1839455543392205e-16,-5.9655670466587419e-17
2.2,-1.788827000933316e-16,-1.1041433289070928e-16,-1.9642148494617501e-16,-2.0205552798366614e-16,-1.2779988877823895e-16,-5.4246756703910275e-16,3.8863372952118597e-16
2.2025,4.2334660476750517e-16,5.1788800058197088e-16,6.5677019418063284e-16,5.9725193648779082e-16,6.5190183497166162e-16,6.8721953057405077e-17,-6.1769794878857563e-16
2.205,-4.9217516587881444e-16,-4.248827184446112e-16,-5.2006289847158139e-16,-5.3060072202798355e-16,-4.8333937077722303e-16,-5.7684090863737576e-16,2.0669633525418573e-16
2.2075,3.3515839307999958e-17,1.9182825955007049e-17,1.029361376207505e-17,-9.6302089331485619e-17,3.0054035312271616e-17,9.9759453794980817e-16,7.3732618858534391e-16
2.21,2.6061594638735614e-16,4.2250675456493836e-16,3.83127955886829e-16,4.1544163178098356e-16,3.370143431729473e-16,6.118549196409595e-16,7.6006008284038969e-16
2.2125,4.2791913972840985e-16,3.9765510159415914e-16,3.2423019108404709e-16,1.480971613639901e-16,1.6514429255590295e-16,4.4430473231638402e-16,2.4456274325311138e-16
2.215,4.9670120034220445e-17,6.0445314660658497e-17,2.5145762572161464e-16,3.5165374467868233e-16,3.7999449074769313e-16,-6.3387969465466669e-17,-3.2991949996005892e-16
2.2175,-1.5070180405447993e-16,-1.2252751164936665e-16,-2.1406993223499387e-16,-1.8430519964220379e-16,-1.2403236651203907e-16,-6.6865021912914271e-16,3.1993693399156192e-16
2.22,-6.7577853613687752e-16,-7.4551022544032048e-16,-6.4975193220871962e-16,-5.6325477128089816e-16,-5.6262862899771286e-16,-3.2974779467190361e-16,-4.4915719031503949e-16
2.2225,5.4711982152082222e-17,1.1290039341389023e-16,1.1596783503627861e-16,1.5440083535133469e-16,9.587451848341362e-17,2.7542489093026339e-16,-2.8392370179066881e-16
2.225,5.5890030264786114e-16,5.3943454090899135e-16,5.9819466551387811e-16,6.1389500818295888e-16,5.6897716584397067e-16,1.3508083071345888e-15,1.1671336267042697e-15
2.2275,3.4246810206092137e-16,3.4597766693931354e-16,2.2075023388887669e-16,2.1806180519019679e-16,1.9528298081583573e-16,8.5467677155517538e-16,1.1638399733993312e-16
2.23,-6.8768861707608796e-17,-1.7265806719013022e-17,4.1715165605974091e-17,-5.4876032651547936e-17,-8.2751448632219837e-17,1.4668678508747241e-16,-7.7489504783499573e-16
