Physical Time (s),FreestreamAbsolutePressure Monitor (Pa)
2.7725,101325.00053104984
2.775,101325.00052874688
2.7775,101325.00052630952
2.78,101325.00052372881
2.7825,101325.00052099513
2.785,101325.00051809949
2.7875,101325.00051503308
2.79,101325.00051178686
2.7925,101325.00050835119
2.795,101325.0005047161
2.7975,101325.00050087235
2.8,101325.00049681036
2.8025,101325.00049252259
2.805,101325.00048800325
2.8075,101325.00048325062
2.81,101325.00047826479
2.8125,101325.00047305116
2.815,101325.00046762031
2.8175,101325.00046198824
2.82,101325.00045617635
2.8225,101325.000450211
2.825,101325.00044412448
2.8275,101325.00043795195
2.83,101325.00043173326
2.8325,101325.00042550982
2.835,101325.00041932565
2.8375,101325.00041322393
2.84,101325.00040726537
2.8425,101325.00040146989
2.845,101325.00039587666
2.8475,101325.00039052372
2.85,101325.00038544516
2.8525,101325.0003806708
2.855,101325.00037622561
2.8575,101325.00037213133
2.86,101325.00036840088
2.8625,101325.00036504658
2.865,101325.00036207397
2.8675,101325.00035948047
2.87,101325.00035725768
2.8725,101325.00035539181
2.875,101325.00035386112
2.8775,101325.00035263732
2.88,101325.00035168615
2.8825,101325.00035096728
2.885,101325.00035043467
2.8875,101325.0003500368
2.89,101325.00034971726
2.8925,101325.0003494156
2.895,101325.00034906871
2.8975,101325.00034861184
2.9,101325.0003479806
2.9025,101325.00034711217
2.905,101325.00034594678
2.9075,101325.00034442691
2.91,101325.00034250104
2.9125,101325.00034011938
2.915,101325.00033723493
2.9175,101325.00033380318
2.92,101325.00032978221
2.9225,101325.00032513507
2.925,101325.0003198254
2.9275,101325.00031383589
2.93,101325.00030715528
2.9325,101325.00029978719
2.935,101325.00029175406
2.9375,101325.00028309897
2.94,101325.00027387758
2.9425,101325.00026416383
2.945,101325.00025404908
2.9475,101325.00024363473
2.95,101325.0002330296
2.9525,101325.00022234772
2.955,101325.00021170505
2.9575,101325.0002012167
2.96,101325.00019099841
2.9625,101325.00018116749
2.965,101325.00017183325
2.9675,101325.00016310606
2.97,101325.00015509952
2.9725,101325.00014792949
2.975,101325.00014171521
2.9775,101325.00013657844
2.98,101325.00013264296
2.9825,101325.00013002743
2.985,101325.00012884496
2.9875,101325.00012920263
2.99,101325.00013119618
2.9925,101325.00013490746
2.995,101325.00014040135
2.9975,101325.00014772468
3.0,101325.00015690395
3.0025,101325.00016794704
3.005,101325.00018084307
3.0075,101325.00019556067
3.01,101325.00021205514
3.0125,101325.00023026436
3.015,101325.00025011209
3.0175,101325.00027150796
3.02,101325.00029434747
3.0225,101325.00031851289
3.025,101325.00034387577
3.0275,101325.00037028875
3.03,101325.00039759761
3.0325,101325.00042563994
3.035,101325.00045424294
3.0375,101325.000483223
3.04,101325.00051239559
3.0425,101325.00054157464
3.045,101325.00057056983
3.0475,101325.00059919264
3.05,101325.00062724795
3.0525,101325.0006545435
3.055,101325.00068089513
3.0575,101325.00070611945
3.06,101325.00073001561
3.0625,101325.00075243105
3.065,101325.00077319422
3.0675,101325.00079214849
3.07,101325.00080915436
3.0725,101325.00082408453
3.075,101325.00083683015
3.0775,101325.00084729842
3.08,101325.0008554142
3.0825,101325.00086112489
3.085,101325.00086439926
3.0875,101325.00086522927
3.09,101325.0008636297
3.0925,101325.00085963529
3.095,101325.00085329817
3.0975,101325.00084468667
3.1,101325.00083388182
3.1025,101325.0008209774
3.105,101325.00080607913
3.1075,101325.0007893053
3.11,101325.0007707827
3.1125,101325.00075065238
3.115,101325.00072905769
3.1175,101325.00070615296
3.12,101325.00068210308
3.1225,101325.00065707081
3.125,101325.00063122516
3.1275,101325.00060473166
3.13,101325.00057775578
3.1325,101325.00055045834
3.135,101325.00052300107
3.1375,101325.00049553932
3.14,101325.00046822033
3.1425,101325.00044118718
3.145,101325.00041458709
3.1475,101325.00038853585
3.15,101325.00036314299
3.1525,101325.00033850709
3.155,101325.00031471913
3.1575,101325.00029185557
3.16,101325.00026998042
3.1625,101325.00024914525
3.165,101325.00022938692
3.1675,101325.00021074354
3.17,101325.00019323951
3.1725,101325.00017689023
3.175,101325.00016170037
3.1775,101325.00014766231
3.18,101325.00013476434
3.1825,101325.00012298045
3.185,101325.00011227855
3.1875,101325.00010262032
3.19,101325.00009396263
3.1925,101325.00008625303
3.195,101325.00007944037
3.1975,101325.00007347122
3.2,101325.00006828891
3.2025,101325.00006383605
3.205,101325.00006005379
3.2075,101325.00005688617
3.21,101325.00005427742
3.2125,101325.0000521875
3.215,101325.00005055784
3.2175,101325.00004933889
3.22,101325.00004849251
3.2225,101325.00004798693
3.225,101325.00004779575
3.2275,101325.00004789693
3.23,101325.00004827211
3.2325,101325.00004890593
3.235,101325.00004978685
3.2375,101325.00005090745
3.24,101325.00005226333
3.2425,101325.00005385475
3.245,101325.00005568578
3.2475,101325.00005776413
3.25,101325.00006010104
3.2525,101325.00006270998
3.255,101325.00006560671
3.2575,101325.00006880958
3.26,101325.00007233761
3.2625,101325.00007621208
3.265,101325.00008045427
3.2675,101325.00008508474
3.27,101325.00009012371
3.2725,101325.00009558778
3.275,101325.00010149209
3.2775,101325.00010784743
3.28,101325.00011466036
3.2825,101325.00012193294
3.285,101325.00012966224
3.2875,101325.00013784027
3.29,101325.00014645507
3.2925,101325.00015549056
3.295,101325.00016492789
3.2975,101325.00017474352
3.3,101325.00018491359
3.3025,101325.00019541279
3.305,101325.00020621442
3.3075,101325.00021728985
3.31,101325.00022860969
3.3125,101325.00024014388
3.315,101325.00025185838
3.3175,101325.00026371659
3.32,101325.00027567772
3.3225,101325.00028769819
3.325,101325.00029973021
3.3275,101325.00031172502
3.33,101325.00032363238
3.3325,101325.00033540206
3.335,101325.00034698671
3.3375,101325.00035834147
3.34,101325.00036942583
3.3425,101325.00038020221
3.345,101325.00039063787
3.3475,101325.0004007058
3.35,101325.00041038264
3.3525,101325.00041964861
3.355,101325.00042848698
3.3575,101325.00043688269
3.36,101325.00044482468
3.3625,101325.00045230272
3.365,101325.00045930922
3.3675,101325.00046583785
3.37,101325.00047188338
3.3725,101325.00047744293
3.375,101325.00048251452
3.3775,101325.00048709773
3.38,101325.00049119277
3.3825,101325.00049480076
3.385,101325.00049792315
3.3875,101325.00050056122
3.39,101325.00050271653
3.3925,101325.00050438946
3.395,101325.00050557987
3.3975,101325.00050628689
3.4,101325.0005065085
3.4025,101325.00050624162
3.405,101325.00050548188
3.4075,101325.00050422364
3.41,101325.00050246035
3.4125,101325.00050018409
3.415,101325.00049738577
3.4175,101325.00049405497
3.42,101325.00049017923
3.4225,101325.00048574543
3.425,101325.00048073857
3.4275,101325.00047514115
3.43,101325.00046893525
3.4325,101325.00046209985
3.435,101325.00045461328
3.4375,101325.00044645334
3.44,101325.0004376
3.4425,101325.00042803116
3.445,101325.00041772836
3.4475,101325.00040667629
3.45,101325.00039486504
3.4525,101325.00038228621
3.455,101325.00036893925
3.4575,101325.00035482988
3.46,101325.00033996982
3.4625,101325.00032437584
3.465,101325.00030807289
3.4675,101325.00029109027
3.47,101325.00027346332
3.4725,101325.00025523255
3.475,101325.00023644506
3.4775,101325.00021714944
3.48,101325.00019740217
3.4825,101325.00017726579
3.485,101325.0001568068
3.4875,101325.00013609882
3.49,101325.00011521879
3.4925,101325.00009425264
3.495,101325.00007328992
3.4975,101325.0000524257
3.5,101325.00003176098
3.5025,101325.00001139639
3.505,101324.99999143991
3.5075,101324.99997199775
3.51,101324.99995317834
3.5125,101324.99993509089
3.515,101324.99991784296
3.5175,101324.99990154398
3.52,101324.99988629702
3.5225,101324.99987220796
3.525,101324.99985937656
3.5275,101324.99984789752
3.53,101324.9998378622
3.5325,101324.99982935218
3.535,101324.99982244329
3.5375,101324.99981720212
3.54,101324.99981368506
3.5425,101324.99981193854
3.545,101324.99981199618
3.5475,101324.9998138798
3.55,101324.99981759912
3.5525,101324.99982314976
3.555,101324.99983051792
3.5575,101324.99983967432
3.56,101324.99985058224
3.5625,101324.99986319512
3.565,101324.99987745483
3.5675,101324.99989329593
3.57,101324.99991064648
3.5725,101324.99992942523
3.575,101324.99994954128
3.5775,101324.99997089672
3.58,101324.99999338634
3.5825,101325.00001689589
3.585,101325.00004130666
3.5875,101325.00006649102
3.59,101325.00009231773
3.5925,101325.00011865633
3.595,101325.00014536837
3.5975,101325.00017232206
3.6,101325.00019938553
3.6025,101325.00022643204
3.605,101325.00025333565
3.6075,101325.0002799776
3.61,101325.00030624314
3.6125,101325.00033202364
3.615,101325.00035721544
3.6175,101325.00038171842
3.62,101325.00040543778
3.6225,101325.00042828363
3.625,101325.0004501731
3.6275,101325.00047102908
3.63,101325.00049077813
3.6325,101325.00050935608
3.635,101325.00052670614
3.6375,101325.00054277614
3.64,101325.00055753067
3.6425,101325.00057093668
3.645,101325.00058296674
3.6475,101325.00059360886
3.65,101325.00060285696
3.6525,101325.0006107158
3.655,101325.00061719501
3.6575,101325.00062231168
3.66,101325.00062608642
3.6625,101325.00062854688
3.665,101325.00062973106
3.6675,101325.0006296746
3.67,101325.00062841504
3.6725,101325.00062600162
3.675,101325.00062248671
3.6775,101325.0006179246
3.68,101325.00061237518
3.6825,101325.00060590167
3.685,101325.00059856627
3.6875,101325.00059043425
3.69,101325.00058157147
3.6925,101325.00057204481
3.695,101325.00056192001
3.6975,101325.00055126323
3.7,101325.00054014052
3.7025,101325.00052861687
3.705,101325.00051675941
3.7075,101325.00050463289
3.71,101325.00049230344
3.7125,101325.00047983295
3.715,101325.00046728396
3.7175,101325.00045471407
3.72,101325.00044217966
3.7225,101325.00042973465
3.725,101325.0004174278
3.7275,101325.00040530383
3.73,101325.00039340697
3.7325,101325.00038177408
3.735,101325.00037044032
3.7375,101325.0003594367
3.74,101325.00034879171
3.7425,101325.00033852999
3.745,101325.00032867314
3.7475,101325.00031923939
3.75,101325.00031024351
3.7525,101325.00030169694
3.755,101325.00029360766
3.7575,101325.00028597908
3.76,101325.0002788142
3.7625,101325.00027211166
3.765,101325.00026586808
3.7675,101325.00026007813
3.77,101325.00025473451
3.7725,101325.00024982767
3.775,101325.00024534835
3.7775,101325.0002412849
3.78,101325.00023762659
3.7825,101325.00023436212
3.785,101325.00023148012
3.7875,101325.00022896971
3.79,101325.00022681981
3.7925,101325.00022501867
3.795,101325.00022355429
3.7975,101325.00022241336
3.8,101325.00022158142
3.8025,101325.00022104301
3.805,101325.00022078099
3.8075,101325.00022077726
3.81,101325.00022101324
3.8125,101325.00022147007
3.815,101325.00022212918
3.8175,101325.00022297307
3.82,101325.00022398568
3.8225,101325.00022515305
3.825,101325.00022646366
3.8275,101325.00022790808
3.83,101325.00022947932
3.8325,101325.00023117184
3.835,101325.00023298102
3.8375,101325.0002349031
3.84,101325.00023693392
3.8425,101325.00023906933
3.845,101325.00024130459
3.8475,101325.000243635
3.85,101325.00024605659
3.8525,101325.00024856631
3.855,101325.0002511637
3.8575,101325.00025385128
3.86,101325.00025663406
3.8625,101325.00025952111
3.865,101325.00026252458
3.8675,101325.0002656593
3.87,101325.0002689423
3.8725,101325.00027239237
3.875,101325.00027602994
3.8775,101325.00027987422
3.88,101325.00028394525
3.8825,101325.00028826238
3.885,101325.00029284452
3.8875,101325.00029770953
3.89,101325.00030287444
3.8925,101325.00030835514
3.895,101325.00031416574
3.8975,101325.00032031925
3.9,101325.00032682523
3.9025,101325.00033369199
3.905,101325.00034092384
3.9075,101325.00034852122
3.91,101325.00035648046
3.9125,101325.00036479413
3.915,101325.00037345066
3.9175,101325.00038243309
3.92,101325.00039172103
3.9225,101325.00040129245
3.925,101325.0004111181
3.9275,101325.00042116891
3.93,101325.00043141287
3.9325,101325.0004418138
3.935,101325.00045233467
3.9375,101325.00046293596
3.94,101325.00047357564
3.9425,101325.00048420983
3.945,101325.0004947917
3.9475,101325.00050527154
3.95,101325.00051559783
3.9525,101325.00052571591
3.955,101325.0005355711
3.9575,101325.00054510846
3.96,101325.00055427499
3.9625,101325.0005630173
3.965,101325.00057128583
3.9675,101325.00057903353
3.97,101325.00058621622
3.9725,101325.00059279487
3.975,101325.00059873254
3.9775,101325.00060399735
3.98,101325.00060856034
3.9825,101325.0006123966
3.985,101325.00061548461
3.9875,101325.00061780684
3.99,101325.00061934917
3.9925,101325.00062010244
3.995,101325.00062006143
3.9975,101325.00061922528
4.0,101325.00061759756
4.0025,101325.00061518664
4.005,101325.00061200571
4.0075,101325.00060807276
4.01,101325.00060341014
4.0125,101325.00059804489
4.015,101325.00059200602
4.0175,101325.00058532687
4.02,101325.00057804347
4.0225,101325.00057019496
4.025,101325.00056182162
4.0275,101325.00055296686
4.03,101325.00054367355
4.0325,101325.00053398611
4.035,101325.00052395173
4.0375,101325.00051361627
4.04,101325.00050302647
4.0425,101325.00049222875
4.045,101325.00048126873
4.0475,101325.00047019297
4.05,101325.00045904823
4.0525,101325.000447877
4.055,101325.00043672431
4.0575,101325.00042563054
4.06,101325.00041463469
4.0625,101325.00040377557
4.065,101325.00039308576
4.0675,101325.00038259705
4.07,101325.00037233799
4.0725,101325.00036233313
4.075,101325.00035260756
4.0775,101325.00034318145
4.08,101325.00033407455
4.0825,101325.00032530598
4.085,101325.00031689403
4.0875,101325.00030885541
4.09,101325.0003012056
4.0925,101325.00029395887
4.095,101325.00028712758
4.0975,101325.00028072076
4.1,101325.00027474502
4.1025,101325.00026920281
4.105,101325.00026409351
4.1075,101325.00025941407
4.11,101325.0002551592
4.1125,101325.00025132287
4.115,101325.00024789867
4.1175,101325.00024488021
4.12,101325.00024226324
4.1225,101325.00024004407
4.125,101325.00023822047
4.1275,101325.00023679181
4.13,101325.00023575721
4.1325,101325.00023511582
4.135,101325.00023486627
4.1375,101325.0002350057
4.14,101325.00023552992
4.1425,101325.00023643288
4.145,101325.00023770699
4.1475,101325.00023934289
4.15,101325.00024132985
4.1525,101325.000243656
4.155,101325.00024630821
4.1575,101325.0002492725
4.16,101325.00025253346
4.1625,101325.00025607373
4.165,101325.00025987423
4.1675,101325.00026391383
4.17,101325.00026816808
4.1725,101325.00027261079
4.175,101325.00027721227
4.1775,101325.00028194026
4.18,101325.00028676157
4.1825,101325.0002916417
4.185,101325.00029654297
4.1875,101325.00030142907
4.19,101325.00030626434
4.1925,101325.00031101223
4.195,101325.00031563606
4.1975,101325.00032010059
4.2,101325.00032437214
4.2025,101325.00032841504
4.205,101325.00033219501
4.2075,101325.00033567898
4.21,101325.00033883518
4.2125,101325.00034163414
4.215,101325.00034404903
4.2175,101325.00034605531
4.22,101325.00034763261
4.2225,101325.00034876438
4.225,101325.00034943804
4.2275,101325.00034964526
4.23,101325.00034938235
4.2325,101325.00034865025
4.235,101325.00034745444
4.2375,101325.00034580487
4.24,101325.00034371625
4.2425,101325.00034120771
4.245,101325.0003383029
4.2475,101325.00033502981
4.25,101325.00033142102
4.2525,101325.00032751285
4.255,101325.00032334603
4.2575,101325.00031896522
4.26,101325.00031441824
4.2625,101325.00030975584
4.265,101325.00030503124
4.2675,101325.00030029843
4.27,101325.0002956126
4.2725,101325.00029102886
4.275,101325.00028660022
4.2775,101325.00028237875
4.28,101325.00027841506
4.2825,101325.00027475654
4.285,101325.00027144901
4.2875,101325.0002685357
4.29,101325.00026605716
4.2925,101325.00026405156
4.295,101325.00026255415
4.2975,101325.00026159594
4.3,101325.00026120408
4.3025,101325.00026140067
4.305,101325.0002622024
4.3075,101325.00026361982
4.31,101325.00026565623
4.3125,101325.00026830916
4.315,101325.00027156773
4.3175,101325.00027541562
4.32,101325.00027982908
4.3225,101325.00028477743
4.325,101325.0002902251
4.3275,101325.00029612961
4.33,101325.00030244209
4.3325,101325.00030910998
4.335,101325.00031607342
4.3375,101325.00032326867
4.34,101325.00033062897
4.3425,101325.00033808185
4.345,101325.00034555474
4.3475,101325.0003529737
4.35,101325.00036026526
4.3525,101325.00036735609
4.355,101325.00037417338
4.3575,101325.000380647
4.36,101325.00038670881
4.3625,101325.00039229123
4.365,101325.00039732974
4.3675,101325.00040176313
4.37,101325.00040553322
4.3725,101325.00040858702
4.375,101325.00041087675
4.3775,101325.00041236087
4.38,101325.00041300459
4.3825,101325.00041278319
4.385,101325.0004116784
4.3875,101325.00040968016
4.39,101325.00040678683
4.3925,101325.00040300419
4.395,101325.00039834622
4.3975,101325.00039283425
4.4,101325.00038649146
4.4025,101325.00037935174
4.405,101325.00037145251
4.4075,101325.00036283743
4.41,101325.00035355325
4.4125,101325.00034365361
4.415,101325.00033319362
4.4175,101325.00032223518
4.42,101325.00031084091
4.4225,101325.00029907736
4.425,101325.00028701195
4.4275,101325.00027471194
4.43,101325.00026224504
4.4325,101325.00024967799
4.435,101325.00023707435
4.4375,101325.00022449541
4.44,101325.00021199802
4.4425,101325.00019963714
4.445,101325.00018746879
4.4475,101325.00017554263
4.45,101325.00016390631
4.4525,101325.00015260665
4.455,101325.00014168577
4.4575,101325.00013118121
4.46,101325.000121128
4.4625,101325.00011155594
4.465,101325.00010249246
4.4675,101325.00009395703
4.47,101325.00008596788
4.4725,101325.00007853817
4.475,101325.00007167736
4.4775,101325.00006538982
4.48,101325.00005967953
4.4825,101325.0000545472
4.485,101325.00004999121
4.4875,101325.00004600898
4.49,101325.00004259683
4.4925,101325.00003974963
4.495,101325.00003746166
4.4975,101325.00003572607
4.5,101325.00003453555
4.5025,101325.00003388189
4.505,101325.00003375688
4.5075,101325.00003415221
4.51,101325.00003506028
4.5125,101325.00003647324
4.515,101325.0000383836
4.5175,101325.00004078442
4.52,101325.00004366876
4.5225,101325.0000470298
4.525,101325.00005085986
4.5275,101325.0000551511
4.53,101325.00005989509
4.5325,101325.00006508242
4.535,101325.00007070364
4.5375,101325.00007674927
4.54,101325.00008320874
4.5425,101325.00009007291
4.545,101325.00009733249
4.5475,101325.0001049788
4.55,101325.00011300202
4.5525,101325.00012139347
4.555,101325.00013014163
4.5575,101325.00013923692
4.56,101325.00014866659
4.5625,101325.00015841615
4.565,101325.00016847142
4.5675,101325.00017881523
4.57,101325.00018942742
4.5725,101325.00020028961
4.575,101325.0002113784
4.5775,101325.00022266926
4.58,101325.00023413754
4.5825,101325.00024575376
4.585,101325.00025748946
4.5875,101325.00026931195
4.59,101325.00028118944
4.5925,101325.00029308633
4.595,101325.00030496466
4.5975,101325.00031678744
4.6,101325.00032851513
4.6025,101325.00034010687
4.605,101325.00035152226
4.6075,101325.00036271992
4.61,101325.00037365941
4.6125,101325.00038430048
4.615,101325.00039460136
4.6175,101325.00040452139
4.62,101325.00041402124
4.6225,101325.00042306155
4.625,101325.00043160321
4.6275,101325.00043960974
4.63,101325.00044704595
4.6325,101325.00045388113
4.635,101325.00046008651
4.6375,101325.00046563834
4.64,101325.00047051602
4.6425,101325.00047470575
4.645,101325.0004781977
4.6475,101325.00048098675
4.65,101325.0004830734
4.6525,101325.00048446341
4.655,101325.00048516701
4.6575,101325.00048519886
4.66,101325.0004845783
4.6625,101325.00048332855
4.665,101325.00048147619
4.6675,101325.00047905197
4.67,101325.00047608829
4.6725,101325.00047262029
4.675,101325.00046868678
4.6775,101325.00046432453
4.68,101325.00045957323
4.6825,101325.00045447215
4.685,101325.00044906102
4.6875,101325.0004433767
4.69,101325.00043745524
4.6925,101325.00043132972
4.695,101325.00042503318
4.6975,101325.00041859403
4.7,101325.00041203923
4.7025,101325.00040539147
4.705,101325.0003986728
4.7075,101325.00039190149
4.71,101325.00038509291
4.7125,101325.00037826109
4.715,101325.00037141578
4.7175,101325.00036456549
4.72,101325.00035771477
4.7225,101325.00035086554
4.725,101325.00034401791
4.7275,101325.00033716972
4.73,101325.00033031705
4.7325,101325.0003234537
4.735,101325.00031657382
4.7375,101325.00030966933
4.74,101325.00030273336
4.7425,101325.00029576002
4.745,101325.00028874389
4.7475,101325.00028168187
4.75,101325.00027457214
4.7525,101325.00026741464
4.755,101325.00026021022
4.7575,101325.00025296402
4.76,101325.00024568192
4.7625,101325.00023837286
4.765,101325.00023104926
4.7675,101325.0002237248
4.77,101325.00021641831
4.7725,101325.00020914906
4.775,101325.00020194122
4.7775,101325.00019482135
4.78,101325.00018781755
4.7825,101325.00018096136
4.785,101325.00017428587
4.7875,101325.0001678246
4.79,101325.00016161331
4.7925,101325.0001556887
4.795,101325.00015008741
4.7975,101325.00014484793
4.8,101325.00014000901
4.8025,101325.00013560895
4.805,101325.00013168772
4.8075,101325.00012828312
4.81,101325.00012543314
4.8125,101325.00012317518
4.815,101325.0001215447
4.8175,101325.0001205757
4.82,101325.0001202993
4.8225,101325.00012074395
4.825,101325.00012193472
4.8275,101325.0001238932
4.83,101325.00012663686
4.8325,101325.00013017937
4.835,101325.00013452971
4.8375,101325.00013969271
4.84,101325.00014566985
4.8425,101325.00015245694
4.845,101325.00016004653
4.8475,101325.00016842694
4.85,101325.00017758264
4.8525,101325.00018749179
4.855,101325.00019812939
4.8575,101325.00020946488
4.86,101325.00022146534
4.8625,101325.00023409315
4.865,101325.00024730618
4.8675,101325.00026106033
4.87,101325.00027530931
4.8725,101325.00029000295
4.875,101325.00030509036
4.8775,101325.00032051651
4.88,101325.00033622699
4.8825,101325.00035216458
4.885,101325.00036826827
4.8875,101325.00038447791
4.89,101325.00040073214
4.8925,101325.00041696735
4.895,101325.00043312117
4.8975,101325.00044913545
4.9,101325.00046495015
4.9025,101325.00048051111
4.905,101325.00049576684
4.9075,101325.00051066434
4.91,101325.00052516104
4.9125,101325.0005392114
4.915,101325.00055277473
4.9175,101325.00056581611
4.92,101325.0005783002
4.9225,101325.00059019397
4.925,101325.0006014672
4.9275,101325.00061209583
4.93,101325.00062205628
4.9325,101325.00063132643
4.935,101325.00063988774
4.9375,101325.00064772421
4.94,101325.00065482227
4.9425,101325.00066116852
4.945,101325.00066675324
4.9475,101325.0006715675
4.95,101325.00067560333
4.9525,101325.00067885363
4.955,101325.00068131227
4.9575,101325.00068297402
4.96,101325.0006838343
4.9625,101325.00068388945
4.965,101325.00068313639
4.9675,101325.00068157278
4.97,101325.00067919694
4.9725,101325.00067600921
4.975,101325.00067200973
4.9775,101325.00066720178
4.98,101325.00066158851
4.9825,101325.00065517573
4.985,101325.00064797078
4.9875,101325.00063998449
4.99,101325.0006312292
4.9925,101325.00062171968
4.995,101325.00061147365
4.9975,101325.0006005102
5.0,101325.00058885182
5.0025,101325.00057652504
5.005,101325.00056355722
5.0075,101325.00054998207
5.01,101325.00053583393
5.0125,101325.00052115109
5.015,101325.00050597708
5.0175,101325.00049035838
5.02,101325.00047434449
5.0225,101325.00045798915
5.025,101325.00044135129
5.0275,101325.00042448934
5.03,101325.00040746752
5.0325,101325.0003903498
5.035,101325.00037320489
5.0375,101325.00035609971
5.04,101325.00033910459
5.0425,101325.00032228841
5.045,101325.00030572069
5.0475,101325.00028946892
5.05,101325.00027360361
5.0525,101325.00025819088
5.055,101325.0002432969
5.0575,101325.00022898533
5.06,101325.00021531714
5.0625,101325.00020235103
5.065,101325.0001901441
5.0675,101325.00017874865
5.07,101325.0001682124
5.0725,101325.00015858212
5.075,101325.0001498966
5.0775,101325.00014219075
5.08,101325.0001354937
5.0825,101325.00012983056
5.085,101325.00012522048
5.0875,101325.00012167773
5.09,101325.00011921162
5.0925,101325.00011782516
5.095,101325.00011751585
5.0975,101325.00011827552
5.1,101325.00012008994
5.1025,101325.00012293902
5.105,101325.00012679632
5.1075,101325.00013162904
5.11,101325.00013740067
5.1125,101325.00014406558
5.115,101325.00015157601
5.1175,101325.00015987702
5.12,101325.00016891072
5.1225,101325.00017861596
5.125,101325.00018892663
5.1275,101325.00019977437
5.13,101325.00021108959
5.1325,101325.00022279921
5.135,101325.00023483225
5.1375,101325.000247116
5.14,101325.00025957852
5.1425,101325.000272149
5.145,101325.00028475927
5.1475,101325.00029734487
5.15,101325.00030984284
5.1525,101325.00032219446
5.155,101325.00033434109
5.1575,101325.00034623354
5.16,101325.00035782314
5.1625,101325.00036906837
5.165,101325.00037993098
5.1675,101325.00039037786
5.17,101325.00040038132
5.1725,101325.00040991942
5.175,101325.00041897441
5.1775,101325.00042753472
5.18,101325.00043559453
5.1825,101325.00044315131
5.185,101325.00045020615
5.1875,101325.00045676633
5.19,101325.00046284069
5.1925,101325.00046844278
5.195,101325.00047358801
5.1975,101325.0004782927
5.2,101325.0004825763
5.2025,101325.00048645632
5.205,101325.00048995113
5.2075,101325.00049307842
5.21,101325.000495855
5.2125,101325.00049829601
5.215,101325.00050041487
5.2175,101325.00050222377
5.22,101325.00050373221
5.2225,101325.0005049477
5.225,101325.00050587537
5.2275,101325.00050651761
5.23,101325.00050687414
5.2325,101325.00050694241
5.235,101325.00050671749
5.2375,101325.00050619223
5.24,101325.00050535794
5.2425,101325.00050420479
5.245,101325.00050272235
5.2475,101325.00050089962
5.25,101325.00049872567
5.2525,101325.00049619003
5.255,101325.00049328236
5.2575,101325.00048999254
5.26,101325.00048631159
5.2625,101325.00048223078
5.265,101325.00047774294
5.2675,101325.00047284164
5.27,101325.00046752336
5.2725,101325.00046178613
5.275,101325.00045563206
5.2775,101325.00044906617
5.28,101325.00044209854
5.2825,101325.00043474219
5.285,101325.00042701626
5.2875,101325.00041893989
5.29,101325.00041053917
5.2925,101325.0004018422
5.295,101325.00039287754
5.2975,101325.00038367897
5.3,101325.00037428181
5.3025,101325.00036471942
5.305,101325.00035502984
5.3075,101325.00034525138
5.31,101325.00033542141
5.3125,101325.00032557912
5.315,101325.00031576221
5.3175,101325.00030600955
5.32,101325.0002963602
5.3225,101325.00028685083
5.325,101325.0002775177
5.3275,101325.00026839768
5.33,101325.00025952357
5.3325,101325.00025092777
5.335,101325.00024264083
5.3375,101325.00023469103
5.34,101325.00022710329
5.3425,101325.00021989972
5.345,101325.00021309945
5.3475,101325.00020671933
5.35,101325.00020077261
5.3525,101325.00019527013
5.355,101325.00019021919
5.3575,101325.0001856251
5.36,101325.00018148887
5.3625,101325.00017780968
5.365,101325.00017458256
5.3675,101325.00017179955
5.37,101325.00016944902
5.3725,101325.00016751657
5.375,101325.00016598392
5.3775,101325.00016483074
5.38,101325.00016403449
5.3825,101325.0001635705
5.385,101325.00016341258
5.3875,101325.00016353336
5.39,101325.00016390457
5.3925,101325.00016449747
5.395,101325.00016528337
5.3975,101325.00016623372
5.4,101325.00016732067
5.4025,101325.00016851751
5.405,101325.00016979854
5.4075,101325.00017113981
5.41,101325.00017251965
5.4125,101325.00017391873
5.415,101325.00017531934
5.4175,101325.00017670688
5.42,101325.00017806901
5.4225,101325.00017939659
5.425,101325.00018068343
5.4275,101325.00018192646
5.43,101325.00018312551
5.4325,101325.00018428433
5.435,101325.0001854096
5.4375,101325.00018651165
5.44,101325.0001876038
5.4425,101325.00018870246
5.445,101325.00018982615
5.4475,101325.00019099585
5.45,101325.00019223336
5.4525,101325.00019356087
5.455,101325.00019500077
5.4575,101325.00019657417
5.46,101325.00019830147
5.4625,101325.00020020045
5.465,101325.00020228735
5.4675,101325.00020457532
5.47,101325.00020707501
5.4725,101325.00020979402
5.475,101325.00021273625
5.4775,101325.00021590236
5.48,101325.00021928869
5.4825,101325.00022288815
5.485,101325.0002266894
5.4875,101325.00023067788
5.49,101325.0002348344
5.4925,101325.00023913551
5.495,101325.00024355542
5.4975,101325.0002480664
5.5,101325.00025263734
5.5025,101325.0002572357
5.505,101325.00026182861
5.5075,101325.00026638286
5.51,101325.00027086417
5.5125,101325.00027523901
5.515,101325.00027947387
5.5175,101325.00028353544
5.52,101325.00028739123
5.5225,101325.00029101007
5.525,101325.00029436115
5.5275,101325.00029741635
5.53,101325.00030014951
5.5325,101325.00030253734
5.535,101325.00030456009
5.5375,101325.0003062021
5.54,101325.00030745202
5.5425,101325.00030830369
5.545,101325.00030875586
5.5475,101325.00030881139
5.55,101325.00030847781
5.5525,101325.00030776714
5.555,101325.00030669509
5.5575,101325.0003052808
5.56,101325.00030354643
5.5625,101325.00030151605
5.565,101325.00029921651
