Physical Time (s),aphi_alt_flux_bot Monitor (kg-m/s^3): bot_cv1,aphi_alt_flux_bot Monitor (kg-m/s^3): bot_cv2,aphi_alt_flux_bot Monitor (kg-m/s^3): bot_cv3,aphi_alt_flux_bot Monitor (kg-m/s^3): bot_cv4,aphi_alt_flux_bot Monitor (kg-m/s^3): bot_cv5,aphi_alt_flux_bot Monitor (kg-m/s^3): bot_cv6,aphi_alt_flux_bot Monitor (kg-m/s^3): bot_cv7
1.1875,6.3525101294376127e-10,6.9372801760722954e-10,-4.5997065535791664e-11,-1.7485348345342598e-09,-3.40578716394673e-09,-4.5288017686741814e-09,-4.7951652984020242e-09
1.19,6.3390511961076966e-10,6.9292446236738071e-10,-4.0940839911289826e-11,-1.7377336201666049e-09,-3.3999131899666787e-09,-4.5363615727822236e-09,-4.8045505126734009e-09
1.1925,6.3259870902158814e-10,6.921898742744368e-10,-3.5742592144396649e-11,-1.726580095908894e-09,-3.3934678978263774e-09,-4.5433302208049365e-09,-4.8132662040867267e-09
1.195,6.3131811686728933e-10,6.91513381469482e-10,-3.0406707511129163e-11,-1.715066565495334e-09,-3.3864265205584897e-09,-4.5496643719064904e-09,-4.8212594703430867e-09
1.1975,6.3010090231492461e-10,6.9093716196171679e-10,-2.4897907738812959e-11,-1.7031704391481143e-09,-3.3787718831238075e-09,-4.5553533307456476e-09,-4.828518120301234e-09
1.2,6.2890479399958277e-10,6.9041991984633149e-10,-1.9243865858153542e-11,-1.690900917366605e-09,-3.3704911204842312e-09,-4.5603601917624133e-09,-4.8349966841030731e-09
1.2025,6.2772801064493389e-10,6.8996197808081245e-10,-1.3442603208086839e-11,-1.6782557554290985e-09,-3.3615782216556969e-09,-4.564671471290505e-09,-4.8406799947325601e-09
1.205,6.2659238510734145e-10,6.8958660400938129e-10,-7.4781289390613543e-12,-1.665227615042964e-09,-3.3520320741739107e-09,-4.5682913449045709e-09,-4.8455740779413396e-09
1.2075,6.2547376254242989e-10,6.8926858271508493e-10,-1.373782208983191e-12,-1.6518405929943135e-09,-3.341872954517641e-09,-4.5712327001016851e-09,-4.8496902801356043e-09
1.21,6.2440608097866678e-10,6.8904282976213917e-10,4.8887369198309054e-12,-1.6381037827744666e-09,-3.3311263546628985e-09,-4.5735404440229096e-09,-4.8530815505589103e-09
1.2125,6.2334809190932103e-10,6.8886465874331269e-10,1.1268991870174562e-11,-1.6240513561247978e-09,-3.31982238116707e-09,-4.575230832429125e-09,-4.8557650213373085e-09
1.215,6.2231338350303964e-10,6.8874673758606175e-10,1.7766302908511678e-11,-1.6097049844727043e-09,-3.3079991050879076e-09,-4.5763590823640579e-09,-4.8578059113783422e-09
1.2175,6.2130259244597346e-10,6.8868710888419185e-10,2.4371184561194949e-11,-1.595087587715476e-09,-3.2956923702666626e-09,-4.5769686753286527e-09,-4.8592568819111522e-09
1.22,6.2028657919823224e-10,6.8865278105702016e-10,3.1046543126306279e-11,-1.5802454190228737e-09,-3.2829565177536862e-09,-4.577114693062286e-09,-4.8601817555753564e-09
1.2225,6.1931922699963411e-10,6.8869751994974115e-10,3.7820677149826476e-11,-1.5651910317963471e-09,-3.269836110636062e-09,-4.5768793790927402e-09,-4.8606814553581748e-09
1.225,6.183012756007356e-10,6.8871308633554853e-10,4.4601248659672018e-11,-1.5499913616860373e-09,-3.2563797559775039e-09,-4.5762798428876122e-09,-4.8607742638808125e-09
1.2275,6.1728845321303602e-10,6.8875452066185854e-10,5.1418162667769855e-11,-1.5346610217160649e-09,-3.242640725130243e-09,-4.575410070704801e-09,-4.8605749024484313e-09
1.23,6.1626831523870139e-10,6.8880420668426872e-10,5.8240919104460107e-11,-1.5192484424746731e-09,-3.2286861105824288e-09,-4.574352035046553e-09,-4.8601799426293902e-09
1.2325,6.1524653157069715e-10,6.8886315175975821e-10,6.5059886439316895e-11,-1.5037818289863078e-09,-3.2145656207436589e-09,-4.5731693123574431e-09,-4.8596661376273811e-09
1.235,6.1423355887526018e-10,6.8893783392442436e-10,7.1864783967093069e-11,-1.4883001417815255e-09,-3.2003442548697337e-09,-4.57195469050754e-09,-4.8591428688441644e-09
1.2375,6.1318806193578489e-10,6.8897976641547304e-10,7.8606205881286135e-11,-1.4728555638130066e-09,-3.1860780474209208e-09,-4.5707629978102492e-09,-4.8586732028799161e-09
1.24,6.1214520346090334e-10,6.8902145768725869e-10,8.5296647321421644e-11,-1.4574676725753901e-09,-3.1718228068816145e-09,-4.5696831109473793e-09,-4.8583637583464332e-09
1.2425,6.1104179841858757e-10,6.8899173697180025e-10,9.186921193646436e-11,-1.442197358567736e-09,-3.1576357214135014e-09,-4.5687653824155331e-09,-4.8582705682821232e-09
1.245,6.0991847067039091e-10,6.8892914855203291e-10,9.8344596256664047e-11,-1.4270588760544426e-09,-3.1435642061415989e-09,-4.5680889922595782e-09,-4.8584888740042494e-09
1.2475,6.0876901758111827e-10,6.888235208803927e-10,1.047048199837117e-10,-1.412077742220611e-09,-3.1296473742108451e-09,-4.5677060179629918e-09,-4.8590821904664618e-09
1.25,6.0761630788625029e-10,6.886951354808451e-10,1.1096050891190775e-10,-1.3972700726827988e-09,-3.1159229770288969e-09,-4.5676781046317059e-09,-4.8601241098409239e-09
1.2525,6.0641675347456416e-10,6.8849499767238232e-10,1.1706797396837603e-10,-1.3826682744797377e-09,-3.1024194742085635e-09,-4.5680247156676457e-09,-4.8616375491973538e-09
1.255,6.0516675083858711e-10,6.8821696644049001e-10,1.2301654357826127e-10,-1.3682906546246349e-09,-3.0891665166911272e-09,-4.5687851720122989e-09,-4.8636682925307682e-09
1.2575,6.038836639546785e-10,6.8787654925121268e-10,1.2881527482760467e-10,-1.3541396162017273e-09,-3.0761775238106372e-09,-4.5699879945010249e-09,-4.8662531817140269e-09
1.26,6.0254963312905071e-10,6.8745309126865296e-10,1.3444671038000585e-10,-1.3402308456121591e-09,-3.0634634899808939e-09,-4.5716361838853547e-09,-4.869396285438852e-09
1.2625,6.0120501912988859e-10,6.8698862459101523e-10,1.3994403929776553e-10,-1.3265467664367913e-09,-3.0510246453477302e-09,-4.5737544980073695e-09,-4.8731288032954823e-09
1.265,5.9982563871349116e-10,6.8645728868702495e-10,1.4528921314905883e-10,-1.3130946657548392e-09,-3.0388599251841659e-09,-4.5763288821732194e-09,-4.8774349833225054e-09
1.2675,5.9837764383027843e-10,6.8582217520702458e-10,1.504579877247521e-10,-1.2998792998422511e-09,-3.0269574523841331e-09,-4.5793273385281656e-09,-4.8822761369306107e-09
1.27,5.9693662949321341e-10,6.851642181925225e-10,1.5551647121562027e-10,-1.2868601836492192e-09,-3.0153007985044686e-09,-4.5827652104723051e-09,-4.8876751062008977e-09
1.2725,5.9544113468423647e-10,6.8441813851170416e-10,1.6041700971534246e-10,-1.2740542971380774e-09,-3.0038739744247756e-09,-4.5865901031222081e-09,-4.8935679697002959e-09
1.275,5.9389407534615612e-10,6.8358782058313909e-10,1.6516878162568417e-10,-1.2614445860751296e-09,-2.9926532639592637e-09,-4.5907700732372519e-09,-4.8999167984141144e-09
1.2775,5.9233967387363803e-10,6.8272234636802966e-10,1.698172670238e-10,-1.2489925876070792e-09,-2.9816027278008023e-09,-4.5952773380299478e-09,-4.9066933947298011e-09
1.28,5.9075788458317368e-10,6.8180169225721691e-10,1.7435579437636769e-10,-1.2366882255017107e-09,-2.9706924031951706e-09,-4.6000606988483811e-09,-4.9138347122725574e-09
1.2825,5.8912838076211793e-10,6.8080574805411845e-10,1.7877678218618584e-10,-1.224519421710208e-09,-2.9598921474908747e-09,-4.6050648763533164e-09,-4.9212743327328649e-09
1.285,5.8749038069386489e-10,6.7977859281185339e-10,1.8312276054942688e-10,-1.2124505172977748e-09,-2.9491641727479742e-09,-4.6102573526653022e-09,-4.9289749242890462e-09
1.2875,5.8578632694420176e-10,6.7866041208881404e-10,1.873539510176147e-10,-1.2004849603730905e-09,-2.9384776802912507e-09,-4.6155642861485875e-09,-4.9368432827515516e-09
1.29,5.8407542909251755e-10,6.7751729417241593e-10,1.9153116948201733e-10,-1.1885654849679437e-09,-2.9277935113797832e-09,-4.6209626662473246e-09,-4.944854540648325e-09
1.2925,5.8231926836896513e-10,6.7631007453673681e-10,1.9563096113410723e-10,-1.1766946264931264e-09,-2.9170821153419242e-09,-4.6263862035611583e-09,-4.9529252552654528e-09
1.295,5.8051992078742831e-10,6.7504247514671665e-10,1.9966239672228721e-10,-1.1648647053901118e-09,-2.9063113864894395e-09,-4.6317872086315194e-09,-4.9609971774884571e-09
1.2975,5.7867348209749038e-10,6.7371277966066717e-10,2.036281018885948e-10,-1.1530693315046876e-09,-2.8954635497907011e-09,-4.6371356917929413e-09,-4.9690290865101978e-09
1.3,5.7680731923767061e-10,6.7235068866724374e-10,2.0755996087608589e-10,-1.1412902212811605e-09,-2.8845031325194186e-09,-4.6423935078891656e-09,-4.9769769480226237e-09
1.3025,5.7490089894470771e-10,6.7093579064650785e-10,2.1144439646629585e-10,-1.129521425358014e-09,-2.8734157910776177e-09,-4.6475236277347381e-09,-4.9847913024179301e-09
1.305,5.7297145104105269e-10,6.6948809948726387e-10,2.1529953968500548e-10,-1.1177472246045133e-09,-2.8621913014609763e-09,-4.6525143364665206e-09,-4.9924565645838635e-09
1.3075,5.7102483314040584e-10,6.6801483904989942e-10,2.1913534335563414e-10,-1.1059524852362152e-09,-2.8508079945825268e-09,-4.6573352252691494e-09,-4.9999354783295978e-09
1.31,5.690604675401511e-10,6.6651650807604847e-10,2.229544025810239e-10,-1.0941317519813974e-09,-2.8392585612020255e-09,-4.6619712943157221e-09,-5.0072083564827692e-09
1.3125,5.6707766740240393e-10,6.6499237185326353e-10,2.2675482260865156e-10,-1.082285613980241e-09,-2.8275378236561575e-09,-4.6664100868197987e-09,-5.0142599068507276e-09
1.315,5.6505843985870565e-10,6.6342302155747943e-10,2.3052214472709077e-10,-1.070422251047804e-09,-2.8156452869015173e-09,-4.6706357372469096e-09,-5.0210683462181139e-09
1.3175,5.6299966056968948e-10,6.6180537367154648e-10,2.3425239945351716e-10,-1.0585441657433878e-09,-2.8035813781920573e-09,-4.6746424686687053e-09,-5.0276267988428518e-09
1.32,5.6092723254411506e-10,6.601676887624387e-10,2.3796917051349732e-10,-1.0466380410053768e-09,-2.7913396924026971e-09,-4.6784302144814936e-09,-5.0339402184616164e-09
1.3225,5.5883960621483106e-10,6.5850807539045928e-10,2.4166951485518561e-10,-1.0347066597244124e-09,-2.7789232872584002e-09,-4.6819991389140534e-09,-5.0400101182183642e-09
1.325,5.5678095552839815e-10,6.5687389706796643e-10,2.4539146571329938e-10,-1.0227315008440641e-09,-2.7663320956068162e-09,-4.6853695539905192e-09,-5.0458678815036718e-09
1.3275,5.5468771052785736e-10,6.5519626741002451e-10,2.4907526971051771e-10,-1.010750967756271e-09,-2.7535839811155195e-09,-4.6885256535889952e-09,-5.051492462269847e-09
1.33,5.5258319250288208e-10,6.5350002109271847e-10,2.5273931520624781e-10,-9.9875862831171472e-10,-2.740679615661786e-09,-4.6914776631688838e-09,-5.0569033707106107e-09
1.3325,5.5044675987914699e-10,6.5176206811541089e-10,2.5636177235804942e-10,-9.8677169212268212e-10,-2.7276329931910439e-09,-4.6942299327771875e-09,-5.0621088807279218e-09
1.335,5.4832454954057957e-10,6.5003209754050886e-10,2.5998400580019092e-10,-9.7476689059432569e-10,-2.7144411415101949e-09,-4.6968023464763782e-09,-5.0671430873277428e-09
1.3375,5.4617677147717609e-10,6.4826628505880414e-10,2.6356824867218017e-10,-9.6276587221855298e-10,-2.7011073905469237e-09,-4.699177002155845e-09,-5.0719900263704856e-09
1.34,5.4402317269810962e-10,6.4648553755999596e-10,2.671312006959921e-10,-9.5076271290058472e-10,-2.6876344035747792e-09,-4.701367084527086e-09,-5.0766753143632688e-09
1.3425,5.4186681627643821e-10,6.4469313423868362e-10,2.7067484024662918e-10,-9.3875486576457478e-10,-2.6740188919620129e-09,-4.7033673400820255e-09,-5.0812024374756403e-09
1.345,5.3973240252407712e-10,6.4291525464614831e-10,2.7422035403492454e-10,-9.2672868032070483e-10,-2.660257139344565e-09,-4.7051855937335496e-09,-5.0855920900013194e-09
1.3475,5.3758229430855984e-10,6.4111023187330442e-10,2.7773347058355636e-10,-9.1470391703614108e-10,-2.6463539126475453e-09,-4.706805878857059e-09,-5.0898285773608363e-09
1.35,5.3544330997267432e-10,6.3930681496967051e-10,2.8123826409067087e-10,-9.026667941874811e-10,-2.632302848889961e-09,-4.7082296021619501e-09,-5.0939257568189224e-09
1.3525,5.3329724653764381e-10,6.3748443797361862e-10,2.847177779822525e-10,-8.9062611209253616e-10,-2.6181072576800346e-09,-4.7094501874423095e-09,-5.0978810480970202e-09
1.355,5.3120845169710598e-10,6.3571299834964088e-10,2.8823147988180724e-10,-8.7854465409221922e-10,-2.6037523893241032e-09,-4.7104823636836911e-09,-5.1017256960683123e-09
1.3575,5.291578702996322e-10,6.3397155549653526e-10,2.917608681713534e-10,-8.6643318249448471e-10,-2.5892418414230232e-09,-4.7113221919087063e-09,-5.1054573410962629e-09
1.36,5.2713419872874956e-10,6.3224581857450327e-10,2.9529527195908141e-10,-8.5429866796843884e-10,-2.574578738738003e-09,-4.711959403953679e-09,-5.1090672921495096e-09
1.3625,5.2512146678784424e-10,6.3051779271926723e-10,2.9882040489986845e-10,-8.4215069867447724e-10,-2.5597644481817818e-09,-4.7123862335752959e-09,-5.1125475030105227e-09
1.365,5.2315998702385755e-10,6.2883099401391176e-10,3.0237148122602548e-10,-8.2996900753298595e-10,-2.5447986101816488e-09,-4.7126241172274887e-09,-5.1159296158154931e-09
1.3675,5.212369065795927e-10,6.2716976029614874e-10,3.0593625339171056e-10,-8.1775917999177539e-10,-2.5296818411698152e-09,-4.7126618841209276e-09,-5.1192009631553967e-09
1.37,5.1937558936467651e-10,6.2555860808497914e-10,3.0953339114486152e-10,-8.0551154702403961e-10,-2.5144137080449809e-09,-4.7125119321747389e-09,-5.1223792556393357e-09
1.3725,5.1756008187950838e-10,6.2397887725434914e-10,3.1314726455183273e-10,-7.9323894020810817e-10,-2.4990041391101112e-09,-4.7121755209294181e-09,-5.1254614505948788e-09
1.375,5.1581246616305505e-10,6.224538705315952e-10,3.1679546216715786e-10,-7.8093467755573575e-10,-2.4834581353767854e-09,-4.7116704769263927e-09,-5.1284697243722436e-09
1.3775,5.1412005687372933e-10,6.2096805930807791e-10,3.2046398664148866e-10,-7.6860838231797309e-10,-2.467783367838349e-09,-4.7109945793503135e-09,-5.1313977564312449e-09
1.38,5.1247936695239423e-10,6.1951764564942033e-10,3.2414726657256659e-10,-7.5626974814351889e-10,-2.4519971042908258e-09,-4.7101701541761339e-09,-5.1342680265372114e-09
1.3825,5.1091466947786764e-10,6.1812827314905939e-10,3.2786589019793276e-10,-7.4390938304382406e-10,-2.4361018385051484e-09,-4.7092118820401866e-09,-5.1370981964550437e-09
1.385,5.0942659423696538e-10,6.1679943643285016e-10,3.3161778509529658e-10,-7.3153078735218727e-10,-2.4201068413552331e-09,-4.7081319044661331e-09,-5.1399004314119419e-09
1.3875,5.0801450199911943e-10,6.1553046201834543e-10,3.3539993210965405e-10,-7.1914340912437716e-10,-2.4040247212868437e-09,-4.7069517909528046e-09,-5.1426973796459989e-09
1.39,5.0663707151037844e-10,6.1427425926026555e-10,3.3916721791102919e-10,-7.0678184261088294e-10,-2.3878836685778303e-09,-4.7056783664853449e-09,-5.1454890873857938e-09
1.3925,5.0533254340993151e-10,6.1307231450916251e-10,3.4295214438992155e-10,-6.9443745312484149e-10,-2.3716993947211738e-09,-4.7043514211959463e-09,-5.148325196871738e-09
1.395,5.0410356448527043e-10,6.1192642248981856e-10,3.4675334721925959e-10,-6.8211327470152495e-10,-2.3554818337913223e-09,-4.7029913997105742e-09,-5.1512279412737681e-09
1.3975,5.0292407694415487e-10,6.108078393805756e-10,3.5054283857283499e-10,-6.6983623601181447e-10,-2.3392567872358614e-09,-4.701611548339884e-09,-5.1542089545964315e-09
1.4,5.0179531618003092e-10,6.0971699133112559e-10,3.5431823492302026e-10,-6.5761180107554678e-10,-2.3230276698735156e-09,-4.7002177121787868e-09,-5.1572779137598223e-09
1.4025,5.0070664817842772e-10,6.0864286570104159e-10,3.5806713287272808e-10,-6.4545499191006e-10,-2.306816425781853e-09,-4.6988393123324222e-09,-5.1604671385300278e-09
1.405,4.9967920854781668e-10,6.0760856397404628e-10,3.6180517885277881e-10,-6.3336397473935125e-10,-2.2906365336722624e-09,-4.6975048744002087e-09,-5.1638147124383046e-09
1.4075,4.9866920781094953e-10,6.0656507434721552e-10,3.6548726494476182e-10,-6.2137243166964563e-10,-2.2745108974442854e-09,-4.6962179579962709e-09,-5.1673206343354728e-09
1.41,4.9768723533181487e-10,6.0552546166553252e-10,3.6912241969282326e-10,-6.0948130294006082e-10,-2.2584534297115642e-09,-4.6950088342448054e-09,-5.1710264665676532e-09
1.4125,4.9677562422486442e-10,6.0453601785860188e-10,3.7275114262007514e-10,-5.9766525422061442e-10,-2.242456094683202e-09,-4.6938944771049128e-09,-5.1749630017153226e-09
1.415,4.9584432794526151e-10,6.0349857226357548e-10,3.7628346923478733e-10,-5.8598843909609336e-10,-2.2265565065887532e-09,-4.692869900407868e-09,-5.1791153579893562e-09
1.4175,4.9494788080877698e-10,6.0247444144060867e-10,3.7977194143766212e-10,-5.7442261514490853e-10,-2.2107520646093822e-09,-4.6919700534325881e-09,-5.1835382191732611e-09
1.42,4.9406047235355949e-10,6.0143569531787568e-10,3.8318872690751086e-10,-5.6298869220724088e-10,-2.1950591078473766e-09,-4.6912002516613457e-09,-5.1882380356374832e-09
1.4225,4.9319667392969031e-10,6.0039942518770738e-10,3.8654729369477664e-10,-5.516841505245272e-10,-2.1794832143812846e-09,-4.6905799772200553e-09,-5.1932475288400847e-09
1.425,4.9235156016037976e-10,5.9936224864479069e-10,3.8984263784158908e-10,-5.4051346045531085e-10,-2.1640315610379983e-09,-4.6901187264999245e-09,-5.1985813532510097e-09
1.4275,4.9148199279339866e-10,5.9827712020540416e-10,3.9303298454170482e-10,-5.2950657566529042e-10,-2.1487185895263032e-09,-4.6898012553659501e-09,-5.2042199209678486e-09
1.43,4.9056221272433458e-10,5.9711679266945843e-10,3.9609400434768271e-10,-5.1867837483362194e-10,-2.1335495709419944e-09,-4.6896168509467136e-09,-5.2101546659967628e-09
1.4325,4.8966743381482852e-10,5.9596663651950221e-10,3.9910362485034867e-10,-5.0797621848406399e-10,-2.1185018299386879e-09,-4.6895877755467795e-09,-5.216428414009218e-09
1.435,4.8875171151244129e-10,5.947779001035158e-10,4.0201794674097548e-10,-4.9743013572009928e-10,-2.1035866913814695e-09,-4.6897003367588813e-09,-5.2230201108649161e-09
1.4375,4.8777042198733913e-10,5.9350310953049938e-10,4.0479561548202988e-10,-4.8706451502594734e-10,-2.0888097137979866e-09,-4.6899232444102961e-09,-5.2298913133537106e-09
1.44,4.8677524733266707e-10,5.9220252255035855e-10,4.0749102791700779e-10,-4.7684249690772657e-10,-2.0741552568088292e-09,-4.6902697758100097e-09,-5.237068513594315e-09
1.4425,4.8574492657191566e-10,5.9085411970910532e-10,4.1008523676041555e-10,-4.6677514990022932e-10,-2.0596226372679326e-09,-4.6907192925074306e-09,-5.2445255577790225e-09
1.445,4.8467826721838286e-10,5.894581439682703e-10,4.125806623404109e-10,-4.5685768961762083e-10,-2.0452019184709668e-09,-4.6912501954177527e-09,-5.2522375091472412e-09
1.4475,4.8355209134025857e-10,5.8799180584702088e-10,4.1495871412552001e-10,-4.4709668373904769e-10,-2.0308887546849055e-09,-4.6918368891914171e-09,-5.2601711146144835e-09
1.45,4.824058903017106e-10,5.8650109594869986e-10,4.172647669275782e-10,-4.3745299110856363e-10,-2.0166541531437609e-09,-4.6924610325374137e-09,-5.2683128224234379e-09
1.4525,4.8123756368136967e-10,5.8498597441684379e-10,4.1950190772898553e-10,-4.2792032528954011e-10,-2.0024910424974699e-09,-4.6931038323559251e-09,-5.2766374032073565e-09
1.455,4.7997976267638578e-10,5.8337361437830004e-10,4.2160528995618276e-10,-4.1855269727830778e-10,-1.9884023480796297e-09,-4.6937200273488118e-09,-5.2850782554517141e-09
1.4575,4.7867520432866392e-10,5.8171358274042298e-10,4.2362309041107831e-10,-4.0927849082590153e-10,-1.9743600930556258e-09,-4.6942853541822894e-09,-5.2936113481340115e-09
1.46,4.7733772390457808e-10,5.8002560232268144e-10,4.2557847007182172e-10,-4.0007848833309688e-10,-1.9603403315071652e-09,-4.69476931351508e-09,-5.3022050445429837e-09
1.4625,4.7595107002421841e-10,5.7829315230141741e-10,4.2746021879339385e-10,-3.9095843931476528e-10,-1.9463256335130878e-09,-4.6951245646079054e-09,-5.3107952139135365e-09
1.465,4.7447230379511088e-10,5.7647061815117321e-10,4.2922884112427316e-10,-3.8193776645292672e-10,-1.9323096355098436e-09,-4.6953041142427153e-09,-5.3193133921334646e-09
1.4675,4.7294225368602632e-10,5.7460576870702997e-10,4.3093238765596875e-10,-3.7297168133698386e-10,-1.9182574070705235e-09,-4.695274289143528e-09,-5.327725657816224e-09
1.47,4.7136207781932523e-10,5.7270276258907355e-10,4.3257966576451023e-10,-3.6404678451989212e-10,-1.9041425815419163e-09,-4.6949887430723894e-09,-5.3359739419575741e-09
1.4725,4.6974989322581143e-10,5.7078382936837106e-10,4.3419572408062736e-10,-3.5513923645919414e-10,-1.8899411295768447e-09,-4.6944161655294822e-09,-5.3440204247707536e-09
1.475,4.6807057098258983e-10,5.6881129617861554e-10,4.3574906407760805e-10,-3.4626296327685796e-10,-1.8756413146848708e-09,-4.6935017551550836e-09,-5.3517886594344699e-09
1.4775,4.6632066696829805e-10,5.6678323268516113e-10,4.372406937801574e-10,-3.3741170823160794e-10,-1.8612255446904402e-09,-4.6922101575528322e-09,-5.3592314800540586e-09
1.48,4.6452789736081362e-10,5.6473157873352111e-10,4.3870270739219237e-10,-3.2855651537620643e-10,-1.846666672494881e-09,-4.6905047350422623e-09,-5.3663067363981241e-09
1.4825,4.6273180721135124e-10,5.6270226685751522e-10,4.4018188129647675e-10,-3.1965726362674569e-10,-1.831934821760793e-09,-4.6883646477835257e-09,-5.3729950578205556e-09
1.485,4.6085700013120591e-10,5.6061106918001234e-10,4.4160222443838029e-10,-3.1076084806655758e-10,-1.8170366281952936e-09,-4.6857349685848628e-09,-5.3792102737988512e-09
1.4875,4.5892651600151495e-10,5.5848481839988071e-10,4.4299129287723836e-10,-3.0184186020899853e-10,-1.8019508379816954e-09,-4.6825944397779537e-09,-5.3849287983249977e-09
1.49,4.5696277883047732e-10,5.563501055823276e-10,4.4437565045471191e-10,-2.928791037906492e-10,-1.7866626545348727e-09,-4.6789294730043965e-09,-5.3901370141596269e-09
1.4925,4.5498749622204128e-10,5.5423184456854198e-10,4.4578056740186906e-10,-2.8384906227220244e-10,-1.7711473339869716e-09,-4.6747178052646364e-09,-5.3948132572966045e-09
1.495,4.5296932401940585e-10,5.5209364406022905e-10,4.471730806363948e-10,-2.7477170560027899e-10,-1.7554097828856749e-09,-4.6699352227685192e-09,-5.3989178346482983e-09
1.4975,4.5093310279810977e-10,5.4996323021834616e-10,4.4857998649920882e-10,-2.6562591909649353e-10,-1.7394365062691492e-09,-4.6645786136253856e-09,-5.4024537426461617e-09
1.5,4.4887747762811269e-10,5.4783874867056985e-10,4.4999927651694944e-10,-2.564138555793494e-10,-1.7232338801035162e-09,-4.65865648952481e-09,-5.4054286105374857e-09
1.5025,4.4679083056628318e-10,5.4570597690450295e-10,4.5141754715028826e-10,-2.4714412040404907e-10,-1.7068005766027937e-09,-4.6521540250833831e-09,-5.4078245819171708e-09
1.505,4.4471722521228808e-10,5.4361447240616604e-10,4.5287998463152963e-10,-2.3778440388618885e-10,-1.6901253876767786e-09,-4.6450943223176074e-09,-5.4096824261344205e-09
1.5075,4.4264114334072948e-10,5.4154528782697375e-10,4.5436788237332704e-10,-2.2835099413449025e-10,-1.6732216569319502e-09,-4.6374836812988897e-09,-5.4110080483692843e-09
1.51,4.4058391945323933e-10,5.3952120153109899e-10,4.5590079096550015e-10,-2.188326032275244e-10,-1.6560936380144023e-09,-4.6293509862161434e-09,-5.4118448471336042e-09
1.5125,4.3851258834886207e-10,5.3750277869452994e-10,4.5743767476121871e-10,-2.0926524776297438e-10,-1.6387690515632789e-09,-4.6207097970340544e-09,-5.4122036000566886e-09
1.515,4.3645081290879879e-10,5.3551535884746696e-10,4.589992544022566e-10,-1.9964051140695144e-10,-1.6212608360104362e-09,-4.6116031723178675e-09,-5.4121464067510125e-09
1.5175,4.3440422753209537e-10,5.3356325669424631e-10,4.6058580043832778e-10,-1.8996536784341686e-10,-1.6035888573185757e-09,-4.6020703257807105e-09,-5.4117243204552308e-09
1.52,4.3239146538564789e-10,5.3166568774216638e-10,4.6221156321171119e-10,-1.8023857935604669e-10,-1.5857616821465136e-09,-4.5921619218357146e-09,-5.411010704371823e-09
1.5225,4.3039430905074807e-10,5.2979980519415431e-10,4.6385003422936655e-10,-1.7048927513992636e-10,-1.5678110704443091e-09,-4.5819249921409282e-09,-5.4100584039783489e-09
1.525,4.2843965726960936e-10,5.2799397816682942e-10,4.6552357895656117e-10,-1.6070847607900674e-10,-1.5497478780892438e-09,-4.5714098971429529e-09,-5.4089443082478297e-09
1.5275,4.265063948884845e-10,5.2622173094865676e-10,4.6720146854670625e-10,-1.5092873139272766e-10,-1.5316098895408697e-09,-4.5606696005632033e-09,-5.4077319167331906e-09
1.53,4.2459647359296741e-10,5.2448243683762828e-10,4.6887794383620236e-10,-1.4116527534082311e-10,-1.5134240511173462e-09,-4.549749922668342e-09,-5.40648547658935e-09
1.5325,4.2268865111740143e-10,5.2274983915003365e-10,4.7052126386254404e-10,-1.3145558820486357e-10,-1.4952294884192335e-09,-4.5387130268755328e-09,-5.4052762168157263e-09
1.535,4.2078506959058521e-10,5.2102231307562396e-10,4.7212410096262222e-10,-1.2181630739114938e-10,-1.4770567916158835e-09,-4.527623505403679e-09,-5.4041881793769906e-09
1.5375,4.1888531034432161e-10,5.192971525152973e-10,4.7367708651469809e-10,-1.1226578254237899e-10,-1.4589494709551685e-09,-4.5165372974119642e-09,-5.4032932475069402e-09
1.54,4.1700702401053273e-10,5.1759153468594856e-10,4.7519144836225501e-10,-1.0280934532698311e-10,-1.4409568253585218e-09,-4.5055236963588613e-09,-5.4026809566546743e-09
1.5425,4.1518823983561285e-10,5.159459387748305e-10,4.7670145382316961e-10,-9.3431486750713244e-11,-1.4230975455535955e-09,-4.4946449100726462e-09,-5.402439628754754e-09
1.545,4.1337313646433266e-10,5.142939163639148e-10,4.7813750328323773e-10,-8.4194287193590709e-11,-1.4054137476789276e-09,-4.4839329000074669e-09,-5.4025959295712833e-09
1.5475,4.1161547278094504e-10,5.1269521398088772e-10,4.7955325224692071e-10,-7.5068919257875555e-11,-1.3879106316893623e-09,-4.4734577275399446e-09,-5.4032483738140462e-09
1.55,4.0985136433424706e-10,5.1107525905527778e-10,4.8087089391496586e-10,-6.6122715884607494e-11,-1.3706368137241836e-09,-4.4632422086274113e-09,-5.4044068222837086e-09
1.5525,4.080780942664767e-10,5.0942921812114455e-10,4.8208213609482116e-10,-5.7372477736463954e-11,-1.3536206420085195e-09,-4.4533286935177536e-09,-5.4061206765593866e-09
1.555,4.0631842184136695e-10,5.0778061729736741e-10,4.832073453018354e-10,-4.8806815788007032e-11,-1.3368696406334452e-09,-4.4437485184233116e-09,-5.4084310797437626e-09
1.5575,4.0456564627381018e-10,5.0612124098950989e-10,4.8423655015951001e-10,-4.044064502964739e-11,-1.3203999636270486e-09,-4.4345277162341537e-09,-5.4113671882275862e-09
