Physical Time (s),aphi_alt_flux_bot Monitor (kg-m/s^3): bot_cv1,aphi_alt_flux_bot Monitor (kg-m/s^3): bot_cv2,aphi_alt_flux_bot Monitor (kg-m/s^3): bot_cv3,aphi_alt_flux_bot Monitor (kg-m/s^3): bot_cv4,aphi_alt_flux_bot Monitor (kg-m/s^3): bot_cv5,aphi_alt_flux_bot Monitor (kg-m/s^3): bot_cv6,aphi_alt_flux_bot Monitor (kg-m/s^3): bot_cv7
3.8425,1.7563914220258932e-11,2.3674050029043264e-11,3.0611459715176358e-11,3.769829400038484e-11,4.5422048199753632e-11,6.3211427952996138e-11,-4.1631002496861072e-11
3.845,1.7526334085713389e-11,2.3726971392543068e-11,3.0663995914811454e-11,3.7757742353556009e-11,4.547131955490396e-11,6.312410677481393e-11,-4.0340338816200605e-11
3.8475,1.7504208329524985e-11,2.3796525378765099e-11,3.0735570513997751e-11,3.7839942795835354e-11,4.5547673401473876e-11,6.3074073031679919e-11,-3.9013583578227388e-11
3.85,1.7483700896872612e-11,2.3866064368096239e-11,3.0807301742316568e-11,3.7923139534599986e-11,4.5625675686435243e-11,6.3029914668077931e-11,-3.7680582821238521e-11
3.8525,1.742830872851019e-11,2.3893485467939239e-11,3.0831446729312693e-11,3.7953622681457935e-11,4.5645699084308449e-11,6.2923031868531939e-11,-3.6409068085077489e-11
3.855,1.7372895799501567e-11,2.3918763511314994e-11,3.0853395544112457e-11,3.7982291820384108e-11,4.5664943275507661e-11,6.2820000416510844e-11,-3.5131776423453243e-11
3.8575,1.733516391450832e-11,2.3961407729086012e-11,3.0895636485796885e-11,3.8034603655693791e-11,4.5712569836449074e-11,6.2754827690291919e-11,-3.3813357306500522e-11
3.86,1.7282495693206456e-11,2.3983612623544748e-11,3.0914458431288832e-11,3.8061792394445892e-11,4.573342462551392e-11,6.2663221809059578e-11,-3.2518088153269604e-11
3.8625,1.7215871610647121e-11,2.3985476960311738e-11,3.0909900793070722e-11,3.8062760692072491e-11,4.5724965345879067e-11,6.2542479851912293e-11,-3.1248481055931643e-11
3.865,1.7166139447855957e-11,2.4002963290767161e-11,3.0924081382772961e-11,3.8086505772574678e-11,4.5743553278216555e-11,6.2457364263166711e-11,-2.9939063258320535e-11
3.8675,1.7136939221538396e-11,2.4040039168219196e-11,3.0960365234481754e-11,3.813589922930301e-11,4.5792457235140953e-11,6.2412402859984616e-11,-2.8585427942588763e-11
3.87,1.7094461983265364e-11,2.4058001031489824e-11,3.0975469525513434e-11,3.8161856805576593e-11,4.5815963337706559e-11,6.2340974455670724e-11,-2.7255077828190338e-11
3.8725,1.7053485677176699e-11,2.407360767851807e-11,3.0987780805651582e-11,3.8186155768692225e-11,4.5839490603160693e-11,6.2274572909594489e-11,-2.5916082037323319e-11
3.875,1.7000804400212409e-11,2.4070729222765744e-11,3.0979235870352678e-11,3.8187459923112393e-11,4.5838116558948201e-11,6.21822654426931e-11,-2.4599688392062736e-11
3.8775,1.6967786287585233e-11,2.4085830363039924e-11,3.099116390672115e-11,3.8212561545685042e-11,4.5863921581201932e-11,6.2125742031757358e-11,-2.3244196275491573e-11
3.88,1.6938584242394569e-11,2.4099729093453697e-11,3.1002059768780675e-11,3.8236858184140341e-11,4.588975173965534e-11,6.2072310518076841e-11,-2.1883110084548849e-11
3.8825,1.689602295585105e-11,2.4092989356046864e-11,3.098997457322393e-11,3.8235791196633687e-11,4.5889017770621896e-11,6.1991606605555527e-11,-2.0548297898661366e-11
3.885,1.685926345247793e-11,2.4086729742076012e-11,3.0978225839402215e-11,3.8235582699083136e-11,4.5889483399257568e-11,6.1915343326947762e-11,-1.9207793174144479e-11
3.8875,1.6825858906591995e-11,2.4078460649863829e-11,3.096445960040025e-11,3.8233364240674691e-11,4.5888694004557162e-11,6.1840690787357696e-11,-1.7866268915466439e-11
3.89,1.6780875500347982e-11,2.4050806703339982e-11,3.0929008614142378e-11,3.8206421610683198e-11,4.5860685542180171e-11,6.1736722001399608e-11,-1.6555242063301578e-11
3.8925,1.674052727071587e-11,2.4022116811964798e-11,3.089274515952753e-11,3.8179411679832042e-11,4.5832681965456248e-11,6.1636208191763176e-11,-1.5242170379196042e-11
3.895,1.6706173161995271e-11,2.3993301186360301e-11,3.0856664448556702e-11,3.8152570987429443e-11,4.5806157672631214e-11,6.1539978377011735e-11,-1.3927770801015193e-11
3.8975,1.6661316308813992e-11,2.3946128699397289e-11,3.0799655161413686e-11,3.8102291008632587e-11,4.57540552874569e-11,6.1416288090932594e-11,-1.2645423176500097e-11
3.9,1.6655667053546871e-11,2.3937160462690971e-11,3.0786510948773474e-11,3.8101894733124455e-11,4.5758072677309461e-11,6.1360619219608605e-11,-1.129871195373434e-11
3.9025,1.6640166906375203e-11,2.3910379315980574e-11,3.0753491812657657e-11,3.8079047804636631e-11,4.5737141620775655e-11,6.1278791522335813e-11,-9.9855843055872137e-12
3.905,1.6612273742103679e-11,2.3862487853594716e-11,3.0696267010210935e-11,3.8028537407368944e-11,4.5687059585154333e-11,6.1164056247257456e-11,-8.7136958224769424e-12
3.9075,1.6556556139287261e-11,2.3776180283381124e-11,3.0595651876236785e-11,3.7929299584225615e-11,4.5581869520263323e-11,6.098713151832783e-11,-7.5143823094645956e-12
3.91,1.6523428997823992e-11,2.3709311465235923e-11,3.0517820304543968e-11,3.7855439620457498e-11,4.5505816386468949e-11,6.0845033600192983e-11,-6.290278691429308e-12
3.9125,1.6513594060320165e-11,2.3662655242370682e-11,3.0463861239246085e-11,3.7808428963837138e-11,4.545997301465021e-11,6.0739384823796146e-11,-5.0412673100752352e-12
3.915,1.6492365841653405e-11,2.3596744115253639e-11,3.0388151374748532e-11,3.7736423295747546e-11,4.5386819976026132e-11,6.0603086767890582e-11,-3.8369991226947625e-12
3.9175,1.6492974143072274e-11,2.3549838057334663e-11,3.0334861292854386e-11,3.768944491083584e-11,4.5342233908577594e-11,6.0502007056478238e-11,-2.6111448116383856e-12
3.92,1.6482579866505596e-11,2.348413088634558e-11,3.026023219986882e-11,3.7618249985604033e-11,4.5270649221925736e-11,6.0371295203687486e-11,-1.4321917425126345e-12
3.9225,1.6462911382642711e-11,2.3401951579397597e-11,3.0167072070361308e-11,3.7525313059025373e-11,4.5173253228509389e-11,6.0209694460173883e-11,-3.0273088566535538e-13
3.925,1.6446896979455267e-11,2.3318896892913075e-11,3.0073917227872173e-11,3.7431892387202134e-11,4.507483086349184e-11,6.0047501586372582e-11,8.0738897895193703e-13
3.9275,1.6436246949184481e-11,2.3236366822217863e-11,2.998258928674365e-11,3.734003461089681e-11,4.4978478867177958e-11,5.988895500413126e-11,1.9003940980134766e-12
3.93,1.6445906996978304e-11,2.3172024479370366e-11,2.9912590394303381e-11,3.727182134612476e-11,4.4909003829309442e-11,5.9762531198720426e-11,3.0042083169459989e-12
3.9325,1.6445240620186003e-11,2.3091353791835011e-11,2.9824175247722828e-11,3.718193562361317e-11,4.481495058447614e-11,5.9608206131362563e-11,4.0567745911472604e-12
3.935,1.6448012997959212e-11,2.3010539307241182e-11,2.9736517953502781e-11,3.7091945459336809e-11,4.4720891295194271e-11,5.9453841040286022e-11,5.0853002154132343e-12
3.9375,1.6455913540628055e-11,2.2931299369211616e-11,2.9651161719079313e-11,3.7004539045960085e-11,4.4629351319092197e-11,5.9302060357693504e-11,6.0904069649505585e-12
3.94,1.6482457288761851e-11,2.2870129940836177e-11,2.958723077874959e-11,3.6940289428899684e-11,4.4563707406659877e-11,5.9180363660992033e-11,7.1002456701680573e-12
3.9425,1.6496374372400129e-11,2.2790855075208071e-11,2.9503661451305795e-11,3.6853241549652803e-11,4.4471223630212318e-11,5.9027610440577829e-11,8.0501938756367096e-12
3.945,1.651389158421133e-11,2.2712780205108558e-11,2.9422306910064259e-11,3.676790866417476e-11,4.4379729585430666e-11,5.887440050651131e-11,8.9703423599224657e-12
3.9475,1.6550929834427461e-11,2.265452711726187e-11,2.9364656822032475e-11,3.6708778616259832e-11,4.4318122663215718e-11,5.8756652027620148e-11,9.8971814743983215e-12
3.95,1.6575289152481909e-11,2.2578783349084267e-11,2.9288033908519446e-11,3.6627744846711559e-11,4.4231550527479268e-11,5.8609382208343477e-11,1.0763069351760738e-11
3.9525,1.6605237336247063e-11,2.2506998929493426e-11,2.9216619533480168e-11,3.6551736300451417e-11,4.4150544531320501e-11,5.8467599597080909e-11,1.1602053028900947e-11
3.955,1.662194519798889e-11,2.2418330242368069e-11,2.9125536260316048e-11,3.6452527043795102e-11,4.4043057529325977e-11,5.8294620284775244e-11,1.2376337363223846e-11
3.9575,1.6641619498570685e-11,2.2331688557759422e-11,2.9037396131069918e-11,3.6354923213374245e-11,4.3936242579922635e-11,5.8121691536971231e-11,1.311776412560263e-11
3.96,1.667831921916329e-11,2.2263445780880898e-11,2.8970943297716949e-11,3.6281542155031329e-11,4.3855902701433376e-11,5.7981411005787747e-11,1.3859320007031384e-11
3.9625,1.6702397060415526e-11,2.2179915341920403e-11,2.8887361647836396e-11,3.6186884539521392e-11,4.3750152649389321e-11,5.7809334146939713e-11,1.4534083568142446e-11
3.965,1.6725962203980641e-11,2.2095708356068784e-11,2.8803987857400872e-11,3.6091882905129127e-11,4.3642874185290217e-11,5.763471578068479e-11,1.5172292922089596e-11
3.9675,1.676832083599029e-11,2.2032478122681667e-11,2.8745091989221586e-11,3.602407966675348e-11,4.3565449389337501e-11,5.7494446510185338e-11,1.5811674221470276e-11
3.97,1.6811366445251279e-11,2.1970383752393686e-11,2.8688312094976107e-11,3.5957759446651193e-11,4.3488893429537855e-11,5.7354443927546049e-11,1.6417559736802354e-11
3.9725,1.6870331697629e-11,2.1927514487912919e-11,2.8654012820989885e-11,3.5916175478538408e-11,4.3439556618489959e-11,5.7245159868749721e-11,1.7021393608485322e-11
3.975,1.6916340557141884e-11,2.187046640995578e-11,2.8603809032828968e-11,3.5855958926843817e-11,4.3368871277420721e-11,5.7109330739493559e-11,1.7564099269776168e-11
3.9775,1.6962196682718136e-11,2.1813806550552203e-11,2.8554120994776766e-11,3.5796098461316383e-11,4.3299161321074448e-11,5.6975501894473753e-11,1.8075352615502841e-11
3.98,1.7022418447987213e-11,2.177574890972229e-11,2.8526359245341232e-11,3.5760048572974585e-11,4.3255635847148282e-11,5.6872551538782217e-11,1.8586538492718755e-11
3.9825,1.7084165729517363e-11,2.1740940190506245e-11,2.8502663710990957e-11,3.5727022783115353e-11,4.3215199147349135e-11,5.6772625587841833e-11,1.9068572337702845e-11
3.985,1.7144133489398533e-11,2.1706508700024033e-11,2.8479890670517709e-11,3.5694998353714616e-11,4.3175599454788087e-11,5.6672672062683179e-11,1.9518961464892884e-11
3.9875,1.7202738354187213e-11,2.1673174488891053e-11,2.845847986801677e-11,3.5664084532642471e-11,4.3138016814562862e-11,5.657539079033744e-11,1.9940785776393428e-11
3.99,1.725939691039801e-11,2.1640780469429441e-11,2.8438571597335206e-11,3.5634086802756551e-11,4.3102125984791093e-11,5.6479465651550022e-11,2.0334804933670358e-11
3.9925,1.7317383351888035e-11,2.1612664606238025e-11,2.8423764085728125e-11,3.5609442638052934e-11,4.307108059080896e-11,5.638797888198246e-11,2.0704590387400269e-11
3.995,1.737415192542411e-11,2.1586426701469404e-11,2.8410870162918724e-11,3.5586367972556267e-11,4.3042415948810664e-11,5.6298303651818541e-11,2.1048098074520477e-11
3.9975,1.7427577236127283e-11,2.1560283258373596e-11,2.8398724546720467e-11,3.556424673179914e-11,4.3013220467355049e-11,5.6207330861844639e-11,2.1363516684358954e-11
4.0,1.749455380268216e-11,2.1554417514383172e-11,2.8409229384000656e-11,3.5567227627250886e-11,4.3012733147361473e-11,5.6149721531634739e-11,2.1687694860922349e-11
4.0025,1.7542505011841071e-11,2.1530952394771662e-11,2.8399783824100429e-11,3.5546907433372299e-11,4.2985726042136658e-11,5.6060473093191402e-11,2.1954935394101819e-11
4.005,1.7603951889293759e-11,2.1527684378890325e-11,2.8412473678734975e-11,3.5550747527607804e-11,4.2987010009917435e-11,5.6005506974352083e-11,2.2234640565408041e-11
4.0075,1.7663415067563412e-11,2.1527152475398711e-11,2.8428101732372474e-11,3.5557017500043581e-11,4.2989368581546165e-11,5.5950825340131397e-11,2.2492580985942726e-11
4.01,1.7718300429264777e-11,2.1526956989541083e-11,2.8443788402263948e-11,3.5563053360500183e-11,4.2991458374244388e-11,5.5896061667093444e-11,2.2729583313941842e-11
4.0125,1.7755024039026428e-11,2.1511442209709566e-11,2.8441395972793163e-11,3.5548298896998956e-11,4.2970091728616545e-11,5.5813546021286127e-11,2.2918990999710279e-11
4.015,1.780160019774231e-11,2.1513679466668654e-11,2.8459035898774451e-11,3.5556483453176918e-11,4.2974898485221735e-11,5.576264164669579e-11,2.3123970152507846e-11
4.0175,1.7859255311848965e-11,2.1534692362922246e-11,2.8497711443052081e-11,3.5588904248762831e-11,4.3006842214918236e-11,5.5743874618002268e-11,2.334686003327943e-11
4.02,1.79246209206222e-11,2.1571890825840155e-11,2.8554482235132186e-11,3.5641731501029801e-11,4.3062321503473826e-11,5.5754957441205796e-11,2.358677351469102e-11
4.0225,1.7958556060276757e-11,2.1578609047195391e-11,2.8574779925543313e-11,3.5652145432473016e-11,4.3069717058904479e-11,5.5708908876652531e-11,2.3754430388684919e-11
4.025,1.7984634346274628e-11,2.1583559427219684e-11,2.8592557158849155e-11,3.5659843958208002e-11,4.3074181097142039e-11,5.5660781553790864e-11,2.3909293222685035e-11
4.0275,1.803866935525363e-11,2.1627608907381101e-11,2.8653463197706084e-11,3.5716229884231914e-11,4.3133498537986406e-11,5.5679138988327715e-11,2.4124505789182684e-11
4.03,1.8087609168089901e-11,2.1672929645833447e-11,2.8715253854640536e-11,3.5773182246484369e-11,4.3194457951042472e-11,5.5700394074977674e-11,2.4335240925009049e-11
4.0325,1.8113729883308417e-11,2.169917265255716e-11,2.8753800007853001e-11,3.5803562442523749e-11,4.3225216133705345e-11,5.5688272128857538e-11,2.4504597873826585e-11
4.035,1.8134132391705964e-11,2.1726127407943835e-11,2.8791773641667971e-11,3.583283305021022e-11,4.3254033423251085e-11,5.567565855868756e-11,2.4668671312690019e-11
4.0375,1.8177649449949026e-11,2.1787716942911814e-11,2.8868660440916988e-11,3.590615799186572e-11,4.333358729478842e-11,5.5724717716010768e-11,2.4893557556114e-11
4.04,1.8215336748979993e-11,2.1849777796045788e-11,2.8944959402006209e-11,3.5978695911706223e-11,4.3411428926136267e-11,5.5772996581992817e-11,2.511542524729035e-11
4.0425,1.8245608307487115e-11,2.1910798164991962e-11,2.9018645827729838e-11,3.6048658844156997e-11,4.3486096182755273e-11,5.5818916731660201e-11,2.5333995777539142e-11
4.045,1.8269745048995992e-11,2.1971837669086096e-11,2.9091361510857544e-11,3.6117448733030819e-11,4.3559318558930299e-11,5.5864318865368769e-11,2.5552348698249647e-11
4.0475,1.8286973515077186e-11,2.203229052333286e-11,2.916187670928615e-11,3.6183664627674497e-11,4.3630135329651749e-11,5.5908102515769427e-11,2.5770119818875234e-11
4.05,1.829821844963146e-11,2.2092540111835837e-11,2.9230705419200367e-11,3.6247884046941793e-11,4.3698795955393889e-11,5.5951969364150145e-11,2.5990582027299324e-11
4.0525,1.8315787769785974e-11,2.2167789891562325e-11,2.93155814283225e-11,3.6330960073575335e-11,4.3789847186190233e-11,5.6024335939032045e-11,2.6245012756448866e-11
4.055,1.8329195028794099e-11,2.2244928610530268e-11,2.9401356406411249e-11,3.6414616319612012e-11,4.3881922254581628e-11,5.6100155002679966e-11,2.6507426518225624e-11
4.0575,1.8302646266473116e-11,2.2282618814854686e-11,2.9441060847076919e-11,3.6446267617597199e-11,4.3915581836257883e-11,5.6109357322751837e-11,2.670596527297549e-11
4.06,1.8286267022931475e-11,2.2338259336049666e-11,2.9499491782453514e-11,3.6500362290110412e-11,4.3974175523255092e-11,5.6150202517931749e-11,2.6945093281069845e-11
4.0625,1.8262203335419756e-11,2.2391439211065912e-11,2.9554180403051689e-11,3.6551074131120973e-11,4.4029801717535105e-11,5.6189585706126874e-11,2.7189636829587768e-11
4.065,1.8262500422345863e-11,2.2478748500692358e-11,2.9647071144456843e-11,3.6645306078157222e-11,4.4134596362002086e-11,5.6288446811607433e-11,2.7504346927518309e-11
4.0675,1.8258661264910856e-11,2.2566839276109532e-11,2.9739718865742911e-11,3.6739859406892182e-11,4.4239188225046561e-11,5.6387890087023622e-11,2.7828827636349406e-11
4.07,1.8248749473386433e-11,2.2653121905730836e-11,2.9829174728854736e-11,3.6831281934990067e-11,4.4340874031265611e-11,5.6486404678844894e-11,2.8161860303136023e-11
4.0725,1.8233756839600915e-11,2.2738560173253586e-11,2.9916571567709942e-11,3.6920897486229399e-11,4.4440455672910764e-11,5.6584872639398569e-11,2.8505765262399725e-11
4.075,1.8196787449246133e-11,2.2803233377850078e-11,2.9979035928048873e-11,3.6984026160842112e-11,4.4511512562395301e-11,5.6652872724678624e-11,2.8828700553787366e-11
4.0775,1.817118455664114e-11,2.288488852087031e-11,3.0059678471483494e-11,3.7068083740218927e-11,4.4605889404794572e-11,5.6749885901487284e-11,2.9193092902523486e-11
4.08,1.8140555432684519e-11,2.2964424973073609e-11,3.0136552966223417e-11,3.7148206483228672e-11,4.469680750869975e-11,5.6845401651942468e-11,2.956728258489688e-11
4.0825,1.8104581806898078e-11,2.3041086963365211e-11,3.0209267187057734e-11,3.7224909724085253e-11,4.4784055875694698e-11,5.6938777518226054e-11,2.9951377474305626e-11
4.085,1.8047954107890117e-11,2.3096562441965405e-11,3.0257070945485453e-11,3.7273997264912984e-11,4.484018360128781e-11,5.6998564612772782e-11,3.0312651343873374e-11
4.0875,1.7989350914652132e-11,2.3151501905498693e-11,3.0303965218982622e-11,3.7322711435990475e-11,4.4896564828300694e-11,5.7060139596452737e-11,3.0687970367551117e-11
4.09,1.7909927891948973e-11,2.3184749110300695e-11,3.0325533157354038e-11,3.7343166340477727e-11,4.4920697268393057e-11,5.7085458130370691e-11,3.1037775270446092e-11
4.0925,1.7845671018640163e-11,2.3236446591630534e-11,3.0367277051118546e-11,3.7387667311126555e-11,4.4972984342361504e-11,5.714569364374692e-11,3.1435857681264327e-11
4.095,1.7777317734256233e-11,2.3284275319514243e-11,3.040484413425357e-11,3.7428989937465823e-11,4.5021106694275082e-11,5.7202830143933303e-11,3.1843074233470591e-11
4.0975,1.7724096946374974e-11,2.3349502525285625e-11,3.0462088087282096e-11,3.7493273461227186e-11,4.5096121213511195e-11,5.7294942961368255e-11,3.2298654997781346e-11
4.1,1.7654811764302743e-11,2.3395840674826808e-11,3.0497278856297173e-11,3.7533795548621123e-11,4.5144388041651515e-11,5.7357196411870087e-11,3.2735475184313987e-11
4.1025,1.7584977606256242e-11,2.3440234361618957e-11,3.0529545434934021e-11,3.7572158377077169e-11,4.5189904436913876e-11,5.7417326756574868e-11,3.3182820415183813e-11
4.105,1.7497298973143539e-11,2.3463006283119359e-11,3.0536466014545707e-11,3.758370742192193e-11,4.5205681814833726e-11,5.7444861290079858e-11,3.3608595195376575e-11
4.1075,1.7425176044343562e-11,2.3502364991039377e-11,3.0562176896021218e-11,3.7617288123630279e-11,4.5247491333341229e-11,5.7504434451415449e-11,3.4079763200537285e-11
4.11,1.7355060286420409e-11,2.3541642677796225e-11,3.0587982926185801e-11,3.7651237729524701e-11,4.5289781037149013e-11,5.7566405361223628e-11,3.4565293458310501e-11
4.1125,1.7270383503161411e-11,2.3561841739903649e-11,3.0591618204327219e-11,3.7660546886193061e-11,4.5304609964597975e-11,5.7597199718354151e-11,3.5030048914783475e-11
4.115,1.718654616021893e-11,2.3580067947896984e-11,3.0592776292125749e-11,3.7668476279719638e-11,4.5317219440446013e-11,5.7627263717169303e-11,3.550573795095103e-11
4.1175,1.7120690122638527e-11,2.3615232144773457e-11,3.0612992700443172e-11,3.7698800950117993e-11,4.5355635678509095e-11,5.7688249126175818e-11,3.6024856052438566e-11
4.12,1.7057856730984503e-11,2.3649814674964342e-11,3.0632679051682584e-11,3.7730181635011237e-11,4.5396403318946528e-11,5.7752761959689388e-11,3.655795685592617e-11
4.1225,1.696295087101203e-11,2.3643542516615407e-11,3.0606425341261339e-11,3.770971154514144e-11,4.537954883921558e-11,5.7751354904351556e-11,3.7032019910634693e-11
4.125,1.6869423075167174e-11,2.3634708618595877e-11,3.0577269964988094e-11,3.7687068310232074e-11,4.5360985187120745e-11,5.774868271556984e-11,3.7514658317191164e-11
4.1275,1.6781231723098818e-11,2.3626566018991855e-11,3.0549096868264537e-11,3.7666131815137451e-11,4.5343869632872991e-11,5.7749205519338653e-11,3.8008984829911473e-11
4.13,1.6697317440581601e-11,2.3618631710492175e-11,3.0521273989456944e-11,3.7646583740060037e-11,4.5328087409060136e-11,5.7751372086087101e-11,3.8512736349124677e-11
4.1325,1.6603076301388227e-11,2.3593155633464915e-11,3.0473617377799978e-11,3.7605647818912064e-11,4.5288492274862206e-11,5.7726772314450824e-11,3.8995423961748638e-11
4.135,1.6527664289818456e-11,2.3583866775450559e-11,3.0445298652535154e-11,3.7587206709078549e-11,4.5275574963086673e-11,5.7734683455374029e-11,3.9518372087173444e-11
4.1375,1.6457480828382302e-11,2.3574189154861575e-11,3.0416718600612136e-11,3.7569299256209122e-11,4.5263082689454054e-11,5.7744035877585376e-11,4.0048628026197834e-11
4.14,1.6407004471229499e-11,2.3581519770611671e-11,3.0408386379408438e-11,3.7575381015355694e-11,4.5279107413090495e-11,5.7787779603948417e-11,4.0619981411017483e-11
4.1425,1.6312783728774399e-11,2.3531172346874926e-11,3.0335192581125741e-11,3.7508651678637668e-11,4.521330071485586e-11,5.7736226320469801e-11,4.1094784478167734e-11
4.145,1.6237958315396288e-11,2.3496675696032325e-11,3.028060589529085e-11,3.7464031379006001e-11,4.5172478757655158e-11,5.7714189520564646e-11,4.1603639868123886e-11
4.1475,1.6139179768628578e-11,2.3427414649273492e-11,3.0186648769577375e-11,3.7375069008942515e-11,4.5080985813141568e-11,5.7632475509714768e-11,4.2051684180440612e-11
4.15,1.6080071926762818e-11,2.3397182252037803e-11,3.013787163378725e-11,3.7337616943208569e-11,4.5047310519223494e-11,5.761840408531029e-11,4.2571985553760485e-11
4.1525,1.6009446475262364e-11,2.3346696343380283e-11,3.0066654071782966e-11,3.7275603417851347e-11,4.4986218182208133e-11,5.7572927765223445e-11,4.3058913642595172e-11
4.155,1.5929538144654743e-11,2.3278048857660855e-11,2.9975562208880947e-11,3.719137280914339e-11,4.4899591893162236e-11,5.7496693079204824e-11,4.3513000059293935e-11
4.1575,1.5872070668955978e-11,2.3227836174279851e-11,2.9906092277020567e-11,3.7131589098867391e-11,4.4841511918256413e-11,5.7454599828860841e-11,4.4001807745317668e-11
4.16,1.5802163528007784e-11,2.3155947039634443e-11,2.9813251054619642e-11,3.704585342698841e-11,4.4755159941417777e-11,5.7379837947021121e-11,4.4453679256203074e-11
4.1625,1.5754995274908266e-11,2.3102553461560869e-11,2.9741961013291532e-11,3.6985408779910703e-11,4.4697921659568094e-11,5.7338061863133596e-11,4.4937568256312518e-11
4.165,1.5697549657634151e-11,2.3029827571600137e-11,2.9649456400752617e-11,3.6900862913021671e-11,4.4613852119525972e-11,5.7263805960340765e-11,4.5383106346672609e-11
4.1675,1.5643717954628744e-11,2.2954447366811792e-11,2.9555861141731828e-11,3.68158830803895e-11,4.4529032874665882e-11,5.7188448249539525e-11,4.5822429318246906e-11
4.17,1.558269161294807e-11,2.2863012630270855e-11,2.9444044403375665e-11,3.67100088483116e-11,4.4419501637609495e-11,5.7082412973906331e-11,4.6224074228236937e-11
4.1725,1.5541826815215002e-11,2.2788160353456234e-11,2.9352695956766022e-11,3.6627624712630016e-11,4.4335596539791917e-11,5.7005679061596068e-11,4.6650677526725594e-11
4.175,1.5506692555816681e-11,2.2712953503226124e-11,2.9261998498445893e-11,3.6545613092063018e-11,4.4251791050923419e-11,5.6927257082835408e-11,4.7068497978748913e-11
4.1775,1.5461982510341455e-11,2.261930185844714e-11,2.9150570332400032e-11,3.6439901445191675e-11,4.414205055912919e-11,5.6818171187380321e-11,4.7446432530168667e-11
4.18,1.5438912406547544e-11,2.2544198969942891e-11,2.9061912008466755e-11,3.6360813725833683e-11,4.4062015297985361e-11,5.6743107408051853e-11,4.7850768415409902e-11
4.1825,1.5419069100941683e-11,2.2466140237570526e-11,2.8971612188515529e-11,3.6279854404316903e-11,4.3979797734505428e-11,5.6663931609836582e-11,4.8241505857618613e-11
4.185,1.5402961951771593e-11,2.2386415283380754e-11,2.888007242008394e-11,3.6197486144707982e-11,4.3896522308019113e-11,5.6581670785155186e-11,4.8619295346539843e-11
4.1875,1.5376543806220735e-11,2.2288212520903407e-11,2.8768567688018565e-11,3.6091765120115794e-11,4.3786791976218591e-11,5.6467254621777783e-11,4.895174139579495e-11
4.19,1.5372100298751224e-11,2.2209357123181437e-11,2.8680440299619397e-11,3.60123624526123e-11,4.3706559331578135e-11,5.6386793444248607e-11,4.930830350950222e-11
4.1925,1.5371773329157316e-11,2.2130068530015974e-11,2.8593323481647884e-11,3.5933605959170339e-11,4.3626929514510645e-11,5.6306344367272696e-11,4.9653175747763534e-11
4.195,1.5359437016213309e-11,2.2031705679550903e-11,2.8485494353827082e-11,3.583109771202847e-11,4.3520996256868449e-11,5.6193529254227121e-11,4.9950839137913839e-11
4.1975,1.5365565709348521e-11,2.1949579086816378e-11,2.8397417552489162e-11,3.5751130463075914e-11,4.3440921584765733e-11,5.6110363256161599e-11,5.0266429401930625e-11
4.2,1.5361393303087325e-11,2.1850144448136797e-11,2.8290716520219651e-11,3.564973236773557e-11,4.333543985145265e-11,5.5993671228438681e-11,5.0532983662933965e-11
4.2025,1.5362892568697277e-11,2.1752882999752097e-11,2.8187557051956494e-11,3.5551503441380955e-11,4.3232715881224405e-11,5.5878091243026512e-11,5.0786351642414611e-11
4.205,1.536694340216976e-11,2.1654527995802343e-11,2.8084198274311281e-11,3.5452754743114484e-11,4.3129519117463496e-11,5.5760421727739739e-11,5.1023020979254376e-11
4.2075,1.5344459696127277e-11,2.1521552830928353e-11,2.7942536632815256e-11,3.5309357634212936e-11,4.2975718649765558e-11,5.5581354825491532e-11,5.1179761674373285e-11
4.21,1.535479329587101e-11,2.1423013211833907e-11,2.7841857502005474e-11,3.5212261021520797e-11,4.2874610954594307e-11,5.5464098751796576e-11,5.13876775796964e-11
4.2125,1.537048215843551e-11,2.1327133660793835e-11,2.774480529917261e-11,3.5118650084147326e-11,4.2776934715904187e-11,5.5348292257482155e-11,5.1581293362877486e-11
4.215,1.5387933347130891e-11,2.1230925792962624e-11,2.7648041798529182e-11,3.5025034410390038e-11,4.2678877233829632e-11,5.5230754501339805e-11,5.1757941646818266e-11
4.2175,1.5407550418612439e-11,2.1134336618696852e-11,2.7551808878541664e-11,3.4931272955118906e-11,4.2580708637438749e-11,5.5112252024884118e-11,5.1918520660520585e-11
4.22,1.5415146997902916e-11,2.1021508364787914e-11,2.743787275004004e-11,3.4816393631599981e-11,4.2458016737705623e-11,5.4962064619409915e-11,5.203015647046362e-11
4.2225,1.5458117471358419e-11,2.0947141008508991e-11,2.7368475833165503e-11,3.4750797917535881e-11,4.2391276363439181e-11,5.4877517648351573e-11,5.2196308951781206e-11
4.225,1.550158855427091e-11,2.0871834866908934e-11,2.7299369523835255e-11,3.4684091874082541e-11,4.2323170272584844e-11,5.4790365998636965e-11,5.2344652259526386e-11
4.2275,1.5549547106096018e-11,2.0800674911710939e-11,2.7235350499059679e-11,3.4621986641708258e-11,4.2258664449525677e-11,5.4705583544897306e-11,5.2481273780012694e-11
4.23,1.5598430593645723e-11,2.0730007527275696e-11,2.7171929179412076e-11,3.4559127719385745e-11,4.2192741830802252e-11,5.4617593672336086e-11,5.2600222506443686e-11
