Physical Time (s),phi_alt_flux_top Monitor (kg-m/s^3): top_cv1,phi_alt_flux_top Monitor (kg-m/s^3): top_cv2,phi_alt_flux_top Monitor (kg-m/s^3): top_cv3,phi_alt_flux_top Monitor (kg-m/s^3): top_cv4,phi_alt_flux_top Monitor (kg-m/s^3): top_cv5,phi_alt_flux_top Monitor (kg-m/s^3): top_cv6,phi_alt_flux_top Monitor (kg-m/s^3): top_cv7
5.1175,1.4332465219489758e-11,2.0689333809525723e-11,2.6391250235879311e-11,3.3059686185499808e-11,4.0573598472713265e-11,5.3979366027836392e-11,6.2447904162092161e-11
5.12,1.4410397592230343e-11,2.0715620806126034e-11,2.6426162820028076e-11,3.3137550590820915e-11,4.0680189507634604e-11,5.4122983041220613e-11,6.2631516013281074e-11
5.1225,1.4476281649295564e-11,2.0723500385347269e-11,2.6441899128360135e-11,3.3193316822514918e-11,4.0760742983196142e-11,5.4233901791972335e-11,6.2777469462627636e-11
5.125,1.4545593551779632e-11,2.0731108557754609e-11,2.6458835606715655e-11,3.325003016335038e-11,4.0841944751945449e-11,5.4343564328601304e-11,6.2920637409465738e-11
5.1275,1.4619141469896832e-11,2.0740136276867983e-11,2.6478979985482199e-11,3.3309563841362294e-11,4.0923779511250096e-11,5.4452079422306504e-11,6.3060573151025694e-11
5.13,1.4697385813549469e-11,2.0750644085870256e-11,2.6502488076785115e-11,3.3372264158784839e-11,4.1008319531781719e-11,5.4561053929710455e-11,6.3199381262143304e-11
5.1325,1.4779123884368343e-11,2.0761783062077284e-11,2.6528587242828539e-11,3.3436812444476259e-11,4.1093111277422247e-11,5.466804467333705e-11,6.3333820403488038e-11
5.135,1.4864983852266702e-11,2.0774125412199628e-11,2.6557838825857249e-11,3.350398689081956e-11,4.1178926825974629e-11,5.4774853620184117e-11,6.3466243479977313e-11
5.1375,1.4969713628044719e-11,2.08056244234386e-11,2.6610591239516684e-11,3.3596849219197223e-11,4.1292116351104043e-11,5.4911941463040711e-11,6.362947262674588e-11
5.14,1.5077147402340274e-11,2.0837582483009516e-11,2.6665647443652736e-11,3.3691336769206869e-11,4.1406159202798606e-11,5.5048439846264506e-11,6.3789706030416612e-11
5.1425,1.5173304617699842e-11,2.0854457683688498e-11,2.6705043339500303e-11,3.3766855777676803e-11,4.1497556091235097e-11,5.5155435079278478e-11,6.3915733374677077e-11
5.145,1.5287913120743803e-11,2.0890496636909892e-11,2.6767837223537318e-11,3.3867756300172967e-11,4.1615840116239546e-11,5.5291876237014085e-11,6.4072309042195233e-11
5.1475,1.5391996847213828e-11,2.0912297019328093e-11,2.6815412162777556e-11,3.3950156111399253e-11,4.1711682687071906e-11,5.5399381446554406e-11,6.4194864764093929e-11
5.15,1.5497429980280787e-11,2.0934426183988761e-11,2.6864905294544856e-11,3.4033404307554959e-11,4.1806869649610601e-11,5.5504778484315225e-11,6.4313298148050259e-11
5.1525,1.5591704515282394e-11,2.0942133904693059e-11,2.6899729782512502e-11,3.409782097080077e-11,4.1879494842367856e-11,5.5580819781169755e-11,6.4398004457496216e-11
5.155,1.5704166799294253e-11,2.097057654627269e-11,2.6959209506565732e-11,3.4189208523397598e-11,4.1981297926468755e-11,5.5690759042291324e-11,6.4517325657197789e-11
5.1575,1.5802077751580043e-11,2.0981983242331859e-11,2.7001002010208372e-11,3.4258737213694319e-11,4.2057522692154052e-11,5.5769245548309001e-11,6.4600351256748439e-11
5.16,1.5890889620582243e-11,2.0982233358596461e-11,2.7030591290892352e-11,3.4312289096825535e-11,4.2113381087033919e-11,5.5820420917914911e-11,6.4651273556777606e-11
5.1625,1.5997990187437672e-11,2.1003638968742427e-11,2.7085518040786523e-11,3.4392588063048189e-11,4.2197161020707733e-11,5.5903249399353911e-11,6.4734950039388241e-11
5.165,1.6109434217658519e-11,2.1029919970035663e-11,2.7146993150628847e-11,3.4479042709890999e-11,4.2286213814196483e-11,5.5990566533564022e-11,6.4821445112279185e-11
5.1675,1.620825031703686e-11,2.1041865730203547e-11,2.719332332768171e-11,3.4546629344490196e-11,4.2353387728704229e-11,5.6049980898781216e-11,6.4875466569784811e-11
5.17,1.6326607975013365e-11,2.1077021089943816e-11,2.7265983724315832e-11,3.4641436547160502e-11,4.2450343987716999e-11,5.6142640342520678e-11,6.4963979601319803e-11
5.1725,1.6429556870465113e-11,2.1096045694194942e-11,2.7321274556197369e-11,3.4714312962325979e-11,4.2521610454348272e-11,5.6203829036682323e-11,6.5017027117235114e-11
5.175,1.6553634843103052e-11,2.1140409727167207e-11,2.7405854321649685e-11,3.4818222540355403e-11,4.262546274869359e-11,5.630166856373833e-11,6.510858192652239e-11
5.1775,1.6665566429967738e-11,2.1172412779923325e-11,2.7476378832920068e-11,3.4904181180206163e-11,4.2708804740044478e-11,5.6373219312917565e-11,6.516934616028177e-11
5.18,1.6777667801759565e-11,2.120745183123801e-11,2.7550775279327829e-11,3.499229236955274e-11,4.2793809136947075e-11,5.6446616346893099e-11,6.5230849123911859e-11
5.1825,1.6877396015843562e-11,2.1230717964060432e-11,2.7611812354890159e-11,3.5063096171943859e-11,4.2856859113802789e-11,5.6491698353599409e-11,6.5260427361948138e-11
5.185,1.6963888139934597e-11,2.1241803265712491e-11,2.7658874004213888e-11,3.5115754880453915e-11,4.2897332748708223e-11,5.6508759937270114e-11,6.525805718903013e-11
5.1875,1.7052136261362507e-11,2.125760652618208e-11,2.7711149662615774e-11,3.5171734147108442e-11,4.2940668153227234e-11,5.6528427482457604e-11,6.5258250361420039e-11
5.19,1.7141736766285029e-11,2.1277965175098159e-11,2.7768463560795636e-11,3.5231906166419943e-11,4.2987818771049531e-11,5.6552525219890151e-11,6.5262421478443578e-11
5.1925,1.7217940796650655e-11,2.1286946385419656e-11,2.7812107785935882e-11,3.5273181752670373e-11,4.301232917698723e-11,5.6549846244144952e-11,6.5236447974113865e-11
5.195,1.7295163888900048e-11,2.1301182395506694e-11,2.7861767443087334e-11,3.531851017593678e-11,4.3040188891132595e-11,5.6549846696751565e-11,6.5212705614892803e-11
5.1975,1.7373079454995408e-11,2.1320199158803015e-11,2.7916536283747193e-11,3.5368157169562538e-11,4.3071767217537456e-11,5.6554234943829948e-11,6.5193372936111218e-11
5.2,1.7453643257888017e-11,2.1346665310578764e-11,2.7978768722979184e-11,3.5423910618639857e-11,4.3110359313686903e-11,5.6566330387210379e-11,6.5181664296625409e-11
5.2025,1.7549379861364637e-11,2.1395838175170917e-11,2.8065954038476697e-11,3.5505895766506738e-11,4.3177200213118605e-11,5.6611732532136194e-11,6.5206242477350786e-11
5.205,1.7629720698032265e-11,2.1432177823992717e-11,2.8137245873497485e-11,3.5567480234225592e-11,4.322078455883824e-11,5.6630160648157878e-11,6.5201202223056866e-11
5.2075,1.7679155642119825e-11,2.1438246043754114e-11,2.8172467484681782e-11,3.5586717660155575e-11,4.3215173529517671e-11,5.6590140079527786e-11,6.5132448700551801e-11
5.21,1.7758151809119764e-11,2.1483835092781906e-11,2.8251866090123988e-11,3.5655240819651829e-11,4.3265136520301962e-11,5.6616301120137106e-11,6.5136871694771283e-11
5.2125,1.7837911605015192e-11,2.1536287969788947e-11,2.8337798361906851e-11,3.5729603188443685e-11,4.3321266534922043e-11,5.6650094129584198e-11,6.5149209824737022e-11
5.215,1.789998965804153e-11,2.1573813062925578e-11,2.8405506573165475e-11,3.578200932898873e-11,4.3352450876135904e-11,5.6655777902519783e-11,6.5131143992163265e-11
5.2175,1.7945380419154591e-11,2.159824418515929e-11,2.8456310671797287e-11,3.5813788729265059e-11,4.3359910722789048e-11,5.663451034767772e-11,6.5083802876376514e-11
5.22,1.7957297436917884e-11,2.1589897920730761e-11,2.8467675813209705e-11,3.5799434495636527e-11,4.3316241163083447e-11,5.6553432209727681e-11,6.4972215316031451e-11
5.2225,1.7981035178535544e-11,2.1601855148729113e-11,2.8501090904419514e-11,3.5808622109260804e-11,4.3299340765363779e-11,5.6505383960426431e-11,6.4897532475067882e-11
5.225,1.8016820108609521e-11,2.1634288180414755e-11,2.8556028264423447e-11,3.5841446605989677e-11,4.3308958906305656e-11,5.648957370243606e-11,6.4858959189457457e-11
5.2275,1.8032884203361403e-11,2.1651105953035531e-11,2.8591153180838337e-11,3.5851176999965335e-11,4.3292724189759816e-11,5.6444699710882165e-11,6.4789495633733869e-11
5.23,1.8048947206071937e-11,2.1673704274184291e-11,2.8630380876948056e-11,3.5863633007622989e-11,4.3279743205998874e-11,5.6405224917138034e-11,6.4726655708217248e-11
5.2325,1.8043826398149111e-11,2.1678623980688548e-11,2.8647612239915423e-11,3.5850990669354442e-11,4.323894895285007e-11,5.6334608538321755e-11,6.463129783803359e-11
5.235,1.8051218816489914e-11,2.1704551483941989e-11,2.8686443282324215e-11,3.5862454327155723e-11,4.3226162137488388e-11,5.6298472166989411e-11,6.4574214823047352e-11
5.2375,1.8024122808470289e-11,2.169686581562921e-11,2.8684721233340341e-11,3.5827180629218884e-11,4.3161012301543831e-11,5.6201435842427217e-11,6.4452511763310498e-11
5.24,1.802396681346972e-11,2.1726542029211663e-11,2.8723743014835553e-11,3.5837816590329964e-11,4.3148326029289539e-11,5.6168647872795034e-11,6.4401533300562517e-11
5.2425,1.801905682139684e-11,2.1756839933944415e-11,2.8761098002162974e-11,3.5846378616540647e-11,4.3134090282507705e-11,5.6135463060808319e-11,6.4351575938196963e-11
5.245,1.7993286428767065e-11,2.1768884240704416e-11,2.8775308035927196e-11,3.5829277380577796e-11,4.3091792970230498e-11,5.6071148653737456e-11,6.4269161666339351e-11
5.2475,1.7964383588109775e-11,2.1783140824857991e-11,2.878958288205716e-11,3.5811749910975914e-11,4.3050123810892046e-11,5.6009336210354169e-11,6.4190856590240946e-11
5.25,1.7929196335048342e-11,2.1795451477596776e-11,2.8799687214998523e-11,3.5790126220853555e-11,4.3004948248586315e-11,5.5945169894690623e-11,6.4111680032216422e-11
5.2525,1.7889013174431532e-11,2.1807306454721865e-11,2.8806902456456308e-11,3.5765154201660976e-11,4.2956725028669986e-11,5.5880016825264405e-11,6.4032978214845777e-11
5.255,1.7844737548653308e-11,2.1819432744209325e-11,2.8812439191242129e-11,3.5738336917355746e-11,4.2907650480925261e-11,5.5816027209947702e-11,6.3956714930278421e-11
5.2575,1.7794931298496926e-11,2.1830230120129599e-11,2.8814875542420977e-11,3.5708144227697361e-11,4.2855999519906873e-11,5.5750627456378176e-11,6.3881066409019343e-11
5.26,1.7738273056901896e-11,2.1838122301393752e-11,2.8811918705824167e-11,3.5672767908615477e-11,4.2800421540437536e-11,5.5683514914639027e-11,6.3804694070996005e-11
5.2625,1.7677365881878888e-11,2.184527158418184e-11,2.8806315201126343e-11,3.5635790826299961e-11,4.2744257150220272e-11,5.5617443823854165e-11,6.3730826218049987e-11
5.265,1.7610658157356522e-11,2.1850017321300632e-11,2.8796465501810406e-11,3.5594991998814297e-11,4.2685193287855377e-11,5.5549805703017115e-11,6.3656547933153041e-11
5.2675,1.7523050453168476e-11,2.1834005076236909e-11,2.8760739966981512e-11,3.5526104838097521e-11,4.2596343901711333e-11,5.5449440265983325e-11,6.3548268398404057e-11
5.27,1.7463990441244957e-11,2.1853188235076826e-11,2.8763782738969986e-11,3.5501137970223099e-11,4.2558235191139146e-11,5.5410914196532902e-11,6.3508382114783904e-11
5.2725,1.7400745821792225e-11,2.1869951853055412e-11,2.8762426512480706e-11,3.5471662435102952e-11,4.2517275413051472e-11,5.5370801707322034e-11,6.3468410360712464e-11
5.275,1.7319492246767004e-11,2.1868005009099054e-11,2.8737881178623372e-11,3.5416450832557388e-11,4.2448437376518729e-11,5.5299985847901568e-11,6.3396907655467857e-11
5.2775,1.7233293264510377e-11,2.1862378726905409e-11,2.8707885591201258e-11,3.5356142216331082e-11,4.2375504533350293e-11,5.5226181031094616e-11,6.332349978589748e-11
5.28,1.7126751335606163e-11,2.1835075713598794e-11,2.8652224352378705e-11,3.5268425589191219e-11,4.2273502900681754e-11,5.5119188148749553e-11,6.3215502440775123e-11
5.2825,1.7032220439770712e-11,2.1822910198529656e-11,2.8612529131998152e-11,3.520042640978311e-11,4.2196224536603888e-11,5.5043621858595395e-11,6.3142485772013515e-11
5.285,1.6936487823556026e-11,2.1808740249145524e-11,2.8569371572437189e-11,3.5129465819341894e-11,4.2116655316867044e-11,5.4966814578295002e-11,6.3069528575180485e-11
5.2875,1.6819211792228958e-11,2.177003488116988e-11,2.8497335064113107e-11,3.5027218493865707e-11,4.2004431099501364e-11,5.4854427197779834e-11,6.2959585382113183e-11
5.29,1.6714437128209685e-11,2.1746056436092175e-11,2.8442002966046685e-11,3.4945698931534795e-11,4.191760437737384e-11,5.4773200365867653e-11,6.288455645393122e-11
5.2925,1.6604214189027316e-11,2.171566952838652e-11,2.8378510187292389e-11,3.4856855584619149e-11,4.1824414107765393e-11,5.4685245855852685e-11,6.2803865682923772e-11
5.295,1.6508283209739623e-11,2.1700779427844067e-11,2.8332359194495099e-11,3.4788767469151766e-11,4.1755903333775377e-11,5.4628166173363677e-11,6.275761423959778e-11
5.2975,1.6410402250594506e-11,2.168244359540901e-11,2.8282189408869621e-11,3.4717123441358809e-11,4.1684984121646809e-11,5.4569605037117562e-11,6.2710834324279188e-11
5.3,1.6310104739764917e-11,2.1659368738277234e-11,2.8226388885029144e-11,3.4640678668918963e-11,4.1611192898307497e-11,5.4509717438145311e-11,6.2664005340034703e-11
5.3025,1.6208802305505696e-11,2.1633153556663774e-11,2.8166480252475926e-11,3.4561056248398761e-11,4.1535302830092206e-11,5.4448299411602866e-11,6.2616311970374852e-11
5.305,1.6121676225330338e-11,2.1621139480627563e-11,2.8123358278554676e-11,3.4502523546981206e-11,4.1485168940313329e-11,5.4417692130848506e-11,6.2602819299863546e-11
5.3075,1.6032958177548935e-11,2.1604721523233633e-11,2.8075288404556892e-11,3.4440324079971362e-11,4.1432504045838689e-11,5.4385515913272053e-11,6.2588748931277559e-11
5.31,1.5958170706409237e-11,2.1601722914681355e-11,2.8042788627748667e-11,3.4397489241921905e-11,4.1403782530793029e-11,5.4382851696067395e-11,6.2607593501708129e-11
5.3125,1.5885055344879733e-11,2.1596692358547125e-11,2.8007582716437648e-11,3.4352931747722362e-11,4.137421750103902e-11,5.4379711055263619e-11,6.2626978107060689e-11
5.315,1.5793995712613671e-11,2.156727936365728e-11,2.7945360565714968e-11,3.4279092192321899e-11,4.131381887339364e-11,5.4340608254900881e-11,6.2608290270404992e-11
5.3175,1.5717954537569248e-11,2.1551042257691182e-11,2.7898438443878399e-11,3.4224326297267531e-11,4.1276513230429838e-11,5.433015982125532e-11,6.2621544579544359e-11
5.32,1.5627154675061271e-11,2.1513190383613822e-11,2.7827449612025513e-11,3.4144032183598365e-11,4.1211875621963296e-11,5.4287964704500042e-11,6.2601224508110275e-11
5.3225,1.5550255322631574e-11,2.1487225566535933e-11,2.777084179195931e-11,3.4082025624883512e-11,4.116953208117409e-11,5.4272714514123091e-11,6.2610956903572526e-11
5.325,1.5456494690514765e-11,2.1438138337739954e-11,2.7688333953436114e-11,3.3992492470798241e-11,4.1096760202303636e-11,5.4221629632695766e-11,6.2582213757737336e-11
5.3275,1.5378682742817035e-11,2.140310877763502e-11,2.7622958436772591e-11,3.3924094761359643e-11,4.1049087208684562e-11,5.4201358920296967e-11,6.2587152853009196e-11
5.33,1.5329905110466023e-11,2.1397187805397897e-11,2.759172432968511e-11,3.389676362209022e-11,4.1049048417720506e-11,5.423729485655377e-11,6.2654334520511794e-11
5.3325,1.5264854874445543e-11,2.1367890855631932e-11,2.7534843074363797e-11,3.3842957771744691e-11,4.102086855144342e-11,5.4241151497647848e-11,6.268676779844629e-11
5.335,1.5215205169614106e-11,2.135150954399388e-11,2.7493598768485498e-11,3.3808346288623128e-11,4.1016226222344659e-11,5.4273200393326432e-11,6.2750741112241867e-11
5.3375,1.5182270214780921e-11,2.1349372666834561e-11,2.746941005182594e-11,3.379462375687344e-11,4.1035961242914249e-11,5.4334538855811328e-11,6.2846644283776558e-11
5.34,1.5148586431956047e-11,2.1341153743550795e-11,2.7439766984366928e-11,3.3776770537751184e-11,4.105236483474886e-11,5.4391498813645932e-11,6.2938847875697578e-11
5.3425,1.5114057823741411e-11,2.1327162391413871e-11,2.7404591317218948e-11,3.3754213417539217e-11,4.1064687465327975e-11,5.444394951605503e-11,6.3026345501431825e-11
5.345,1.5081015432044873e-11,2.1309533244861973e-11,2.7366234025729768e-11,3.3730121984593149e-11,4.1075462973917464e-11,5.4494497006802677e-11,6.3112157200264718e-11
5.3475,1.5047385054657211e-11,2.1286231528465938e-11,2.7322870326388789e-11,3.3702184410150603e-11,4.1082658917076797e-11,5.4540290707681215e-11,6.3193331464561945e-11
5.35,1.503103854625109e-11,2.1277953351475101e-11,2.729777318182405e-11,3.3696427840174266e-11,4.1114781309401468e-11,5.4614893923518694e-11,6.3305489154700494e-11
5.3525,1.5030203422591983e-11,2.1282688138231099e-11,2.7289025649215101e-11,3.3710836789902655e-11,4.1170626273349967e-11,5.4716948425888442e-11,6.3447683611497027e-11
5.355,1.5010728113580647e-11,2.1261729360652061e-11,2.7253208295086996e-11,3.3696800491145718e-11,4.1194416275455705e-11,5.4780577184871481e-11,6.3548675736917469e-11
5.3575,1.4995717235603252e-11,2.1240381429163373e-11,2.7217635922049798e-11,3.368350826640731e-11,4.1219107601458264e-11,5.4843425334902554e-11,6.3648435187463544e-11
5.36,1.49666896408533e-11,2.1197950224664152e-11,2.7159588867438092e-11,3.3645943958734111e-11,4.1216356780472442e-11,5.4872648902629821e-11,6.3711290108926995e-11
5.3625,1.495286927247446e-11,2.1168450246124121e-11,2.7117985708342701e-11,3.3628679017517615e-11,4.1236352657956215e-11,5.4928298958746672e-11,6.3802719405260857e-11
5.365,1.4940165289284519e-11,2.1135905398730616e-11,2.7074319481132229e-11,3.3610030767840387e-11,4.1254806731488031e-11,5.4981671814448832e-11,6.3891230212683604e-11
5.3675,1.4926951817356574e-11,2.1098514617507509e-11,2.702686697896354e-11,3.358886422048763e-11,4.1269574746393271e-11,5.50288379029839e-11,6.3972953256563203e-11
5.37,1.491777271895133e-11,2.1060913026269269e-11,2.6980174310524989e-11,3.3569051488393789e-11,4.1285146954182411e-11,5.5075003558047962e-11,6.4052609222276576e-11
5.3725,1.489564660113314e-11,2.1004201892404709e-11,2.6913046192578624e-11,3.3526821196093891e-11,4.1274813181809558e-11,5.5088566092657386e-11,6.4095635807267258e-11
5.375,1.4891598505513994e-11,2.0964542104472339e-11,2.6866944305938285e-11,3.3509322835720333e-11,4.1291666867704345e-11,5.5132930215976508e-11,6.4171634038956197e-11
5.3775,1.4905464062693908e-11,2.0941406005771848e-11,2.6840882409498618e-11,3.3515180859205796e-11,4.1333597388118581e-11,5.5204178242872909e-11,6.4276457284084092e-11
5.38,1.4922168318015205e-11,2.0917691307744762e-11,2.681550446515303e-11,3.3522079436472502e-11,4.1375729357102465e-11,5.5274503942093152e-11,6.4379381854507467e-11
5.3825,1.4952948852859898e-11,2.0906911365394979e-11,2.6806989638523591e-11,3.3548839274294621e-11,4.1439864124992245e-11,5.537137934830863e-11,6.4510400418398517e-11
5.385,1.4956880871182722e-11,2.0861584490856048e-11,2.6760138894583424e-11,3.3531759640636147e-11,4.1452882349651474e-11,5.540484329202157e-11,6.4570742740279336e-11
5.3875,1.4978365287884246e-11,2.0833519098884501e-11,2.6734233030694962e-11,3.3539132727324711e-11,4.1491194240826638e-11,5.5466337829390673e-11,6.4660702187399219e-11
5.39,1.5003835592601458e-11,2.0806781931631229e-11,2.6711011153783871e-11,3.3549039402514091e-11,4.1530969444872307e-11,5.5527585130070555e-11,6.4748499492163316e-11
5.3925,1.5061242068650359e-11,2.0814273279426188e-11,2.6728993137620699e-11,3.3606253338201611e-11,4.162302688399231e-11,5.5648996504572779e-11,6.4901042236541121e-11
5.395,1.5105324054475487e-11,2.0803821829356971e-11,2.6727968760241455e-11,3.3641949666550015e-11,4.1688536097332774e-11,5.5736782094127386e-11,6.5015305925279124e-11
5.3975,1.5137263500336646e-11,2.077699580362443e-11,2.6709553408258744e-11,3.365754952629129e-11,4.1729587505717471e-11,5.5793239633492535e-11,6.5094274904282276e-11
5.4,1.5159265580935456e-11,2.073589069963511e-11,2.6675518504361733e-11,3.3654600989438094e-11,4.1747981140491996e-11,5.5820531608953304e-11,6.5139469668219923e-11
5.4025,1.5197038748495043e-11,2.0711260660866469e-11,2.6662001294009442e-11,3.3674845326277693e-11,4.1791133215313672e-11,5.5874886869437871e-11,6.5213182213084817e-11
5.405,1.5221458833869055e-11,2.066946516857977e-11,2.6630069001022095e-11,3.3673701929795582e-11,4.180900497579496e-11,5.5896835708351637e-11,6.5249565557682967e-11
5.4075,1.5250151194226695e-11,2.0630886335512701e-11,2.6602825821835474e-11,3.3676668874688557e-11,4.1829696399347902e-11,5.5919988984035853e-11,6.5285793369174594e-11
5.41,1.529792456120771e-11,2.0613172078120394e-11,2.6600158950837353e-11,3.3706870494541402e-11,4.1879329769556092e-11,5.5976035416242069e-11,6.5356265428750501e-11
5.4125,1.533612146015269e-11,2.0583106879097064e-11,2.6583848336438917e-11,3.3719731495992547e-11,4.190715295918292e-11,5.6003616876798208e-11,6.5393864872679838e-11
5.415,1.5378832316587024e-11,2.0557294942335033e-11,2.6573182702647528e-11,3.3738100765101489e-11,4.1938935182079434e-11,5.6033894039991176e-11,6.5432400788840949e-11
5.4175,1.5406222515900397e-11,2.051336604168229e-11,2.6543189743787661e-11,3.3733120196413171e-11,4.194337728286721e-11,5.6030964108065628e-11,6.5433298354239404e-11
5.42,1.5455161225553379e-11,2.0493226425182667e-11,2.654066585552402e-11,3.3758027384497162e-11,4.197903170213083e-11,5.6062630762119811e-11,6.5470272276526475e-11
5.4225,1.5490964626467079e-11,2.0457942297337665e-11,2.6522097273217312e-11,3.3762945688508309e-11,4.1989711541707455e-11,5.6062260318421158e-11,6.547083193054893e-11
5.425,1.5531774237517375e-11,2.042802687194338e-11,2.650988448743043e-11,3.3773410637254206e-11,4.2003902623044057e-11,5.6064734238500447e-11,6.5473112360221008e-11
5.4275,1.5558666638482573e-11,2.0382556493617129e-11,2.6480902461299837e-11,3.3763155392941998e-11,4.1993870242318153e-11,5.6037650497529785e-11,6.5441023699272561e-11
5.43,1.5622100931369543e-11,2.0379475687784296e-11,2.6500249841889384e-11,3.3805356919515009e-11,4.2041116840482093e-11,5.6077898778089372e-11,6.54811953905833e-11
5.4325,1.5675891846808288e-11,2.0365524719358758e-11,2.6507519592703266e-11,3.3831721131397956e-11,4.2068099110688525e-11,5.6091720209461629e-11,6.5490950481316201e-11
5.435,1.5716121662824512e-11,2.0337094730077183e-11,2.6498630986873507e-11,3.3838133748876592e-11,4.2070542513252199e-11,5.6074934970886447e-11,6.5466011034839127e-11
5.4375,1.575975397247221e-11,2.0314338347985561e-11,2.6496495742249134e-11,3.3851067461778366e-11,4.2078041087142513e-11,5.6062909508891423e-11,6.5444961370674157e-11
5.44,1.5805952550296447e-11,2.0296413240790778e-11,2.6500495950223761e-11,3.3869257246061364e-11,4.2090064380742607e-11,5.6053900413132403e-11,6.5425643604992041e-11
5.4425,1.5856455516078048e-11,2.0284882170513623e-11,2.6511737749363398e-11,3.389350456022575e-11,4.2105912607137014e-11,5.6047628238851055e-11,6.5408415838065307e-11
5.445,1.5911209345918266e-11,2.0279954374222208e-11,2.6530354821980072e-11,3.3923632008236218e-11,4.2125683515424056e-11,5.6045559456738785e-11,6.5394717394494372e-11
5.4475,1.5954622898456591e-11,2.0264302682915478e-11,2.653623953301158e-11,3.3936671099058005e-11,4.2124644493905651e-11,5.6017101758491894e-11,6.5350981494256808e-11
5.45,1.6016080711185449e-11,2.0272286506542191e-11,2.6569218877100025e-11,3.3978310906801957e-11,4.2154748909489225e-11,5.6025502956327818e-11,6.5346072976042304e-11
5.4525,1.6081078616953338e-11,2.0287021673531214e-11,2.6609737471014815e-11,3.4025618307207236e-11,4.2189666149341837e-11,5.6038817597004072e-11,6.5345774755901906e-11
5.455,1.6119082485889574e-11,2.0273440946458344e-11,2.6616869620781672e-11,3.4032852663123093e-11,4.2177762173819944e-11,5.5995565866069604e-11,6.5282969259271253e-11
5.4575,1.6160701466021214e-11,2.0266964555339747e-11,2.6631423713165362e-11,3.4046353488429145e-11,4.2171853007733484e-11,5.5959037110572522e-11,6.5226288086524094e-11
5.46,1.6220459530396245e-11,2.0285185420725309e-11,2.6673452430219505e-11,3.4088461393018129e-11,4.2195856817439558e-11,5.5956587637638554e-11,6.5206481674300217e-11
5.4625,1.6265770057205032e-11,2.0290444947859982e-11,2.670001797079684e-11,3.4111687148710495e-11,4.2196773431248537e-11,5.5926879193085147e-11,6.5156454432159108e-11
5.465,1.6300368840122083e-11,2.0286828748987161e-11,2.6715214697767672e-11,3.4119039462151322e-11,4.2178164919830441e-11,5.587421614646219e-11,6.5080558599880268e-11
5.4675,1.6350106364616468e-11,2.0305483484310496e-11,2.6755239901791578e-11,3.4153385587721695e-11,4.2188978722982949e-11,5.5857092511384267e-11,6.5043244292404483e-11
5.47,1.6401261825650439e-11,2.0329633492233531e-11,2.6800832397164773e-11,3.4192083775842935e-11,4.2203584613225062e-11,5.5843719654104249e-11,6.5009891135218205e-11
5.4725,1.645250872269842e-11,2.0358579853316458e-11,2.6850807347612319e-11,3.4233895020236237e-11,4.222126994892638e-11,5.5834790672421804e-11,6.4980880139052559e-11
5.475,1.647315505268369e-11,2.0356703909698701e-11,2.6864073479822193e-11,3.423186744552963e-11,4.2188880407105829e-11,5.576660652140759e-11,6.4887399429190286e-11
5.4775,1.6492949743568497e-11,2.035879946687562e-11,2.688090276373211e-11,3.4232517467886054e-11,4.2158655452517005e-11,5.5702503858402186e-11,6.4798184472348703e-11
5.48,1.6528035580039269e-11,2.0383007709587559e-11,2.6921709605471348e-11,3.4258679673650928e-11,4.2156461565358082e-11,5.5673071980015435e-11,6.4747083634376947e-11
5.4825,1.6564403722924847e-11,2.0413720104104308e-11,2.6968150436883451e-11,3.4289666699841424e-11,4.2158808016302983e-11,5.5650193536625265e-11,6.4702626442229804e-11
5.485,1.6600348610692725e-11,2.0449035281958147e-11,2.7018368710839416e-11,3.4323354213186818e-11,4.2163479840653483e-11,5.5630473383524515e-11,6.466156775017009e-11
5.4875,1.6635026368786286e-11,2.0488257614208288e-11,2.7071645778811536e-11,3.4359592023718559e-11,4.2170863855317415e-11,5.5615189039667097e-11,6.462526796521824e-11
5.49,1.6637541195964809e-11,2.0495341418804684e-11,2.7086640565280903e-11,3.43507693820515e-11,4.2127922376471801e-11,5.5540928307207191e-11,6.4525154963585374e-11
5.4925,1.6655382759395553e-11,2.0524746211112697e-11,2.712536038403158e-11,3.4367520987745426e-11,4.2113785346706897e-11,5.5502578020437052e-11,6.446499450589617e-11
5.495,1.6653864093876317e-11,2.0537310654692803e-11,2.7143666865036507e-11,3.436081810710297e-11,4.2073703779160104e-11,5.543587366924055e-11,6.4374121674800373e-11
5.4975,1.6666358594183043e-11,2.0570796407553129e-11,2.718411151589368e-11,3.437830802059261e-11,4.2060214533164578e-11,5.5402307741805723e-11,6.4320096821956483e-11
5.5,1.6677447538028408e-11,2.0607194194572393e-11,2.7226158595028339e-11,3.4396863590840924e-11,4.2048171671458179e-11,5.5371752750400275e-11,6.426970049612787e-11
5.5025,1.6669504057990793e-11,2.0626496224517175e-11,2.724673191942476e-11,3.4390393406973938e-11,4.2008643444611173e-11,5.5310170309390832e-11,6.4186431281462603e-11
5.505,1.6677176232338687e-11,2.066777882318517e-11,2.7290721013866377e-11,3.4409545047396328e-11,4.1997883121578344e-11,5.5284378873682505e-11,6.4142590551018824e-11
