Physical Time (s),phi_alt_flux_top Monitor (kg-m/s^3): top_cv1,phi_alt_flux_top Monitor (kg-m/s^3): top_cv2,phi_alt_flux_top Monitor (kg-m/s^3): top_cv3,phi_alt_flux_top Monitor (kg-m/s^3): top_cv4,phi_alt_flux_top Monitor (kg-m/s^3): top_cv5,phi_alt_flux_top Monitor (kg-m/s^3): top_cv6,phi_alt_flux_top Monitor (kg-m/s^3): top_cv7
1.6675,3.147409236787296e-10,4.1668958768409753e-10,4.7758454120809964e-10,2.5812978991521395e-10,-7.6729742289124182e-10,-4.021813018798703e-09,-5.6499016780520357e-09
1.67,3.125980941824936e-10,4.1480723370454316e-10,4.7671663519189307e-10,2.6353326919868652e-10,-7.5326569275439549e-10,-4.0085400803030705e-09,-5.6526190043418491e-09
1.6725,3.1050206095906152e-10,4.1296025085417515e-10,4.7583625950798994e-10,2.6880397560230481e-10,-7.3939581456978028e-10,-3.9954541517901499e-09,-5.6556561588586088e-09
1.675,3.084344464313815e-10,4.111242661764249e-10,4.749162110460366e-10,2.7391269217606996e-10,-7.2571198743821373e-10,-3.9825768115922993e-09,-5.6590330888592265e-09
1.6775,3.0635465102466509e-10,4.092514515642414e-10,4.7390455817451086e-10,2.7881142185167845e-10,-7.1224816596602566e-10,-3.9699183705818573e-09,-5.6627479554812535e-09
1.68,3.0428675578237949e-10,4.0736767057068444e-10,4.7282848255954979e-10,2.8352302317901973e-10,-6.9899636643720595e-10,-3.9574991023599849e-09,-5.666838140747597e-09
1.6825,3.0225100371429761e-10,4.0549428637140215e-10,4.7171222313928162e-10,2.8807033128332392e-10,-6.8594507703053782e-10,-3.9453268017976602e-09,-5.6713259026659605e-09
1.685,3.0020947776185983e-10,4.0358687411612917e-10,4.7050881010924961e-10,2.9241087772595178e-10,-6.7311734644930771e-10,-3.9333917266650905e-09,-5.6761885498271552e-09
1.6875,2.9819779791947707e-10,4.0168703415070473e-10,4.6926538733570534e-10,2.9658908626576554e-10,-6.6048383658554187e-10,-3.9216951096221751e-09,-5.681451710081012e-09
1.69,2.961579370206142e-10,3.9972736576897137e-10,4.6791197021024375e-10,3.0054256347395737e-10,-6.4808279974555011e-10,-3.910225344319873e-09,-5.6870776633989841e-09
1.6925,2.9417298773314871e-10,3.9780288782494229e-10,4.6655290147157716e-10,3.0437116765051723e-10,-6.358386968100901e-10,-3.8989611659759925e-09,-5.6930892104622933e-09
1.695,2.9220429679776776e-10,3.9586870869856732e-10,4.65142865718724e-10,3.0803985231990791e-10,-6.2377023711107723e-10,-3.8878795703031484e-09,-5.6994433249560624e-09
1.6975,2.9027002666455155e-10,3.939471126434179e-10,4.6370951836175574e-10,3.1157755629153281e-10,-6.1184809199357319e-10,-3.8769565812613746e-09,-5.7061261829493753e-09
1.7,2.8837581902552368e-10,3.9204430150477874e-10,4.6226315404699587e-10,3.1500041255104891e-10,-6.0005249261049427e-10,-3.8661611761855237e-09,-5.713103181753482e-09
1.7025,2.8648339438638734e-10,3.9011664994986149e-10,4.6076009773755938e-10,3.1827060480428481e-10,-5.8839956393197415e-10,-3.8554662065099571e-09,-5.720321505389899e-09
1.705,2.8460969303591138e-10,3.8818576535666455e-10,4.5922768780256888e-10,3.214220791576499e-10,-5.768617713757566e-10,-3.844852511692542e-09,-5.7277731030083232e-09
1.7075,2.8278368779466362e-10,3.8628440533986319e-10,4.577048236890802e-10,3.2449594026002027e-10,-5.6539768683598264e-10,-3.8342712893785264e-09,-5.7354078142200097e-09
1.71,2.8098381875212521e-10,3.8438953908823518e-10,4.5617007653895527e-10,3.2747968118556779e-10,-5.5400429474483159e-10,-3.823685481120035e-09,-5.7431708763333515e-09
1.7125,2.7921669889780068e-10,3.8251796517557454e-10,4.5464419547415592e-10,3.3040460551199037e-10,-5.426294358003818e-10,-3.8130079331143163e-09,-5.7509540668427943e-09
1.715,2.7750221701512102e-10,3.8068984920534843e-10,4.5315438069470929e-10,3.3329600460348075e-10,-5.3125286606867749e-10,-3.80222605992245e-09,-5.7587570512068796e-09
1.7175,2.7579410876761937e-10,3.7885174593325961e-10,4.5164635716501113e-10,3.3610331835267711e-10,-5.1991492353460264e-10,-3.7913387858062957e-09,-5.7665437755405015e-09
1.72,2.7410052352957042e-10,3.7701293778355098e-10,4.5013289665437699e-10,3.3884592421173169e-10,-5.0860262161198649e-10,-3.7803274817521773e-09,-5.7742825511066717e-09
1.7225,2.7247828821631261e-10,3.752415887315074e-10,4.4869276270549418e-10,3.4160738552270779e-10,-4.9724094243705925e-10,-3.7691499822501148e-09,-5.7819514401128602e-09
1.725,2.7089538065112604e-10,3.7350126121236836e-10,4.4728994073961636e-10,3.4436136955008596e-10,-4.8583140199343951e-10,-3.7577524994722333e-09,-5.789466633789421e-09
1.7275,2.6934803472073735e-10,3.7178935038170137e-10,4.4592499308685001e-10,3.4711381275861102e-10,-4.7435812634836822e-10,-3.7461004028997708e-09,-5.7967822486629236e-09
1.73,2.678175419132682e-10,3.7007524035599054e-10,4.4457033409141726e-10,3.498381400511609e-10,-4.6285017371956087e-10,-3.734205316829221e-09,-5.8038912743741526e-09
1.7325,2.663222078473067e-10,3.6838666339643494e-10,4.4325634013774642e-10,3.5257117949855012e-10,-4.5127484060122055e-10,-3.7220307927942312e-09,-5.8107460409951365e-09
1.735,2.6487026667358183e-10,3.6673521670708479e-10,4.4199675775092778e-10,3.5533009745648402e-10,-4.396095853786835e-10,-3.7095460226591933e-09,-5.8173092465140915e-09
1.7375,2.6347910436526838e-10,3.6514201162586765e-10,4.4081519538275946e-10,3.5813664947519421e-10,-4.2783388416121756e-10,-3.6967318782724511e-09,-5.8235622817830535e-09
1.74,2.621535800498309e-10,3.6361163111388717e-10,4.3971578327589163e-10,3.6099296627337986e-10,-4.1594249216950019e-10,-3.6835809896917258e-09,-5.8294894188105124e-09
1.7425,2.608555104169037e-10,3.6210020903776719e-10,4.3865024901268767e-10,3.6385066984346302e-10,-4.039717874841155e-10,-3.6700939006416143e-09,-5.8350572844683108e-09
1.745,2.5960808667643945e-10,3.6063447095723034e-10,4.3764755362199609e-10,3.6673667094405743e-10,-3.9192274522536841e-10,-3.6562681898488909e-09,-5.8402693199693918e-09
1.7475,2.5843290471539918e-10,3.5923970854333628e-10,4.3673599966710246e-10,3.696774552795463e-10,-3.7975649296390065e-10,-3.642112124104669e-09,-5.8451385208167246e-09
1.75,2.5731152893111815e-10,3.5789489790850267e-10,4.35891383246972e-10,3.7265067404712005e-10,-3.6746282275209069e-10,-3.6276295850981341e-09,-5.8496548544240327e-09
1.7525,2.562385483692297e-10,3.5659437051967739e-10,4.3510877130879583e-10,3.7565152560264705e-10,-3.550700660279033e-10,-3.6128265777478973e-09,-5.8538231066246187e-09
1.755,2.5519920595056296e-10,3.5532044577646342e-10,4.3436710374779336e-10,3.7865900793935345e-10,-3.4260804349644946e-10,-3.597713108375818e-09,-5.8576393633562383e-09
1.7575,2.5424757644530066e-10,3.5413529577823728e-10,4.3373329584659176e-10,3.8173536768532874e-10,-3.3002812894166365e-10,-3.5823193064558703e-09,-5.861173582104626e-09
1.76,2.5332771475583102e-10,3.5297368529135162e-10,4.331340133781621e-10,3.8480446929568286e-10,-3.1741188936580004e-10,-3.566673708516202e-09,-5.8644250970842234e-09
1.7625,2.5247452127090819e-10,3.5187523709507168e-10,4.3261031141913241e-10,3.8790185724041643e-10,-3.0474477059702017e-10,-3.5508088450440443e-09,-5.8674595124919598e-09
1.765,2.5164759679907729e-10,3.5079267192358622e-10,4.3210728664051569e-10,3.9096949832443787e-10,-2.9208047148154723e-10,-3.5347610020848916e-09,-5.8703003339739302e-09
1.7675,2.5088965615321319e-10,3.4977398259110974e-10,4.3167507565772138e-10,3.9405259905776523e-10,-2.7939835188748924e-10,-3.5185578075328737e-09,-5.8730116375856662e-09
1.77,2.501650996618248e-10,3.4877668980648244e-10,4.3126316707889498e-10,3.9709789292911258e-10,-2.6674630705769161e-10,-3.5022311110901397e-09,-5.8756187797647436e-09
1.7725,2.4951036015874883e-10,3.478418510352494e-10,4.3091457770179721e-10,4.001436867527663e-10,-2.5410674311404577e-10,-3.4858113823244726e-09,-5.8781924591465363e-09
1.775,2.4892486547415157e-10,3.4696846135853182e-10,4.3062579392977695e-10,4.0318237470377399e-10,-2.4149871116211859e-10,-3.4693317321967226e-09,-5.8807814634228324e-09
1.7775,2.4836600600552435e-10,3.4610603225650281e-10,4.303379353800779e-10,4.0615207441641206e-10,-2.2898190284814462e-10,-3.4528330142421002e-09,-5.8834171851135534e-09
1.78,2.4785159184536811e-10,3.4527466141502713e-10,4.3007070794537218e-10,4.0906805047263649e-10,-2.1655427432548473e-10,-3.4363494541605823e-09,-5.8861624921310311e-09
1.7825,2.4738648548233942e-10,3.4447885399833163e-10,4.2982545679712388e-10,4.1192827328195017e-10,-2.0422672472421066e-10,-3.4199023061383072e-09,-5.8890518093155143e-09
1.785,2.4697682569612897e-10,3.437268694061226e-10,4.2960979971641102e-10,4.1473747538184795e-10,-1.9200961447472856e-10,-3.4035411726188551e-09,-5.8921592532526895e-09
1.7875,2.4660526495517652e-10,3.4299843034571041e-10,4.2939908805613483e-10,4.1746828788854827e-10,-1.7993217250924429e-10,-3.3872904453710575e-09,-5.8955143871563958e-09
1.79,2.4624892357572591e-10,3.4226666648999535e-10,4.2916136486042431e-10,4.2008625520717277e-10,-1.6802831147640614e-10,-3.3711818340227278e-09,-5.8991514473116976e-09
1.7925,2.4592428265638854e-10,3.4155090242184344e-10,4.2891646147741054e-10,4.2261022527325159e-10,-1.5629031569460103e-10,-3.35523063658263e-09,-5.9031062457036751e-09
1.795,2.4564530324091052e-10,3.4086860098760392e-10,4.2868365270224225e-10,4.2506026987416302e-10,-1.4470441506770608e-10,-3.3394459994325202e-09,-5.9074150875517982e-09
1.7975,2.454115737962945e-10,3.4021944057813936e-10,4.2846004474186617e-10,4.2743221328489036e-10,-1.3327967714342476e-10,-3.3238427869851581e-09,-5.9120978331670888e-09
1.8,2.4516062512756599e-10,3.395321998177888e-10,4.2816659833027258e-10,4.2964551593828724e-10,-1.2208925631444338e-10,-3.3084456318766584e-09,-5.9171492881043633e-09
1.8025,2.4492966406332524e-10,3.3884962180704386e-10,4.2784889354467142e-10,4.3174495124422985e-10,-1.1109786777479857e-10,-3.2932676011821422e-09,-5.9226138465345075e-09
1.805,2.4473373512683846e-10,3.3819004240544962e-10,4.2752742376617014e-10,4.3375256391778061e-10,-1.0028905313413242e-10,-3.2783114697251194e-09,-5.9285136419908462e-09
1.8075,2.445547641127248e-10,3.3753411404956312e-10,4.2718075271013108e-10,4.3564995158602042e-10,-8.9674138982093973e-11,-3.263570148866869e-09,-5.9348267249717564e-09
1.81,2.4438657576396506e-10,3.3687575772296545e-10,4.2680365767060447e-10,4.374347237995449e-10,-7.9256476428176965e-11,-3.2490396103903224e-09,-5.94154769390175e-09
1.8125,2.4422098097175595e-10,3.3620802529354072e-10,4.2638976006942918e-10,4.3910386944380814e-10,-6.9036043685381769e-11,-3.2347108134200634e-09,-5.9486621440475503e-09
1.815,2.4404065920076047e-10,3.3551164224216712e-10,4.2591773588619556e-10,4.4063763879939968e-10,-5.9028145221867532e-11,-3.2205720048100987e-09,-5.9561378128271673e-09
1.8175,2.4386152874757629e-10,3.3480632664305234e-10,4.2541001418033303e-10,4.4206079695558799e-10,-4.9210914282430042e-11,-3.2066093111145729e-09,-5.9639626143498012e-09
1.82,2.4367430481360343e-10,3.3408385838127121e-10,4.2486010239540235e-10,4.4336951330094316e-10,-3.9585644233182791e-11,-3.1928148113822701e-09,-5.9721161277792084e-09
1.8225,2.435026273600854e-10,3.3337233021611861e-10,4.242998533068607e-10,4.445999536120172e-10,-3.0119062519328477e-11,-3.1791687209553696e-09,-5.9805773268142763e-09
1.825,2.4328073177868369e-10,3.3259810403801335e-10,4.2365070698565096e-10,4.456777490907468e-10,-2.0867462784982818e-11,-3.1656590371053421e-09,-5.9892815034787845e-09
1.8275,2.4306544220805775e-10,3.318286099225763e-10,4.2298955559263178e-10,4.4668672709355699e-10,-1.1751579037530837e-11,-3.1522294560182417e-09,-5.9981925550915055e-09
1.83,2.4279409724176771e-10,3.3099423098459953e-10,4.2224159249476409e-10,4.4755493640692615e-10,-2.8235181654544995e-12,-3.1388620807077769e-09,-6.0072339411072027e-09
1.8325,2.4254270966778725e-10,3.3018360765828503e-10,4.215086193714396e-10,4.4839030599278652e-10,6.0093028293420207e-12,-3.1255145410918733e-09,-6.0163998479186382e-09
1.835,2.4223384016420026e-10,3.2930878702953968e-10,4.206939456337887e-10,4.4909741776029436e-10,1.4673895121933549e-11,-3.1121764508080769e-09,-6.0256024505633765e-09
1.8375,2.4192340825182633e-10,3.28435483490723e-10,4.1987333623157328e-10,4.4975768696722785e-10,2.3239283790954801e-11,-3.0988103220328259e-09,-6.0348222115658886e-09
1.84,2.4160686090514024e-10,3.275603414731816e-10,4.1904523118313645e-10,4.5037358355589957e-10,3.1713087954876068e-11,-3.0853962159245748e-09,-6.0440191385869214e-09
1.8425,2.4120903622841494e-10,3.2659767169885553e-10,4.1811730193518549e-10,4.5085437456629126e-10,4.0020724829139026e-11,-3.0719281969185276e-09,-6.0531105675322967e-09
1.845,2.4078088544735735e-10,3.2560826569101159e-10,4.1715901371180913e-10,4.5127512215604259e-10,4.8230827721912254e-11,-3.0583675049564217e-09,-6.0620789727059005e-09
1.8475,2.4032521315341764e-10,3.2459447895956635e-10,4.1617477975511175e-10,4.51643671183042e-10,5.6355114982270215e-11,-3.0446905255170755e-09,-6.0708792188076691e-09
1.85,2.3984028589535317e-10,3.2355579418943248e-10,4.1516580824126515e-10,4.5196401018105441e-10,6.4404327909889034e-11,-3.0308680087204437e-09,-6.0794625683472378e-09
1.8525,2.3932945651545495e-10,3.2249646060801934e-10,4.1413860376333114e-10,4.5224517918617463e-10,7.2388526373702349e-11,-3.0168824405002525e-09,-6.0877957359195537e-09
1.855,2.3876744215703574e-10,3.2138848049207172e-10,4.1306391249267534e-10,4.5245897909726788e-10,8.028312146423288e-11,-3.0027323240080441e-09,-6.0958488379571919e-09
1.8575,2.3821451305119039e-10,3.2030232774394931e-10,4.1202058499891408e-10,4.5269067009043783e-10,8.8164422674588811e-11,-2.9883866818172239e-09,-6.1036205491777066e-09
1.86,2.3759631324389448e-10,3.191511358407801e-10,4.1091408991672059e-10,4.5284384413324844e-10,9.5950481152995819e-11,-2.9738488991379389e-09,-6.1110468195545258e-09
1.8625,2.3692977401137613e-10,3.1795514753693336e-10,4.0976828669846224e-10,4.5294469625184875e-10,1.0366527152614997e-10,-2.9591077373407744e-09,-6.1181224708807898e-09
1.865,2.3625627913089347e-10,3.1676139298630899e-10,4.086348954885427e-10,4.5304749376095847e-10,1.1135384607204329e-10,-2.9441540129659681e-09,-6.1248624176908293e-09
1.8675,2.355574743311832e-10,3.1554836121946067e-10,4.0749022690297354e-10,4.5312827101703843e-10,1.18995607653852e-10,-2.9289877781459457e-09,-6.131243092613202e-09
1.87,2.348137490493588e-10,3.1429238405231104e-10,4.0630788675942557e-10,4.5315999651577088e-10,1.2656504200753068e-10,-2.9136227559490385e-09,-6.1372638741999873e-09
1.8725,2.3406857704676129e-10,3.1304283229286176e-10,4.0514341867351502e-10,4.5320044065391672e-10,1.3411176315292525e-10,-2.8980433412591224e-09,-6.1429384637435407e-09
1.875,2.3330215277699703e-10,3.1177642829857577e-10,4.0397058089916053e-10,4.5322316328314057e-10,1.4161268620895523e-10,-2.8822527805623737e-09,-6.1482557021526584e-09
1.8775,2.3251625308975684e-10,3.1049521442175257e-10,4.0279101359768338e-10,4.5322964614661343e-10,1.490686958040131e-10,-2.8662566850346572e-09,-6.1532204651130072e-09
1.88,2.3171394540495673e-10,3.0920153665870407e-10,4.0160682977495111e-10,4.5322229017476768e-10,1.5647846334654567e-10,-2.8500594786160844e-09,-6.1578457993472537e-09
1.8825,2.3088501979416315e-10,3.0788033366715625e-10,4.0039917665174783e-10,4.5318049556899693e-10,1.6381963412675131e-10,-2.833674433464937e-09,-6.1621292333689066e-09
1.885,2.3006521787299986e-10,3.0657422207945693e-10,3.992144912303455e-10,4.5315261002050041e-10,1.7113059886245904e-10,-2.8171074679681976e-09,-6.1661123908397e-09
1.8875,2.2923923250779273e-10,3.052639140564889e-10,3.9803092088179034e-10,4.5311477210090243e-10,1.7838885925383509e-10,-2.8003687621210989e-09,-6.1698016241970111e-09
1.89,2.2838736330709647e-10,3.0392502694963148e-10,3.9682054744386891e-10,4.5303674565675012e-10,1.855632169054419e-10,-2.7834841598248965e-09,-6.1732127401236489e-09
1.8925,2.2753019366934472e-10,3.0258061892026592e-10,3.9560698824908464e-10,4.5294179146949789e-10,1.9267184758416912e-10,-2.7664602182407127e-09,-6.1763751553824095e-09
1.895,2.2666933911848283e-10,3.0123164973796579e-10,3.943903531428525e-10,4.5282939074979249e-10,1.9970640063991118e-10,-2.7493187173025341e-09,-6.1793261833257007e-09
1.8975,2.2583045847097299e-10,2.9990571652127675e-10,3.9319985343343751e-10,4.5272860566590173e-10,2.0669059778508471e-10,-2.7320653033874186e-09,-6.1820906578427561e-09
1.9,2.2499368126863922e-10,2.985794456398781e-10,3.9200760031723202e-10,4.5260976281731515e-10,2.1359399847984448e-10,-2.7147289691417968e-09,-6.1846968902786151e-09
1.9025,2.2416102410107372e-10,2.9725412441270006e-10,3.9081265790280223e-10,4.5247025408424038e-10,2.2041092447664474e-10,-2.6973194738818927e-09,-6.1871661422688865e-09
1.905,2.2331633367941457e-10,2.9590991543683015e-10,3.8959135960112033e-10,4.5228333877924355e-10,2.2711336132927752e-10,-2.6798602272842811e-09,-6.1895197451013821e-09
1.9075,2.2250206982759491e-10,2.9459575381570438e-10,3.8839668438443622e-10,4.521041041619095e-10,2.3374668978252102e-10,-2.6623518619401964e-09,-6.1918000365243833e-09
1.91,2.2169926171924357e-10,2.9328793020455692e-10,3.8720090903147789e-10,4.5190233911992149e-10,2.4027939801118756e-10,-2.6448205334516779e-09,-6.1940306344046434e-09
1.9125,2.209053722376005e-10,2.9198377561667041e-10,3.859994694704663e-10,4.5167209607892805e-10,2.4670129012267046e-10,-2.6272860738036726e-09,-6.1962446559411552e-09
1.915,2.2013207483863452e-10,2.9069378603743438e-10,3.84800868094904e-10,4.514209429904011e-10,2.5301589087517241e-10,-2.6097558802462162e-09,-6.1984614711442165e-09
1.9175,2.1939410034939739e-10,2.894358631211959e-10,3.8362438651428817e-10,4.5116870092081555e-10,2.5923721170373828e-10,-2.5922496693595943e-09,-6.2007323224899418e-09
1.92,2.1867282712180663e-10,2.8818805352971819e-10,3.8244431204273358e-10,4.5088703257417018e-10,2.6533747406247407e-10,-2.5747850023967521e-09,-6.203069382075083e-09
1.9225,2.1797144000097233e-10,2.8695443681452142e-10,3.8126405017077514e-10,4.5057939879065241e-10,2.7131625220636583e-10,-2.5573746446819236e-09,-6.2054964455850999e-09
1.925,2.1729192458586502e-10,2.8573643209918174e-10,3.8008416604850544e-10,4.5024540288221066e-10,2.7717072268157612e-10,-2.5400301277915427e-09,-6.2080385687812673e-09
1.9275,2.1667011730779021e-10,2.8457577504513254e-10,3.7895056434926648e-10,4.4993345398630701e-10,2.8294277810628743e-10,-2.5227501204755543e-09,-6.2107377322239053e-09
1.93,2.1604946232293269e-10,2.8340709946404576e-10,3.7778817462072097e-10,4.4956270624657912e-10,2.8855328926047011e-10,-2.5055770256235149e-09,-6.2135950867093039e-09
1.9325,2.1543219359354972e-10,2.822329171456904e-10,3.765988689576206e-10,4.491345762415284e-10,2.94002779510389e-10,-2.4885149348214488e-09,-6.2166237025189456e-09
1.935,2.1483524825669061e-10,2.8107310193097487e-10,3.7540430988205654e-10,4.4867184042052683e-10,2.9930996394524977e-10,-2.4715723014858504e-09,-6.2198566376635766e-09
1.9375,2.1425946332308018e-10,2.7992945017074653e-10,3.742062019133455e-10,4.4817682333653081e-10,3.0447625915428181e-10,-2.4547541116127928e-09,-6.2233085322980491e-09
1.94,2.1370557798663051e-10,2.7880264818762719e-10,3.7300447348374354e-10,4.4764953044348914e-10,3.0950140533182394e-10,-2.4380644887393566e-09,-6.2269904572032e-09
1.9425,2.1319271957655545e-10,2.7771588257193267e-10,3.7182513965851897e-10,4.4711768221595664e-10,3.1441078710733307e-10,-2.421496077754032e-09,-6.2309151491002599e-09
1.945,2.1269406972309806e-10,2.7663943486382173e-10,3.7063589384874454e-10,4.4654703812523368e-10,3.1917023796413525e-10,-2.4050733294891874e-09,-6.2351010506546324e-09
1.9475,2.1221246435229608e-10,2.7557754715345747e-10,3.6944212151061218e-10,4.4594418588780731e-10,3.2378644369670442e-10,-2.3887960331506563e-09,-6.2395478074900904e-09
1.95,2.117443696711662e-10,2.7452714694797982e-10,3.6823967745635084e-10,4.4530476616581215e-10,3.2825513783149042e-10,-2.3726670102822038e-09,-6.2442626635709407e-09
1.9525,2.112866819057379e-10,2.7348686744471053e-10,3.6702810266570573e-10,4.4463033748229932e-10,3.3257857028250388e-10,-2.3566866885462921e-09,-6.2492472155583281e-09
1.955,2.1083789794139173e-10,2.7245519994708311e-10,3.6580537557007191e-10,4.4391989544820394e-10,3.367552944663644e-10,-2.3408551061205672e-09,-6.2545024360672434e-09
1.9575,2.1038145553006069e-10,2.7141375325772243e-10,3.645503122750336e-10,4.4314995235633234e-10,3.4076447973386283e-10,-2.325175927428376e-09,-6.2600188961080057e-09
1.96,2.0995084956259175e-10,2.7040326203490651e-10,3.6331043519985649e-10,4.4237287481462296e-10,3.4465610455904423e-10,-2.3096397546247927e-09,-6.2658181279434296e-09
1.9625,2.0952512861998064e-10,2.6940018604937458e-10,3.6206010291822705e-10,4.4156205881214424e-10,3.4840728609120523e-10,-2.2942436888394026e-09,-6.2718771421909621e-09
1.965,2.0912106846231124e-10,2.6842599573095564e-10,3.6082529323587027e-10,4.4074595024869827e-10,3.520502553975266e-10,-2.2789673063530126e-09,-6.2781913248013611e-09
1.9675,2.0862386272422296e-10,2.6734807144356277e-10,3.5945737017033896e-10,4.3976609443555557e-10,3.5543386076544426e-10,-2.2638553608951807e-09,-6.2846917792739375e-09
1.97,2.0819812947853405e-10,2.6636050538272553e-10,3.5817688048396451e-10,4.3886170991540361e-10,3.5878870665180765e-10,-2.2488228429625878e-09,-6.2914491997671387e-09
1.9725,2.0778545445058336e-10,2.6539562231478798e-10,3.5690952810714315e-10,4.3795368024400166e-10,3.6204153080217537e-10,-2.2338932866562142e-09,-6.2984229868477832e-09
1.975,2.0736949255248005e-10,2.6443645392979853e-10,3.5563584710582609e-10,4.3702121397121282e-10,3.6517400702630309e-10,-2.219065322557114e-09,-6.3055872290278368e-09
1.9775,2.0691802437501377e-10,2.6345212142930863e-10,3.5432393797168102e-10,4.3603364207251852e-10,3.6816335721786665e-10,-2.2043392324096755e-09,-6.3129187095919539e-09
1.98,2.0645161693739183e-10,2.6246393416165089e-10,3.5299942829149036e-10,4.3501893622203194e-10,3.7103371849246379e-10,-2.1897046289362318e-09,-6.3204100496225456e-09
1.9825,2.0596763421445353e-10,2.6146919703763036e-10,3.516591917847491e-10,4.3397348291007769e-10,3.7377829053346388e-10,-2.1751646970752097e-09,-6.3280504846325815e-09
1.985,2.0547002300888628e-10,2.604737119732967e-10,3.503111560586508e-10,4.3290812185132354e-10,3.7641759691136342e-10,-2.1606816547778351e-09,-6.3357947463721889e-09
1.9875,2.0497717473111851e-10,2.5949872033260464e-10,3.4898080082425303e-10,4.3185179606738486e-10,3.7898823522146246e-10,-2.1462282758229337e-09,-6.3436212046375431e-09
1.99,2.0444604571317198e-10,2.5849577399538075e-10,3.4761539282304048e-10,4.3074977962099633e-10,3.8144088680713775e-10,-2.1318193504386745e-09,-6.3515053074908606e-09
1.9925,2.0391518373259276e-10,2.5751055625649336e-10,3.4626747926559325e-10,4.2965902143914488e-10,3.8383170910545481e-10,-2.1174212021518139e-09,-6.3594503632582317e-09
1.995,2.0336399470634478e-10,2.5652019927044725e-10,3.4491283093033142e-10,4.2855635823266564e-10,3.8613975511832867e-10,-2.1030304207874525e-09,-6.3674172691316162e-09
1.9975,2.0277084929016238e-10,2.5550033993133777e-10,3.4352488524360367e-10,4.2741372029413162e-10,3.8834067684847186e-10,-2.0886390907681942e-09,-6.3753683750983149e-09
2.0,2.0217274178207299e-10,2.5449404303982963e-10,3.4215224664962383e-10,4.2628459664275407e-10,3.90490163002633e-10,-2.074219904797288e-09,-6.3833009193767455e-09
2.0025,2.0153628630355559e-10,2.5346184502373199e-10,3.407509657822358e-10,4.251210938595955e-10,3.9254293524403805e-10,-2.0597778640392876e-09,-6.3911571675722763e-09
2.005,2.0088062288791164e-10,2.5242658264821541e-10,3.3934684834687887e-10,4.2395130351488157e-10,3.9452692526403691e-10,-2.0453062383349698e-09,-6.3989456575362655e-09
2.0075,2.0022214879661787e-10,2.5140749713343939e-10,3.3796240208142354e-10,4.2280097998128307e-10,3.9646971123111625e-10,-2.0307965914805643e-09,-6.4066619392237868e-09
2.01,1.9950964790217289e-10,2.5034501656679676e-10,3.3653030314695856e-10,4.215970079028145e-10,3.9830096364935067e-10,-2.0162694195925193e-09,-6.4142570072210266e-09
2.0125,1.9876523180827617e-10,2.4925913877627228e-10,3.3507411798353634e-10,4.2036572540790065e-10,4.0004582733740323e-10,-2.0017183398856299e-09,-6.4217370816694751e-09
2.015,1.9802248045049522e-10,2.4819261404598418e-10,3.3364342510655901e-10,4.1916241083757373e-10,4.0176679517370539e-10,-1.9870933357723725e-09,-6.4290815118777473e-09
2.0175,1.972437061043322e-10,2.4710305560151454e-10,3.3219161118668996e-10,4.1793859105624288e-10,4.0342189182963209e-10,-1.9723914831736278e-09,-6.4362464595901911e-09
2.02,1.9644651460624253e-10,2.460094458067911e-10,3.3073969371359572e-10,4.1671714373180327e-10,4.0503290370007782e-10,-1.9576040126079766e-09,-6.4432356436080131e-09
2.0225,1.9563504702196082e-10,2.4491642059717663e-10,3.2929138306820754e-10,4.1550085158598867e-10,4.0659885945305072e-10,-1.9427487580945543e-09,-6.4500633053750413e-09
2.025,1.9481398801828245e-10,2.4382775274845527e-10,3.2784940062815824e-10,4.1429285521835983e-10,4.0812159536662455e-10,-1.9278284742742163e-09,-6.4567231618741262e-09
2.0275,1.9398294529188045e-10,2.4274292754572804e-10,3.2641437675019078e-10,4.1309292710928902e-10,4.0960322587486975e-10,-1.9128380061340066e-09,-6.4632168379520302e-09
2.03,1.93166313374268e-10,2.4168860539821959e-10,3.2501531251164689e-10,4.1193275622082388e-10,4.110778932228809e-10,-1.8977567085092616e-09,-6.4695368341003096e-09
2.0325,1.923494796577389e-10,2.4064734660250228e-10,3.2363263460976695e-10,4.1079052362005951e-10,4.1252483425094207e-10,-1.8825927715448975e-09,-6.4756721928771024e-09
2.035,1.9152952715702566e-10,2.3961548393436513e-10,3.2226266796924956e-10,4.0966245775658982e-10,4.139410585543372e-10,-1.8673512521802526e-09,-6.4816309133588101e-09
2.0375,1.9074863665810014e-10,2.3864049125861923e-10,3.2095800936010809e-10,4.0860712582279181e-10,4.1538623080227938e-10,-1.8520072620706238e-09,-6.4874223997783738e-09
2.04,1.8995288291379014e-10,2.3765904803763367e-10,3.1964604529817347e-10,4.0754515538171716e-10,4.1678141917224822e-10,-1.8365899121229826e-09,-6.4930216205144234e-09
2.0425,1.8916444409479513e-10,2.366949274140956e-10,3.1835217172174955e-10,4.0650410718092401e-10,4.1815408726800423e-10,-1.8210912147071815e-09,-6.4984348543215821e-09
2.045,1.8836600462785825e-10,2.3572696440976496e-10,3.1705268027029579e-10,4.054558575352452e-10,4.1947520262609718e-10,-1.8055280023129614e-09,-6.5036676744467049e-09
