Physical Time (s),ev_top Monitor (kg-m/s^3): top_cv1,ev_top Monitor (kg-m/s^3): top_cv2,ev_top Monitor (kg-m/s^3): top_cv3,ev_top Monitor (kg-m/s^3): top_cv4,ev_top Monitor (kg-m/s^3): top_cv5,ev_top Monitor (kg-m/s^3): top_cv6,ev_top Monitor (kg-m/s^3): top_cv7
1.01,9.0538285450949547e-10,9.0494776030602975e-10,6.6636654153869081e-10,2.8324002327014474e-10,8.4495072588495182e-11,3.1833494948131371e-11,3.1434211591261202e-11
1.0125,9.1208480861192863e-10,9.1179194963294679e-10,6.7477091458481962e-10,2.9246682668825479e-10,9.3634110508937734e-11,4.0333775067434471e-11,3.9937860920822006e-11
1.015,9.1858622753539116e-10,9.1843208233277657e-10,6.8288261229485903e-10,3.0129167736700815e-10,1.0232329874126746e-10,4.8363342103181636e-11,4.797056302960783e-11
1.0175,9.2482977357086096e-10,9.2480968733336647e-10,6.9061876171085714e-10,3.0959707742616561e-10,1.1042485953272097e-10,5.5776678505529617e-11,5.5386599262022652e-11
1.02,9.3076155881516212e-10,9.3086983066510913e-10,6.979023379233815e-10,3.1727421202690933e-10,1.1781112467038567e-10,6.2438641411396808e-11,6.2050632868436877e-11
1.0225,9.3633282190513919e-10,9.3656282600031385e-10,7.046648044558466e-10,3.2422671647778202e-10,1.2436889403291372e-10,6.8228872681694175e-11,6.7842123333167684e-11
1.025,9.4150130191831239e-10,9.418456396418393e-10,7.1084791013811256e-10,3.3037334682307958e-10,1.3000262510139195e-10,7.3045416352794611e-11,7.2658947460170324e-11
1.0275,9.4623268302135545e-10,9.4668335031789101e-10,7.1640545957612562e-10,3.3565017778783428e-10,1.3463713256848555e-10,7.6807473176889316e-11,7.6420156611948055e-11
1.03,9.5050147816995983e-10,9.5105005124417679e-10,7.213039880744116e-10,3.4001192325373967e-10,1.3821922728762136e-10,7.9457395271340862e-11,7.9067973699173073e-11
1.0325,9.5429197442479497e-10,9.5492980818439575e-10,7.2552430482136729e-10,3.434333395478421e-10,1.4071921390046017e-10,8.0962152109319362e-11,8.0569261101594703e-11
1.035,9.5759878355729046e-10,9.5831722329891279e-10,7.2906236414272578e-10,3.4591025758536386e-10,1.4213195800515727e-10,8.1314647879333887e-11,8.091684027120957e-11
1.0375,9.6042702867772694e-10,9.6121763242958839e-10,7.3192924287882841e-10,3.4745998326462015e-10,1.4247724573577937e-10,8.0534001727604515e-11,8.0129773444833387e-11
1.04,9.6279239264392736e-10,9.6364715066720988e-10,7.3415107921503842e-10,3.4812052725155378e-10,1.4179915567728274e-10,7.8665193076655767e-11,7.8253010517945532e-11
1.0425,9.6472070888083581e-10,9.656322464285501e-10,7.3576821921268553e-10,3.4794995196639594e-10,1.4016593376849669e-10,7.5778582390797594e-11,7.5356911127480132e-11
1.045,9.6624731506588616e-10,9.6720907801821716e-10,7.368341982400191e-10,3.4702461185121922e-10,1.3766462282836763e-10,7.1964902340532191e-11,7.1532236616124635e-11
1.0475,9.6741630938710472e-10,9.6842274696753406e-10,7.3741508105454343e-10,3.4543792170390881e-10,1.3440485795405939e-10,6.7338638294967332e-11,6.6893531122335583e-11
1.05,9.6827964322783053e-10,9.6932638332653538e-10,7.3758820810087275e-10,3.4329899956606331e-10,1.305127198578938e-10,6.2031964369298469e-11,6.1573057678443122e-11
1.0525,9.6889664599392294e-10,9.6998061495607686e-10,7.3744070221563088e-10,3.4072994664321014e-10,1.2612952767571671e-10,5.6193297872151397e-11,5.5719352027363319e-11
1.055,9.6933175836349945e-10,9.7045125811714846e-10,7.3706636008917311e-10,3.3786172189058232e-10,1.2140695605146214e-10,4.9982352069202116e-11,4.9492274070893523e-11
1.0575,9.6964949157221108e-10,9.708042637968272e-10,7.3656026237087532e-10,3.3482802087471971e-10,1.1650014690040205e-10,4.3562949770825798e-11,4.305581906477393e-11
1.06,9.6992149421872195e-10,9.7111276845817432e-10,7.3602522358452887e-10,3.3177077667177061e-10,1.1157274341331346e-10,3.710791962509241e-11,3.6583010518880431e-11
1.0625,9.7021950697673931e-10,9.7145000609597141e-10,7.3556394183741574e-10,3.2883121323823576e-10,1.0678734198729753e-10,3.0789206736649906e-11,3.0246006289139336e-11
1.065,9.706145703570427e-10,9.7188846752465835e-10,7.3527752993315949e-10,3.2614763895806561e-10,1.0230272961082508e-10,2.4774894161511981e-11,2.4213114437079018e-11
1.0675,9.7117128547575428e-10,9.7249412508847554e-10,7.3525887137823059e-10,3.23847903967032e-10,9.8265819385213213e-11,1.9220853157124619e-11,1.8640437039057465e-11
1.07,9.719531601569856e-10,9.733317583778382e-10,7.3559720043746053e-10,3.2205293611082248e-10,9.4815149822973779e-11,1.4273981338512638e-11,1.3675101154865408e-11
1.0725,9.7301982130225736e-10,9.7446215143772865e-10,7.3637504308706733e-10,3.2087310901465754e-10,9.2074547771764468e-11,1.0065617344688378e-11,9.4486658814682713e-12
1.075,9.7442375774656938e-10,9.7593881175036124e-10,7.3766451586418161e-10,3.2040413837892652e-10,9.0153443258498178e-11,6.7119222908351846e-12,6.0774961751168196e-12
1.0775,9.7620859608713466e-10,9.7780621212736815e-10,7.3952503156334966e-10,3.2072382124124651e-10,8.9139053969158931e-11,4.3054347802374892e-12,3.6543108312915467e-12
1.08,9.7840885963353937e-10,9.8009952181849277e-10,7.4200248168038206e-10,3.2189211038571913e-10,8.9097600800556194e-11,2.9165740074873039e-12,2.2496793806537264e-12
1.0825,9.8104938318167368e-10,9.8284400571759019e-10,7.4512818000307303e-10,3.2394814258969316e-10,9.0071893737779713e-11,2.5911015949450252e-12,1.9094798663294807e-12
1.085,9.841444184263678e-10,9.8605413986290346e-10,7.4891826598312004e-10,3.2691023355140985e-10,9.208087930406105e-11,3.3495357805084359e-12,2.6543092227127557e-12
1.0875,9.8769721785112667e-10,9.8973320245527724e-10,7.5337365589530545e-10,3.3077637674286774e-10,9.512024711395077e-11,5.1878951515331714e-12,4.4802257703208256e-12
1.09,9.9170002459060247e-10,9.9387325688270394e-10,7.5848010038026814e-10,3.3552456308875625e-10,9.9163093377154388e-11,8.078316407678469e-12,7.3593672503616871e-12
1.0925,9.9613443237376996e-10,9.9845549523079205e-10,7.6420845319310081e-10,3.4111322308234457e-10,1.0416062860930223e-10,1.1969999475117e-11,1.1240897626060538e-11
1.095,1.0009714863780527e-09,1.0034503646811078e-09,7.705151630694804e-10,3.4748217494377224e-10,1.1004338655844033e-10,1.6790397046003899e-11,1.6052199135527283e-11
1.0975,1.00617289056296e-09,1.0088188075084008e-09,7.773443498323621e-10,3.5455522061968801e-10,1.1672409213363883e-10,2.244835368755132e-11,2.1702016149985333e-11
1.1,1.0116922333730739e-09,1.0145135012997743e-09,7.8462982708869076e-10,3.6224292388240215e-10,1.241008122516987e-10,2.883728690452223e-11,2.8083641760675443e-11
1.1025,1.017476403127587e-09,1.0204802952377639e-09,7.9229693110766858e-10,3.7044546681982801e-10,1.3206026206853545e-10,3.5838776428356792e-11,3.5078513298883682e-11
1.105,1.0234674362205975e-09,1.0266601095034494e-09,8.0026521755904479e-10,3.790559280843729e-10,1.4048147437597988e-10,4.3326254592129968e-11,4.2559908137518135e-11
1.1075,1.0296045157209568e-09,1.0329909685956247e-09,8.0845112704472842e-10,3.879636495308488e-10,1.4923947033144213e-10,5.116893128941465e-11,5.0396873252412302e-11
1.11,1.035825394367944e-09,1.0394094301882073e-09,8.1676981666193765e-10,3.9705673835548959e-10,1.5820805254386965e-10,5.923457370783327e-11,5.8457008459274667e-11
1.1125,1.0420677029977604e-09,1.0458519166691241e-09,8.2513680372294216e-10,4.0622400084541312e-10,1.6726198136924601e-10,6.7391922590155133e-11,6.6608885691587137e-11
1.115,1.0482702460753349e-09,1.0522560257105219e-09,8.3346970893323311e-10,4.1535706767013385e-10,1.7627926596766495e-10,7.5512934893258469e-11,7.4724294124750765e-11
1.1175,1.0543739681265681e-09,1.058561506126551e-09,8.4168958629283918e-10,4.2435220303257665e-10,1.8514311041630557e-10,8.3474915588195361e-11,8.2680374063195088e-11
1.12,1.0603231299963803e-09,1.0647114632576261e-09,8.4972271729743236e-10,4.3311263280668746e-10,1.9374438798561049e-10,9.1162979220514272e-11,9.0362080650555629e-11
1.1225,1.0660666117037592e-09,1.0706537044088956e-09,8.5750228598775832e-10,4.4155060159102026e-10,2.0198385941891678e-10,9.8472470974555467e-11,9.7664606945149219e-11
1.125,1.0715589702087288e-09,1.0763418153069549e-09,8.6496937562539411e-10,4.4958854956551997e-10,2.0977348448737121e-10,1.0531021685773624e-10,1.0449463568037956e-10
1.1275,1.076761182183172e-09,1.0817359110709332e-09,8.7207396824151966e-10,4.5716028426850348e-10,2.1703765888854623e-10,1.1159590120066878e-10,1.1077171793745893e-10
1.13,1.0816410234692894e-09,1.0868030140184887e-09,8.7877525876457227e-10,4.6421157273706895e-10,2.2371392897582589e-10,1.1726269569546671e-10,1.1642890262562035e-10
1.1325,1.0861733674701265e-09,1.0915173664706205e-09,8.8504176205550283e-10,4.7070025769485997e-10,2.2975318999229125e-10,1.2225758363923335e-10,1.2141306064328759e-10
1.135,1.0903406378533581e-09,1.0958608963480988e-09,8.9085144563835865e-10,4.7659605381125842e-10,2.3511949713187009e-10,1.2654114473507529e-10,1.256846694419353e-10
1.1375,1.0941333034043719e-09,1.0998237431226827e-09,8.9619273032048838e-10,4.818817489080509e-10,2.3979128579672847e-10,1.3008886609160081e-10,1.2921912351094051e-10
1.14,1.0975501650931141e-09,1.1034045682941634e-09,9.0106478633349446e-10,4.8655346769289369e-10,2.4376169275004469e-10,1.3289147454873704e-10,1.3200706699421267e-10
1.1425,1.1005981512240945e-09,1.1066103310025288e-09,9.0547721008166944e-10,4.9062054818038554e-10,2.4703844234580593e-10,1.3495498155916689e-10,1.3405443902512442e-10
1.145,1.1032913501400742e-09,1.1094553095517053e-09,9.0944882226830182e-10,4.9410447584909196e-10,2.496428172691595e-10,1.3629959583988067e-10,1.3538138709204184e-10
1.1475,1.1056499865783566e-09,1.1119600622957137e-09,9.1300634293650303e-10,4.9703738272464958e-10,2.5160818441103066e-10,1.3695831262920746e-10,1.3602085743420497e-10
1.15,1.1076998280250993e-09,1.114150847303654e-09,9.1618377931191862e-10,4.9946125299951038e-10,2.5297910982822029e-10,1.3697596446945224e-10,1.3601764633806133e-10
1.1525,1.1094715567746299e-09,1.1160589601506233e-09,9.190214376748046e-10,5.0142618693848345e-10,2.5380987357463105e-10,1.3640762468769172e-10,1.3542680330781744e-10
1.155,1.1109996062546477e-09,1.1177195307425571e-09,9.2156415659489011e-10,5.0298898738411202e-10,2.5416207020798009e-10,1.3531631916254125e-10,1.3431134403757905e-10
1.1575,1.1123207436040207e-09,1.1191700676743444e-09,9.2385978290153463e-10,5.0421094752030872e-10,2.5410333836172979e-10,1.3377193008676738e-10,1.3274115388858428e-10
1.16,1.1134731334580006e-09,1.1204495395619454e-09,9.2595808744045529e-10,5.0515656338112332e-10,2.5370509393667836e-10,1.3184845655569839e-10,1.3079024878381444e-10
1.1625,1.1144954793238038e-09,1.1215975013717806e-09,9.2790974850949858e-10,5.0589215490945555e-10,2.5304134232460165e-10,1.2962337088704402e-10,1.2853613249231336e-10
1.165,1.1154263322391404e-09,1.1226533868716923e-09,9.297656715879217e-10,5.0648518155986691e-10,2.5218852814131203e-10,1.2717701061169354e-10,1.2605918841536523e-10
1.1675,1.1163035844472108e-09,1.1236559854776617e-09,9.3157614120178649e-10,5.0700334259105e-10,2.5122352093878067e-10,1.2459060554842539e-10,1.2344070882004092e-10
1.17,1.117163638290423e-09,1.1246425797344941e-09,9.3338965773814881e-10,5.0751299755233127e-10,2.5022222062996716e-10,1.2194488615470975e-10,1.2076150115578707e-10
1.1725,1.1180413823308332e-09,1.1256489244419145e-09,9.3525274697955899e-10,5.0807840195039208e-10,2.4925883004981678e-10,1.1931918583328381e-10,1.1810099089451642e-10
1.175,1.1189700547351904e-09,1.1267090679216398e-09,9.3720927332529581e-10,5.0876062079535864e-10,2.4840443108848079e-10,1.1678997818469153e-10,1.1553575688753238e-10
1.1775,1.1199805818577533e-09,1.1278546871229298e-09,9.392999346070318e-10,5.0961684735180523e-10,2.4772590144647824e-10,1.1442966894006717e-10,1.1313831997939715e-10
1.18,1.1211015977642483e-09,1.1291151573345824e-09,9.4156264200759958e-10,5.1070077722776297e-10,2.4728681279892679e-10,1.1230738639205381e-10,1.1097793401753243e-10
1.1825,1.1223601083455502e-09,1.1305182359750367e-09,9.4403307433595558e-10,5.1206316045795356e-10,2.4714594237368729e-10,1.1048742267182335e-10,1.0911902060794374e-10
1.185,1.1237815569528473e-09,1.1320901092663345e-09,9.4674420776676488e-10,5.1375096428926767e-10,2.4735980407940745e-10,1.0903146825734543e-10,1.0762340416034453e-10
1.1875,1.125389013507552e-09,1.1338545096186704e-09,9.4972483570694995e-10,5.1580526715234339e-10,2.4797740874343101e-10,1.0799372455745621e-10,1.065454139640496e-10
1.19,1.1272013842447316e-09,1.1358308679462987e-09,9.5299766628646992e-10,5.182591240807833e-10,2.49038668822657e-10,1.0741866090712902e-10,1.0592963811117186e-10
1.1925,1.1292328402809642e-09,1.1380337605417889e-09,9.5657937065396248e-10,5.2113745568686964e-10,2.5057530481341359e-10,1.0734235267849001e-10,1.0581225593411602e-10
1.195,1.1314925007947979e-09,1.1404726224536166e-09,9.6048067644256037e-10,5.2445829622566424e-10,2.5261096642073898e-10,1.0779258204633525e-10,1.0622113921238952e-10
1.1975,1.1339856583865441e-09,1.1431530324393004e-09,9.647075062992615e-10,5.2823305730703734e-10,2.5516156375728884e-10,1.0878903044640768e-10,1.0717605962503558e-10
1.2,1.1367154314595262e-09,1.1460783927987552e-09,9.6926309026718982e-10,5.3246878150900808e-10,2.5823735524820147e-10,1.1034502809107055e-10,1.0869042816088418e-10
1.2025,1.139683874266312e-09,1.1492510288191411e-09,9.7414908455884261e-10,5.371693660610687e-10,2.6184390637593504e-10,1.124682237008634e-10,1.1077196523382647e-10
1.205,1.1428916124478819e-09,1.1526717981607325e-09,9.7936474354473925e-10,5.4233448488088801e-10,2.6598108914022288e-10,1.1515953858707394e-10,1.134216352124343e-10
1.2075,1.1463358671689648e-09,1.1563380252344602e-09,9.8490415669879363e-10,5.4795676061113725e-10,2.7064050724631409e-10,1.184106472143904e-10,1.1663112771120718e-10
1.21,1.1500080800502431e-09,1.1602410716760875e-09,9.9075376736453925e-10,5.5401885907569732e-10,2.758027814164053e-10,1.222014268560477e-10,1.2038029711881355e-10
1.2125,1.1538929899985997e-09,1.1643654707659623e-09,9.9689219002946282e-10,5.6049356923286668e-10,2.8143760671952661e-10,1.2650009960235232e-10,1.2463730723388033e-10
1.215,1.1579697065165336e-09,1.1686900562664335e-09,1.0032917427416844e-09,5.6734545213863257e-10,2.8750532238736067e-10,1.3126487140571032e-10,1.293602798920318e-10
1.2175,1.1622140792611665e-09,1.1731903317052037e-09,1.0099207369442113e-09,5.7453344782102754e-10,2.9395951208488596e-10,1.3644652159686854e-10,1.3449987320691e-10
1.22,1.1666005181756115e-09,1.1778402604810416e-09,1.0167453828972747e-09,5.8201324874027345e-10,3.0074960339155637e-10,1.4199105417402468e-10,1.400019580205789e-10
1.2225,1.1711026161202554e-09,1.1826128796102711e-09,1.0237305780365696e-09,5.8973832360493793e-10,3.0782207783026874e-10,1.4784095293469068e-10,1.4580884665626566e-10
1.225,1.1756933818856325e-09,1.187480585381605e-09,1.0308403824946605e-09,5.9766035910388446e-10,3.1512098847654477e-10,1.5393577661288824e-10,1.5185992160145981e-10
1.2275,1.1803457227543372e-09,1.1924156131144146e-09,1.0380385254315428e-09,6.0572985473277735e-10,3.2258863383298422e-10,1.6021286738764107e-10,1.5809231958867505e-10
1.23,1.1850325509290586e-09,1.1973901944249871e-09,1.0452891844041266e-09,6.1389721546633974e-10,3.3016667530123621e-10,1.6660850603723141e-10,1.6444211102969965e-10
1.2325,1.1897272773829237e-09,1.2023770612060168e-09,1.0525575835329379e-09,6.2211397526549671e-10,3.3779741041943429e-10,1.7305923310012043e-10,1.7084560599703341e-10
1.235,1.1944033204607791e-09,1.2073488442201851e-09,1.0598088306684362e-09,6.3033191365579416e-10,3.4542326571846375e-10,1.7950146881732103e-10,1.7723898473121999e-10
1.2375,1.1990335271268102e-09,1.2122774611991829e-09,1.0670071678522347e-09,6.385017978475811e-10,3.5298579041086356e-10,1.8587059089126709e-10,1.8355737478320116e-10
1.24,1.2035906665214374e-09,1.2171347568557101e-09,1.0741176128956346e-09,6.4657565350832869e-10,3.6042805473226887e-10,1.9210351852551349e-10,1.8973743513025019e-10
1.2425,1.2080488439350754e-09,1.2218939707894156e-09,1.0811074198668375e-09,6.5450827782312361e-10,3.6769612544358262e-10,1.9814035769395875e-10,1.9571901129872635e-10
1.245,1.2123840171245825e-09,1.22653021396247e-09,1.0879462568672243e-09,6.6225754824854255e-10,3.7473947966411054e-10,2.0392486503040593e-10,2.0144559200576695e-10
1.2475,1.2165746901939973e-09,1.2310211457363121e-09,1.0946067122712829e-09,6.6978518540858201e-10,3.8151203701072586e-10,2.0940559627841294e-10,2.068654775422438e-10
1.25,1.220602422332074e-09,1.2353475145224305e-09,1.1010653263121047e-09,6.7705812659474855e-10,3.8797372547103278e-10,2.1453757157245721e-10,2.1193342575280598e-10
1.2525,1.2244523602430186e-09,1.2394937895343382e-09,1.1073037262319321e-09,6.8405026070298622e-10,3.9409237638638589e-10,2.1928430139448901e-10,2.1661271211007313e-10
1.255,1.2281138494609595e-09,1.243448758569333e-09,1.1133091439576842e-09,6.9074364898524187e-10,3.9984521623394446e-10,2.2361936993210335e-10,2.2087668624677448e-10
1.2575,1.2315805646663161e-09,1.2472056744069691e-09,1.119074017020305e-09,6.9712755784572777e-10,4.0521802066535823e-10,2.2752566055364485e-10,2.2470802509913225e-10
1.26,1.2348498666786028e-09,1.2507615832900122e-09,1.1245951450332473e-09,7.0319687670193522e-10,4.1020341021983103e-10,2.3099368846178645e-10,2.2809705287124416e-10
1.2625,1.2379221584460929e-09,1.2541166507495139e-09,1.1298730157853729e-09,7.0895169074088479e-10,4.1480021266927726e-10,2.3402093959042342e-10,2.3104108254319566e-10
1.265,1.2408004153422133e-09,1.2572737249337578e-09,1.1349115409560037e-09,7.1439728202170905e-10,4.1901356529902165e-10,2.3661199053841191e-10,2.3354454365503667e-10
1.2675,1.2434899474304145e-09,1.2602381017278581e-09,1.1397176654117605e-09,7.1954367711731086e-10,4.2285458113373993e-10,2.3877815377518832e-10,2.3561861196735207e-10
1.27,1.2459977824010093e-09,1.2630169065406059e-09,1.1443007001635564e-09,7.2440434497087241e-10,4.2633886951883548e-10,2.4053601382165455e-10,2.3727977148545616e-10
1.2725,1.2483326158543021e-09,1.2656190803637724e-09,1.1486723847958346e-09,7.2899669723760889e-10,4.2948690963145042e-10,2.4190777016542944e-10,2.3855013164100632e-10
1.275,1.2505047819839577e-09,1.2680553436898622e-09,1.1528470766307553e-09,7.3334294831239592e-10,4.3232501714724229e-10,2.4292217998695135e-10,2.3945840215858925e-10
1.2775,1.2525262978463425e-09,1.2703382034933295e-09,1.1568413537670669e-09,7.3746916343346048e-10,4.3488432993750563e-10,2.4361346376412783e-10,2.4003878256623187e-10
1.28,1.2544110790031306e-09,1.2724821827354643e-09,1.1606738130755457e-09,7.4140402423204023e-10,4.3719940099919997e-10,2.4401980524776904e-10,2.403294647734911e-10
1.2825,1.2561742168457639e-09,1.2745029901520089e-09,1.1643637736651942e-09,7.4517656163413261e-10,4.3930571226868585e-10,2.4418079635027309e-10,2.403700826823567e-10
1.285,1.2578310898505743e-09,1.2764166675480874e-09,1.1679310920007696e-09,7.488170311416414e-10,4.4124004754967599e-10,2.4413757625397861e-10,2.4020183334483585e-10
1.2875,1.2593963380349072e-09,1.278238544035052e-09,1.1713947998084443e-09,7.5235501629332056e-10,4.430384701466293e-10,2.4393076674296819e-10,2.3986543490224375e-10
1.29,1.2608828005443551e-09,1.2799821035002479e-09,1.1747716310056904e-09,7.5581725407372011e-10,4.4473419254776584e-10,2.4359819058504052e-10,2.3939881006752192e-10
1.2925,1.262301540361653e-09,1.2816591197650144e-09,1.1780768623374104e-09,7.5922927458300186e-10,4.4635918140968814e-10,2.4317638209079752e-10,2.3883861273502781e-10
1.295,1.2636626606776938e-09,1.2832804125356267e-09,1.1813245913973004e-09,7.6261569185095903e-10,4.4794453497344827e-10,2.4270089662548782e-10,2.3822052737345921e-10
1.2975,1.2649753909969951e-09,1.2848558632629051e-09,1.1845275441755809e-09,7.6599914028981342e-10,4.4951923079592068e-10,2.4220502699831099e-10,2.3757797138321057e-10
1.3,1.266248174527407e-09,1.2863945651023542e-09,1.1876972907529741e-09,7.6940009279575181e-10,4.5110955432146658e-10,2.4171921011984375e-10,2.3694151795834905e-10
1.3025,1.2674887974926536e-09,1.2879049309274906e-09,1.1908442611981874e-09,7.7283703635984007e-10,4.5273919547399306e-10,2.4127100061727458e-10,2.3633884645887658e-10
1.305,1.2687038738897267e-09,1.2893940589471117e-09,1.1939767678702249e-09,7.7632516542517737e-10,4.5442798721747169e-10,2.4088376530081811e-10,2.3579345213413904e-10
1.3075,1.2698985004773311e-09,1.2908674059026239e-09,1.1971009540974094e-09,7.7987605598666155e-10,4.5619143219038741e-10,2.4057610225842445e-10,2.3532404528588789e-10
1.31,1.2710753677424905e-09,1.2923279131696637e-09,1.2002198472137453e-09,7.8349681289286773e-10,4.5803973433549599e-10,2.4036087222384368e-10,2.3494357140941298e-10
1.3125,1.2722349920710861e-09,1.2937762403342598e-09,1.2033336313431505e-09,7.8719023601965444e-10,4.5997785268869458e-10,2.4024515888288619e-10,2.3465919094847052e-10
1.315,1.2733759595226765e-09,1.2952110753229527e-09,1.2064405802504915e-09,7.9095663406348703e-10,4.6200761892877111e-10,2.4023235150696615e-10,2.3447433612914547e-10
1.3175,1.2744959325194587e-09,1.296630195431353e-09,1.2095378872557039e-09,7.9479493539038444e-10,4.6412905313669818e-10,2.4032350533321426e-10,2.343900861552112e-10
1.32,1.2755916887599802e-09,1.2980304204090558e-09,1.2126213370046804e-09,7.9870162061895477e-10,4.6633930607967436e-10,2.4051639909186581e-10,2.3440420454777369e-10
1.3225,1.2766592242245235e-09,1.2994077163426963e-09,1.2156860206028991e-09,8.026722847361199e-10,4.6863420466303234e-10,2.4080721574097001e-10,2.3451283366949701e-10
1.325,1.2776939658472004e-09,1.3007574435948551e-09,1.2187260649740664e-09,8.0670140816951609e-10,4.7100849895365483e-10,2.4119077390062859e-10,2.3471071877656204e-10
1.3275,1.2786910372623448e-09,1.3020745979589133e-09,1.2217351695440936e-09,8.1078282688451817e-10,4.7345626001891506e-10,2.4166108578516247e-10,2.349917660077641e-10
1.33,1.2796451381175502e-09,1.3033537384957437e-09,1.2247066475248264e-09,8.1490938178379282e-10,4.7597020614329693e-10,2.422106635443684e-10,2.35348360565244e-10
1.3325,1.2805513808059477e-09,1.3045898690784463e-09,1.2276342641253439e-09,8.1907415768973218e-10,4.7854274773931873e-10,2.4283165283211358e-10,2.3577249315924598e-10
1.335,1.2814053594505519e-09,1.3057784698337384e-09,1.230512103049921e-09,8.2327063103093867e-10,4.8116702554734922e-10,2.4351641169338547e-10,2.3625635543855985e-10
1.3375,1.2822029655171019e-09,1.3069152721135237e-09,1.2333346509096875e-09,8.2749317106162165e-10,4.8383739100919551e-10,2.4425880408977324e-10,2.3679362292314396e-10
1.34,1.2829401670618169e-09,1.30799609439761e-09,1.2360966884726522e-09,8.3173645350594099e-10,4.8654836860937675e-10,2.4505270026216903e-10,2.3737796986838338e-10
1.3425,1.2836132204160333e-09,1.3090171262752013e-09,1.238793433227221e-09,8.3599553608577523e-10,4.8929475204578489e-10,2.4589211317416659e-10,2.3800320720875733e-10
1.345,1.2842192382761976e-09,1.3099754291441683e-09,1.2414209506581452e-09,8.4026628342950747e-10,4.9207227396712318e-10,2.467719746439711e-10,2.3866405625627492e-10
1.3475,1.2847561506205522e-09,1.3108688514306762e-09,1.2439761655286524e-09,8.4454557419475899e-10,4.9487770090868814e-10,2.4768824359488209e-10,2.3935626617123667e-10
1.35,1.2852222270333199e-09,1.3116956322344923e-09,1.2464565843904382e-09,8.4883141981430072e-10,4.9770908691411268e-10,2.4863821334070029e-10,2.4007691620621128e-10
1.3525,1.2856164868176365e-09,1.3124547968762209e-09,1.2488604741968559e-09,8.5312255068983909e-10,5.0056526477969136e-10,2.4961999138739351e-10,2.4082391187449699e-10
1.355,1.2859387351918419e-09,1.3131461709731528e-09,1.2511868232766766e-09,8.5741810014243816e-10,5.0344537143937482e-10,2.5063194831060333e-10,2.415954306695999e-10
1.3575,1.2861897764457852e-09,1.3137706371145712e-09,1.2534355382910483e-09,8.6171773503550636e-10,5.0634908980782826e-10,2.5167298327019078e-10,2.4239019568036026e-10
1.36,1.2863716219231483e-09,1.314330235752021e-09,1.2556075247274777e-09,8.6602111554601011e-10,5.0927571176435209e-10,2.5274154752365697e-10,2.4320649465420659e-10
1.3625,1.2864869016028808e-09,1.3148275775293268e-09,1.2577045018762494e-09,8.7032847380476275e-10,5.1222453445812365e-10,2.5383596386926555e-10,2.4404249731772633e-10
1.365,1.2865381662893258e-09,1.3152651618286241e-09,1.2597279779755772e-09,8.7464000349351645e-10,5.15194444107091e-10,2.5495393467088509e-10,2.4489576709864149e-10
1.3675,1.2865278248495133e-09,1.3156453361461622e-09,1.2616792220807327e-09,8.7895541373199393e-10,5.1818383571679634e-10,2.5609237749116952e-10,2.4576308564140234e-10
1.37,1.2864582020799076e-09,1.3159703555646415e-09,1.2635593294872506e-09,8.8327356061612851e-10,5.2119001119337572e-10,2.5724697183799218e-10,2.4664000289350951e-10
1.3725,1.2863315021771968e-09,1.3162423726361603e-09,1.2653692904969249e-09,8.875926522540269e-10,5.2420936067392569e-10,2.5841233796776532e-10,2.4752100919600313e-10
1.375,1.2861497553055835e-09,1.3164633667755674e-09,1.267109933791473e-09,8.9191050407215766e-10,5.2723771183759617e-10,2.5958242666341502e-10,2.4839993488728859e-10
1.3775,1.2859153804365226e-09,1.3166357172327726e-09,1.2687825903182056e-09,8.962256351362624e-10,5.302715649468611e-10,2.6075183301700711e-10,2.4927125552134476e-10
1.38,1.2856312265969595e-09,1.3167621682719137e-09,1.2703889909506132e-09,9.0053691432247227e-10,5.3330745015627241e-10,2.6191506587432867e-10,2.5012935659271266e-10
1.3825,1.285299623207574e-09,1.3168448420250453e-09,1.2719301629810074e-09,9.0484190398551101e-10,5.3634035923428468e-10,2.6306484944954937e-10,2.509668221844679e-10
1.385,1.2849219898037643e-09,1.3168849143068747e-09,1.2734061238577625e-09,9.0913630233020841e-10,5.3936306823352748e-10,2.6419145979017549e-10,2.5177376099495688e-10
1.3875,1.2844986645964477e-09,1.3168824094692866e-09,1.2748156849339648e-09,9.1341423464388303e-10,5.4236650787196251e-10,2.6528316041258068e-10,2.525382490744886e-10
1.39,1.2840287970118578e-09,1.3168360280495785e-09,1.2761563223806029e-09,9.1766856823078592e-10,5.4534031935241682e-10,2.6632682549748717e-10,2.5324694266083525e-10
1.3925,1.2835108088178339e-09,1.3167436605188419e-09,1.2774248197940724e-09,9.2189152611646147e-10,5.4827342547994287e-10,2.6730850470098872e-10,2.538856607997225e-10
1.395,1.2829428089350468e-09,1.316602942988306e-09,1.2786179210490554e-09,9.2607521182546771e-10,5.5115451500793841e-10,2.6821390888214408e-10,2.5443986629135004e-10
1.3975,1.2823234536340133e-09,1.3164122263188004e-09,1.2797333187799963e-09,9.3021309033059529e-10,5.539736541250724e-10,2.6903003834527887e-10,2.5489629170292245e-10
1.4,1.2816515496752248e-09,1.3161700309829103e-09,1.2807690516853249e-09,9.3429958695843021e-10,5.5672221028019455e-10,2.6974510153368065e-10,2.5524285592553884e-10
