Physical Time (s),ev_top Monitor (kg-m/s^3): top_cv1,ev_top Monitor (kg-m/s^3): top_cv2,ev_top Monitor (kg-m/s^3): top_cv3,ev_top Monitor (kg-m/s^3): top_cv4,ev_top Monitor (kg-m/s^3): top_cv5,ev_top Monitor (kg-m/s^3): top_cv6,ev_top Monitor (kg-m/s^3): top_cv7
4.155,5.5977016781821317e-10,5.9290553013959584e-10,6.0797445330267399e-10,6.2606159428439104e-10,6.4817741302047707e-10,6.7262566880148387e-10,6.7495178524314769e-10
4.1575,5.6178244128775169e-10,5.9502212225867871e-10,6.1008320559712321e-10,6.2809960430620116e-10,6.5013689259983321e-10,6.7451207300443093e-10,6.768364114372216e-10
4.16,5.6387574330369326e-10,5.9722340908835734e-10,6.1227603923535819e-10,6.302195362923443e-10,6.5217584909950775e-10,6.7647519573628776e-10,6.7879707631075109e-10
4.1625,5.6604137097295253e-10,5.9950007116151404e-10,6.1454345240229803e-10,6.3241205429722626e-10,6.5428518422799241e-10,6.7850616674214654e-10,6.8082495668751419e-10
4.165,5.6827021363796158e-10,6.0184237539056376e-10,6.1687555484878486e-10,6.3466744357317686e-10,6.564554595533702e-10,6.8059577461919945e-10,6.8291087811595467e-10
4.1675,5.7055274325282465e-10,6.0424021828105698e-10,6.1926216599192988e-10,6.3697566972623274e-10,6.586768323158591e-10,6.8273431822611499e-10,6.8504517530513497e-10
4.17,5.7287900511283581e-10,6.0668312365140948e-10,6.2169281303608605e-10,6.3932636595775835e-10,6.6093901668717026e-10,6.8491162870012402e-10,6.872177145406211e-10
4.1725,5.752386001662194e-10,6.0916019376457932e-10,6.2415663263386779e-10,6.4170879697597521e-10,6.6323140862037955e-10,6.8711732792510284e-10,6.8941816187394217e-10
4.175,5.7762066119958607e-10,6.1166004861268664e-10,6.2664225562781802e-10,6.4411185559668152e-10,6.6554316589256923e-10,6.8934093944785949e-10,6.9163609433576102e-10
4.1775,5.8001383684206564e-10,6.1417076532855785e-10,6.2913773333085075e-10,6.4652389887593885e-10,6.678629285508678e-10,6.9157145534106879e-10,6.9386056879350846e-10
4.18,5.8240642661131056e-10,6.1668000523939125e-10,6.3163067249289562e-10,6.4893278375906773e-10,6.7017877879455672e-10,6.937972196630046e-10,6.9607998876997519e-10
4.1825,5.8478651832240411e-10,6.1917520980961755e-10,6.3410847010090942e-10,6.5132611091658219e-10,6.7247856990411599e-10,6.9600632381860134e-10,6.9828250463010766e-10
4.185,5.8714227359210944e-10,6.2164394056562374e-10,6.3655866928827022e-10,6.5369162983063205e-10,6.7475033509978209e-10,6.9818703481978244e-10,7.0045643324493286e-10
4.1875,5.8946207210165301e-10,6.2407401153607778e-10,6.3896908448799224e-10,6.5601738419836253e-10,6.7698240466852188e-10,7.003279528123791e-10,7.0259041974407948e-10
4.19,5.9173455187181831e-10,6.2645350818996976e-10,6.4132781469046031e-10,6.5829174274690841e-10,6.7916342481252294e-10,7.0241808355012226e-10,7.0467351232118877e-10
4.1925,5.9394854911125239e-10,6.2877073148281941e-10,6.4362322263293933e-10,6.6050337788873471e-10,6.8128230839536887e-10,7.0444662244660154e-10,7.0669495364011509e-10
4.195,5.9609309788027835e-10,6.3101420944721031e-10,6.4584394413195885e-10,6.6264127585268372e-10,6.8332831969930539e-10,7.0640302280261858e-10,7.0864425912522114e-10
4.1975,5.9815748098071265e-10,6.3317277856480801e-10,6.4797893849897418e-10,6.6469471836121887e-10,6.8529104008794026e-10,7.0827706969862278e-10,7.1051127190615886e-10
4.2,6.0013137533555636e-10,6.3523572236620229e-10,6.5001758527498285e-10,6.6665338004151705e-10,6.8716050058968236e-10,7.1005914335842817e-10,7.1228642571501319e-10
4.2025,6.0200503937664672e-10,6.3719292654222061e-10,6.5194984151207408e-10,6.6850752085755025e-10,6.8892737383446261e-10,7.1174035656430565e-10,7.1396088222601807e-10
4.205,6.0376920456169824e-10,6.3903476776790395e-10,6.5376617892102111e-10,6.702478849741041e-10,6.9058274806158025e-10,7.133122134606256e-10,7.1552619363953958e-10
4.2075,6.0541501919010199e-10,6.4075206123428278e-10,6.5545753387946145e-10,6.7186563308324589e-10,6.9211804780037484e-10,7.1476652226921875e-10,7.169742183126129e-10
4.21,6.0693406702345656e-10,6.4233609190166613e-10,6.5701531837215664e-10,6.7335235704269471e-10,6.9352509540422171e-10,7.1609542116688715e-10,7.1829714887567317e-10
4.2125,6.0831853466002909e-10,6.4377881558454871e-10,6.5843163848854946e-10,6.7470036712192499e-10,6.9479646641066305e-10,7.1729181749752217e-10,7.1948794651213715e-10
4.215,6.0956154279553417e-10,6.4507322808653649e-10,6.5969965105165965e-10,6.7590309815945197e-10,6.9592586564055417e-10,7.1834976221852153e-10,7.2054072031840051e-10
4.2175,6.106573009554966e-10,6.4621346917888948e-10,6.6081364635847667e-10,6.7695513522345028e-10,6.9690810582629332e-10,7.1926430558916725e-10,7.2145057126690412e-10
4.22,6.116011138612421e-10,6.4719475508142373e-10,6.6176897454329721e-10,6.7785212167674145e-10,6.9773907521823602e-10,7.2003154548713483e-10,7.2221364469412498e-10
4.2225,6.1238924671815519e-10,6.480132236563969e-10,6.6256188195714462e-10,6.7859048788894889e-10,6.9841542393710873e-10,7.2064836250975162e-10,7.2282687102791645e-10
4.225,6.1301883030523645e-10,6.4866588785317441e-10,6.6318950823463657e-10,6.7916755931297018e-10,6.9893467417435859e-10,7.2111250393959695e-10,7.2328805101647499e-10
4.2275,6.1348797354878936e-10,6.4915083016895283e-10,6.6365011703066365e-10,6.7958180411288521e-10,6.9929551355215406e-10,7.2142291193685138e-10,7.2359617150101224e-10
4.23,6.1379581910218859e-10,6.4946730159505186e-10,6.6394319688138896e-10,6.7983292952263887e-10,6.9949783776561881e-10,7.2157977619869962e-10,7.2375145871581347e-10
4.2325,6.1394254440798789e-10,6.4961568504499416e-10,6.640693706599051e-10,6.79921755534943e-10,6.9954262574011557e-10,7.2158432986984516e-10,7.2375519075516851e-10
4.235,6.1392914216889607e-10,6.495971691137615e-10,6.6403001884078642e-10,6.7984982309356534e-10,6.9943160365997924e-10,7.2143852470444029e-10,7.2360936180408121e-10
4.2375,6.1375719527766837e-10,6.4941343697515607e-10,6.6382692793039136e-10,6.7961905983221533e-10,6.9916689935236372e-10,7.2114464724733988e-10,7.233162939739241e-10
4.24,6.1342873009966477e-10,6.4906653995386215e-10,6.6346216567447617e-10,6.7923164907882794e-10,6.9875085645396201e-10,7.2070514684976628e-10,7.2287846103637485e-10
4.2425,6.1294623383847404e-10,6.485589838148665e-10,6.6293825326510092e-10,6.7869023691785296e-10,6.981862466229274e-10,7.2012287178181586e-10,7.2229873468888075e-10
4.245,6.1231281812254866e-10,6.4789396271651157e-10,6.6225847153507863e-10,6.7799823066594213e-10,6.9747657787088272e-10,7.1940143453247224e-10,7.2158074672260023e-10
4.2475,6.1153238422051796e-10,6.4707554701193332e-10,6.6142702461280548e-10,6.7715992838832519e-10,6.9662623533122574e-10,7.1854537793366991e-10,7.2072906224575028e-10
4.25,6.1060966432832829e-10,6.4610868092196669e-10,6.6044893219828047e-10,6.7618038323286169e-10,6.9564036351281183e-10,7.1756000207420693e-10,7.1974900239403255e-10
4.2525,6.095501486066376e-10,6.449990408918343e-10,6.5932985935849696e-10,6.7506524706994983e-10,6.9452469896310154e-10,7.1645117648125259e-10,7.1864645895382874e-10
4.255,6.083600161442735e-10,6.4375298166715607e-10,6.5807611464855704e-10,6.738208265327234e-10,6.9328565901176266e-10,7.1522545007245959e-10,7.1742799525607933e-10
4.2575,6.0704613028870311e-10,6.4237757159766083e-10,6.5669476016516382e-10,6.7245419644881259e-10,6.9193040441622044e-10,7.1389011596577638e-10,7.1610091221834089e-10
4.26,6.0561604935452595e-10,6.4088064251048718e-10,6.5519367854174535e-10,6.7097321886900896e-10,6.9046678487388685e-10,7.1245307483965766e-10,7.1467310657397793e-10
4.2625,6.040779914470653e-10,6.3927074713169843e-10,6.5358148650199862e-10,6.6938644231546523e-10,6.8890323857791339e-10,7.1092272242672921e-10,7.1315296592724924e-10
4.265,6.0244050643780194e-10,6.3755677180262105e-10,6.5186707668348113e-10,6.6770263084009209e-10,6.8724831443586357e-10,7.0930743030503333e-10,7.1154886065476927e-10
4.2675,6.0071219936105412e-10,6.3574761420762821e-10,6.5005927259145913e-10,6.659304209644257e-10,6.855104309752142e-10,7.0761546109660463e-10,7.098690647554906e-10
4.27,5.9890143745810869e-10,6.3385187770276386e-10,6.4816657969398589e-10,6.6407810924163203e-10,6.8369775620275562e-10,7.0585493262292855e-10,7.0812170639063586e-10
4.2725,5.9701642021036304e-10,6.3187801962039747e-10,6.461974016248012e-10,6.6215395293575742e-10,6.8181849380249822e-10,7.0403407570162778e-10,7.0631501951284784e-10
4.275,5.9506542838956052e-10,6.2983466234252086e-10,6.4416034401731177e-10,6.6016645248747067e-10,6.7988107640143903e-10,7.0216120906681195e-10,7.0445730630707033e-10
4.2775,5.9305721588643634e-10,6.2773095684629326e-10,6.4206451340908064e-10,6.5812460884834617e-10,6.7789437002076487e-10,7.0024496208207153e-10,7.0255716173352031e-10
4.28,5.9100088200888393e-10,6.2557636562971064e-10,6.3991925413620526e-10,6.5603756305901692e-10,6.7586730127561066e-10,6.9829402504240595e-10,7.0062323354818857e-10
4.2825,5.8890564307269215e-10,6.2338037520459153e-10,6.3773386291577202e-10,6.5391429521324486e-10,6.738085624256337e-10,6.9631679650452337e-10,6.986638738752625e-10
4.285,5.867807144620984e-10,6.211524054125941e-10,6.355175391364193e-10,6.517636255227723e-10,6.7172659197498442e-10,6.9432132021627984e-10,6.9668707919946579e-10
4.2875,5.8463487222693322e-10,6.1890142940870221e-10,6.3327906382154358e-10,6.4959395277462966e-10,6.6962939978355093e-10,6.9231525139045337e-10,6.9470045865116969e-10
4.29,5.8247649240184083e-10,6.1663608024735447e-10,6.3102695209622725e-10,6.47413460079988e-10,6.6752484715350657e-10,6.9030611172601875e-10,6.9271148833412214e-10
4.2925,5.8031349331030585e-10,6.1436461514146238e-10,6.287693862307142e-10,6.4523002869143406e-10,6.6542052679989303e-10,6.8830115511201253e-10,6.9072737736838595e-10
4.295,5.7815318006769782e-10,6.1209471122304112e-10,6.2651394507940824e-10,6.4305090736902084e-10,6.6332336102655918e-10,6.8630691181425583e-10,6.8875459809795789e-10
4.2975,5.7600205141963529e-10,6.0983320217253439e-10,6.2426730631072801e-10,6.4088235366588031e-10,6.6123914609201127e-10,6.8432870418416921e-10,6.8679839961621937e-10
4.3,5.738659093735241e-10,6.0758616852454943e-10,6.2203537777827761e-10,6.3872982044266483e-10,6.5917280362804474e-10,6.8237090461079942e-10,6.8486306513910537e-10
4.3025,5.717499836288755e-10,6.0535910492448318e-10,6.198235128553018e-10,6.3659823814118358e-10,6.5712876317624859e-10,6.8043737114518953e-10,6.8295236253707437e-10
4.305,5.6965916636712418e-10,6.0315720143195981e-10,6.1763681049808133e-10,6.344923472487196e-10,6.5511131055438644e-10,6.7853186854662442e-10,6.8106996910529185e-10
4.3075,5.6759821485014413e-10,6.0098554745151902e-10,6.1548028876535671e-10,6.3241683630520698e-10,6.5312470842751426e-10,6.7665816079607934e-10,6.7921956615586236e-10
4.31,5.6557178785038595e-10,5.9884912123784111e-10,6.133588331302056e-10,6.3037618946786772e-10,6.5117298600235141e-10,6.7481975063665721e-10,6.7740457368984731e-10
4.3125,5.6358437627108872e-10,5.9675267646488316e-10,6.1127705355360366e-10,6.2837455518820706e-10,6.4925977696123471e-10,6.7301966365421837e-10,6.7562792916196446e-10
4.315,5.6164024613980152e-10,5.9470069311160438e-10,6.0923925830600738e-10,6.2641577998336376e-10,6.4738838400241275e-10,6.7126059713993484e-10,6.7389223546755429e-10
4.3175,5.5974341324310662e-10,5.9269740725664286e-10,6.0724953281643265e-10,6.2450354976975496e-10,6.4556200381978732e-10,6.6954508256860232e-10,6.7219991759078887e-10
4.32,5.5789777334501138e-10,5.9074698846294589e-10,6.0531194990477523e-10,6.2264160952406733e-10,6.4378397617997723e-10,6.6787584317144278e-10,6.7055358669673021e-10
4.3225,5.5610719454768438e-10,5.8885360141956218e-10,6.0343060080944238e-10,6.2083373744284737e-10,6.4205773471571777e-10,6.6625580586028e-10,6.689560593205658e-10
4.325,5.5437545067944512e-10,5.8702126521904338e-10,6.016094152807198e-10,6.1908355080891035e-10,6.4038653584653154e-10,6.6468769775348985e-10,6.6740995987273702e-10
4.3275,5.5270594778509931e-10,5.8525355089195756e-10,5.9985185218043168e-10,6.1739418277753331e-10,6.3877309846799069e-10,6.6317368842495608e-10,6.6591735670747968e-10
4.33,5.5110173338953142e-10,5.8355362884500415e-10,5.9816097726553802e-10,6.1576835983425076e-10,6.3721971000767598e-10,6.6171550439491149e-10,6.6447987051857401e-10
4.3325,5.495656535143716e-10,5.8192450800037496e-10,5.9653973395659773e-10,6.1420869898430833e-10,6.3572856553965248e-10,6.6031480905024196e-10,6.6309906543355709e-10
4.335,5.4810052826785328e-10,5.8036926028513479e-10,5.9499116640996218e-10,6.1271791967806334e-10,6.3430204461914535e-10,6.5897357366519679e-10,6.6177681212821549e-10
4.3375,5.467092341773155e-10,5.7889107744749011e-10,5.9351844657721385e-10,6.1129888512017233e-10,6.3294267342137772e-10,6.5769390448826084e-10,6.605151203892899e-10
4.34,5.4539469694757446e-10,5.7749320619911632e-10,5.9212478151590196e-10,6.0995457043170943e-10,6.3165313110825304e-10,6.5647810044859629e-10,6.5931619995486012e-10
4.3425,5.4416001521621248e-10,5.761790353816687e-10,5.9081351038183182e-10,6.086880864052732e-10,6.3043624181357204e-10,6.5532865894136927e-10,6.5818247609252977e-10
4.345,5.4300849161464473e-10,5.7495213877151001e-10,5.8958819848362343e-10,6.0750279968838833e-10,6.2929514159727392e-10,6.5424843082407706e-10,6.5711674178748091e-10
4.3475,5.4194349356750138e-10,5.7381616804802838e-10,5.8845255890836861e-10,6.0640231674897938e-10,6.2823328284003369e-10,6.5324054919039602e-10,6.5612207485227758e-10
4.35,5.4096871004843834e-10,5.727751279977239e-10,5.8741071219239548e-10,6.0539074464071495e-10,6.2725473893240762e-10,6.5230889762257606e-10,6.5520230545362347e-10
4.3525,5.4008780537897433e-10,5.7183300777432709e-10,5.8646679425367116e-10,6.0447222232048517e-10,6.2636358550349041e-10,6.5145746369589519e-10,6.5436137754299818e-10
4.355,5.3930449598140022e-10,5.7099381432020389e-10,5.8562492220840813e-10,6.0365082023998848e-10,6.2556379821189197e-10,6.5069022598721465e-10,6.5360323119594829e-10
4.3575,5.3862225725364661e-10,5.7026128696896923e-10,5.8488885917819929e-10,6.0293016112411094e-10,6.248588086333835e-10,6.5001044810031526e-10,6.5293110352852241e-10
4.36,5.3804455635789128e-10,5.6963915599448851e-10,5.8426228454011121e-10,6.0231374520232744e-10,6.2425194921292926e-10,6.494212272348012e-10,6.5234808025650938e-10
4.3625,5.3757471305768702e-10,5.6913099870874654e-10,5.8374875075707632e-10,6.0180502858916323e-10,6.2374661751780498e-10,6.4892588431288932e-10,6.5185748783745059e-10
4.365,5.3721588206459461e-10,5.6874018861667397e-10,5.8335169256272531e-10,6.0140755028452691e-10,6.2334642447220575e-10,6.4852800307246645e-10,6.5146291185648765e-10
4.3675,5.369709696612794e-10,5.6846981332496113e-10,5.8307435264119605e-10,6.0112476423028168e-10,6.2305497151179752e-10,6.4823133239215099e-10,6.5116812239066792e-10
4.37,5.3684263331316328e-10,5.6832273703911399e-10,5.8291980816422304e-10,6.0095991570248675e-10,6.2287565558260451e-10,6.4803950862140855e-10,6.5097678270905702e-10
4.3725,5.3683337604158731e-10,5.683017264378977e-10,5.8289101687247801e-10,6.0091605216556392e-10,6.2281163862782855e-10,6.4795586857538282e-10,6.5089226616393563e-10
4.375,5.3694557203962226e-10,5.6840941517942383e-10,5.8299072290543827e-10,6.0099600266720962e-10,6.22865875351423e-10,6.479835403233472e-10,6.5091772408662165e-10
4.3775,5.3718139078675908e-10,5.6864816236657549e-10,5.832213180894912e-10,6.0120225451748246e-10,6.2304100706748777e-10,6.4812537224493734e-10,6.5105604975566895e-10
4.38,5.3754260389684248e-10,5.6901985539763217e-10,5.8358471531094968e-10,6.0153687513768815e-10,6.2333936369293387e-10,6.483840583105877e-10,6.5130999692826117e-10
4.3825,5.3803057902254626e-10,5.6952593347336744e-10,5.8408242236608515e-10,6.0200154951324047e-10,6.2376292186867018e-10,6.4876185218356678e-10,6.516818759767194e-10
4.385,5.3864626335910011e-10,5.7016738309566639e-10,5.8471552816220679e-10,6.025975563795184e-10,6.2431313020968447e-10,6.4926040927565485e-10,6.5217339983757542e-10
4.3875,5.3939021961028749e-10,5.709447713919437e-10,5.8548468599662134e-10,6.0332574640628065e-10,6.2499093582380174e-10,6.4988093929490968e-10,6.5278585138320987e-10
4.39,5.4026257012619491e-10,5.7185820354771372e-10,5.8639004777579818e-10,6.0418644130997825e-10,6.2579684420578156e-10,6.5062428189309073e-10,6.535201343874645e-10
4.3925,5.412630420495405e-10,5.7290736051298274e-10,5.8743130804335208e-10,6.0517950394609594e-10,6.2673101878705095e-10,6.5149105439562063e-10,6.5437694528124896e-10
4.395,5.4239079726031099e-10,5.7409130827083711e-10,5.8860753937059093e-10,6.0630418272078612e-10,6.277930152028602e-10,6.52481287555914e-10,6.5535640805742427e-10
4.3975,5.4364438058103448e-10,5.7540841235584712e-10,5.8991707818342968e-10,6.0755896192831118e-10,6.289815905076065e-10,6.5359410620481596e-10,6.5645774081261302e-10
4.4,5.4502150363638576e-10,5.7685611796194587e-10,5.9135731251283317e-10,6.0894141696028349e-10,6.302946065476286e-10,6.5482771186429495e-10,6.5767922710889429e-10
4.4025,5.4651903911536803e-10,5.7843101398458256e-10,5.9292480037537015e-10,6.1044833541642808e-10,6.3172912907725128e-10,6.561794936284014e-10,6.5901832970600954e-10
4.405,5.4813308962266622e-10,5.8012893287348724e-10,5.946153808880654e-10,6.1207580282497288e-10,6.3328155831810507e-10,6.5764629221689131e-10,6.6047195963454534e-10
4.4075,5.4985897012233936e-10,5.8194490097724272e-10,5.9642411563723526e-10,6.1381912208911222e-10,6.3494750153779586e-10,6.5922419526483107e-10,6.6203629102276223e-10
4.41,5.5169132974250086e-10,5.8387321497706778e-10,5.9834531976485193e-10,6.1567286749583195e-10,6.3672185670484741e-10,6.6090861812525739e-10,6.6370683543560938e-10
4.4125,5.5362417130624719e-10,5.8590743584078385e-10,6.003725160060609e-10,6.1763081161025488e-10,6.3859873127863964e-10,6.6269401575125682e-10,6.6547815169726614e-10
4.415,5.5565087117529863e-10,5.8804043237899793e-10,6.0249848449670931e-10,6.196859377292162e-10,6.4057140116287545e-10,6.6457403430186163e-10,6.6734396694839289e-10
4.4175,5.577641520265887e-10,5.9026438021171466e-10,6.0471529858690141e-10,6.2183053192544868e-10,6.4263240759827351e-10,6.6654159740877675e-10,6.6929728590544406e-10
4.42,5.5995615536384949e-10,5.9257087279147039e-10,6.0701447810107461e-10,6.2405636427116491e-10,6.4477379117963365e-10,6.6858917286128587e-10,6.7133064885628828e-10
4.4225,5.6221837971313776e-10,5.9495088923450393e-10,6.0938696715239832e-10,6.2635459980877242e-10,6.4698701539826533e-10,6.7070857379638491e-10,6.734359267642546e-10
4.425,5.645417782460921e-10,5.9739489152510785e-10,6.1182320990590551e-10,6.2871585384074785e-10,6.4926294963609978e-10,6.7289096472716057e-10,6.7560434552532425e-10
4.4275,5.6691680519445204e-10,5.9989282599604804e-10,6.1431312015131229e-10,6.3113020301994153e-10,6.5159191718761776e-10,6.7512701152830194e-10,6.7782663725920657e-10
4.43,5.6933339074087532e-10,6.024340638767953e-10,6.1684601605308087e-10,6.3358714320408023e-10,6.5396365599289542e-10,6.7740678686316952e-10,6.8009294551289558e-10
4.4325,5.717808336632612e-10,6.0500727039837794e-10,6.1941048576038353e-10,6.3607549592904752e-10,6.5636717613073481e-10,6.7971954901867507e-10,6.8239259437521687e-10
4.435,5.7424772515357668e-10,6.0760034769390489e-10,6.2199433673453252e-10,6.3858330020248564e-10,6.5879070366993007e-10,6.8205373877712756e-10,6.847140785669042e-10
4.4375,5.7672204975791958e-10,6.1020058045106171e-10,6.2458476987084296e-10,6.4109799369069712e-10,6.6122193615005056e-10,6.8439729711521982e-10,6.8704537871569479e-10
4.44,5.7919140778349202e-10,6.1279493590454503e-10,6.2716874586222754e-10,6.4360675277700849e-10,6.6364830747161316e-10,6.8673791865989171e-10,6.893742207284885e-10
4.4425,5.8164333276241817e-10,6.1537039739375163e-10,6.2973330370396204e-10,6.4609681985717555e-10,6.6605723428906387e-10,6.8906324981425091e-10,6.9168828090124741e-10
4.445,5.8406542342136335e-10,6.1791403032083074e-10,6.3226556494064971e-10,6.4855548604347183e-10,6.6843614821115692e-10,6.9136091836524072e-10,6.9397521834460017e-10
4.4475,5.8644539514974268e-10,6.2041296663288452e-10,6.3475265712311832e-10,6.5097004959460177e-10,6.7077252884248445e-10,6.9361856319558557e-10,6.9622269862185675e-10
4.45,5.887710352056011e-10,6.2285433650842708e-10,6.371816369784111e-10,6.5332774022031131e-10,6.7305380853756441e-10,6.9582374938521242e-10,6.98418313512335e-10
4.4525,5.9103019717461576e-10,6.2522527475995081e-10,6.3953955000761079e-10,6.5561581694676929e-10,6.7526745500496207e-10,6.9796405534877513e-10,7.005496617336543e-10
4.455,5.9321085225797852e-10,6.2751306030772899e-10,6.4181362010283248e-10,6.5782172599957678e-10,6.7740110042367446e-10,7.0002720960862134e-10,7.0260448810826925e-10
4.4575,5.9530128452110083e-10,6.2970538587182108e-10,6.4399153821188719e-10,6.5993336653685444e-10,6.7944280637326992e-10,7.020013499385177e-10,7.0457094089654304e-10
4.46,5.9729034198809342e-10,6.3179063889753679e-10,6.4606173890524842e-10,6.6193938440601633e-10,6.8138139330243812e-10,7.0387544975489e-10,7.0643800563131582e-10
4.4625,5.9916768742098191e-10,6.3375811504485435e-10,6.4801358006021714e-10,6.6382929705952291e-10,6.8320656430107329e-10,7.0563938908522068e-10,7.0819556550317096e-10
4.465,6.009237001379008e-10,6.3559782225091433e-10,6.4983708375322845e-10,6.6559323480407029e-10,6.8490858402690656e-10,7.0728354571271643e-10,7.0983399869418989e-10
4.4675,6.0254945557389181e-10,6.3730042890160353e-10,6.5152289525372505e-10,6.6722193916931375e-10,6.8647832241539764e-10,7.0879890519994729e-10,7.1134429318462667e-10
4.47,6.0403666755369199e-10,6.3885725347038307e-10,6.5306234492307388e-10,6.6870684642122302e-10,6.8790732716931986e-10,7.1017709206188239e-10,7.1271807349152697e-10
4.4725,6.0537788696968663e-10,6.402605560988652e-10,6.5444780777373387e-10,6.7004049307533758e-10,6.8918822779731982e-10,7.114108280720794e-10,7.1394806524361716e-10
4.475,6.0656662883870768e-10,6.4150366576270798e-10,6.5567277515312719e-10,6.7121654226185784e-10,6.9031476903388439e-10,7.1249394085601723e-10,7.1502810322958213e-10
4.4775,6.0759735444638503e-10,6.4258093751999064e-10,6.5673175147738232e-10,6.7222964181920003e-10,6.9128164812530353e-10,7.1342118732369397e-10,7.159529481869206e-10
4.48,6.0846553806907368e-10,6.4348777744959502e-10,6.5762023851251697e-10,6.7307536797073423e-10,6.9208449384873914e-10,7.1418824596082408e-10,7.1671827965343818e-10
4.4825,6.0916755665452702e-10,6.4422047941820473e-10,6.5833456372299847e-10,6.7375011600676894e-10,6.9271975410348729e-10,7.1479156988532168e-10,7.173205473549007e-10
4.485,6.0970063876742989e-10,6.4477615799265628e-10,6.5887183999128095e-10,6.7425106024338155e-10,6.9318464534872858e-10,7.1522834315974378e-10,7.1775693215096581e-10
4.4875,6.1006290293246865e-10,6.4515281136794166e-10,6.5923007965886974e-10,6.745762848928508e-10,6.9347731752773078e-10,7.1549668307559902e-10,7.1802554914792671e-10
4.49,6.1025337777433118e-10,6.4534939220975264e-10,6.5940826801098771e-10,6.7472482177905094e-10,6.9359684156083393e-10,7.1559567562505299e-10,7.1812548171141715e-10
4.4925,6.1027204027062505e-10,6.4536585710199835e-10,6.5940642550886662e-10,6.7469669635166422e-10,6.9354325439401099e-10,7.1552536076887825e-10,7.1805676537139847e-10
4.495,6.1011966442933928e-10,6.4520298663313346e-10,6.5922540618885439e-10,6.7449282847910717e-10,6.9331752140241137e-10,7.1528672720022806e-10,7.1782038101531617e-10
4.4975,6.0979766329994609e-10,6.4486219295895287e-10,6.5886667848672696e-10,6.741148378065291e-10,6.9292134556938824e-10,7.1488146409653031e-10,7.174180090890318e-10
4.5,6.0930812493212255e-10,6.4434556510673085e-10,6.5833237420170719e-10,6.7356499430461068e-10,6.9235709390126712e-10,7.1431193018333528e-10,7.1685200002485644e-10
4.5025,6.0865382070296489e-10,6.4365593136083711e-10,6.5762536482159809e-10,6.7284619193560304e-10,6.9162764933818385e-10,7.1358098909708479e-10,7.1612521130299439e-10
4.505,6.0783834142381099e-10,6.4279701542265748e-10,6.5674943579147443e-10,6.7196216858270757e-10,6.9073672004569863e-10,7.1269235607595569e-10,7.1524135209440655e-10
4.5075,6.0686608621243608e-10,6.4177338313940965e-10,6.5570919648384728e-10,6.7091745083989511e-10,6.8968873275058156e-10,7.1165041348276672e-10,7.1420479278373347e-10
4.51,6.057422127208625e-10,6.4059035323149828e-10,6.545099641028276e-10,6.6971728693643286e-10,6.8848886798946276e-10,7.1046024457969971e-10,7.1302060222872253e-10
4.5125,6.0447254434744564e-10,6.3925389812290493e-10,6.531576734687816e-10,6.68367570303872e-10,6.8714300856973052e-10,7.0912767644554144e-10,7.1169459558763495e-10
4.515,6.0306363252429407e-10,6.3777076479630094e-10,6.5165902988580112e-10,6.668749314660599e-10,6.856577853273332e-10,7.0765931145489731e-10,7.1023336608409788e-10
4.5175,6.0152284290428866e-10,6.3614859408796655e-10,6.5002167902667615e-10,6.6524698589658661e-10,6.8404079350886247e-10,7.0606272292949887e-10,7.086444811902323e-10
4.52,5.9985837526444854e-10,6.3439593496171869e-10,6.482542199109327e-10,6.6349236124207034e-10,6.8230063848326474e-10,7.0434650318763528e-10,7.069365263428823e-10
4.5225,5.9807912993342459e-10,6.3252207605990544e-10,6.4636601394984783e-10,6.6162044245472188e-10,6.8044671724668966e-10,7.0252006583951e-10,7.0511890460618233e-10
4.525,5.9619444316386794e-10,6.3053676547828021e-10,6.443668685097805e-10,6.5964096251249829e-10,6.7848871729806663e-10,7.005930452168278e-10,7.0320123487060427e-10
4.5275,5.9421397721134503e-10,6.2845007674878623e-10,6.4226687947322022e-10,6.5756388321707442e-10,6.7643654727376111e-10,6.9857528070650504e-10,7.0119333812335769e-10
4.53,5.9214753197199447e-10,6.262722048182237e-10,6.4007624254797936e-10,6.5539929981145939e-10,6.7430024476161305e-10,6.9647675694549093e-10,6.9910518223109296e-10
4.5325,5.9000497118139997e-10,6.2401340843845195e-10,6.3780521695044482e-10,6.5315741036973669e-10,6.7208996723051119e-10,6.943076552956921e-10,6.9694694034773057e-10
4.535,5.877963603052071e-10,6.2168418701579366e-10,6.3546431227786264e-10,6.5084867832958278e-10,6.6981614328352336e-10,6.9207841028902704e-10,6.9472905138016506e-10
4.5375,5.8553207679816749e-10,6.1929541139328322e-10,6.3306440898328189e-10,6.4848388536084922e-10,6.6748941642888049e-10,6.8979959944628159e-10,6.9246209620456308e-10
4.54,5.8322265223631959e-10,6.1685813561100476e-10,6.3061656563144687e-10,6.4607392869021415e-10,6.6512046168439135e-10,6.8748169067440435e-10,6.9015652956156033e-10
4.5425,5.8087862662367524e-10,6.1438339438752314e-10,6.2813180460537442e-10,6.4362961898665892e-10,6.6271989588592368e-10,6.8513507621989304e-10,6.8782271305914519e-10
4.545,5.7850999777037261e-10,6.1188161496674343e-10,6.2562052703197943e-10,6.4116115489001844e-10,6.6029779418570209e-10,6.8276960403019888e-10,6.8547045939020999e-10
