Physical Time (s),enth_flux_pressure_right Monitor (kg-m/s^3): right_cv1,enth_flux_pressure_right Monitor (kg-m/s^3): right_cv2,enth_flux_pressure_right Monitor (kg-m/s^3): right_cv3,enth_flux_pressure_right Monitor (kg-m/s^3): right_cv4,enth_flux_pressure_right Monitor (kg-m/s^3): right_cv5,enth_flux_pressure_right Monitor (kg-m/s^3): right_cv6,enth_flux_pressure_right Monitor (kg-m/s^3): right_cv7
4.0175,0.00014456441643103486,4.3023913526527358e-05,3.8196812267467864e-05,3.9786294843394344e-05,3.9841439200738576e-05,3.7923044923232217e-05,3.5466532424544139e-05
4.02,0.00014440485184353863,4.2623147081126312e-05,3.7693820247343591e-05,3.9341017247305019e-05,3.9363751329405851e-05,3.7553859762689636e-05,3.5114317626878822e-05
4.0225,0.00014415499515397918,4.2341502422496802e-05,3.727862697030833e-05,3.89510118791553e-05,3.8886367465080113e-05,3.7149510346766833e-05,3.4703723852419664e-05
4.025,0.00014381931304791864,4.2182136933619009e-05,3.695714672494058e-05,3.8612392721142318e-05,3.8433305097076336e-05,3.6708959961108544e-05,3.423896435979778e-05
4.0275,0.00014339282934861721,4.2144700932050203e-05,3.6728700558619699e-05,3.8342722905327525e-05,3.8003165495422347e-05,3.6237240316778513e-05,3.3723234706065972e-05
4.03,0.00014288520905827943,4.2231023656406718e-05,3.6598115837129837e-05,3.813081603032372e-05,3.7586695235804232e-05,3.5739446493432861e-05,3.3155957378086852e-05
4.0325,0.00014230355258113703,4.2440932971612788e-05,3.6567272041532195e-05,3.7979312811222587e-05,3.7197450762157252e-05,3.521689541240634e-05,3.2539513540274061e-05
4.035,0.00014165751744127641,4.2775049950191237e-05,3.6643683953045114e-05,3.7893413264059988e-05,3.684008840775311e-05,3.4672895250315499e-05,3.1879654643137006e-05
4.0375,0.00014095157333921746,4.3237028478888945e-05,3.6825734820886756e-05,3.7863560775321767e-05,3.6508799608009115e-05,3.4112977733672462e-05,3.1183443188629272e-05
4.04,0.00014019473095178682,4.3828859888323429e-05,3.7123070212193092e-05,3.7898651231496987e-05,3.6204405838805752e-05,3.3535193049333928e-05,3.0452057039804611e-05
4.0425,0.00013939691729640961,4.4552292885260379e-05,3.7534655813327435e-05,3.7990811740463896e-05,3.5943074578408341e-05,3.2947998149163124e-05,2.9687501384432374e-05
4.045,0.00013856606464195145,4.5407001911728867e-05,3.805933702957065e-05,3.8141525313139558e-05,3.5715431705268416e-05,3.2350293855910518e-05,2.8898010278873103e-05
4.0475,0.00013771000344339071,4.6396884965005303e-05,3.8702907011977348e-05,3.8342322788262475e-05,3.5522966549020104e-05,3.175343574883043e-05,2.8085865710363171e-05
4.05,0.00013683908841511031,4.752045230990394e-05,3.9453147429578043e-05,3.8587211670655872e-05,3.5360980855012737e-05,3.1156525818832321e-05,2.7252026132120816e-05
4.0525,0.00013596457771131214,4.8775524041865308e-05,4.0304456462986515e-05,3.8874003674246489e-05,3.5232836821998242e-05,3.0558633743262859e-05,2.6402937530359572e-05
4.055,0.00013509401168704799,5.0155946848481026e-05,4.1246824179194575e-05,3.9193620098894415e-05,3.5130855167995022e-05,2.9967063483747969e-05,2.554354628465851e-05
4.0575,0.00013424297541513456,5.1656671551762815e-05,4.2252819181985579e-05,3.954007082580215e-05,3.5056317465323653e-05,2.9381079161356288e-05,2.4675046544083902e-05
4.06,0.00013341677767536196,5.3262857856751536e-05,4.3304458075556772e-05,3.9908242669468611e-05,3.5002889678442125e-05,2.8802968949335704e-05,2.380296671335997e-05
4.0625,0.00013262505322942007,5.4961015806439394e-05,4.4380859518671859e-05,4.029040798349571e-05,3.4966080879555512e-05,2.8243074734307495e-05,2.2933251318976022e-05
4.065,0.00013187806941520512,5.6730193608722479e-05,4.5456156470195802e-05,4.0680109769044986e-05,3.4943360897914188e-05,2.7698621270751395e-05,2.2069896969470909e-05
4.0675,0.00013118718742756433,5.8539123708287527e-05,4.6507537299865387e-05,4.1063394968220717e-05,3.4929402280556574e-05,2.7173317452177744e-05,2.1215550976130747e-05
4.07,0.00013055495502462222,6.0354940043530944e-05,4.7512186882518739e-05,4.1427410258039212e-05,3.4923694379483374e-05,2.6667628811526497e-05,2.0372834212076337e-05
4.0725,0.00012999200185673292,6.2133516928457907e-05,4.8448450760381909e-05,4.1759065041258835e-05,3.4918950054745053e-05,2.6180055640763674e-05,1.9545627355357974e-05
4.075,0.00012950645759676399,6.3833830580443463e-05,4.9290532175974137e-05,4.205228995738442e-05,3.4911052860667414e-05,2.5716736809540554e-05,1.8737060356487739e-05
4.0775,0.00012910293141383015,6.5400437991041104e-05,5.0011973829583778e-05,4.2290160751323863e-05,3.4898008996774981e-05,2.5271944949954079e-05,1.7949636434029515e-05
4.08,0.00012878615841637961,6.6777762325233119e-05,5.0606598277528359e-05,4.246887432911963e-05,3.4869875898837897e-05,2.4851442753116047e-05,1.7185945139173907e-05
4.0825,0.00012856029589859082,6.7912695287926608e-05,5.104971829202233e-05,4.2583920181166428e-05,3.4822677662597735e-05,2.4453153025549017e-05,1.6449877216322782e-05
4.085,0.00012842896247507743,6.8752611115502138e-05,5.1324329220583417e-05,4.2624791909420198e-05,3.4759204523908182e-05,2.4079312251139053e-05,1.5745302507874635e-05
4.0875,0.00012839506622256899,6.9252465428062946e-05,5.1432422044112465e-05,4.2583344984401955e-05,3.4683562969639676e-05,2.3729957413231078e-05,1.5073952017143043e-05
4.09,0.00012845925914301711,6.9383491957895221e-05,5.1359261372755166e-05,4.2459512187932821e-05,3.4579141959048238e-05,2.3399741232924023e-05,1.4437273462568544e-05
4.0925,0.00012862719840431435,6.9126022355733789e-05,5.1105447645607539e-05,4.2247459997173819e-05,3.4441477789447944e-05,2.3099152406264641e-05,1.3836904844835024e-05
4.095,0.00012889304388719749,6.8482715780373503e-05,5.067927208335771e-05,4.1953039360339427e-05,3.4269594385611612e-05,2.2826007443777018e-05,1.3275490067270372e-05
4.0975,0.00012926010887990714,6.7469303673478454e-05,5.0099773949540831e-05,4.1594500395544698e-05,3.4077328157233794e-05,2.2578262052189958e-05,1.2753315273169984e-05
4.1,0.00012972300592952498,6.6137062252168475e-05,4.9378046475827453e-05,4.1173874424223256e-05,3.3852373910577915e-05,2.2325321866190961e-05,1.2271631813453303e-05
4.1025,0.00013027928707044699,6.4526041818601071e-05,4.8532333744040781e-05,4.0696596063687664e-05,3.3608128223999995e-05,2.2105980568803349e-05,1.1833332173534842e-05
4.105,0.00013092551321776096,6.2695285357093297e-05,4.7581523564948975e-05,4.0167488143785271e-05,3.3348745769341416e-05,2.1919471047576915e-05,1.1437262655372491e-05
4.1075,0.00013164955769832522,6.0711862591599516e-05,4.6552850100592456e-05,3.9596995207625929e-05,3.3070481614683938e-05,2.1771535080490531e-05,1.1082903062677523e-05
