Physical Time (s),lift Monitor (N)
2.055,-5.2688774962306452e-05
2.0575,-5.4880683629283238e-05
2.06,-5.689360974064476e-05
2.0625,-5.8718158948591176e-05
2.065,-6.0347881341626345e-05
2.0675,-6.1776229921132954e-05
2.07,-6.2993859955223091e-05
2.0725,-6.3994853320999281e-05
2.075,-6.4776007598397963e-05
2.0775,-6.5334234308222003e-05
2.08,-6.5666142376980327e-05
2.0825,-6.5770935962652517e-05
2.085,-6.5644814720510061e-05
2.0875,-6.5289347083750973e-05
2.09,-6.4704768920407458e-05
2.0925,-6.3892057324240601e-05
2.095,-6.2851643915551872e-05
2.0975,-6.1586538759267521e-05
2.1,-6.0100490803600836e-05
2.1025,-5.8399685722907751e-05
2.105,-5.648869345553123e-05
2.1075,-5.4371808474229876e-05
2.11,-5.2057833589805018e-05
2.1125,-4.9554809839514845e-05
2.115,-4.6869484180000321e-05
2.1175,-4.4010341288077172e-05
2.12,-4.0984591360359389e-05
2.1225,-3.7804500292632577e-05
2.125,-3.4479185051009163e-05
2.1275,-3.1020035611896954e-05
2.13,-2.7439997233454942e-05
2.1325,-2.3747393552082821e-05
2.135,-1.9957042130268277e-05
2.1375,-1.6081836884541251e-05
2.14,-1.2137088812323231e-05
2.1425,-8.1298457107184555e-06
2.145,-4.0747474631216001e-06
2.1475,1.3638166351483865e-08
2.15,4.121866903549794e-06
2.1525,8.2344568348248005e-06
2.155,1.2335762120051337e-05
2.1575,1.641282429474411e-05
2.16,2.0462130963903328e-05
2.1625,2.4454909199454548e-05
2.165,2.8377535453333354e-05
2.1675,3.2208106044668754e-05
2.17,3.5943338424668536e-05
2.1725,3.9579238455198155e-05
2.175,4.3101164285469166e-05
2.1775,4.6484031974510629e-05
2.18,4.9711917670604598e-05
2.1825,5.2775798849975795e-05
2.185,5.5668412230506156e-05
2.1875,5.8375295353608828e-05
2.19,6.0885613844564979e-05
2.1925,6.3185799090785931e-05
2.195,6.5268401246316987e-05
2.1975,6.7106321310686192e-05
2.2,6.8727257899344033e-05
2.2025,7.0119968241727352e-05
2.205,7.1273106423200527e-05
2.2075,7.2175261186338825e-05
2.21,7.2816703190439866e-05
2.2125,7.3194690596881714e-05
2.215,7.3314327298191204e-05
2.2175,7.3179410756159892e-05
2.22,7.2790889282663905e-05
2.2225,7.2144088497347775e-05
2.225,7.1238492636693996e-05
2.2275,7.0078485140521887e-05
2.23,6.8669026327083027e-05
2.2325,6.701599727538648e-05
2.235,6.5121745125118022e-05
2.2375,6.299425445275627e-05
2.24,6.063874272849789e-05
2.2425,5.806296340195393e-05
2.245,5.5276556769293935e-05
2.2475,5.2297354053108877e-05
2.25,4.9121025734400938e-05
2.2525,4.5748169564835795e-05
2.255,4.2207861722017104e-05
2.2575,3.8509470249813678e-05
2.26,3.466117600346158e-05
2.2625,3.0679448152832229e-05
2.265,2.6579887113785623e-05
2.2675,2.2374035432529286e-05
2.27,1.8075839260680296e-05
2.2725,1.3698721873548374e-05
2.275,9.2563129447705994e-06
2.2775,4.7665940914976624e-06
2.28,2.4375407016499412e-07
2.2825,-4.2976122125937582e-06
2.285,-8.8433023873416846e-06
2.2875,-1.3369165414996974e-05
2.29,-1.7876544967140025e-05
2.2925,-2.2337609157424183e-05
2.295,-2.6740826571330429e-05
2.2975,-3.1064866451455003e-05
2.3,-3.5287622608365271e-05
2.3025,-3.9397026762055695e-05
2.305,-4.3383439813721536e-05
2.3075,-4.7238699557775495e-05
2.31,-5.0942409893121263e-05
2.3125,-5.4477112408766418e-05
2.315,-5.7826407911729478e-05
2.3175,-6.0977753969951742e-05
2.32,-6.3919959725756504e-05
2.3225,-6.6646593841244325e-05
2.325,-6.9162019114488244e-05
2.3275,-7.1436892905187382e-05
2.33,-7.3444432502239409e-05
2.3325,-7.5176022637391012e-05
2.335,-7.6644375154689926e-05
2.3375,-7.7860930548228496e-05
2.34,-7.8812780109326655e-05
2.3425,-7.9479503109539519e-05
2.345,-7.9853381187813095e-05
2.3475,-7.9938153124672114e-05
2.35,-7.9738973892309775e-05
2.3525,-7.9257725034511721e-05
2.355,-7.8474019776294583e-05
2.3575,-7.7421297594538357e-05
2.36,-7.6101423246983084e-05
2.3625,-7.4506761213251335e-05
2.365,-7.2644979282251974e-05
2.3675,-7.052047523587143e-05
2.37,-6.8139054112223375e-05
2.3725,-6.550894398497764e-05
2.375,-6.2645238726443447e-05
2.3775,-5.9562724530229883e-05
2.38,-5.6265342035657329e-05
2.3825,-5.2760726016636529e-05
2.385,-4.9058850746631173e-05
2.3875,-4.5177016765103687e-05
2.39,-4.1129747270216428e-05
2.3925,-3.6927695399265699e-05
2.395,-3.2584441951674237e-05
2.3975,-2.8115994005263642e-05
2.4,-2.3533476121767595e-05
2.4025,-1.8854665560249972e-05
2.405,-1.4098721846859257e-05
2.4075,-9.2770879208929742e-06
2.41,-4.4071892804227524e-06
2.4125,4.93858459094898e-07
2.415,5.4108023991498696e-06
2.4175,1.0325104782047409e-05
2.42,1.5229120935652435e-05
2.4225,2.008223010767757e-05
2.425,2.488320880446546e-05
2.4275,2.9607864496896113e-05
2.43,3.4243503412547282e-05
2.4325,3.8779040954917676e-05
2.435,4.3195351242434879e-05
2.4375,4.746445984144642e-05
2.44,5.1568431997980429e-05
2.4425,5.5495733696773919e-05
2.445,5.9242049904770393e-05
2.4475,6.27847646420882e-05
2.45,6.6111477471513788e-05
2.4525,6.9208553783433178e-05
2.455,7.2066623676428696e-05
2.4575,7.4677799145728897e-05
2.46,7.7030303054745632e-05
2.4625,7.9113804016191271e-05
2.465,8.0917627560620587e-05
2.4675,8.2431785445755959e-05
2.47,8.3647933990833452e-05
2.4725,8.4561194360165703e-05
2.475,8.5169203037220077e-05
2.4775,8.5468314880110934e-05
2.48,8.5458596860401347e-05
2.4825,8.5141664146877444e-05
2.485,8.4518008908026273e-05
2.4875,8.3568250198675495e-05
2.49,8.232885684564896e-05
2.4925,8.081064538978764e-05
2.495,7.9001980839259772e-05
2.4975,7.6909663668212419e-05
2.5,7.4542152781468228e-05
2.5025,7.1903773795199932e-05
2.505,6.9003839920164469e-05
2.5075,6.5858338818457223e-05
2.51,6.2480514956204887e-05
2.5125,5.8880225060647438e-05
2.515,5.5065796700817801e-05
2.5175,5.1049581405157483e-05
2.52,4.6851977780168161e-05
2.5225,4.248193424302161e-05
2.525,3.7941754854268063e-05
2.5275,3.326378790144346e-05
2.53,2.8459047235318589e-05
2.5325,2.353686534316688e-05
2.535,1.8519380047618173e-05
2.5375,1.3426468120045226e-05
2.54,8.2757269761321022e-06
2.5425,3.0813977978692322e-06
2.545,-2.1384911275390395e-06
2.5475,-7.3658840711260762e-06
2.55,-1.2580957198935746e-05
2.5525,-1.7767179460840432e-05
2.555,-2.2908430020767423e-05
2.5575,-2.7984968273966186e-05
2.56,-3.2974979937593066e-05
2.5625,-3.786074294214981e-05
2.565,-4.2623483966472937e-05
2.5675,-4.724789711564546e-05
2.57,-5.1714310839880067e-05
2.5725,-5.6003538809194309e-05
2.575,-6.0104177127943104e-05
2.5775,-6.3996258014811707e-05
2.58,-6.766307696891939e-05
2.5825,-7.1091647593992402e-05
2.585,-7.4268976321855001e-05
2.5875,-7.7182463318559104e-05
2.59,-7.9821032358441888e-05
2.5925,-8.2176349360757778e-05
2.595,-8.4236818842428634e-05
2.5975,-8.5992385650948919e-05
2.6,-8.7438324981110773e-05
2.6025,-8.8567598674894253e-05
2.605,-8.9376395772368267e-05
2.6075,-8.9864373788653545e-05
2.61,-9.0025574614062867e-05
2.6125,-8.9860819294962328e-05
2.615,-8.9373775856035626e-05
2.6175,-8.8564172469521901e-05
2.62,-8.7437677175601994e-05
2.6225,-8.6000008588899614e-05
2.625,-8.4256949307167395e-05
2.6275,-8.221496441147922e-05
2.63,-7.9881601123641603e-05
2.6325,-7.7263221302482519e-05
2.635,-7.4368883449961058e-05
2.6375,-7.1208209939952738e-05
2.64,-6.7791549221004303e-05
2.6425,-6.4131148429104009e-05
2.645,-6.024055048779568e-05
2.6475,-5.6130892146895144e-05
2.65,-5.1819754995032923e-05
2.6525,-4.732085309147508e-05
2.655,-4.2646206687131912e-05
2.6575,-3.781576954894993e-05
2.66,-3.2843713446225767e-05
2.6625,-2.7746992700257982e-05
2.665,-2.2541289252064188e-05
2.6675,-1.7246736274604806e-05
2.67,-1.1879309956578258e-05
2.6725,-6.456490225647618e-06
2.675,-9.9729713957374588e-07
2.6775,4.4765410892869457e-06
2.68,9.9462745641764052e-06
2.6825,1.5394823668722873e-05
2.685,2.0805402485508512e-05
2.6875,2.6158120384438576e-05
2.69,3.1431204609156235e-05
2.6925,3.6605427956203562e-05
2.695,4.165867042508116e-05
2.6975,4.6573742216264438e-05
2.7,5.1333372254946037e-05
2.7025,5.5918187010623373e-05
2.705,6.0310911459640839e-05
2.7075,6.4493371936683323e-05
2.71,6.8450013337640193e-05
2.7125,7.2164309899377694e-05
2.715,7.5618397394114814e-05
2.7175,7.8802923767297609e-05
2.72,8.1704954393021701e-05
2.7225,8.4314042998647604e-05
2.725,8.6619877833298096e-05
2.7275,8.8611049093100051e-05
2.73,9.0281783360341491e-05
2.7325,9.1625546116233484e-05
2.735,9.2638371666865622e-05
2.7375,9.3317155634382824e-05
2.74,9.3657348138101437e-05
2.7425,9.3659160629945603e-05
2.745,9.3324220487477373e-05
2.7475,9.2650835131002725e-05
2.75,9.1641482132170883e-05
2.7525,9.0303567462231656e-05
2.755,8.864065541310033e-05
2.7575,8.6659648145182285e-05
2.76,8.4369591219652667e-05
2.7625,8.1776934834109846e-05
2.765,7.8892029673067568e-05
2.7675,7.5726595264769239e-05
2.77,7.2290385362704828e-05
2.7725,6.8595349426480999e-05
2.775,6.4655426933230763e-05
2.7775,6.0484702199350199e-05
2.78,5.6098183703344959e-05
2.7825,5.1509176549095456e-05
2.785,4.6732561704294472e-05
2.7875,4.1785671761390824e-05
2.79,3.6685558296857291e-05
2.7925,3.144887885060232e-05
2.795,2.6091098496686266e-05
2.7975,2.0633018834292267e-05
2.8,1.5093542274518955e-05
2.8025,9.4892605416900835e-06
2.805,3.8378066293595775e-06
2.8075,-1.837745814964988e-06
2.81,-7.5170329036767512e-06
2.8125,-1.318247415807853e-05
2.815,-1.8815706442327273e-05
2.8175,-2.4395296464671232e-05
2.82,-2.9901117234567676e-05
2.8225,-3.5311867013191271e-05
2.825,-4.0606995193470422e-05
2.8275,-4.5766497482127631e-05
2.83,-5.0769879257126906e-05
2.8325,-5.5601136024072484e-05
2.835,-6.0239255622614361e-05
2.8375,-6.4667268728779785e-05
2.84,-6.8852601611760325e-05
2.8425,-7.2790355767556947e-05
2.845,-7.6477977327514565e-05
2.8475,-7.9900155228766829e-05
2.85,-8.3039447795376641e-05
2.8525,-8.5866435121241129e-05
2.855,-8.8375155874311959e-05
2.8575,-9.0567273773101684e-05
2.86,-9.2438935121131894e-05
2.8625,-9.3977101253789151e-05
2.865,-9.5172770891908782e-05
2.8675,-9.6023700212014956e-05
2.87,-9.6549088220022528e-05
2.8725,-9.6709874548948151e-05
2.875,-9.6498785581594876e-05
2.8775,-9.5930028114000085e-05
2.88,-9.5011908221596578e-05
2.8825,-9.3757557144830166e-05
2.885,-9.2177406144586924e-05
2.8875,-9.0267988100281848e-05
2.89,-8.8031398660938948e-05
2.8925,-8.547251262043892e-05
2.895,-8.2604939794941382e-05
2.8975,-7.9442995563531885e-05
2.9,-7.6002188379871986e-05
2.9025,-7.2292995437320549e-05
2.905,-6.8327146033813404e-05
2.9075,-6.4121705674260093e-05
2.91,-5.9688559950655832e-05
2.9125,-5.5043763553139832e-05
2.915,-5.0202941429222832e-05
2.9175,-4.5181253975800799e-05
2.92,-3.9994325052089076e-05
2.9225,-3.4663001297534783e-05
2.925,-2.9202337150042293e-05
2.9275,-2.362775084780097e-05
2.93,-1.7962422993884706e-05
2.9325,-1.2222070890947532e-05
2.935,-6.4282151634287534e-06
2.9375,-6.0119830100075295e-07
2.94,5.2371793079715485e-06
2.9425,1.1069941113650133e-05
2.945,1.6874018295630484e-05
2.9475,2.2631946307385348e-05
2.95,2.8323471325095014e-05
2.9525,3.3924056499798203e-05
2.955,3.9412667913955658e-05
2.9575,4.4768395113687837e-05
2.96,4.9971288707744106e-05
2.9625,5.5002768038287611e-05
2.965,5.9841766301959047e-05
2.9675,6.4471018334103739e-05
2.97,6.8872375094652442e-05
2.9725,7.3026249581978174e-05
2.975,7.6916125143561279e-05
2.9775,8.0528006374432068e-05
2.98,8.3849418569609789e-05
2.9825,8.6868233137626238e-05
2.985,8.9570605652992898e-05
2.9875,9.1947251722735083e-05
2.99,9.3988957776112606e-05
2.9925,9.5686965010220243e-05
2.995,9.703478894342229e-05
2.9975,9.8028622271208876e-05
3.0,9.866596162820208e-05
3.0025,9.8945268161026583e-05
3.005,9.8865236335947106e-05
3.0075,9.8426751509003759e-05
3.01,9.7632946047283809e-05
3.0125,9.6486129036031708e-05
3.015,9.4990225508767635e-05
3.0175,9.315477264014015e-05
3.02,9.0987391226305178e-05
3.0225,8.8496428274267668e-05
3.025,8.5690703414001987e-05
3.0275,8.2579799666745524e-05
3.03,7.9176607250811771e-05
3.0325,7.5493107516255993e-05
3.035,7.154120401744653e-05
3.0375,6.7336150914404908e-05
3.04,6.2893241687497485e-05
3.0425,5.8228570139141734e-05
3.045,5.3355203332495752e-05
3.0475,4.8290279673162748e-05
3.05,4.3050631755134767e-05
3.0525,3.7655416644975483e-05
3.055,3.2121021745561724e-05
3.0575,2.6465938152052854e-05
3.06,2.0710239570866007e-05
3.0625,1.4872743338612275e-05
3.065,8.9719271992575333e-06
3.0675,3.0307020992694985e-06
3.07,-2.9317138976568285e-06
3.0725,-8.8920799750831463e-06
3.075,-1.4832575463523946e-05
3.0775,-2.0732169421116446e-05
3.08,-2.6569630139110046e-05
3.0825,-3.2324420302335915e-05
3.085,-3.7971113161148379e-05
3.0875,-4.3490239948461388e-05
3.09,-4.8862910965066409e-05
3.0925,-5.4071152682524662e-05
3.095,-5.9091752686642865e-05
3.0975,-6.39021387552971e-05
3.1,-6.8485115963666776e-05
3.1025,-7.2822216065580793e-05
3.105,-7.6891834182947591e-05
3.1075,-8.0679847084899286e-05
3.11,-8.4175077191340139e-05
3.1125,-8.7361359739983414e-05
3.115,-9.0228308652863553e-05
3.1175,-9.2765510426792071e-05
3.12,-9.4962304371705225e-05
3.1225,-9.6811590806377933e-05
3.125,-9.8303653185873076e-05
3.1275,-9.9435033000949263e-05
3.13,-0.00010020356106743954
3.1325,-0.00010060714316447165
3.135,-0.00010064146708641348
3.1375,-0.00010030993994487842
3.14,-9.9616385063935574e-05
3.1425,-9.8560769223256941e-05
3.145,-9.7149095810730458e-05
3.1475,-9.5389280667888119e-05
3.15,-9.3287996322870834e-05
3.1525,-9.0852128856241151e-05
3.155,-8.8095534568983347e-05
3.1575,-8.5027839398903708e-05
3.16,-8.1654699223018124e-05
3.1625,-7.7993378259651354e-05
3.165,-7.4056065433289101e-05
3.1675,-6.9859299708553111e-05
3.17,-6.5413849828814151e-05
3.1725,-6.0736992497558445e-05
3.175,-5.5846362358940976e-05
3.1775,-5.0755606940879572e-05
3.18,-4.5483566474318779e-05
3.1825,-4.0047321700440373e-05
3.185,-3.4465821818540577e-05
3.1875,-2.8758460792872217e-05
3.19,-2.2940810098329158e-05
3.1925,-1.7037072177625326e-05
3.195,-1.1064029881431957e-05
3.1975,-5.0440015233195864e-06
3.2,1.003296949361097e-06
3.2025,7.055507775377717e-06
3.205,1.3094079618369821e-05
3.2075,1.9094032271446637e-05
3.21,2.5039376843076098e-05
3.2125,3.0905884722251002e-05
3.215,3.667235509115642e-05
3.2175,4.2311533391647781e-05
3.22,4.7805587690120595e-05
3.2225,5.3134121959875599e-05
3.225,5.8275765921686501e-05
3.2275,6.321238002408508e-05
3.23,6.7921672105127618e-05
3.2325,7.2385650303777467e-05
3.235,7.6588752300514126e-05
3.2375,8.0509841083691299e-05
3.24,8.4136450718180994e-05
3.2425,8.7456661389677384e-05
3.245,9.0455728400852181e-05
3.2475,9.3123183249396041e-05
3.25,9.5448972449945098e-05
3.2525,9.7422067559751606e-05
3.255,9.9037021372241373e-05
3.2575,0.00010028883422681611
3.26,0.00010117130041232362
3.2625,0.00010168449769521559
3.265,0.00010182631439753742
3.2675,0.00010159677445630767
3.27,0.00010099875973651743
3.2725,0.00010003454690886093
3.275,9.8707469660626622e-05
3.2775,9.7023848858555694e-05
3.28,9.4992219496544246e-05
3.2825,9.2620787293614773e-05
3.285,8.9920149465720189e-05
3.2875,8.6898901527038074e-05
3.29,8.3569594585420693e-05
3.2925,7.9943611169903982e-05
3.295,7.6033809331467074e-05
3.2975,7.1854575133288549e-05
3.3,6.742127850079807e-05
3.3025,6.2751546836816222e-05
3.305,5.7859100643854236e-05
3.3075,5.275977150944677e-05
3.31,4.7473739302234765e-05
3.3125,4.2015996357700578e-05
3.315,3.6406436335127992e-05
3.3175,3.0663095071398617e-05
3.32,2.480512771400779e-05
3.3225,1.8851800747645518e-05
3.325,1.2824868557376836e-05
3.3275,6.7432680644608567e-06
3.33,6.2911884168456746e-07
3.3325,-5.4945396251685406e-06
3.335,-1.1608188017458544e-05
3.3375,-1.7691831089430176e-05
3.34,-2.3724369494320847e-05
3.3425,-2.9680850844967849e-05
3.345,-3.5540549498421173e-05
3.3475,-4.1282946745506152e-05
3.35,-4.6880541665034554e-05
3.3525,-5.2314569104546801e-05
3.355,-5.7564433583131821e-05
3.3575,-6.2609971135631963e-05
3.36,-6.7430591908668655e-05
3.3625,-7.2005366167970835e-05
3.365,-7.6317644786196272e-05
3.3675,-8.03500384632952e-05
3.37,-8.4088438138615448e-05
3.3725,-8.7518203397500297e-05
3.375,-9.0629019915454976e-05
3.3775,-9.341045960898435e-05
3.38,-9.5848435138906726e-05
3.3825,-9.7934235609434565e-05
3.385,-9.9660322095090228e-05
3.3875,-0.00010101867530603763
3.39,-0.0001020069005228542
3.3925,-0.00010261733349405808
3.395,-0.00010285196904509087
3.3975,-0.00010270762375894
3.4,-0.00010218892661377875
3.4025,-0.00010129767938792758
3.405,-0.00010003741382067637
3.4075,-9.8415954290996944e-05
3.41,-9.6440628158131405e-05
3.4125,-9.4118636301613473e-05
3.415,-9.1460755523233326e-05
3.4175,-8.8476283601909221e-05
3.42,-8.5178109295085287e-05
3.4225,-8.1576801812545104e-05
3.425,-7.7685356280376552e-05
3.4275,-7.3521270792534463e-05
3.43,-6.9097175133923144e-05
3.4325,-6.4427618672894448e-05
3.435,-5.9531137244422048e-05
3.4375,-5.4422050923282777e-05
3.44,-4.9119915568121774e-05
3.4425,-4.3640938577143647e-05
3.445,-3.8003655577835787e-05
3.4475,-3.222862211422414e-05
3.45,-2.6332685394367392e-05
3.4525,-2.0336242756210485e-05
3.455,-1.4261011148230449e-05
3.4575,-8.1277805872040413e-06
3.46,-1.9600098918129783e-06
3.4625,4.2263803342391893e-06
3.465,1.0406460754617287e-05
3.4675,1.6559795484068453e-05
3.47,2.2664879964742927e-05
3.4725,2.869901066004969e-05
3.475,3.463948719223548e-05
3.4775,4.0464396236949418e-05
3.48,4.6150743998445111e-05
3.4825,5.1672377933451281e-05
3.485,5.7014523051777719e-05
3.4875,6.215495637766428e-05
3.49,6.7073787467038422e-05
3.4925,7.174772440665466e-05
3.495,7.6162318272146451e-05
3.4975,8.0296625835157709e-05
3.5,8.4134351419401748e-05
3.5025,8.766500520435715e-05
3.505,9.0871605602547742e-05
3.5075,9.3744642615026908e-05
3.51,9.6270276041348157e-05
3.5125,9.8437222012088882e-05
3.515,0.00010024021105361438
3.5175,0.00010167168030762989
3.52,0.00010272711330036777
3.5225,0.00010340083538844841
3.525,0.0001036945611084545
3.5275,0.0001036077202017953
3.53,0.0001031416487036675
3.5325,0.00010229931336040859
3.535,0.00010108217856359031
3.5375,9.9498024543343244e-05
3.54,9.7557174573754501e-05
3.5425,9.5265528954657991e-05
3.545,9.2636013056925711e-05
3.5475,8.9677885201108515e-05
3.55,8.6401039986705924e-05
3.5525,8.2819016182790576e-05
3.555,7.8946053243620111e-05
3.5575,7.4793972651930162e-05
3.56,7.0377598993600957e-05
3.5625,6.5713034400079667e-05
3.565,6.0815477338053056e-05
3.5675,5.5701748884664826e-05
3.57,5.0388894484909217e-05
3.5725,4.4893407372342333e-05
3.575,3.9236311747129185e-05
3.5775,3.3434618434651761e-05
3.58,2.7508043505158496e-05
3.5825,2.1476863863849367e-05
3.585,1.5362985779487945e-05
3.5875,9.1871692011570055e-06
3.59,2.9692759554280403e-06
3.5925,-3.2675647939697963e-06
3.595,-9.5004801304727778e-06
3.5975,-1.5710765814303736e-05
3.6,-2.1876210287909527e-05
3.6025,-2.7973452067188027e-05
3.605,-3.397902518917523e-05
3.6075,-3.9872587712720999e-05
3.61,-4.5627934526584863e-05
3.6125,-5.1224703177749606e-05
3.615,-5.6643368867650711e-05
3.6175,-6.185985173275486e-05
3.62,-6.6854721268215476e-05
3.6225,-7.1606351033611174e-05
3.625,-7.6097019963848134e-05
3.6275,-8.0309669755375068e-05
3.63,-8.4227315649772127e-05
3.6325,-8.7833099156654402e-05
3.635,-9.1116643948688778e-05
3.6375,-9.406445223369522e-05
3.64,-9.6664353235889508e-05
3.6425,-9.8905895766460738e-05
3.645,-0.00010077995507444384
3.6475,-0.00010228119913498711
3.65,-0.00010340458539617106
3.6525,-0.00010414851440385662
3.655,-0.0001045068015190971
3.6575,-0.00010448289232342447
3.66,-0.00010407513845560405
3.6625,-0.00010328597016214319
3.665,-0.00010212129781872389
3.6675,-0.00010058505728836614
3.67,-9.8687879666748635e-05
3.6725,-9.6437517294969554e-05
3.675,-9.3838679705105735e-05
3.6775,-9.0906744133294317e-05
3.68,-8.7652150521660193e-05
3.6825,-8.4081998347258904e-05
3.685,-8.0213809532495915e-05
3.6875,-7.6063873991383409e-05
3.69,-7.1643838904014159e-05
3.6925,-6.6969741901793962e-05
3.695,-6.2059056366311382e-05
3.6975,-5.6928935771814719e-05
3.7,-5.1594510789608507e-05
3.7025,-4.6072783866880912e-05
3.705,-4.0384673429446002e-05
3.7075,-3.4550851722312625e-05
3.71,-2.8590900101271657e-05
3.7125,-2.2520996873589635e-05
3.715,-1.6363917079884078e-05
3.7175,-1.0140799005242999e-05
3.72,-3.8739962719523566e-06
3.7225,2.4137138004171632e-06
3.725,8.7021779171009762e-06
3.7275,1.4969914597322398e-05
3.73,2.1194370642553389e-05
3.7325,2.7353563251221157e-05
3.735,3.3422952498491416e-05
3.7375,3.938103369584018e-05
3.74,4.5203624650830133e-05
3.7425,5.0866505890657833e-05
3.745,5.635116192507242e-05
3.7475,6.1636480975729138e-05
3.75,6.6697746853509296e-05
3.7525,7.1516669761186342e-05
3.755,7.6075788524465645e-05
3.7575,8.0355369956475799e-05
3.76,8.4338387074597165e-05
3.7625,8.8012009592394801e-05
3.765,9.1358763145081893e-05
3.7675,9.4366134902207702e-05
3.77,9.7025154117865049e-05
3.7725,9.932503832477051e-05
3.775,0.00010125499321417241
3.7775,0.00010280929825876753
3.78,0.00010398260351401834
3.7825,0.00010477096530847393
3.785,0.00010517303846476298
3.7875,0.00010518974282779439
3.79,0.00010482074693041443
3.7925,0.00010406790222425394
3.795,0.00010293556327260303
3.7975,0.00010143010428277759
3.8,9.9557547461647327e-05
3.8025,9.7326712824933231e-05
3.805,9.4748025383334942e-05
3.8075,9.1830557353085322e-05
3.81,8.8584925683781449e-05
3.8125,8.5023527043926787e-05
3.815,8.1160264718531941e-05
3.8175,7.7009277290093997e-05
3.82,7.2584528534055438e-05
3.8225,6.7903457120854316e-05
3.825,6.2981920360762766e-05
3.8275,5.7836492122410917e-05
3.83,5.2484713608923805e-05
3.8325,4.6943896852703499e-05
3.835,4.1233194292896716e-05
3.8375,3.5373975457558425e-05
3.84,2.9385508910181856e-05
3.8425,2.3286475605870419e-05
3.845,1.7097847807457839e-05
3.8475,1.0840616280003305e-05
3.85,4.5354094490866342e-06
3.8525,-1.7919458359918469e-06
3.855,-8.1204304825245866e-06
3.8575,-1.4430469638106833e-05
3.86,-2.0698911669326867e-05
3.8625,-2.6904616508837374e-05
3.865,-3.3020469268316844e-05
3.8675,-3.902525309727892e-05
3.87,-4.4894642365011085e-05
3.8725,-5.0610511023523815e-05
3.875,-5.6148791573914582e-05
3.8775,-6.1482891528641932e-05
3.88,-6.6595611165165726e-05
3.8825,-7.1465071788604867e-05
3.885,-7.60718828937507e-05
3.8875,-8.0400709033245585e-05
3.89,-8.4431504629520942e-05
3.8925,-8.8150101854444639e-05
3.895,-9.1541817742634427e-05
3.8975,-9.4595243158786547e-05
3.9,-9.7296368434754058e-05
3.9025,-9.9636348918334715e-05
3.905,-0.00010160487705069948
3.9075,-0.00010319638399221665
3.91,-0.00010440510366430284
3.9125,-0.00010522791627189504
3.915,-0.0001056619869688968
3.9175,-0.00010570585831663918
3.92,-0.00010536209794838418
3.9225,-0.00010463289861359713
3.925,-0.00010352203023005987
3.9275,-0.00010203389325748276
3.93,-0.00010017630006748815
3.9325,-9.7959235069576382e-05
3.935,-9.5391532254982461e-05
3.9375,-9.2481676809693899e-05
3.94,-8.9244779460941526e-05
3.9425,-8.5688848507235485e-05
3.945,-8.1829146532318199e-05
3.9475,-7.7677606998536621e-05
3.95,-7.3252810628264569e-05
3.9525,-6.857215629074782e-05
3.955,-6.3647366182435701e-05
3.9575,-5.8496155097947666e-05
3.96,-5.3137142640393905e-05
3.9625,-4.7585285188147064e-05
3.965,-4.1863758090801643e-05
3.9675,-3.5991736054619613e-05
3.97,-2.9986317805773675e-05
3.9725,-2.3866897368862532e-05
3.975,-1.7655033477617711e-05
3.9775,-1.1375042040531909e-05
3.98,-5.0452944918091259e-06
3.9825,1.3092408341643005e-06
3.985,7.6674054377459131e-06
3.9875,1.4009470370941714e-05
3.99,2.0310415148457963e-05
3.9925,2.6547280631620889e-05
3.995,3.2696237784972512e-05
3.9975,3.873634280907803e-05
4.0,4.464345386035777e-05
4.0025,5.0392859526080303e-05
4.005,5.5963614013935988e-05
4.0075,6.1334830018303023e-05
4.01,6.6483904732802789e-05
4.0125,7.1388418443649117e-05
4.015,7.603612312961115e-05
4.0175,8.0402985405079576e-05
4.02,8.4469842787594278e-05
4.0225,8.822494620594476e-05
4.025,9.1654817477348645e-05
4.0275,9.4742608972028846e-05
4.03,9.7477948442120335e-05
4.0325,9.9848702910274647e-05
4.035,0.00010184695577120978
4.0375,0.00010346549877723074
4.04,0.00010469996042526079
4.0425,0.000105544920612233
4.045,0.00010599669288564469
4.0475,0.00010605521947997364
4.05,0.00010572329376219266
4.0525,0.00010500490718933769
4.055,0.0001039008489100222
4.0575,0.0001024181874075031
4.06,0.00010056360403265982
4.0625,9.8346795028364373e-05
4.065,9.5776902898299921e-05
4.0675,9.2862336458868992e-05
4.07,8.9616740719796742e-05
4.0725,8.6052220811706493e-05
4.075,8.2180952556578187e-05
4.0775,7.801883333902456e-05
4.08,7.3578912027793652e-05
4.0825,6.8878366933460369e-05
4.085,6.3934725514860186e-05
4.0875,5.8763183907529647e-05
4.09,5.3380960472287899e-05
4.0925,4.7806813941242378e-05
4.095,4.2061010139465564e-05
4.0975,3.6162619751804303e-05
4.1,3.0131600176466255e-05
4.1025,2.3985876037695796e-05
4.105,1.7748598182884218e-05
4.1075,1.1441144364172061e-05
4.11,5.0856999805595752e-06
4.1125,-1.2953658297546877e-06
4.115,-7.681121017427597e-06
4.1175,-1.4050814955686476e-05
4.12,-2.0378673708284581e-05
4.1225,-2.6642470434462198e-05
4.125,-3.2818542933596935e-05
4.1275,-3.8883352067042261e-05
4.13,-4.4813659262754752e-05
4.1325,-5.058777994820326e-05
4.135,-5.6185003031860507e-05
4.1375,-6.1579353105136941e-05
4.14,-6.6749327745276591e-05
