Physical Time (s),ev_left Monitor (kg-m/s^3)
1.99,-4.652490997806712e-08
1.9925,-4.6469328987165161e-08
1.995,-4.6413982315399887e-08
1.9975,-4.6358833045802593e-08
2.0,-4.6303803200860234e-08
2.0025,-4.6248839454505781e-08
2.005,-4.6193979937956799e-08
2.0075,-4.6139349250293639e-08
2.01,-4.6085106679622728e-08
2.0125,-4.6031386701381007e-08
2.015,-4.5978237700705374e-08
2.0175,-4.5925649880122668e-08
2.02,-4.5873595243198185e-08
2.0225,-4.5822086163737219e-08
2.025,-4.5771226912257534e-08
2.0275,-4.5721225239419949e-08
2.03,-4.5672343105478684e-08
2.0325,-4.5624864775411782e-08
2.035,-4.5579148885210398e-08
2.0375,-4.5535626198638515e-08
2.04,-4.5494686309427691e-08
2.0425,-4.5456595373176466e-08
2.045,-4.5421451785594221e-08
2.0475,-4.5389182255314566e-08
2.05,-4.5359506928866466e-08
2.0525,-4.5332055548393627e-08
2.055,-4.5306487983670818e-08
2.0575,-4.528254459856361e-08
2.06,-4.5260041778888842e-08
2.0625,-4.5238837250215706e-08
2.065,-4.5218810897000276e-08
2.0675,-4.5199874651441883e-08
2.07,-4.5181894309558739e-08
2.0725,-4.5164709235090961e-08
2.075,-4.5148157661450995e-08
2.0775,-4.5132042348067176e-08
2.08,-4.5116195365818228e-08
2.0825,-4.5100450881886683e-08
2.085,-4.5084634099540432e-08
2.0875,-4.5068573059710831e-08
2.09,-4.5052112611500859e-08
2.0925,-4.5035132161877163e-08
2.095,-4.501754068582099e-08
2.0975,-4.4999265974652073e-08
2.1,-4.4980211334234801e-08
2.1025,-4.4960255980897689e-08
2.105,-4.4939260785403339e-08
2.1075,-4.4917080429766945e-08
2.11,-4.4893604782698913e-08
2.1125,-4.4868777834159795e-08
2.115,-4.484257408041788e-08
2.1175,-4.4814984634548654e-08
2.12,-4.4786015650295711e-08
2.1225,-4.4755715749085511e-08
2.125,-4.4724161509669041e-08
2.1275,-4.469146916280821e-08
2.13,-4.4657785740533751e-08
2.1325,-4.4623288014533373e-08
2.135,-4.4588169127501441e-08
2.1375,-4.4552616992084354e-08
2.14,-4.4516788235087065e-08
2.1425,-4.4480806354468966e-08
2.145,-4.44447759182811e-08
2.1475,-4.4408815660981381e-08
2.15,-4.4373097279668929e-08
2.1525,-4.4337849392461961e-08
2.155,-4.4303332704814524e-08
2.1575,-4.4269791851868872e-08
2.16,-4.4237395626276558e-08
2.1625,-4.420626398407051e-08
2.165,-4.4176469029361224e-08
2.1675,-4.4148056473620071e-08
2.17,-4.4121068949618951e-08
2.1725,-4.4095562217217588e-08
2.175,-4.4071578705089671e-08
2.1775,-4.4049097208126564e-08
2.18,-4.4028007738644813e-08
2.1825,-4.400822529158717e-08
2.185,-4.3989808716492283e-08
2.1875,-4.3972943913294466e-08
2.19,-4.395781565306127e-08
2.1925,-4.3944468149958425e-08
2.195,-4.3932748528819225e-08
2.1975,-4.39223653585161e-08
2.2,-4.3912977950283948e-08
2.2025,-4.3904240573154285e-08
2.205,-4.3895832087575985e-08
2.2075,-4.3887453274778246e-08
2.21,-4.3878820125859462e-08
2.2125,-4.3869683131443893e-08
2.215,-4.3859840835250162e-08
2.2175,-4.3849229209327399e-08
2.22,-4.3837868040936265e-08
2.2225,-4.3825704889358346e-08
2.225,-4.3812528067551068e-08
2.2275,-4.379800847349948e-08
2.23,-4.3781798218039949e-08
2.2325,-4.3763638479187103e-08
2.235,-4.3743398803163183e-08
2.2375,-4.3721082974356496e-08
2.24,-4.3696803276176149e-08
2.2425,-4.3670732814794319e-08
2.245,-4.3643045363337503e-08
2.2475,-4.3613890246173378e-08
2.25,-4.3583328434428262e-08
2.2525,-4.3551374814879872e-08
2.255,-4.3518067932693625e-08
2.2575,-4.3483487213395637e-08
2.26,-4.3447754332390605e-08
2.2625,-4.341103404711345e-08
2.265,-4.3373531929477762e-08
2.2675,-4.3335467178160209e-08
2.27,-4.3297064977918438e-08
2.2725,-4.3258568678795851e-08
2.275,-4.3220248479472184e-08
2.2775,-4.3182383042451831e-08
2.28,-4.314523679115453e-08
2.2825,-4.3109029458847427e-08
2.285,-4.3073920721640499e-08
2.2875,-4.304002110462642e-08
2.29,-4.3007345997640941e-08
2.2925,-4.2975883784432017e-08
2.295,-4.2945622854711445e-08
2.2975,-4.291657831317073e-08
2.3,-4.2888806294288911e-08
2.3025,-4.2862394959100386e-08
2.305,-4.2837419858136245e-08
2.3075,-4.281392200772867e-08
2.31,-4.2791924820656678e-08
2.3125,-4.2771463213586106e-08
2.315,-4.2752575738004685e-08
2.3175,-4.2735261107404822e-08
2.32,-4.2719433355477939e-08
2.3225,-4.2704903433297874e-08
2.325,-4.2691435198271121e-08
2.3275,-4.2678744090333846e-08
2.33,-4.2666563152599309e-08
2.3325,-4.2654685180757879e-08
2.335,-4.2642951068892341e-08
2.3375,-4.2631200849406152e-08
2.34,-4.261929623909935e-08
2.3425,-4.2607183797983355e-08
2.345,-4.2594909402777116e-08
2.3475,-4.2582494995476327e-08
2.35,-4.2569801437953372e-08
2.3525,-4.2556508791124813e-08
2.355,-4.2542174251122671e-08
2.3575,-4.2526497429540965e-08
2.36,-4.2509382603055215e-08
2.3625,-4.2490924690123477e-08
2.365,-4.2471351827047337e-08
2.3675,-4.2450945923252201e-08
2.37,-4.2429951550545341e-08
2.3725,-4.2408479525576316e-08
2.375,-4.2386472784251876e-08
2.3775,-4.2363780626670368e-08
2.38,-4.2340285218021068e-08
2.3825,-4.2315974540558909e-08
2.385,-4.2290929496813674e-08
2.3875,-4.2265275415657616e-08
2.39,-4.22391346646366e-08
2.3925,-4.2212614428714435e-08
2.395,-4.2185812220550562e-08
2.3975,-4.2158825015830888e-08
2.4,-4.2131755144501916e-08
2.4025,-4.2104710564275958e-08
2.405,-4.2077800151483323e-08
2.4075,-4.2051127918499865e-08
2.41,-4.2024798758045958e-08
2.4125,-4.1998928612962057e-08
2.415,-4.1973644243476644e-08
2.4175,-4.1949069176902142e-08
2.42,-4.1925267816706113e-08
2.4225,-4.1902299495827451e-08
2.425,-4.1880180865933256e-08
2.4275,-4.1858891542343992e-08
2.43,-4.1838406025244948e-08
2.4325,-4.1818731564438294e-08
2.435,-4.1799903704461238e-08
2.4375,-4.1781935516690229e-08
2.44,-4.176478777912785e-08
2.4425,-4.1748421837805307e-08
2.445,-4.1732883492302755e-08
2.4475,-4.1718323781885179e-08
2.45,-4.1704929802631456e-08
2.4525,-4.1692826711429973e-08
2.455,-4.1682018233931132e-08
2.4575,-4.1672391711810781e-08
2.46,-4.1663764447569191e-08
2.4625,-4.1655939502299726e-08
2.465,-4.1648743299639949e-08
2.4675,-4.1642034894893155e-08
2.47,-4.1635696736192425e-08
2.4725,-4.1629620880487964e-08
2.475,-4.1623699541145484e-08
2.4775,-4.1617822931151986e-08
2.48,-4.1611883375887382e-08
2.4825,-4.1605781757941316e-08
2.485,-4.1599432637335032e-08
2.4875,-4.159277949671444e-08
2.49,-4.1585753237323547e-08
2.4925,-4.1578272388703814e-08
2.495,-4.1570254108029652e-08
2.4975,-4.1561613949027583e-08
2.5,-4.1552252420920134e-08
2.5025,-4.1542050700722569e-08
2.505,-4.1530898184915482e-08
2.5075,-4.1518738933865172e-08
2.51,-4.1505585788507369e-08
2.5125,-4.149147833442272e-08
2.515,-4.1476423398641571e-08
2.5175,-4.1460367525361753e-08
2.52,-4.1443201389242699e-08
2.5225,-4.1424812548522544e-08
2.525,-4.1405145995529684e-08
2.5275,-4.1384225906378786e-08
2.53,-4.1362147196512875e-08
2.5325,-4.1339054292557882e-08
2.535,-4.1315116927918738e-08
2.5375,-4.1290497495471543e-08
2.54,-4.1265314095766478e-08
2.5425,-4.1239616950944998e-08
2.545,-4.121342109634676e-08
2.5475,-4.1186746374676569e-08
2.55,-4.1159645658893154e-08
2.5525,-4.1132210637114606e-08
2.555,-4.1104566821879375e-08
2.5575,-4.1076859673879742e-08
2.56,-4.1049233699386195e-08
2.5625,-4.1021814196433633e-08
2.565,-4.099469861480843e-08
2.5675,-4.0967972870851478e-08
2.57,-4.0941725242137562e-08
2.5725,-4.0916065682451896e-08
2.575,-4.0891134892878475e-08
2.5775,-4.0867092484789614e-08
2.58,-4.0844092954971091e-08
2.5825,-4.0822260902888044e-08
2.585,-4.0801670209382883e-08
2.5875,-4.0782345883193824e-08
2.59,-4.0764271894577619e-08
2.5925,-4.0747408610990784e-08
2.595,-4.0731712315190679e-08
2.5975,-4.0717140830230313e-08
2.6,-4.07036438063171e-08
2.6025,-4.0691155660633517e-08
2.605,-4.067958989325025e-08
2.6075,-4.06688374365935e-08
2.61,-4.0658773923938984e-08
2.6125,-4.0649264079151854e-08
2.615,-4.0640165205151487e-08
2.6175,-4.0631329283358412e-08
2.62,-4.0622603310828807e-08
2.6225,-4.0613834613369713e-08
2.625,-4.0604877027734058e-08
2.6275,-4.059559801289059e-08
2.63,-4.0585879864442149e-08
2.6325,-4.05756130714177e-08
2.635,-4.0564689202227511e-08
2.6375,-4.055299860828591e-08
2.64,-4.0540433730355747e-08
2.6425,-4.0526897455776497e-08
2.645,-4.0512310482652051e-08
2.6475,-4.0496613061471902e-08
2.65,-4.0479764406158664e-08
2.6525,-4.0461735344510594e-08
2.655,-4.0442503868277272e-08
2.6575,-4.0422056185935399e-08
2.66,-4.0400394031152751e-08
2.6625,-4.0377541676214051e-08
2.665,-4.0353555621760497e-08
2.6675,-4.0328524964319611e-08
2.67,-4.0302547765768849e-08
2.6725,-4.027573268424235e-08
2.675,-4.0248196930630176e-08
2.6775,-4.0220064177791494e-08
2.68,-4.0191462068130474e-08
2.6825,-4.0162532388118454e-08
2.685,-4.0133433634696996e-08
2.6875,-4.0104341055181754e-08
2.69,-4.007544379221396e-08
2.6925,-4.0046940885547723e-08
2.695,-4.0019030763449866e-08
2.6975,-3.9991899285055474e-08
2.7,-3.9965714368574658e-08
2.7025,-3.9940629460947777e-08
2.705,-3.991679139115498e-08
2.7075,-3.98943510792078e-08
2.71,-3.9873461129459993e-08
2.7125,-3.985426650255278e-08
2.715,-3.9836895836158511e-08
2.7175,-3.982145600955609e-08
2.72,-3.9808028929982974e-08
2.7225,-3.9796666134284992e-08
2.725,-3.9787383975454607e-08
2.7275,-3.9780161448477732e-08
2.73,-3.9774935974653972e-08
2.7325,-3.9771606455760153e-08
2.735,-3.9770039159836104e-08
2.7375,-3.9770075628092201e-08
2.74,-3.9771537951134602e-08
2.7425,-3.9774235860604468e-08
2.745,-3.9777973268429951e-08
2.7475,-3.9782547716157097e-08
2.75,-3.978774838774801e-08
2.7525,-3.9793356510256921e-08
2.755,-3.97991489539801e-08
2.7575,-3.9804903440296034e-08
2.76,-3.9810402639667741e-08
2.7625,-3.9815434895410601e-08
2.765,-3.981979227952509e-08
2.7675,-3.9823268779423748e-08
2.77,-3.982565903296094e-08
2.7725,-3.9826762582309337e-08
2.775,-3.9826391740738569e-08
2.7775,-3.9824379941058599e-08
2.78,-3.9820587726355495e-08
2.7825,-3.9814908581229542e-08
2.785,-3.9807269624462471e-08
2.7875,-3.9797631272031349e-08
2.79,-3.978598213267761e-08
2.7925,-3.977233353241372e-08
2.795,-3.9756717669086726e-08
2.7975,-3.9739189883727182e-08
2.8,-3.9719829827542173e-08
2.8025,-3.9698740607045167e-08
2.805,-3.9676044894070498e-08
2.8075,-3.9651883373143797e-08
2.81,-3.9626418232255502e-08
2.8125,-3.9599833130954047e-08
2.815,-3.9572328835258426e-08
2.8175,-3.9544121096142728e-08
2.82,-3.9515436147975207e-08
2.8225,-3.9486511271380133e-08
2.825,-3.9457592060037468e-08
2.8275,-3.9428924051646078e-08
2.83,-3.9400741241945449e-08
2.8325,-3.9373262769401811e-08
2.835,-3.9346697296201698e-08
2.8375,-3.9321249163256993e-08
2.84,-3.9297088000063289e-08
2.8425,-3.9274407106019334e-08
2.845,-3.9253400219988111e-08
2.8475,-3.9234235830398542e-08
2.85,-3.9217050302441421e-08
2.8525,-3.9201955855006047e-08
2.855,-3.9189024926412695e-08
2.8575,-3.9178229668415118e-08
2.86,-3.9169418267569058e-08
2.8625,-3.9162382180762978e-08
2.865,-3.9156964645212881e-08
2.8675,-3.9153104331678117e-08
2.87,-3.9150852648396703e-08
2.8725,-3.9150193997721652e-08
2.875,-3.9151012937439071e-08
2.8775,-3.9153096202085819e-08
2.88,-3.9156143883210405e-08
2.8825,-3.9159788121528317e-08
2.885,-3.9163638012327985e-08
2.8875,-3.9167362757665689e-08
2.89,-3.9170750922875523e-08
2.8925,-3.9173671514933863e-08
2.895,-3.9175961455763121e-08
2.8975,-3.9177346965635591e-08
2.9,-3.9177470328177626e-08
2.9025,-3.917596537147932e-08
2.905,-3.9172531642036166e-08
2.9075,-3.9166987033162043e-08
2.91,-3.9159270334387955e-08
2.9125,-3.9149416824290697e-08
2.915,-3.913750435090246e-08
2.9175,-3.9123598549298654e-08
2.92,-3.910772238981726e-08
2.9225,-3.9089855899204563e-08
2.925,-3.9069959486147389e-08
2.9275,-3.9048013707395689e-08
2.93,-3.9024045791217351e-08
2.9325,-3.8998143037021294e-08
2.935,-3.8970453046429317e-08
2.9375,-3.8941170901144839e-08
2.94,-3.8910519286156323e-08
2.9425,-3.8878731758312616e-08
2.945,-3.8846045022228051e-08
2.9475,-3.8812699879011549e-08
2.95,-3.8778948599802376e-08
2.9525,-3.8745060035019134e-08
2.955,-3.8711314816590063e-08
2.9575,-3.8677992111927723e-08
2.96,-3.8645359272769548e-08
2.9625,-3.8613652166991274e-08
2.965,-3.8583076457973397e-08
2.9675,-3.8553825166596819e-08
2.97,-3.852609744343068e-08
2.9725,-3.8500103033440646e-08
2.975,-3.8476056211749625e-08
2.9775,-3.8454162950338614e-08
2.98,-3.843460981247682e-08
2.9825,-3.8417547875258472e-08
2.985,-3.8403084514967607e-08
2.9875,-3.8391273321383988e-08
2.99,-3.8382105802061251e-08
2.9925,-3.8375514585265987e-08
2.995,-3.8371381987121264e-08
2.9975,-3.8369549686267971e-08
3.0,-3.8369829390606194e-08
3.0025,-3.8372013626906755e-08
3.005,-3.8375886459266957e-08
3.0075,-3.838122932662427e-08
3.01,-3.8387818595615279e-08
3.0125,-3.8395423617012309e-08
3.015,-3.8403806359267988e-08
3.0175,-3.8412722528323816e-08
3.02,-3.842192519166654e-08
3.0225,-3.8431165358782502e-08
3.025,-3.8440195436231733e-08
3.0275,-3.844877175002976e-08
3.03,-3.8456661851136848e-08
3.0325,-3.8463650046175426e-08
3.035,-3.8469533294666185e-08
3.0375,-3.8474121904196951e-08
3.04,-3.8477242245187132e-08
3.0425,-3.8478742502784875e-08
3.045,-3.8478496648562521e-08
3.0475,-3.8476401708583101e-08
3.05,-3.8472386897609496e-08
3.0525,-3.8466413441923172e-08
3.055,-3.8458473125575488e-08
3.0575,-3.8448586040051446e-08
3.06,-3.843679962936573e-08
3.0625,-3.8423189643451262e-08
3.065,-3.8407862821666856e-08
3.0675,-3.8390943408081873e-08
3.07,-3.8372574302143566e-08
3.0725,-3.8352914537561749e-08
3.075,-3.8332139908404365e-08
3.0775,-3.8310443563852789e-08
3.08,-3.8288034731351702e-08
3.0825,-3.8265137282291093e-08
3.085,-3.8241989009726657e-08
3.0875,-3.8218839797168539e-08
3.09,-3.8195942195143819e-08
3.0925,-3.8173538610419845e-08
3.095,-3.8151849702320893e-08
3.0975,-3.8131077632233214e-08
3.1,-3.8111415647646506e-08
3.1025,-3.8093055125982172e-08
3.105,-3.807618058217454e-08
3.1075,-3.8060958605447735e-08
3.11,-3.8047528243737045e-08
3.1125,-3.8035997066066584e-08
3.115,-3.8026443978714951e-08
3.1175,-3.8018920860503463e-08
3.12,-3.8013451025386113e-08
3.1225,-3.8010025535908427e-08
3.125,-3.800859779938704e-08
3.1275,-3.8009079453714067e-08
3.13,-3.8011339982793066e-08
3.1325,-3.801521496271525e-08
3.135,-3.802051843292818e-08
3.1375,-3.8027053613660832e-08
3.14,-3.8034618824556121e-08
3.1425,-3.8043007163922863e-08
3.145,-3.8052006725997376e-08
3.1475,-3.8061399950434472e-08
3.15,-3.8070966987104476e-08
3.1525,-3.8080485463231102e-08
3.155,-3.808972856473898e-08
3.1575,-3.8098462135540157e-08
3.16,-3.8106441251738737e-08
3.1625,-3.8113423444370112e-08
3.165,-3.8119174444943603e-08
3.1675,-3.8123473424250003e-08
3.17,-3.8126124148724308e-08
3.1725,-3.8126963972489432e-08
3.175,-3.812586717987243e-08
3.1775,-3.8122738663291588e-08
3.18,-3.8117504094068857e-08
3.1825,-3.8110119235034924e-08
3.185,-3.8100565560526913e-08
3.1875,-3.8088851846611992e-08
3.19,-3.8075015331825994e-08
3.1925,-3.8059118027070903e-08
3.195,-3.804125044941036e-08
3.1975,-3.8021530757673973e-08
3.2,-3.8000099207037449e-08
3.2025,-3.7977111090212121e-08
3.205,-3.7952732666431457e-08
3.2075,-3.7927143000139028e-08
3.21,-3.7900534219622501e-08
3.2125,-3.7873117661463644e-08
3.215,-3.784512503209424e-08
3.2175,-3.7816805826677873e-08
3.22,-3.7788416187642588e-08
3.2225,-3.7760203793072869e-08
3.225,-3.7732393644361408e-08
3.2275,-3.7705189301788757e-08
3.23,-3.7678784838897355e-08
3.2325,-3.765337686629635e-08
3.235,-3.7629169964438824e-08
3.2375,-3.7606371396374e-08
3.24,-3.7585182064101535e-08
3.2425,-3.7565786148982354e-08
3.245,-3.7548342920175933e-08
3.2475,-3.7532976586361034e-08
3.25,-3.7519766546124598e-08
3.2525,-3.7508744855571535e-08
3.255,-3.7499898419140628e-08
3.2575,-3.7493171314543516e-08
3.26,-3.7488467884613944e-08
3.2625,-3.748565945505457e-08
3.265,-3.7484597781533241e-08
3.2675,-3.7485126655256934e-08
3.27,-3.7487087540770511e-08
3.2725,-3.7490318480252993e-08
3.275,-3.7494653698303436e-08
3.2775,-3.7499921878933316e-08
3.28,-3.750594539285096e-08
3.2825,-3.7512539100762717e-08
3.285,-3.7519508756063405e-08
3.2875,-3.7526650189883707e-08
3.29,-3.7533750396283547e-08
3.2925,-3.7540592090375882e-08
3.295,-3.7546962718202624e-08
3.2975,-3.7552662189480533e-08
3.3,-3.7557508979315605e-08
3.3025,-3.7561344031354677e-08
3.305,-3.7564030221584919e-08
3.3075,-3.7565449921140356e-08
3.31,-3.7565502851025292e-08
3.3125,-3.7564105696909713e-08
3.315,-3.7561195249522937e-08
3.3175,-3.7556732238667975e-08
3.32,-3.755070274417787e-08
3.3225,-3.7543118555373032e-08
3.325,-3.7534017734189411e-08
3.3275,-3.7523462653764387e-08
3.33,-3.751153670740037e-08
3.3325,-3.7498339962214282e-08
3.335,-3.7483987629685047e-08
3.3375,-3.7468612535769368e-08
3.34,-3.7452366305277716e-08
3.3425,-3.743542020717013e-08
3.345,-3.74179619581868e-08
3.3475,-3.7400189167801133e-08
3.35,-3.7382301977760833e-08
3.3525,-3.7364496041427265e-08
3.355,-3.7346961083488095e-08
3.3575,-3.7329884833461845e-08
3.36,-3.7313459018212686e-08
3.3625,-3.729788187470145e-08
3.365,-3.7283353275397186e-08
3.3675,-3.7270063612320189e-08
3.37,-3.7258182455139562e-08
3.3725,-3.7247853519689077e-08
3.375,-3.7239194327898679e-08
3.3775,-3.7232296931392943e-08
3.38,-3.7227225100169172e-08
3.3825,-3.7224008178542977e-08
3.385,-3.7222637322251701e-08
3.3875,-3.7223065426644433e-08
3.39,-3.7225212513771049e-08
3.3925,-3.7228973195760647e-08
3.395,-3.723422741763435e-08
3.3975,-3.7240850296688875e-08
3.4,-3.7248715813989375e-08
3.4025,-3.7257696091504279e-08
3.405,-3.7267657936682299e-08
3.4075,-3.7278459649396797e-08
3.41,-3.7289947997877919e-08
3.4125,-3.7301955153850175e-08
3.415,-3.7314295776693926e-08
3.4175,-3.7326766542855758e-08
3.42,-3.7339150543488112e-08
3.4225,-3.7351224312994966e-08
3.425,-3.7362765925251023e-08
3.4275,-3.7373563399243068e-08
3.43,-3.7383422344696882e-08
3.4325,-3.7392173802724079e-08
3.435,-3.7399677866377959e-08
3.4375,-3.7405819168007148e-08
3.44,-3.7410497610724339e-08
3.4425,-3.7413618785458348e-08
3.445,-3.7415096963998263e-08
3.4475,-3.7414861191581521e-08
3.45,-3.7412866222455915e-08
3.4525,-3.7409099889770236e-08
3.455,-3.7403583811689073e-08
3.4575,-3.7396365216588032e-08
3.46,-3.7387506123631829e-08
3.4625,-3.7377074166206891e-08
3.465,-3.7365138932711337e-08
3.4675,-3.7351778016745462e-08
3.47,-3.7337088887953242e-08
3.4725,-3.7321198872882762e-08
3.475,-3.7304269084550284e-08
3.4775,-3.7286489263149255e-08
3.48,-3.726806542137316e-08
3.4825,-3.7249205214264456e-08
3.485,-3.7230098152540199e-08
3.4875,-3.7210915886880842e-08
3.49,-3.719181427286193e-08
3.4925,-3.7172946896010656e-08
3.495,-3.7154477428671635e-08
3.4975,-3.7136583285406395e-08
3.5,-3.7119447848362296e-08
3.5025,-3.710325138193451e-08
3.505,-3.7088154301902101e-08
3.5075,-3.7074295288448457e-08
3.51,-3.7061784822708148e-08
3.5125,-3.705070143029856e-08
3.515,-3.7041090610535376e-08
3.5175,-3.7032964652882586e-08
3.52,-3.7026301939945272e-08
3.5225,-3.7021051727860293e-08
3.525,-3.7017142171867206e-08
3.5275,-3.7014487322047706e-08
3.53,-3.7012989815250102e-08
3.5325,-3.7012541498301123e-08
3.535,-3.7013024242739535e-08
3.5375,-3.7014309145082826e-08
3.54,-3.7016256759115858e-08
3.5425,-3.7018720294380668e-08
3.545,-3.7021551005640232e-08
3.5475,-3.702460302051239e-08
3.55,-3.7027734572491623e-08
3.5525,-3.7030804020829618e-08
3.555,-3.7033668685818059e-08
3.5575,-3.7036185521831592e-08
3.56,-3.7038216921830728e-08
3.5625,-3.7039635998708496e-08
3.565,-3.7040328787660694e-08
3.5675,-3.7040196194598265e-08
3.57,-3.7039149985122217e-08
3.5725,-3.7037111899442371e-08
3.575,-3.7034013450466137e-08
3.5775,-3.7029798942118024e-08
3.58,-3.7024427195702987e-08
3.5825,-3.7017872026191734e-08
3.585,-3.7010122693021212e-08
3.5875,-3.7001187976456318e-08
3.59,-3.699110194820051e-08
3.5925,-3.6979925240194863e-08
3.595,-3.6967742551516507e-08
3.5975,-3.6954657156090519e-08
3.6,-3.6940783767249584e-08
3.6025,-3.6926245566410347e-08
3.605,-3.6911174238214148e-08
3.6075,-3.6895711740179197e-08
3.61,-3.6880009593107137e-08
3.6125,-3.6864227897386854e-08
3.615,-3.6848531790984705e-08
3.6175,-3.6833087871827144e-08
3.62,-3.6818061889920557e-08
3.6225,-3.6803615145405206e-08
3.625,-3.6789902161865762e-08
3.6275,-3.6777070814076511e-08
3.63,-3.6765263921675092e-08
3.6325,-3.6754620757088794e-08
3.635,-3.6745275232433438e-08
3.6375,-3.6737349615815739e-08
3.64,-3.6730944549148396e-08
3.6425,-3.6726126503524229e-08
3.645,-3.6722919764755292e-08
3.6475,-3.6721305460121085e-08
3.65,-3.6721229597465302e-08
3.6525,-3.6722614458494243e-08
3.655,-3.6725368028833271e-08
3.6575,-3.6729391334199046e-08
3.66,-3.6734581779007447e-08
3.6625,-3.6740834095992839e-08
3.665,-3.6748039745608357e-08
3.6675,-3.6756085332737404e-08
3.67,-3.6764851469376572e-08
3.6725,-3.6774211558165774e-08
3.675,-3.6784032255203381e-08
3.6775,-3.6794172150562231e-08
3.68,-3.6804478924090833e-08
3.6825,-3.6814787794680115e-08
3.685,-3.6824925599404301e-08
3.6875,-3.6834714696072188e-08
3.69,-3.6843987552415381e-08
3.6925,-3.6852600902391584e-08
3.695,-3.6860438119731536e-08
3.6975,-3.6867407536496232e-08
3.7,-3.6873432787502831e-08
3.7025,-3.6878442622533009e-08
3.705,-3.6882365409643754e-08
3.7075,-3.6885132507192812e-08
3.71,-3.6886688745937975e-08
3.7125,-3.6887000913235049e-08
3.715,-3.6886061762964001e-08
3.7175,-3.6883894500764417e-08
3.72,-3.6880548221082309e-08
3.7225,-3.6876089105526578e-08
3.725,-3.6870586877826188e-08
3.7275,-3.6864108110197094e-08
3.73,-3.6856722763774619e-08
3.7325,-3.6848510661322109e-08
3.735,-3.6839569544399215e-08
3.7375,-3.6830019765954122e-08
3.74,-3.6819997776499479e-08
3.7425,-3.6809647478137519e-08
3.745,-3.6799112298009835e-08
3.7475,-3.6788531459055361e-08
3.75,-3.6778036451694638e-08
3.7525,-3.6767752081144217e-08
3.755,-3.6757802655736075e-08
3.7575,-3.6748315909377091e-08
3.76,-3.6739421509612662e-08
3.7625,-3.67312485469005e-08
3.765,-3.6723915475748179e-08
3.7675,-3.6717525128670839e-08
3.77,-3.6712156446868869e-08
3.7725,-3.6707856509551033e-08
3.775,-3.6704636661850058e-08
3.7775,-3.6702473134604674e-08
3.78,-3.6701315063949588e-08
3.7825,-3.6701093352489702e-08
3.785,-3.670172892589264e-08
3.7875,-3.670313559682647e-08
3.79,-3.6705221508285782e-08
3.7925,-3.6707889009353224e-08
3.795,-3.671103131340903e-08
3.7975,-3.6714531171595641e-08
3.8,-3.6718262959113018e-08
3.8025,-3.6722096580486099e-08
3.805,-3.6725899370139235e-08
3.8075,-3.6729539127530995e-08
3.81,-3.6732886649331777e-08
3.8125,-3.6735815615965691e-08
3.815,-3.6738201775274489e-08
3.8175,-3.6739922751124973e-08
3.82,-3.6740861402020263e-08
3.8225,-3.6740911460735015e-08
3.825,-3.6739983576149721e-08
3.8275,-3.6738009091778773e-08
3.83,-3.6734938393150327e-08
3.8325,-3.673073588987519e-08
3.835,-3.6725375594104214e-08
3.8375,-3.6718840710258277e-08
3.84,-3.6711126439721899e-08
3.8425,-3.6702241582957873e-08
3.845,-3.6692210839100036e-08
3.8475,-3.6681075290677372e-08
3.85,-3.6668894586826697e-08
3.8525,-3.6655748309704025e-08
3.855,-3.6641733364293223e-08
3.8575,-3.6626960794046584e-08
3.86,-3.6611553330133557e-08
3.8625,-3.6595643067300256e-08
3.865,-3.6579370769734148e-08
3.8675,-3.656288234016825e-08
3.87,-3.6546325646292031e-08
3.8725,-3.6529847088776767e-08
3.875,-3.6513588161383142e-08
3.8775,-3.6497686690810452e-08
3.88,-3.6482277715860731e-08
3.8825,-3.6467495938827291e-08
3.885,-3.6453475382505208e-08
3.8875,-3.6440346456335372e-08
3.89,-3.6428231579526454e-08
3.8925,-3.64172434548641e-08
3.895,-3.6407484207911859e-08
3.8975,-3.63990451710433e-08
3.9,-3.6391999864382646e-08
3.9025,-3.6386396905697046e-08
3.905,-3.638224973589894e-08
3.9075,-3.637953200153785e-08
3.91,-3.6378180309921601e-08
3.9125,-3.6378103704153616e-08
3.915,-3.637919603088758e-08
3.9175,-3.6381346396770453e-08
3.92,-3.6384444046323067e-08
3.9225,-3.6388378078016383e-08
3.925,-3.6393034206460778e-08
3.9275,-3.6398292535134425e-08
3.93,-3.6404024455746409e-08
3.9325,-3.6410092880154155e-08
3.935,-3.6416354854129297e-08
3.9375,-3.6422667448288565e-08
3.94,-3.64288930939796e-08
3.9425,-3.6434902310177427e-08
3.945,-3.6440562011772687e-08
3.9475,-3.644573639660573e-08
3.95,-3.6450294080231735e-08
3.9525,-3.6454117583787936e-08
3.955,-3.6457112736165952e-08
3.9575,-3.6459213076945949e-08
3.96,-3.6460376624758e-08
3.9625,-3.646057756913207e-08
3.965,-3.6459799906212356e-08
3.9675,-3.6458032344071247e-08
3.97,-3.6455270235947742e-08
3.9725,-3.6451521613410458e-08
3.975,-3.6446814115015225e-08
3.9775,-3.6441199982947691e-08
3.98,-3.6434757882698898e-08
3.9825,-3.642758820690102e-08
3.985,-3.6419804814025987e-08
3.9875,-3.6411527533330212e-08
3.99,-3.6402878381672231e-08
3.9925,-3.6393981243227978e-08
3.995,-3.6384965250782034e-08
