Physical Time (s),FreestreamDensity Monitor (kg/m^3)
3.605,1.18415
3.6075,1.18415
3.61,1.18415
3.6125,1.18415
3.615,1.18415
3.6175,1.18415
3.62,1.18415
3.6225,1.18415
3.625,1.18415
3.6275,1.18415
3.63,1.18415
3.6325,1.18415
3.635,1.18415
3.6375,1.18415
3.64,1.18415
3.6425,1.18415
3.645,1.18415
3.6475,1.18415
3.65,1.18415
3.6525,1.18415
3.655,1.18415
3.6575,1.18415
3.66,1.18415
3.6625,1.18415
3.665,1.18415
3.6675,1.18415
3.67,1.18415
3.6725,1.18415
3.675,1.18415
3.6775,1.18415
3.68,1.18415
3.6825,1.18415
3.685,1.18415
3.6875,1.18415
3.69,1.18415
3.6925,1.18415
3.695,1.18415
3.6975,1.18415
3.7,1.18415
3.7025,1.18415
3.705,1.18415
3.7075,1.18415
3.71,1.18415
3.7125,1.18415
3.715,1.18415
3.7175,1.18415
3.72,1.18415
3.7225,1.18415
3.725,1.18415
3.7275,1.18415
3.73,1.18415
3.7325,1.18415
3.735,1.18415
3.7375,1.18415
3.74,1.18415
3.7425,1.18415
3.745,1.18415
3.7475,1.18415
3.75,1.18415
3.7525,1.18415
3.755,1.18415
3.7575,1.18415
3.76,1.18415
3.7625,1.18415
3.765,1.18415
3.7675,1.18415
3.77,1.18415
3.7725,1.18415
3.775,1.18415
3.7775,1.18415
3.78,1.18415
3.7825,1.18415
3.785,1.18415
3.7875,1.18415
3.79,1.18415
3.7925,1.18415
3.795,1.18415
3.7975,1.18415
3.8,1.18415
3.8025,1.18415
3.805,1.18415
3.8075,1.18415
3.81,1.18415
3.8125,1.18415
3.815,1.18415
3.8175,1.18415
3.82,1.18415
3.8225,1.18415
3.825,1.18415
3.8275,1.18415
3.83,1.18415
3.8325,1.18415
3.835,1.18415
3.8375,1.18415
3.84,1.18415
3.8425,1.18415
3.845,1.18415
3.8475,1.18415
3.85,1.18415
3.8525,1.18415
3.855,1.18415
3.8575,1.18415
3.86,1.18415
3.8625,1.18415
3.865,1.18415
3.8675,1.18415
3.87,1.18415
3.8725,1.18415
3.875,1.18415
3.8775,1.18415
3.88,1.18415
3.8825,1.18415
3.885,1.18415
3.8875,1.18415
3.89,1.18415
3.8925,1.18415
3.895,1.18415
3.8975,1.18415
3.9,1.18415
3.9025,1.18415
3.905,1.18415
3.9075,1.18415
3.91,1.18415
3.9125,1.18415
3.915,1.18415
3.9175,1.18415
3.92,1.18415
3.9225,1.18415
3.925,1.18415
3.9275,1.18415
3.93,1.18415
3.9325,1.18415
3.935,1.18415
3.9375,1.18415
3.94,1.18415
3.9425,1.18415
3.945,1.18415
3.9475,1.18415
3.95,1.18415
3.9525,1.18415
3.955,1.18415
3.9575,1.18415
3.96,1.18415
3.9625,1.18415
3.965,1.18415
3.9675,1.18415
3.97,1.18415
3.9725,1.18415
3.975,1.18415
3.9775,1.18415
3.98,1.18415
3.9825,1.18415
3.985,1.18415
3.9875,1.18415
3.99,1.18415
3.9925,1.18415
3.995,1.18415
3.9975,1.18415
4.0,1.18415
4.0025,1.18415
4.005,1.18415
4.0075,1.18415
4.01,1.18415
4.0125,1.18415
4.015,1.18415
4.0175,1.18415
4.02,1.18415
4.0225,1.18415
4.025,1.18415
4.0275,1.18415
4.03,1.18415
4.0325,1.18415
4.035,1.18415
4.0375,1.18415
4.04,1.18415
4.0425,1.18415
4.045,1.18415
4.0475,1.18415
4.05,1.18415
4.0525,1.18415
4.055,1.18415
4.0575,1.18415
4.06,1.18415
4.0625,1.18415
4.065,1.18415
4.0675,1.18415
4.07,1.18415
4.0725,1.18415
4.075,1.18415
4.0775,1.18415
4.08,1.18415
4.0825,1.18415
4.085,1.18415
4.0875,1.18415
4.09,1.18415
4.0925,1.18415
4.095,1.18415
4.0975,1.18415
4.1,1.18415
4.1025,1.18415
4.105,1.18415
4.1075,1.18415
4.11,1.18415
4.1125,1.18415
4.115,1.18415
4.1175,1.18415
4.12,1.18415
4.1225,1.18415
4.125,1.18415
4.1275,1.18415
4.13,1.18415
4.1325,1.18415
4.135,1.18415
4.1375,1.18415
4.14,1.18415
4.1425,1.18415
4.145,1.18415
4.1475,1.18415
4.15,1.18415
4.1525,1.18415
4.155,1.18415
4.1575,1.18415
4.16,1.18415
4.1625,1.18415
4.165,1.18415
4.1675,1.18415
4.17,1.18415
4.1725,1.18415
4.175,1.18415
4.1775,1.18415
4.18,1.18415
4.1825,1.18415
4.185,1.18415
4.1875,1.18415
4.19,1.18415
4.1925,1.18415
4.195,1.18415
4.1975,1.18415
4.2,1.18415
4.2025,1.18415
4.205,1.18415
4.2075,1.18415
4.21,1.18415
4.2125,1.18415
4.215,1.18415
4.2175,1.18415
4.22,1.18415
4.2225,1.18415
4.225,1.18415
4.2275,1.18415
4.23,1.18415
4.2325,1.18415
4.235,1.18415
4.2375,1.18415
4.24,1.18415
4.2425,1.18415
4.245,1.18415
4.2475,1.18415
4.25,1.18415
4.2525,1.18415
4.255,1.18415
4.2575,1.18415
4.26,1.18415
4.2625,1.18415
4.265,1.18415
4.2675,1.18415
4.27,1.18415
4.2725,1.18415
4.275,1.18415
4.2775,1.18415
4.28,1.18415
4.2825,1.18415
4.285,1.18415
4.2875,1.18415
4.29,1.18415
4.2925,1.18415
4.295,1.18415
4.2975,1.18415
4.3,1.18415
4.3025,1.18415
4.305,1.18415
4.3075,1.18415
4.31,1.18415
4.3125,1.18415
4.315,1.18415
4.3175,1.18415
4.32,1.18415
4.3225,1.18415
4.325,1.18415
4.3275,1.18415
4.33,1.18415
4.3325,1.18415
4.335,1.18415
4.3375,1.18415
4.34,1.18415
4.3425,1.18415
4.345,1.18415
4.3475,1.18415
4.35,1.18415
4.3525,1.18415
4.355,1.18415
4.3575,1.18415
4.36,1.18415
4.3625,1.18415
4.365,1.18415
4.3675,1.18415
4.37,1.18415
4.3725,1.18415
4.375,1.18415
4.3775,1.18415
4.38,1.18415
4.3825,1.18415
4.385,1.18415
4.3875,1.18415
4.39,1.18415
4.3925,1.18415
4.395,1.18415
4.3975,1.18415
4.4,1.18415
4.4025,1.18415
4.405,1.18415
4.4075,1.18415
4.41,1.18415
4.4125,1.18415
4.415,1.18415
4.4175,1.18415
4.42,1.18415
4.4225,1.18415
4.425,1.18415
4.4275,1.18415
4.43,1.18415
4.4325,1.18415
4.435,1.18415
4.4375,1.18415
4.44,1.18415
4.4425,1.18415
4.445,1.18415
4.4475,1.18415
4.45,1.18415
4.4525,1.18415
4.455,1.18415
4.4575,1.18415
4.46,1.18415
4.4625,1.18415
4.465,1.18415
4.4675,1.18415
4.47,1.18415
4.4725,1.18415
4.475,1.18415
4.4775,1.18415
4.48,1.18415
4.4825,1.18415
4.485,1.18415
4.4875,1.18415
4.49,1.18415
4.4925,1.18415
4.495,1.18415
4.4975,1.18415
4.5,1.18415
4.5025,1.18415
4.505,1.18415
4.5075,1.18415
4.51,1.18415
4.5125,1.18415
4.515,1.18415
4.5175,1.18415
4.52,1.18415
4.5225,1.18415
4.525,1.18415
4.5275,1.18415
4.53,1.18415
4.5325,1.18415
4.535,1.18415
4.5375,1.18415
4.54,1.18415
4.5425,1.18415
4.545,1.18415
4.5475,1.18415
4.55,1.18415
4.5525,1.18415
4.555,1.18415
4.5575,1.18415
4.56,1.18415
4.5625,1.18415
4.565,1.18415
4.5675,1.18415
4.57,1.18415
4.5725,1.18415
4.575,1.18415
4.5775,1.18415
4.58,1.18415
4.5825,1.18415
4.585,1.18415
4.5875,1.18415
4.59,1.18415
4.5925,1.18415
4.595,1.18415
4.5975,1.18415
4.6,1.18415
4.6025,1.18415
4.605,1.18415
4.6075,1.18415
4.61,1.18415
4.6125,1.18415
4.615,1.18415
4.6175,1.18415
4.62,1.18415
4.6225,1.18415
4.625,1.18415
4.6275,1.18415
4.63,1.18415
4.6325,1.18415
4.635,1.18415
4.6375,1.18415
4.64,1.18415
4.6425,1.18415
4.645,1.18415
4.6475,1.18415
4.65,1.18415
4.6525,1.18415
4.655,1.18415
4.6575,1.18415
4.66,1.18415
4.6625,1.18415
4.665,1.18415
4.6675,1.18415
4.67,1.18415
4.6725,1.18415
4.675,1.18415
4.6775,1.18415
4.68,1.18415
4.6825,1.18415
4.685,1.18415
4.6875,1.18415
4.69,1.18415
4.6925,1.18415
4.695,1.18415
4.6975,1.18415
4.7,1.18415
4.7025,1.18415
4.705,1.18415
4.7075,1.18415
4.71,1.18415
4.7125,1.18415
4.715,1.18415
4.7175,1.18415
4.72,1.18415
4.7225,1.18415
4.725,1.18415
4.7275,1.18415
4.73,1.18415
4.7325,1.18415
4.735,1.18415
4.7375,1.18415
4.74,1.18415
4.7425,1.18415
4.745,1.18415
4.7475,1.18415
4.75,1.18415
4.7525,1.18415
4.755,1.18415
4.7575,1.18415
4.76,1.18415
4.7625,1.18415
4.765,1.18415
4.7675,1.18415
4.77,1.18415
4.7725,1.18415
4.775,1.18415
4.7775,1.18415
4.78,1.18415
4.7825,1.18415
4.785,1.18415
4.7875,1.18415
4.79,1.18415
4.7925,1.18415
4.795,1.18415
4.7975,1.18415
4.8,1.18415
4.8025,1.18415
4.805,1.18415
4.8075,1.18415
4.81,1.18415
4.8125,1.18415
4.815,1.18415
4.8175,1.18415
4.82,1.18415
4.8225,1.18415
4.825,1.18415
4.8275,1.18415
4.83,1.18415
4.8325,1.18415
4.835,1.18415
4.8375,1.18415
4.84,1.18415
4.8425,1.18415
4.845,1.18415
4.8475,1.18415
4.85,1.18415
4.8525,1.18415
4.855,1.18415
4.8575,1.18415
4.86,1.18415
4.8625,1.18415
4.865,1.18415
4.8675,1.18415
4.87,1.18415
4.8725,1.18415
4.875,1.18415
4.8775,1.18415
4.88,1.18415
4.8825,1.18415
4.885,1.18415
4.8875,1.18415
4.89,1.18415
4.8925,1.18415
4.895,1.18415
4.8975,1.18415
4.9,1.18415
4.9025,1.18415
4.905,1.18415
4.9075,1.18415
4.91,1.18415
4.9125,1.18415
4.915,1.18415
4.9175,1.18415
4.92,1.18415
4.9225,1.18415
4.925,1.18415
4.9275,1.18415
4.93,1.18415
4.9325,1.18415
4.935,1.18415
4.9375,1.18415
4.94,1.18415
4.9425,1.18415
4.945,1.18415
4.9475,1.18415
4.95,1.18415
4.9525,1.18415
4.955,1.18415
4.9575,1.18415
4.96,1.18415
4.9625,1.18415
4.965,1.18415
4.9675,1.18415
4.97,1.18415
4.9725,1.18415
4.975,1.18415
4.9775,1.18415
4.98,1.18415
4.9825,1.18415
4.985,1.18415
4.9875,1.18415
4.99,1.18415
4.9925,1.18415
4.995,1.18415
4.9975,1.18415
5.0,1.18415
5.0025,1.18415
5.005,1.18415
5.0075,1.18415
5.01,1.18415
5.0125,1.18415
5.015,1.18415
5.0175,1.18415
5.02,1.18415
5.0225,1.18415
5.025,1.18415
5.0275,1.18415
5.03,1.18415
5.0325,1.18415
5.035,1.18415
5.0375,1.18415
5.04,1.18415
5.0425,1.18415
5.045,1.18415
5.0475,1.18415
5.05,1.18415
5.0525,1.18415
5.055,1.18415
5.0575,1.18415
5.06,1.18415
5.0625,1.18415
5.065,1.18415
5.0675,1.18415
5.07,1.18415
5.0725,1.18415
5.075,1.18415
5.0775,1.18415
5.08,1.18415
5.0825,1.18415
5.085,1.18415
5.0875,1.18415
5.09,1.18415
5.0925,1.18415
5.095,1.18415
5.0975,1.18415
5.1,1.18415
5.1025,1.18415
5.105,1.18415
5.1075,1.18415
5.11,1.18415
5.1125,1.18415
5.115,1.18415
5.1175,1.18415
5.12,1.18415
5.1225,1.18415
5.125,1.18415
5.1275,1.18415
5.13,1.18415
5.1325,1.18415
5.135,1.18415
5.1375,1.18415
5.14,1.18415
5.1425,1.18415
5.145,1.18415
5.1475,1.18415
5.15,1.18415
5.1525,1.18415
5.155,1.18415
5.1575,1.18415
5.16,1.18415
5.1625,1.18415
5.165,1.18415
5.1675,1.18415
5.17,1.18415
5.1725,1.18415
5.175,1.18415
5.1775,1.18415
5.18,1.18415
5.1825,1.18415
5.185,1.18415
5.1875,1.18415
5.19,1.18415
5.1925,1.18415
5.195,1.18415
5.1975,1.18415
5.2,1.18415
5.2025,1.18415
5.205,1.18415
5.2075,1.18415
5.21,1.18415
5.2125,1.18415
5.215,1.18415
5.2175,1.18415
5.22,1.18415
5.2225,1.18415
5.225,1.18415
5.2275,1.18415
5.23,1.18415
5.2325,1.18415
5.235,1.18415
5.2375,1.18415
5.24,1.18415
5.2425,1.18415
5.245,1.18415
5.2475,1.18415
5.25,1.18415
5.2525,1.18415
5.255,1.18415
5.2575,1.18415
5.26,1.18415
5.2625,1.18415
5.265,1.18415
5.2675,1.18415
5.27,1.18415
5.2725,1.18415
5.275,1.18415
5.2775,1.18415
5.28,1.18415
5.2825,1.18415
5.285,1.18415
5.2875,1.18415
5.29,1.18415
5.2925,1.18415
5.295,1.18415
5.2975,1.18415
5.3,1.18415
5.3025,1.18415
5.305,1.18415
5.3075,1.18415
5.31,1.18415
5.3125,1.18415
5.315,1.18415
5.3175,1.18415
5.32,1.18415
5.3225,1.18415
5.325,1.18415
5.3275,1.18415
5.33,1.18415
5.3325,1.18415
5.335,1.18415
5.3375,1.18415
5.34,1.18415
5.3425,1.18415
5.345,1.18415
5.3475,1.18415
5.35,1.18415
5.3525,1.18415
5.355,1.18415
5.3575,1.18415
5.36,1.18415
5.3625,1.18415
5.365,1.18415
5.3675,1.18415
5.37,1.18415
5.3725,1.18415
5.375,1.18415
5.3775,1.18415
5.38,1.18415
5.3825,1.18415
5.385,1.18415
5.3875,1.18415
5.39,1.18415
5.3925,1.18415
5.395,1.18415
5.3975,1.18415
5.4,1.18415
5.4025,1.18415
5.405,1.18415
5.4075,1.18415
5.41,1.18415
5.4125,1.18415
5.415,1.18415
5.4175,1.18415
5.42,1.18415
5.4225,1.18415
5.425,1.18415
5.4275,1.18415
5.43,1.18415
5.4325,1.18415
5.435,1.18415
5.4375,1.18415
5.44,1.18415
5.4425,1.18415
5.445,1.18415
5.4475,1.18415
5.45,1.18415
5.4525,1.18415
5.455,1.18415
5.4575,1.18415
5.46,1.18415
5.4625,1.18415
5.465,1.18415
5.4675,1.18415
5.47,1.18415
5.4725,1.18415
5.475,1.18415
5.4775,1.18415
5.48,1.18415
5.4825,1.18415
5.485,1.18415
5.4875,1.18415
5.49,1.18415
5.4925,1.18415
5.495,1.18415
5.4975,1.18415
5.5,1.18415
5.5025,1.18415
5.505,1.18415
5.5075,1.18415
5.51,1.18415
5.5125,1.18415
5.515,1.18415
5.5175,1.18415
5.52,1.18415
5.5225,1.18415
5.525,1.18415
5.5275,1.18415
5.53,1.18415
5.5325,1.18415
5.535,1.18415
5.5375,1.18415
5.54,1.18415
5.5425,1.18415
5.545,1.18415
5.5475,1.18415
5.55,1.18415
5.5525,1.18415
5.555,1.18415
5.5575,1.18415
5.56,1.18415
5.5625,1.18415
5.565,1.18415
5.5675,1.18415
5.57,1.18415
5.5725,1.18415
5.575,1.18415
5.5775,1.18415
5.58,1.18415
5.5825,1.18415
5.585,1.18415
5.5875,1.18415
5.59,1.18415
5.5925,1.18415
5.595,1.18415
5.5975,1.18415
5.6,1.18415
5.6025,1.18415
5.605,1.18415
5.6075,1.18415
5.61,1.18415
5.6125,1.18415
5.615,1.18415
5.6175,1.18415
5.62,1.18415
5.6225,1.18415
5.625,1.18415
5.6275,1.18415
5.63,1.18415
5.6325,1.18415
5.635,1.18415
5.6375,1.18415
5.64,1.18415
5.6425,1.18415
5.645,1.18415
5.6475,1.18415
5.65,1.18415
5.6525,1.18415
5.655,1.18415
5.6575,1.18415
5.66,1.18415
5.6625,1.18415
5.665,1.18415
5.6675,1.18415
5.67,1.18415
5.6725,1.18415
5.675,1.18415
5.6775,1.18415
5.68,1.18415
5.6825,1.18415
5.685,1.18415
5.6875,1.18415
5.69,1.18415
5.6925,1.18415
5.695,1.18415
5.6975,1.18415
5.7,1.18415
5.7025,1.18415
5.705,1.18415
5.7075,1.18415
5.71,1.18415
5.7125,1.18415
5.715,1.18415
5.7175,1.18415
5.72,1.18415
5.7225,1.18415
5.725,1.18415
5.7275,1.18415
5.73,1.18415
5.7325,1.18415
5.735,1.18415
5.7375,1.18415
5.74,1.18415
5.7425,1.18415
5.745,1.18415
5.7475,1.18415
5.75,1.18415
5.7525,1.18415
5.755,1.18415
5.7575,1.18415
5.76,1.18415
5.7625,1.18415
5.765,1.18415
5.7675,1.18415
5.77,1.18415
5.7725,1.18415
5.775,1.18415
5.7775,1.18415
5.78,1.18415
5.7825,1.18415
5.785,1.18415
5.7875,1.18415
5.79,1.18415
5.7925,1.18415
5.795,1.18415
5.7975,1.18415
5.8,1.18415
5.8025,1.18415
5.805,1.18415
5.8075,1.18415
5.81,1.18415
5.8125,1.18415
5.815,1.18415
5.8175,1.18415
5.82,1.18415
5.8225,1.18415
5.825,1.18415
5.8275,1.18415
5.83,1.18415
5.8325,1.18415
5.835,1.18415
5.8375,1.18415
5.84,1.18415
5.8425,1.18415
5.845,1.18415
5.8475,1.18415
5.85,1.18415
5.8525,1.18415
5.855,1.18415
5.8575,1.18415
5.86,1.18415
5.8625,1.18415
5.865,1.18415
5.8675,1.18415
5.87,1.18415
5.8725,1.18415
5.875,1.18415
5.8775,1.18415
5.88,1.18415
5.8825,1.18415
5.885,1.18415
5.8875,1.18415
5.89,1.18415
5.8925,1.18415
5.895,1.18415
5.8975,1.18415
5.9,1.18415
5.9025,1.18415
5.905,1.18415
5.9075,1.18415
5.91,1.18415
5.9125,1.18415
5.915,1.18415
5.9175,1.18415
5.92,1.18415
5.9225,1.18415
5.925,1.18415
5.9275,1.18415
5.93,1.18415
5.9325,1.18415
5.935,1.18415
5.9375,1.18415
5.94,1.18415
5.9425,1.18415
5.945,1.18415
5.9475,1.18415
5.95,1.18415
5.9525,1.18415
5.955,1.18415
5.9575,1.18415
5.96,1.18415
5.9625,1.18415
5.965,1.18415
5.9675,1.18415
5.97,1.18415
5.9725,1.18415
5.975,1.18415
5.9775,1.18415
5.98,1.18415
5.9825,1.18415
5.985,1.18415
5.9875,1.18415
5.99,1.18415
5.9925,1.18415
5.995,1.18415
5.9975,1.18415
6.0,1.18415
6.0025,1.18415
6.005,1.18415
6.0075,1.18415
6.01,1.18415
6.0125,1.18415
6.015,1.18415
6.0175,1.18415
6.02,1.18415
6.0225,1.18415
6.025,1.18415
6.0275,1.18415
6.03,1.18415
6.0325,1.18415
6.035,1.18415
6.0375,1.18415
6.04,1.18415
6.0425,1.18415
6.045,1.18415
6.0475,1.18415
6.05,1.18415
6.0525,1.18415
6.055,1.18415
6.0575,1.18415
6.06,1.18415
6.0625,1.18415
6.065,1.18415
6.0675,1.18415
6.07,1.18415
6.0725,1.18415
6.075,1.18415
6.0775,1.18415
6.08,1.18415
6.0825,1.18415
6.085,1.18415
6.0875,1.18415
6.09,1.18415
6.0925,1.18415
6.095,1.18415
6.0975,1.18415
6.1,1.18415
6.1025,1.18415
6.105,1.18415
6.1075,1.18415
6.11,1.18415
6.1125,1.18415
6.115,1.18415
6.1175,1.18415
6.12,1.18415
6.1225,1.18415
6.125,1.18415
6.1275,1.18415
6.13,1.18415
6.1325,1.18415
6.135,1.18415
6.1375,1.18415
6.14,1.18415
6.1425,1.18415
6.145,1.18415
6.1475,1.18415
6.15,1.18415
6.1525,1.18415
6.155,1.18415
6.1575,1.18415
6.16,1.18415
6.1625,1.18415
6.165,1.18415
6.1675,1.18415
6.17,1.18415
6.1725,1.18415
6.175,1.18415
6.1775,1.18415
6.18,1.18415
6.1825,1.18415
6.185,1.18415
6.1875,1.18415
6.19,1.18415
6.1925,1.18415
6.195,1.18415
6.1975,1.18415
6.2,1.18415
6.2025,1.18415
6.205,1.18415
6.2075,1.18415
6.21,1.18415
6.2125,1.18415
6.215,1.18415
6.2175,1.18415
6.22,1.18415
6.2225,1.18415
6.225,1.18415
6.2275,1.18415
6.23,1.18415
6.2325,1.18415
6.235,1.18415
6.2375,1.18415
6.24,1.18415
6.2425,1.18415
6.245,1.18415
6.2475,1.18415
6.25,1.18415
6.2525,1.18415
6.255,1.18415
6.2575,1.18415
6.26,1.18415
6.2625,1.18415
6.265,1.18415
6.2675,1.18415
6.27,1.18415
6.2725,1.18415
6.275,1.18415
6.2775,1.18415
6.28,1.18415
6.2825,1.18415
6.285,1.18415
6.2875,1.18415
6.29,1.18415
6.2925,1.18415
6.295,1.18415
6.2975,1.18415
6.3,1.18415
6.3025,1.18415
6.305,1.18415
6.3075,1.18415
6.31,1.18415
6.3125,1.18415
6.315,1.18415
6.3175,1.18415
6.32,1.18415
6.3225,1.18415
6.325,1.18415
6.3275,1.18415
6.33,1.18415
6.3325,1.18415
6.335,1.18415
6.3375,1.18415
6.34,1.18415
6.3425,1.18415
6.345,1.18415
6.3475,1.18415
6.35,1.18415
6.3525,1.18415
6.355,1.18415
6.3575,1.18415
6.36,1.18415
6.3625,1.18415
6.365,1.18415
6.3675,1.18415
6.37,1.18415
6.3725,1.18415
6.375,1.18415
6.3775,1.18415
6.38,1.18415
6.3825,1.18415
6.385,1.18415
6.3875,1.18415
6.39,1.18415
6.3925,1.18415
6.395,1.18415
6.3975,1.18415
6.4,1.18415
6.4025,1.18415
6.405,1.18415
6.4075,1.18415
6.41,1.18415
6.4125,1.18415
6.415,1.18415
6.4175,1.18415
6.42,1.18415
6.4225,1.18415
6.425,1.18415
6.4275,1.18415
6.43,1.18415
6.4325,1.18415
6.435,1.18415
6.4375,1.18415
6.44,1.18415
6.4425,1.18415
6.445,1.18415
6.4475,1.18415
6.45,1.18415
6.4525,1.18415
6.455,1.18415
6.4575,1.18415
6.46,1.18415
6.4625,1.18415
6.465,1.18415
6.4675,1.18415
6.47,1.18415
6.4725,1.18415
6.475,1.18415
6.4775,1.18415
6.48,1.18415
6.4825,1.18415
6.485,1.18415
6.4875,1.18415
6.49,1.18415
6.4925,1.18415
6.495,1.18415
6.4975,1.18415
6.5,1.18415
6.5025,1.18415
6.505,1.18415
6.5075,1.18415
6.51,1.18415
6.5125,1.18415
6.515,1.18415
6.5175,1.18415
6.52,1.18415
6.5225,1.18415
6.525,1.18415
6.5275,1.18415
6.53,1.18415
6.5325,1.18415
6.535,1.18415
6.5375,1.18415
6.54,1.18415
6.5425,1.18415
6.545,1.18415
6.5475,1.18415
6.55,1.18415
6.5525,1.18415
6.555,1.18415
6.5575,1.18415
6.56,1.18415
6.5625,1.18415
6.565,1.18415
6.5675,1.18415
6.57,1.18415
6.5725,1.18415
6.575,1.18415
6.5775,1.18415
6.58,1.18415
6.5825,1.18415
6.585,1.18415
6.5875,1.18415
6.59,1.18415
6.5925,1.18415
6.595,1.18415
6.5975,1.18415
6.6,1.18415
6.6025,1.18415
6.605,1.18415
6.6075,1.18415
6.61,1.18415
6.6125,1.18415
6.615,1.18415
6.6175,1.18415
6.62,1.18415
6.6225,1.18415
6.625,1.18415
6.6275,1.18415
6.63,1.18415
6.6325,1.18415
6.635,1.18415
6.6375,1.18415
6.64,1.18415
6.6425,1.18415
6.645,1.18415
6.6475,1.18415
6.65,1.18415
6.6525,1.18415
6.655,1.18415
6.6575,1.18415
6.66,1.18415
6.6625,1.18415
6.665,1.18415
6.6675,1.18415
6.67,1.18415
6.6725,1.18415
6.675,1.18415
6.6775,1.18415
6.68,1.18415
6.6825,1.18415
6.685,1.18415
6.6875,1.18415
6.69,1.18415
6.6925,1.18415
6.695,1.18415
6.6975,1.18415
6.7,1.18415
6.7025,1.18415
6.705,1.18415
6.7075,1.18415
6.71,1.18415
6.7125,1.18415
6.715,1.18415
6.7175,1.18415
6.72,1.18415
6.7225,1.18415
6.725,1.18415
6.7275,1.18415
6.73,1.18415
6.7325,1.18415
6.735,1.18415
6.7375,1.18415
6.74,1.18415
6.7425,1.18415
6.745,1.18415
6.7475,1.18415
6.75,1.18415
6.7525,1.18415
6.755,1.18415
6.7575,1.18415
6.76,1.18415
6.7625,1.18415
6.765,1.18415
6.7675,1.18415
6.77,1.18415
6.7725,1.18415
6.775,1.18415
6.7775,1.18415
6.78,1.18415
6.7825,1.18415
6.785,1.18415
6.7875,1.18415
6.79,1.18415
6.7925,1.18415
6.795,1.18415
6.7975,1.18415
6.8,1.18415
6.8025,1.18415
6.805,1.18415
6.8075,1.18415
6.81,1.18415
6.8125,1.18415
6.815,1.18415
6.8175,1.18415
6.82,1.18415
6.8225,1.18415
6.825,1.18415
6.8275,1.18415
6.83,1.18415
6.8325,1.18415
6.835,1.18415
6.8375,1.18415
6.84,1.18415
6.8425,1.18415
6.845,1.18415
6.8475,1.18415
6.85,1.18415
6.8525,1.18415
6.855,1.18415
6.8575,1.18415
6.86,1.18415
6.8625,1.18415
6.865,1.18415
6.8675,1.18415
6.87,1.18415
6.8725,1.18415
6.875,1.18415
6.8775,1.18415
6.88,1.18415
6.8825,1.18415
6.885,1.18415
6.8875,1.18415
6.89,1.18415
6.8925,1.18415
6.895,1.18415
6.8975,1.18415
6.9,1.18415
6.9025,1.18415
6.905,1.18415
6.9075,1.18415
6.91,1.18415
6.9125,1.18415
6.915,1.18415
6.9175,1.18415
6.92,1.18415
6.9225,1.18415
6.925,1.18415
6.9275,1.18415
6.93,1.18415
6.9325,1.18415
6.935,1.18415
6.9375,1.18415
6.94,1.18415
6.9425,1.18415
6.945,1.18415
6.9475,1.18415
6.95,1.18415
6.9525,1.18415
6.955,1.18415
6.9575,1.18415
6.96,1.18415
6.9625,1.18415
6.965,1.18415
6.9675,1.18415
6.97,1.18415
6.9725,1.18415
6.975,1.18415
6.9775,1.18415
6.98,1.18415
6.9825,1.18415
6.985,1.18415
6.9875,1.18415
6.99,1.18415
6.9925,1.18415
6.995,1.18415
6.9975,1.18415
7.0,1.18415
