Physical Time (s),ep_top Monitor (kg-m/s^3): top_cv1,ep_top Monitor (kg-m/s^3): top_cv2,ep_top Monitor (kg-m/s^3): top_cv3,ep_top Monitor (kg-m/s^3): top_cv4,ep_top Monitor (kg-m/s^3): top_cv5,ep_top Monitor (kg-m/s^3): top_cv6,ep_top Monitor (kg-m/s^3): top_cv7
3.9725,1.0576874963182579e-07,1.0889715824289025e-07,1.1423969296514816e-07,1.2074879154084825e-07,1.2514681887168325e-07,1.2532756243274717e-07,1.2501325496466214e-07
3.975,1.0429238079460617e-07,1.0715828264569784e-07,1.1230550649347815e-07,1.1865439062199563e-07,1.2286123474856339e-07,1.2262378237804055e-07,1.2225152321620565e-07
3.9775,1.0271901615564221e-07,1.0531235652136009e-07,1.1025623405610352e-07,1.1643867508680128e-07,1.2045014609352334e-07,1.1979212857068822e-07,1.1935641086324694e-07
3.98,1.0105332360308005e-07,1.0336480278575415e-07,1.0809791287413648e-07,1.1410849959353237e-07,1.1792062344327253e-07,1.1684250393309648e-07,1.163378562915941e-07
3.9825,9.9300439061434823e-08,1.0132142976026445e-07,1.0583675055690192e-07,1.1167098583718506e-07,1.1528122814269169e-07,1.137854168967091e-07,1.1320657462562844e-07
3.985,9.7466098654640298e-08,9.918860599567987e-08,1.0347930989542437e-07,1.0913320720847144e-07,1.125402081238596e-07,1.1063115955724486e-07,1.0997323578870604e-07
3.9875,9.5555954601230885e-08,9.6972545904683778e-08,1.0103211483649013e-07,1.0650202543691683e-07,1.0970540164407808e-07,1.0738925719150722e-07,1.0664795789317769e-07
3.99,9.3576277951103666e-08,9.4680102949877409e-08,9.8502080959527489e-08,1.0378457906119044e-07,1.0678546789576079e-07,1.0407077798612174e-07,1.0324253302598653e-07
3.9925,9.1532741145656199e-08,9.2317441643794635e-08,9.5895477567614217e-08,1.0098750070611871e-07,1.0378771784262305e-07,1.0068610880806705e-07,9.9768069550770967e-08
3.995,8.9431283359896725e-08,8.9891055507254715e-08,9.3219049482111925e-08,9.8117963530053873e-08,1.0071986031794372e-07,9.7245831463476489e-08,9.6235848955174339e-08
3.9975,8.7278001613892395e-08,8.7408013457048607e-08,9.0480769741286876e-08,9.5184242870746288e-08,9.7590270712563002e-08,9.3760290607843688e-08,9.2656741302118713e-08
4.0,8.5079610093090251e-08,8.4876729594204779e-08,8.7691042901239808e-08,9.2197847138918701e-08,9.4410575396662291e-08,9.0242338490538978e-08,8.9044122957136833e-08
4.0025,8.2843975970104425e-08,8.2307315477283956e-08,8.4862012138362501e-08,8.9171819261883004e-08,9.1194085440275239e-08,8.6706081235572765e-08,8.541277012950988e-08
4.005,8.0579682928464705e-08,7.9710338831054358e-08,8.2005050268402051e-08,8.6117682159712855e-08,8.7953569152330663e-08,8.3165645466609885e-08,8.1777388032025293e-08
4.0075,7.8295763330690546e-08,7.7095928570985169e-08,7.9130039934035384e-08,8.3044953064898396e-08,8.4699030483315556e-08,7.9631746531253836e-08,7.8149406442957598e-08
4.01,7.6000840355668389e-08,7.4473122601626274e-08,7.6245962618517475e-08,7.9963277559058234e-08,8.1440810404165311e-08,7.6115748723950726e-08,7.4540834159722593e-08
4.0125,7.3703131428265622e-08,7.1850631760224879e-08,7.3362642616659909e-08,7.6884106979795981e-08,7.8190938556586688e-08,7.2631250524696456e-08,7.0966028045881549e-08
4.015,7.141023308102434e-08,6.9237216754406827e-08,7.049064936145567e-08,7.3819682748801113e-08,7.4962803949499722e-08,6.9192718470693733e-08,6.7440181517446983e-08
4.0175,6.9130872208288483e-08,6.6643548997150941e-08,6.7642292659171924e-08,7.0783181120397065e-08,7.177047909242493e-08,6.5814873300672768e-08,6.3978672857288288e-08
4.02,6.6873916436977409e-08,6.4079994874587095e-08,6.4828575537939479e-08,6.7786087037523408e-08,6.8626318912931023e-08,6.2509981711432759e-08,6.0594431474715613e-08
4.0225,6.4647888484218138e-08,6.1555666551576796e-08,6.2058515423028239e-08,6.4837276409499e-08,6.5539516603203139e-08,5.9287056929320939e-08,5.7296730701977053e-08
4.025,6.245908545602722e-08,5.9076543269209745e-08,5.9337685272549673e-08,6.1942007207171737e-08,6.2515666963470009e-08,5.6152143859809521e-08,5.4091912218205525e-08
4.0275,6.0312442085423941e-08,5.6647396722281291e-08,5.667107834682972e-08,5.9105616194528267e-08,5.9560110903899775e-08,5.3110232773238595e-08,5.0984740034772449e-08
4.03,5.8211053329690632e-08,5.427180742357959e-08,5.4062931533512119e-08,5.6332303263786255e-08,5.6676356746382383e-08,5.0165147434105342e-08,4.7979847553690725e-08
4.0325,5.6156913398892114e-08,5.1953033727968288e-08,5.1517862658484162e-08,5.3626957230883133e-08,5.3868699627015912e-08,4.732104248024064e-08,4.5082330080628509e-08
4.035,5.4152390097492208e-08,4.9694986159216583e-08,4.9041181003559607e-08,5.0995107328235682e-08,5.1141774194271039e-08,4.4581479859461665e-08,4.2296382930749726e-08
4.0375,5.2199439702115034e-08,4.7500735617760413e-08,4.6636705630655209e-08,4.8440881293318214e-08,4.849969708840423e-08,4.1949314156522849e-08,3.9625353700153618e-08
4.04,5.030005407496295e-08,4.5372806253584515e-08,4.4307212277678459e-08,4.5967524210570252e-08,4.5946421189394997e-08,3.9426604032559893e-08,3.7071424199478434e-08
4.0425,4.8456543429372897e-08,4.3313724808498776e-08,4.2055618016631909e-08,4.3579132995645359e-08,4.3487419629253976e-08,3.701807934098152e-08,3.4638771007467707e-08
4.045,4.6671788106507082e-08,4.1326712871578557e-08,3.9886135773787213e-08,4.1280830342837071e-08,4.1127585626772312e-08,3.4727379407393918e-08,3.2330822166846945e-08
4.0475,4.4949671755210175e-08,3.9416331019177723e-08,3.7804583539980833e-08,3.9078842666198677e-08,3.8871983290247741e-08,3.2558246978811228e-08,3.0151509549305892e-08
4.05,4.3295232779660475e-08,3.758855544733696e-08,3.5817714525417838e-08,3.6979580624887403e-08,3.6725821295729007e-08,3.0514275001025515e-08,2.8104683346503812e-08
4.0525,4.171420276359116e-08,3.5849989316370822e-08,3.3932345272048914e-08,3.4989639172156156e-08,3.4695461750755992e-08,2.8600329908246209e-08,2.6195320031106425e-08
4.055,4.021388211419953e-08,3.4208621824770639e-08,3.2156303929946952e-08,3.3116819509126759e-08,3.2788698394077883e-08,2.6822866728045271e-08,2.4429827924483438e-08
4.0575,3.8801559644352376e-08,3.2672066714031573e-08,3.0496979035675984e-08,3.13685729296424e-08,3.1013734688670407e-08,2.5186932360131871e-08,2.2812651880081362e-08
4.06,3.7484322317501066e-08,3.1247518360138069e-08,2.8961924582900559e-08,2.9753051443526775e-08,2.9379929224978019e-08,2.3702207373006608e-08,2.1352630122820962e-08
4.0625,3.6268770048748286e-08,2.9941786699926038e-08,2.7558800335755997e-08,2.8278267959553111e-08,2.7893993945918749e-08,2.2373150888906543e-08,2.0053580692307537e-08
4.065,3.5160262148233786e-08,2.8760658025555916e-08,2.6294327925620842e-08,2.695076193180837e-08,2.6560676618617498e-08,2.1202515741797503e-08,1.8917773872097415e-08
4.0675,3.4163659487716232e-08,2.7709653916395039e-08,2.5174820399986819e-08,2.5776881696831422e-08,2.5385105203314346e-08,2.0193580277716233e-08,1.7948054271322094e-08
4.07,3.3283235610366826e-08,2.6793708463128328e-08,2.4205802478530074e-08,2.4762765398316578e-08,2.4373753865572273e-08,1.9351492385932831e-08,1.7149137891219474e-08
4.0725,3.2522572347847839e-08,2.6016733772718735e-08,2.3391164674549233e-08,2.3912509493684507e-08,2.3532060007914598e-08,1.8681104567756186e-08,1.6525405360817127e-08
4.075,3.1884560411381406e-08,2.5381471156372458e-08,2.273345449834141e-08,2.3229427507999205e-08,2.2864733917170436e-08,1.8186730496673398e-08,1.608075795583984e-08
4.0775,3.137093588996407e-08,2.4889239710230312e-08,2.2233809722706835e-08,2.2715117003930881e-08,2.237345427895166e-08,1.7869925198641472e-08,1.581578704770643e-08
4.08,3.0983207685594744e-08,2.4541282920162601e-08,2.18933840997196e-08,2.2370010499264441e-08,2.2056950377223801e-08,1.7727187980258359e-08,1.5726464563394575e-08
4.0825,3.0722858241949096e-08,2.4339035383280045e-08,2.1713829853732214e-08,2.2195205448464635e-08,2.1914508212078617e-08,1.7756386331695049e-08,1.5810105932374585e-08
4.085,3.0591371688992728e-08,2.4283822506489247e-08,2.1696471435866478e-08,2.2191910646100621e-08,2.194693197045905e-08,1.7957530364557773e-08,1.6066378427293484e-08
4.0875,3.058969046275256e-08,2.4376071761328472e-08,2.1840987246827276e-08,2.2359064496677987e-08,2.2152958751999745e-08,1.8327536631940128e-08,1.6491950781136904e-08
4.09,3.0718263579612621e-08,2.4615427639069927e-08,2.2145731433671521e-08,2.2693792792905902e-08,2.2529870581434565e-08,1.8863304083514367e-08,1.7082981881874925e-08
4.0925,3.0977187696328908e-08,2.5001130956774776e-08,2.2608617216097313e-08,2.3192718444221576e-08,2.3073208176024661e-08,1.9559212648277352e-08,1.7833337030004603e-08
4.095,3.1366398280829094e-08,2.5532282011359364e-08,2.3228052587943609e-08,2.3854492430452695e-08,2.3781256788748404e-08,2.0412826510158124e-08,1.8739953157194124e-08
4.0975,3.1884883619664201e-08,2.6207019986734892e-08,2.4001827613367666e-08,2.4676588954315594e-08,2.465081603564682e-08,2.1419395758150013e-08,1.9797300075908914e-08
4.1,3.2530565331505123e-08,2.70224902843718e-08,2.492653527388487e-08,2.5654342463763654e-08,2.5675798768578793e-08,2.2571612872929594e-08,2.0997415564567619e-08
4.1025,3.3300506934030228e-08,2.7975058055474983e-08,2.5997637270513444e-08,2.6782095305616249e-08,2.6848849612914694e-08,2.3860022063478638e-08,2.2330215626003711e-08
4.105,3.4191127245290646e-08,2.906038803563659e-08,2.7209956324295149e-08,2.8053950720233698e-08,2.8163258380680021e-08,2.5275857754348026e-08,2.3786128328747304e-08
4.1075,3.5198263576060063e-08,3.0273344971958316e-08,2.8557464951134399e-08,2.9463676087521976e-08,2.9612750049214896e-08,2.6810464205078756e-08,2.5355857000561943e-08
4.11,3.6317122751899798e-08,3.1607925770070932e-08,3.0033272892594607e-08,3.1003948765776482e-08,3.1189481143517994e-08,2.8455491949618467e-08,2.7030165326353305e-08
4.1125,3.7542011619646363e-08,3.3057055757103397e-08,3.1629313744012898e-08,3.266587553990817e-08,3.2884239903892216e-08,3.0201946948960879e-08,2.8799362549108585e-08
4.115,3.8866495316578327e-08,3.4613071544549468e-08,3.3337082588960659e-08,3.4440847006269491e-08,3.4688963825639031e-08,3.2043669385107549e-08,3.0656737674257079e-08
4.1175,4.0284204377624411e-08,3.6268961953957042e-08,3.5148991880477487e-08,3.6321024019332984e-08,3.6596407038150271e-08,3.3973155211855264e-08,3.2594423894027215e-08
4.12,4.1788638768953174e-08,3.8017795494399646e-08,3.7057670735950202e-08,3.8298642309255881e-08,3.8598924333133541e-08,3.5983292348639892e-08,3.4605011877637443e-08
4.1225,4.3373726917612014e-08,3.9852728433094152e-08,3.9055514614683425e-08,4.0365388859268327e-08,4.0687465916705919e-08,3.8064192266959861e-08,3.6678569974453806e-08
4.125,4.5032371712309457e-08,4.1765020812902876e-08,4.113226977581497e-08,4.2509679372630422e-08,4.284904926718104e-08,4.0201626123993465e-08,3.8800651691839441e-08
4.1275,4.675588543391484e-08,4.3743888667495932e-08,4.3275449362281421e-08,4.4718107326492034e-08,4.5068691535576698e-08,4.2379590932409032e-08,4.0955107992986335e-08
4.13,4.8534547449921907e-08,4.5777611481137948e-08,4.5471464499121106e-08,4.697600949777428e-08,4.7331097175625925e-08,4.4582800080842961e-08,4.3126748345388694e-08
4.1325,5.0357875910270802e-08,4.7853934482252582e-08,4.7706170059206053e-08,4.926773198042511e-08,4.9620300377273246e-08,4.6795162262576225e-08,4.529954785222788e-08
4.135,5.2214758843452523e-08,4.9959870032394547e-08,4.996490754884749e-08,5.1576966245185613e-08,5.19196030735852e-08,4.9001346681708184e-08,4.7458520601568359e-08
4.1375,5.4092515647331491e-08,5.2080701754513466e-08,5.2231737579145887e-08,5.3886944183418539e-08,5.4211865884603103e-08,5.1185400878176641e-08,4.958790124911708e-08
4.14,5.5977287086793376e-08,5.4200844031517375e-08,5.4490522313342846e-08,5.6182250520983801e-08,5.6482287151227275e-08,5.3331739143040178e-08,5.1672300050952781e-08
4.1425,5.785418442520714e-08,5.6304051105214071e-08,5.672451489886381e-08,5.8446137705782765e-08,5.8713366158731945e-08,5.5422688084053474e-08,5.3694282531386796e-08
4.145,5.97086776398025e-08,5.8374488717567919e-08,5.8916857870547371e-08,6.0661144667142376e-08,6.0887759987949883e-08,5.7441546423557793e-08,5.5637462348272041e-08
4.1475,6.1526228957939826e-08,6.0395989875606234e-08,6.1049658446019291e-08,6.2808107473870657e-08,6.2985975154246838e-08,5.9368749367915567e-08,5.7482545658589084e-08
4.15,6.3292991151950289e-08,6.2352742944198234e-08,6.3105204116066708e-08,6.4868433150902948e-08,6.4989398190988461e-08,6.1187487256016685e-08,5.9213041300405759e-08
4.1525,6.4995449561533857e-08,6.4229062963004092e-08,6.5066185881475508e-08,6.6824108634957481e-08,6.6879921674445318e-08,6.2880172327746938e-08,6.0811771095293157e-08
4.155,6.66198845779852e-08,6.6009047748094315e-08,6.6915421198235415e-08,6.8657194514532142e-08,6.8639099454635761e-08,6.4429276396774541e-08,6.2261825931180409e-08
4.1575,6.8152774154202112e-08,6.7677493524785449e-08,6.8636759417527296e-08,7.0350273403849205e-08,7.0248297481141038e-08,6.5816126717450438e-08,6.3545083588590583e-08
4.16,6.9580904700647299e-08,6.9219986751621405e-08,7.0214897403883938e-08,7.1887799887930901e-08,7.1692031239356024e-08,6.7026113853787407e-08,6.4647452217933274e-08
4.1625,7.0891942354422406e-08,7.062311113590984e-08,7.1635172257729356e-08,7.3255084093498994e-08,7.2956436682873398e-08,6.8045707019560077e-08,6.5555879496510881e-08
4.165,7.2074794620641577e-08,7.1874788023715095e-08,7.2884951948487829e-08,7.4439726343351511e-08,7.4029888188229646e-08,6.8863731835320153e-08,6.6259442678477454e-08
4.1675,7.3119374070910423e-08,7.2964467223326024e-08,7.3954242567177211e-08,7.5431894254949952e-08,7.4902371585079883e-08,6.9470208469928002e-08,6.6748369712095356e-08
4.17,7.4016595119795625e-08,7.3883259202511681e-08,7.4835353614752602e-08,7.622361999122587e-08,7.5564663802156901e-08,6.9855918103485238e-08,6.7013986730614869e-08
4.1725,7.4758938738771643e-08,7.4624134909649226e-08,7.5522075632469126e-08,7.6809066620449421e-08,7.6010852513527049e-08,7.0016098266215197e-08,6.7051653296228712e-08
4.175,7.5340244147973106e-08,7.5181299915905093e-08,7.6008933045306811e-08,7.7184143470667212e-08,7.623861628277501e-08,6.9950919470446651e-08,6.6862051981738469e-08
4.1775,7.5755631935378528e-08,7.5549702369627075e-08,7.6290893162595532e-08,7.7345498183319994e-08,7.6246573965366912e-08,6.9660788905407748e-08,6.6446436788649565e-08
4.18,7.60012119572828e-08,7.5724922727789641e-08,7.6363567980780031e-08,7.7289510446986534e-08,7.6032324661062787e-08,6.9144998236266547e-08,6.58045109148428e-08
4.1825,7.607382365017442e-08,7.5703475487422862e-08,7.6223731736091654e-08,7.7013366017226672e-08,7.5594364596710219e-08,6.8403089758848267e-08,6.4936531859427581e-08
4.185,7.5971399393012108e-08,7.5483562595420701e-08,7.5870122705311785e-08,7.651633133562691e-08,7.4933047795564617e-08,6.7437046998792629e-08,6.3844927213698988e-08
4.1875,7.5693536310452346e-08,7.5065361524369474e-08,7.5303736091714933e-08,7.5800323204248228e-08,7.4051165975829596e-08,6.625150869385791e-08,6.2534785212964476e-08
4.19,7.5241021407894051e-08,7.4450272298057979e-08,7.4526807594768646e-08,7.4868680023432833e-08,7.2952730565798929e-08,6.4853272940835281e-08,6.1013382119769467e-08
4.1925,7.4615821601791389e-08,7.364111924597531e-08,7.3543536807175373e-08,7.3726896146927092e-08,7.1643919564031299e-08,6.3250154861987939e-08,5.9289073917419601e-08
4.195,7.3821168140882726e-08,7.2642372182448682e-08,7.2360086970080538e-08,7.238268281368058e-08,7.01334713971326e-08,6.1451284162311957e-08,5.7371976066513154e-08
4.1975,7.2860761061731668e-08,7.1459331659239166e-08,7.0983288985547365e-08,7.0843942168624299e-08,6.8430409540184912e-08,5.9466002703529537e-08,5.5271865010384955e-08
4.2,7.1739301337691097e-08,7.0098408816045697e-08,6.9420609568940749e-08,6.9118965938654281e-08,6.6544678210878753e-08,5.7307039768976235e-08,5.300206765194269e-08
4.2025,7.0465104561333442e-08,6.8569366741550877e-08,6.7682565479884394e-08,6.721941823032808e-08,6.4490091939747178e-08,5.4991572707469568e-08,5.0580111407719203e-08
4.205,6.9046560235724109e-08,6.6881920498056264e-08,6.5780181344478975e-08,6.5157303539276992e-08,6.2279734356688817e-08,5.2534937730964059e-08,4.8021744052160318e-08
4.2075,6.7492180836479364e-08,6.5045951399888999e-08,6.372477721671258e-08,6.2944472141981293e-08,5.9925750970787753e-08,4.995165138876841e-08,4.5342004197559957e-08
4.21,6.5810801863497374e-08,6.307180749627066e-08,6.1527947013357405e-08,6.0592964730423702e-08,5.744018567479648e-08,4.7253862916122549e-08,4.2553613904880511e-08
4.2125,6.4011682289789521e-08,6.0970417149249349e-08,5.9202027988467261e-08,5.8116400484939972e-08,5.4837687934090604e-08,4.4457414169730062e-08,3.9672911952278719e-08
4.215,6.210502443418625e-08,5.8753931635766108e-08,5.6760394543847688e-08,5.5529304045785947e-08,5.2133341100969557e-08,4.1578192473714854e-08,3.6716281066956416e-08
4.2175,6.0102933513240027e-08,5.643645551368311e-08,5.4218590773458626e-08,5.2848754626386357e-08,4.9344861270620556e-08,3.8633380095832369e-08,3.3701157765331583e-08
4.22,5.8017643555691061e-08,5.4031809975182559e-08,5.1591664517655254e-08,5.0090810198220447e-08,4.6489122262914334e-08,3.5639555360920964e-08,3.0644274803854855e-08
4.2225,5.5861487444985641e-08,5.1553670088903579e-08,4.8894117326549004e-08,4.7269739170802406e-08,4.3580565239226558e-08,3.2611285022387201e-08,2.7560226192132837e-08
4.225,5.3647105709436694e-08,4.9016060588678607e-08,4.6140914925284778e-08,4.4400409630963374e-08,4.0633877556048651e-08,2.9563908541659041e-08,2.4464487585814372e-08
4.2275,5.1387211509642665e-08,4.6433368077564853e-08,4.3347700988970439e-08,4.1499050447329094e-08,3.766564654936006e-08,2.6514582023516164e-08,2.1373868489288457e-08
4.23,4.9095449266096901e-08,4.382139425596875e-08,4.0532021113615717e-08,3.8584314277500392e-08,3.4694783586490537e-08,2.3483204959337914e-08,1.8308032598014894e-08
4.2325,4.678572828686963e-08,4.1196312227541327e-08,3.7711497849784338e-08,3.567446293748706e-08,3.1739935073003342e-08,2.0488796875311063e-08,1.5286025423972753e-08
4.235,4.4472348101745738e-08,3.8574332099259349e-08,3.4903251575184091e-08,3.2787110337078253e-08,2.8819409019228223e-08,1.754926028512119e-08,1.2325424418279212e-08
4.2375,4.2168482698147622e-08,3.5969690171465433e-08,3.2121562587204718e-08,2.9937025060348672e-08,2.5948681891518162e-08,1.4679197341015678e-08,9.4406855973241045e-09
4.24,3.9886095686769633e-08,3.3394810030140319e-08,2.9378414524244351e-08,2.7136261645634965e-08,2.3140107052260694e-08,1.189008390183479e-08,6.6427321564257062e-09
4.2425,3.7635445121698999e-08,3.0860226830208543e-08,2.6684439669550726e-08,2.4395533662714014e-08,2.0403797279559744e-08,9.1908990369651104e-09,3.940176893464131e-09
4.245,3.5425766875800556e-08,2.8375877273118236e-08,2.4050602859523864e-08,2.1725814890213263e-08,1.7750101630631679e-08,6.5912939046536539e-09,1.3420656934375154e-09
4.2475,3.3265848987446763e-08,2.595186072315976e-08,2.1488180579652841e-08,1.9138116116620075e-08,1.5189187596373711e-08,4.1014547768793597e-09,-1.1416018590140759e-09
4.25,3.1164711349111345e-08,2.3598643832590877e-08,1.9007799861456852e-08,1.6642409451823712e-08,1.2730721475690305e-08,1.730757217456121e-09,-3.5018551195516502e-09
4.2525,2.9131154683639852e-08,2.1325938044445164e-08,1.6618362072503803e-08,1.4246643390951665e-08,1.0382127586910622e-08,-5.1438837391418629e-10,-5.7325309277213702e-09
4.255,2.7174051734159754e-08,1.9142932405086509e-08,1.4328277836417097e-08,1.1958762735280846e-08,8.1512074370696372e-09,-2.6268141295573566e-09,-7.8269634177369256e-09
4.2575,2.5302021707180906e-08,1.7058480046409521e-08,1.2146621396986063e-08,9.7878808951658339e-09,6.046840839417206e-09,-4.5984162872145253e-09,-9.7776466793589368e-09
4.26,2.3523344053903045e-08,1.508151733980975e-08,1.0083268634216172e-08,7.7436233230228026e-09,4.0774332258575864e-09,-6.4226636335698539e-09,-1.1578739439156093e-08
4.2625,2.1846325600011065e-08,1.3221499932098127e-08,8.1485119148124628e-09,5.8358597185138854e-09,2.2513834371576748e-09,-8.0935132388855818e-09,-1.3224770861829634e-08
4.265,2.0279253930376539e-08,1.1487834378709016e-08,6.3518015673202736e-09,4.0730907237431337e-09,5.7469251735431189e-10,-9.6092210992688281e-09,-1.4714525460311235e-08
4.2675,1.882934036466631e-08,9.8882347951543207e-09,4.6999813330838477e-09,2.4606629982634424e-09,-9.4919513621893038e-10,-1.0969172913536071e-08,-1.6047759355845825e-08
4.27,1.7502767689061203e-08,8.4287545413282844e-09,3.1981532104821642e-09,1.0021982092802338e-09,-2.317154154939536e-09,-1.2171386292920243e-08,-1.7223211016419763e-08
4.2725,1.630368630172481e-08,7.1133703210721146e-09,1.8500923572698808e-09,-2.9859896630490329e-10,-3.5251336110419659e-09,-1.3211880852010266e-08,-1.8237444487962581e-08
4.275,1.5235662480373279e-08,5.9458518977984984e-09,6.5990997026588286e-10,-1.4371472311259223e-09,-4.568797334932907e-09,-1.4088339749413263e-08,-1.9089111266924747e-08
4.2775,1.4302372506991298e-08,4.9303766936032447e-09,-3.6797887824397722e-10,-2.4085227937808574e-09,-5.4437246726378089e-09,-1.4798684690810592e-08,-1.97770819706683e-08
4.28,1.3507658153294932e-08,4.0710553234521916e-09,-1.229846737325143e-09,-3.2098583407626158e-09,-6.148032574248723e-09,-1.5343021946776825e-08,-2.0302633604797137e-08
4.2825,1.2854509888562421e-08,3.370586463745868e-09,-1.9239195707003052e-09,-3.841111726219241e-09,-6.6832464876416571e-09,-1.5725131661362249e-08,-2.0670371716126042e-08
4.285,1.2345065068966739e-08,2.8304767645041175e-09,-2.4497338763497532e-09,-4.303673034254555e-09,-7.0530700421305059e-09,-1.595183893310747e-08,-2.0888113825040092e-08
4.2875,1.1979634011117113e-08,2.4503651653345805e-09,-2.8083023137466696e-09,-4.600002916703129e-09,-7.2618468934173686e-09,-1.6028989654943666e-08,-2.096237473699224e-08
4.29,1.1757349730340291e-08,2.2290978978061973e-09,-3.0007499949107494e-09,-4.7316888422166199e-09,-7.3120944035621862e-09,-1.5961071236901668e-08,-2.089833265815446e-08
4.2925,1.1676157631956019e-08,2.1647788699292523e-09,-3.0286791066709788e-09,-4.7002235247023089e-09,-7.2055257434772544e-09,-1.575083966061807e-08,-2.069912133690768e-08
4.295,1.1732677901026126e-08,2.2541999938073478e-09,-2.8954006947030207e-09,-4.5089121876816943e-09,-6.9456172226437163e-09,-1.5403667704344305e-08,-2.0371037772515511e-08
4.2975,1.1922172785892257e-08,2.4922652411996977e-09,-2.6067136115786156e-09,-4.1646088200924518e-09,-6.5408038157114164e-09,-1.4929913970749627e-08,-1.9925169228635602e-08
4.3,1.223856305610069e-08,2.8720005603500447e-09,-2.1703981733650392e-09,-3.6763026704617822e-09,-6.0015968910814473e-09,-1.4341941232770446e-08,-1.9374758571354721e-08
4.3025,1.2674776575518184e-08,3.3853599522686503e-09,-1.5949947456404136e-09,-3.0530849168898761e-09,-5.337940960285046e-09,-1.3651785068637819e-08,-1.8732398890235733e-08
4.305,1.3223517221710182e-08,4.0243319317885494e-09,-8.8864569381887974e-10,-2.3029226938598492e-09,-4.5580523765225383e-09,-1.2868750988986167e-08,-1.8007834015472418e-08
4.3075,1.3877713943483115e-08,4.7813343277880646e-09,-5.900875144513685e-11,-1.4331460739887822e-09,-3.6689941129956864e-09,-1.2000017249322256e-08,-1.7208578950406837e-08
4.31,1.4630467407096673e-08,5.6487882425060639e-09,8.8583512708051435e-10,-4.5235560166717133e-10,-2.6793777060486395e-09,-1.1054088081114101e-08,-1.6343229915794175e-08
4.3125,1.5475658542765702e-08,6.619626927858898e-09,1.9377036777644856e-09,6.3010220069184994e-10,-1.5994343864396273e-09,-1.0042564568103935e-08,-1.5423417667516463e-08
4.315,1.6406585325438607e-08,7.6858387856179811e-09,3.0871319015839885e-09,1.8037391533784062e-09,-4.4030910058665327e-10,-8.9762949830602693e-09,-1.4460031515338725e-08
4.3175,1.7417013368377283e-08,8.8399734298677415e-09,4.3257402373434444e-09,3.0599763712521076e-09,7.8939354429518781e-10,-7.8647008871643806e-09,-1.3462481715233412e-08
4.32,1.8500658007069504e-08,1.0074854547574877e-08,5.646147117162974e-09,4.3917623790312313e-09,2.082828126708794e-09,-6.7143811311438568e-09,-1.2437184535624824e-08
4.3225,1.9651653730233058e-08,1.1384071259605057e-08,7.0420161502937869e-09,5.7932652838393793e-09,3.4353966886092686e-09,-5.527653237795775e-09,-1.1386102957165474e-08
4.325,2.086478408517709e-08,1.2761835997584692e-08,8.5073913803685494e-09,7.2588304286585586e-09,4.841744373665591e-09,-4.3089043171862026e-09,-1.0313025430964208e-08
4.3275,2.213450203209601e-08,1.4201770500847587e-08,1.0035445076125987e-08,8.7815985054579179e-09,6.29541302731318e-09,-3.063262978075171e-09,-9.2225012359079525e-09
4.33,2.3454850682381623e-08,1.5697040988333363e-08,1.1618941792604176e-08,1.0354066876917553e-08,7.7888131389369509e-09,-1.7981460846792544e-09,-8.1214225262275491e-09
4.3325,2.4820243840271578e-08,1.7241574941812784e-08,1.3251702090718303e-08,1.1970009971860133e-08,9.3159164493366156e-09,-5.1793355307680043e-10,-7.0131899507038792e-09
4.335,2.6225553538497007e-08,1.883021810783785e-08,1.4928691421457659e-08,1.3624558306073072e-08,1.0872915855685248e-08,7.7592085359394777e-10,-5.8983028460504168e-09
4.3375,2.7666621498181906e-08,2.0458903990017615e-08,1.6645859757577265e-08,1.5313909531428837e-08,1.2456500826641919e-08,2.0817355997873006e-09,-4.7771865609165369e-09
4.34,2.9140581563135351e-08,2.2124765487268226e-08,1.8400188820403081e-08,1.7036076852767634e-08,1.4065756176670334e-08,3.400822429236366e-09,-3.6471921206154183e-09
4.3425,3.0644390099383214e-08,2.3824278135189199e-08,2.0187917439940051e-08,1.8787522049273474e-08,1.5697897644330349e-08,4.7331328199213309e-09,-2.5068139733183141e-09
4.345,3.2175630717236375e-08,2.5554556560299182e-08,2.2006494748343528e-08,2.0566342042513927e-08,1.7352238695798168e-08,6.0806935983838826e-09,-1.3523857115005667e-09
4.3475,3.3732042878393026e-08,2.7313170524062126e-08,2.3854385332977198e-08,2.2372784313474207e-08,1.9031058312745276e-08,7.44747153612175e-09,-1.7853804976479645e-10
4.35,3.5311694135703487e-08,2.9098404414834247e-08,2.5730989772005499e-08,2.4208044096829648e-08,2.0737879826415829e-08,8.8398155508240489e-09,1.0224843004977986e-09
4.3525,3.6912830235690795e-08,3.0908838430253877e-08,2.7636046129626688e-08,2.6073611356139126e-08,2.2475938474011359e-08,1.0264866536489112e-08,2.2593687914398841e-09
4.355,3.853324400014924e-08,3.2742339852444047e-08,2.9567839789809137e-08,2.7968785157795222e-08,2.424615348946179e-08,1.1728029044650667e-08,3.5390380640580925e-09
4.3575,4.0170902241441069e-08,3.4596722883501103e-08,3.1523384897870145e-08,2.9889920324497024e-08,2.6044705509047801e-08,1.3226286279704123e-08,4.8600108916826827e-09
4.36,4.1823534865062078e-08,3.6469206435351483e-08,3.3498336782716943e-08,3.1831426661989242e-08,2.7865732334716723e-08,1.4754296388851719e-08,6.2185553569848924e-09
