Physical Time (s),ep_top Monitor (kg-m/s^3): top_cv1,ep_top Monitor (kg-m/s^3): top_cv2,ep_top Monitor (kg-m/s^3): top_cv3,ep_top Monitor (kg-m/s^3): top_cv4,ep_top Monitor (kg-m/s^3): top_cv5,ep_top Monitor (kg-m/s^3): top_cv6,ep_top Monitor (kg-m/s^3): top_cv7
1.3875,-1.2548578965977674e-07,-1.4924421107465815e-07,-1.3058682126607498e-07,-1.0606556916020362e-07,-1.0497598936883414e-07,-1.3398555117621976e-07,-1.5343146677562478e-07
1.39,-1.2272073746586439e-07,-1.4667239259271694e-07,-1.2797224688648477e-07,-1.0156196014687404e-07,-9.7561144240556869e-08,-1.2121851506721239e-07,-1.3842606992511058e-07
1.3925,-1.197096413227343e-07,-1.4387868199148306e-07,-1.2507679525882683e-07,-9.6520318144797512e-08,-8.9256727326641374e-08,-1.0695212487189055e-07,-1.2166472487725056e-07
1.395,-1.1648963427532823e-07,-1.4089885156558583e-07,-1.2194605765937401e-07,-9.1013372333934595e-08,-8.0167063046569312e-08,-9.1345082483353907e-08,-1.0332370417458264e-07
1.3975,-1.1309360309834326e-07,-1.3776251369838229e-07,-1.1862096737222667e-07,-8.511512050318383e-08,-7.0402584092968138e-08,-7.456889728373254e-08,-8.3594814512308544e-08
1.4,-1.0955165867063258e-07,-1.344958358471636e-07,-1.1514014874478452e-07,-7.890300323647123e-08,-6.0083766191558667e-08,-5.6812714736788805e-08,-6.2690736433496054e-08
1.4025,-1.0589315291809935e-07,-1.3112561817596318e-07,-1.1154114463940451e-07,-7.2454908836566829e-08,-4.9335580890186157e-08,-3.8274178430157893e-08,-4.0834438850435671e-08
1.405,-1.0214840478076e-07,-1.2768057479501168e-07,-1.0786188369712225e-07,-6.5847716573759972e-08,-3.8282881205241818e-08,-1.9154528119987845e-08,-1.8254357875209714e-08
1.4075,-9.834859270660508e-08,-1.241898624786358e-07,-1.0413974218910341e-07,-5.9153946330894087e-08,-2.7046965235956111e-08,3.4215663183876177e-10,4.8156025411353698e-09
1.41,-9.4523059457268666e-08,-1.2067970967782289e-07,-1.0040875912638916e-07,-5.2440923348331154e-08,-1.5742382582929774e-08,2.0016510077575019e-08,2.8144844661731846e-08
1.4125,-9.069482289546667e-08,-1.1716835089015144e-07,-9.6696536090130281e-08,-4.5772693641093026e-08,-4.479969906448627e-09,3.9673345123597309e-08,5.1505373879682666e-08
1.415,-8.6879181516688074e-08,-1.136653448269015e-07,-9.3022753219354272e-08,-3.9209600196216681e-08,6.6313270061801145e-09,5.9117206557746167e-08,7.4667334707339304e-08
1.4175,-8.3092132777587697e-08,-1.1018099968216026e-07,-8.9406139428588019e-08,-3.2810899584575771e-08,1.7481576381280805e-08,7.8154129011529618e-08,9.7401340588627126e-08
1.42,-7.9329259266628854e-08,-1.0670499758316424e-07,-8.5844214288643437e-08,-2.6612555030054193e-08,2.7983668107060095e-08,9.6611709344283313e-08,1.1949911268009417e-07
1.4225,-7.5583149897730642e-08,-1.0322482176607876e-07,-8.2329904320837319e-08,-2.0640137022971374e-08,3.8063901934977454e-08,1.1433512180619994e-07,1.4077023488544061e-07
1.425,-7.1854755720248608e-08,-9.9736736731183507e-08,-7.8863406513951706e-08,-1.4922577967411081e-08,4.7648576895059817e-08,1.3116613282458856e-07,1.610198822010773e-07
1.4275,-6.8141338906899975e-08,-9.6232518604556118e-08,-7.5440603744998124e-08,-9.4845233985420963e-09,5.6671111254666124e-08,1.4696148358252189e-07,1.8006942206909046e-07
1.43,-6.4433093255465321e-08,-9.269531776977831e-08,-7.2049822393764616e-08,-4.3456332499088524e-09,6.5070076863367393e-08,1.6158711176536664e-07,1.977502941655701e-07
1.4325,-6.0713903730207307e-08,-8.9101424356121756e-08,-6.8671821447325068e-08,4.85757665762163e-10,7.2798155601385274e-08,1.7492719097412814e-07,2.1391335172035699e-07
1.435,-5.6965339460752571e-08,-8.5426247866101151e-08,-6.5284228747341137e-08,5.0091427745717347e-09,7.9820687204875935e-08,1.8688379567525434e-07,2.2842877651109068e-07
1.4375,-5.3172404543523034e-08,-8.1651078428612581e-08,-6.1868137806732512e-08,9.2230878130251308e-09,8.6104117859930614e-08,1.9736727009472499e-07,2.4117731627985751e-07
1.44,-4.9324307220091387e-08,-7.7761645612729421e-08,-5.8407820464244992e-08,1.3130368276672758e-08,9.1623154713864348e-08,2.0630144816619281e-07,2.5205543130859448e-07
1.4425,-4.5410028907618127e-08,-7.3742571197148023e-08,-5.4886581329308413e-08,1.673743976744111e-08,9.6360754751706224e-08,2.1362639376962359e-07,2.6097875365314067e-07
1.445,-4.1415511175065423e-08,-6.957418519556492e-08,-5.128424983714724e-08,2.0053722584356049e-08,1.0030786215840997e-07,2.192963039403887e-07,2.6787987983990021e-07
1.4475,-3.7323467798448629e-08,-6.5233927133747786e-08,-4.7577339386960585e-08,2.3092900071357108e-08,1.0346106711329722e-07,2.2327931231089163e-07,2.7270831224183185e-07
1.45,-3.3118069173136212e-08,-6.0702806259061846e-08,-4.3744195510981417e-08,2.5869209582058968e-08,1.0581975708258449e-07,2.2555241143224376e-07,2.7542556667677115e-07
1.4525,-2.8787314460948129e-08,-5.596632452291277e-08,-3.9766504018995636e-08,2.839821582067981e-08,1.0738753624381591e-07,2.2610307184859444e-07,2.7600700344904936e-07
1.455,-2.4322042722994847e-08,-5.1013547004571007e-08,-3.5628393311934497e-08,3.0698988893265195e-08,1.0817796209903416e-07,2.2493632522130685e-07,2.7444939164176101e-07
1.4575,-1.9717475958002978e-08,-4.5839041718791723e-08,-3.1318826971437644e-08,3.2791208546167095e-08,1.082109816435312e-07,2.2207284772050659e-07,2.7076970726671927e-07
1.46,-1.497430712721571e-08,-4.0443464619420559e-08,-2.6831837310559074e-08,3.469537068191024e-08,1.0751481909032144e-07,2.1755267595351785e-07,2.6500892438478989e-07
1.4625,-1.0097489015426328e-08,-3.4833138457793954e-08,-2.2167475950953105e-08,3.6426597117339639e-08,1.061197640578367e-07,2.1142976932081473e-07,2.5722709535433615e-07
1.465,-5.0951098795495183e-09,-2.9018420784528778e-08,-1.732970703754849e-08,3.7996413405448865e-08,1.040550929231861e-07,2.0376799706048937e-07,2.4749957833231788e-07
1.4675,2.255520806920322e-11,-2.3012310543487925e-08,-1.2324161816656414e-08,3.9418862916235347e-08,1.0135535713691036e-07,1.9464583320252794e-07,2.3592136625435387e-07
1.47,5.2430324072518393e-09,-1.6831717620369016e-08,-7.1593037823259154e-09,4.0714446579282133e-08,9.8070948549548122e-08,1.841684646773309e-07,2.2261975309702309e-07
1.4725,1.0553145248722214e-08,-1.0495147975981769e-08,-1.8449175335598221e-09,4.1908618562688022e-08,9.426534781432377e-08,1.7246315835791808e-07,2.0774896151972939e-07
1.475,1.5938250941503439e-08,-4.0227821170455065e-09,3.6078642870542823e-09,4.3029695205123098e-08,9.0014970109901055e-08,1.5968092290357843e-07,1.9149174392892126e-07
1.4775,2.1383440179925248e-08,2.5640292516538277e-09,9.1870455213375684e-09,4.4106148864535539e-08,8.5400672082082296e-08,1.4598696399740387e-07,1.7404942589175052e-07
1.48,2.6872456335617585e-08,9.2411526993384843e-09,1.487740724320398e-08,4.5162849185605784e-08,8.0500549592824138e-08,1.3155362198861153e-07,1.5563431983579843e-07
1.4825,3.2387972887824455e-08,1.5983625278738508e-08,2.0661497612328914e-08,4.6221143334423633e-08,7.53900642422576e-08,1.165556564759832e-07,1.3646454525492398e-07
1.485,3.7910675616660923e-08,2.2763613855931012e-08,2.6519311084784948e-08,4.7305508245326856e-08,7.015207269647725e-08,1.0117852443324105e-07,1.1677222677021474e-07
1.4875,4.3419219790876172e-08,2.9549758934358615e-08,3.2427725275415488e-08,4.8442404839346548e-08,6.4878725473065813e-08,8.5621050337768713e-08,9.6804817769300426e-08
1.49,4.8886566859054926e-08,3.6303133353901175e-08,3.835579383283422e-08,4.9649792409370154e-08,5.9657648915896684e-08,7.0081504249586946e-08,7.6810954082695738e-08
1.4925,5.4283219844740132e-08,4.2983647975310925e-08,4.4269870006596206e-08,5.0940674000887831e-08,5.456979572127101e-08,5.4753977022504585e-08,5.703561992347455e-08
1.495,5.9583733343051007e-08,4.9557346146294762e-08,5.0141375157535101e-08,5.2333933597325311e-08,4.9703417372567179e-08,3.9839213478979207e-08,3.7730493291803991e-08
1.4975,6.4763090783686124e-08,5.5988152396433992e-08,5.5939231275354423e-08,5.3846341971824032e-08,4.5146493184960087e-08,2.5539436626556433e-08,1.9147923728687316e-08
1.5,6.9790989060375006e-08,6.223201850275635e-08,6.1623270313150564e-08,5.5480487659850575e-08,4.0970574441859323e-08,1.203662266763513e-08,1.5185517782445027e-09
1.5025,7.46326872406395e-08,6.8240441560813903e-08,6.7147144996273329e-08,5.722906186987227e-08,3.7231127902040466e-08,-5.1065047560803176e-10,-1.4952163500451122e-08
1.505,7.9252715741708106e-08,7.3966764716356775e-08,7.2464973144072564e-08,5.9083105953510472e-08,3.3979880314625305e-08,-1.1953206300269375e-08,-3.0070941798305672e-08
1.5075,8.3618351931300977e-08,7.9368392332437951e-08,7.7534582696576435e-08,6.1036361525669789e-08,3.1269195612531842e-08,-2.2147388503705213e-08,-4.3653607938215427e-08
1.51,8.7697990255870547e-08,8.4401632334751185e-08,8.231102032761021e-08,6.3073760878928558e-08,2.9136780248917315e-08,-3.0972269532539425e-08,-5.5542037421939626e-08
1.5125,9.1454803140172591e-08,8.9016997182536458e-08,8.6741341655126623e-08,6.5165213342108633e-08,2.7600454279387453e-08,-3.8337356509821933e-08,-6.5613068417032518e-08
1.515,9.4849088105006561e-08,9.3164339410072034e-08,9.0771027483464017e-08,6.7272879550938519e-08,2.6660804667289333e-08,-4.4180065284150292e-08,-7.3776157059637418e-08
1.5175,9.7844594554103487e-08,9.6800183685646114e-08,9.4351440260688726e-08,6.9363411543600486e-08,2.6318272034091771e-08,-4.844974329857224e-08,-7.9957464089278485e-08
1.52,1.0040939787363653e-07,9.9885108935046187e-08,9.7436758680874421e-08,7.1399667439374559e-08,2.6561205616980683e-08,-5.111907428081408e-08,-8.4111755401369491e-08
1.5225,1.025109802761916e-07,1.0237746423989248e-07,9.9977993589696263e-08,7.3334707292850257e-08,2.7361254116661634e-08,-5.2189387809940944e-08,-8.6227124377161876e-08
1.525,1.0411407713466145e-07,1.0423298136926477e-07,1.0192257979124057e-07,7.5111372499815047e-08,2.8669006407986884e-08,-5.1697688801346608e-08,-8.6332883443841673e-08
1.5275,1.051833458057024e-07,1.0540959985188122e-07,1.0321931989013067e-07,7.6668613185089082e-08,3.0421621672769095e-08,-4.970834838063636e-08,-8.4491477984777917e-08
1.53,1.0568906680081004e-07,1.058749501375659e-07,1.0382645356313116e-07,7.7949186154106149e-08,3.2552088214336897e-08,-4.6303360695708457e-08,-8.078856939448096e-08
1.5325,1.0561068706718503e-07,1.0560829148549539e-07,1.0371382552788369e-07,7.8901877035734233e-08,3.4991988408241978e-08,-4.1580720122523167e-08,-7.5331630454918682e-08
1.535,1.0493700092366917e-07,1.0459959206624019e-07,1.0286211935797614e-07,7.9481864008671122e-08,3.7669863130668807e-08,-3.5655279307460298e-08,-6.8250776154126355e-08
1.5375,1.0366712060544462e-07,1.0285075675135618e-07,1.0126402085694648e-07,7.9649823456231369e-08,4.0510877116803417e-08,-2.8657914780762529e-08,-5.9697505203988073e-08
1.54,1.0180775685365963e-07,1.0037391386814345e-07,9.8923101116062388e-08,7.9373170822663306e-08,4.3438326390703965e-08,-2.0733620158786719e-08,-4.9842781696215811e-08
1.5425,9.9373837420707929e-08,9.7190572380652738e-08,9.5853046305986549e-08,7.8626122649438635e-08,4.6375010495580991e-08,-1.2037629588427776e-08,-3.8871415851943966e-08
1.545,9.63855240895453e-08,9.3327068331145315e-08,9.2073391184522735e-08,7.7386387077877761e-08,4.9240891979899534e-08,-2.7354530550833531e-09,-2.6981608984802516e-08
1.5475,9.2865165481276902e-08,8.8815190806744877e-08,8.7610609980643885e-08,7.563885786993655e-08,5.196367731628755e-08,7.0087893125929918e-09,-1.4372137414680185e-08
1.55,8.8845035977900511e-08,8.3702206108720196e-08,8.2508105797885155e-08,7.3385210958499385e-08,5.4484526454101247e-08,1.7043329253353753e-08,-1.2306507109634509e-09
1.5525,8.4371321673796149e-08,7.8049254058897332e-08,7.68240984135166e-08,7.0639762567609404e-08,5.6753024500409496e-08,2.7224463808316704e-08,1.2263526263044094e-08
1.555,7.9500351619144444e-08,7.1926040579180567e-08,7.0626667759688879e-08,6.743009355486612e-08,5.8731200821332587e-08,3.7417949391044458e-08,2.5939447509485823e-08
1.5575,7.4290759380906533e-08,6.5403550708400312e-08,6.3986177681762878e-08,6.3789680102108705e-08,6.0389620563181379e-08,4.7497777244166e-08,3.9634045937996345e-08
1.56,6.8813784797867483e-08,5.8566825857529702e-08,5.6988407177806358e-08,5.9766663761669129e-08,6.1713693137863563e-08,5.7353724111615798e-08,5.3200507832255901e-08
1.5625,6.3117886698097311e-08,5.1482198382851243e-08,4.9702172759827278e-08,5.5397692019215715e-08,6.2682432104720361e-08,6.6872558817926755e-08,6.6489350052666728e-08
1.565,5.7265467866734355e-08,4.4230399883608317e-08,4.2211697430755138e-08,5.0738786845306032e-08,6.3300345202507418e-08,7.5973544584206726e-08,7.9385130323829471e-08
1.5675,5.1330518021045589e-08,3.6903423698452584e-08,3.4612947901152549e-08,4.5850830010600786e-08,6.3567240040828417e-08,8.4573329310359199e-08,9.1770398703522691e-08
1.57,4.5392105226255508e-08,2.9599189477414596e-08,2.7008568997456796e-08,4.0798853481484546e-08,6.3486655142571048e-08,9.2596297999159717e-08,1.0353763693349803e-07
1.5725,3.9529166565843714e-08,2.2414341969716992e-08,1.9500934880607456e-08,3.565773212088137e-08,6.3081111922922083e-08,9.9988315306540204e-08,1.1460229676278596e-07
1.575,3.3812974731465636e-08,1.5437026698805467e-08,1.2184733242136184e-08,3.0506131004062616e-08,6.2387003038404168e-08,1.0671749770769848e-07,1.2490452078394336e-07
1.5775,2.8324480645453482e-08,8.7643780128907889e-09,5.1634838467308838e-09,2.5435647197874831e-08,6.1458493997543709e-08,1.1277579943368894e-07,1.344101764949447e-07
1.58,2.313149316433885e-08,2.4766837522069515e-09,-1.4770158623803128e-09,2.0519237572698424e-08,6.0337488252651945e-08,1.1815164724019587e-07,1.4308350097298005e-07
1.5825,1.8288986114629969e-08,-3.3610674656094758e-09,-7.6662238105240262e-09,1.5814090163986893e-08,5.9051421343917627e-08,1.2282764818796621e-07,1.5088535746145044e-07
1.585,1.383991537509424e-08,-8.6951953090399034e-09,-1.3344253304493642e-08,1.1368200453702558e-08,5.7624359403424474e-08,1.2679229743339167e-07,1.5778493473329398e-07
1.5875,9.8188176624903006e-09,-1.3482209388380169e-08,-1.8462036934969342e-08,7.2243632698081797e-09,5.6074201740699234e-08,1.3003396812078732e-07,1.6375444899257699e-07
1.59,6.2537693660444644e-09,-1.7687290824990832e-08,-2.2979701376006758e-08,3.4227774657064125e-09,5.442516364051109e-08,1.3255383644721375e-07,1.6878206135851312e-07
1.5925,3.1659156132110831e-09,-2.1286217725877241e-08,-2.6869026269940224e-08,-3.5691690080483628e-12,5.2701879926296261e-08,1.3435923558795529e-07,1.7286447504121541e-07
1.595,5.6331761934285279e-10,-2.4271803373524027e-08,-3.0119761804178124e-08,-3.0363862559353879e-09,5.0920402798073686e-08,1.3545610923401465e-07,1.7599953939529991e-07
1.5975,-1.5611945797579432e-09,-2.6653975926651666e-08,-3.2739187323410688e-08,-5.6706111886152404e-09,4.9092203510121558e-08,1.358516809159292e-07,1.7818794284577437e-07
1.6,-3.2280941639753854e-09,-2.8457437377552375e-08,-3.4749969058985419e-08,-7.9119572230565921e-09,4.7229799927297358e-08,1.3556378470224256e-07,1.7944216864906361e-07
1.6025,-4.4701250278315536e-09,-2.9722327857742231e-08,-3.6191324591144235e-08,-9.7829161825325052e-09,4.5335336736669223e-08,1.3461326860351996e-07,1.7977944874371043e-07
1.605,-5.3322640507095224e-09,-3.050319758020604e-08,-3.7117585301018991e-08,-1.1322325846629642e-08,4.3390597719615212e-08,1.3300935732880262e-07,1.7920752788868532e-07
1.6075,-5.8666007209895978e-09,-3.0861936031524695e-08,-3.7590783846194096e-08,-1.2572328156561583e-08,4.1375543571511515e-08,1.307621256062246e-07,1.777364143762255e-07
1.61,-6.1288344604155464e-09,-3.0865180745211901e-08,-3.7678377546465787e-08,-1.357524800831745e-08,3.9280830928475931e-08,1.2789568303655374e-07,1.7539178147625972e-07
1.6125,-6.1787628820767406e-09,-3.058615900045317e-08,-3.7455697808729992e-08,-1.4380171330216839e-08,3.7097877542936131e-08,1.2444028989536908e-07,1.7220703409050152e-07
1.615,-6.0854228569786759e-09,-3.0109312157574276e-08,-3.7009808938993041e-08,-1.5050221953544068e-08,3.4803558875777808e-08,1.2041761907409789e-07,1.6820876758075967e-07
1.6175,-5.9200749341988412e-09,-2.9520443894839726e-08,-3.6429200589572286e-08,-1.5650222123526123e-08,3.2374062143003139e-08,1.158519255086734e-07,1.6342682546634309e-07
1.62,-5.7556933946448859e-09,-2.8907773228262826e-08,-3.5805765303517347e-08,-1.6248288909858145e-08,2.9782226182169312e-08,1.1076780352363095e-07,1.5789232233290817e-07
1.6225,-5.6671327365852271e-09,-2.8363553793356008e-08,-3.5236893431464444e-08,-1.6917298080716007e-08,2.6999212717447531e-08,1.0519003344475018e-07,1.5163796015027051e-07
1.625,-5.7320360986736535e-09,-2.7983277020908246e-08,-3.4823565410413891e-08,-1.7734074574733582e-08,2.3993417662307528e-08,9.9142015450966949e-08,1.4469616155996037e-07
1.6275,-6.0265617977938507e-09,-2.7858848160517504e-08,-3.4662753699434275e-08,-1.8773215438087437e-08,2.0736685675277758e-08,9.2653880797897868e-08,1.3710723390930348e-07
1.63,-6.618401857494531e-09,-2.8071070138360929e-08,-3.4840205235659934e-08,-2.0100060235748689e-08,1.7208756031626914e-08,8.5764906311677781e-08,1.2892210302232045e-07
1.6325,-7.5648634028569227e-09,-2.8689856442978301e-08,-3.5431498754279023e-08,-2.1775355524506391e-08,1.3387045601621387e-08,7.8507257655686731e-08,1.2018430624513672e-07
1.635,-8.9162357607179828e-09,-2.9778588078621855e-08,-3.6506318882248751e-08,-2.3857206884192689e-08,9.2451441492874268e-09,7.0906894016512921e-08,1.109319278224777e-07
1.6375,-1.0717711407885494e-08,-3.1394637851808404e-08,-3.812820835821457e-08,-2.6398369117446036e-08,4.7636983472715293e-09,6.2995608209670775e-08,1.012101326558011e-07
1.64,-1.3005616874949104e-08,-3.3583890958819832e-08,-4.0349005909890684e-08,-2.9438823483151295e-08,-6.4330157123327026e-11,5.4813041856291327e-08,9.1072230772657549e-08
1.6425,-1.5806936756594144e-08,-3.6382693294918026e-08,-4.3211918364050913e-08,-3.3014162320814985e-08,-5.248260925702494e-09,4.6393580825134952e-08,8.0566526801104846e-08
1.645,-1.9143123492920862e-08,-3.9821077463751496e-08,-4.6753199538339832e-08,-3.7155815197902342e-08,-1.079640899240019e-08,3.7769626571560184e-08,6.9739237295249731e-08
1.6475,-2.3022767793150656e-08,-4.3910119201512998e-08,-5.0987891403694872e-08,-4.187749204052511e-08,-1.6704552080616985e-08,2.898176729406017e-08,5.8645809307968067e-08
1.65,-2.7434641540629607e-08,-4.8636036139558165e-08,-5.5904650797232252e-08,-4.716991850732033e-08,-2.2949786103778538e-08,2.008367330463368e-08,4.7354821858921308e-08
1.6525,-3.2352641306748356e-08,-5.3971477758850098e-08,-6.1479273418881643e-08,-5.3014513896358265e-08,-2.9508167725170346e-08,1.1124893610062951e-08,3.593157585188644e-08
1.655,-3.7745375355523222e-08,-5.9884594748539023e-08,-6.7683033366121348e-08,-5.9388509312688316e-08,-3.6356020689627628e-08,2.1500816870788009e-09,2.4436897359460341e-08
1.6575,-4.3576487769834251e-08,-6.6335861074797024e-08,-7.4477758965344851e-08,-6.6262355086452873e-08,-4.3466095564635181e-08,-6.796345468999295e-09,1.293187056509204e-08
1.66,-4.9800372798359902e-08,-7.3272529875249583e-08,-8.1810005746690017e-08,-7.3592514506046533e-08,-5.0804422192857145e-08,-1.5674120691625798e-08,1.4737266076445114e-09
1.6625,-5.6360938794369499e-08,-8.0628221582637363e-08,-8.9610825394087579e-08,-8.1321103066996806e-08,-5.8327131435905921e-08,-2.4438000932314154e-08,-9.8753836883190507e-09
1.665,-6.3190957140484202e-08,-8.8322632793234409e-08,-9.7795775831590374e-08,-8.9375854455742284e-08,-6.59798117097265e-08,-3.3039169210877283e-08,-2.1049933948291053e-08
1.6675,-7.0209066362742857e-08,-9.6261205771834361e-08,-1.0626620483200489e-07,-9.767041941418602e-08,-7.369618150617275e-08,-4.1416900561503819e-08,-3.1972254807521863e-08
1.67,-7.732657532756046e-08,-1.0434182967325978e-07,-1.1491496714060962e-07,-1.0610986562467739e-07,-8.1405326004936109e-08,-4.9523828336286214e-08,-4.2579982774885899e-08
1.6725,-8.4453291821061731e-08,-1.1246084573459391e-07,-1.2363244699930129e-07,-1.145974076378659e-07,-8.9040469392865954e-08,-5.7319884356895336e-08,-5.2819187154170195e-08
1.675,-9.1501894823737536e-08,-1.205168075711467e-07,-1.3230930902294904e-07,-1.2303645328648681e-07,-9.6531082129959113e-08,-6.4756839204692553e-08,-6.2629024038120538e-08
1.6775,-9.8385714001841383e-08,-1.2840641575725602e-07,-1.4083303881797949e-07,-1.3132588965359242e-07,-1.0380279624134689e-07,-7.1788375885999723e-08,-7.1952298268961181e-08
1.68,-1.0501555506442463e-07,-1.3602258522144576e-07,-1.4908688145303868e-07,-1.393607408926641e-07,-1.1078497570945691e-07,-7.8377237909792491e-08,-8.0742494163520598e-08
1.6825,-1.1129930613842465e-07,-1.43254643129264e-07,-1.5694955157173556e-07,-1.4702956501853771e-07,-1.1739795875344459e-07,-8.4476350398819449e-08,-8.8943192343541687e-08
1.685,-1.1714435090399238e-07,-1.4999148161740182e-07,-1.642991328493178e-07,-1.5422013700597675e-07,-1.2356385670277999e-07,-9.0052125831369953e-08,-9.6514507970023256e-08
1.6875,-1.2246018499125844e-07,-1.5612642018808578e-07,-1.7101839154243298e-07,-1.6082396955413248e-07,-1.2920680662292736e-07,-9.5075505093170529e-08,-1.0342135838985513e-07
1.69,-1.2716107491008609e-07,-1.6155810145998338e-07,-1.7699539628288988e-07,-1.6673569197231088e-07,-1.3425282151610045e-07,-9.9518349186072664e-08,-1.0963203939719129e-07
1.6925,-1.3116668956028178e-07,-1.6619185910694347e-07,-1.8212571279285885e-07,-1.7185599397923335e-07,-1.3863136903844974e-07,-1.033541796153571e-07,-1.1511862398478684e-07
1.695,-1.3440621573239821e-07,-1.6994533248071477e-07,-1.8631860001715278e-07,-1.760978092999513e-07,-1.4228255979872062e-07,-1.0656908207600789e-07,-1.1986796441616719e-07
1.6975,-1.3681745915221039e-07,-1.7274392123040909e-07,-1.8948948893131734e-07,-1.7938071893655228e-07,-1.4514595577175828e-07,-1.0913886142293526e-07,-1.2385796885237078e-07
1.7,-1.3834645150911938e-07,-1.745221933274048e-07,-1.9156391458358295e-07,-1.8163067207218049e-07,-1.4716436660945155e-07,-1.1103953742132729e-07,-1.270676664950116e-07
1.7025,-1.3895327241512589e-07,-1.7523369865797179e-07,-1.9248992233253702e-07,-1.8279412634297825e-07,-1.4829981122192906e-07,-1.122616358928762e-07,-1.2949074247133182e-07
1.705,-1.3861380826215568e-07,-1.7485109647896374e-07,-1.9223743175403564e-07,-1.8283840110231018e-07,-1.4853183652223815e-07,-1.128128352350787e-07,-1.3113813322590977e-07
1.7075,-1.3731456695083305e-07,-1.7335827332453696e-07,-1.9078680089903104e-07,-1.817417843766359e-07,-1.4784804899782406e-07,-1.1270497837490937e-07,-1.320246604609466e-07
1.71,-1.3505280773769894e-07,-1.7075051362233046e-07,-1.8812907852644201e-07,-1.7949158265863897e-07,-1.4623622006377191e-07,-1.1194281790672648e-07,-1.3215793228310478e-07
1.7125,-1.3183722032805083e-07,-1.6703263188001593e-07,-1.8425989226534817e-07,-1.7608558103470293e-07,-1.436841253820124e-07,-1.1055555648618774e-07,-1.3156705767078209e-07
1.715,-1.2765422738430421e-07,-1.6218691880702148e-07,-1.7916335870539843e-07,-1.7148941313758602e-07,-1.4019047919589739e-07,-1.0851681132595548e-07,-1.3023489795560452e-07
1.7175,-1.225404967512415e-07,-1.5626654633669933e-07,-1.7290618633355561e-07,-1.6576182092763666e-07,-1.3576116911719889e-07,-1.0581332786371493e-07,-1.2815139625764021e-07
1.72,-1.1655600996332539e-07,-1.493489070436736e-07,-1.6557129108342914e-07,-1.5898348626650172e-07,-1.304494565456686e-07,-1.0247166632489715e-07,-1.2534209191438117e-07
1.7225,-1.0974771540936644e-07,-1.4148340369076628e-07,-1.5720366526026618e-07,-1.5119556852000159e-07,-1.2430285567795035e-07,-9.8527438111672023e-08,-1.2183850488271681e-07
1.725,-1.0215219423702591e-07,-1.3270482020797031e-07,-1.4783526554494247e-07,-1.4242277553461809e-07,-1.1734626920230389e-07,-9.4008261960510584e-08,-1.1766364500873749e-07
1.7275,-9.3809066639937433e-08,-1.2305767979917719e-07,-1.3751294822715636e-07,-1.3270395021923386e-07,-1.0959803810120995e-07,-8.8925389242892672e-08,-1.1282397088956568e-07
1.73,-8.4791110554441307e-08,-1.1262905461988918e-07,-1.2633585022496892e-07,-1.2212602970708835e-07,-1.01132713842685e-07,-8.3290658832166743e-08,-1.0732395947749815e-07
1.7325,-7.514455884359361e-08,-1.0147972670535867e-07,-1.1436853693520212e-07,-1.1075397094461931e-07,-9.1944389109434461e-08,-7.7098063518753057e-08,-1.011517028963551e-07
1.735,-6.4939464491894266e-08,-8.9689532546457788e-08,-1.0169249069667026e-07,-9.8659075923058711e-08,-8.2099521534045562e-08,-7.0371516633115155e-08,-9.4322528412746925e-08
1.7375,-5.4250705912337337e-08,-7.7346142396220184e-08,-8.8407400066551406e-08,-8.5929070894411183e-08,-7.167268970254467e-08,-6.3145944006673254e-08,-8.6864550105384173e-08
1.74,-4.3174897283520971e-08,-6.456870084162689e-08,-7.4652164637808198e-08,-7.2694610870902327e-08,-6.0760604226813946e-08,-5.5470056733317885e-08,-7.8820376861502442e-08
1.7425,-3.1820094743070532e-08,-5.1489003017514103e-08,-6.057320567275855e-08,-5.9096402067366222e-08,-4.9459904811971901e-08,-4.7377428985219734e-08,-7.0216907099785371e-08
1.745,-2.0287049140790012e-08,-3.8224005702234495e-08,-4.6294765537428885e-08,-4.5253436613348669e-08,-3.7850665336222319e-08,-3.8886575802060292e-08,-6.1067559813132931e-08
1.7475,-8.6635892975716463e-09,-2.4871164177793924e-08,-3.1919454345061028e-08,-3.1265372026877052e-08,-2.6007594353014404e-08,-3.0019346961962828e-08,-5.138738748035164e-08
1.75,2.9721171772147635e-09,-1.1517735563649958e-08,-1.7540971926278708e-08,-1.7224218012890703e-08,-1.3998250267168126e-08,-2.0792266097435587e-08,-4.118545749342085e-08
1.7525,1.4550164287959489e-08,1.7546727279567109e-09,-3.2483492749774201e-09,-3.2188829512238204e-09,-1.8962972894728046e-09,-1.1231198055554352e-08,-3.0482103917309363e-08
1.755,2.6008036669259223e-08,1.4871978378284552e-08,1.0877129558218112e-08,1.0669024631351628e-08,1.0229579569082093e-08,-1.3568753754958399e-09,-1.9291646661557333e-08
1.7575,3.7287785122659473e-08,2.7765236175965357e-08,2.4757590564388638e-08,2.4362539060988149e-08,2.2325227414451434e-08,8.8184514654440236e-09,-7.6188508464512428e-09
1.76,4.8339515442674065e-08,4.037243296109458e-08,3.8319130357791212e-08,3.778741402067154e-08,3.4334933627484943e-08,1.9287861443631844e-08,4.5370041674547054e-09
