Physical Time (s),xth_right Monitor (kg-m/s^3): right_cv1,xth_right Monitor (kg-m/s^3): right_cv2,xth_right Monitor (kg-m/s^3): right_cv3,xth_right Monitor (kg-m/s^3): right_cv4,xth_right Monitor (kg-m/s^3): right_cv5,xth_right Monitor (kg-m/s^3): right_cv6,xth_right Monitor (kg-m/s^3): right_cv7
1.6525,2.1134939855618617e-12,1.390605785362573e-12,9.7503838953673691e-13,4.9031147069454345e-12,5.0753725476856557e-13,1.1076787172810693e-12,-1.3911440882066289e-13
1.655,2.1332349213740625e-12,1.3991208533645217e-12,1.1375975387143287e-12,5.0794922821685422e-12,4.0872746625315463e-13,1.2108940202960537e-12,-4.6162624340558873e-14
1.6575,2.2892183040872194e-12,1.4225548623495662e-12,1.2679851854389611e-12,5.1767994680108053e-12,4.1694645295630794e-13,1.0222850811271942e-12,-3.6494096791662698e-15
1.66,2.1534030035458137e-12,1.4178293846207294e-12,1.402568397903613e-12,5.3996178443614946e-12,3.7948926606882144e-13,8.8967712868677555e-13,-1.5210013160692225e-13
1.6625,2.2437934059325042e-12,1.4704668421195586e-12,1.7048995126249057e-12,5.4994994094681013e-12,4.1958681333323029e-13,9.604628181917439e-13,-9.0865357182065227e-15
1.665,2.2707217468358165e-12,1.4523082539220986e-12,2.0413020199464468e-12,5.5379009968243553e-12,4.634923889541562e-13,8.9228045231413588e-13,4.8340262631447702e-14
1.6675,2.4449236636638425e-12,1.4964795416590361e-12,2.3898148828517218e-12,5.4164097089911893e-12,3.4503659726012656e-13,9.8595389138889481e-13,-8.9952998862296498e-14
1.67,2.1775110507622068e-12,1.6487370200038588e-12,2.7049305771391139e-12,5.3994817778715673e-12,5.2628053601343039e-13,7.6930651824500148e-13,-6.9310295554987881e-14
1.6725,2.284280105928494e-12,1.8086294678799159e-12,3.3064344425501814e-12,5.3816871613910459e-12,5.1185113804620824e-13,7.3573636687910938e-13,-4.1577628741398675e-14
1.675,2.0797084225435447e-12,1.9776047816493797e-12,3.6296655757438572e-12,5.2072813882974518e-12,4.1381746800469739e-13,8.8669564986779091e-13,5.1237165586187686e-14
1.6775,2.1627574521370253e-12,2.1937991811539226e-12,4.265097949577596e-12,5.0629187558046209e-12,4.6209489530956261e-13,7.3135397357875546e-13,-3.3188334179327072e-14
1.68,1.9759144999732382e-12,2.3756765347192012e-12,4.8551599486065182e-12,4.867665451926308e-12,5.1594444478698435e-13,7.8101072423212419e-13,5.2644982612140717e-14
1.6825,2.1251959053428455e-12,2.3642973212822925e-12,5.4471173395084301e-12,4.6134804532060366e-12,2.6636116708446154e-13,8.9293156086888163e-13,-3.87786639516996e-15
1.685,2.0915002495923985e-12,2.857975531670213e-12,5.6639685474267507e-12,4.3689557088432425e-12,4.8589746774263107e-13,7.606800460778717e-13,3.5631004100712828e-14
1.6875,1.9917096673755067e-12,2.8944073681647688e-12,5.9964786288820304e-12,4.3540156984893206e-12,5.1745434488637851e-13,7.9693869441997933e-13,4.8357237226478552e-14
1.69,1.9612181727242134e-12,3.3100141848771152e-12,6.4659342149730662e-12,4.1005029223841215e-12,4.8463141612062582e-13,7.5920916717132376e-13,2.1313360157573527e-13
1.6925,1.8418118693819307e-12,3.4403474288388722e-12,6.5770012890342854e-12,3.7814941956545943e-12,4.5956237674938781e-13,6.1661793169666185e-13,9.6519326798168868e-14
1.695,1.9004544071493476e-12,3.6666882461930787e-12,6.7562800337387746e-12,3.5676683293460442e-12,4.7122788895797469e-13,7.0744794391631369e-13,-3.6242486664544927e-14
1.6975,2.002797391314234e-12,4.0140138337253268e-12,6.7829440650470354e-12,3.4928680733828449e-12,5.7245239366437572e-13,5.247221055211305e-13,-6.8278821081867623e-14
1.7,1.8825799921063453e-12,4.183918697265012e-12,6.7524664103658314e-12,3.1652774200963802e-12,4.8431302249668238e-13,8.1099071596360886e-13,-3.1082658888873328e-14
1.7025,1.8822257943675024e-12,4.0605905477148692e-12,6.5880879215855176e-12,3.1730848396358284e-12,5.7462706087549237e-13,7.0134435006266035e-13,-1.234694358082055e-13
1.705,1.6782982674215769e-12,4.3508080940405476e-12,6.3916630142020291e-12,2.9632280361998815e-12,4.4669819315684806e-13,5.1996223701083275e-13,-9.0389853623417918e-14
1.7075,1.8372991498489904e-12,4.4500885967942398e-12,5.9648849346030785e-12,2.6470369675607886e-12,5.318580041988454e-13,6.2781754331300594e-13,-3.135473105192665e-15
1.71,1.6180855342412699e-12,4.5582990624160338e-12,5.5272467078861263e-12,2.5126235660206397e-12,5.8385205076414237e-13,6.0477057418425076e-13,2.4891856759230175e-15
1.7125,1.6559937295651026e-12,4.4755868111653264e-12,5.1494959985819866e-12,2.3665561049431018e-12,4.6600114158913311e-13,4.0833924604097064e-13,-2.4987383273116747e-14
1.715,1.581886888485367e-12,4.3584865190778008e-12,5.0226830163569508e-12,2.0861500582298344e-12,5.7153390767591188e-13,6.0478501056486068e-13,1.6116448522774058e-14
1.7175,1.6392388566084331e-12,4.3791782458879698e-12,4.5880354978562747e-12,2.108988639219401e-12,6.1667183204019526e-13,5.2894185501897877e-13,-9.1174815173926237e-14
1.72,1.5287026199201163e-12,4.3125407453685137e-12,4.2780918432273277e-12,1.844570335183569e-12,4.6763335118329632e-13,5.7977837571531509e-13,5.4922385249330647e-14
1.7225,1.6462482362498801e-12,4.1391004844022452e-12,4.0103541706378874e-12,1.7672751052985362e-12,5.8883375537764542e-13,5.3151664304475242e-13,9.3877809043209809e-14
1.725,1.5465508731774121e-12,4.0683862723480219e-12,3.4811428701029364e-12,1.6589490437277416e-12,6.3690238055046218e-13,4.069435631897077e-13,6.411062473592303e-15
1.7275,1.4342534481957184e-12,3.8884009375749847e-12,3.1975110349702203e-12,1.573639349635244e-12,8.4441431036158171e-13,5.5184890336486278e-13,-7.3091182885906267e-14
1.73,1.4414381307643481e-12,3.5996328194028635e-12,2.8905431070773227e-12,1.4069593946500769e-12,8.0797948982016252e-13,5.4882568350987351e-13,1.9236051502323081e-14
1.7325,1.4760638713727735e-12,3.7252922344703652e-12,2.6789054150439262e-12,1.3270515358429221e-12,7.493733984437648e-13,3.5199008081246517e-13,1.0478585554228587e-13
1.735,1.4175230988212579e-12,3.4445934765728366e-12,2.1510327415555659e-12,1.2625648329794369e-12,7.5691779624812141e-13,4.9477756862900176e-13,5.1867714319145846e-15
1.7375,1.4706905078322325e-12,3.2119068871129393e-12,2.1814364628931697e-12,1.1820024984078838e-12,7.1018892751258263e-13,6.2018184697947461e-13,1.673640274616676e-15
1.74,1.4756218127947206e-12,3.0495644502982708e-12,1.8736754419903345e-12,1.2385005012620002e-12,9.1274246638056014e-13,6.2034653846618058e-13,1.195877965274696e-14
1.7425,1.4594953505545013e-12,2.8672473836309362e-12,1.6824860154643426e-12,9.8011937793193392e-13,1.004068468780797e-12,4.9376571954928041e-13,5.7906013126817501e-14
1.745,1.4536022965551996e-12,2.5880519945994351e-12,1.4793713696961538e-12,1.0555799344077921e-12,9.1120399407345476e-13,5.6948324603400255e-13,2.3494199407676327e-14
1.7475,1.5867159842276861e-12,2.5736067262043747e-12,1.2961340299720211e-12,1.0154882816241136e-12,1.0519737843469416e-12,4.0377709873865212e-13,7.6499448190507486e-14
1.75,1.6485183583181622e-12,2.6078861558560008e-12,1.2548651864232539e-12,9.2154936735923018e-13,9.5135368596182704e-13,5.1081619582610486e-13,9.1198031717675751e-14
1.7525,1.5405473285015616e-12,2.2278993667860281e-12,1.0994969611297979e-12,1.1643677900221292e-12,1.0551660393702981e-12,5.4122451447352336e-13,1.3495624412089442e-13
1.755,1.5443559593648164e-12,2.1047610891528529e-12,1.0321561491951419e-12,1.1055170441033287e-12,1.0042712692026338e-12,5.6945146480333813e-13,5.0081336347199582e-14
1.7575,1.7623987408775912e-12,1.941751641671051e-12,9.2043112496564069e-13,1.311130255505777e-12,1.0452611371708691e-12,3.9960980310685457e-13,-1.0654982111474232e-13
1.76,1.6425785619436066e-12,1.8909443171415835e-12,8.0747291822643936e-13,1.3193168432763867e-12,1.1133053343553285e-12,5.0043321551992661e-13,2.7235513188168992e-14
1.7625,1.7567368825572395e-12,1.7433934858829927e-12,8.0381444700030123e-13,1.6109004874568509e-12,1.2259023812953786e-12,6.2516797480654606e-13,5.8674975221992639e-14
1.765,1.7442033867748719e-12,1.5547204782055425e-12,5.9539905251695341e-13,1.7814883562821421e-12,1.2856519566049069e-12,3.9576680909441378e-13,-2.1885029486165586e-14
1.7675,1.8197261867497425e-12,1.5576326357712905e-12,7.3903165173678341e-13,2.0386836624546113e-12,1.0789184482720867e-12,4.4521260478176837e-13,-7.6072091732429173e-14
1.77,1.9504601339489514e-12,1.3580050649614378e-12,7.3106111505187062e-13,2.3215208231444966e-12,1.3019458576902789e-12,4.9798770806403593e-13,-3.5349163555486227e-14
1.7725,2.0207996817980048e-12,1.2903811906204065e-12,7.4559835027957961e-13,2.5554848737366362e-12,1.1552041597883684e-12,4.1953038087300946e-13,2.58518539750952e-14
1.775,1.9316423276932328e-12,1.2227101709263504e-12,5.9037473802699962e-13,2.7918137792297276e-12,1.4453978563943641e-12,3.6839966908697244e-13,-1.8419836578582787e-13
1.7775,1.9973431820521556e-12,1.217292703415027e-12,6.0796988850956457e-13,3.182279562086874e-12,1.3562450769306109e-12,5.4520358456198784e-13,1.5798783180906986e-14
1.78,2.0668422460976198e-12,1.1224470101595359e-12,5.1231315400051905e-13,3.4320785652794218e-12,1.238004426311684e-12,4.4205869408440643e-13,-1.2716260586398253e-14
1.7825,2.095408408610065e-12,1.0391865253556543e-12,6.3183248073677014e-13,3.6747723949757266e-12,1.2978119545801156e-12,3.535867296348317e-13,-1.2301968734574918e-13
1.785,2.1609041070743541e-12,1.0406983972805321e-12,6.3079446339105985e-13,3.9693079388900158e-12,1.130176715370404e-12,4.3313938851156682e-13,-4.1037295407945207e-14
1.7875,2.1205624821136351e-12,9.7739272911236224e-13,5.3057629248436765e-13,4.3650088075911119e-12,1.2611509269006788e-12,3.5598478808932327e-13,7.4222963319815004e-14
1.79,2.2714688600654592e-12,9.6203850991688696e-13,6.350590210409007e-13,4.5169799061712326e-12,1.3387465713115279e-12,4.4304925579347273e-13,-1.6290863574012299e-13
1.7925,2.2488463971506794e-12,1.0190699808624831e-12,6.1072597131989099e-13,4.666594051075343e-12,1.2110564688151515e-12,5.364916916822555e-13,6.5321697561105791e-14
1.795,2.2103185442003271e-12,1.1278167444455093e-12,6.0136277280052308e-13,4.7690616254442643e-12,1.2730104277142424e-12,5.0849546064226878e-13,2.2179582433302993e-14
1.7975,2.087285673185705e-12,7.3691622123310905e-13,6.8519291879738234e-13,5.0229079749998353e-12,1.1015350506782971e-12,2.8993456193366206e-13,8.305473305747899e-14
1.8,2.2876393976009902e-12,9.9720106040284576e-13,8.3302003478077939e-13,5.1641347487711849e-12,1.4322104612589545e-12,5.5789337242258911e-13,7.2608208933961708e-14
1.8025,2.2048442616244743e-12,9.7728085168488122e-13,1.0150687037840753e-12,5.2196636052141755e-12,1.1636912586031257e-12,4.6504262692204716e-13,5.7846858206035599e-14
1.805,2.3072110254969764e-12,1.0838726977048144e-12,1.2967375488778081e-12,5.1361885151233113e-12,1.1959755586346078e-12,4.4179276595915149e-13,-4.6942435849347986e-14
1.8075,2.1527560153006521e-12,9.6307103154259358e-13,1.3249661136386815e-12,5.3302656691980445e-12,1.1489868365272749e-12,4.6332449939375139e-13,2.0166431969771944e-14
1.81,2.2702743722655892e-12,1.1505150354539221e-12,1.6815296503866738e-12,5.2495781723321504e-12,1.0454283362101063e-12,2.5407985145100957e-13,6.0401481613826281e-14
1.8125,2.361862203333669e-12,1.1915389918689957e-12,1.9952932537758092e-12,5.2498750193945316e-12,1.1247111744628656e-12,3.7105140596978345e-13,6.5121765849831607e-14
1.815,2.1648491038832316e-12,1.3677635475844525e-12,2.5308824190035008e-12,5.2899297556322479e-12,9.7048693425800381e-13,4.443740406816689e-13,8.8149743850068873e-14
1.8175,2.0831243203456419e-12,1.3875497337260122e-12,2.7761221237123974e-12,5.1598259066659564e-12,9.8243450345637425e-13,3.4245576536020109e-13,-5.8596300219904186e-14
1.82,2.1614538836434167e-12,1.6163718982670285e-12,3.2186387233584082e-12,4.7875820039939338e-12,8.6767982137759404e-13,4.4233500768481642e-13,3.6261478567860008e-14
1.8225,1.9698422756434986e-12,1.8085887249683625e-12,3.7121553394827809e-12,4.9944800985613083e-12,9.443968552341078e-13,3.5086586481106734e-13,-6.800328602356584e-14
1.825,2.1805549420698187e-12,2.0639694340797437e-12,4.0758129398804698e-12,4.7330806518699927e-12,9.7725258208719602e-13,3.9830023911284525e-13,-7.9022041384145883e-14
1.8275,1.9018542512816954e-12,2.3753166928938494e-12,4.5145201325785449e-12,4.4937450752137647e-12,7.6585178679360354e-13,4.9962360123826545e-13,-1.7540258001103867e-14
1.83,1.8702238845737726e-12,2.5695519277422738e-12,4.8317742720939499e-12,4.2918186242442996e-12,9.243037275765904e-13,4.1624692245297141e-13,-1.0810445993745822e-13
1.8325,1.9814263529911985e-12,2.82312329825036e-12,5.0653634183671897e-12,4.1368776988503162e-12,8.8499462220024222e-13,1.7844370871935078e-13,-3.8642264957108758e-14
1.835,1.8241476421784284e-12,3.1551886402441701e-12,5.3403379992345743e-12,3.9538142650719341e-12,8.0462936133008632e-13,3.9489725319985065e-13,2.0682685309039411e-14
1.8375,1.7374487995149407e-12,3.3236898407732375e-12,5.4541514338878644e-12,3.6843614532960646e-12,7.5991476176897395e-13,2.7883312566657481e-13,-1.508114680362403e-13
1.84,1.7046529860260055e-12,3.4924964297772603e-12,5.4150386702510781e-12,3.393176591020683e-12,7.2223653654995275e-13,3.4395726262186683e-13,-2.9996685100796439e-14
1.8425,1.6320176402096601e-12,3.5163503203664838e-12,5.2900210921542149e-12,3.349951127787186e-12,6.8978296704998613e-13,3.7335809512983869e-13,-5.7977237374712093e-15
1.845,1.63572023044544e-12,3.7225089587936596e-12,5.2744802311952755e-12,3.1040171621928744e-12,8.4604961671014575e-13,2.5373883140426491e-13,-1.9373575258051807e-14
1.8475,1.5020168067843557e-12,3.8933651453365468e-12,4.984401500628325e-12,2.9376928310998849e-12,6.7692532439871659e-13,4.7165717758384194e-13,7.0488082533275566e-14
1.85,1.5486242839787812e-12,4.1107836802246715e-12,4.6659098454742374e-12,2.6975517546977531e-12,7.7280458478930149e-13,2.6707878702133749e-13,-3.277918206029485e-14
1.8525,1.5609597492502491e-12,4.2147649751002465e-12,4.2081685428742665e-12,2.538433621799781e-12,8.6211905315451569e-13,2.0301862188413063e-13,8.1911977293791181e-14
1.855,1.4329296516023345e-12,3.8803542447269754e-12,4.1523412231280587e-12,2.340969109074539e-12,7.8676004999255235e-13,3.0292775826830749e-13,4.7764334997941962e-14
1.8575,1.2440861619209964e-12,3.7259977793264571e-12,3.9199176867473618e-12,2.2450623922334634e-12,9.7761997764842877e-13,3.0528974090365961e-13,8.8968533704159525e-14
1.86,1.3775562530312204e-12,3.7997884271283476e-12,3.4876997053597426e-12,2.1647331493800968e-12,1.0883577878210189e-12,3.3530320453812143e-13,7.891353795531716e-15
1.8625,1.4309358924598287e-12,3.5923262969985394e-12,3.2165723004316401e-12,1.8865529300941417e-12,1.0590456733055132e-12,3.8388975536372278e-13,-1.1474870270976586e-13
1.865,1.4127128635679863e-12,3.5775243512619314e-12,2.8474230799629938e-12,1.7936257105242291e-12,1.2467586177239089e-12,3.7512050996664796e-13,1.036736408071317e-14
1.8675,1.3860723149723725e-12,3.2875392219861738e-12,2.4756659938445405e-12,1.5968282993215429e-12,1.4528069163978685e-12,4.5361478810549395e-13,-4.8901776840430984e-14
1.87,1.2801262949352668e-12,3.1488664845551737e-12,2.2152314007289352e-12,1.3909302250111806e-12,1.4939886535270095e-12,4.22027276995693e-13,6.8628247488657376e-17
1.8725,1.2615404910192401e-12,3.2061905804327345e-12,2.1574633155887379e-12,1.3665389541365741e-12,1.7566896893486021e-12,3.93704368508527e-13,3.83869183206895e-15
1.875,1.266734377609784e-12,2.9094781195726854e-12,1.9660049932146297e-12,1.1977434748035364e-12,1.6969849265941022e-12,4.2252205281223134e-13,5.992170756355765e-14
1.8775,1.3277813107402508e-12,2.6921488903437809e-12,1.6202277322014174e-12,1.1235286909255175e-12,1.9370686434870149e-12,3.2515703573217938e-13,-2.8962982894753999e-14
1.88,1.3872875803848396e-12,2.6932122578199778e-12,1.5332516566677574e-12,1.1023928307356996e-12,2.0776501502963078e-12,4.0963417627812383e-13,-8.9791869060374933e-14
1.8825,1.4804598266378324e-12,2.1866946836532233e-12,1.3839339661925639e-12,1.0055094752216411e-12,2.3501195557229208e-12,2.9564983930738365e-13,-7.0339570598633126e-14
1.885,1.5264379178028791e-12,2.2089578746940642e-12,1.2017833851951833e-12,7.5677327289598724e-13,2.5511945379636549e-12,3.6759046035707903e-13,-4.1912022515915988e-14
1.8875,1.6732773197649821e-12,1.9741560135576468e-12,8.1357374591272397e-13,8.5913493845967412e-13,2.7576736051032956e-12,3.2818912122307493e-13,1.4283083904947613e-13
1.89,1.6013219778159617e-12,1.8389575940214543e-12,8.8776740490263222e-13,7.8681430439551541e-13,2.836832757916993e-12,3.4902305870457724e-13,-1.3628738497814086e-14
1.8925,1.338344655776323e-12,1.839251369206817e-12,7.0672835786502018e-13,7.5369116808346253e-13,2.9603028712180707e-12,5.003604504335156e-13,9.253181427695268e-14
1.895,1.5654572838407773e-12,1.5239826067068681e-12,6.6106079834057226e-13,7.6000334291164528e-13,3.1228424379936756e-12,3.9288793352050433e-13,-1.2979052783030476e-13
1.8975,1.5794724488101275e-12,1.4988843061873748e-12,6.8599529598970916e-13,8.0275725767234912e-13,3.298644235274165e-12,3.7152258702872298e-13,2.5135778761322759e-14
1.9,1.6496975071443122e-12,1.3432935081140907e-12,5.1977156392281428e-13,7.4388209277860749e-13,3.2194817741752106e-12,4.4719556265838127e-13,1.5216182765450879e-13
1.9025,1.7684694649885974e-12,1.2312783715779228e-12,6.6604395057338734e-13,8.7259724063052093e-13,3.4616848821257585e-12,3.5554066413668816e-13,-1.271186371445586e-13
1.905,1.8436030181858045e-12,1.014485218685416e-12,5.6817464389428652e-13,9.2459018135837793e-13,3.5948063181373276e-12,3.6942500984941577e-13,1.8600022691950681e-13
1.9075,1.8331770676069331e-12,1.184946658731824e-12,4.9011517387499072e-13,8.3376318376957376e-13,3.5948287279200239e-12,3.6542508113428294e-13,8.7481015073621634e-14
1.91,1.9471680986273941e-12,9.5756535649678646e-13,4.1324614598859108e-13,1.1452399455348072e-12,3.5853223960233148e-12,3.6514070695011761e-13,1.7440581584316381e-14
1.9125,1.8304051421918218e-12,7.6369359219946449e-13,4.2945935783522485e-13,1.1336779585563216e-12,3.6451148491702902e-12,4.0924876590705237e-13,2.0570991320985312e-14
1.915,1.9942950295209012e-12,9.3374240624156885e-13,4.1284853619552746e-13,1.5233531578006052e-12,3.5480654338491285e-12,4.4173975090981497e-13,-7.8695719093511953e-15
1.9175,2.1362009656896115e-12,8.5581460737429769e-13,2.7642558220426647e-13,1.4444471111485017e-12,3.6535086782508815e-12,2.3522329188522619e-13,-1.1487707043112002e-14
1.92,2.0000893001552678e-12,9.1473759588678768e-13,4.2998447888245209e-13,1.7411329677868643e-12,3.6084292432724995e-12,4.2594640467134974e-13,2.7113100633689884e-14
1.9225,2.1148028066796553e-12,7.4586326662010553e-13,2.7649401732933624e-13,2.0900457106929714e-12,3.7067807827825463e-12,3.3481019253139542e-13,5.6990386850903034e-14
1.925,2.164430106365883e-12,7.597256864013467e-13,3.8793079056439241e-13,2.2688785430403058e-12,3.5521252989683723e-12,4.195667683785068e-13,-4.200984524538133e-14
1.9275,2.155426701578019e-12,7.2619542839223201e-13,2.7648028473330149e-13,2.564046166398148e-12,3.5548126825242374e-12,3.8478392042889487e-13,2.5658640166695605e-14
1.93,2.056762059775029e-12,6.9081988456129801e-13,5.248086341682954e-13,2.7001054006542999e-12,3.45680758828654e-12,4.4667327984715528e-13,-1.2629481389957037e-13
1.9325,2.1917856479135272e-12,7.7319577123936184e-13,4.9316165172552272e-13,2.8559263329621855e-12,3.2373990342094131e-12,4.6517478760867758e-13,2.4778020146610278e-14
1.935,2.1866488150869697e-12,8.566994821485226e-13,5.7426451531154378e-13,3.2061628777763184e-12,3.3093207045985005e-12,4.3061715627854148e-13,2.7357495135642575e-14
1.9375,2.2619524269079113e-12,8.7639167891248556e-13,4.636144598379231e-13,3.5458042662968036e-12,3.0958496107707254e-12,2.3147807459057406e-13,-1.9090528438119845e-13
1.94,2.1534874664791468e-12,5.8120907829125944e-13,7.2114637626944258e-13,3.5073513313011432e-12,3.1618371629330506e-12,2.8827563705703894e-13,-8.641221408508578e-14
1.9425,2.1407344819430387e-12,8.6013877453601722e-13,6.9765815264324709e-13,3.6284136687492449e-12,3.1245411441887939e-12,3.1735580810674656e-13,-2.3518657193999876e-14
1.945,2.0990266562218424e-12,8.0937584276841808e-13,8.7209918890791555e-13,3.7353046790100354e-12,2.9731972829905824e-12,2.2315812457644027e-13,-1.158472724123782e-13
1.9475,2.0654994052591454e-12,8.4097996477415901e-13,1.0912303625709418e-12,3.7359688359103556e-12,2.7743964128124694e-12,3.084653104693634e-13,1.2612258595005059e-14
1.95,1.9790025717408189e-12,9.8116829315850505e-13,1.2387957116516642e-12,3.870219564516692e-12,2.7544343086000192e-12,2.3843986890486449e-13,4.5858688864791263e-14
1.9525,2.1624580096870517e-12,1.1603950818339812e-12,1.4410291825796784e-12,4.010628341578034e-12,2.652837830517782e-12,4.1424070626838817e-13,1.2082590229598144e-13
1.955,1.8593788278271986e-12,9.8221565356584268e-13,1.8957804446531704e-12,3.988000220834613e-12,2.5549513266621319e-12,3.3890498910349245e-13,-4.0451810330870929e-14
1.9575,1.8760763441329337e-12,1.3917847346698121e-12,2.1731407578440655e-12,4.0278420608234987e-12,2.4629180204426697e-12,3.8479606047832781e-13,1.0181402346859397e-13
1.96,2.1021621478450249e-12,1.5020424084531737e-12,2.569432543463028e-12,3.9111570515576627e-12,2.3643897135493146e-12,3.3487344500373437e-13,-1.9944218896410601e-13
1.9625,1.9109683191778668e-12,1.8084200747710377e-12,2.9043534690263854e-12,3.7757651164298024e-12,2.1751469717839124e-12,3.1897368055589819e-13,4.3014112152324032e-14
1.965,1.8057931009715871e-12,1.9594649959220386e-12,3.1413669984980192e-12,3.7790796109889012e-12,2.0852140951869831e-12,3.4203599819984707e-13,-2.7529619819817249e-14
1.9675,1.7108478450986787e-12,2.2144668758861679e-12,3.4458652266521994e-12,4.0130613155642771e-12,1.8815284709721065e-12,1.4398318274920173e-13,1.0989530543198371e-13
1.97,1.7347465633908223e-12,2.3535467397525993e-12,3.8555524655405199e-12,3.5546037728296626e-12,1.9300455248750926e-12,3.666370486980211e-13,7.1434849858927628e-14
1.9725,1.7718986459173683e-12,2.7442593801268989e-12,4.0601461437551794e-12,3.5660347136298683e-12,1.8022554171761776e-12,2.7705670763054097e-13,2.738974971367511e-14
1.975,1.5752727036625525e-12,2.8487708997144077e-12,4.1486718779230234e-12,3.4538145814744271e-12,1.7400504667567358e-12,2.716955469723934e-13,-1.8927356091425682e-15
1.9775,1.4769024330704544e-12,3.0722960654605092e-12,4.2087400382436226e-12,3.35720556837599e-12,1.6047503191147977e-12,3.2758074864372155e-13,2.1141553488343078e-14
1.98,1.4684558358234935e-12,3.3103089893184238e-12,4.2839098850083494e-12,3.0680660570503237e-12,1.4965600840040109e-12,3.1587204785524676e-13,1.5997082457180188e-13
1.9825,1.6119946886187579e-12,3.3981643840735035e-12,4.0890002248483046e-12,2.9000903461625918e-12,1.3950026998976786e-12,4.0009216164441383e-13,-1.0322090487529195e-13
1.985,1.5399006166426961e-12,3.6691380048239496e-12,4.0505041800843595e-12,2.6758891693179386e-12,1.5443325900566624e-12,2.8198062947270813e-13,2.2110939304041692e-14
1.9875,1.4006866513019658e-12,3.6191934323902029e-12,3.936869656147001e-12,2.5895168692765268e-12,1.4336462865060312e-12,3.267906769480627e-13,1.413278865674939e-14
1.99,1.3508935025080667e-12,3.6576353785318515e-12,3.6730523048429459e-12,2.4940419908885455e-12,1.5370717976668493e-12,4.2379969087750743e-13,-1.3072704605052035e-13
1.9925,1.3372996129202071e-12,3.5705687292340846e-12,3.4175901763659715e-12,2.2859489683901978e-12,1.4167998766487573e-12,2.9518145314246893e-13,1.2253685359901649e-14
1.995,1.3198389192152254e-12,3.5530840006999797e-12,3.2040985884309413e-12,2.1096053644955285e-12,1.3777911088712228e-12,3.3540663494419069e-13,-5.8601738197995e-14
1.9975,1.1103435131362161e-12,3.4999580937367872e-12,2.8920331921883757e-12,1.8743413760089974e-12,1.449570011803353e-12,3.3065320673377125e-13,7.7430328337165483e-14
2.0,1.1508653077193123e-12,3.3033161604104435e-12,2.5456271524585107e-12,1.8290589620174646e-12,1.4470171333924571e-12,2.4180797125839844e-13,-1.1409287733316754e-13
2.0025,1.1522364167107571e-12,3.1281772280808214e-12,2.4103647825920965e-12,1.5804625081843743e-12,1.3983479644912398e-12,3.5157353274210478e-13,3.6794310104174258e-14
2.005,1.4159160045409473e-12,2.8027459232883198e-12,2.1571999729240785e-12,1.482925035580713e-12,1.4051451765653577e-12,2.7662202937225204e-13,9.5486594266184679e-14
2.0075,1.1629107328266765e-12,2.677530905459297e-12,1.9440328644504113e-12,1.3397727750004833e-12,1.5747259868192451e-12,2.8322004027912239e-13,1.2108535818885192e-13
2.01,1.1446341742652315e-12,2.5129514363778973e-12,1.8147941190912618e-12,1.3797858753003976e-12,1.6284100677868984e-12,2.3752470563483584e-13,-4.7901820269913722e-14
2.0125,1.3257220060772526e-12,2.2876528194578659e-12,1.6217522293187796e-12,1.2241914611380609e-12,1.8125556277625805e-12,3.4141499133623867e-13,-1.2047175451711841e-13
2.015,1.3377476503297041e-12,2.1924018939620061e-12,1.2907669881131345e-12,1.0613520238161077e-12,1.8487251397243944e-12,2.8247418493953284e-13,2.5172610598329444e-14
2.0175,1.381762153121388e-12,2.0663974027196033e-12,1.1857675419235265e-12,9.9487616583520506e-13,1.9751195018428973e-12,3.7097572247452197e-13,-2.5487440514399789e-14
2.02,1.3193640576838393e-12,1.9251834948960303e-12,1.1056559803217241e-12,9.0547020910383491e-13,2.1900013410338696e-12,3.7857138113589225e-13,2.5650646703837827e-14
2.0225,1.443975783351639e-12,1.7292310671564532e-12,9.3083213695670471e-13,6.6009816810454612e-13,2.2003929726063225e-12,5.5281791805276669e-13,8.8127744773637986e-14
2.025,1.315586522163581e-12,1.5653713045007834e-12,8.7621923376932874e-13,7.8072561101887075e-13,2.1226994349701314e-12,3.450415188952398e-13,7.4699406446976155e-14
2.0275,1.528133897810429e-12,1.4490533898578568e-12,7.0457476095872434e-13,6.654467059577749e-13,2.3334008430507097e-12,3.7687216882071827e-13,1.1212689584983907e-13
2.03,1.444406897838599e-12,1.451245681364614e-12,6.2875548496235888e-13,7.4818602152824117e-13,2.3939287813168841e-12,2.285383464444883e-13,4.4309387941582268e-14
2.0325,1.4281793260952555e-12,1.2813265013727874e-12,5.3986233047146322e-13,6.4475329282337327e-13,2.656639195303461e-12,3.0161026681690998e-13,-6.5202209705649007e-14
2.035,1.6926681843393799e-12,9.2553294219976728e-13,5.7813120519552967e-13,5.6014661407094145e-13,2.6145678643458529e-12,4.1633335818390573e-13,-3.3590041334518856e-14
2.0375,1.7095268542241207e-12,9.1965578400736349e-13,4.0096397549169038e-13,4.7781331333493458e-13,2.7559899877316544e-12,3.0731619940259604e-13,-2.7352602796066967e-14
2.04,1.7865135461952342e-12,9.6114713211703246e-13,4.5888462516143008e-13,5.7841833682744392e-13,2.8778296891605496e-12,3.0854951114635341e-13,1.0842103361346658e-13
