Physical Time (s),etp_left Monitor (kg-m/s^3)
2.105,2.1176145722848981e-07
2.1075,2.1618814370776164e-07
2.11,2.2051323106428176e-07
2.1125,2.2472706978322499e-07
2.115,2.288151576797839e-07
2.1175,2.3276762204108609e-07
2.12,2.3656909222482091e-07
2.1225,2.4020720150142309e-07
2.125,2.436778915062934e-07
2.1275,2.4697905883211265e-07
2.13,2.5010166851499207e-07
2.1325,2.530342572151321e-07
2.135,2.5576649746440425e-07
2.1375,2.582852611211483e-07
2.14,2.605728114634537e-07
2.1425,2.6261418848898655e-07
2.145,2.6439251434368422e-07
2.1475,2.6589519660347006e-07
2.15,2.6711488890779497e-07
2.1525,2.6804467620372093e-07
2.155,2.6867704231763255e-07
2.1575,2.6900005673761692e-07
2.16,2.6900548382844298e-07
2.1625,2.6867588203176669e-07
2.165,2.6799447955652982e-07
2.1675,2.6694654160533844e-07
2.17,2.6551888574229191e-07
2.1725,2.6370121594913718e-07
2.175,2.614827990626649e-07
2.1775,2.5884703388308426e-07
2.18,2.5578272331342777e-07
2.1825,2.5230058799826455e-07
2.185,2.4843262624169614e-07
2.1875,2.4421042130102273e-07
2.19,2.3964518204109761e-07
2.1925,2.3472987955069643e-07
2.195,2.2945152456032725e-07
2.1975,2.238028225022116e-07
2.2,2.1778222303471808e-07
2.2025,2.1139931319388409e-07
2.205,2.046687013222577e-07
2.2075,1.9760666854285319e-07
2.21,1.9023381164830193e-07
2.2125,1.8258088422663697e-07
2.215,1.7469579280545086e-07
2.2175,1.6663753634325367e-07
2.22,1.5845527433050115e-07
2.2225,1.5018182826018613e-07
2.225,1.4184166477065057e-07
2.2275,1.3346660565731669e-07
2.23,1.2509818021620327e-07
2.2325,1.1678603554168132e-07
2.235,1.0858625236892428e-07
2.2375,1.0055448713540339e-07
2.24,9.2746819509879551e-08
2.2425,8.5214944721841631e-08
2.245,7.8005455963902463e-08
2.2475,7.1142818432716938e-08
2.25,6.4666048029300465e-08
2.2525,5.8610363701591071e-08
2.255,5.3001475131378584e-08
2.2575,4.786369655169472e-08
2.26,4.3215288576704651e-08
2.2625,3.9073411109337968e-08
2.265,3.5449713994433906e-08
2.2675,3.2354261924951647e-08
2.27,2.9792848643739242e-08
2.2725,2.7771855961954284e-08
2.275,2.6296391906368444e-08
2.2775,2.5367572940743202e-08
2.28,2.4977399401343643e-08
2.2825,2.5108835699409829e-08
2.285,2.5735887226069639e-08
2.2875,2.6813583390532634e-08
2.29,2.8318765185657398e-08
2.2925,3.0217155551728706e-08
2.295,3.2475513222784898e-08
2.2975,3.5062318770120319e-08
2.3,3.7947894471583081e-08
2.3025,4.1098825771222787e-08
2.305,4.4475763865637544e-08
2.3075,4.8044926089201279e-08
2.31,5.1777421034283248e-08
2.3125,5.5652136182824741e-08
2.315,5.9646972008443432e-08
2.3175,6.3733602179046545e-08
2.32,6.7875343984315657e-08
2.3225,7.2032002607573874e-08
2.325,7.6170181364555722e-08
2.3275,8.024907435357373e-08
2.33,8.4241229664969479e-08
2.3325,8.8127052927135525e-08
2.335,9.1887910912991998e-08
2.3375,9.5502825935298908e-08
2.34,9.896811011074325e-08
2.3425,1.0229531059247203e-07
2.345,1.0549817652653078e-07
2.3475,1.0857097980545738e-07
2.35,1.1148764011896291e-07
2.3525,1.1421809487444452e-07
2.355,1.1674902499758674e-07
2.3575,1.1909256561369728e-07
2.36,1.2126838528797108e-07
2.3625,1.2329804986267102e-07
2.365,1.2520590171412924e-07
2.3675,1.2701629247937886e-07
2.37,1.2874515256896066e-07
2.3725,1.3039289127689221e-07
2.375,1.3195147972055413e-07
2.3775,1.334203209547198e-07
2.38,1.3481108444430072e-07
2.3825,1.361393106800672e-07
2.385,1.3741616792785989e-07
2.3875,1.3864636371383472e-07
2.39,1.3983405028694123e-07
2.3925,1.4098369968266393e-07
2.395,1.420999478227483e-07
2.3975,1.4318797359132583e-07
2.4,1.4425324641392473e-07
2.4025,1.4530100587239002e-07
2.405,1.4633597618996515e-07
2.4075,1.4736207215781438e-07
2.41,1.4838533913217666e-07
2.4125,1.4941400936742584e-07
2.415,1.5045543104908975e-07
2.4175,1.5151337146283139e-07
2.42,1.5259380886392418e-07
2.4225,1.5368912787735451e-07
2.425,1.5479156656908048e-07
2.4275,1.5589345039375525e-07
2.43,1.5698997855043404e-07
2.4325,1.5807907542454737e-07
2.435,1.5915687082572682e-07
2.4375,1.6021130871782224e-07
2.44,1.6123046253276176e-07
2.4425,1.622157404155594e-07
2.445,1.631839928835728e-07
2.4475,1.6415379456520113e-07
2.45,1.6513415543054455e-07
2.4525,1.6612143064045618e-07
2.455,1.6710460162885023e-07
2.4575,1.6806998208742937e-07
2.46,1.690035739280417e-07
2.4625,1.698917705579507e-07
2.465,1.707204845520584e-07
2.4675,1.714751321481626e-07
2.47,1.7214136275658451e-07
2.4725,1.7270587717627128e-07
2.475,1.7315670244745513e-07
2.4775,1.7348304311034835e-07
2.48,1.73675629505024e-07
2.4825,1.7372745320595938e-07
2.485,1.7363351388741417e-07
2.4875,1.7340108053095996e-07
2.49,1.7301233530521629e-07
2.4925,1.7246205280611319e-07
2.495,1.7174606829289909e-07
2.4975,1.7085573731980987e-07
2.5,1.6977828517516207e-07
2.5025,1.6850081753174119e-07
2.505,1.6701711701370348e-07
2.5075,1.6533092009440215e-07
2.51,1.6344938019104931e-07
2.5125,1.6137520278153379e-07
2.515,1.5910452425502951e-07
2.5175,1.566305046272438e-07
2.52,1.539375962038672e-07
2.5225,1.5103481101480236e-07
2.525,1.4793134577114391e-07
2.5275,1.4464115610613081e-07
2.53,1.4118365334424413e-07
2.5325,1.3758083520903307e-07
2.535,1.3385491365698441e-07
2.5375,1.300229259195122e-07
2.54,1.2609529485622291e-07
2.5425,1.220777081643666e-07
2.545,1.1797679808204772e-07
2.5475,1.1380315824919578e-07
2.55,1.0957028050394244e-07
2.5525,1.0529304157725578e-07
2.555,1.0098714691069761e-07
2.5575,9.6667431481233765e-08
2.56,9.2347886699037456e-08
2.5625,8.8041212296477667e-08
2.565,8.3759492422865437e-08
2.5675,7.9518221439243432e-08
2.57,7.5335642630608041e-08
2.5725,7.1234257833991214e-08
2.575,6.7238710975181294e-08
2.5775,6.3372836769236129e-08
2.58,5.9658652477941954e-08
2.5825,5.6115266178518634e-08
2.585,5.2759201392037405e-08
2.5875,4.9604413506612075e-08
2.59,4.666460689842658e-08
2.5925,4.3953029553697691e-08
2.595,4.1482188802843577e-08
2.5975,3.9262908802628081e-08
2.6,3.7304884032927233e-08
2.6025,3.561659093477561e-08
2.605,3.4204982628239336e-08
2.6075,3.3076961734603779e-08
2.61,3.224001878564022e-08
2.6125,3.1701192090549313e-08
2.615,3.1466373441892174e-08
2.6175,3.1540545510680731e-08
2.62,3.1927266905889916e-08
2.6225,3.2629471592410835e-08
2.625,3.3649161501871151e-08
2.6275,3.4988898142672725e-08
2.63,3.6649074386364434e-08
2.6325,3.8626545100626372e-08
2.635,4.0916286704120932e-08
2.6375,4.3510839586721779e-08
2.64,4.640186769224808e-08
2.6425,4.9580075396492799e-08
2.645,5.3035557576234972e-08
2.6475,5.6758243164049324e-08
2.65,6.073511455349467e-08
2.6525,6.4952101931906119e-08
2.655,6.9394410191092761e-08
2.6575,7.4047790634540341e-08
2.66,7.8898000877125827e-08
2.6625,8.3931609957270286e-08
2.665,8.9134151632997013e-08
2.6675,9.4489705073970325e-08
2.67,9.9980334944345366e-08
2.6725,1.0558700052449939e-07
2.675,1.1129004069594895e-07
2.6775,1.1706883746809658e-07
2.68,1.229027289117187e-07
2.6825,1.287699111205194e-07
2.685,1.3464859658688594e-07
2.6875,1.4051747525387302e-07
2.69,1.4635474050911347e-07
2.6925,1.521386677119878e-07
2.695,1.578467992602885e-07
2.6975,1.634557646206992e-07
2.7,1.6894372970655841e-07
2.7025,1.7428977389985213e-07
2.705,1.7947713820458033e-07
2.7075,1.8448975496472933e-07
2.71,1.8931299421761809e-07
2.7125,1.9393254743343924e-07
2.715,1.9833390479699758e-07
2.7175,2.0250479978474446e-07
2.72,2.0643371899787595e-07
2.7225,2.1010939301233252e-07
2.725,2.135193638794591e-07
2.7275,2.1665038065168566e-07
2.73,2.1948792503269233e-07
2.7325,2.2201688805584532e-07
2.735,2.2422487720940639e-07
2.7375,2.261007158033221e-07
2.74,2.2763598134552758e-07
2.7425,2.2882468552101082e-07
2.745,2.2966362898711169e-07
2.7475,2.3015259833869892e-07
2.75,2.3029406828349035e-07
2.7525,2.3009319649030234e-07
2.755,2.2955828592543786e-07
2.7575,2.2870041451920282e-07
2.76,2.2753288172680302e-07
2.7625,2.2607050492952018e-07
2.765,2.2432897925144742e-07
2.7675,2.2232495992518646e-07
2.77,2.2007570334023299e-07
2.7725,2.1760066809370562e-07
2.775,2.1492133580536675e-07
2.7775,2.1206096448343329e-07
2.78,2.09044622529406e-07
2.7825,2.0589725641922351e-07
2.785,2.0264570939701954e-07
2.7875,1.9931617906994705e-07
2.79,1.9593509884835596e-07
2.7925,1.9252807044057689e-07
2.795,1.8912009934986948e-07
2.7975,1.8573603245438259e-07
2.8,1.8239856446194829e-07
2.8025,1.7912898791983238e-07
2.805,1.759459065882393e-07
2.8075,1.7286673883023643e-07
2.81,1.6990790988260161e-07
2.8125,1.6708429583511509e-07
2.815,1.6440733736639744e-07
2.8175,1.6188746397558974e-07
2.82,1.5953277958999765e-07
2.8225,1.5734885147819214e-07
2.825,1.5533898766794222e-07
2.8275,1.535030530860181e-07
2.83,1.5183898523814465e-07
2.8325,1.5034275095573894e-07
2.835,1.490102679402378e-07
2.8375,1.4783674154656277e-07
2.84,1.4680226125810922e-07
2.8425,1.4591516806867168e-07
2.845,1.4516682165091486e-07
2.8475,1.4454564768395782e-07
2.85,1.4404027487162284e-07
2.8525,1.4363962335524415e-07
2.855,1.4332673476125473e-07
2.8575,1.4307190285351612e-07
2.86,1.4284131039057114e-07
2.8625,1.4261004102971277e-07
2.865,1.4236630848873224e-07
2.8675,1.4210176483181648e-07
2.87,1.4181631129969349e-07
2.8725,1.414772905944786e-07
2.875,1.4107121473077033e-07
2.8775,1.4058965959500957e-07
2.88,1.4002276297979988e-07
2.8825,1.3935587570954461e-07
2.885,1.3857455057849401e-07
2.8875,1.3767309933771104e-07
2.89,1.3665551466956474e-07
2.8925,1.3552427078331409e-07
2.895,1.3427499987464662e-07
2.8975,1.329028764185201e-07
2.9,1.3141071398306292e-07
2.9025,1.2980816878669926e-07
2.905,1.281082835635402e-07
2.9075,1.2632798223458512e-07
2.91,1.2448664360682253e-07
2.9125,1.2260941795085112e-07
2.915,1.2072492843596203e-07
2.9175,1.1886138080188413e-07
2.92,1.1704482687752542e-07
2.9225,1.1529596870065716e-07
2.925,1.1363324010153042e-07
2.9275,1.1207316417404432e-07
2.93,1.106320616922792e-07
2.9325,1.093272826084055e-07
2.935,1.0817676966526461e-07
2.9375,1.0719756564532044e-07
2.94,1.0640503131719891e-07
2.9425,1.0581222059911634e-07
2.945,1.0543072730962967e-07
2.9475,1.0527129964888378e-07
2.95,1.0534414945264486e-07
2.9525,1.0565817525189238e-07
2.955,1.0621953719798564e-07
2.9575,1.0703085146919205e-07
2.96,1.0809243184851673e-07
2.9625,1.0939990921024957e-07
2.965,1.1094961626399358e-07
2.9675,1.1273974138041669e-07
2.97,1.1476895314683229e-07
2.9725,1.1703457588022581e-07
2.975,1.1953170999496571e-07
2.9775,1.2225348364047209e-07
2.98,1.2519097300156191e-07
2.9825,1.28334321018386e-07
2.985,1.3167251204612536e-07
2.9875,1.3519098180810569e-07
2.99,1.3887160597472808e-07
2.9925,1.4269408331923214e-07
2.995,1.4663658595233184e-07
2.9975,1.5067636634487425e-07
3.0,1.5478982253726449e-07
3.0025,1.5895503291335649e-07
3.005,1.6315128514221755e-07
3.0075,1.673585338774327e-07
3.01,1.7155832283278099e-07
3.0125,1.7573164624757491e-07
3.015,1.7986021485546395e-07
3.0175,1.8392683706147667e-07
3.02,1.8791507193834365e-07
3.0225,1.9180862760204883e-07
3.025,1.9559083066356205e-07
3.0275,1.9924744861045203e-07
3.03,2.0276568984114505e-07
3.0325,2.0613327055990197e-07
3.035,2.0933803989355962e-07
3.0375,2.1236870942800423e-07
3.04,2.1521500576947157e-07
3.0425,2.1786833886410438e-07
3.045,2.2032111937483208e-07
3.0475,2.2256559913496807e-07
3.05,2.245977693579499e-07
3.0525,2.2641511817118569e-07
3.055,2.2801602159965946e-07
3.0575,2.2939872680900327e-07
3.06,2.3056248865868365e-07
3.0625,2.3150706324834204e-07
3.065,2.3223225814300274e-07
3.0675,2.327383483682306e-07
3.07,2.3302510416428327e-07
3.0725,2.3309288549961774e-07
3.075,2.3294288945770729e-07
3.0775,2.3257659909922777e-07
3.08,2.3199588679625927e-07
3.0825,2.3120329861992309e-07
3.085,2.3020230803503425e-07
3.0875,2.2899718575538896e-07
3.09,2.2759194488398831e-07
3.0925,2.2599021122375466e-07
3.095,2.2419464345160793e-07
3.0975,2.2221028905344351e-07
3.1,2.200441453600915e-07
3.1025,2.1770391982281815e-07
3.105,2.15196501361285e-07
3.1075,2.1252786139858425e-07
3.11,2.0970313452573272e-07
3.1125,2.0672828202602886e-07
3.115,2.0360991926298526e-07
3.1175,2.0035346206503604e-07
3.12,1.9696383396465921e-07
3.1225,1.9344429317465647e-07
3.125,1.8979788420574919e-07
3.1275,1.8602677585270106e-07
3.13,1.8213340298652811e-07
3.1325,1.7812150030383225e-07
3.135,1.7399794259991119e-07
3.1375,1.6977160171944131e-07
3.14,1.6545236039136774e-07
3.1425,1.6105275688811025e-07
3.145,1.5658507843078062e-07
3.1475,1.5206503619114837e-07
3.15,1.4750864186172581e-07
3.1525,1.4293097914034103e-07
3.155,1.3834773720713896e-07
3.1575,1.3377434592391691e-07
3.16,1.2922544735062265e-07
3.1625,1.2471850493463409e-07
3.165,1.202705578413171e-07
3.1675,1.1589874869914184e-07
3.17,1.116212303067618e-07
3.1725,1.0745795022108165e-07
3.175,1.0342853930453026e-07
3.1775,9.9550845685321556e-08
3.18,9.5842211694643094e-08
3.1825,9.2319898114357716e-08
3.185,8.9000622700045106e-08
3.1875,8.5899452466796342e-08
3.19,8.303007709287315e-08
3.1925,8.0404677635284879e-08
3.195,7.8033950245321997e-08
3.1975,7.5926825919937989e-08
3.2,7.4090346338761359e-08
3.2025,7.252887646785628e-08
3.205,7.1244287317235261e-08
3.2075,7.0237436176022925e-08
3.21,6.9506156638187469e-08
3.2125,6.9047611038800186e-08
3.215,6.8856548213988945e-08
3.2175,6.8925488413209896e-08
3.22,6.9244017622740466e-08
3.2225,6.9798787589665543e-08
3.225,7.0574221178329355e-08
3.2275,7.1555062671447829e-08
3.23,7.2727353741826317e-08
3.2325,7.4078373959253047e-08
3.235,7.5595638649499538e-08
3.2375,7.7265923810418489e-08
3.24,7.9075347683211044e-08
3.2425,8.1010058187492974e-08
3.245,8.3055028153854794e-08
3.2475,8.5193359509186331e-08
3.25,8.7406357801489726e-08
3.2525,8.9673629670983863e-08
3.255,9.1974511220298236e-08
3.2575,9.4288207750486637e-08
3.26,9.6593589504432515e-08
3.2625,9.8871371533607022e-08
3.265,1.0110530954792435e-07
3.2675,1.0328131271817632e-07
3.27,1.0538781596765087e-07
3.2725,1.0741460615644587e-07
3.275,1.0935442433234855e-07
3.2775,1.1120220202685531e-07
3.28,1.129551390368895e-07
3.2825,1.1461220840948983e-07
3.285,1.1617339009109678e-07
3.2875,1.1763905697442726e-07
3.29,1.1900992333415692e-07
3.2925,1.2028731554801441e-07
3.295,1.2147360058277142e-07
3.2975,1.225720800517951e-07
3.3,1.2358783611606918e-07
3.3025,1.2452732057815662e-07
3.305,1.2539805327355909e-07
3.3075,1.2620822679028432e-07
3.31,1.2696662515458231e-07
3.3125,1.276829432654737e-07
3.315,1.2836716375236861e-07
3.3175,1.2902945288027196e-07
3.32,1.2967931071541167e-07
3.3225,1.3032586105119469e-07
3.325,1.3097777526658753e-07
3.3275,1.3164343637950764e-07
3.33,1.3233061494404887e-07
3.3325,1.3304645986937427e-07
3.335,1.3379763071817832e-07
3.3375,1.3459021191441909e-07
3.34,1.3542957970459919e-07
3.3425,1.3631988359707921e-07
3.345,1.3726332400439275e-07
3.3475,1.3826010939699015e-07
3.35,1.3930845702309603e-07
3.3525,1.40405096736674e-07
3.355,1.4154641698180109e-07
3.3575,1.4272917365215377e-07
3.36,1.4395102152560884e-07
3.3625,1.4520944265198548e-07
3.365,1.4650102349814206e-07
3.3675,1.4782086061398783e-07
3.37,1.491622081128582e-07
3.3725,1.5051722404399181e-07
3.375,1.518767181561233e-07
3.3775,1.5323004516114832e-07
3.38,1.5456410807766503e-07
3.3825,1.5586352659021216e-07
3.385,1.5711145513686551e-07
3.3875,1.5829058737951315e-07
3.39,1.5938457035250663e-07
3.3925,1.603778123423013e-07
3.395,1.612564858836638e-07
3.3975,1.6200880666787906e-07
3.4,1.626243914487818e-07
3.4025,1.6309434128292484e-07
3.405,1.6341077743837205e-07
3.4075,1.6356686050042465e-07
3.41,1.6355642811215508e-07
3.4125,1.6337353433457621e-07
3.415,1.6301229539997395e-07
3.4175,1.6246680038157618e-07
3.42,1.6173199838782981e-07
3.4225,1.6080374280324519e-07
3.425,1.5967925559986991e-07
3.4275,1.5835732645186273e-07
3.43,1.5683911723927375e-07
3.4325,1.5512827081151549e-07
3.435,1.5323046423361147e-07
3.4375,1.5115233149982375e-07
3.44,1.4890128833002339e-07
3.4425,1.4648397480216661e-07
3.445,1.4390884761998521e-07
3.4475,1.4118537933231556e-07
3.45,1.3832526121343069e-07
3.4525,1.3534095379727692e-07
3.455,1.3224598710937243e-07
3.4575,1.290535564579821e-07
3.46,1.2577589065373354e-07
3.4625,1.2242387929294089e-07
3.465,1.190084750201385e-07
3.4675,1.155412037921502e-07
3.47,1.1203530948989796e-07
3.4725,1.0850560140141075e-07
3.475,1.0496792948578329e-07
3.4775,1.0143724405997123e-07
3.48,9.7927878645175833e-08
3.4825,9.4452516650237756e-08
3.485,9.102088930382549e-08
3.4875,8.7643928923803941e-08
3.49,8.4331548402681679e-08
3.4925,8.109562186352394e-08
3.495,7.7948993155389564e-08
3.4975,7.4904735987139105e-08
3.5,7.1975435092893412e-08
3.5025,6.9173468432370533e-08
3.505,6.6509831035769328e-08
3.5075,6.3995597364055032e-08
3.51,6.1639301002833809e-08
3.5125,5.9447187690214557e-08
3.515,5.7422928964070561e-08
3.5175,5.5568192850693751e-08
3.52,5.3882878313952511e-08
3.5225,5.2367350460928695e-08
3.525,5.1022475148429562e-08
3.5275,4.9849993534228683e-08
3.53,4.88524768303469e-08
3.5325,4.8032519345183528e-08
3.535,4.7393138127008439e-08
3.5375,4.6937269344521223e-08
3.54,4.6667174367287964e-08
3.5425,4.6585538571038812e-08
3.545,4.6695252359368819e-08
3.5475,4.6999227066612933e-08
3.55,4.7500140336633274e-08
3.5525,4.819943204142216e-08
3.555,4.9097788313259485e-08
3.5575,5.0194681598432895e-08
3.56,5.1489508676740522e-08
3.5625,5.2980974986774777e-08
3.565,5.4666563185038727e-08
3.5675,5.6543315363174386e-08
3.57,5.8607140109189755e-08
3.5725,6.0852785532874366e-08
3.575,6.3274203334389586e-08
3.5775,6.5864986775604594e-08
3.58,6.8617834619390189e-08
3.5825,7.152418424316801e-08
3.585,7.4575020443004039e-08
3.5875,7.7760918785997021e-08
3.59,8.1072512177327516e-08
3.5925,8.4500389689285479e-08
3.595,8.8033330524011914e-08
3.5975,9.1659606465188021e-08
3.6,9.5366244004384183e-08
3.6025,9.9140301091823566e-08
3.605,1.0296833548250304e-07
3.6075,1.0683745707231064e-07
3.61,1.1073418612473977e-07
3.6125,1.1464481594204929e-07
3.615,1.1855517972424019e-07
3.6175,1.2245078766305981e-07
3.62,1.2631746828966773e-07
3.6225,1.301410992778224e-07
3.625,1.3390894105243672e-07
3.6275,1.3760898567835618e-07
3.63,1.4123062012935601e-07
3.6325,1.4476406385696078e-07
3.635,1.4819990069239506e-07
3.6375,1.515279624357174e-07
3.64,1.5473730001970174e-07
3.6425,1.5781571980704151e-07
3.645,1.6074947955869928e-07
3.6475,1.635258720489325e-07
3.65,1.6613270030566864e-07
3.6525,1.6855976968586926e-07
3.655,1.707974941531645e-07
3.6575,1.7283835874551693e-07
3.66,1.7467676153428779e-07
3.6625,1.7630941096672828e-07
3.665,1.7773549850564511e-07
3.6675,1.7895652455543571e-07
3.67,1.7997574850077145e-07
3.6725,1.8079756919316486e-07
3.675,1.8142701650338525e-07
3.6775,1.8186910452190489e-07
3.68,1.821284539216637e-07
3.6825,1.8220951474961683e-07
3.685,1.8211733074667817e-07
3.6875,1.8185774988973532e-07
3.69,1.8143888460086933e-07
3.6925,1.8087154447011082e-07
3.695,1.8016716574104842e-07
3.6975,1.7933802745260973e-07
3.7,1.783957107709487e-07
3.7025,1.7735075434882719e-07
3.705,1.7621328410161279e-07
3.7075,1.7499359228247476e-07
3.71,1.737029886167265e-07
3.7125,1.7235304536334335e-07
3.715,1.7095618890351112e-07
3.7175,1.695251739719202e-07
3.72,1.6807220349503355e-07
3.7225,1.666075592481614e-07
3.725,1.6513869853284555e-07
3.7275,1.6367081547753936e-07
3.73,1.6221010445220696e-07
3.7325,1.6076147332851346e-07
3.735,1.5933046041219703e-07
3.7375,1.579231894088704e-07
3.74,1.5654457630311495e-07
3.7425,1.5519827699609424e-07
3.745,1.5388663221328551e-07
3.7475,1.5261123702266631e-07
3.75,1.513720684810218e-07
3.7525,1.5016866664310183e-07
3.755,1.4900107320895006e-07
3.7575,1.4786959277640127e-07
3.76,1.4677501656030692e-07
3.7625,1.4571825171453642e-07
3.765,1.4469894961999801e-07
3.7675,1.4371634412754243e-07
3.77,1.4276754253600989e-07
3.7725,1.418467703499978e-07
3.775,1.4094651543085259e-07
3.7775,1.4005752203030312e-07
3.78,1.3917071340852662e-07
3.7825,1.3827745573773115e-07
3.785,1.3737017852837513e-07
3.7875,1.3644291183394422e-07
3.79,1.3549126579562465e-07
3.7925,1.3451187439967146e-07
3.795,1.3350230571518131e-07
3.7975,1.324606637400127e-07
3.8,1.3138575392920842e-07
3.8025,1.3027737106717391e-07
3.805,1.2913602286150247e-07
3.8075,1.2796371855169032e-07
3.81,1.2676339862027386e-07
3.8125,1.2553922350163137e-07
3.815,1.2429575733396729e-07
3.8175,1.2303777675028066e-07
3.82,1.2177070953370783e-07
3.8225,1.2050065961983302e-07
3.825,1.1923414246265094e-07
3.8275,1.1797835831058215e-07
3.83,1.1674045010617303e-07
3.8325,1.1552776821168704e-07
3.835,1.1434801204874116e-07
3.8375,1.1320927596333777e-07
3.84,1.1212045492441329e-07
3.8425,1.1109038415108488e-07
3.845,1.1012784710069715e-07
3.8475,1.0924140547052629e-07
3.85,1.0843953806208397e-07
3.8525,1.0773045752722483e-07
3.855,1.0712167865852539e-07
3.8575,1.0661969035497975e-07
3.86,1.0623041397727385e-07
3.8625,1.0595933162466635e-07
3.865,1.0581143929045191e-07
3.8675,1.0579086371671638e-07
3.87,1.0590094424457854e-07
3.8725,1.0614419434862192e-07
3.875,1.065224732501772e-07
3.8775,1.0703733118012863e-07
3.88,1.0769019273587936e-07
3.8825,1.0848256720438641e-07
3.885,1.0941542944516155e-07
3.8875,1.1048922779579283e-07
3.89,1.1170338748872289e-07
3.8925,1.1305719486138802e-07
3.895,1.1454973712267318e-07
3.8975,1.1617962120469636e-07
3.9,1.1794353213519348e-07
3.9025,1.1983671102170506e-07
3.905,1.2185186140394567e-07
3.9075,1.2398003385681876e-07
3.91,1.2621132474255922e-07
3.9125,1.2853568308445702e-07
3.915,1.3094294990249368e-07
3.9175,1.3342294777695551e-07
3.92,1.3596602374498106e-07
3.9225,1.385639167893281e-07
3.925,1.4120820285447648e-07
3.9275,1.438920925067207e-07
3.93,1.4660901668220356e-07
3.9325,1.4935176229750977e-07
3.935,1.5211321855327099e-07
3.9375,1.5488633725603954e-07
3.94,1.576638604442913e-07
3.9425,1.6043807782205909e-07
3.945,1.6320120976161804e-07
3.9475,1.6594456387567542e-07
3.95,1.6865950111085442e-07
3.9525,1.7133861669940739e-07
3.955,1.7397622203696148e-07
3.9575,1.7656727675337891e-07
3.96,1.7910692382092565e-07
3.9625,1.8158927553643702e-07
3.965,1.8400862724102726e-07
3.9675,1.8635908962176457e-07
3.97,1.8863503848533156e-07
3.9725,1.9083172583763229e-07
3.975,1.9294417657209536e-07
3.9775,1.9496824528220993e-07
3.98,1.9689978364357439e-07
3.9825,1.9873422862366114e-07
3.985,2.0046602727408105e-07
3.9875,2.0208922587893554e-07
3.99,2.0359682416514712e-07
3.9925,2.0498254361173038e-07
3.995,2.0624041204428247e-07
3.9975,2.0736496590938715e-07
4.0,2.0835105606380861e-07
4.0025,2.0919325324151401e-07
4.005,2.0988558365842841e-07
4.0075,2.1042134079990609e-07
4.01,2.1079315887893961e-07
4.0125,2.1099418532127547e-07
4.015,2.1101916159252132e-07
4.0175,2.1086464968520778e-07
4.02,2.1052972299965851e-07
4.0225,2.1001478305382767e-07
4.025,2.0932178846419009e-07
4.0275,2.0845206241775562e-07
4.03,2.0740614039815398e-07
4.0325,2.0618401346838027e-07
4.035,2.047842961084945e-07
4.0375,2.0320507681438161e-07
4.04,2.0144549069688865e-07
4.0425,1.9950570241107802e-07
4.045,1.9738656426855802e-07
4.0475,1.950915830386857e-07
4.05,1.9262659934182154e-07
4.0525,1.8999780182256777e-07
4.055,1.872135696969535e-07
4.0575,1.8428275435453458e-07
4.06,1.8121578556338108e-07
4.0625,1.7802464518516227e-07
4.065,1.7472148771320125e-07
4.0675,1.7132017254920962e-07
4.07,1.6783537887785125e-07
4.0725,1.6428181275357768e-07
4.075,1.6067512734370001e-07
4.0775,1.5702978320230316e-07
4.08,1.5336064106431623e-07
4.0825,1.4968311149600546e-07
4.085,1.4601311772833277e-07
4.0875,1.4236678518803807e-07
4.09,1.3876024077541261e-07
4.0925,1.3520965719531148e-07
4.095,1.3173101973350054e-07
4.0975,1.2833963524750821e-07
4.1,1.2505054360683794e-07
4.1025,1.2187734883674784e-07
4.105,1.1883244305823035e-07
4.1075,1.1592691739508411e-07
4.11,1.1317081842306202e-07
4.1125,1.1057333408056665e-07
4.115,1.081424429435929e-07
4.1175,1.0588454355230517e-07
4.12,1.0380536043517886e-07
4.1225,1.0190864690534029e-07
4.125,1.0019725240311233e-07
4.1275,9.8672548538108346e-08
4.13,9.7335058287635067e-08
4.1325,9.6183586066012523e-08
4.135,9.5215125871357033e-08
4.1375,9.4425830518809434e-08
4.14,9.3811203727815906e-08
4.1425,9.3366492483972036e-08
4.145,9.3086306710872231e-08
4.1475,9.2964529302815759e-08
4.15,9.2994078113400133e-08
4.1525,9.3167493781027949e-08
4.155,9.347698350031915e-08
4.1575,9.3913820949230025e-08
4.16,9.4468191454979235e-08
4.1625,9.5128843057926417e-08
4.165,9.588287566228038e-08
4.1675,9.6716193156223464e-08
4.17,9.7614359287520909e-08
4.1725,9.8562829630676469e-08
4.175,9.9547760022372167e-08
4.1775,1.0055671398511927e-07
4.18,1.0157924533803476e-07
4.1825,1.0260686276646813e-07
4.185,1.0363234755513164e-07
4.1875,1.0465039349946098e-07
4.19,1.056569085749173e-07
4.1925,1.0664823685596695e-07
4.195,1.0762131211689707e-07
4.1975,1.085736481556707e-07
4.2,1.0950332215657973e-07
4.2025,1.104098019022661e-07
4.205,1.1129227320488795e-07
4.2075,1.1214984322300475e-07
4.21,1.1298180073160511e-07
4.2125,1.1378850943712291e-07
4.215,1.1457146444336448e-07
4.2175,1.1533332346769219e-07
4.22,1.1607823580284551e-07
4.2225,1.1681135177548724e-07
4.225,1.1753843688789453e-07
4.2275,1.18265883587847e-07
4.23,1.1900019318269755e-07
4.2325,1.1974769261237201e-07
