Physical Time (s),etp_left Monitor (kg-m/s^3)
4.235,1.2051390701323949e-07
4.2375,1.213037423402812e-07
4.24,1.2212158659795065e-07
4.2425,1.2297045768416732e-07
4.245,1.2385248686950304e-07
4.2475,1.2476956210012559e-07
4.25,1.25723130928874e-07
4.2525,1.2671469713843437e-07
4.255,1.2774545122737557e-07
4.2575,1.2881608165150329e-07
4.26,1.2992680938425387e-07
4.2625,1.3107624541575952e-07
4.265,1.3226118576644698e-07
4.2675,1.3347728228359922e-07
4.27,1.3471888869253988e-07
4.2725,1.3597950676278367e-07
4.275,1.3725270360785615e-07
4.2775,1.3853228282506372e-07
4.28,1.3981268994871374e-07
4.2825,1.4108944293508132e-07
4.285,1.4235770684998031e-07
4.2875,1.4361217090941397e-07
4.29,1.448465016175251e-07
4.2925,1.4605253941432988e-07
4.295,1.4722089812671951e-07
4.2975,1.483413246608622e-07
4.3,1.4940210229851183e-07
4.3025,1.503913076248595e-07
4.305,1.5129734249968938e-07
4.3075,1.5210942566371835e-07
4.31,1.5281797844194911e-07
4.3125,1.5341497283087175e-07
4.315,1.5389390034020959e-07
4.3175,1.5425000225704231e-07
4.32,1.5447981801377939e-07
4.3225,1.5458120674348955e-07
4.325,1.5455353423387294e-07
4.3275,1.5439749805014537e-07
4.33,1.541149701941404e-07
4.3325,1.5370866538297514e-07
4.335,1.5318161729438581e-07
4.3375,1.5253600660782717e-07
4.34,1.517746850277323e-07
4.3425,1.5089988964166653e-07
4.345,1.4991408771465218e-07
4.3475,1.4882076853212466e-07
4.35,1.4762454314934214e-07
4.3525,1.4633132375909854e-07
4.355,1.4494783747982781e-07
4.3575,1.434808358858045e-07
4.36,1.4193737602687323e-07
4.3625,1.4032448497622327e-07
4.365,1.3864819302271345e-07
4.3675,1.3691438357107622e-07
4.37,1.3512885850425608e-07
4.3725,1.332970029776082e-07
4.375,1.314242945256938e-07
4.3775,1.2951530371280546e-07
4.38,1.275743860843882e-07
4.3825,1.2560521316094994e-07
4.385,1.2361187510176821e-07
4.3875,1.215987578613195e-07
4.39,1.1957013561795095e-07
4.3925,1.175296816565728e-07
4.395,1.1547999477587001e-07
4.3975,1.1342277353914835e-07
4.4,1.1135884836386012e-07
4.4025,1.092894730081235e-07
4.405,1.0721568669524272e-07
4.4075,1.0513968908828755e-07
4.41,1.03063240730051e-07
4.4125,1.0098873044346747e-07
4.415,9.8918254324042361e-08
4.4175,9.6854006884230039e-08
4.42,9.479680398035388e-08
4.4225,9.274665730093138e-08
4.425,9.0702317266361209e-08
4.4275,8.8661772725183814e-08
4.43,8.6623145724816817e-08
4.4325,8.4584729965839994e-08
4.435,8.2546902816267076e-08
4.4375,8.0511023626816044e-08
4.44,7.8477938847998455e-08
4.4425,7.6452854631082271e-08
4.445,7.4441814215519645e-08
4.4475,7.245136707359308e-08
4.45,7.0488817572176567e-08
4.4525,6.8562189766474714e-08
4.455,6.6679467784519836e-08
4.4575,6.4848817609483085e-08
4.46,6.3079207826700691e-08
4.4625,6.1379996962426916e-08
4.465,5.9761144628301758e-08
4.4675,5.8231941639974426e-08
4.47,5.6802020953383394e-08
4.4725,5.5480941093853497e-08
4.475,5.4278743984686574e-08
4.4775,5.3205923808805449e-08
4.48,5.2274188486235812e-08
4.4825,5.1495283145410847e-08
4.485,5.0880125590469665e-08
4.4875,5.0438126899216541e-08
4.49,5.0176866683510726e-08
4.4925,5.0102079703840336e-08
4.495,5.0218794666795177e-08
4.4975,5.0531788420510384e-08
4.5,5.104560125666046e-08
4.5025,5.1763462766877617e-08
4.505,5.2686883163183941e-08
4.5075,5.3814954389818877e-08
4.51,5.514489405102833e-08
4.5125,5.6671956920181686e-08
4.515,5.8390077093567068e-08
4.5175,6.0293498328996731e-08
4.52,6.237514210246191e-08
4.5225,6.4626786828552123e-08
4.525,6.7038371551199905e-08
4.5275,6.9598033274272312e-08
4.53,7.2292252547779407e-08
4.5325,7.5106530028778263e-08
4.535,7.8026536360602518e-08
4.5375,8.1038436110826989e-08
4.54,8.4128267776992944e-08
4.5425,8.7283093288615354e-08
4.545,9.0489753790100464e-08
4.5475,9.3734757110292932e-08
4.55,9.7003664670685279e-08
4.5525,1.0028135519467137e-07
4.555,1.0355057586754165e-07
4.5575,1.0679388629628403e-07
4.56,1.099926225058318e-07
4.5625,1.1312863941151236e-07
4.565,1.1618584531946699e-07
4.5675,1.1914945261844876e-07
4.57,1.2200602306229889e-07
4.5725,1.2474456059238384e-07
4.575,1.2735467387623875e-07
4.5775,1.2982785926520391e-07
4.58,1.3215745468613268e-07
4.5825,1.3433751551272115e-07
4.585,1.3636373527475407e-07
4.5875,1.3823244023117263e-07
4.59,1.3994142519882934e-07
4.5925,1.4148944873585766e-07
4.595,1.4287671059746898e-07
4.5975,1.4410528608151634e-07
4.6,1.4517846878016338e-07
4.6025,1.4610050992370786e-07
4.605,1.4687668540886725e-07
4.6075,1.4751276087325066e-07
4.61,1.4801507827108166e-07
4.6125,1.4839038874936584e-07
4.615,1.4864584497355927e-07
4.6175,1.4878933131658641e-07
4.62,1.4882926214829997e-07
4.6225,1.4877436536251854e-07
4.625,1.486333834596564e-07
4.6275,1.4841479912232051e-07
4.63,1.4812671709552794e-07
4.6325,1.4777656258997487e-07
4.635,1.4737125646351356e-07
4.6375,1.4691726658300055e-07
4.64,1.4642094747637049e-07
4.6425,1.4588826822857725e-07
4.645,1.4532563110926177e-07
4.6475,1.4473953050149959e-07
4.65,1.4413576543852554e-07
4.6525,1.4351892485880942e-07
4.655,1.4289198482698619e-07
4.6575,1.4225633755638593e-07
4.66,1.4161223151825089e-07
4.6625,1.4095925308829509e-07
4.665,1.4029676757415861e-07
4.6675,1.3962426555972714e-07
4.67,1.3894113053786655e-07
4.6725,1.3824685689422855e-07
4.675,1.3754100839484791e-07
4.6775,1.3682246018692348e-07
4.68,1.3608938549502621e-07
4.6825,1.3533890223103603e-07
4.685,1.3456743247778494e-07
4.6875,1.3377040105748493e-07
4.69,1.3294301199607466e-07
4.6925,1.3208033815300169e-07
4.695,1.3117813178497856e-07
4.6975,1.3023252214959551e-07
4.7,1.2924072388699701e-07
4.7025,1.2820068429610256e-07
4.705,1.2711205393833843e-07
4.7075,1.2597569696576947e-07
4.71,1.2479407188769701e-07
4.7125,1.2357121640290814e-07
4.715,1.2231149883872376e-07
4.7175,1.2101956085122115e-07
4.72,1.1969941547751389e-07
4.7225,1.1835467069093139e-07
4.725,1.169891410547977e-07
4.7275,1.1560681550870499e-07
4.73,1.1421224188295418e-07
4.7325,1.128103702230169e-07
4.735,1.1140738318584842e-07
4.7375,1.1001027684011086e-07
4.74,1.0862759417036664e-07
4.7425,1.0726901999974484e-07
4.745,1.059448263820569e-07
4.7475,1.046655259805802e-07
4.75,1.0344081586114377e-07
4.7525,1.0227883554516929e-07
4.755,1.0118629489330057e-07
4.7575,1.0016932965608671e-07
4.76,9.9233637669218279e-08
4.7625,9.8384868806583512e-08
4.765,9.762840628131458e-08
4.7675,9.6968643531649257e-08
4.77,9.6409199034945278e-08
4.7725,9.5952786048042177e-08
4.775,9.5601903096278056e-08
4.7775,9.5358271771388064e-08
4.78,9.5222580158516674e-08
4.7825,9.5194394223025243e-08
4.785,9.5272061934059565e-08
4.7875,9.545230267233625e-08
4.79,9.573067879169141e-08
4.7925,9.6102109256176586e-08
4.795,9.6561282042248446e-08
4.7975,9.7103075279697889e-08
4.8,9.7722627530551479e-08
4.8025,9.8415852687051709e-08
4.805,9.9178521111723355e-08
4.8075,1.0000658737318537e-07
4.81,1.0089530054750051e-07
4.8125,1.0183909164935949e-07
4.815,1.0283187453964614e-07
4.8175,1.0386681778053484e-07
4.82,1.0493700785550389e-07
4.8225,1.0603532030005657e-07
4.825,1.0715558322294554e-07
4.8275,1.0829250919702293e-07
4.83,1.0944178075379231e-07
4.8325,1.106001134968641e-07
4.835,1.1176486433894393e-07
4.8375,1.1293424836569093e-07
4.84,1.1410764012749203e-07
4.8425,1.1528522211319779e-07
4.845,1.1646851772842527e-07
4.8475,1.1766022664842332e-07
4.85,1.1886384528532067e-07
4.8525,1.2008299163633824e-07
4.855,1.2132142394936652e-07
4.8575,1.2258277892130291e-07
4.86,1.2387078358242758e-07
4.8625,1.2518910671826714e-07
4.865,1.2654149479799767e-07
4.8675,1.2793196157077993e-07
4.87,1.2936453818813831e-07
4.8725,1.3084304090117465e-07
4.875,1.3237100991435922e-07
4.8775,1.3395122865544835e-07
4.88,1.3558606076381753e-07
4.8825,1.3727739367767187e-07
4.885,1.3902639025695706e-07
4.8875,1.4083385843099089e-07
4.89,1.4269978216963103e-07
4.8925,1.4462288064978862e-07
4.895,1.4660120397143824e-07
4.8975,1.4863250604704253e-07
4.9,1.507132877453483e-07
4.9025,1.5283946957158516e-07
4.905,1.5500550682342001e-07
4.9075,1.5720407796146125e-07
4.91,1.5942755619173649e-07
4.9125,1.6166701585528584e-07
4.915,1.6391310466412706e-07
4.9175,1.6615620450655825e-07
4.92,1.6838533430400563e-07
4.9225,1.7058894468121905e-07
4.925,1.7275530283443309e-07
4.9275,1.7487361081160494e-07
4.93,1.7693308817563592e-07
4.9325,1.7892236313162726e-07
4.935,1.8082975779722429e-07
4.9375,1.8264302207219596e-07
4.94,1.8434952485380519e-07
4.9425,1.8593597075709862e-07
4.945,1.8738958654242314e-07
4.9475,1.8869783635232073e-07
4.95,1.8984883754140073e-07
4.9525,1.9083156704606503e-07
4.955,1.9163614254051597e-07
4.9575,1.9225415798390334e-07
4.96,1.9267907330329262e-07
4.9625,1.9290680518018895e-07
4.965,1.929356445438121e-07
4.9675,1.9276662278054052e-07
4.97,1.9240238350123256e-07
4.9725,1.9184676049791563e-07
4.975,1.9110382339179605e-07
4.9775,1.9017802203989713e-07
4.98,1.8907380399039083e-07
4.9825,1.8779682587162268e-07
4.985,1.8635405990303665e-07
4.9875,1.8475436061295478e-07
4.99,1.8300772866280891e-07
4.9925,1.8112508621889967e-07
4.995,1.7911840724590195e-07
4.9975,1.770002661217266e-07
5.0,1.747840941677966e-07
5.0025,1.7248383554691108e-07
5.005,1.701130490603061e-07
5.0075,1.6768555206179349e-07
5.01,1.6521435584085062e-07
5.0125,1.6271242094076606e-07
5.015,1.6019314617642075e-07
5.0175,1.5767019409346826e-07
5.02,1.5515744822825309e-07
5.0225,1.5266871380861264e-07
5.025,1.5021728152832437e-07
5.0275,1.4781455131660706e-07
5.03,1.4547081941667965e-07
5.0325,1.4319426609365957e-07
5.035,1.4099189752767317e-07
5.0375,1.3886899272976856e-07
5.04,1.3682922906058837e-07
5.0425,1.3487466434114889e-07
5.045,1.3300691408855682e-07
5.0475,1.312269869916965e-07
5.05,1.2953575266194325e-07
5.0525,1.2793303008514737e-07
5.055,1.2641791308098616e-07
5.0575,1.2498831912249203e-07
5.06,1.2364183611803619e-07
5.0625,1.2237613833823133e-07
5.065,1.2118879367825092e-07
5.0675,1.2007721043398905e-07
5.07,1.1903803453742418e-07
5.0725,1.180673258860134e-07
5.075,1.1716000717666534e-07
5.0775,1.163106281014842e-07
5.08,1.1551356434217872e-07
5.0825,1.1476358304918186e-07
5.085,1.1405589002679835e-07
5.0875,1.133865006887703e-07
5.09,1.1275227753433196e-07
5.0925,1.1215062973881655e-07
5.095,1.1157964194027267e-07
5.0975,1.1103831288140483e-07
5.1,1.1052626060031119e-07
5.1025,1.1004377370081676e-07
5.105,1.0959173997656586e-07
5.1075,1.0917145366260308e-07
5.11,1.0878461351425298e-07
5.1125,1.0843423649001946e-07
5.115,1.0812427110238437e-07
5.1175,1.078603103028593e-07
5.12,1.0764907380815693e-07
5.1225,1.0749772230898444e-07
5.125,1.0741312595642503e-07
5.1275,1.0740135923298066e-07
5.13,1.0746767488963188e-07
5.1325,1.0761613537948214e-07
5.135,1.0784973530202621e-07
5.1375,1.0817036865205744e-07
5.14,1.085792805437403e-07
5.1425,1.0907755053442072e-07
5.145,1.096663854143143e-07
5.1475,1.1034726411789895e-07
5.15,1.1112142188589304e-07
5.1525,1.1198980817658116e-07
5.155,1.1295234428262718e-07
5.1575,1.140083181176567e-07
5.16,1.1515554063338007e-07
5.1625,1.1639070882976382e-07
5.165,1.1770893188841903e-07
5.1675,1.1910467145718977e-07
5.17,1.2057176327206824e-07
5.1725,1.2210350718739821e-07
5.175,1.2369262304732924e-07
5.1775,1.2533149209267807e-07
5.18,1.2701229857193771e-07
5.1825,1.2872695965758087e-07
5.185,1.3046701979897499e-07
5.1875,1.3222399564651843e-07
5.19,1.3398784907876351e-07
5.1925,1.3574789709241095e-07
5.195,1.374926070757522e-07
5.1975,1.3920925920781239e-07
5.2,1.4088613042539808e-07
5.2025,1.4251164788127035e-07
5.205,1.4407574963295076e-07
5.2075,1.4556924434278133e-07
5.21,1.4698370125827505e-07
5.2125,1.483113933856031e-07
5.215,1.4954535490327029e-07
5.2175,1.5067974806485235e-07
5.22,1.5170903697088417e-07
5.2225,1.5262835409723329e-07
5.225,1.5343384611101515e-07
5.2275,1.5412302482038346e-07
5.23,1.5469568286487848e-07
5.2325,1.5515289158323045e-07
5.235,1.5549681748556762e-07
5.2375,1.5573059938627493e-07
5.24,1.5585805059908138e-07
5.2425,1.5588349216745254e-07
5.245,1.5581148291159024e-07
5.2475,1.5564668338067167e-07
5.25,1.5539402642028439e-07
5.2525,1.5505867246369168e-07
5.255,1.5464714989359698e-07
5.2575,1.541674824392638e-07
5.26,1.5362913836154604e-07
5.2625,1.5304241398393721e-07
5.265,1.5241771625939385e-07
5.2675,1.517647847029831e-07
5.27,1.5109260524293798e-07
5.2725,1.5040911214980883e-07
5.275,1.4972142918828003e-07
5.2775,1.4903557585643642e-07
5.28,1.4835669677792593e-07
5.2825,1.4768890294637486e-07
5.285,1.4703581499141261e-07
5.2875,1.4640023239975191e-07
5.29,1.4578485222727921e-07
5.2925,1.4519103270700718e-07
5.295,1.4461849306645791e-07
5.2975,1.4406562905928835e-07
5.3,1.4352963766123439e-07
5.3025,1.4300593184923427e-07
5.305,1.4248919855628002e-07
5.3075,1.4197354152843236e-07
5.31,1.4145188363026979e-07
5.3125,1.4091699019608297e-07
5.315,1.4036062813415982e-07
5.3175,1.397742221158883e-07
5.32,1.3914959347398659e-07
5.3225,1.3847901861470731e-07
5.325,1.3775556303551202e-07
5.3275,1.3697322252806123e-07
5.33,1.3612596010941326e-07
5.3325,1.3520765879128656e-07
5.335,1.3421196428952802e-07
5.3375,1.3313248173218208e-07
5.34,1.3196294011454085e-07
5.3425,1.3069761907117916e-07
5.345,1.2933165954198022e-07
5.3475,1.2786163374801517e-07
5.35,1.2628567959928957e-07
5.3525,1.2460395201836866e-07
5.355,1.2281822115440899e-07
5.3575,1.209320413876072e-07
5.36,1.1894947290869605e-07
5.3625,1.1687607810964963e-07
5.365,1.1471781869698525e-07
5.3675,1.124818288847486e-07
5.37,1.1017638723112724e-07
5.3725,1.0781198812978624e-07
5.375,1.0539998158200241e-07
5.3775,1.029534936832938e-07
5.38,1.0048733574028247e-07
5.3825,9.8016132906362521e-08
5.385,9.5554342826290228e-08
5.3875,9.311606396380634e-08
5.39,9.0714395660348902e-08
5.3925,8.8361651563743002e-08
5.395,8.6069585297374321e-08
5.3975,8.3850523348615221e-08
5.4,8.1717176583090698e-08
5.4025,7.9682219630138381e-08
5.405,7.7758319076955239e-08
5.4075,7.5956661212364988e-08
5.41,7.4286637661217691e-08
5.4125,7.2755314866434812e-08
5.415,7.1369185626948897e-08
5.4175,7.0132874471696491e-08
5.42,6.905037142315873e-08
5.4225,6.8124519410285963e-08
5.425,6.7356947930553855e-08
5.4275,6.674783184528739e-08
5.43,6.629619540669553e-08
5.4325,6.5999957151047135e-08
5.435,6.5856624126541817e-08
5.4375,6.5863517820719546e-08
5.44,6.6017581343939189e-08
5.4425,6.6315066970952593e-08
5.445,6.6750620113557695e-08
5.4475,6.7317361882499824e-08
5.45,6.8006542591318175e-08
5.4525,6.8808333021160319e-08
5.455,6.9712845139987524e-08
5.4575,7.0709335086095763e-08
5.46,7.1787150505319403e-08
5.4625,7.2934651352187355e-08
5.465,7.4140166937971537e-08
5.4675,7.5391839868847714e-08
5.47,7.6679137940981781e-08
5.4725,7.799336138770375e-08
5.475,7.9327694106226027e-08
5.4775,8.0676900535615682e-08
5.48,8.2036209178296344e-08
5.4825,8.3401044757487199e-08
5.485,8.4766728212591691e-08
5.4875,8.6129223490274771e-08
5.49,8.7484906996086191e-08
5.4925,8.8831209872638502e-08
5.495,9.01659321837223e-08
5.4975,9.1487716836857931e-08
5.5,9.2795685074739528e-08
5.5025,9.4089427533754242e-08
5.505,9.53693297911718e-08
5.5075,9.6636162478904869e-08
5.51,9.7890881206171027e-08
5.5125,9.9135202536676196e-08
5.515,1.0037126224752573e-07
5.5175,1.0160159577703774e-07
5.52,1.0282917527454377e-07
5.5225,1.0405741132369576e-07
5.525,1.0528984558939859e-07
5.5275,1.065308318745186e-07
5.53,1.0778413479356863e-07
5.5325,1.0905357146901872e-07
5.535,1.1034192780271867e-07
5.5375,1.1165098077111294e-07
5.54,1.1298078474800837e-07
5.5425,1.1433030467638533e-07
5.545,1.1569706015485519e-07
5.5475,1.1707803027364711e-07
5.55,1.1846980111191772e-07
5.5525,1.1986870897072014e-07
5.555,1.2127109049025191e-07
5.5575,1.2267237109712924e-07
5.56,1.2406641996282188e-07
5.5625,1.2544614940309394e-07
5.565,1.2680388840243464e-07
5.5675,1.2813152743339426e-07
5.57,1.2942071463513744e-07
5.5725,1.3066197005134675e-07
5.575,1.3184536442730107e-07
5.5775,1.3296108351033937e-07
5.58,1.339991942684979e-07
5.5825,1.3495050131485458e-07
5.585,1.3580616009216422e-07
5.5875,1.3655788061544086e-07
5.59,1.3719806554966539e-07
5.5925,1.3771952561924791e-07
5.595,1.3811561506854577e-07
5.5975,1.3838013600217935e-07
5.6,1.3850757343483614e-07
5.6025,1.3849352107669786e-07
5.605,1.3833510735440554e-07
5.6075,1.3803125288506786e-07
5.61,1.3758257299198477e-07
5.6125,1.3699110543708408e-07
5.615,1.3625971382593663e-07
5.6175,1.3539217611222295e-07
5.62,1.3439287407623376e-07
5.6225,1.3326744464793544e-07
5.625,1.3202284017058359e-07
5.6275,1.3066747684063054e-07
5.63,1.2921153792227181e-07
5.6325,1.2766694164351766e-07
5.635,1.2604668444729452e-07
5.6375,1.2436467224466035e-07
5.64,1.2263528622009777e-07
5.6425,1.2087285985403467e-07
5.645,1.1909106917837594e-07
5.6475,1.1730292599703641e-07
5.65,1.1552042621431593e-07
5.6525,1.1375444973079726e-07
5.655,1.1201615371382946e-07
5.6575,1.1031588403527536e-07
5.66,1.0866470916292356e-07
5.6625,1.0707257855962048e-07
5.665,1.0554906714030467e-07
5.6675,1.0410196197365604e-07
5.67,1.0273828918610169e-07
5.6725,1.014630847032796e-07
5.675,1.0028041096116123e-07
5.6775,9.9192765940660688e-08
5.68,9.8201668638170724e-08
5.6825,9.7307428227539033e-08
5.685,9.6508937625632634e-08
5.6875,9.5804160599241691e-08
5.69,9.5190408301854159e-08
5.6925,9.4664598997867087e-08
5.695,9.4223632306498196e-08
5.6975,9.3864149417086353e-08
5.7,9.3582205436702526e-08
5.7025,9.3372546693682985e-08
5.705,9.3228310303442042e-08
5.7075,9.3141199812753756e-08
5.71,9.3102195262408069e-08
5.7125,9.3102586731446557e-08
5.715,9.3133704795080622e-08
5.7175,9.3187108997394273e-08
5.72,9.3253957920154865e-08
5.7225,9.3324857035157394e-08
5.725,9.3390203511582409e-08
5.7275,9.3441360244189148e-08
5.73,9.3471498701485883e-08
5.7325,9.3476262309113511e-08
5.735,9.3453753269190752e-08
5.7375,9.3403537191410118e-08
5.74,9.3326279801579337e-08
5.7425,9.3223002794832882e-08
5.745,9.3095033503790026e-08
5.7475,9.2944012171275851e-08
5.75,9.277214934953339e-08
5.7525,9.2582707214764038e-08
5.755,9.2379653448096585e-08
5.7575,9.2168043259361282e-08
5.76,9.1954106558302303e-08
5.7625,9.1744979006614251e-08
5.765,9.1548350402962947e-08
5.7675,9.1372354177027285e-08
5.77,9.1225503224530113e-08
5.7725,9.1116990113772484e-08
5.775,9.1055784784313865e-08
5.7775,9.105099610261792e-08
5.78,9.1111867871330983e-08
5.7825,9.1247891716790844e-08
5.785,9.1468650351710921e-08
5.7875,9.1783766581889183e-08
5.79,9.2202033709488569e-08
5.7925,9.2731014396832166e-08
5.795,9.3376269869873758e-08
5.7975,9.4141408194084517e-08
5.8,9.502818426985906e-08
5.8025,9.6037458915825729e-08
5.805,9.7169002200170279e-08
5.8075,9.8422216330594334e-08
5.81,9.9795749899538553e-08
5.8125,1.0128719709609062e-07
5.815,1.0289251079567312e-07
5.8175,1.046058685398458e-07
5.82,1.0642067349564456e-07
5.8225,1.0832962474345006e-07
5.825,1.1032422529268861e-07
5.8275,1.1239569670270308e-07
5.83,1.1453398177422267e-07
5.8325,1.1672827130694335e-07
5.835,1.1896639893553177e-07
5.8375,1.2123618735563965e-07
5.84,1.2352487867935203e-07
5.8425,1.2581998976819574e-07
5.845,1.2810971199979744e-07
5.8475,1.3038167026147579e-07
5.85,1.3262493458308756e-07
5.8525,1.3482815555716334e-07
5.855,1.3698075392130101e-07
5.8575,1.3907246398003007e-07
5.86,1.4109288315871998e-07
5.8625,1.4303257765314447e-07
5.865,1.4488355347930101e-07
5.8675,1.4663846657888192e-07
5.87,1.4829115727663339e-07
5.8725,1.4983714696957929e-07
5.875,1.5127234999260779e-07
5.8775,1.5259447541377311e-07
5.88,1.5380240217026709e-07
5.8825,1.5489668985699718e-07
5.885,1.5587946051401153e-07
5.8875,1.5675419161942887e-07
5.89,1.5752600761316564e-07
5.8925,1.5820110232042653e-07
5.895,1.5878652891137199e-07
5.8975,1.5928971449488875e-07
5.9,1.5971787362778129e-07
5.9025,1.6007792180790999e-07
5.905,1.6037626967806727e-07
5.9075,1.6061884625671296e-07
5.91,1.6081136938100369e-07
5.9125,1.6095963876350082e-07
5.915,1.6106982768642087e-07
5.9175,1.6114845959276605e-07
5.92,1.6120200949014893e-07
5.9225,1.61236232358917e-07
5.925,1.6125579019521518e-07
5.9275,1.6126411675954747e-07
5.93,1.6126345937760809e-07
5.9325,1.6125496372769047e-07
5.935,1.6123924921782459e-07
5.9375,1.6121622713073449e-07
5.94,1.61184817269918e-07
5.9425,1.6114293505049913e-07
5.945,1.6108770503454582e-07
5.9475,1.6101570167071776e-07
5.95,1.6092310845624555e-07
5.9525,1.6080619436264687e-07
5.955,1.6066124565272245e-07
5.9575,1.6048454498124626e-07
5.96,1.6027186715096709e-07
5.9625,1.6001804968524123e-07
5.965,1.597169934412472e-07
5.9675,1.5936166370367941e-07
5.97,1.5894504270288368e-07
5.9725,1.5846069995950063e-07
5.975,1.579023565667835e-07
5.9775,1.5726440607215613e-07
5.98,1.5654145862687118e-07
5.9825,1.5572836998578562e-07
5.985,1.5482087619311338e-07
5.9875,1.5381563998274382e-07
5.99,1.5271173781565514e-07
5.9925,1.5151002232660054e-07
5.995,1.5021328265396646e-07
5.9975,1.4882575267368571e-07
6.0,1.4735274163622455e-07
6.0025,1.4579970097558745e-07
6.005,1.4417301764075796e-07
6.0075,1.4247875400110535e-07
6.01,1.4072404775417505e-07
6.0125,1.389163075233193e-07
6.015,1.3706354925946646e-07
6.0175,1.3517626859825149e-07
6.02,1.3326525143733146e-07
6.0225,1.3134297260762413e-07
6.025,1.294223157395588e-07
6.0275,1.2751626237722206e-07
6.03,1.2563917619881783e-07
6.0325,1.2380475661630777e-07
6.035,1.2202601167498509e-07
6.0375,1.2031609561319421e-07
6.04,1.1868818297986141e-07
6.0425,1.1715444768057645e-07
6.045,1.1572729669929304e-07
6.0475,1.1441807533641033e-07
6.05,1.1323710423904187e-07
6.0525,1.1219322481171225e-07
6.055,1.1129346010366404e-07
6.0575,1.1054257716020601e-07
6.06,1.0994414922042968e-07
6.0625,1.094999148539e-07
6.065,1.0921055059443504e-07
6.0675,1.0907578664417328e-07
6.07,1.0909374382354653e-07
6.0725,1.0926082256940072e-07
6.075,1.0957150335980019e-07
6.0775,1.1001980644149919e-07
6.08,1.1059887425547871e-07
6.0825,1.1130071115296924e-07
6.085,1.1211677634485449e-07
6.0875,1.1303714385812746e-07
6.09,1.1405031479735111e-07
6.0925,1.1514424214963211e-07
6.095,1.163066185810137e-07
6.0975,1.1752467921533855e-07
6.1,1.1878593070271862e-07
6.1025,1.2007785647494287e-07
6.105,1.2138814604711324e-07
6.1075,1.2270546674852782e-07
6.11,1.2401841247835178e-07
6.1125,1.2531647902827126e-07
6.115,1.2658912749710027e-07
6.1175,1.2782651273229656e-07
6.12,1.2901994909800931e-07
6.1225,1.301616290654531e-07
6.125,1.3124539422739881e-07
6.1275,1.3226653928594117e-07
6.13,1.3322184423004212e-07
6.1325,1.3410940098708754e-07
6.135,1.3492848027576232e-07
6.1375,1.3567947401852125e-07
6.14,1.3636414776972064e-07
6.1425,1.3698552011105805e-07
6.145,1.3754838478185895e-07
6.1475,1.3805870248852285e-07
6.15,1.3852334246022749e-07
6.1525,1.3894982663581206e-07
6.155,1.3934580544286704e-07
6.1575,1.3971898850828374e-07
6.16,1.4007705513495419e-07
6.1625,1.4042742382094798e-07
6.165,1.4077712958424313e-07
6.1675,1.4113280780527805e-07
6.17,1.4150079020939827e-07
6.1725,1.418876208073488e-07
6.175,1.4229999434527363e-07
6.1775,1.4274451653445766e-07
6.18,1.4322697047398957e-07
6.1825,1.4375200462748742e-07
6.185,1.4432259915893392e-07
6.1875,1.4493993047901845e-07
6.19,1.4560453076939486e-07
6.1925,1.4631562593901036e-07
6.195,1.4707173286023087e-07
6.1975,1.4787035088400102e-07
6.2,1.4870806226437452e-07
6.2025,1.4958029369538422e-07
6.205,1.5048150115005512e-07
6.2075,1.5140508357889464e-07
6.21,1.5234420995965251e-07
6.2125,1.5329143749615989e-07
6.215,1.5423950948731926e-07
6.2175,1.5518042026708061e-07
6.22,1.5610528011341177e-07
6.2225,1.5700423813711882e-07
6.225,1.5786683020448014e-07
6.2275,1.5868218671347248e-07
6.23,1.5944005630894224e-07
6.2325,1.6012994664181754e-07
6.235,1.6074150686097935e-07
6.2375,1.6126411892453798e-07
6.24,1.6168719804320131e-07
6.2425,1.6200082149566749e-07
6.245,1.621965212079542e-07
6.2475,1.6226802125065836e-07
6.25,1.6221147249012531e-07
6.2525,1.6202518418751274e-07
6.255,1.6170904090683117e-07
6.2575,1.6126406055407846e-07
6.26,1.6069204750931689e-07
6.2625,1.5999505359485549e-07
6.265,1.5917591807149629e-07
6.2675,1.582377060054099e-07
6.27,1.5718367748341243e-07
6.2725,1.5601856827369962e-07
6.275,1.5474825105253358e-07
6.2775,1.5338004066254478e-07
6.28,1.5192234254450647e-07
6.2825,1.5038491434196317e-07
6.285,1.4877824285590547e-07
6.2875,1.4711400600043985e-07
6.29,1.4540348419171506e-07
6.2925,1.4365839644254434e-07
6.295,1.4189019209379917e-07
6.2975,1.401099350242846e-07
6.3,1.3832906599441196e-07
6.3025,1.3655863328123423e-07
6.305,1.3480915882919985e-07
6.3075,1.3309076041657884e-07
6.31,1.3141223070676792e-07
6.3125,1.297809330986907e-07
6.315,1.2820298286015234e-07
6.3175,1.2668320029794747e-07
6.32,1.252253355461227e-07
6.3225,1.2383220581727215e-07
6.325,1.2250604077307682e-07
6.3275,1.2124733431473105e-07
6.33,1.200549270309509e-07
6.3325,1.1892602345417689e-07
6.335,1.1785718652144405e-07
6.3375,1.1684491851665154e-07
6.34,1.1588463001143639e-07
6.3425,1.14972352513177e-07
6.345,1.1410287546188619e-07
6.3475,1.1326997344584462e-07
6.35,1.1246713563289726e-07
6.3525,1.1168688519077902e-07
6.355,1.1092137269186308e-07
6.3575,1.1016314424705974e-07
6.36,1.0940470225540562e-07
6.3625,1.08639258817755e-07
