Physical Time (s),FreestreamDynamicViscosity Monitor (Pa-s)
2.1025,1.8459666102609309e-05
2.105,1.8459666102609296e-05
2.1075,1.8459666102609293e-05
2.11,1.8459666102609279e-05
2.1125,1.8459666102609269e-05
2.115,1.8459666102609252e-05
2.1175,1.8459666102609248e-05
2.12,1.8459666102609245e-05
2.1225,1.8459666102609232e-05
2.125,1.8459666102609225e-05
2.1275,1.8459666102609211e-05
2.13,1.8459666102609204e-05
2.1325,1.8459666102609201e-05
2.135,1.8459666102609194e-05
2.1375,1.8459666102609181e-05
2.14,1.8459666102609181e-05
2.1425,1.8459666102609181e-05
2.145,1.8459666102609177e-05
2.1475,1.8459666102609174e-05
2.15,1.8459666102609171e-05
2.1525,1.845966610260916e-05
2.155,1.845966610260916e-05
2.1575,1.845966610260916e-05
2.16,1.8459666102609171e-05
2.1625,1.8459666102609174e-05
2.165,1.8459666102609177e-05
2.1675,1.8459666102609177e-05
2.17,1.8459666102609181e-05
2.1725,1.8459666102609181e-05
2.175,1.8459666102609181e-05
2.1775,1.8459666102609177e-05
2.18,1.8459666102609181e-05
2.1825,1.8459666102609181e-05
2.185,1.8459666102609191e-05
2.1875,1.8459666102609194e-05
2.19,1.8459666102609201e-05
2.1925,1.8459666102609204e-05
2.195,1.8459666102609211e-05
2.1975,1.8459666102609218e-05
2.2,1.8459666102609225e-05
2.2025,1.8459666102609232e-05
2.205,1.8459666102609245e-05
2.2075,1.8459666102609248e-05
2.21,1.8459666102609262e-05
2.2125,1.8459666102609269e-05
2.215,1.8459666102609272e-05
2.2175,1.8459666102609279e-05
2.22,1.8459666102609289e-05
2.2225,1.8459666102609296e-05
2.225,1.8459666102609313e-05
2.2275,1.8459666102609316e-05
2.23,1.8459666102609326e-05
2.2325,1.8459666102609337e-05
2.235,1.8459666102609337e-05
2.2375,1.845966610260935e-05
2.24,1.8459666102609364e-05
2.2425,1.845966610260937e-05
2.245,1.8459666102609381e-05
2.2475,1.8459666102609391e-05
2.25,1.8459666102609401e-05
2.2525,1.8459666102609414e-05
2.255,1.8459666102609425e-05
2.2575,1.8459666102609435e-05
2.26,1.8459666102609442e-05
2.2625,1.8459666102609455e-05
2.265,1.8459666102609459e-05
2.2675,1.8459666102609465e-05
2.27,1.8459666102609472e-05
2.2725,1.8459666102609482e-05
2.275,1.8459666102609496e-05
2.2775,1.8459666102609499e-05
2.28,1.8459666102609509e-05
2.2825,1.8459666102609506e-05
2.285,1.8459666102609513e-05
2.2875,1.845966610260952e-05
2.29,1.845966610260953e-05
2.2925,1.8459666102609547e-05
2.295,1.8459666102609553e-05
2.2975,1.8459666102609557e-05
2.3,1.8459666102609564e-05
2.3025,1.845966610260957e-05
2.305,1.8459666102609574e-05
2.3075,1.8459666102609581e-05
2.31,1.8459666102609584e-05
2.3125,1.8459666102609591e-05
2.315,1.8459666102609594e-05
2.3175,1.8459666102609594e-05
2.32,1.8459666102609597e-05
2.3225,1.8459666102609608e-05
2.325,1.8459666102609611e-05
2.3275,1.8459666102609611e-05
2.33,1.8459666102609611e-05
2.3325,1.8459666102609611e-05
2.335,1.8459666102609611e-05
2.3375,1.8459666102609611e-05
2.34,1.8459666102609608e-05
2.3425,1.8459666102609604e-05
2.345,1.8459666102609604e-05
2.3475,1.8459666102609594e-05
2.35,1.8459666102609591e-05
2.3525,1.8459666102609594e-05
2.355,1.8459666102609591e-05
2.3575,1.8459666102609591e-05
2.36,1.8459666102609584e-05
2.3625,1.8459666102609581e-05
2.365,1.8459666102609574e-05
2.3675,1.845966610260957e-05
2.37,1.8459666102609564e-05
2.3725,1.8459666102609553e-05
2.375,1.8459666102609553e-05
2.3775,1.8459666102609547e-05
2.38,1.8459666102609543e-05
2.3825,1.8459666102609526e-05
2.385,1.8459666102609523e-05
2.3875,1.8459666102609506e-05
2.39,1.8459666102609506e-05
2.3925,1.8459666102609496e-05
2.395,1.8459666102609489e-05
2.3975,1.8459666102609479e-05
2.4,1.8459666102609475e-05
2.4025,1.8459666102609472e-05
2.405,1.8459666102609465e-05
2.4075,1.8459666102609469e-05
2.41,1.8459666102609469e-05
2.4125,1.8459666102609459e-05
2.415,1.8459666102609455e-05
2.4175,1.8459666102609452e-05
2.42,1.8459666102609438e-05
2.4225,1.8459666102609435e-05
2.425,1.8459666102609431e-05
2.4275,1.8459666102609425e-05
2.43,1.8459666102609425e-05
2.4325,1.8459666102609414e-05
2.435,1.8459666102609408e-05
2.4375,1.8459666102609401e-05
2.44,1.8459666102609391e-05
2.4425,1.8459666102609391e-05
2.445,1.8459666102609387e-05
2.4475,1.8459666102609377e-05
2.45,1.8459666102609377e-05
2.4525,1.845966610260937e-05
2.455,1.8459666102609367e-05
2.4575,1.8459666102609357e-05
2.46,1.8459666102609354e-05
2.4625,1.8459666102609347e-05
2.465,1.8459666102609333e-05
2.4675,1.8459666102609337e-05
2.47,1.8459666102609326e-05
2.4725,1.845966610260932e-05
2.475,1.8459666102609316e-05
2.4775,1.8459666102609309e-05
2.48,1.8459666102609303e-05
2.4825,1.8459666102609296e-05
2.485,1.8459666102609296e-05
2.4875,1.8459666102609296e-05
2.49,1.8459666102609289e-05
2.4925,1.8459666102609279e-05
2.495,1.8459666102609276e-05
2.4975,1.8459666102609272e-05
2.5,1.8459666102609272e-05
2.5025,1.8459666102609272e-05
2.505,1.8459666102609272e-05
2.5075,1.8459666102609272e-05
2.51,1.8459666102609269e-05
2.5125,1.8459666102609262e-05
2.515,1.8459666102609262e-05
2.5175,1.8459666102609269e-05
2.52,1.8459666102609272e-05
2.5225,1.8459666102609279e-05
2.525,1.8459666102609289e-05
2.5275,1.8459666102609296e-05
2.53,1.8459666102609296e-05
2.5325,1.8459666102609313e-05
2.535,1.8459666102609316e-05
2.5375,1.845966610260932e-05
2.54,1.8459666102609326e-05
2.5425,1.8459666102609337e-05
2.545,1.8459666102609333e-05
2.5475,1.8459666102609347e-05
2.55,1.8459666102609357e-05
2.5525,1.845966610260937e-05
2.555,1.8459666102609381e-05
2.5575,1.8459666102609391e-05
2.56,1.8459666102609408e-05
2.5625,1.8459666102609425e-05
2.565,1.8459666102609435e-05
2.5675,1.8459666102609452e-05
2.57,1.8459666102609459e-05
2.5725,1.8459666102609469e-05
2.575,1.8459666102609482e-05
2.5775,1.8459666102609496e-05
2.58,1.8459666102609506e-05
2.5825,1.8459666102609513e-05
2.585,1.8459666102609526e-05
2.5875,1.845966610260954e-05
2.59,1.845966610260955e-05
2.5925,1.8459666102609557e-05
2.595,1.845966610260957e-05
2.5975,1.8459666102609591e-05
2.6,1.8459666102609594e-05
2.6025,1.8459666102609611e-05
2.605,1.8459666102609625e-05
2.6075,1.8459666102609635e-05
2.61,1.8459666102609641e-05
2.6125,1.8459666102609652e-05
2.615,1.8459666102609652e-05
2.6175,1.8459666102609658e-05
2.62,1.8459666102609662e-05
2.6225,1.8459666102609669e-05
2.625,1.8459666102609679e-05
2.6275,1.8459666102609679e-05
2.63,1.8459666102609682e-05
2.6325,1.8459666102609682e-05
2.635,1.8459666102609682e-05
2.6375,1.8459666102609682e-05
2.64,1.8459666102609682e-05
2.6425,1.8459666102609682e-05
2.645,1.8459666102609689e-05
2.6475,1.8459666102609689e-05
2.65,1.8459666102609682e-05
2.6525,1.8459666102609682e-05
2.655,1.8459666102609679e-05
2.6575,1.8459666102609679e-05
2.66,1.8459666102609679e-05
2.6625,1.8459666102609669e-05
2.665,1.8459666102609665e-05
2.6675,1.8459666102609662e-05
2.67,1.8459666102609658e-05
2.6725,1.8459666102609652e-05
2.675,1.8459666102609645e-05
2.6775,1.8459666102609638e-05
2.68,1.8459666102609635e-05
2.6825,1.8459666102609631e-05
2.685,1.8459666102609625e-05
2.6875,1.8459666102609611e-05
2.69,1.8459666102609591e-05
2.6925,1.8459666102609591e-05
2.695,1.8459666102609584e-05
2.6975,1.8459666102609581e-05
2.7,1.8459666102609564e-05
2.7025,1.845966610260954e-05
2.705,1.8459666102609513e-05
2.7075,1.8459666102609506e-05
2.71,1.8459666102609496e-05
2.7125,1.8459666102609482e-05
2.715,1.8459666102609472e-05
2.7175,1.8459666102609469e-05
2.72,1.8459666102609455e-05
2.7225,1.8459666102609442e-05
2.725,1.8459666102609435e-05
2.7275,1.8459666102609425e-05
2.73,1.8459666102609414e-05
2.7325,1.8459666102609401e-05
2.735,1.8459666102609391e-05
2.7375,1.8459666102609381e-05
2.74,1.8459666102609377e-05
2.7425,1.845966610260937e-05
2.745,1.8459666102609357e-05
2.7475,1.8459666102609347e-05
2.75,1.8459666102609337e-05
2.7525,1.8459666102609326e-05
2.755,1.8459666102609316e-05
2.7575,1.8459666102609309e-05
2.76,1.8459666102609299e-05
2.7625,1.8459666102609293e-05
2.765,1.8459666102609289e-05
2.7675,1.8459666102609279e-05
2.77,1.8459666102609269e-05
2.7725,1.8459666102609252e-05
2.775,1.8459666102609248e-05
2.7775,1.8459666102609248e-05
2.78,1.8459666102609245e-05
2.7825,1.8459666102609235e-05
2.785,1.8459666102609232e-05
2.7875,1.8459666102609225e-05
2.79,1.8459666102609218e-05
2.7925,1.8459666102609218e-05
2.795,1.8459666102609215e-05
2.7975,1.8459666102609218e-05
2.8,1.8459666102609218e-05
2.8025,1.8459666102609215e-05
2.805,1.8459666102609218e-05
2.8075,1.8459666102609218e-05
2.81,1.8459666102609225e-05
2.8125,1.8459666102609225e-05
2.815,1.8459666102609232e-05
2.8175,1.8459666102609232e-05
2.82,1.8459666102609235e-05
2.8225,1.8459666102609238e-05
2.825,1.8459666102609245e-05
2.8275,1.8459666102609248e-05
2.83,1.8459666102609262e-05
2.8325,1.8459666102609272e-05
2.835,1.8459666102609279e-05
2.8375,1.8459666102609296e-05
2.84,1.8459666102609299e-05
2.8425,1.8459666102609313e-05
2.845,1.8459666102609323e-05
2.8475,1.8459666102609333e-05
2.85,1.8459666102609347e-05
2.8525,1.8459666102609357e-05
2.855,1.845966610260937e-05
2.8575,1.8459666102609384e-05
2.86,1.8459666102609391e-05
2.8625,1.8459666102609411e-05
2.865,1.8459666102609425e-05
2.8675,1.8459666102609438e-05
2.87,1.8459666102609455e-05
2.8725,1.8459666102609472e-05
2.875,1.8459666102609492e-05
2.8775,1.8459666102609509e-05
2.88,1.845966610260952e-05
2.8825,1.8459666102609543e-05
2.885,1.8459666102609553e-05
2.8875,1.845966610260957e-05
2.89,1.8459666102609581e-05
2.8925,1.8459666102609594e-05
2.895,1.8459666102609597e-05
2.8975,1.8459666102609611e-05
2.9,1.8459666102609614e-05
2.9025,1.8459666102609631e-05
2.905,1.8459666102609641e-05
2.9075,1.8459666102609658e-05
2.91,1.8459666102609669e-05
2.9125,1.8459666102609682e-05
2.915,1.8459666102609689e-05
2.9175,1.8459666102609702e-05
2.92,1.8459666102609709e-05
2.9225,1.8459666102609716e-05
2.925,1.8459666102609726e-05
2.9275,1.8459666102609733e-05
2.93,1.845966610260974e-05
2.9325,1.845966610260975e-05
2.935,1.845966610260976e-05
2.9375,1.8459666102609767e-05
2.94,1.845966610260977e-05
2.9425,1.845966610260978e-05
2.945,1.8459666102609777e-05
2.9475,1.8459666102609777e-05
2.95,1.8459666102609784e-05
2.9525,1.8459666102609784e-05
2.955,1.8459666102609784e-05
2.9575,1.8459666102609784e-05
2.96,1.8459666102609784e-05
2.9625,1.8459666102609777e-05
2.965,1.845966610260978e-05
2.9675,1.845966610260977e-05
2.97,1.8459666102609767e-05
2.9725,1.845966610260976e-05
2.975,1.8459666102609757e-05
2.9775,1.845966610260975e-05
2.98,1.845966610260974e-05
2.9825,1.845966610260973e-05
2.985,1.8459666102609726e-05
2.9875,1.8459666102609716e-05
2.99,1.8459666102609709e-05
2.9925,1.8459666102609696e-05
2.995,1.8459666102609682e-05
2.9975,1.8459666102609669e-05
3.0,1.8459666102609652e-05
3.0025,1.8459666102609635e-05
3.005,1.8459666102609625e-05
3.0075,1.8459666102609608e-05
3.01,1.8459666102609594e-05
3.0125,1.8459666102609577e-05
3.015,1.845966610260956e-05
3.0175,1.8459666102609547e-05
3.02,1.8459666102609526e-05
3.0225,1.8459666102609506e-05
3.025,1.8459666102609496e-05
3.0275,1.8459666102609475e-05
3.03,1.8459666102609469e-05
3.0325,1.8459666102609452e-05
3.035,1.8459666102609435e-05
3.0375,1.8459666102609425e-05
3.04,1.8459666102609404e-05
3.0425,1.8459666102609387e-05
3.045,1.8459666102609377e-05
3.0475,1.8459666102609364e-05
3.05,1.8459666102609337e-05
3.0525,1.8459666102609326e-05
3.055,1.8459666102609313e-05
3.0575,1.8459666102609299e-05
3.06,1.8459666102609296e-05
3.0625,1.8459666102609279e-05
3.065,1.8459666102609265e-05
3.0675,1.8459666102609252e-05
3.07,1.8459666102609248e-05
3.0725,1.8459666102609245e-05
3.075,1.8459666102609238e-05
3.0775,1.8459666102609232e-05
3.08,1.8459666102609225e-05
3.0825,1.8459666102609225e-05
3.085,1.8459666102609218e-05
3.0875,1.8459666102609218e-05
3.09,1.8459666102609218e-05
3.0925,1.8459666102609215e-05
3.095,1.8459666102609218e-05
3.0975,1.8459666102609225e-05
3.1,1.8459666102609225e-05
3.1025,1.8459666102609232e-05
3.105,1.8459666102609245e-05
3.1075,1.8459666102609248e-05
3.11,1.8459666102609262e-05
3.1125,1.8459666102609272e-05
3.115,1.8459666102609286e-05
3.1175,1.8459666102609293e-05
3.12,1.8459666102609313e-05
3.1225,1.845966610260932e-05
3.125,1.8459666102609337e-05
3.1275,1.8459666102609347e-05
3.13,1.8459666102609367e-05
3.1325,1.8459666102609377e-05
3.135,1.8459666102609387e-05
3.1375,1.8459666102609401e-05
3.14,1.8459666102609418e-05
3.1425,1.8459666102609431e-05
3.145,1.8459666102609452e-05
3.1475,1.8459666102609469e-05
3.15,1.8459666102609479e-05
3.1525,1.8459666102609499e-05
3.155,1.8459666102609513e-05
3.1575,1.8459666102609526e-05
3.16,1.8459666102609547e-05
3.1625,1.8459666102609557e-05
3.165,1.845966610260957e-05
3.1675,1.8459666102609591e-05
3.17,1.8459666102609594e-05
3.1725,1.8459666102609611e-05
3.175,1.8459666102609631e-05
3.1775,1.8459666102609638e-05
3.18,1.8459666102609652e-05
3.1825,1.8459666102609662e-05
3.185,1.8459666102609679e-05
3.1875,1.8459666102609682e-05
3.19,1.8459666102609692e-05
3.1925,1.8459666102609699e-05
3.195,1.8459666102609713e-05
3.1975,1.8459666102609723e-05
3.2,1.8459666102609726e-05
3.2025,1.845966610260973e-05
3.205,1.845966610260974e-05
3.2075,1.845966610260975e-05
3.21,1.8459666102609753e-05
3.2125,1.8459666102609757e-05
3.215,1.845966610260976e-05
3.2175,1.845966610260976e-05
3.22,1.8459666102609767e-05
3.2225,1.8459666102609767e-05
3.225,1.845966610260976e-05
3.2275,1.845966610260976e-05
3.23,1.8459666102609763e-05
3.2325,1.8459666102609757e-05
3.235,1.845966610260975e-05
3.2375,1.845966610260975e-05
3.24,1.8459666102609736e-05
3.2425,1.845966610260973e-05
3.245,1.8459666102609726e-05
3.2475,1.8459666102609719e-05
3.25,1.8459666102609713e-05
3.2525,1.8459666102609699e-05
3.255,1.8459666102609689e-05
3.2575,1.8459666102609682e-05
3.26,1.8459666102609665e-05
3.2625,1.8459666102609645e-05
3.265,1.8459666102609635e-05
3.2675,1.8459666102609614e-05
3.27,1.8459666102609594e-05
3.2725,1.8459666102609591e-05
3.275,1.845966610260957e-05
3.2775,1.845966610260955e-05
3.28,1.845966610260954e-05
3.2825,1.8459666102609523e-05
3.285,1.8459666102609506e-05
3.2875,1.8459666102609482e-05
3.29,1.8459666102609469e-05
3.2925,1.8459666102609442e-05
3.295,1.8459666102609425e-05
3.2975,1.8459666102609408e-05
3.3,1.8459666102609387e-05
3.3025,1.845966610260937e-05
3.305,1.8459666102609354e-05
3.3075,1.8459666102609337e-05
3.31,1.8459666102609316e-05
3.3125,1.8459666102609299e-05
3.315,1.8459666102609289e-05
3.3175,1.8459666102609269e-05
3.32,1.8459666102609248e-05
3.3225,1.8459666102609245e-05
3.325,1.8459666102609228e-05
3.3275,1.8459666102609211e-05
3.33,1.8459666102609208e-05
3.3325,1.8459666102609198e-05
3.335,1.8459666102609181e-05
3.3375,1.8459666102609177e-05
3.34,1.8459666102609171e-05
3.3425,1.8459666102609164e-05
3.345,1.845966610260916e-05
3.3475,1.8459666102609154e-05
3.35,1.8459666102609147e-05
3.3525,1.845966610260914e-05
3.355,1.845966610260914e-05
3.3575,1.845966610260914e-05
3.36,1.845966610260914e-05
3.3625,1.845966610260914e-05
3.365,1.845966610260914e-05
3.3675,1.8459666102609147e-05
3.37,1.8459666102609147e-05
3.3725,1.8459666102609147e-05
3.375,1.8459666102609157e-05
3.3775,1.845966610260916e-05
3.38,1.8459666102609164e-05
3.3825,1.845966610260916e-05
3.385,1.8459666102609174e-05
3.3875,1.8459666102609181e-05
3.39,1.8459666102609194e-05
3.3925,1.8459666102609201e-05
3.395,1.8459666102609215e-05
3.3975,1.8459666102609228e-05
3.4,1.8459666102609245e-05
3.4025,1.8459666102609252e-05
3.405,1.8459666102609265e-05
3.4075,1.8459666102609286e-05
3.41,1.8459666102609296e-05
3.4125,1.8459666102609313e-05
3.415,1.845966610260933e-05
3.4175,1.8459666102609347e-05
3.42,1.8459666102609367e-05
3.4225,1.8459666102609377e-05
3.425,1.8459666102609391e-05
3.4275,1.8459666102609414e-05
3.43,1.8459666102609431e-05
3.4325,1.8459666102609452e-05
3.435,1.8459666102609469e-05
3.4375,1.8459666102609489e-05
3.44,1.8459666102609506e-05
3.4425,1.845966610260952e-05
3.445,1.8459666102609543e-05
3.4475,1.8459666102609553e-05
3.45,1.845966610260957e-05
3.4525,1.8459666102609591e-05
3.455,1.8459666102609604e-05
3.4575,1.8459666102609625e-05
3.46,1.8459666102609635e-05
3.4625,1.8459666102609652e-05
3.465,1.8459666102609665e-05
3.4675,1.8459666102609682e-05
3.47,1.8459666102609692e-05
3.4725,1.8459666102609713e-05
3.475,1.845966610260973e-05
3.4775,1.845966610260975e-05
3.48,1.8459666102609763e-05
3.4825,1.845966610260977e-05
3.485,1.8459666102609784e-05
3.4875,1.8459666102609791e-05
3.49,1.8459666102609804e-05
3.4925,1.8459666102609804e-05
3.495,1.8459666102609814e-05
3.4975,1.8459666102609821e-05
3.5,1.8459666102609828e-05
3.5025,1.8459666102609835e-05
3.505,1.8459666102609835e-05
3.5075,1.8459666102609835e-05
3.51,1.8459666102609838e-05
3.5125,1.8459666102609838e-05
3.515,1.8459666102609835e-05
3.5175,1.8459666102609831e-05
3.52,1.8459666102609831e-05
3.5225,1.8459666102609828e-05
3.525,1.8459666102609821e-05
3.5275,1.8459666102609818e-05
3.53,1.8459666102609811e-05
3.5325,1.8459666102609804e-05
3.535,1.8459666102609808e-05
3.5375,1.8459666102609804e-05
3.54,1.8459666102609791e-05
3.5425,1.8459666102609777e-05
3.545,1.8459666102609767e-05
3.5475,1.8459666102609763e-05
3.55,1.845966610260975e-05
3.5525,1.8459666102609736e-05
3.555,1.8459666102609726e-05
3.5575,1.8459666102609713e-05
3.56,1.8459666102609692e-05
3.5625,1.8459666102609682e-05
3.565,1.8459666102609662e-05
3.5675,1.8459666102609645e-05
3.57,1.8459666102609635e-05
3.5725,1.8459666102609625e-05
3.575,1.8459666102609608e-05
3.5775,1.8459666102609591e-05
3.58,1.845966610260957e-05
3.5825,1.8459666102609557e-05
3.585,1.8459666102609547e-05
3.5875,1.845966610260952e-05
3.59,1.8459666102609509e-05
3.5925,1.8459666102609489e-05
3.595,1.8459666102609472e-05
3.5975,1.8459666102609455e-05
3.6,1.8459666102609438e-05
3.6025,1.8459666102609431e-05
3.605,1.8459666102609418e-05
3.6075,1.8459666102609404e-05
3.61,1.8459666102609391e-05
3.6125,1.8459666102609384e-05
3.615,1.8459666102609377e-05
3.6175,1.845966610260937e-05
3.62,1.8459666102609364e-05
3.6225,1.8459666102609354e-05
3.625,1.8459666102609337e-05
3.6275,1.8459666102609337e-05
3.63,1.8459666102609326e-05
3.6325,1.845966610260932e-05
3.635,1.8459666102609316e-05
3.6375,1.8459666102609313e-05
3.64,1.8459666102609309e-05
3.6425,1.8459666102609313e-05
3.645,1.8459666102609313e-05
3.6475,1.8459666102609313e-05
3.65,1.8459666102609309e-05
3.6525,1.8459666102609313e-05
3.655,1.8459666102609316e-05
3.6575,1.8459666102609316e-05
3.66,1.8459666102609316e-05
3.6625,1.845966610260932e-05
3.665,1.8459666102609326e-05
3.6675,1.8459666102609337e-05
3.67,1.8459666102609333e-05
3.6725,1.8459666102609337e-05
3.675,1.845966610260935e-05
3.6775,1.8459666102609357e-05
3.68,1.845966610260937e-05
3.6825,1.8459666102609377e-05
3.685,1.8459666102609384e-05
3.6875,1.8459666102609391e-05
3.69,1.8459666102609408e-05
3.6925,1.8459666102609418e-05
3.695,1.8459666102609425e-05
3.6975,1.8459666102609435e-05
3.7,1.8459666102609452e-05
3.7025,1.8459666102609459e-05
3.705,1.8459666102609472e-05
3.7075,1.8459666102609482e-05
3.71,1.8459666102609496e-05
3.7125,1.8459666102609509e-05
3.715,1.8459666102609513e-05
3.7175,1.845966610260952e-05
3.72,1.845966610260953e-05
3.7225,1.8459666102609547e-05
3.725,1.8459666102609553e-05
3.7275,1.8459666102609557e-05
3.73,1.8459666102609564e-05
3.7325,1.8459666102609574e-05
3.735,1.8459666102609591e-05
3.7375,1.8459666102609591e-05
3.74,1.8459666102609608e-05
3.7425,1.8459666102609614e-05
3.745,1.8459666102609625e-05
3.7475,1.8459666102609631e-05
3.75,1.8459666102609635e-05
3.7525,1.8459666102609635e-05
3.755,1.8459666102609635e-05
3.7575,1.8459666102609638e-05
3.76,1.8459666102609641e-05
3.7625,1.8459666102609641e-05
3.765,1.8459666102609645e-05
3.7675,1.8459666102609645e-05
3.77,1.8459666102609641e-05
3.7725,1.8459666102609635e-05
3.775,1.8459666102609635e-05
3.7775,1.8459666102609635e-05
3.78,1.8459666102609635e-05
3.7825,1.8459666102609631e-05
3.785,1.8459666102609625e-05
3.7875,1.8459666102609614e-05
3.79,1.8459666102609611e-05
3.7925,1.8459666102609611e-05
3.795,1.8459666102609608e-05
3.7975,1.8459666102609597e-05
3.8,1.8459666102609594e-05
3.8025,1.8459666102609591e-05
3.805,1.8459666102609577e-05
3.8075,1.845966610260957e-05
3.81,1.845966610260956e-05
3.8125,1.845966610260955e-05
3.815,1.8459666102609547e-05
3.8175,1.845966610260954e-05
3.82,1.8459666102609526e-05
3.8225,1.8459666102609523e-05
3.825,1.8459666102609506e-05
3.8275,1.8459666102609503e-05
3.83,1.8459666102609492e-05
3.8325,1.8459666102609475e-05
3.835,1.8459666102609465e-05
3.8375,1.8459666102609459e-05
3.84,1.8459666102609455e-05
3.8425,1.8459666102609452e-05
3.845,1.8459666102609435e-05
3.8475,1.8459666102609431e-05
3.85,1.8459666102609418e-05
3.8525,1.8459666102609414e-05
3.855,1.8459666102609408e-05
3.8575,1.8459666102609401e-05
3.86,1.8459666102609391e-05
3.8625,1.8459666102609387e-05
3.865,1.8459666102609384e-05
3.8675,1.8459666102609377e-05
3.87,1.845966610260937e-05
3.8725,1.845966610260937e-05
3.875,1.8459666102609367e-05
3.8775,1.8459666102609357e-05
3.88,1.8459666102609354e-05
3.8825,1.845966610260935e-05
3.885,1.8459666102609347e-05
3.8875,1.8459666102609347e-05
3.89,1.8459666102609347e-05
3.8925,1.8459666102609347e-05
3.895,1.8459666102609347e-05
3.8975,1.8459666102609347e-05
3.9,1.8459666102609347e-05
3.9025,1.8459666102609347e-05
3.905,1.8459666102609347e-05
3.9075,1.8459666102609357e-05
3.91,1.8459666102609364e-05
3.9125,1.8459666102609367e-05
3.915,1.845966610260937e-05
3.9175,1.845966610260937e-05
3.92,1.8459666102609377e-05
3.9225,1.8459666102609384e-05
3.925,1.8459666102609391e-05
3.9275,1.8459666102609401e-05
3.93,1.8459666102609408e-05
3.9325,1.8459666102609418e-05
3.935,1.8459666102609425e-05
3.9375,1.8459666102609431e-05
3.94,1.8459666102609435e-05
3.9425,1.8459666102609442e-05
3.945,1.8459666102609455e-05
3.9475,1.8459666102609459e-05
3.95,1.8459666102609465e-05
3.9525,1.8459666102609472e-05
3.955,1.8459666102609486e-05
3.9575,1.8459666102609496e-05
3.96,1.8459666102609506e-05
3.9625,1.8459666102609513e-05
3.965,1.8459666102609526e-05
3.9675,1.845966610260953e-05
3.97,1.8459666102609547e-05
3.9725,1.845966610260955e-05
3.975,1.8459666102609553e-05
3.9775,1.8459666102609564e-05
3.98,1.845966610260957e-05
3.9825,1.8459666102609574e-05
3.985,1.8459666102609581e-05
3.9875,1.8459666102609591e-05
3.99,1.8459666102609594e-05
3.9925,1.8459666102609591e-05
3.995,1.8459666102609597e-05
3.9975,1.8459666102609608e-05
4.0,1.8459666102609611e-05
4.0025,1.8459666102609614e-05
4.005,1.8459666102609614e-05
4.0075,1.8459666102609625e-05
4.01,1.8459666102609625e-05
4.0125,1.8459666102609631e-05
4.015,1.8459666102609631e-05
4.0175,1.8459666102609631e-05
4.02,1.8459666102609631e-05
4.0225,1.8459666102609631e-05
4.025,1.8459666102609635e-05
4.0275,1.8459666102609631e-05
4.03,1.8459666102609631e-05
4.0325,1.8459666102609631e-05
4.035,1.8459666102609631e-05
4.0375,1.8459666102609625e-05
4.04,1.8459666102609614e-05
4.0425,1.8459666102609611e-05
4.045,1.8459666102609608e-05
4.0475,1.8459666102609597e-05
4.05,1.8459666102609591e-05
4.0525,1.8459666102609591e-05
4.055,1.8459666102609581e-05
4.0575,1.8459666102609577e-05
4.06,1.845966610260957e-05
4.0625,1.8459666102609564e-05
4.065,1.8459666102609553e-05
4.0675,1.8459666102609547e-05
4.07,1.845966610260953e-05
4.0725,1.845966610260952e-05
4.075,1.8459666102609513e-05
4.0775,1.8459666102609506e-05
4.08,1.8459666102609496e-05
4.0825,1.8459666102609482e-05
4.085,1.8459666102609472e-05
4.0875,1.8459666102609465e-05
4.09,1.8459666102609459e-05
4.0925,1.8459666102609455e-05
4.095,1.8459666102609442e-05
4.0975,1.8459666102609435e-05
4.1,1.8459666102609425e-05
4.1025,1.8459666102609418e-05
4.105,1.8459666102609414e-05
4.1075,1.8459666102609404e-05
4.11,1.8459666102609391e-05
4.1125,1.8459666102609387e-05
4.115,1.8459666102609384e-05
4.1175,1.8459666102609377e-05
4.12,1.845966610260937e-05
4.1225,1.845966610260937e-05
4.125,1.8459666102609367e-05
4.1275,1.8459666102609364e-05
4.13,1.8459666102609357e-05
4.1325,1.8459666102609357e-05
4.135,1.8459666102609357e-05
4.1375,1.8459666102609354e-05
4.14,1.8459666102609347e-05
4.1425,1.845966610260935e-05
4.145,1.845966610260935e-05
4.1475,1.8459666102609357e-05
4.15,1.8459666102609357e-05
4.1525,1.8459666102609357e-05
4.155,1.8459666102609367e-05
4.1575,1.845966610260937e-05
4.16,1.845966610260937e-05
4.1625,1.8459666102609377e-05
4.165,1.8459666102609377e-05
4.1675,1.8459666102609384e-05
4.17,1.8459666102609391e-05
4.1725,1.8459666102609401e-05
4.175,1.8459666102609404e-05
4.1775,1.8459666102609414e-05
4.18,1.8459666102609418e-05
4.1825,1.8459666102609425e-05
4.185,1.8459666102609431e-05
4.1875,1.8459666102609435e-05
4.19,1.8459666102609438e-05
4.1925,1.8459666102609452e-05
4.195,1.8459666102609455e-05
4.1975,1.8459666102609459e-05
4.2,1.8459666102609469e-05
4.2025,1.8459666102609475e-05
4.205,1.8459666102609486e-05
4.2075,1.8459666102609499e-05
4.21,1.8459666102609509e-05
4.2125,1.8459666102609513e-05
4.215,1.845966610260952e-05
4.2175,1.845966610260953e-05
4.22,1.8459666102609547e-05
4.2225,1.845966610260955e-05
4.225,1.845966610260955e-05
4.2275,1.8459666102609557e-05
4.23,1.8459666102609564e-05
