Physical Time (s),ek_vol Monitor (N): cv1,ek_vol Monitor (N): cv2,ek_vol Monitor (N): cv3,ek_vol Monitor (N): cv4,ek_vol Monitor (N): cv5,ek_vol Monitor (N): cv6,ek_vol Monitor (N): cv7
0.975,9.5892301553703946e-06,2.1949485341122061e-05,2.6427247885209158e-05,2.679973462004746e-05,2.6872620125174355e-05,2.6885821608830132e-05,2.6886619022481603e-05
0.9775,9.589041180890511e-06,2.1947659396081884e-05,2.6462305710935355e-05,2.6838652321826705e-05,2.6912272893638475e-05,2.6925762713930656e-05,2.6926552911837916e-05
0.98,9.5889232563473439e-06,2.1945454065785264e-05,2.6497321066973474e-05,2.6877552855759271e-05,2.695190997563222e-05,2.6965690493056074e-05,2.6966471455053063e-05
0.9825,9.5888745341651917e-06,2.194287041854887e-05,2.6532290806421163e-05,2.6916431737005201e-05,2.6991526355513713e-05,2.7005599400194761e-05,2.7006369325329768e-05
0.985,9.5888918721617832e-06,2.1939910139727253e-05,2.656721040047489e-05,2.6955283323905995e-05,2.7031116081863918e-05,2.7045483087381542e-05,2.7046240490238897e-05
0.9875,9.5889704302354342e-06,2.1936574671948386e-05,2.6602073852910038e-05,2.699410081758854e-05,2.707067228145377e-05,2.7085334439699403e-05,2.7086078229877404e-05
0.99,9.5891038180854346e-06,2.1932866033822217e-05,2.6636873884480188e-05,2.7032876441037822e-05,2.711018735669308e-05,2.7125145784891956e-05,2.7125875325441472e-05
0.9925,9.5892839307266905e-06,2.1928785934818864e-05,2.6671602117586489e-05,2.7071601651657049e-05,2.7149653200910618e-05,2.716490911863949e-05,2.7165624261645278e-05
0.995,9.5895015817729514e-06,2.1924337649333097e-05,2.6706249198780228e-05,2.7110267332285306e-05,2.71890613872241e-05,2.7204616286782362e-05,2.720531738687752e-05
0.9975,9.5897461698504193e-06,2.1919522977899991e-05,2.6740804613064233e-05,2.7148863667159642e-05,2.7228403021432983e-05,2.7244258832451988e-05,2.7244946740838658e-05
1.0,9.5900053321839111e-06,2.1914344587834003e-05,2.6775256430977262e-05,2.7187379953214364e-05,2.7267668540885508e-05,2.7283827771103848e-05,2.7284503813318625e-05
1.0025,9.5902654203928105e-06,2.1908805797330792e-05,2.6809591691270368e-05,2.7225804974680559e-05,2.7306848071949349e-05,2.7323313932638182e-05,2.7323979873789404e-05
1.005,9.5905115960891596e-06,2.1902912126903089e-05,2.684379713119919e-05,2.7264127677347138e-05,2.7345932095164175e-05,2.7362708589775584e-05,2.736336659198573e-05
1.0075,9.5907280663521915e-06,2.189666951750954e-05,2.6877859249672208e-05,2.7302337185789957e-05,2.7384911452128524e-05,2.7402003439474958e-05,2.7402656016024136e-05
1.01,9.5908983373521956e-06,2.189008535131457e-05,2.6911764546971516e-05,2.734042302066555e-05,2.7423777497620595e-05,2.744119075405718e-05,2.7441840725066804e-05
1.0125,9.5910057022381983e-06,2.1883169002584565e-05,2.6945500001764358e-05,2.7378375479301932e-05,2.7462522429163514e-05,2.7480263667750198e-05,2.7480914120975358e-05
1.015,9.5910337342398822e-06,2.1875931027200064e-05,2.697905343472716e-05,2.7416185878144026e-05,2.7501139463874748e-05,2.7519216333440875e-05,2.7519870592781282e-05
1.0175,9.5909665956742418e-06,2.1868384871000319e-05,2.7012413765912173e-05,2.7453846805829057e-05,2.7539623026091999e-05,2.7558044082729142e-05,2.7558705684124152e-05
1.02,9.5907892388315778e-06,2.1860546634225173e-05,2.7045571379626582e-05,2.7491352441918401e-05,2.7577969000799661e-05,2.7596743637974073e-05,2.7597416310276895e-05
1.0225,9.5904883350219437e-06,2.1852434898200402e-05,2.7078518411225447e-05,2.7528698732087294e-05,2.7616174851488517e-05,2.763531319972907e-05,2.7636000847052803e-05
1.025,9.5900522829224792e-06,2.1844070833650048e-05,2.7111248868052104e-05,2.7565883542186792e-05,2.7654239731133965e-05,2.767375252305049e-05,2.7674459203778792e-05
1.0275,9.5894713501686069e-06,2.1835478832023406e-05,2.7143758682921877e-05,2.7602906597342928e-05,2.7692164391545317e-05,2.771206279670898e-05,2.7712792694271661e-05
1.03,9.5887379000381919e-06,2.1826686119068198e-05,2.7176045645318782e-05,2.7639769342127545e-05,2.7729951019668925e-05,2.7750246454689278e-05,2.7751003835951175e-05
1.0325,9.5878467345013108e-06,2.1817721774500371e-05,2.7208109431364413e-05,2.767647495005622e-05,2.7767603227000205e-05,2.7788307156329755e-05,2.7789096315020302e-05
1.035,9.5867954601023854e-06,2.1808617817800397e-05,2.7239951764545819e-05,2.7713028334241543e-05,2.7805126043821284e-05,2.7826249765731634e-05,2.7827074950008364e-05
1.0375,9.5855842220835292e-06,2.1799408102971188e-05,2.7271575871095442e-05,2.7749435574216996e-05,2.7842525343611043e-05,2.7864079772510567e-05,2.7864945097866327e-05
1.04,9.5842157572264601e-06,2.1790127168909355e-05,2.7302986443237563e-05,2.7785703830289022e-05,2.7879807763904388e-05,2.7901803214420254e-05,2.7902712565202967e-05
1.0425,9.5826951011903085e-06,2.1780809930669724e-05,2.7334189266000702e-05,2.7821840871724569e-05,2.7916980250664746e-05,2.7939426233787914e-05,2.7940383157719623e-05
1.045,9.5810293575947399e-06,2.1771490873092671e-05,2.7365191235672249e-05,2.785785510516138e-05,2.7954050108809887e-05,2.7976955144262627e-05,2.7977962746702747e-05
1.0475,9.5792282579798232e-06,2.1762203682175478e-05,2.739599998758127e-05,2.7893755258797501e-05,2.7991024689732982e-05,2.8014396133907659e-05,2.8015456977415617e-05
1.05,9.5773035914972852e-06,2.1752980433603533e-05,2.7426623278695201e-05,2.7929549847191154e-05,2.8027910868313888e-05,2.8051754765381027e-05,2.8052870781652688e-05
1.0525,9.57526853956208e-06,2.1743850409301181e-05,2.7457068778879576e-05,2.7965247001730136e-05,2.8064714934330457e-05,2.8089035899907496e-05,2.8090208319956995e-05
1.055,9.5731373791823756e-06,2.173483954680339e-05,2.7487343902392935e-05,2.8000854328008476e-05,2.8101442508543531e-05,2.812624363699523e-05,2.8127472943918939e-05
1.0575,9.570925626379484e-06,2.1725969418532952e-05,2.7517455699052452e-05,2.8036378769740355e-05,2.813809847198859e-05,2.816338128291388e-05,2.8164667190215957e-05
1.06,9.5686493515006457e-06,2.1717256695306327e-05,2.7547410411030277e-05,2.8071826344602106e-05,2.8174686749699661e-05,2.8200451171117652e-05,2.8201792627316666e-05
1.0625,9.5663248232774992e-06,2.1708712681743643e-05,2.7577213409994046e-05,2.8107202200994606e-05,2.8211210419023404e-05,2.8237454811657063e-05,2.8238850030489576e-05
1.065,9.5639683947118657e-06,2.1700343441604714e-05,2.7606869179726568e-05,2.8142510574069754e-05,2.8247671699855794e-05,2.8274392927398789e-05,2.8275839441341108e-05
1.0675,9.5615959818188367e-06,2.169214743150431e-05,2.7636381252371772e-05,2.8177754926892729e-05,2.828407215318563e-05,2.8311265683669903e-05,2.8312760417481515e-05
1.07,9.5592230062831493e-06,2.1684117542264114e-05,2.7665752032654608e-05,2.8212937767696426e-05,2.8320412546010882e-05,2.8348072591435321e-05,2.8349611951526947e-05
1.0725,9.5568636652983069e-06,2.1676240127871242e-05,2.769498292256138e-05,2.8248060826809289e-05,2.8356693090427492e-05,2.8384812769399002e-05,2.838639274470551e-05
1.075,9.5545307334099777e-06,2.1668495240790973e-05,2.7724074870406754e-05,2.8283125712925679e-05,2.8392914144145281e-05,2.8421485666682917e-05,2.8423101936316917e-05
1.0775,9.5522353692412473e-06,2.1660856774017576e-05,2.7753028115127332e-05,2.8318133857193117e-05,2.8429076174648337e-05,2.8458091054699074e-05,2.8459739097392612e-05
1.08,9.5499871143871911e-06,2.1653292842648548e-05,2.7781842157240581e-05,2.8353086467465059e-05,2.8465179733559473e-05,2.8494629012382554e-05,2.8496304213629097e-05
1.0825,9.5477933521463189e-06,2.1645766041284676e-05,2.7810515967006581e-05,2.8387984771152601e-05,2.8501225732562698e-05,2.8531100218505605e-05,2.8532797970581258e-05
1.085,9.5456592897145315e-06,2.1638234490510436e-05,2.7839047866807515e-05,2.8422830006949726e-05,2.8537215452887903e-05,2.8567505953037017e-05,2.856922174825486e-05
1.0875,9.543587817727524e-06,2.1630651330743674e-05,2.7867435830371917e-05,2.845762372177612e-05,2.8573150860362721e-05,2.8603848405912893e-05,2.8605577919741818e-05
1.09,9.5415795831945537e-06,2.1622967120691705e-05,2.7895677731579756e-05,2.8492367990197546e-05,2.8609034816184136e-05,2.8640130896155328e-05,2.8641870058479536e-05
1.0925,9.5396330449563494e-06,2.1615130179454478e-05,2.7923771319306562e-05,2.8527065364400886e-05,2.8644871030132568e-05,2.8676357804060209e-05,2.8678102858470065e-05
1.095,9.5377444475077744e-06,2.1607087053236739e-05,2.7951714053002481e-05,2.856171872389388e-05,2.8680663860035062e-05,2.8712534369314913e-05,2.8714281920583642e-05
1.0975,9.5359082491836912e-06,2.1598782782406185e-05,2.7979503067499456e-05,2.859633116337659e-05,2.8716418175064201e-05,2.8748666523127492e-05,2.8750413573316823e-05
1.1,9.5341169440545756e-06,2.1590160915600054e-05,2.8007135289107453e-05,2.8630905865527797e-05,2.8752139204223254e-05,2.878476072698887e-05,2.8786504701431125e-05
1.1025,9.5323615986899043e-06,2.1581165077749778e-05,2.8034607059672672e-05,2.866544575688125e-05,2.8787832146883899e-05,2.8820823550125083e-05,2.8822562314304467e-05
1.105,9.5306320481828601e-06,2.1571739071737025e-05,2.8061914375072201e-05,2.8699953501601115e-05,2.882350212062078e-05,2.8856861607154624e-05,2.8858593476005644e-05
1.1075,9.5289177105694505e-06,2.1561828438847008e-05,2.8089052854998134e-05,2.8734431479417869e-05,2.8859154081386714e-05,2.8892881436732807e-05,2.8894605178378894e-05
1.11,9.5272074347987306e-06,2.1551381171881935e-05,2.8116017425304109e-05,2.8768881441608053e-05,2.8894792425336932e-05,2.8928889086831397e-05,2.8930603922760022e-05
1.1125,9.525489603043503e-06,2.1540347391928839e-05,2.8142802640250802e-05,2.8803304715874561e-05,2.893042114274797e-05,2.8964890226627958e-05,2.8966595829679418e-05
1.115,9.5237526922127265e-06,2.1528681782350764e-05,2.8169402976228217e-05,2.8837702362787917e-05,2.8966043925263515e-05,2.9000890231591474e-05,2.9002586722333188e-05
1.1175,9.5219857690325854e-06,2.1516343634330161e-05,2.8195812988319359e-05,2.8872075076318417e-05,2.9001664040507855e-05,2.9036894028274387e-05,2.9038581969427475e-05
1.12,9.5201776433774017e-06,2.1503296212096637e-05,2.8222026742282236e-05,2.8906422472364018e-05,2.9037283578951852e-05,2.9072905325370693e-05,2.907458571351531e-05
1.1225,9.5183181311943337e-06,2.1489507589351793e-05,2.8248038547533876e-05,2.8940743528628824e-05,2.9072903843513911e-05,2.910892698427899e-05,2.9110601238264518e-05
1.125,9.5163976571632863e-06,2.1474951945209622e-05,2.8273842638255282e-05,2.8975036309458867e-05,2.9108525031944417e-05,2.9144960684815262e-05,2.9146630629946363e-05
1.1275,9.5144075895950477e-06,2.1459608963413074e-05,2.82994328548675e-05,2.900929777680703e-05,2.9144145998764996e-05,2.9181006673075057e-05,2.9182674521920899e-05
1.13,9.5123404649021136e-06,2.1443464834425777e-05,2.8324803004825633e-05,2.9043524138414108e-05,2.9179764551942646e-05,2.9217064026638617e-05,2.9218732356711676e-05
1.1325,9.5101903520698393e-06,2.1426510748252273e-05,2.8349946953478697e-05,2.9077710861262615e-05,2.9215377446130483e-05,2.9253130629451181e-05,2.9254802357744835e-05
1.135,9.5079523645415046e-06,2.1408745531525507e-05,2.8374858507170742e-05,2.9111852515575958e-05,2.9250980220196657e-05,2.9289202976284035e-05,2.9290881330448562e-05
1.1375,9.5056229673721169e-06,2.1390173193437998e-05,2.8399531736862156e-05,2.9145943012392532e-05,2.9286567455895661e-05,2.9325276411869912e-05,2.932696489821838e-05
1.14,9.5032001041842621e-06,2.1370803560398662e-05,2.8423961049230569e-05,2.9179975738062918e-05,2.9322132921852424e-05,2.9361345254512143e-05,2.9363047622093951e-05
1.1425,9.5006830249914247e-06,2.1350652418444343e-05,2.844814130168483e-05,2.9213943787484501e-05,2.9357669783369355e-05,2.9397403003260781e-05,2.9399123203939395e-05
1.145,9.4980728622428399e-06,2.1329741570406314e-05,2.8472068326215421e-05,2.924784045220115e-05,2.9393171064639546e-05,2.9433442800584581e-05,2.943518494471265e-05
1.1475,9.4953715148817736e-06,2.1308097742402273e-05,2.8495738405011595e-05,2.9281658979506857e-05,2.942862942877764e-05,2.9469457219806316e-05,2.9471225527567226e-05
1.15,9.492581678028159e-06,2.1285752112369987e-05,2.8519148906822354e-05,2.9315393113019831e-05,2.9464037737808475e-05,2.9505438821469877e-05,2.9507237569962801e-05
1.1525,9.4897067695963801e-06,2.1262740879280601e-05,2.854229828772436e-05,2.9349037106307122e-05,2.9499389095699938e-05,2.9541380197581419e-05,2.9543213664021946e-05
1.155,9.4867506572607858e-06,2.1239106076463356e-05,2.8565186104738681e-05,2.9382586082791681e-05,2.9534677246922207e-05,2.9577274369173541e-05,2.9579146770431443e-05
1.1575,9.4837181322432167e-06,2.1214893074350895e-05,2.8587812792119656e-05,2.9416035926293564e-05,2.9569896503673873e-05,2.9613114733502598e-05,2.9615030161944879e-05
1.16,9.4806144070864979e-06,2.1190150214596494e-05,2.8610179258557537e-05,2.944938307332997e-05,2.9605041568117775e-05,2.9648894894893043e-05,2.9650857250577516e-05
1.1625,9.4774445539759313e-06,2.1164930215694633e-05,2.8632287338055472e-05,2.9482624852692713e-05,2.9640107935886405e-05,2.9684609103838265e-05,2.9686622023593013e-05
1.165,9.4742130301940314e-06,2.1139289460755795e-05,2.8654139700490902e-05,2.951575944727422e-05,2.9675091907352866e-05,2.9720252275797834e-05,2.9722319060049388e-05
1.1675,9.4709250194257108e-06,2.1113285917875692e-05,2.8675740008583185e-05,2.9548786205054587e-05,2.9709990942690686e-05,2.975582039419892e-05,2.9757943933155906e-05
1.17,9.4675857521639964e-06,2.1086981441821314e-05,2.869709229316439e-05,2.9581705307950621e-05,2.9744803349884759e-05,2.9791310216657731e-05,2.9793492918011564e-05
1.1725,9.4641997731889136e-06,2.1060441003231669e-05,2.8718201185159808e-05,2.9614517853837013e-05,2.9779528395937387e-05,2.9826719436088163e-05,2.9828963157110257e-05
1.175,9.4607710448860648e-06,2.1033731920116915e-05,2.873907185951279e-05,2.9647226030008664e-05,2.9814166518588756e-05,2.9862046915775931e-05,2.9864352902391823e-05
1.1775,9.4573037200832642e-06,2.1006922366847056e-05,2.8759709887486136e-05,2.9679832965900531e-05,2.9848719212326216e-05,2.989729262684652e-05,2.9899661463577945e-05
1.18,9.4538012908661846e-06,2.098008285954274e-05,2.878012059736255e-05,2.9712342302152202e-05,2.9883188655948192e-05,2.9932457328927523e-05,2.9934888902960945e-05
1.1825,9.4502657816220909e-06,2.0953283379764669e-05,2.8800307201990699e-05,2.9744757005083003e-05,2.991757658467298e-05,2.9967541522584766e-05,2.997003500306802e-05
1.185,9.4466976787224174e-06,2.0926591726990915e-05,2.8820269936137331e-05,2.9777078594437849e-05,2.9951883547731135e-05,3.0002544719098514e-05,3.0005098548582501e-05
1.1875,9.443097141894881e-06,2.0900074309412857e-05,2.8840007481291826e-05,2.9809307980130689e-05,2.9986109652685949e-05,3.0037466052467079e-05,3.0040077949046147e-05
1.19,9.4394647956513644e-06,2.087380202109798e-05,2.8859518790420466e-05,2.9841447101365917e-05,3.0020256110437857e-05,3.0072305734483031e-05,3.0074972710167987e-05
1.1925,9.4358023236806956e-06,2.0847848644029404e-05,2.8878803946227726e-05,2.9873499551943804e-05,3.0054325895214874e-05,3.0107065764883578e-05,3.0109784163591766e-05
1.195,9.4321121553504777e-06,2.0822288249900821e-05,2.8897864160141697e-05,2.9905470629620218e-05,3.0088323822969694e-05,3.0141750149017802e-05,3.0144515702499758e-05
1.1975,9.4283960517093609e-06,2.0797193140401551e-05,2.8916700036971112e-05,2.9937365889721602e-05,3.0122255150747079e-05,3.0176363568224711e-05,3.017917146820473e-05
1.2,9.4246539781837539e-06,2.0772631792293124e-05,2.8935310291205649e-05,2.9969190293410983e-05,3.0156124705051807e-05,3.0210910538512763e-05,3.0213755525626731e-05
1.2025,9.4208850037391953e-06,2.0748667947357932e-05,2.8953691922049206e-05,3.0000948356301689e-05,3.0189936978189015e-05,3.0245395466472384e-05,3.0248271936078957e-05
1.205,9.4170886593592661e-06,2.0725358871984805e-05,2.897183996971895e-05,3.0032643979260542e-05,3.0223695990126478e-05,3.0279822488960504e-05,3.0282724609134548e-05
1.2075,9.4132635052658398e-06,2.0702753048403934e-05,2.898974659619482e-05,3.0064279536873204e-05,3.0257404360424618e-05,3.0314194490545398e-05,3.031711632800149e-05
1.21,9.4094072715123328e-06,2.0680891786949088e-05,2.9007400830875119e-05,3.0095855928398391e-05,3.0291063349287769e-05,3.0348513128063031e-05,3.0351448776823389e-05
1.2125,9.4055174984894281e-06,2.0659806893193361e-05,2.9024788723373229e-05,3.012737313289054e-05,3.032467342747885e-05,3.0382779380274682e-05,3.0385723085670263e-05
1.215,9.4015922666062897e-06,2.0639518721507564e-05,2.9041894234594642e-05,3.0158830959295257e-05,3.0358234968596463e-05,3.0416994225041513e-05,3.0419940500025669e-05
1.2175,9.3976303744589461e-06,2.0620036418320846e-05,2.9058699272054491e-05,3.0190229382073324e-05,3.0391748533204544e-05,3.0451158908271741e-05,3.0454102637973844e-05
1.22,9.3936297044641634e-06,2.0601354736008171e-05,2.907518245078821e-05,3.0221567466641735e-05,3.0425213865065584e-05,3.0485273942613812e-05,3.0488210473432211e-05
1.2225,9.3895885249087496e-06,2.0583454625636347e-05,2.909132024169177e-05,3.0252844076543088e-05,3.0458630578499246e-05,3.0519339791798164e-05,3.0522265004221824e-05
1.225,9.3855046366307825e-06,2.0566302608683594e-05,2.9107086773571375e-05,3.0284057598192736e-05,3.0491997886131247e-05,3.0553356599204901e-05,3.0556266961257947e-05
1.2275,9.3813764254244296e-06,2.0549851213416308e-05,2.912245425689468e-05,3.0315206455980421e-05,3.0525315113804702e-05,3.0587324710790886e-05,3.0590217314319755e-05
1.23,9.3772019888495662e-06,2.0534034827242266e-05,2.9137392750364338e-05,3.0346288442289111e-05,3.0558581005628301e-05,3.0621243954253273e-05,3.0624116535332406e-05
1.2325,9.3729798158734604e-06,2.0518775752094624e-05,2.9151870619404616e-05,3.0377300762211093e-05,3.0591793767706599e-05,3.0655113689181073e-05,3.0657964633343955e-05
1.235,9.3687088141776514e-06,2.0503980551698987e-05,2.9165854234282834e-05,3.0408239829171965e-05,3.0624950864329918e-05,3.0688932564171524e-05,3.0691760897946506e-05
1.2375,9.3643872682086941e-06,2.0489546438236687e-05,2.9179307816729194e-05,3.043910126046928e-05,3.0658049021199342e-05,3.0722698522939308e-05,3.0725503892799673e-05
1.24,9.3600130560104474e-06,2.0475361039361943e-05,2.91921956624466e-05,3.0469881477307381e-05,3.0691085767221614e-05,3.0756410308957568e-05,3.0759192949785559e-05
1.2425,9.3555857148473026e-06,2.0461304980838712e-05,2.9204482118136111e-05,3.0500577291718971e-05,3.0724059076687294e-05,3.0790067106268006e-05,3.0792827800886804e-05
1.245,9.35110544485582e-06,2.0447252646124564e-05,2.9216133028256365e-05,3.0531185971209972e-05,3.0756967428678259e-05,3.0823668552968187e-05,3.0826408584958726e-05
1.2475,9.3465729501355252e-06,2.0433075309642544e-05,2.9227114478042731e-05,3.0561704319592341e-05,3.0789808924459676e-05,3.0857213858744203e-05,3.0859934959967957e-05
1.25,9.3419888099638363e-06,2.0418643276879233e-05,2.9237393603245017e-05,3.0592129100295783e-05,3.0822581655312047e-05,3.0890702176271457e-05,3.0893406470770031e-05
1.2525,9.3373541151937252e-06,2.0403826837183916e-05,2.9246939456231e-05,3.0622457286302838e-05,3.0855283923012388e-05,3.0924132804974487e-05,3.0926822752219356e-05
1.255,9.3326702423697424e-06,2.0388505313993308e-05,2.925572458255804e-05,3.0652687229763233e-05,3.0887915424234589e-05,3.0957506364306668e-05,3.0960184703265386e-05
1.2575,9.3279397876662572e-06,2.0372560346945101e-05,2.9263725823989305e-05,3.0682818203877964e-05,3.092047681893985e-05,3.0990824351586463e-05,3.0993494048089026e-05
1.26,9.3231662320129506e-06,2.0355880497931599e-05,2.9270923598744162e-05,3.0712849759170744e-05,3.0952969039484768e-05,3.1024088459211249e-05,3.1026752658470268e-05
1.2625,9.3183537497376372e-06,2.0338363364800333e-05,2.9277300988616827e-05,3.0742780849823167e-05,3.0985392469125608e-05,3.1057299742398807e-05,3.1059961728226823e-05
1.265,9.3135066745826783e-06,2.0319917928398917e-05,2.9282843649661153e-05,3.0772609970244469e-05,3.1017747044269223e-05,3.1090458707043854e-05,3.109312186698022e-05
1.2675,9.3086285375010375e-06,2.0300464925134448e-05,2.9287541675102487e-05,3.0802335869095198e-05,3.105003300588759e-05,3.1123566055078956e-05,3.1126233851525594e-05
1.27,9.3037242948562798e-06,2.0279938684889875e-05,2.9291390961328397e-05,3.0831958947815127e-05,3.1082252213314813e-05,3.1156623979823314e-05,3.1159299924315294e-05
1.2725,9.2987993452424982e-06,2.0258290788106442e-05,2.9294393519129068e-05,3.086148124027433e-05,3.1114408173056532e-05,3.1189636220553897e-05,3.1192323851470484e-05
1.275,9.2938600240621171e-06,2.023548708149568e-05,2.9296556145055933e-05,3.0890905513201995e-05,3.1146505266321353e-05,3.122260730265684e-05,3.1225310167434292e-05
1.2775,9.2889129422488742e-06,2.021150957912248e-05,2.9297889507898329e-05,3.0920234913897222e-05,3.1178548396028287e-05,3.1255542200655547e-05,3.1258263842058124e-05
1.28,9.2839642378269694e-06,2.018635519754925e-05,2.9298407879487617e-05,3.0949472194786864e-05,3.1210542102484472e-05,3.1288445478869643e-05,3.1291189426208249e-05
1.2825,9.279019647261852e-06,2.0160035642182673e-05,2.9298128778174003e-05,3.0978620309671407e-05,3.1242491057744811e-05,3.1321321798900482e-05,3.1324091563230414e-05
1.285,9.2740850621819479e-06,2.013257638012641e-05,2.92970724799355e-05,3.1007682492638071e-05,3.1274400352112267e-05,3.1354176217845537e-05,3.1356975289755331e-05
1.2875,9.2691667329014744e-06,2.0104016386229538e-05,2.9295261578391807e-05,3.1036661906081532e-05,3.1306275218763599e-05,3.1387013901271894e-05,3.1389845751577523e-05
1.29,9.2642702694111312e-06,2.0074406781285523e-05,2.92927202057464e-05,3.1065561824063721e-05,3.1338121113508251e-05,3.1419840222127346e-05,3.1422708305249209e-05
1.2925,9.2594005722615237e-06,2.0043810063216549e-05,2.9289472276355478e-05,3.1094385873217362e-05,3.1369943959905316e-05,3.1452661020615506e-05,3.1455568778518373e-05
1.295,9.2545624564575617e-06,2.0012294286458731e-05,2.928554115793478e-05,3.1123137872577829e-05,3.1401749981231998e-05,3.1485482458420627e-05,3.1488433324436602e-05
1.2975,9.2497598532852518e-06,1.9979938284107982e-05,2.9280950554353763e-05,3.1151821729701116e-05,3.1433545633899115e-05,3.1518310952432347e-05,3.1521308353838677e-05
1.3,9.2449961435375454e-06,1.9946825486889173e-05,2.9275723848360584e-05,3.1180441274143476e-05,3.1465337479668456e-05,3.1551153059439238e-05,3.1554200418741387e-05
1.3025,9.2402738041079956e-06,1.9913042451483115e-05,2.9269883018424114e-05,3.1208999758885599e-05,3.149713168457038e-05,3.1584014978669117e-05,3.1587115713151904e-05
1.305,9.2355939394430807e-06,1.9878678786798591e-05,2.9263448114930881e-05,3.1237499680568853e-05,3.1528933856291626e-05,3.1616902389999913e-05,3.1620059909385902e-05
1.3075,9.2309572984904322e-06,1.9843824408330772e-05,2.9256437240726768e-05,3.1265943128843509e-05,3.1560749306655646e-05,3.1649820734092221e-05,3.1653038437260939e-05
1.31,9.2263641868766967e-06,1.980856939753796e-05,2.9248867714615511e-05,3.1294332892214325e-05,3.1592584074332375e-05,3.1682776228397158e-05,3.1686057497394393e-05
1.3125,9.2218143813120494e-06,1.9773002465736967e-05,2.9240754361040669e-05,3.1322670676213787e-05,3.1624443257897462e-05,3.1715774210474258e-05,3.1719122403172741e-05
1.315,9.2173057937741457e-06,1.9737207182897219e-05,2.9232109127855265e-05,3.1350957167000529e-05,3.1656331040487276e-05,3.1748819134202825e-05,3.1752237575751922e-05
1.3175,9.2128356838807034e-06,1.9701264785829066e-05,2.9222942795925801e-05,3.1379193088193762e-05,3.1688251615402259e-05,3.1781915489370062e-05,3.1785407462171616e-05
1.32,9.2084007278720098e-06,1.9665253365384244e-05,2.921326465896741e-05,3.1407378851049157e-05,3.1720208904010255e-05,3.1815067515324568e-05,3.1818636247282547e-05
1.3225,9.2039970838518136e-06,1.9629248450324466e-05,2.9203083238806606e-05,3.1435513965345164e-05,3.1752205941158865e-05,3.1848278570651868e-05,3.185192722247693e-05
1.325,9.1996205455284396e-06,1.9593322810443565e-05,2.9192405716822854e-05,3.1463597632070059e-05,3.1784245552688601e-05,3.1881551802420978e-05,3.1885283453900939e-05
1.3275,9.1952667746298044e-06,1.9557544946192815e-05,2.9181239782062201e-05,3.1491628523230444e-05,3.181633003910902e-05,3.1914889805569619e-05,3.1918707441278723e-05
1.33,9.1909312921738408e-06,1.9521981234431569e-05,2.9169594684205184e-05,3.1519604908807406e-05,3.1848461180085512e-05,3.1948294618444997e-05,3.1952201112494213e-05
1.3325,9.1866089503976649e-06,1.9486696957442676e-05,2.9157481188278851e-05,3.1547524500967962e-05,3.1880640023556153e-05,3.1981767521021488e-05,3.1985765622662694e-05
1.335,9.1822949532611605e-06,1.9451757177244217e-05,2.9144913087582341e-05,3.1575384872757167e-05,3.1912867315177545e-05,3.201530943140814e-05,3.2019401752147527e-05
1.3375,9.1779853433322012e-06,1.9417226547407428e-05,2.9131908194806522e-05,3.1603183828556864e-05,3.1945143751040009e-05,3.2048921149806398e-05,3.2053110151446896e-05
1.34,9.1736756254440561e-06,1.938316998090356e-05,2.9118489380452823e-05,3.1630918654853679e-05,3.1977469095407696e-05,3.2082602458619568e-05,3.2086890444300296e-05
1.3425,9.1693612419833529e-06,1.9349651674472178e-05,2.9104686210804872e-05,3.1658585843308029e-05,3.2009842258539238e-05,3.2116352218240097e-05,3.2120741328065115e-05
1.345,9.1650384593510581e-06,1.9316738793297734e-05,2.9090534530286313e-05,3.1686181518307155e-05,3.20422616369004e-05,3.2150168700665669e-05,3.2154660911024724e-05
1.3475,9.1607041430252938e-06,1.9284502123923519e-05,2.9076077193105306e-05,3.1713701040835577e-05,3.2074724517992521e-05,3.2184048991264539e-05,3.2188646118439802e-05
1.35,9.1563551716460594e-06,1.9253012683972765e-05,2.9061362088095115e-05,3.1741138732468418e-05,3.2107226893299148e-05,3.2217988840236846e-05,3.2222692546839338e-05
1.3525,9.1519881529851959e-06,1.9222344988123067e-05,2.9046443356443741e-05,3.1768487975296528e-05,3.2139763515263849e-05,3.2251982734777385e-05,3.2256794540536186e-05
1.355,9.1476000109104911e-06,1.919257490691787e-05,2.9031385466049298e-05,3.1795742250509065e-05,3.2172329009815732e-05,3.2286025015004542e-05,3.2290946311637867e-05
1.3575,9.1431881042765148e-06,1.9163777635265161e-05,2.9016263075826726e-05,3.1822894699395647e-05,3.2204917502164561e-05,3.2320109474104778e-05,3.2325141543349896e-05
1.36,9.1387512107707563e-06,1.9136028357441599e-05,2.9001157039026316e-05,3.1849937453222145e-05,3.2237521916694572e-05,3.2354228681191912e-05,3.2359372715895514e-05
1.3625,9.1342885648704961e-06,1.9109397431374346e-05,2.8986151255158138e-05,3.1876861514523563e-05,3.2270133970160108e-05,3.2388373981299483e-05,3.2393631108961647e-05
1.365,9.1297988725868638e-06,1.9083955679686321e-05,2.897132761129602e-05,3.1903657138254676e-05,3.2302744477114955e-05,3.2422535824699262e-05,3.2427907133168163e-05
1.3675,9.1252816238049528e-06,1.9059766659421306e-05,2.8956759106152783e-05,3.1930313942648171e-05,3.2335343427537264e-05,3.245670387376496e-05,3.2462190436928402e-05
