Physical Time (s),aphi_vol Monitor (kg-m/s^3): cv1,aphi_vol Monitor (kg-m/s^3): cv2,aphi_vol Monitor (kg-m/s^3): cv3,aphi_vol Monitor (kg-m/s^3): cv4,aphi_vol Monitor (kg-m/s^3): cv5,aphi_vol Monitor (kg-m/s^3): cv6,aphi_vol Monitor (kg-m/s^3): cv7
1.3825,3.0022117148294183e-05,4.1960314279872551e-05,5.2224451168579228e-05,5.5103987073173351e-05,5.5467727823656516e-05,5.5551464384033327e-05,5.5553929313726532e-05
1.385,3.0029563707773141e-05,4.1964695002908143e-05,5.222039677430691e-05,5.5137652863308937e-05,5.55066112942957e-05,5.5591238040874626e-05,5.5593759711442831e-05
1.3875,3.0036985340415799e-05,4.1969122580535597e-05,5.2215482464198327e-05,5.517137438280862e-05,5.5545641085371412e-05,5.5631171857620301e-05,5.5633752248385281e-05
1.39,3.004442787039808e-05,4.1973591934125725e-05,5.2209764945902046e-05,5.5205260959113799e-05,5.5584930376787115e-05,5.5671377140798994e-05,5.5674018263825032e-05
1.3925,3.0051931520609229e-05,4.1978035687285914e-05,5.2203126010098286e-05,5.5239214333215053e-05,5.5624383903947465e-05,5.571175734191647e-05,5.5714461242235543e-05
1.395,3.0059534672664512e-05,4.1982404140506385e-05,5.2195629511840554e-05,5.5273274049595677e-05,5.5664047132320813e-05,5.5752362497729781e-05,5.5755131259230763e-05
1.3975,3.0067283284760052e-05,4.1986663654469461e-05,5.2187355269334812e-05,5.5307451787315279e-05,5.5703937388567564e-05,5.5793204760778556e-05,5.5796040502603325e-05
1.4,3.0075216980626093e-05,4.1990722480343858e-05,5.2178351773257598e-05,5.5341689906095148e-05,5.5744002410025494e-05,5.5834236183115709e-05,5.5837141059387167e-05
1.4025,3.0083370904505409e-05,4.1994581828502252e-05,5.216887176223539e-05,5.537605636779372e-05,5.5784316483819464e-05,5.5875529485069568e-05,5.587850568607126e-05
1.405,3.0091787448303809e-05,4.1998132425660715e-05,5.2159023237239389e-05,5.5410452090452856e-05,5.5824789758904012e-05,5.5916994309702259e-05,5.5920044065606605e-05
1.4075,3.0100508724263012e-05,4.2001391410305493e-05,5.2149136881308519e-05,5.5444939326032443e-05,5.5865491747909999e-05,5.595870327437562e-05,5.5961828850161365e-05
1.41,3.0109566172036905e-05,4.2004299824508062e-05,5.2139354114085138e-05,5.5479405782524798e-05,5.5906316454121523e-05,5.600054612035487e-05,5.6003749820490724e-05
1.4125,3.0119001331660674e-05,4.2006949009157829e-05,5.2130033117982678e-05,5.551390536707355e-05,5.5947327547740123e-05,5.604259050926495e-05,5.6045874674904618e-05
1.415,3.012884664695758e-05,4.2009394867697741e-05,5.212124548236146e-05,5.5548352046679884e-05,5.5988446023263706e-05,5.6084755094243785e-05,5.6088122101354122e-05
1.4175,3.0139124882603357e-05,4.2011830864824195e-05,5.2113089369073943e-05,5.5582777461646485e-05,5.6029711115446247e-05,5.6127079258895033e-05,5.6130531520634417e-05
1.42,3.014985858584473e-05,4.2014240246147616e-05,5.2105555357663926e-05,5.5617095530719518e-05,5.6071049853212703e-05,5.6169492537573874e-05,5.6173032505316844e-05
1.4225,3.016105816169637e-05,4.2016722566803102e-05,5.2098668216006482e-05,5.5651273086805258e-05,5.6112441663405725e-05,5.6211969559430538e-05,5.6215599725305681e-05
1.425,3.0172743052442975e-05,4.2019295642806886e-05,5.2092400910918201e-05,5.5685274532818841e-05,5.6153862094509321e-05,5.6254491247956952e-05,5.6258214138569611e-05
1.4275,3.0184919667321523e-05,4.2022049734568174e-05,5.2086735177270287e-05,5.5719089596629317e-05,5.6195313450497261e-05,5.6297056974927448e-05,5.6300875148206852e-05
1.43,3.019756572583448e-05,4.2025020482624336e-05,5.2081540138729796e-05,5.5752609927723762e-05,5.6236698647578187e-05,5.6339569185652675e-05,5.6343485240800285e-05
1.4325,3.0210676644954935e-05,4.2028295564467959e-05,5.2076780137056864e-05,5.5785844113537825e-05,5.6278036302906582e-05,5.6382051081876437e-05,5.6386067649256299e-05
1.435,3.0224233666442912e-05,4.2031920550389962e-05,5.207232861542657e-05,5.581872642165647e-05,5.6319270554482335e-05,5.6424440224047144e-05,5.6428559964861761e-05
1.4375,3.0238242343859025e-05,4.2035936120274396e-05,5.206805860169485e-05,5.5851157936115837e-05,5.6360309825176388e-05,5.6466650205478771e-05,5.6470875818081151e-05
1.44,3.025269350359753e-05,4.2040415580844894e-05,5.2063941394826011e-05,5.5883101527901856e-05,5.6401125699941271e-05,5.6508652251664492e-05,5.6512986466783371e-05
1.4425,3.0267551736248645e-05,4.2045388067704268e-05,5.2059934403129521e-05,5.5914510159943567e-05,5.6441678413442147e-05,5.6550402856994684e-05,5.6554848440877573e-05
1.445,3.02827898470306e-05,4.2050925968720298e-05,5.2056081464837335e-05,5.5945387605658555e-05,5.6481976585991603e-05,5.6591916053709627e-05,5.6596475811346383e-05
1.4475,3.0298369986693298e-05,4.2057005825378348e-05,5.2052380625347595e-05,5.5975628413855964e-05,5.6521919651516056e-05,5.6633086224271014e-05,5.6637762999734405e-05
1.45,3.0314306146873309e-05,4.2063784029293576e-05,5.2048994294903322e-05,5.6005346296571547e-05,5.6561624950581712e-05,5.6674032399033211e-05,5.6678829079266701e-05
1.4525,3.0330596971164074e-05,4.2071307384920053e-05,5.2045884786884411e-05,5.6034496614940698e-05,5.6601052389296727e-05,5.6714716042962383e-05,5.6719635548234635e-05
1.455,3.0347195500307403e-05,4.2079584646202119e-05,5.2043063897433415e-05,5.6063108617480497e-05,5.6640234412622139e-05,5.6755165607710374e-05,5.6760210879337002e-05
1.4575,3.0364052353941589e-05,4.2088543198849075e-05,5.2040590274370869e-05,5.6091256424932722e-05,5.6679242635223752e-05,5.6795456420761219e-05,5.6800630419726769e-05
1.46,3.038113150892652e-05,4.2098141593383654e-05,5.2038517493471034e-05,5.6118992765948307e-05,5.6718126549826406e-05,5.6835636090870162e-05,5.6840941789070495e-05
1.4625,3.0398380394389195e-05,4.2108372953787601e-05,5.2036921036430962e-05,5.6146436022018574e-05,5.6756996723421216e-05,5.6875815937447802e-05,5.6881256316553797e-05
1.465,3.0415754787493567e-05,4.2119125367432724e-05,5.2035749648637354e-05,5.6173572928090745e-05,5.6795832868502668e-05,5.6915977986457273e-05,5.6921556032886183e-05
1.4675,3.0433206813645472e-05,4.2130364083872525e-05,5.2035028089805098e-05,5.6200457738660971e-05,5.683468376078438e-05,5.6956167271844902e-05,5.6961885977876505e-05
1.47,3.0450682333627434e-05,4.2142031106103564e-05,5.2034708858211092e-05,5.6227149516341733e-05,5.6873601995479225e-05,5.6996440850507766e-05,5.7002303207003573e-05
1.4725,3.0468140318181852e-05,4.2154015281862666e-05,5.2034612027291758e-05,5.6253637912423078e-05,5.6912569005984779e-05,5.7036778514588279e-05,5.7042787508934705e-05
1.475,3.0485523362966413e-05,4.2166279111910466e-05,5.2034662736891099e-05,5.6279997371942808e-05,5.6951651087313381e-05,5.7077244783403151e-05,5.7083403403186522e-05
1.4775,3.0502789526048821e-05,4.2178780263342857e-05,5.203476861847711e-05,5.6306281241049905e-05,5.6990886628747446e-05,5.7117882246441249e-05,5.7124193475502421e-05
1.48,3.051988287237148e-05,4.2191408344852713e-05,5.2034759756446737e-05,5.6332478039959196e-05,5.7030250801628442e-05,5.7158661724275016e-05,5.7165128537108582e-05
1.4825,3.0536762504056301e-05,4.2204137063079695e-05,5.2034583580555134e-05,5.6358669742644405e-05,5.7069817002060764e-05,5.7199658826507e-05,5.7206284199500394e-05
1.485,3.0553390653692287e-05,4.221692153846372e-05,5.2034126975978922e-05,5.6384856434790851e-05,5.7109564410357628e-05,5.7240855202249065e-05,5.7247642109182437e-05
1.4875,3.0569722593758752e-05,4.2229644917328476e-05,5.2033247092103317e-05,5.641103935447069e-05,5.7149472440430823e-05,5.7282225575625682e-05,5.7289176993646573e-05
1.49,3.0585724407283988e-05,4.2242341155447845e-05,5.2031975266919588e-05,5.6437321759274845e-05,5.7189630726883906e-05,5.7323864438018901e-05,5.7330983359483558e-05
1.4925,3.060136596822472e-05,4.2254932699047355e-05,5.2030313844720321e-05,5.6463704716119435e-05,5.7230023177563017e-05,5.73657551054236e-05,5.7373044527256564e-05
1.495,3.0616607180143952e-05,4.2267335307228774e-05,5.2028230460578481e-05,5.6490136619568038e-05,5.7270586179097468e-05,5.7407831763482066e-05,5.7415294695596476e-05
1.4975,3.0631418915690899e-05,4.2279598180863193e-05,5.202597448714864e-05,5.6516764495917003e-05,5.7311446312124838e-05,5.7450225097841456e-05,5.7457864575476203e-05
1.5,3.0645741197410965e-05,4.2291551234102735e-05,5.2023631046927867e-05,5.6543451018481843e-05,5.7352447322902246e-05,5.7492776854827318e-05,5.7500595945553683e-05
1.5025,3.065955627611498e-05,4.2303200363679029e-05,5.2021330708593772e-05,5.6570203601612074e-05,5.7393576480512968e-05,5.7535475398565658e-05,5.754347721311786e-05
1.505,3.067285374376511e-05,4.2314640023908114e-05,5.2019257921258106e-05,5.6597063117608254e-05,5.7434852427250666e-05,5.757834168345516e-05,5.7586529380166677e-05
1.5075,3.0685627757512146e-05,4.2326024922383033e-05,5.2017568151163947e-05,5.6624014232750868e-05,5.7476250746907738e-05,5.7621348797442598e-05,5.7629725600152493e-05
1.51,3.0697876048776369e-05,4.2337337412314544e-05,5.201626339246631e-05,5.6651041652194826e-05,5.7517727790828869e-05,5.7664457690461942e-05,5.7673026246524399e-05
1.5125,3.0709601318222368e-05,4.2348592530227366e-05,5.2015277164401398e-05,5.6678133424066387e-05,5.755924209455871e-05,5.7707627452611225e-05,5.7716390049581786e-05
1.515,3.0720817371167241e-05,4.2359915114998582e-05,5.2014614608839591e-05,5.6705416885107822e-05,5.7600918145713786e-05,5.7750981475665803e-05,5.7759940945089512e-05
1.5175,3.0731557633222138e-05,4.2371242611203979e-05,5.2013982680043991e-05,5.6732820710773984e-05,5.7642656696989818e-05,5.7794424996094241e-05,5.7803584018804307e-05
1.52,3.0741862996820174e-05,4.2382640865557462e-05,5.201321780011283e-05,5.676045899935116e-05,5.7684567386536794e-05,5.7838066665212641e-05,5.7847427342518303e-05
1.5225,3.0751768526394322e-05,4.2393987980081385e-05,5.2011847122551692e-05,5.6788220318736114e-05,5.7726525347908502e-05,5.7881783023679869e-05,5.7891348125219398e-05
1.525,3.0761319274121063e-05,4.2405313232341809e-05,5.2009558921245918e-05,5.6816188796875871e-05,5.776863252867958e-05,5.7925679587181761e-05,5.7935452005210408e-05
1.5275,3.0770557404545215e-05,4.2416501264084258e-05,5.2005828224709593e-05,5.6844277784266401e-05,5.7810791732436661e-05,5.7969656914644189e-05,5.7979638780061251e-05
1.53,3.0779532731771292e-05,4.2427516360552764e-05,5.2000211351901885e-05,5.6872433112461403e-05,5.7852968376284042e-05,5.8013684798982075e-05,5.8023878912289075e-05
1.5325,3.078829994308698e-05,4.2438238367685341e-05,5.1992288030374182e-05,5.6900621209377206e-05,5.7895153548563811e-05,5.8057756156840718e-05,5.8068165648927376e-05
1.535,3.0796911235470728e-05,4.2448597792400912e-05,5.1981804210741196e-05,5.6928840230814248e-05,5.7937369864316953e-05,5.810189229909316e-05,5.8112519515356687e-05
1.5375,3.0805429080904868e-05,4.2458474595506292e-05,5.1968597401277672e-05,5.6957031998363774e-05,5.797957279992357e-05,5.8146053093907853e-05,5.8156900900065089e-05
1.54,3.0813897478376506e-05,4.2467783116851285e-05,5.1952685476440021e-05,5.6985175327351918e-05,5.8021779174554283e-05,5.8190256657066561e-05,5.8201328373069066e-05
1.5425,3.0822379665821213e-05,4.2476429729535666e-05,5.1934154235685863e-05,5.701311988591034e-05,5.8063873146681642e-05,5.8234386915917232e-05,5.8245685460959175e-05
1.545,3.0830923073606756e-05,4.2484333588531678e-05,5.1913314764210155e-05,5.7040866105578386e-05,5.8105882271500825e-05,5.8278475341102851e-05,5.8290003629442368e-05
1.5475,3.0839563886699528e-05,4.2491410603109331e-05,5.1890469840965571e-05,5.7068306041045543e-05,5.8147699053185147e-05,5.8322414498102801e-05,5.8334176084912724e-05
1.55,3.0848379937120814e-05,4.2497600191177462e-05,5.1866097350030036e-05,5.7095350689056497e-05,5.8189267745680337e-05,5.836614989488128e-05,5.8378148318264797e-05
1.5525,3.0857412793847328e-05,4.2502870884978452e-05,5.1840803058301754e-05,5.7121939387919697e-05,5.8230557079045054e-05,5.8409654089195834e-05,5.8421892461912689e-05
1.555,3.0866721994996218e-05,4.2507129216653644e-05,5.1815201635158776e-05,5.7147997602080656e-05,5.8271503968367599e-05,5.8452862046608943e-05,5.8465344218790641e-05
1.5575,3.0876353193508545e-05,4.2510383790411775e-05,5.1789910316094086e-05,5.7173498729786137e-05,5.831207828086323e-05,5.8495746464397911e-05,5.8508476534878421e-05
1.56,3.0886353299204293e-05,4.2512617450360577e-05,5.1765450869735688e-05,5.7198362646425114e-05,5.835223291305384e-05,5.8538263232960136e-05,5.8551244650027032e-05
1.5625,3.0896765279308541e-05,4.2513939940469307e-05,5.1742423632695974e-05,5.7222595859978636e-05,5.8392003956731989e-05,5.8580445997141343e-05,5.8593682848296482e-05
1.565,3.090762428691171e-05,4.2514466677936583e-05,5.1721255553806484e-05,5.7246106863393853e-05,5.8431323127521752e-05,5.8622229762064133e-05,5.8635726583805935e-05
1.5675,3.0918966774986026e-05,4.2514439826167409e-05,5.1702291540156038e-05,5.7268820216857678e-05,5.8470135808973328e-05,5.866356196858048e-05,5.8677322692643332e-05
1.57,3.0930818439575386e-05,4.2514017819457613e-05,5.1685794002688499e-05,5.7290772438800377e-05,5.8508548468986973e-05,5.8704545378799168e-05,5.8718574193831956e-05
1.5725,3.0943196111081549e-05,4.2513360028552914e-05,5.1671858744080559e-05,5.7311993686207144e-05,5.8546643151009221e-05,5.874526694548718e-05,5.8759568523885424e-05
1.575,3.0956100755589073e-05,4.2512673336097656e-05,5.1660442017502173e-05,5.7332487838408246e-05,5.8584460685437864e-05,5.8785769600331434e-05,5.8800345297176512e-05
1.5775,3.0969549233824959e-05,4.2512074075891772e-05,5.1651302871049425e-05,5.735219726838666e-05,5.8622005678612815e-05,5.8826062474485141e-05,5.8840908595138301e-05
1.58,3.0983521106546739e-05,4.2511751085920191e-05,5.1644021755270324e-05,5.7371070356106612e-05,5.8659292458132834e-05,5.8866162597431445e-05,5.8881278130055934e-05
1.5825,3.0997974455684324e-05,4.2511829484212979e-05,5.163814657061751e-05,5.7389034769213911e-05,5.8696323047940071e-05,5.8906073994067832e-05,5.892145535137969e-05
1.585,3.1012884445081104e-05,4.2512467306182725e-05,5.1633349940060367e-05,5.7406072312759675e-05,5.8733130586342265e-05,5.8945832106941997e-05,5.8961472846190405e-05
1.5875,3.1028241881225839e-05,4.2513814199693944e-05,5.1629391815832346e-05,5.7422158204929612e-05,5.8769782814449824e-05,5.8985505975677052e-05,5.9001402691863145e-05
1.59,3.1044012705735332e-05,4.2515962974937687e-05,5.1626076410564382e-05,5.7437231076208575e-05,5.8806280734262489e-05,5.9025099452369054e-05,5.9041245443297562e-05
1.5925,3.1060215156413272e-05,4.2519071921900887e-05,5.1623412099459609e-05,5.7451336576328334e-05,5.8842672237880504e-05,5.9064662241034087e-05,5.9081050308984679e-05
1.595,3.1076813459139755e-05,4.2523237859268007e-05,5.1621461770125419e-05,5.7464524229803329e-05,5.8879029108150145e-05,5.9104266686903032e-05,5.9120892598847066e-05
1.5975,3.109379046721368e-05,4.2528534509696842e-05,5.1620251587387557e-05,5.7476823467823921e-05,5.8915374130684272e-05,5.9143936220907954e-05,5.9160792281787535e-05
1.6,3.1111108737770708e-05,4.2535066543867359e-05,5.1619951116721529e-05,5.7488363664377735e-05,5.895177288902362e-05,5.9183737292445601e-05,5.920081789325848e-05
1.6025,3.1128714844575492e-05,4.2542899786702923e-05,5.1620633607015254e-05,5.7499239618928852e-05,5.8988227110121221e-05,5.9223671401770259e-05,5.9240972887258868e-05
1.605,3.114654354053241e-05,4.2552002353827428e-05,5.1622363672852434e-05,5.750958662131286e-05,5.9024780085405827e-05,5.9263782997359527e-05,5.9281298565161042e-05
1.6075,3.1164535835011028e-05,4.25624135801284e-05,5.1625252341203124e-05,5.7519554375476253e-05,5.9061461089651543e-05,5.9304101300165176e-05,5.9321827680582353e-05
1.61,3.1182649582465251e-05,4.2574066396999853e-05,5.1629327799551998e-05,5.7529284862904421e-05,5.909825445982571e-05,5.9344611114169997e-05,5.9362545989113484e-05
1.6125,3.1200833166405238e-05,4.2586966494003633e-05,5.1634627921502928e-05,5.7538943322327766e-05,5.9135234947082252e-05,5.9385389027535922e-05,5.9403526998168629e-05
1.615,3.1219019936272218e-05,4.2601015668860639e-05,5.1641061503228748e-05,5.754857081085421e-05,5.917241110215672e-05,5.942644380310105e-05,5.9444783742551214e-05
1.6175,3.1237162593885159e-05,4.2616147593607996e-05,5.1648513970098663e-05,5.7558287076891718e-05,5.9209771067732791e-05,5.9467765947639005e-05,5.9486307123400631e-05
1.62,3.1255192935111143e-05,4.2632316845796319e-05,5.1656858232907926e-05,5.7568312166454329e-05,5.9247396763465809e-05,5.9509437533058262e-05,5.9528175730533129e-05
1.6225,3.1273034908744159e-05,4.2649322188787833e-05,5.166579244233199e-05,5.7578609224948487e-05,5.9285220810753707e-05,5.9551394128982529e-05,5.9570329923654633e-05
1.625,3.1290650586035139e-05,4.2667164128330938e-05,5.1675247629934721e-05,5.7589372368347759e-05,5.9323346657928167e-05,5.9593740782347712e-05,5.9612874734494038e-05
1.6275,3.1307974499196931e-05,4.2685613967376535e-05,5.1684865951062547e-05,5.7600625972953658e-05,5.9361638178542133e-05,5.9636343327263093e-05,5.9655672352893003e-05
1.63,3.1324941317657082e-05,4.2704589358962027e-05,5.169449709216042e-05,5.7612476628167141e-05,5.9400189646316487e-05,5.9679301214262811e-05,5.969882711105125e-05
1.6325,3.134147733737376e-05,4.2723887943760251e-05,5.1703850168466865e-05,5.7624721257205832e-05,5.9438913147050632e-05,5.972252752232594e-05,5.9742251633556479e-05
1.635,3.135750247683727e-05,4.2743282394329336e-05,5.1712664733540614e-05,5.7637137064237622e-05,5.9477735581406997e-05,5.9765955917341209e-05,5.9785876350796344e-05
1.6375,3.1372997136837384e-05,4.2762631700956519e-05,5.1720777363486014e-05,5.7649537400986412e-05,5.9516639278128119e-05,5.9809571158390016e-05,5.982969059456092e-05
1.64,3.1387935343601917e-05,4.2781781046514881e-05,5.1728112369415629e-05,5.7661767752309145e-05,5.9555586711091116e-05,5.9853341746031286e-05,5.9873661719466874e-05
1.6425,3.140229194606946e-05,4.2800566669722875e-05,5.1734583401196936e-05,5.7673597764265612e-05,5.9594492518724574e-05,5.9897185532667638e-05,5.9917705764565038e-05
1.645,3.1416048735591848e-05,4.2818871904417476e-05,5.1740208757620425e-05,5.7684886263801583e-05,5.9633386975103847e-05,5.9941133640065161e-05,5.9961857270096338e-05
1.6475,3.1429189666714578e-05,4.2836699336192981e-05,5.1745108766199037e-05,5.7695581062017589e-05,5.9672292194214415e-05,5.9985214920883881e-05,6.00061434013158e-05
1.65,3.1441725515481818e-05,4.2854050418317836e-05,5.174935692279098e-05,5.7705575494565086e-05,5.9711151701218859e-05,6.0029377155696069e-05,6.0050511544427615e-05
1.6525,3.1453657006831289e-05,4.2871082126224431e-05,5.175316183338059e-05,5.771486548182348e-05,5.9750052418483496e-05,6.0073713995102793e-05,6.0095057905026097e-05
1.655,3.1464998904783219e-05,4.2887751878588454e-05,5.1756653559763658e-05,5.7723352783125049e-05,5.978886206610309e-05,6.0118098703940301e-05,6.013965338083956e-05
1.6575,3.1475768487482986e-05,4.2904037441988245e-05,5.1759984601137442e-05,5.7731031346354894e-05,5.9827509481541721e-05,6.0162465250189534e-05,6.0184232469713068e-05
1.66,3.1485994967394757e-05,4.2919865659199278e-05,5.1763159418697378e-05,5.7737903623048267e-05,5.986597025352307e-05,6.0206796687709252e-05,6.0228780897210271e-05
1.6625,3.1495707721666355e-05,4.2935247344757084e-05,5.1766106968392496e-05,5.7744028348678285e-05,5.9904157050551249e-05,6.0251014099715417e-05,6.0273216134067231e-05
1.665,3.1504946781136592e-05,4.2950164719502023e-05,5.1768624810835032e-05,5.7749460460074819e-05,5.994196535017137e-05,6.0295022927530647e-05,6.0317444931732942e-05
1.6675,3.1513754134728529e-05,4.2964567212516679e-05,5.1770452145669518e-05,5.7754416601553618e-05,5.997946466498319e-05,6.0338900968849396e-05,6.0361548139238724e-05
1.67,3.1522184252107591e-05,4.2978412432890656e-05,5.1771231299402858e-05,5.7759067831544378e-05,6.0016616287350948e-05,6.0382618629359184e-05,6.0405491400945876e-05
1.6725,3.153030355664326e-05,4.2991584720819813e-05,5.1770384407941121e-05,5.7763446142028678e-05,6.0053285201735603e-05,6.0426048237521088e-05,6.0449148918169717e-05
1.675,3.1538167386773701e-05,4.3004017520031972e-05,5.1767364503137933e-05,5.7767746838493593e-05,6.0089489439492909e-05,6.0469215798250302e-05,6.0492549952415228e-05
1.6775,3.1545846697425764e-05,4.3015554100680934e-05,5.176146515414107e-05,5.7772017858809065e-05,6.0125109878896249e-05,6.0512009509838114e-05,6.0535577530042712e-05
1.68,3.1553399437734876e-05,4.3026075510391686e-05,5.1752126938502422e-05,5.777628291473178e-05,6.0160090228147307e-05,6.0554376639451557e-05,6.057818075060503e-05
1.6825,3.156088573780192e-05,4.3035463651409472e-05,5.1738857391011756e-05,5.7780578096348439e-05,6.0194361698124644e-05,6.0596255655074138e-05,6.062030142766464e-05
1.685,3.1568351308908911e-05,4.3043579488759232e-05,5.1721469334809442e-05,5.7785034721456026e-05,6.0227906446609949e-05,6.0637628610196823e-05,6.066191680659659e-05
1.6875,3.1575858263795193e-05,4.3050347624345897e-05,5.1700081273320738e-05,5.7789799087386388e-05,6.0260897869510941e-05,6.0678671625993316e-05,6.0703204064867561e-05
1.69,3.1583452461247491e-05,4.3055648211649613e-05,5.1674968558683547e-05,5.7794785370386593e-05,6.0293220862587083e-05,6.0719271664044212e-05,6.0744053690712141e-05
1.6925,3.1591165939362568e-05,4.3059432920847563e-05,5.16467509968648e-05,5.780003034227353e-05,6.0324871543148713e-05,6.0759423345180267e-05,6.0784456047595513e-05
1.695,3.1599073450833367e-05,4.3061655174028325e-05,5.1616177276053268e-05,5.7805463628090542e-05,6.0355930190169601e-05,6.0799211420321149e-05,6.0824496291784469e-05
1.6975,3.1607227786092984e-05,4.3062323055372291e-05,5.1584197375746599e-05,5.7811008597522006e-05,6.0386384557279793e-05,6.0838619298938401e-05,6.0864161318507135e-05
1.7,3.1615662809968614e-05,4.306152115686678e-05,5.1551948110730003e-05,5.7816674303661556e-05,6.0416249488264573e-05,6.087766477348695e-05,6.0903465093624688e-05
1.7025,3.1624439687351267e-05,4.305928365016907e-05,5.1520481257794583e-05,5.7822279531722852e-05,6.0445571178102802e-05,6.0916393247734815e-05,6.0942453319571138e-05
1.705,3.1633602156726784e-05,4.305575528774983e-05,5.1490760011391017e-05,5.782768576086985e-05,6.0474378800540709e-05,6.0954835134744006e-05,6.098115927709997e-05
1.7075,3.1643185948004568e-05,4.305106546236279e-05,5.1463600514833178e-05,5.7832739714930955e-05,6.0502670204282267e-05,6.0992983768982389e-05,6.1019573148508126e-05
1.71,3.1653207100571403e-05,4.3045419867285524e-05,5.1439658516375015e-05,5.7837310893743213e-05,6.0530439661864036e-05,6.1030827205922552e-05,6.1057683167099329e-05
1.7125,3.166370358061865e-05,4.3039126981981962e-05,5.14194689384303e-05,5.7841357972301464e-05,6.0557759559240689e-05,6.1068429268673835e-05,6.1095555488437932e-05
1.715,3.167469932231392e-05,4.3032520103640837e-05,5.140343303251252e-05,5.7844834472952357e-05,6.0584723824897807e-05,6.1105875285624394e-05,6.1133273187946141e-05
1.7175,3.1686161408121563e-05,4.3025849846596025e-05,5.1391562135997957e-05,5.7847638372479427e-05,6.0611280768416437e-05,6.1143104939785073e-05,6.1170775640853871e-05
1.72,3.1698095970041823e-05,4.3019361088433089e-05,5.1383643840536297e-05,5.7849730360525688e-05,6.0637433140619931e-05,6.1180106068091261e-05,6.1208052906939762e-05
1.7225,3.1710534928799593e-05,4.3013287747675706e-05,5.1379333332730433e-05,5.7851173719792117e-05,6.0663320753781905e-05,6.121701212137417e-05,6.1245236370754594e-05
1.725,3.1723437566128758e-05,4.3007902513623856e-05,5.1378175590049745e-05,5.7852007978312294e-05,6.0688906275180687e-05,6.1253771871036872e-05,6.1282273994833306e-05
1.7275,3.1736766046499803e-05,4.3003431588923577e-05,5.1379513841863675e-05,5.7852263215876369e-05,6.0714298213111657e-05,6.1290492127962165e-05,6.1319275715536272e-05
1.73,3.1750579108355507e-05,4.3000086504024174e-05,5.1382795862456738e-05,5.7851965714483897e-05,6.0739599336524165e-05,6.1327267136811875e-05,6.1356333783473788e-05
1.7325,3.1764825804329408e-05,4.2998030773961224e-05,5.1387473365950903e-05,5.7851026366694065e-05,6.0764739555443256e-05,6.1364002621941297e-05,6.1393352381513956e-05
1.735,3.1779494937049652e-05,4.2997398086485822e-05,5.1393222753053186e-05,5.7849513417610775e-05,6.0789889176525903e-05,6.1400854110653204e-05,6.1430490488753928e-05
1.7375,3.1794571447497104e-05,4.2998302082808411e-05,5.1399838429792445e-05,5.7847544755934078e-05,6.0815134121281497e-05,6.1437886085183419e-05,6.1467811043103241e-05
1.74,3.1810022585244183e-05,4.3000828540124796e-05,5.1407239199604681e-05,5.7845243820334046e-05,6.0840508283810115e-05,6.1475144412380021e-05,6.1505357289718944e-05
1.7425,3.1825794994399997e-05,4.3005041772895892e-05,5.1415393489125399e-05,5.7842732520394121e-05,6.0866080870606242e-05,6.1512670408477312e-05,6.1543174364036261e-05
1.745,3.1841839408589033e-05,4.3011008818855502e-05,5.1424320355744164e-05,5.784007222089043e-05,6.0891728415699649e-05,6.1550345205284543e-05,6.158114305734225e-05
1.7475,3.185811631005106e-05,4.3018815991050087e-05,5.1434133639948496e-05,5.7837593833967251e-05,6.0917617979680856e-05,6.1588324228097096e-05,6.1619414507410012e-05
1.75,3.1874574415547239e-05,4.3028505398388201e-05,5.1444915020914579e-05,5.7835576286264109e-05,6.0943841425956589e-05,6.1626680306424119e-05,6.1658065711915792e-05
1.7525,3.1891139174057983e-05,4.3040072763952939e-05,5.1456703819899344e-05,5.7834211352557745e-05,6.0970427761463045e-05,6.1665447022816536e-05,6.1697131637474618e-05
1.755,3.1907779011665035e-05,4.3053461487216845e-05,5.1469522862252496e-05,5.7833568097827034e-05,6.099727607466071e-05,6.1704510136061178e-05,6.1736492140741442e-05
1.7575,3.1924423875008662e-05,4.3068694488547496e-05,5.1483462026703065e-05,5.7833837728356004e-05,6.1024518773547317e-05,6.1743996290937778e-05,6.1776278215280796e-05
1.76,3.1941020935228355e-05,4.3085563473572108e-05,5.1498350923149528e-05,5.7834923522915682e-05,6.1052136316170941e-05,6.1783879055713611e-05,6.1816466092917672e-05
1.7625,3.1957495075547905e-05,4.3104034064331101e-05,5.151417810258631e-05,5.78368707284433e-05,6.1080163788988182e-05,6.1824167798849125e-05,6.1857058337383089e-05
1.765,3.1973755100392424e-05,4.3123806346894258e-05,5.1530645206694708e-05,5.7839520180166106e-05,6.1108505339126676e-05,6.1864769590346517e-05,6.1897965927658205e-05
1.7675,3.1989686708045837e-05,4.3144663493687942e-05,5.1547520408371147e-05,5.7842791067428874e-05,6.1137083279772463e-05,6.1905594915142944e-05,6.1939102767483018e-05
1.77,3.200527182746214e-05,4.3166373086883781e-05,5.156457186967274e-05,5.7846660869633487e-05,6.1165858033279452e-05,6.1946614996060214e-05,6.1980433988387165e-05
1.7725,3.2020461570259107e-05,4.3188688040237747e-05,5.1581525774277224e-05,5.7850956989098735e-05,6.1194929371007788e-05,6.1987901269633809e-05,6.2022033213722771e-05
