Physical Time (s),enth_flux_enthalpy_right Monitor (kg-m/s^3): right_cv1,enth_flux_enthalpy_right Monitor (kg-m/s^3): right_cv2,enth_flux_enthalpy_right Monitor (kg-m/s^3): right_cv3,enth_flux_enthalpy_right Monitor (kg-m/s^3): right_cv4,enth_flux_enthalpy_right Monitor (kg-m/s^3): right_cv5,enth_flux_enthalpy_right Monitor (kg-m/s^3): right_cv6,enth_flux_enthalpy_right Monitor (kg-m/s^3): right_cv7
0.33,-7.0699287974698038e-05,0.00021370313731859897,-3.1948970219533879e-06,-2.8192260666911937e-06,7.1919743439039321e-06,1.9916233241657613e-05,5.5336796176821513e-06
0.3325,-7.0581641685548509e-05,0.00020840239617889761,-6.4595893698011829e-07,-1.5892868085952481e-07,1.0791042158139588e-05,2.4170542637955265e-05,1.6841145121008729e-07
0.335,-6.8958678065810151e-05,0.00020456515977555558,2.8421674376255432e-06,2.8130760668798174e-06,1.4167937486109981e-05,2.7574681767858074e-05,-6.0141819659486748e-06
0.3375,-6.5743654804722242e-05,0.00020223612577439703,7.312938081033492e-06,6.023392342371004e-06,1.7127596623138515e-05,2.9612112875961332e-05,-1.2910066801216428e-05
0.34,-6.1182042817949325e-05,0.00020122088065704764,1.2591324221223764e-05,9.2795563777283743e-06,1.943719350653184e-05,2.9902054803079046e-05,-2.0123749128759375e-05
0.3425,-5.5461452826015423e-05,0.0002014090635791961,1.8563530269963069e-05,1.2525244822573711e-05,2.1000719951344786e-05,2.8268539504818008e-05,-2.7597815674203121e-05
0.345,-4.8933767959848017e-05,0.00020239614726784902,2.4934222535935282e-05,1.5612062771951234e-05,2.1751027359062331e-05,2.4754191739608183e-05,-3.5069903259926638e-05
0.3475,-4.2244541610629823e-05,0.00020349308416477472,3.1190778037464646e-05,1.8337531918546889e-05,2.1772134961607259e-05,1.9849616637240563e-05,-4.2021769940865848e-05
0.35,-3.5372101353094489e-05,0.00020478549706796071,3.7239514582623989e-05,2.0497843785209933e-05,2.0792625691470491e-05,1.3196441601381585e-05,-4.9083889091328674e-05
0.3525,-2.87210905494791e-05,0.00020586520679496514,4.2724772908675436e-05,2.1769092182849517e-05,1.8661315769995753e-05,4.9192209235409915e-06,-5.6203155465371835e-05
0.355,-2.2734811193543638e-05,0.00020635391520060147,4.7308860222091064e-05,2.1837470190733493e-05,1.5222498591102278e-05,-4.7981164016056018e-06,-6.329139638256337e-05
0.3575,-1.7813108674011281e-05,0.00020592505406247203,5.0718283600814224e-05,2.0456980632404085e-05,1.0333544881623969e-05,-1.5716108644476679e-05,-7.0224686740723516e-05
0.36,-1.4266370671782524e-05,0.00020426678972831528,5.2711609741437588e-05,1.7466756341074425e-05,3.9140574206017971e-06,-2.7548064428423108e-05,-7.6854158055759229e-05
0.3625,-1.2326936947830167e-05,0.00020108507253875158,5.3075915118882232e-05,1.2789328445455985e-05,-4.01557242147191e-06,-3.9973883045353546e-05,-8.3025592724093303e-05
0.365,-1.2181241673337088e-05,0.0001961462475215573,5.165285465438276e-05,6.4210584576025765e-06,-1.3329208948043601e-05,-5.2653261632966464e-05,-8.8603793366287358e-05
