Physical Time (s),enth_flux_pressure_left Monitor (kg-m/s^3)
2.0975,1.9294399889038497e-05
2.1,1.8489764788274443e-05
2.1025,1.767269929707161e-05
2.105,1.6851622606945538e-05
2.1075,1.603491610344221e-05
2.11,1.5232952648169195e-05
2.1125,1.4454691252656702e-05
2.115,1.3708558258766923e-05
2.1175,1.3003350801999155e-05
2.12,1.2346101765363714e-05
2.1225,1.1744676766673618e-05
2.125,1.1206944191408102e-05
2.1275,1.0740399432522975e-05
2.13,1.0350539702331118e-05
2.1325,1.0041921334560508e-05
2.135,9.8181153292956366e-06
2.1375,9.6814658885137631e-06
2.14,9.6325379575440273e-06
2.1425,9.6709801007913181e-06
2.145,9.7950923223936962e-06
2.1475,1.0002405781476703e-05
2.15,1.0289959434627367e-05
2.1525,1.0653942923853521e-05
2.155,1.1089906868627637e-05
2.1575,1.1592011096124514e-05
2.16,1.2157062036124033e-05
2.1625,1.2774775169699829e-05
2.165,1.3436409038833066e-05
2.1675,1.4132846244555079e-05
2.17,1.4854690623919773e-05
2.1725,1.5592457046246562e-05
2.175,1.6336939381099475e-05
2.1775,1.7078275664708814e-05
2.18,1.7806521123112028e-05
2.1825,1.8515722356130967e-05
2.185,1.9202216676630004e-05
2.1875,1.98631532717267e-05
2.19,2.0494309635135793e-05
2.1925,2.1089411712047329e-05
2.195,2.1641298668221114e-05
2.1975,2.2139091069028271e-05
2.2,2.2581832898884695e-05
2.2025,2.2965610255219731e-05
2.205,2.3287233815893529e-05
2.2075,2.3544995899131561e-05
2.21,2.3738215242081383e-05
2.2125,2.3867899659319841e-05
2.215,2.3938076278128704e-05
2.2175,2.3953969903658946e-05
2.22,2.3920238627285786e-05
2.2225,2.3840870642150519e-05
2.225,2.3718693456845863e-05
2.2275,2.3557328208734196e-05
2.23,2.3361054563321365e-05
2.2325,2.3135137858695306e-05
2.235,2.2886698672855794e-05
2.2375,2.2623209946674154e-05
2.24,2.235270055871761e-05
2.2425,2.208298619818839e-05
2.245,2.1821289008891566e-05
2.2475,2.1572727590880939e-05
2.25,2.1342827545357354e-05
2.2525,2.1136364002171204e-05
2.255,2.0955830697262325e-05
2.2575,2.0803422846082331e-05
2.26,2.068019918767569e-05
2.2625,2.0586825388830809e-05
2.265,2.0523214113463443e-05
2.2675,2.0489356085334165e-05
2.27,2.0484456829543844e-05
2.2725,2.0507887934810801e-05
2.275,2.0558778910384341e-05
2.2775,2.0635816470959047e-05
2.28,2.0736376697621737e-05
2.2825,2.0856514314565476e-05
2.285,2.0990795239251519e-05
2.2875,2.1130367361432909e-05
2.29,2.1270921183033856e-05
2.2925,2.1405118019408715e-05
2.295,2.1526416935594729e-05
2.2975,2.1628776958721715e-05
2.3,2.1707059001094331e-05
2.3025,2.1755935864881641e-05
2.305,2.1769988599658873e-05
2.3075,2.1745139597524142e-05
2.31,2.1678077989650106e-05
2.3125,2.1566999359542707e-05
2.315,2.1410907536713612e-05
2.3175,2.1208893477009451e-05
2.32,2.0959919168349903e-05
2.3225,2.0663003606350995e-05
2.325,2.0316230151017317e-05
2.3275,1.992091506647447e-05
2.33,1.947880355743809e-05
2.3325,1.8993455493876296e-05
2.335,1.8469352285603462e-05
2.3375,1.7910817469686537e-05
2.34,1.7324818500413282e-05
2.3425,1.6720032117771261e-05
2.345,1.6105754329874913e-05
2.3475,1.5489403101808321e-05
2.35,1.4876052589904292e-05
2.3525,1.4269520845807969e-05
2.355,1.3678837124952979e-05
2.3575,1.3106342140335257e-05
2.36,1.2560177533711475e-05
2.3625,1.2050008658361254e-05
2.365,1.1584959753408777e-05
2.3675,1.117511453005793e-05
2.37,1.0828388540207678e-05
2.3725,1.0550051989671595e-05
2.375,1.0343135777917544e-05
2.3775,1.0209904613352112e-05
2.38,1.0152902963616158e-05
2.3825,1.0174436642399191e-05
2.385,1.0275791423351981e-05
2.3875,1.045680203121703e-05
2.39,1.0716492072111785e-05
2.3925,1.1052838351095835e-05
2.395,1.1462766764000737e-05
2.3975,1.1942397231593586e-05
2.4,1.2487164921538449e-05
2.4025,1.3091823809251856e-05
2.405,1.3750522536738639e-05
2.4075,1.4456681473262813e-05
2.41,1.5203627441168554e-05
2.4125,1.5983987135871687e-05
2.415,1.6790989072025416e-05
2.4175,1.7616891995916561e-05
2.42,1.8459247815393807e-05
2.4225,1.9304782283110459e-05
2.425,2.0144689791967498e-05
2.4275,2.0970125873066569e-05
2.43,2.1772489702541919e-05
2.4325,2.2543522453452243e-05
2.435,2.3275271401571728e-05
2.4375,2.3959197492977462e-05
2.44,2.4587277055565922e-05
2.4425,2.5153367175003856e-05
2.445,2.5654010747665862e-05
2.4475,2.6087023168653949e-05
2.45,2.6450631988915772e-05
2.4525,2.6742687683532449e-05
2.455,2.6961069827955309e-05
2.4575,2.7103981017587844e-05
2.46,2.7170142076444206e-05
2.4625,2.7159048953795623e-05
2.465,2.7071010229069337e-05
2.4675,2.6907205124802715e-05
2.47,2.6669674506864304e-05
2.4725,2.6361240300922509e-05
2.475,2.5985408426260249e-05
2.4775,2.5546326133456371e-05
2.48,2.5048699916670314e-05
2.4825,2.4498030802841233e-05
2.485,2.3900500416732274e-05
2.4875,2.3267900900217981e-05
2.49,2.2601881170703294e-05
2.4925,2.1909570655593481e-05
2.495,2.1198593855805334e-05
2.4975,2.0476050360428506e-05
2.5,1.9748565128263025e-05
2.5025,1.9022687311105902e-05
2.505,1.8305342808282915e-05
2.5075,1.7604366861566976e-05
2.51,1.6927295888280392e-05
2.5125,1.6282353443784339e-05
2.515,1.5673499384189881e-05
2.5175,1.5105074253983335e-05
2.52,1.4576782946724778e-05
2.5225,1.4094962960007109e-05
2.525,1.3662653707839635e-05
2.5275,1.3283178047031523e-05
2.53,1.2960423548285645e-05
2.5325,1.2698384009173478e-05
2.535,1.2500670522276649e-05
2.5375,1.2369689438557239e-05
2.54,1.2306204961213482e-05
2.5425,1.2309449959819872e-05
2.545,1.2377597946257338e-05
2.5475,1.2508184158356533e-05
2.55,1.2698207157044302e-05
2.5525,1.2944022438822291e-05
2.555,1.3241423139056197e-05
2.5575,1.3585542785073133e-05
2.56,1.39709806947946e-05
2.5625,1.4391247115948986e-05
2.565,1.4840204895653631e-05
2.5675,1.53116101518784e-05
2.57,1.5799656223911916e-05
2.5725,1.6299108308681347e-05
2.575,1.6805154058209578e-05
2.5775,1.731316009116455e-05
2.58,1.7818441020551375e-05
2.5825,1.8316294908139872e-05
2.585,1.8801864309585126e-05
2.5875,1.9270282929282294e-05
2.59,1.9716736450467286e-05
2.5925,2.0136897856228048e-05
2.595,2.0526412259533775e-05
2.5975,2.0881069008283753e-05
2.6,2.1196927356307653e-05
2.6025,2.1470396096684209e-05
2.605,2.169837809975492e-05
2.6075,2.1878517835068892e-05
2.61,2.2009176232698511e-05
2.6125,2.2089372819919608e-05
2.615,2.211894805492509e-05
2.6175,2.2098480984185854e-05
2.62,2.2029259874146245e-05
2.6225,2.1913330245694711e-05
2.625,2.1753305829310834e-05
2.6275,2.1552711491151937e-05
2.63,2.1315258275880553e-05
2.6325,2.1044943062194902e-05
2.635,2.074577698310829e-05
2.6375,2.0421889476377609e-05
2.64,2.0077481463427812e-05
2.6425,1.9717068873417214e-05
2.645,1.9345373085429909e-05
2.6475,1.8967767521126959e-05
2.65,1.8588781199875136e-05
2.6525,1.8213319177149612e-05
2.655,1.7846269284557894e-05
2.6575,1.7492396279042886e-05
2.66,1.7156465073680169e-05
2.6625,1.6843181132096573e-05
2.665,1.6556838041529125e-05
2.6675,1.6301305166790843e-05
2.67,1.6079921883427729e-05
2.6725,1.5895573886074387e-05
2.675,1.5750602631126089e-05
2.6775,1.5646793559556993e-05
2.68,1.5585497404910148e-05
2.6825,1.5567466668251946e-05
2.685,1.5593251204954419e-05
2.6875,1.5662710004945411e-05
2.69,1.5774826762691567e-05
2.6925,1.5927737232162625e-05
2.695,1.6119158495733844e-05
2.6975,1.6346345406093514e-05
2.7,1.6606093060709112e-05
2.7025,1.6894824789394678e-05
2.705,1.7208905042835057e-05
2.7075,1.7544512231930229e-05
2.71,1.7897751399082178e-05
2.7125,1.8264346610283955e-05
2.715,1.8639936138808096e-05
2.7175,1.9020396938838004e-05
2.72,1.9401754431965551e-05
2.7225,1.9780107780969419e-05
2.725,2.0151387395009915e-05
2.7275,2.051135301667261e-05
2.73,2.0855487474306197e-05
2.7325,2.1179060614481941e-05
2.735,2.1477653418311691e-05
2.7375,2.1746910487414563e-05
2.74,2.1982906126036482e-05
2.7425,2.2182255652206658e-05
2.745,2.2341856149247663e-05
2.7475,2.2459447401733113e-05
2.75,2.2533490030628552e-05
2.7525,2.2563164809363646e-05
2.755,2.2548434530253523e-05
2.7575,2.2490028645251478e-05
2.76,2.2389185778642604e-05
2.7625,2.2247937435925979e-05
2.765,2.2068702078558524e-05
2.7675,2.1854195144418363e-05
2.77,2.1607360700821992e-05
2.7725,2.1331542533409985e-05
2.775,2.1030373361024084e-05
2.7775,2.0707751916731593e-05
2.78,2.0367823472215137e-05
2.7825,2.0014720804821695e-05
2.785,1.9652842381919632e-05
2.7875,1.9286441572486609e-05
2.79,1.8919858931958175e-05
2.7925,1.8557335249259802e-05
2.795,1.8203015456230644e-05
2.7975,1.7860957412027166e-05
2.8,1.7534889076435681e-05
2.8025,1.7228250299374378e-05
2.805,1.6944018456992271e-05
2.8075,1.6684814370969302e-05
2.81,1.645300873591897e-05
2.8125,1.6250497755363899e-05
2.815,1.6078436208821116e-05
2.8175,1.5937685277357676e-05
2.82,1.5828484535132101e-05
2.8225,1.5750448394247571e-05
2.825,1.5702614338181749e-05
2.8275,1.5683435316116933e-05
2.83,1.5690938616931148e-05
2.8325,1.5722753234400528e-05
2.835,1.5776346838898953e-05
2.8375,1.5849084442989192e-05
2.84,1.5935578086115065e-05
2.8425,1.6035819451726481e-05
2.845,1.6146907715171834e-05
2.8475,1.6265722333735294e-05
2.85,1.6389284741650866e-05
2.8525,1.6514720456961926e-05
2.855,1.663863556548382e-05
2.8575,1.675631256280186e-05
2.86,1.6862669588304157e-05
2.8625,1.6953305192885746e-05
2.865,1.7025502799040562e-05
2.8675,1.7077583404753211e-05
2.87,1.7109516363978626e-05
2.8725,1.7118349715748911e-05
2.875,1.7103781692447298e-05
2.8775,1.706622096020751e-05
2.88,1.7005931670951187e-05
2.8825,1.6922597977242462e-05
2.885,1.6815974835933978e-05
2.8875,1.6686937554076413e-05
2.89,1.6537978446746589e-05
2.8925,1.6372141017490767e-05
2.895,1.6192296993364773e-05
2.8975,1.6001404091158336e-05
2.9,1.5802894097795125e-05
2.9025,1.5600565025165232e-05
2.905,1.539829184604883e-05
2.9075,1.5200444525068861e-05
2.91,1.501165938585692e-05
2.9125,1.4837722298862205e-05
2.915,1.4685117504805681e-05
2.9175,1.456032168567654e-05
2.92,1.4469355364298482e-05
2.9225,1.4416965110407069e-05
2.925,1.4407390340482453e-05
2.9275,1.4443553078255373e-05
2.93,1.4528061018671319e-05
2.9325,1.4663055882427471e-05
2.935,1.4850037619115661e-05
2.9375,1.5089577270225634e-05
2.94,1.5381563788527586e-05
2.9425,1.5724786545859213e-05
2.945,1.6117036845233324e-05
2.9475,1.6555479026602456e-05
2.95,1.7036816191999946e-05
2.9525,1.7557318496165959e-05
2.955,1.8112821594604916e-05
2.9575,1.8698742191841503e-05
2.96,1.9310139588610496e-05
2.9625,1.9941333563111564e-05
2.965,2.0587021605582362e-05
2.9675,2.124196339420912e-05
2.97,2.190079305308574e-05
2.9725,2.2557914181855183e-05
2.975,2.3207334783056505e-05
2.9775,2.3842727429644484e-05
2.98,2.4457359431010603e-05
2.9825,2.5044702768331382e-05
2.985,2.5598253082527741e-05
2.9875,2.6111282007637831e-05
2.99,2.6577066463936541e-05
2.9925,2.6989141632064545e-05
2.995,2.7341540441101845e-05
2.9975,2.7628913364451885e-05
3.0,2.78466515202022e-05
3.0025,2.7991219582175905e-05
3.005,2.8060091062678935e-05
3.0075,2.8051782011771124e-05
3.01,2.7965737151149015e-05
3.0125,2.7802121295390177e-05
3.015,2.7561848450323798e-05
3.0175,2.7246591306650951e-05
3.02,2.685874434463538e-05
3.0225,2.6401308146657666e-05
3.025,2.5877653584626622e-05
3.0275,2.5292390404847821e-05
3.03,2.4650563653448534e-05
3.0325,2.3957613901166865e-05
3.035,2.3219454576783654e-05
3.0375,2.2442543999023399e-05
3.04,2.1633468563300005e-05
3.0425,2.0799067130621966e-05
3.045,1.9946457509463774e-05
3.0475,1.90825922799877e-05
3.05,1.8215251674121648e-05
3.0525,1.7352191193178862e-05
3.055,1.6500886206637975e-05
3.0575,1.566870667306344e-05
3.06,1.4863883111769254e-05
3.0625,1.4092561381165525e-05
3.065,1.3361634617007141e-05
3.0675,1.2677442893024908e-05
3.07,1.2045409521682389e-05
3.0725,1.1470467703935619e-05
3.075,1.0956826236928057e-05
3.0775,1.0508016483264743e-05
3.08,1.0126872159941135e-05
3.0825,9.8153505273145701e-06
3.085,9.5746243540922663e-06
3.0875,9.405011685002462e-06
3.09,9.3058812823241703e-06
3.0925,9.2757792424383862e-06
3.095,9.3124062712310532e-06
3.0975,9.4131657851160391e-06
3.1,9.5751621828807835e-06
3.1025,9.7951136337474975e-06
3.105,1.0069252358372073e-05
3.1075,1.0393291279302428e-05
3.11,1.0762555146207549e-05
3.1125,1.1171948339112431e-05
3.115,1.161642026387667e-05
3.1175,1.2090289522097837e-05
3.12,1.2587476002477224e-05
3.1225,1.3101849289717484e-05
3.125,1.3627060615829076e-05
3.1275,1.415684100226676e-05
3.13,1.4684983217390143e-05
3.1325,1.5205652071976162e-05
3.135,1.5713430532298228e-05
3.1375,1.6203479286929603e-05
3.14,1.667149467156204e-05
3.1425,1.7113848664850353e-05
3.145,1.7526665888552324e-05
3.1475,1.7907966144906127e-05
3.15,1.8256016606240318e-05
3.1525,1.85693750772394e-05
3.155,1.8847014280611088e-05
3.1575,1.9088466257981827e-05
3.16,1.9293614194652324e-05
3.1625,1.9463215445925558e-05
3.165,1.959850472149231e-05
3.1675,1.9700594544037003e-05
3.17,1.9771234093279779e-05
3.1725,1.9812753842192065e-05
3.175,1.982789355092773e-05
3.1775,1.9819665377932081e-05
3.18,1.9791164807607253e-05
3.1825,1.9746003305908604e-05
3.185,1.9687939098929808e-05
3.1875,1.9620691953276475e-05
3.19,1.954796642781106e-05
3.1925,1.9473659706523931e-05
3.195,1.9401363256898638e-05
3.1975,1.9334518881854023e-05
3.2,1.9276448653950989e-05
3.2025,1.9230134671770667e-05
3.205,1.9198239577716537e-05
3.2075,1.918310886372459e-05
3.21,1.918662886448947e-05
3.2125,1.9209880025041593e-05
3.215,1.9254378196234372e-05
3.2175,1.9320972491546759e-05
3.22,1.9409654175565182e-05
3.2225,1.9519766551607516e-05
3.225,1.9650114782548297e-05
3.2275,1.9799264265807823e-05
3.23,1.996573248235941e-05
3.2325,2.014807050024566e-05
3.235,2.0344756875056065e-05
3.2375,2.0554066838849112e-05
3.24,2.0774123591295965e-05
3.2425,2.10028687253984e-05
3.245,2.1237905105729233e-05
3.2475,2.1476421697666589e-05
3.25,2.171521643378716e-05
3.2525,2.1950704410398424e-05
3.255,2.2179134748251584e-05
3.2575,2.239660743378906e-05
3.26,2.2599134990280159e-05
3.2625,2.2782875814549786e-05
3.265,2.2944404924236607e-05
3.2675,2.3080630780195996e-05
3.27,2.3188890102886961e-05
3.2725,2.3266932203123641e-05
3.275,2.3313053490360377e-05
3.2775,2.3326076207603853e-05
3.28,2.3305364769427088e-05
3.2825,2.3250760872179192e-05
3.285,2.3162485913835596e-05
3.2875,2.3041048515094596e-05
3.29,2.2887175354503029e-05
3.2925,2.2701821738146019e-05
3.295,2.2486161072489247e-05
3.2975,2.2241675564555126e-05
3.3,2.1970111229566408e-05
3.3025,2.1673483246778691e-05
3.305,2.1354057003602291e-05
3.3075,2.1014309472439783e-05
3.31,2.0656842221213903e-05
3.3125,2.0284391159396765e-05
3.315,1.9899864402652023e-05
3.3175,1.9506283402681876e-05
3.32,1.9106741935036049e-05
3.3225,1.870440223377562e-05
3.325,1.830253445214167e-05
3.3275,1.7904410295979934e-05
3.33,1.7513279321920889e-05
3.3325,1.7132297018903848e-05
3.335,1.6764406715047333e-05
3.3375,1.641233427704397e-05
3.34,1.6078511816946932e-05
3.3425,1.5765046568893085e-05
3.345,1.5473574811144554e-05
3.3475,1.5205203900871731e-05
3.35,1.4960614879604405e-05
3.3525,1.4740115791501915e-05
3.355,1.4543809686565507e-05
3.3575,1.4371745080147202e-05
3.36,1.4223922467442087e-05
3.3625,1.4100314917704846e-05
3.365,1.4000713866652587e-05
3.3675,1.3924709103322692e-05
3.37,1.3871604644262379e-05
3.3725,1.3840422898394785e-05
3.375,1.3829923667281422e-05
3.3775,1.38385683728796e-05
3.38,1.3864461416000095e-05
3.3825,1.3905367352107182e-05
3.385,1.3958829740502158e-05
3.3875,1.4022299935912897e-05
3.39,1.409331833117465e-05
3.3925,1.4169546209481925e-05
3.395,1.4248909240715071e-05
3.3975,1.4329676788441651e-05
3.4,1.4410408726894228e-05
3.4025,1.4489974278485437e-05
3.405,1.4567479671534875e-05
3.4075,1.4642252914437763e-05
3.41,1.4713769682574568e-05
3.4125,1.4781615855471767e-05
3.415,1.4845438869124435e-05
3.4175,1.4904935062396685e-05
3.42,1.495997470260163e-05
3.4225,1.5010505838403211e-05
3.425,1.5056720414327324e-05
3.4275,1.5099118424314838e-05
3.43,1.5138533052358231e-05
3.4325,1.5176268638478453e-05
3.435,1.5213970889176201e-05
3.4375,1.5253491590319422e-05
3.44,1.5296744187110665e-05
3.4425,1.5345625807833766e-05
3.445,1.5402072070274356e-05
3.4475,1.5467959531165792e-05
3.45,1.5545215326295918e-05
3.4525,1.5635806343475824e-05
3.455,1.5741577082156235e-05
3.4575,1.5864129785792732e-05
3.46,1.6004724278831905e-05
3.4625,1.6164212531571762e-05
3.465,1.6343063491325718e-05
3.4675,1.6541583373308421e-05
3.47,1.6760025666520994e-05
3.4725,1.6998664426642403e-05
3.475,1.7257727491304029e-05
3.4775,1.7537349037323097e-05
3.48,1.7837336783462475e-05
3.4825,1.8157056736257933e-05
3.485,1.8495337687339813e-05
3.4875,1.8850816987437179e-05
3.49,1.9221810157543907e-05
3.4925,1.9606476151376321e-05
3.495,2.000297155265992e-05
3.4975,2.0409338914033726e-05
3.5,2.0823399543844116e-05
3.5025,2.1243036665491169e-05
3.505,2.166570161201272e-05
3.5075,2.2088865657199374e-05
3.51,2.2509517852634507e-05
3.5125,2.2924255421929863e-05
3.515,2.3329325291941176e-05
3.5175,2.3720578859390038e-05
3.52,2.4093837519149842e-05
3.5225,2.4444810058479637e-05
3.525,2.4769478372110912e-05
3.5275,2.5064152897168406e-05
3.53,2.5325422252082274e-05
3.5325,2.5550306672581041e-05
3.535,2.5736134613445437e-05
3.5375,2.588059738521718e-05
3.54,2.5981689324144444e-05
3.5425,2.6037843188396368e-05
3.545,2.604801272268077e-05
3.5475,2.6011637924658782e-05
3.55,2.5928651020266673e-05
3.5525,2.5799423170127627e-05
3.555,2.5624602510353642e-05
3.5575,2.5405262683108919e-05
3.56,2.5142742475983206e-05
3.5625,2.4838670146399834e-05
3.565,2.4494992742180555e-05
3.5675,2.4113909196301238e-05
3.57,2.3697767110820538e-05
3.5725,2.3249149028126625e-05
3.575,2.2770915865927867e-05
3.5775,2.2266169324568533e-05
3.58,2.1738205701925465e-05
3.5825,2.1190543620383516e-05
3.585,2.0626832034492396e-05
3.5875,2.0051022872527211e-05
3.59,1.9467210823559197e-05
3.5925,1.8879456755731172e-05
3.595,1.8291916917363808e-05
3.5975,1.7708431165758472e-05
3.6,1.7132671792495362e-05
3.6025,1.6568093676756041e-05
3.605,1.6018012683984232e-05
3.6075,1.5485519838651273e-05
3.61,1.4973459103688941e-05
3.6125,1.4484388002417583e-05
3.615,1.4020585386448873e-05
3.6175,1.3584126236667801e-05
3.62,1.3176898589652422e-05
3.6225,1.2800590154875467e-05
3.625,1.2456807083678805e-05
3.6275,1.214701846176218e-05
3.63,1.1872731586335802e-05
3.6325,1.1635167421322943e-05
3.635,1.1435300713484961e-05
3.6375,1.1273829102730388e-05
3.64,1.1150669578474046e-05
3.6425,1.1065482946264096e-05
3.645,1.1017436335189413e-05
3.6475,1.1005143052513846e-05
3.65,1.102696049271037e-05
3.6525,1.1081034376733825e-05
3.655,1.1165369275478569e-05
3.6575,1.1277965690782282e-05
3.66,1.1416973321790556e-05
3.6625,1.1580610725881375e-05
3.665,1.1767046411525545e-05
3.6675,1.1974925946412956e-05
3.67,1.2203099410895174e-05
3.6725,1.2450104168379583e-05
3.675,1.2714455742998536e-05
3.6775,1.2994605552114387e-05
3.68,1.328872429206485e-05
3.6825,1.3594801273836679e-05
3.685,1.3910935869121647e-05
3.6875,1.4235200995214469e-05
3.69,1.4565916056751559e-05
3.6925,1.490173402409538e-05
3.695,1.524149632856144e-05
3.6975,1.5584199884702128e-05
3.7,1.5928823771633624e-05
3.7025,1.6274272054621829e-05
3.705,1.6619271483992189e-05
3.7075,1.6962599186469353e-05
3.71,1.7303054874477209e-05
3.7125,1.7639638560549884e-05
3.715,1.7971467566111487e-05
3.7175,1.8297942862916449e-05
3.72,1.8618469853991973e-05
3.7225,1.8932334456227295e-05
3.725,1.9238642009847629e-05
3.7275,1.9536304915057322e-05
3.73,1.9824308237854097e-05
3.7325,2.0101703113257601e-05
3.735,2.0367697650008235e-05
3.7375,2.0621802258419922e-05
3.74,2.0863546814723743e-05
3.7425,2.1092496942779997e-05
3.745,2.1308152144111881e-05
3.7475,2.151001766545762e-05
3.75,2.1697496061560385e-05
3.7525,2.1870037768501968e-05
3.755,2.2027300571965579e-05
3.7575,2.2169188997284871e-05
3.76,2.2295763583001806e-05
3.7625,2.2407317377557697e-05
3.765,2.2504120058210078e-05
3.7675,2.2586456182486524e-05
3.77,2.2654406855180497e-05
3.7725,2.2707726133456716e-05
3.775,2.2745895990537257e-05
3.7775,2.2768175262579619e-05
3.78,2.2773742505933515e-05
3.7825,2.276183343886631e-05
3.785,2.2731844826825636e-05
3.7875,2.2683403825350634e-05
3.79,2.2616406073595127e-05
3.7925,2.2530955866582178e-05
3.795,2.2427322543422174e-05
3.7975,2.2305891510507037e-05
3.8,2.2167181235282061e-05
3.8025,2.2011868537269249e-05
3.805,2.1840803596533068e-05
3.8075,2.1655087850482699e-05
3.81,2.1455982369834605e-05
3.8125,2.1244945786851836e-05
3.815,2.1023488779399301e-05
3.8175,2.0793094603371759e-05
3.82,2.0555240980911023e-05
3.8225,2.0311367807032914e-05
3.825,2.0062841065896005e-05
3.8275,1.9811029704498298e-05
3.83,1.9557218678866589e-05
3.8325,1.9302703124698106e-05
3.835,1.9048794259748582e-05
3.8375,1.8796812201114728e-05
3.84,1.8548191712098669e-05
3.8425,1.8304345701873005e-05
3.845,1.8066718647466937e-05
3.8475,1.7836715332124542e-05
3.85,1.7615684793010078e-05
3.8525,1.7404896642572525e-05
3.855,1.7205410293795716e-05
3.8575,1.7018021069405774e-05
3.86,1.6843338369126122e-05
3.8625,1.6681734862737714e-05
3.865,1.6533388828364572e-05
3.8675,1.6398246217027274e-05
3.87,1.62760527860005e-05
3.8725,1.6166375747564906e-05
3.875,1.6068616763147271e-05
3.8775,1.5982173766092075e-05
3.88,1.5906376193929364e-05
3.8825,1.5840603920232146e-05
3.885,1.5784190868880281e-05
3.8875,1.573648944439954e-05
3.89,1.5696743782584229e-05
3.8925,1.5664251423517813e-05
3.895,1.5638351088419657e-05
3.8975,1.5618372917040769e-05
3.9,1.5603546806432198e-05
3.9025,1.5593006117784987e-05
3.905,1.5585698598253397e-05
3.9075,1.5580482123110691e-05
3.91,1.5576192306253154e-05
3.9125,1.5571728228866793e-05
3.915,1.5566107257187127e-05
3.9175,1.5558556275704237e-05
3.92,1.5548565013295063e-05
3.9225,1.5535947489495248e-05
3.925,1.5520815301935119e-05
3.9275,1.5503538302460851e-05
3.93,1.5484649825273845e-05
3.9325,1.5464772827904499e-05
3.935,1.5444572359537806e-05
3.9375,1.5424785220511598e-05
3.94,1.5406216101878211e-05
3.9425,1.5389690994461555e-05
3.945,1.5375954153760431e-05
3.9475,1.5365842007181914e-05
3.95,1.5360238816903124e-05
3.9525,1.5360286294216102e-05
3.955,1.5367301732079782e-05
3.9575,1.5382708930451455e-05
3.96,1.540793948679374e-05
3.9625,1.5444327956411529e-05
3.965,1.5493086185087017e-05
3.9675,1.5555251267856022e-05
3.97,1.5631697527757647e-05
3.9725,1.5723156040678417e-05
3.975,1.5830185464864931e-05
3.9775,1.5953244727847594e-05
3.98,1.6092664998305717e-05
3.9825,1.624856801898245e-05
3.985,1.6420805655191061e-05
3.9875,1.6608990543223028e-05
3.99,1.6812405032542103e-05
3.9925,1.703019278888775e-05
3.995,1.7261344213385967e-05
3.9975,1.7504742696865692e-05
4.0,1.775915626916332e-05
4.0025,1.8023146412992793e-05
4.005,1.8295030260169787e-05
4.0075,1.857283218811834e-05
4.01,1.8854306468788636e-05
4.0125,1.9137072553571939e-05
4.015,1.9418896768447345e-05
4.0175,1.9697652339249762e-05
4.02,1.9971505620471875e-05
4.0225,2.0238776520244107e-05
4.025,2.049802086057218e-05
4.0275,2.0747676514547476e-05
4.03,2.098612582240041e-05
4.0325,2.1211634682889087e-05
4.035,2.1422176284234849e-05
4.0375,2.1615688525939973e-05
4.04,2.1790178549149671e-05
4.0425,2.1943818256391182e-05
4.045,2.20749508849505e-05
4.0475,2.2182271658978697e-05
4.05,2.2264831443031464e-05
4.0525,2.232196259082584e-05
4.055,2.2353253615321277e-05
4.0575,2.2358563866950011e-05
4.06,2.2338033911851133e-05
4.0625,2.229205268300388e-05
4.065,2.2221281887166949e-05
4.0675,2.212667297328565e-05
4.07,2.2009435296730152e-05
4.0725,2.1870959452205011e-05
4.075,2.1712761546668532e-05
4.0775,2.1536348317607415e-05
4.08,2.1343263229868406e-05
4.0825,2.1135095815129387e-05
4.085,2.0913501206315659e-05
4.0875,2.0680212715808196e-05
4.09,2.0437034371456257e-05
4.0925,2.0185858127781064e-05
4.095,1.9928649015557368e-05
4.0975,1.9667383189818262e-05
4.1,1.9404063326023396e-05
4.1025,1.9140621632042363e-05
4.105,1.8878916702626932e-05
4.1075,1.8620720798289109e-05
4.11,1.8367724523203899e-05
4.1125,1.812153046634223e-05
4.115,1.7883570594540863e-05
4.1175,1.7655027556378071e-05
4.12,1.7436892615197337e-05
4.1225,1.7229819518379174e-05
4.125,1.7034256836179243e-05
4.1275,1.6850357364199657e-05
4.13,1.667819710632865e-05
4.1325,1.6517623302323652e-05
4.135,1.636825414671119e-05
4.1375,1.6229636018486904e-05
4.14,1.6101239730552088e-05
4.1425,1.5982537144012317e-05
4.145,1.58729797105617e-05
4.1475,1.5772029400627421e-05
4.15,1.567911106225285e-05
4.1525,1.5593669463109363e-05
4.155,1.5515152563031865e-05
4.1575,1.5442934618502784e-05
4.16,1.5376317843921497e-05
4.1625,1.5314490591720324e-05
4.165,1.5256490930487837e-05
4.1675,1.5201252784387053e-05
4.17,1.5147750116327897e-05
4.1725,1.50949839431617e-05
4.175,1.5042171422308912e-05
4.1775,1.4988839393481708e-05
4.18,1.4934868406044509e-05
4.1825,1.4880517732229343e-05
4.185,1.4826392272332382e-05
4.1875,1.4773340308377915e-05
4.19,1.4722376484745413e-05
4.1925,1.4674622107870283e-05
4.195,1.4631281240690305e-05
4.1975,1.4593530685871362e-05
4.2,1.4562513490167908e-05
4.2025,1.4539672816257193e-05
4.205,1.4526337634970729e-05
4.2075,1.4523788221445653e-05
4.21,1.4533268708842926e-05
4.2125,1.4556047193070109e-05
4.215,1.4593400518011988e-05
4.2175,1.4646632564172716e-05
4.22,1.471708079732876e-05
4.2225,1.4806071925908504e-05
