Physical Time (s),enth_flux_viscous_right Monitor (kg-m/s^3): right_cv1,enth_flux_viscous_right Monitor (kg-m/s^3): right_cv2,enth_flux_viscous_right Monitor (kg-m/s^3): right_cv3,enth_flux_viscous_right Monitor (kg-m/s^3): right_cv4,enth_flux_viscous_right Monitor (kg-m/s^3): right_cv5,enth_flux_viscous_right Monitor (kg-m/s^3): right_cv6,enth_flux_viscous_right Monitor (kg-m/s^3): right_cv7
1.02,-8.7168346598025895e-07,-7.0360472055641297e-08,-5.4127022522705487e-08,-4.3692347023537834e-08,-2.0369539281890201e-08,-6.2518126653890552e-09,-2.4844010698593117e-10
1.0225,-8.6893336247221447e-07,-8.2951828155729018e-08,-5.452065515337679e-08,-4.3955689675606889e-08,-2.0801393196616085e-08,-6.301721514804822e-09,-2.7435796082149311e-10
1.025,-8.660516738995368e-07,-9.57083560270272e-08,-5.4918071415070253e-08,-4.421679743315683e-08,-2.1229104993168171e-08,-6.3616674451970006e-09,-3.1702746161372055e-10
1.0275,-8.6302806945096839e-07,-1.0875138639479826e-07,-5.531459019745247e-08,-4.4475990598575457e-08,-2.1651322775741635e-08,-6.4313940678987654e-09,-3.7584559744789365e-10
1.03,-8.5983278476660731e-07,-1.2216543390604662e-07,-5.5716723815177226e-08,-4.4733670246281185e-08,-2.2066753993255844e-08,-6.5104092266270016e-09,-4.4990085966945741e-10
1.0325,-8.5649874435945831e-07,-1.3596950226513562e-07,-5.6127032553853338e-08,-4.4990272589087263e-08,-2.2474410607641979e-08,-6.5979939006926185e-09,-5.380028258955968e-10
1.035,-8.5302082620214079e-07,-1.5013907117609345e-07,-5.6539700034472341e-08,-4.5246305169951769e-08,-2.2873164227148936e-08,-6.6932206777696112e-09,-6.3871783058679189e-10
1.0375,-8.4945987443955219e-07,-1.6467895746755815e-07,-5.6952778166986321e-08,-4.5501889784098883e-08,-2.3261600481466092e-08,-6.7949942677194152e-09,-7.5040986138596386e-10
1.04,-8.4571963022546414e-07,-1.7975274403486314e-07,-5.7360989427493988e-08,-4.5757148029626015e-08,-2.3638059245076435e-08,-6.9020744137193621e-09,-8.7128622015809253e-10
1.0425,-8.4178181176231082e-07,-1.9531711406628842e-07,-5.7768646617461825e-08,-4.6012154033025138e-08,-2.4000991622903498e-08,-7.0131230370659302e-09,-9.9944323927389214e-10
1.045,-8.376993545361092e-07,-2.11227501014636e-07,-5.8172039348275869e-08,-4.626717003696888e-08,-2.4349135350862899e-08,-7.126719645327398e-09,-1.1329161762651991e-09
1.0475,-8.3357622886428013e-07,-2.2750445185156621e-07,-5.856723717004523e-08,-4.6522350351506633e-08,-2.4681288862492652e-08,-7.2414185876947301e-09,-1.2697237688523755e-09
1.05,-8.293656933136183e-07,-2.4410300923379542e-07,-5.8957592379318605e-08,-4.6777653021549692e-08,-2.4996480683890727e-08,-7.3557769800958365e-09,-1.4079135798997719e-09
1.0525,-8.2508144382235567e-07,-2.609843535010488e-07,-5.9336128844258753e-08,-4.7032722069547816e-08,-2.529384355466833e-08,-7.468399811621136e-09,-1.5456047977118236e-09
1.055,-8.2071066898705139e-07,-2.7797776113636323e-07,-5.9704704956078489e-08,-4.7287097783096835e-08,-2.5572570978298366e-08,-7.5779531416256773e-09,-1.6810261161667917e-09
1.0575,-8.1629929308724249e-07,-2.9488946368170474e-07,-6.0055522261412346e-08,-4.7540398028456167e-08,-2.5831939498086713e-08,-7.6832006786060301e-09,-1.812549444569767e-09
1.06,-8.1190317036394313e-07,-3.1191983902136249e-07,-6.0392564564831887e-08,-4.7792565164915528e-08,-2.6071435814528705e-08,-7.7830145807510264e-09,-1.9387169629660139e-09
1.0625,-8.0751842522162344e-07,-3.2881912983610576e-07,-6.0704411303011909e-08,-4.8043416172690783e-08,-2.6290786010691374e-08,-7.8763972267284288e-09,-2.0582617520524949e-09
1.065,-8.0316536114467145e-07,-3.4548980285189934e-07,-6.0995213581725132e-08,-4.8292229243406587e-08,-2.6489805169828337e-08,-7.9624809023395826e-09,-2.1701215477257765e-09
1.0675,-7.9886943175565266e-07,-3.6201846130476355e-07,-6.1254698633254541e-08,-4.8537811028289759e-08,-2.6668665735159553e-08,-8.0405546597037122e-09,-2.2734459750277836e-09
1.07,-7.9462709939617481e-07,-3.782052388636109e-07,-6.1484900895516166e-08,-4.8779303327573505e-08,-2.6827548359982341e-08,-8.1100612811480038e-09,-2.367596966971489e-09
1.0725,-7.9045613574114822e-07,-3.9403064070327291e-07,-6.1676916160911964e-08,-4.9016146894016886e-08,-2.6966955823573405e-08,-8.1706135444952463e-09,-2.4521434183496987e-09
1.075,-7.8635476549145055e-07,-4.095343728527101e-07,-6.1826401403533536e-08,-4.9247913722313236e-08,-2.7087668095272047e-08,-8.2219692679888656e-09,-2.5268525004579166e-09
1.0775,-7.8232945201370586e-07,-4.2465503645662073e-07,-6.1927237864474529e-08,-4.9473671555233579e-08,-2.7190344094057276e-08,-8.2640401998792945e-09,-2.5916721354263886e-09
1.08,-7.7839821608661687e-07,-4.39453292369758e-07,-6.1976976584586941e-08,-4.9692782097022076e-08,-2.7275976565194412e-08,-8.2968722773968898e-09,-2.6467142989959181e-09
1.0825,-7.7455768554971834e-07,-4.5390781792458812e-07,-6.1969840808961245e-08,-4.9905081842740037e-08,-2.7345523148466448e-08,-8.3206485231537856e-09,-2.6922335965901641e-09
1.085,-7.7084334431631079e-07,-4.6792345680477094e-07,-6.1906205460981973e-08,-5.0110813399941821e-08,-2.7400219943295304e-08,-8.3356786982295335e-09,-2.7286050330078828e-09
1.0875,-7.6725008120576613e-07,-4.8140261701060498e-07,-6.178659157820103e-08,-5.030943488063576e-08,-2.7441417841174197e-08,-8.3423870915189756e-09,-2.7563021126903001e-09
1.09,-7.6380446704102848e-07,-4.9429578579957023e-07,-6.1607702085713894e-08,-5.0501132042870031e-08,-2.7470645272074379e-08,-8.3413134789341755e-09,-2.7758741761058585e-09
1.0925,-7.6048078330113157e-07,-5.0659902775791864e-07,-6.1361840933556363e-08,-5.0686898820246301e-08,-2.7489537737832928e-08,-8.3330906152997923e-09,-2.7879241919825512e-09
1.095,-7.5729176509432328e-07,-5.182462799525556e-07,-6.1038393235607856e-08,-5.086678393418585e-08,-2.7499846600235484e-08,-8.3184429911717075e-09,-2.7930918268181782e-09
1.0975,-7.5426032431848035e-07,-5.2923179404279875e-07,-6.0649270801316888e-08,-5.1041951326311478e-08,-2.7503142880025453e-08,-8.2981798806524956e-09,-2.7920290166497193e-09
1.1,-7.5138251061479408e-07,-5.3952736667445553e-07,-6.0176605206475987e-08,-5.1213263988608262e-08,-2.7501532102753243e-08,-8.2731735324333992e-09,-2.7853881919994135e-09
1.1025,-7.486414907886337e-07,-5.4911205118805301e-07,-5.9633067410018918e-08,-5.1381751612849493e-08,-2.7496784277112965e-08,-8.2443660369710659e-09,-2.7738088938180401e-09
1.105,-7.4609929324287062e-07,-5.5798089159606685e-07,-5.9012031283387227e-08,-5.1548591890583794e-08,-2.7491156503349367e-08,-8.212747502287488e-09,-2.7579071029085349e-09
1.1075,-7.4375149175842788e-07,-5.6611053691614254e-07,-5.8319704658922223e-08,-5.1715125838309137e-08,-2.74862768465949e-08,-8.1793467839368619e-09,-2.7382692571532318e-09
1.11,-7.4158974187217423e-07,-5.734908984016336e-07,-5.7549274594711357e-08,-5.1882900887568169e-08,-2.7484133959550434e-08,-8.1452298381254509e-09,-2.7154511713280346e-09
1.1125,-7.3958083370364669e-07,-5.8015371021364815e-07,-5.6702411519783815e-08,-5.2053009354768159e-08,-2.7486016958837452e-08,-8.1114872558675325e-09,-2.6899811838299539e-09
1.115,-7.3773249355135097e-07,-5.8605642993720417e-07,-5.5786641992991147e-08,-5.2226473071035878e-08,-2.7493411338504987e-08,-8.0792268596408441e-09,-2.662366761782136e-09
1.1175,-7.3603928821999524e-07,-5.9125490213527534e-07,-5.4792369473751543e-08,-5.2404869070609685e-08,-2.7508023251124948e-08,-8.0495580533497587e-09,-2.633103018792814e-09
1.12,-7.3452679082561509e-07,-5.9568853454768185e-07,-5.3729692437737151e-08,-5.2589234669798328e-08,-2.7531228549731113e-08,-8.0235788647092418e-09,-2.6026819734510503e-09
1.1225,-7.3318186209539326e-07,-5.9935101096238813e-07,-5.261458298570773e-08,-5.2780161676220761e-08,-2.7564371919549496e-08,-8.0023484343550538e-09,-2.5716015904141432e-09
1.125,-7.3200129034814585e-07,-6.0212127411439869e-07,-5.1453174266840412e-08,-5.2978639823912013e-08,-2.7608715882195387e-08,-7.9868813933127188e-09,-2.5403737380745933e-09
1.1275,-7.3096766333356812e-07,-6.0416666385828499e-07,-5.02547660736059e-08,-5.3184950363582461e-08,-2.7665338246356917e-08,-7.9781227864522471e-09,-2.5095296496903743e-09
1.13,-7.3003815384635957e-07,-6.0547043536128758e-07,-4.9026188849249724e-08,-5.3399114955412246e-08,-2.773516941493429e-08,-7.976929443820907e-09,-2.4796227230450262e-09
1.1325,-7.2923755661066217e-07,-6.0598365759856198e-07,-4.7779355395872876e-08,-5.3621345216608283e-08,-2.7818855283481869e-08,-7.9840595830386546e-09,-2.4512280151437536e-09
1.135,-7.2857966210128303e-07,-6.0574183984034956e-07,-4.6513629149838533e-08,-5.3850968892196148e-08,-2.7916696521905392e-08,-8.0001508529830116e-09,-2.4249372971672274e-09
1.1375,-7.2799277182188463e-07,-6.0458080322002404e-07,-4.5245143774103796e-08,-5.4087548879148402e-08,-2.8028773368519987e-08,-8.025699851455859e-09,-2.4013513356760548e-09
1.14,-7.2745297047578263e-07,-6.0271255688317445e-07,-4.3974424479168851e-08,-5.4330619216010739e-08,-2.8154958763830889e-08,-8.0610387731154962e-09,-2.381069245441974e-09
1.1425,-7.2701289980295026e-07,-5.99945450405407e-07,-4.2711845024019021e-08,-5.4578830921811677e-08,-2.8294896016518462e-08,-8.1063230790943124e-09,-2.3646759061418099e-09
1.145,-7.2663596251592794e-07,-5.9654959286003367e-07,-4.1442238679020731e-08,-5.4831138674361186e-08,-2.8447977758755339e-08,-8.1615254488248367e-09,-2.3527272004060046e-09
1.1475,-7.262671355768316e-07,-5.9230356469839914e-07,-4.0180357452867341e-08,-5.5086676139732396e-08,-2.861348556239659e-08,-8.2264312178489649e-09,-2.3457346852860647e-09
1.15,-7.2587770973555255e-07,-5.8734694534624675e-07,-3.8945108373143071e-08,-5.5343678113086931e-08,-2.8790513369207447e-08,-8.300646136629646e-09,-2.3441483000521693e-09
1.1525,-7.2550686573764775e-07,-5.8188053009668901e-07,-3.7735146986766199e-08,-5.5600977505588949e-08,-2.8978058612094934e-08,-8.3836063045000538e-09,-2.3483399045267461e-09
1.155,-7.2510649134611851e-07,-5.757997355577145e-07,-3.6555536374647342e-08,-5.5857327122437822e-08,-2.9174977933192216e-08,-8.4745953319270142e-09,-2.3585786923579843e-09
1.1575,-7.2464060547856433e-07,-5.6934892110276363e-07,-3.5405381982199948e-08,-5.6110519788403842e-08,-2.9379907799738657e-08,-8.5727493918040128e-09,-2.3750261208900471e-09
1.16,-7.240825370890572e-07,-5.6262556768804721e-07,-3.429305965408099e-08,-5.6359227043400497e-08,-2.9591426316131781e-08,-8.6770780389325763e-09,-2.397710278285396e-09
1.1625,-7.2343026324023529e-07,-5.5570802524247411e-07,-3.3222493385724676e-08,-5.6602775412114701e-08,-2.980807671369205e-08,-8.7864794517040598e-09,-2.4265148791028994e-09
1.165,-7.2270030714820984e-07,-5.4881296071657224e-07,-3.2208175929422518e-08,-5.6839440936662782e-08,-3.0028419526825529e-08,-8.8997669414744591e-09,-2.4611716775729662e-09
1.1675,-7.2184498030903237e-07,-5.4202650227644959e-07,-3.1260832199354039e-08,-5.7067912299393043e-08,-3.0250892259861505e-08,-9.0156931752802658e-09,-2.5012569407769796e-09
1.17,-7.2082456900784641e-07,-5.3555057179191414e-07,-3.0398193183971656e-08,-5.7287094485422385e-08,-3.0474087288215702e-08,-9.1329826417875574e-09,-2.5461928299261008e-09
1.1725,-7.1962875821081855e-07,-5.2939728212148533e-07,-2.9622799762113562e-08,-5.7497490054654403e-08,-3.0696726982926234e-08,-9.2503529373909345e-09,-2.5952542348660138e-09
1.175,-7.1826123260885908e-07,-5.2390499293923924e-07,-2.8942740729099028e-08,-5.7698072675477351e-08,-3.0917644250962255e-08,-9.3665496270610524e-09,-2.6475808036991901e-09
1.1775,-7.1672839902661574e-07,-5.1927157570280882e-07,-2.8360106775813171e-08,-5.7888164956889204e-08,-3.1135714280052846e-08,-9.4803707927277344e-09,-2.7021953348429271e-09
1.18,-7.1499524396238776e-07,-5.155207031542625e-07,-2.7893145666932749e-08,-5.8067216271048282e-08,-3.1350024681723311e-08,-9.5906895788207154e-09,-2.758029113855329e-09
1.1825,-7.1303444454652302e-07,-5.1280988811108653e-07,-2.7549247605355651e-08,-5.8235371137992084e-08,-3.1559908516575315e-08,-9.6964855228245573e-09,-2.8139512054136421e-09
1.185,-7.1084676009594389e-07,-5.1126576969596812e-07,-2.7324690207293713e-08,-5.8392758505877995e-08,-3.1764721768043354e-08,-9.7968523454310547e-09,-2.8687893158183028e-09
1.1875,-7.0840780444362684e-07,-5.1098561369870008e-07,-2.7221692282133604e-08,-5.8539927862368419e-08,-3.1963985100535763e-08,-9.891003136848289e-09,-2.9213374122003286e-09
1.19,-7.0571913216784087e-07,-5.1197574428692651e-07,-2.7267342792960361e-08,-5.8676814991947887e-08,-3.2157259301702549e-08,-9.9782418562973428e-09,-2.970371252560339e-09
1.1925,-7.0274561656678749e-07,-5.1419597627938884e-07,-2.7473438352846832e-08,-5.880434726786471e-08,-3.2344243391879611e-08,-1.0057938055623691e-08,-3.0146822714340915e-09
1.195,-6.9945846874708533e-07,-5.1781322304472709e-07,-2.7866870211515141e-08,-5.8922931718014826e-08,-3.2524763335404641e-08,-1.0129545862547611e-08,-3.0531190544217668e-09
1.1975,-6.9588983076229729e-07,-5.227774109305324e-07,-2.8443224363513123e-08,-5.9033409440725733e-08,-3.2698742718892557e-08,-1.0192639509191743e-08,-3.0846263688604248e-09
1.2,-6.9210062751442286e-07,-5.2901931998381365e-07,-2.922670681516048e-08,-5.9136473839586915e-08,-3.2866188909590504e-08,-1.0246947003634197e-08,-3.1082782634415408e-09
1.2025,-6.8802951949955722e-07,-5.3637269535676404e-07,-3.0205014693023838e-08,-5.9232842851314991e-08,-3.3027286567257528e-08,-1.0292348139937872e-08,-3.1233035221175531e-09
1.205,-6.8364581197349651e-07,-5.4482822439519704e-07,-3.1392611150014565e-08,-5.9323128884923949e-08,-3.3182170745975478e-08,-1.0328857281263851e-08,-3.1291013513516862e-09
1.2075,-6.7891646805658984e-07,-5.5422400863949482e-07,-3.2797395417854233e-08,-5.9408036085725435e-08,-3.3331156440817802e-08,-1.0356607449444048e-08,-3.1252489746346999e-09
1.21,-6.7400335975024507e-07,-5.6432446420650817e-07,-3.4430426116430053e-08,-5.9487269879824714e-08,-3.3474479961346631e-08,-1.0375849544839791e-08,-3.1115034957862164e-09
1.2125,-6.6882989967346636e-07,-5.7489355428003747e-07,-3.6298333214567874e-08,-5.9562406760621516e-08,-3.3612466633366649e-08,-1.038691854117772e-08,-3.0877984173199638e-09
1.215,-6.6344874028361295e-07,-5.8581889572226097e-07,-3.8462606785472887e-08,-5.9636336969682544e-08,-3.3745431505580881e-08,-1.0390234670339199e-08,-3.0542420150422867e-09
1.2175,-6.5794388070014051e-07,-5.969692000678027e-07,-4.1010792783676136e-08,-5.9709526689879931e-08,-3.3873710617437139e-08,-1.0386291437899326e-08,-3.0111150610894243e-09
1.22,-6.526194265406955e-07,-6.0809507225959904e-07,-4.3875795068252121e-08,-5.9783574064915921e-08,-3.3997678171038889e-08,-1.0375631117798953e-08,-2.9588645976186513e-09
1.2225,-6.474260117782895e-07,-6.1907636230611574e-07,-4.7057863607686367e-08,-5.9857804227910079e-08,-3.4117688383710532e-08,-1.0358835306090816e-08,-2.8980954689821299e-09
1.225,-6.421812373499941e-07,-6.2972517111845165e-07,-5.0528920052620138e-08,-5.9932518212109236e-08,-3.4234145301473118e-08,-1.0336529823068591e-08,-2.8295553728865321e-09
1.2275,-6.3688224315521366e-07,-6.3989772190718308e-07,-5.4285659106068742e-08,-6.0009465982633192e-08,-3.434743408211845e-08,-1.0309389134640689e-08,-2.7541144804597054e-09
1.23,-6.3152226563477601e-07,-6.4964920788629206e-07,-5.8325277250511834e-08,-6.0088734974431087e-08,-3.4457945223875356e-08,-1.0278085771900165e-08,-2.6727412715652657e-09
1.2325,-6.2613248678211235e-07,-6.588332972795569e-07,-6.2585417452879974e-08,-6.0170010998589706e-08,-3.4566100354226828e-08,-1.0243391477374759e-08,-2.5864754556055997e-09
1.235,-6.2074479335568534e-07,-6.6743855204439727e-07,-6.7087401792860911e-08,-6.0254423417656902e-08,-3.4672306466998671e-08,-1.0206035943030009e-08,-2.4964015182229364e-09
1.2375,-6.1535607779521484e-07,-6.755077729626492e-07,-7.1767032233580261e-08,-6.034333193165491e-08,-3.4776965529450371e-08,-1.016680347102069e-08,-2.403621664309546e-09
1.24,-6.1001550423831272e-07,-6.8319101787993277e-07,-7.6659681850463107e-08,-6.0437719184073721e-08,-3.4880505903959865e-08,-1.0126456860004104e-08,-2.3092338785278301e-09
1.2425,-6.0475233903197743e-07,-6.9047036964231025e-07,-8.1716233147775075e-08,-6.0538082560543259e-08,-3.4983358466056246e-08,-1.0085765174521292e-08,-2.2143117118124569e-09
1.245,-5.9956647849994838e-07,-6.9731355249531925e-07,-8.6940621287960642e-08,-6.0644708364494818e-08,-3.5085990096852584e-08,-1.0045446958155692e-08,-2.1198929749017582e-09
1.2475,-5.9449224143204387e-07,-7.042553822343789e-07,-9.220766964132257e-08,-6.0757394827846175e-08,-3.5188839287233667e-08,-1.0006226936534395e-08,-2.0269656826595584e-09
1.25,-5.8955902637675936e-07,-7.1109093552271578e-07,-9.7574843916877032e-08,-6.0875352002502877e-08,-3.529230929292123e-08,-9.9687693239582482e-09,-1.9364581957732258e-09
1.2525,-5.8478416299678322e-07,-7.1803783899922696e-07,-1.0303104267992736e-07,-6.0997770850842479e-08,-3.5396818463284099e-08,-9.9337124303107754e-09,-1.8492319512161851e-09
1.255,-5.8015942970801808e-07,-7.249504954491003e-07,-1.0852126539091447e-07,-6.1124438908667722e-08,-3.5502812388227066e-08,-9.9016748189029932e-09,-1.7660759369543858e-09
1.2575,-5.7575017844296399e-07,-7.3176619402403806e-07,-1.1399913296519634e-07,-6.1259631347597247e-08,-3.5610529292926975e-08,-9.8731399212155764e-09,-1.6877003307222828e-09
1.26,-5.7154189835816184e-07,-7.3854774834212242e-07,-1.1935315698110781e-07,-6.1404115805858522e-08,-3.5720202993401276e-08,-9.8485927917643552e-09,-1.614734495084318e-09
1.2625,-5.6760032955712724e-07,-7.4509164468040901e-07,-1.246115870632337e-07,-6.1559204321381639e-08,-3.5832375321986634e-08,-9.8285031918557157e-09,-1.5477261062290439e-09
1.265,-5.6387335164826937e-07,-7.5147598733068458e-07,-1.2973067759099681e-07,-6.1722606743196756e-08,-3.594747130923302e-08,-9.8132454003544225e-09,-1.4871440873530726e-09
1.2675,-5.6042061428707025e-07,-7.5763496930984271e-07,-1.3460968484662211e-07,-6.1895865630036792e-08,-3.606579000366116e-08,-9.8031102770780234e-09,-1.4333809310645517e-09
1.27,-5.5722714722747837e-07,-7.6343296730745053e-07,-1.3918955921076571e-07,-6.2076598466585708e-08,-3.6187255624103263e-08,-9.7983982714064332e-09,-1.3867533820293424e-09
1.2725,-5.5429970881621485e-07,-7.6881389112768338e-07,-1.4340509600792197e-07,-6.2266147913347686e-08,-3.6312103794672128e-08,-9.7993008165283033e-09,-1.3475052246698941e-09
1.275,-5.5169410072340778e-07,-7.7364000477250628e-07,-1.4719623009716149e-07,-6.2462947468294991e-08,-3.6440538389653824e-08,-9.8059764641204762e-09,-1.3158154531927068e-09
1.2775,-5.4936748093079018e-07,-7.7783777389087887e-07,-1.5049475631679759e-07,-6.2666817482438017e-08,-3.657296282989452e-08,-9.8185165398138935e-09,-1.2918011354976908e-09
1.28,-5.4726800874221403e-07,-7.8126140257112573e-07,-1.5321024067860686e-07,-6.2877537868588073e-08,-3.6709701243712273e-08,-9.8369934341724592e-09,-1.275518917055611e-09
1.2825,-5.4544575482821839e-07,-7.8372578251660163e-07,-1.5527116252363738e-07,-6.3094298858853892e-08,-3.685125651523052e-08,-9.861453439939685e-09,-1.2669644154694625e-09
1.285,-5.4393301608959143e-07,-7.8507318544067793e-07,-1.5660812893690233e-07,-6.3316570374200017e-08,-3.6997897409496896e-08,-9.8919242061705184e-09,-1.2660712702134128e-09
1.2875,-5.4270603711648979e-07,-7.8502116205178358e-07,-1.5713551547983614e-07,-6.3543926609759722e-08,-3.7149775779096871e-08,-9.9283946143276579e-09,-1.2727092571024267e-09
1.29,-5.4167866190490237e-07,-7.8330308144202323e-07,-1.5669581357098409e-07,-6.3774643185896775e-08,-3.7306928314613178e-08,-9.9708511792759122e-09,-1.2866827390578206e-09
1.2925,-5.4086646428424931e-07,-7.7959807362008499e-07,-1.5529417670568715e-07,-6.4008095727196539e-08,-3.7469345981342254e-08,-1.0019287589840203e-08,-1.3077355971985811e-09
1.295,-5.4035532582930104e-07,-7.7421622567996843e-07,-1.5306979034665719e-07,-6.4243352770964407e-08,-3.7637273118496216e-08,-1.0073673922580582e-08,-1.3355511504762008e-09
1.2975,-5.4003520503333311e-07,-7.6697945931582889e-07,-1.5005212685918729e-07,-6.447910297147882e-08,-3.7810913038934904e-08,-1.0133956627473811e-08,-1.36975512369966e-09
1.3,-5.398165115550037e-07,-7.576388021963362e-07,-1.4621461280667266e-07,-6.4714157331240724e-08,-3.7990252259248885e-08,-1.0200090465557522e-08,-1.4099197698122455e-09
1.3025,-5.3978344219146764e-07,-7.4632257793609476e-07,-1.4158152744608581e-07,-6.4947864034808743e-08,-3.8175517989768036e-08,-1.027202412811181e-08,-1.4555674925047262e-09
1.305,-5.3994702171265584e-07,-7.3290999396094505e-07,-1.362167631009771e-07,-6.5178372749477254e-08,-3.8366907959228558e-08,-1.034967655912187e-08,-1.506174638566715e-09
1.3075,-5.4013473236544614e-07,-7.1745829149742054e-07,-1.3012431799113098e-07,-6.540456142144277e-08,-3.8564494746539919e-08,-1.0432974966624665e-08,-1.5611761127096262e-09
1.31,-5.4037745044666714e-07,-7.0009192686260693e-07,-1.234053322100031e-07,-6.5624246552431816e-08,-3.8768556755105314e-08,-1.0521843346274854e-08,-1.6199697753926484e-09
1.3125,-5.4066405580848757e-07,-6.8093137354085902e-07,-1.1616936620921132e-07,-6.58350864913271e-08,-3.8979197334177316e-08,-1.0616174045121546e-08,-1.6819225961697186e-09
1.315,-5.4096984611523532e-07,-6.602668413423192e-07,-1.0849948884238937e-07,-6.6034445314609842e-08,-3.9196513110210749e-08,-1.0715864605782747e-08,-1.7463770629412852e-09
1.3175,-5.4122322460291167e-07,-6.3842805041318331e-07,-1.0056911384998219e-07,-6.6218415616893514e-08,-3.9420669414685212e-08,-1.0820792595942793e-08,-1.8126591641189291e-09
1.32,-5.4137447050103042e-07,-6.1568645047347052e-07,-9.2504509609160644e-08,-6.6381491217379887e-08,-3.9651785735771938e-08,-1.0930813488904109e-08,-1.8800865252017059e-09
1.3225,-5.4145849209870011e-07,-5.9250281728275717e-07,-8.4346837420765812e-08,-6.6528361348047755e-08,-3.9889819464291317e-08,-1.1045763700908283e-08,-1.9479773876638433e-09
1.325,-5.413962282599921e-07,-5.6914979767321002e-07,-7.6324554488153863e-08,-6.6684347524093621e-08,-4.0134808851751106e-08,-1.1165463757914172e-08,-2.0156600633831095e-09
1.3275,-5.4112746898108724e-07,-5.4600318448757541e-07,-6.8752646902659924e-08,-6.6823300087526077e-08,-4.0386783138710496e-08,-1.128969047886709e-08,-2.0824828741191632e-09
1.33,-5.406899413548346e-07,-5.2344402239750215e-07,-6.169984911347773e-08,-6.6935873917415973e-08,-4.0645720807789212e-08,-1.1418198775463549e-08,-2.1478238066698787e-09
1.3325,-5.4003644740023269e-07,-5.0177077366150983e-07,-5.5342710758312733e-08,-6.7023611421143746e-08,-4.0911546921341351e-08,-1.1550713700385286e-08,-2.2111007245245996e-09
1.335,-5.391063018820379e-07,-4.8120368176415464e-07,-4.9972054357959581e-08,-6.7087153407676001e-08,-4.1183624123775964e-08,-1.168691836032897e-08,-2.271780251437318e-09
1.3375,-5.3786712721487748e-07,-4.6194888376727691e-07,-4.574909130709658e-08,-6.7125618735741612e-08,-4.1462116107720834e-08,-1.1826464528006875e-08,-2.3293860395423661e-09
1.34,-5.3632054302256161e-07,-4.4437326584839899e-07,-4.2770097316908238e-08,-6.7137415476499864e-08,-4.1746443783207123e-08,-1.1968990575216941e-08,-2.3835065365322157e-09
1.3425,-5.344227917900684e-07,-4.2876751871349581e-07,-4.1368694809130545e-08,-6.7118977649239335e-08,-4.2036507415482617e-08,-1.2114109102701514e-08,-2.4338030757630089e-09
1.345,-5.3217711658879278e-07,-4.1527750456017131e-07,-4.1614904753102818e-08,-6.7064610843928294e-08,-4.2331579255587209e-08,-1.2261434276959901e-08,-2.4800145428603719e-09
1.3475,-5.2956691906640499e-07,-4.0401451161126221e-07,-4.3529244264943717e-08,-6.6969461130486167e-08,-4.2631005135387613e-08,-1.2410556139669205e-08,-2.5219616589926439e-09
1.35,-5.2654772695174345e-07,-3.9511246798703103e-07,-4.713347969237295e-08,-6.6831416232392897e-08,-4.2934353768388349e-08,-1.2561046226346059e-08,-2.5595486374205229e-09
1.3525,-5.2310659934785444e-07,-3.8849229616660913e-07,-5.2570521866646496e-08,-6.6647451755748904e-08,-4.3240820084439754e-08,-1.2712541197880259e-08,-2.5927638262745807e-09
1.355,-5.1914536770300724e-07,-3.8420870850656921e-07,-6.0102438816249816e-08,-6.6412321507145941e-08,-4.3549882091570752e-08,-1.2864637397564727e-08,-2.6216788154075496e-09
1.3575,-5.1479684323015983e-07,-3.8276348743332598e-07,-6.966306451643481e-08,-6.6123458504215813e-08,-4.3860730144535662e-08,-1.3016921656101268e-08,-2.6464463127106361e-09
1.36,-5.0997061676916512e-07,-3.8489495219879092e-07,-8.1044286915776844e-08,-6.5779189916585172e-08,-4.4172536156047535e-08,-1.3169036096904032e-08,-2.6672958152149447e-09
1.3625,-5.0481108756633004e-07,-3.8977954436994235e-07,-9.3998839231451043e-08,-6.5374203072499173e-08,-4.4484693851925114e-08,-1.3320620281485558e-08,-2.6845279663582252e-09
1.365,-4.9938827805153071e-07,-3.9591863744292173e-07,-1.0929690538224919e-07,-6.4907726322102648e-08,-4.4796153288840695e-08,-1.3471309366535854e-08,-2.6985068812830417e-09
1.3675,-4.9377331840907967e-07,-4.0330830806006711e-07,-1.2699024469293858e-07,-6.4375971499642045e-08,-4.5106271551519005e-08,-1.362079866651501e-08,-2.7096467177803753e-09
1.37,-4.881001006414665e-07,-4.1151327552731547e-07,-1.4580197496193859e-07,-6.3769526759590873e-08,-4.5414104644396083e-08,-1.3768843141918076e-08,-2.718424500324467e-09
1.3725,-4.8232034861324353e-07,-4.2050134308408701e-07,-1.6509650021884139e-07,-6.3090836586487882e-08,-4.5718794654784382e-08,-1.3915205558208329e-08,-2.7253115208940885e-09
1.375,-4.764116478249137e-07,-4.297249757270528e-07,-1.8475011539969151e-07,-6.2337464215148182e-08,-4.6019655569803594e-08,-1.4059735362345994e-08,-2.7308242341314536e-09
1.3775,-4.7026143746584504e-07,-4.390126959735687e-07,-2.045306312794807e-07,-6.1518924420224916e-08,-4.6315825231637898e-08,-1.420228410678387e-08,-2.7354874341356594e-09
1.38,-4.6391887126380393e-07,-4.4795906571167882e-07,-2.2382732851219559e-07,-6.0630471566697675e-08,-4.6606626317638078e-08,-1.4342727923345011e-08,-2.7398286435314067e-09
