Physical Time (s),enth_flux_viscous_right Monitor (kg-m/s^3): right_cv1,enth_flux_viscous_right Monitor (kg-m/s^3): right_cv2,enth_flux_viscous_right Monitor (kg-m/s^3): right_cv3,enth_flux_viscous_right Monitor (kg-m/s^3): right_cv4,enth_flux_viscous_right Monitor (kg-m/s^3): right_cv5,enth_flux_viscous_right Monitor (kg-m/s^3): right_cv6,enth_flux_viscous_right Monitor (kg-m/s^3): right_cv7
3.9525,7.0950484950503636e-07,-1.4360811652635212e-07,-3.4110130603498339e-07,-3.7221359264876628e-07,-4.9513955405817575e-07,-6.3374730216592012e-07,-3.4944109398982214e-07
3.955,7.1432567698322192e-07,-1.2661688834156243e-07,-3.1473593721468516e-07,-3.5095023401803529e-07,-4.7951040691084616e-07,-6.2982536167842922e-07,-3.4907682399891614e-07
3.9575,7.1927946914088678e-07,-9.9857845939211136e-08,-2.8554825250835474e-07,-3.2901786317919908e-07,-4.6324237132291224e-07,-6.2504240523634107e-07,-3.4865161611881106e-07
3.96,7.237846667892289e-07,-6.6618017381391729e-08,-2.5531759792650021e-07,-3.0722660459020562e-07,-4.4643825335191909e-07,-6.1950761137431501e-07,-3.4817795307360544e-07
3.9625,7.2719815152046666e-07,-3.2575705889626636e-08,-2.2582757489775891e-07,-2.8640871277946928e-07,-4.2926721997401145e-07,-6.1327359214983848e-07,-3.4765482697377592e-07
3.965,7.2906419251074875e-07,-2.8247438579518054e-09,-1.9878611768651072e-07,-2.6733709249113686e-07,-4.1213870414682183e-07,-6.0642162600880016e-07,-3.4709216120605725e-07
3.9675,7.288243821574819e-07,1.6395991446285332e-08,-1.7615016702514195e-07,-2.5070383169033737e-07,-3.9557567092251429e-07,-5.9908160887134321e-07,-3.4650710112597478e-07
3.97,7.2621460406003522e-07,1.9927157374485499e-08,-1.5940951986140508e-07,-2.3711637756685558e-07,-3.8008126786749911e-07,-5.9136131159856008e-07,-3.459117936815136e-07
3.9725,7.21137346540021e-07,2.4625640794047002e-09,-1.4941483587783512e-07,-2.2695322647372836e-07,-3.658730938417287e-07,-5.8332467926614817e-07,-3.4532008396278869e-07
3.975,7.1353730602243255e-07,-3.4264829533881251e-08,-1.4674616050183556e-07,-2.2058892073277899e-07,-3.5339292639992241e-07,-5.7508311993964634e-07,-3.4474554512397206e-07
3.9775,7.0364940319288061e-07,-8.8424364370989137e-08,-1.5162097710761678e-07,-2.180288652105111e-07,-3.4285980497114119e-07,-5.6673751393436473e-07,-3.4420321164217758e-07
3.98,6.9158343929285638e-07,-1.5587377299224476e-07,-1.6354450065105545e-07,-2.1915932007973826e-07,-3.3459772035730505e-07,-5.583284889636837e-07,-3.4369398771276222e-07
3.9825,6.7790065053761777e-07,-2.3047092847142387e-07,-1.8176041538822744e-07,-2.2375561287179749e-07,-3.287348623735236e-07,-5.4993512990120597e-07,-3.4323728836439564e-07
3.985,6.6344807277306915e-07,-3.0503821689333904e-07,-2.0529710822649366e-07,-2.3142799032394501e-07,-3.2533259384645283e-07,-5.4168988828811783e-07,-3.4285871985659351e-07
3.9875,6.4878712331347135e-07,-3.723843099892489e-07,-2.327446310631868e-07,-2.4161947405521714e-07,-3.2452492232781627e-07,-5.3373305119592201e-07,-3.4256211821716625e-07
3.99,6.3473124115879768e-07,-4.2589027122219251e-07,-2.6235284966317516e-07,-2.5361275047821699e-07,-3.2626579607264331e-07,-5.2617874535764359e-07,-3.4234339690722006e-07
3.9925,6.2210915501636394e-07,-4.6141836852820532e-07,-2.9225158036048515e-07,-2.6666219441256291e-07,-3.3052872672710528e-07,-5.191891203963253e-07,-3.4220194829826577e-07
3.995,6.1141703614306032e-07,-4.8016121946066025e-07,-3.2074229495555074e-07,-2.799960760471579e-07,-3.370077633585706e-07,-5.1292762694514927e-07,-3.4213508908886539e-07
3.9975,6.0296670380654372e-07,-4.8235563219627196e-07,-3.4606301759622263e-07,-2.9288876310768678e-07,-3.4527602098456642e-07,-5.0753438263810878e-07,-3.4214269121652866e-07
4.0,5.9714922719279277e-07,-4.6951262434407793e-07,-3.6664472837204912e-07,-3.047179965781961e-07,-3.5487602768539804e-07,-5.0311507702399142e-07,-3.4223105010147302e-07
4.0025,5.9380136745417421e-07,-4.4427288672402717e-07,-3.8179126358920449e-07,-3.1504205610417975e-07,-3.6538404805302805e-07,-4.9979056633185824e-07,-3.4240425130641921e-07
4.005,5.9301522645206322e-07,-4.0979674375430557e-07,-3.9107196927926636e-07,-3.2351243051423364e-07,-3.7640477574312548e-07,-4.9766881320335881e-07,-3.4264681478061794e-07
4.0075,5.9455073132380893e-07,-3.6922526300372117e-07,-3.9378225367538018e-07,-3.3012063643444333e-07,-3.8772086161076659e-07,-4.9674776277561365e-07,-3.4295330751641096e-07
4.01,5.9804288200912493e-07,-3.2523674134429926e-07,-3.8942203986045698e-07,-3.3481139422105706e-07,-3.9912019452753414e-07,-4.9694271149191882e-07,-3.4332764143604971e-07
4.0125,6.0308791767841335e-07,-2.7980863186061822e-07,-3.7833271702260957e-07,-3.3778336554681279e-07,-4.1041511569737441e-07,-4.9826439842260653e-07,-3.4376157149200701e-07
4.015,6.0936433621596667e-07,-2.3428668232466034e-07,-3.6167954231365919e-07,-3.3979639064336387e-07,-4.2153254317187506e-07,-5.0086299233844986e-07,-3.4424651329761168e-07
4.0175,6.1646585082808699e-07,-1.8938103969969003e-07,-3.4032411543504069e-07,-3.4145014297072667e-07,-4.3216546851107105e-07,-5.0477358138711196e-07,-3.4477887310852465e-07
4.02,6.2411686062734463e-07,-1.4570306150889671e-07,-3.1466880335847641e-07,-3.4286753883203736e-07,-4.4225622708950006e-07,-5.0983266365698213e-07,-3.453544225535732e-07
4.0225,6.3209739307900437e-07,-1.0365162527182371e-07,-2.8542302872547191e-07,-3.4404314896059009e-07,-4.5198515027865689e-07,-5.1580448468548234e-07,-3.4596399868068309e-07
4.025,6.4002980228843146e-07,-6.3774928908398516e-08,-2.5346592143793523e-07,-3.4517890189681488e-07,-4.6111652736924696e-07,-5.2257620717567227e-07,-3.4659930250749503e-07
4.0275,6.47524002919747e-07,-2.6521763856807659e-08,-2.195686360898648e-07,-3.4706239289867616e-07,-4.6921402016483375e-07,-5.3012660053139824e-07,-3.4725567924454413e-07
4.03,6.5471725122773133e-07,7.8795310666784744e-09,-1.8501872902740373e-07,-3.5010699557924698e-07,-4.7620034729759489e-07,-5.3822216852606605e-07,-3.4792011222667681e-07
4.0325,6.6157220155949894e-07,3.9140830567200041e-08,-1.5133722192481284e-07,-3.5445406605199129e-07,-4.8285057895717777e-07,-5.4661615685652621e-07,-3.4858273809777153e-07
4.035,6.6800157690743243e-07,6.6885232795636206e-08,-1.2008460334560371e-07,-3.6008812953963361e-07,-4.9018461456454467e-07,-5.5502371516559857e-07,-3.4923869155282202e-07
4.0375,6.7374385508705048e-07,9.0738267504255129e-08,-9.3007039736142719e-08,-3.6686727512890308e-07,-4.9843599661728065e-07,-5.6314936001201523e-07,-3.4988565662066899e-07
4.04,6.790813411403566e-07,1.1040954921203398e-07,-7.1991089852285972e-08,-3.7446953245416322e-07,-5.0693934147850506e-07,-5.7065025221027609e-07,-3.5052024294153421e-07
4.0425,6.8414033172273692e-07,1.2565695503485474e-07,-5.8836315633153888e-08,-3.8276265723118528e-07,-5.149824903817614e-07,-5.7729013814329137e-07,-3.5112584904045262e-07
4.045,6.8897275010348342e-07,1.3618094507562266e-07,-5.4996047471571138e-08,-3.9164986531749641e-07,-5.2242917893807632e-07,-5.8315182646703844e-07,-3.5169864968156562e-07
4.0475,6.9344265631383264e-07,1.418265980417788e-07,-6.1654031281821358e-08,-4.0092223239748039e-07,-5.2940407851425343e-07,-5.8858363828410926e-07,-3.5224099495263793e-07
4.05,6.9751865636030803e-07,1.4245028758753918e-07,-7.9866226076948094e-08,-4.1024931262211585e-07,-5.3552555145105652e-07,-5.9397814902603217e-07,-3.5275170397758446e-07
4.0525,7.010105763267585e-07,1.3662479923297028e-07,-1.0855109005991456e-07,-4.1891779837047167e-07,-5.4056866055954243e-07,-5.9961309324414444e-07,-3.5323675476819608e-07
4.055,7.0360077666506738e-07,1.239264061391508e-07,-1.4584838327675513e-07,-4.2645610241863562e-07,-5.4427940653781443e-07,-6.0560179785309255e-07,-3.5370767840166334e-07
4.0575,7.0536003598988794e-07,1.0497986360264043e-07,-1.8969287460705999e-07,-4.3245555965975103e-07,-5.4644721506860886e-07,-6.1171411319533189e-07,-3.5416841487470966e-07
4.06,7.0616848908832569e-07,8.0023490138397142e-08,-2.3559832946809761e-07,-4.3655177688549757e-07,-5.4694154904538737e-07,-6.1751670114092197e-07,-3.5461153071408553e-07
4.0625,7.0599111370469176e-07,4.9855701412705151e-08,-2.7877686838866947e-07,-4.3838262728359371e-07,-5.4566421831371361e-07,-6.2260615517651189e-07,-3.5504023591117318e-07
4.065,7.0518485102294966e-07,1.5946988348615216e-08,-3.1564367420319428e-07,-4.3764310091898142e-07,-5.4256760795776919e-07,-6.2674137900063754e-07,-3.5545601652022729e-07
4.0675,7.043101986738882e-07,-1.9815473117881963e-08,-3.438740472878429e-07,-4.3405931667731996e-07,-5.3762251860921097e-07,-6.2983884801481819e-07,-3.5585212038563347e-07
4.07,7.0382242434403711e-07,-5.5319997478043436e-08,-3.6240676298662142e-07,-4.2743984305246176e-07,-5.308436682468853e-07,-6.3185582611379421e-07,-3.5621652328370578e-07
4.0725,7.0396973638643312e-07,-8.7793882138954518e-08,-3.712287805587817e-07,-4.1773971756948319e-07,-5.22284466246252e-07,-6.3278279707731162e-07,-3.5654591354772009e-07
4.075,7.0497361779770242e-07,-1.1435470723713732e-07,-3.7102844811995971e-07,-4.0501819958250301e-07,-5.1200998798723378e-07,-6.3260051869121061e-07,-3.5683087084810797e-07
4.0775,7.0710952352628772e-07,-1.3226004997962628e-07,-3.6275957855215595e-07,-3.8953447345650983e-07,-5.0012344657504189e-07,-6.3132917849658848e-07,-3.570600946547819e-07
4.08,7.1026946159348949e-07,-1.3931616262619961e-07,-3.4726250334595613e-07,-3.717505594847326e-07,-4.8675703731054647e-07,-6.2902524005099615e-07,-3.572344198679992e-07
4.0825,7.1437791550519144e-07,-1.3421176461919654e-07,-3.2578106338869806e-07,-3.5214328147824017e-07,-4.7212826445216136e-07,-6.2575428002155674e-07,-3.5735453720631722e-07
4.085,7.1907547644283381e-07,-1.1725265044666754e-07,-2.9984741910073189e-07,-3.3122174435303592e-07,-4.5655218401121575e-07,-6.2156678144125747e-07,-3.5742118858647217e-07
4.0875,7.2390844305636982e-07,-9.0343316150387059e-08,-2.7097725376889585e-07,-3.0956071864384566e-07,-4.4031468565700021e-07,-6.1653278971424431e-07,-3.5743801278842821e-07
4.09,7.2831613108419237e-07,-5.6698350869993385e-08,-2.4093587839833944e-07,-2.8797522680835823e-07,-4.2353132490589498e-07,-6.1075816191371868e-07,-3.5741288143873712e-07
4.0925,7.3162439710151065e-07,-2.2068811231317505e-08,-2.1155656187599675e-07,-2.673133423827208e-07,-4.0635434474421063e-07,-6.0431297469261443e-07,-3.5735053588471367e-07
4.095,7.3338728285874738e-07,8.3978808548816025e-09,-1.8453249118329079e-07,-2.4835997298152107e-07,-3.8921750798395863e-07,-5.9726214225299432e-07,-3.5725422616588497e-07
4.0975,7.3303469881616377e-07,2.8461498457557456e-08,-1.6181779657468425e-07,-2.3184101907054102e-07,-3.7266461370472353e-07,-5.897416331558083e-07,-3.5713080183012147e-07
4.1,7.3031283397383334e-07,3.2892679984785276e-08,-1.4493416025058357e-07,-2.1835989235570408e-07,-3.5719724062724313e-07,-5.8186061519000014e-07,-3.5698407944901644e-07
4.1025,7.2511097954258089e-07,1.6383199738894179e-08,-1.3475640446038287e-07,-2.0831159702937332e-07,-3.4307243328521394e-07,-5.7368996467555539e-07,-3.568270328081152e-07
4.105,7.1739627274551725e-07,-1.9640098059021912e-08,-1.3185844969307116e-07,-2.0207041792545058e-07,-3.3071850950630677e-07,-5.6532476723514414e-07,-3.5666872473011816e-07
4.1075,7.0737569228462754e-07,-7.3392176001645536e-08,-1.3645721325376032e-07,-1.9966522099697672e-07,-3.2036880709004999e-07,-5.5688499929379647e-07,-3.565134717731299e-07
4.11,6.9517961949601032e-07,-1.4076067134337461e-07,-1.4809421778751181e-07,-2.0098952426589039e-07,-3.123480260824613e-07,-5.4839822540561711e-07,-3.5636942075466853e-07
4.1125,6.8135736008050165e-07,-2.1557455083076786e-07,-1.66012802500332e-07,-2.0580550867702742e-07,-3.0674881013935094e-07,-5.3993879316703365e-07,-3.5624327547909575e-07
4.115,6.6674914809536891e-07,-2.9058409017007332e-07,-1.8926607809023483e-07,-2.1373383630783365e-07,-3.0367155487423408e-07,-5.3162695901318903e-07,-3.5614324505579938e-07
4.1175,6.5194756133220273e-07,-3.584924654718807e-07,-2.1651141460103893e-07,-2.2420756794563339e-07,-3.032317053279425e-07,-5.2361754946496452e-07,-3.5607549714489009e-07
4.12,6.3777513023594892e-07,-4.1256633854664198e-07,-2.4605716093134284e-07,-2.365075980286153e-07,-3.0537037101558653e-07,-5.1602067444358601e-07,-3.5604716991597896e-07
4.1225,6.2502090298764959e-07,-4.4859113651088889e-07,-2.760460598171513e-07,-2.4987542818037407e-07,-3.1003606754647259e-07,-5.0900579966889979e-07,-3.5606060356067365e-07
4.125,6.1423329182599957e-07,-4.6772615021732523e-07,-3.0477734963214998e-07,-2.6353987546291299e-07,-3.1690723432802057e-07,-5.0273532278408081e-07,-3.561178048528641e-07
4.1275,6.0570161094859696e-07,-4.7021935788765864e-07,-3.3049964238660106e-07,-2.7677666791495154e-07,-3.2554034624514597e-07,-4.9735094103917476e-07,-3.5622417409562165e-07
4.13,5.9983605168904126e-07,-4.5758096385643813e-07,-3.5161489598008883e-07,-2.8890964701048087e-07,-3.3547693359507948e-07,-4.9295600904063171e-07,-3.5638151950704459e-07
4.1325,5.9647570349955492e-07,-4.3249144563145478e-07,-3.6736403516682436e-07,-2.9947453548533713e-07,-3.4628429333841445e-07,-4.896728347820908e-07,-3.5659070775084819e-07
4.135,5.9569723212575293e-07,-3.981559440988765e-07,-3.7726535931908969e-07,-3.0815549263940493e-07,-3.5755532405399778e-07,-4.8760682489239821e-07,-3.5685032858285485e-07
4.1375,5.9727164579876503e-07,-3.5775356670814951e-07,-3.8059646465771673e-07,-3.1487916458997699e-07,-3.6904485153651845e-07,-4.86802824374796e-07,-3.5715922640918764e-07
4.14,6.00839023668766e-07,-3.1399539007180932e-07,-3.7679241864321555e-07,-3.1961234303824059e-07,-3.8054357877021638e-07,-4.8714371193562129e-07,-3.5751597893456015e-07
4.1425,6.0597340996697249e-07,-2.6887157193014195e-07,-3.6621649649591185e-07,-3.2253425157214029e-07,-3.9183692885807738e-07,-4.8861258112466808e-07,-3.5791724858247342e-07
4.145,6.1237149322929424e-07,-2.2372620938213978e-07,-3.5003970749719651e-07,-3.2441665197484632e-07,-4.0286395674521816e-07,-4.9133885157674375e-07,-3.5835723509423275e-07
4.1475,6.1960510997451953e-07,-1.7926261420820984e-07,-3.290824140329499e-07,-3.2585923772921751e-07,-4.1333027498174194e-07,-4.9538854648038469e-07,-3.5883623100158595e-07
4.15,6.2737998739039024e-07,-1.3607291740499884e-07,-3.0374372937935214e-07,-3.2700758451000001e-07,-4.2316607218376601e-07,-5.0063823879987039e-07,-3.5934762302720792e-07
4.1525,6.3547739923649558e-07,-9.4521841442508736e-08,-2.7476000850136233e-07,-3.2785943907894644e-07,-4.3260259459739406e-07,-5.0680736540628665e-07,-3.598849655308739e-07
4.155,6.4355141197549142e-07,-5.5141727108899513e-08,-2.4302068895717277e-07,-3.286300450477842e-07,-4.4142052354181842e-07,-5.137538414121456e-07,-3.6044458973459302e-07
4.1575,6.5119693681305804e-07,-1.8359010869680963e-08,-2.0927434094812505e-07,-3.300920587250906e-07,-4.491818365595903e-07,-5.2145537170994935e-07,-3.6102015591362971e-07
4.16,6.5854290934128846e-07,1.5618131229848002e-08,-1.7474346952639289e-07,-3.3266208517583171e-07,-4.5581416524005334e-07,-5.2971227981717171e-07,-3.616044775090488e-07
4.1625,6.6555273982435206e-07,4.6539331639817401e-08,-1.4102074743442209e-07,-3.3650133173399729e-07,-4.6209600667666916e-07,-5.3826925953582942e-07,-3.6219308101997933e-07
4.165,6.7215629069913691e-07,7.4046771061470204e-08,-1.0966943386621461e-07,-3.4158355292134245e-07,-4.6905670144680002e-07,-5.46812216770749e-07,-3.6278351680847227e-07
4.1675,6.7808090504989278e-07,9.7752827764485811e-08,-8.2412700256101082e-08,-3.4778648666825265e-07,-4.7692969418683426e-07,-5.5503683868215363e-07,-3.6336206671066464e-07
4.17,6.8360500867995132e-07,1.1740557769223213e-07,-6.1129192566347351e-08,-3.5484171204560567e-07,-4.8505890738763397e-07,-5.6260712083833647e-07,-3.6392272870598723e-07
4.1725,6.8883766599940678e-07,1.3272174422095952e-07,-4.7689029140333325e-08,-3.625569136965782e-07,-4.9274611720071627e-07,-5.6928223833929921e-07,-3.6445671773165475e-07
4.175,6.9384044947341414e-07,1.43368607397213e-07,-4.3507378622693156e-08,-3.7089422656255978e-07,-4.9983332977594428e-07,-5.7512712096726263e-07,-3.649666047192939e-07
4.1775,6.9847761531874651e-07,1.4917978109522251e-07,-4.9715422397257428e-08,-3.7965871473543815e-07,-5.0647786025991321e-07,-5.8053748594646775e-07,-3.6545399285253512e-07
4.18,7.0272046765376447e-07,1.5003079062868361e-07,-6.7262823029694081e-08,-3.8860497322376388e-07,-5.1236648824315081e-07,-5.8590060876219609e-07,-3.6591944233849509e-07
4.1825,7.0637628071488274e-07,1.4448874179566927e-07,-9.5392921455715098e-08,-3.9700534439000264e-07,-5.172868510400014e-07,-5.9151515473687884e-07,-3.6637310751584181e-07
4.185,7.0909215094958727e-07,1.3204937241850079e-07,-1.3198432625799042e-07,-4.0441118032758422e-07,-5.2099030921748954e-07,-5.9748440363599539e-07,-3.6681539088912122e-07
4.1875,7.1094447665089889e-07,1.1322283409817081e-07,-1.7529675925352687e-07,-4.1041776366725807e-07,-5.2323203913105314e-07,-6.0359562440911314e-07,-3.6724245165237207e-07
4.19,7.1180715194228679e-07,8.8392513733893721e-08,-2.2072953003111717e-07,-4.146655327335933e-07,-5.238657500604964e-07,-6.0937912244599134e-07,-3.676585363338099e-07
4.1925,7.1166704114804323e-07,5.8196005679398237e-08,-2.635460549817181e-07,-4.1678373879531191e-07,-5.2278112110996745e-07,-6.1443549242397958e-07,-3.6806569200824912e-07
4.195,7.1085980659910507e-07,2.4201465732966817e-08,-3.0014366642992862e-07,-4.1643097529275679e-07,-5.1990253668216569e-07,-6.1851251383060809e-07,-3.6845560777340811e-07
4.1975,7.0995491040605711e-07,-1.1797814551750708e-08,-3.2818781726564022e-07,-4.1332460109853599e-07,-5.1520003138390102e-07,-6.2153200099757551e-07,-3.6881694467795349e-07
4.2,7.0942154556969038e-07,-4.7608766269481902e-08,-3.4659655847053803e-07,-4.0723222664726002e-07,-5.0866468157310915e-07,-6.2344642269321481e-07,-3.6914450354762042e-07
4.2025,7.0950481295382012e-07,-8.0399249755751973e-08,-3.5535174090214051e-07,-3.9807969516490554e-07,-5.0034483466413493e-07,-6.2425020098564299e-07,-3.6942788533096028e-07
4.205,7.1042594522491742e-07,-1.072523460216995e-07,-3.5514831907104726e-07,-3.8590761855329381e-07,-4.9029013361057659e-07,-6.2392243883534415e-07,-3.6965547811085956e-07
4.2075,7.1245932289666875e-07,-1.2535219655297693e-07,-3.4691685871912009e-07,-3.7094172449866256e-07,-4.7859385001628526e-07,-6.2248740225044669e-07,-3.6982698840255421e-07
4.21,7.1551477756488627e-07,-1.3245867469001055e-07,-3.3149655369934747e-07,-3.5361455702647869e-07,-4.653836143394315e-07,-6.2000871049199637e-07,-3.6994200789560337e-07
4.2125,7.1951756634066441e-07,-1.2725129723800003e-07,-3.1014126264323748e-07,-3.3440183791824907e-07,-4.5087366442866656e-07,-6.1655246144776584e-07,-3.6999773445495261e-07
4.215,7.2408070633175589e-07,-1.100247291807458e-07,-2.8436251915862483e-07,-3.1379762592082967e-07,-4.353757338725171e-07,-6.121731481667802e-07,-3.6999691785500426e-07
4.2175,7.287534321578814e-07,-8.2732647106294648e-08,-2.5565005627845227e-07,-2.9236432462238628e-07,-4.1918374394008063e-07,-6.069413228181769e-07,-3.6994328972571809e-07
4.22,7.3301040665808379e-07,-4.85920749298041e-08,-2.2577131630286166e-07,-2.7091590684467483e-07,-4.024149826253238e-07,-6.0095968886851342e-07,-3.6983951777513195e-07
4.2225,7.3615334265761688e-07,-1.3438160216703707e-08,-1.9658548441916785e-07,-2.503188784682929e-07,-3.8520635728601689e-07,-5.9431025355051117e-07,-3.6968832154133322e-07
4.225,7.3771081114618336e-07,1.7566118791321199e-08,-1.6977081278359399e-07,-2.3136998906454388e-07,-3.6801871647426284e-07,-5.8705052576159089e-07,-3.6949538041951317e-07
4.2275,7.3712648159043589e-07,3.8144768861582307e-08,-1.472651816605145e-07,-2.1482534593709966e-07,-3.5141310479827893e-07,-5.793194795063683e-07,-3.6926668445611058e-07
4.23,7.3415380790887221e-07,4.303241915390657e-08,-1.3058424428866813e-07,-2.0129908479477914e-07,-3.3588071765158636e-07,-5.7122851222342073e-07,-3.6900807064824938e-07
4.2325,7.2868701595919019e-07,2.7008387083577244e-08,-1.2060115492820405e-07,-1.9121460571968221e-07,-3.2172972146953652e-07,-5.6285925574994936e-07,-3.6872747913914132e-07
4.235,7.2069066465601098e-07,-8.7174953754753128e-09,-1.1787087319373016e-07,-1.8493332074733061e-07,-3.093702844367999e-07,-5.5429442079357788e-07,-3.6843131593077155e-07
4.2375,7.1037957000543564e-07,-6.2281326203184985e-08,-1.2257199997420316e-07,-1.8252535560113605e-07,-2.9904952768425788e-07,-5.4566276818398208e-07,-3.681301655789257e-07
4.24,6.9789205842124337e-07,-1.2955451816318426e-07,-1.3425306083852475e-07,-1.8389377922112365e-07,-2.9108971107179473e-07,-5.3698837647417665e-07,-3.6782974863798693e-07
4.2425,6.8378194306704875e-07,-2.0432886747298531e-07,-1.5213753774980201e-07,-1.8879511014323578e-07,-2.8558569037462752e-07,-5.2834695412795201e-07,-3.6753690040383624e-07
4.245,6.6889548776759661e-07,-2.7930515907557672e-07,-1.752865897900443e-07,-1.968641761182898e-07,-2.8264863463442681e-07,-5.1985144049827001e-07,-3.6725925826904443e-07
4.2475,6.5385327245526169e-07,-3.4713563375839848e-07,-2.0240416906389828e-07,-2.0753246770532368e-07,-2.8237784871549105e-07,-5.1167222209377008e-07,-3.6700252742578017e-07
4.25,6.3948744297979345e-07,-4.0100523577225316e-07,-2.3184078188827431e-07,-2.2006938774344967e-07,-2.847146495989184e-07,-5.0391650056827301e-07,-3.6677439884121914e-07
4.2525,6.2655895645286557e-07,-4.3679918266054233e-07,-2.6178054726213841e-07,-2.337127623112118e-07,-2.8959269075238628e-07,-4.9676239268436949e-07,-3.6658066633838307e-07
4.255,6.1566610286137687e-07,-4.5568986332177321e-07,-2.9053024744773335e-07,-2.4768223674343782e-07,-2.9668318639705564e-07,-4.9037070380284379e-07,-3.6642868901668336e-07
4.2575,6.070532767503039e-07,-4.5793630018494007e-07,-3.1635444446036349e-07,-2.6123925169220915e-07,-3.0553692217929837e-07,-4.8488379161190049e-07,-3.6632092495789122e-07
4.26,6.0115737175293437e-07,-4.4508319286442285e-07,-3.3765214553245852e-07,-2.736710080153477e-07,-3.1568232076601041e-07,-4.8040671184011246e-07,-3.6626085795638213e-07
4.2625,5.978221669346357e-07,-4.1985814330725219e-07,-3.5364745880270426e-07,-2.8448970017015319e-07,-3.2669152398443057e-07,-4.770600585910974e-07,-3.662515364103927e-07
4.265,5.9710462025553554e-07,-3.8550455494588964e-07,-3.638230146630493e-07,-2.9338019926980708e-07,-3.3813324140369254e-07,-4.7495652064570787e-07,-3.6629385790329716e-07
4.2675,5.9876608114318571e-07,-3.4522144251192464e-07,-3.6740213133456353e-07,-3.0024854220654847e-07,-3.4973976418315213e-07,-4.7415776416999681e-07,-3.6639006712823906e-07
4.27,6.0245494556470415e-07,-3.017142042135942e-07,-3.6378860149928708e-07,-3.0504651466577256e-07,-3.6128660959319423e-07,-4.7455460854786002e-07,-3.6654089667101994e-07
4.2725,6.0772326062802359e-07,-2.569532706252606e-07,-3.534366150301607e-07,-3.0792169360221758e-07,-3.7254629734104749e-07,-4.7609487952043445e-07,-3.667453883518483e-07
4.275,6.1427915118085176e-07,-2.1225033327889007e-07,-3.3750662219779907e-07,-3.0969042151084304e-07,-3.8345668253985359e-07,-4.7885903629104638e-07,-3.6700174621966272e-07
4.2775,6.2166734547816824e-07,-1.6828184027975243e-07,-3.1673572719937957e-07,-3.1091935482306141e-07,-3.9374521800299596e-07,-4.8295489281436683e-07,-3.6730592188351164e-07
4.28,6.2961533584803363e-07,-1.2561568619254724e-07,-2.915532125266566e-07,-3.1178130602533378e-07,-4.033267421966291e-07,-4.8827163561238043e-07,-3.6765237577523179e-07
4.2825,6.3784138818410034e-07,-8.4652806673274443e-08,-2.6272861563856758e-07,-3.1226850890672724e-07,-4.1245852124599696e-07,-4.9453209856628383e-07,-3.6803637988123312e-07
4.285,6.4606595817998891e-07,-4.5872280193168172e-08,-2.3112573628699914e-07,-3.1260245638144815e-07,-4.2096015064426776e-07,-5.0155893844155744e-07,-3.684536056428953e-07
4.2875,6.5386363089847727e-07,-9.608818903615807e-09,-1.9750171886470854e-07,-3.1356966100359895e-07,-4.2840070415165268e-07,-5.0928929282203907e-07,-3.6889646219316804e-07
4.29,6.6136552624547885e-07,2.3941387243451741e-08,-1.6302355040283426e-07,-3.1556987215356138e-07,-4.3467701930840508e-07,-5.175705624982671e-07,-3.6936001406031443e-07
4.2925,6.6852187157081748e-07,5.4532330195765243e-08,-1.2931756068562199e-07,-3.1877209635996652e-07,-4.4054630011950331e-07,-5.2615300259147826e-07,-3.6983800691202012e-07
4.295,6.7527444018919407e-07,8.1842215995215576e-08,-9.7943671489731783e-08,-3.2316983732609841e-07,-4.4704706571727138e-07,-5.3469091992326012e-07,-3.7031583958142908e-07
4.2975,6.8135387726250973e-07,1.0543792205646884e-07,-7.0644041222899113e-08,-3.2864591272644115e-07,-4.5445500020243238e-07,-5.4285376588588499e-07,-3.7078681991131751e-07
4.3,6.8703011410522597e-07,1.2512516644221864e-07,-4.9230520997164381e-08,-3.349867322334144e-07,-4.6214628881324562e-07,-5.5030227897758058e-07,-3.7124596498063542e-07
4.3025,6.9240560917981064e-07,1.4055275570659225e-07,-3.5662787483782075e-08,-3.4195428826169518e-07,-4.6942151397752585e-07,-5.568204532734544e-07,-3.7168773794351536e-07
4.305,6.9752702935674497e-07,1.5138488507381469e-07,-3.1313933364107151e-08,-3.4956457728945413e-07,-4.761002768223191e-07,-5.6247574871969756e-07,-3.721042609275735e-07
4.3075,7.022927367342567e-07,1.5741458714026886e-07,-3.7162033292779902e-08,-3.5765432057330565e-07,-4.8235796501820741e-07,-5.6770734663951618e-07,-3.7249016869224736e-07
4.31,7.0665167565993447e-07,1.5850954477225698e-07,-5.4140647119705632e-08,-3.6604949519362913e-07,-4.8795107075854256e-07,-5.7290238513670934e-07,-3.7284661218530608e-07
4.3125,7.1039107562181814e-07,1.5325814145219573e-07,-8.1673099154134911e-08,-3.7403513965741322e-07,-4.9270662990385136e-07,-5.7837535637383821e-07,-3.7317418103410358e-07
4.315,7.1318632476027417e-07,1.4103077242678335e-07,-1.1756547415881159e-07,-3.811709656679115e-07,-4.9636596638923262e-07,-5.8421680338383046e-07,-3.7348235132923285e-07
4.3175,7.1509356202275298e-07,1.2231648859954397e-07,-1.6025648668491891e-07,-3.8704813558857728e-07,-4.9867510969959078e-07,-5.9020948584816265e-07,-3.7378312487178453e-07
