Physical Time (s),enth_flux_pressure_right Monitor (W): right_cv1,enth_flux_pressure_right Monitor (W): right_cv2,enth_flux_pressure_right Monitor (W): right_cv3,enth_flux_pressure_right Monitor (W): right_cv4,enth_flux_pressure_right Monitor (W): right_cv5,enth_flux_pressure_right Monitor (W): right_cv6,enth_flux_pressure_right Monitor (W): right_cv7
2.9375,2.8486675253547859e-06,1.6869519371033864e-06,1.5755862640073907e-06,1.5445172641363271e-06,1.4872586842849065e-06,1.4332450318654119e-06,9.0437018751395326e-07
2.94,2.8679626842078573e-06,1.648928387669211e-06,1.5623738943383158e-06,1.5447003814203458e-06,1.4908464479951475e-06,1.4293634778625843e-06,8.9484963894871243e-07
2.9425,2.8885629306887976e-06,1.6073324518521058e-06,1.544312561139304e-06,1.5399438124521093e-06,1.4922542444536485e-06,1.4231588537826499e-06,8.8358796163351601e-07
2.945,2.9101287542357435e-06,1.5642076928755408e-06,1.5220481647940657e-06,1.5302070903463597e-06,1.4891433471158757e-06,1.4140988817271022e-06,8.7070154756781551e-07
2.9475,2.9323829680364348e-06,1.5205289306228551e-06,1.4960723882539927e-06,1.5183056753637588e-06,1.4817572624367773e-06,1.4021662349446878e-06,8.5656025718013862e-07
2.95,2.9551401262787416e-06,1.4776848855666953e-06,1.466869323841691e-06,1.5027436521566721e-06,1.472523526572257e-06,1.3876834702639719e-06,8.413766007736236e-07
2.9525,2.9780265797041132e-06,1.4365365575210943e-06,1.4355137875873204e-06,1.4829178392483351e-06,1.4598002307496747e-06,1.3707711296575079e-06,8.2544690904064041e-07
2.955,3.0007014466989156e-06,1.3984204156927625e-06,1.4025919902398097e-06,1.4595874730795838e-06,1.442694547875863e-06,1.3516620246777841e-06,8.0882652037822949e-07
2.9575,3.0230391484176735e-06,1.362834760124607e-06,1.3686290338994911e-06,1.4336406941447579e-06,1.4230017765946015e-06,1.3314691861800185e-06,7.9132044366438034e-07
2.96,3.0445635659387682e-06,1.3302675525241588e-06,1.3341463981495297e-06,1.4052156231199883e-06,1.4010630373630839e-06,1.3111618081392321e-06,7.7291988671135486e-07
2.9625,3.0649440725780825e-06,1.3007991304831774e-06,1.3000849182015256e-06,1.3749444495215776e-06,1.3763178126127475e-06,1.2914231713975481e-06,7.5387050934241112e-07
2.965,3.0838343709355411e-06,1.2748226951337604e-06,1.2669747973265827e-06,1.3444053838436291e-06,1.3509081341411849e-06,1.2716787187930371e-06,7.3442404346597695e-07
2.9675,3.1011459026873458e-06,1.252300249553247e-06,1.2351999331190047e-06,1.3132682254251665e-06,1.3269661935318469e-06,1.2502953400105322e-06,7.1494449849247108e-07
2.97,3.1165351472944586e-06,1.2330924830382806e-06,1.2053244072537567e-06,1.281370434287976e-06,1.3001877110656701e-06,1.2267993609110227e-06,6.9576978930859175e-07
2.9725,3.1299164517140043e-06,1.2171246950252645e-06,1.1771281834255205e-06,1.2501158124217905e-06,1.2713726666847427e-06,1.2016852004277033e-06,6.7693675241141507e-07
2.975,3.1411919929513428e-06,1.2043266230329936e-06,1.1511803678113082e-06,1.2196742651993247e-06,1.2425148650155151e-06,1.175826949772038e-06,6.5824579496570395e-07
2.9775,3.1503440314639461e-06,1.194572524557735e-06,1.127930271086991e-06,1.1899088346315561e-06,1.2140551361765666e-06,1.1509418425119368e-06,6.3985412860585667e-07
2.98,3.1573724304894603e-06,1.187783408844048e-06,1.1072986908993441e-06,1.1620403147353622e-06,1.185798581130216e-06,1.1283025881037572e-06,6.2182002531847404e-07
2.9825,3.1622340898335057e-06,1.1838436719046523e-06,1.0896658423190177e-06,1.1364081825015207e-06,1.1585581166662349e-06,1.1066822185067358e-06,6.0441380824203595e-07
2.985,3.1648003142125136e-06,1.1828250374891507e-06,1.0747488265227031e-06,1.1128794957014274e-06,1.1326135480074744e-06,1.0851852674214055e-06,5.8787969636796027e-07
2.9875,3.1652427086254581e-06,1.1847244091182435e-06,1.0629592786584331e-06,1.0916249930444817e-06,1.1078783498053358e-06,1.0644247948845598e-06,5.7231232774099209e-07
2.99,3.1634355121391981e-06,1.1894072888554901e-06,1.0541188924304669e-06,1.0728198887713513e-06,1.085416531748967e-06,1.0447454204350894e-06,5.5774384122963876e-07
2.9925,3.1594830076688959e-06,1.1968083798729652e-06,1.0483837020539752e-06,1.0565344122265729e-06,1.0650375558168571e-06,1.0273804719189212e-06,5.4423694927557233e-07
2.995,3.1535217311414055e-06,1.2069452230080232e-06,1.0457175520851738e-06,1.0431201173292246e-06,1.0462272444634875e-06,1.0121273403399377e-06,5.3169695269054381e-07
2.9975,3.1457814767522827e-06,1.2199090136465529e-06,1.0459127547843871e-06,1.0329563800851915e-06,1.0296219224324742e-06,9.9859490603683556e-07,5.1990197753438627e-07
3.0,3.1361134614596682e-06,1.2356656725769943e-06,1.0499056093823761e-06,1.0257422839827365e-06,1.0161269364284053e-06,9.8667711045704563e-07,5.0912612142054182e-07
3.0025,3.1248709113772655e-06,1.2542784549895699e-06,1.057188639249699e-06,1.0214983813427458e-06,1.0051676020328966e-06,9.7653309607701528e-07,4.9980077860636773e-07
3.005,3.1120075562097939e-06,1.2756717477672539e-06,1.0677311902747172e-06,1.0202227588369047e-06,9.9640629296205945e-07,9.6824181942664083e-07,4.9182699152932515e-07
3.0075,3.0977962057194951e-06,1.299874669064111e-06,1.0814657294733788e-06,1.0216375489284603e-06,9.9043712213452139e-07,9.6205181834291112e-07,4.8523229077513219e-07
3.01,3.0823932547175595e-06,1.3268534703223976e-06,1.0981621904072274e-06,1.0262323557322665e-06,9.8734275520185096e-07,9.5744266442645875e-07,4.7993335649388875e-07
3.0125,3.0656299924873496e-06,1.356328770139255e-06,1.1180209219081418e-06,1.0336110993702822e-06,9.8649627800230356e-07,9.5443226069675008e-07,4.7583923057574483e-07
3.015,3.048012762696108e-06,1.3886064847618294e-06,1.1405229245629843e-06,1.0434873667539503e-06,9.8828867152688394e-07,9.5374530015432546e-07,4.7276369541744543e-07
3.0175,3.0297734695666544e-06,1.4230683704631417e-06,1.1654400224186018e-06,1.0559287815943114e-06,9.9240216079904114e-07,9.551747143141651e-07,4.7073955104290492e-07
3.02,3.0110151988127767e-06,1.4596118462700038e-06,1.1929202844483072e-06,1.070634409745811e-06,9.983766162472823e-07,9.5808342336512911e-07,4.6945565107417655e-07
3.0225,2.9917647186529743e-06,1.4978784786851289e-06,1.2220932179627243e-06,1.0871825913827814e-06,1.0066769766061774e-06,9.6226195034003875e-07,4.6868764970106455e-07
3.025,2.9722822918002396e-06,1.5377035675165355e-06,1.2526464930240681e-06,1.1056775907126599e-06,1.0168865929822647e-06,9.6767305630228017e-07,4.6865405701060322e-07
3.0275,2.9527883795465927e-06,1.5780130122223103e-06,1.283960129598458e-06,1.1258069455673134e-06,1.028655919674518e-06,9.7411322379254218e-07,4.6925111675237746e-07
3.03,2.9336088238557638e-06,1.6181689556076593e-06,1.315191344940718e-06,1.1474644035851729e-06,1.041758377263894e-06,9.8171275947233318e-07,4.7007930047186097e-07
3.0325,2.9148383534543863e-06,1.6571824015963811e-06,1.3464195348107463e-06,1.1700915337649219e-06,1.0568810065175239e-06,9.9059999458966884e-07,4.7078325706734351e-07
3.035,2.8965661053517826e-06,1.694249931648489e-06,1.3765587218232044e-06,1.1934385843286597e-06,1.0738186507251535e-06,1.0006086473220101e-06,4.7094444217572882e-07
3.0375,2.8793496354362866e-06,1.7280117249777687e-06,1.4050092947842536e-06,1.2170810445044238e-06,1.090946191933944e-06,1.0111256334728208e-06,4.7100448187413617e-07
3.04,2.8631190332393009e-06,1.7567473216711e-06,1.4307818365366484e-06,1.2399207612470516e-06,1.1085011717905521e-06,1.0215687984220087e-06,4.7109189611867409e-07
3.0425,2.8482137579768161e-06,1.7791607747254654e-06,1.4537981295224595e-06,1.2626402023578622e-06,1.1268553582293234e-06,1.031979853535528e-06,4.711204733955228e-07
3.045,2.8346088831375557e-06,1.7947348765547469e-06,1.4726510562295521e-06,1.2843229685724956e-06,1.1458275562715957e-06,1.042083284519637e-06,4.7099089819307792e-07
3.0475,2.8225852203725743e-06,1.8015095103919647e-06,1.4878859599146012e-06,1.3042469736902334e-06,1.1642743345771446e-06,1.0516273890837275e-06,4.7077652916664054e-07
3.05,2.8122556674132593e-06,1.7992093077611494e-06,1.4993057982582754e-06,1.3231115647156604e-06,1.1819530977058928e-06,1.0610772165068521e-06,4.7052229417437805e-07
3.0525,2.8038324361046218e-06,1.7877024811173457e-06,1.5058837310045823e-06,1.3397976767650799e-06,1.1993883256688422e-06,1.0705729346952284e-06,4.698332610370472e-07
3.055,2.7974618673966411e-06,1.7670606265632952e-06,1.507890405320718e-06,1.3544521171299113e-06,1.2157531528008296e-06,1.0795768368377745e-06,4.6878095519847524e-07
3.0575,2.7930612437834552e-06,1.736440697134131e-06,1.5039192103279632e-06,1.3657916220958183e-06,1.2302426328435836e-06,1.0874906011655256e-06,4.6749520225960367e-07
3.06,2.7909258876058541e-06,1.6982138145719669e-06,1.4944121422725331e-06,1.3738762053693994e-06,1.2432885907539791e-06,1.0940677883638261e-06,4.6603322460279883e-07
3.0625,2.7908333650877478e-06,1.6542140195318441e-06,1.4797861813571908e-06,1.3787018986542079e-06,1.2546294114494044e-06,1.0984727696155684e-06,4.643330867816905e-07
3.065,2.7927689265274291e-06,1.6047513611313752e-06,1.4610163334268721e-06,1.3790688400164359e-06,1.2630104997842323e-06,1.1013019659407262e-06,4.6229478991021991e-07
3.0675,2.7965946830760398e-06,1.5518784762087017e-06,1.4384468163316564e-06,1.3763399094102607e-06,1.269392126103865e-06,1.1032965483284875e-06,4.5960761621553495e-07
3.07,2.8021115301384822e-06,1.4968411393540238e-06,1.4116950166871386e-06,1.36856716210534e-06,1.2745669901601792e-06,1.1045000018913123e-06,4.5616517526737363e-07
3.0725,2.8091192752316953e-06,1.4412368825881507e-06,1.3818329946432329e-06,1.3576642160224895e-06,1.2761725524758056e-06,1.104624981507243e-06,4.5292564943247132e-07
3.075,2.8173797482850919e-06,1.3864665382866545e-06,1.3488269901567049e-06,1.3451972762894567e-06,1.2735141345613283e-06,1.1029905902644573e-06,4.4955472398765961e-07
3.0775,2.826597742255415e-06,1.3335284361608302e-06,1.3134922624295989e-06,1.3280198120653938e-06,1.2692655597797135e-06,1.0985842803167248e-06,4.4539531508016611e-07
3.08,2.8364342769893259e-06,1.283205567903976e-06,1.2765797491004741e-06,1.3073578570098511e-06,1.2616849101375101e-06,1.0915617138888545e-06,4.4058669388083155e-07
3.0825,2.8465854429699386e-06,1.2361562887662626e-06,1.2387965576801925e-06,1.2836742702736017e-06,1.2497993410166549e-06,1.0821253122787309e-06,4.3543179099968047e-07
3.085,2.8567174104325344e-06,1.1924286269564672e-06,1.200661230130396e-06,1.257647945766834e-06,1.2351552616247536e-06,1.0709814751039104e-06,4.2987207407416544e-07
3.0875,2.8664922184017019e-06,1.1525304392925484e-06,1.1625446261659143e-06,1.2291121797702181e-06,1.2179903651951838e-06,1.0584654254320751e-06,4.2382888931397621e-07
3.09,2.8755401428802565e-06,1.1161691984364006e-06,1.1249726481819212e-06,1.1989062554215435e-06,1.1973390307546025e-06,1.0449605216874373e-06,4.1729259570573392e-07
3.0925,2.8835042561761233e-06,1.0835339768094659e-06,1.0882361192236125e-06,1.1680831137059443e-06,1.1753367041044406e-06,1.03041144991468e-06,4.1043947810614173e-07
3.095,2.8902111423183944e-06,1.0544245984105366e-06,1.0528713051516067e-06,1.1357402307332764e-06,1.1540410320662152e-06,1.0154441819722512e-06,4.0348856541178655e-07
3.0975,2.8953325776644846e-06,1.0287161180200787e-06,1.018974530986825e-06,1.1026020771380304e-06,1.1289709716728253e-06,9.9942402531030938e-07,3.9650935931651837e-07
3.1,2.8987009850612637e-06,1.0061939711703642e-06,9.8669395873860607e-07,1.0697256821622598e-06,1.1009268873507567e-06,9.8190987875947379e-07,3.8938746025968375e-07
3.1025,2.9002232323185761e-06,9.8674630168259097e-07,9.5654919364770567e-07,1.0366502421177857e-06,1.0717106371978298e-06,9.6342316769166279e-07,3.8237335069649405e-07
3.105,2.8998193930727204e-06,9.7034810052933148e-07,9.2864515207518676e-07,1.0038355000730329e-06,1.0418903113998684e-06,9.4255424195550569e-07,3.7544726240708251e-07
3.1075,2.8975361999013628e-06,9.5682472935969436e-07,9.0317371612443056e-07,9.7232792494360663e-07,1.0112223398131035e-06,9.1963313603374418e-07,3.6860352657127463e-07
3.11,2.8932855290151977e-06,9.4630860394176291e-07,8.8013624320463312e-07,9.420217182278246e-07,9.8037028330084689e-07,8.9740637286023905e-07,3.621526641097602e-07
3.1125,2.8870295967553804e-06,9.3864507867258761e-07,8.5962125072292176e-07,9.1314026692576693e-07,9.496818826909448e-07,8.7656253365739618e-07,3.5641034770366557e-07
3.115,2.879035595126492e-06,9.339262515962302e-07,8.4175296943030057e-07,8.8586761867475483e-07,9.1933317802228258e-07,8.5565366898067037e-07,3.514372991118332e-07
3.1175,2.8691889449647944e-06,9.3219341494019978e-07,8.2666226452484742e-07,8.6047944535536763e-07,8.9048815779737036e-07,8.3403866555630577e-07,3.4725223167520626e-07
3.12,2.8576970104511794e-06,9.3345706720989757e-07,8.145536711784642e-07,8.3718758307357451e-07,8.6291856929620483e-07,8.1293819204956438e-07,3.4404983439160148e-07
3.1225,2.8447216797042131e-06,9.3750864449415514e-07,8.0516940683551078e-07,8.1672532294714706e-07,8.3655424216429834e-07,7.9332079694659843e-07,3.417908465801318e-07
3.125,2.8305757271433953e-06,9.4519130681008249e-07,7.9916855193146314e-07,7.9898940432906763e-07,8.1169143435108356e-07,7.7681213105601914e-07,3.4070544337937428e-07
3.1275,2.8153616485339191e-06,9.5632811778383676e-07,7.9688191643299688e-07,7.8405878159223497e-07,7.8965991627266489e-07,7.6187630002930603e-07,3.4120439621749548e-07
3.13,2.7992805130778914e-06,9.7074742808591516e-07,7.9821140964230818e-07,7.7231162733680765e-07,7.7019277571004231e-07,7.4870461823379237e-07,3.435095924878133e-07
3.1325,2.7825476488502103e-06,9.8846747950028881e-07,8.0324842818160218e-07,7.636770043630955e-07,7.5320164976283861e-07,7.3725341949068791e-07,3.4746595595256448e-07
3.135,2.7655679668547921e-06,1.0097476703078935e-06,8.1208708119338944e-07,7.5846271622116526e-07,7.3934208048580942e-07,7.2750993463181697e-07,3.5338746452478654e-07
3.1375,2.748509053879995e-06,1.0347292402012252e-06,8.2478559544866411e-07,7.5700433941095601e-07,7.2886765847545115e-07,7.202486877483623e-07,3.6134883510574396e-07
3.14,2.7314960257718612e-06,1.0634728096233703e-06,8.4132722621689695e-07,7.5880168325951608e-07,7.2168286055908398e-07,7.1582282515786205e-07,3.7122941140371444e-07
3.1425,2.7147546564424173e-06,1.0960229927846646e-06,8.6150248197204752e-07,7.6422516537180442e-07,7.1814404942061366e-07,7.1400937949983107e-07,3.8301664746644607e-07
3.145,2.6985302875967186e-06,1.1320814767547035e-06,8.8534050071008802e-07,7.7335237114712835e-07,7.1794829431353157e-07,7.1495401136485518e-07,3.9663692656329211e-07
3.1475,2.6831588848868032e-06,1.1716957507231931e-06,9.1294882109108838e-07,7.8610963094674373e-07,7.2082875776963782e-07,7.1925550706650384e-07,4.1227312549297686e-07
3.15,2.6689724705440125e-06,1.2143133118548907e-06,9.4322814071768015e-07,8.0235165448622603e-07,7.2777268420388745e-07,7.2695260769374848e-07,4.3020731222259933e-07
3.1525,2.6560757979635314e-06,1.2593955301280964e-06,9.7639570108259191e-07,8.2223008480675824e-07,7.3839200800512996e-07,7.3762304331430162e-07,4.5013683352274557e-07
3.155,2.6447821058941122e-06,1.3063903527041267e-06,1.0114036515373636e-06,8.4552279374786125e-07,7.5224237281521007e-07,7.5139496432923775e-07,4.721304683860596e-07
3.1575,2.6354069296172442e-06,1.3546417261206792e-06,1.048387685699967e-06,8.7200483124125809e-07,7.6969579421137835e-07,7.6778320929022986e-07,4.9627180863948174e-07
3.16,2.6280158900188023e-06,1.4029107114385951e-06,1.0862873697124543e-06,9.011136376139917e-07,7.9149455951148362e-07,7.8694361905905056e-07,5.2257158175103216e-07
3.1625,2.6227461855370426e-06,1.450001126029993e-06,1.124952349683353e-06,9.330780240900609e-07,8.1705178202234534e-07,8.0890264222304363e-07,5.5051008003582547e-07
3.165,2.6197812797874555e-06,1.4948844872699846e-06,1.1632075760243498e-06,9.6688852217066262e-07,8.4496303092185623e-07,8.3400610925452399e-07,5.7986500902752578e-07
3.1675,2.6192881221065978e-06,1.5358143731124141e-06,1.2008945455235943e-06,1.0024030966400191e-06,8.758536456661887e-07,8.6206042599514702e-07,6.1062790153881419e-07
3.17,2.6212611136506281e-06,1.5715315318596502e-06,1.237267464848869e-06,1.039924748527351e-06,9.0986651145336425e-07,8.9244238578560054e-07,6.4256689360516763e-07
3.1725,2.6258671797636563e-06,1.6008177367572097e-06,1.2707002064195044e-06,1.0776706175411921e-06,9.4630955867978628e-07,9.2463616670170456e-07,6.7602131049560658e-07
3.175,2.6332915955304988e-06,1.622213066664987e-06,1.3029986967263159e-06,1.1162412962867495e-06,9.8432368667068513e-07,9.5855546352897285e-07,7.1087022569796736e-07
3.1775,2.6434221509879704e-06,1.6357022100717406e-06,1.3319327926466117e-06,1.1550579558368044e-06,1.0239404906412653e-06,9.9355565355651618e-07,7.4670463073612653e-07
3.18,2.6564525845935315e-06,1.6410383278536066e-06,1.3579786751025225e-06,1.1934347146862316e-06,1.0652361711019195e-06,1.0299078656914261e-06,7.8327199441553396e-07
3.1825,2.6722444650230921e-06,1.6375298112922967e-06,1.3799310923700967e-06,1.2313593449326141e-06,1.1070857514816522e-06,1.0678333830505171e-06,8.2074835423684968e-07
3.185,2.6907435112145427e-06,1.6262203366750908e-06,1.3972495199058743e-06,1.2667237667834213e-06,1.1491662254121867e-06,1.1071240385090919e-06,8.5924981858077835e-07
3.1875,2.7119365871184e-06,1.6087854387658083e-06,1.4106698867496158e-06,1.3012140821288345e-06,1.1916096803042662e-06,1.1472319071936644e-06,8.981632741039697e-07
3.19,2.7355894137353306e-06,1.5862038493669807e-06,1.4202845584359129e-06,1.3325968404845115e-06,1.2334233603982155e-06,1.1871482827492356e-06,9.3714767157964044e-07
3.1925,2.761571362789375e-06,1.5597195981030018e-06,1.4271538284686566e-06,1.3615961082966304e-06,1.2735611225568248e-06,1.2262822911386905e-06,9.7579698850808607e-07
3.195,2.7896082599122633e-06,1.5305674980769858e-06,1.4306039317718752e-06,1.3878209835001559e-06,1.3135094961184308e-06,1.2645930880270822e-06,1.0137991449306789e-06
3.1975,2.8193649021326678e-06,1.5005290776897772e-06,1.4309876387736104e-06,1.4101256874943438e-06,1.3528188838482963e-06,1.302328380560274e-06,1.0513529723057737e-06
3.2,2.8505443409992231e-06,1.4706233506949543e-06,1.4288478988118653e-06,1.4318135500277939e-06,1.3887063860081561e-06,1.3395067182776219e-06,1.0880459626424616e-06
3.2025,2.8827806684081351e-06,1.4420918069394676e-06,1.4240730234224582e-06,1.4502432905725784e-06,1.4219480741529252e-06,1.376444875909042e-06,1.123913419823621e-06
3.205,2.915602560545516e-06,1.4157985407868782e-06,1.4176424956648672e-06,1.4648189937459939e-06,1.4538900456394349e-06,1.412504003204136e-06,1.1587987301016165e-06
3.2075,2.9485789517242373e-06,1.3921588448871745e-06,1.4098750598530182e-06,1.4762904431133257e-06,1.4819457957026964e-06,1.4463149395205264e-06,1.1927208208297689e-06
3.21,2.9813028141915946e-06,1.3714497871855538e-06,1.4013772652044715e-06,1.4849960544603023e-06,1.5057497297859078e-06,1.4777145879464182e-06,1.2253772541848552e-06
3.2125,3.013265369482617e-06,1.3538849356237686e-06,1.3924042804358089e-06,1.491197730127081e-06,1.5273148725766441e-06,1.5062188061013184e-06,1.2567062609322915e-06
3.215,3.0441306148432964e-06,1.3393484562282377e-06,1.3831942605233585e-06,1.4945698692329471e-06,1.5451608396299612e-06,1.5319055247836849e-06,1.2863415431779516e-06
3.2175,3.0734526835608763e-06,1.3283228957230508e-06,1.3745419829101009e-06,1.4969901915457638e-06,1.5596804545206183e-06,1.5550475691212202e-06,1.3139914260854466e-06
3.22,3.101336656624275e-06,1.3192376582068277e-06,1.3654477755583784e-06,1.496913391616816e-06,1.5732897883829832e-06,1.5756731242213343e-06,1.3398474046669276e-06
3.2225,3.1264036253962473e-06,1.3137119912430023e-06,1.3578825130961829e-06,1.4950528116568244e-06,1.5853355051961337e-06,1.5953525932849072e-06,1.3643678123427944e-06
3.225,3.1495444830568755e-06,1.3099917605180889e-06,1.3501863276225557e-06,1.4918091471098603e-06,1.5916178422169525e-06,1.6142052151900828e-06,1.3868510617159991e-06
3.2275,3.1697153863682955e-06,1.3091697902463326e-06,1.3438486688071325e-06,1.4876374674340032e-06,1.5945200361109753e-06,1.6314830512234958e-06,1.4077942471470977e-06
3.23,3.1874026498563769e-06,1.3098851935603666e-06,1.3381440674371535e-06,1.4817344694113782e-06,1.5952357104464695e-06,1.6457858423004056e-06,1.4271669851387873e-06
3.2325,3.2018903181291946e-06,1.3129269770590309e-06,1.3337965877122131e-06,1.4755742903256353e-06,1.5938756090342473e-06,1.6572703235448019e-06,1.4449535685196188e-06
3.235,3.2137129905142144e-06,1.3174259471342529e-06,1.3302288405648058e-06,1.4687776138290646e-06,1.589739334152645e-06,1.6632939253875357e-06,1.4610053485847106e-06
3.2375,3.2223130091248549e-06,1.3238002307144891e-06,1.3277201836674029e-06,1.4615911500361823e-06,1.5836520713501669e-06,1.66491786139927e-06,1.4748003803972537e-06
3.24,3.2279617827987308e-06,1.3317505626616207e-06,1.3260407847625336e-06,1.4537379736988934e-06,1.5752435040787387e-06,1.6653429006991941e-06,1.4859649871759609e-06
3.2425,3.2306755483788847e-06,1.3411505154845775e-06,1.3253689444816103e-06,1.4456458911859772e-06,1.5654964219786209e-06,1.6653518351527159e-06,1.4951338029252512e-06
3.245,3.2302110816154612e-06,1.3521369604157506e-06,1.3255955444226508e-06,1.4371499392138e-06,1.5546525363913977e-06,1.6634263354380505e-06,1.5027969479521564e-06
3.2475,3.2269869999409991e-06,1.3644483397036291e-06,1.3267429322173908e-06,1.428784012231676e-06,1.5420595216358037e-06,1.6586944443470314e-06,1.5088941106638503e-06
3.25,3.2209850766645162e-06,1.3781817902287609e-06,1.3286284572852304e-06,1.4207778811318819e-06,1.5279598186238687e-06,1.6518219433877392e-06,1.5140957898417319e-06
3.2525,3.2121341587232431e-06,1.3935666800462087e-06,1.3321435918837558e-06,1.4128885569549043e-06,1.5130895258463718e-06,1.6433840412327306e-06,1.5182019213074401e-06
3.255,3.2007817975844966e-06,1.4105499363436658e-06,1.3369094359148111e-06,1.4052577706153739e-06,1.4980479071481492e-06,1.6346191466005317e-06,1.5208686066791226e-06
3.2575,3.1869586997004411e-06,1.4290676904490339e-06,1.3429034095999109e-06,1.397927788408593e-06,1.4821292327560469e-06,1.6234400165411792e-06,1.5213475877712566e-06
3.26,3.1709797842077672e-06,1.4490351103949938e-06,1.3500957264716834e-06,1.3908284433502541e-06,1.4657193567939931e-06,1.6108425677544868e-06,1.5198826987323665e-06
3.2625,3.1530176880349638e-06,1.4706339666445018e-06,1.3584602452087994e-06,1.3846013770480878e-06,1.4492572199891102e-06,1.5972326201061153e-06,1.5164326092373378e-06
3.265,3.1330038868004163e-06,1.4937650349681542e-06,1.36836968114207e-06,1.3787910597152707e-06,1.4325553640953508e-06,1.5825916101580218e-06,1.5115193078169611e-06
3.2675,3.1114232941250377e-06,1.5188925311356825e-06,1.3794904677838698e-06,1.3734726979121486e-06,1.4162664681774316e-06,1.5674987920440644e-06,1.5055413888844382e-06
3.27,3.088513929349248e-06,1.5455288310300819e-06,1.3915929140585917e-06,1.3688524693149234e-06,1.4003348069898014e-06,1.5514778542824815e-06,1.500167816888711e-06
3.2725,3.0644742881438935e-06,1.5735621047067959e-06,1.4051147392972612e-06,1.3649593266867566e-06,1.3844133732927227e-06,1.5340836057411119e-06,1.4935745423646517e-06
3.275,3.0393994674504893e-06,1.6027946790973717e-06,1.4192321879734588e-06,1.3617638559252269e-06,1.3690052645239314e-06,1.5158771253554689e-06,1.4853144321323699e-06
3.2775,3.0137788337531457e-06,1.6332659379501087e-06,1.4339855443444576e-06,1.3596430306920447e-06,1.3548027870493729e-06,1.4975569507321511e-06,1.4758131447506979e-06
3.28,2.9877161750519173e-06,1.663933387592217e-06,1.448997393558459e-06,1.3585430100283237e-06,1.3410874754961368e-06,1.4794736116598597e-06,1.4649746161172044e-06
3.2825,2.9617642239504248e-06,1.6945580208434907e-06,1.4637510769087633e-06,1.3585159182716919e-06,1.3281106874871087e-06,1.4617366498745973e-06,1.4531263691405746e-06
3.285,2.9362939919194594e-06,1.7239553949226939e-06,1.4780958811766729e-06,1.3591146398580104e-06,1.3168002640951751e-06,1.4446901232975601e-06,1.4404400856477698e-06
3.2875,2.9113203631714478e-06,1.7514316390586197e-06,1.4913437215686303e-06,1.3604477023033153e-06,1.307512522431377e-06,1.4279190311165882e-06,1.4275990683470856e-06
3.29,2.8872383867349927e-06,1.7755375210846466e-06,1.5030300533090022e-06,1.3621828105642086e-06,1.2988413366233754e-06,1.4114229972438867e-06,1.414561836412676e-06
3.2925,2.8641769886586312e-06,1.7958482002894275e-06,1.5127761846889768e-06,1.3639760077972811e-06,1.2910100741386332e-06,1.3954120711222989e-06,1.4019128660884865e-06
3.295,2.8425625581481152e-06,1.8097043286436352e-06,1.5200731952916005e-06,1.3662978863814927e-06,1.2850185828891193e-06,1.3800309549901944e-06,1.3897281285007858e-06
3.2975,2.8224800809369822e-06,1.8169548920313118e-06,1.5237611454304864e-06,1.3684354751302317e-06,1.2807096558810208e-06,1.3658536130642173e-06,1.3775628405362026e-06
3.3,2.8041240076197273e-06,1.8160802680843984e-06,1.525391794810598e-06,1.370226734397304e-06,1.2773639338912872e-06,1.3529133869503594e-06,1.3647378273532038e-06
3.3025,2.7877092953162854e-06,1.8066607556705425e-06,1.5240316429249682e-06,1.3723794891117298e-06,1.2749807009306543e-06,1.3412931900615505e-06,1.3511310359572754e-06
3.305,2.773302828288174e-06,1.7885691840506934e-06,1.5191607994883035e-06,1.3737642711366325e-06,1.2738485427582379e-06,1.3306178489068432e-06,1.3372964494815128e-06
3.3075,2.7618678388073145e-06,1.7617327992479874e-06,1.5103099855235859e-06,1.3745949984672528e-06,1.2735732753764277e-06,1.3206158075073092e-06,1.323776709387463e-06
3.31,2.7532528258320979e-06,1.7250415485248082e-06,1.4956196689094808e-06,1.372997389478854e-06,1.273838802268758e-06,1.3117583000038011e-06,1.3108526212120587e-06
3.3125,2.7470728807035856e-06,1.6819879889835281e-06,1.4778274079814953e-06,1.3706007134064629e-06,1.2751399231254011e-06,1.3044506748319905e-06,1.2986943171594491e-06
3.315,2.743780736049838e-06,1.6339571565762168e-06,1.4568090545852904e-06,1.3671640782279712e-06,1.27724351705183e-06,1.2987575022865211e-06,1.287404263657017e-06
3.3175,2.7426032896383649e-06,1.5819543728308207e-06,1.4339785887969189e-06,1.3615557169059347e-06,1.2790735105404797e-06,1.2944604177355464e-06,1.2767775607250891e-06
3.32,2.7448924209637361e-06,1.5259135384323583e-06,1.4075796634397733e-06,1.3546060418909591e-06,1.2810876938894244e-06,1.2912258127256824e-06,1.2670302513858121e-06
3.3225,2.7487599657306847e-06,1.4700070275150649e-06,1.3792647830459697e-06,1.344638256941607e-06,1.284485729665908e-06,1.2882145156923144e-06,1.2570559863804491e-06
3.325,2.7552791093733734e-06,1.4143570390634534e-06,1.3497106653174601e-06,1.3346548835043711e-06,1.2871323766811412e-06,1.285974942932456e-06,1.2473138644600251e-06
3.3275,2.7641118601503549e-06,1.360153469530505e-06,1.3184710083447395e-06,1.3244514762915495e-06,1.288120006509309e-06,1.285099304310622e-06,1.2382050135971817e-06
