Physical Time (s),enth_flux_pressure_right Monitor (W): right_cv1,enth_flux_pressure_right Monitor (W): right_cv2,enth_flux_pressure_right Monitor (W): right_cv3,enth_flux_pressure_right Monitor (W): right_cv4,enth_flux_pressure_right Monitor (W): right_cv5,enth_flux_pressure_right Monitor (W): right_cv6,enth_flux_pressure_right Monitor (W): right_cv7
7.37825,2.7991242065850676e-06,9.8966074779390942e-07,9.7226211547184171e-07,1.0448445873288455e-06,1.0844338837393839e-06,1.0076940375211774e-06,7.9240200284357524e-07
7.3785,2.7994228088440641e-06,9.9038406871848118e-07,9.7132484986079782e-07,1.0426177620086269e-06,1.0823155734330918e-06,1.007108384728096e-06,7.9122456936943291e-07
7.37875,2.7997480968277346e-06,9.9120491490282041e-07,9.7055030652808652e-07,1.0404859150957099e-06,1.0802270475892942e-06,1.0065470673684597e-06,7.9013612392903074e-07
7.379,2.8001048608628326e-06,9.9211609953280114e-07,9.699233806638063e-07,1.0384387743998594e-06,1.0781664824768944e-06,1.0060455169496407e-06,7.8911596960284076e-07
7.37925,2.8005215241567903e-06,9.9310093044634153e-07,9.694021899604102e-07,1.0364994484405319e-06,1.0761380827603711e-06,1.0055817842898879e-06,7.8813860673388511e-07
7.3795,2.800985604433773e-06,9.9414909670150437e-07,9.6895183574968667e-07,1.0346467262226048e-06,1.07414702935424e-06,1.0051190915076516e-06,7.8718922382384482e-07
7.37975,2.8014814076089699e-06,9.9526224302060383e-07,9.6855404261457648e-07,1.0328791832115408e-06,1.0722086642114501e-06,1.0046498207067211e-06,7.862646589895814e-07
7.38,2.8019863229923603e-06,9.9643713309089174e-07,9.6819065735128975e-07,1.0311490267379706e-06,1.0703248022847307e-06,1.0042805046639896e-06,7.8534090531513603e-07
7.38025,2.8024965867338947e-06,9.9766669757644424e-07,9.6785643917465347e-07,1.0294666863113866e-06,1.0685280722067465e-06,1.0040109588633991e-06,7.8439173627143483e-07
7.3805,2.8029850996977446e-06,9.989517045854351e-07,9.6752210917678054e-07,1.0278013714850578e-06,1.0668347328559322e-06,1.0037621853157847e-06,7.8340113926670335e-07
7.38075,2.8034335407728026e-06,1.0002815545588077e-06,9.671807065700099e-07,1.0261748660650823e-06,1.065233831494144e-06,1.0035343878946986e-06,7.8235744089085293e-07
7.381,2.8038641527949624e-06,1.0016465698092726e-06,9.6681079769562485e-07,1.0245868422658583e-06,1.0637172016033241e-06,1.0032691049275463e-06,7.8125827357146071e-07
7.38125,2.8042882578282369e-06,1.0030362506714858e-06,9.6641436921933251e-07,1.0230352485880771e-06,1.062262856303398e-06,1.0029849070243985e-06,7.8013853806359914e-07
7.3815,2.8046662808990536e-06,1.0044474229440251e-06,9.660024723307433e-07,1.0215257986118304e-06,1.0608325165373235e-06,1.0026233421350223e-06,7.7903830254954714e-07
7.38175,2.8049245012298448e-06,1.0058576908024949e-06,9.6556557774933858e-07,1.0200388617017306e-06,1.0593796554399502e-06,1.0021352304405249e-06,7.7800120671007602e-07
7.382,2.8050878135664141e-06,1.0072475067148308e-06,9.6510774665663775e-07,1.0185658610531666e-06,1.0578802572673222e-06,1.0015096535578468e-06,7.770410934336072e-07
7.38225,2.8052037891468318e-06,1.008613613331863e-06,9.6463230222969428e-07,1.0171092054235582e-06,1.0563100556849489e-06,1.0007844284173984e-06,7.7614486048234256e-07
7.3825,2.8052069427270243e-06,1.0099491686875058e-06,9.6415241326210533e-07,1.0156284320349857e-06,1.054652194111337e-06,9.999442884346794e-07,7.7529397540342133e-07
7.38275,2.8051030330426311e-06,1.0112392468686046e-06,9.6366514217386829e-07,1.0141145102098641e-06,1.0528923254577935e-06,9.9908522200100041e-07,7.7446718818652125e-07
7.383,2.8049044568273692e-06,1.0124872132911715e-06,9.6316090049753719e-07,1.0125255597953234e-06,1.0510403368914111e-06,9.9824004509094966e-07,7.736479708413765e-07
7.38325,2.8046484152729752e-06,1.0136846693893272e-06,9.6260847906889009e-07,1.0109038572252166e-06,1.0491052793720343e-06,9.973080032685828e-07,7.7281020486465186e-07
7.3835,2.8043452790375744e-06,1.0148427640643757e-06,9.6200920446146905e-07,1.0092057719941811e-06,1.0471001201798777e-06,9.963141347384822e-07,7.7192260723891192e-07
7.38375,2.8039661528616229e-06,1.0159680838659453e-06,9.6138134954182688e-07,1.0074710331347498e-06,1.045026404490888e-06,9.9520294771836209e-07,7.7095098500938193e-07
7.384,2.8035072183235658e-06,1.0170489339441213e-06,9.6075170930811568e-07,1.0056841568755073e-06,1.042880086132733e-06,9.9394089036498948e-07,7.6986858729188513e-07
7.38425,2.8029882447612707e-06,1.0180857598907832e-06,9.6012190497350446e-07,1.0038581716128775e-06,1.0406623927003362e-06,9.9257990551695616e-07,7.6866478143841958e-07
7.3845,2.8024061316237118e-06,1.0190996163305485e-06,9.5947390119158717e-07,1.002002166746777e-06,1.0383738486202662e-06,9.9107799226038293e-07,7.6733368894739032e-07
7.38475,2.8017436181736039e-06,1.0200931285822367e-06,9.587884532450195e-07,1.0001020327337839e-06,1.0360087884998325e-06,9.8944439065222351e-07,7.65889210637463e-07
7.385,2.8010690432081005e-06,1.0210719313366043e-06,9.5808058791004751e-07,9.9816855445584062e-07,1.03356820466868e-06,9.8770562090896158e-07,7.6435415673063079e-07
7.38525,2.8003157433526073e-06,1.0220530920831007e-06,9.5738382172306587e-07,9.9620367883065799e-07,1.0310765576534971e-06,9.8590617133422184e-07,7.6274551956476173e-07
7.3855,2.7994503331806037e-06,1.0230165561903255e-06,9.5672849296498747e-07,9.94228307602416e-07,1.0285590400961186e-06,9.8405534800734552e-07,7.6109814660322452e-07
7.38575,2.7985004438790122e-06,1.0239611530937895e-06,9.5613512920837148e-07,9.9223810038532496e-07,1.0260269402274979e-06,9.8218419831495115e-07,7.5943764206928046e-07
7.386,2.7975032350569866e-06,1.0248756474491386e-06,9.5559990954652259e-07,9.9025292356924752e-07,1.0234957250714249e-06,9.8031113614982754e-07,7.5778557327251723e-07
7.38625,2.7963906095184673e-06,1.0257593447428942e-06,9.5506335047757899e-07,9.8829557649161196e-07,1.0209978603186323e-06,9.7847621795429193e-07,7.5615496302575611e-07
7.3865,2.7952536389907011e-06,1.0266231125999389e-06,9.544974827173917e-07,9.8636627366879513e-07,1.0185457154952839e-06,9.7667888227149582e-07,7.5454757014857605e-07
7.38675,2.7941062657208088e-06,1.0274916650588345e-06,9.5392558861492575e-07,9.8447967942500253e-07,1.016154861926376e-06,9.7492851518381565e-07,7.5296429725385271e-07
7.387,2.7929376880822498e-06,1.0283664090638434e-06,9.5337858143391207e-07,9.8265662253387038e-07,1.0138148325680332e-06,9.7323878240056837e-07,7.514052973394679e-07
7.38725,2.7917435987984516e-06,1.0292495715965123e-06,9.5288333067461865e-07,9.8088818026034839e-07,1.0115203528964055e-06,9.7159818862388226e-07,7.4986323548774111e-07
7.3875,2.7905136484090434e-06,1.0301313282607013e-06,9.5247435303237796e-07,9.791691317487223e-07,1.009290410107253e-06,9.7002793300549156e-07,7.483358253359008e-07
7.38775,2.7892934843375598e-06,1.0310208768681932e-06,9.5215762995912939e-07,9.7749009646761622e-07,1.0071603220263806e-06,9.6853680968121516e-07,7.4681601933356599e-07
7.388,2.7880504339058455e-06,1.0319211297705998e-06,9.5191334946255387e-07,9.758313820785396e-07,1.0051547489251809e-06,9.6714451999296809e-07,7.4529148229381233e-07
7.38825,2.7867747838230613e-06,1.0328595207599135e-06,9.5173469314561353e-07,9.7417740539829269e-07,1.0032820768185015e-06,9.6585546253569619e-07,7.4374786234403826e-07
7.3885,2.7854636569989501e-06,1.0338542007826953e-06,9.516160772082385e-07,9.7250769639693147e-07,1.0015346434078367e-06,9.6466213024608605e-07,7.4215920251170265e-07
7.38875,2.7841087141885896e-06,1.0348973536449276e-06,9.5151807247563752e-07,9.7079661126019769e-07,9.9988512760269136e-07,9.6357945059649412e-07,7.4050756060762633e-07
7.389,2.7827200929391123e-06,1.0359774120137278e-06,9.5144674479117881e-07,9.6903944982188646e-07,9.9831115618113594e-07,9.6262271627148606e-07,7.3879923571800389e-07
7.38925,2.7813062108767598e-06,1.0370890181576326e-06,9.5140058522954107e-07,9.6725206560667836e-07,9.9678432863465811e-07,9.6183078713230551e-07,7.3703902327554669e-07
7.3895,2.7798073390983597e-06,1.0382218686008858e-06,9.5139459068801964e-07,9.6545991298358119e-07,9.9529133699173788e-07,9.6123109025550698e-07,7.3522876167324731e-07
7.38975,2.7782418609679153e-06,1.0393844840967799e-06,9.5143093841394119e-07,9.6369480990198198e-07,9.937747585836356e-07,9.6075686504322906e-07,7.3338245128756601e-07
7.39,2.77666552406034e-06,1.0405638906596234e-06,9.5149996272533749e-07,9.6195192439158243e-07,9.9218789171329493e-07,9.6034319085591527e-07,7.3150178563852512e-07
7.39025,2.7750407202488015e-06,1.0417557647060743e-06,9.5158613277211702e-07,9.6022367119135399e-07,9.9053247926159306e-07,9.5998240219768926e-07,7.2959224811801224e-07
7.3905,2.7733953610280342e-06,1.0429571773874822e-06,9.5169032175951948e-07,9.5850578895659416e-07,9.8883805805163e-07,9.5964023046828229e-07,7.2766116238892934e-07
7.39075,2.7716726872599101e-06,1.0441809627412964e-06,9.5177285415801202e-07,9.5680748131574532e-07,9.8713026444758251e-07,9.5924605102981083e-07,7.257035123321713e-07
7.391,2.7698167525653737e-06,1.0454336649300764e-06,9.517982984149534e-07,9.5514263933162246e-07,9.8542851989840944e-07,9.5878483832631043e-07,7.2370759332972056e-07
7.39125,2.7678466840619862e-06,1.0467117866124261e-06,9.5176858037955132e-07,9.5352333041073124e-07,9.8373693835301427e-07,9.5824093756923869e-07,7.2167036557618874e-07
7.3915,2.7657962948662989e-06,1.0480048059450445e-06,9.5169868493589626e-07,9.5196876474402562e-07,9.8204058965486896e-07,9.5758385650649207e-07,7.1960072537139647e-07
7.39175,2.7636999377300903e-06,1.0493097903206786e-06,9.5165858466409229e-07,9.50475345322737e-07,9.8031327643978951e-07,9.5686157873369958e-07,7.1751179473233232e-07
7.392,2.761545583915632e-06,1.0506329236469615e-06,9.5165405571682823e-07,9.490515695380723e-07,9.7850871190423327e-07,9.5614850858469566e-07,7.1541853650005677e-07
7.39225,2.7593248955004467e-06,1.0519437117170942e-06,9.5167911925074313e-07,9.4767980618792576e-07,9.7659085665824473e-07,9.5550662923126732e-07,7.1334286134275565e-07
7.3925,2.7570853643798923e-06,1.0532382026733033e-06,9.5171523453882193e-07,9.4632606039339485e-07,9.7452668307333534e-07,9.5492851024840071e-07,7.1129756624382143e-07
7.39275,2.7547924431794139e-06,1.0545276880106437e-06,9.5176134315133238e-07,9.4498955537705012e-07,9.7230737267094163e-07,9.5441434720882854e-07,7.0927813397523468e-07
7.393,2.7523992328418968e-06,1.055817127170126e-06,9.5182255849822099e-07,9.4367290864339939e-07,9.6994340122892084e-07,9.5390994205368341e-07,7.0728594289992849e-07
7.39325,2.7500024356622489e-06,1.0571112974762691e-06,9.5191741644290422e-07,9.4238708392614277e-07,9.67484671626714e-07,9.5333557124875855e-07,7.0534794464527479e-07
7.3935,2.7476221075247602e-06,1.0584113009644713e-06,9.5200729885752785e-07,9.411352227368031e-07,9.6498508182789854e-07,9.5263456205758491e-07,7.034812172280873e-07
7.39375,2.7452436130157558e-06,1.0597204052447779e-06,9.5209060790260379e-07,9.3990918953477518e-07,9.6249668534804186e-07,9.5177863914415035e-07,7.0168473039109584e-07
7.394,2.7428699314415459e-06,1.0610298407609483e-06,9.5217836781554053e-07,9.3872212802186385e-07,9.6006002079556506e-07,9.5078361771611642e-07,6.9995470853360587e-07
7.39425,2.7405026092325113e-06,1.0623369085738829e-06,9.5229145672804239e-07,9.3759155267770056e-07,9.5767962180928348e-07,9.4967363780252313e-07,6.98289227160486e-07
7.3945,2.7381596281677726e-06,1.0636689385822965e-06,9.524494114874148e-07,9.3654234211345034e-07,9.5537493960397518e-07,9.4847927928949999e-07,6.9668853307227716e-07
7.39475,2.7358601526636819e-06,1.065060054305239e-06,9.5269336498032964e-07,9.3558162387037519e-07,9.5317008146073259e-07,9.4722371733283923e-07,6.951590165320501e-07
7.395,2.7336485403075558e-06,1.0665168898096805e-06,9.5301845459340243e-07,9.3472441550827977e-07,9.5102762824874662e-07,9.4591765888479634e-07,6.9371380830798841e-07
7.39525,2.731551499765859e-06,1.0680555247119886e-06,9.5342858157690522e-07,9.3396456123804946e-07,9.489626536123003e-07,9.4453870138994931e-07,6.9235990812717085e-07
7.3955,2.7295315355996473e-06,1.069698023401987e-06,9.5391132922534528e-07,9.3330644324576428e-07,9.469584230671182e-07,9.4311714770117903e-07,6.9107728084728007e-07
7.39575,2.7276267836113098e-06,1.0714487524006128e-06,9.5450031383278024e-07,9.3274929613651807e-07,9.4499282142941231e-07,9.4171392190924986e-07,6.8987562745265954e-07
7.396,2.7257818015797803e-06,1.0733099453637777e-06,9.5519536788265556e-07,9.3230724854511693e-07,9.4306002752103047e-07,9.4031257778556219e-07,6.887572178353729e-07
7.39625,2.7239709053884352e-06,1.0752849396185007e-06,9.5599039434476774e-07,9.3199683089520103e-07,9.4118905653998741e-07,9.3892601405778009e-07,6.8772034318182049e-07
7.3965,2.7221918489259282e-06,1.0773650776803355e-06,9.568559283804024e-07,9.318312367410752e-07,9.3942097694784736e-07,9.3761983871596264e-07,6.8676643219059102e-07
7.39675,2.7205350523824465e-06,1.0795415988836793e-06,9.5781448969886052e-07,9.3181931865221548e-07,9.3776858217670622e-07,9.3639793067747088e-07,6.8590750808577965e-07
7.397,2.7190189353327047e-06,1.0818435415350108e-06,9.5886629903848905e-07,9.3193007268525003e-07,9.3626233890431684e-07,9.3524315664942007e-07,6.8515545239312969e-07
7.39725,2.7176045202001195e-06,1.0842787925452511e-06,9.6000626279946842e-07,9.321394998464835e-07,9.3491379469404439e-07,9.342127888475165e-07,6.8451124986387176e-07
7.3975,2.7162645226697146e-06,1.0868424673756717e-06,9.6126144301612583e-07,9.3240759442447159e-07,9.3372927220436442e-07,9.3333598476085508e-07,6.839934492272962e-07
7.39775,2.7150013897221546e-06,1.0895297909468159e-06,9.6265760132351063e-07,9.3273424260720584e-07,9.3271815195414722e-07,9.3258344887777587e-07,6.8360227848047447e-07
7.398,2.713809931565823e-06,1.092339088785662e-06,9.6419571816975255e-07,9.3311791365335662e-07,9.3187768017963637e-07,9.3193782807854465e-07,6.8332757372829052e-07
7.39825,2.7126778704067002e-06,1.0952583072761615e-06,9.6585551061357406e-07,9.3357379923540674e-07,9.3117862573855835e-07,9.3137957604573228e-07,6.8316725632008284e-07
7.3985,2.7115367085713715e-06,1.0982629264748099e-06,9.6764284141697689e-07,9.3409871038799801e-07,9.3064094804563964e-07,9.3089594828033346e-07,6.831116632872937e-07
7.39875,2.7104119462322067e-06,1.1013359802494851e-06,9.6953359486329671e-07,9.3467051321986191e-07,9.302681966489212e-07,9.3047404039119929e-07,6.8313088909386438e-07
7.399,2.7093588341515852e-06,1.1044619449910508e-06,9.7151007711714715e-07,9.3525866585114471e-07,9.3001115718447543e-07,9.3008306814390273e-07,6.8320560314211198e-07
7.39925,2.7083578924347167e-06,1.1076444113281247e-06,9.7354475660101838e-07,9.3583804757819523e-07,9.2983157482329077e-07,9.297281840442701e-07,6.8331427259418936e-07
7.3995,2.7073760188418861e-06,1.1108880367944399e-06,9.7565441112160084e-07,9.3638894524969745e-07,9.2969738394352186e-07,9.2939588077578989e-07,6.8345175405309754e-07
7.39975,2.7064006392601758e-06,1.1141975221917282e-06,9.7786215143448493e-07,9.3691771273500348e-07,9.2958707054951227e-07,9.2908704493532188e-07,6.8362069525129107e-07
7.4,2.7054635342220783e-06,1.1175613441051145e-06,9.8014359373655677e-07,9.3744672851866433e-07,9.294972217510722e-07,9.2883727266599681e-07,6.8382397978126928e-07
7.40025,2.7045453217914274e-06,1.1209602053376387e-06,9.8247464161158186e-07,9.3795804027368418e-07,9.2941988572336495e-07,9.2858454392989483e-07,6.8404489055779653e-07
7.4005,2.7036465223413837e-06,1.1243823916239971e-06,9.8485408010212947e-07,9.3843372755652101e-07,9.2938055297289232e-07,9.2832434369601298e-07,6.8428514076945568e-07
7.40075,2.702682569619897e-06,1.1278163051863947e-06,9.8727261551144456e-07,9.3886677759116801e-07,9.2939404849187177e-07,9.2815028731721875e-07,6.8454937808194889e-07
7.401,2.7016436830570581e-06,1.1312588872286586e-06,9.8975644482598397e-07,9.3927201368842059e-07,9.2948746879495124e-07,9.2810701334116886e-07,6.848312358159118e-07
7.40125,2.7005579527554043e-06,1.1346996154215017e-06,9.9231463035655146e-07,9.3967545988117864e-07,9.2963824365342396e-07,9.2824030257488374e-07,6.8514053895497702e-07
7.4015,2.6994365073684118e-06,1.1381743194341485e-06,9.9491072827425609e-07,9.4008073399621345e-07,9.2978418613958584e-07,9.2857759262100307e-07,6.8547401161765865e-07
7.40175,2.6982588952274641e-06,1.1416797144779897e-06,9.9748038758218849e-07,9.4050675640865113e-07,9.2990904729009722e-07,9.2908160578159669e-07,6.8582401448918232e-07
7.402,2.6970642650074618e-06,1.1452313579186729e-06,1.0000262204000475e-06,9.4093434317019044e-07,9.2998582121848443e-07,9.2976457993689364e-07,6.8616987693843583e-07
7.40225,2.6958511650409512e-06,1.1488022163636752e-06,1.0025463599264546e-06,9.4137903856546393e-07,9.3001821588108187e-07,9.3057293241244247e-07,6.8646899444915392e-07
7.4025,2.6946185380360028e-06,1.1523837881320978e-06,1.0050567935860703e-06,9.4184733002301535e-07,9.2999542014840642e-07,9.3138493628236529e-07,6.8672101156014385e-07
7.40275,2.6933858101626175e-06,1.1559810174740586e-06,1.0075876929803789e-06,9.4235088644903472e-07,9.2994342887102438e-07,9.321615360840502e-07,6.8693518032497358e-07
7.403,2.6921443091180465e-06,1.1595819454897406e-06,1.0101595127281726e-06,9.4288487733267578e-07,9.2985246434024913e-07,9.3288282216507988e-07,6.8710984299060056e-07
7.40325,2.6908674635388101e-06,1.1632014889953745e-06,1.0127645435433531e-06,9.4346873408396588e-07,9.2975924808313465e-07,9.3354279859774275e-07,6.8724700833368843e-07
7.4035,2.6895695169797177e-06,1.1668679918166175e-06,1.0154061624121575e-06,9.4411956791201936e-07,9.2965981836096383e-07,9.341672427245944e-07,6.8736152604249963e-07
7.40375,2.6882622068141266e-06,1.170627149515886e-06,1.0180728880274186e-06,9.4483254266186343e-07,9.2959079171744782e-07,9.3478512033201505e-07,6.8746450185075096e-07
7.404,2.6869660398320032e-06,1.1744765647713366e-06,1.0207447508449234e-06,9.4560669103741304e-07,9.2955416300936799e-07,9.3534681761255016e-07,6.8754286570599724e-07
7.40425,2.6856859411440885e-06,1.1784331089799166e-06,1.0233922440140095e-06,9.4643628819482476e-07,9.2953464882995217e-07,9.3582014619344054e-07,6.8760136565596113e-07
7.4045,2.6844321775997402e-06,1.1825198241830633e-06,1.0260092655814331e-06,9.4732597220397834e-07,9.2957367795945039e-07,9.3620109830644349e-07,6.876385576810077e-07
7.40475,2.6832097637763497e-06,1.1867401585533869e-06,1.0286327743190145e-06,9.4831436156663157e-07,9.2970388020016009e-07,9.3650960130824804e-07,6.8769303063252304e-07
7.405,2.6820180288525569e-06,1.1910557522112546e-06,1.0312886874326305e-06,9.4942420603112052e-07,9.2993640247580646e-07,9.3696133227717714e-07,6.8779882610264799e-07
7.40525,2.6808704279357571e-06,1.1954398998476549e-06,1.0339933846583414e-06,9.506512301082187e-07,9.3028356785081856e-07,9.3754986720311487e-07,6.8796732246090415e-07
7.4055,2.6797469897772239e-06,1.1998717617346415e-06,1.0367546464899243e-06,9.519733490295021e-07,9.3076201248458342e-07,9.381867044077999e-07,6.8821669505249861e-07
7.40575,2.6786467880034381e-06,1.2043666717874463e-06,1.0395662286603614e-06,9.5339242037972379e-07,9.3135253457496752e-07,9.3882271306421815e-07,6.8855369743213644e-07
7.406,2.6775784582104961e-06,1.2089596022462953e-06,1.0424332176691533e-06,9.5491094226919961e-07,9.3201321886041715e-07,9.3947117959748076e-07,6.8899714060767487e-07
7.40625,2.6765583306883593e-06,1.2136482017388755e-06,1.0453621867315955e-06,9.5653973717130406e-07,9.3270918059959984e-07,9.4017404195892703e-07,6.8955553077983589e-07
7.4065,2.6756010573847776e-06,1.2184030962071026e-06,1.0483225500565615e-06,9.5826082380881067e-07,9.3339671962589243e-07,9.4086311013081151e-07,6.9022400746462851e-07
7.40675,2.6747110221702777e-06,1.2232542218431079e-06,1.0513228977744803e-06,9.6005924772114797e-07,9.3406244807929978e-07,9.4157479936830758e-07,6.9101190496988493e-07
7.407,2.6738793355836206e-06,1.2281764177124388e-06,1.0543828268931145e-06,9.6194053532788289e-07,9.3468171355168227e-07,9.4234433714904748e-07,6.9190483886579321e-07
7.40725,2.6731333363963937e-06,1.2331346398278338e-06,1.0575159563235644e-06,9.6383604594393583e-07,9.3525372987982693e-07,9.4317112389298786e-07,6.9288372491103307e-07
7.4075,2.6724312429646262e-06,1.2381192332665848e-06,1.0607519374746204e-06,9.6570604992542177e-07,9.3576422740070168e-07,9.4406476988005388e-07,6.9393983626440104e-07
7.40775,2.6717171059512789e-06,1.2431045976237073e-06,1.0641023079950686e-06,9.6755133190472438e-07,9.3621542811840386e-07,9.4502735040046051e-07,6.950394890603655e-07
7.408,2.6709925271419831e-06,1.2481004223405496e-06,1.0675472045117909e-06,9.6939376947908473e-07,9.3664955680171673e-07,9.4603584415548034e-07,6.9614404396998612e-07
7.40825,2.6702593070695452e-06,1.2531034072955896e-06,1.0710586034896927e-06,9.7121006990395474e-07,9.3710122367808416e-07,9.4708484793988617e-07,6.972317687510636e-07
7.4085,2.6694937397145162e-06,1.2580625863015447e-06,1.0746074855183787e-06,9.7298829327261399e-07,9.3759636411880576e-07,9.4812884793692665e-07,6.9829819695213848e-07
7.40875,2.6687136568736124e-06,1.2629504294226952e-06,1.0781861226075858e-06,9.7473259816547196e-07,9.3815445088276314e-07,9.4912956168285162e-07,6.9933587697520114e-07
7.409,2.6679418965212317e-06,1.2677869769315287e-06,1.0817965495685135e-06,9.764552577852439e-07,9.3875584047624377e-07,9.5005782713345537e-07,7.0032312732820073e-07
7.40925,2.6671683034359301e-06,1.272591602255633e-06,1.0854369301990639e-06,9.7814731423673989e-07,9.3936817611654435e-07,9.5092354593378759e-07,7.0126717477993301e-07
7.4095,2.6663736446653945e-06,1.2773737318402335e-06,1.0891078416013545e-06,9.7981435805256614e-07,9.3995059786311677e-07,9.5174295804781385e-07,7.0217912075253974e-07
7.40975,2.6655261980756168e-06,1.2821296951895789e-06,1.0927883902875666e-06,9.8151317770127985e-07,9.4047211434191141e-07,9.5248242128564996e-07,7.0303587998981465e-07
7.41,2.6645645434298943e-06,1.2868997320168265e-06,1.0964718195786675e-06,9.8324560202271425e-07,9.4090685453829499e-07,9.5313273702069989e-07,7.038011657701982e-07
7.41025,2.6635042617771893e-06,1.2916588183019007e-06,1.1001321504423928e-06,9.8497642082062787e-07,9.412551566246444e-07,9.5370361381221243e-07,7.0448012170565614e-07
7.4105,2.662381147702588e-06,1.2963808289555312e-06,1.1037490750505572e-06,9.8667233757585804e-07,9.4151773200012256e-07,9.5420019174204116e-07,7.0508537117285847e-07
7.41075,2.6611964124657569e-06,1.3010351044018559e-06,1.1073175590354941e-06,9.8833230143035213e-07,9.4174940751196905e-07,9.5461812040798974e-07,7.0565618699748237e-07
7.411,2.6599537868047916e-06,1.3056094442822574e-06,1.1108571192033387e-06,9.8995867523211452e-07,9.4196732631573883e-07,9.5496764608350148e-07,7.0624315387953768e-07
7.41125,2.6585859899867711e-06,1.3101046327445117e-06,1.1143757475524629e-06,9.9156033628833962e-07,9.4218480072929217e-07,9.5526830763996442e-07,7.0685588913021197e-07
7.4115,2.657100751127444e-06,1.3145139209694052e-06,1.1178827579532191e-06,9.9312817974414397e-07,9.4239201470793416e-07,9.5550466473155121e-07,7.0750844069357537e-07
7.41175,2.6555159767555764e-06,1.3188616432742708e-06,1.1213777831468672e-06,9.9465577960342794e-07,9.4259699268233711e-07,9.5569664939728432e-07,7.0820136875022348e-07
7.412,2.6538636220762881e-06,1.3231595207914731e-06,1.124803614475346e-06,9.9612550857524133e-07,9.428569524929949e-07,9.5589035888643437e-07,7.0893711587094846e-07
7.41225,2.6521517388823532e-06,1.3274093246772648e-06,1.1281603069115945e-06,9.9754214334113645e-07,9.4316844784114832e-07,9.5607531347101381e-07,7.0973150698485124e-07
7.4125,2.6502025100878132e-06,1.3318616464511318e-06,1.131598111836929e-06,9.9896293341820726e-07,9.4347154287684221e-07,9.5625126045703894e-07,7.105816174138019e-07
7.41275,2.6484633681073261e-06,1.336054164467304e-06,1.1348840875224473e-06,1.0003433214838791e-06,9.4372420863536736e-07,9.5644204222594001e-07,7.1149856969635456e-07
7.413,2.6467171832930037e-06,1.3402821011116879e-06,1.1381553992561295e-06,1.0017546359516984e-06,9.4389974186014109e-07,9.5664493316943827e-07,7.1248070087057213e-07
7.41325,2.6449123638829073e-06,1.3445890687515886e-06,1.1414107225498844e-06,1.0032534153658576e-06,9.4390221872805867e-07,9.5684759898277968e-07,7.1352416019029051e-07
7.4135,2.6430344342836033e-06,1.3489658341928707e-06,1.1446639879723213e-06,1.0048426880486815e-06,9.4369790589849897e-07,9.5705448456833176e-07,7.1461289454898924e-07
7.41375,2.641097651601651e-06,1.3533659535316285e-06,1.1479223900290803e-06,1.0064970243313663e-06,9.4332188625918268e-07,9.5728067324548752e-07,7.1574933956095712e-07
7.414,2.6391113765278977e-06,1.3577480237340374e-06,1.1511916031029829e-06,1.0081935865454686e-06,9.4281008334942305e-07,9.5752906962323078e-07,7.1690760281911137e-07
7.41425,2.6371439064734177e-06,1.3621345904216578e-06,1.1544845530188976e-06,1.0099286166502175e-06,9.4232155889175239e-07,9.5780865530038299e-07,7.1810225751441241e-07
7.4145,2.6352091070841967e-06,1.3665441417138685e-06,1.1578170384270301e-06,1.0117178261258709e-06,9.4199700761701913e-07,9.5812866459209656e-07,7.1934859930899449e-07
7.41475,2.633312871608445e-06,1.3710016471111526e-06,1.1612046672074334e-06,1.0135603476934087e-06,9.4189274743040506e-07,9.5848545411319005e-07,7.2065506237508946e-07
7.415,2.6314480933625367e-06,1.3755259898814218e-06,1.1646413040736022e-06,1.0154589581078197e-06,9.420495736414989e-07,9.5891510494959444e-07,7.2200881195495587e-07
7.41525,2.6296679454869792e-06,1.3801151071036588e-06,1.1681215320082463e-06,1.0174080136089827e-06,9.4242075738796723e-07,9.5940887605749563e-07,7.2338483799965355e-07
7.4155,2.6279528563813488e-06,1.3847812343673817e-06,1.1716271581631218e-06,1.0194084725681551e-06,9.429449818911007e-07,9.5998164306999555e-07,7.2477452038116073e-07
7.41575,2.6262880596851956e-06,1.3895403633109856e-06,1.1751438154778001e-06,1.0214419041326062e-06,9.4358512279886174e-07,9.6062414270881038e-07,7.2617844209657009e-07
7.416,2.6246702801871479e-06,1.3943836600967457e-06,1.1786813070508115e-06,1.0234864754934905e-06,9.4430673990104018e-07,9.6131691210643896e-07,7.2761377976168817e-07
7.41625,2.6230740044539737e-06,1.3992993122055448e-06,1.1822451400835989e-06,1.0255516526119016e-06,9.4511299984928351e-07,9.6205798977880109e-07,7.2908695526470049e-07
7.4165,2.6215545411010876e-06,1.404279038527544e-06,1.1858404517241209e-06,1.027641445972675e-06,9.4600073209409184e-07,9.6287215801425359e-07,7.3059610367453457e-07
7.41675,2.6200948468843789e-06,1.4093541309716836e-06,1.1894504837479803e-06,1.0297756263705525e-06,9.4697010893980845e-07,9.6375151603110737e-07,7.321356812228497e-07
7.417,2.6186894163394977e-06,1.4145259940404586e-06,1.1930871024918539e-06,1.0319405665751957e-06,9.4803794338535082e-07,9.6468063214473389e-07,7.3371717168868796e-07
